
[00:00:00.000 --> 00:00:06.560]  各位靈靈姐妹讓我們先聆聽上主的說話
[00:03:55.440 --> 00:03:57.440]  就會變成什麼呢
[00:03:57.440 --> 00:04:01.440]  就是沒有自由
[00:04:01.440 --> 00:04:03.440]  所以造成了一種局面就是
[00:04:03.440 --> 00:04:07.440]  有些人為了自由犯罪都可以
[00:04:07.440 --> 00:04:12.440]  這種世界思想就稱為work culture
[00:04:12.440 --> 00:04:17.440]  也是我先前所說的一種所謂泛藍色的包容
[00:04:17.440 --> 00:04:20.440]  什麼都要兼修並蓄
[00:04:20.440 --> 00:04:23.440]  教會什麼都要視之為正常
[00:04:23.440 --> 00:04:27.440]  不正常以前會認為不正常都要視為正常
[00:04:27.440 --> 00:04:30.440]  在這種情況下
[00:04:30.440 --> 00:04:34.440]  教會又如何去面對這種潮流呢
[00:04:34.440 --> 00:04:38.440]  教會是否也隨波逐流呢
[00:04:38.440 --> 00:04:42.440]  甚至好像多倫多成為加拿大
[00:04:42.440 --> 00:04:53.440]  其中一個正式的同性婚姻肯定的
[00:04:53.440 --> 00:04:55.440]  也是教會做的
[00:04:55.440 --> 00:04:56.440]  在多倫多
[00:04:56.440 --> 00:05:01.440]  教會是否要走到這種極端才叫大愛包容呢
[00:05:01.440 --> 00:05:08.440]  這種是否教會基督或聖經所啟示的愛呢
[00:05:08.440 --> 00:05:13.440]  很多信徒搞得不清楚
[00:05:13.440 --> 00:05:16.440]  將這種所謂包容性
[00:05:16.440 --> 00:05:18.440]  不理會對錯都包容性
[00:05:18.440 --> 00:05:20.440]  視之為愛
[00:05:20.440 --> 00:05:24.440]  所以你不做到包容同性戀者
[00:05:24.440 --> 00:05:31.440]  或者各式各類古靈精怪思想的性關係
[00:05:31.440 --> 00:05:34.440]  就變成了一種母愛
[00:05:34.440 --> 00:05:38.440]  教會就不是真正屬於上帝使用的教會
[00:05:38.440 --> 00:05:43.440]  這種混亂思想在今天教會是非常普遍
[00:05:43.440 --> 00:05:46.440]  甚至造成很多信徒在教會裡
[00:05:46.440 --> 00:05:50.440]  也都無緣無故過日子
[00:05:50.440 --> 00:05:53.440]  今天我們來到這段聖經
[00:05:53.440 --> 00:05:58.440]  馬太福音第26章第47至第56節
[00:05:58.440 --> 00:06:00.440]  我們會找這個題目
[00:06:00.440 --> 00:06:04.440]  面對黑白顛倒的世界
[00:06:04.440 --> 00:06:06.440]  讓我們再次去看看
[00:06:06.440 --> 00:06:08.440]  我們今天作為信徒
[00:06:08.440 --> 00:06:10.440]  如何面對這樣的世界
[00:06:10.440 --> 00:06:14.440]  用什麼基礎去面對這個世界
[00:06:14.440 --> 00:06:20.440]  好使我們能夠做一個有智慧的信徒
[00:06:20.440 --> 00:06:23.440]  能夠洞悉時代的信徒
[00:06:23.440 --> 00:06:28.440]  並且能夠辨別諸靈的一種
[00:06:28.440 --> 00:06:30.440]  縮小的生命
[00:06:30.440 --> 00:06:32.440]  讓我們一起回到這段聖經
[00:06:32.440 --> 00:06:36.440]  馬太福音第26章第47至56節
[00:06:36.440 --> 00:06:38.440]  我們自己再讀一次
[00:06:38.440 --> 00:06:42.440]  Karen姐妹幫我讀了一次
[00:06:42.440 --> 00:06:44.440]  聽和自己讀又有些不同
[00:06:44.440 --> 00:06:51.440]  可以從不同的角度去更加深入掌握這段聖經的內容細節
[00:06:51.440 --> 00:06:53.440]  我們一起去讀
[00:06:53.440 --> 00:07:00.440]  「說話之間那十二個門徒裡的猶大來了
[00:07:00.440 --> 00:07:03.440]  並有許多人帶著刀棒
[00:07:03.440 --> 00:07:09.440]  從祭司掌和民間的長老那裡與他同來
[00:07:09.440 --> 00:07:13.440]  那買耶穌的給了他們一個暗號
[00:07:13.440 --> 00:07:16.440]  說:我與誰親嘴
[00:07:16.440 --> 00:07:18.440]  誰就是他
[00:07:18.440 --> 00:07:20.440]  你們可以拿住他
[00:07:20.440 --> 00:07:23.440]  猶大隨即到耶穌跟前
[00:07:23.440 --> 00:07:26.440]  說:請拉彼安
[00:07:26.440 --> 00:07:28.440]  就與他親嘴
[00:07:28.440 --> 00:07:31.440]  耶穌對他說:朋友
[00:07:31.440 --> 00:07:35.440]  你來要做的事就做吧
[00:07:35.440 --> 00:07:37.440]  於是那些人上前
[00:07:37.440 --> 00:07:40.440]  下手拿著耶穌
[00:07:40.440 --> 00:07:45.440]  有跟隨耶穌的一個人伸手拔出刀來
[00:07:45.440 --> 00:07:48.440]  將大祭司的僕人砍了一刀
[00:07:48.440 --> 00:07:51.440]  削掉了他的耳朵
[00:07:51.440 --> 00:07:55.440]  耶穌對他說:收刀入笑吧
[00:07:55.440 --> 00:07:58.440]  凡動刀的必死在刀下
[00:07:58.440 --> 00:08:06.440]  你想我不能求我父現在為我差遣十二刑多天使來嗎?
[00:08:06.440 --> 00:08:09.440]  若是這樣,經上所說
[00:08:09.440 --> 00:08:14.440]  事情必須如此的話,怎樣應驗呢?
[00:08:14.440 --> 00:08:21.440]  當時耶穌對眾人說:你們帶著刀棒出來拿我
[00:08:21.440 --> 00:08:23.440]  如同拿強盜嗎?
[00:08:23.440 --> 00:08:27.440]  我天天坐在殿裡教訓人
[00:08:27.440 --> 00:08:29.440]  你們並沒有拿我
[00:08:29.440 --> 00:08:32.440]  但這一切的事成就了
[00:08:32.440 --> 00:08:36.440]  就要應驗先知書上的話
[00:08:36.440 --> 00:08:41.440]  當下門徒都離開他,逃走了
[00:08:41.440 --> 00:08:49.440]  今天這段聖經我想跟大家透過三個部分去思想
[00:08:49.440 --> 00:08:54.440]  第一個部分就是從第47至48節這兩節經文
[00:08:54.440 --> 00:08:59.440]  一起去看看今天這個世界的人
[00:08:59.440 --> 00:09:04.440]  是怎樣把自己的惡行包裝起來
[00:09:04.440 --> 00:09:06.440]  所以我給一個副題
[00:09:06.440 --> 00:09:11.440]  用一種名譽作罪的遮醜布
[00:09:11.440 --> 00:09:19.440]  在這個世界裡很多人其實心底裡是做壞事的
[00:09:19.440 --> 00:09:24.440]  你說不是啊牧師,我沒有,我人很好
[00:09:24.440 --> 00:09:33.440]  其實有時當你自己想做壞事你都未必覺察得到
[00:09:33.440 --> 00:09:37.440]  譬如剛剛是黑星星期五
[00:09:37.440 --> 00:09:39.440]  大家有沒有去買東西呢?
[00:09:39.440 --> 00:09:43.440]  買新東西我就很頭痛
[00:09:43.440 --> 00:09:46.440]  因為買新東西我就要去做資料搜集
[00:09:46.440 --> 00:09:50.440]  又要找最便宜的價錢,又要找同樣的貨品
[00:09:50.440 --> 00:09:54.440]  還要去到處不同的地方,要看哪裡有貨
[00:09:54.440 --> 00:09:56.440]  所以我就很頭痛
[00:09:56.440 --> 00:10:01.440]  昨天就去一間電器店
[00:10:01.440 --> 00:10:05.440]  跟一個人聊天,買電腦的東西
[00:10:05.440 --> 00:10:08.440]  跟他聊天的時候
[00:10:08.440 --> 00:10:14.440]  我就說我們教會有一部電腦剪片
[00:10:14.440 --> 00:10:18.440]  教會有一部電腦剪片給大家做高清廣播
[00:10:18.440 --> 00:10:26.440]  我就說電腦很慢,我做一條影片要4至5個小時
[00:10:26.440 --> 00:10:30.440]  不計剪的時間,剪好後一個多兩個小時
[00:10:30.440 --> 00:10:33.440]  還要4至5個小時才能做到片
[00:10:33.440 --> 00:10:40.440]  聽聞有一張顯示卡插進去會快一倍
[00:10:40.440 --> 00:10:42.440]  或者快很多倍
[00:10:42.440 --> 00:10:45.440]  他說買吧,這塊已經很好
[00:10:45.440 --> 00:10:49.440]  我就心裡想著買
[00:10:49.440 --> 00:10:51.440]  但我都問多一句
[00:10:51.440 --> 00:10:58.440]  我就說如果不是真的這麼快可以拿回來退嗎?
[00:10:58.440 --> 00:11:05.440]  這很正常,你告訴我快很多,我未必是快這麼多
[00:11:05.440 --> 00:11:08.440]  那可不可以退錢?
[00:11:08.440 --> 00:11:11.440]  他一句就說不能夠
[00:11:11.440 --> 00:11:15.440]  我就想了很久
[00:11:15.440 --> 00:11:18.440]  我站在cashier面前
[00:11:18.440 --> 00:11:24.440]  有沒有方法可以試到他又不能開盒子呢?
[00:11:24.440 --> 00:11:30.440]  想了很久,這種邪惡觀念就開始出現
[00:11:30.440 --> 00:11:35.440]  最後的想法是我只是做神的工作
[00:11:35.440 --> 00:11:40.440]  為什麼我要想這麼多呢?
[00:11:40.440 --> 00:11:44.440]  就打電話給同工,問他們如何做
[00:11:44.440 --> 00:11:48.440]  同工說牧師我知道你很想省錢
[00:11:48.440 --> 00:11:57.440]  但問題是原本教會想買電腦,幾千元也不要緊
[00:11:57.440 --> 00:12:00.440]  做好工作也不要緊
[00:12:00.440 --> 00:12:06.440]  不要想了,你現在用幾百元儲到幾千元的工作
[00:12:06.440 --> 00:12:08.440]  你想想有沒有可能呢?
[00:12:08.440 --> 00:12:11.440]  我覺得有意思,他提醒我
[00:12:11.440 --> 00:12:18.440]  我立即回答,好,我就跟cashier說我不買了
[00:12:18.440 --> 00:12:23.440]  人有很多鬼計,你不知道的
[00:12:23.440 --> 00:12:27.440]  就算你做一些很正確的事
[00:12:27.440 --> 00:12:33.440]  你自己可以想很多鬼計去掩飾自己做的事是正確的
[00:12:33.440 --> 00:12:41.440]  這個世界最常用的一塊去掩飾人罪惡的行為和思維
[00:12:41.440 --> 00:12:48.440]  就是將自己用一個很高的名譽來包裝自己
[00:12:48.440 --> 00:12:57.440]  來到第47節,當耶穌仍然在赫西瑪利園的時候
[00:12:57.440 --> 00:13:04.440]  跟那些門徒剛剛祈願的時候跟他們說,起身吧
[00:13:04.440 --> 00:13:12.440]  那些抓我的人和賣人質的人已經來了,快點起身吧
[00:13:12.440 --> 00:13:20.440]  主耶穌很輕柔地去邀請信徒,來到了,面對的時間真的到了
[00:13:20.440 --> 00:13:28.440]  讀到這段聖經的時候,我就想起耶穌從耶利哥城上耶路撒冷的時候
[00:13:28.440 --> 00:13:34.440]  你還記得有兩個人在路邊等耶穌救他們嗎?
[00:13:34.440 --> 00:13:37.440]  他們聽到話,不過是盲的
[00:13:37.440 --> 00:13:42.440]  他們唯有去呼求耶穌來拯救他們
[00:13:42.440 --> 00:13:46.440]  但是在拯救和呼求的時候
[00:13:46.440 --> 00:13:53.440]  耶穌跟那些門徒說,我們正式上耶路撒冷,這條路真的來了
[00:13:53.440 --> 00:13:58.440]  這個信是真正面對挑戰的時候
[00:13:58.440 --> 00:14:00.440]  那個還好像遙不可及
[00:14:00.440 --> 00:14:05.440]  來到這裡,真的抓拿耶穌的人來了
[00:14:05.440 --> 00:14:11.440]  耶穌還在跟那些門徒勸他們,提醒他們,來吧,跟我一起去面對吧
[00:14:11.440 --> 00:14:17.440]  就有十二個門徒裡面的猶大來到當中
[00:14:17.440 --> 00:14:24.440]  並且帶著一大群人,來抓住刀棒
[00:14:24.440 --> 00:14:26.440]  這群人是什麼人來的?
[00:14:26.440 --> 00:14:34.440]  聖經記載,是從祭司長和民間長老那裡,猜他們而來的
[00:14:34.440 --> 00:14:43.440]  一起來跟十二門徒裡面的猶大來抓拿耶穌
[00:14:43.440 --> 00:14:47.440]  這兩節經文有什麼特別呢?
[00:14:47.440 --> 00:14:52.440]  特別在馬太記載的時候
[00:14:52.440 --> 00:14:57.440]  關於加勒人猶大,這個很熟悉的人物
[00:14:57.440 --> 00:14:59.440]  有些改變了的描述
[00:14:59.440 --> 00:15:03.440]  有沒有留意,怎樣描述介紹猶大呢?
[00:15:03.440 --> 00:15:10.440]  沒有用加勒人猶大來界定他是一個什麼人
[00:15:10.440 --> 00:15:17.440]  而相反,指出他是十二個門徒裡面的猶大
[00:15:17.440 --> 00:15:21.440]  如果大家知道寫馬太福音的作者馬太
[00:15:21.440 --> 00:15:26.440]  寫馬太福音的時候,其實耶穌已經死了
[00:15:26.440 --> 00:15:33.440]  他已經知道耶穌已經復活離開了這個世界
[00:15:33.440 --> 00:15:35.440]  回到天府裡面為我們預備地方
[00:15:35.440 --> 00:15:39.440]  也知道加勒人猶大已經死了
[00:15:39.440 --> 00:15:47.440]  為什麼他在這裡這麼刻意地用那十二個門徒來介紹猶大呢?
[00:15:47.440 --> 00:15:50.440]  首先我們要問這條問題
[00:15:50.440 --> 00:15:54.440]  牧師這麼細微的事情都要照顧
[00:15:54.440 --> 00:16:00.440]  為什麼我們一直知道的都叫做加勒人猶大
[00:16:00.440 --> 00:16:04.440]  什麼叫加勒人猶大呢?
[00:16:04.440 --> 00:16:09.440]  大家等下會突然get stuck
[00:16:09.440 --> 00:16:13.440]  加勒人猶大就是加勒人猶大
[00:16:13.440 --> 00:16:15.440]  為什麼不叫猶大呢?
[00:16:15.440 --> 00:16:17.440]  為什麼只說加勒人呢?
[00:16:17.440 --> 00:16:19.440]  加勒人是什麼人呢?
[00:16:19.440 --> 00:16:22.440]  加勒是一個地方嗎?
[00:16:22.440 --> 00:16:26.440]  不是啊
[00:16:26.440 --> 00:16:40.440]  加勒人應該是一個支派人士的名稱
[00:16:40.440 --> 00:16:45.440]  如果大家知道在希伯來人的社群裡
[00:16:45.440 --> 00:16:50.440]  其中有一個支派裡的小支派
[00:16:50.440 --> 00:16:54.440]  叫做哥核族
[00:16:54.440 --> 00:17:04.440]  哥核族其實就是這裡所說的中文翻譯的加勒人
[00:17:04.440 --> 00:17:12.440]  原來猶大耶穌呼召的門徒有這樣的背景
[00:17:12.440 --> 00:17:16.440]  他是一個哥核族的後裔
[00:17:16.440 --> 00:17:21.440]  有些人會問哥核族有什麼料子呢?
[00:17:21.440 --> 00:17:23.440]  哥核族很重要
[00:17:23.440 --> 00:17:30.440]  在以色列文的官若貴都要找哥核族
[00:17:30.440 --> 00:17:32.440]  大家知道多重要
[00:17:32.440 --> 00:17:34.440]  如果在教會裡面
[00:17:34.440 --> 00:17:38.440]  如果教會管音響的
[00:17:38.440 --> 00:17:39.440]  大家知道多重要
[00:17:39.440 --> 00:17:41.440]  管網絡上網的
[00:17:41.440 --> 00:17:42.440]  有多重要
[00:17:42.440 --> 00:17:45.440]  每個環節緊緊相扣
[00:17:45.440 --> 00:17:49.440]  沒有了就有很多大兄姐妹上網看不到
[00:17:49.440 --> 00:17:55.440]  沒有了就沒有大兄姐妹在現場聽到錄音
[00:17:55.440 --> 00:17:59.440]  哥核族是一個這麼重要的背景
[00:17:59.440 --> 00:18:02.440]  馬太竟然來到聖經裡
[00:18:02.440 --> 00:18:08.440]  不再用這個人的族的背景來包裝
[00:18:08.440 --> 00:18:14.440]  他用一個十二個門徒之間的其中一個來介紹
[00:18:14.440 --> 00:18:16.440]  換句話說
[00:18:16.440 --> 00:18:20.440]  很明顯馬太從來沒有抹殺猶大
[00:18:20.440 --> 00:18:26.440]  曾經在耶穌基督被呼召的其中一員
[00:18:26.440 --> 00:18:28.440]  我們就想問
[00:18:28.440 --> 00:18:30.440]  如果你是馬太的話
[00:18:30.440 --> 00:18:33.440]  你又知道迦勒人猶大出賣耶穌
[00:18:33.440 --> 00:18:36.440]  亦害死我們的主
[00:18:36.440 --> 00:18:38.440]  你寫他的時候
[00:18:38.440 --> 00:18:42.440]  你還忍不忍心寫他是十二個門徒之一
[00:18:42.440 --> 00:18:46.440]  你當然有這麼壞就寫這麼壞
[00:18:46.440 --> 00:18:49.440]  但他沒有
[00:18:49.440 --> 00:18:54.440]  很日型很逆人性
[00:18:54.440 --> 00:18:58.440]  逆人性是什麼意思
[00:18:58.440 --> 00:19:02.440]  他一定要有一個推動要這樣記載
[00:19:02.440 --> 00:19:05.440]  什麼推動他仍然要記載
[00:19:05.440 --> 00:19:12.440]  這位迦勒人猶大要做十二門徒之一的其中一個猶大
[00:19:12.440 --> 00:19:15.440]  是因為一個原因
[00:19:15.440 --> 00:19:21.440]  是他對上主耶穌的呼召主權的尊重
[00:19:21.440 --> 00:19:24.440]  一會兒在最後的點我會說
[00:19:24.440 --> 00:19:29.440]  因為主耶穌選了他做十二個門徒
[00:19:29.440 --> 00:19:33.440]  他仍然用十二門徒這個身份去介紹他
[00:19:33.440 --> 00:19:36.440]  不按照自己個人的思想
[00:19:36.440 --> 00:19:41.440]  這個人迦勒人猶大只是用他的背景來包裝他
[00:19:41.440 --> 00:19:43.440]  他很給他面子
[00:19:43.440 --> 00:19:45.440]  遲些一會兒就不給他面子了
[00:19:45.440 --> 00:19:48.440]  從聖經裏面我們可以看見
[00:19:48.440 --> 00:19:52.440]  馬太記載猶大的時候
[00:19:52.440 --> 00:19:56.440]  他仍然有一種尊重上主主權
[00:19:56.440 --> 00:19:58.440]  呼召人的主權
[00:19:58.440 --> 00:20:00.440]  所以他在這個時候
[00:20:00.440 --> 00:20:08.440]  將這個人的身份不是定在一個希伯來人的身份裏面
[00:20:08.440 --> 00:20:11.440]  而是上主耶穌的呼召裏面
[00:20:11.440 --> 00:20:15.440]  這個人的呼召能不能夠匹配呢
[00:20:15.440 --> 00:20:18.440]  他就想凸顯這一點出來
[00:20:18.440 --> 00:20:22.440]  這裏我們再看下猶大這次回來是怎樣
[00:20:22.440 --> 00:20:27.440]  這次他不是自己單人匹馬去捉耶穌
[00:20:27.440 --> 00:20:33.440]  他反而帶了一大群人陪同他前來
[00:20:33.440 --> 00:20:35.440]  這群人還有一個特點
[00:20:35.440 --> 00:20:41.440]  這群人全部手持刀和棒
[00:20:41.440 --> 00:20:42.440]  在原文聖經裏面
[00:20:42.440 --> 00:20:50.440]  刀和棒所指的是匕首和木棍
[00:20:50.440 --> 00:20:51.440]  匕首不用戴了
[00:20:51.440 --> 00:20:53.440]  通常是短刀
[00:20:53.440 --> 00:20:58.440]  可以收藏在衣袖裏面插在腰間裏面
[00:20:58.440 --> 00:21:00.440]  不是一把大劍
[00:21:00.440 --> 00:21:02.440]  一把大斧頭那些
[00:21:02.440 --> 00:21:04.440]  木棒是指什麼呢
[00:21:04.440 --> 00:21:06.440]  木棒原來這個字眼
[00:21:06.440 --> 00:21:09.440]  甚至可以指到是一些木製的製品
[00:21:09.440 --> 00:21:11.440]  可能甚至十字架
[00:21:11.440 --> 00:21:17.440]  都可以用到這個木棒這個字來形容
[00:21:17.440 --> 00:21:19.440]  不過從這段聖經裏面
[00:21:19.440 --> 00:21:23.440]  我們知道的確只是一條木棒
[00:21:23.440 --> 00:21:28.440]  來打架所用的工具
[00:21:28.440 --> 00:21:30.440]  或者武器
[00:21:30.440 --> 00:21:33.440]  總而言之來者不善
[00:21:33.440 --> 00:21:36.440]  這些工具是用來捉什麼呢
[00:21:36.440 --> 00:21:40.440]  通常是用來捉反動分子
[00:21:40.440 --> 00:21:43.440]  就是木棒
[00:21:43.440 --> 00:21:46.440]  不知道是不是藤條
[00:21:46.440 --> 00:21:49.440]  或者是藤條也不奇怪
[00:21:49.440 --> 00:21:52.440]  喜歡打人
[00:21:52.440 --> 00:21:55.440]  但最重要的是這班人
[00:21:55.440 --> 00:22:03.440]  是來自大祭司和一群長老所猜派而來
[00:22:03.440 --> 00:22:05.440]  來到這裏
[00:22:05.440 --> 00:22:09.440]  馬太介紹完所有的人馬之後
[00:22:09.440 --> 00:22:13.440]  他再送上一個獨特的身份
[00:22:13.440 --> 00:22:18.440]  讓我們知道這位猶太人是怎樣
[00:22:18.440 --> 00:22:19.440]  48節
[00:22:19.440 --> 00:22:24.440]  乃賣耶穌的給了他們一個暗號
[00:22:24.440 --> 00:22:28.440]  說我與誰親嘴
[00:22:28.440 --> 00:22:30.440]  誰就是他
[00:22:30.440 --> 00:22:33.440]  你們就可以捉住他
[00:22:33.440 --> 00:22:37.440]  讀到這裏不知道你們有沒有什麼疑問
[00:22:37.440 --> 00:22:43.440]  耶穌也不是陌生人
[00:22:43.440 --> 00:22:48.440]  耶穌沒多久才被操入聖殿的時候
[00:22:48.440 --> 00:22:51.440]  群眾都不知道多麼的哄動
[00:22:51.440 --> 00:22:55.440]  沒理由沒人知道誰是耶穌吧
[00:22:55.440 --> 00:23:00.440]  為什麼猶太要在這裏
[00:23:00.440 --> 00:23:04.440]  與這班捉拿耶穌基督的人
[00:23:04.440 --> 00:23:07.440]  有這樣的暗號呢
[00:23:07.440 --> 00:23:11.440]  暗號即是指他們只有圍內之
[00:23:11.440 --> 00:23:17.440]  我們用現代科技來說
[00:23:17.440 --> 00:23:19.440]  他們有一個key
[00:23:19.440 --> 00:23:23.440]  一個encrypted key
[00:23:23.440 --> 00:23:26.440]  但這班人有一個encryption
[00:23:26.440 --> 00:23:29.440]  所以解碼了
[00:23:29.440 --> 00:23:33.440]  當這個暗號的key鎖匙一出
[00:23:33.440 --> 00:23:37.440]  就可以解碼這個就是那個人
[00:23:37.440 --> 00:23:41.440]  這個暗號主要指向要捉誰
[00:23:41.440 --> 00:23:46.440]  猶太為什麼要與這班人有這樣的暗號呢
[00:23:46.440 --> 00:23:49.440]  既然耶穌是這麼多人認識
[00:23:49.440 --> 00:23:53.440]  為什麼他們需要這個暗號呢
[00:23:53.440 --> 00:23:56.440]  有些聖經家在這裏說
[00:23:56.440 --> 00:24:00.440]  聖經的暗號最主要的原因是那裏很黑
[00:24:00.440 --> 00:24:02.440]  很黑他們看不到
[00:24:02.440 --> 00:24:04.440]  所以他們需要一個暗號
[00:24:04.440 --> 00:24:07.440]  如果那裏這麼黑的話
[00:24:07.440 --> 00:24:10.440]  猶太也看不到
[00:24:10.440 --> 00:24:13.440]  況且夜行人不會黑漆漆
[00:24:13.440 --> 00:24:17.440]  一定會帶齊火把
[00:24:17.440 --> 00:24:18.440]  他們沒有電筒
[00:24:18.440 --> 00:24:19.440]  我們就帶電筒
[00:24:19.440 --> 00:24:21.440]  現在沒有人帶電筒
[00:24:21.440 --> 00:24:22.440]  現在帶手機
[00:24:22.440 --> 00:24:24.440]  power on
[00:24:24.440 --> 00:24:28.440]  手機畫面光到撐死人
[00:24:28.440 --> 00:24:34.440]  為什麼要這樣做
[00:24:34.440 --> 00:24:37.440]  為什麼這班人不知道誰是耶穌
[00:24:37.440 --> 00:24:40.440]  要給一個暗號指明誰是耶穌
[00:24:40.440 --> 00:24:45.440]  才去捉他呢
[00:24:45.440 --> 00:24:49.440]  最主要其中一個可能性
[00:24:49.440 --> 00:24:55.440]  就是這班人從來都不知道
[00:24:55.440 --> 00:24:58.440]  耶穌是誰
[00:24:58.440 --> 00:25:00.440]  牧師你剛剛才說
[00:25:00.440 --> 00:25:02.440]  耶穌這麼高調進入耶路撒冷城
[00:25:02.440 --> 00:25:04.440]  每個人都來迎接他
[00:25:04.440 --> 00:25:06.440]  怎麼會不知道呢
[00:25:06.440 --> 00:25:10.440]  其中一個最大可能性
[00:25:10.440 --> 00:25:13.440]  就是這班人根本在耶穌進入耶路撒冷城的時候
[00:25:13.440 --> 00:25:16.440]  根本不在場
[00:25:16.440 --> 00:25:21.440]  為什麼他們不在場呢
[00:25:21.440 --> 00:25:28.440]  因為這班人根本就不是住在耶路撒冷城的人
[00:25:28.440 --> 00:25:30.440]  甚至不是耶路撒冷城的居民
[00:25:30.440 --> 00:25:32.440]  待會我再詳細解釋
[00:25:32.440 --> 00:25:37.440]  為什麼可能這個解釋
[00:25:37.440 --> 00:25:39.440]  不過無論如何
[00:25:39.440 --> 00:25:43.440]  這班人都帶齊了工具進來
[00:25:43.440 --> 00:25:46.440]  要有暗號才知道誰是耶穌
[00:25:46.440 --> 00:25:49.440]  才去捉他們
[00:25:49.440 --> 00:25:53.440]  馬太在這裡想告訴我們什麼呢
[00:25:53.440 --> 00:25:56.440]  馬太想告訴我們
[00:25:56.440 --> 00:26:01.440]  一個跟隨了耶穌三年多的門徒
[00:26:01.440 --> 00:26:05.440]  十二個門徒之一的猶太
[00:26:05.440 --> 00:26:10.440]  他有一個這麼尊貴的名分身份
[00:26:10.440 --> 00:26:16.440]  但是他卻要帶齊一班人馬去捉拿耶穌
[00:26:16.440 --> 00:26:21.440]  因為他有一個擔憂
[00:26:21.440 --> 00:26:27.440]  他要保住這個十二個門徒的漂亮身份
[00:26:27.440 --> 00:26:31.440]  他心裡想出賣耶穌
[00:26:31.440 --> 00:26:36.440]  但是他實際上又不想讓人知道
[00:26:36.440 --> 00:26:39.440]  他來捉拿耶穌
