
[00:00:00.000 --> 00:00:02.000]  (字幕: 阿里山大師)
[00:02:57.800 --> 00:02:59.400]  他觀看到什麼呢?
[00:02:59.400 --> 00:03:02.000]  他看到天上有門是開了
[00:03:02.000 --> 00:03:04.600]  他看到天上的門是開了
[00:03:04.600 --> 00:03:08.800]  這個意味著天上的門不是經常打開的
[00:03:08.800 --> 00:03:11.000]  不是人人都可以隨便上去的
[00:03:11.400 --> 00:03:15.200]  神在這裡要叫他上去讓他看到一些東西
[00:03:15.200 --> 00:03:18.200]  然後天上的門才會打開
[00:03:18.200 --> 00:03:20.200]  我上一次又說到
[00:03:20.200 --> 00:03:24.200]  為什麼我不相信這麼多人說他可以上天堂
[00:03:24.200 --> 00:03:26.200]  又上去又聽到一些東西
[00:03:26.200 --> 00:03:29.200]  又回來又寫書又拍戲那些
[00:03:29.200 --> 00:03:32.200]  我也附上了我一篇寫了的文章
[00:03:32.200 --> 00:03:33.800]  我今天在這裡不重複了
[00:03:33.800 --> 00:03:35.400]  大家自己可以回來看
[00:03:35.400 --> 00:03:39.600]  他說我初次聽見好像吹號的聲音
[00:03:39.600 --> 00:03:41.600]  這個是好像吹號的聲音
[00:03:41.600 --> 00:03:45.400]  神的聲音出現通常都是很特別的
[00:03:45.400 --> 00:03:47.400]  在第一章第十五節那裡
[00:03:47.400 --> 00:03:52.200]  大家記得有說中水的聲音
[00:03:52.200 --> 00:03:54.800]  然後第一章第十節那裡
[00:03:54.800 --> 00:04:00.000]  後面有大聲音好像吹號號角的聲音
[00:04:00.000 --> 00:04:04.200]  這個在《出埃及記》十九章十六至二十節那裡
[00:04:04.200 --> 00:04:08.800]  都有說到神出現的聲音好像號角
[00:04:08.800 --> 00:04:11.600]  就是說是很響的聲音
[00:04:11.600 --> 00:04:13.800]  如果要聽的話一定聽到的
[00:04:13.800 --> 00:04:17.000]  他說我初次聽見好像吹號的聲音
[00:04:17.000 --> 00:04:20.400]  對他說你上到這裡來
[00:04:20.400 --> 00:04:23.000]  是神呼召他上去
[00:04:23.000 --> 00:04:26.800]  我要將以後必成的事指示你
[00:04:26.800 --> 00:04:32.400]  好了這裡就要問一問
[00:04:32.400 --> 00:04:36.200]  到底若寒是整個身體上去
[00:04:37.200 --> 00:04:39.200]  還是靈魂身體一起上去
[00:04:39.200 --> 00:04:41.600]  還是他只是靈魂上去
[00:04:41.600 --> 00:04:43.400]  靈魂離開了身體呢?
[00:04:43.400 --> 00:04:45.000]  我上次有提過
[00:04:45.000 --> 00:04:50.000]  以西傑被神的靈帶領回到耶路撒冷
[00:04:50.000 --> 00:04:52.200]  由巴比倫回到耶路撒冷
[00:04:52.200 --> 00:04:55.600]  我相信他的身體是留在巴比倫的
[00:04:55.600 --> 00:04:58.400]  他只是靈魂被聖靈帶回去
[00:04:58.400 --> 00:05:01.000]  就看到聖殿裡面的景象
[00:05:01.000 --> 00:05:05.600]  但是這裡若寒是整個上去
[00:05:05.800 --> 00:05:07.800]  還是只是靈魂被提升呢?
[00:05:07.800 --> 00:05:09.400]  這裡沒有很清楚說
[00:05:09.400 --> 00:05:13.600]  但是我看他上到這裡來
[00:05:13.600 --> 00:05:15.200]  是叫他上來的
[00:05:15.200 --> 00:05:18.800]  我想可能是身體靈魂一起上去的
[00:05:18.800 --> 00:05:21.600]  我上次也有提過
[00:05:21.600 --> 00:05:25.600]  另外一道上過天上的就是保羅
[00:05:25.600 --> 00:05:29.400]  保羅上去他怎麼說呢?
[00:05:29.400 --> 00:05:31.800]  他自己在哥林多後書十二章那裡
[00:05:31.800 --> 00:05:33.600]  他複述了這個經驗
[00:05:33.600 --> 00:05:35.800]  但首先他不多提
[00:05:35.800 --> 00:05:38.400]  他連提都是被迫
[00:05:38.400 --> 00:05:41.400]  因為哥林多教會有人要迫害他
[00:05:41.400 --> 00:05:42.400]  有人要詆毀他
[00:05:42.400 --> 00:05:45.400]  所以他要將他這段經歷寫出來
[00:05:45.400 --> 00:05:47.400]  但是他都沒有寫他的名字
[00:05:47.400 --> 00:05:48.800]  也沒有多提
[00:05:48.800 --> 00:05:50.800]  只是說他認識一個人
[00:05:50.800 --> 00:05:54.000]  是曾經被提到第三層天
[00:05:54.000 --> 00:05:57.400]  但是他又說或在身外
[00:05:57.400 --> 00:06:00.000]  或在身外他都不知道
[00:06:00.000 --> 00:06:02.400]  所以他不知道他是整個身體上去
[00:06:02.600 --> 00:06:04.200]  還是他只是靈魂上去
[00:06:04.200 --> 00:06:07.200]  他這個或在身外或在身外我不知道
[00:06:07.200 --> 00:06:08.400]  是說了兩次
[00:06:08.400 --> 00:06:10.000]  他說只有神知道
[00:06:10.000 --> 00:06:12.200]  所以我們這裡也不必深究
[00:06:12.200 --> 00:06:14.400]  到底約翰是身體還是靈魂
[00:06:14.400 --> 00:06:16.400]  但是我這裡如果要猜
[00:06:16.400 --> 00:06:20.000]  他是整個人被提上天那裡的
[00:06:20.000 --> 00:06:27.000]  這裡有些贊成災前被提的人說
[00:06:27.000 --> 00:06:29.000]  你看看這個就是被提了
[00:06:29.000 --> 00:06:30.800]  約翰在這裡被提了
[00:06:31.200 --> 00:06:35.200]  所以教會是會在災難之前被提的
[00:06:35.200 --> 00:06:39.200]  我自己也相信教會是在災難之前被提的
[00:06:39.200 --> 00:06:44.000]  但是我覺得用約翰這道神叫他你上來
[00:06:44.000 --> 00:06:46.200]  就說這個是教會被提
[00:06:46.200 --> 00:06:48.200]  我就覺得是比較牽強
[00:06:48.200 --> 00:06:50.800]  這裡是說約翰被提
[00:06:50.800 --> 00:06:52.600]  這裡不是說教會被提
[00:06:52.600 --> 00:06:55.200]  將來教會就是我們
[00:06:55.200 --> 00:06:57.400]  我們如果還在地上的時候
[00:06:57.400 --> 00:07:00.200]  我們會被提是身體改變的
[00:07:00.600 --> 00:07:02.600]  首先是墳墓裡面
[00:07:02.600 --> 00:07:05.000]  在基督裡面碎了的人
[00:07:05.000 --> 00:07:06.800]  他是身體改變然後被提
[00:07:06.800 --> 00:07:09.800]  接著我們在地上就會被提
[00:07:09.800 --> 00:07:13.400]  但是那個身體被提是身體改變的
[00:07:13.400 --> 00:07:15.800]  這個身體是不可以上天的
[00:07:15.800 --> 00:07:19.800]  但是約翰在這裡沒有說到他身體改變
[00:07:19.800 --> 00:07:22.000]  這個簡直就是被提上去
[00:07:22.000 --> 00:07:23.600]  身體沒有改變
[00:07:23.600 --> 00:07:26.600]  所以我覺得這裡我們不要太強
[00:07:26.600 --> 00:07:29.000]  就說這個就代表教會被提
[00:07:29.600 --> 00:07:33.400]  但是如果教會是真的在災前被提
[00:07:33.400 --> 00:07:36.200]  那應該是什麼時候被提呢?
[00:07:36.200 --> 00:07:38.200]  有個牧師開玩笑地說
[00:07:38.200 --> 00:07:44.600]  就說教會被提是在第三章和第四章的中間
[00:07:44.600 --> 00:07:46.400]  中間哪裡呢?
[00:07:46.400 --> 00:07:48.600]  他說中間空白的地方
[00:07:48.600 --> 00:07:49.800]  他這個當然是開玩笑的
[00:07:49.800 --> 00:07:54.200]  他只是說教會如果不在地上
[00:07:54.200 --> 00:07:57.200]  然後這個大災難才開始
[00:07:57.600 --> 00:08:01.600]  那應該是在第四章之前
[00:08:01.600 --> 00:08:03.000]  教會已經被提了
[00:08:03.000 --> 00:08:10.000]  而我們看到第五章尾
[00:08:10.000 --> 00:08:15.000]  就看到天上的敬拜是包括所有受造之物的
[00:08:15.000 --> 00:08:21.000]  就是說所有受造之物都已經在天上進行敬拜
[00:08:21.000 --> 00:08:24.200]  然後第六章才開始這個災難
[00:08:24.400 --> 00:08:30.000]  反而是那裡間接地證明教會是在災難之前被提
[00:08:30.000 --> 00:08:37.400]  似乎還合理過強行說約翰在這裡是代表教會被提的
[00:08:37.400 --> 00:08:42.000]  好了 我們就看看這個神的寶座
[00:08:42.000 --> 00:08:47.400]  第二章尾一直到第三節
[00:08:47.400 --> 00:08:49.400]  第二節尾到第三節
[00:08:49.400 --> 00:08:52.800]  然後第五第六節是說到神的寶座
[00:08:53.400 --> 00:08:58.400]  約翰看到有一個寶座安置在天上
[00:08:58.400 --> 00:09:01.400]  又有一位坐在寶座那裡
[00:09:01.400 --> 00:09:06.200]  坐著的好像碧玉和紅寶石
[00:09:06.200 --> 00:09:11.000]  又有紅圍著寶座好像綠寶石
[00:09:11.000 --> 00:09:12.000]  我們停一停這裡
[00:09:12.000 --> 00:09:15.600]  這裡是看到天上的寶座
[00:09:15.600 --> 00:09:23.200]  寶座就是神統治和他的權柄的象徵
[00:09:23.600 --> 00:09:27.600]  也是他審判權柄的象徵
[00:09:27.600 --> 00:09:34.200]  在聖經裡只出現過幾次人看到上帝的寶座
[00:09:34.200 --> 00:09:39.600]  第一個當然是以賽亞在第六章蒙召的時候
[00:09:39.600 --> 00:09:46.000]  記載了他看到主坐在高高的寶座上
[00:09:46.000 --> 00:09:49.200]  他的衣裳垂下遮滿聖殿
[00:09:49.600 --> 00:09:53.600]  其上有撒拉弗士納國有六個翅膀
[00:09:53.600 --> 00:09:58.600]  兩個翅膀是用來飛
[00:09:58.600 --> 00:10:02.200]  彼此呼喊說:勝在勝在勝在
[00:10:02.200 --> 00:10:05.800]  萬軍之王說他的榮光充滿全地
[00:10:05.800 --> 00:10:10.200]  因為呼喊者的聲音門檻的根基都震動
[00:10:10.200 --> 00:10:13.600]  看到神的寶座是很震動的
[00:10:13.600 --> 00:10:16.600]  我相信看到的人寫下來
[00:10:16.800 --> 00:10:23.600]  包括約翰寫下來形容神的寶座是有困難的
[00:10:23.600 --> 00:10:28.000]  實在不是筆墨那麼容易能夠形容
[00:10:28.000 --> 00:10:31.400]  第二個看到神寶座就是以西傑
[00:10:31.400 --> 00:10:35.800]  以西傑書第一章26-28節那裡
[00:10:35.800 --> 00:10:37.400]  以西傑看到神的寶座
[00:10:37.400 --> 00:10:40.400]  他說彷彿藍寶石
[00:10:40.400 --> 00:10:46.600]  在寶座形象以上有彷彿人的形象
[00:10:47.000 --> 00:10:50.000]  他看到他腰上有彷彿光耀的正軍
[00:10:50.000 --> 00:10:53.000]  正金周圍有火的形象
[00:10:53.000 --> 00:10:56.000]  又看到他腰底下有彷彿火的形象
[00:10:56.000 --> 00:10:58.000]  周圍都有光輝
[00:10:58.000 --> 00:11:01.200]  雲中下了雨之後的紅是怎樣呢?
[00:11:01.200 --> 00:11:03.800]  周圍光輝的形象都是這樣
[00:11:03.800 --> 00:11:08.000]  他看到榮耀的形象
[00:11:08.000 --> 00:11:11.800]  他要俯伏在地然後聽到聲音
[00:11:11.800 --> 00:11:13.400]  所以又是很震撼
[00:11:13.800 --> 00:11:16.600]  以西傑看到神在寶座上
[00:11:16.600 --> 00:11:21.200]  他用火、彩虹、光輝來形容
[00:11:21.200 --> 00:11:23.800]  我們查完《但義理書》
[00:11:23.800 --> 00:11:27.400]  在第七章他看到寶座
[00:11:27.400 --> 00:11:30.000]  他上面坐著上帝
[00:11:30.000 --> 00:11:33.600]  他用耿古常在者來形容
[00:11:33.600 --> 00:11:35.800]  他的衣服潔白如雪
[00:11:35.800 --> 00:11:38.200]  頭髮純淨的楊毛
[00:11:38.200 --> 00:11:40.200]  寶座乃火焰
[00:11:40.200 --> 00:11:42.200]  卵是烈火
[00:11:42.400 --> 00:11:43.600]  在他面前有火
[00:11:43.600 --> 00:11:47.600]  《但義理書》是用火來形容榮耀
[00:11:47.600 --> 00:11:49.000]  他好像是河法出來
[00:11:49.000 --> 00:11:53.000]  在他面前事立的有千千、萬萬
[00:11:53.000 --> 00:11:57.600]  這幾個人比較詳細一點
[00:11:57.600 --> 00:11:59.600]  是形容寶座的
[00:11:59.600 --> 00:12:04.800]  但我覺得形容得最多、最接近
[00:12:04.800 --> 00:12:08.200]  最看得清楚的很可能是約翰
[00:12:08.200 --> 00:12:11.800]  約翰說好像碧玉和紅寶石
[00:12:12.200 --> 00:12:14.000]  紅圍著寶座
[00:12:14.000 --> 00:12:15.600]  好像綠寶石一樣
[00:12:15.600 --> 00:12:19.000]  他只能用這些寶石
[00:12:19.000 --> 00:12:21.400]  最可貴的寶石來形容
[00:12:21.400 --> 00:12:23.400]  然後他說有閃電的聲音
[00:12:23.400 --> 00:12:26.400]  有雷光在寶座當中出來
[00:12:26.400 --> 00:12:29.800]  然後在前面有七盞火燈
[00:12:29.800 --> 00:12:33.200]  這七盞燈是神的七個靈
[00:12:33.200 --> 00:12:35.400]  又說回前面說的七個靈
[00:12:35.400 --> 00:12:37.400]  然後寶座前面
[00:12:37.400 --> 00:12:40.400]  好像玻璃海、水晶一樣
[00:12:41.400 --> 00:12:43.800]  這些好像好像好像
[00:12:43.800 --> 00:12:46.200]  只是約翰盡他的力量
[00:12:46.200 --> 00:12:50.800]  用人的筆墨來形容寶座
[00:12:50.800 --> 00:12:54.400]  其實一點都不足夠
[00:12:54.400 --> 00:12:55.800]  但只能夠是這樣
[00:12:55.800 --> 00:13:00.600]  碧玉、紅寶石
[00:13:00.600 --> 00:13:04.000]  我上次也有提過
[00:13:04.600 --> 00:13:11.600]  舊約祭司前面的那塊東西上
[00:13:11.600 --> 00:13:14.000]  有十二顆不同的寶石
[00:13:14.000 --> 00:13:20.200]  碧玉和紅寶石是最初和最後的寶石
[00:13:20.200 --> 00:13:25.000]  這代表神紀念那十二個支派
[00:13:25.000 --> 00:13:27.000]  沒有放棄猶太人
[00:13:27.000 --> 00:13:28.200]  是紀念他們
[00:13:28.200 --> 00:13:33.600]  由長子劉弁到最後的弁雅文
[00:13:33.800 --> 00:13:35.000]  神都恩代他們
[00:13:35.000 --> 00:13:36.400]  神都紀念他們
[00:13:36.400 --> 00:13:40.200]  我這裏講義有提出一樣
[00:13:40.200 --> 00:13:45.600]  將來我們再查下去的時候會更加清楚
[00:13:45.600 --> 00:13:48.400]  天上的寶座
[00:13:48.400 --> 00:13:51.800]  神到底的寶座在哪裏呢?
[00:13:51.800 --> 00:13:56.600]  我們看啟示錄裏面的形容
[00:13:56.600 --> 00:13:59.800]  似乎是在天上的聖殿裏面
[00:13:59.800 --> 00:14:01.600]  天上的殿裏面
[00:14:01.800 --> 00:14:04.400]  你說天上也有聖殿嗎?
[00:14:04.400 --> 00:14:07.800]  我們地上有聖殿是因為要在那裏獻祭
[00:14:07.800 --> 00:14:09.800]  要獻祭是因為我們有罪
[00:14:09.800 --> 00:14:14.000]  所以祭司成為我們神和人之間的忠報
[00:14:14.000 --> 00:14:16.400]  為人獻上贖罪祭
[00:14:16.400 --> 00:14:18.000]  我們在那裏敬拜
[00:14:18.000 --> 00:14:19.600]  地上才有聖殿
[00:14:19.600 --> 00:14:21.800]  但天上也有聖殿
[00:14:21.800 --> 00:14:26.400]  但我們看很多地方證明天上是有聖殿的
[00:14:27.200 --> 00:14:30.800]  我們來看看這裏有好幾次的經文
[00:14:30.800 --> 00:14:32.000]  在啟示錄裏面
[00:14:32.000 --> 00:14:33.200]  第七章
[00:14:33.200 --> 00:14:35.800]  其實還未到第七章
[00:14:35.800 --> 00:14:40.800]  我漏了在啟示錄前面第三章第十二節
[00:14:40.800 --> 00:14:49.800]  當約翰記下主耶穌和非拉鐵非教會說的話
[00:14:49.800 --> 00:14:52.400]  說到最後是有說
[00:14:52.600 --> 00:14:59.000]  德性的我要叫他在我神的殿中作處子
[00:14:59.000 --> 00:15:02.000]  即是說如果教會是德性的話
[00:15:02.000 --> 00:15:07.000]  會在神天上的殿裏成為支柱
[00:15:07.000 --> 00:15:09.800]  這不是你成為那個柱
[00:15:09.800 --> 00:15:14.400]  乃是說你和神的殿是有份的
[00:15:14.400 --> 00:15:16.800]  即是說天上有殿
[00:15:16.800 --> 00:15:19.200]  第七章第十五節
[00:15:19.600 --> 00:15:23.200]  在神的寶座前就要在他的殿中來侍奉他
[00:15:23.200 --> 00:15:25.000]  這裏說到神的寶座
[00:15:25.000 --> 00:15:28.000]  又說到在殿中來侍奉他
[00:15:28.000 --> 00:15:31.000]  然後第十一章第十九節
[00:15:31.000 --> 00:15:34.200]  他說神天上的殿就開了
[00:15:34.200 --> 00:15:37.400]  在殿裏出現他的藥櫃
[00:15:37.400 --> 00:15:40.800]  連藥櫃都在天上的殿裏
[00:15:40.800 --> 00:15:43.200]  然後就有閃電的聲音
[00:15:43.200 --> 00:15:45.800]  雷轟地震大炮
[00:15:45.800 --> 00:15:49.000]  然後閃電聲音雷轟地震
[00:15:49.400 --> 00:15:54.400]  和第四章第四節描述有閃電的聲音
[00:15:54.400 --> 00:15:58.400]  有雷轟在寶座當中發出來是相近的
[00:15:58.400 --> 00:16:01.000]  第十四章第十五節
[00:16:01.000 --> 00:16:03.600]  說到有天使從殿裏
[00:16:03.600 --> 00:16:05.800]  這是天上的殿裏出來
[00:16:05.800 --> 00:16:10.000]  坐在雲上大聲喊著說
[00:16:10.000 --> 00:16:12.200]  伸出你的鐮刀來收割
[00:16:12.200 --> 00:16:13.800]  因為收割的時候已經到了
[00:16:13.800 --> 00:16:16.200]  地上的裝甲已經熟透了
[00:16:16.200 --> 00:16:18.400]  這又是說天上的殿
[00:16:19.000 --> 00:16:21.000]  第十五章第五節第六節
[00:16:21.000 --> 00:16:24.800]  他說看到天上法櫃的殿
[00:16:24.800 --> 00:16:27.000]  又是說藥櫃的殿開了
[00:16:27.000 --> 00:16:31.400]  掌管七災的七天使就在殿裏出來
[00:16:31.400 --> 00:16:34.000]  穿著潔白衣服、細麻衣
[00:16:34.000 --> 00:16:37.200]  胸間束著金帶
[00:16:37.200 --> 00:16:39.600]  最後到第十五章
[00:16:39.600 --> 00:16:44.200]  神的榮耀和能力令殿充滿了煙
[00:16:44.200 --> 00:16:46.400]  所以沒有人能夠進入殿裏
[00:16:46.600 --> 00:16:50.600]  因為殿充滿了神的榮耀的煙
[00:16:50.600 --> 00:16:54.600]  直到七位天使所說的七個災
[00:16:54.600 --> 00:16:58.000]  是源北的煙才被除去
[00:16:58.000 --> 00:17:00.600]  這是啟示錄第十五章第八節
[00:17:00.600 --> 00:17:05.200]  所以很明顯現在天上有一個殿
[00:17:05.200 --> 00:17:10.000]  這個殿有天使、神、藥櫃在那裏
[00:17:10.000 --> 00:17:13.000]  但是再看下去
[00:17:13.000 --> 00:17:16.200]  到了啟示錄第十一章第二十二節
[00:17:16.600 --> 00:17:18.800]  是說到新天新地
[00:17:18.800 --> 00:17:20.800]  說到新耶路撒冷
[00:17:20.800 --> 00:17:23.600]  新耶路撒冷特別提到
[00:17:23.600 --> 00:17:26.800]  「我未見到城內」
[00:17:26.800 --> 00:17:30.200]  即是新耶路撒冷有電在裏面
[00:17:30.200 --> 00:17:34.000]  約翰特別可能去到新耶路撒冷的時候
[00:17:34.000 --> 00:17:36.000]  他特別去找神的電
[00:17:36.000 --> 00:17:37.400]  他說「我見不到」
[00:17:37.400 --> 00:17:38.800]  「我未見到」
[00:17:38.800 --> 00:17:40.600]  即是他找 但找不到
[00:17:41.000 --> 00:17:46.200]  他說「傳能者和羔羊就成為城的電」
[00:17:46.200 --> 00:17:49.000]  約翰是自問自答
[00:17:49.000 --> 00:17:51.000]  他見不到電
[00:17:51.000 --> 00:17:52.600]  我們都會問為甚麼
[00:17:52.600 --> 00:17:53.800]  而他答了
[00:17:53.800 --> 00:17:57.800]  他說「因為神、傳能者和羔羊」
[00:17:57.800 --> 00:18:02.000]  「聖父聖子在新耶路撒冷裏面」
[00:18:02.000 --> 00:18:04.400]  「是神的帳幕降落人間」
[00:18:04.400 --> 00:18:06.000]  「祂是與人同住」
[00:18:06.000 --> 00:18:09.600]  「是神和人在一起的時候」
[00:18:09.600 --> 00:18:11.200]  「就不再需要電了」
[00:18:11.200 --> 00:18:14.000]  為甚麼今天在天上還有電呢?
[00:18:14.000 --> 00:18:16.000]  我相信這個電
[00:18:16.000 --> 00:18:18.600]  是指神的同在就是電
[00:18:18.600 --> 00:18:20.800]  有神的地方就是有電
[00:18:20.800 --> 00:18:24.200]  如果神是與人同在
[00:18:24.200 --> 00:18:26.800]  神的帳幕降落人間的時候
[00:18:26.800 --> 00:18:30.000]  神就與人一起就不需要電了
[00:18:30.000 --> 00:18:32.000]  我相信只能這樣解釋
[00:18:32.000 --> 00:18:34.400]  就是說將來在新天新地
[00:18:34.400 --> 00:18:37.200]  神是永遠和我們在一起的
[00:18:37.400 --> 00:18:40.000]  不需要再有電了
[00:18:40.000 --> 00:18:45.600]  有電就是當人還未與神完全在一起的時候
[00:18:45.600 --> 00:18:47.000]  還有電在
[00:18:47.000 --> 00:18:53.600]  所以這個電除了象徵神的存在之外
[00:18:53.600 --> 00:18:59.000]  亦象徵神與人之間相會的地方
[00:18:59.000 --> 00:19:02.200]  其實地上的聖殿也有這個意義
[00:19:02.200 --> 00:19:06.400]  地上的聖殿、致聖所、約櫃在那裏
[00:19:06.600 --> 00:19:10.600]  都是來象徵神與人是在一起的
[00:19:10.600 --> 00:19:15.000]  我們在這裏再繼續看下去
[00:19:15.000 --> 00:19:19.600]  這裏下面的圖示我再提起
[00:19:19.600 --> 00:19:24.000]  就是碧玉和紅寶石是代表了十二個支派
[00:19:24.000 --> 00:19:27.400]  然後寶座有紅圍著
[00:19:27.400 --> 00:19:31.800]  好像用綠寶石這個人真的很難上得通
[00:19:31.800 --> 00:19:36.800]  因為彩虹是七彩的 七種色的
[00:19:36.800 --> 00:19:40.200]  但這個是綠色的彩虹
[00:19:40.200 --> 00:19:42.200]  這個我們人很難想像
[00:19:42.200 --> 00:19:46.400]  我們只能夠接受約翰的形容
[00:19:46.400 --> 00:19:48.800]  然後第五節
[00:19:48.800 --> 00:19:51.000]  七個燈就是七個靈
[00:19:51.000 --> 00:19:52.400]  我們以前已經提過
[00:19:52.400 --> 00:19:57.800]  這七個靈其實在啟示錄裏面出現了四次
[00:19:57.800 --> 00:20:01.000]  這七個靈不是說聖靈有七個
[00:20:01.400 --> 00:20:09.400]  是說聖靈有七個表現、有七個特性、有七個工作
[00:20:09.400 --> 00:20:14.000]  這個我們要回到《爾賽亞書》第十一章第二節
[00:20:14.000 --> 00:20:17.200]  看到這七個靈的七個方面
[00:20:17.200 --> 00:20:19.000]  聖靈的七個方面
[00:20:19.000 --> 00:20:22.600]  第一 聖靈是住在他的身上
[00:20:22.600 --> 00:20:24.200]  這裏是在說尼塞亞的
[00:20:24.200 --> 00:20:27.000]  《爾賽亞書》是指尼塞亞
[00:20:27.000 --> 00:20:31.400]  將來靈會在尼塞亞的身上看到七樣特徵
[00:20:31.400 --> 00:20:34.200]  第一就是他身上有靈跟他同在
[00:20:34.200 --> 00:20:37.200]  第二就是他有從天上來的智慧
[00:20:37.200 --> 00:20:38.800]  第三是聰明
[00:20:38.800 --> 00:20:40.600]  第四是謀略
[00:20:40.600 --> 00:20:42.200]  第五是能力
[00:20:42.200 --> 00:20:43.600]  第六是知識
[00:20:43.600 --> 00:20:46.200]  第七是敬畏上帝
[00:20:46.200 --> 00:20:47.600]  有這七樣東西
[00:20:47.600 --> 00:20:52.800]  所以有靈在就自然有這七樣東西
[00:20:52.800 --> 00:20:54.800]  自然有屬天的智慧
[00:20:55.000 --> 00:20:57.400]  自然有敬畏的心
[00:20:57.400 --> 00:21:01.600]  自然有謀略、有聰明、有能力
[00:21:01.600 --> 00:21:04.400]  因為這些都是聖靈的表現
[00:21:04.400 --> 00:21:06.400]  第六節
[00:21:06.400 --> 00:21:11.600]  第六節說寶座好像一個玻璃海
[00:21:11.600 --> 00:21:13.400]  好像水晶
[00:21:13.400 --> 00:21:14.600]  這些又好像
