
[00:00:00.000 --> 00:00:09.680]  今天我想和大家思想一個很嚴肅的問題
[00:03:52.240 --> 00:03:55.920]  警方和市民又再起了衝突
[00:03:55.920 --> 00:03:59.600]  警方狂暴的對著手無寸鐵的年輕人
[00:03:59.600 --> 00:04:01.600]  拖打猛打
[00:04:01.600 --> 00:04:03.600]  很意外
[00:04:03.600 --> 00:04:06.240]  我並沒有覺得這件事很意外
[00:04:06.240 --> 00:04:09.200]  11日晚上
[00:04:09.200 --> 00:04:11.200]  我和一班基督徒大學生
[00:04:11.200 --> 00:04:13.200]  還有幾個導師
[00:04:13.200 --> 00:04:15.200]  全系的導師
[00:04:15.200 --> 00:04:17.200]  大家一起相聚
[00:04:17.200 --> 00:04:21.200]  就談到這幾天的感受
[00:04:21.200 --> 00:04:25.200]  大家就會想到我們可以做些什麼
[00:04:25.200 --> 00:04:27.200]  當時的想法
[00:04:27.200 --> 00:04:31.200]  覺得自己體力上未必撐得過
[00:04:31.200 --> 00:04:33.200]  走去這麼危險的地方
[00:04:33.200 --> 00:04:35.200]  尤其是遇到
[00:04:35.200 --> 00:04:37.200]  狂奔逃命的時候
[00:04:37.200 --> 00:04:39.200]  我發覺我自己未必能夠做到
[00:04:39.200 --> 00:04:41.200]  心靈上又未必
[00:04:41.200 --> 00:04:43.200]  預備好被人打
[00:04:43.200 --> 00:04:45.200]  被人追捕
[00:04:45.200 --> 00:04:47.200]  但總是覺得
[00:04:47.200 --> 00:04:49.200]  如果什麼都不做心有不甘
[00:04:49.200 --> 00:04:51.200]  也很不安樂
[00:04:51.200 --> 00:04:53.200]  掙扎了很久
[00:04:53.200 --> 00:04:55.200]  我決定
[00:04:55.200 --> 00:04:57.200]  在預備好之前
[00:04:57.200 --> 00:04:59.200]  我不會貿然行動
[00:04:59.200 --> 00:05:01.200]  反正我知道
[00:05:01.200 --> 00:05:03.200]  我也不想連累別人
[00:05:03.200 --> 00:05:05.200]  如果我想上街的時候
[00:05:05.200 --> 00:05:07.200]  導師一定要陪我去
[00:05:07.200 --> 00:05:09.200]  這樣的話
[00:05:09.200 --> 00:05:11.200]  我會很慘
[00:05:11.200 --> 00:05:13.200]  到了12天的早上
[00:05:13.200 --> 00:05:15.200]  教會有一個姐妹
[00:05:15.200 --> 00:05:17.200]  就跟我說
[00:05:17.200 --> 00:05:19.200]  有朋友買了一些物資
[00:05:19.200 --> 00:05:23.200]  一些水、口罩、頭盔
[00:05:23.200 --> 00:05:27.200]  要找人幫忙送到現場
[00:05:27.200 --> 00:05:29.200]  我想他一個人去
[00:05:29.200 --> 00:05:31.200]  一個女孩很危險
[00:05:31.200 --> 00:05:35.200]  我想不如我和他一起去到金鐘
[00:05:35.200 --> 00:05:39.200]  趕快放下物資
[00:05:39.200 --> 00:05:41.200]  再去到較安全的大後方
[00:05:41.200 --> 00:05:43.200]  我想這樣應該可以吧
[00:05:43.200 --> 00:05:47.200]  於是就收拾好行裝
[00:05:47.200 --> 00:05:49.200]  通知家人和朋友
[00:05:49.200 --> 00:05:51.200]  就出門了
[00:05:51.200 --> 00:05:55.200]  我發覺同行的還有兩個男孩
[00:05:55.200 --> 00:05:57.200]  兩個女孩
[00:05:57.200 --> 00:05:59.200]  我們一共五個人同行
[00:05:59.200 --> 00:06:01.200]  沿途去的時候
[00:06:01.200 --> 00:06:03.200]  聽到不少人在地鐵
[00:06:03.200 --> 00:06:05.200]  或其他人說
[00:06:05.200 --> 00:06:07.200]  警察沿途都會截查
[00:06:07.200 --> 00:06:09.200]  搜身
[00:06:09.200 --> 00:06:15.200]  我們戴著鹽水、頭盔、手套、眼罩、口罩
[00:06:15.200 --> 00:06:19.200]  一路上很怕警察在附近捉我們搜身
[00:06:19.200 --> 00:06:23.200]  但我心裡突然問自己
[00:06:23.200 --> 00:06:27.200]  我捉的是最普通不過的物品
[00:06:27.200 --> 00:06:31.200]  鹽水、頭盔、手套、眼罩
[00:06:31.200 --> 00:06:33.200]  完全是極之普通的物品
[00:06:33.200 --> 00:06:35.200]  為什麼我要這麼鬼鬼祟祟
[00:06:35.200 --> 00:06:37.200]  步步為營呢
[00:06:37.200 --> 00:06:39.200]  很不容易才去到金鐘
[00:06:39.200 --> 00:06:41.200]  將我的物資放下
[00:06:41.200 --> 00:06:45.200]  看看大家的熱誠
[00:06:45.200 --> 00:06:47.200]  他們的效率
[00:06:47.200 --> 00:06:49.200]  他們的齊心
[00:06:49.200 --> 00:06:51.200]  令到我心裡非常驚歎
[00:06:51.200 --> 00:06:55.200]  當時我站在夏國道
[00:06:55.200 --> 00:06:59.200]  即當日雨傘運動佔領區的地方
[00:06:59.200 --> 00:07:03.200]  我記得當時那些人很輕鬆
[00:07:03.200 --> 00:07:05.200]  但我在這裡的時間
[00:07:05.200 --> 00:07:09.200]  就似乎是很緊張的局勢
[00:07:09.200 --> 00:07:11.200]  好像面臨打仗一樣
[00:07:11.200 --> 00:07:17.200]  正我準備要走後一點的時候
[00:07:17.200 --> 00:07:21.200]  突然前面有白煙升起
[00:07:21.200 --> 00:07:25.200]  催淚彈一個一個接踵而來
[00:07:25.200 --> 00:07:27.200]  人們不住的移動
[00:07:27.200 --> 00:07:29.200]  但奇怪的是
[00:07:29.200 --> 00:07:33.200]  這些年青人、年長人
[00:07:33.200 --> 00:07:35.200]  他們不是驚慌
[00:07:35.200 --> 00:07:43.200]  他們很有效率地將頭盔、口罩、聲援
[00:07:43.200 --> 00:07:47.200]  給起齒落
[00:07:47.200 --> 00:07:51.200]  每隔一會就有人大聲說讓路呀讓路呀
[00:07:51.200 --> 00:07:55.200]  就好像分開紅海一樣
[00:07:55.200 --> 00:07:59.200]  讓救傷車和傷者通過
[00:07:59.200 --> 00:08:03.200]  在救護站裡
[00:08:03.200 --> 00:08:07.200]  我看到有不少兩旁人在打氣
[00:08:07.200 --> 00:08:09.200]  他們的秩序
[00:08:09.200 --> 00:08:11.200]  他們的熱誠
[00:08:11.200 --> 00:08:13.200]  令我感到非常震撼
[00:08:13.200 --> 00:08:17.200]  我看到他們不分彼此
[00:08:17.200 --> 00:08:19.200]  派物資救傷
[00:08:19.200 --> 00:08:21.200]  指示人怎樣移動開路
[00:08:21.200 --> 00:08:25.200]  甚至站在路上幫忙傳遞的人
[00:08:25.200 --> 00:08:27.200]  都加以打氣
[00:08:27.200 --> 00:08:29.200]  不要忘記
[00:08:29.200 --> 00:08:33.200]  到處都是催淚彈的氣味
[00:08:33.200 --> 00:08:35.200]  每個人都流著眼淚
[00:08:35.200 --> 00:08:37.200]  但他們各司其職
[00:08:37.200 --> 00:08:39.200]  希望堅持下去
[00:08:39.200 --> 00:08:43.200]  這些是我們平常看不到的
[00:08:43.200 --> 00:08:45.200]  平常我們看香港人
[00:08:45.200 --> 00:08:47.200]  和現在的情況
[00:08:47.200 --> 00:08:49.200]  是和現在的情況
[00:08:49.200 --> 00:08:51.200]  看這群香港人完全不同
[00:08:51.200 --> 00:08:53.200]  人家說香港人自私
[00:08:53.200 --> 00:08:55.200]  只管眼前的利益
[00:08:55.200 --> 00:08:57.200]  國家指掃門前雪
[00:08:57.200 --> 00:09:01.200]  但我今天所看到的香港人
[00:09:01.200 --> 00:09:05.200]  是無私、勇氣、堅定
[00:09:05.200 --> 00:09:09.200]  由於警方清場的攻勢太猛烈
[00:09:09.200 --> 00:09:13.200]  我和我的朋友就逃到商場裡
[00:09:13.200 --> 00:09:18.200]  一到一樓就聽到遠方有人大叫
[00:09:18.200 --> 00:09:20.200]  有沒有醫生、護士?
[00:09:20.200 --> 00:09:24.200]  我作為大學讀醫護的
[00:09:24.200 --> 00:09:26.200]  我立即衝上去
[00:09:26.200 --> 00:09:29.200]  看到一個男孩失去意識
[00:09:29.200 --> 00:09:31.200]  中了彈
[00:09:31.200 --> 00:09:33.200]  臥在地上
[00:09:33.200 --> 00:09:37.200]  但我看到有十多個醫護人員
[00:09:37.200 --> 00:09:39.200]  其中包括我的同學
[00:09:39.200 --> 00:09:42.200]  在幫他
[00:09:42.200 --> 00:09:47.200]  我還要上前看看是否需要幫忙
[00:09:47.200 --> 00:09:49.200]  又看到有一個人說
[00:09:49.200 --> 00:09:51.200]  有沒有人懂得急救?
[00:09:51.200 --> 00:09:53.200]  我立即跑去另一處
[00:09:53.200 --> 00:09:56.200]  發現有人開始治理他
[00:09:56.200 --> 00:09:58.200]  一天下來
[00:09:58.200 --> 00:10:01.200]  不論親眼看到的
[00:10:01.200 --> 00:10:04.200]  或在網上看到的
[00:10:04.200 --> 00:10:07.200]  實在看到很多人受傷
[00:10:07.200 --> 00:10:10.200]  流血、暈倒
[00:10:10.200 --> 00:10:12.200]  有年長的
[00:10:12.200 --> 00:10:14.200]  有年輕的
[00:10:14.200 --> 00:10:16.200]  有做媽媽的
[00:10:16.200 --> 00:10:21.200]  他們只不過是堅守他們的自由公義
[00:10:21.200 --> 00:10:24.200]  為何要被警方武力鎮壓?
[00:10:24.200 --> 00:10:29.200]  為何要被流血、被中彈?
[00:10:29.200 --> 00:10:34.200]  這些不公義的暴力要到何時?
[00:10:34.200 --> 00:10:39.200]  上帝有沒有看到他所愛的人受苦?
[00:10:39.200 --> 00:10:42.200]  不少人像我一樣
[00:10:42.200 --> 00:10:44.200]  膽小如鼠
[00:10:44.200 --> 00:10:47.200]  為何像我這樣的人
[00:10:47.200 --> 00:10:51.200]  會跟著二百萬市民出來和平示威?
[00:10:51.200 --> 00:10:55.200]  一同面對暴力的政府
[00:10:55.200 --> 00:10:58.200]  我們都不會放棄
[00:10:58.200 --> 00:11:03.200]  我親眼看到這些所謂政府說我們暴徒
[00:11:03.200 --> 00:11:06.200]  原來是一群極守秩序
[00:11:06.200 --> 00:11:08.200]  極有愛心
[00:11:08.200 --> 00:11:10.200]  彼此支援
[00:11:10.200 --> 00:11:13.200]  就算在槍林彈雨
[00:11:13.200 --> 00:11:19.200]  催淚彈、布袋彈、膠紙帶打中的時候
[00:11:19.200 --> 00:11:24.200]  或者是胡椒噴霧射擊他們的時候
[00:11:24.200 --> 00:11:30.200]  或者是三五警察圍毆、拳打腳踢的時候
[00:11:30.200 --> 00:11:34.200]  他們沒有放棄
[00:11:34.200 --> 00:11:40.200]  這是一個十幾二十歲的女孩
[00:11:40.200 --> 00:11:44.200]  在12號所寫的經歷
[00:11:44.200 --> 00:11:49.200]  我想和她一樣我們都會問一個問題
[00:11:49.200 --> 00:11:55.200]  好像在黑暗的時代我們會問上帝你去了哪裡?
[00:11:55.200 --> 00:11:59.200]  似乎沒有完結
[00:11:59.200 --> 00:12:11.200]  如果我們以為這次遊行可以解決問題
[00:12:11.200 --> 00:12:15.200]  我想我們未必,我們太天真
[00:12:15.200 --> 00:12:18.200]  作為一個基督徒
[00:12:18.200 --> 00:12:24.200]  我想最好去聖經看看我們處於一個什麼樣的時代
[00:12:24.200 --> 00:12:29.200]  在這樣的時代我們應該有一個什麼樣的態度
[00:12:29.200 --> 00:12:31.200]  剛才我們讀了一段聖經
[00:12:31.200 --> 00:12:33.200]  路加福音22章47字
[00:12:33.200 --> 00:12:36.200]  聖經說話說之間來了許多人
[00:12:36.200 --> 00:12:39.200]  那十二個門徒裡面有一個叫猶大的
[00:12:39.200 --> 00:12:41.200]  走在前頭就近耶穌
[00:12:41.200 --> 00:12:43.200]  要與他親嘴
[00:12:43.200 --> 00:12:47.200]  耶穌對他說猶大你用親嘴的暗號賣人子嗎?
[00:12:47.200 --> 00:12:51.200]  左右的人見光景不好就說主啊
[00:12:51.200 --> 00:12:53.200]  你們拿刀砍可以不可以
[00:12:53.200 --> 00:12:57.200]  內中有一個人說大祭司的僕人砍了一刀
[00:12:57.200 --> 00:12:59.200]  削掉了他的右耳
[00:12:59.200 --> 00:13:01.200]  耶穌對他說到了這地步
[00:13:01.200 --> 00:13:05.200]  由他們罷就摸那人的耳朵把他治好了
[00:13:05.200 --> 00:13:13.200]  耶穌那時拿他的祭司和手電棍並掌握對他們說
[00:13:13.200 --> 00:13:16.200]  你們拿刀棒出來拿我
[00:13:16.200 --> 00:13:18.200]  如同拿強盜嗎?
[00:13:18.200 --> 00:13:24.200]  我天天和你們在電裡你們不下手拿我
[00:13:24.200 --> 00:13:29.200]  現在卻是你們的時候黑暗掌權了
[00:13:29.200 --> 00:13:31.200]  我們看這段聖經
[00:13:31.200 --> 00:13:36.200]  不禁有些沮喪和大話不解
[00:13:36.200 --> 00:13:40.200]  耶穌好像和權貴在鬥爭
[00:13:40.200 --> 00:13:48.200]  到這個時候他承認失敗
[00:13:48.200 --> 00:13:50.200]  掛起白旗
[00:13:50.200 --> 00:13:52.200]  簽上寒書
[00:13:52.200 --> 00:13:55.200]  就說到了這地步
[00:13:55.200 --> 00:13:57.200]  由他們罷
[00:13:57.200 --> 00:14:03.200]  然後就說這是黑暗掌權的時候
[00:14:03.200 --> 00:14:07.200]  現在是你們捉拿權貴的時候
[00:14:07.200 --> 00:14:09.200]  黑暗掌權
[00:14:09.200 --> 00:14:11.200]  你試想想
[00:14:11.200 --> 00:14:13.200]  如果你是一個跟隨耶穌的門徒
[00:14:13.200 --> 00:14:15.200]  撇下所有來跟隨耶穌
[00:14:15.200 --> 00:14:17.200]  到頭來
[00:14:17.200 --> 00:14:21.200]  你所跟的耶穌說
[00:14:21.200 --> 00:14:25.200]  到了這地步
[00:14:25.200 --> 00:14:27.200]  黑暗掌權
[00:14:27.200 --> 00:14:31.200]  多麼沮喪
[00:14:31.200 --> 00:14:35.200]  多麼難受
[00:14:35.200 --> 00:14:39.200]  我想想六四
[00:14:39.200 --> 00:14:45.200]  當天安門佈滿了很多學生
[00:14:45.200 --> 00:14:51.200]  當超過八萬的香港人走上街
[00:14:51.200 --> 00:14:54.200]  我在三藩市報道會的時候
[00:14:54.200 --> 00:14:56.200]  沒見過這麼多人參加祈禱會
[00:14:56.200 --> 00:14:58.200]  很多人去祈禱
[00:14:58.200 --> 00:15:02.200]  很多人覺得有希望
[00:15:02.200 --> 00:15:04.200]  中國可能有希望
[00:15:04.200 --> 00:15:06.200]  走上文明的一步
[00:15:06.200 --> 00:15:08.200]  突然之間
[00:15:08.200 --> 00:15:10.200]  坦克車來到
[00:15:10.200 --> 00:15:12.200]  突然之間
[00:15:12.200 --> 00:15:14.200]  在畫面上我們所看到的
[00:15:14.200 --> 00:15:18.200]  是一個流血死人
[00:15:18.200 --> 00:15:20.200]  突然之間
[00:15:20.200 --> 00:15:22.200]  那些學生的領袖
[00:15:22.200 --> 00:15:24.200]  個個被人追捕
[00:15:24.200 --> 00:15:30.200]  我想我們個個都沉了
[00:15:30.200 --> 00:15:36.200]  我們個個都聽見耶穌說了一句話
[00:15:36.200 --> 00:15:40.200]  這是你們的時候
[00:15:40.200 --> 00:15:42.200]  對著這些黑暗掌權者
[00:15:42.200 --> 00:15:44.200]  這是你們的時候
[00:15:44.200 --> 00:15:46.200]  黑暗掌權了
[00:15:46.200 --> 00:15:50.200]  上帝去了哪裡
[00:15:50.200 --> 00:15:54.200]  就好像先知問一句話
[00:15:54.200 --> 00:15:56.200]  耶和華我呼求你
[00:15:56.200 --> 00:15:58.200]  你這筆英文要到什麼時候
[00:15:58.200 --> 00:16:00.200]  我因強暴哀求你
[00:16:00.200 --> 00:16:02.200]  你還不請教
[00:16:02.200 --> 00:16:04.200]  你為何使我們看見罪孽
[00:16:04.200 --> 00:16:06.200]  為何看作姦惡而不理
[00:16:06.200 --> 00:16:08.200]  毀滅和強暴在我面前
[00:16:08.200 --> 00:16:10.200]  又起爭端和相鬥的事
[00:16:10.200 --> 00:16:12.200]  因此律法放鬆
[00:16:12.200 --> 00:16:14.200]  公理也不顯明
[00:16:14.200 --> 00:16:16.200]  惡人為困於人
[00:16:16.200 --> 00:16:18.200]  所以公理顯然顛倒
[00:16:18.200 --> 00:16:22.200]  黑白國先知看到整個情形
[00:16:22.200 --> 00:16:24.200]  看到黑暗掌權的時候
[00:16:24.200 --> 00:16:26.200]  他會問
[00:16:26.200 --> 00:16:28.200]  為什麼不應運
[00:16:28.200 --> 00:16:30.200]  就像女孩子說
[00:16:30.200 --> 00:16:34.200]  上帝看見愛人苦難的時候
[00:16:34.200 --> 00:16:36.200]  公義去了哪裡
[00:16:36.200 --> 00:16:40.200]  但如果我們以為這是一個失敗
[00:16:40.200 --> 00:16:42.200]  如果我們用這樣的思維
[00:16:42.200 --> 00:16:44.200]  去理解耶穌這句話
[00:16:44.200 --> 00:16:46.200]  我們是大錯特錯
[00:16:46.200 --> 00:16:48.200]  或者我們可以嘗試
[00:16:48.200 --> 00:16:50.200]  從一個不同的角度去看聖經
[00:16:50.200 --> 00:16:52.200]  換一副眼鏡
[00:16:52.200 --> 00:16:54.200]  另一副眼鏡
[00:16:54.200 --> 00:16:56.200]  來看看香港目前的情況
[00:16:56.200 --> 00:16:58.200]  可能我們有不同的觀念
[00:16:58.200 --> 00:17:00.200]  有不同的信念
[00:17:00.200 --> 00:17:02.200]  有不同的理會在裡面
[00:17:02.200 --> 00:17:04.200]  當我們看到耶穌所說
[00:17:04.200 --> 00:17:06.200]  現在就是你們的時候
[00:17:06.200 --> 00:17:08.200]  是黑暗掌權
[00:17:08.200 --> 00:17:10.200]  究竟是什麼意思
[00:17:10.200 --> 00:17:12.200]  耶穌說這句話是什麼意思
[00:17:12.200 --> 00:17:14.200]  我想有兩個關鍵字
[00:17:14.200 --> 00:17:16.200]  我們一定要明白
[00:17:16.200 --> 00:17:18.200]  第一個字就是黑暗
[00:17:18.200 --> 00:17:20.200]  現在黑暗掌權的時候
[00:17:20.200 --> 00:17:22.200]  第二個字我們要了解
[00:17:22.200 --> 00:17:24.200]  耶穌說現在是你們的時候
[00:17:24.200 --> 00:17:26.200]  現在是你們的時候
[00:17:26.200 --> 00:17:28.200]  時候
[00:17:28.200 --> 00:17:30.200]  Horror
[00:17:30.200 --> 00:17:32.200]  The hour has come
[00:17:32.200 --> 00:17:34.200]  這個小時我等的時刻
[00:17:34.200 --> 00:17:36.200]  現在到了
[00:17:36.200 --> 00:17:38.200]  黑暗掌權
[00:17:38.200 --> 00:17:40.200]  或者我們嘗試
[00:17:40.200 --> 00:17:42.200]  從聖經裡面看看
[00:17:42.200 --> 00:17:44.200]  究竟聖經裡面
[00:17:44.200 --> 00:17:46.200]  耶穌所說的黑暗是什麼意思
[00:17:46.200 --> 00:17:48.200]  黑暗掌權
[00:17:48.200 --> 00:17:50.200]  黑暗是什麼意思
[00:17:50.200 --> 00:17:52.200]  這個時候到又是什麼意思
[00:17:52.200 --> 00:17:54.200]  如果我們從一個正確的
[00:17:54.200 --> 00:17:56.200]  去理解這兩個字的意思
[00:17:56.200 --> 00:17:58.200]  很可能我們將整個耶穌基督
[00:17:58.200 --> 00:18:00.200]  對這個黑暗掌權
[00:18:00.200 --> 00:18:02.200]  或者是
[00:18:02.200 --> 00:18:04.200]  今天香港的時局
[00:18:04.200 --> 00:18:06.200]  有一個不同的領受
[00:18:06.200 --> 00:18:08.200]  不同的看法
[00:18:08.200 --> 00:18:10.200]  原來猶太人
[00:18:10.200 --> 00:18:12.200]  將整個歷史
[00:18:12.200 --> 00:18:14.200]  分成兩大階段
[00:18:14.200 --> 00:18:16.200]  第一個階段叫黑暗的時代
[00:18:16.200 --> 00:18:18.200]  第二個階段叫光明的時代
[00:18:18.200 --> 00:18:20.200]  當我們看到黑暗和光明
[00:18:20.200 --> 00:18:22.200]  不是像希臘人所說
[00:18:22.200 --> 00:18:24.200]  這個世界有兩個勢力
[00:18:24.200 --> 00:18:26.200]  一個黑暗的勢力
[00:18:26.200 --> 00:18:28.200]  一個不是
[00:18:28.200 --> 00:18:30.200]  猶太人是從歷史的角度去看
[00:18:30.200 --> 00:18:32.200]  第一個就叫黑暗的時代
[00:18:32.200 --> 00:18:34.200]  或者有另外一個字
[00:18:34.200 --> 00:18:36.200]  就是現今的時代
[00:18:36.200 --> 00:18:38.200]  就好像伊芬所說
[00:18:38.200 --> 00:18:40.200]  現今的時代是邪惡的時代
[00:18:40.200 --> 00:18:42.200]  一個黑暗的時代
[00:18:42.200 --> 00:18:44.200]  保羅說你們要愛惜光陰
[00:18:44.200 --> 00:18:46.200]  因為現今世代邪惡
[00:18:46.200 --> 00:18:48.200]  現今世代邪惡
[00:18:48.200 --> 00:18:50.200]  現今的世代就是
[00:18:50.200 --> 00:18:52.200]  黑暗的世代
[00:18:52.200 --> 00:18:54.200]  英文叫The Present Age
[00:18:54.200 --> 00:18:56.200]  這是一個邪惡的世代
[00:18:56.200 --> 00:18:58.200]  自從亞當犯罪
[00:18:58.200 --> 00:19:00.200]  至到尼塞亞在來的時候
[00:19:00.200 --> 00:19:02.200]  這個就叫黑暗的時代
[00:19:02.200 --> 00:19:04.200]  這個就叫黑暗的時代
[00:19:04.200 --> 00:19:06.200]  但猶太人說到
[00:19:06.200 --> 00:19:08.200]  還有另外一個時代
[00:19:08.200 --> 00:19:10.200]  另外一個時代是光明的時代
[00:19:10.200 --> 00:19:12.200]  另一個時代是聖靈的時代
[00:19:12.200 --> 00:19:14.200]  另外一個時代叫將來的時代
[00:19:14.200 --> 00:19:16.200]  很多時候聖經裡面用到
[00:19:16.200 --> 00:19:18.200]  The Age to Come
[00:19:18.200 --> 00:19:20.200]  即是將要來的時代
[00:19:20.200 --> 00:19:22.200]  或者是The Age of the Spirit
[00:19:22.200 --> 00:19:24.200]  即是聖靈的時代
[00:19:24.200 --> 00:19:26.200]  分水嶺就是尼塞亞來的
[00:19:26.200 --> 00:19:28.200]  尼塞亞來的時候
[00:19:28.200 --> 00:19:30.200]  就開始一個新的時代
[00:19:30.200 --> 00:19:32.200]  猶太人的想法
[00:19:32.200 --> 00:19:34.200]  一向都是這樣
[00:19:34.200 --> 00:19:36.200]  猶太人的想法就是覺得
[00:19:36.200 --> 00:19:38.200]  這個世界有兩個不同的時代
[00:19:38.200 --> 00:19:40.200]  今天以色列人受苦
[00:19:40.200 --> 00:19:42.200]  現在是一個黑暗的時代
[00:19:42.200 --> 00:19:44.200]  但等到尼塞亞降臨的時候
[00:19:44.200 --> 00:19:46.200]  就啟動了一個新的時代
[00:19:46.200 --> 00:19:48.200]  一個New Age
[00:19:48.200 --> 00:19:50.200]  一個Age of the Light
[00:19:50.200 --> 00:19:52.200]  不再是一個Darkness
[00:19:52.200 --> 00:19:58.200]  但我們知道基督教的看法
[00:19:58.200 --> 00:20:00.200]  是和猶太人的看法
[00:20:00.200 --> 00:20:02.200]  不是完全一樣
[00:20:02.200 --> 00:20:04.200]  因為基督教相信尼塞亞來
[00:20:04.200 --> 00:20:06.200]  不是一次過來
[00:20:06.200 --> 00:20:08.200]  是分兩次來
[00:20:08.200 --> 00:20:10.200]  第一次來
[00:20:10.200 --> 00:20:12.200]  是耶穌基督第一次來世
[00:20:12.200 --> 00:20:14.200]  為我們釘在十字架
[00:20:14.200 --> 00:20:16.200]  第二次來是耶穌基督再來的時候
[00:20:16.200 --> 00:20:18.200]  審判這個世界
[00:20:18.200 --> 00:20:20.200]  在我們這個時代
[00:20:20.200 --> 00:20:22.200]  我們這個時代是一個什麼時代呢
[00:20:22.200 --> 00:20:24.200]  在我們這個時代
[00:20:24.200 --> 00:20:26.200]  黑暗仍然是掌權
[00:20:26.200 --> 00:20:30.200]  但是
[00:20:30.200 --> 00:20:32.200]  救世主已經來到
[00:20:32.200 --> 00:20:34.200]  救恩已經來到
[00:20:34.200 --> 00:20:36.200]  我們仍然要等候主再來的時候
[00:20:36.200 --> 00:20:38.200]  所以神學家稱
[00:20:38.200 --> 00:20:40.200]  Already but not yet的時候
[00:20:40.200 --> 00:20:42.200]  我們已經在黑暗掌權
[00:20:42.200 --> 00:20:44.200]  但光明的時候也來到
