
[00:00:00.000 --> 00:00:05.120]  各位親愛的兄弟姐妹 平安
[00:05:45.760 --> 00:05:53.120]  這個誓願就是我要將全世界最有影響力的人殺死
[00:05:53.120 --> 00:05:57.440]  後來他加入了海軍陸戰隊
[00:05:57.440 --> 00:05:58.960]  過了幾年之後
[00:05:58.960 --> 00:06:00.960]  他們沒有再繼續拍拖
[00:06:00.960 --> 00:06:02.960]  然後就出來
[00:06:02.960 --> 00:06:04.960]  出來的時候
[00:06:04.960 --> 00:06:11.040]  就在約翰·肯尼迪去達拉斯做競選宣傳的時候
[00:06:11.040 --> 00:06:13.040]  這是報章賣的
[00:06:13.040 --> 00:06:21.920]  他就拿了一支瞄準非常準確的一支槍
[00:06:21.920 --> 00:06:23.920]  就去到建築物那裡
[00:06:23.920 --> 00:06:30.880]  對準甘迺迪總統的車上面
[00:06:30.880 --> 00:06:33.680]  本來兩夫婦都是坐在車前
[00:06:33.680 --> 00:06:36.400]  但他竟然能夠對準
[00:06:36.400 --> 00:06:42.400]  然後向著甘迺迪總統的頭部開了兩槍
[00:06:42.400 --> 00:06:45.600]  開了兩槍之後
[00:06:45.600 --> 00:06:47.360]  他就立刻
[00:06:47.360 --> 00:06:51.360]  後來很快
[00:06:51.360 --> 00:06:56.800]  這件案就被人報了
[00:06:56.800 --> 00:06:58.800]  就說應該是他
[00:06:58.800 --> 00:07:00.800]  就抓了他
[00:07:00.800 --> 00:07:02.800]  在那段時間裡面
[00:07:02.800 --> 00:07:06.800]  其實還沒有開審
[00:07:06.800 --> 00:07:12.320]  他有一次在一個餐室吃東西的時候
[00:07:12.320 --> 00:07:18.800]  他就被一個食客連開兩槍打死了
[00:07:18.800 --> 00:07:20.800]  所以一直到現在為止
[00:07:20.800 --> 00:07:28.400]  美國各方面都認定謀殺甘迺迪總統的就是這個人
[00:07:28.400 --> 00:07:33.440]  要他們再找找不到其他可疑的人物
[00:07:33.440 --> 00:07:35.440]  只是他才是最可疑
[00:07:35.440 --> 00:07:42.960]  當我們留意到原來我們的原生家庭是充滿恨的家庭的時候
[00:07:42.960 --> 00:07:51.360]  你會發覺到這種背景是令到一個人不只是和自己出現一個問題
[00:07:51.360 --> 00:07:53.360]  接納不到自己
[00:07:53.360 --> 00:07:55.360]  活在一種恐懼不滿仇恨的當中
[00:07:55.360 --> 00:08:01.520]  而且是令到他和他的家人活在一種仇恨的當中
[00:08:01.520 --> 00:08:03.520]  報復的當中
[00:08:03.520 --> 00:08:05.520]  第三個方面
[00:08:05.520 --> 00:08:09.840]  甚至這種仇恨會影響到他的隔離鄰舍
[00:08:09.840 --> 00:08:11.840]  影響到整個社會
[00:08:11.840 --> 00:08:15.280]  在甘迺迪總統被謀殺這件事上
[00:08:15.280 --> 00:08:19.520]  我們看到他甚至影響到整個國家
[00:08:19.520 --> 00:08:21.520]  甚至整個世界
[00:08:21.520 --> 00:08:27.600]  我們今天就要看看弱勢的家庭又是怎樣的
[00:08:27.600 --> 00:08:33.760]  我們可以看到弱勢的家庭自幼來說
[00:08:33.760 --> 00:08:37.760]  弱勢本身是一個被寵愛的人
[00:08:37.760 --> 00:08:43.200]  但是他的十個哥哥和他的關係是非常差的
[00:08:43.200 --> 00:08:48.720]  我們看到這個嚴規
[00:08:48.720 --> 00:08:55.760]  到底家庭的撕裂是因為什麼原因產生出來的呢
[00:08:55.760 --> 00:09:00.480]  第一個原因是因為父母的偏愛
[00:09:00.480 --> 00:09:03.920]  他們偏愛其中一個太太
[00:09:03.920 --> 00:09:10.160]  然後繼而偏愛這個太太所生的兒子
[00:09:10.160 --> 00:09:14.560]  上世紀29章30節
[00:09:14.560 --> 00:09:19.760]  告訴我們雅各和拉結同房
[00:09:19.760 --> 00:09:24.400]  並且愛拉結勝過愛尼雅
[00:09:24.400 --> 00:09:29.360]  我們看到雅各本身有兩個正室
[00:09:29.360 --> 00:09:31.360]  有兩個妾室
[00:09:31.360 --> 00:09:33.360]  加起來四個人
[00:09:33.360 --> 00:09:43.760]  但是雅各很清楚的擺明是愛拉結勝過所有的男人
[00:09:43.760 --> 00:09:47.200]  他結婚也是因為這樣
[00:09:47.200 --> 00:09:49.200]  本來和尼雅結婚了
[00:09:49.200 --> 00:09:51.920]  但是因為他不愛她
[00:09:51.920 --> 00:09:55.440]  他覺得這是一個被騙的騙局
[00:09:55.440 --> 00:09:57.440]  所以他等了七年
[00:09:57.440 --> 00:10:01.520]  等到七年之後就娶拉結
[00:10:01.520 --> 00:10:04.400]  然後我們再看一看
[00:10:04.400 --> 00:10:06.400]  娶了拉結
[00:10:06.400 --> 00:10:08.400]  不是說天都亮了
[00:10:08.400 --> 00:10:13.360]  我們看到那種偏愛仍然繼續存在
[00:10:13.360 --> 00:10:15.360]  而且他們的偏愛
[00:10:15.360 --> 00:10:19.120]  不只是因為偏愛一個太太
[00:10:19.120 --> 00:10:21.120]  不愛其他那些
[00:10:21.120 --> 00:10:24.240]  甚至連這個太太三個兒子
[00:10:24.240 --> 00:10:27.600]  都成為掌上明珠
[00:10:27.600 --> 00:10:29.600]  好像王子一樣
[00:10:29.600 --> 00:10:34.720]  而其他那些就是服侍的僕人一樣
[00:10:34.720 --> 00:10:39.200]  所以去到《創世紀》37章第三節
[00:10:39.200 --> 00:10:43.200]  以色列愛約瑟過於其他兒子
[00:10:43.200 --> 00:10:45.760]  因為約瑟是他年老生的
[00:10:45.760 --> 00:10:48.240]  而且聖經說到尾
[00:10:48.240 --> 00:10:50.240]  是因為他是拉結神
[00:10:50.240 --> 00:10:54.080]  他為約瑟做了一件長袍
[00:10:54.080 --> 00:10:57.280]  後來我們知道甚至一件彩衣
[00:10:57.280 --> 00:11:00.160]  帶來的結果就是第四節
[00:11:00.160 --> 00:11:04.320]  哥哥們看見父親愛約瑟過於他們
[00:11:04.320 --> 00:11:08.080]  就恨約瑟不和他說有事的話
[00:11:08.080 --> 00:11:10.560]  很明顯
[00:11:10.560 --> 00:11:13.760]  這就是種下一個禍根
[00:11:13.760 --> 00:11:16.160]  任何一個家庭
[00:11:16.160 --> 00:11:18.560]  如果父母是偏心的時候
[00:11:18.560 --> 00:11:20.960]  他們要留意
[00:11:20.960 --> 00:11:24.000]  他們會種下一些禍根
[00:11:24.480 --> 00:11:30.400]  是令受寵的感覺到別人尊重他
[00:11:30.400 --> 00:11:32.720]  他多的東西多過其他兄弟
[00:11:32.720 --> 00:11:34.000]  是應份的
[00:11:34.000 --> 00:11:40.000]  另一方面是會惹人憎
[00:11:40.000 --> 00:11:43.680]  惹人甚至會謀害他
[00:11:43.680 --> 00:11:47.920]  第二個我們見到這個家庭
[00:11:47.920 --> 00:11:51.200]  當時已經有十一個兒子
[00:11:51.200 --> 00:11:55.680]  加上後來才生的那個卞雅文
[00:11:55.680 --> 00:11:57.440]  總共十二個兒子
[00:11:57.440 --> 00:12:01.280]  那國愛的只有兩個
[00:12:01.280 --> 00:12:02.720]  最小的兩個
[00:12:02.720 --> 00:12:04.800]  一個是約瑟一個是卞雅文
[00:12:04.800 --> 00:12:08.400]  卞雅文是嬰兒
[00:12:08.400 --> 00:12:09.760]  當然不懂
[00:12:09.760 --> 00:12:11.680]  所有的東西都不清楚
[00:12:11.680 --> 00:12:13.920]  三十七章第五節
[00:12:13.920 --> 00:12:16.400]  約瑟做了一個夢告訴哥哥
[00:12:16.400 --> 00:12:18.320]  他們更憎他
[00:12:18.320 --> 00:12:19.920]  他的夢是什麼呢?
[00:12:19.920 --> 00:12:21.200]  他說:漢啊
[00:12:21.200 --> 00:12:24.080]  我們在田裡的菌和架
[00:12:24.080 --> 00:12:26.080]  即乾的和乾草
[00:12:26.080 --> 00:12:27.360]  漢啊
[00:12:27.360 --> 00:12:30.160]  我的菌站起來
[00:12:30.160 --> 00:12:30.800]  漢啊
[00:12:30.800 --> 00:12:33.920]  你們的菌圍著我下拜
[00:12:33.920 --> 00:12:37.680]  他的哥哥非常難受
[00:12:37.680 --> 00:12:41.440]  難道你真的要做我們的王
[00:12:41.440 --> 00:12:43.120]  難道你要統治我們
[00:12:43.120 --> 00:12:44.880]  是要我們拜你嗎?
[00:12:44.880 --> 00:12:47.120]  然後去到第九節
[00:12:47.120 --> 00:12:48.800]  約瑟又做了一個夢
[00:12:48.800 --> 00:12:50.080]  這個夢說
[00:12:50.080 --> 00:12:54.480]  他夢見太陽、月亮和十一火星
[00:12:54.480 --> 00:12:56.240]  都向他下拜
[00:12:56.240 --> 00:12:59.680]  他不單做夢
[00:12:59.680 --> 00:13:03.360]  他甚至不懂得選擇地
[00:13:03.360 --> 00:13:05.440]  去告訴那些
[00:13:05.440 --> 00:13:09.040]  你可以說有利害關係的人
[00:13:09.040 --> 00:13:11.840]  來聽
[00:13:11.840 --> 00:13:13.840]  這次他做的這個夢
[00:13:13.840 --> 00:13:16.720]  夢見太陽、月亮和十一火星
[00:13:16.720 --> 00:13:19.920]  都向他下拜
[00:13:19.920 --> 00:13:24.400]  當時雖然他沒有解釋
[00:13:24.400 --> 00:13:28.560]  太陽、月亮和十一火星是什麼意思
[00:13:28.560 --> 00:13:30.000]  但是他的哥哥
[00:13:30.000 --> 00:13:32.560]  包括他的爸爸、媽媽
[00:13:32.560 --> 00:13:36.560]  全部都知道到底他說什麼
[00:13:36.560 --> 00:13:39.520]  因為爸爸、媽媽有十二個兒子
[00:13:39.520 --> 00:13:41.200]  有十一個向他下拜
[00:13:41.200 --> 00:13:42.320]  換句話來說
[00:13:42.320 --> 00:13:45.520]  他們就像鶴立雞群
[00:13:45.520 --> 00:13:47.520]  全部人都要拜他
[00:13:47.520 --> 00:13:48.560]  因為這樣
[00:13:48.560 --> 00:13:50.320]  他的爸爸雅各就責備他
[00:13:50.320 --> 00:13:52.560]  你做的是什麼夢啊兒子
[00:13:52.560 --> 00:13:54.160]  難道我和你媽媽
[00:13:54.160 --> 00:13:56.640]  你的兄弟真的要俯伏在地
[00:13:56.640 --> 00:13:59.360]  向你下拜嗎?
[00:13:59.360 --> 00:14:00.880]  第十一次
[00:14:00.880 --> 00:14:03.920]  他的哥哥們就襲到他
[00:14:03.920 --> 00:14:06.080]  但是他的父親就將這件事
[00:14:06.080 --> 00:14:08.240]  傳系收力
[00:14:08.240 --> 00:14:10.480]  所以帶來的禍根
[00:14:10.480 --> 00:14:13.680]  一是父母的偏心
[00:14:13.680 --> 00:14:22.960]  二是失寵的人口沫遮攔
[00:14:22.960 --> 00:14:24.560]  什麼都說了
[00:14:24.560 --> 00:14:28.560]  甚至說到令人心裡最不想聽的東西
[00:14:28.560 --> 00:14:29.520]  他都說了
[00:14:29.520 --> 00:14:32.240]  受寵者沒有敏感度
[00:14:32.240 --> 00:14:35.120]  第三失寵的人
[00:14:35.120 --> 00:14:36.560]  壞恨在心
[00:14:36.560 --> 00:14:38.800]  而且要報復
[00:14:38.800 --> 00:14:40.720]  這個報復是什麼報復呢?
[00:14:40.720 --> 00:14:44.320]  我們曾經在詩中說過
[00:14:44.320 --> 00:14:46.960]  透過雅各有一次找藥室
[00:14:46.960 --> 00:14:48.880]  去找他們的哥哥
[00:14:48.880 --> 00:14:51.280]  他們去了士劍去放羊
[00:14:51.280 --> 00:14:52.640]  很久都沒有回來
[00:14:52.640 --> 00:14:55.200]  所以他就叫藥室找他們
[00:14:55.200 --> 00:14:56.400]  叫他們回來
[00:14:56.400 --> 00:15:00.320]  這麼久都沒有回來
[00:15:00.320 --> 00:15:02.160]  結果去到又找不到
[00:15:02.160 --> 00:15:03.360]  他就去問一些人
[00:15:03.360 --> 00:15:05.360]  就告訴他去了哪裡
[00:15:05.360 --> 00:15:06.720]  你去那裡找吧
[00:15:06.720 --> 00:15:08.320]  去多丹那裡
[00:15:08.320 --> 00:15:10.880]  藥室就去到那裡
[00:15:10.880 --> 00:15:13.440]  但離遠的哥哥看到他的時候
[00:15:13.440 --> 00:15:17.040]  就開始出計謀要謀害
[00:15:17.040 --> 00:15:18.320]  要殺死
[00:15:18.320 --> 00:15:25.920]  不過好在裡面說明不想殺害他
[00:15:25.920 --> 00:15:30.080]  他只不過是說要報復
[00:15:30.080 --> 00:15:33.120]  但不是用這樣的方法來報復
[00:15:33.120 --> 00:15:37.120]  後來就用了一個方法
[00:15:37.120 --> 00:15:39.120]  把他扔進坑裡
[00:15:39.120 --> 00:15:41.120]  讓他不能出來
[00:15:41.120 --> 00:15:43.120]  又沒有水又沒有食物
[00:15:43.120 --> 00:15:47.360]  後來有個以實瑪利人經過的時候
[00:15:47.360 --> 00:15:49.920]  猶大就出了計謀
[00:15:49.920 --> 00:15:53.760]  不如賣了他給這個人
[00:15:53.760 --> 00:15:56.080]  所以就因為這樣
[00:15:56.080 --> 00:16:00.400]  那個以實瑪利人就用了20塊銀子
[00:16:00.400 --> 00:16:02.560]  收買了藥室
[00:16:03.520 --> 00:16:11.520]  然後就把藥室帶到埃及的地方
[00:16:11.520 --> 00:16:13.520]  差不多拍賣
[00:16:13.520 --> 00:16:16.800]  結果就賣給了一個護衛長
[00:16:16.800 --> 00:16:18.800]  法老的護衛長
[00:16:18.800 --> 00:16:20.800]  他們怎樣去交代呢?
[00:16:20.800 --> 00:16:26.560]  他們就拿著藥室的外衣
[00:16:26.560 --> 00:16:30.560]  用山羊的血染上
[00:16:30.560 --> 00:16:37.600]  然後就把這件衣服拿到他爸爸那裡
[00:16:37.600 --> 00:16:38.640]  告訴他
[00:16:38.640 --> 00:16:42.240]  爸爸我看到這件衣服
[00:16:42.240 --> 00:16:47.840]  你認一認是不是我們弟弟的衣服呢?
[00:16:47.840 --> 00:16:50.560]  他的爸爸一認就認得了
[00:16:50.560 --> 00:16:53.600]  然後他說
[00:16:53.600 --> 00:16:57.600]  這個是我兒子的外衣
[00:16:57.600 --> 00:17:00.560]  一定是野獸把他吃掉
[00:17:00.560 --> 00:17:03.360]  一定是藥室已經被撕裂了
[00:17:03.360 --> 00:17:05.360]  被野獸吃掉了
[00:17:05.360 --> 00:17:07.360]  從那時候開始
[00:17:07.360 --> 00:17:15.520]  藥室就和這個家離開了13年以上的時間
[00:17:15.520 --> 00:17:21.040]  我相信起碼17甚至20年
[00:17:21.040 --> 00:17:23.040]  為什麼呢?
[00:17:23.040 --> 00:17:25.040]  因為他經過這麼長的時間
[00:17:25.040 --> 00:17:27.040]  大豐收的時候
[00:17:27.040 --> 00:17:29.040]  以色列人不會去的
[00:17:29.040 --> 00:17:32.720]  所以他們加上衣服就已經去到20年了
[00:17:32.720 --> 00:17:34.720]  離開了他家20年了
[00:17:34.720 --> 00:17:38.720]  然後到饑荒的時間
[00:17:38.720 --> 00:17:42.960]  以色列人才會開始去吃糧
[00:17:42.960 --> 00:17:46.720]  所以我相信他們離開彼此
[00:17:46.720 --> 00:17:49.520]  已經有20年的時間
[00:17:50.000 --> 00:17:54.320]  米地人把藥室賣給埃及法老的官
[00:17:54.320 --> 00:18:00.720]  就是護衛長阿提弗做他的僕人
[00:18:00.720 --> 00:18:02.720]  或者叫做奴隸
[00:18:02.720 --> 00:18:06.720]  這麼大的傷害
[00:18:06.720 --> 00:18:08.720]  如何去服務?
[00:18:08.720 --> 00:18:12.720]  我們發現很多的家庭
[00:18:12.720 --> 00:18:16.720]  如果他們沒有藥室這種經歷的時候
[00:18:16.720 --> 00:18:18.720]  他們是服務不好的
[00:18:18.720 --> 00:18:25.120]  他們繼續活在彼此仇恨的關係裏面
[00:18:25.120 --> 00:18:29.360]  而最終就去到悲劇的產生
[00:18:29.360 --> 00:18:34.880]  但是藥室和他們兄弟造成的傷害
[00:18:34.880 --> 00:18:38.880]  我們發覺到是喜劇收場
[00:18:38.880 --> 00:18:41.760]  這麼大的傷害
[00:18:41.760 --> 00:18:43.760]  他們如何去縫補呢?
[00:18:43.760 --> 00:18:45.760]  首先第一件事
[00:18:45.760 --> 00:18:48.960]  他們的縫補是因為神的介入
[00:18:48.960 --> 00:18:51.760]  是藥室對神有信心
[00:18:51.760 --> 00:18:54.560]  是因為這樣的緣故
[00:18:54.560 --> 00:18:57.760]  他們的兄弟本來就是要出賣他
[00:18:57.760 --> 00:18:59.760]  作弄他
[00:18:59.760 --> 00:19:01.760]  要被他吃苦
[00:19:01.760 --> 00:19:03.760]  被他捱世界
[00:19:03.760 --> 00:19:07.760]  但是藥室雖然要捱世界
[00:19:07.760 --> 00:19:09.760]  要吃苦
[00:19:09.760 --> 00:19:13.760]  但他處處經歷神的痛災
[00:19:13.760 --> 00:19:15.760]  在哪裏看到呢?
[00:19:15.760 --> 00:19:17.760]  第一
[00:19:17.760 --> 00:19:21.760]  他被賣到護衛長柯提弗的地方
[00:19:21.760 --> 00:19:25.760]  你們覺得是不是偶然的一件事呢?
[00:19:25.760 --> 00:19:27.760]  如果你從頭到尾看的時候
[00:19:27.760 --> 00:19:31.760]  你會發覺到絕對不是偶然
[00:19:31.760 --> 00:19:35.760]  這個百分之一百是神的恩典
[00:19:35.760 --> 00:19:37.760]  這個肯定
[00:19:37.760 --> 00:19:41.760]  好像是神安排的路
[00:19:41.760 --> 00:19:45.760]  所以藥室解夢的恩賜在哪裏呢?
[00:19:45.760 --> 00:19:47.760]  連藥室自己也說
[00:19:47.760 --> 00:19:49.760]  解夢不是我
[00:19:49.760 --> 00:19:51.760]  是神解的
[00:19:51.760 --> 00:19:53.760]  所以因為這樣
[00:19:53.760 --> 00:19:55.760]  他為這兩個
[00:19:55.760 --> 00:19:57.760]  一個叫做善長
[00:19:57.760 --> 00:19:59.760]  一個叫做酒正
[00:19:59.760 --> 00:20:01.760]  來解夢的時候
[00:20:01.760 --> 00:20:03.760]  解夢的是耶和華
[00:20:03.760 --> 00:20:05.760]  所以他既然告訴我
[00:20:05.760 --> 00:20:07.760]  我就解給你聽
[00:20:07.760 --> 00:20:09.760]  然後到法老法
[00:20:09.760 --> 00:20:11.760]  然後到法老法這個夢的時候
[00:20:11.760 --> 00:20:15.760]  他同樣把榮耀歸給神
[00:20:15.760 --> 00:20:17.760]  神已經告訴你
[00:20:17.760 --> 00:20:19.760]  是安慰你
[00:20:19.760 --> 00:20:21.760]  要告訴你有出路
[00:20:21.760 --> 00:20:23.760]  但同樣有危機
[00:20:23.760 --> 00:20:25.760]  你怎樣去防?
[00:20:25.760 --> 00:20:29.760]  另外
[00:20:29.760 --> 00:20:31.760]  能夠做護衛長的管家
[00:20:31.760 --> 00:20:33.760]  是不是偶然的一件事呢?
[00:20:33.760 --> 00:20:35.760]  能夠被監獄長信任
[00:20:35.760 --> 00:20:41.760]  叫他管理監獄裏面每一個囚犯
[00:20:41.760 --> 00:20:43.760]  這個是不是巧合呢?
[00:20:43.760 --> 00:20:45.760]  還是說
[00:20:45.760 --> 00:20:49.760]  百分百是神的安排
[00:20:49.760 --> 00:20:53.760]  但百分百都要人自己信這個神
[00:20:53.760 --> 00:20:55.760]  與神同行
[00:20:55.760 --> 00:20:57.760]  缺一不可
[00:20:57.760 --> 00:21:03.760]  另外酒正和善長
[00:21:03.760 --> 00:21:05.760]  同囚一室
[00:21:05.760 --> 00:21:07.760]  囚在哪裏呢?
[00:21:07.760 --> 00:21:09.760]  囚在藥室裏面的監獄
[00:21:09.760 --> 00:21:11.760]  是護衛長那裏的監獄
[00:21:11.760 --> 00:21:13.760]  原來護衛長管理的監獄
[00:21:13.760 --> 00:21:17.760]  只是皇親國戚可以坐監
[00:21:17.760 --> 00:21:19.760]  坐在那裏
[00:21:19.760 --> 00:21:21.760]  其他人不會在那裏
[00:21:21.760 --> 00:21:23.760]  只是高官如果要坐監
[00:21:23.760 --> 00:21:25.760]  就坐在那裏
[00:21:25.760 --> 00:21:29.760]  而這兩個人
[00:21:29.760 --> 00:21:31.760]  善長和酒正
[00:21:31.760 --> 00:21:33.760]  是不熟悉的
[00:21:33.760 --> 00:21:35.760]  是進去監獄裏面的
[00:21:35.760 --> 00:21:41.760]  但監獄長就把善長和酒正
[00:21:41.760 --> 00:21:45.760]  交給藥室管理
[00:21:45.760 --> 00:21:47.760]  服侍他們吃的東西
[00:21:47.760 --> 00:21:49.760]  喝的東西和各方面的東西
[00:21:49.760 --> 00:21:51.760]  是不是巧合呢?
[00:21:51.760 --> 00:21:55.760]  另外
[00:21:55.760 --> 00:21:59.760]  這兩個人都同一天發了一部夢
[00:21:59.760 --> 00:22:07.760]  同一天問藥室這個夢的原因
[00:22:07.760 --> 00:22:09.760]  是不是巧合呢?
[00:22:09.760 --> 00:22:11.760]  兩個人的夢
[00:22:11.760 --> 00:22:15.760]  我們上次說了
[00:22:15.760 --> 00:22:21.760]  一個夢到熟的葡萄
[00:22:21.760 --> 00:22:23.760]  葡萄熟了
[00:22:23.760 --> 00:22:25.760]  摘下來
[00:22:25.760 --> 00:22:27.760]  有三吋的葡萄熟了
[00:22:27.760 --> 00:22:29.760]  摘下來
[00:22:29.760 --> 00:22:31.760]  擠到他的杯裏
[00:22:31.760 --> 00:22:33.760]  然後就遞給法老
[00:22:33.760 --> 00:22:35.760]  然後藥室就告訴他
[00:22:35.760 --> 00:22:37.760]  神已經透過這個夢告訴他
[00:22:37.760 --> 00:22:39.760]  酒正啊
[00:22:39.760 --> 00:22:41.760]  未來你三天之內
[00:22:41.760 --> 00:22:43.760]  你要恢復原跡
[00:22:43.760 --> 00:22:47.760]  就是說你仍然會遞酒給法老
[00:22:47.760 --> 00:22:49.760]  另一個呢
[00:22:49.760 --> 00:22:51.760]  他就夢見自己
[00:22:51.760 --> 00:22:55.760]  頭頂著一切
[00:22:55.760 --> 00:22:57.760]  餵法老的食物
[00:22:57.760 --> 00:22:59.760]  放在那裏
[00:22:59.760 --> 00:23:01.760]  突然有東西
[00:23:01.760 --> 00:23:03.760]  帶走那些東西
[00:23:03.760 --> 00:23:07.760]  然後就沒有了
[00:23:07.760 --> 00:23:09.760]  然後藥室就為他
[00:23:09.760 --> 00:23:11.760]  做夢的時間
[00:23:11.760 --> 00:23:13.760]  告訴他
[00:23:13.760 --> 00:23:15.760]  三天之內你會被放出來
[00:23:15.760 --> 00:23:17.760]  但放出來
[00:23:17.760 --> 00:23:19.760]  抬起頭來聽審的時間
[00:23:19.760 --> 00:23:21.760]  法老就會將你
[00:23:21.760 --> 00:23:23.760]  伸手
[00:23:23.760 --> 00:23:25.760]  二處
[00:23:25.760 --> 00:23:27.760]  然後將你掛在那裏
[00:23:27.760 --> 00:23:29.760]  你要成為那些
[00:23:29.760 --> 00:23:31.760]  酌料的食物
