
[00:00:00.000 --> 00:00:06.000]  請姐妹處內平安
[00:05:24.000 --> 00:05:27.000]  令你很多疑惑
[00:05:27.000 --> 00:05:29.000]  這是我第一個推薦
[00:05:29.000 --> 00:05:31.000]  這本書不容易看
[00:05:31.000 --> 00:05:36.000]  但那篇文章相當平易近人
[00:05:36.000 --> 00:05:46.000]  今天我們要主要集中讀聖經
[00:05:46.000 --> 00:05:50.000]  我從創世紀開始
[00:05:50.000 --> 00:05:55.000]  從第一章開始
[00:05:55.000 --> 00:06:00.000]  我們說beginning from the very beginning
[00:06:00.000 --> 00:06:04.000]  真的從頭開始去問聖經
[00:06:04.000 --> 00:06:09.000]  到底怎樣說性別
[00:06:09.000 --> 00:06:12.000]  這回事
[00:06:12.000 --> 00:06:15.000]  創世紀第一章
[00:06:15.000 --> 00:06:22.000]  告訴我們起初神創造天地
[00:06:22.000 --> 00:06:28.000]  這章的聖經其實是源於第二章第三節
[00:06:28.000 --> 00:06:34.000]  詳細我不會像上課那樣去解釋
[00:06:34.000 --> 00:06:41.000]  他停在「安息聖日,天地萬物都做齊了」
[00:06:41.000 --> 00:06:48.000]  所以是一個很完美的開場白
[00:06:48.000 --> 00:06:53.000]  我們留意到這章的經文
[00:06:53.000 --> 00:06:58.000]  去交代神創造天地
[00:06:58.000 --> 00:07:04.000]  是用了一個我們中文的說法
[00:07:04.000 --> 00:07:09.000]  「苦如皆懂」白居易的唐詩
[00:07:09.000 --> 00:07:12.000]  沒有歧視的性質
[00:07:12.000 --> 00:07:16.000]  人人都明白的一個框架
[00:07:16.000 --> 00:07:19.000]  就是六日的創造
[00:07:19.000 --> 00:07:24.000]  一個星期神創造天地
[00:07:24.000 --> 00:07:29.000]  我們沒有時間去討論六日創造的結構
[00:07:29.000 --> 00:07:31.000]  不是我們今天想說的
[00:07:31.000 --> 00:07:37.000]  我們想看的就是每一日結束
[00:07:37.000 --> 00:07:39.000]  你一定記得
[00:07:39.000 --> 00:07:42.000]  有晚上有早晨
[00:07:42.000 --> 00:07:44.000]  你填充了
[00:07:44.000 --> 00:07:46.000]  是第幾日
[00:07:46.000 --> 00:07:50.000]  這個格式很嚴格很嚴謹
[00:07:50.000 --> 00:07:54.000]  這樣的結束就提醒我們
[00:07:54.000 --> 00:07:59.000]  其實每一日的開頭
[00:07:59.000 --> 00:08:03.000]  第一句說話都是重複的
[00:08:03.000 --> 00:08:05.000]  不過我們時時都沒有留意
[00:08:05.000 --> 00:08:08.000]  我們只記得有晚上有早晨
[00:08:08.000 --> 00:08:11.000]  也好,起碼你記得一半
[00:08:11.000 --> 00:08:17.000]  更重要的上半就是六日的創造
[00:08:17.000 --> 00:08:24.000]  開頭總是用神說這句說話開始的
[00:08:24.000 --> 00:08:26.000]  你有聖經沒有聖經
[00:08:26.000 --> 00:08:31.000]  你可以查看這個大家很熟悉的經文
[00:08:31.000 --> 00:08:35.000]  並且如果你數一數
[00:08:35.000 --> 00:08:40.000]  重複的次數有時都提醒我們
[00:08:40.000 --> 00:08:43.000]  有晚上有早晨是六次
[00:08:43.000 --> 00:08:45.000]  因為是六日創造
[00:08:45.000 --> 00:08:50.000]  但是神說卻在這六日的創造裏面
[00:08:50.000 --> 00:08:54.000]  是出現過九次
[00:08:54.000 --> 00:08:57.000]  他在第三日出現了兩次
[00:08:57.000 --> 00:09:04.000]  然後在第六日出現了不止一次
[00:09:04.000 --> 00:09:06.000]  這個很簡單
[00:09:06.000 --> 00:09:12.000]  你數數吧,我們讀聖經不習慣這樣的方法
[00:09:12.000 --> 00:09:17.000]  所以有時會看不到也不奇怪
[00:09:17.000 --> 00:09:23.000]  不過更重要的是我們問神說有甚麼重要呢?
[00:09:23.000 --> 00:09:28.000]  當然是神不說話那做甚麼呢?
[00:09:28.000 --> 00:09:34.000]  在詩篇33篇第九節
[00:09:34.000 --> 00:09:36.000]  也是很熟悉的一節金句
[00:09:36.000 --> 00:09:40.000]  神說有就有
[00:09:40.000 --> 00:09:42.000]  有沒有印象?
[00:09:42.000 --> 00:09:43.000]  下面那句
[00:09:43.000 --> 00:09:47.000]  明立就立
[00:09:47.000 --> 00:09:50.000]  這句說話的意思
[00:09:50.000 --> 00:09:56.000]  在福音書有一件事解釋得很清楚
[00:09:56.000 --> 00:09:59.000]  或許你記得或不記得
[00:09:59.000 --> 00:10:02.000]  一個白夫長羅馬人
[00:10:02.000 --> 00:10:05.000]  他家中的僕人病了
[00:10:05.000 --> 00:10:10.000]  他來找耶穌請夫子醫好僕人
[00:10:10.000 --> 00:10:12.000]  耶穌說帶路吧
[00:10:12.000 --> 00:10:14.000]  我很願意去
[00:10:14.000 --> 00:10:16.000]  這個白夫長立即說
[00:10:16.000 --> 00:10:18.000]  不敢勞動大駕
[00:10:18.000 --> 00:10:20.000]  當然他不是說中文
[00:10:20.000 --> 00:10:22.000]  意思是這樣
[00:10:22.000 --> 00:10:25.000]  你不用來我家
[00:10:25.000 --> 00:10:27.000]  你只要說一句話
[00:10:27.000 --> 00:10:29.000]  我的僕人就好了
[00:10:29.000 --> 00:10:33.000]  最特別的是在馬太福音和路加福音記載
[00:10:33.000 --> 00:10:35.000]  白夫長解釋
[00:10:35.000 --> 00:10:39.000]  我也是一個有權柄的人
[00:10:39.000 --> 00:10:42.000]  我手下有一百個兵丁
[00:10:42.000 --> 00:10:45.000]  我說你去他就去
[00:10:45.000 --> 00:10:47.000]  我叫他來他就來
[00:10:47.000 --> 00:10:51.000]  白夫長做事不用動手動腳
[00:10:51.000 --> 00:10:55.000]  他說有就有
[00:10:55.000 --> 00:10:58.000]  明立就立
[00:10:58.000 --> 00:11:00.000]  所以我們讀回舊約聖經創世紀第一章
[00:11:00.000 --> 00:11:02.000]  六日的創造
[00:11:02.000 --> 00:11:04.000]  九次神說
[00:11:04.000 --> 00:11:06.000]  我們一定要明白
[00:11:06.000 --> 00:11:11.000]  這裡說的是上帝的權柄
[00:11:11.000 --> 00:11:13.000]  很清楚
[00:11:13.000 --> 00:11:19.000]  他說話是就這樣成了
[00:11:19.000 --> 00:11:22.000]  我們看到第六天
[00:11:22.000 --> 00:11:25.000]  上帝又說什麼呢
[00:11:25.000 --> 00:11:27.000]  剛才多謝敬拜隊
[00:11:27.000 --> 00:11:32.000]  為我們讀了26至28節
[00:11:32.000 --> 00:11:34.000]  神說
[00:11:34.000 --> 00:11:36.000]  我們照我們的形象
[00:11:36.000 --> 00:11:41.000]  按我們的樣式去做人
[00:11:41.000 --> 00:11:43.000]  讀舊約聖經
[00:11:43.000 --> 00:11:46.000]  所有的讀者
[00:11:46.000 --> 00:11:49.000]  不只是讀創世紀
[00:11:49.000 --> 00:11:52.000]  都一定會立即問
[00:11:52.000 --> 00:11:56.000]  神沒有形象
[00:11:56.000 --> 00:11:58.000]  你會不會這樣問
[00:11:58.000 --> 00:12:00.000]  哪裡教
[00:12:00.000 --> 00:12:02.000]  十誡
[00:12:02.000 --> 00:12:06.000]  上帝在西乃頒佈十誡命
[00:12:06.000 --> 00:12:09.000]  第二誡命已經說
[00:12:09.000 --> 00:12:15.000]  不可以做任何形象去跪拜
[00:12:15.000 --> 00:12:18.000]  神沒有形象
[00:12:18.000 --> 00:12:21.000]  以塞亞書40章
[00:12:21.000 --> 00:12:24.000]  這裡所說的形象
[00:12:24.000 --> 00:12:26.000]  如果我們由理解為
[00:12:26.000 --> 00:12:28.000]  他怎樣的
[00:12:28.000 --> 00:12:30.000]  要像他
[00:12:30.000 --> 00:12:32.000]  解錯了
[00:12:32.000 --> 00:12:34.000]  又是回到福音書
[00:12:34.000 --> 00:12:40.000]  更加記得清楚的另一件事
[00:12:40.000 --> 00:12:45.000]  猶太人拿一個羅馬的錢幣
[00:12:45.000 --> 00:12:50.000]  來問耶穌納粹給該殺
[00:12:50.000 --> 00:12:53.000]  可以不可以
[00:12:53.000 --> 00:12:56.000]  你明白這句問題
[00:12:56.000 --> 00:12:59.000]  是想迷惑耶穌
[00:12:59.000 --> 00:13:01.000]  可以
[00:13:01.000 --> 00:13:04.000]  你就是遊奸
[00:13:04.000 --> 00:13:07.000]  你就是叛國
[00:13:07.000 --> 00:13:10.000]  你就是羅馬的走狗
[00:13:10.000 --> 00:13:12.000]  不可以
[00:13:12.000 --> 00:13:16.000]  由帝國來通緝你
[00:13:16.000 --> 00:13:19.000]  所以左右怎樣回答
[00:13:19.000 --> 00:13:23.000]  其實都是很大件事
[00:13:23.000 --> 00:13:25.000]  你記得耶穌怎樣回答嗎
[00:13:25.000 --> 00:13:28.000]  耶穌說看看錢幣上
[00:13:28.000 --> 00:13:32.000]  是誰的象該殺
[00:13:32.000 --> 00:13:34.000]  於是耶穌的答案
[00:13:34.000 --> 00:13:37.000]  可惜中文聖經譯錯了
[00:13:37.000 --> 00:13:40.000]  該殺的物
[00:13:40.000 --> 00:13:43.000]  物件歸給該殺
[00:13:43.000 --> 00:13:45.000]  神的物
[00:13:45.000 --> 00:13:47.000]  不是說雀的那對物
[00:13:47.000 --> 00:13:50.000]  是物件歸給神
[00:13:50.000 --> 00:13:52.000]  教會以前奉獻商
[00:13:52.000 --> 00:13:54.000]  都喜歡刻了這句話在上面
[00:13:54.000 --> 00:13:57.000]  拿走那個物字
[00:13:57.000 --> 00:13:59.000]  該殺的
[00:13:59.000 --> 00:14:01.000]  給該殺
[00:14:01.000 --> 00:14:03.000]  上帝的
[00:14:03.000 --> 00:14:05.000]  給上帝
[00:14:05.000 --> 00:14:08.000]  不是說死物
[00:14:08.000 --> 00:14:10.000]  不是說金錢
[00:14:10.000 --> 00:14:12.000]  不是說我們所擁有
[00:14:12.000 --> 00:14:16.000]  就是問誰有神的形象
[00:14:16.000 --> 00:14:18.000]  懂不懂得這樣聽
[00:14:18.000 --> 00:14:21.000]  錢上面的形象是該殺的
[00:14:21.000 --> 00:14:22.000]  給他
[00:14:22.000 --> 00:14:24.000]  誰有神的形象
[00:14:24.000 --> 00:14:25.000]  不是另外一些錢
[00:14:25.000 --> 00:14:27.000]  十分一的錢是神的形象
[00:14:27.000 --> 00:14:28.000]  不是
[00:14:28.000 --> 00:14:30.000]  我們是有神的形象
[00:14:30.000 --> 00:14:32.000]  明白嗎
[00:14:32.000 --> 00:14:35.000]  我們整個人是屬於上帝的
[00:14:35.000 --> 00:14:38.000]  所以形象的意思
[00:14:38.000 --> 00:14:40.000]  不是樣貌
[00:14:40.000 --> 00:14:42.000]  再說最後一次
[00:14:42.000 --> 00:14:45.000]  神沒有形象
[00:14:45.000 --> 00:14:48.000]  所以你對著那幅相
[00:14:48.000 --> 00:14:50.000]  對著那幅畫
[00:14:50.000 --> 00:14:52.000]  對著十字架來祈禱
[00:14:52.000 --> 00:14:54.000]  不需要的
[00:14:54.000 --> 00:14:56.000]  聖經不是這樣教的
[00:14:56.000 --> 00:14:58.000]  我會專心一點
[00:14:58.000 --> 00:15:00.000]  不要當作偶像
[00:15:00.000 --> 00:15:02.000]  不會那些是神聖的
[00:15:02.000 --> 00:15:05.000]  希西加王改革聖殿
[00:15:05.000 --> 00:15:09.000]  把摩西的銅蛇都扔掉
[00:15:09.000 --> 00:15:11.000]  有沒有讀過這段歷史
[00:15:11.000 --> 00:15:13.000]  摩西的銅蛇
[00:15:13.000 --> 00:15:15.000]  醫好人在曠野
[00:15:15.000 --> 00:15:17.000]  火蛇咬的
[00:15:17.000 --> 00:15:19.000]  都要扔掉
[00:15:19.000 --> 00:15:21.000]  你明白背後的意思嗎
[00:15:21.000 --> 00:15:25.000]  不可以取代了
[00:15:25.000 --> 00:15:31.000]  神自己本身的因典
[00:15:31.000 --> 00:15:33.000]  神的形象
[00:15:33.000 --> 00:15:35.000]  在這一節的聖經裏
[00:15:35.000 --> 00:15:38.000]  上帝說我們按我們的形象
[00:15:38.000 --> 00:15:40.000]  記得了不是說樣貌
[00:15:40.000 --> 00:15:42.000]  屬於我們
[00:15:42.000 --> 00:15:45.000]  人是屬於神的
[00:15:45.000 --> 00:15:49.000]  做人使他管理海裡的魚
[00:15:49.000 --> 00:15:50.000]  空中的鳥
[00:15:50.000 --> 00:15:51.000]  地上的牲畜
[00:15:51.000 --> 00:15:56.000]  人地包括所爬的一切昆蟲
[00:15:56.000 --> 00:16:00.000]  於是神照自己的形象做人
[00:16:00.000 --> 00:16:04.000]  照他的形象做男做女
[00:16:04.000 --> 00:16:06.000]  神賜福給人
[00:16:06.000 --> 00:16:09.000]  對他們說要生養眾多
[00:16:09.000 --> 00:16:11.000]  遍滿地面
[00:16:11.000 --> 00:16:13.000]  要治理這地
[00:16:13.000 --> 00:16:15.000]  管理海裡的魚
[00:16:15.000 --> 00:16:17.000]  空中的鳥
[00:16:17.000 --> 00:16:22.000]  地上各樣行動的活物
[00:16:22.000 --> 00:16:27.000]  治理全地的責任
[00:16:27.000 --> 00:16:30.000]  從古到今
[00:16:30.000 --> 00:16:32.000]  甚至今日
[00:16:32.000 --> 00:16:34.000]  都是男人的
[00:16:34.000 --> 00:16:38.000]  你同意嗎
[00:16:38.000 --> 00:16:42.000]  所以武則天在中國歷史上
[00:16:42.000 --> 00:16:44.000]  是謀朝篡位的
[00:16:44.000 --> 00:16:46.000]  慈禧太后
[00:16:46.000 --> 00:16:48.000]  不要說她了
[00:16:48.000 --> 00:16:51.000]  皇帝一定是男性的
[00:16:51.000 --> 00:16:53.000]  你說生養眾多
[00:16:53.000 --> 00:16:54.000]  不是的
[00:16:54.000 --> 00:16:55.000]  所以上帝很公道的
[00:16:55.000 --> 00:16:58.000]  你忘記了家譜怎麼寫的嗎
[00:16:58.000 --> 00:17:00.000]  你背給我聽
[00:17:00.000 --> 00:17:03.000]  不懂背嗎
[00:17:03.000 --> 00:17:06.000]  阿伯拉罕生爾薩
[00:17:06.000 --> 00:17:09.000]  爾薩生那國
[00:17:09.000 --> 00:17:12.000]  你生個兒子給我看看
[00:17:12.000 --> 00:17:13.000]  弟兄們
[00:17:13.000 --> 00:17:15.000]  當然是太太做的
[00:17:15.000 --> 00:17:17.000]  不提太太的
[00:17:17.000 --> 00:17:20.000]  連生養眾多
[00:17:20.000 --> 00:17:25.000]  都是男人的尊利
[00:17:25.000 --> 00:17:27.000]  哎呀 聖經真是落後
[00:17:27.000 --> 00:17:31.000]  請問我們中國人的族譜
[00:17:31.000 --> 00:17:35.000]  息輔的名字怎麼記的
[00:17:35.000 --> 00:17:36.000]  沒有啊
[00:17:36.000 --> 00:17:38.000]  我們都沒有族譜的了
[00:17:38.000 --> 00:17:40.000]  你回去鄉下查
[00:17:40.000 --> 00:17:43.000]  息 吾 士
[00:17:43.000 --> 00:17:47.000]  沒有名字的
[00:17:47.000 --> 00:17:50.000]  是這樣記載的
[00:17:50.000 --> 00:17:57.000]  上帝做人
[00:17:57.000 --> 00:18:00.000]  聖經開宗明義
[00:18:00.000 --> 00:18:02.000]  說清楚一樣
[00:18:02.000 --> 00:18:09.000]  男女都有神的形象
[00:18:09.000 --> 00:18:12.000]  都是屬於上帝
[00:18:12.000 --> 00:18:15.000]  不只是男性
[00:18:15.000 --> 00:18:18.000]  擁有從神而來
[00:18:18.000 --> 00:18:23.000]  治理全地的責任
[00:18:23.000 --> 00:18:31.000]  或者傳宗接代的天職
[00:18:31.000 --> 00:18:34.000]  文化是這樣看
[00:18:34.000 --> 00:18:35.000]  對不起
[00:18:35.000 --> 00:18:38.000]  聖經開頭上帝說
[00:18:38.000 --> 00:18:39.000]  說什麼呢
[00:18:39.000 --> 00:18:42.000]  他照他的形象
[00:18:42.000 --> 00:18:44.000]  做男做女
[00:18:44.000 --> 00:18:45.000]  你要懂得解釋這句話
[00:18:45.000 --> 00:18:47.000]  不是像他
[00:18:47.000 --> 00:18:48.000]  上帝是男人還是女人
[00:18:48.000 --> 00:18:49.000]  不是
[00:18:49.000 --> 00:18:50.000]  不是
[00:18:50.000 --> 00:18:52.000]  就是權柄
[00:18:52.000 --> 00:18:55.000]  尊嚴
[00:18:55.000 --> 00:18:58.000]  不只是男性
[00:18:58.000 --> 00:19:02.000]  所有的文化都尊重男性
[00:19:02.000 --> 00:19:04.000]  走出來
[00:19:04.000 --> 00:19:07.000]  應該
[00:19:07.000 --> 00:19:08.000]  不是的
[00:19:08.000 --> 00:19:12.000]  聖經開頭一開始記載
[00:19:12.000 --> 00:19:16.000]  起初神創造天地
[00:19:16.000 --> 00:19:18.000]  就不是這樣說的
[00:19:18.000 --> 00:19:20.000]  行不行
[00:19:20.000 --> 00:19:22.000]  明白嗎
[00:19:22.000 --> 00:19:31.000]  聖經在這裏顛覆我們一貫的觀念
[00:19:31.000 --> 00:19:33.000]  你說是吧
[00:19:33.000 --> 00:19:36.000]  不過《創世紀》還有第二章
[00:19:36.000 --> 00:19:44.000]  還有上帝做人更加詳盡的記載
[00:19:44.000 --> 00:19:46.000]  怎麼說呢
[00:19:46.000 --> 00:19:48.000]  在第二章那句
[00:19:48.000 --> 00:19:52.000]  神說那人獨居不好
[00:19:52.000 --> 00:19:55.000]  我要為他做一個配偶
[00:19:55.000 --> 00:19:57.000]  幫助他
[00:19:57.000 --> 00:20:00.000]  老婆你要幫我
[00:20:00.000 --> 00:20:04.000]  我做什麼你都要支持我
[00:20:04.000 --> 00:20:07.000]  我要不客氣地說
[00:20:07.000 --> 00:20:09.000]  這個翻譯
[00:20:09.000 --> 00:20:15.000]  都是帶了很重的文化觀念
[00:20:15.000 --> 00:20:20.000]  配偶是要來幫助弟兄的
[00:20:20.000 --> 00:20:24.000]  這是上帝的旨意
[00:20:24.000 --> 00:20:30.000]  容許我說一點點稀白來文
[00:20:30.000 --> 00:20:32.000]  不過不會打出來給你看
[00:20:32.000 --> 00:20:35.000]  直接的翻譯
[00:20:35.000 --> 00:20:37.000]  這句說話是說
[00:20:37.000 --> 00:20:42.000]  我要給他做一個幫助
[00:20:42.000 --> 00:20:45.000]  在他對面
[00:20:45.000 --> 00:20:48.000]  配偶原本那句是
[00:20:48.000 --> 00:20:50.000]  在他對面
[00:20:50.000 --> 00:20:52.000]  Opposite to him
[00:20:52.000 --> 00:20:53.000]  什麼意思呢
[00:20:53.000 --> 00:20:55.000]  聖經學者解釋得很好
[00:20:55.000 --> 00:20:58.000]  他說這個描述
[00:20:58.000 --> 00:21:03.000]  是一個戰爭當中的情況
[00:21:03.000 --> 00:21:05.000]  兩軍交戰
[00:21:05.000 --> 00:21:07.000]  交著打仗
[00:21:07.000 --> 00:21:08.000]  很辛苦
[00:21:08.000 --> 00:21:10.000]  大家各有勝負
[00:21:10.000 --> 00:21:13.000]  不知道難解難分的時候
[00:21:13.000 --> 00:21:16.000]  忽然間戰場的對面
[00:21:16.000 --> 00:21:20.000]  出現新的軍隊升旗
[00:21:20.000 --> 00:21:22.000]  大家看
[00:21:22.000 --> 00:21:28.000]  原來是幫我們這邊的援軍
[00:21:28.000 --> 00:21:30.000]  生力軍
[00:21:30.000 --> 00:21:33.000]  那個叫做在他對面
[00:21:33.000 --> 00:21:34.000]  懂不懂
[00:21:34.000 --> 00:21:36.000]  決定勝負
[00:21:36.000 --> 00:21:39.000]  不是你原本的力量
[00:21:39.000 --> 00:21:40.000]  是外來的幫助
[00:21:40.000 --> 00:21:42.000]  但當他出現的時候
[00:21:42.000 --> 00:21:47.000]  他就可以扭轉整個局面
[00:21:47.000 --> 00:21:49.000]  都是幫助啊
[00:21:49.000 --> 00:21:51.000]  我們喜歡爭辯
[00:21:51.000 --> 00:21:52.000]  讀聖經
[00:21:52.000 --> 00:21:56.000]  那你就真的要讀一下希伯來文了
[00:21:56.000 --> 00:22:00.000]  幫助這個名詞
[00:22:00.000 --> 00:22:04.000]  我們要列出詩篇121篇
[00:22:04.000 --> 00:22:05.000]  第一第二節
[00:22:05.000 --> 00:22:08.000]  沙川的弟兄姊妹懂不懂背
[00:22:08.000 --> 00:22:11.000]  我從小就要背
[00:22:11.000 --> 00:22:14.000]  我要向山舉目
[00:22:14.000 --> 00:22:15.000]  一起來
[00:22:15.000 --> 00:22:19.000]  我的幫助從何而來
[00:22:19.000 --> 00:22:20.000]  第二節
[00:22:20.000 --> 00:22:27.000]  我的幫助從造天地的耶和華而來
[00:22:27.000 --> 00:22:34.000]  這是聖經用幫助這個字眼
[00:22:34.000 --> 00:22:36.000]  是神的幫助
[00:22:36.000 --> 00:22:38.000]  不是普通人的幫助
[00:22:38.000 --> 00:22:39.000]  在他對面
[00:22:39.000 --> 00:22:41.000]  這個是打仗
[00:22:41.000 --> 00:22:44.000]  但幫助在舊約聖經裏面
[00:22:44.000 --> 00:22:47.000]  是用在神的幫助
[00:22:47.000 --> 00:22:48.000]  所以詩人說
[00:22:48.000 --> 00:22:50.000]  我向山舉目
[00:22:50.000 --> 00:22:53.000]  難道我的幫助在山上來嗎
[00:22:53.000 --> 00:22:54.000]  不是
[00:22:54.000 --> 00:22:58.000]  我的幫助是從創造天地
[00:22:58.000 --> 00:23:05.000]  在眾山之上的獨一真神而來
[00:23:05.000 --> 00:23:09.000]  請問上帝怎樣幫助你
[00:23:09.000 --> 00:23:12.000]  行雷閃電
[00:23:12.000 --> 00:23:15.000]  讓我見到異象
[00:23:15.000 --> 00:23:16.000]  不是
[00:23:16.000 --> 00:23:19.000]  你又走入民間宗教
[00:23:19.000 --> 00:23:21.000]  聖經的幫助
[00:23:21.000 --> 00:23:23.000]  很實際
[00:23:23.000 --> 00:23:26.000]  就是你家裏看不起的那個
[00:23:26.000 --> 00:23:29.000]  什麼絕經
[00:23:29.000 --> 00:23:32.000]  什麼賤內
[00:23:32.000 --> 00:23:33.000]  以前的人說
[00:23:33.000 --> 00:23:35.000]  不可以出來
[00:23:35.000 --> 00:23:37.000]  他主內
[00:23:37.000 --> 00:23:39.000]  我主外
[00:23:39.000 --> 00:23:44.000]  那個歧視不是聖經的表達
[00:23:44.000 --> 00:23:47.000]  雖然我們說很不幸
[00:23:47.000 --> 00:23:49.000]  在翻譯的時候
[00:23:49.000 --> 00:23:55.000]  還是譯成了做一個配偶幫助他
[00:23:55.000 --> 00:23:57.000]  然後我們就去爭辯
[00:23:57.000 --> 00:23:58.000]  辣骨
[00:23:58.000 --> 00:23:59.000]  應該是平等的
[00:23:59.000 --> 00:24:00.000]  其實不用爭辯的
[00:24:00.000 --> 00:24:02.000]  是比你高
[00:24:02.000 --> 00:24:04.000]  懂不懂這個意思
[00:24:04.000 --> 00:24:05.000]  姐妹聽到很高興
[00:24:05.000 --> 00:24:07.000]  不要驕傲
[00:24:07.000 --> 00:24:09.000]  神的幫助
[00:24:09.000 --> 00:24:11.000]  是呀
[00:24:11.000 --> 00:24:13.000]  在當時的文明
[00:24:13.000 --> 00:24:17.000]  所看不起的人的身上
[00:24:17.000 --> 00:24:19.000]  聖經開宗明義說
[00:24:19.000 --> 00:24:23.000]  他同樣有神的形象樣式
[00:24:23.000 --> 00:24:27.000]  上帝做的不只是男人
[00:24:27.000 --> 00:24:29.000]  次一等的才是女性
[00:24:29.000 --> 00:24:30.000]  不是
[00:24:30.000 --> 00:24:33.000]  做男做女
[00:24:33.000 --> 00:24:36.000]  同樣有神的形象
[00:24:36.000 --> 00:24:38.000]  那人獨居不好
[00:24:38.000 --> 00:24:41.000]  他需要神的幫助
[00:24:41.000 --> 00:24:43.000]  在他以外
[00:24:43.000 --> 00:24:45.000]  在他身邊
[00:24:45.000 --> 00:24:47.000]  但是不是
[00:24:47.000 --> 00:24:49.000]  怎麼說呢
[00:24:49.000 --> 00:24:50.000]  每樣東西都是幫他
