
[00:00:00.000 --> 00:00:06.000]  新年快樂!各位午安!
[00:01:46.000 --> 00:01:48.000]  是公開這樣說過
[00:01:48.000 --> 00:01:51.000]  使我妻離子散
[00:01:51.000 --> 00:01:53.000]  使我身敗名裂
[00:01:53.000 --> 00:01:56.000]  使我家破人亡
[00:01:56.000 --> 00:01:59.000]  這些掌權者都可以做到
[00:01:59.000 --> 00:02:02.000]  然而使我放棄信仰
[00:02:02.000 --> 00:02:04.000]  使我改變生命
[00:02:04.000 --> 00:02:06.000]  使我從死裡復活
[00:02:06.000 --> 00:02:10.000]  這些世人卻沒有人可以做到
[00:02:10.000 --> 00:02:12.000]  既然如此
[00:02:12.000 --> 00:02:14.000]  尊敬的官長們
[00:02:14.000 --> 00:02:16.000]  停止作惡吧
[00:02:16.000 --> 00:02:18.000]  這並不是為我的益處
[00:02:18.000 --> 00:02:22.000]  而是為你們和你們子孫的益處
[00:02:22.000 --> 00:02:25.000]  我苦苦地勸你們住手
[00:02:25.000 --> 00:02:29.000]  因為你們何必為我這樣一個卑微的罪人
[00:02:29.000 --> 00:02:33.000]  而情願付上永遠沈淪地獄的代價呢
[00:02:33.000 --> 00:02:36.000]  耶穌基督是永生神的兒子
[00:02:36.000 --> 00:02:38.000]  祂為罪人死又為我們復活
[00:02:38.000 --> 00:02:41.000]  昨日、今日直到永遠
[00:02:41.000 --> 00:02:45.000]  祂都是我的君王和整個世界的主
[00:02:45.000 --> 00:02:47.000]  我是他僕人
[00:02:47.000 --> 00:02:49.000]  為此被羈押
[00:02:49.000 --> 00:02:52.000]  我將溫柔地反抗一切
[00:02:52.000 --> 00:02:54.000]  反抗上帝的人
[00:02:54.000 --> 00:02:56.000]  我將喜樂地不服從
[00:02:56.000 --> 00:02:59.000]  任何不服從上帝的律法
[00:02:59.000 --> 00:03:02.000]  王兒被捕之前
[00:03:02.000 --> 00:03:05.000]  他曾經在一次講道里
[00:03:05.000 --> 00:03:08.000]  他說如果你看看中國歷史里
[00:03:08.000 --> 00:03:10.000]  在整個二十世紀
[00:03:10.000 --> 00:03:14.000]  曾經有三次統治者企圖去
[00:03:14.000 --> 00:03:16.000]  去教堂燒聖經
[00:03:16.000 --> 00:03:20.000]  第一次是1900年的庚子年間
[00:03:20.000 --> 00:03:23.000]  在那次所謂的義和團
[00:03:23.000 --> 00:03:27.000]  數以萬計的中國人
[00:03:27.000 --> 00:03:30.000]  在清政府的鼓勵之下
[00:03:30.000 --> 00:03:34.000]  去燒教堂去殺基督徒
[00:03:34.000 --> 00:03:36.000]  殺全教士
[00:03:36.000 --> 00:03:42.000]  中國內地有185個全教士被殺
[00:03:42.000 --> 00:03:44.000]  基督徒被殺
[00:03:44.000 --> 00:03:46.000]  聖經被焚毀
[00:03:46.000 --> 00:03:49.000]  但結果十年之後
[00:03:49.000 --> 00:03:53.000]  是帶給整個中國教會的復興
[00:03:53.000 --> 00:03:55.000]  人數是倍增
[00:03:55.000 --> 00:03:57.000]  這是第一次
[00:03:57.000 --> 00:04:00.000]  第二次是在1922年至1927年
[00:04:00.000 --> 00:04:04.000]  歷史上稱為反基督教運動
[00:04:04.000 --> 00:04:08.000]  所謂的非基督教運動
[00:04:08.000 --> 00:04:11.000]  同樣數以千計的信徒被殺
[00:04:11.000 --> 00:04:14.000]  數以百計的教堂被毀
[00:04:14.000 --> 00:04:18.000]  結果帶來30年代和40年代
[00:04:18.000 --> 00:04:21.000]  中國從未曾經試過這麼大的復興
[00:04:21.000 --> 00:04:26.000]  在這個30年代和40年代的復興里
[00:04:26.000 --> 00:04:30.000]  包括出名的傳道人王明道
[00:04:30.000 --> 00:04:32.000]  倪拓升
[00:04:32.000 --> 00:04:34.000]  楊少堂
[00:04:34.000 --> 00:04:38.000]  數以很多亡命的傳道人
[00:04:38.000 --> 00:04:43.000]  將整個中國教會完全復興
[00:04:43.000 --> 00:04:45.000]  如果大家知道
[00:04:45.000 --> 00:04:47.000]  在宋上節轉
[00:04:47.000 --> 00:04:51.000]  周圍傳道數以萬計的人聽聞福音
[00:04:51.000 --> 00:04:55.000]  在30年代和40年代
[00:04:55.000 --> 00:04:58.000]  整個中國教會完全不同
[00:04:58.000 --> 00:05:03.000]  就是因為1922年至1927年大壓迫
[00:05:03.000 --> 00:05:06.000]  第三次是文革時代
[00:05:06.000 --> 00:05:09.000]  在文化大革命時代
[00:05:09.000 --> 00:05:14.000]  在中國沒有一家教會被封閉
[00:05:14.000 --> 00:05:17.000]  但是文化大革命後
[00:05:17.000 --> 00:05:19.000]  沒有人會猜到
[00:05:19.000 --> 00:05:23.000]  在中國突然在80年代有100萬信徒
[00:05:23.000 --> 00:05:27.000]  發展到2018年有9000萬基督徒
[00:05:27.000 --> 00:05:33.000]  在今天的中國存在
[00:05:33.000 --> 00:05:38.000]  今天的基督徒比共產黨徒重要多
[00:05:38.000 --> 00:05:42.000]  2018年開始
[00:05:42.000 --> 00:05:45.000]  教會再次被壓迫
[00:05:45.000 --> 00:05:49.000]  我深信這次被壓迫
[00:05:49.000 --> 00:05:52.000]  你看網上的26台
[00:05:52.000 --> 00:05:56.000]  最近也有提及過關於國內的消息
[00:05:56.000 --> 00:06:01.000]  聖誕節不讓教會里慶祝
[00:06:01.000 --> 00:06:05.000]  商場也不讓有聖誕的裝飾
[00:06:05.000 --> 00:06:07.000]  甚至有網民指出
[00:06:07.000 --> 00:06:11.000]  中國的聖誕節是毛澤東的生日
[00:06:11.000 --> 00:06:15.000]  我們會問一個問題
[00:06:15.000 --> 00:06:22.000]  為什麼在歷史里有這麼多的統治者
[00:06:22.000 --> 00:06:24.000]  會對教會有壓迫
[00:06:24.000 --> 00:06:27.000]  早在舊約聖經時
[00:06:27.000 --> 00:06:31.000]  有說過世上的君王一起起來
[00:06:31.000 --> 00:06:33.000]  神在一同相遇
[00:06:33.000 --> 00:06:35.000]  要敵黨耶和華
[00:06:35.000 --> 00:06:37.000]  並他的受告者
[00:06:37.000 --> 00:06:39.000]  我們要珍愛他們的捆綁
[00:06:39.000 --> 00:06:41.000]  推理他們的成術
[00:06:41.000 --> 00:06:43.000]  哪在天上的必取笑
[00:06:43.000 --> 00:06:47.000]  主必質笑他們
[00:06:47.000 --> 00:06:49.000]  大家不要以為
[00:06:49.000 --> 00:06:51.000]  只有一個無神論統治者的中國
[00:06:51.000 --> 00:06:53.000]  才有這樣的情況出現
[00:06:53.000 --> 00:06:55.000]  就算我們在美國
[00:06:55.000 --> 00:06:57.000]  也不一樣
[00:06:57.000 --> 00:06:59.000]  我們看看一些例子
[00:06:59.000 --> 00:07:03.000]  如果你能夠和一些朋友
[00:07:03.000 --> 00:07:05.000]  大聲說
[00:07:05.000 --> 00:07:07.000]  Merry Christmas
[00:07:07.000 --> 00:07:09.000]  有人會告訴你
[00:07:09.000 --> 00:07:11.000]  你不要再說了
[00:07:11.000 --> 00:07:13.000]  我可以告你
[00:07:13.000 --> 00:07:15.000]  說Merry Christmas
[00:07:15.000 --> 00:07:17.000]  友善的都會被人告
[00:07:17.000 --> 00:07:19.000]  這是一個什麼國家
[00:07:19.000 --> 00:07:21.000]  Colorado州
[00:07:21.000 --> 00:07:25.000]  有一個做蛋糕的商人
[00:07:25.000 --> 00:07:29.000]  有一對同性戀人士
[00:07:29.000 --> 00:07:31.000]  結婚
[00:07:31.000 --> 00:07:33.000]  要求這個蛋糕老闆
[00:07:33.000 --> 00:07:35.000]  和他做一個結婚蛋糕
[00:07:35.000 --> 00:07:37.000]  這個老闆就和他說
[00:07:37.000 --> 00:07:39.000]  如果你叫我和你做生日蛋糕
[00:07:39.000 --> 00:07:41.000]  你叫我和你做其他蛋糕
[00:07:41.000 --> 00:07:43.000]  我絕對很樂意
[00:07:43.000 --> 00:07:45.000]  服侍你們
[00:07:45.000 --> 00:07:47.000]  但你叫我做一個同性戀的婚姻
[00:07:47.000 --> 00:07:49.000]  去慶祝蛋糕
[00:07:49.000 --> 00:07:51.000]  對不起
[00:07:51.000 --> 00:07:53.000]  這個我信仰
[00:07:53.000 --> 00:07:55.000]  基督徒的良心
[00:07:55.000 --> 00:07:57.000]  不會容許我去做這件事
[00:07:57.000 --> 00:07:59.000]  你找另一個
[00:07:59.000 --> 00:08:01.000]  沒有這問題的
[00:08:01.000 --> 00:08:03.000]  結果
[00:08:03.000 --> 00:08:05.000]  這個蛋糕的老闆
[00:08:05.000 --> 00:08:07.000]  被告
[00:08:07.000 --> 00:08:09.000]  說他歧視同性戀
[00:08:09.000 --> 00:08:11.000]  結果被告入了
[00:08:11.000 --> 00:08:13.000]  被告入了要被重罰
[00:08:13.000 --> 00:08:15.000]  重罰
[00:08:15.000 --> 00:08:17.000]  重罰
[00:08:17.000 --> 00:08:19.000]  於是就上訴
[00:08:19.000 --> 00:08:21.000]  去到Colorado州的
[00:08:21.000 --> 00:08:23.000]  Supreme Court
[00:08:23.000 --> 00:08:25.000]  這個上訴法庭
[00:08:25.000 --> 00:08:27.000]  也是判他有罪
[00:08:27.000 --> 00:08:29.000]  他不惜用很多的金錢
[00:08:29.000 --> 00:08:31.000]  上訴到最高法院
[00:08:31.000 --> 00:08:33.000]  結果這九個人大法官
[00:08:33.000 --> 00:08:35.000]  裡面
[00:08:35.000 --> 00:08:37.000]  六個贊成
[00:08:37.000 --> 00:08:39.000]  他沒有罪
[00:08:39.000 --> 00:08:41.000]  三個反對
[00:08:41.000 --> 00:08:43.000]  我們會問
[00:08:43.000 --> 00:08:45.000]  究竟這是一個什麼國家
[00:08:45.000 --> 00:08:47.000]  來的
[00:08:47.000 --> 00:08:49.000]  難道
[00:08:49.000 --> 00:08:51.000]  人家不可以做生意
[00:08:51.000 --> 00:08:53.000]  不去做一個蛋糕
[00:08:53.000 --> 00:08:55.000]  就可以要判罰
[00:08:55.000 --> 00:08:57.000]  我想我們在灣區
[00:08:57.000 --> 00:08:59.000]  過幾兩個月前
[00:08:59.000 --> 00:09:01.000]  大家聽過這個新聞
[00:09:01.000 --> 00:09:03.000]  Berkeley一個學生會
[00:09:03.000 --> 00:09:05.000]  一個Senate的
[00:09:05.000 --> 00:09:07.000]  其中一個成員
[00:09:07.000 --> 00:09:09.000]  一個學生
[00:09:09.000 --> 00:09:11.000]  一個基督徒
[00:09:11.000 --> 00:09:13.000]  當時他們要討論一個法案
[00:09:13.000 --> 00:09:15.000]  就要抗議
[00:09:15.000 --> 00:09:17.000]  特朗普總統
[00:09:17.000 --> 00:09:19.000]  對這個所謂transgender
[00:09:19.000 --> 00:09:21.000]  的人士有些
[00:09:21.000 --> 00:09:23.000]  偏見
[00:09:23.000 --> 00:09:25.000]  在裡面
[00:09:25.000 --> 00:09:27.000]  就要個個去反對
[00:09:27.000 --> 00:09:29.000]  這個總統這樣的做法
[00:09:29.000 --> 00:09:31.000]  要命令
[00:09:31.000 --> 00:09:33.000]  於是這個Senate就要
[00:09:33.000 --> 00:09:35.000]  投票
[00:09:35.000 --> 00:09:37.000]  投票是否反對
[00:09:37.000 --> 00:09:39.000]  這個姐妹
[00:09:39.000 --> 00:09:41.000]  她覺得基督徒的良心
[00:09:41.000 --> 00:09:43.000]  不容許她這樣做
[00:09:43.000 --> 00:09:45.000]  她沒有反對
[00:09:45.000 --> 00:09:47.000]  但她也沒有贊成
[00:09:47.000 --> 00:09:49.000]  她就投棄權
[00:09:49.000 --> 00:09:51.000]  她一投棄權的時候
[00:09:51.000 --> 00:09:53.000]  整個學生會
[00:09:53.000 --> 00:09:55.000]  整個Berkeley的學生
[00:09:55.000 --> 00:09:57.000]  整個報紙電台
[00:09:57.000 --> 00:09:59.000]  就去攻擊她
[00:09:59.000 --> 00:10:01.000]  覺得她是一個
[00:10:01.000 --> 00:10:03.000]  貶低
[00:10:03.000 --> 00:10:05.000]  這些人士
[00:10:05.000 --> 00:10:07.000]  歧視這些人士
[00:10:07.000 --> 00:10:09.000]  我心裡面這麼想
[00:10:09.000 --> 00:10:11.000]  你叫人投票
[00:10:11.000 --> 00:10:13.000]  就是給人有權利可以投
[00:10:13.000 --> 00:10:15.000]  yes,可以投no,可以不投
[00:10:15.000 --> 00:10:17.000]  如果人家投
[00:10:17.000 --> 00:10:19.000]  no,人家投
[00:10:19.000 --> 00:10:21.000]  棄權
[00:10:21.000 --> 00:10:23.000]  你就去這樣去弄她的時候
[00:10:23.000 --> 00:10:25.000]  那何必要投票呢
[00:10:25.000 --> 00:10:27.000]  這個完全是假民主
[00:10:27.000 --> 00:10:29.000]  但竟然之間
[00:10:29.000 --> 00:10:31.000]  在今天的美國裡面
[00:10:31.000 --> 00:10:33.000]  發生
[00:10:33.000 --> 00:10:35.000]  你再看看我們整個美國的社會
[00:10:35.000 --> 00:10:37.000]  在灣區,加州的社會
[00:10:37.000 --> 00:10:39.000]  是一個什麼樣的社會
[00:10:39.000 --> 00:10:41.000]  你覺得你是男人
[00:10:41.000 --> 00:10:43.000]  你可以進女廁
[00:10:43.000 --> 00:10:45.000]  我覺得我是女人,所以我進去
[00:10:45.000 --> 00:10:47.000]  是你自己定你的性別
[00:10:47.000 --> 00:10:49.000]  這是一個什麼樣的社會
[00:10:49.000 --> 00:10:53.000]  當你的子女回去讀書的時候
[00:10:53.000 --> 00:10:55.000]  他派一些condom給你
[00:10:55.000 --> 00:10:59.000]  你隨便和人有性關係
[00:10:59.000 --> 00:11:01.000]  沒所謂,不過要安全一點
[00:11:01.000 --> 00:11:03.000]  你容不容許你的子女
[00:11:03.000 --> 00:11:05.000]  在這樣的教育之下
[00:11:05.000 --> 00:11:07.000]  培育出來呢
[00:11:07.000 --> 00:11:09.000]  有時我們會想
[00:11:09.000 --> 00:11:11.000]  這個所謂的基督教
[00:11:11.000 --> 00:11:13.000]  立國的國家
[00:11:13.000 --> 00:11:15.000]  今天的基督教思想
[00:11:15.000 --> 00:11:17.000]  去到哪裡
[00:11:17.000 --> 00:11:19.000]  所以我們不要說
[00:11:19.000 --> 00:11:21.000]  只是中國是這樣,在美國學生不是這樣
[00:11:21.000 --> 00:11:23.000]  大麻可以隨時
[00:11:23.000 --> 00:11:25.000]  可以販賣
[00:11:25.000 --> 00:11:27.000]  我們一聲不吭都不會出
[00:11:27.000 --> 00:11:29.000]  究竟這是一個
[00:11:29.000 --> 00:11:31.000]  什麼樣的社會,什麼樣的國家
[00:11:31.000 --> 00:11:33.000]  於是我自己就會問
[00:11:33.000 --> 00:11:35.000]  一個問題
[00:11:35.000 --> 00:11:37.000]  為什麼這麼多的統治者
[00:11:37.000 --> 00:11:39.000]  會對基督教的
[00:11:39.000 --> 00:11:41.000]  信仰,基督教的教會
[00:11:41.000 --> 00:11:43.000]  是這麼負面和
[00:11:43.000 --> 00:11:45.000]  憎恨的呢
[00:11:45.000 --> 00:11:47.000]  其實他們不會造反的
[00:11:47.000 --> 00:11:49.000]  也都不會公然對敵的
[00:11:49.000 --> 00:11:51.000]  為什麼仍然去
[00:11:51.000 --> 00:11:53.000]  壓逼這個教會呢
[00:11:53.000 --> 00:11:55.000]  當我們看看聖經的時候
[00:11:55.000 --> 00:11:57.000]  我們就會明白
[00:11:57.000 --> 00:11:59.000]  這段聖經
[00:11:59.000 --> 00:12:01.000]  就是耶穌受死之前的
[00:12:01.000 --> 00:12:03.000]  一個前奏
[00:12:03.000 --> 00:12:05.000]  路加福音第22章
[00:12:05.000 --> 00:12:07.000]  一節至六節
[00:12:07.000 --> 00:12:09.000]  就是耶穌被判刑受死的時期
[00:12:09.000 --> 00:12:11.000]  的一幕前奏
[00:12:11.000 --> 00:12:13.000]  這個前奏
[00:12:13.000 --> 00:12:15.000]  今天我們會問
[00:12:15.000 --> 00:12:17.000]  為什麼這群人會整死耶穌呢
[00:12:17.000 --> 00:12:19.000]  同樣我們會問
[00:12:19.000 --> 00:12:21.000]  為什麼今天有這麼多的統治者
[00:12:21.000 --> 00:12:23.000]  或者這麼多人
[00:12:23.000 --> 00:12:25.000]  會這麼壓逼
[00:12:25.000 --> 00:12:27.000]  去壓迫耶穌基督的教會呢
[00:12:27.000 --> 00:12:29.000]  耶穌自己說過
[00:12:29.000 --> 00:12:31.000]  在馬大夫音第十章二十四節
[00:12:31.000 --> 00:12:33.000]  說
[00:12:33.000 --> 00:12:35.000]  學生不能高於先生
[00:12:35.000 --> 00:12:37.000]  暴人不能高於主人
[00:12:37.000 --> 00:12:39.000]  學生和先生一樣也就罷了
[00:12:39.000 --> 00:12:41.000]  如果
[00:12:41.000 --> 00:12:43.000]  人們會說耶穌是鬼王
[00:12:43.000 --> 00:12:45.000]  別西卜
[00:12:45.000 --> 00:12:47.000]  何況他的學生
[00:12:47.000 --> 00:12:49.000]  他的門徒呢
[00:12:49.000 --> 00:12:51.000]  然後耶穌跟著說
[00:12:51.000 --> 00:12:53.000]  哪能殺身體
[00:12:53.000 --> 00:12:55.000]  哪能殺靈魂
[00:12:55.000 --> 00:12:57.000]  你不要怕他們
[00:12:57.000 --> 00:12:59.000]  唯有哪能將你的身體和靈魂都滅在地獄里
[00:12:59.000 --> 00:13:01.000]  正要怕他
[00:13:01.000 --> 00:13:03.000]  今天我想到的是
[00:13:03.000 --> 00:13:05.000]  誰能將我們的身體和靈魂
[00:13:05.000 --> 00:13:07.000]  滅在地獄里呢
[00:13:07.000 --> 00:13:09.000]  我們的上帝
[00:13:09.000 --> 00:13:11.000]  我們的神
[00:13:11.000 --> 00:13:13.000]  但我們偏偏不去怕上帝
[00:13:13.000 --> 00:13:15.000]  我們怕其他的東西
[00:13:15.000 --> 00:13:17.000]  很多時候我們怕錯了對象
[00:13:17.000 --> 00:13:19.000]  但我們不怕上帝
[00:13:19.000 --> 00:13:21.000]  我喜歡黎歷
[00:13:21.000 --> 00:13:23.000]  我喜歡黎歷
[00:13:23.000 --> 00:13:25.000]  我喜歡黎歷
[00:13:25.000 --> 00:13:27.000]  我們以為自己有權利
[00:13:27.000 --> 00:13:29.000]  沒想到
[00:13:29.000 --> 00:13:31.000]  今天是誰能夠取得
[00:13:31.000 --> 00:13:33.000]  我們的生命和靈魂
[00:13:33.000 --> 00:13:35.000]  豈不是神
[00:13:35.000 --> 00:13:37.000]  為什麼不傳遞一個敬畏的心
[00:13:37.000 --> 00:13:39.000]  在教會里
[00:13:39.000 --> 00:13:41.000]  在信徒里
[00:13:41.000 --> 00:13:43.000]  其中一個最大的問題
[00:13:43.000 --> 00:13:45.000]  我們沒有了這個神態
[00:13:45.000 --> 00:13:47.000]  我們好像視之而目
[00:13:47.000 --> 00:13:49.000]  說
[00:13:49.000 --> 00:13:51.000]  昔日的猶太人
[00:13:51.000 --> 00:13:53.000]  是這樣的
[00:13:53.000 --> 00:13:55.000]  今天我們也是這樣
[00:13:55.000 --> 00:13:57.000]  或者我們看一段聖經
[00:13:57.000 --> 00:13:59.000]  為什麼人們會將耶穌基督置於死命
[00:13:59.000 --> 00:14:01.000]  我們看到四個原因
[00:14:01.000 --> 00:14:03.000]  第一個原因
[00:14:03.000 --> 00:14:05.000]  基督的死是人的恐懼
[00:14:05.000 --> 00:14:07.000]  恐懼是很有關係
[00:14:07.000 --> 00:14:09.000]  我們看第二節
[00:14:09.000 --> 00:14:11.000]  祭司長王文士想法指
[00:14:11.000 --> 00:14:13.000]  怎樣才能殺害耶穌
[00:14:13.000 --> 00:14:15.000]  是因為他們
[00:14:15.000 --> 00:14:17.000]  懼怕百姓
[00:14:17.000 --> 00:14:19.000]  懼怕百姓
[00:14:19.000 --> 00:14:21.000]  祭司和文士
[00:14:21.000 --> 00:14:23.000]  正好代表猶太人的權貴和領袖
[00:14:23.000 --> 00:14:25.000]  當羅馬人
[00:14:25.000 --> 00:14:27.000]  統治猶太人的時候
[00:14:27.000 --> 00:14:29.000]  他給很多猶太人一些權利
[00:14:29.000 --> 00:14:31.000]  給他們一些權利
[00:14:31.000 --> 00:14:33.000]  給他們相當的地位
[00:14:33.000 --> 00:14:35.000]  而祭司和文士
[00:14:35.000 --> 00:14:37.000]  就是那時候擁有權力的人
[00:14:37.000 --> 00:14:39.000]  但是他們的特色是什麼
[00:14:39.000 --> 00:14:41.000]  就是懼怕
[00:14:41.000 --> 00:14:43.000]  懼怕
[00:14:43.000 --> 00:14:45.000]  懼怕什麼
[00:14:45.000 --> 00:14:47.000]  懼怕他們失去了他們的地位
[00:14:47.000 --> 00:14:49.000]  懼怕失去了他們的權力
[00:14:49.000 --> 00:14:53.000]  懼怕
[00:14:53.000 --> 00:14:55.000]  透過耶穌
[00:14:55.000 --> 00:14:57.000]  將他們的權力拿走了
[00:14:57.000 --> 00:14:59.000]  耶穌透過百姓
[00:14:59.000 --> 00:15:01.000]  將他們的權位完全奪去了
[00:15:01.000 --> 00:15:03.000]  換句話說
[00:15:03.000 --> 00:15:05.000]  我們怕他失去他所擁有一切
[00:15:05.000 --> 00:15:07.000]  我們看不僅是這些文書和法理菜人
[00:15:07.000 --> 00:15:09.000]  我們看希律也是
[00:15:09.000 --> 00:15:11.000]  希律當時是做一個土王
[00:15:11.000 --> 00:15:13.000]  但耶穌出世的時候
[00:15:13.000 --> 00:15:15.000]  他就知道
[00:15:15.000 --> 00:15:17.000]  哇 尼賽亞來到了
[00:15:17.000 --> 00:15:19.000]  他就問那些文士
[00:15:19.000 --> 00:15:21.000]  問那些基督學家
[00:15:21.000 --> 00:15:23.000]  尼賽亞說了哪兒
[00:15:23.000 --> 00:15:25.000]  那些基督學家說
[00:15:25.000 --> 00:15:27.000]  巴黎肯
[00:15:27.000 --> 00:15:29.000]  希律就害怕了
[00:15:29.000 --> 00:15:31.000]  希律最出名的一件事
[00:15:31.000 --> 00:15:33.000]  就是恐懼
[00:15:33.000 --> 00:15:35.000]  一生活在一個恐懼當中
[00:15:35.000 --> 00:15:37.000]  所以當時
[00:15:37.000 --> 00:15:39.000]  這個羅馬的皇帝就說過一句話
[00:15:39.000 --> 00:15:41.000]  做希律的狗
[00:15:41.000 --> 00:15:43.000]  比做希律的子女好
[00:15:43.000 --> 00:15:45.000]  因為希律
[00:15:45.000 --> 00:15:47.000]  曾經殺死他太太
[00:15:47.000 --> 00:15:49.000]  和三個兒子
[00:15:49.000 --> 00:15:51.000]  因為怕他太太和兒子奪權
[00:15:51.000 --> 00:15:53.000]  所以就將他們殺死
[00:15:53.000 --> 00:15:55.000]  所以羅馬的皇帝就說
[00:15:55.000 --> 00:15:57.000]  很諷刺地說
[00:15:57.000 --> 00:15:59.000]  希律
[00:15:59.000 --> 00:16:01.000]  做狗比做兒子好
[00:16:01.000 --> 00:16:03.000]  因為希臘文的狗和兒子
[00:16:03.000 --> 00:16:05.000]  Cleos的字音幾乎相似
[00:16:05.000 --> 00:16:09.000]  希律沒有安全感
[00:16:09.000 --> 00:16:11.000]  希律不知道
[00:16:11.000 --> 00:16:13.000]  自己
[00:16:13.000 --> 00:16:15.000]  最大的問題就是
[00:16:15.000 --> 00:16:17.000]  活在一個恐懼當中
[00:16:17.000 --> 00:16:19.000]  在這個恐懼
[00:16:19.000 --> 00:16:21.000]  就起了殺機
[00:16:21.000 --> 00:16:23.000]  於是他就下令所有
[00:16:23.000 --> 00:16:25.000]  巴黎肯兩歲以下的小孩
[00:16:25.000 --> 00:16:27.000]  男孩全部殺了
[00:16:27.000 --> 00:16:29.000]  是恐懼
[00:16:29.000 --> 00:16:31.000]  今天有多少
[00:16:31.000 --> 00:16:33.000]  所謂有權位的人
[00:16:33.000 --> 00:16:35.000]  起不來活在一個恐懼當中
[00:16:37.000 --> 00:16:39.000]  我想有兩三年前
[00:16:39.000 --> 00:16:41.000]  因為香港很有錢的李嘉誠
[00:16:41.000 --> 00:16:43.000]  李嘉誠在大埔建了一個大佛像
[00:16:43.000 --> 00:16:45.000]  和很多地下室
[00:16:45.000 --> 00:16:47.000]  因為官司和判頭有爭拗
[00:16:47.000 --> 00:16:49.000]  有些錢沒有給判頭告他
[00:16:49.000 --> 00:16:51.000]  所以就讓了這件事出來
[00:16:51.000 --> 00:16:53.000]  這件事讓出來的時候
[00:16:53.000 --> 00:16:55.000]  原來
[00:16:55.000 --> 00:16:57.000]  李嘉誠是一個
[00:16:57.000 --> 00:16:59.000]  很有錢的人
[00:16:59.000 --> 00:17:01.000]  他有很多錢
[00:17:01.000 --> 00:17:03.000]  他有很多錢
[00:17:03.000 --> 00:17:05.000]  他有很多錢
[00:17:05.000 --> 00:17:07.000]  所以就讓了這件事出來
[00:17:07.000 --> 00:17:09.000]  原來李嘉誠在一個很大的密室
[00:17:09.000 --> 00:17:11.000]  是防炸彈的
[00:17:11.000 --> 00:17:13.000]  是防炸彈的
[00:17:13.000 --> 00:17:15.000]  密室裡面炸彈都炸不倒
[00:17:15.000 --> 00:17:17.000]  我想想
[00:17:17.000 --> 00:17:19.000]  死了撞在那裡都不用拿炸彈
[00:17:19.000 --> 00:17:21.000]  會在一個恐懼當中
[00:17:21.000 --> 00:17:23.000]  會在一個恐懼當中
[00:17:23.000 --> 00:17:25.000]  今天有很多人會在一個恐懼當中
[00:17:25.000 --> 00:17:27.000]  他自己都不知道
[00:17:27.000 --> 00:17:29.000]  經文就告訴你
[00:17:29.000 --> 00:17:31.000]  為什麼這幫人想害耶穌
[00:17:31.000 --> 00:17:33.000]  是因為他們懼怕百姓
[00:17:33.000 --> 00:17:35.000]  究竟
[00:17:35.000 --> 00:17:37.000]  於是我就會問
[00:17:37.000 --> 00:17:39.000]  究竟他們怕百姓還是怕耶穌
[00:17:39.000 --> 00:17:41.000]  怕百姓就是怕百姓
[00:17:41.000 --> 00:17:43.000]  為什麼會殺耶穌
[00:17:43.000 --> 00:17:45.000]  為什麼他懼怕百姓就殺耶穌
[00:17:45.000 --> 00:17:47.000]  第一節就告訴你答案
[00:17:47.000 --> 00:17:49.000]  第一節就告訴你答案
