
[00:00:00.000 --> 00:00:05.680]  各位嘉南道真堂的弟兄姊妹早安
[00:02:37.920 --> 00:02:39.920]  甚至很多情況下
[00:02:39.920 --> 00:02:42.480]  基督徒都會面對碰到的問題
[00:02:42.480 --> 00:02:47.120]  就是拜過菩薩、拜過偶像的食物
[00:02:47.120 --> 00:02:49.120]  我們可不可以吃呢?
[00:02:49.120 --> 00:02:51.120]  基督徒應不應該吃呢?
[00:02:51.120 --> 00:02:53.120]  如果應該不應該
[00:02:53.120 --> 00:02:55.760]  後面的理據、聖經教徒怎樣呢?
[00:02:55.760 --> 00:02:57.760]  我記得很小的時候
[00:02:57.760 --> 00:03:01.200]  我已經和當時教會的導師提出這個問題
[00:03:01.200 --> 00:03:05.680]  他就和我翻開了哥林多前書第八章
[00:03:05.680 --> 00:03:07.680]  不過他只是和我看標題
[00:03:07.680 --> 00:03:11.280]  當時和本的舊版本的標題
[00:03:11.280 --> 00:03:14.320]  就寫著「禁吃製偶像之物」
[00:03:14.320 --> 00:03:16.320]  這個標題
[00:03:16.320 --> 00:03:18.320]  他沒有和我看內文
[00:03:18.320 --> 00:03:20.320]  不過看了標題就很清楚
[00:03:20.320 --> 00:03:22.320]  「禁吃製偶像之物」
[00:03:22.320 --> 00:03:24.320]  就是不要吃了
[00:03:24.320 --> 00:03:26.320]  但後來我認識聖經多了
[00:03:26.320 --> 00:03:28.320]  我就發現這句說話
[00:03:28.320 --> 00:03:30.320]  「禁吃製偶像之物」
[00:03:30.320 --> 00:03:32.320]  在經文內文是沒有的
[00:03:32.320 --> 00:03:36.320]  你知道標題後來都是方便我們讀的時間
[00:03:36.320 --> 00:03:38.320]  後人加上去
[00:03:38.320 --> 00:03:40.320]  並非是上帝啟示的一部分
[00:03:40.320 --> 00:03:42.320]  雖然很多時候都很有用
[00:03:42.320 --> 00:03:44.320]  不過有時候的確不是很準確
[00:03:44.320 --> 00:03:50.320]  經文的確沒有直接說「禁吃製偶像之物」
[00:03:50.320 --> 00:03:52.320]  然後你再研究聖經的時候
[00:03:52.320 --> 00:03:56.320]  你會發現哥林多前書總共有16章
[00:03:56.320 --> 00:04:01.320]  基本上是保羅針對當時教會發生的問題
[00:04:01.320 --> 00:04:03.320]  可能他們問或者保羅觀察到
[00:04:03.320 --> 00:04:05.320]  有些人告訴他
[00:04:05.320 --> 00:04:08.320]  然後就對哥林多教會作出的教導
[00:04:08.320 --> 00:04:10.320]  所以分段是相當清楚的
[00:04:10.320 --> 00:04:14.320]  例如一到四章是分黨結派的問題
[00:04:14.320 --> 00:04:19.320]  第五章是教會中有人娶了繼母為妻
[00:04:19.320 --> 00:04:21.320]  一個很嚴重的道德問題
[00:04:21.320 --> 00:04:23.320]  第六章是他們彼此有爭論
[00:04:23.320 --> 00:04:26.320]  有法律的訴訟
[00:04:26.320 --> 00:04:28.320]  去到不信的人面前
[00:04:28.320 --> 00:04:30.320]  保羅對他們的教導
[00:04:30.320 --> 00:04:32.320]  第七章是關於守童生
[00:04:32.320 --> 00:04:35.320]  究竟結婚不結婚的問題
[00:04:35.320 --> 00:04:38.320]  然後到第十一章開始
[00:04:38.320 --> 00:04:41.320]  到第十四章一個長的段落
[00:04:41.320 --> 00:04:44.320]  教會的恩賜崇拜秩序的問題
[00:04:44.320 --> 00:04:47.320]  十五章是復活的問題等等
[00:04:47.320 --> 00:04:51.320]  你會看到無論在教義上或道德上
[00:04:51.320 --> 00:04:53.320]  例如娶繼母為妻
[00:04:53.320 --> 00:04:55.320]  大家爭論到要去法庭見
[00:04:55.320 --> 00:04:57.320]  然後復活的問題
[00:04:57.320 --> 00:04:59.320]  這些都是很大的問題
[00:04:59.320 --> 00:05:02.320]  或者是婦女的角色、性餐的問題
[00:05:02.320 --> 00:05:04.320]  這些都是很爭議性的
[00:05:04.320 --> 00:05:06.320]  或者是靈恩的問題
[00:05:06.320 --> 00:05:09.320]  很爭議性的聖經教導教義的問題
[00:05:09.320 --> 00:05:12.320]  相對於這裡我們所說的
[00:05:12.320 --> 00:05:15.320]  食祭偶像之物
[00:05:15.320 --> 00:05:18.320]  其實這個問題
[00:05:18.320 --> 00:05:21.320]  吃不吃好像很簡單的問題
[00:05:21.320 --> 00:05:26.320]  但你想不到保羅竟然用了第八、第九、第十三章的聖經
[00:05:26.320 --> 00:05:28.320]  去回答這個問題
[00:05:28.320 --> 00:05:32.320]  這個問題本身不是單單吃不吃
[00:05:32.320 --> 00:05:35.320]  好像yes和no這麼簡單的回答問題
[00:05:35.320 --> 00:05:40.320]  背後牽涉到更多複雜的原則上
[00:05:40.320 --> 00:05:43.320]  甚至是真理上的問題是需要考慮的
[00:05:43.320 --> 00:05:50.320]  這篇經文我們可以分為兩大段落
[00:05:50.320 --> 00:05:55.320]  哥倫多時書第八章一到六節是第一個段落
[00:05:55.320 --> 00:05:57.320]  這裡可以再分細的兩個部分
[00:05:57.320 --> 00:06:00.320]  不過整個大段落是一到六節
[00:06:00.320 --> 00:06:04.320]  第二部分是第七到第三節
[00:06:04.320 --> 00:06:07.320]  不過如果要完整看完整個討論
[00:06:07.320 --> 00:06:09.320]  應該要看完第九章和第十章
[00:06:09.320 --> 00:06:11.320]  因此今天我講到的一部分裏面
[00:06:11.320 --> 00:06:17.320]  我會引用第十章的說話補充今天的講論
[00:06:17.320 --> 00:06:20.320]  剛才我提過
[00:06:20.320 --> 00:06:24.320]  基督徒可不可以吃祭偶像的食物呢?
[00:06:24.320 --> 00:06:27.320]  這個問題我不知道在我們當中
[00:06:27.320 --> 00:06:30.320]  剛剛信主的或信了很久的
[00:06:30.320 --> 00:06:32.320]  或是家裏有未曾信主的朋友
[00:06:32.320 --> 00:06:35.320]  你會不會在現在過年這個時間
[00:06:35.320 --> 00:06:37.320]  你也碰見這個問題
[00:06:37.320 --> 00:06:38.320]  我不知道你如何處理
[00:06:38.320 --> 00:06:41.320]  我希望今天的訊息能夠對你有幫助
[00:06:41.320 --> 00:06:43.320]  剛才我提過這個問題
[00:06:43.320 --> 00:06:46.320]  不單單是吃不吃的問題
[00:06:46.320 --> 00:06:48.320]  原來吃不吃的問題
[00:06:48.320 --> 00:06:50.320]  我本來最引申的是
[00:06:50.320 --> 00:06:54.320]  究竟你用什麼立場
[00:06:54.320 --> 00:06:56.320]  用什麼原則
[00:06:56.320 --> 00:07:01.320]  這個原則立場是建基於你對真理的認識
[00:07:01.320 --> 00:07:04.320]  原來和你的認知有關係
[00:07:04.320 --> 00:07:06.320]  才決定你行動的
[00:07:06.320 --> 00:07:08.320]  很多問題都是這樣
[00:07:08.320 --> 00:07:10.320]  不過對於吃祭偶像的食物
[00:07:10.320 --> 00:07:12.320]  再深一層的層次
[00:07:12.320 --> 00:07:17.320]  就是就算你知道這件事的真理
[00:07:17.320 --> 00:07:19.320]  你很有立場
[00:07:19.320 --> 00:07:21.320]  不過你需不需要用你這個真理
[00:07:21.320 --> 00:07:23.320]  帶來給你的權利
[00:07:23.320 --> 00:07:27.320]  還是你願意放下你自己的自由呢?
[00:07:27.320 --> 00:07:31.320]  原來保羅將這個表面上
[00:07:31.320 --> 00:07:33.320]  吃不吃的討論
[00:07:33.320 --> 00:07:37.320]  再深層次是講到自由的問題
[00:07:37.320 --> 00:07:39.320]  因此我今天的講題就叫做
[00:07:39.320 --> 00:07:42.320]  自由和絆腳石
[00:07:42.320 --> 00:07:49.320]  誤用自由會變成了信仰上的絆腳石
[00:07:49.320 --> 00:07:52.320]  當時在保羅的時代
[00:07:52.320 --> 00:07:54.320]  在哥倫多這個大城市
[00:07:54.320 --> 00:07:56.320]  現在我們都在考古找到
[00:07:56.320 --> 00:07:58.320]  有很多廟宇
[00:07:58.320 --> 00:08:00.320]  大大小小的廟宇
[00:08:00.320 --> 00:08:02.320]  其實祭偶像的食物
[00:08:02.320 --> 00:08:04.320]  就不是今天
[00:08:04.320 --> 00:08:07.320]  也不單單是華人教會有的問題
[00:08:07.320 --> 00:08:09.320]  在保羅時代或古代的時代
[00:08:09.320 --> 00:08:11.320]  可能問題更加嚴重
[00:08:11.320 --> 00:08:13.320]  在保羅時代
[00:08:13.320 --> 00:08:15.320]  拜偶像的食物
[00:08:15.320 --> 00:08:18.320]  可以分為三種情況
[00:08:18.320 --> 00:08:22.320]  第一類是用來獻給偶像
[00:08:22.320 --> 00:08:24.320]  燒在祭壇上
[00:08:24.320 --> 00:08:27.320]  這可能跟我們的討論未必有關係
[00:08:27.320 --> 00:08:29.320]  因為燒了就不會說到
[00:08:29.320 --> 00:08:31.320]  我們可不可以吃的問題
[00:08:31.320 --> 00:08:33.320]  第二方面
[00:08:33.320 --> 00:08:37.320]  他們在祭偶像的廟宇
[00:08:37.320 --> 00:08:39.320]  拜偶像的廟宇裡
[00:08:39.320 --> 00:08:41.320]  有很多人去食用
[00:08:41.320 --> 00:08:43.320]  或很多人來獻祭
[00:08:43.320 --> 00:08:45.320]  帶了很多祭僧來
[00:08:45.320 --> 00:08:48.320]  他們的偶像廟的負責人
[00:08:48.320 --> 00:08:50.320]  或者叫祭師
[00:08:50.320 --> 00:08:52.320]  處理了之後
[00:08:52.320 --> 00:08:54.320]  就會一起吃
[00:08:54.320 --> 00:08:56.320]  有一點像我們現在香港
[00:08:56.320 --> 00:08:58.320]  去廟宇吃齋
[00:08:58.320 --> 00:09:00.320]  他們的做法就跟我們不同
[00:09:00.320 --> 00:09:02.320]  不是另外煮給他們吃
[00:09:02.320 --> 00:09:04.320]  是獻完祭有很多
[00:09:04.320 --> 00:09:06.320]  有些燒了
[00:09:06.320 --> 00:09:08.320]  但很大部分留下來
[00:09:08.320 --> 00:09:12.320]  這是廟宇裡一起吃的一個筵席
[00:09:12.320 --> 00:09:14.320]  第三部分
[00:09:14.320 --> 00:09:18.320]  由於大部分人當時都拜偶像
[00:09:18.320 --> 00:09:20.320]  所以很多人獻祭
[00:09:20.320 --> 00:09:22.320]  特別過時過節的時候
[00:09:22.320 --> 00:09:25.320]  所以無論在祭壇上燒
[00:09:25.320 --> 00:09:27.320]  或者廟宇吃
[00:09:27.320 --> 00:09:29.320]  都不會用完
[00:09:29.320 --> 00:09:31.320]  祭師當然也不能自己吃完
[00:09:31.320 --> 00:09:34.320]  所以就用來像夏蘭錢一樣
[00:09:34.320 --> 00:09:39.320]  把剩下的祭物去市場出售
[00:09:39.320 --> 00:09:41.320]  這三部分
[00:09:41.320 --> 00:09:43.320]  當然剛才也提過
[00:09:43.320 --> 00:09:45.320]  這三部分裡
[00:09:45.320 --> 00:09:47.320]  第一部分基本上不是我們今天討論的
[00:09:47.320 --> 00:09:50.320]  也不是臨前第八到第十章討論的問題
[00:09:50.320 --> 00:09:53.320]  因為那部分已經不是吃不吃的問題
[00:09:53.320 --> 00:09:54.320]  已經沒有了
[00:09:54.320 --> 00:09:58.320]  是廟宴和在街市上買回來
[00:09:58.320 --> 00:10:00.320]  然後在廟宇賣出來的食物
[00:10:00.320 --> 00:10:02.320]  我們可不可以吃呢
[00:10:02.320 --> 00:10:06.320]  我們今天主要討論第二和第三的處境
[00:10:06.320 --> 00:10:09.320]  我們先看看這段經文
[00:10:09.320 --> 00:10:10.320]  剛才提過
[00:10:10.320 --> 00:10:15.320]  哥倫多前書第八章一到六節是一個比較大的段落
[00:10:15.320 --> 00:10:19.320]  我們可以再分一到三節和四到六節
[00:10:19.320 --> 00:10:21.320]  我習慣都是順著經文看
[00:10:21.320 --> 00:10:24.320]  不過今天這個經文我有些不同的處理
[00:10:24.320 --> 00:10:29.320]  我們先看第四到第六節
[00:10:29.320 --> 00:10:31.320]  請我讀出這段經文
[00:10:31.320 --> 00:10:35.320]  關於吃過偶像的食物
[00:10:35.320 --> 00:10:38.320]  我們知道偶像在世上算不得什麼
[00:10:38.320 --> 00:10:42.320]  也知道上帝只有一位沒有別的
[00:10:42.320 --> 00:10:47.320]  雖然在天上或地上有許多所謂的神明
[00:10:47.320 --> 00:10:51.320]  就如他們中間有許多的神明許多的主
[00:10:51.320 --> 00:10:53.320]  但是我們只有一位上帝
[00:10:53.320 --> 00:10:56.320]  就是萬物都出於他
[00:10:56.320 --> 00:10:57.320]  我們也歸於他
[00:10:57.320 --> 00:10:59.320]  並只有一位主
[00:10:59.320 --> 00:11:03.320]  就是耶穌基督萬物都是藉著他有
[00:11:03.320 --> 00:11:07.320]  我們也是藉著他而有的
[00:11:07.320 --> 00:11:09.320]  保羅說到吃不吃
[00:11:09.320 --> 00:11:13.320]  剛才提過後面的理據的知識是什麼呢
[00:11:13.320 --> 00:11:17.320]  保羅在臨前第八章四到六節說
[00:11:17.320 --> 00:11:21.320]  其實牽涉到究竟偶像是否上帝
[00:11:21.320 --> 00:11:23.320]  是否真實的神明
[00:11:23.320 --> 00:11:32.320]  廟裡的菩薩是否真是和上帝存在的神明
[00:11:32.320 --> 00:11:34.320]  保羅說得很清楚
[00:11:34.320 --> 00:11:35.320]  只有一位上帝
[00:11:35.320 --> 00:11:38.320]  基督徒和其他信仰有很大的分別
[00:11:38.320 --> 00:11:41.320]  我們只認識一位上帝
[00:11:41.320 --> 00:11:43.320]  或只認識一位三而一的上帝
[00:11:43.320 --> 00:11:45.320]  並沒有其他神
[00:11:45.320 --> 00:11:46.320]  所以從這個角度來說
[00:11:46.320 --> 00:11:48.320]  其他的所謂拜偶像
[00:11:48.320 --> 00:11:51.320]  拜神的食物那些不是神
[00:11:51.320 --> 00:11:53.320]  既然他們不是神
[00:11:53.320 --> 00:11:55.320]  所以拜過偶像的
[00:11:55.320 --> 00:11:59.320]  保羅說偶像在世上算不得什麼
[00:11:59.320 --> 00:12:00.320]  可以這麼說
[00:12:00.320 --> 00:12:03.320]  偶像其實不存在
[00:12:03.320 --> 00:12:05.320]  因此拜過的食物
[00:12:05.320 --> 00:12:08.320]  其實向不存在的神明拜過
[00:12:08.320 --> 00:12:10.320]  從這個角度來說
[00:12:10.320 --> 00:12:11.320]  當然可以吃
[00:12:11.320 --> 00:12:12.320]  算不得什麼
[00:12:12.320 --> 00:12:14.320]  因為我們知道只有一位上帝
[00:12:14.320 --> 00:12:19.320]  很明顯看到這裡有一個對比
[00:12:19.320 --> 00:12:22.320]  對比就是保羅的教導
[00:12:22.320 --> 00:12:25.320]  第一偶像不算什麼
[00:12:25.320 --> 00:12:26.320]  第四節
[00:12:26.320 --> 00:12:28.320]  到第五節的時候
[00:12:28.320 --> 00:12:31.320]  偶像不是神不是主
[00:12:31.320 --> 00:12:33.320]  所以到第六節的時候
[00:12:33.320 --> 00:12:35.320]  只有一位真神
[00:12:35.320 --> 00:12:36.320]  和只有一位主
[00:12:36.320 --> 00:12:37.320]  就是聖子
[00:12:37.320 --> 00:12:38.320]  在第六節
[00:12:38.320 --> 00:12:39.320]  很清楚的
[00:12:39.320 --> 00:12:41.320]  先是立論第四節
[00:12:41.320 --> 00:12:43.320]  偶像算不得什麼
[00:12:43.320 --> 00:12:44.320]  然後原因
[00:12:44.320 --> 00:12:45.320]  因為他們不是神
[00:12:45.320 --> 00:12:46.320]  正面來說
[00:12:46.320 --> 00:12:47.320]  只有一位上帝
[00:12:47.320 --> 00:12:52.320]  這裡可以說是面對整個世偶像之物的問題
[00:12:52.320 --> 00:12:55.320]  一個很重要的原則
[00:12:55.320 --> 00:12:56.320]  基礎
[00:12:56.320 --> 00:12:57.320]  保羅沒有說
[00:12:57.320 --> 00:12:58.320]  因為你吃不吃
[00:12:58.320 --> 00:13:01.320]  就好像將原則不說
[00:13:01.320 --> 00:13:02.320]  要說清楚聖經怎麼說
[00:13:02.320 --> 00:13:04.320]  然後我們說怎麼應用
[00:13:04.320 --> 00:13:06.320]  所以聖經的真理
[00:13:06.320 --> 00:13:08.320]  知識是重要的
[00:13:08.320 --> 00:13:10.320]  很容易將我們經文讀的時間
[00:13:10.320 --> 00:13:13.320]  因為要放下自由
[00:13:13.320 --> 00:13:15.320]  就算我們知識要放下自由
[00:13:15.320 --> 00:13:16.320]  是整個經文的重點
[00:13:16.320 --> 00:13:19.320]  我們忽略了一個很重要的前設
[00:13:19.320 --> 00:13:21.320]  知識是好的
[00:13:21.320 --> 00:13:23.320]  明白聖經是好的
[00:13:23.320 --> 00:13:26.320]  或者聖經的真理要認識的
[00:13:26.320 --> 00:13:27.320]  神學是要認識的
[00:13:27.320 --> 00:13:32.320]  這方面保羅並沒有在這裡貶低了重要性
[00:13:32.320 --> 00:13:33.320]  所以我開玩笑地說
[00:13:33.320 --> 00:13:35.320]  希望你能夠好好地上學
[00:13:35.320 --> 00:13:37.320]  或者去播放到神學院裡面
[00:13:37.320 --> 00:13:38.320]  修讀一些課程
[00:13:38.320 --> 00:13:42.320]  千萬不要認為說這麼多幹嘛
[00:13:42.320 --> 00:13:43.320]  爭論來爭論去
[00:13:43.320 --> 00:13:44.320]  不關我的事
[00:13:44.320 --> 00:13:45.320]  總之你告訴我答案就行
[00:13:45.320 --> 00:13:46.320]  或者不認識就行
[00:13:46.320 --> 00:13:50.320]  這是一個非常不負責任的態度
[00:13:50.320 --> 00:13:53.320]  要明白背後的原因是什麼
[00:13:53.320 --> 00:13:55.320]  不要將聖經的教導
[00:13:55.320 --> 00:13:57.320]  變成了律法
[00:13:57.320 --> 00:13:58.320]  行或者不行
[00:13:58.320 --> 00:14:00.320]  甚至變成了我根本不理
[00:14:00.320 --> 00:14:03.320]  總之我做我做的事
[00:14:03.320 --> 00:14:04.320]  一定要知道
[00:14:04.320 --> 00:14:06.320]  究竟聖經在這方面的教導
[00:14:06.320 --> 00:14:07.320]  真是什麼
[00:14:07.320 --> 00:14:10.320]  當我們看完這一段之後
[00:14:10.320 --> 00:14:12.320]  我們再跳到下面那段
[00:14:12.320 --> 00:14:16.320]  就是第七到第十三節比較大的段落
[00:14:16.320 --> 00:14:19.320]  請聽我們讀出第七節
[00:14:19.320 --> 00:14:22.320]  何時不是人人都有這知識
[00:14:22.320 --> 00:14:23.320]  你看到保羅說完之後
[00:14:23.320 --> 00:14:24.320]  馬上回到主題
[00:14:24.320 --> 00:14:26.320]  不是所有弟兄姊妹
[00:14:26.320 --> 00:14:29.320]  可能對這方面都認識這麼清楚
[00:14:29.320 --> 00:14:33.320]  有人到現在因拜慣了偶像
[00:14:33.320 --> 00:14:37.320]  仍以為所吃的是祭過偶像的食物
[00:14:37.320 --> 00:14:41.320]  既然他們的良心軟弱也就污穢了
[00:14:41.320 --> 00:14:45.320]  保羅好像很奇怪
[00:14:45.320 --> 00:14:47.320]  偶像算什麼
[00:14:47.320 --> 00:14:49.320]  在前面的經文說
[00:14:49.320 --> 00:14:50.320]  但現在他說
[00:14:50.320 --> 00:14:52.320]  有些人拜慣了
[00:14:52.320 --> 00:14:54.320]  如果我們只停在這裡
[00:14:54.320 --> 00:14:56.320]  我們可能會估計保羅會說
[00:14:56.320 --> 00:14:57.320]  拜慣了就教他
[00:14:57.320 --> 00:14:58.320]  教到他適合為止
[00:14:58.320 --> 00:15:01.320]  很多時候我們強調真理的人
[00:15:01.320 --> 00:15:03.320]  我們會從這個角度說
[00:15:03.320 --> 00:15:07.320]  這個滿有知識
[00:15:07.320 --> 00:15:09.320]  堅持真理的仕途
[00:15:09.320 --> 00:15:11.320]  出乎意料之外
[00:15:11.320 --> 00:15:13.320]  他說你看看那些人
[00:15:13.320 --> 00:15:15.320]  軟弱的
[00:15:15.320 --> 00:15:17.320]  以前拜慣了
[00:15:17.320 --> 00:15:19.320]  見到偶像
[00:15:19.320 --> 00:15:21.320]  見到拜過偶像的食物
[00:15:21.320 --> 00:15:23.320]  他們信心會軟弱
[00:15:23.320 --> 00:15:26.320]  因為你這樣做
[00:15:26.320 --> 00:15:28.320]  因為你的行為
[00:15:28.320 --> 00:15:30.320]  在信仰上
[00:15:30.320 --> 00:15:32.320]  會因為這個原因受污穢
[00:15:32.320 --> 00:15:33.320]  什麼意思呢
[00:15:33.320 --> 00:15:35.320]  下面再解釋
[00:15:35.320 --> 00:15:39.320]  食物不能使我們更接近上帝
[00:15:39.320 --> 00:15:41.320]  不要認為我有知識
[00:15:41.320 --> 00:15:43.320]  所以吃或不吃
[00:15:43.320 --> 00:15:45.320]  就令我靈性好些
[00:15:45.320 --> 00:15:46.320]  不是
[00:15:46.320 --> 00:15:49.320]  因為我們不吃也無損
[00:15:49.320 --> 00:15:51.320]  吃也無益
[00:15:51.320 --> 00:15:53.320]  其實問題不是吃不吃的問題
[00:15:53.320 --> 00:15:55.320]  是整個態度的問題
[00:15:55.320 --> 00:15:56.320]  我再說一次
[00:15:56.320 --> 00:15:59.320]  最後不是行動本身的問題
[00:15:59.320 --> 00:16:02.320]  是行動所表達出來的
[00:16:02.320 --> 00:16:05.320]  那種內心態度的問題
[00:16:05.320 --> 00:16:07.320]  第九節說
[00:16:07.320 --> 00:16:09.320]  可使你們要謹慎
[00:16:09.320 --> 00:16:11.320]  免得你們這自由
[00:16:11.320 --> 00:16:14.320]  竟成了軟弱人的絆腳石
[00:16:14.320 --> 00:16:16.320]  我有知識
[00:16:16.320 --> 00:16:18.320]  我知道偶像算得了什麼
[00:16:18.320 --> 00:16:20.320]  我自己也沒有良心的指控
[00:16:20.320 --> 00:16:22.320]  我就照吃
[00:16:22.320 --> 00:16:24.320]  但我沒有理會其他人的感受
[00:16:24.320 --> 00:16:27.320]  這就是我運用自由
[00:16:27.320 --> 00:16:30.320]  使其他人將我的自由
[00:16:30.320 --> 00:16:32.320]  變成了絆腳石
[00:16:32.320 --> 00:16:34.320]  他的信仰
[00:16:34.320 --> 00:16:36.320]  甚至他和上帝的關係
[00:16:36.320 --> 00:16:37.320]  他會絆腳石
[00:16:37.320 --> 00:16:39.320]  阿普羅再說清楚一點
[00:16:39.320 --> 00:16:40.320]  第十節
[00:16:40.320 --> 00:16:42.320]  在什麼情況下會成為絆腳石呢
[00:16:42.320 --> 00:16:45.320]  他說有人見你有者知識
[00:16:45.320 --> 00:16:47.320]  在偶像的廟裡坐直
[00:16:47.320 --> 00:16:49.320]  就是我剛才所說的廟宴
[00:16:49.320 --> 00:16:51.320]  在廟裡偶像算得了什麼
[00:16:51.320 --> 00:16:52.320]  就去吧
[00:16:52.320 --> 00:16:54.320]  當一個社會聚會
[00:16:54.320 --> 00:16:58.320]  當一個集俗
[00:16:58.320 --> 00:17:02.320]  當一個過時過節的時間
[00:17:02.320 --> 00:17:05.320]  和大家高興一下
[00:17:05.320 --> 00:17:09.320]  去偶像的廟裡參加廟宴
[00:17:09.320 --> 00:17:11.320]  吃祭物
[00:17:11.320 --> 00:17:13.320]  普羅說
[00:17:13.320 --> 00:17:15.320]  而這人的良心是軟弱的
[00:17:15.320 --> 00:17:16.320]  有人見到你
[00:17:16.320 --> 00:17:18.320]  他剛剛信耶穌
[00:17:18.320 --> 00:17:20.320]  或者他在教會裡
[00:17:20.320 --> 00:17:22.320]  可能不是最領袖的人
[00:17:22.320 --> 00:17:24.320]  見到一些比他更知心的
[00:17:24.320 --> 00:17:25.320]  更有認識的
[00:17:25.320 --> 00:17:27.320]  更明白聖經的
[00:17:27.320 --> 00:17:28.320]  在廟裡吃
[00:17:28.320 --> 00:17:29.320]  他會怎樣呢
[00:17:29.320 --> 00:17:34.320]  他豈不放膽吃那祭偶像的食物
[00:17:34.320 --> 00:17:35.320]  他就會跟著
[00:17:35.320 --> 00:17:36.320]  你都做得了
[00:17:36.320 --> 00:17:37.320]  我又做了
[00:17:37.320 --> 00:17:38.320]  然後
[00:17:38.320 --> 00:17:39.320]  十一節
[00:17:39.320 --> 00:17:42.320]  因此基督為他死的那軟弱弟兄
[00:17:42.320 --> 00:17:44.320]  也就因你的知識沉淪了
[00:17:44.320 --> 00:17:45.320]  換言之
[00:17:45.320 --> 00:17:47.320]  原來無所謂的
[00:17:47.320 --> 00:17:49.320]  在廟裡吃無所謂
[00:17:49.320 --> 00:17:50.320]  哦 其實
[00:17:50.320 --> 00:17:52.320]  原來信耶穌之後
[00:17:52.320 --> 00:17:53.320]  其實其他偶像
[00:17:53.320 --> 00:17:55.320]  都可以接納的
[00:17:55.320 --> 00:17:58.320]  甚至多拜一個神都沒有問題的
[00:17:58.320 --> 00:18:00.320]  這個就是走向沉淪
[00:18:00.320 --> 00:18:03.320]  因為沒有把神當作真神
[00:18:03.320 --> 00:18:07.320]  把耶穌基督看成是其他偶像一樣的位置
[00:18:07.320 --> 00:18:08.320]  起始點
[00:18:08.320 --> 00:18:10.320]  就是因為他見到
[00:18:10.320 --> 00:18:12.320]  有人比他更加知心
[00:18:12.320 --> 00:18:14.320]  有真理的認識的
[00:18:14.320 --> 00:18:16.320]  久一點的基督徒
[00:18:16.320 --> 00:18:17.320]  他都這樣做
[00:18:17.320 --> 00:18:18.320]  跟著這樣做
[00:18:18.320 --> 00:18:19.320]  普羅的結論
[00:18:19.320 --> 00:18:20.320]  第十二節
[00:18:20.320 --> 00:18:22.320]  你們這樣得罪弟兄
