
[00:00:00.000 --> 00:00:05.400]  各位電影主播 各位朋友 你們好
[00:09:45.600 --> 00:09:47.600]  也可以稱為邪惡的世代
[00:09:47.600 --> 00:09:50.600]  另一個就是光明的世代
[00:09:50.600 --> 00:09:52.600]  也就是將來的世代
[00:09:52.600 --> 00:09:55.600]  這兩個世代交接期間
[00:09:55.600 --> 00:09:57.600]  就是一個非常時期
[00:09:57.600 --> 00:09:59.600]  而這個時期就是耶穌所說的
[00:09:59.600 --> 00:10:01.600]  那小時
[00:10:01.600 --> 00:10:03.600]  那一日
[00:10:03.600 --> 00:10:04.600]  在這一段時間
[00:10:04.600 --> 00:10:07.600]  就是指耶穌從受死到復活升天
[00:10:07.600 --> 00:10:11.600]  直至主再來這一段時間
[00:10:11.600 --> 00:10:15.600]  就是耶穌第一次來和第二次來之間
[00:10:15.600 --> 00:10:17.600]  這一段時間
[00:10:17.600 --> 00:10:21.600]  就是耶穌所說的那一段時間
[00:10:21.600 --> 00:10:23.600]  是一個非常時期
[00:10:23.600 --> 00:10:27.600]  一方面邪惡的世代仍然存在
[00:10:27.600 --> 00:10:28.600]  但另一方面
[00:10:28.600 --> 00:10:31.600]  光明的時期也開始
[00:10:31.600 --> 00:10:32.600]  神學家就稱為
[00:10:32.600 --> 00:10:34.600]  Already but not yet
[00:10:34.600 --> 00:10:36.600]  的非常時期
[00:10:36.600 --> 00:10:38.600]  這個時期的特色
[00:10:38.600 --> 00:10:41.600]  Already已經有盼望有光明在我們裏面
[00:10:41.600 --> 00:10:43.600]  但同時還有Not yet方面
[00:10:43.600 --> 00:10:46.600]  仍然有痛苦仍然有邪惡
[00:10:46.600 --> 00:10:48.600]  但在這個時期
[00:10:48.600 --> 00:10:50.600]  有另一個特色
[00:10:50.600 --> 00:10:51.600]  這個特色就是
[00:10:51.600 --> 00:10:54.600]  耶穌已經成就了救恩
[00:10:54.600 --> 00:10:56.600]  他已經死而復活
[00:10:56.600 --> 00:10:58.600]  聖靈又降臨在我們裏面
[00:10:58.600 --> 00:11:00.600]  聖靈教導我們去明白真理
[00:11:00.600 --> 00:11:02.600]  進入真理
[00:11:02.600 --> 00:11:04.600]  並且為我們禱告
[00:11:04.600 --> 00:11:05.600]  所以到那一天
[00:11:05.600 --> 00:11:07.600]  是指那一段時間
[00:11:07.600 --> 00:11:10.600]  那到那一天有什麼特色呢?
[00:11:10.600 --> 00:11:11.600]  耶穌就說
[00:11:11.600 --> 00:11:14.600]  我心想我不再用比喻對你們說
[00:11:14.600 --> 00:11:17.600]  要將父明明地告訴你們
[00:11:17.600 --> 00:11:18.600]  這是什麼意思呢?
[00:11:18.600 --> 00:11:21.600]  首先我要看看比喻這個字
[00:11:21.600 --> 00:11:23.600]  Paramea
[00:11:23.600 --> 00:11:26.600]  這個字是由兩個希臘文組成
[00:11:26.600 --> 00:11:27.600]  一個叫Para
[00:11:27.600 --> 00:11:30.600]  Para就是並列同行
[00:11:30.600 --> 00:11:32.600]  Alongside的意思
[00:11:32.600 --> 00:11:33.600]  另一個是Amox
[00:11:33.600 --> 00:11:36.600]  Amox就是路、道
[00:11:36.600 --> 00:11:39.600]  兩個字湊在一起就是排列之道
[00:11:39.600 --> 00:11:42.600]  意思是比喻、比方、真言
[00:11:42.600 --> 00:11:45.600]  通常這些比喻是比較隱晦一點的
[00:11:45.600 --> 00:11:47.600]  是比較深奧一點的
[00:11:47.600 --> 00:11:49.600]  是比較難明一點的
[00:11:49.600 --> 00:11:51.600]  這個字的相反詞就是明明
[00:11:51.600 --> 00:11:54.600]  希臘文叫Paraisea
[00:11:54.600 --> 00:11:56.600]  是直言的、坦言的
[00:11:56.600 --> 00:11:58.600]  比較容易明白的
[00:11:58.600 --> 00:12:00.600]  或者你覺得奇怪
[00:12:00.600 --> 00:12:03.600]  為什麼耶穌先前
[00:12:03.600 --> 00:12:06.600]  是用難明的言語
[00:12:06.600 --> 00:12:07.600]  難明的方法
[00:12:07.600 --> 00:12:08.600]  就是比喻
[00:12:08.600 --> 00:12:11.600]  現在我坦白說
[00:12:11.600 --> 00:12:13.600]  說到明
[00:12:13.600 --> 00:12:17.600]  其實明明是有兩個因素的
[00:12:17.600 --> 00:12:20.600]  第一個是說者的問題
[00:12:20.600 --> 00:12:22.600]  說不明白
[00:12:22.600 --> 00:12:23.600]  我說什麼都不明白
[00:12:23.600 --> 00:12:24.600]  我嘴巴頓一點
[00:12:24.600 --> 00:12:26.600]  我說什麼你們都不明白
[00:12:26.600 --> 00:12:28.600]  我說什麼我自己都不明白
[00:12:28.600 --> 00:12:30.600]  很多時候不懂說
[00:12:30.600 --> 00:12:33.600]  一個不是說者的問題
[00:12:33.600 --> 00:12:35.600]  是聽者的問題
[00:12:35.600 --> 00:12:36.600]  就像中國人所謂
[00:12:36.600 --> 00:12:37.600]  牛皮燈籠
[00:12:37.600 --> 00:12:40.600]  怎麼說都不明白
[00:12:40.600 --> 00:12:42.600]  不是因為說者無能
[00:12:42.600 --> 00:12:44.600]  而是聽者無心
[00:12:44.600 --> 00:12:46.600]  而耶穌所說的
[00:12:46.600 --> 00:12:48.600]  就是屬於後者
[00:12:48.600 --> 00:12:49.600]  不是說者的問題
[00:12:49.600 --> 00:12:51.600]  而是聽者的問題
[00:12:51.600 --> 00:12:52.600]  可以看到
[00:12:52.600 --> 00:12:54.600]  我們首先看看
[00:12:54.600 --> 00:12:57.600]  「時候將到,我不再用比喻對你們說。」
[00:12:57.600 --> 00:13:00.600]  事實上這是耶穌最後的教訓
[00:13:00.600 --> 00:13:02.600]  除非耶穌
[00:13:02.600 --> 00:13:04.600]  在復活之後的教導
[00:13:04.600 --> 00:13:05.600]  不需要用比喻
[00:13:05.600 --> 00:13:06.600]  但這是不可能的
[00:13:06.600 --> 00:13:07.600]  因為29節佛陀說
[00:13:07.600 --> 00:13:10.600]  「如今你是明說,並不用比喻了。」
[00:13:10.600 --> 00:13:11.600]  換句話說
[00:13:11.600 --> 00:13:13.600]  在未復活之前
[00:13:13.600 --> 00:13:14.600]  未死之前
[00:13:14.600 --> 00:13:16.600]  門徒已經明白了
[00:13:16.600 --> 00:13:19.600]  所以這不是說者的問題
[00:13:19.600 --> 00:13:22.600]  而是聽者的問題
[00:13:22.600 --> 00:13:23.600]  再者
[00:13:23.600 --> 00:13:26.600]  這個PARAMIL這個字
[00:13:26.600 --> 00:13:29.600]  可以做難明、不明、深奧
[00:13:29.600 --> 00:13:32.600]  也可以指出聽者的問題
[00:13:32.600 --> 00:13:34.600]  而不是說者的問題
[00:13:34.600 --> 00:13:36.600]  所以25節的意思就是
[00:13:36.600 --> 00:13:38.600]  「時候將到,你們的心開了。」
[00:13:38.600 --> 00:13:40.600]  在聖靈引導下
[00:13:40.600 --> 00:13:42.600]  你們不再覺得我所說的教訓
[00:13:42.600 --> 00:13:44.600]  是那麼難明、那麼隱晦
[00:13:44.600 --> 00:13:46.600]  29節就說
[00:13:46.600 --> 00:13:49.600]  「門徒說:如今你所說的,我們明白了。」
[00:13:49.600 --> 00:13:51.600]  我們還有另一個證據
[00:13:51.600 --> 00:13:52.600]  在這裡之前
[00:13:52.600 --> 00:13:54.600]  耶穌有不少的教訓
[00:13:54.600 --> 00:13:56.600]  都是坦然教導的
[00:13:56.600 --> 00:13:58.600]  並沒有用比喻的
[00:13:58.600 --> 00:14:00.600]  更加證明了
[00:14:00.600 --> 00:14:02.600]  當時他們不明白
[00:14:02.600 --> 00:14:05.600]  現在為何會明白呢?
[00:14:05.600 --> 00:14:07.600]  因為以前
[00:14:07.600 --> 00:14:10.600]  他們聽有問題
[00:14:10.600 --> 00:14:13.600]  現在聖靈啟開了他們的眼睛
[00:14:13.600 --> 00:14:15.600]  讓他們進入真理
[00:14:15.600 --> 00:14:17.600]  他們就醒過來了
[00:14:17.600 --> 00:14:18.600]  不再醒過來
[00:14:18.600 --> 00:14:21.600]  究竟門徒明白了甚麼呢?
[00:14:21.600 --> 00:14:22.600]  他們認識到甚麼呢?
[00:14:22.600 --> 00:14:23.600]  30節就告訴你
[00:14:23.600 --> 00:14:24.600]  說得很清楚
[00:14:24.600 --> 00:14:31.600]  「現在我們曉得,你凡事都知道,也不用人問你,因此我們信你是從神來的。」
[00:14:31.600 --> 00:14:33.600]  28節
[00:14:33.600 --> 00:14:40.600]  耶穌說:我從父出來,到了世界,我又離開世界,往父那裡去。
[00:14:40.600 --> 00:14:42.600]  在這幾節聖經
[00:14:42.600 --> 00:14:45.600]  我們很明顯看到有下列的幾個真理
[00:14:45.600 --> 00:14:48.600]  第一,耶穌是從神那裡來的
[00:14:48.600 --> 00:14:49.600]  祂是神
[00:14:49.600 --> 00:14:51.600]  門徒開始完全明白
[00:14:51.600 --> 00:14:54.600]  耶穌是從神的角度來的
[00:14:54.600 --> 00:14:55.600]  祂就是神
[00:14:55.600 --> 00:14:57.600]  第二,祂是道成肉身
[00:14:57.600 --> 00:14:59.600]  從神那裡來到這個世界
[00:14:59.600 --> 00:15:03.600]  祂是從神的世界來到人的世界
[00:15:03.600 --> 00:15:05.600]  第三,祂是無所不知
[00:15:05.600 --> 00:15:08.600]  不需要人問祂的問題
[00:15:08.600 --> 00:15:10.600]  祂也知道
[00:15:10.600 --> 00:15:14.600]  祂不需要人去證明祂
[00:15:14.600 --> 00:15:16.600]  因為祂已經是神了
[00:15:16.600 --> 00:15:18.600]  當祂返回天府的時候
[00:15:18.600 --> 00:15:20.600]  祂會離開世界
[00:15:20.600 --> 00:15:21.600]  返神那裡
[00:15:21.600 --> 00:15:24.600]  以現代的神學術語來說
[00:15:24.600 --> 00:15:26.600]  他們信耶穌的神聖
[00:15:26.600 --> 00:15:29.600]  信耶穌的道成肉身
[00:15:29.600 --> 00:15:30.600]  信耶穌的救贖
[00:15:30.600 --> 00:15:34.600]  信耶穌超越性無所不知
[00:15:34.600 --> 00:15:36.600]  更加信耶穌愛他
[00:15:36.600 --> 00:15:39.600]  為我們死復活升天
[00:15:39.600 --> 00:15:42.600]  為什麼門徒會相信呢?
[00:15:42.600 --> 00:15:45.600]  第一節說:耶穌說:現在你們信嗎?
[00:15:45.600 --> 00:15:47.600]  從經文的上文下理來看
[00:15:47.600 --> 00:15:49.600]  我們至少看到有兩個原因
[00:15:49.600 --> 00:15:52.600]  第一,十三節說:是聖靈的工作
[00:15:52.600 --> 00:15:54.600]  是聖靈來到的時候
[00:15:54.600 --> 00:15:56.600]  引導他們明白
[00:15:56.600 --> 00:15:57.600]  第二,是信
[00:15:57.600 --> 00:16:00.600]  三十節和三十節是信的因素
[00:16:00.600 --> 00:16:03.600]  因為他們相信,他們就明白了
[00:16:03.600 --> 00:16:04.600]  明白了之後
[00:16:04.600 --> 00:16:05.600]  因為他們明白了之後
[00:16:05.600 --> 00:16:06.600]  他們就相信了
[00:16:06.600 --> 00:16:08.600]  是相輔相成
[00:16:08.600 --> 00:16:09.600]  他們有一個初信
[00:16:09.600 --> 00:16:11.600]  在第二節做見證的時候
[00:16:11.600 --> 00:16:12.600]  他說:我初信的時候
[00:16:12.600 --> 00:16:13.600]  有很多東西都不明白
[00:16:13.600 --> 00:16:16.600]  尤其是未信之後更加不明白
[00:16:16.600 --> 00:16:18.600]  但是現在我信了主
[00:16:18.600 --> 00:16:23.600]  奇怪了,那些問題不翼而飛
[00:16:23.600 --> 00:16:26.600]  不是在理性上我解答了嗎?
[00:16:26.600 --> 00:16:29.600]  那些問題已經不再困擾我了
[00:16:29.600 --> 00:16:30.600]  這是聖靈的工作
[00:16:30.600 --> 00:16:31.600]  也是信心的問題
[00:16:31.600 --> 00:16:34.600]  以致他們能夠醒悟過來
[00:16:34.600 --> 00:16:36.600]  弟兄姊妹
[00:16:36.600 --> 00:16:39.600]  普羅說:我們如今面對鏡子無不清
[00:16:39.600 --> 00:16:42.600]  有很多東西我們都未必明白
[00:16:42.600 --> 00:16:46.600]  但是那些已經不再困擾我們的問題
[00:16:46.600 --> 00:16:50.600]  聖靈會幫助我們了解明白
[00:16:50.600 --> 00:16:52.600]  我們需要知道什麼
[00:16:52.600 --> 00:16:54.600]  有什麼我們未必需要知道
[00:16:54.600 --> 00:16:57.600]  更加因為信,信得過耶穌基督
[00:16:57.600 --> 00:16:59.600]  既然有信心的時候
[00:16:59.600 --> 00:17:02.600]  我們就拿出信心來跟隨
[00:17:02.600 --> 00:17:04.600]  正如你坐飛機
[00:17:04.600 --> 00:17:05.600]  你不信得過飛機師
[00:17:05.600 --> 00:17:07.600]  從頭到尾在那裡顫抖
[00:17:07.600 --> 00:17:09.600]  怕飛機會出事
[00:17:09.600 --> 00:17:10.600]  你就慘了
[00:17:10.600 --> 00:17:11.600]  你信得過飛機師的時候
[00:17:11.600 --> 00:17:13.600]  你可以大教訓
[00:17:13.600 --> 00:17:16.600]  但是信的問題要醒覺
[00:17:16.600 --> 00:17:18.600]  我們再看第二個問題
[00:17:18.600 --> 00:17:20.600]  叛徒的苦難
[00:17:20.600 --> 00:17:22.600]  32至33節
[00:17:22.600 --> 00:17:24.600]  我們千萬不要以為
[00:17:24.600 --> 00:17:26.600]  信了耶穌之後就一帆風順
[00:17:26.600 --> 00:17:28.600]  事事如意
[00:17:28.600 --> 00:17:30.600]  生意興隆
[00:17:30.600 --> 00:17:32.600]  有子女就聽話
[00:17:32.600 --> 00:17:34.600]  你看耶穌怎麼說
[00:17:34.600 --> 00:17:38.600]  「多看吧!時候將到,且已經到了
[00:17:38.600 --> 00:17:40.600]  你們要分散
[00:17:40.600 --> 00:17:42.600]  各歸自己地方去
[00:17:42.600 --> 00:17:44.600]  留下我獨自一人
[00:17:44.600 --> 00:17:46.600]  其實我不是獨自一人
[00:17:46.600 --> 00:17:48.600]  因為有父與我同在
[00:17:48.600 --> 00:17:50.600]  我將這事告訴你們
[00:17:50.600 --> 00:17:52.600]  是要叫你們在我裡面有平安
[00:17:52.600 --> 00:17:54.600]  在世上你們有苦難
[00:17:54.600 --> 00:17:57.600]  但你們可以放心
[00:17:57.600 --> 00:18:00.600]  我已經戰勝了世界」
[00:18:00.600 --> 00:18:04.600]  一開始的時候
[00:18:04.600 --> 00:18:06.600]  又是那一句
[00:18:06.600 --> 00:18:08.600]  「時候將到,且已經到了」
[00:18:08.600 --> 00:18:10.600]  這個時候就是指耶穌
[00:18:10.600 --> 00:18:12.600]  就是指那一個鐘頭
[00:18:12.600 --> 00:18:16.600]  指非常時期的開始
