
[00:00:00.000 --> 00:00:05.240]  你的崇拜裏面我們特別是集中看這一位的基奠
[00:03:08.800 --> 00:03:11.200]  正如你和我可能人生裏面
[00:03:11.200 --> 00:03:12.520]  因為神的緣故
[00:03:12.520 --> 00:03:15.080]  你有了很大的改變
[00:03:15.080 --> 00:03:17.640]  第二 我們看到這個改變成為基奠
[00:03:17.640 --> 00:03:19.640]  一路從一個平凡人
[00:03:19.640 --> 00:03:22.880]  今天我們題目成為一個不平凡的人
[00:03:22.880 --> 00:03:24.840]  成為以色列人的領袖
[00:03:24.840 --> 00:03:26.080]  就是這個士司
[00:03:26.080 --> 00:03:27.560]  這個程序裏面
[00:03:27.560 --> 00:03:29.840]  他屬靈生命一路的成長
[00:03:29.840 --> 00:03:33.480]  幾個我覺得可以總結給大家的秘訣
[00:03:33.480 --> 00:03:36.440]  這些秘訣也可以成為你屬靈成長
[00:03:36.440 --> 00:03:38.080]  給神所用的秘訣
[00:03:38.080 --> 00:03:39.160]  這樣很值得
[00:03:39.160 --> 00:03:41.080]  是一個很寶貴的經驗
[00:03:41.080 --> 00:03:43.640]  第三 我們又看到聖經
[00:03:43.640 --> 00:03:45.960]  真的是很神的話 很誠實的
[00:03:45.960 --> 00:03:49.320]  基奠去到他人生的高峰的時候
[00:03:49.320 --> 00:03:51.800]  他反而墮落
[00:03:51.800 --> 00:03:55.360]  從一個很不平凡的領袖
[00:03:55.360 --> 00:03:57.480]  甚至可以說是一個超人
[00:03:57.480 --> 00:03:58.760]  這樣一路墮落
[00:03:58.760 --> 00:04:01.360]  不單止成為一個很平凡的人
[00:04:01.360 --> 00:04:02.920]  甚至是一個很失敗的人
[00:04:02.920 --> 00:04:05.120]  所以我們看到這個人生的高低
[00:04:05.120 --> 00:04:07.400]  屬靈生命的高和跌
[00:04:07.400 --> 00:04:09.320]  值得我們很多東西
[00:04:09.320 --> 00:04:10.600]  看回我們自己
[00:04:10.600 --> 00:04:12.440]  提醒我們自己 好不好?
[00:04:12.440 --> 00:04:14.960]  我們就這樣試一試 是很快的
[00:04:14.960 --> 00:04:17.400]  我們就集中我們的注意力
[00:04:17.400 --> 00:04:21.360]  來看看基奠的屬靈生命這種的
[00:04:21.360 --> 00:04:26.320]  上和下 和神自己在他生命裡面所做的事情
[00:04:26.320 --> 00:04:29.360]  和他有些什麼東西值得我們留意
[00:04:29.360 --> 00:04:32.680]  有些是要學的 有些是不要學的 好不好?
[00:04:32.680 --> 00:04:35.760]  好 我們先看基奠的呼召
[00:04:35.760 --> 00:04:39.240]  剛才我們已經讀過了那段關於基奠的呼召
[00:04:39.240 --> 00:04:41.920]  基奠其實 剛才我們看電
[00:04:41.920 --> 00:04:45.200]  當耶華的使者去找基奠的時候
[00:04:45.200 --> 00:04:47.680]  基奠都沒有想過
[00:04:47.680 --> 00:04:51.880]  聖經說基奠為了逃避這些米電人的攻擊
[00:04:51.880 --> 00:04:57.200]  他在那個炸酒的池裡去打麥
[00:04:57.200 --> 00:04:59.280]  這個行動是挺奇怪的
[00:04:59.280 --> 00:05:00.800]  大家知道古代
[00:05:00.800 --> 00:05:02.760]  中東也好 中國也好
[00:05:02.760 --> 00:05:05.040]  打麥一定是空曠地方打的
[00:05:05.040 --> 00:05:05.760]  為什麼呢?
[00:05:05.760 --> 00:05:07.680]  因為以前沒有機器
[00:05:07.680 --> 00:05:10.480]  就將那些麥割了之後打
[00:05:10.480 --> 00:05:11.560]  為什麼要打呢?
[00:05:11.560 --> 00:05:13.200]  因為那些風吹嘛
[00:05:13.200 --> 00:05:16.640]  大家記得聖經說 康熙被風吹散
[00:05:16.640 --> 00:05:22.600]  打的時候 那些皮啊 殼啊 就被風吹了
[00:05:22.600 --> 00:05:26.920]  所以打到那些重的麥就掉到地上
[00:05:26.920 --> 00:05:29.480]  就撥起來收割
[00:05:29.480 --> 00:05:31.840]  所以每個人都在空曠的地方打
[00:05:31.840 --> 00:05:34.400]  但是基奠就在一個酒渣
[00:05:34.400 --> 00:05:35.640]  其實不是很大
[00:05:35.640 --> 00:05:37.280]  大家知道炸酒那些
[00:05:37.280 --> 00:05:39.920]  當然有四瓶的圍著
[00:05:39.920 --> 00:05:41.920]  因為有液體的
[00:05:41.920 --> 00:05:44.880]  那些當然是乾了 在裡面打
[00:05:44.880 --> 00:05:46.000]  為什麼在裡面打呢?
[00:05:46.000 --> 00:05:47.280]  其實就很慘了
[00:05:47.280 --> 00:05:47.880]  為什麼呢?
[00:05:47.880 --> 00:05:49.560]  因為大家都知道了
[00:05:49.560 --> 00:05:51.040]  剛才說到的
[00:05:51.040 --> 00:05:53.320]  怕著那些米電人來搶
[00:05:53.320 --> 00:05:55.760]  所以他如果在空曠地方打
[00:05:55.760 --> 00:05:57.880]  那些米電人就看到有人打鞠的時候
[00:05:57.880 --> 00:06:00.080]  對了 你打完散他就來了
[00:06:00.080 --> 00:06:01.160]  就搶光他
[00:06:01.160 --> 00:06:03.520]  所以他躲起來 其實他就靜靜的在打
[00:06:03.520 --> 00:06:06.520]  不過這樣打當然就很複雜
[00:06:06.520 --> 00:06:08.960]  你打了之後 風就吹不到
[00:06:08.960 --> 00:06:10.080]  那些東西都混在一起
[00:06:10.080 --> 00:06:11.560]  你怎麼撿那些麥呢?
[00:06:11.560 --> 00:06:13.800]  但是他都為了這樣的生存的緣故
[00:06:13.800 --> 00:06:16.000]  就是落到一個很差的地步
[00:06:16.000 --> 00:06:17.760]  很沒辦法的地步
[00:06:17.760 --> 00:06:20.160]  基奠他被神呼召的時候
[00:06:20.160 --> 00:06:23.040]  他自己對自己是完全沒有信心的
[00:06:23.040 --> 00:06:24.840]  接著我們遲些看一下
[00:06:24.840 --> 00:06:26.080]  他是很害怕的
[00:06:26.080 --> 00:06:27.760]  他是沒有膽的
[00:06:27.760 --> 00:06:29.200]  所以你留意
[00:06:29.200 --> 00:06:31.800]  當耶和華使者呼召他那兩句話
[00:06:31.800 --> 00:06:33.280]  對於基奠來說
[00:06:33.280 --> 00:06:35.640]  就是一個諷刺來的
[00:06:35.640 --> 00:06:37.240]  你有沒有留意剛才神
[00:06:37.240 --> 00:06:39.480]  呼召基奠的時候跟他說了哪兩句話
[00:06:39.480 --> 00:06:43.320]  第一 大能的勇士
[00:06:43.320 --> 00:06:46.800]  耶和華與你同在
[00:06:46.800 --> 00:06:48.520]  剛才我們倒轉視角你都看到了
[00:06:48.520 --> 00:06:51.000]  基奠的反應是什麼呢?
[00:06:51.000 --> 00:06:53.360]  你不要玩我了
[00:06:53.360 --> 00:06:55.600]  我大能?
[00:06:55.600 --> 00:06:56.600]  我勇士?
[00:06:56.600 --> 00:06:58.600]  我又沒有膽
[00:06:58.600 --> 00:07:00.080]  我又沒有能力
[00:07:00.080 --> 00:07:02.240]  沒有能力跟著剛才他說過
[00:07:02.240 --> 00:07:03.800]  他說我的族
[00:07:03.800 --> 00:07:06.440]  我的支派在支派裡面是最小的
[00:07:06.440 --> 00:07:08.240]  我在家裡也是最小的
[00:07:08.240 --> 00:07:11.120]  就是說沒有人看得起我
[00:07:11.120 --> 00:07:13.120]  那你問我自己的個人呢
[00:07:13.120 --> 00:07:14.440]  我又沒有膽量
[00:07:14.440 --> 00:07:17.800]  你看我現在還躲在那裡打鞠躬
[00:07:17.800 --> 00:07:21.040]  你說我大能的勇士
[00:07:21.040 --> 00:07:22.920]  我哪是大能的勇士
[00:07:22.920 --> 00:07:24.560]  他說了兩次
[00:07:24.560 --> 00:07:25.480]  我的主
[00:07:25.480 --> 00:07:27.640]  原文的意思就是
[00:07:27.640 --> 00:07:29.080]  against me
[00:07:29.080 --> 00:07:29.960]  my lord
[00:07:29.960 --> 00:07:32.520]  今天如果我用廣東話翻譯的話
[00:07:32.520 --> 00:07:34.560]  你不要玩我
[00:07:34.560 --> 00:07:35.680]  你不要玩我了
[00:07:35.680 --> 00:07:37.080]  你找我幹嘛
[00:07:37.080 --> 00:07:38.800]  我哪有能力
[00:07:38.800 --> 00:07:41.120]  但是神很有意思
[00:07:41.120 --> 00:07:42.920]  神找一個人的時候
[00:07:42.920 --> 00:07:44.960]  他沒有說你能力
[00:07:44.960 --> 00:07:45.840]  有沒有留意?
[00:07:45.840 --> 00:07:47.480]  耶和華使主說你能力的
[00:07:47.480 --> 00:07:48.800]  沒有說你能力
[00:07:48.800 --> 00:07:50.000]  他沒有說我找你
[00:07:50.000 --> 00:07:51.320]  你就以後一帆風順了
[00:07:51.320 --> 00:07:52.440]  沒有啊
[00:07:52.440 --> 00:07:54.080]  可能有很多困難的
[00:07:54.080 --> 00:07:56.240]  不過一樣東西
[00:07:56.240 --> 00:07:57.280]  你知道他想說什麼嗎?
[00:07:57.280 --> 00:07:58.600]  就是跟著那句
[00:07:58.600 --> 00:08:00.080]  只有一個秘訣
[00:08:00.080 --> 00:08:03.920]  我必與你同在
[00:08:03.920 --> 00:08:04.800]  我與你同在
[00:08:04.800 --> 00:08:05.520]  我沒有說你能力
[00:08:05.520 --> 00:08:07.200]  不過我與你同在
[00:08:07.200 --> 00:08:09.720]  你的生命就開始不同了
[00:08:09.720 --> 00:08:11.440]  果然我們看到基澱的生命
[00:08:11.440 --> 00:08:13.400]  就是因為神的同在而不同
[00:08:13.400 --> 00:08:14.840]  不是他能力
[00:08:14.840 --> 00:08:16.520]  坦白說
[00:08:16.520 --> 00:08:18.680]  我不知道神為什麼要找基澱
[00:08:18.680 --> 00:08:20.440]  基澱沒有這個條件
[00:08:20.440 --> 00:08:22.680]  我甚至不知道神為什麼要找我
[00:08:22.680 --> 00:08:23.480]  或者要找你
[00:08:23.480 --> 00:08:25.280]  我也不知道為什麼
[00:08:25.280 --> 00:08:26.480]  我不知道有沒有跟你分享過
[00:08:26.480 --> 00:08:28.880]  我第一次侍奉的經歷
[00:08:28.880 --> 00:08:31.600]  差不多49年前
[00:08:31.600 --> 00:08:33.440]  但是我到現在還記得
[00:08:33.440 --> 00:08:34.640]  有沒有跟你分享過
[00:08:34.640 --> 00:08:35.640]  我告訴你
[00:08:35.640 --> 00:08:37.320]  我第一次侍奉
[00:08:37.320 --> 00:08:39.120]  因為我很深印象
[00:08:39.120 --> 00:08:40.920]  那時候我信主大概半年左右
[00:08:40.920 --> 00:08:42.640]  我都忘記多少個月了
[00:08:42.640 --> 00:08:43.360]  中學
[00:08:43.360 --> 00:08:45.640]  剛好中學最後一年
[00:08:45.640 --> 00:08:47.200]  信了主
[00:08:47.200 --> 00:08:48.200]  我去上團契
[00:08:48.200 --> 00:08:49.400]  我很乖的
[00:08:49.400 --> 00:08:50.080]  上團契
[00:08:50.080 --> 00:08:52.280]  上團契我當然是坐在後面的
[00:08:52.280 --> 00:08:53.400]  因為我又怕事
[00:08:53.400 --> 00:08:54.720]  又怕醜
[00:08:54.720 --> 00:08:56.040]  又不敢被人看到
[00:08:56.040 --> 00:08:59.120]  每次我當然是坐在最後那一行
[00:08:59.120 --> 00:09:00.000]  我很乖的
[00:09:00.000 --> 00:09:00.960]  我每次都上團契
[00:09:00.960 --> 00:09:01.920]  因為信耶穌
[00:09:01.920 --> 00:09:02.720]  我這樣要上團契
[00:09:02.720 --> 00:09:04.000]  我當然是上的
[00:09:04.000 --> 00:09:05.120]  總之那次
[00:09:05.120 --> 00:09:06.680]  我就記得團契開始
[00:09:06.680 --> 00:09:07.240]  團契開始
[00:09:07.240 --> 00:09:08.920]  主席弟兄就走出來
[00:09:08.920 --> 00:09:10.240]  那個是弟兄來的
[00:09:10.240 --> 00:09:11.040]  走出來的時候
[00:09:11.040 --> 00:09:12.000]  我們現在團契
[00:09:12.000 --> 00:09:14.120]  今天團契開始了
[00:09:14.120 --> 00:09:14.720]  我不知道為什麼
[00:09:14.720 --> 00:09:17.160]  周圍這樣看一看
[00:09:17.160 --> 00:09:17.800]  他說
[00:09:17.800 --> 00:09:19.000]  接著他就說一句
[00:09:19.000 --> 00:09:21.000]  請溫慧耀弟兄
[00:09:21.000 --> 00:09:23.280]  帶我們開會祈禱
[00:09:23.280 --> 00:09:24.960]  哇 我一聽了
[00:09:24.960 --> 00:09:26.200]  整個腦子都白了
[00:09:26.200 --> 00:09:26.880]  明白嗎
[00:09:26.880 --> 00:09:27.800]  空了
[00:09:27.800 --> 00:09:28.560]  喂
[00:09:28.560 --> 00:09:30.040]  找我祈禱
[00:09:30.040 --> 00:09:30.800]  又沒有叫我
[00:09:30.800 --> 00:09:32.640]  又沒有跟我說好
[00:09:32.640 --> 00:09:33.960]  我就入手
[00:09:33.960 --> 00:09:34.800]  不行
[00:09:34.800 --> 00:09:35.480]  不要找我
[00:09:35.480 --> 00:09:36.480]  我不懂
[00:09:36.480 --> 00:09:37.320]  這些事情我不行
[00:09:37.320 --> 00:09:38.440]  帶領祈禱
[00:09:38.440 --> 00:09:39.760]  一邊入的時候
[00:09:39.760 --> 00:09:41.120]  那個弟兄不知道在幹什麼
[00:09:41.120 --> 00:09:42.880]  他就跌倒在地上祈禱
[00:09:42.880 --> 00:09:44.640]  那你突然之間就看到他
[00:09:44.640 --> 00:09:46.040]  他看不到我入手的
[00:09:46.040 --> 00:09:47.040]  我坐在後面
[00:09:47.040 --> 00:09:48.480]  那他就跌倒在地上祈禱
[00:09:48.480 --> 00:09:48.920]  死了
[00:09:48.920 --> 00:09:50.560]  只是我一個人在那裡入
[00:09:50.560 --> 00:09:52.240]  沒有人理我
[00:09:52.240 --> 00:09:53.640]  那就硬著頭皮
[00:09:53.640 --> 00:09:55.400]  就站起來祈禱
[00:09:55.400 --> 00:09:56.400]  我還記得
[00:09:56.400 --> 00:09:58.840]  按著前面那張椅子
[00:09:58.840 --> 00:10:00.240]  原來一個人怕的時候
[00:10:00.240 --> 00:10:01.520]  那個菠蘿蓋會「戳」的
[00:10:01.520 --> 00:10:02.080]  你知道嗎
[00:10:02.080 --> 00:10:03.640]  沒錯
[00:10:03.640 --> 00:10:04.640]  那祈什麼呢
[00:10:04.640 --> 00:10:05.360]  我都不記得了
[00:10:05.360 --> 00:10:05.880]  老實說
[00:10:05.880 --> 00:10:06.840]  就是四十多年前
[00:10:06.840 --> 00:10:08.760]  祈什麼記得是騙你的
[00:10:08.760 --> 00:10:10.000]  但我最記得一樣東西
[00:10:10.000 --> 00:10:11.560]  我就越祈就緊張
[00:10:11.560 --> 00:10:12.240]  或者怕
[00:10:12.240 --> 00:10:14.640]  就越祈越小聲
[00:10:14.640 --> 00:10:15.320]  祈完禱之後
[00:10:15.320 --> 00:10:16.160]  阿門
[00:10:16.160 --> 00:10:17.640]  睜大眼
[00:10:17.640 --> 00:10:20.000]  那些弟兄姐妹不知道
[00:10:20.000 --> 00:10:21.200]  因為他們是很乖的
[00:10:21.200 --> 00:10:22.200]  他們在那裡祈禱
[00:10:22.200 --> 00:10:23.520]  那越小聲聽不到
[00:10:23.520 --> 00:10:24.280]  他都不敢
[00:10:24.280 --> 00:10:24.920]  就是說
[00:10:24.920 --> 00:10:26.400]  不知道什麼時候完
[00:10:26.400 --> 00:10:28.920]  那我就死了
[00:10:28.920 --> 00:10:30.680]  那個個都跌倒在地上
[00:10:30.680 --> 00:10:32.080]  那我就祈完了
[00:10:32.080 --> 00:10:33.840]  那怎麼修科呢
[00:10:33.840 --> 00:10:35.240]  最後我大聲喊
[00:10:35.240 --> 00:10:37.200]  祈完啦
[00:10:37.200 --> 00:10:38.920]  這個是我們現在真
[00:10:38.920 --> 00:10:40.840]  第一次的侍奉
[00:10:40.840 --> 00:10:42.200]  告訴你
[00:10:42.200 --> 00:10:43.400]  真是做夢想不到
[00:10:43.400 --> 00:10:44.240]  幾十年之後
[00:10:44.240 --> 00:10:46.120]  我站在那裡這樣講道
[00:10:46.120 --> 00:10:47.600]  是不是
[00:10:47.600 --> 00:10:49.120]  沒得解釋的
[00:10:49.120 --> 00:10:49.960]  神找一個人
[00:10:49.960 --> 00:10:51.600]  不是因為他聰明
[00:10:51.600 --> 00:10:52.400]  基建說
[00:10:52.400 --> 00:10:53.800]  你找我做什麼
[00:10:53.800 --> 00:10:54.280]  神說
[00:10:54.280 --> 00:10:54.880]  我不找你
[00:10:54.880 --> 00:10:57.240]  我不是因為你聰明
[00:10:57.240 --> 00:10:58.280]  在我眼中
[00:10:58.280 --> 00:11:00.200]  你是大能的勇士
[00:11:00.200 --> 00:11:01.320]  你不是
[00:11:01.320 --> 00:11:02.200]  不過在我眼中
[00:11:02.200 --> 00:11:03.360]  是大能勇士
[00:11:03.360 --> 00:11:04.320]  那個秘訣就是
[00:11:04.320 --> 00:11:05.160]  我與你同在
[00:11:05.160 --> 00:11:06.760]  你就是
[00:11:06.760 --> 00:11:07.360]  待會我們聽到
[00:11:07.360 --> 00:11:08.440]  最後的失敗
[00:11:08.440 --> 00:11:10.200]  就是他以為自己真是
[00:11:10.200 --> 00:11:11.560]  他就跌倒了
[00:11:11.560 --> 00:11:13.360]  這個就是巧妙之處
[00:11:13.360 --> 00:11:15.160]  好 我們再講下去
[00:11:15.160 --> 00:11:18.360]  所以基建他自己那種的
[00:11:18.360 --> 00:11:20.040]  就是夢照
[00:11:20.040 --> 00:11:22.200]  就是這樣走上去
[00:11:22.200 --> 00:11:23.360]  但是基建其實
[00:11:23.360 --> 00:11:24.600]  他真的不很有信心
[00:11:24.600 --> 00:11:25.600]  你看到他
[00:11:25.600 --> 00:11:26.360]  跟著他就說
[00:11:26.360 --> 00:11:27.360]  喂
[00:11:27.360 --> 00:11:29.480]  不知道是不是開玩笑
[00:11:29.480 --> 00:11:30.480]  你等我一會
[00:11:30.480 --> 00:11:31.720]  我們沒有讀了
[00:11:31.720 --> 00:11:32.520]  跟著下去
[00:11:32.520 --> 00:11:33.440]  他說你等我一會
[00:11:33.440 --> 00:11:34.400]  跟那個使者說
[00:11:34.400 --> 00:11:36.320]  我去拿一些祭物來
[00:11:36.320 --> 00:11:37.880]  你千萬不要走
[00:11:37.880 --> 00:11:38.720]  講了兩次
[00:11:38.720 --> 00:11:40.040]  因為基建走去的時候
[00:11:40.040 --> 00:11:40.800]  他都挺絕的
[00:11:40.800 --> 00:11:41.760]  你留意
[00:11:41.760 --> 00:11:42.720]  他走去做什麼呢
[00:11:42.720 --> 00:11:44.080]  找了一隻山公羊
[00:11:44.080 --> 00:11:45.320]  十斤麵粉
[00:11:45.320 --> 00:11:46.720]  做了一些毛餃餅
[00:11:46.720 --> 00:11:48.640]  放了一些肉在那裡
[00:11:48.640 --> 00:11:49.720]  煲了一些湯
[00:11:49.720 --> 00:11:50.600]  然後再下去
[00:11:50.600 --> 00:11:52.800]  我想了很多個小時
[00:11:52.800 --> 00:11:53.520]  就是搏一搏
[00:11:53.520 --> 00:11:54.760]  你看他還在不在
[00:11:54.760 --> 00:11:55.560]  明白嗎
[00:11:55.560 --> 00:11:56.480]  他走鬼了
[00:11:56.480 --> 00:11:57.960]  那就是玩的
[00:11:57.960 --> 00:11:59.200]  那他就沒事了
[00:11:59.200 --> 00:12:01.040]  誰知道那個人還坐在那裡
[00:12:01.040 --> 00:12:02.960]  那個天使還坐在那裡等他
[00:12:02.960 --> 00:12:03.880]  他沒辦法了
[00:12:03.880 --> 00:12:04.960]  拿了那些東西的時候
[00:12:04.960 --> 00:12:08.080]  就在這個時間
[00:12:08.080 --> 00:12:13.160]  基建抵禦了第一次超自然的經歷
[00:12:13.160 --> 00:12:15.040]  而華的使者的火
[00:12:15.040 --> 00:12:16.040]  轟一聲
[00:12:16.040 --> 00:12:18.400]  燒了他的祭品
[00:12:18.400 --> 00:12:19.920]  我相信那一剎那
[00:12:19.920 --> 00:12:21.960]  基建的心
[00:12:21.960 --> 00:12:23.120]  哇
[00:12:23.120 --> 00:12:24.840]  是真的
[00:12:24.840 --> 00:12:25.960]  真的
[00:12:25.960 --> 00:12:27.840]  一路都是半信半疑
[00:12:27.840 --> 00:12:30.880]  那我相信是他生命的轉捩點
[00:12:30.880 --> 00:12:32.160]  遲早有一天
[00:12:32.160 --> 00:12:33.440]  你說我
[00:12:33.440 --> 00:12:34.160]  走上去吧
[00:12:34.160 --> 00:12:34.640]  神啊
[00:12:34.640 --> 00:12:35.800]  我不知道是不是
[00:12:35.800 --> 00:12:37.560]  但是神就給你看見
[00:12:37.560 --> 00:12:40.120]  不一定有這樣的超自然的經驗
[00:12:40.120 --> 00:12:42.200]  但是你發覺你的人生開始變了
[00:12:42.200 --> 00:12:44.040]  你發覺神的手在那裡動
[00:12:44.040 --> 00:12:45.920]  你知道神沒有放過你
[00:12:45.920 --> 00:12:47.840]  神呼召你是真的
[00:12:47.840 --> 00:12:50.920]  基建在那時候他就知道了
[00:12:50.920 --> 00:12:53.200]  他知道的時候
[00:12:53.200 --> 00:12:55.360]  他就立刻見了一座壇
[00:12:55.360 --> 00:12:57.840]  他的生命就是見了一座壇
[00:12:57.840 --> 00:12:59.160]  給神
[00:12:59.160 --> 00:13:02.360]  他叫做耶和華沙龍
[00:13:02.360 --> 00:13:04.160]  沙龍當然不是拍照那些
[00:13:04.160 --> 00:13:05.600]  沙龍
[00:13:05.600 --> 00:13:07.680]  希伯來文就是平安
[00:13:07.680 --> 00:13:10.280]  耶和華次下的平安
[00:13:10.280 --> 00:13:11.400]  他為什麼叫這個名字
[00:13:11.400 --> 00:13:12.480]  我不是很知道
[00:13:12.480 --> 00:13:14.760]  或者他心裡面都是覺得
[00:13:14.760 --> 00:13:15.360]  喂
[00:13:15.360 --> 00:13:17.880]  現在要走一條很不同的人生的路了
[00:13:17.880 --> 00:13:18.760]  保你大
[00:13:18.760 --> 00:13:20.000]  保佑我平安
[00:13:20.000 --> 00:13:21.040]  大概都是這麼說
[00:13:21.040 --> 00:13:23.280]  或者求神保佑
[00:13:23.280 --> 00:13:24.880]  給到以色列人有平安
[00:13:24.880 --> 00:13:25.760]  但是那時候
[00:13:25.760 --> 00:13:28.560]  沒有安全感就是他最大的挑戰
[00:13:28.560 --> 00:13:29.960]  因為那些人經常來搶東西
[00:13:29.960 --> 00:13:30.960]  經常來殺人
[00:13:30.960 --> 00:13:33.080]  根本沒有人可以和人打的
[00:13:33.080 --> 00:13:34.760]  我和大家曾經提過
[00:13:34.760 --> 00:13:36.720]  在當地的外族人
[00:13:36.720 --> 00:13:38.840]  他們的文化比以色列人高得多
[00:13:38.840 --> 00:13:39.880]  是不是
[00:13:39.880 --> 00:13:41.760]  懂得用刀和槍
[00:13:41.760 --> 00:13:42.840]  懂得打鐵器
[00:13:42.840 --> 00:13:45.360]  比他們早三百多年已經懂得用鐵器
[00:13:45.360 --> 00:13:47.760]  以色列人根本沒有人可以打的
[00:13:47.760 --> 00:13:49.640]  耶和華保守平安
[00:13:49.640 --> 00:13:50.280]  好
[00:13:50.280 --> 00:13:52.080]  這個就是第一幕
[00:13:52.560 --> 00:13:53.880]  機電被蒙召
[00:13:53.880 --> 00:13:55.040]  機電說好
