
[00:00:00.000 --> 00:00:08.000]  今年我们行庆的系列
[00:06:42.000 --> 00:06:44.000]  是的
[00:06:44.000 --> 00:06:47.000]  路德的福音
[00:06:47.000 --> 00:06:54.000]  是对着一群虔诚的信徒说的
[00:06:54.000 --> 00:06:56.000]  回到圣经
[00:06:56.000 --> 00:06:57.000]  回到福音
[00:06:57.000 --> 00:06:59.000]  回到耶稣基督的恩典
[00:06:59.000 --> 00:07:01.000]  刚才最后读
[00:07:01.000 --> 00:07:02.000]  已忽所书
[00:07:02.000 --> 00:07:03.000]  不过新译本
[00:07:03.000 --> 00:07:04.000]  是吧
[00:07:04.000 --> 00:07:05.000]  还是和收版
[00:07:05.000 --> 00:07:06.000]  还是凤像
[00:07:06.000 --> 00:07:09.000]  我都认识不到
[00:07:09.000 --> 00:07:11.000]  你们得救赐本福音
[00:07:11.000 --> 00:07:12.000]  恩着信
[00:07:12.000 --> 00:07:13.000]  这个和合本
[00:07:13.000 --> 00:07:14.000]  我们从小到大
[00:07:14.000 --> 00:07:17.000]  不是出于自己
[00:07:17.000 --> 00:07:21.000]  不是出于行为
[00:07:21.000 --> 00:07:22.000]  是
[00:07:22.000 --> 00:07:26.000]  我们在世界上所做的每一件事情
[00:07:26.000 --> 00:07:28.000]  都是要靠自己的
[00:07:28.000 --> 00:07:30.000]  努力读书
[00:07:30.000 --> 00:07:32.000]  有成就
[00:07:32.000 --> 00:07:33.000]  早点起床
[00:07:33.000 --> 00:07:34.000]  做运动
[00:07:34.000 --> 00:07:35.000]  健康
[00:07:35.000 --> 00:07:36.000]  是吧
[00:07:36.000 --> 00:07:38.000]  这个是因果关系
[00:07:38.000 --> 00:07:40.000]  我们都习惯了
[00:07:40.000 --> 00:07:42.000]  我们和神的关系
[00:07:42.000 --> 00:07:44.000]  都是付出多少
[00:07:44.000 --> 00:07:46.000]  上帝就奖赏多少
[00:07:46.000 --> 00:07:49.000]  原来不是
[00:07:49.000 --> 00:07:51.000]  原来全部是因点
[00:07:51.000 --> 00:07:52.000]  我们就不习惯了
[00:07:52.000 --> 00:07:54.000]  我们就没有安全感了
[00:07:54.000 --> 00:07:56.000]  我们就扔了
[00:07:56.000 --> 00:07:58.000]  其实不是的
[00:07:58.000 --> 00:07:59.000]  其实你明白
[00:07:59.000 --> 00:08:00.000]  这个是因点之后
[00:08:00.000 --> 00:08:03.000]  你更加释放
[00:08:03.000 --> 00:08:05.000]  更加可以侍奉
[00:08:05.000 --> 00:08:06.000]  没有压力
[00:08:06.000 --> 00:08:08.000]  更加能够完全相信
[00:08:08.000 --> 00:08:11.000]  得过我们神施恩的手
[00:08:11.000 --> 00:08:13.000]  我今天所做的
[00:08:13.000 --> 00:08:17.000]  不用问成果
[00:08:17.000 --> 00:08:20.000]  因为神的同在
[00:08:20.000 --> 00:08:22.000]  就已经足够
[00:08:22.000 --> 00:08:23.000]  这是我和太太
[00:08:23.000 --> 00:08:25.000]  在病当中
[00:08:25.000 --> 00:08:28.000]  我们学到的一个功课
[00:08:28.000 --> 00:08:29.000]  不用经常抓住医生
[00:08:29.000 --> 00:08:30.000]  怒骂他
[00:08:30.000 --> 00:08:31.000]  明年会怎样
[00:08:31.000 --> 00:08:33.000]  明年会怎样
[00:08:33.000 --> 00:08:36.000]  医生说我不说这么远
[00:08:36.000 --> 00:08:38.000]  上帝也不说这么远
[00:08:38.000 --> 00:08:40.000]  你知道吗
[00:08:40.000 --> 00:08:41.000]  所以他从来没有告诉我们
[00:08:41.000 --> 00:08:43.000]  耶稣何时回来
[00:08:43.000 --> 00:08:44.000]  可以说的
[00:08:44.000 --> 00:08:45.000]  为什么不可以
[00:08:45.000 --> 00:08:46.000]  倒数
[00:08:46.000 --> 00:08:47.000]  小心了
[00:08:47.000 --> 00:08:48.000]  读圣经
[00:08:48.000 --> 00:08:49.000]  早点起身
[00:08:49.000 --> 00:08:50.000]  操练身体
[00:08:50.000 --> 00:08:51.000]  益处还少
[00:08:51.000 --> 00:08:52.000]  多点去静修
[00:08:52.000 --> 00:08:53.000]  可以的
[00:08:53.000 --> 00:08:54.000]  为什么不是这样说
[00:08:54.000 --> 00:08:58.000]  因点我们还没掌握好
[00:08:58.000 --> 00:09:00.000]  所以这是第二台
[00:09:00.000 --> 00:09:03.000]  第二台我们尝试讨论
[00:09:03.000 --> 00:09:07.000]  今天我们来到
[00:09:07.000 --> 00:09:13.000]  这个系列的第三个焦点
[00:09:13.000 --> 00:09:18.000]  基督新教有三个不同的体制传统
[00:09:18.000 --> 00:09:25.000]  尝试融会信仰和生活的神学实践
[00:09:25.000 --> 00:09:27.000]  题目是圣经权威
[00:09:27.000 --> 00:09:29.000]  你想说什么
[00:09:29.000 --> 00:09:35.000]  基督教这个名字
[00:09:35.000 --> 00:09:38.000]  其实不是翻译
[00:09:38.000 --> 00:09:41.000]  你试一下把它还原
[00:09:41.000 --> 00:09:45.000]  东正教我们上一堂介绍过
[00:09:45.000 --> 00:09:46.000]  你可以还原的
[00:09:46.000 --> 00:09:49.000]  Eastern Orthodox Church
[00:09:49.000 --> 00:09:51.000]  逐个字可以还原
[00:09:51.000 --> 00:09:53.000]  天主教都还原不了
[00:09:53.000 --> 00:09:56.000]  刚刚耶稣会的收事
[00:09:56.000 --> 00:10:00.000]  来到中国明朝的时候
[00:10:00.000 --> 00:10:06.000]  开创在中文传统里面
[00:10:06.000 --> 00:10:08.000]  一个新的词汇
[00:10:08.000 --> 00:10:09.000]  所以还原不了
[00:10:09.000 --> 00:10:11.000]  但是你有没有去过中环
[00:10:11.000 --> 00:10:13.000]  有没有留意到
[00:10:13.000 --> 00:10:18.000]  在海埔有间公教进行社
[00:10:18.000 --> 00:10:19.000]  没有了
[00:10:19.000 --> 00:10:21.000]  公教
[00:10:21.000 --> 00:10:22.000]  Catholic Church
[00:10:22.000 --> 00:10:25.000]  大公教会
[00:10:25.000 --> 00:10:29.000]  基督教英文是什么
[00:10:29.000 --> 00:10:31.000]  Christian Church
[00:10:31.000 --> 00:10:34.000]  我们识一点点就扮代表
[00:10:34.000 --> 00:10:35.000]  Christian Church
[00:10:35.000 --> 00:10:40.000]  其实今天在大学的环境
[00:10:40.000 --> 00:10:43.000]  就已经要小心了
[00:10:43.000 --> 00:10:45.000]  基督宗教
[00:10:45.000 --> 00:10:47.000]  包括东正教会
[00:10:47.000 --> 00:10:49.000]  包括天主教会
[00:10:49.000 --> 00:10:55.000]  包括我们中文华人当中的基督教会
[00:10:55.000 --> 00:10:58.000]  正式要回到英文
[00:10:58.000 --> 00:11:01.000]  我们是叫Protestant Church
[00:11:01.000 --> 00:11:02.000]  有没有听过
[00:11:02.000 --> 00:11:04.000]  我没有写出来不重要
[00:11:04.000 --> 00:11:06.000]  译出来你都不知道说什么
[00:11:06.000 --> 00:11:09.000]  抗罗宗
[00:11:09.000 --> 00:11:10.000]  抗议
[00:11:10.000 --> 00:11:11.000]  对啊
[00:11:11.000 --> 00:11:12.000]  今天香港最需要
[00:11:12.000 --> 00:11:13.000]  不是
[00:11:13.000 --> 00:11:17.000]  Protestant不是抗议政府
[00:11:17.000 --> 00:11:22.000]  是抗议罗马教廷梵蒂冈
[00:11:22.000 --> 00:11:26.000]  中世纪欧洲
[00:11:26.000 --> 00:11:31.000]  慢慢落到自己决定
[00:11:31.000 --> 00:11:36.000]  我和神的关系的错误当中
[00:11:36.000 --> 00:11:40.000]  为什么没有一个统一的名称
[00:11:40.000 --> 00:11:43.000]  就因为改革运动之后
[00:11:43.000 --> 00:11:48.000]  我们没有教皇
[00:11:48.000 --> 00:11:50.000]  罗马天主教会仍然是梵蒂冈
[00:11:50.000 --> 00:11:55.000]  东正教会仍然有一个
[00:11:55.000 --> 00:11:57.000]  是主教
[00:11:57.000 --> 00:12:04.000]  基督教仍然有保持主教制的教会
[00:12:04.000 --> 00:12:05.000]  这个字很深
[00:12:05.000 --> 00:12:07.000]  如果你要问英文
[00:12:07.000 --> 00:12:08.000]  Episcopal Church
[00:12:08.000 --> 00:12:10.000]  很少听到
[00:12:10.000 --> 00:12:12.000]  因为说了等于没有说
[00:12:12.000 --> 00:12:14.000]  比较多接触
[00:12:14.000 --> 00:12:15.000]  有少少
[00:12:15.000 --> 00:12:16.000]  有知的
[00:12:16.000 --> 00:12:17.000]  不知的
[00:12:17.000 --> 00:12:20.000]  是长老制的教会
[00:12:20.000 --> 00:12:21.000]  教会很老的意思吗?
[00:12:21.000 --> 00:12:22.000]  不是
[00:12:22.000 --> 00:12:26.000]  教会有一班领袖
[00:12:26.000 --> 00:12:30.000]  然后有会众制的教会
[00:12:30.000 --> 00:12:32.000]  Congregational Church
[00:12:32.000 --> 00:12:33.000]  很抽象
[00:12:33.000 --> 00:12:34.000]  好啊
[00:12:34.000 --> 00:12:37.000]  说说你认识的教会名字
[00:12:37.000 --> 00:12:41.000]  有主教的是圣公会
[00:12:41.000 --> 00:12:44.000]  不用拍照了吧
[00:12:44.000 --> 00:12:45.000]  你应该知道的
[00:12:45.000 --> 00:12:47.000]  香港的大主教是谁?
[00:12:47.000 --> 00:12:50.000]  陈鸿明大主教
[00:12:50.000 --> 00:12:53.000]  忠臣的校董
[00:12:53.000 --> 00:12:56.000]  其实信义中都是主教制
[00:12:56.000 --> 00:12:58.000]  不过他们不叫主教
[00:12:58.000 --> 00:13:00.000]  他们叫监督
[00:13:00.000 --> 00:13:03.000]  在圣经里是同一个字
[00:13:03.000 --> 00:13:06.000]  长老制的教会
[00:13:06.000 --> 00:13:10.000]  顾名思义是长老会
[00:13:10.000 --> 00:13:12.000]  金巴伦长老会
[00:13:12.000 --> 00:13:14.000]  我们都听过
[00:13:14.000 --> 00:13:16.000]  是余达森牧师的教会
[00:13:16.000 --> 00:13:19.000]  你没听过就很有意思了
[00:13:19.000 --> 00:13:22.000]  还有改革中的教会
[00:13:22.000 --> 00:13:25.000]  在中国内地的教会
[00:13:25.000 --> 00:13:30.000]  这是家庭教会很尊重的传统
[00:13:30.000 --> 00:13:33.000]  会众制的我们都熟悉
[00:13:33.000 --> 00:13:35.000]  有一间在这个区的
[00:13:35.000 --> 00:13:37.000]  是一个赠信会
[00:13:37.000 --> 00:13:41.000]  用地区作为教会的名称
[00:13:41.000 --> 00:13:47.000]  这是美南赠信会在香港的传统
[00:13:47.000 --> 00:13:51.000]  如果不是用地方地区做名字
[00:13:51.000 --> 00:13:53.000]  就是美北
[00:13:53.000 --> 00:13:56.000]  美国赠信会有南北之分
[00:13:56.000 --> 00:13:57.000]  为什么?
[00:13:57.000 --> 00:13:59.000]  你都听过南北战争
[00:13:59.000 --> 00:14:00.000]  有没有?
[00:14:00.000 --> 00:14:02.000]  这些不关我事的
[00:14:02.000 --> 00:14:03.000]  好 感谢主
[00:14:03.000 --> 00:14:06.000]  我们未曾打到南北战争
[00:14:06.000 --> 00:14:09.000]  但这些反映了教会的
[00:14:09.000 --> 00:14:11.000]  差会的背景
[00:14:11.000 --> 00:14:14.000]  另外我们比较陌生的
[00:14:14.000 --> 00:14:16.000]  公理中文
[00:14:16.000 --> 00:14:18.000]  如果你碰到的话
[00:14:18.000 --> 00:14:20.000]  香港大概只有一间
[00:14:20.000 --> 00:14:23.000]  中华基督教会公理堂
[00:14:23.000 --> 00:14:28.000]  这些是会众制的传统
[00:14:28.000 --> 00:14:32.000]  不同教会的体制
[00:14:32.000 --> 00:14:35.000]  试一下如果回到圣经里面
[00:14:35.000 --> 00:14:37.000]  我们没有时间了
[00:14:37.000 --> 00:14:41.000]  如果你打开提摩太前书
[00:14:41.000 --> 00:14:43.000]  不同的经文
[00:14:43.000 --> 00:14:46.000]  第三章 第四章 第五章
[00:14:46.000 --> 00:14:50.000]  都有提到教会里面有监督
[00:14:50.000 --> 00:14:53.000]  教会里面有长老
[00:14:53.000 --> 00:14:56.000]  当然教会里面有执事
[00:14:56.000 --> 00:14:59.000]  教会里面有弟兄姊妹
[00:14:59.000 --> 00:15:01.000]  这个在新约圣经
[00:15:01.000 --> 00:15:06.000]  有提及过不同教会的积分
[00:15:06.000 --> 00:15:10.000]  不过新约圣经没有讨论这些制度
[00:15:10.000 --> 00:15:13.000]  这些制度严格来说
[00:15:13.000 --> 00:15:17.000]  是改革运动之后才出现
[00:15:17.000 --> 00:15:18.000]  为什么呢?
[00:15:18.000 --> 00:15:21.000]  因为之前全部都是主教制
[00:15:21.000 --> 00:15:26.000]  全部都是监督领导这样的制度
[00:15:26.000 --> 00:15:28.000]  到今天东正教会
[00:15:28.000 --> 00:15:30.000]  天主教会都是这样
[00:15:30.000 --> 00:15:35.000]  教会有三个不同的发展
[00:15:35.000 --> 00:15:36.000]  可以吗?
[00:15:36.000 --> 00:15:38.000]  历史很复杂
[00:15:38.000 --> 00:15:39.000]  我试一下
[00:15:39.000 --> 00:15:42.000]  冒着over simplification的危险
[00:15:42.000 --> 00:15:45.000]  帮你稍微掌握一下
[00:15:45.000 --> 00:15:46.000]  我们要问的
[00:15:46.000 --> 00:15:49.000]  沙宣是哪个制度的?
[00:15:49.000 --> 00:15:53.000]  是不是创堂堂主任就是主教
[00:15:53.000 --> 00:15:56.000]  接着的堂主任就是长老
[00:15:56.000 --> 00:16:00.000]  正在做的就是最凄凉的汇仲
[00:16:00.000 --> 00:16:01.000]  当然不是
[00:16:01.000 --> 00:16:03.000]  你也懂得分辨
[00:16:03.000 --> 00:16:04.000]  继续看下去
[00:16:04.000 --> 00:16:07.000]  主教制的教会
[00:16:07.000 --> 00:16:09.000]  他们有一个教区
[00:16:09.000 --> 00:16:11.000]  刚才说圣公会
[00:16:11.000 --> 00:16:12.000]  你知不知道
[00:16:12.000 --> 00:16:14.000]  香港圣公会有大主教
[00:16:14.000 --> 00:16:17.000]  因为它有三个教区
[00:16:17.000 --> 00:16:21.000]  三个教区加上一个教省
[00:16:21.000 --> 00:16:22.000]  就有一个大主教
[00:16:22.000 --> 00:16:23.000]  哪三个?
[00:16:23.000 --> 00:16:26.000]  我懂的就是香港、九龙、新界
[00:16:26.000 --> 00:16:27.000]  错了
[00:16:27.000 --> 00:16:28.000]  没错
[00:16:28.000 --> 00:16:30.000]  香港连接澳门
[00:16:30.000 --> 00:16:33.000]  但是另外那两个
[00:16:33.000 --> 00:16:37.000]  是用铁路线来分的
[00:16:37.000 --> 00:16:39.000]  东铁线
[00:16:39.000 --> 00:16:41.000]  今天说因为有西铁
[00:16:41.000 --> 00:16:44.000]  所以是九龙东
[00:16:44.000 --> 00:16:48.000]  加上新界东一个教区
[00:16:48.000 --> 00:16:50.000]  然后九龙西
[00:16:50.000 --> 00:16:52.000]  加上新界西
[00:16:52.000 --> 00:16:56.000]  用一条铁路来分的
[00:16:56.000 --> 00:17:00.000]  这是一个教区的制度
[00:17:00.000 --> 00:17:02.000]  在教区里面
[00:17:02.000 --> 00:17:04.000]  有一位主教
[00:17:04.000 --> 00:17:07.000]  他就是教区长
[00:17:07.000 --> 00:17:10.000]  他就是最高的权威
[00:17:10.000 --> 00:17:13.000]  但是他不是独裁的
[00:17:13.000 --> 00:17:15.000]  千万不要误会
[00:17:15.000 --> 00:17:18.000]  甚至东正教会、天主教会、教皇
[00:17:18.000 --> 00:17:21.000]  都不可能独裁的
[00:17:21.000 --> 00:17:23.000]  因为在他下面
[00:17:23.000 --> 00:17:25.000]  用基督教会来说
[00:17:25.000 --> 00:17:28.000]  有牧师你很熟悉
[00:17:28.000 --> 00:17:31.000]  会吏有没有听过?
[00:17:31.000 --> 00:17:32.000]  什么来的?
[00:17:32.000 --> 00:17:33.000]  收税的?
[00:17:33.000 --> 00:17:34.000]  不是
[00:17:34.000 --> 00:17:35.000]  这是翻译来的
[00:17:35.000 --> 00:17:36.000]  也对的
[00:17:36.000 --> 00:17:37.000]  比较古老一点
[00:17:37.000 --> 00:17:40.000]  就是执事Deacon的翻译
[00:17:40.000 --> 00:17:43.000]  不过圣公会的会吏
[00:17:43.000 --> 00:17:47.000]  就不是等于我们沙宣的执事会吏
[00:17:47.000 --> 00:17:50.000]  已经是传道人了
[00:17:50.000 --> 00:17:52.000]  他们读神学
[00:17:52.000 --> 00:17:56.000]  毕业在教会侍奉
[00:17:56.000 --> 00:17:59.000]  就以会吏的身份
[00:17:59.000 --> 00:18:01.000]  Deacon做什么的?
[00:18:01.000 --> 00:18:05.000]  协助使徒管理饭食
[00:18:05.000 --> 00:18:07.000]  执球执尾
[00:18:07.000 --> 00:18:11.000]  这个是会吏的责任
[00:18:11.000 --> 00:18:15.000]  在主教制的教会里面
[00:18:15.000 --> 00:18:17.000]  是这样称呼的
[00:18:17.000 --> 00:18:20.000]  还有教友
[00:18:20.000 --> 00:18:21.000]  不应该这么严
[00:18:21.000 --> 00:18:22.000]  叫会友
[00:18:22.000 --> 00:18:23.000]  叫信徒
[00:18:23.000 --> 00:18:24.000]  没所谓的
[00:18:24.000 --> 00:18:28.000]  总之普通的Members
[00:18:28.000 --> 00:18:31.000]  你是教区的教友
[00:18:31.000 --> 00:18:33.000]  以前西方
[00:18:33.000 --> 00:18:36.000]  所有人都是教友
[00:18:36.000 --> 00:18:40.000]  因为一出生就应该受洗的
[00:18:40.000 --> 00:18:42.000]  不是受浸的
[00:18:42.000 --> 00:18:44.000]  浸了BB拿去水里
[00:18:44.000 --> 00:18:47.000]  在额头上画十字
[00:18:47.000 --> 00:18:51.000]  这是欧洲的历史传统
[00:18:51.000 --> 00:18:56.000]  直到上世纪60年代
[00:18:56.000 --> 00:18:58.000]  荷兰举例
[00:18:58.000 --> 00:19:03.000]  还是100%基督徒
[00:19:03.000 --> 00:19:04.000]  回教会
[00:19:04.000 --> 00:19:10.000]  他的名字在教会的洗礼名册上
[00:19:10.000 --> 00:19:11.000]  可以找得到
[00:19:11.000 --> 00:19:15.000]  所以不是出生生死注册处的
[00:19:15.000 --> 00:19:18.000]  这是欧洲的背景
[00:19:18.000 --> 00:19:22.000]  这类教会对我们比较遥远
[00:19:22.000 --> 00:19:24.000]  唯一就是曾经在天主教
[00:19:24.000 --> 00:19:27.000]  或者圣公会的学校读书
[00:19:27.000 --> 00:19:29.000]  有少少接触
[00:19:29.000 --> 00:19:31.000]  长老制的呢
[00:19:31.000 --> 00:19:35.000]  长老制的领导是长老
[00:19:35.000 --> 00:19:36.000]  牧师呢
[00:19:36.000 --> 00:19:38.000]  我们很紧张
[00:19:38.000 --> 00:19:41.000]  牧师是长老其中之一
[00:19:41.000 --> 00:19:43.000]  或者再说得准确些
[00:19:43.000 --> 00:19:46.000]  他是长老当中的长老
[00:19:46.000 --> 00:19:48.000]  长老做什么的
[00:19:48.000 --> 00:19:50.000]  长老不只是开会的
[00:19:50.000 --> 00:19:53.000]  长老是牧养的
[00:19:53.000 --> 00:19:55.000]  长老是教导的
[00:19:55.000 --> 00:19:59.000]  所以牧师在长老会的责任很重
[00:19:59.000 --> 00:20:03.000]  因为他要牧养教导长老
[00:20:03.000 --> 00:20:06.000]  他不是牧养教导弟兄姊妹
[00:20:06.000 --> 00:20:08.000]  而是中间那一层
[00:20:08.000 --> 00:20:10.000]  管理教会的领导阶层
[00:20:10.000 --> 00:20:13.000]  那个长执会当中
[00:20:13.000 --> 00:20:18.000]  牧师有非常吃重的责任
[00:20:18.000 --> 00:20:22.000]  这是长老会的传统
[00:20:22.000 --> 00:20:24.000]  会有呢
[00:20:24.000 --> 00:20:26.000]  我们还可以投票
[00:20:26.000 --> 00:20:27.000]  未必的
[00:20:27.000 --> 00:20:29.000]  长老会的传统
[00:20:29.000 --> 00:20:31.000]  如何找新的长老
[00:20:31.000 --> 00:20:33.000]  是长老自己祈祷
[00:20:33.000 --> 00:20:35.000]  有感动
[00:20:35.000 --> 00:20:39.000]  就去找候选人
[00:20:39.000 --> 00:20:41.000]  你又祈祷
[00:20:41.000 --> 00:20:44.000]  我们开始就爆了
[00:20:44.000 --> 00:20:49.000]  在神的面前好好地祈祷
[00:20:49.000 --> 00:20:53.000]  然后长老提名
[00:20:53.000 --> 00:20:56.000]  给会众投票
[00:20:56.000 --> 00:20:59.000]  认可接纳
[00:20:59.000 --> 00:21:02.000]  所以在宣布的过程
[00:21:02.000 --> 00:21:06.000]  有任何反对可以提出
[00:21:06.000 --> 00:21:08.000]  是这样的
[00:21:08.000 --> 00:21:13.000]  所以提名委员会的缘起
[00:21:13.000 --> 00:21:18.000]  其实就是长老制的传统
