
[00:00:00.000 --> 00:00:05.920]  在世界不同的地方
[00:03:08.000 --> 00:03:09.920]  這個人很明顯
[00:03:09.920 --> 00:03:12.480]  我相信不是一個人自己的遭遇
[00:03:12.480 --> 00:03:14.000]  因為除了第一節之外
[00:03:14.000 --> 00:03:16.960]  第二第三第四節都是用眾數我們
[00:03:16.960 --> 00:03:21.440]  這是一個民族的痛楚
[00:03:21.440 --> 00:03:24.480]  究竟這個民族痛楚是在說什麼呢
[00:03:24.480 --> 00:03:25.760]  詩篇沒有介紹
[00:03:25.760 --> 00:03:27.840]  也沒有交代
[00:03:27.840 --> 00:03:34.160]  學者估計多數都是以色列人亡國之後
[00:03:34.160 --> 00:03:35.680]  心理歸回
[00:03:35.680 --> 00:03:40.640]  比巴比倫亞述國亡了之後
[00:03:40.640 --> 00:03:42.720]  輾轉歷史改變了
[00:03:42.720 --> 00:03:45.520]  波斯帝國興起了
[00:03:45.520 --> 00:03:48.080]  好像有個轉機
[00:03:48.080 --> 00:03:51.120]  馬代波斯的皇帝
[00:03:51.120 --> 00:03:55.440]  讓以色列人可以回到耶路撒冷
[00:03:55.440 --> 00:03:58.960]  回到巴勒斯坦重建家園
[00:03:58.960 --> 00:04:01.200]  以色列人就很高興
[00:04:01.200 --> 00:04:02.640]  他們就像詩人說
[00:04:02.640 --> 00:04:05.040]  我們回到家裡
[00:04:05.040 --> 00:04:06.720]  回到自己本來的地方
[00:04:06.720 --> 00:04:08.080]  就像作夢的人
[00:04:08.080 --> 00:04:09.360]  眼淚
[00:04:09.360 --> 00:04:11.440]  帶著很大的期望
[00:04:11.440 --> 00:04:13.040]  重建聖殿
[00:04:13.040 --> 00:04:15.040]  重建城牆
[00:04:15.040 --> 00:04:16.080]  誰知道回到城牆
[00:04:16.080 --> 00:04:17.280]  大家知道聖經說的
[00:04:17.280 --> 00:04:19.280]  原來有人已經住在那裡了
[00:04:19.280 --> 00:04:21.840]  不是那裡等空了
[00:04:21.840 --> 00:04:22.640]  等你回來
[00:04:22.640 --> 00:04:23.120]  不是
[00:04:23.120 --> 00:04:24.880]  很多外邦人已經住在那裡了
[00:04:24.880 --> 00:04:26.000]  是不是
[00:04:26.000 --> 00:04:27.280]  回到自己的地方
[00:04:27.280 --> 00:04:28.560]  人家已經住在那裡了
[00:04:28.560 --> 00:04:30.240]  有人問你是誰
[00:04:30.240 --> 00:04:31.920]  他說這是我家鄉
[00:04:31.920 --> 00:04:32.800]  不是你家鄉
[00:04:32.800 --> 00:04:34.160]  幾百年前已經不是了
[00:04:34.160 --> 00:04:34.880]  你沒份了
[00:04:34.880 --> 00:04:35.760]  你走吧
[00:04:35.760 --> 00:04:39.520]  他們突然間很大的期望
[00:04:39.520 --> 00:04:42.000]  很大的失望
[00:04:42.000 --> 00:04:44.960]  然後整個過程當中被人凌辱
[00:04:44.960 --> 00:04:46.080]  被人藐視
[00:04:46.080 --> 00:04:47.360]  像詩人所說的
[00:04:47.360 --> 00:04:48.400]  被人欺凌
[00:04:48.400 --> 00:04:50.080]  被人看不起
[00:04:50.080 --> 00:04:51.200]  被人阻擋
[00:04:51.200 --> 00:04:54.800]  他們希望波斯帝國的中央政府幫他們
[00:04:54.800 --> 00:04:56.320]  但他們又沒空理他們
[00:04:56.320 --> 00:04:57.600]  孤單
[00:04:57.600 --> 00:04:58.640]  無助
[00:04:58.640 --> 00:04:59.520]  欺凌
[00:04:59.520 --> 00:05:01.760]  面對困難重重
[00:05:01.760 --> 00:05:05.280]  心裡又覺得很難受
[00:05:05.280 --> 00:05:06.320]  很孤單
[00:05:06.320 --> 00:05:08.880]  所以詩人說我們受夠了
[00:05:08.880 --> 00:05:10.400]  受夠了
[00:05:10.400 --> 00:05:13.280]  我相信你和我
[00:05:13.280 --> 00:05:17.120]  可能未必有猶太人當時的感覺
[00:05:17.120 --> 00:05:20.960]  但誰沒有同樣的感受
[00:05:20.960 --> 00:05:23.520]  我相信你和我在人生的路上
[00:05:23.520 --> 00:05:24.560]  曾經試過
[00:05:24.560 --> 00:05:26.080]  可能現在你還是
[00:05:26.080 --> 00:05:28.000]  面對人生的困難
[00:05:28.000 --> 00:05:29.920]  可能來自事業
[00:05:29.920 --> 00:05:33.040]  可能來自家庭的衝突
[00:05:33.040 --> 00:05:36.320]  可能來自你自己身體的病痛
[00:05:36.320 --> 00:05:37.600]  總而言之
[00:05:37.600 --> 00:05:39.440]  有些事情到了你這個地步
[00:05:39.440 --> 00:05:40.960]  你差不多和詩人一樣
[00:05:40.960 --> 00:05:44.800]  發出呼聲說我真的捱到夠了
[00:05:44.800 --> 00:05:46.320]  我受不了
[00:05:46.320 --> 00:05:48.160]  I got enough
[00:05:48.160 --> 00:05:49.680]  夠了夠了
[00:05:49.680 --> 00:05:51.840]  我有什麼出路呢
[00:05:51.840 --> 00:05:54.400]  大家看這節目有沒有一種共鳴的感覺
[00:05:54.400 --> 00:05:55.280]  如果有的話
[00:05:55.280 --> 00:05:57.040]  這篇對不對
[00:05:57.040 --> 00:05:59.440]  留心聽下去
[00:05:59.440 --> 00:06:01.440]  詩人說有出路的
[00:06:01.440 --> 00:06:04.640]  不然他只說兩句就很慘了
[00:06:04.640 --> 00:06:05.600]  不是
[00:06:05.600 --> 00:06:06.800]  詩人說有出路的
[00:06:06.800 --> 00:06:09.120]  大家知道出路在哪裡了
[00:06:09.120 --> 00:06:16.160]  詩人說出路在仰望我的上帝
[00:06:16.160 --> 00:06:19.360]  直等到他施恩憐憫我
[00:06:19.360 --> 00:06:22.160]  你看看在一個屬靈上的動作
[00:06:22.160 --> 00:06:23.840]  和高高低低的
[00:06:23.840 --> 00:06:27.120]  首先他被人踩到地
[00:06:27.120 --> 00:06:29.360]  藐視藐視到極點
[00:06:29.360 --> 00:06:31.200]  踩到向下
[00:06:31.200 --> 00:06:32.960]  然後說好你踩我
[00:06:32.960 --> 00:06:34.560]  我沒辦法有什麼突破
[00:06:34.560 --> 00:06:35.760]  不過我心靈
[00:06:35.760 --> 00:06:37.440]  我仰望眼目
[00:06:37.440 --> 00:06:39.120]  望著天上
[00:06:39.120 --> 00:06:40.240]  看到我的主
[00:06:40.240 --> 00:06:41.840]  然後我等候他
[00:06:41.840 --> 00:06:44.400]  使他來開恩憐憫我
[00:06:44.400 --> 00:06:45.440]  你明白嗎
[00:06:45.440 --> 00:06:47.280]  下去上去下去
[00:06:47.280 --> 00:06:48.080]  不是故事
[00:06:48.080 --> 00:06:49.200]  這樣
[00:06:49.200 --> 00:06:49.840]  記住了
[00:06:49.840 --> 00:06:51.440]  這篇詩篇是這樣的
[00:06:51.440 --> 00:06:52.480]  什麼都不記得
[00:06:52.480 --> 00:06:53.280]  這個心情就是
[00:06:53.280 --> 00:06:56.240]  什麼時候覺得你的生命落到低點的時候
[00:06:56.240 --> 00:06:57.840]  就是你像詩人一樣
[00:06:57.840 --> 00:07:00.240]  你的心靈要向上仰望的時間
[00:07:00.240 --> 00:07:02.240]  不然你就要留在下面
[00:07:02.240 --> 00:07:03.440]  你向上望的時候
[00:07:03.440 --> 00:07:06.000]  你看到我們的上帝在上面
[00:07:06.000 --> 00:07:08.560]  他開恩憐憫的時候
[00:07:08.560 --> 00:07:11.360]  我們發覺他的手從上而下
[00:07:11.360 --> 00:07:12.960]  我們的生命就有轉機
[00:07:12.960 --> 00:07:15.440]  這個就是詩人在詩篇裏面
[00:07:15.440 --> 00:07:18.800]  短短幾節裏面的心情起伏
[00:07:18.800 --> 00:07:20.880]  他仰望我什麼呢
[00:07:20.880 --> 00:07:22.880]  很有意思的
[00:07:22.880 --> 00:07:25.840]  詩人用了三個不同的句子
[00:07:25.840 --> 00:07:27.840]  去描述他的仰望
[00:07:27.840 --> 00:07:30.080]  都是說他屬靈的眼目
[00:07:30.080 --> 00:07:30.720]  第一節
[00:07:30.720 --> 00:07:32.720]  我舉目望到天上
[00:07:32.720 --> 00:07:34.880]  坐著為王的主
[00:07:34.880 --> 00:07:36.160]  如果你是原文的意思
[00:07:36.160 --> 00:07:38.160]  有比較詳細的意思
[00:07:38.160 --> 00:07:39.040]  我望上去
[00:07:39.040 --> 00:07:41.040]  第一我望望到天上
[00:07:41.040 --> 00:07:43.040]  最高我的主
[00:07:43.040 --> 00:07:45.440]  坐著為王在寶座上面
[00:07:45.440 --> 00:07:46.400]  這是第一句
[00:07:46.400 --> 00:07:47.360]  第二句
[00:07:47.360 --> 00:07:49.360]  跟著我的眼目又望上去
[00:07:49.360 --> 00:07:52.720]  好像僕人望著主人的手
[00:07:52.720 --> 00:07:54.720]  第三句
[00:07:54.720 --> 00:07:56.720]  說完男性說女性
[00:07:56.720 --> 00:07:59.200]  我的眼目望上去
[00:07:59.200 --> 00:08:02.880]  就好像婢女望著主母的手
[00:08:03.840 --> 00:08:07.280]  用三個不同的形容詞
[00:08:07.280 --> 00:08:08.640]  當然都是平衡的意思
[00:08:08.640 --> 00:08:10.640]  但平衡裏面加重了
[00:08:10.640 --> 00:08:14.080]  那個深度和那種深刻
[00:08:14.080 --> 00:08:16.080]  究竟這三個層次
[00:08:16.080 --> 00:08:18.080]  這三個有什麼意思呢
[00:08:18.080 --> 00:08:20.080]  稍為和大家分享一下
[00:08:20.080 --> 00:08:22.080]  首先詩人說
[00:08:22.080 --> 00:08:24.080]  我的眼目一路穿過雲層
[00:08:24.080 --> 00:08:26.080]  去到天上
[00:08:26.080 --> 00:08:28.080]  看見什麼呢
[00:08:28.080 --> 00:08:30.080]  看見我的上帝
[00:08:30.080 --> 00:08:32.080]  他是坐著寶座上面
[00:08:32.080 --> 00:08:34.080]  為王
[00:08:34.080 --> 00:08:36.080]  當然這個表達方法
[00:08:36.080 --> 00:08:38.080]  一點都不陌生
[00:08:38.080 --> 00:08:40.080]  在詩篇在先知書裏面
[00:08:40.080 --> 00:08:42.080]  都有同樣的描述
[00:08:42.080 --> 00:08:44.080]  如果我們稍為做一下對照的功夫
[00:08:44.080 --> 00:08:46.080]  我們就知道原來有很深刻的意思
[00:08:46.080 --> 00:08:48.080]  詩人這樣說
[00:08:48.080 --> 00:08:50.080]  在聖經裏面說絕對不是隨便
[00:08:50.080 --> 00:08:52.080]  他坐在天上當然是
[00:08:52.080 --> 00:08:54.080]  坐在天上的意思
[00:08:54.080 --> 00:08:56.080]  首先第一樣在詩篇裏面
[00:08:56.080 --> 00:08:58.080]  幾次都講到這句說話的時候
[00:08:58.080 --> 00:09:00.080]  代表了因為我們的主
[00:09:00.080 --> 00:09:02.080]  坐在天上作王
[00:09:02.080 --> 00:09:04.080]  所以沒有任何力量
[00:09:04.080 --> 00:09:06.080]  可以比對他
[00:09:06.080 --> 00:09:08.080]  可以攔阻他
[00:09:08.080 --> 00:09:10.080]  因為地上有山有海
[00:09:10.080 --> 00:09:12.080]  有些事我們想過過不到
[00:09:12.080 --> 00:09:14.080]  有些想面對面對不到
[00:09:14.080 --> 00:09:16.080]  地上充滿困難
[00:09:16.080 --> 00:09:18.080]  不過我們主在天上
[00:09:18.080 --> 00:09:20.080]  天上沒有東西可以阻擋他
[00:09:20.080 --> 00:09:22.080]  詩篇115篇很有意思
[00:09:22.080 --> 00:09:24.080]  他說坐在天上的上帝
[00:09:24.080 --> 00:09:26.080]  所以他喜歡怎樣
[00:09:26.080 --> 00:09:28.080]  他就做些什麼
[00:09:28.080 --> 00:09:30.080]  就是我們的上帝
[00:09:30.080 --> 00:09:32.080]  坐在天上
[00:09:32.080 --> 00:09:34.080]  詩篇115篇第三節
[00:09:34.080 --> 00:09:36.080]  如果你寫下來有空可以慢慢看
[00:09:36.080 --> 00:09:38.080]  很寶貴的聖經
[00:09:38.080 --> 00:09:40.080]  既然他坐在天上
[00:09:40.080 --> 00:09:42.080]  沒有東西可以攔阻的話
[00:09:42.080 --> 00:09:44.080]  他的旨意就太至高
[00:09:44.080 --> 00:09:46.080]  並且他要說過的話
[00:09:46.080 --> 00:09:48.080]  一定應驗的
[00:09:48.080 --> 00:09:50.080]  大家比較熟悉的詩篇36篇第五節
[00:09:50.080 --> 00:09:52.080]  他我們的上帝
[00:09:52.080 --> 00:09:54.080]  他的慈愛
[00:09:54.080 --> 00:09:56.080]  上及諸天
[00:09:56.080 --> 00:09:58.080]  他的信實
[00:09:58.080 --> 00:10:00.080]  直到窮滄
[00:10:00.080 --> 00:10:02.080]  窮滄諸天
[00:10:02.080 --> 00:10:04.080]  因為最遙遠的
[00:10:04.080 --> 00:10:06.080]  因為我們的主不會受難
[00:10:06.080 --> 00:10:08.080]  所以他答應過一定做得到
[00:10:08.080 --> 00:10:10.080]  有些人答應你
[00:10:10.080 --> 00:10:12.080]  他做不到
[00:10:12.080 --> 00:10:14.080]  有些人答應你他沒有心做
[00:10:14.080 --> 00:10:16.080]  他忘記了你
[00:10:16.080 --> 00:10:18.080]  我們人生經歷太多這些事
[00:10:18.080 --> 00:10:20.080]  我們很失望
[00:10:20.080 --> 00:10:22.080]  他想做有些人有心無力
[00:10:22.080 --> 00:10:24.080]  想幫都幫不到
[00:10:24.080 --> 00:10:26.080]  因為他坐在天上
[00:10:26.080 --> 00:10:28.080]  一切難阻他都越過
[00:10:28.080 --> 00:10:30.080]  沒有辦法阻擋他
[00:10:30.080 --> 00:10:32.080]  所以他說過一定會做
[00:10:32.080 --> 00:10:34.080]  這是我們信實的主
[00:10:34.080 --> 00:10:36.080]  他的信實直到窮滄
[00:10:36.080 --> 00:10:40.080]  這就是坐著天上的主的意思
[00:10:40.080 --> 00:10:42.080]  還有
[00:10:42.080 --> 00:10:44.080]  剛才黃長老引述的那段聖經
[00:10:44.080 --> 00:10:46.080]  剛剛好
[00:10:46.080 --> 00:10:48.080]  我想說的
[00:10:48.080 --> 00:10:50.080]  以出亞書55章第九節
[00:10:50.080 --> 00:10:52.080]  因為他在天上
[00:10:52.080 --> 00:10:54.080]  所以聖經說
[00:10:54.080 --> 00:10:56.080]  天怎樣高過地
[00:10:56.080 --> 00:10:58.080]  記得嗎?
[00:10:58.080 --> 00:11:00.080]  以出亞書55章第九節
[00:11:00.080 --> 00:11:02.080]  我的道路怎樣高過你的道路
[00:11:02.080 --> 00:11:04.080]  我的意念
[00:11:04.080 --> 00:11:06.080]  怎樣高過你的意念
[00:11:06.080 --> 00:11:08.080]  就是這樣
[00:11:08.080 --> 00:11:10.080]  天上因為他和地相差太遠
[00:11:10.080 --> 00:11:12.080]  正如我們在地上所看見的圖畫
[00:11:12.080 --> 00:11:14.080]  天上看的怎麼一樣
[00:11:14.080 --> 00:11:18.080]  所以上帝有他自己很奇妙的道路
[00:11:18.080 --> 00:11:20.080]  有他很奇妙的意思
[00:11:20.080 --> 00:11:22.080]  和我們所看見的完全不同
[00:11:22.080 --> 00:11:26.080]  所以他的道路遠高於我們
[00:11:26.080 --> 00:11:28.080]  這就是我們對上帝坐在天上的意思
[00:11:28.080 --> 00:11:30.080]  什麼意思?
[00:11:30.080 --> 00:11:32.080]  很重要
[00:11:32.080 --> 00:11:34.080]  因為我們相信是這位最高的上帝
[00:11:34.080 --> 00:11:36.080]  他一切不能難阻
[00:11:36.080 --> 00:11:38.080]  他掌管一切
[00:11:38.080 --> 00:11:40.080]  他允許他的信實不會改變
[00:11:40.080 --> 00:11:42.080]  而且他的計劃
[00:11:42.080 --> 00:11:44.080]  他的道路遠高於我們道路的時候
[00:11:44.080 --> 00:11:46.080]  我們的心
[00:11:46.080 --> 00:11:50.080]  因此就有完全的安全感
[00:11:50.080 --> 00:11:52.080]  我們就平安
[00:11:52.080 --> 00:11:54.080]  不等於事情已經改變
[00:11:54.080 --> 00:11:56.080]  事情可能還是這樣
[00:11:56.080 --> 00:11:58.080]  問題還沒解決
[00:11:58.080 --> 00:12:02.080]  不過我們一眼看到那個圖畫的時候
[00:12:02.080 --> 00:12:04.080]  我們的心就有平安
[00:12:04.080 --> 00:12:06.080]  這個就是分別
[00:12:06.080 --> 00:12:08.080]  不知道大家在崇拜
[00:12:08.080 --> 00:12:12.080]  有沒有分享過一些自己的見證
[00:12:12.080 --> 00:12:14.080]  一個人的見證是這麼多
[00:12:14.080 --> 00:12:16.080]  如果有分享過就要再分享
[00:12:16.080 --> 00:12:18.080]  如果每次都有新的東西
[00:12:18.080 --> 00:12:20.080]  我只是騙你
[00:12:20.080 --> 00:12:22.080]  我自己信主
[00:12:22.080 --> 00:12:24.080]  第三年左右
[00:12:24.080 --> 00:12:26.080]  還沒來北宣
[00:12:26.080 --> 00:12:28.080]  另外一間教會
[00:12:28.080 --> 00:12:30.080]  那時候也很熱心參與教會工作
[00:12:30.080 --> 00:12:32.080]  教會給了我一個不容易的使命
[00:12:32.080 --> 00:12:34.080]  不過我受寵若驚
[00:12:34.080 --> 00:12:36.080]  就是叫我負責
[00:12:36.080 --> 00:12:38.080]  那年的青年夏令會主席
[00:12:38.080 --> 00:12:40.080]  二百多人
[00:12:40.080 --> 00:12:42.080]  我也不少
[00:12:42.080 --> 00:12:44.080]  一個大學生
[00:12:44.080 --> 00:12:46.080]  主席也不夠三年
[00:12:46.080 --> 00:12:48.080]  當時我接到任命之後
[00:12:48.080 --> 00:12:50.080]  很謹慎
[00:12:50.080 --> 00:12:52.080]  很公公敬敬
[00:12:52.080 --> 00:12:54.080]  努力做好所有準備
[00:12:54.080 --> 00:12:56.080]  一早就去
[00:12:56.080 --> 00:12:58.080]  當時我們租的地方
[00:12:58.080 --> 00:13:00.080]  現在還在
[00:13:00.080 --> 00:13:02.080]  叫做烏溪沙青年營
[00:13:02.080 --> 00:13:04.080]  很大的地方
[00:13:04.080 --> 00:13:06.080]  青年會辦
[00:13:06.080 --> 00:13:08.080]  我記得差不多一年前
[00:13:08.080 --> 00:13:10.080]  我已經去過辦事處
[00:13:10.080 --> 00:13:12.080]  登記了地方
[00:13:12.080 --> 00:13:14.080]  下訂了
[00:13:14.080 --> 00:13:16.080]  說了什麼時候借什麼地方
[00:13:16.080 --> 00:13:18.080]  宿舍在哪裡
[00:13:18.080 --> 00:13:20.080]  做好所有準備
[00:13:20.080 --> 00:13:22.080]  我還是很小心
[00:13:22.080 --> 00:13:24.080]  這麼大的工作
[00:13:24.080 --> 00:13:26.080]  一輩子第一次
[00:13:26.080 --> 00:13:28.080]  交給我這個年輕人負責
[00:13:28.080 --> 00:13:30.080]  我真的要很公敬
[00:13:30.080 --> 00:13:32.080]  開了很多次會
[00:13:32.080 --> 00:13:34.080]  到暑假來夏令會
[00:13:34.080 --> 00:13:36.080]  當然一早就約好
[00:13:36.080 --> 00:13:38.080]  當年的烏溪沙
[00:13:38.080 --> 00:13:40.080]  要坐船去
[00:13:40.080 --> 00:13:42.080]  不是坐巴士去
[00:13:42.080 --> 00:13:44.080]  要坐船在碼頭
[00:13:44.080 --> 00:13:46.080]  碼頭坐船去
[00:13:46.080 --> 00:13:48.080]  碼頭突出來
[00:13:48.080 --> 00:13:50.080]  去過近市
[00:13:50.080 --> 00:13:52.080]  碼頭走進烏溪沙營地
[00:13:52.080 --> 00:13:54.080]  碼頭走進烏溪沙營地
[00:13:54.080 --> 00:13:56.080]  那天開始聚會
[00:13:56.080 --> 00:13:58.080]  一早就已經
[00:13:58.080 --> 00:14:00.080]  一班人
[00:14:00.080 --> 00:14:02.080]  一早就進去
[00:14:02.080 --> 00:14:04.080]  貼好床位
[00:14:04.080 --> 00:14:06.080]  搞好這些
[00:14:06.080 --> 00:14:08.080]  等待港元來
[00:14:08.080 --> 00:14:10.080]  第一堂的聚會
[00:14:10.080 --> 00:14:12.080]  聚會開始之前
[00:14:12.080 --> 00:14:14.080]  有幾個弟兄和我
[00:14:14.080 --> 00:14:16.080]  去碼頭接港元
[00:14:16.080 --> 00:14:18.080]  這位牧師
[00:14:18.080 --> 00:14:20.080]  到時候船來
[00:14:20.080 --> 00:14:22.080]  牧師下船很高興
[00:14:22.080 --> 00:14:24.080]  陪著牧師一路進去
[00:14:24.080 --> 00:14:26.080]  開始夏令會第一堂的聚會
[00:14:26.080 --> 00:14:28.080]  走到聚會的
[00:14:28.080 --> 00:14:30.080]  教堂門口
[00:14:30.080 --> 00:14:32.080]  看到很多弟兄姊妹
[00:14:32.080 --> 00:14:34.080]  都不進去
[00:14:34.080 --> 00:14:36.080]  他們聽見我們
[00:14:36.080 --> 00:14:38.080]  裝下裡面有人聚會
[00:14:38.080 --> 00:14:40.080]  死了
[00:14:40.080 --> 00:14:42.080]  裝下去真的有另一位教會長唱詩
[00:14:42.080 --> 00:14:44.080]  哎呀
[00:14:44.080 --> 00:14:46.080]  怎麼會這樣
[00:14:46.080 --> 00:14:48.080]  怎麼這麼污辱
[00:14:48.080 --> 00:14:50.080]  搞什麼
[00:14:50.080 --> 00:14:52.080]  我一年前已經訂了這個地方
[00:14:52.080 --> 00:14:54.080]  怎麼會給了別人
[00:14:54.080 --> 00:14:56.080]  於是他就趕快去辦公室
[00:14:56.080 --> 00:14:58.080]  七點半就有人開門
[00:14:58.080 --> 00:15:00.080]  人都走了
[00:15:00.080 --> 00:15:02.080]  怎麼辦呢
[00:15:02.080 --> 00:15:04.080]  我們
[00:15:04.080 --> 00:15:06.080]  那裡聚會不到沒理由跟別人爭
[00:15:06.080 --> 00:15:08.080]  我們走下去
[00:15:08.080 --> 00:15:10.080]  外面有大球場
[00:15:10.080 --> 00:15:12.080]  很高的石級
[00:15:12.080 --> 00:15:14.080]  我們坐在石級那裡
[00:15:14.080 --> 00:15:16.080]  在球場開始聚會
[00:15:16.080 --> 00:15:18.080]  沒有擴音器也不要緊
[00:15:18.080 --> 00:15:20.080]  講大聲一點
[00:15:20.080 --> 00:15:22.080]  搖擺了三四個字
[00:15:22.080 --> 00:15:24.080]  坐定了
[00:15:24.080 --> 00:15:26.080]  我們到球場下面
[00:15:26.080 --> 00:15:28.080]  當做一個台
[00:15:28.080 --> 00:15:30.080]  開始領詩
[00:15:30.080 --> 00:15:32.080]  一開始領詩
[00:15:32.080 --> 00:15:34.080]  下大雨
[00:15:34.080 --> 00:15:36.080]  很大的雨
[00:15:36.080 --> 00:15:38.080]  走走走
[00:15:38.080 --> 00:15:40.080]  散了
[00:15:40.080 --> 00:15:42.080]  你怎麼知道我的心情
[00:15:42.080 --> 00:15:44.080]  怎麼會這樣
