
[00:00:00.000 --> 00:00:10.000]  平安 我相信大家心裏面當你看到電視看到報紙
[00:06:41.000 --> 00:06:45.000]  但是沒多久郵局就不送這些東西去中國了
[00:06:45.000 --> 00:06:52.000]  我們就去經UPS那些 貴到一百元寄口罩回去
[00:06:52.000 --> 00:06:55.000]  就很擔心
[00:06:55.000 --> 00:07:01.000]  我們就說兒子你回來了 搬回來了
[00:07:01.000 --> 00:07:04.000]  他在羅省有間房子 租了出去
[00:07:04.000 --> 00:07:10.000]  我們就說不要緊 你搬來這裡 我們有間房給你 你回來吧
[00:07:10.000 --> 00:07:16.000]  他就很想回來 我們就想會不會是因為那兩隻貓呢
[00:07:16.000 --> 00:07:21.000]  他說你貓也搬回來吧 不要緊 我家裡有兩隻小狗
[00:07:21.000 --> 00:07:27.000]  他說那兩隻小狗很友善的 你兩隻貓來到他們還可以玩 還開心
[00:07:27.000 --> 00:07:29.000]  你回來吧 回來吧
[00:07:29.000 --> 00:07:33.000]  上個星期跟他談電話 他說他正在考慮
[00:07:33.000 --> 00:07:36.000]  第一二次就直接說不
[00:07:36.000 --> 00:07:40.000]  我們覺得語氣有些轉變 我們心裡也很開心
[00:07:40.000 --> 00:07:43.000]  一直只能為他祈禱
[00:07:43.000 --> 00:07:47.000]  不過現在這個疫情不知道大家有沒有留意
[00:07:47.000 --> 00:07:50.000]  這個疫情來勢洶洶 很厲害
[00:07:50.000 --> 00:07:58.000]  從好的方面想 希望很快就恢復正常
[00:07:58.000 --> 00:08:03.000]  天氣熱一點 或者有些細菌就沒有了 或者會找到解藥
[00:08:03.000 --> 00:08:08.000]  這個我們都是良好的意念 希望快點可以解決
[00:08:08.000 --> 00:08:13.000]  但這次這個疫情 現在也不知道是怎麼開始的
[00:08:13.000 --> 00:08:17.000]  有各樣的猜測 不知道怎麼開始 也不知道怎麼解救
[00:08:17.000 --> 00:08:23.000]  美國也說有些解藥 證實是可以的 現在正在試
[00:08:23.000 --> 00:08:27.000]  這一試很可能要一年
[00:08:27.000 --> 00:08:36.000]  現在在裡面封鎖了70多個城市 4億多人封鎖了
[00:08:36.000 --> 00:08:39.000]  這個在歷史上從來沒有的
[00:08:39.000 --> 00:08:45.000]  歷史上有各樣的災禍 但從來在歷史上沒有這麼多的城市
[00:08:45.000 --> 00:08:50.000]  這麼多的人封鎖 他們不能出來 人們不能進去
[00:08:50.000 --> 00:08:53.000]  這件事很嚴重 很嚴重
[00:08:53.000 --> 00:08:58.000]  我也不是很相信中國那方面的數據
[00:08:58.000 --> 00:09:04.000]  他們說有多少人感染 死了多少人
[00:09:04.000 --> 00:09:10.000]  我想是低估了 那個數不是很準確
[00:09:10.000 --> 00:09:13.000]  現在開始擴散 不單止在中國
[00:09:13.000 --> 00:09:18.000]  現在擴散到香港也有 南韓也很厲害
[00:09:18.000 --> 00:09:25.000]  這幾天聽到 去到伊朗 美國這裡有幾十宗
[00:09:25.000 --> 00:09:31.000]  一直擴散 這個病菌傳得很快 很厲害
[00:09:31.000 --> 00:09:39.000]  它在潛伏期也會傳染 而且不用跟它接觸也會傳染
[00:09:39.000 --> 00:09:46.000]  所以是很厲害的 而且這個病菌就算不死
[00:09:46.000 --> 00:09:51.000]  你的肺也會被它弄壞
[00:09:51.000 --> 00:09:55.000]  整輩子你的肺都有問題 你走路也會喘氣
[00:09:55.000 --> 00:09:59.000]  就不死 但會死很多人 沒解救
[00:09:59.000 --> 00:10:06.000]  現在中國那裡都關起來了 武漢是1100萬人
[00:10:06.000 --> 00:10:10.000]  全部關起來 裡面沒有病也有病
[00:10:10.000 --> 00:10:17.000]  所以現在整個疫情可以說是束手無策
[00:10:17.000 --> 00:10:24.000]  現在還有慘的就是經濟問題
[00:10:24.000 --> 00:10:32.000]  中國經濟如果再不開工 就會瀕臨經濟崩潰
[00:10:32.000 --> 00:10:37.000]  所以現在近期政府報出來的數據
[00:10:37.000 --> 00:10:41.000]  每一天感染的人數和死亡的人數下降
[00:10:41.000 --> 00:10:46.000]  為什麼下降呢 很可能就是這樣製造一個環境
[00:10:46.000 --> 00:10:52.000]  可以復工了 逼人找公安 逼人去上班
[00:10:52.000 --> 00:10:59.000]  那些工廠幾千人幾萬人 做蘋果的工廠十幾萬人
[00:10:59.000 --> 00:11:04.000]  人們全部在一起吃飯上廁所
[00:11:04.000 --> 00:11:07.000]  那時候你的細菌有什麼辦法不傳開呢
[00:11:07.000 --> 00:11:13.000]  你一直封鎖人們不想細菌傳開 但又要他們復工
[00:11:13.000 --> 00:11:16.000]  剛剛就背道而馳 但你不復工就糟糕
[00:11:16.000 --> 00:11:19.000]  你復工又糟糕 不復工又糟糕
[00:11:19.000 --> 00:11:24.000]  所以可以說是一個很厲害的困境
[00:11:24.000 --> 00:11:30.000]  如果這件事不是快點有解決的辦法
[00:11:30.000 --> 00:11:39.000]  很可能會很大件事 甚至對整個中國的政情可能都會有影響
[00:11:39.000 --> 00:11:44.000]  所以這是一件很嚴重的事
[00:11:44.000 --> 00:11:48.000]  大家在報紙和電視上看到
[00:11:48.000 --> 00:11:52.000]  這是武漢的街道 武漢一千一百萬人
[00:11:52.000 --> 00:11:56.000]  是一個很繁忙的城市 現在變成死城一樣
[00:11:56.000 --> 00:12:05.000]  那些人去醫院 很多人不收 醫院都滿了
[00:12:05.000 --> 00:12:09.000]  你有病的時候去醫院 根本不收你
[00:12:09.000 --> 00:12:13.000]  很慘 有些人說是整個家庭都感染了
[00:12:13.000 --> 00:12:20.000]  有一個做電影的 父母死了 他和他太太都死了
[00:12:20.000 --> 00:12:24.000]  幸好他兒子在英國讀書
[00:12:24.000 --> 00:12:32.000]  這麼嚴重的事 香港排隊去找這些口罩
[00:12:32.000 --> 00:12:34.000]  老人家怎麼去排隊呢?
[00:12:34.000 --> 00:12:37.000]  一說哪裡賣口罩 幾千人去排隊
[00:12:37.000 --> 00:12:44.000]  在香港這個國際的都市搞成這樣
[00:12:44.000 --> 00:12:48.000]  現在外面每個人都戴口罩
[00:12:48.000 --> 00:12:56.000]  各種不同的口罩 找不到正常的口罩就用別的
[00:12:56.000 --> 00:13:05.000]  現在這件事發生的時候 實在我們心裡沒有平安
[00:13:05.000 --> 00:13:10.000]  人的心沒有平安就有兩樣的後果
[00:13:10.000 --> 00:13:15.000]  第一叫憂慮症 第二叫憂鬱症
[00:13:15.000 --> 00:13:17.000]  兩者有什麼不同呢?
[00:13:17.000 --> 00:13:23.000]  憂慮就是你經常很擔心 惶惶不可終日
[00:13:23.000 --> 00:13:30.000]  憂鬱就是你覺得完全沒有希望 人生沒有希望
[00:13:30.000 --> 00:13:37.000]  根據美國的National Institute of Mental Health
[00:13:37.000 --> 00:13:46.000]  憂慮症是美國現在最普遍的病症
[00:13:46.000 --> 00:13:51.000]  有四千萬人 十八歲以上
[00:13:51.000 --> 00:13:55.000]  美國人口的18% 差不多20%
[00:13:55.000 --> 00:14:02.000]  五個人有一個人有憂慮症
[00:14:02.000 --> 00:14:05.000]  整天都在憂慮
[00:14:05.000 --> 00:14:10.000]  只有三分之一的人知道自己有憂慮症
[00:14:10.000 --> 00:14:14.000]  有憂慮症的人可能自己都不知道
[00:14:14.000 --> 00:14:18.000]  不知道就不會去求診
[00:14:18.000 --> 00:14:22.000]  但其實你是天天在憂慮 日夜憂慮
[00:14:22.000 --> 00:14:25.000]  三分之一的人憂慮症是接受治療
[00:14:25.000 --> 00:14:27.000]  三分之二的人是不知道的
[00:14:27.000 --> 00:14:33.000]  如果不知道的話 慢慢就會變成憂鬱
[00:14:33.000 --> 00:14:37.000]  有一半以上的人 患有憂慮症
[00:14:37.000 --> 00:14:39.000]  同時患上憂鬱
[00:14:39.000 --> 00:14:44.000]  一個是比較輕微一點 憂鬱是比較嚴重
[00:14:44.000 --> 00:14:52.000]  一直不去處理的時候 憂鬱就變成了憂鬱
[00:14:52.000 --> 00:14:57.000]  憂鬱是因為你覺得人生完全沒有希望
[00:14:57.000 --> 00:14:59.000]  前途一片黑暗的時候
[00:14:59.000 --> 00:15:03.000]  憂鬱症就導致自殺
[00:15:03.000 --> 00:15:06.000]  這是一個最重要的原因
[00:15:06.000 --> 00:15:11.000]  自殺的人有一半是有憂鬱症
[00:15:11.000 --> 00:15:15.000]  他憂鬱到一個地步 覺得人生沒有出路的時候
[00:15:15.000 --> 00:15:19.000]  不如就死掉吧
[00:15:19.000 --> 00:15:25.000]  但其實自殺的人 要自殺是很有勇氣的
[00:15:25.000 --> 00:15:29.000]  你真的要放棄一切 覺得完全沒有希望
[00:15:29.000 --> 00:15:33.000]  死了更好 要很大的勇氣
[00:15:33.000 --> 00:15:41.000]  但有憂鬱症的人 自殺率比普通人高25倍
[00:15:41.000 --> 00:15:45.000]  憂鬱要見醫生 要吃藥
[00:15:45.000 --> 00:15:51.000]  因為有時身體的化學出現了問題
[00:15:51.000 --> 00:15:57.000]  所以憂鬱是身體和心理兩樣東西一起來
[00:15:57.000 --> 00:16:02.000]  所以要看醫生 就算基督徒 都要看醫生
[00:16:02.000 --> 00:16:06.000]  憂鬱的病者即使接受治療
[00:16:06.000 --> 00:16:09.000]  自殺率都可以達到15%
[00:16:09.000 --> 00:16:15.000]  一邊接受治療 一邊有這些憂鬱的攻擊
[00:16:15.000 --> 00:16:18.000]  他都是自殺的
[00:16:18.000 --> 00:16:24.000]  男人多一點憂鬱 還是女人多一點憂鬱呢?
[00:16:24.000 --> 00:16:27.000]  姐妹是女人
[00:16:27.000 --> 00:16:34.000]  女人患憂鬱比男人多70%
[00:16:34.000 --> 00:16:38.000]  這些藥 美國最流行的
[00:16:38.000 --> 00:16:41.000]  這是一個Billion Dollar Business
[00:16:41.000 --> 00:16:43.000]  在美國是很大的生意
[00:16:43.000 --> 00:16:46.000]  很多人都在吃這些藥
[00:16:46.000 --> 00:16:50.000]  各種藥都會壓著你的情緒
[00:16:50.000 --> 00:16:54.000]  讓你不要那麼憂鬱 不要鋌而走險
[00:16:54.000 --> 00:16:57.000]  很多人睡不著覺
[00:16:57.000 --> 00:17:00.000]  你有這些問題的時候 你一定不會睡得好
[00:17:00.000 --> 00:17:04.000]  安眠藥在美國是最大的生意
[00:17:04.000 --> 00:17:09.000]  目前最流行的就是這兩種牌子
[00:17:09.000 --> 00:17:15.000]  流行的就是這兩種可能不會上癮
[00:17:15.000 --> 00:17:17.000]  但其實都會的
[00:17:17.000 --> 00:17:21.000]  吃開了 不吃就睡不著
[00:17:21.000 --> 00:17:26.000]  吃越多越厲害 這兩種很多人買
[00:17:26.000 --> 00:17:29.000]  現在美國的情況就是這樣
[00:17:29.000 --> 00:17:34.000]  我們生活在一個表面好像很安定的環境
[00:17:34.000 --> 00:17:40.000]  但其實這裡的人心裡有很多是沒有平安的
[00:17:40.000 --> 00:17:47.000]  現在中國那邊 香港那邊 我相信很多人都是這樣
[00:17:47.000 --> 00:17:51.000]  人生最大的憂慮是什麼呢
[00:17:51.000 --> 00:17:57.000]  憂慮可以是好的
[00:17:57.000 --> 00:18:01.000]  如果一個人完全沒有憂慮
[00:18:01.000 --> 00:18:06.000]  可能你的生活就不太積極
[00:18:06.000 --> 00:18:09.000]  不太有紀律
[00:18:09.000 --> 00:18:15.000]  所以適當的憂慮是神讓人注意一些東西
[00:18:15.000 --> 00:18:20.000]  所以有些憂慮是健康的
[00:18:20.000 --> 00:18:26.000]  人生應該有什麼憂慮呢
[00:18:26.000 --> 00:18:30.000]  憂慮是不知道自己將來要去哪裡
[00:18:30.000 --> 00:18:35.000]  這是我們每一個人所面對的困境
[00:18:35.000 --> 00:18:39.000]  我們每一個人的時間都會飛逝
[00:18:39.000 --> 00:18:42.000]  今早你起床少了一天
[00:18:42.000 --> 00:18:45.000]  你不知道你的生命有多長
[00:18:45.000 --> 00:18:48.000]  但肯定是有限的人生
[00:18:48.000 --> 00:18:52.000]  每一天我們度過就少了一天
[00:18:52.000 --> 00:18:57.000]  而且你會發覺年紀越大生日都越快
[00:18:57.000 --> 00:18:59.000]  眨眼間就生日了
[00:18:59.000 --> 00:19:04.000]  年輕的時候看都還沒生日
[00:19:04.000 --> 00:19:08.000]  年紀大了好像一下又生日
[00:19:08.000 --> 00:19:11.000]  好像時間過得很快
[00:19:11.000 --> 00:19:15.000]  如果你不知道將來你要去哪裡
[00:19:15.000 --> 00:19:17.000]  你應該憂慮
[00:19:17.000 --> 00:19:20.000]  你應該害怕死亡
[00:19:20.000 --> 00:19:22.000]  死亡是很恐怖的
[00:19:22.000 --> 00:19:24.000]  如果你不知道將來你要去哪裡
[00:19:24.000 --> 00:19:28.000]  人為什麼會害怕死亡呢
[00:19:28.000 --> 00:19:31.000]  第一他知道逃避不到
[00:19:31.000 --> 00:19:35.000]  每當有親戚朋友過世
[00:19:35.000 --> 00:19:38.000]  我們就會想到有一天我們都會睡在那裡
[00:19:38.000 --> 00:19:42.000]  這是我們每一個人都要面對的
[00:19:42.000 --> 00:19:49.000]  但如果你不知道將來你要去哪裡
[00:19:49.000 --> 00:19:51.000]  你應該憂慮
[00:19:51.000 --> 00:19:55.000]  我們當中還有未信耶穌
[00:19:55.000 --> 00:19:59.000]  我求上帝給你的心有這個憂慮
[00:19:59.000 --> 00:20:06.000]  這個憂慮令你思想到底我怎樣能夠解決這個問題
[00:20:06.000 --> 00:20:11.000]  這個才是人生最值得憂慮的事
[00:20:11.000 --> 00:20:17.000]  很多地上的苦難甚至瘟疫都會過去
[00:20:17.000 --> 00:20:26.000]  但這件事我們真的應該要憂慮思想到底我們要去哪裡
[00:20:26.000 --> 00:20:31.000]  兩千年前耶穌還在世界上的時候
[00:20:31.000 --> 00:20:36.000]  祂傳道的時間只有三年半
[00:20:36.000 --> 00:20:40.000]  有一群門徒跟隨著祂
[00:20:40.000 --> 00:20:44.000]  這群門徒天天看著耶穌講道
[00:20:44.000 --> 00:20:47.000]  看著耶穌行神蹟
[00:20:47.000 --> 00:20:49.000]  知道耶穌是誰
[00:20:49.000 --> 00:20:52.000]  知道耶穌是神的兒子
[00:20:52.000 --> 00:20:57.000]  他們的心也想耶穌在地上建立他的王國
[00:20:57.000 --> 00:21:02.000]  來拯救他們脫離羅馬人的手
[00:21:02.000 --> 00:21:08.000]  所以這群門徒是忠心耿耿的跟著耶穌
[00:21:08.000 --> 00:21:11.000]  但耶穌來不及告訴他們
[00:21:11.000 --> 00:21:14.000]  我快要離開你們了
[00:21:14.000 --> 00:21:20.000]  他們聽到的時候明和不明之間
[00:21:20.000 --> 00:21:24.000]  然後到耶穌最後的一個星期
[00:21:24.000 --> 00:21:27.000]  最後的一個星期
[00:21:27.000 --> 00:21:30.000]  星期一耶穌騎著驢車進入耶路撒冷
[00:21:30.000 --> 00:21:33.000]  星期二耶穌潔淨聖殿
[00:21:33.000 --> 00:21:36.000]  星期三耶穌整天在聖殿講道
[00:21:36.000 --> 00:21:40.000]  然後晚上的時候過了東面
[00:21:40.000 --> 00:21:42.000]  在橄欖山上有門徒說
[00:21:42.000 --> 00:21:45.000]  你看看那個聖殿多麼的碧輝煌
[00:21:45.000 --> 00:21:50.000]  耶穌就跟他們說將來一塊石頭都不會在一塊石頭上
[00:21:50.000 --> 00:21:56.000]  然後有門徒問你再回來有什麼預兆呢?
[00:21:56.000 --> 00:21:59.000]  耶穌就解釋給他們聽
[00:21:59.000 --> 00:22:02.000]  這個是星期三
[00:22:02.000 --> 00:22:06.000]  星期四耶穌應該沒有出來
[00:22:06.000 --> 00:22:08.000]  他們在安排什麼呢?
[00:22:08.000 --> 00:22:13.000]  星期四晚上是最後的晚餐
[00:22:13.000 --> 00:22:15.000]  他們是加利利人
[00:22:15.000 --> 00:22:17.000]  加利利是北面的
[00:22:17.000 --> 00:22:21.000]  他們慶祝逾越節
[00:22:21.000 --> 00:22:23.000]  就是星期四
[00:22:23.000 --> 00:22:25.000]  耶路撒冷在南面
[00:22:25.000 --> 00:22:27.000]  耶路撒冷的人是星期五
[00:22:27.000 --> 00:22:29.000]  就是逾節
[00:22:29.000 --> 00:22:31.000]  但是加利利人是星期四
[00:22:31.000 --> 00:22:34.000]  就慶祝逾越節
[00:22:34.000 --> 00:22:39.000]  所以耶穌就安排了跟他們有最後的晚餐
[00:22:39.000 --> 00:22:42.000]  在馬可樓上
[00:22:42.000 --> 00:22:44.000]  英文叫做Upper Room
[00:22:44.000 --> 00:22:46.000]  中文叫做馬可樓
[00:22:46.000 --> 00:22:48.000]  耶穌在那裡
[00:22:48.000 --> 00:22:50.000]  我們去聖地也去看
[00:22:50.000 --> 00:22:54.000]  耶穌在那裡跟門徒有幾個小時的時間
[00:22:54.000 --> 00:22:58.000]  耶穌有很重要的事要跟他們說
[00:22:58.000 --> 00:23:04.000]  所以你看耶穌安排這個地方給他們最後的晚餐
[00:23:04.000 --> 00:23:06.000]  是經過精心的設計
[00:23:06.000 --> 00:23:09.000]  事先他們不知道在哪裡
[00:23:09.000 --> 00:23:12.000]  為什麼耶穌要保密呢?
[00:23:12.000 --> 00:23:14.000]  在哪裡不說出來呢?
[00:23:14.000 --> 00:23:20.000]  因為耶穌知道在門徒當中有一個人將要出賣他
[00:23:20.000 --> 00:23:23.000]  那個門徒已經跟羅馬人
[00:23:23.000 --> 00:23:31.000]  跟當時的猶太人反對耶穌
[00:23:31.000 --> 00:23:33.000]  已經有聯繫
[00:23:33.000 --> 00:23:36.000]  如果讓他們知道他們晚上在哪裡吃飯的時候
[00:23:36.000 --> 00:23:41.000]  可能他們就會勾結羅馬人來捉拿耶穌
[00:23:41.000 --> 00:23:46.000]  所以耶穌保密派兩個門徒去預先做安排
[00:23:46.000 --> 00:23:49.000]  然後耶穌才帶他們去那裡
[00:23:49.000 --> 00:23:51.000]  耶穌有幾個小時的時間
[00:23:51.000 --> 00:23:53.000]  跟他們說一些很重要的事
[00:23:53.000 --> 00:23:58.000]  約翰13章到16章
[00:23:58.000 --> 00:24:02.000]  記載耶穌在最後晚餐的時候
[00:24:02.000 --> 00:24:04.000]  先幫門徒洗腳
[00:24:04.000 --> 00:24:07.000]  然後教導他們一路說
[00:24:07.000 --> 00:24:10.000]  說到16章最後的時候
[00:24:10.000 --> 00:24:13.000]  耶穌說我把我的平安給了你們
[00:24:13.000 --> 00:24:15.000]  耶穌說得很清楚
[00:24:15.000 --> 00:24:17.000]  他們將要離開
[00:24:17.000 --> 00:24:19.000]  但耶穌說你們的心不用怕
[00:24:19.000 --> 00:24:21.000]  你們不用憂慮
[00:24:21.000 --> 00:24:23.000]  我把我的平安賜給你們
[00:24:23.000 --> 00:24:26.000]  我賜給你們的平安不像人賜給你們的平安
[00:24:26.000 --> 00:24:29.000]  因為他們的平安是從天上來的
[00:24:29.000 --> 00:24:31.000]  這就到16章最後
[00:24:31.000 --> 00:24:34.000]  第17章耶穌為這些門徒
[00:24:34.000 --> 00:24:37.000]  也為他們自己來祈禱
[00:24:37.000 --> 00:24:40.000]  然後他們才唱著歌出去
[00:24:40.000 --> 00:24:43.000]  走過吸輪溪去到赫西瑪利園
[00:24:43.000 --> 00:24:45.000]  耶穌在那裡做事的祈禱
[00:24:45.000 --> 00:24:47.000]  然後半夜的時間
[00:24:47.000 --> 00:24:51.000]  猶大就帶著兵去那裡捉拿耶穌
[00:24:51.000 --> 00:24:54.000]  這是最後晚餐前後的事情
[00:24:54.000 --> 00:24:57.000]  所以我們看第14章
[00:24:57.000 --> 00:24:59.000]  剛才我們讀的第14章
[00:24:59.000 --> 00:25:03.000]  就是在最後晚餐的時候
[00:25:03.000 --> 00:25:07.000]  耶穌看到門徒很憂愁
[00:25:07.000 --> 00:25:09.000]  為什麼他們憂愁呢?
[00:25:09.000 --> 00:25:13.000]  你想想跟了這個夫子有三年多
[00:25:13.000 --> 00:25:17.000]  這三年多你都不需要擔心你的生活
[00:25:17.000 --> 00:25:21.000]  因為有很多婦女來將食物帶給耶穌
[00:25:21.000 --> 00:25:25.000]  耶穌又懂得變食物
[00:25:25.000 --> 00:25:29.000]  餵飽五千人餵飽四千人兩次
[00:25:29.000 --> 00:25:31.000]  所以他們跟著耶穌
[00:25:31.000 --> 00:25:33.000]  什麼都可以
[00:25:33.000 --> 00:25:39.000]  他們也期望耶穌是那位君王來拯救他們
[00:25:39.000 --> 00:25:41.000]  現在到尾聲
[00:25:41.000 --> 00:25:43.000]  耶穌說我就要離開
[00:25:43.000 --> 00:25:45.000]  他們都知道了
[00:25:45.000 --> 00:25:47.000]  但是他們不是很明白
[00:25:47.000 --> 00:25:50.000]  耶穌離開了我們怎麼辦呢?
[00:25:50.000 --> 00:25:54.000]  為什麼一位神的兒子
[00:25:54.000 --> 00:25:59.000]  他說他快要被人捉拿被釘死呢?
[00:25:59.000 --> 00:26:01.000]  因為他們不明白
[00:26:01.000 --> 00:26:05.000]  不明白令他們心裡有很多憂愁
[00:26:05.000 --> 00:26:08.000]  耶穌看到他們有憂愁
[00:26:08.000 --> 00:26:10.000]  耶穌就跟他們說
[00:26:10.000 --> 00:26:12.000]  心裡不要憂愁
[00:26:12.000 --> 00:26:14.000]  耶穌叫他們不要憂愁
[00:26:14.000 --> 00:26:17.000]  耶穌說你們信上帝
[00:26:17.000 --> 00:26:20.000]  你們也應該信我
[00:26:20.000 --> 00:26:22.000]  所以耶穌這裡叫他們不用憂愁
[00:26:22.000 --> 00:26:24.000]  第一件事教導他們的
[00:26:24.000 --> 00:26:26.000]  就是你要有信心
[00:26:26.000 --> 00:26:28.000]  要知道耶穌是誰
[00:26:28.000 --> 00:26:31.000]  耶穌在這裡把他的身份很清楚說出來
[00:26:31.000 --> 00:26:34.000]  你信上帝你也應該信我
[00:26:34.000 --> 00:26:37.000]  他把自己和上帝放在一起
[00:26:37.000 --> 00:26:39.000]  其實耶穌在之前也有說
[00:26:39.000 --> 00:26:42.000]  我與父原為一
[00:26:42.000 --> 00:26:45.000]  沒有亞伯拉罕就有我了
[00:26:45.000 --> 00:26:49.000]  所以耶穌是想門徒知道他的身份是什麼
[00:26:49.000 --> 00:26:51.000]  所以叫他們
[00:26:51.000 --> 00:26:53.000]  他們也是信舊約的
