
[00:00:00.000 --> 00:00:15.000]  這個禮拜是我們教會的年曆來到最神聖的一個禮拜
[00:06:58.000 --> 00:07:02.000]  驢即是驢, 驢即是驢, 即是不同性
[00:07:02.000 --> 00:07:05.000]  驢驢是隻驢仔
[00:07:05.000 --> 00:07:07.000]  所以要加多一句解釋, 有沒有看到
[00:07:07.000 --> 00:07:11.000]  必看見一匹驢驢山在那裡
[00:07:11.000 --> 00:07:18.000]  是從來沒有人騎過的
[00:07:18.000 --> 00:07:25.000]  這句說話就說出了事實的真相
[00:07:25.000 --> 00:07:28.000]  我們不懂, 今天誰家裡有驢
[00:07:28.000 --> 00:07:31.000]  沒有吧, 誰家裡有蟻就舉手
[00:07:31.000 --> 00:07:34.000]  驢沒有人有, 我們不熟悉
[00:07:34.000 --> 00:07:37.000]  原來一隻驢驢驢
[00:07:37.000 --> 00:07:42.000]  從來沒有被人騎過的驢驢
[00:07:42.000 --> 00:07:44.000]  耶穌訂了
[00:07:44.000 --> 00:07:48.000]  所以那個密碼是什麼, 懂不懂
[00:07:48.000 --> 00:07:51.000]  有人問, 幹什麼動它
[00:07:51.000 --> 00:07:53.000]  主要用它
[00:07:53.000 --> 00:07:57.000]  這個是約定了, 打電話去信用卡號碼
[00:07:57.000 --> 00:07:59.000]  明白, 沒有什麼神秘的
[00:07:59.000 --> 00:08:03.000]  都約定了, 訂了一隻驢驢
[00:08:03.000 --> 00:08:05.000]  現在找兩個門徒去拿
[00:08:05.000 --> 00:08:08.000]  不認識它, 沒有記認
[00:08:08.000 --> 00:08:09.000]  有一句說話做記認
[00:08:09.000 --> 00:08:11.000]  主要用它
[00:08:11.000 --> 00:08:15.000]  但驢驢是未曾被人騎過的
[00:08:15.000 --> 00:08:18.000]  所以聖經學者就解釋給我們聽
[00:08:18.000 --> 00:08:22.000]  如果一隻未曾騎過的驢驢
[00:08:22.000 --> 00:08:25.000]  你要騎著它, 你要用它
[00:08:25.000 --> 00:08:28.000]  你怎麼做, 第一次
[00:08:28.000 --> 00:08:30.000]  你帶著它媽媽
[00:08:30.000 --> 00:08:34.000]  帶著它媽媽陪著它
[00:08:34.000 --> 00:08:37.000]  所以這隻驢驢是耶穌訂了
[00:08:37.000 --> 00:08:40.000]  但因為它從來未曾被人騎過
[00:08:40.000 --> 00:08:43.000]  所以第一次用的時候
[00:08:43.000 --> 00:08:45.000]  就買一送一, 不是
[00:08:45.000 --> 00:08:48.000]  一定要這樣做, 否則它會害怕
[00:08:48.000 --> 00:08:50.000]  它不知道什麼事
[00:08:50.000 --> 00:08:53.000]  教它, 跟它說半個小時
[00:08:53.000 --> 00:08:56.000]  沒有用的, 動物不知道你說什麼
[00:08:56.000 --> 00:08:59.000]  最重要的是你給它安全感
[00:08:59.000 --> 00:09:02.000]  或者你找一隻有經驗的驢
[00:09:02.000 --> 00:09:04.000]  陪著它, 也是它信任的
[00:09:04.000 --> 00:09:06.000]  最好就是它的媽媽
[00:09:06.000 --> 00:09:11.000]  所以兩隻驢一起帶來的原因
[00:09:11.000 --> 00:09:14.000]  不是耶穌要騎兩隻驢
[00:09:14.000 --> 00:09:19.000]  不是, 而是因為耶穌用的這隻驢驢
[00:09:19.000 --> 00:09:23.000]  是從來沒有人騎過的
[00:09:23.000 --> 00:09:24.000]  明白嗎
[00:09:24.000 --> 00:09:26.000]  因為要用一隻這樣的驢驢
[00:09:26.000 --> 00:09:29.000]  所以主人明白
[00:09:29.000 --> 00:09:34.000]  這隻驢驢要第一次租出去
[00:09:34.000 --> 00:09:37.000]  要開始賺錢, 要用, 要工作
[00:09:37.000 --> 00:09:40.000]  就找媽媽一起陪著
[00:09:40.000 --> 00:09:42.000]  所以耶穌不是騎兩隻驢
[00:09:42.000 --> 00:09:44.000]  耶穌是騎一隻
[00:09:44.000 --> 00:09:48.000]  不過這隻驢要乖乖地走進耶路撒冷
[00:09:48.000 --> 00:09:53.000]  做到它要做的第一次工作
[00:09:53.000 --> 00:09:58.000]  規矩, 傳統, 或辦法就是
[00:09:58.000 --> 00:10:01.000]  你找它的媽媽一起在旁邊
[00:10:01.000 --> 00:10:03.000]  陪著它一起走
[00:10:03.000 --> 00:10:05.000]  它一直走的時候
[00:10:05.000 --> 00:10:09.000]  因為有一隻有經驗的驢幫著
[00:10:09.000 --> 00:10:10.000]  伴著
[00:10:10.000 --> 00:10:12.000]  於是它就可以完成
[00:10:12.000 --> 00:10:15.000]  它第一次的工作, 給人騎
[00:10:15.000 --> 00:10:18.000]  以後慢慢它習慣了
[00:10:18.000 --> 00:10:20.000]  你多嘈吵, 多多交通
[00:10:20.000 --> 00:10:22.000]  多複雜的情況
[00:10:22.000 --> 00:10:24.000]  它都可以習慣了
[00:10:24.000 --> 00:10:26.000]  它只是走過一條路
[00:10:26.000 --> 00:10:28.000]  不會中間叫, 不會走回頭
[00:10:28.000 --> 00:10:30.000]  不會撞到地上
[00:10:30.000 --> 00:10:31.000]  它有經驗了
[00:10:31.000 --> 00:10:33.000]  但第一次沒有經驗
[00:10:33.000 --> 00:10:37.000]  所以它需要有另一隻
[00:10:37.000 --> 00:10:41.000]  它的媽媽陪著它一起走
[00:10:41.000 --> 00:10:45.000]  所以馬太福音沒有提這句話
[00:10:45.000 --> 00:10:46.000]  有沒有留意到?
[00:10:46.000 --> 00:10:47.000]  剛才我們讀的時候
[00:10:47.000 --> 00:10:52.000]  沒有提到是從來沒有人騎過的
[00:10:52.000 --> 00:10:54.000]  但馬太福音記載
[00:10:54.000 --> 00:10:57.000]  有一隻驢, 還有一隻驢驅
[00:10:57.000 --> 00:10:58.000]  有兩隻驢
[00:10:58.000 --> 00:11:00.000]  兩隻驢都要帶過來
[00:11:00.000 --> 00:11:02.000]  所以其實是說同一件事
[00:11:02.000 --> 00:11:04.000]  不是說到底一隻驢
[00:11:04.000 --> 00:11:05.000]  還是兩隻驢
[00:11:05.000 --> 00:11:08.000]  聖經記載衝突的, 矛盾的
[00:11:08.000 --> 00:11:09.000]  都不知道誰是真誰是假
[00:11:09.000 --> 00:11:11.000]  你這樣讀聖經就矛盾了
[00:11:11.000 --> 00:11:13.000]  因為你不明白
[00:11:13.000 --> 00:11:18.000]  背後的經過, 事實是這樣
[00:11:18.000 --> 00:11:19.000]  耶穌騎一隻驢
[00:11:19.000 --> 00:11:21.000]  但這隻驢從來沒有人騎過
[00:11:21.000 --> 00:11:24.000]  所以兩隻驢拉過來
[00:11:24.000 --> 00:11:27.000]  一起走進耶路撒冷
[00:11:27.000 --> 00:11:29.000]  所以關鍵是
[00:11:29.000 --> 00:11:32.000]  馬太福音和約翰福音
[00:11:32.000 --> 00:11:34.000]  解釋給我們聽
[00:11:34.000 --> 00:11:39.000]  不是那隻驢沒有人騎過的
[00:11:39.000 --> 00:11:40.000]  它當你明白了
[00:11:40.000 --> 00:11:42.000]  所以它沒有詳細解釋
[00:11:42.000 --> 00:11:44.000]  只是告訴你兩隻驢
[00:11:44.000 --> 00:11:47.000]  馬太福音著重解釋給我們聽的
[00:11:47.000 --> 00:11:50.000]  反而是為什麼耶穌
[00:11:50.000 --> 00:11:54.000]  第一, 不是走進耶路撒冷
[00:11:54.000 --> 00:11:56.000]  你有沒有想過這個問題
[00:11:56.000 --> 00:11:58.000]  你讀聖經有沒有想過這些
[00:11:58.000 --> 00:12:00.000]  為什麼不可以走進去
[00:12:00.000 --> 00:12:02.000]  第二, 如果要騎
[00:12:02.000 --> 00:12:07.000]  為什麼不是騎馬進去
[00:12:07.000 --> 00:12:12.000]  如果耶穌以一個君王尼塞亞的身份
[00:12:12.000 --> 00:12:13.000]  走進耶路撒冷
[00:12:13.000 --> 00:12:15.000]  走進去不夠威風
[00:12:15.000 --> 00:12:17.000]  要騎著
[00:12:17.000 --> 00:12:21.000]  要找一匹高大一點的白馬
[00:12:21.000 --> 00:12:22.000]  一走出來
[00:12:22.000 --> 00:12:24.000]  大家就馬上覺得
[00:12:24.000 --> 00:12:27.000]  馬上拍手, 很自然
[00:12:27.000 --> 00:12:31.000]  騎一隻驢是什麼意思呢
[00:12:31.000 --> 00:12:34.000]  你記得耶穌不是臨急臨亡
[00:12:34.000 --> 00:12:37.000]  才發覺那天早上起床腳痛
[00:12:37.000 --> 00:12:41.000]  不如找些東西不用走
[00:12:41.000 --> 00:12:43.000]  又找不到, 因為過節
[00:12:43.000 --> 00:12:44.000]  樣樣東西都沒有了
[00:12:44.000 --> 00:12:47.000]  只剩最後一匹沒有人騎過的驢
[00:12:47.000 --> 00:12:48.000]  不是的
[00:12:48.000 --> 00:12:51.000]  耶穌是一早已經安排好了
[00:12:51.000 --> 00:12:53.000]  主要用祂
[00:12:53.000 --> 00:12:56.000]  所以一早安排
[00:12:56.000 --> 00:13:00.000]  是代表耶穌特意這樣做的
[00:13:00.000 --> 00:13:03.000]  馬太福音就解釋給我們聽
[00:13:03.000 --> 00:13:09.000]  因為在舊約聖經裏面有提過
[00:13:09.000 --> 00:13:13.000]  為什麼要騎一隻驢
[00:13:13.000 --> 00:13:15.000]  馬太福音所引用的是
[00:13:15.000 --> 00:13:19.000]  撒加利亞書第九章
[00:13:19.000 --> 00:13:21.000]  如果你有聖經在手的
[00:13:21.000 --> 00:13:23.000]  請你和我一起打開
[00:13:23.000 --> 00:13:25.000]  撒加利亞書就在馬太福音前兩卷
[00:13:25.000 --> 00:13:26.000]  很容易找到的
[00:13:26.000 --> 00:13:28.000]  你不要蓋上聖經
[00:13:28.000 --> 00:13:30.000]  你在馬太福音前面
[00:13:30.000 --> 00:13:31.000]  馬拉基書之後
[00:13:31.000 --> 00:13:33.000]  就是撒加利亞書
[00:13:33.000 --> 00:13:34.000]  之前應該這樣說
[00:13:34.000 --> 00:13:36.000]  撒加利亞書第九章
[00:13:36.000 --> 00:13:39.000]  第九節, 第十節
[00:13:39.000 --> 00:13:42.000]  找到我們一起讀
[00:13:42.000 --> 00:13:46.000]  撒加利亞書第九章
[00:13:46.000 --> 00:13:48.000]  第九, 第十節
[00:13:48.000 --> 00:13:51.000]  請讀
[00:13:51.000 --> 00:13:55.000]  錫安的民啊, 應當大大喜樂
[00:13:55.000 --> 00:13:59.000]  耶路撒冷的民啊, 應當歡呼
[00:13:59.000 --> 00:14:03.000]  漢啊, 你的王來到你這裡
[00:14:03.000 --> 00:14:05.000]  他是公義的
[00:14:05.000 --> 00:14:07.000]  並且私行請救
[00:14:07.000 --> 00:14:10.000]  謙謙和和的騎著驢
[00:14:10.000 --> 00:14:13.000]  就是騎著驢的驅子
[00:14:13.000 --> 00:14:17.000]  我必除滅以法連的戰車
[00:14:17.000 --> 00:14:19.000]  和耶路撒冷的戰馬
[00:14:19.000 --> 00:14:22.000]  征戰的弓也必除滅
[00:14:22.000 --> 00:14:25.000]  他必向列國講和平
[00:14:25.000 --> 00:14:29.000]  他的權柄必從這海管到那海
[00:14:29.000 --> 00:14:33.000]  從大河管到地極
[00:14:33.000 --> 00:14:34.000]  看到嗎?
[00:14:34.000 --> 00:14:37.000]  撒加利亞書裡面特別提到
[00:14:37.000 --> 00:14:40.000]  這個要來到耶路撒冷的王
[00:14:40.000 --> 00:14:42.000]  是公義的王
[00:14:42.000 --> 00:14:44.000]  是私行請救的王
[00:14:44.000 --> 00:14:46.000]  不過他有一個特點
[00:14:46.000 --> 00:14:52.000]  他是謙謙和和的騎著驢
[00:14:52.000 --> 00:14:53.000]  還要講清楚
[00:14:53.000 --> 00:14:56.000]  就是騎著驢驅子
[00:14:56.000 --> 00:15:00.000]  撒加利亞書這裡所說的
[00:15:00.000 --> 00:15:01.000]  對不起
[00:15:01.000 --> 00:15:05.000]  不是一個預言
[00:15:05.000 --> 00:15:08.000]  如果是預言的話
[00:15:08.000 --> 00:15:10.000]  那麼耶穌就有些作弊的嫌疑
[00:15:10.000 --> 00:15:12.000]  你明白我的意思嗎?
[00:15:12.000 --> 00:15:15.000]  就是他故意要去應驗他的
[00:15:15.000 --> 00:15:17.000]  那不是叫預言吧?
[00:15:17.000 --> 00:15:19.000]  你找個預言出來
[00:15:19.000 --> 00:15:20.000]  你故意要去應驗
[00:15:20.000 --> 00:15:21.000]  大家在那拍手
[00:15:21.000 --> 00:15:23.000]  在那做戲而已
[00:15:23.000 --> 00:15:24.000]  不是不是
[00:15:24.000 --> 00:15:27.000]  撒加利亞書這裡所說的是
[00:15:27.000 --> 00:15:31.000]  要來的君王
[00:15:31.000 --> 00:15:34.000]  耶路撒冷要等的君王
[00:15:34.000 --> 00:15:38.000]  不是他們心目中
[00:15:38.000 --> 00:15:40.000]  那個很威猛
[00:15:40.000 --> 00:15:42.000]  很英明神武
[00:15:42.000 --> 00:15:43.000]  騎著馬
[00:15:43.000 --> 00:15:44.000]  不是
[00:15:44.000 --> 00:15:46.000]  事實上你看看第十節
[00:15:46.000 --> 00:15:48.000]  上帝說我要除滅
[00:15:48.000 --> 00:15:50.000]  以法連的戰車
[00:15:50.000 --> 00:15:54.000]  和耶路撒冷的戰馬
[00:15:54.000 --> 00:15:55.000]  看到嗎?
[00:15:55.000 --> 00:15:57.000]  看到馬槍斃的
[00:15:57.000 --> 00:15:58.000]  什麼事啊?
[00:15:58.000 --> 00:16:01.000]  上帝要帶來的不是戰爭
[00:16:01.000 --> 00:16:05.000]  上帝帶來的是和平
[00:16:05.000 --> 00:16:08.000]  這個和平之君
[00:16:08.000 --> 00:16:14.000]  他的出現是謙謙和和的
[00:16:14.000 --> 00:16:17.000]  或者馬太福音用希臘文去講的時候
[00:16:17.000 --> 00:16:19.000]  就說溫柔的
[00:16:19.000 --> 00:16:21.000]  不是說他軟弱
[00:16:21.000 --> 00:16:26.000]  是說他以一個什麼身份出現
[00:16:26.000 --> 00:16:30.000]  他是以一個撒加利亞書
[00:16:30.000 --> 00:16:35.000]  舊約聖經所解釋的方法
[00:16:35.000 --> 00:16:39.000]  騎著一匹驢驅
[00:16:39.000 --> 00:16:40.000]  沒有經驗的
[00:16:40.000 --> 00:16:42.000]  沒有人騎過的
[00:16:42.000 --> 00:16:45.000]  這樣進入耶路撒冷
[00:16:45.000 --> 00:16:47.000]  就是人
[00:16:47.000 --> 00:16:48.000]  對不起
[00:16:48.000 --> 00:16:50.000]  有幫人我們不熟悉舊約聖經
[00:16:50.000 --> 00:16:51.000]  尤其是你和我
[00:16:51.000 --> 00:16:53.000]  從來都不讀撒加利亞書的
[00:16:53.000 --> 00:16:54.000]  就不明白
[00:16:54.000 --> 00:16:55.000]  不過如果你是猶太人
[00:16:55.000 --> 00:16:57.000]  如果你是熟悉舊約聖經的
[00:16:57.000 --> 00:17:00.000]  你就馬上想到這句話
[00:17:00.000 --> 00:17:05.000]  那個騎著驢驅進入耶路撒冷的
[00:17:05.000 --> 00:17:07.000]  就是聖經裡面所說
[00:17:07.000 --> 00:17:13.000]  這個要來到耶路撒冷的君王
[00:17:13.000 --> 00:17:15.000]  在舊約聖經裡面
[00:17:15.000 --> 00:17:18.000]  騎著驢的君王
[00:17:18.000 --> 00:17:22.000]  還有一個最早的典故
[00:17:22.000 --> 00:17:24.000]  不過那個我們更加不熟悉
[00:17:24.000 --> 00:17:26.000]  很快就和你看完它
[00:17:26.000 --> 00:17:31.000]  列王記上第一章
[00:17:31.000 --> 00:17:32.000]  難找一點
[00:17:32.000 --> 00:17:33.000]  我等你
[00:17:33.000 --> 00:17:34.000]  慢慢找
[00:17:34.000 --> 00:17:36.000]  在詩篇之前
[00:17:36.000 --> 00:17:39.000]  如果你揭到《撒姆爾記》就過了龍
[00:17:39.000 --> 00:17:46.000]  列王記上第一章
[00:17:46.000 --> 00:17:50.000]  第32節開始
[00:17:50.000 --> 00:17:52.000]  找到我讀給你聽
[00:17:52.000 --> 00:17:56.000]  列王記上第一章32節
[00:17:56.000 --> 00:18:00.000]  這個是大衛臨終之前
[00:18:00.000 --> 00:18:04.000]  他拆立所羅門
[00:18:04.000 --> 00:18:09.000]  繼續他做以色列猶大的君王的記載
[00:18:09.000 --> 00:18:11.000]  大衛王又吩咐說
[00:18:11.000 --> 00:18:13.000]  將祭司撒督
[00:18:13.000 --> 00:18:18.000]  先知拿丹耶和耶大的兒子彼拿雅召來
[00:18:18.000 --> 00:18:22.000]  他們就都來到王的面前
[00:18:22.000 --> 00:18:24.000]  王對他們說
[00:18:24.000 --> 00:18:28.000]  要帶領你們主的僕人
[00:18:28.000 --> 00:18:29.000]  即是我的兒子
[00:18:29.000 --> 00:18:32.000]  使我兒子所羅門
[00:18:32.000 --> 00:18:35.000]  騎我的驢子
[00:18:35.000 --> 00:18:39.000]  送他下到基訓
[00:18:39.000 --> 00:18:40.000]  在那裡
[00:18:40.000 --> 00:18:45.000]  祭司撒督先知拿丹就高立他做以色列的王
[00:18:45.000 --> 00:18:47.000]  你們就要催國
[00:18:47.000 --> 00:18:51.000]  就要歡呼願所羅門王萬歲
[00:18:51.000 --> 00:18:55.000]  然後就要跟隨所羅門王高立了
[00:18:55.000 --> 00:18:57.000]  上回耶路撒冷
[00:18:57.000 --> 00:19:02.000]  使所羅門坐在我的寶座我的位上
[00:19:02.000 --> 00:19:04.000]  接續我做王
[00:19:04.000 --> 00:19:07.000]  我就是這樣宣佈
[00:19:07.000 --> 00:19:12.000]  立他作為以色列和猶大的君
[00:19:12.000 --> 00:19:15.000]  耶和耶大的兒子彼拿雅對王說
[00:19:15.000 --> 00:19:16.000]  大概他是御林君
[00:19:16.000 --> 00:19:20.000]  他是那個大軍隊的
[00:19:20.000 --> 00:19:21.000]  他說阿們
[00:19:21.000 --> 00:19:26.000]  願耶和華我主我王的神也這樣命定
[00:19:26.000 --> 00:19:29.000]  耶和華怎樣與我主我王同在
[00:19:29.000 --> 00:19:32.000]  願他照樣與所羅門同在
[00:19:32.000 --> 00:19:37.000]  使他的國位比我主大衛王的國位更大
[00:19:37.000 --> 00:19:39.000]  為什麼這麼緊張
[00:19:39.000 --> 00:19:42.000]  因為所羅門的哥哥
[00:19:42.000 --> 00:19:43.000]  如果你看前面
[00:19:43.000 --> 00:19:53.000]  所羅門的哥哥已經密謀亞多尼亞要自立為王
[00:19:53.000 --> 00:19:59.000]  現在大衛要趁他未曾成功之前
[00:19:59.000 --> 00:20:02.000]  要先高立所羅門
[00:20:02.000 --> 00:20:05.000]  所以在一個很緊張的情況下
[00:20:05.000 --> 00:20:07.000]  但是在這樣的情形下
[00:20:07.000 --> 00:20:09.000]  大衛吩咐
[00:20:09.000 --> 00:20:13.000]  誰是我的心意所高立
[00:20:13.000 --> 00:20:15.000]  接續我做王的
[00:20:15.000 --> 00:20:20.000]  就是騎著我那匹雷
[00:20:20.000 --> 00:20:23.000]  不是騎著高頭白馬
[00:20:23.000 --> 00:20:24.000]  看到嗎
[00:20:24.000 --> 00:20:26.000]  大衛的子孫
[00:20:26.000 --> 00:20:28.000]  真命天子
[00:20:28.000 --> 00:20:30.000]  用我們這些粵語長片
[00:20:30.000 --> 00:20:33.000]  還是一些演戲的說法
[00:20:33.000 --> 00:20:36.000]  亞多尼亞又說自己是大衛的兒子
[00:20:36.000 --> 00:20:37.000]  所羅門又是
[00:20:37.000 --> 00:20:38.000]  誰是真的
[00:20:38.000 --> 00:20:39.000]  看著了
[00:20:39.000 --> 00:20:40.000]  奇怪
[00:20:40.000 --> 00:20:42.000]  大衛說這樣來決定
[00:20:42.000 --> 00:20:44.000]  大家眾民看到的
[00:20:44.000 --> 00:20:45.000]  這邊有大祭司
[00:20:45.000 --> 00:20:46.000]  那邊也有
[00:20:46.000 --> 00:20:47.000]  這邊有軍隊
[00:20:47.000 --> 00:20:48.000]  那邊也有
[00:20:48.000 --> 00:20:50.000]  約翰還站在那邊
[00:20:50.000 --> 00:20:51.000]  怎麼分呢
[00:20:51.000 --> 00:20:52.000]  大衛說
[00:20:52.000 --> 00:20:55.000]  坐著我的那匹驢
[00:20:55.000 --> 00:20:56.000]  大家就認得了
[00:20:56.000 --> 00:20:58.000]  這匹驢是我坐的
[00:20:58.000 --> 00:21:00.000]  今天我們不會這樣做
[00:21:00.000 --> 00:21:01.000]  開我的車
[00:21:01.000 --> 00:21:03.000]  明白了
[00:21:03.000 --> 00:21:04.000]  那匹車是他開的
[00:21:04.000 --> 00:21:05.000]  現在給了他
[00:21:05.000 --> 00:21:06.000]  就是他的兒子
