
[00:00:00.000 --> 00:00:06.360]  好 高興來到大家當中
[00:02:07.940 --> 00:02:11.520]  最慘痛的一段歷史時刻
[00:02:11.520 --> 00:02:15.440]  你想像我們說以前道父讀他
[00:02:15.440 --> 00:02:18.440]  「國破山河在 成春草木深」
[00:02:18.440 --> 00:02:20.680]  「錦時花 恨別了經心」
[00:02:20.680 --> 00:02:21.740]  是不是錦時花錢來的?
[00:02:21.740 --> 00:02:24.360]  隨便吧 我們中國文學都給回老師
[00:02:24.360 --> 00:02:28.760]  Anyway 看到花草樹木都要流淚的
[00:02:28.760 --> 00:02:32.400]  道父那種情懷也是耶利米那種情懷
[00:02:32.400 --> 00:02:35.260]  看著國家滅亡
[00:02:35.260 --> 00:02:41.280]  看著耶路撒冷這個首都被巴比倫人攻陷
[00:02:41.280 --> 00:02:45.280]  剛才那段說話是未亡國的
[00:02:45.280 --> 00:02:47.620]  大家剛才看到第一節那裡說
[00:02:47.620 --> 00:02:53.620]  約西亞的兒子猶大王約阿敬第四年
[00:02:53.620 --> 00:02:57.400]  那時候以色列或者猶大國還在
[00:02:57.400 --> 00:02:59.700]  不過都離亡國不遠了
[00:02:59.700 --> 00:03:02.440]  在耶利米的一生
[00:03:02.440 --> 00:03:05.380]  他的生平就會見到亡國
[00:03:05.380 --> 00:03:10.160]  那時候我想包括耶利米在內
[00:03:10.160 --> 00:03:14.920]  都希望亡國這件事情不會發生
[00:03:14.920 --> 00:03:16.280]  不過神預告了
[00:03:16.280 --> 00:03:22.340]  但是耶利米等人大概還在從神呼求
[00:03:22.340 --> 00:03:26.280]  希望不要將這個審判臨到
[00:03:26.280 --> 00:03:29.680]  45章是挺有趣的
[00:03:29.680 --> 00:03:32.920]  如果你看一點點耶利米書的結構
[00:03:32.920 --> 00:03:35.480]  你就知道之前那44章
[00:03:35.480 --> 00:03:36.620]  我們讀了45章
[00:03:36.620 --> 00:03:40.760]  之前44章其實已經講了耶利米的故事
[00:03:40.760 --> 00:03:44.060]  講到耶利米晚年亡國之後
[00:03:44.060 --> 00:03:45.560]  被人抓去埃及都講了
[00:03:45.560 --> 00:03:48.480]  其實整個耶利米的故事就講完了
[00:03:48.480 --> 00:03:50.240]  然後就45章
[00:03:50.240 --> 00:03:53.840]  然後46章開始就講列國的審判
[00:03:53.840 --> 00:03:57.400]  46章明顯就不是講耶利米的故事了
[00:03:57.400 --> 00:04:01.300]  講列邦審判最後講耶路撒冷淪陷
[00:04:01.300 --> 00:04:04.840]  所以45章某程度上就不是
[00:04:04.840 --> 00:04:09.240]  耶利米的故事的歷史敘述的一部分
[00:04:09.240 --> 00:04:11.000]  歷史敘述講完了
[00:04:11.000 --> 00:04:16.600]  45章其實就是總結耶利米和他的秘書
[00:04:16.600 --> 00:04:18.640]  巴祿就是他的秘書
[00:04:18.640 --> 00:04:19.480]  可以這麼說
[00:04:19.480 --> 00:04:26.800]  總結了耶利米和巴祿他一生的侍奉神的心境
[00:04:26.800 --> 00:04:28.560]  一個心路歷程
[00:04:28.560 --> 00:04:31.440]  心路歷程是很有趣的
[00:04:31.440 --> 00:04:35.880]  我們未必想到聖經原來有這麼灰的經文
[00:04:35.880 --> 00:04:37.600]  約西亞記 回到第一節
[00:04:37.600 --> 00:04:41.880]  約西亞的兒子猶大王 約阿敬的第四年
[00:04:41.880 --> 00:04:44.840]  這裡首先告訴你
[00:04:44.840 --> 00:04:47.160]  約西亞已經死了
[00:04:47.160 --> 00:04:50.680]  他的兒子叫約阿敬做了皇帝四年
[00:04:50.680 --> 00:04:51.840]  有甚麼重要呢?
[00:04:51.840 --> 00:04:56.280]  約西亞就是最後一個好的猶大王
[00:04:56.280 --> 00:04:59.480]  如果你有機會讀《獵王記》
[00:04:59.480 --> 00:05:04.120]  你知道《獵王記》的作者講到約西亞很好的
[00:05:04.120 --> 00:05:08.440]  他找回了一個約書 重修聖殿
[00:05:08.440 --> 00:05:10.800]  不過不知道為甚麼
[00:05:10.800 --> 00:05:14.120]  不知道是約西亞忽然間傻了
[00:05:14.120 --> 00:05:16.320]  還是他從頭到尾都有點傻
[00:05:16.320 --> 00:05:17.320]  我們不是很清楚
[00:05:17.320 --> 00:05:19.480]  我沒有像包惠昆那麼厲害
[00:05:19.480 --> 00:05:22.000]  慢慢分析到底何時轉壞
[00:05:22.000 --> 00:05:25.400]  總之約西亞不知道為甚麼傻了
[00:05:25.400 --> 00:05:31.800]  就要和尼克爾 法魯 尼哥
[00:05:31.800 --> 00:05:34.720]  總之就和他打仗 死了
[00:05:34.720 --> 00:05:38.040]  最後一個好的皇帝都死了
[00:05:38.040 --> 00:05:47.480]  所以現在好像連唯一能夠挽救猶大王國命運的皇帝都死了
[00:05:47.480 --> 00:05:49.480]  現在他的兒子做了四年
[00:05:49.480 --> 00:05:52.160]  他的兒子四年 讓你看到他的癲癒
[00:05:52.160 --> 00:05:54.320]  和他父親差很遠了
[00:05:54.320 --> 00:05:57.640]  沒有那種追求耶和華的心
[00:05:57.640 --> 00:06:02.720]  所以在這個山窮水盡
[00:06:02.720 --> 00:06:04.320]  大災難還沒有來
[00:06:04.320 --> 00:06:08.880]  不過你知道都走不掉了 就要來了
[00:06:08.880 --> 00:06:12.400]  這個時候可以說些甚麼呢?
[00:06:12.400 --> 00:06:17.640]  作為一個猶大國的一個先知
[00:06:17.640 --> 00:06:22.000]  如果你要講心聲的話 你可以講甚麼呢?
[00:06:22.000 --> 00:06:26.360]  這段話你看到其實是耶利米對巴魯講的
[00:06:26.360 --> 00:06:27.640]  最後一節
[00:06:27.640 --> 00:06:31.400]  差不多可以說是一個先知對另一個先知
[00:06:31.400 --> 00:06:34.360]  嚴格來說 耶利米是先知 巴魯是他的秘書
[00:06:34.360 --> 00:06:37.840]  不過廣義你都當他們兩個都是先知
[00:06:37.840 --> 00:06:41.440]  其實是一個先知和另一個先知講的話
[00:06:41.440 --> 00:06:46.280]  就是說當我們面對好像社會的大形勢
[00:06:46.280 --> 00:06:52.800]  沒得救了 九成是社會大形勢越來越壞
[00:06:52.800 --> 00:06:56.800]  或者面對這樣的社會處境的時候
[00:06:56.800 --> 00:07:03.040]  我們作為跟隨耶華的人可以怎樣面對呢?
[00:07:03.040 --> 00:07:09.760]  跟你講多一點 耶利米面對的困境
[00:07:09.760 --> 00:07:15.360]  耶利米除了面對那個國家快要亡了
[00:07:15.360 --> 00:07:19.200]  他要宣告告訴人家國家要亡
[00:07:19.200 --> 00:07:20.640]  你們很悔改
[00:07:20.640 --> 00:07:23.720]  除了這個信息是開心之外
[00:07:23.720 --> 00:07:26.960]  每個人都喜歡宣告好消息的
[00:07:26.960 --> 00:07:30.720]  有人告訴你 禮賢會彩雲台一年之後
[00:07:30.720 --> 00:07:33.720]  人數會倍增的 變成300人
[00:07:33.720 --> 00:07:36.960]  三年之後500人 十年之後變成1萬人
[00:07:36.960 --> 00:07:38.440]  當然很開心
[00:07:38.440 --> 00:07:41.080]  如果有人告訴你 禮賢會彩雲台不是的
[00:07:41.080 --> 00:07:44.160]  過五年就倒閉了 因為什麼什麼真相
[00:07:44.160 --> 00:07:46.880]  沒有人會想聽這些東西的
[00:07:46.880 --> 00:07:51.040]  耶利米就要宣告這樣的消息
[00:07:51.040 --> 00:07:55.320]  要亡國 類似彩雲台要倒閉了
[00:07:55.320 --> 00:07:57.800]  所以他講這些消息的時候
[00:07:57.800 --> 00:08:01.120]  那些以色列人就很不喜歡他的
[00:08:01.120 --> 00:08:05.360]  除了不喜歡他之外 沒人聽他的
[00:08:05.360 --> 00:08:10.480]  比如耶利米書 如果你有機會看回
[00:08:10.480 --> 00:08:14.200]  《耶路撰》的時候 一節的時候他講到
[00:08:14.200 --> 00:08:19.120]  他講了十多年都沒人聽他講話
[00:08:19.120 --> 00:08:23.080]  他在聖殿那裡講話 但是都沒人聽
[00:08:23.080 --> 00:08:25.680]  只有「講」字而已
[00:08:25.680 --> 00:08:30.280]  你也可以想像 耶利米都挺心痛的
[00:08:30.280 --> 00:08:35.000]  你想一下 教會搞個例子
[00:08:35.000 --> 00:08:36.960]  搞個星期五福音聚會
[00:08:36.960 --> 00:08:39.760]  專門叫那些非基督徒來的
[00:08:39.760 --> 00:08:43.200]  專門是為了傳福音的 星期五的聚會
[00:08:43.200 --> 00:08:46.120]  誰知道你搞了十個星期都沒人來
[00:08:46.120 --> 00:08:51.240]  每次來都是只是負責事工的幾個弟兄姐妹和講員
[00:08:51.240 --> 00:08:53.400]  你猜你搞了多少個星期呢?
[00:08:53.400 --> 00:08:56.440]  搞了十個星期你都想撿起來
[00:08:56.440 --> 00:09:00.800]  你想像一下 耶利米講了夜幾年的道
[00:09:00.800 --> 00:09:03.400]  沒人理他 都挺慘的
[00:09:03.400 --> 00:09:06.280]  就像對著空氣講話
[00:09:06.280 --> 00:09:11.120]  不僅沒人理他 沒人理他都不算太差
[00:09:11.120 --> 00:09:14.800]  當有人理他的時候就更慘
[00:09:14.800 --> 00:09:17.040]  因為耶利米說到
[00:09:17.040 --> 00:09:21.840]  當他在聖殿預告猶大要滅亡的時候
[00:09:21.840 --> 00:09:23.160]  那些人要抓他
[00:09:23.160 --> 00:09:25.400]  耶利米說到有人抓了他
[00:09:25.400 --> 00:09:29.000]  扔了他到一個乾的井 沒水的井裡面
[00:09:29.000 --> 00:09:32.720]  準備讓他在那個井裡面渴死
[00:09:32.720 --> 00:09:35.920]  幸好他都有些好朋友
[00:09:35.920 --> 00:09:37.960]  有些都是有連繫的
[00:09:37.960 --> 00:09:41.920]  幸好耶利米都是有關係的人
[00:09:41.920 --> 00:09:43.560]  有些人可以救他
[00:09:43.560 --> 00:09:45.760]  有第二個叫做Elias
[00:09:45.760 --> 00:09:47.520]  烏尼亞的先知就沒那麼幸運
[00:09:47.520 --> 00:09:51.840]  被人殺了 那個也是講猶大要滅亡的
[00:09:51.840 --> 00:09:53.560]  你想像一下
[00:09:53.560 --> 00:09:56.880]  原來你搞報道會不僅沒人理
[00:09:56.880 --> 00:09:59.440]  接著你去彩雲村 你想像一下
[00:09:59.440 --> 00:10:01.960]  派福音擔仗 接著被人罵的
[00:10:01.960 --> 00:10:03.400]  一路派 被人罵
[00:10:03.400 --> 00:10:05.400]  死基督徒 派什麼鬼啊?
[00:10:05.400 --> 00:10:07.960]  我住在街上 走開一點
[00:10:07.960 --> 00:10:09.800]  你想像一下
[00:10:09.800 --> 00:10:13.480]  如果派了個擔仗都被人罵死了
[00:10:13.480 --> 00:10:16.600]  你侍奉到這樣的光景
[00:10:16.600 --> 00:10:19.280]  你怎麼辦呢? 你很想放棄
[00:10:19.280 --> 00:10:24.000]  所以你明白為什麼耶利米會跟巴魯講這段話
[00:10:24.000 --> 00:10:25.760]  就是他們侍奉到
[00:10:25.760 --> 00:10:29.120]  要麼沒人聽 有人聽的時候就不是正面反應
[00:10:29.120 --> 00:10:33.920]  是負面反應 要抓耶利米 要害死他
[00:10:33.920 --> 00:10:36.360]  面對這樣的處境的時候
[00:10:36.360 --> 00:10:39.160]  你怎麼侍奉下去呢?
[00:10:39.160 --> 00:10:42.920]  有時候我想我們福斯神
[00:10:42.920 --> 00:10:46.320]  都會有一些類似的經驗
[00:10:46.320 --> 00:10:49.520]  你說沒反應 沒有人回應
[00:10:49.520 --> 00:10:51.920]  有時候真的是這樣的
[00:10:51.920 --> 00:10:57.080]  我還記得 我現在很快登錄了
[00:10:57.080 --> 00:10:59.960]  很期待可以登錄 兩塊錢坐巴士
[00:10:59.960 --> 00:11:02.600]  然後可以去大嶼山 行山 便宜很多
[00:11:02.600 --> 00:11:06.160]  Anyway 我曾經都年輕過
[00:11:06.160 --> 00:11:10.680]  年輕的時候做青少年工作
[00:11:10.680 --> 00:11:13.160]  你們可能都有青少年的頻道
[00:11:13.160 --> 00:11:15.400]  我當年都做過 但是我
[00:11:15.400 --> 00:11:18.240]  青少年時期都不青少年的
[00:11:18.240 --> 00:11:22.000]  我作為一個中學生的時候
[00:11:22.000 --> 00:11:25.440]  又不懂踢球 又不懂打乒乓球 又沒什麼興趣
[00:11:25.440 --> 00:11:29.000]  我還記得有個胡國雄 大家記得嗎?
[00:11:29.000 --> 00:11:31.000]  郭家明、胡國雄我都還記得的
[00:11:31.000 --> 00:11:34.280]  再後面那些我不記得了
[00:11:34.280 --> 00:11:36.920]  Anyway 但是我又不運動
[00:11:36.920 --> 00:11:38.880]  又不是怎麼聽流行音樂
[00:11:38.880 --> 00:11:42.360]  我喜歡聽古典音樂 年輕的時候都是
[00:11:42.360 --> 00:11:45.560]  我喜歡聽3D的 大家認識嗎?
[00:11:45.560 --> 00:11:48.440]  這個Beethoven、Bach、Brahms
[00:11:48.440 --> 00:11:51.360]  我喜歡聽3D的
[00:11:51.360 --> 00:11:53.760]  所以我現在都不喜歡聽Miller的歌
[00:11:53.760 --> 00:11:56.000]  沒有什麼看的 Anyway
[00:11:56.000 --> 00:11:58.280]  我做青少年工作
[00:11:58.280 --> 00:12:01.160]  其實真的是一個course culture
[00:12:01.160 --> 00:12:02.640]  就是宣教士來的
[00:12:02.640 --> 00:12:04.600]  真的是一個跨文化做宣教士
[00:12:04.600 --> 00:12:06.200]  要做青少年工作
[00:12:06.200 --> 00:12:09.320]  但問題就是我去那個教會讀神學院
[00:12:09.320 --> 00:12:11.600]  去那個教會沒有大學生的
[00:12:11.600 --> 00:12:14.240]  我想做大學生 沒有大學生
[00:12:14.240 --> 00:12:17.120]  只有青少年 那就做青少年
[00:12:17.120 --> 00:12:20.680]  我還記得我做青少年工作
[00:12:20.680 --> 00:12:23.440]  第一次通常9月開學
[00:12:23.440 --> 00:12:27.160]  12月的時候搞一個聖誕所謂的報道會
[00:12:27.160 --> 00:12:29.440]  我記得我準備了很多東西
[00:12:29.440 --> 00:12:33.240]  租了一套電影 所謂的福音電影
[00:12:33.240 --> 00:12:36.520]  又準備了很多snack 諸如此類
[00:12:36.520 --> 00:12:39.680]  開播的時候都挺好反應的
[00:12:39.680 --> 00:12:41.800]  我忘記多少人了 就是十多人
[00:12:41.800 --> 00:12:44.120]  挺好反應的意思 就是十多人
[00:12:44.120 --> 00:12:48.000]  不過到電影播著播著 走著走著走著
[00:12:48.000 --> 00:12:50.640]  到電影播完之後 剩下一個
[00:12:50.640 --> 00:12:54.560]  婆婆和她的孫女
[00:12:54.560 --> 00:12:56.880]  然後整桌都是snack
[00:12:56.880 --> 00:12:58.360]  我以為有人來的 是嗎?
[00:12:58.360 --> 00:13:01.400]  就跟婆婆說 吃點snack再走
[00:13:01.400 --> 00:13:03.840]  叫你孫女吃點snack再走
[00:13:03.840 --> 00:13:08.360]  然後婆婆說 要回家煮飯
[00:13:08.360 --> 00:13:11.800]  所以聚會一完 電影一完 馬上走了
[00:13:11.800 --> 00:13:14.680]  我對著那些snack 那些snack對著我
[00:13:14.680 --> 00:13:16.800]  真是欲哭無淚的
[00:13:16.800 --> 00:13:19.720]  這樣就最好 做青少年工作
[00:13:19.720 --> 00:13:22.400]  沒有反應也不是最差
[00:13:22.400 --> 00:13:25.000]  有時可能被人罵
[00:13:25.000 --> 00:13:28.040]  有時譬如說 責罵異議
[00:13:28.040 --> 00:13:31.240]  有時我覺得神做事都是很過癮的
[00:13:31.240 --> 00:13:34.520]  講個小小的故事給你們聽
[00:13:34.520 --> 00:13:39.240]  譬如我們 忘記了
[00:13:39.240 --> 00:13:42.000]  我們「聰神」有一份magazine
[00:13:42.000 --> 00:13:45.160]  叫CGSD magazine 你可以上網看
[00:13:45.160 --> 00:13:48.440]  我們都會找一些比較
[00:13:48.440 --> 00:13:52.520]  怎麼說呢?社會會訪問一些不同的基督徒
[00:13:52.520 --> 00:13:55.320]  我們會訪問一些不同的基督徒
[00:13:55.320 --> 00:13:59.680]  於是我們有一次約了訪問周冠威
[00:13:59.680 --> 00:14:03.840]  那時候其實不知道周冠威搞了一套什麼時代革命
[00:14:03.840 --> 00:14:05.480]  完全不知道的
[00:14:05.480 --> 00:14:07.360]  不過因為他是基督徒 他是導演
[00:14:07.360 --> 00:14:10.920]  我們想訪問一些藝術的人
[00:14:10.920 --> 00:14:12.840]  所以我就訪問他
[00:14:12.840 --> 00:14:16.560]  剛剛有很多老師安排我訪問他
[00:14:16.560 --> 00:14:18.760]  於是訪問的時候就知道
[00:14:18.760 --> 00:14:22.320]  原來他拍了一套紀錄片叫《十年》
[00:14:22.320 --> 00:14:24.520]  就是講19年的東西
[00:14:24.520 --> 00:14:26.680]  那時候我訪問他的時候
[00:14:26.680 --> 00:14:30.000]  他都不知道那套紀錄片有沒有得首演
[00:14:30.000 --> 00:14:32.960]  或者在哪裡首演 什麼時候首演他不知道的
[00:14:32.960 --> 00:14:35.200]  他還在計劃
[00:14:35.200 --> 00:14:38.160]  所以如果你有機會看回那個訪問
[00:14:38.160 --> 00:14:39.640]  你就知道我們的訪問裡面
[00:14:39.640 --> 00:14:41.240]  完全沒有提這套紀錄片的
[00:14:41.240 --> 00:14:42.720]  因為不知道什麼時候會上映
[00:14:42.720 --> 00:14:45.480]  雖然我們知道已經拍了
[00:14:45.480 --> 00:14:50.000]  誰知道針猜陽錯 這些是沒有得夾的
[00:14:50.000 --> 00:14:53.160]  結果我那個CGST magazine的訪問
[00:14:53.160 --> 00:14:54.800]  只是逐個月出的
[00:14:54.800 --> 00:14:57.000]  於是下個月就出了
[00:14:57.000 --> 00:14:58.960]  網上出了我的訪問
[00:14:58.960 --> 00:15:00.800]  出了我的訪問之後
[00:15:00.800 --> 00:15:02.760]  同一個星期
[00:15:02.760 --> 00:15:06.160]  他的紀錄片就在康城首演了
[00:15:06.160 --> 00:15:09.800]  於是我的那篇訪問就成為爆紅了
[00:15:09.800 --> 00:15:13.760]  CGST magazine從來沒有試過有篇文章
[00:15:13.760 --> 00:15:16.640]  有這麼多人在網上點進去看的
[00:15:16.640 --> 00:15:18.040]  以後應該都沒有的了
[00:15:18.040 --> 00:15:20.520]  除非有些不就糟糕了
[00:15:20.520 --> 00:15:23.280]  但這個不是我們刻意做的
[00:15:23.280 --> 00:15:26.280]  這個是上主安排的心意
[00:15:26.280 --> 00:15:29.240]  於是心想 糟了
[00:15:29.240 --> 00:15:34.000]  大陸上面有沒有個文件夾有雷敬業的呢?
[00:15:34.000 --> 00:15:37.320]  雷敬業下面寫著曾訪問周冠威
[00:15:37.320 --> 00:15:39.280]  不知道有沒有一行這樣的東西
[00:15:39.280 --> 00:15:42.760]  所以其實我以前的目者
[00:15:42.760 --> 00:15:46.400]  我以前的教會的一個退休的牧師
[00:15:46.400 --> 00:15:48.880]  兩三年沒有見他了
[00:15:48.880 --> 00:15:52.200]  上次某人的喪禮見到他
[00:15:52.200 --> 00:15:54.160]  他一開頭已經問我
[00:15:54.160 --> 00:15:56.640]  你有沒有想過逃跑呢?
[00:15:56.640 --> 00:15:59.320]  沒有啊 算了 我這60歲了
[00:15:59.320 --> 00:16:02.680]  逃跑甚麼呢?小孩都長大了 不用逃跑了
[00:16:02.680 --> 00:16:04.920]  如果大陸真的
[00:16:04.920 --> 00:16:07.800]  上面真的這麼恩待我
[00:16:07.800 --> 00:16:12.440]  這麼重視我 想我去監牢那裡坐一坐
[00:16:12.440 --> 00:16:15.120]  想養我餘生 我都沒有所謂的
[00:16:15.120 --> 00:16:17.680]  吃一下皇家飯 沒所謂的
[00:16:17.680 --> 00:16:19.240]  不過我不會逃跑了
[00:16:19.240 --> 00:16:21.640]  但就是那個point就是
[00:16:21.640 --> 00:16:24.720]  其實有沒有危險?可能都有危險的
[00:16:24.720 --> 00:16:27.880]  有沒有人罵呢?當然有人罵了
[00:16:27.880 --> 00:16:30.560]  過去那幾年社會的這麼多的鎮壓
[00:16:30.560 --> 00:16:34.320]  我試過 有個 你知道的
[00:16:34.320 --> 00:16:40.840]  有個網上的媒體叫XX媒體
[00:16:40.840 --> 00:16:44.640]  他們花了一個節目
[00:16:44.640 --> 00:16:47.600]  有一次花了一個大約一個小時的pop
[00:16:47.600 --> 00:16:50.960]  專誠來罵我 罵了一個小時
[00:16:50.960 --> 00:16:53.120]  他真的很給我面子
[00:16:53.120 --> 00:16:54.480]  甚麼原因就不要管了
[00:16:54.480 --> 00:16:56.680]  這些故事太長了 不解釋了
[00:16:56.680 --> 00:16:59.240]  所以黃的人有人罵我
[00:16:59.240 --> 00:17:01.320]  藍的人有人罵我
[00:17:01.320 --> 00:17:03.560]  因為我講過一篇道理
[00:17:03.560 --> 00:17:06.760]  講羅馬書這個政權那段東西
[00:17:06.760 --> 00:17:09.760]  於是就被人放了上網
[00:17:09.760 --> 00:17:12.640]  不是我叫的 是有人放了上網
[00:17:12.640 --> 00:17:16.240]  所以這邊有人罵我 那邊有人罵我
[00:17:16.240 --> 00:17:19.440]  於是今天在香港的時分
[00:17:19.440 --> 00:17:20.800]  罵又有人罵
[00:17:20.800 --> 00:17:23.760]  然後有多大功效又不知道
[00:17:23.760 --> 00:17:26.120]  有沒有危險又不知道
[00:17:26.120 --> 00:17:28.480]  為甚麼還留在這裡呢?
[00:17:28.480 --> 00:17:30.800]  不過呢 所以這段經文
[00:17:30.800 --> 00:17:33.720]  我覺得就是提醒我們
[00:17:33.720 --> 00:17:35.000]  這個經文很有趣的
[00:17:35.000 --> 00:17:38.120]  它說 耶利米和阿巴魯說
[00:17:38.120 --> 00:17:41.360]  他不要無謀大事
[00:17:41.360 --> 00:17:43.360]  第四節
[00:17:43.360 --> 00:17:46.240]  你要告訴他耶華如此說
[00:17:46.240 --> 00:17:48.240]  看那我所建立的
[00:17:48.240 --> 00:17:49.480]  我必拆毀
[00:17:49.480 --> 00:17:51.080]  我所栽植的
[00:17:51.080 --> 00:17:52.160]  我必拔出
[00:17:52.160 --> 00:17:56.240]  再傳遞我都此行
[00:17:56.240 --> 00:17:59.480]  這裡當然在那個歷史背景
[00:17:59.480 --> 00:18:01.480]  這個耶華說
[00:18:01.480 --> 00:18:03.640]  耶利米說的
[00:18:03.640 --> 00:18:05.880]  那個所謂拆毀那件事
[00:18:05.880 --> 00:18:08.760]  當然就指猶大國 特別指
[00:18:08.760 --> 00:18:10.200]  我所建立的
[00:18:10.200 --> 00:18:13.240]  就是以色列 猶大國
[00:18:13.240 --> 00:18:15.000]  我快要拆毀了
[00:18:15.000 --> 00:18:16.600]  我所栽種的
[00:18:16.600 --> 00:18:20.720]  這些以色列人栽種在這塊土地
[00:18:20.720 --> 00:18:23.240]  我要拔出 他們會被擄
[00:18:23.240 --> 00:18:25.400]  大家可能讀過知道他們
[00:18:25.400 --> 00:18:27.920]  很多人被擄到巴比倫
[00:18:27.920 --> 00:18:31.520]  這些意想不到的事情
[00:18:31.520 --> 00:18:33.120]  我都會做的
[00:18:33.120 --> 00:18:35.120]  我是上主
[00:18:35.120 --> 00:18:37.480]  我有權去建立
[00:18:37.480 --> 00:18:40.920]  也都有權去拆毀 去拔出
[00:18:40.920 --> 00:18:42.920]  你做我的僕人
[00:18:42.920 --> 00:18:45.080]  你有甚麼資格去投訴呢?
[00:18:45.080 --> 00:18:47.640]  你尊重我的主權吧
[00:18:47.640 --> 00:18:50.520]  其實都好像提醒我們今天
[00:18:50.520 --> 00:18:53.360]  我們今天侍奉主 建立教會
[00:18:53.360 --> 00:18:54.760]  將來怎麼辦呢?
[00:18:54.760 --> 00:18:57.160]  現在很多人問很多問題
[00:18:57.160 --> 00:18:59.720]  就好像我現在第一間學校聚會
[00:18:59.720 --> 00:19:01.960]  會不會有一天
[00:19:01.960 --> 00:19:04.040]  政府出一些招數說
[00:19:04.040 --> 00:19:06.960]  學校不可以每個星期日租給教會
[00:19:06.960 --> 00:19:10.560]  政府不需要租給教會
[00:19:10.560 --> 00:19:11.840]  政府只是說
[00:19:11.840 --> 00:19:14.960]  你不應該租給一個宗教團體
[00:19:14.960 --> 00:19:16.600]  你租給宗教團體沒問題
[00:19:16.600 --> 00:19:18.200]  這個星期日就是基督教
[00:19:18.200 --> 00:19:19.680]  那個星期日就是佛教
[00:19:19.680 --> 00:19:21.440]  下個星期日就是伊斯蘭教
[00:19:21.440 --> 00:19:23.440]  再下個星期日就是孔教
[00:19:23.440 --> 00:19:26.440]  那還可以 我們宗教要中立的
[00:19:26.440 --> 00:19:27.680]  那你已經死了
[00:19:27.680 --> 00:19:29.160]  教會怎麼可以每個星期
[00:19:29.160 --> 00:19:31.640]  找一個地方 不同的地方做呢?
[00:19:31.640 --> 00:19:33.200]  那會不會發生?
[00:19:33.200 --> 00:19:34.440]  不知道
[00:19:34.440 --> 00:19:37.640]  但是你會不會因為怕這件事
[00:19:37.640 --> 00:19:40.040]  去傳福音呢?
[00:19:40.040 --> 00:19:41.840]  慘了 教會可能
[00:19:41.840 --> 00:19:44.320]  過幾年沒有聚會的地方了
[00:19:44.320 --> 00:19:46.120]  不如不要傳那麼多福音
[00:19:46.120 --> 00:19:47.640]  搞定了聚會場所
[00:19:47.640 --> 00:19:49.760]  才去想傳福音
[00:19:49.760 --> 00:19:50.800]  怎麼搞呢?
