
[00:00:00.000 --> 00:00:05.000]  好,我是一年不來一次的
[00:06:57.000 --> 00:07:00.000]  不過經文強調不是多少個人來
[00:07:00.000 --> 00:07:06.000]  強調的是他們是從東方來的博學之士
[00:07:06.000 --> 00:07:09.000]  為什麼是東方來這麼重要呢
[00:07:09.000 --> 00:07:12.000]  經文沒有解釋東方哪裡
[00:07:12.000 --> 00:07:16.000]  其實他們從哪個城市來不是很重要
[00:07:16.000 --> 00:07:19.000]  最重要的不是以色列人
[00:07:19.000 --> 00:07:20.000]  他們是東方來的
[00:07:20.000 --> 00:07:22.000]  他們是外邦人
[00:07:22.000 --> 00:07:25.000]  《馬太福音》是一本很有趣的書
[00:07:25.000 --> 00:07:32.000]  一方面強調耶穌是猶太人的彌賽亞
[00:07:32.000 --> 00:07:35.000]  猶太人正在等待的彌賽亞
[00:07:35.000 --> 00:07:38.000]  所以《馬太福音》一開始就是那個家譜
[00:07:38.000 --> 00:07:39.000]  如果你記得的話
[00:07:39.000 --> 00:07:41.000]  1到18節都是那個家譜
[00:07:41.000 --> 00:07:44.000]  他是大衛的子孫
[00:07:44.000 --> 00:07:46.000]  不過《馬太福音》又很強調
[00:07:46.000 --> 00:07:50.000]  雖然耶穌是猶太人的彌賽亞
[00:07:50.000 --> 00:07:54.000]  但也是猶太人拒絕的彌賽亞
[00:07:54.000 --> 00:07:56.000]  但是哪些人去擁抱他呢
[00:07:56.000 --> 00:07:58.000]  外邦人去擁抱他
[00:07:58.000 --> 00:08:01.000]  所以這個故事
[00:08:01.000 --> 00:08:04.000]  這幾個博士在《路加福音》是沒有這個故事的
[00:08:04.000 --> 00:08:06.000]  因為《路加福音》不是要強調這件事
[00:08:06.000 --> 00:08:09.000]  以後你想明白讀多這些
[00:08:09.000 --> 00:08:11.000]  你給錢來忠臣讀一下賢新
[00:08:11.000 --> 00:08:12.000]  你發覺好像很有趣
[00:08:12.000 --> 00:08:14.000]  給了錢才跟你說
[00:08:14.000 --> 00:08:18.000]  你會發覺《馬太福音》有他的神學
[00:08:18.000 --> 00:08:21.000]  所以他特別要跟你說這個故事
[00:08:21.000 --> 00:08:24.000]  他是猶太人拒絕的救世主
[00:08:24.000 --> 00:08:26.000]  但他是一個外邦人
[00:08:26.000 --> 00:08:28.000]  本來不應該
[00:08:28.000 --> 00:08:29.000]  不是說不應該
[00:08:29.000 --> 00:08:31.000]  本來不是耶和華的子民
[00:08:31.000 --> 00:08:33.000]  現在變成了耶和華的子民
[00:08:33.000 --> 00:08:35.000]  他是外邦人
[00:08:35.000 --> 00:08:37.000]  《馬太福音》中間強調
[00:08:37.000 --> 00:08:39.000]  耶穌是向猶太人傳福音
[00:08:39.000 --> 00:08:41.000]  不去外邦的城市
[00:08:41.000 --> 00:08:43.000]  但是猶太人就不接受他
[00:08:43.000 --> 00:08:45.000]  但《馬太福音》的一頭一尾
[00:08:45.000 --> 00:08:48.000]  就強調福音是傳到外邦的
[00:08:48.000 --> 00:08:51.000]  所以就有幾個東方來的博士
[00:08:51.000 --> 00:08:52.000]  結尾
[00:08:52.000 --> 00:08:55.000]  大家記不記得《馬太福音》最後那節是什麼
[00:08:55.000 --> 00:08:59.000]  所以你們要去
[00:08:59.000 --> 00:09:01.000]  叫萬民作我的門徒
[00:09:01.000 --> 00:09:02.000]  凡我所教訓你的
[00:09:02.000 --> 00:09:03.000]  大使命
[00:09:03.000 --> 00:09:08.000]  他一頭一尾都是強調福音是給外邦人
[00:09:08.000 --> 00:09:10.000]  和外邦人會擁抱的
[00:09:10.000 --> 00:09:15.000]  所以東方來就是反映馬太的神學
[00:09:15.000 --> 00:09:17.000]  博士或者博學之士也好
[00:09:17.000 --> 00:09:21.000]  其實都沒有譯到真正的意思
[00:09:21.000 --> 00:09:22.000]  Meghan
[00:09:22.000 --> 00:09:23.000]  英文譯成Meghan
[00:09:23.000 --> 00:09:25.000]  其實就不知道是什麼
[00:09:25.000 --> 00:09:28.000]  翻譯成希臘文直譯
[00:09:28.000 --> 00:09:31.000]  其實應該這幾個人
[00:09:31.000 --> 00:09:33.000]  這幾個所謂博士
[00:09:33.000 --> 00:09:37.000]  其實應該是一些聖上學家
[00:09:37.000 --> 00:09:41.000]  這幾個人是蘇文峰、麥玲玲
[00:09:41.000 --> 00:09:44.000]  為什麼蘇文峰、麥玲玲會走來
[00:09:44.000 --> 00:09:47.000]  朝拜猶太人的王
[00:09:47.000 --> 00:09:48.000]  經文強調第一
[00:09:48.000 --> 00:09:51.000]  那顆星是很特別的
[00:09:51.000 --> 00:09:53.000]  第二節
[00:09:53.000 --> 00:09:56.000]  我生下來的猶太人的王在哪裡
[00:09:56.000 --> 00:09:58.000]  在東方見到他的星
[00:09:58.000 --> 00:10:00.000]  經文沒有詳細解釋
[00:10:00.000 --> 00:10:04.000]  他們怎麼知道那顆星是一個王的星
[00:10:04.000 --> 00:10:06.000]  不過總之經文就假設
[00:10:06.000 --> 00:10:08.000]  這不是普通的星
[00:10:08.000 --> 00:10:11.000]  這些聖上學家一看就知道
[00:10:11.000 --> 00:10:14.000]  這是王者出生的時候
[00:10:14.000 --> 00:10:17.000]  才會有這樣的星出現
[00:10:17.000 --> 00:10:19.000]  因為他見到這顆星
[00:10:19.000 --> 00:10:22.000]  他就知道有個王出現
[00:10:22.000 --> 00:10:24.000]  那王在哪裡呢
[00:10:24.000 --> 00:10:26.000]  經文就假設
[00:10:26.000 --> 00:10:28.000]  於是乎你看那顆星去哪裡
[00:10:28.000 --> 00:10:30.000]  那顆星照著哪裡
[00:10:30.000 --> 00:10:31.000]  王就在哪裡
[00:10:31.000 --> 00:10:33.000]  這顆星是很奇怪的
[00:10:33.000 --> 00:10:36.000]  現在有些人嘗試從科學角度了解
[00:10:36.000 --> 00:10:39.000]  是不是一個超級諾威
[00:10:39.000 --> 00:10:41.000]  就是有個星的大爆炸
[00:10:41.000 --> 00:10:42.000]  臨死之前大爆炸
[00:10:42.000 --> 00:10:44.000]  是不是這樣的東西呢
[00:10:44.000 --> 00:10:46.000]  我們不知道是不是超級諾威
[00:10:46.000 --> 00:10:49.000]  不過肯定不止超級諾威這麼簡單
[00:10:49.000 --> 00:10:51.000]  因為這顆星
[00:10:51.000 --> 00:10:53.000]  不知道有什麼奇特
[00:10:53.000 --> 00:10:55.000]  讓他們知道這是王者之星
[00:10:55.000 --> 00:10:58.000]  奇特之處除了是王者之星
[00:10:58.000 --> 00:11:00.000]  就是他們帶了這幾個博士
[00:11:00.000 --> 00:11:02.000]  來到耶路撒冷之後
[00:11:02.000 --> 00:11:04.000]  然後就不見了
[00:11:04.000 --> 00:11:06.000]  所以那幾個博士來到耶路撒冷
[00:11:06.000 --> 00:11:08.000]  就摸了頭去哪裡
[00:11:08.000 --> 00:11:10.000]  為什麼那顆星不見了
[00:11:10.000 --> 00:11:12.000]  然後他們見了希律王之後
[00:11:12.000 --> 00:11:14.000]  那顆星就忽然出現了
[00:11:14.000 --> 00:11:16.000]  然後就帶到他家裡
[00:11:16.000 --> 00:11:18.000]  去到白利恆的馬槽上面
[00:11:18.000 --> 00:11:20.000]  然後就停在那裡
[00:11:20.000 --> 00:11:22.000]  這顆星是很古怪的
[00:11:22.000 --> 00:11:24.000]  小妖星來的
[00:11:24.000 --> 00:11:26.000]  有時見到有時見不到
[00:11:26.000 --> 00:11:27.000]  不過不要理了
[00:11:27.000 --> 00:11:28.000]  這顆奇怪的星
[00:11:28.000 --> 00:11:29.000]  科學很難解釋
[00:11:29.000 --> 00:11:31.000]  總之經文強調
[00:11:31.000 --> 00:11:34.000]  因為他們是一些星相學家
[00:11:34.000 --> 00:11:36.000]  他們不是猶太人
[00:11:36.000 --> 00:11:38.000]  他們一生追求的東西
[00:11:38.000 --> 00:11:40.000]  就是去明白那些星星
[00:11:40.000 --> 00:11:43.000]  和星星代表什麼含義
[00:11:43.000 --> 00:11:46.000]  預測什麼事情
[00:11:46.000 --> 00:11:48.000]  神就用這件事
[00:11:48.000 --> 00:11:50.000]  用他們追尋的東西
[00:11:50.000 --> 00:11:53.000]  將他們帶到主耶穌那裡
[00:11:53.000 --> 00:11:56.000]  你看到神的工作是很奇妙的
[00:11:56.000 --> 00:11:58.000]  神要一個人信主
[00:11:58.000 --> 00:11:59.000]  可以這麼說
[00:11:59.000 --> 00:12:01.000]  用一些很古怪的東西
[00:12:01.000 --> 00:12:03.000]  你是麥玲玲嗎?
[00:12:03.000 --> 00:12:05.000]  我就用星座的方法
[00:12:05.000 --> 00:12:07.000]  讓麥玲玲信耶穌
[00:12:07.000 --> 00:12:08.000]  對麥玲玲禱告
[00:12:08.000 --> 00:12:10.000]  不知道她什麼時候信耶穌
[00:12:10.000 --> 00:12:11.000]  有可能的
[00:12:11.000 --> 00:12:14.000]  神用的方法是很高招的
[00:12:14.000 --> 00:12:18.000]  你生命追求什麼
[00:12:18.000 --> 00:12:19.000]  可以這麼說
[00:12:19.000 --> 00:12:21.000]  神就有方法
[00:12:21.000 --> 00:12:23.000]  用你追求的那件事
[00:12:23.000 --> 00:12:26.000]  將你帶到神的面前
[00:12:26.000 --> 00:12:28.000]  每個人追求的東西不同的
[00:12:28.000 --> 00:12:29.000]  我們可以這麼說
[00:12:29.000 --> 00:12:32.000]  我們的星都不一樣的
[00:12:32.000 --> 00:12:33.000]  其實聖誕節
[00:12:33.000 --> 00:12:35.000]  我們可以感恩的時候
[00:12:35.000 --> 00:12:36.000]  就是想一下
[00:12:36.000 --> 00:12:38.000]  到底神放了什麼星
[00:12:38.000 --> 00:12:40.000]  在我們的心中呢?
[00:12:40.000 --> 00:12:42.000]  有些人譬如說
[00:12:42.000 --> 00:12:45.000]  他追求的是什麼呢?
[00:12:45.000 --> 00:12:47.000]  譬如他怕死
[00:12:47.000 --> 00:12:48.000]  我真的見過一些基督徒
[00:12:48.000 --> 00:12:50.000]  為什麼他會信耶穌呢?
[00:12:50.000 --> 00:12:52.000]  因為他從小到大都很怕死
[00:12:52.000 --> 00:12:55.000]  於是他們後來聽到福音的緣故
[00:12:55.000 --> 00:12:57.000]  就知道原來死後
[00:12:57.000 --> 00:12:59.000]  雖然有審判
[00:12:59.000 --> 00:13:01.000]  但是有個天堂在等他
[00:13:01.000 --> 00:13:03.000]  所以他很開心
[00:13:03.000 --> 00:13:04.000]  所以這些人很多時候
[00:13:04.000 --> 00:13:06.000]  傳福音是很熱切的
[00:13:06.000 --> 00:13:08.000]  因為他經常覺得
[00:13:08.000 --> 00:13:10.000]  看到那些人在地獄
[00:13:10.000 --> 00:13:12.000]  一個個在掉進地獄
[00:13:12.000 --> 00:13:14.000]  他們傳福音是很熱切的
[00:13:14.000 --> 00:13:16.000]  我不是這些人
[00:13:16.000 --> 00:13:18.000]  我最初信耶穌
[00:13:18.000 --> 00:13:20.000]  不是因為怕死
[00:13:20.000 --> 00:13:21.000]  對我來說
[00:13:21.000 --> 00:13:23.000]  死是挺好的
[00:13:23.000 --> 00:13:25.000]  我有些喜歡日本漫畫
[00:13:25.000 --> 00:13:28.000]  日本文化對死是很浪漫的感受
[00:13:28.000 --> 00:13:30.000]  不知道你們是否明白
[00:13:30.000 --> 00:13:31.000]  你看過日本漫畫
[00:13:31.000 --> 00:13:32.000]  你會知道
[00:13:32.000 --> 00:13:35.000]  對死是很浪漫的一件事
[00:13:35.000 --> 00:13:38.000]  所以我小時候不是很怕死
[00:13:38.000 --> 00:13:40.000]  我小時候怕什麼呢?
[00:13:40.000 --> 00:13:42.000]  怕生存
[00:13:42.000 --> 00:13:44.000]  我覺得活在這個世界
[00:13:44.000 --> 00:13:46.000]  是很恐怖的一件事
[00:13:46.000 --> 00:13:48.000]  我小時候
[00:13:48.000 --> 00:13:50.000]  我記得我還小的時候
[00:13:50.000 --> 00:13:51.000]  很小的時候
[00:13:51.000 --> 00:13:54.000]  我記得有時候喜歡無聊的時候
[00:13:54.000 --> 00:13:57.000]  在廁所看著螞蟻爬行
[00:13:57.000 --> 00:13:59.000]  你知道舊樓有很多螞蟻
[00:13:59.000 --> 00:14:00.000]  很多洞
[00:14:00.000 --> 00:14:01.000]  有蟑螂、有螞蟻
[00:14:01.000 --> 00:14:02.000]  什麼都有
[00:14:02.000 --> 00:14:04.000]  小時候的舊樓
[00:14:04.000 --> 00:14:06.000]  我看著螞蟻
[00:14:06.000 --> 00:14:08.000]  對螞蟻很羨慕他們
[00:14:08.000 --> 00:14:11.000]  螞蟻生在世
[00:14:11.000 --> 00:14:12.000]  爬來爬去
[00:14:12.000 --> 00:14:14.000]  不是被人咬死、壓死
[00:14:14.000 --> 00:14:16.000]  很快就死了
[00:14:16.000 --> 00:14:17.000]  我不知道螞蟻多長命
[00:14:17.000 --> 00:14:18.000]  不過應該很短命
[00:14:18.000 --> 00:14:21.000]  第一他們的祝福是他們短命
[00:14:21.000 --> 00:14:23.000]  第二他的祝福是他不用讀書
[00:14:23.000 --> 00:14:26.000]  第三他的祝福是他的父母不會罵他
[00:14:26.000 --> 00:14:29.000]  蟻後生了蟻就不理他
[00:14:29.000 --> 00:14:31.000]  沒有父母會罵他
[00:14:31.000 --> 00:14:33.000]  他一生只要傻傻呱呱
[00:14:33.000 --> 00:14:34.000]  在牆上爬來爬去
[00:14:34.000 --> 00:14:35.000]  到時候就死了
[00:14:35.000 --> 00:14:36.000]  玩完了
[00:14:36.000 --> 00:14:37.000]  人就真是複雜了
[00:14:37.000 --> 00:14:39.000]  又要讀書又要怕
[00:14:39.000 --> 00:14:40.000]  又要升哪間中學
[00:14:40.000 --> 00:14:41.000]  有父母不讀書
[00:14:41.000 --> 00:14:43.000]  父母又要罵你
[00:14:43.000 --> 00:14:44.000]  有人跟你比較
[00:14:44.000 --> 00:14:47.000]  為什麼你不可以隔離二叔公的兒子這麼乖
[00:14:47.000 --> 00:14:48.000]  為什麼你要做這些事
[00:14:48.000 --> 00:14:51.000]  我有個哥哥讀書比我拉小提琴還厲害
[00:14:51.000 --> 00:14:54.000]  他身段又高過我
[00:14:54.000 --> 00:14:56.000]  眼鏡又薄過我
[00:14:56.000 --> 00:14:58.000]  為什麼有個這樣的哥哥
[00:14:58.000 --> 00:15:01.000]  為什麼哥哥不是又蠢又矮過我
[00:15:01.000 --> 00:15:03.000]  總之人生有很多問題
[00:15:03.000 --> 00:15:05.000]  活在世上為什麼這麼多挑戰
[00:15:05.000 --> 00:15:07.000]  這麼多壓力
[00:15:07.000 --> 00:15:09.000]  為什麼我要出生
[00:15:09.000 --> 00:15:12.000]  我出生的時候父母沒有問過我批准
[00:15:12.000 --> 00:15:13.000]  就生了我出來
[00:15:13.000 --> 00:15:16.000]  為什麼沒有申請表要填了
[00:15:16.000 --> 00:15:19.000]  申請表問問我要不要出生
[00:15:19.000 --> 00:15:22.000]  不過就來到這個世界上
[00:15:22.000 --> 00:15:24.000]  所以對於我來說
[00:15:24.000 --> 00:15:29.000]  我人生從未認識主之前一直的掙扎都是
[00:15:29.000 --> 00:15:31.000]  我為什麼在這裡
[00:15:31.000 --> 00:15:32.000]  Why am I here
[00:15:32.000 --> 00:15:33.000]  我搞什麼呢
[00:15:33.000 --> 00:15:35.000]  我來到這個世界上
[00:15:35.000 --> 00:15:39.000]  所以後來聽到福音的時候
[00:15:39.000 --> 00:15:40.000]  人們告訴我
[00:15:40.000 --> 00:15:43.000]  雷敬業你是罪人
[00:15:43.000 --> 00:15:44.000]  我覺得很自然
[00:15:44.000 --> 00:15:45.000]  是啊
[00:15:45.000 --> 00:15:47.000]  世人世上都是罪人
[00:15:47.000 --> 00:15:48.000]  沒錯
[00:15:48.000 --> 00:15:50.000]  我看我父母知道什麼叫罪人
[00:15:50.000 --> 00:15:52.000]  當然照鏡子我也知道什麼是罪人
[00:15:52.000 --> 00:15:53.000]  沒錯沒問題
[00:15:53.000 --> 00:15:57.000]  不過問題是哪裡有這麼大的夾馬隨街跳
[00:15:57.000 --> 00:16:00.000]  信了耶穌就什麼問題都解決
[00:16:00.000 --> 00:16:01.000]  天方夜譚
[00:16:01.000 --> 00:16:03.000]  是童話故事
[00:16:03.000 --> 00:16:06.000]  不過我記得
[00:16:06.000 --> 00:16:07.000]  去到大學的時候
[00:16:07.000 --> 00:16:09.000]  其實中學一直有人傳
[00:16:09.000 --> 00:16:10.000]  我基督教中學讀的
[00:16:10.000 --> 00:16:13.000]  一直都沒有信
[00:16:13.000 --> 00:16:14.000]  很多人跟我說福音
[00:16:14.000 --> 00:16:16.000]  你來一句我駁你一句
[00:16:16.000 --> 00:16:18.000]  我是辯論隊隊友
[00:16:18.000 --> 00:16:21.000]  所以你傳一句我問你一個問題
[00:16:21.000 --> 00:16:23.000]  追殺那些跟我傳福音的基督徒
[00:16:23.000 --> 00:16:26.000]  直至他們沒話說為止
[00:16:26.000 --> 00:16:28.000]  不過去到大學的時候
[00:16:28.000 --> 00:16:29.000]  繼續傳契
[00:16:29.000 --> 00:16:32.000]  不知道為什麼神給我這個興趣
[00:16:32.000 --> 00:16:35.000]  我粒星一直對基督教都有興趣
[00:16:35.000 --> 00:16:37.000]  雖然覺得好像信不下
[00:16:37.000 --> 00:16:40.000]  但是又覺得挺有趣
[00:16:40.000 --> 00:16:44.000]  主耶穌挺過癮的人物
[00:16:44.000 --> 00:16:45.000]  其實想了解他多一點
[00:16:45.000 --> 00:16:47.000]  繼續去大學傳契
[00:16:47.000 --> 00:16:48.000]  看到大學傳契
[00:16:48.000 --> 00:16:50.000]  真的很感受到一件事
[00:16:50.000 --> 00:16:54.000]  基督徒未必每件事都說得通
[00:16:54.000 --> 00:16:57.000]  但是他們生命有一種盼望
[00:16:57.000 --> 00:16:58.000]  有一種力量
[00:16:58.000 --> 00:17:00.000]  特別面對困難的時候
