
[00:00:00.000 --> 00:00:07.200]  很高興又有機會來到千象城基督教會
[00:02:45.000 --> 00:02:48.000]  在這個首尾結構的下半段
[00:02:48.000 --> 00:02:52.000]  就是大衛王在撒姆爾記下的24章
[00:02:52.000 --> 00:02:55.000]  他數點人民又是不被神所喜悅
[00:02:55.000 --> 00:02:59.000]  以致有瘟疫淋到以色列人身上
[00:02:59.000 --> 00:03:02.000]  這個首尾結構的第二層
[00:03:02.000 --> 00:03:05.000]  就是講到勇士的名單
[00:03:05.000 --> 00:03:08.000]  在這個首尾結構的頭
[00:03:08.000 --> 00:03:11.000]  就是撒姆爾記下的21章尾
[00:03:11.000 --> 00:03:14.000]  講到「紮死巨人勇士」的名單
[00:03:14.000 --> 00:03:17.000]  我剛才都講過名單很悶
[00:03:17.000 --> 00:03:21.000]  但如果我們留意的話有很多精彩的東西
[00:03:21.000 --> 00:03:27.000]  例如記不記得大衛在撒姆爾記下的17章
[00:03:27.000 --> 00:03:30.000]  攻打哥利亞 記不記得巨人哥利亞
[00:03:30.000 --> 00:03:33.000]  他當時拿了多少塊石頭
[00:03:33.000 --> 00:03:37.000]  經文告訴我們在撒姆爾記下的17章40節
[00:03:37.000 --> 00:03:40.000]  他拿了五塊光滑的石頭
[00:03:40.000 --> 00:03:46.000]  你瞎說 他是靠著神的力量來攻打哥利亞
[00:03:46.000 --> 00:03:48.000]  一塊石頭就行了
[00:03:48.000 --> 00:03:52.000]  神會不會射五次都射不中
[00:03:52.000 --> 00:03:54.000]  一次就射死他
[00:03:54.000 --> 00:03:58.000]  的確大衛第一塊石頭就打死了哥利亞
[00:03:58.000 --> 00:04:00.000]  然後用刀割了他的頭下來
[00:04:00.000 --> 00:04:03.000]  為什麼他要有五塊石頭呢
[00:04:03.000 --> 00:04:06.000]  你就看回我們今天講的
[00:04:06.000 --> 00:04:11.000]  殺死巨人勇士的名單撒姆爾記下的21章尾
[00:04:11.000 --> 00:04:14.000]  你會發覺原來哥利亞有四個兄弟
[00:04:14.000 --> 00:04:18.000]  所以大衛帶了五塊石頭
[00:04:18.000 --> 00:04:22.000]  如果所有的兄弟一起來他都不會怕
[00:04:22.000 --> 00:04:24.000]  所以你看看讀聖經
[00:04:24.000 --> 00:04:27.000]  如果你留意的話是非常精彩的
[00:04:27.000 --> 00:04:29.000]  這個結構的下半部分
[00:04:29.000 --> 00:04:33.000]  就是我們今天要讀的大衛身邊勇士的名單
[00:04:33.000 --> 00:04:35.000]  在撒姆爾記下的23章尾
[00:04:35.000 --> 00:04:38.000]  講到三個勇士打水給大衛
[00:04:38.000 --> 00:04:41.000]  也有屬靈的意義在裏面
[00:04:41.000 --> 00:04:44.000]  而整個結構最中心的地方
[00:04:44.000 --> 00:04:47.000]  大衛就是將榮耀歸給神
[00:04:47.000 --> 00:04:49.000]  有兩首讚美神的詩歌
[00:04:49.000 --> 00:04:53.000]  一首在撒姆爾記下的22章
[00:04:53.000 --> 00:04:55.000]  就是我上次講大衛轉的時候講的
[00:04:55.000 --> 00:04:58.000]  是感謝神的詩歌
[00:04:58.000 --> 00:05:02.000]  而今天我要和大家講的是大衛遺言的詩歌
[00:05:02.000 --> 00:05:05.000]  在撒姆爾記下的23章頭
[00:05:05.000 --> 00:05:09.000]  所以我今天的注意力會放在撒姆爾記下的23章
[00:05:09.000 --> 00:05:13.000]  先和大家講大衛遺言的詩歌
[00:05:13.000 --> 00:05:19.000]  然後和大家講大衛身邊勇士的名單
[00:05:19.000 --> 00:05:25.000]  這首遺言的詩歌是大衛最後被神密使寫出來的詩歌
[00:05:25.000 --> 00:05:28.000]  不是大衛最後的遺言
[00:05:28.000 --> 00:05:31.000]  大衛最後的遺言記載在其他地方
[00:05:31.000 --> 00:05:35.000]  這首詩歌應該是公元前的970年
[00:05:35.000 --> 00:05:38.000]  是大衛臨終的一個作品
[00:05:38.000 --> 00:05:42.000]  這個詩歌的主題是敬虔領袖
[00:05:42.000 --> 00:05:44.000]  講出敬虔的領袖是怎樣
[00:05:44.000 --> 00:05:50.000]  有可能大衛專門為了自己的兒子所羅門而寫這首詩歌
[00:05:50.000 --> 00:05:53.000]  雖然是給所羅門
[00:05:53.000 --> 00:05:56.000]  但給我們今天的子民神的兒女
[00:05:56.000 --> 00:05:59.000]  也是有很大的鼓勵
[00:05:59.000 --> 00:06:02.000]  從我們人的角度來看
[00:06:02.000 --> 00:06:06.000]  我們見到大衛只是一個無名小卒
[00:06:06.000 --> 00:06:08.000]  只是一個牧羊人
[00:06:08.000 --> 00:06:11.000]  在一個很普通的家庭長大
[00:06:11.000 --> 00:06:15.000]  而且他在家庭當中還是最小的那個
[00:06:15.000 --> 00:06:20.000]  但神就揀選了大衛成為以色列最偉大的君王
[00:06:20.000 --> 00:06:24.000]  而且給了他一雙很靈巧的手
[00:06:24.000 --> 00:06:29.000]  等下我們會見到任何東西落在大衛的手上
[00:06:29.000 --> 00:06:31.000]  都可以用來榮耀神
[00:06:31.000 --> 00:06:36.000]  今天我們見到一杯水他都可以用來榮耀神
[00:06:36.000 --> 00:06:40.000]  神也是給大衛一個心
[00:06:40.000 --> 00:06:42.000]  使他能夠合神的心意
[00:06:42.000 --> 00:06:49.000]  大衛因為神揀選他成為以色列人的王而感到驚訝
[00:06:49.000 --> 00:06:56.000]  神而且是透過大衛使得尼塞亞耶穌基督來到世上
[00:06:56.000 --> 00:06:59.000]  剛才我們唱了很多聖誕歌
[00:06:59.000 --> 00:07:03.000]  就是我們這位君王耶穌基督來到世上
[00:07:03.000 --> 00:07:05.000]  就是透過大衛
[00:07:05.000 --> 00:07:08.000]  耶穌基督就是大衛的後人
[00:07:08.000 --> 00:07:10.000]  現在透過這首詩歌
[00:07:10.000 --> 00:07:14.000]  神又要大衛將神的話語記錄下來
[00:07:14.000 --> 00:07:17.000]  這一切真是神的恩典
[00:07:17.000 --> 00:07:20.000]  如果我們記得的話
[00:07:20.000 --> 00:07:23.000]  神用了八十年來栽培摩西
[00:07:23.000 --> 00:07:26.000]  首先四十年在埃及的皇宮
[00:07:26.000 --> 00:07:30.000]  又有四十年在米殿的曠野
[00:07:30.000 --> 00:07:34.000]  神也花了三十年來栽培大衛
[00:07:34.000 --> 00:07:37.000]  首先要他成為一個牧羊人
[00:07:37.000 --> 00:07:39.000]  栽培他的品格
[00:07:39.000 --> 00:07:42.000]  然後透過大衛的敵人
[00:07:42.000 --> 00:07:45.000]  像狂風暴雨般的攻擊
[00:07:45.000 --> 00:07:48.000]  來訓練大衛的鬥志
[00:07:48.000 --> 00:07:51.000]  當我們在小事上忠心的時候
[00:07:51.000 --> 00:07:54.000]  大衛成為一個牧羊人
[00:07:54.000 --> 00:07:56.000]  不顯眼的牧羊人
[00:07:56.000 --> 00:08:00.000]  神就讓他成為以色列的王
[00:08:00.000 --> 00:08:02.000]  所以我們也是一樣
[00:08:02.000 --> 00:08:04.000]  當神給任何的事我們做
[00:08:04.000 --> 00:08:07.000]  在小事上如果我們忠心的話
[00:08:07.000 --> 00:08:11.000]  神就會給我們有更大的事來侍奉他
[00:08:11.000 --> 00:08:14.000]  神也是用同樣的方法
[00:08:14.000 --> 00:08:18.000]  來訓練摩西、約書亞和尼西米
[00:08:18.000 --> 00:08:20.000]  甚至耶穌基督
[00:08:20.000 --> 00:08:24.000]  記不記得在肥勒比書的二章五至十一節
[00:08:24.000 --> 00:08:28.000]  耶穌基督本與神同等不強奪
[00:08:28.000 --> 00:08:30.000]  反倒虛己
[00:08:30.000 --> 00:08:33.000]  道成肉身來到世上為我們釘十字架
[00:08:33.000 --> 00:08:35.000]  是卑微的
[00:08:35.000 --> 00:08:37.000]  然後神將他高舉
[00:08:37.000 --> 00:08:42.000]  以至萬室都要敬拜萬口都要承認
[00:08:42.000 --> 00:08:46.000]  我們首先一起來看看這首詩歌
[00:08:46.000 --> 00:08:51.000]  這首詩歌是大衛最後作的一首詩歌
[00:08:51.000 --> 00:08:54.000]  只在《撒姆爾夏二十三章》第一節
[00:08:54.000 --> 00:08:58.000]  我們已經看到大衛給自己有四重的介紹
[00:08:58.000 --> 00:09:02.000]  首先他告訴人他的名字、他的身世
[00:09:02.000 --> 00:09:04.000]  他是耶西的兒子
[00:09:04.000 --> 00:09:06.000]  他是一個渺小的牧羊人
[00:09:06.000 --> 00:09:12.000]  但神揀選他預言他將成為以色列人的王
[00:09:12.000 --> 00:09:14.000]  你說在哪裡預言呢?
[00:09:14.000 --> 00:09:19.000]  在路德記最後一章書已經有預言
[00:09:19.000 --> 00:09:22.000]  第二樣大衛給自己的介紹
[00:09:22.000 --> 00:09:24.000]  就是他自己是被神所高納
[00:09:24.000 --> 00:09:26.000]  當他是少年的時候
[00:09:26.000 --> 00:09:30.000]  撒姆爾已經用油來高納他
[00:09:30.000 --> 00:09:32.000]  第三件事呢
[00:09:32.000 --> 00:09:36.000]  他說神將他放在高位
[00:09:36.000 --> 00:09:38.000]  他能居高位
[00:09:38.000 --> 00:09:42.000]  「Hagabir」這個字的意思就是力量
[00:09:42.000 --> 00:09:45.000]  就是高高在上的意思
[00:09:45.000 --> 00:09:47.000]  而第四層的介紹
[00:09:47.000 --> 00:09:51.000]  大衛就說他自己是以色列的微歌者
[00:09:51.000 --> 00:09:56.000]  神透過大衛寫出了土洞人的詩篇
[00:09:56.000 --> 00:09:59.000]  這些詩篇都成為我們的警戒
[00:09:59.000 --> 00:10:01.000]  成為給我們的鼓勵
[00:10:01.000 --> 00:10:04.000]  鼓勵我們過著屬靈的生活
[00:10:04.000 --> 00:10:07.000]  「歌曲」這個字不是一般的歌曲
[00:10:07.000 --> 00:10:10.000]  「歌曲」這個字是讚美的歌曲
[00:10:10.000 --> 00:10:16.000]  大衛在詩篇裡有73篇詩篇是大衛所作
[00:10:16.000 --> 00:10:18.000]  而最後一篇在哪裡呢?
[00:10:18.000 --> 00:10:22.000]  在撒姆爾下的23章
[00:10:22.000 --> 00:10:27.000]  其實我今天跟大家說了已經有兩件事很有趣
[00:10:27.000 --> 00:10:34.000]  很多時候聖誕聚會會有聖經文答比賽
[00:10:34.000 --> 00:10:39.000]  如果有人問你為什麼大衛要拿五塊石頭去打哥利亞
[00:10:39.000 --> 00:10:41.000]  現在你知道了
[00:10:41.000 --> 00:10:45.000]  如果有人問你大衛最後一篇詩歌在哪裡
[00:10:45.000 --> 00:10:48.000]  很多人就會去揭詩篇
[00:10:48.000 --> 00:10:49.000]  其實不是
[00:10:49.000 --> 00:10:52.000]  在撒姆爾下的第23章
[00:10:52.000 --> 00:10:55.000]  如果有這樣的問題你們就會懂得回答
[00:10:55.000 --> 00:11:00.000]  除了大衛對自己有四重的介紹
[00:11:00.000 --> 00:11:03.000]  他也說出了四重的印證
[00:11:03.000 --> 00:11:06.000]  說自己所說的就是神的話語
[00:11:06.000 --> 00:11:10.000]  首先在撒姆爾下的23章第二節
[00:11:10.000 --> 00:11:14.000]  他說是耶和華的靈藉著他來說話
[00:11:14.000 --> 00:11:19.000]  在撒姆爾下的23章三節說是神曉喻他
[00:11:19.000 --> 00:11:26.000]  我們看到他所說的話語是直接從神而來的啟示
[00:11:26.000 --> 00:11:30.000]  是聖靈引導他寫出這首詩歌
[00:11:30.000 --> 00:11:32.000]  第二重的印證呢
[00:11:32.000 --> 00:11:35.000]  他說是神的話在我的口中
[00:11:35.000 --> 00:11:39.000]  不單止這些啟示是從神而來
[00:11:39.000 --> 00:11:44.000]  要說什麼話神都將這些話放在大衛的口中
[00:11:44.000 --> 00:11:47.000]  其實這個就是密士的定義
[00:11:47.000 --> 00:11:52.000]  我們時時聽見整部聖經都是聖靈所密士
[00:11:52.000 --> 00:11:57.000]  密士就是神將這些話語放在作者的口中
[00:11:57.000 --> 00:12:00.000]  讓作者來說出來
[00:12:00.000 --> 00:12:06.000]  所以就算耶穌基督也為大衛作見證
[00:12:06.000 --> 00:12:09.000]  在馬太福音的22章43節
[00:12:09.000 --> 00:12:13.000]  耶穌基督說大衛被聖靈感動
[00:12:13.000 --> 00:12:17.000]  說他自己是主叫耶穌基督做主
[00:12:17.000 --> 00:12:22.000]  這就證明大衛所說的話是從神而來
[00:12:22.000 --> 00:12:24.000]  是得到神的密士
[00:12:24.000 --> 00:12:26.000]  第三點呢
[00:12:26.000 --> 00:12:32.000]  大衛說他所寫出來的話是以色列的神所說的話
[00:12:32.000 --> 00:12:34.000]  不是大衛個人的言語
[00:12:34.000 --> 00:12:38.000]  這些是神的話語是以色列神的話語
[00:12:38.000 --> 00:12:42.000]  而最後一點他說神是以色列的盤石
[00:12:42.000 --> 00:12:44.000]  盤石是什麼?
[00:12:44.000 --> 00:12:47.000]  我們時時都說神就是我們的盤石
[00:12:47.000 --> 00:12:49.000]  是我們的山寨
[00:12:49.000 --> 00:12:51.000]  盤石是永遠不變
[00:12:51.000 --> 00:12:55.000]  所以神的話語和神的應許都是不變
[00:12:55.000 --> 00:12:59.000]  就好像生命記第六章和生命記十九章
[00:12:59.000 --> 00:13:01.000]  都是這樣告訴我們
[00:13:01.000 --> 00:13:06.000]  聖靈不單止給大衛有真正的能力
[00:13:06.000 --> 00:13:08.000]  他是一個勇士
[00:13:08.000 --> 00:13:14.000]  而且能夠給大衛有智慧寫出很美麗的詩歌
[00:13:14.000 --> 00:13:18.000]  當我們想到大衛寫這些詩歌的時候
[00:13:18.000 --> 00:13:20.000]  是被敵人追殺
[00:13:20.000 --> 00:13:24.000]  以至他有感動寫出這些詩歌的時候
[00:13:24.000 --> 00:13:28.000]  就使我們更加欣賞這些詩歌
[00:13:28.000 --> 00:13:32.000]  很多時希伯來文的經文是很簡短
[00:13:32.000 --> 00:13:34.000]  當經文是這麼簡短的時候
[00:13:34.000 --> 00:13:37.000]  就有解釋的難處
[00:13:37.000 --> 00:13:41.000]  例如好像撒姆爾夏的二十三章三節
[00:13:41.000 --> 00:13:47.000]  大衛說:乃以公義治理人民的敬畏神執掌權並
[00:13:47.000 --> 00:13:51.000]  這裡我們看到所說的是什麼?
[00:13:51.000 --> 00:13:53.000]  是一個統治者
[00:13:53.000 --> 00:13:54.000]  我們怎麼知道?
[00:13:54.000 --> 00:13:57.000]  他是執掌權並治理人民
[00:13:57.000 --> 00:14:02.000]  你說掌權者治理人民可能是神
[00:14:02.000 --> 00:14:05.000]  但是這裡所說的確是一個人
[00:14:05.000 --> 00:14:07.000]  因為是敬畏神
[00:14:07.000 --> 00:14:09.000]  人才會敬畏神
[00:14:09.000 --> 00:14:14.000]  所以這裡絕對是說一個人的統治者
[00:14:14.000 --> 00:14:18.000]  當一個統治者他不用公義
[00:14:18.000 --> 00:14:20.000]  不敬畏神的時候會怎樣?
[00:14:20.000 --> 00:14:23.000]  他就會變成一個獨裁者
[00:14:23.000 --> 00:14:27.000]  他會當他的人民像新畜一樣
[00:14:27.000 --> 00:14:30.000]  他會虐待他的子民
[00:14:30.000 --> 00:14:34.000]  有沒有看到其實有一樣東西很有趣
[00:14:34.000 --> 00:14:39.000]  所有的新畜他們的主人都在後面鞭策他們
[00:14:39.000 --> 00:14:42.000]  然後他們就向前走
[00:14:42.000 --> 00:14:46.000]  你試試用這樣的方法來對待羊
[00:14:46.000 --> 00:14:47.000]  他們不行的
[00:14:47.000 --> 00:14:48.000]  他們會瘋了
[00:14:48.000 --> 00:14:50.000]  羊是要怎樣帶領的?
[00:14:50.000 --> 00:14:53.000]  羊是要走到前面來帶領
[00:14:53.000 --> 00:14:55.000]  你不可以在後面鞭策他
[00:14:55.000 --> 00:15:00.000]  所以聖經裡面時時用羊來代表聖徒
[00:15:00.000 --> 00:15:02.000]  我們不可以被鞭策
[00:15:02.000 --> 00:15:06.000]  我們只可以被牧羊人在前面帶領我們
[00:15:06.000 --> 00:15:10.000]  而大衛就是一個忠心的牧羊人
[00:15:10.000 --> 00:15:13.000]  他有僕人的心態
[00:15:13.000 --> 00:15:17.000]  他永遠將他的子民的利益放在首位
[00:15:17.000 --> 00:15:22.000]  經文是說大衛的統治
[00:15:22.000 --> 00:15:27.000]  但這裡也可以解釋成一個將來的統治者
[00:15:27.000 --> 00:15:29.000]  這個不是我說的
[00:15:29.000 --> 00:15:32.000]  這是猶太人的塔根
[00:15:32.000 --> 00:15:35.000]  就是猶太人對舊約的班翼
[00:15:35.000 --> 00:15:38.000]  Targin是猶太人自己說的
[00:15:38.000 --> 00:15:41.000]  但很可惜猶太人接不接受耶穌基督?
[00:15:41.000 --> 00:15:43.000]  不接受
[00:15:43.000 --> 00:15:48.000]  但他們看到這裡所說的是將來的一位統治者
[00:15:48.000 --> 00:15:50.000]  就是尼塞亞
[00:15:50.000 --> 00:15:52.000]  可惜他們走雞
[00:15:52.000 --> 00:15:54.000]  尼塞亞已經來到世上
[00:15:54.000 --> 00:15:56.000]  他們沒有接受到耶穌基督
[00:15:56.000 --> 00:16:03.000]  大衛用兩個很美麗的隱喻來代表統治者的統治
[00:16:03.000 --> 00:16:07.000]  就是陽光和水
[00:16:07.000 --> 00:16:11.000]  兩樣都是植物需要結出果子
[00:16:11.000 --> 00:16:13.000]  沒有陽光和水
[00:16:13.000 --> 00:16:16.000]  植物絕對不會結出果子
[00:16:16.000 --> 00:16:19.000]  而這一切的相反是什麼?
[00:16:19.000 --> 00:16:20.000]  是荊棘
[00:16:20.000 --> 00:16:23.000]  正如馬太福音十三章
[00:16:23.000 --> 00:16:27.000]  如果有植物被荊棘圍住
[00:16:27.000 --> 00:16:32.000]  很多時候荊棘會擠到植物不能結出果子
[00:16:32.000 --> 00:16:34.000]  首先我們來看看
[00:16:34.000 --> 00:16:38.000]  為什麼統治者的統治好像陽光
[00:16:38.000 --> 00:16:42.000]  因為能夠像白天一樣驅散黑暗
[00:16:42.000 --> 00:16:44.000]  一個好的領袖
[00:16:44.000 --> 00:16:46.000]  他的教導和榜樣
[00:16:46.000 --> 00:16:50.000]  能夠令他的手下明白應該怎樣做
[00:16:50.000 --> 00:16:53.000]  才是合神心意
[00:16:53.000 --> 00:16:55.000]  這裡也可以解釋
[00:16:55.000 --> 00:16:59.000]  我剛才說將來都會有統治者
[00:16:59.000 --> 00:17:01.000]  這就是耶穌基督
[00:17:01.000 --> 00:17:05.000]  那怎樣陽光可以用在耶穌基督身上呢?
[00:17:05.000 --> 00:17:10.000]  耶穌基督就是那位使我們能夠出黑暗進入光明
[00:17:10.000 --> 00:17:13.000]  這就是福音的訊息
[00:17:13.000 --> 00:17:18.000]  第二點就是一個屬靈的領導帶領
[00:17:18.000 --> 00:17:20.000]  也像雨水一樣
[00:17:20.000 --> 00:17:23.000]  能夠餵養子民
[00:17:23.000 --> 00:17:26.000]  能夠滋潤他們
[00:17:26.000 --> 00:17:28.000]  用在耶穌基督身上
[00:17:28.000 --> 00:17:33.000]  在以塞瓦書的四十四章和四十五章都告訴我們
[00:17:33.000 --> 00:17:36.000]  尼塞亞救恩的祝福
[00:17:36.000 --> 00:17:40.000]  就像雨水滋潤大地一樣
[00:17:40.000 --> 00:17:42.000]  所以我們看到這些隱喻
[00:17:42.000 --> 00:17:45.000]  不單可以用在大衛身上
[00:17:45.000 --> 00:17:48.000]  也可以用在耶穌基督身上
[00:17:48.000 --> 00:17:54.000]  在這個時候大衛就問了三個反問句
[00:17:54.000 --> 00:17:57.000]  在聖經裡的反問句是什麼呢?
[00:17:57.000 --> 00:17:59.000]  Rhetorical question
[00:17:59.000 --> 00:18:02.000]  很多時候在聖經裡的反問句
[00:18:02.000 --> 00:18:05.000]  作者不是在尋求答案
[00:18:05.000 --> 00:18:09.000]  不是說應該怎樣?答案是什麼?
[00:18:09.000 --> 00:18:12.000]  而是作者想告訴我們他在想什麼?
[00:18:12.000 --> 00:18:15.000]  他的觀點是什麼?
[00:18:15.000 --> 00:18:18.000]  所以大衛在這裡問了三個反問句
[00:18:18.000 --> 00:18:23.000]  第一他說我的家不是與神和好嗎?
[00:18:23.000 --> 00:18:27.000]  他是不是在問我的子女是不是很聽話?
[00:18:27.000 --> 00:18:29.000]  我的子女是不是真的與神和好?
[00:18:29.000 --> 00:18:31.000]  當然不是
[00:18:31.000 --> 00:18:36.000]  每個人都知道大衛的子女沒有過聽話
[00:18:36.000 --> 00:18:40.000]  你想想好像暗戀強姦妹妹
[00:18:40.000 --> 00:18:44.000]  亞沙隆背叛大衛追殺自己的爸爸
[00:18:44.000 --> 00:18:49.000]  亞當尼亞將來會與所羅門爭王位
[00:18:49.000 --> 00:18:51.000]  爭權奪位
[00:18:51.000 --> 00:18:54.000]  所以他的子女都是不聽話
[00:18:54.000 --> 00:18:57.000]  但是大衛在這裡指出什麼?
[00:18:57.000 --> 00:19:00.000]  不是我的子女聽不聽話
[00:19:00.000 --> 00:19:03.000]  不是基於我的子女的行為
[00:19:03.000 --> 00:19:05.000]  這一切都是神的恩典
[00:19:05.000 --> 00:19:07.000]  這一切都是神和我納的約
[00:19:07.000 --> 00:19:10.000]  都是神的應許
[00:19:10.000 --> 00:19:13.000]  這裡真的給我們基督徒很大的鼓勵
[00:19:13.000 --> 00:19:16.000]  如果照著我們的行為
[00:19:16.000 --> 00:19:18.000]  我們有沒有人能夠得救?
[00:19:18.000 --> 00:19:20.000]  沒有一個人能夠得救
[00:19:20.000 --> 00:19:23.000]  這一切就像神和大衛納的約
[00:19:23.000 --> 00:19:25.000]  神一樣和我們納約
[00:19:25.000 --> 00:19:28.000]  當我們接受耶穌基督的時候
[00:19:28.000 --> 00:19:30.000]  真正相信我們能夠得救
[00:19:30.000 --> 00:19:32.000]  不是因為我們的行為
[00:19:32.000 --> 00:19:34.000]  不是因為我們做了什麼
[00:19:34.000 --> 00:19:38.000]  大衛問了第二個反問題
[00:19:38.000 --> 00:19:42.000]  神豈不是與我納了永遠的約嗎?
[00:19:42.000 --> 00:19:44.000]  這裡所說的約
[00:19:44.000 --> 00:19:49.000]  就是在撒姆爾夏的第七章大衛之約
[00:19:49.000 --> 00:19:53.000]  神保證大衛會有一個永遠的王朝
[00:19:53.000 --> 00:19:55.000]  有一個永遠的寶座
[00:19:55.000 --> 00:20:00.000]  我們知道猶大國的王朝
[00:20:00.000 --> 00:20:04.000]  在公元前的586年已經完結了
[00:20:04.000 --> 00:20:09.000]  透過西底加他政壇的結束
[00:20:09.000 --> 00:20:12.000]  這個王朝已經沒有了
[00:20:12.000 --> 00:20:14.000]  但不代表大衛的家族
[00:20:14.000 --> 00:20:18.000]  不代表以色列國也同樣結束
[00:20:18.000 --> 00:20:21.000]  神的應許是什麼呢?
[00:20:21.000 --> 00:20:25.000]  要從耶西的枝子上長出一根嫩芽
[00:20:25.000 --> 00:20:27.000]  結出果子
[00:20:27.000 --> 00:20:31.000]  這就是告訴我們耶穌基督將會降臨
[00:20:31.000 --> 00:20:35.000]  耶穌基督真的在伯利恆出生
[00:20:35.000 --> 00:20:37.000]  成為我們的救世主
[00:20:37.000 --> 00:20:41.000]  這也是我們剛才唱這麼多聖誕詩歌
[00:20:41.000 --> 00:20:44.000]  聖誕節就是紀念耶穌基督
[00:20:44.000 --> 00:20:48.000]  二千年前來到世上救贖我們
[00:20:48.000 --> 00:20:50.000]  他不單救贖我們
[00:20:50.000 --> 00:20:53.000]  也延伸了大衛的王朝
[00:20:53.000 --> 00:20:55.000]  還有第三點
[00:20:55.000 --> 00:20:58.000]  大衛問:神不是安排好了
[00:20:58.000 --> 00:21:01.000]  為我成就一切嗎?
[00:21:01.000 --> 00:21:06.000]  大衛知道一切都已經神為他搞定了
[00:21:06.000 --> 00:21:09.000]  雖然他有敵人來反對他
[00:21:09.000 --> 00:21:12.000]  這些就是經文裡所說的惡人
[00:21:12.000 --> 00:21:15.000]  雖然有惡人來敵對他
[00:21:15.000 --> 00:21:17.000]  但他不用怕
[00:21:17.000 --> 00:21:19.000]  神已經幫他成就一切
[00:21:19.000 --> 00:21:21.000]  而這些惡人的命運
[00:21:21.000 --> 00:21:25.000]  和大衛的家地神祝福
[00:21:25.000 --> 00:21:27.000]  成為了強烈的對比
[00:21:27.000 --> 00:21:32.000]  這些惡人字面的意思就是卑鄙的人
[00:21:32.000 --> 00:21:34.000]  他們反對正義
[00:21:34.000 --> 00:21:38.000]  經文將他們比作荊棘
[00:21:38.000 --> 00:21:39.000]  我剛才說了
[00:21:39.000 --> 00:21:41.000]  荊棘會擠著植物
[00:21:41.000 --> 00:21:44.000]  使植物不能長出果子
[00:21:44.000 --> 00:21:47.000]  記不記得在馬太福音第十三章
[00:21:47.000 --> 00:21:52.000]  說到有不同的地來栽種
[00:21:52.000 --> 00:21:55.000]  有些地被荊棘擠著
