
[00:00:00.000 --> 00:00:08.000]  第五個 六十九週年的唐慶
[00:01:41.000 --> 00:01:44.000]  又買眼藥抹你的眼睛
[00:01:44.000 --> 00:01:46.000]  使你能看見
[00:01:46.000 --> 00:01:48.000]  凡我所疼愛的
[00:01:48.000 --> 00:01:50.000]  我就責備管教
[00:01:50.000 --> 00:01:52.000]  所以你要發熱心
[00:01:52.000 --> 00:01:54.000]  也要悔改
[00:01:54.000 --> 00:01:57.000]  看啊!我站在門內叩門
[00:01:57.000 --> 00:02:00.000]  若有聽見我聲音而開門的
[00:02:00.000 --> 00:02:03.000]  我要盡到他那裡去
[00:02:03.000 --> 00:02:04.000]  我與他
[00:02:04.000 --> 00:02:06.000]  他與我一起吃飯
[00:02:06.000 --> 00:02:07.000]  得勝的
[00:02:07.000 --> 00:02:11.000]  我要賜他在我寶座上與我同坐
[00:02:11.000 --> 00:02:13.000]  在於我得了勝
[00:02:13.000 --> 00:02:17.000]  在我父的寶座上與他同坐一半
[00:02:17.000 --> 00:02:21.000]  凡有以我的道應當請聖靈
[00:02:21.000 --> 00:02:24.000]  向宗教會所說的話
[00:02:24.000 --> 00:02:30.000]  老弟家教會的特色就是不能不業
[00:02:30.000 --> 00:02:32.000]  究竟二十世紀的教會
[00:02:32.000 --> 00:02:35.000]  是否就是不能不業呢?
[00:02:35.000 --> 00:02:38.000]  我們先看老弟家教會
[00:02:38.000 --> 00:02:43.000]  老弟家教會在當時是一個很繁榮
[00:02:43.000 --> 00:02:45.000]  很富足的教會
[00:02:45.000 --> 00:02:49.000]  無論文化水平高
[00:02:49.000 --> 00:02:51.000]  很多資源
[00:02:51.000 --> 00:02:56.000]  我們看看他的情況
[00:02:56.000 --> 00:03:00.000]  他覺得自己一無所缺
[00:03:00.000 --> 00:03:01.000]  一樣都有
[00:03:01.000 --> 00:03:03.000]  但在耶穌眼中看來
[00:03:03.000 --> 00:03:07.000]  他是困苦可憐貧窮乞礙
[00:03:07.000 --> 00:03:08.000]  落差很大
[00:03:08.000 --> 00:03:11.000]  他自己覺得自己很富足
[00:03:11.000 --> 00:03:12.000]  但神說不是啊
[00:03:12.000 --> 00:03:13.000]  你什麼都沒有
[00:03:13.000 --> 00:03:15.000]  你很窮
[00:03:15.000 --> 00:03:17.000]  究竟發生什麼事呢?
[00:03:17.000 --> 00:03:22.000]  我們必須從老弟家城來看
[00:03:22.000 --> 00:03:27.000]  你看老弟家城是七一教會最後一個
[00:03:27.000 --> 00:03:30.000]  由二分所一直到第七個
[00:03:30.000 --> 00:03:32.000]  你留意旁邊有兩個城市
[00:03:32.000 --> 00:03:34.000]  一個叫希拉玻璃
[00:03:34.000 --> 00:03:35.000]  一個叫哥羅西
[00:03:35.000 --> 00:03:37.000]  我們稍後會講
[00:03:37.000 --> 00:03:40.000]  老弟家城是一個很富庶的城市
[00:03:40.000 --> 00:03:44.000]  因為出產貴重金屬
[00:03:44.000 --> 00:03:47.000]  金和銀貴重
[00:03:47.000 --> 00:03:51.000]  所以在金屬貨幣上賺很多錢
[00:03:51.000 --> 00:03:55.000]  還有這個城市的文化很高
[00:03:55.000 --> 00:03:56.000]  商業很繁榮
[00:03:56.000 --> 00:03:58.000]  在羅馬時代
[00:03:58.000 --> 00:04:00.000]  雖然經過地震
[00:04:00.000 --> 00:04:02.000]  曾經地震毀滅了城
[00:04:02.000 --> 00:04:04.000]  但不需要羅馬政府資助
[00:04:04.000 --> 00:04:07.000]  自己重建很有錢
[00:04:07.000 --> 00:04:10.000]  而在城內的教會
[00:04:10.000 --> 00:04:14.000]  也因為這個城市
[00:04:14.000 --> 00:04:18.000]  得到很多方便好處
[00:04:18.000 --> 00:04:20.000]  做生意賺錢
[00:04:20.000 --> 00:04:22.000]  所以這個教會是很有錢
[00:04:22.000 --> 00:04:24.000]  富足的教會
[00:04:24.000 --> 00:04:26.000]  也是自視很高
[00:04:26.000 --> 00:04:28.000]  問題是當一個人有了錢
[00:04:28.000 --> 00:04:29.000]  很安全
[00:04:29.000 --> 00:04:30.000]  搞定了
[00:04:30.000 --> 00:04:33.000]  對人不聞不問
[00:04:33.000 --> 00:04:35.000]  也不會關心別人
[00:04:35.000 --> 00:04:36.000]  問題就在這裡
[00:04:36.000 --> 00:04:38.000]  有錢不是錯
[00:04:38.000 --> 00:04:40.000]  富足也不是錯
[00:04:40.000 --> 00:04:43.000]  錯就是他覺得這些東西可以保護他
[00:04:43.000 --> 00:04:45.000]  所以他不用理會社會
[00:04:45.000 --> 00:04:46.000]  不用理會別人
[00:04:46.000 --> 00:04:48.000]  自己去安享自己的生活
[00:04:48.000 --> 00:04:50.000]  問題就在這裡
[00:04:50.000 --> 00:04:52.000]  不冷不熱就是
[00:04:52.000 --> 00:04:55.000]  只對其他人沒有感覺
[00:04:55.000 --> 00:04:59.000]  也不會關心周圍的人
[00:04:59.000 --> 00:05:05.000]  然後耶穌基督很嚴厲地說
[00:05:05.000 --> 00:05:10.000]  那位阿門誠信真實的見證者
[00:05:10.000 --> 00:05:13.000]  他用阿門的意思就是
[00:05:13.000 --> 00:05:15.000]  我實實在在說
[00:05:15.000 --> 00:05:17.000]  就是耶穌說我現在不是跟你開玩笑
[00:05:17.000 --> 00:05:19.000]  你覺得你很有錢嗎
[00:05:19.000 --> 00:05:21.000]  我覺得你很窮
[00:05:21.000 --> 00:05:22.000]  不是開玩笑的
[00:05:22.000 --> 00:05:24.000]  在主眼中看來你很窮
[00:05:24.000 --> 00:05:26.000]  為什麼會這樣呢
[00:05:26.000 --> 00:05:30.000]  整個核心就在這裡
[00:05:30.000 --> 00:05:33.000]  他說我巴不得你
[00:05:33.000 --> 00:05:35.000]  冷或熱
[00:05:35.000 --> 00:05:39.000]  既如溫水也不冷也不熱
[00:05:39.000 --> 00:05:42.000]  我就要在我口中把你吐出去
[00:05:42.000 --> 00:05:46.000]  就是說耶穌基督要放棄這個教會
[00:05:46.000 --> 00:05:48.000]  很嚴重
[00:05:48.000 --> 00:05:50.000]  他說我實實在在
[00:05:50.000 --> 00:05:51.000]  很真實
[00:05:51.000 --> 00:05:52.000]  我不是開玩笑的
[00:05:52.000 --> 00:05:55.000]  你覺得你很富有嗎
[00:05:55.000 --> 00:05:56.000]  我不覺得
[00:05:56.000 --> 00:05:58.000]  你覺得你自己有本事嗎
[00:05:58.000 --> 00:05:59.000]  我不覺得
[00:05:59.000 --> 00:06:00.000]  他說你再這樣的時候
[00:06:00.000 --> 00:06:02.000]  我直接把你趕走出去
[00:06:02.000 --> 00:06:04.000]  很嚴厲
[00:06:04.000 --> 00:06:06.000]  好了
[00:06:06.000 --> 00:06:08.000]  耶穌說我巴不得你
[00:06:08.000 --> 00:06:10.000]  或冷或熱
[00:06:10.000 --> 00:06:12.000]  為什麼呢
[00:06:12.000 --> 00:06:14.000]  什麼叫或冷或熱呢
[00:06:14.000 --> 00:06:16.000]  熱心大家明白的
[00:06:16.000 --> 00:06:18.000]  愛主熱心
[00:06:18.000 --> 00:06:20.000]  很熱心的侍奉主去探訪
[00:06:20.000 --> 00:06:22.000]  做很多事去教主學
[00:06:22.000 --> 00:06:24.000]  關心其他人
[00:06:24.000 --> 00:06:25.000]  冷是什麼意思呢
[00:06:25.000 --> 00:06:27.000]  有些人就說
[00:06:27.000 --> 00:06:29.000]  一是熱心
[00:06:29.000 --> 00:06:31.000]  一是冷淡
[00:06:31.000 --> 00:06:33.000]  如果我不熱心
[00:06:33.000 --> 00:06:34.000]  我就冷淡
[00:06:34.000 --> 00:06:38.000]  好過那些不熱心不冷淡的人
[00:06:38.000 --> 00:06:40.000]  經常做夢
[00:06:40.000 --> 00:06:44.000]  回家又睡覺
[00:06:44.000 --> 00:06:46.000]  那些人
[00:06:46.000 --> 00:06:47.000]  我睡覺都不回家
[00:06:47.000 --> 00:06:49.000]  那冷淡的就睡不回家
[00:06:49.000 --> 00:06:52.000]  甚至有人解釋
[00:06:52.000 --> 00:06:54.000]  他說冷淡呢
[00:06:54.000 --> 00:06:56.000]  如果你真的冷淡
[00:06:56.000 --> 00:06:58.000]  那你就會不對勁
[00:06:58.000 --> 00:06:59.000]  上帝會懲罰你
[00:06:59.000 --> 00:07:01.000]  叫你回轉
[00:07:01.000 --> 00:07:04.000]  但是那些軟皮蛇
[00:07:04.000 --> 00:07:07.000]  漠不關心的人
[00:07:07.000 --> 00:07:09.000]  好像很自滿
[00:07:09.000 --> 00:07:11.000]  這些就是最大問題
[00:07:11.000 --> 00:07:14.000]  還有中文有句話
[00:07:14.000 --> 00:07:16.000]  要做君子
[00:07:16.000 --> 00:07:17.000]  如果不做君子
[00:07:17.000 --> 00:07:19.000]  就做真小人
[00:07:19.000 --> 00:07:20.000]  凌為真小人
[00:07:20.000 --> 00:07:22.000]  莫作偽君子
[00:07:22.000 --> 00:07:24.000]  有沒有聽過
[00:07:24.000 --> 00:07:26.000]  這就解釋錯了
[00:07:26.000 --> 00:07:28.000]  耶穌不會叫我們做真小人
[00:07:28.000 --> 00:07:31.000]  耶穌叫我們做真君子
[00:07:31.000 --> 00:07:34.000]  冷淡不是這個意思
[00:07:34.000 --> 00:07:36.000]  冷就是提到
[00:07:36.000 --> 00:07:38.000]  我們熱心愛人
[00:07:38.000 --> 00:07:41.000]  我們做積極的去侍奉
[00:07:41.000 --> 00:07:43.000]  但是有些人
[00:07:43.000 --> 00:07:47.000]  他是很安靜
[00:07:47.000 --> 00:07:50.000]  或者他沒有能力去探訪
[00:07:50.000 --> 00:07:52.000]  他在家裡祈禱
[00:07:52.000 --> 00:07:55.000]  他做後面的工作
[00:07:55.000 --> 00:07:58.000]  別人不知道
[00:07:58.000 --> 00:08:00.000]  很隱藏
[00:08:00.000 --> 00:08:05.000]  熱和冷是代表兩個不同的行動
[00:08:05.000 --> 00:08:07.000]  都是外主的
[00:08:07.000 --> 00:08:10.000]  所以熱和冷都是好的
[00:08:10.000 --> 00:08:13.000]  唯有不冷不熱就不好
[00:08:13.000 --> 00:08:18.000]  我們千萬不要不冷不熱
[00:08:18.000 --> 00:08:21.000]  行屍走肉離開教會
[00:08:21.000 --> 00:08:23.000]  這個是不好的
[00:08:23.000 --> 00:08:25.000]  所以叫我們改個冷淡
[00:08:25.000 --> 00:08:27.000]  我們看什麼意思呢
[00:08:27.000 --> 00:08:31.000]  剛才我們看《老底家詞》
[00:08:31.000 --> 00:08:34.000]  有兩個城市在旁邊
[00:08:34.000 --> 00:08:36.000]  一個叫希拉玻璃
[00:08:36.000 --> 00:08:38.000]  一個叫哥羅西
[00:08:38.000 --> 00:08:43.000]  希拉玻璃是一個泉水
[00:08:43.000 --> 00:08:45.000]  泉水由希拉玻璃開始
[00:08:45.000 --> 00:08:47.000]  流出來的時候
[00:08:47.000 --> 00:08:49.000]  剛剛是從地層出來的水
[00:08:49.000 --> 00:08:50.000]  很熱的
[00:08:50.000 --> 00:08:52.000]  是有礦物質
[00:08:52.000 --> 00:08:56.000]  這種水可以醫病
[00:08:56.000 --> 00:08:58.000]  可以幫助人
[00:08:58.000 --> 00:09:00.000]  是好的水
[00:09:00.000 --> 00:09:02.000]  流到哥羅西的地方
[00:09:02.000 --> 00:09:03.000]  已經冷了
[00:09:03.000 --> 00:09:04.000]  很清涼
[00:09:04.000 --> 00:09:05.000]  都是好的水
[00:09:05.000 --> 00:09:07.000]  是用來喝的
[00:09:07.000 --> 00:09:09.000]  很舒服的
[00:09:09.000 --> 00:09:12.000]  不冷不熱不是指這些水
[00:09:12.000 --> 00:09:15.000]  不冷不熱是指老底家的水
[00:09:15.000 --> 00:09:18.000]  老底家不夠水
[00:09:18.000 --> 00:09:21.000]  他就要在他的西邊
[00:09:21.000 --> 00:09:24.000]  有個叫淡西尼的地方
[00:09:24.000 --> 00:09:28.000]  引泉水進入老底家
[00:09:28.000 --> 00:09:30.000]  他本身的水質不好
[00:09:30.000 --> 00:09:34.000]  還有他經過用石造渠
[00:09:34.000 --> 00:09:36.000]  吸收太陽的熱
[00:09:36.000 --> 00:09:38.000]  所以去到老底家的時候
[00:09:38.000 --> 00:09:40.000]  水是暖的
[00:09:40.000 --> 00:09:42.000]  喝下來很不舒服
[00:09:42.000 --> 00:09:44.000]  但老底家人是沒有水喝
[00:09:44.000 --> 00:09:45.000]  都要喝它
[00:09:45.000 --> 00:09:47.000]  所以當聖經一說到
[00:09:48.000 --> 00:09:51.000]  既然是溫水
[00:09:51.000 --> 00:09:53.000]  就要從口中吐出去
[00:09:53.000 --> 00:09:56.000]  老底家人一聽就明白了
[00:09:56.000 --> 00:09:57.000]  他們就是這樣
[00:09:57.000 --> 00:09:59.000]  這些是不想喝
[00:09:59.000 --> 00:10:00.000]  想吐出來
[00:10:00.000 --> 00:10:01.000]  但沒辦法
[00:10:01.000 --> 00:10:02.000]  都要喝
[00:10:02.000 --> 00:10:03.000]  很痛苦
[00:10:03.000 --> 00:10:07.000]  如果有些人在神眼中看來
[00:10:07.000 --> 00:10:10.000]  這種人不冷不熱
[00:10:10.000 --> 00:10:12.000]  在神的角度里
[00:10:12.000 --> 00:10:14.000]  樣樣不理不關心
[00:10:14.000 --> 00:10:16.000]  但他又不是死了
[00:10:16.000 --> 00:10:18.000]  他在你眼前
[00:10:18.000 --> 00:10:20.000]  但這群人不做事
[00:10:20.000 --> 00:10:21.000]  神就說
[00:10:21.000 --> 00:10:22.000]  如果是這樣
[00:10:22.000 --> 00:10:24.000]  我情願吐出去了
[00:10:24.000 --> 00:10:28.000]  熱和冷都是好的
[00:10:28.000 --> 00:10:30.000]  不是不好
[00:10:30.000 --> 00:10:32.000]  都是主所愛
[00:10:32.000 --> 00:10:33.000]  質素是好的
[00:10:33.000 --> 00:10:37.000]  只不過在外面看來
[00:10:37.000 --> 00:10:38.000]  一些很積極
[00:10:38.000 --> 00:10:41.000]  一些很被動
[00:10:41.000 --> 00:10:43.000]  都是侍奉主
[00:10:43.000 --> 00:10:46.000]  這是個比喻
[00:10:46.000 --> 00:10:49.000]  不是真的說到我們喝水
[00:10:49.000 --> 00:10:51.000]  當然我們喝水
[00:10:51.000 --> 00:10:53.000]  我們喜歡喝熱水
[00:10:53.000 --> 00:10:55.000]  或者買冷奶茶
[00:10:55.000 --> 00:10:57.000]  沒什麼人喝暖奶茶
[00:10:57.000 --> 00:11:00.000]  但這個不能這樣說
[00:11:00.000 --> 00:11:02.000]  通常喝水
[00:11:02.000 --> 00:11:04.000]  不會喝很熱的水
[00:11:04.000 --> 00:11:05.000]  不會的
[00:11:05.000 --> 00:11:08.000]  不會喝冷到胃痛的水
[00:11:08.000 --> 00:11:09.000]  你都喝暖水
[00:11:09.000 --> 00:11:12.000]  我大部分人都喝暖水
[00:11:12.000 --> 00:11:14.000]  所以不是這個意思
[00:11:14.000 --> 00:11:16.000]  這個意思是比喻
[00:11:16.000 --> 00:11:18.000]  我們就從比喻說
[00:11:18.000 --> 00:11:19.000]  熱是好的
[00:11:19.000 --> 00:11:20.000]  可以醫病
[00:11:20.000 --> 00:11:22.000]  冷可以解寒
[00:11:22.000 --> 00:11:25.000]  最大問題是老底家
[00:11:25.000 --> 00:11:28.000]  不冷不熱的原因是什麼呢
[00:11:28.000 --> 00:11:31.000]  因為他的驕傲和自滿
[00:11:31.000 --> 00:11:33.000]  使他不關心世界
[00:11:33.000 --> 00:11:36.000]  使他在神的角度里
[00:11:36.000 --> 00:11:40.000]  好像教會很泛民
[00:11:40.000 --> 00:11:43.000]  但不關心上帝的事
[00:11:43.000 --> 00:11:44.000]  不傳福音
[00:11:44.000 --> 00:11:46.000]  也不理周圍的需要
[00:11:46.000 --> 00:11:47.000]  如何自滿呢
[00:11:47.000 --> 00:11:48.000]  他說我富足
[00:11:48.000 --> 00:11:49.000]  發了財
[00:11:49.000 --> 00:11:51.000]  一樣都不缺
[00:11:51.000 --> 00:11:52.000]  在神眼中看來
[00:11:52.000 --> 00:11:53.000]  他什麼都沒有
[00:11:53.000 --> 00:11:56.000]  因為在上帝的掌上里
[00:11:56.000 --> 00:11:57.000]  他沒有份
[00:11:57.000 --> 00:12:01.000]  他以為有財寶有安全
[00:12:01.000 --> 00:12:03.000]  財寶保不了他
[00:12:03.000 --> 00:12:07.000]  所以耶穌勸他用三個比喻
[00:12:07.000 --> 00:12:09.000]  第一個比喻是火煉的金子
[00:12:09.000 --> 00:12:11.000]  第二個是白衣
[00:12:11.000 --> 00:12:13.000]  第三個是眼藥
[00:12:13.000 --> 00:12:17.000]  這三個正正是老底家成
[00:12:17.000 --> 00:12:19.000]  出名的出品
[00:12:19.000 --> 00:12:22.000]  老底家成出了很多貴重的金屬
[00:12:22.000 --> 00:12:25.000]  但那些金屬不能夠幫助
[00:12:25.000 --> 00:12:28.000]  他們得到安全
[00:12:28.000 --> 00:12:30.000]  因為那個比喻就是
[00:12:30.000 --> 00:12:35.000]  真正的金屬是火煉的金子
[00:12:35.000 --> 00:12:38.000]  就是指我們的生命質素
[00:12:38.000 --> 00:12:40.000]  得到鍛鍊之後
[00:12:40.000 --> 00:12:43.000]  能夠面對各種逆境
[00:12:43.000 --> 00:12:47.000]  所以富足不是在乎金子
[00:12:47.000 --> 00:12:49.000]  而是在乎生命的能力
[00:12:49.000 --> 00:12:52.000]  可以面對各種困難
[00:12:52.000 --> 00:12:54.000]  白衣不是輕易
[00:12:54.000 --> 00:12:57.000]  是代表他改變的行為
[00:12:57.000 --> 00:13:01.000]  老底家的教會在當地做很多生意
[00:13:01.000 --> 00:13:04.000]  也和羅馬人的生活混在一起
[00:13:04.000 --> 00:13:07.000]  他們去拜偶像
[00:13:07.000 --> 00:13:09.000]  他們去喝酒
[00:13:09.000 --> 00:13:12.000]  他們去到那些廟里
[00:13:12.000 --> 00:13:18.000]  因為他們要在世界上得到世上的財富
[00:13:18.000 --> 00:13:20.000]  妥協
[00:13:20.000 --> 00:13:23.000]  白衣就是他們要改變行為
[00:13:23.000 --> 00:13:25.000]  把行為全拿走
[00:13:25.000 --> 00:13:28.000]  在神面前得到稱贊
[00:13:28.000 --> 00:13:30.000]  向這個世界說不
[00:13:30.000 --> 00:13:32.000]  不做那些事
[00:13:32.000 --> 00:13:34.000]  眼若是看清楚
[00:13:34.000 --> 00:13:36.000]  誰掌管我們的生命
[00:13:36.000 --> 00:13:38.000]  誰真正有財富
[00:13:38.000 --> 00:13:40.000]  誰真正有能力是上帝
[00:13:40.000 --> 00:13:42.000]  不是看世界
[00:13:42.000 --> 00:13:46.000]  從已教世界轉換已教上帝
[00:13:46.000 --> 00:13:50.000]  整段經文解釋完
[00:13:50.000 --> 00:13:52.000]  我們今天講重點
[00:13:52.000 --> 00:13:54.000]  剛才是引言
[00:13:54.000 --> 00:13:58.000]  現在我們要講不冷不熱
[00:13:58.000 --> 00:14:01.000]  老底家的肅明就是冷漠
[00:14:01.000 --> 00:14:03.000]  因為他以為樣樣都有
[00:14:03.000 --> 00:14:07.000]  一個人怎樣才可以不冷漠
[00:14:07.000 --> 00:14:09.000]  這是最重要的
[00:14:09.000 --> 00:14:13.000]  耶穌基督要他悔改大發而心
[00:14:13.000 --> 00:14:17.000]  不冷漠是和你生命有關
[00:14:17.000 --> 00:14:21.000]  是要有生命的承載力
[00:14:21.000 --> 00:14:24.000]  你才可以不冷漠
[00:14:24.000 --> 00:14:26.000]  什麼叫生命承載力
[00:14:26.000 --> 00:14:30.000]  生命承載力就是你願意承載
[00:14:30.000 --> 00:14:33.000]  其他人的苦與樂
[00:14:33.000 --> 00:14:36.000]  羅馬書十二章十五節說
[00:14:36.000 --> 00:14:38.000]  與喜樂的人要同樂
[00:14:38.000 --> 00:14:41.000]  與哀哭的人要同哭
[00:14:41.000 --> 00:14:42.000]  一個人的生命
[00:14:42.000 --> 00:14:45.000]  怎樣可以與喜樂的人同樂
[00:14:45.000 --> 00:14:48.000]  怎樣可以與哀哭的人同哭呢
[00:14:48.000 --> 00:14:51.000]  與哀哭的人同哭是容易的
[00:14:51.000 --> 00:14:52.000]  一個人失敗
[00:14:52.000 --> 00:14:53.000]  跟你說
[00:14:53.000 --> 00:14:55.000]  你可以給他膊頭的擺下
[00:14:55.000 --> 00:14:57.000]  你聽他說
[00:14:57.000 --> 00:14:59.000]  你去安慰他為祈禱
[00:14:59.000 --> 00:15:00.000]  是容易的
[00:15:00.000 --> 00:15:02.000]  因為你可以幫到一個人
[00:15:02.000 --> 00:15:04.000]  與喜樂的人同樂
[00:15:04.000 --> 00:15:05.000]  是不容易的
[00:15:05.000 --> 00:15:08.000]  因為當一個人成功
[00:15:08.000 --> 00:15:12.000]  他在上面有很多恩典
[00:15:12.000 --> 00:15:13.000]  家庭也好
[00:15:13.000 --> 00:15:14.000]  子女也好
[00:15:14.000 --> 00:15:16.000]  樣樣都好的時候
[00:15:16.000 --> 00:15:18.000]  你要和他一起快樂
[00:15:18.000 --> 00:15:19.000]  是真心的
[00:15:19.000 --> 00:15:20.000]  是很困難的
[00:15:20.000 --> 00:15:22.000]  當你自己覺得
[00:15:22.000 --> 00:15:24.000]  你都不是那麼成功
[00:15:24.000 --> 00:15:25.000]  他升職
[00:15:25.000 --> 00:15:26.000]  你不升職
[00:15:26.000 --> 00:15:27.000]  你和他一起開心
[00:15:27.000 --> 00:15:29.000]  你心酸流流
[00:15:29.000 --> 00:15:31.000]  除非你的生命
[00:15:31.000 --> 00:15:35.000]  是得到上帝給你的滿足
[00:15:35.000 --> 00:15:36.000]  我是上帝兒女
[00:15:36.000 --> 00:15:37.000]  我一無所缺
[00:15:37.000 --> 00:15:38.000]  神給我的生命
[00:15:38.000 --> 00:15:40.000]  有永恆的價值
[00:15:40.000 --> 00:15:43.000]  當我擁有上帝的永恆的生命
[00:15:43.000 --> 00:15:45.000]  我可以與你同樂
[00:15:45.000 --> 00:15:46.000]  我不會看自己
[00:15:46.000 --> 00:15:47.000]  我一無所缺
[00:15:47.000 --> 00:15:48.000]  我一無所缺
[00:15:48.000 --> 00:15:49.000]  不是因為我有很多錢
[00:15:49.000 --> 00:15:51.000]  是因為我有了基督的生命
[00:15:51.000 --> 00:15:53.000]  基督愛激勵我
[00:15:53.000 --> 00:15:56.000]  所以我能夠與人同樂
[00:15:56.000 --> 00:15:58.000]  否則我就會病壞自己
[00:15:58.000 --> 00:15:59.000]  我不想見人
[00:15:59.000 --> 00:16:02.000]  所以一個人不想與人同行
[00:16:02.000 --> 00:16:04.000]  不想承載別人的苦與樂
[00:16:04.000 --> 00:16:06.000]  他就會很孤單
[00:16:06.000 --> 00:16:10.000]  他會將自己鎖在一個地方
[00:16:10.000 --> 00:16:12.000]  不接觸人
[00:16:12.000 --> 00:16:15.000]  這種生命是沒有交流
[00:16:15.000 --> 00:16:16.000]  也沒有起路
[00:16:16.000 --> 00:16:18.000]  是蒼白的
[00:16:18.000 --> 00:16:20.000]  老弟家的問題就是
[00:16:20.000 --> 00:16:22.000]  他以為他一樣都有
[00:16:22.000 --> 00:16:23.000]  他不用和別人交往
[00:16:23.000 --> 00:16:26.000]  所以生命是很蒼白的
[00:16:26.000 --> 00:16:29.000]  因此生命承載力最重要是
[00:16:29.000 --> 00:16:31.000]  我們重新檢視
[00:16:31.000 --> 00:16:37.000]  在神面前過一個沒有後悔的生活
[00:16:37.000 --> 00:16:39.000]  沒有遺憾的生活
[00:16:39.000 --> 00:16:42.000]  因為我已經擁有神給最好的我
[00:16:42.000 --> 00:16:44.000]  擁有這個最好
[00:16:44.000 --> 00:16:46.000]  我可以與人同樂
[00:16:46.000 --> 00:16:48.000]  可以與人同哭
[00:16:50.000 --> 00:16:54.000]  我們教會在大埔是神給我們的真典
[00:16:54.000 --> 00:16:58.000]  大埔這個地方不是最有錢
[00:16:58.000 --> 00:17:00.000]  也不是最窮
[00:17:00.000 --> 00:17:04.000]  排第七
[00:17:04.000 --> 00:17:06.000]  中位數收入
[00:17:06.000 --> 00:17:08.000]  我們面對很多基層的人
[00:17:08.000 --> 00:17:09.000]  我們去服侍他們
[00:17:09.000 --> 00:17:11.000]  我們很感謝教會一群弟兄姐妹
[00:17:11.000 --> 00:17:13.000]  去關心基層的人
[00:17:13.000 --> 00:17:16.000]  我們教會做很多這些
[00:17:16.000 --> 00:17:19.000]  但我們也面對中產階級
[00:17:19.000 --> 00:17:21.000]  所以教會在這裡很好
[00:17:21.000 --> 00:17:25.000]  可以做不同的工作
[00:17:25.000 --> 00:17:31.000]  還有69年大埔一直變化
[00:17:31.000 --> 00:17:33.000]  我們陪著社區成長
[00:17:33.000 --> 00:17:35.000]  弟兄姐妹回到教會
[00:17:35.000 --> 00:17:38.000]  就好像一個街一樣
[00:17:38.000 --> 00:17:41.000]  一講到香港
[00:17:41.000 --> 00:17:43.000]  我們很心痛
[00:17:43.000 --> 00:17:46.000]  香港的經濟不好
[00:17:46.000 --> 00:17:49.000]  相同打擊
[00:17:49.000 --> 00:17:51.000]  周恩來的分析
[00:17:51.000 --> 00:17:53.000]  香港為什麼這麼差呢
[00:17:53.000 --> 00:17:55.000]  不是北上消費
[00:17:55.000 --> 00:17:57.000]  北上消費也是少數
[00:17:57.000 --> 00:17:59.000]  網購影響很大
[00:17:59.000 --> 00:18:01.000]  因為北上消費
[00:18:01.000 --> 00:18:03.000]  所以酒樓不見了
[00:18:03.000 --> 00:18:06.000]  海皇粥店
[00:18:06.000 --> 00:18:08.000]  紅星酒樓
[00:18:08.000 --> 00:18:12.000]  但最厲害是網購
[00:18:12.000 --> 00:18:14.000]  拼多多 淘寶
[00:18:14.000 --> 00:18:16.000]  有沒有買過
[00:18:16.000 --> 00:18:18.000]  我又沒有網購
[00:18:18.000 --> 00:18:22.000]  中國政府說
[00:18:22.000 --> 00:18:24.000]  網購死到中國內地
[00:18:24.000 --> 00:18:28.000]  去年有八百萬間店鋪結束
