
[00:00:00.000 --> 00:00:05.000]  各位網友 今天是第一次站在港台講道
[00:07:41.000 --> 00:07:46.000]  是先知他看見這個世界充滿了破口
[00:07:46.000 --> 00:07:48.000]  充滿了眼淚
[00:07:48.000 --> 00:07:50.000]  充滿了需要的時候
[00:07:50.000 --> 00:07:51.000]  他心裡面忍不住說
[00:07:51.000 --> 00:07:53.000]  我可以做些什麼呢
[00:07:53.000 --> 00:07:55.000]  我可以為他們做些什麼的時候
[00:07:55.000 --> 00:07:57.000]  他的火升起的時候
[00:07:57.000 --> 00:07:59.000]  他好像不知道怎麼算的時候
[00:07:59.000 --> 00:08:00.000]  他就聽見神說
[00:08:00.000 --> 00:08:02.000]  我在這裡
[00:08:02.000 --> 00:08:03.000]  你來
[00:08:03.000 --> 00:08:05.000]  我幫你去安排
[00:08:05.000 --> 00:08:07.000]  然後你就繼續去
[00:08:07.000 --> 00:08:11.000]  所以我們發覺我們所呼召的一個地方
[00:08:11.000 --> 00:08:13.000]  那些人都在呼召你
[00:08:13.000 --> 00:08:15.000]  他們的眼神
[00:08:15.000 --> 00:08:17.000]  他們的思想
[00:08:17.000 --> 00:08:19.000]  他們所說的話
[00:08:19.000 --> 00:08:22.000]  不過我們有一種敏感才可以接受到
[00:08:22.000 --> 00:08:24.000]  的得起這個呼召
[00:08:24.000 --> 00:08:27.000]  我發覺我自己在中國的呼召都是這兩面
[00:08:27.000 --> 00:08:29.000]  我和大家分享一下
[00:08:29.000 --> 00:08:32.000]  我發覺我自己第一次的呼召
[00:08:32.000 --> 00:08:35.000]  真的好像以下第六章那種
[00:08:35.000 --> 00:08:38.000]  我自己從小就是一個香港仔
[00:08:38.000 --> 00:08:40.000]  我完全對中國沒有任何感情
[00:08:40.000 --> 00:08:41.000]  沒有任何認識
[00:08:41.000 --> 00:08:43.000]  當時在60年代長大
[00:08:43.000 --> 00:08:44.000]  那時候還是
[00:08:44.000 --> 00:08:47.000]  後來就是這個叫做左仔
[00:08:47.000 --> 00:08:48.000]  那時候文革
[00:08:48.000 --> 00:08:49.000]  很怕
[00:08:49.000 --> 00:08:50.000]  很怕大陸的
[00:08:50.000 --> 00:08:53.000]  那時候我就喜歡讀科學
[00:08:53.000 --> 00:08:54.000]  什麼都沒有興趣
[00:08:54.000 --> 00:08:57.000]  對中國完全沒有興趣
[00:08:57.000 --> 00:09:00.000]  直到進大學的第一年
[00:09:00.000 --> 00:09:02.000]  1971年
[00:09:02.000 --> 00:09:04.000]  那一年我都沒有想過
[00:09:04.000 --> 00:09:06.000]  那時候想著讀物理學
[00:09:06.000 --> 00:09:08.000]  但是那一天
[00:09:08.000 --> 00:09:10.000]  真的想都沒有想過
[00:09:10.000 --> 00:09:13.000]  有個同學送了給我一個錄音帶
[00:09:13.000 --> 00:09:16.000]  當時是記錄錄音帶
[00:09:16.000 --> 00:09:19.000]  錄音帶是中國的文歌
[00:09:19.000 --> 00:09:20.000]  我喜歡音樂
[00:09:20.000 --> 00:09:21.000]  但是我很少聽中國的歌
[00:09:21.000 --> 00:09:23.000]  多數聽西洋的音樂
[00:09:23.000 --> 00:09:24.000]  他說你聽聽
[00:09:24.000 --> 00:09:25.000]  好聽的文歌
[00:09:25.000 --> 00:09:26.000]  現代的
[00:09:26.000 --> 00:09:28.000]  在大陸裡面出的
[00:09:28.000 --> 00:09:29.000]  我又沒有留意
[00:09:29.000 --> 00:09:31.000]  回到去就開了一個
[00:09:31.000 --> 00:09:34.000]  第一首就是叫做我的祖國
[00:09:34.000 --> 00:09:35.000]  有沒有聽過這首歌
[00:09:35.000 --> 00:09:37.000]  就是那個叫做
[00:09:37.000 --> 00:09:39.000]  那一齣叫做上甘嶺那一齣
[00:09:39.000 --> 00:09:41.000]  就是韓戰的片裡面
[00:09:41.000 --> 00:09:42.000]  我完全沒有看過那些電影
[00:09:42.000 --> 00:09:43.000]  那時候很怕
[00:09:43.000 --> 00:09:45.000]  1971年文革完了
[00:09:45.000 --> 00:09:46.000]  你明不明白
[00:09:46.000 --> 00:09:48.000]  那時候香港不理中國的事
[00:09:48.000 --> 00:09:50.000]  我也完全不知道
[00:09:50.000 --> 00:09:51.000]  我聽的時候
[00:09:51.000 --> 00:09:53.000]  突然間被它吸引住我
[00:09:53.000 --> 00:09:55.000]  一條大河波浪寬
[00:09:55.000 --> 00:10:00.000]  一條大河波浪寬
[00:10:00.000 --> 00:10:01.000]  那時候很唱的
[00:10:01.000 --> 00:10:05.000]  唱到綿綿的田
[00:10:05.000 --> 00:10:06.000]  然後敵人來了
[00:10:06.000 --> 00:10:08.000]  我們就對抗他
[00:10:08.000 --> 00:10:10.000]  這是偉大的祖國
[00:10:10.000 --> 00:10:12.000]  這是美麗的祖國
[00:10:12.000 --> 00:10:13.000]  我聽的時候
[00:10:13.000 --> 00:10:14.000]  突然間腦裡
[00:10:14.000 --> 00:10:16.000]  我其實從來沒有去過中國
[00:10:16.000 --> 00:10:18.000]  那時候十幾二十歲
[00:10:18.000 --> 00:10:20.000]  但是腦裡出現了
[00:10:20.000 --> 00:10:22.000]  看到中國的梯田
[00:10:22.000 --> 00:10:25.000]  中國的農民在耕田
[00:10:25.000 --> 00:10:26.000]  好像螞蟻一樣耕田
[00:10:26.000 --> 00:10:27.000]  一代死了
[00:10:27.000 --> 00:10:28.000]  又一代耕田
[00:10:28.000 --> 00:10:29.000]  我不知道為什麼
[00:10:29.000 --> 00:10:31.000]  突然間我的心就
[00:10:31.000 --> 00:10:32.000]  有一種哭起來
[00:10:32.000 --> 00:10:33.000]  我不知道為什麼
[00:10:33.000 --> 00:10:35.000]  一直哭起來
[00:10:35.000 --> 00:10:36.000]  那次是我第一次
[00:10:36.000 --> 00:10:38.000]  為自己的國家哭
[00:10:38.000 --> 00:10:39.000]  那次哭起來之後
[00:10:39.000 --> 00:10:41.000]  我自己對中國那種情
[00:10:41.000 --> 00:10:43.000]  放不下
[00:10:43.000 --> 00:10:44.000]  為什麼我也不明白
[00:10:44.000 --> 00:10:45.000]  我知道是神叫我
[00:10:45.000 --> 00:10:47.000]  是呀我要為中國
[00:10:47.000 --> 00:10:48.000]  但我可以做到什麼
[00:10:48.000 --> 00:10:49.000]  我都不知道
[00:10:49.000 --> 00:10:50.000]  但是不是真的要我去呢
[00:10:50.000 --> 00:10:52.000]  那時候我讀科學
[00:10:52.000 --> 00:10:53.000]  我讀物理學
[00:10:53.000 --> 00:10:55.000]  那時候我心裡就說
[00:10:55.000 --> 00:10:56.000]  我很科學的
[00:10:56.000 --> 00:10:57.000]  那就算一下吧
[00:10:57.000 --> 00:10:58.000]  我說中國那時候
[00:10:58.000 --> 00:10:59.000]  只有八億人
[00:10:59.000 --> 00:11:01.000]  八萬萬
[00:11:01.000 --> 00:11:04.000]  如果有一萬個中國人
[00:11:04.000 --> 00:11:06.000]  才有一個基督徒
[00:11:06.000 --> 00:11:07.000]  向他們傳福音
[00:11:07.000 --> 00:11:09.000]  那時候也不能夠有西教士
[00:11:09.000 --> 00:11:11.000]  大家知道排外排得這麼厲害
[00:11:11.000 --> 00:11:13.000]  一定是中國人去傳福音
[00:11:13.000 --> 00:11:15.000]  中國有八億人沒聽過福音
[00:11:15.000 --> 00:11:17.000]  如果一萬個中國人
[00:11:17.000 --> 00:11:19.000]  才有一個人向他們傳福音的話
[00:11:19.000 --> 00:11:21.000]  也要八萬個基督徒
[00:11:21.000 --> 00:11:23.000]  八萬個基督徒很多的了
[00:11:23.000 --> 00:11:25.000]  想像一張紙
[00:11:25.000 --> 00:11:26.000]  寫上去的名字
[00:11:26.000 --> 00:11:27.000]  八萬個
[00:11:27.000 --> 00:11:28.000]  想一下
[00:11:28.000 --> 00:11:30.000]  大概也有我吧
[00:11:30.000 --> 00:11:32.000]  沒理由沒有我的名字
[00:11:32.000 --> 00:11:34.000]  數這麼多個也沒有數到我
[00:11:34.000 --> 00:11:35.000]  那時候就說好吧
[00:11:35.000 --> 00:11:36.000]  那就去吧
[00:11:36.000 --> 00:11:38.000]  那時候我就決定
[00:11:38.000 --> 00:11:40.000]  參與這個工作
[00:11:40.000 --> 00:11:41.000]  怎麼開始我也不知道
[00:11:41.000 --> 00:11:44.000]  那時候就到處找中國的資料
[00:11:44.000 --> 00:11:46.000]  然後就是
[00:11:46.000 --> 00:11:48.000]  我知道唯一能夠回到中國的
[00:11:48.000 --> 00:11:49.000]  就是讀物理學
[00:11:49.000 --> 00:11:50.000]  因為做科學家
[00:11:50.000 --> 00:11:52.000]  你不能夠直接進去做傳福音
[00:11:52.000 --> 00:11:54.000]  讀物理學那時候
[00:11:54.000 --> 00:11:55.000]  我讀得挺好的
[00:11:55.000 --> 00:11:56.000]  於是就一直讀上去
[00:11:56.000 --> 00:11:58.000]  想著讀博士在美國
[00:11:58.000 --> 00:12:00.000]  一直讀的時候
[00:12:00.000 --> 00:12:02.000]  同時我覺得沒辦法
[00:12:02.000 --> 00:12:03.000]  一直等的
[00:12:03.000 --> 00:12:07.000]  於是就盡辦法想進去中國
[00:12:07.000 --> 00:12:08.000]  但是很難進去的
[00:12:08.000 --> 00:12:09.000]  進去過一兩次
[00:12:09.000 --> 00:12:12.000]  被人拿一把解放軍刺
[00:12:12.000 --> 00:12:13.000]  都放在後面
[00:12:13.000 --> 00:12:14.000]  審了一整天
[00:12:14.000 --> 00:12:16.000]  因為在公園裡做傳福音
[00:12:16.000 --> 00:12:20.000]  差點出不來
[00:12:20.000 --> 00:12:23.000]  出來之後就到處去教會去傳揚
[00:12:23.000 --> 00:12:25.000]  叫人多點在中國土地
[00:12:25.000 --> 00:12:27.000]  那時候就很少人做這件事
[00:12:27.000 --> 00:12:29.000]  於是就很快
[00:12:29.000 --> 00:12:30.000]  人們都知道溫偉耀
[00:12:30.000 --> 00:12:33.000]  就鼓勵人們回中國傳福音
[00:12:33.000 --> 00:12:38.000]  直到我要去美國讀博士的時候
[00:12:38.000 --> 00:12:39.000]  我就發覺
[00:12:39.000 --> 00:12:41.000]  有人告訴我
[00:12:41.000 --> 00:12:43.000]  你的名字黑名單
[00:12:43.000 --> 00:12:45.000]  列在中國
[00:12:45.000 --> 00:12:47.000]  你不用指能進去
[00:12:47.000 --> 00:12:49.000]  就算你日後能進去
[00:12:49.000 --> 00:12:51.000]  人家都知道你想做什麼
[00:12:51.000 --> 00:12:53.000]  我心裡很難過
[00:12:53.000 --> 00:12:54.000]  我說好啊
[00:12:54.000 --> 00:12:55.000]  這樣我進不去的時候
[00:12:55.000 --> 00:12:56.000]  我就轉吧
[00:12:56.000 --> 00:12:58.000]  於是那時候我就放下步
[00:12:58.000 --> 00:13:02.000]  去美國讀博士的物理學學位
[00:13:02.000 --> 00:13:04.000]  就轉去讀神學
[00:13:04.000 --> 00:13:07.000]  想著神讓我去前線
[00:13:07.000 --> 00:13:09.000]  我就在後面教神學
[00:13:09.000 --> 00:13:11.000]  推動人們進去傳福音
[00:13:11.000 --> 00:13:12.000]  這個就是我自己
[00:13:12.000 --> 00:13:14.000]  我用盡各樣的方法
[00:13:14.000 --> 00:13:16.000]  因為神呼召了我
[00:13:16.000 --> 00:13:17.000]  我從來沒想過
[00:13:17.000 --> 00:13:18.000]  但是神呼召了我
[00:13:18.000 --> 00:13:19.000]  我就要去做
[00:13:19.000 --> 00:13:23.000]  這個是我自己很清楚的呼召
[00:13:23.000 --> 00:13:24.000]  我就走上去了
[00:13:24.000 --> 00:13:26.000]  我就不會再懷疑了
[00:13:26.000 --> 00:13:27.000]  但是怎麼走
[00:13:27.000 --> 00:13:28.000]  我不知道怎麼再走下去
[00:13:28.000 --> 00:13:31.000]  但是跟著這20年的時間裡
[00:13:31.000 --> 00:13:33.000]  一路打擊一路打擊一路打擊
[00:13:33.000 --> 00:13:35.000]  打到我意志消沉了
[00:13:35.000 --> 00:13:37.000]  不想去中國
[00:13:37.000 --> 00:13:38.000]  其實相反來說
[00:13:38.000 --> 00:13:39.000]  中國一路慢慢開
[00:13:39.000 --> 00:13:40.000]  大家知道80年代
[00:13:40.000 --> 00:13:43.000]  對福音和70年差很遠
[00:13:43.000 --> 00:13:44.000]  機會多了很多
[00:13:44.000 --> 00:13:47.000]  如果你稍微知道香港的歷史
[00:13:47.000 --> 00:13:49.000]  那時候個個其實都是找我去
[00:13:49.000 --> 00:13:52.000]  講中國福音的挑戰
[00:13:52.000 --> 00:13:53.000]  我一次都沒有參加
[00:13:53.000 --> 00:13:54.000]  為什麼呢
[00:13:54.000 --> 00:13:56.000]  因為發覺原來
[00:13:56.000 --> 00:13:58.000]  當時中國開始的時候
[00:13:58.000 --> 00:14:01.000]  就開始叫做向外開放了
[00:14:01.000 --> 00:14:05.000]  重新建立他們自己的官方教會
[00:14:05.000 --> 00:14:08.000]  到處去海外做宣傳
[00:14:08.000 --> 00:14:10.000]  中國有機會可以聽到福音
[00:14:10.000 --> 00:14:11.000]  我很高興
[00:14:11.000 --> 00:14:13.000]  那時候我在英國讀博士
[00:14:13.000 --> 00:14:15.000]  打算去教神學的
[00:14:15.000 --> 00:14:17.000]  他們有一個代表隊
[00:14:17.000 --> 00:14:20.000]  去到英國我的大學那裡
[00:14:20.000 --> 00:14:23.000]  來做代表中國教會
[00:14:23.000 --> 00:14:26.000]  一個最高的姿態
[00:14:26.000 --> 00:14:29.000]  歡迎海外留學生
[00:14:29.000 --> 00:14:32.000]  基督徒能夠回中國
[00:14:32.000 --> 00:14:33.000]  我很高興
[00:14:33.000 --> 00:14:34.000]  我知道他們會來
[00:14:34.000 --> 00:14:37.000]  但我沒有特別留意他們有什麼活動
[00:14:37.000 --> 00:14:39.000]  直到那一晚
[00:14:39.000 --> 00:14:43.000]  突然有一個西人的同學打電話給我
[00:14:43.000 --> 00:14:44.000]  Milton
[00:14:44.000 --> 00:14:47.000]  明晚有一個聚會
[00:14:47.000 --> 00:14:50.000]  就是中國教會的代表來舉辦的
[00:14:50.000 --> 00:14:54.000]  個別每個人都邀請基督徒去參加
[00:14:54.000 --> 00:14:55.000]  連我也有
[00:14:55.000 --> 00:14:57.000]  因為他的名字很有趣
[00:14:57.000 --> 00:15:02.000]  有一點可能他早期是有中國籍的
[00:15:02.000 --> 00:15:03.000]  所以有一點中國
[00:15:03.000 --> 00:15:04.000]  像中國名字
[00:15:04.000 --> 00:15:06.000]  都被人邀請
[00:15:06.000 --> 00:15:09.000]  他就說明晚一起去吧
[00:15:09.000 --> 00:15:13.000]  我沒有收到任何的邀請卡
[00:15:13.000 --> 00:15:14.000]  和邀請信
[00:15:14.000 --> 00:15:16.000]  又有個個都有了
[00:15:16.000 --> 00:15:18.000]  無端端的都有
[00:15:18.000 --> 00:15:21.000]  收到電話之後
[00:15:21.000 --> 00:15:24.000]  我心裡面很痛
[00:15:24.000 --> 00:15:27.000]  我不是別人不理我
[00:15:27.000 --> 00:15:28.000]  我難過
[00:15:28.000 --> 00:15:30.000]  突然間我發覺
[00:15:30.000 --> 00:15:32.000]  殺大魔鬼在我心裡面
[00:15:32.000 --> 00:15:34.000]  給我一個很大的控訴
[00:15:34.000 --> 00:15:36.000]  因為要看你搞什麼
[00:15:36.000 --> 00:15:38.000]  十幾年了
[00:15:38.000 --> 00:15:40.000]  預備自己進中國
[00:15:40.000 --> 00:15:41.000]  搞這些搞老
[00:15:41.000 --> 00:15:43.000]  努力到今天
[00:15:43.000 --> 00:15:44.000]  人家來到門口
[00:15:44.000 --> 00:15:46.000]  都不要你
[00:15:46.000 --> 00:15:48.000]  你是不是只有個吉
[00:15:48.000 --> 00:15:50.000]  搞這麼多東西
[00:15:50.000 --> 00:15:52.000]  那一晚我一直都睡不著
[00:15:52.000 --> 00:15:54.000]  我整晚就在這個
[00:15:54.000 --> 00:15:58.000]  好像突然間醒了
[00:15:58.000 --> 00:15:59.000]  我做什麼
[00:15:59.000 --> 00:16:01.000]  我為中國做了這麼多事
[00:16:01.000 --> 00:16:02.000]  人家來到門口
[00:16:02.000 --> 00:16:04.000]  人家開門給所有人
[00:16:04.000 --> 00:16:05.000]  說對不起
[00:16:05.000 --> 00:16:06.000]  你沒份
[00:16:06.000 --> 00:16:08.000]  因為他知道我當然很活躍
[00:16:08.000 --> 00:16:10.000]  他特意不點
[00:16:10.000 --> 00:16:12.000]  就是特意請了所有人
[00:16:12.000 --> 00:16:14.000]  不請溫偉耀
[00:16:14.000 --> 00:16:16.000]  在那晚之後
