
[00:00:00.000 --> 00:00:07.100]  不知道今年的聖誕你有沒有一種新的感覺呢
[00:02:26.900 --> 00:02:28.300]  當然現在就不是了
[00:02:28.300 --> 00:02:31.300]  現在你的兒子可能連你羅國也抓了
[00:02:31.300 --> 00:02:33.900]  所以現在沒什麼所謂
[00:02:33.900 --> 00:02:36.900]  但當時來說是有些遺憾
[00:02:36.900 --> 00:02:41.900]  不過他是義人
[00:02:41.900 --> 00:02:44.900]  大家知道那個故事
[00:02:44.900 --> 00:02:47.900]  有個神的使者
[00:02:47.900 --> 00:02:49.900]  後來說他的名字叫加伯列
[00:02:49.900 --> 00:02:53.900]  加伯列向他顯現
[00:02:53.900 --> 00:02:54.900]  在哪裡顯現呢?
[00:02:54.900 --> 00:02:56.900]  在聖殿裡顯現
[00:02:56.900 --> 00:02:57.900]  為什麼聖殿顯現呢?
[00:02:57.900 --> 00:02:59.900]  因為這位祭司
[00:02:59.900 --> 00:03:03.900]  不是每個祭司都有機會進去聖殿獻祭
[00:03:03.900 --> 00:03:05.900]  燒香 抽籤
[00:03:05.900 --> 00:03:08.900]  有些做祭司一輩子都進不去
[00:03:08.900 --> 00:03:11.900]  而且進去聖殿的時候是非常嚴肅的
[00:03:11.900 --> 00:03:13.900]  有些歷史學家告訴他
[00:03:13.900 --> 00:03:15.900]  那個祭司進去的時候
[00:03:15.900 --> 00:03:20.900]  他的腳要綁著一條可以拉出來的繩子
[00:03:20.900 --> 00:03:23.900]  或者甚至一條帶子
[00:03:23.900 --> 00:03:25.900]  誰知道他在聖殿裡
[00:03:25.900 --> 00:03:27.900]  守不守規矩
[00:03:27.900 --> 00:03:28.900]  神會不會責備他
[00:03:28.900 --> 00:03:30.900]  神會不會裂路
[00:03:30.900 --> 00:03:32.900]  還有一個鈴鈴
[00:03:32.900 --> 00:03:34.900]  到時候鈴鈴
[00:03:34.900 --> 00:03:35.900]  死鬼阻在裡面
[00:03:35.900 --> 00:03:36.900]  要拉他出來
[00:03:36.900 --> 00:03:38.900]  是很嚴肅的一件事
[00:03:38.900 --> 00:03:40.900]  很嚴肅的一件事
[00:03:40.900 --> 00:03:43.900]  在這麼嚴肅的環境裡
[00:03:43.900 --> 00:03:47.900]  這位義人突然間有一個使者
[00:03:47.900 --> 00:03:49.900]  神的使者來向他顯現
[00:03:49.900 --> 00:03:51.900]  向他顯現的時候告訴他
[00:03:51.900 --> 00:03:53.900]  你的祈禱得蒙誰聽
[00:03:53.900 --> 00:03:54.900]  什麼誰聽
[00:03:54.900 --> 00:03:56.900]  你快要有三個兒子了
[00:03:56.900 --> 00:03:57.900]  叫約翰
[00:03:57.900 --> 00:03:59.900]  然後他就怎樣怎樣
[00:03:59.900 --> 00:04:01.900]  他第一個反應是什麼呢?
[00:04:01.900 --> 00:04:03.900]  第一個反應是
[00:04:03.900 --> 00:04:04.900]  我已經老了
[00:04:04.900 --> 00:04:07.900]  我的妻子已經一年多老了
[00:04:07.900 --> 00:04:08.900]  有什麼不同呢
[00:04:08.900 --> 00:04:09.900]  這個反應
[00:04:09.900 --> 00:04:11.900]  這是事實的陳述
[00:04:11.900 --> 00:04:12.900]  是老了
[00:04:12.900 --> 00:04:13.900]  不單是我老
[00:04:13.900 --> 00:04:14.900]  我老婆也老了
[00:04:14.900 --> 00:04:16.900]  你現在說這些給她知道
[00:04:16.900 --> 00:04:18.900]  你早二十年或早三十年說給她知道
[00:04:18.900 --> 00:04:19.900]  這樣就沒問題
[00:04:19.900 --> 00:04:20.900]  現在你告訴她
[00:04:20.900 --> 00:04:21.900]  什麼意思
[00:04:21.900 --> 00:04:23.900]  加百年呢
[00:04:23.900 --> 00:04:24.900]  就怎樣說呢
[00:04:24.900 --> 00:04:26.900]  他說我將好信息報給你
[00:04:26.900 --> 00:04:27.900]  都了事後者說必然以命
[00:04:27.900 --> 00:04:29.900]  只因你不信
[00:04:29.900 --> 00:04:31.900]  你必啞巴不能說話
[00:04:31.900 --> 00:04:33.900]  這是成就了
[00:04:33.900 --> 00:04:35.900]  這樣也行
[00:04:35.900 --> 00:04:38.900]  當然神察看內心的
[00:04:38.900 --> 00:04:40.900]  當然知道他有些不信
[00:04:40.900 --> 00:04:42.900]  甚至不恥
[00:04:42.900 --> 00:04:45.900]  甚至暗笑也說不定
[00:04:45.900 --> 00:04:47.900]  不過嚴不嚴厲一點
[00:04:47.900 --> 00:04:49.900]  聖經裡面有沒有這樣的記載呢
[00:04:49.900 --> 00:04:52.900]  這個所謂Baron woman motif
[00:04:52.900 --> 00:04:54.900]  其實在舊約裡面
[00:04:54.900 --> 00:04:57.900]  這個撒姆爾的媽媽也是這樣的
[00:04:57.900 --> 00:05:00.900]  這個阿伯拉罕的老婆
[00:05:00.900 --> 00:05:02.900]  也是這樣的
[00:05:02.900 --> 00:05:04.900]  有些人說不信
[00:05:04.900 --> 00:05:06.900]  阿伯拉罕也不信
[00:05:06.900 --> 00:05:07.900]  這麼嚴厲
[00:05:07.900 --> 00:05:09.900]  用不著這麼嚴厲吧
[00:05:09.900 --> 00:05:13.900]  接著向瑪利亞報信的時候
[00:05:13.900 --> 00:05:17.900]  同樣是對瑪利亞沒有這麼嚴厲
[00:05:17.900 --> 00:05:20.900]  當然瑪利亞心裡
[00:05:20.900 --> 00:05:26.900]  對神的信心一定比撒加利亞強
[00:05:26.900 --> 00:05:28.900]  所以有一點比較
[00:05:28.900 --> 00:05:31.900]  路加福音對女性的描寫
[00:05:31.900 --> 00:05:33.900]  特別有些細緻細膩
[00:05:33.900 --> 00:05:34.900]  甚至有些
[00:05:34.900 --> 00:05:35.900]  不要說偏頗
[00:05:35.900 --> 00:05:38.900]  特別從路加的神學裡面
[00:05:38.900 --> 00:05:42.900]  對女性的描寫有些不同
[00:05:42.900 --> 00:05:43.900]  無論如何也好
[00:05:43.900 --> 00:05:45.900]  用不著這麼嚴厲吧
[00:05:45.900 --> 00:05:48.900]  我相信一個很重要的原則就是
[00:05:48.900 --> 00:05:51.900]  其實如果你看他第一章第五節
[00:05:51.900 --> 00:05:53.900]  和這裡的比較
[00:05:53.900 --> 00:05:55.900]  他是二人無可指責
[00:05:55.900 --> 00:05:57.900]  但這裡因為他不信
[00:05:57.900 --> 00:05:59.900]  甚至少許
[00:05:59.900 --> 00:06:00.900]  不信就不信
[00:06:00.900 --> 00:06:01.900]  沒有什麼小信
[00:06:01.900 --> 00:06:03.900]  或者小小或大大的
[00:06:03.900 --> 00:06:04.900]  因為他不信
[00:06:04.900 --> 00:06:09.900]  所以他不能說話
[00:06:09.900 --> 00:06:11.900]  最低限度是十個月
[00:06:11.900 --> 00:06:13.900]  懷胎十個月
[00:06:13.900 --> 00:06:16.900]  當然對某些夫婦來說
[00:06:16.900 --> 00:06:17.900]  我不是說我自己
[00:06:17.900 --> 00:06:18.900]  對某些夫婦來說
[00:06:18.900 --> 00:06:19.900]  老公不說話十個月
[00:06:19.900 --> 00:06:20.900]  其實也未必不好
[00:06:20.900 --> 00:06:23.900]  不過最重要的一樣東西
[00:06:23.900 --> 00:06:24.900]  大家看到
[00:06:24.900 --> 00:06:26.900]  是一個比較
[00:06:26.900 --> 00:06:27.900]  什麼比較呢
[00:06:27.900 --> 00:06:29.900]  就是一個新的宗教
[00:06:29.900 --> 00:06:32.900]  一個新的宗教的比較
[00:06:32.900 --> 00:06:34.900]  上面提到行為
[00:06:34.900 --> 00:06:35.900]  二人
[00:06:35.900 --> 00:06:37.900]  二是為什麼二
[00:06:37.900 --> 00:06:39.900]  因為他是遵照神的命令
[00:06:39.900 --> 00:06:42.900]  但這裡因為他少許的不信
[00:06:42.900 --> 00:06:44.900]  甚至他的不信
[00:06:44.900 --> 00:06:45.900]  他就被懲罰
[00:06:45.900 --> 00:06:47.900]  你說嚴不嚴厲呢
[00:06:47.900 --> 00:06:49.900]  其實是想凸顯一樣東西
[00:06:49.900 --> 00:06:52.900]  凸顯一種新的宗教的來臨
[00:06:52.900 --> 00:06:53.900]  那個宗教的來臨
[00:06:53.900 --> 00:06:56.900]  耶穌基督在第一個聖誕節降臨的時候
[00:06:56.900 --> 00:06:57.900]  告訴他
[00:06:57.900 --> 00:07:00.900]  恩順清義的道理
[00:07:00.900 --> 00:07:03.900]  對我們來說有什麼提議呢
[00:07:03.900 --> 00:07:05.900]  有什麼提醒呢
[00:07:05.900 --> 00:07:09.900]  在當時撒加利亞
[00:07:09.900 --> 00:07:11.900]  人生的高峰
[00:07:11.900 --> 00:07:13.900]  做祭司做到一個地步
[00:07:13.900 --> 00:07:14.900]  可以進去燒香
[00:07:14.900 --> 00:07:15.900]  人生的高峰
[00:07:15.900 --> 00:07:17.900]  好像如果打球
[00:07:17.900 --> 00:07:19.900]  最值得玩的
[00:07:19.900 --> 00:07:20.900]  MVP
[00:07:20.900 --> 00:07:22.900]  最值得拜的
[00:07:22.900 --> 00:07:24.900]  最值得人的
[00:07:24.900 --> 00:07:26.900]  MVP
[00:07:26.900 --> 00:07:28.900]  今天在新的一年裡
[00:07:28.900 --> 00:07:30.900]  我們對這個新的宗教
[00:07:30.900 --> 00:07:33.900]  我們對這個歷久常新的宗教
[00:07:33.900 --> 00:07:35.900]  對耶穌基督來到這個世界上
[00:07:35.900 --> 00:07:37.900]  為我們成就救恩
[00:07:37.900 --> 00:07:38.900]  我們只要恩順
[00:07:38.900 --> 00:07:40.900]  可以清義的宗教
[00:07:40.900 --> 00:07:42.900]  我們有什麼回應呢
[00:07:42.900 --> 00:07:44.900]  我們有沒有這個head
[00:07:44.900 --> 00:07:48.900]  我們有沒有這個對神的話語的追求
[00:07:48.900 --> 00:07:49.900]  即日式廣告
[00:07:49.900 --> 00:07:51.900]  大家一會準備一會
[00:07:51.900 --> 00:07:52.900]  最好填一填耳角
[00:07:52.900 --> 00:07:55.900]  感恩我們要好好追求
[00:07:55.900 --> 00:07:56.900]  在新的一年裡
[00:07:56.900 --> 00:07:59.900]  來看多些神的話語
[00:07:59.900 --> 00:08:00.900]  我們的vision
[00:08:00.900 --> 00:08:01.900]  我們的hand
[00:08:01.900 --> 00:08:02.900]  我們的手裡
[00:08:02.900 --> 00:08:04.900]  有沒有好好做神的旨意
[00:08:04.900 --> 00:08:06.900]  以致我們的心
[00:08:06.900 --> 00:08:09.900]  能不能夠有一個屬靈的熱忱呢
[00:08:09.900 --> 00:08:10.900]  好了 第二位
[00:08:10.900 --> 00:08:12.900]  第二位當然要說他的太太
[00:08:12.900 --> 00:08:14.900]  月利沙伯
[00:08:14.900 --> 00:08:16.900]  對月利沙伯來說
[00:08:16.900 --> 00:08:18.900]  一個新的聖誕
[00:08:18.900 --> 00:08:20.900]  或者第一個的聖誕
[00:08:20.900 --> 00:08:22.900]  給他一個新的尊嚴
[00:08:22.900 --> 00:08:23.900]  剛才說過了
[00:08:23.900 --> 00:08:25.900]  他們兩位年紀老
[00:08:25.900 --> 00:08:26.900]  年紀老沒問題
[00:08:26.900 --> 00:08:28.900]  人當然會老
[00:08:28.900 --> 00:08:29.900]  但是有一個遺憾
[00:08:29.900 --> 00:08:30.900]  遺憾是什麼呢
[00:08:30.900 --> 00:08:31.900]  就是沒有兒子
[00:08:31.900 --> 00:08:32.900]  沒有十元兒子
[00:08:32.900 --> 00:08:33.900]  沒有十元兒子
[00:08:33.900 --> 00:08:39.900]  但是因為他需要
[00:08:39.900 --> 00:08:41.900]  需要什麼呢
[00:08:41.900 --> 00:08:46.900]  因為耶穌基督出生
[00:08:46.900 --> 00:08:47.900]  需要有一個先鋒
[00:08:47.900 --> 00:08:49.900]  所以他的兒子
[00:08:49.900 --> 00:08:52.900]  可以成為耶穌基督的先鋒
[00:08:52.900 --> 00:08:55.900]  原本人生對他來說
[00:08:55.900 --> 00:08:57.900]  已經沒有什麼盼望
[00:08:57.900 --> 00:08:58.900]  人生對他來說
[00:08:58.900 --> 00:09:01.900]  已經是他
[00:09:01.900 --> 00:09:03.900]  經常參加別人的
[00:09:03.900 --> 00:09:05.900]  不知道那時候有沒有
[00:09:05.900 --> 00:09:06.900]  baby shower
[00:09:06.900 --> 00:09:08.900]  或者是參加別人
[00:09:08.900 --> 00:09:13.900]  哎呀我的女兒生了一個兒子
[00:09:13.900 --> 00:09:17.900]  我的兒子又生了另外一個
[00:09:17.900 --> 00:09:19.900]  你來什麼
[00:09:19.900 --> 00:09:23.900]  特別當時他參加聚會的時候
[00:09:23.900 --> 00:09:25.900]  你心裏怎麼想呢
[00:09:25.900 --> 00:09:28.900]  可能心裏有一種酸溜溜的感覺
[00:09:28.900 --> 00:09:32.900]  就算別人不是特別來笑他
[00:09:32.900 --> 00:09:36.900]  他自己也覺得自己有些遺憾
[00:09:36.900 --> 00:09:38.900]  當然現在就不是
[00:09:38.900 --> 00:09:40.900]  但他當時有些遺憾
[00:09:40.900 --> 00:09:42.900]  在這個遺憾裏
[00:09:42.900 --> 00:09:44.900]  他可能覺得自己沒用
[00:09:44.900 --> 00:09:48.900]  可能覺得自己不能為了夫家
[00:09:48.900 --> 00:09:49.900]  或者為了奶奶
[00:09:49.900 --> 00:09:50.900]  或者為了老公
[00:09:50.900 --> 00:09:52.900]  可以來到立後
[00:09:52.900 --> 00:09:55.900]  或者可以來到生後子
[00:09:55.900 --> 00:09:57.900]  但是對他來說
[00:09:57.900 --> 00:09:59.900]  新的聖誕
[00:09:59.900 --> 00:10:00.900]  耶穌基督的降生
[00:10:00.900 --> 00:10:03.900]  或者這個聖誕節
[00:10:03.900 --> 00:10:07.900]  是給他一個很重要的轉變
[00:10:07.900 --> 00:10:09.900]  給他一種新的轉移
[00:10:09.900 --> 00:10:10.900]  尊嚴
[00:10:10.900 --> 00:10:14.900]  他很清楚知道神沒有因為我有沒有用
[00:10:14.900 --> 00:10:16.900]  我能不能夠productive
[00:10:16.900 --> 00:10:18.900]  或者怎樣才愛我
[00:10:18.900 --> 00:10:21.900]  我們有用是因為神愛我們
[00:10:21.900 --> 00:10:22.900]  神愛我們
[00:10:22.900 --> 00:10:24.900]  給我們一個新的尊嚴
[00:10:24.900 --> 00:10:25.900]  求神幫助我們
[00:10:25.900 --> 00:10:27.900]  叫我們在這個聖誕節
[00:10:27.900 --> 00:10:28.900]  我們看到
[00:10:28.900 --> 00:10:32.900]  今天無論我們自己怎麼看自己
[00:10:32.900 --> 00:10:34.900]  人怎麼看我們
[00:10:34.900 --> 00:10:37.900]  社會怎麼標籤我們
[00:10:37.900 --> 00:10:41.900]  或者別人怎樣來對我們小看我們
[00:10:41.900 --> 00:10:46.900]  我們都知道神給我們一個新的尊嚴
[00:10:46.900 --> 00:10:48.900]  好了 說到瑪利亞
[00:10:48.900 --> 00:10:49.900]  對瑪利亞來說
[00:10:49.900 --> 00:10:51.900]  她是怎樣呢
[00:10:51.900 --> 00:10:53.900]  當然我以前在天主教讀書
[00:10:53.900 --> 00:10:58.900]  自小對瑪利亞都有一個看法
[00:10:58.900 --> 00:11:00.900]  當然天主教的人很尊重瑪利亞
[00:11:00.900 --> 00:11:02.900]  尊重到一個地步
[00:11:02.900 --> 00:11:04.900]  認為她是無原罪
[00:11:04.900 --> 00:11:05.900]  尊重到一個地步
[00:11:05.900 --> 00:11:08.900]  認為她是童貞女
[00:11:08.900 --> 00:11:11.900]  童貞女不單是生了耶穌
[00:11:11.900 --> 00:11:12.900]  也是童貞女
[00:11:12.900 --> 00:11:14.900]  之後嫁了童貞女
[00:11:14.900 --> 00:11:15.900]  去到一個這樣的地步
[00:11:15.900 --> 00:11:16.900]  當然聖經裏面很清楚說
[00:11:16.900 --> 00:11:19.900]  耶穌是有這個兄弟的
[00:11:19.900 --> 00:11:22.900]  所以我們覺得這個不是很對
[00:11:22.900 --> 00:11:24.900]  甚至去到一個地步
[00:11:24.900 --> 00:11:26.900]  immaculate conception之後
[00:11:26.900 --> 00:11:27.900]  更加有一個assumption
[00:11:27.900 --> 00:11:29.900]  她是升天的
[00:11:29.900 --> 00:11:30.900]  好像耶穌一樣
[00:11:30.900 --> 00:11:31.900]  所以無可否認
[00:11:31.900 --> 00:11:33.900]  天主教對瑪利亞的尊重
[00:11:33.900 --> 00:11:34.900]  似乎已經過了界
[00:11:34.900 --> 00:11:36.900]  當然我們都很尊重瑪利亞
[00:11:36.900 --> 00:11:38.900]  但當時的瑪利亞
[00:11:38.900 --> 00:11:44.900]  第一個聖誕節對她有什麼特別的不同呢
[00:11:44.900 --> 00:11:49.900]  她的人生最重要的依靠就是她的老公
[00:11:49.900 --> 00:11:50.900]  聖經裏面記載
[00:11:50.900 --> 00:11:55.900]  她是英文用的字叫Betrothed
[00:11:55.900 --> 00:12:01.900]  許配不單是用英文engage的字
[00:12:01.900 --> 00:12:05.900]  不單是她和她的弱勢訂了婚
[00:12:05.900 --> 00:12:07.900]  更加已經許配了她
[00:12:07.900 --> 00:12:11.900]  許配的字如果用中國人的風格來看
[00:12:11.900 --> 00:12:13.900]  已經過了大禮
[00:12:13.900 --> 00:12:14.900]  不單是訂了婚
[00:12:14.900 --> 00:12:17.900]  訂了婚都可以解除
[00:12:17.900 --> 00:12:18.900]  訂婚而已
[00:12:18.900 --> 00:12:21.900]  過大禮就已經是心一步
[00:12:21.900 --> 00:12:23.900]  當然現在結了婚都可以隨時
[00:12:23.900 --> 00:12:25.900]  不要這樣說
[00:12:25.900 --> 00:12:27.900]  結了婚都可以離婚
[00:12:27.900 --> 00:12:29.900]  但基本上訂了婚
[00:12:29.900 --> 00:12:32.900]  即是已經許配了
[00:12:32.900 --> 00:12:36.900]  就已經差不多是未入門的媳婦
[00:12:36.900 --> 00:12:37.900]  未入門的太太
[00:12:37.900 --> 00:12:39.900]  而她對
[00:12:39.900 --> 00:12:42.900]  弱勢對她來說
[00:12:42.900 --> 00:12:45.900]  是一個不敢說是唯一
[00:12:45.900 --> 00:12:48.900]  但一個很重要的依靠
[00:12:48.900 --> 00:12:52.900]  但是加伯列一見到她
[00:12:52.900 --> 00:12:54.900]  不要懼怕
[00:12:54.900 --> 00:12:56.900]  蒙大恩的女子
[00:12:56.900 --> 00:12:58.900]  兩次提到她是蒙恩
[00:12:58.900 --> 00:13:02.900]  然後有好幾次的經文給我們看到
[00:13:02.900 --> 00:13:06.900]  在這段經文裏面記載好幾樣東西
[00:13:06.900 --> 00:13:07.900]  第一樣東西
[00:13:07.900 --> 00:13:10.900]  他說至高者的能力要任被理
[00:13:10.900 --> 00:13:16.900]  因此要所生的聖者必稱為神的兒子
[00:13:16.900 --> 00:13:19.900]  然後提到
[00:13:19.900 --> 00:13:22.900]  我馬利亞說我是主的侍女
[00:13:22.900 --> 00:13:26.900]  請願照你的話來成就在我的身上
[00:13:26.900 --> 00:13:28.900]  然後天使又跟他說
[00:13:28.900 --> 00:13:30.900]  聖靈要臨到你身上
[00:13:30.900 --> 00:13:34.900]  至高者的能力要任被理
[00:13:34.900 --> 00:13:39.900]  大家都知道香港最近很多所謂
[00:13:39.900 --> 00:13:43.900]  當然不同的人對他有不同的稱呼
[00:13:43.900 --> 00:13:46.900]  有些叫他暴亂者
[00:13:46.900 --> 00:13:48.900]  有些叫他示威者
[00:13:48.900 --> 00:13:54.900]  有些叫他爭取自由者
[00:13:54.900 --> 00:13:55.900]  無論怎樣叫他也好
[00:13:55.900 --> 00:13:57.900]  他們有五大訴求
[00:13:57.900 --> 00:13:58.900]  所以很多時候
[00:13:58.900 --> 00:14:00.900]  你都會看到他們舉起手指
[00:14:00.900 --> 00:14:02.900]  說有五大訴求
[00:14:02.900 --> 00:14:04.900]  在這段經文裏面
[00:14:04.900 --> 00:14:10.900]  我看到聖誕對馬利亞有五大恩情
[00:14:10.900 --> 00:14:14.900]  兩次提到你是蒙大恩
[00:14:14.900 --> 00:14:20.900]  然後提到神的話語沒有一句不大能力
[00:14:20.900 --> 00:14:25.900]  然後提到耶和華的靈是高納頹
[00:14:25.900 --> 00:14:31.900]  然後三次提到馬利亞是驚奇
[00:14:31.900 --> 00:14:33.900]  然後是思想
[00:14:33.900 --> 00:14:38.900]  然後不斷地反覆思想
[00:14:38.900 --> 00:14:43.900]  在這裏西面見到他的時候
[00:14:43.900 --> 00:14:47.900]  在牧羊人來拜訪耶穌的時候
[00:14:47.900 --> 00:14:49.900]  反覆地思想
[00:14:49.900 --> 00:14:51.900]  用他思考的恩賜
[00:14:51.900 --> 00:14:56.900]  然後當然結出美好的果子
[00:14:56.900 --> 00:14:57.900]  求神幫助我們
[00:14:57.900 --> 00:15:04.900]  叫我們站在政治的江普那邊也好
[00:15:04.900 --> 00:15:07.900]  或者政治江普的一端也好
[00:15:07.900 --> 00:15:09.900]  或者中間游離也好
[00:15:09.900 --> 00:15:12.900]  我們這五大恩情
[00:15:12.900 --> 00:15:15.900]  在新的聖誕節裏面
[00:15:15.900 --> 00:15:17.900]  在今年的新年裏面
[00:15:17.900 --> 00:15:20.900]  在我們追求的方面
[00:15:20.900 --> 00:15:23.900]  我們缺一不可
[00:15:23.900 --> 00:15:26.900]  好了 到這個約瑟
[00:15:26.900 --> 00:15:28.900]  對約瑟來說
[00:15:28.900 --> 00:15:30.900]  聖經裏面特別在馬達福音裏面
[00:15:30.900 --> 00:15:32.900]  有一句話很特別
[00:15:32.900 --> 00:15:33.900]  怎麽說呢
[00:15:33.900 --> 00:15:34.900]  他又是一個義人
[00:15:34.900 --> 00:15:36.900]  怎麽義法呢
[00:15:36.900 --> 00:15:38.900]  撒加利亞做義人就是遵守
[00:15:38.900 --> 00:15:42.900]  耶和華的規條 耶和華的典章
[00:15:42.900 --> 00:15:44.900]  他又是義人
[00:15:44.900 --> 00:15:45.900]  他義人又怎樣呢
[00:15:45.900 --> 00:15:46.900]  聖經說
[00:15:46.900 --> 00:15:48.900]  他丈夫約瑟是義人
[00:15:48.900 --> 00:15:50.900]  不願意明明羞辱他
[00:15:50.900 --> 00:15:53.900]  想暗暗的把他幽了
[00:15:53.900 --> 00:15:55.900]  你許配給我了
[00:15:55.900 --> 00:15:57.900]  現在你講個故事給我聽
[00:15:57.900 --> 00:15:59.900]  加伯尼跟你說
[00:15:59.900 --> 00:16:01.900]  聖靈叫你懷孕
[00:16:01.900 --> 00:16:03.900]  你當我傻瓜
[00:16:03.900 --> 00:16:05.900]  有這樣的東西嗎
[00:16:05.900 --> 00:16:06.900]  聖經裏面
[00:16:06.900 --> 00:16:09.900]  在舊約裏面沒有這樣的故事
[00:16:09.900 --> 00:16:11.900]  沒有這樣的故事
[00:16:11.900 --> 00:16:12.900]  聖靈懷孕
[00:16:12.900 --> 00:16:13.900]  你真是一個新的突破
[00:16:13.900 --> 00:16:15.900]  不過不知道會不會你跟誰誰
[00:16:15.900 --> 00:16:16.900]  什麼什麼
[00:16:16.900 --> 00:16:18.900]  然後就什麼什麼
[00:16:18.900 --> 00:16:19.900]  現在就當我傻瓜
[00:16:19.900 --> 00:16:20.900]  什麼什麼
[00:16:20.900 --> 00:16:22.900]  當然是這樣的
[00:16:22.900 --> 00:16:24.900]  一般人都會有這樣的反應
[00:16:24.900 --> 00:16:26.900]  但他是義人
[00:16:26.900 --> 00:16:28.900]  不想明明的羞辱他
[00:16:28.900 --> 00:16:32.900]  所以就暗暗的把他幽了
[00:16:32.900 --> 00:16:34.900]  這樣就算了 多好
[00:16:34.900 --> 00:16:35.900]  這樣就是義人
[00:16:35.900 --> 00:16:37.900]  這個一般來說
[00:16:37.900 --> 00:16:41.900]  已經是超越了一個
[00:16:41.900 --> 00:16:49.900]  快要做他妻子的一個丈夫
[00:16:49.900 --> 00:16:52.900]  應該有的行動
[00:16:52.900 --> 00:16:53.900]  就是義人
[00:16:53.900 --> 00:16:54.900]  暗暗的把你幽了
[00:16:54.900 --> 00:16:55.900]  還想怎樣
[00:16:55.900 --> 00:16:58.900]  但是使者向他顯現
[00:16:58.900 --> 00:17:01.900]  聖經馬太福音沒有說過使者是誰
[00:17:01.900 --> 00:17:03.900]  是不是加伯尼也不知道
[00:17:03.900 --> 00:17:04.900]  另外一個人不知道
[00:17:04.900 --> 00:17:06.900]  加伯尼不知道會不會亡世
[00:17:06.900 --> 00:17:07.900]  就沒有去
[00:17:07.900 --> 00:17:08.900]  我不知道
[00:17:08.900 --> 00:17:10.900]  聖經裡面沒有很清楚說
[00:17:10.900 --> 00:17:12.900]  我也不知道為什麼馬太不說
[00:17:12.900 --> 00:17:14.900]  又或者是不是馬太不知道呢
[00:17:14.900 --> 00:17:15.900]  又或者怎麼樣呢
[00:17:15.900 --> 00:17:16.900]  聖經沒有說使者是誰
[00:17:16.900 --> 00:17:18.900]  只是說是使者
[00:17:18.900 --> 00:17:19.900]  不過無論是誰都好
[00:17:19.900 --> 00:17:25.900]  使者給他一個提議
[00:17:25.900 --> 00:17:29.900]  這個提議就叫他有一個新的反應
[00:17:29.900 --> 00:17:30.900]  弟兄姊妹
[00:17:30.900 --> 00:17:31.900]  在新的一年裡
[00:17:31.900 --> 00:17:33.900]  我們有沒有新的反應呢
[00:17:33.900 --> 00:17:35.900]  在過往十幾年裡
