
[00:00:00.000 --> 00:00:04.320]  多謝 各位早安 聖誕快樂
[00:02:27.280 --> 00:02:30.000]  也沒有聖經裡面所講聖誕節的意義
[00:02:30.000 --> 00:02:35.160]  這個就是我們一般現在過聖誕節的心態
[00:02:35.160 --> 00:02:38.280]  其實都透過這個情況和我們講的
[00:02:38.280 --> 00:02:40.680]  如果你有聖經的話 希望你們打開聖經
[00:02:40.680 --> 00:02:43.480]  看看《以創世第九章》這裡
[00:02:43.480 --> 00:02:45.640]  《以創世第九章》第一、第二節說
[00:02:45.640 --> 00:02:50.960]  「但那受過痛苦的必不再見憂暗」
[00:02:50.960 --> 00:02:54.200]  其實《以創世第九章》第六節
[00:02:54.200 --> 00:02:57.360]  那個很美麗的一個嬰兒
[00:02:57.360 --> 00:03:00.800]  他開始的環境或者setting
[00:03:00.800 --> 00:03:06.680]  那個處境是一個痛苦、憂暗、被人藐視
[00:03:06.680 --> 00:03:08.880]  和在死暗之地
[00:03:08.880 --> 00:03:11.640]  是一個相當之黑暗的形容
[00:03:11.640 --> 00:03:13.520]  而最難理解的就是說
[00:03:13.520 --> 00:03:15.280]  第九章第一節說
[00:03:15.280 --> 00:03:21.480]  「他從前臣使西布倫地和拿弗他利地被藐視
[00:03:21.480 --> 00:03:24.480]  沒留在沿海的路 約旦河外
[00:03:24.480 --> 00:03:28.560]  外邦人的加利利地會得到榮耀」
[00:03:28.560 --> 00:03:32.280]  我們看聖經 對很多我們讀聖經的人
[00:03:32.280 --> 00:03:33.880]  特別是我們中國人讀聖經的人
[00:03:33.880 --> 00:03:37.440]  有一個非常壞的習慣 就是什麼呢?
[00:03:37.440 --> 00:03:39.440]  我講過幾次 就是什麼呢?
[00:03:39.440 --> 00:03:41.000]  就是凡是地方都不管的
[00:03:41.000 --> 00:03:45.240]  大家知不知道西布倫、拿弗他利、加利利、約旦河外是什麼呢?
[00:03:45.240 --> 00:03:46.760]  總之差不多 差不多就行了
[00:03:46.760 --> 00:03:50.360]  好 我們看看這本地圖
[00:03:50.360 --> 00:03:53.920]  這本地圖希望有一點幫助
[00:03:53.920 --> 00:03:56.520]  我沒有機會這樣展示給大家看
[00:03:56.520 --> 00:04:00.440]  請大家留意一下在地圖上方
[00:04:00.440 --> 00:04:02.440]  上面那三分一的地方
[00:04:02.440 --> 00:04:06.280]  其實就是一個西布倫、拿弗他利就在那裡
[00:04:06.280 --> 00:04:08.880]  箭咀上的那個滑鼠在上面
[00:04:08.880 --> 00:04:11.600]  在上面 就是那兩個地方
[00:04:11.600 --> 00:04:14.080]  西布倫、拿弗他利就是這兩個地方
[00:04:14.080 --> 00:04:18.280]  你留意到 跟著中間有約旦河
[00:04:18.280 --> 00:04:22.040]  然後那個小小的地方叫做加利利海
[00:04:22.040 --> 00:04:26.080]  約旦河外就是指這個地圖的右手邊
[00:04:26.080 --> 00:04:28.040]  約旦河外 就是右手邊 啊 好棒
[00:04:28.040 --> 00:04:35.000]  加利利海一直下 約旦河下到最後下面有個死海
[00:04:35.000 --> 00:04:37.960]  死海的左手邊就是猶大地方
[00:04:37.960 --> 00:04:42.360]  猶大地方就是耶路撒冷宗教、政治、行政之所在
[00:04:42.360 --> 00:04:44.160]  耶路撒冷是一個高山的地方
[00:04:44.160 --> 00:04:46.760]  你回去約西布倫、拿弗他利
[00:04:46.760 --> 00:04:52.360]  這兩個支派就在北面地方 是平原的地方
[00:04:52.360 --> 00:04:55.480]  以色列人大部分耕種的地方
[00:04:55.480 --> 00:04:59.000]  就是西布倫、拿弗他利和格尼加亞切的地方
[00:04:59.000 --> 00:05:03.400]  這個地方後來成為新約的加利利省
[00:05:03.400 --> 00:05:06.600]  大部分農作物的地方在那裡
[00:05:06.600 --> 00:05:08.800]  好了 大概理解背景之後
[00:05:08.800 --> 00:05:11.760]  你回到經文那裡 九章第一節
[00:05:11.760 --> 00:05:13.960]  它說特別指這個地方
[00:05:13.960 --> 00:05:17.080]  西布倫、拿弗他利的人 他們會被藐視的
[00:05:17.080 --> 00:05:19.760]  在黑暗當中的 在約旦河外的
[00:05:19.760 --> 00:05:23.960]  朱蘭明白下面那句 什麼叫做「愛邦人的加利利」呢?
[00:05:23.960 --> 00:05:27.000]  加利利剛才在那個地方 就是那個
[00:05:27.000 --> 00:05:29.200]  上回剛才那張地圖
[00:05:29.200 --> 00:05:31.960]  加利利就是在新約的時候
[00:05:31.960 --> 00:05:34.840]  或者是後來一直發展的時間
[00:05:34.840 --> 00:05:38.400]  亞切、西布倫、拿弗他利這幾個支派
[00:05:38.400 --> 00:05:43.200]  所組成的一個省 就叫做加利利省
[00:05:43.200 --> 00:05:45.800]  就是等於我們說油尖旺
[00:05:45.800 --> 00:05:49.480]  是加起來一個地區的說法
[00:05:49.480 --> 00:05:53.280]  這個省份 朱蘭明白我剛才說的那句
[00:05:53.280 --> 00:05:56.400]  是「愛邦人的加利利」
[00:05:56.400 --> 00:05:58.200]  怎麼會是愛邦人呢?
[00:05:58.200 --> 00:06:00.480]  明明是猶太人來的 怎麼會是愛邦人呢?
[00:06:00.480 --> 00:06:01.680]  愛邦人的意思就是說
[00:06:01.680 --> 00:06:04.680]  他們猶太人叫那些外國人叫愛邦人
[00:06:04.680 --> 00:06:10.040]  他說這裡是約旦河外 愛邦人的加利利地
[00:06:10.040 --> 00:06:16.640]  怎麼會是地方是以色列的地方
[00:06:16.640 --> 00:06:19.120]  支派 十二支派其中兩個支派
[00:06:19.120 --> 00:06:20.640]  都是猶太人的支派
[00:06:20.640 --> 00:06:24.960]  怎麼會叫做愛邦人的加利利呢?
[00:06:24.960 --> 00:06:27.000]  原因是原來 剛才我說過
[00:06:27.000 --> 00:06:28.800]  如果看到地圖的時候 你會留意到
[00:06:28.800 --> 00:06:30.760]  那裡是一個平原
[00:06:30.760 --> 00:06:34.040]  平原地方就有兩個在古代裡面
[00:06:34.040 --> 00:06:40.720]  很重要的工業在那裡是佔了很重要的位置的
[00:06:40.720 --> 00:06:43.840]  一個就是農業耕種 這是平地
[00:06:43.840 --> 00:06:45.360]  然後一個就是畜牧業
[00:06:45.360 --> 00:06:48.520]  他們可以養牛、養羊 都是那個地方
[00:06:48.520 --> 00:06:51.000]  除了這樣之外 你看到那個地方
[00:06:51.000 --> 00:06:53.200]  再北上就是敘利亞
[00:06:53.200 --> 00:06:54.880]  現在你經常聽到這些新聞的地方
[00:06:54.880 --> 00:06:59.240]  敘利亞 以前叫大馬式或者大馬士革的地方
[00:06:59.240 --> 00:07:02.200]  然後有推羅西頓 是愛邦人的地方
[00:07:02.200 --> 00:07:06.200]  換言之 當外國人 在北邊的人
[00:07:06.200 --> 00:07:09.360]  想跟他們做生意的時候
[00:07:09.360 --> 00:07:13.720]  這個加利利省份 西布林 納瓦塔尼
[00:07:13.720 --> 00:07:16.480]  是必經之路 有點像什麼呢?
[00:07:16.480 --> 00:07:20.560]  有點像我們如果從香港 如果要回祖國的話
[00:07:20.560 --> 00:07:24.560]  深圳差不多是必經之路了
[00:07:24.560 --> 00:07:26.000]  猶太人一種觀念
[00:07:26.000 --> 00:07:30.280]  他覺得猶太人他們自己是神的選民
[00:07:30.280 --> 00:07:33.040]  其他的外國人 他很看不起
[00:07:33.040 --> 00:07:35.080]  甚至用一些很難聽的說話形容 什麼呢?
[00:07:35.080 --> 00:07:36.680]  大家有沒有聽過? 在《新疆聖經》
[00:07:36.680 --> 00:07:38.800]  在馬科我講過 說他們是什麼呢?
[00:07:38.800 --> 00:07:40.440]  好像狗一樣的
[00:07:40.440 --> 00:07:44.560]  他覺得就好像以前我們日治時代說
[00:07:44.560 --> 00:07:46.760]  華人與狗不准進入這樣
[00:07:46.760 --> 00:07:50.840]  他覺得外國人是好像是看不起的
[00:07:50.840 --> 00:07:53.360]  是上帝所棄絕的
[00:07:53.360 --> 00:07:56.240]  是一些污衊的 道德標準低的人
[00:07:56.240 --> 00:07:59.640]  但是這兩個地方 西布林、納瓦塔尼
[00:07:59.640 --> 00:08:02.320]  經常與外國人來往做生意
[00:08:02.320 --> 00:08:06.360]  可能羊、牛 或者是農產品
[00:08:06.360 --> 00:08:08.480]  或者其它的買賣 都會經過那個地方
[00:08:08.480 --> 00:08:12.240]  甚至他們會暫住短住
[00:08:12.240 --> 00:08:13.720]  在西布林、納瓦塔尼的地方
[00:08:13.720 --> 00:08:16.240]  那些外國人在那裡短住的
[00:08:16.240 --> 00:08:21.840]  我用一個例子來講 或者這樣講會容易一點
[00:08:21.840 --> 00:08:25.720]  如果有一天 你認識我
[00:08:25.720 --> 00:08:27.440]  我請你來我家
[00:08:27.440 --> 00:08:31.840]  你問我你家在哪裡 我家住在尖沙咀
[00:08:31.840 --> 00:08:34.440]  尖沙咀都住了嗎? 住在哪裡?
[00:08:34.440 --> 00:08:36.160]  尖沙咀的彌敦道
[00:08:36.160 --> 00:08:40.600]  彌敦道在哪裡? 彌敦道重慶大廈
[00:08:40.600 --> 00:08:43.120]  你馬上有什麼反應呢?
[00:08:43.120 --> 00:08:45.120]  很雜的
[00:08:45.120 --> 00:08:48.120]  你就大概明白那個意思
[00:08:48.120 --> 00:08:51.280]  那個地方是香港的地方
[00:08:51.280 --> 00:08:54.440]  人都是香港人來往的地方
[00:08:54.440 --> 00:08:57.240]  不過在那個地方有很多外面來的人
[00:08:57.240 --> 00:08:58.240]  我們突然間有一個感覺
[00:08:58.240 --> 00:09:00.240]  有很多印巴籍的人在那裡
[00:09:00.240 --> 00:09:03.200]  怎麼會住在那裡呢? 有這樣的感覺
[00:09:03.200 --> 00:09:07.760]  在以色列的時候 西布林、納瓦塔尼
[00:09:07.760 --> 00:09:10.000]  由於他和外國人經常接觸
[00:09:10.000 --> 00:09:13.520]  所以被藐視 覺得為什麼他會做生意
[00:09:13.520 --> 00:09:16.840]  和那些人來往的 很看不起他
[00:09:16.840 --> 00:09:18.200]  而因而這樣的言故
[00:09:18.200 --> 00:09:22.800]  聖經說他們在幽暗、在黑暗當中
[00:09:22.800 --> 00:09:28.520]  甚至第二節說他們住在死淫之地
[00:09:28.520 --> 00:09:30.800]  在那裡長住 住在死淫之地
[00:09:30.800 --> 00:09:35.320]  所以原來九章第六節的英許
[00:09:35.320 --> 00:09:37.320]  是在這樣的環境之下
[00:09:37.320 --> 00:09:42.120]  就是以色列人被其他以色列人所看不起
[00:09:42.120 --> 00:09:45.920]  第二個 第三節一直到第五節
[00:09:45.920 --> 00:09:47.440]  形容另一個景象
[00:09:47.440 --> 00:09:50.000]  那個景象就是打勝仗之後
[00:09:50.000 --> 00:09:55.280]  他們人口開始增多 然後搶奪那些受敵的老物
[00:09:55.280 --> 00:09:58.840]  甚至將那些戰爭的時候所用的兵器
[00:09:58.840 --> 00:10:03.360]  用來當柴燒 是一片清平的一個這樣的景象
[00:10:03.360 --> 00:10:05.040]  不過請你記得 這個是英許
[00:10:05.040 --> 00:10:09.080]  換言之 在以色列的時代裡 它並不是這樣
[00:10:09.080 --> 00:10:13.000]  剛剛是面對很多外來的外敵入侵
[00:10:13.000 --> 00:10:15.600]  就是說 如果你回到公元前
[00:10:15.600 --> 00:10:19.320]  以創下先知的時代 大約是公元前的七百年
[00:10:19.320 --> 00:10:20.880]  在公元前七、八年的時候
[00:10:20.880 --> 00:10:23.480]  剛剛中東有一個強國興起
[00:10:23.480 --> 00:10:26.200]  那個國家叫做亞述
[00:10:26.200 --> 00:10:31.040]  亞述出名是非常殘暴的一個國家
[00:10:31.040 --> 00:10:34.080]  被攻佔的人民 他們將他們虐待
[00:10:34.080 --> 00:10:36.400]  甚至後來你看到聖經形容
[00:10:36.400 --> 00:10:38.600]  他們會將那些鐵鉤
[00:10:38.600 --> 00:10:42.320]  勾著那些被打敗仗的國家人
[00:10:42.320 --> 00:10:46.520]  勾他們一個一個拖著他們回到自己國家裡
[00:10:46.520 --> 00:10:49.600]  將他們的人口 特別是最好的那幫人口
[00:10:49.600 --> 00:10:53.920]  擄去自己國家 是非常殘暴的一個勢力
[00:10:53.920 --> 00:10:57.620]  慢慢興起 雖然當時未直接威脅到
[00:10:57.620 --> 00:11:00.520]  以塞亞那個時代的以色列人
[00:11:00.520 --> 00:11:04.680]  不過已經看到戰爭差不多無可避免
[00:11:04.680 --> 00:11:08.040]  會發生在他們和他們鄰居當中
[00:11:08.040 --> 00:11:10.640]  換言之 以塞亞斯九章第六節
[00:11:10.640 --> 00:11:14.120]  「因有一英繫生」在兩個環境之下產生的
[00:11:14.120 --> 00:11:16.400]  第一就是西布倫·拿法塔利
[00:11:16.400 --> 00:11:19.800]  自己本身是猶太人 但是被自己人所排斥
[00:11:19.800 --> 00:11:22.440]  第二個是外面的敵人對他很大的威脅
[00:11:22.440 --> 00:11:24.560]  在這樣的情況下 上帝給他應許
[00:11:24.560 --> 00:11:28.120]  說這些事會過去 黑暗會變成光明
[00:11:28.120 --> 00:11:32.440]  然後戰爭會變成一片的清平
[00:11:32.440 --> 00:11:37.120]  最後解決的方法 第九節說
[00:11:37.120 --> 00:11:38.760]  他說這樣的原因出現
[00:11:38.760 --> 00:11:41.200]  是因為有一英繫生
[00:11:41.200 --> 00:11:43.160]  好 我們詳細看看這節聖經
[00:11:43.160 --> 00:11:45.880]  請回到剛才的影片 回到方向
[00:11:45.880 --> 00:11:49.000]  這聖經首先我解釋一個地方
[00:11:49.000 --> 00:11:52.360]  請繼續下
[00:11:52.360 --> 00:11:54.760]  這裡提出的名字有四個
[00:11:54.760 --> 00:11:56.640]  奇妙策士 繼續
[00:11:56.640 --> 00:12:00.640]  全能的神 永在的父 和平的君
[00:12:00.640 --> 00:12:03.160]  我首先要解釋 究竟這裡是四個還是五個
[00:12:03.160 --> 00:12:07.720]  如果你看我們傳統的和學本的譯本
[00:12:07.720 --> 00:12:10.920]  就是這本上下行分配的譯本
[00:12:10.920 --> 00:12:14.000]  你看到有一個很小的地方 我們未必留意到
[00:12:14.000 --> 00:12:18.600]  就是他名稱為「奇妙」 有個頓號 有沒有看到?
[00:12:18.600 --> 00:12:21.880]  然後測試 如果用唐會派的聖經那個版本
[00:12:21.880 --> 00:12:23.720]  「奇妙」旁邊有個頓號
[00:12:23.720 --> 00:12:26.160]  就是五個 奇妙一個 策士一個
[00:12:26.160 --> 00:12:28.640]  然後留下來的三個
[00:12:28.640 --> 00:12:31.840]  將奇妙策士分開做兩個
[00:12:31.840 --> 00:12:36.440]  可能這個受微塞的神谷所影響
[00:12:36.440 --> 00:12:39.320]  Wonderful Council 將它拆開了
[00:12:39.320 --> 00:12:42.200]  或者受King James Version所影響
[00:12:42.200 --> 00:12:45.080]  所以將這個意思分為兩個
[00:12:45.080 --> 00:12:47.520]  但是現在差不多所有的譯本都看回頭
[00:12:47.520 --> 00:12:50.320]  這裡應該一個稱呼「奇妙策士」是一樣東西
[00:12:50.320 --> 00:12:52.880]  不是兩樣東西 我們再看詳細一點
[00:12:52.880 --> 00:12:57.400]  下一章 請看清楚 繼續
[00:12:57.400 --> 00:13:01.600]  你看到紅色的地方 原來全部都是形容詞
[00:13:01.600 --> 00:13:05.200]  黃色的地方 就是那個名詞
[00:13:05.200 --> 00:13:07.400]  原來這裡有四個平衡的說法
[00:13:07.400 --> 00:13:10.600]  是有四個形容詞 四個名詞
[00:13:10.600 --> 00:13:13.080]  如果將「奇妙」這個形容詞變成名詞
[00:13:13.080 --> 00:13:18.400]  這樣理解的話 可能對上四個排列的氣勢
[00:13:18.400 --> 00:13:21.400]  就很不同了 這裡說的是四個平衡的說話
[00:13:21.400 --> 00:13:26.720]  「奇妙策士」是全能的神 永在的父 和平之君
[00:13:26.720 --> 00:13:30.280]  如果看英文可能更加清楚一點 請看清楚
[00:13:30.280 --> 00:13:33.280]  所以這裡是四個稱呼
[00:13:33.280 --> 00:13:37.480]  不過這四個稱呼我們可以怎樣理解呢?
[00:13:37.480 --> 00:13:42.680]  這裡有一個很特別的現象 它說我們是被藐視的
[00:13:42.680 --> 00:13:46.400]  自己人罵我們自己 我們是受外國人威脅的
[00:13:46.400 --> 00:13:48.240]  然後不過你有個好消息告訴你
[00:13:48.240 --> 00:13:51.320]  可以解決問題 解決的方法是什麼呢?
[00:13:51.320 --> 00:13:57.520]  有個嬰兒出生 你說是不是很難理解呢?
[00:13:57.520 --> 00:14:02.680]  如果你好像還沒有睡醒的話 我再講得清楚一點
[00:14:02.680 --> 00:14:05.000]  在年底的時候 突然間聽見中電說
[00:14:05.000 --> 00:14:11.840]  加9點多的加幅
[00:14:11.840 --> 00:14:15.840]  有人出來抗議 不行 不可以加9.2
[00:14:15.840 --> 00:14:19.400]  抗議的人說 我有方法幫你解決的
[00:14:19.400 --> 00:14:23.480]  你不需要關掉電 生活在黑暗當中
[00:14:23.480 --> 00:14:25.200]  你不需要的 你會看到大光的
[00:14:25.200 --> 00:14:30.280]  方法就是 我孫子快出生了
[00:14:30.280 --> 00:14:32.280]  你都不知道你說什麼 你的孫子出生
[00:14:32.280 --> 00:14:37.080]  和9.2的電費有什麼關係呢?
[00:14:37.080 --> 00:14:40.840]  再講遠一點 你說有天災發生了
[00:14:40.840 --> 00:14:43.160]  不要緊 有方法解決的
[00:14:43.160 --> 00:14:45.880]  因有因應 為我們而生
[00:14:45.880 --> 00:14:48.880]  那怎麼解決地震呢?
[00:14:48.880 --> 00:14:53.720]  如果你說 我面對很大困難 我經濟很大問題
[00:14:53.720 --> 00:14:55.360]  不要緊 我好消息告訴你
[00:14:55.360 --> 00:14:57.720]  因有因應 為你而生
[00:14:57.720 --> 00:14:59.720]  你都不知道你說什麼
[00:14:59.720 --> 00:15:02.560]  鷹鞋這麼軟弱的嬰兒
[00:15:02.560 --> 00:15:07.680]  怎麼可以解決國際間 民族間的衝突呢?
[00:15:07.680 --> 00:15:10.680]  怎麼可以解決呢?
[00:15:10.680 --> 00:15:13.480]  接著聖經說 這個鷹鞋和其他人不同
[00:15:13.480 --> 00:15:17.280]  因為它的名字是奇妙策士
[00:15:17.280 --> 00:15:22.560]  全能的神 永在的父 和平之君
[00:15:22.560 --> 00:15:25.080]  我用了很多時間思想這四個意思
[00:15:25.080 --> 00:15:28.240]  怎麼和上下文是有關係的?
[00:15:28.240 --> 00:15:31.640]  請看下一張投影片 看出來了 麻煩你
[00:15:31.640 --> 00:15:33.320]  好 再看出來了
[00:15:33.320 --> 00:15:37.240]  如果你試一下 把這裡回到上下文來理解
[00:15:37.240 --> 00:15:41.920]  上下文說的 這幫百姓在黑暗當中
[00:15:41.920 --> 00:15:45.000]  在絕望當中 甚至聖經說
[00:15:45.000 --> 00:15:49.240]  他們住在死刃之地 是這麼淒涼的形容
[00:15:49.240 --> 00:15:51.960]  然後接著 它說這位BB出來的時候
[00:15:51.960 --> 00:15:56.800]  它會幫你解決問題 因為它是奇妙的策士
[00:15:56.800 --> 00:16:00.960]  奇妙的策士的意思是 它有方法
[00:16:00.960 --> 00:16:03.640]  它有方向 它知道怎麼做
[00:16:03.640 --> 00:16:07.480]  第二 當你知道怎麼做 有方向之後
[00:16:07.480 --> 00:16:10.160]  你有沒有動力去實踐這個方向呢?
[00:16:10.160 --> 00:16:12.040]  很多人很有方向的 是不是?
[00:16:12.040 --> 00:16:14.960]  特別是1月1號 每一年我們新年的時候
[00:16:14.960 --> 00:16:18.480]  都有立志 都有方向的 今年要做些什麼?
[00:16:18.480 --> 00:16:22.760]  我記得去年我說 我希望今年我有六塊腹肌
[00:16:22.760 --> 00:16:27.080]  結果合二為一 很有方向的
[00:16:27.080 --> 00:16:29.280]  不過有沒有動力去做呢?
[00:16:29.280 --> 00:16:34.320]  接著它說 祂是全能的神 Almighty God
[00:16:34.320 --> 00:16:36.960]  祂不單單只是人的方法
[00:16:36.960 --> 00:16:43.080]  祂是有祂的方法 全能的神可以實踐那個方向
[00:16:43.080 --> 00:16:46.200]  第三 祂永在的父
[00:16:46.200 --> 00:16:49.720]  有方向 有能力 但是不持久
[00:16:49.720 --> 00:16:52.480]  是很多人的問題 是不是?
[00:16:52.480 --> 00:16:56.240]  靈修瑪麗松提醒我們 要持久的
[00:16:56.240 --> 00:16:58.240]  不只是一下子的熱心
[00:16:58.240 --> 00:17:01.440]  不只是突然間一時的感動 是要持續的
[00:17:01.440 --> 00:17:06.360]  這裡形容說 祂是一個永在的父
[00:17:06.360 --> 00:17:08.280]  你有沒有留意到那個人在說什麼呢?
[00:17:08.280 --> 00:17:12.120]  是Everlasting 祂是不會停止的
[00:17:12.120 --> 00:17:15.480]  好像父親那樣 父親都有停止的時間
[00:17:15.480 --> 00:17:18.760]  但是這個Everlasting 是一個永遠不停止的父親
[00:17:18.760 --> 00:17:21.920]  祂要扶持我們繼續走下去
[00:17:21.920 --> 00:17:26.720]  最後達到的目的是和平之君
[00:17:26.720 --> 00:17:31.400]  整個局面和上文所說的剛剛相反
[00:17:31.400 --> 00:17:35.320]  上文說的是黑暗 上文說的是受敵的入侵
[00:17:35.320 --> 00:17:38.240]  現在反過來 祂是和平之君
[00:17:38.240 --> 00:17:43.360]  使得外面 還使得自己人都得到真正的和平
[00:17:43.360 --> 00:17:48.760]  真正的和平正如所說的 是內心 不是外在的世界
[00:17:48.760 --> 00:17:51.920]  而這位英雄 耶穌基督的出生
[00:17:51.920 --> 00:17:56.080]  就帶給我們這四方面的人生的轉變
[00:17:56.080 --> 00:17:59.640]  好像一部車 或者好像一部火車
[00:17:59.640 --> 00:18:03.560]  它有個方向 它有動力 而且是持續的走
[00:18:03.560 --> 00:18:07.360]  最後去到封城的地方
[00:18:07.360 --> 00:18:11.800]  請主妹 或許我們今天
[00:18:11.800 --> 00:18:15.320]  不像以色列人的處境
[00:18:15.320 --> 00:18:17.960]  很感謝神 我相信我們大部分人
[00:18:17.960 --> 00:18:20.280]  都不是生活在一個戰亂的地方
[00:18:20.280 --> 00:18:22.280]  或者很多危險的地方
[00:18:22.280 --> 00:18:25.760]  所以我們好像很難理解 我們沒有什麼關係
[00:18:25.760 --> 00:18:28.920]  不過 如果這個信息是給普天下的人
[00:18:28.920 --> 00:18:30.720]  包括你和我在內呢?
[00:18:30.720 --> 00:18:34.080]  那你想一想 在我們附近
[00:18:34.080 --> 00:18:36.720]  在整個社會的關係裡面
[00:18:36.720 --> 00:18:41.080]  我們會不會都是失去了和平的一幫人?
[00:18:41.080 --> 00:18:43.400]  會不會失去了平安的一幫人?
[00:18:43.400 --> 00:18:47.080]  在我們周圍的人 在我們身處的環境
[00:18:47.080 --> 00:18:49.280]  和在整個社會的局勢
[00:18:49.280 --> 00:18:53.320]  看看現在的歐債危機 不知道怎麼解決
[00:18:53.320 --> 00:18:57.040]  看看現在經濟的發展
[00:18:57.040 --> 00:19:01.520]  看看現在天災的頻繁
[00:19:01.520 --> 00:19:05.880]  看看戰亂在不同的地區
[00:19:05.880 --> 00:19:09.720]  包括在中南亞地方
[00:19:09.720 --> 00:19:12.920]  看看我們以為在這個革命開始
[00:19:12.920 --> 00:19:14.760]  會帶來新的景象
[00:19:14.760 --> 00:19:19.880]  但是其實革命之後是另一個獨裁者的統治
[00:19:19.880 --> 00:19:22.240]  這些可能好像離我們很遠
[00:19:22.240 --> 00:19:23.720]  我們自己
[00:19:23.720 --> 00:19:25.920]  有時候我們覺得我們裡面都沒有平安的原因
[00:19:25.920 --> 00:19:29.640]  可能因為我們發覺我們自己
[00:19:29.640 --> 00:19:31.160]  你有沒有留意聖經上的形容?
[00:19:31.160 --> 00:19:35.560]  它說他們住在黑暗的地方
[00:19:35.560 --> 00:19:37.560]  他們已經習慣了
[00:19:37.560 --> 00:19:41.000]  習慣了我們是這樣的了
[00:19:41.000 --> 00:19:47.320]  兄弟姐妹 如果你是真的已經請耶穌做了你的主宰的話
[00:19:47.320 --> 00:19:49.200]  我想勸告你一件事
[00:19:49.200 --> 00:19:55.480]  你不能夠接受任何上帝不起義的事情
[00:19:55.480 --> 00:19:56.920]  如果你真的信了耶穌的話
[00:19:56.920 --> 00:20:00.640]  你不能夠接受任何上帝不起義的事情
[00:20:00.640 --> 00:20:03.240]  你都不能夠接受
