
[00:00:00.000 --> 00:00:05.220]  我相信神在這四十七年裏面用這個聚會來造就很多的人
[00:13:28.280 --> 00:13:33.280]  但是摩西在這些敬拜、直淨、默想的中間
[00:13:33.280 --> 00:13:37.280]  他沒有再想起他以前的那個雄心大志
[00:13:37.280 --> 00:13:43.280]  他很可能生命的雜質已經被退去了很多
[00:13:43.280 --> 00:13:48.280]  但是同樣他那個侍奉的熱誠也都退去了
[00:13:48.280 --> 00:13:51.280]  在這個大自然的環境裡
[00:13:51.280 --> 00:13:55.280]  我相信鼎子母爺你如果去那裡大自然的礦業裡
[00:13:55.280 --> 00:13:58.280]  你如果不要說40年
[00:13:58.280 --> 00:13:59.280]  讓你在那裡4年
[00:13:59.280 --> 00:14:02.280]  我想你已經回來完全不一樣
[00:14:02.280 --> 00:14:04.280]  完全不一樣
[00:14:04.280 --> 00:14:09.280]  我相信那種無名的那種狀態
[00:14:09.280 --> 00:14:14.280]  摩西在那裡沒有很多城市的煩擾
[00:14:14.280 --> 00:14:17.280]  也都不能讓你出名
[00:14:17.280 --> 00:14:20.280]  而在那種無名的狀態裡
[00:14:20.280 --> 00:14:26.280]  你自己也都漸漸消失在這個無形的裡面
[00:14:26.280 --> 00:14:32.280]  很可能你就是這樣埋沒在歷史的裡面
[00:14:32.280 --> 00:14:37.280]  但是在毫無期待的日子裡
[00:14:37.280 --> 00:14:41.280]  就是他塑造他生命的一個平台
[00:14:41.280 --> 00:14:44.280]  在極度平凡的一個情況裡
[00:14:44.280 --> 00:14:47.280]  就是神介入在他生命裡面
[00:14:47.280 --> 00:14:50.280]  影響他成為一個轉捩點的地方
[00:14:50.280 --> 00:14:53.280]  在好像很無聊的一個旅程裡
[00:14:53.280 --> 00:14:56.280]  正是神與他同行的一個時刻
[00:14:56.280 --> 00:14:59.280]  所以當他有一天
[00:14:59.280 --> 00:15:04.280]  牧養岳父米田濟斯葉鐵羅的羊群的時候
[00:15:04.280 --> 00:15:07.280]  他在那裡他從來都沒有想過
[00:15:07.280 --> 00:15:11.280]  在那一刻在這個這麼平靜
[00:15:11.280 --> 00:15:14.280]  這麼平凡的地方
[00:15:14.280 --> 00:15:18.280]  忽然間會在他生命裡面起了一些的漣漪
[00:15:18.280 --> 00:15:21.280]  他沒有想過神就在這一刻
[00:15:21.280 --> 00:15:24.280]  來介入在他的生命當中
[00:15:24.280 --> 00:15:27.280]  當我們看這段經文的時候
[00:15:27.280 --> 00:15:30.280]  我們看到第一
[00:15:30.280 --> 00:15:37.280]  神在荊棘和火焰裡面來向他顯現
[00:15:37.280 --> 00:15:41.280]  摩世他一看荊棘被火燒著
[00:15:41.280 --> 00:15:44.280]  卻沒有被燒毀
[00:15:44.280 --> 00:15:47.280]  所以第一樣他看見的是什麼呢
[00:15:47.280 --> 00:15:52.280]  就是不論尊卑神的同在
[00:15:52.280 --> 00:15:55.280]  都可以在那裡出現
[00:15:55.280 --> 00:15:58.280]  大家知道荊棘有沒有用呢
[00:15:58.280 --> 00:16:00.280]  荊棘有沒有用呢
[00:16:00.280 --> 00:16:03.280]  荊棘其實在曠野裡面到處都是
[00:16:03.280 --> 00:16:06.280]  是很賤的一件事
[00:16:06.280 --> 00:16:08.280]  荊棘除了被火燒之外
[00:16:08.280 --> 00:16:11.280]  就沒有什麼可以做
[00:16:11.280 --> 00:16:14.280]  有人說荊棘還可以做荊棘冠冕
[00:16:14.280 --> 00:16:16.280]  現在可以賣給遊客
[00:16:16.280 --> 00:16:18.280]  都很貴的
[00:16:18.280 --> 00:16:22.280]  我們去以色列買個荊棘冠冕都很貴
[00:16:22.280 --> 00:16:26.280]  但是那個時候哪有荊棘冠冕可以賣
[00:16:26.280 --> 00:16:28.280]  耶穌都還沒死
[00:16:28.280 --> 00:16:30.280]  在舊約的時代
[00:16:30.280 --> 00:16:34.280]  荊棘只是可以被人用火來燒
[00:16:34.280 --> 00:16:38.280]  為什麼荊棘會在這個世上出現呢
[00:16:38.280 --> 00:16:41.280]  在什麼時候出現呢
[00:16:41.280 --> 00:16:46.280]  大家知道荊棘是在神奏助人的時候出現
[00:16:46.280 --> 00:16:50.280]  人受奏助的時候地就長出什麼呢
[00:16:50.280 --> 00:16:52.280]  荊棘和質礼
[00:16:52.280 --> 00:16:55.280]  這個是受奏助之後的結果
[00:16:55.280 --> 00:16:57.280]  所以看到荊棘的時候
[00:16:57.280 --> 00:17:00.280]  從哪個角度都看不到
[00:17:00.280 --> 00:17:03.280]  它有什麼重要和有什麼特別的地方
[00:17:03.280 --> 00:17:06.280]  摩西他看見什麼呢
[00:17:06.280 --> 00:17:10.280]  荊棘被火來奮嘯
[00:17:10.280 --> 00:17:14.280]  卻沒有被燒毀
[00:17:14.280 --> 00:17:18.280]  神顯現其實在什麼地方都好
[00:17:18.280 --> 00:17:24.280]  千想萬想都不會在荊棘裡面出現
[00:17:24.280 --> 00:17:27.280]  因為神是這麼榮耀尊貴的主
[00:17:27.280 --> 00:17:30.280]  怎麼會在這麼卑賤這麼沒用的荊棘
[00:17:30.280 --> 00:17:36.280]  而是受奏助之後出現的荊棘裡面出現呢
[00:17:36.280 --> 00:17:40.280]  大家明白神為什麼要在荊棘裡面出現
[00:17:40.280 --> 00:17:45.280]  就是要讓人知道無論你是什麼人
[00:17:45.280 --> 00:17:47.280]  無論你是什麼材料
[00:17:47.280 --> 00:17:51.280]  無論你覺得自己是多麼卑微
[00:17:51.280 --> 00:17:55.280]  如果神要在你的生命裡面動工
[00:17:55.280 --> 00:18:00.280]  它也可以使你成為神使用的器皿
[00:18:00.280 --> 00:18:06.280]  摩西在後來《生命記》33章第16節那裡
[00:18:06.280 --> 00:18:11.280]  他稱神是駐在荊棘中的上主
[00:18:11.280 --> 00:18:18.280]  我覺得這一次神在荊棘裡面的顯現
[00:18:18.280 --> 00:18:23.280]  讓摩西在後來在老年的時候仍然記得
[00:18:23.280 --> 00:18:27.280]  原來神就是在荊棘裡面的上主
[00:18:27.280 --> 00:18:33.280]  為什麼他不說神是在會膜裡面的上主呢
[00:18:33.280 --> 00:18:35.280]  不說神駐在會膜裡面
[00:18:35.280 --> 00:18:38.280]  而說神駐在荊棘裡面呢
[00:18:38.280 --> 00:18:40.280]  因為當你說會膜的時候
[00:18:40.280 --> 00:18:43.280]  你就知道那個地方是要來做什麼的
[00:18:43.280 --> 00:18:45.280]  是神同在的地方
[00:18:45.280 --> 00:18:47.280]  是要經拜神的地方
[00:18:47.280 --> 00:18:49.280]  但是如果你說到荊棘
[00:18:49.280 --> 00:18:52.280]  你從來不會想到神是駐在荊棘裡面
[00:18:52.280 --> 00:18:55.280]  但是摩西他後來的時候
[00:18:55.280 --> 00:19:00.280]  他就說駐荊棘中上主
[00:19:00.280 --> 00:19:02.280]  他記得
[00:19:02.280 --> 00:19:05.280]  而他也深深的體會
[00:19:05.280 --> 00:19:10.280]  我記得在我中三那一年
[00:19:10.280 --> 00:19:13.280]  我在一個夏令會裡面奉獻
[00:19:13.280 --> 00:19:15.280]  奉獻之後沒多久
[00:19:15.280 --> 00:19:19.280]  我可能看到兩句說話
[00:19:19.280 --> 00:19:21.280]  我覺得非常有意思
[00:19:21.280 --> 00:19:23.280]  所以我就借用它
[00:19:23.280 --> 00:19:27.280]  來成為我在神面前的一個立志
[00:19:27.280 --> 00:19:30.280]  就是獻我身心為主用
[00:19:30.280 --> 00:19:33.280]  留此殘驅再盡眾
[00:19:33.280 --> 00:19:36.280]  我的中文沒有那麼好
[00:19:36.280 --> 00:19:39.280]  那時候自己的中文是最差的
[00:19:39.280 --> 00:19:42.280]  但是我覺得這兩句說話最能夠代表
[00:19:42.280 --> 00:19:44.280]  為什麼呢
[00:19:44.280 --> 00:19:45.280]  因為我奉獻自己的時候
[00:19:45.280 --> 00:19:50.280]  我感覺自己沒什麼特別
[00:19:50.280 --> 00:19:54.280]  而從小就是小而麻痺
[00:19:54.280 --> 00:19:56.280]  自己心裡面都體會到
[00:19:56.280 --> 00:20:01.280]  不是說很能夠成才的一個人
[00:20:01.280 --> 00:20:05.280]  但是我心裡面體會到一樣東西就是
[00:20:05.280 --> 00:20:06.280]  如果神要用我
[00:20:06.280 --> 00:20:10.280]  我願意甘心來給神所用
[00:20:10.280 --> 00:20:16.280]  也都在這個身體裡面
[00:20:16.280 --> 00:20:20.280]  我讓它來彰顯神額外的恩典
[00:20:20.280 --> 00:20:22.280]  所以當我們要奉獻
[00:20:22.280 --> 00:20:26.280]  或者說當我們要體會到神的呼召的時候
[00:20:26.280 --> 00:20:28.280]  我們一定要知道一樣東西就是
[00:20:28.280 --> 00:20:34.280]  不論尊卑神都可以用
[00:20:34.280 --> 00:20:39.280]  在大戶人家有金器、有銀器
[00:20:39.280 --> 00:20:41.280]  有木器、有瓦器
[00:20:41.280 --> 00:20:44.280]  你猜哪一樣東西是最貴重的呢
[00:20:44.280 --> 00:20:47.280]  哪一樣?金器
[00:20:47.280 --> 00:20:50.280]  哪一樣是最卑賤的呢?瓦器
[00:20:50.280 --> 00:20:54.280]  有作為貴重的、有作為卑賤的
[00:20:54.280 --> 00:20:57.280]  但是感謝主下面那句他說什麼呢
[00:20:57.280 --> 00:21:00.280]  人若自結脫離卑賤的事
[00:21:00.280 --> 00:21:03.280]  就必作什麼?貴重的器命
[00:21:03.280 --> 00:21:05.280]  雖然你是瓦器也好
[00:21:05.280 --> 00:21:08.280]  你如果結靜自己
[00:21:08.280 --> 00:21:11.280]  自結你就可以做貴重的器命
[00:21:11.280 --> 00:21:16.280]  所以在哥倫多後書第四章
[00:21:16.280 --> 00:21:19.280]  保羅他想來想去
[00:21:19.280 --> 00:21:23.280]  有寶貝在什麼器命裡面呢?
[00:21:23.280 --> 00:21:26.280]  他想來想去這四樣的器命
[00:21:26.280 --> 00:21:28.280]  他想到的就是瓦器
[00:21:28.280 --> 00:21:31.280]  有寶貝在我們的瓦器裡面
[00:21:31.280 --> 00:21:35.280]  那就能夠彰顯神莫大的能力
[00:21:35.280 --> 00:21:38.280]  鄧姐妹,我們如果今天
[00:21:38.280 --> 00:21:42.280]  因為覺得自己很卑微、很不配
[00:21:42.280 --> 00:21:44.280]  而覺得神會用你
[00:21:44.280 --> 00:21:49.280]  你要記得神是住在經濟裡面的上主
[00:21:49.280 --> 00:21:52.280]  而在經濟的從中
[00:21:52.280 --> 00:21:56.280]  就是神要與人會晤的地方
[00:21:56.280 --> 00:21:58.280]  摩西他就跟自己說
[00:21:58.280 --> 00:22:01.280]  他說我要過去看這大意象
[00:22:01.280 --> 00:22:05.280]  這經濟為何沒有被銷毀呢?
[00:22:05.280 --> 00:22:08.280]  他說神見他過去要看
[00:22:08.280 --> 00:22:11.280]  就從經濟裡面呼叫說
[00:22:11.280 --> 00:22:15.280]  摩西,摩西,他說我在這裡
[00:22:15.280 --> 00:22:17.280]  奇景當前
[00:22:17.280 --> 00:22:20.280]  如果你是摩西,你有沒有過去看看呢?
