
[00:00:00.000 --> 00:00:07.000]  各位同僚 請大家一起和心低頭度過
[00:02:42.000 --> 00:02:46.000]  為什麼有些人會信信下主又不信呢
[00:02:46.000 --> 00:02:52.000]  我相信其中一個最典型的原因就是
[00:02:52.000 --> 00:02:55.000]  原來真正要做一個基督徒
[00:02:55.000 --> 00:02:59.000]  是會遇著很多不同類型的艱難
[00:02:59.000 --> 00:03:08.000]  是對於我們的信心或對上帝的拯救產生一些猶疑甚至懷疑
[00:03:08.000 --> 00:03:13.000]  因此我記得在我最初信主的時候
[00:03:13.000 --> 00:03:17.000]  有一個弟兄曾經這樣說過
[00:03:17.000 --> 00:03:22.000]  他說我們教會有很多年青人
[00:03:22.000 --> 00:03:26.000]  年青人有一個特點
[00:03:26.000 --> 00:03:29.000]  信是很快的
[00:03:29.000 --> 00:03:32.000]  你可以很快的來參與
[00:03:32.000 --> 00:03:35.000]  很快的來到所謂的缺志
[00:03:35.000 --> 00:03:37.000]  我不用缺志這個字眼
[00:03:37.000 --> 00:03:39.000]  不過他用吧
[00:03:39.000 --> 00:03:42.000]  他說真真正正一個人的信
[00:03:42.000 --> 00:03:46.000]  其實不是在他所謂缺志的時間
[00:03:46.000 --> 00:03:51.000]  而是在一段很長的日子裏面才能夠印證得到
[00:03:51.000 --> 00:03:54.000]  我都信了主三十多年了
[00:03:54.000 --> 00:03:59.000]  我相信這句話我都有一點點資格去做一些印證
[00:03:59.000 --> 00:04:05.000]  的而且確一個人的信是要經過時間的考驗
[00:04:05.000 --> 00:04:08.000]  所謂日久才見人心
[00:04:08.000 --> 00:04:13.000]  不少的人曾經聲稱他去教會信耶穌
[00:04:13.000 --> 00:04:16.000]  可能只是一時的興奮
[00:04:16.000 --> 00:04:20.000]  或者是某一些其他的企圖
[00:04:20.000 --> 00:04:23.000]  帶了他回去教會裏面
[00:04:23.000 --> 00:04:26.000]  這一點讓我落一點點的著墨
[00:04:26.000 --> 00:04:31.000]  其實教會也不應該用這些手段去引誘人回教會
[00:04:31.000 --> 00:04:33.000]  或者吸納人回教會
[00:04:33.000 --> 00:04:39.000]  用一些東西希望他留在教會裏面
[00:04:39.000 --> 00:04:45.000]  最簡單的原因是很多教會喜歡提供不同類型的
[00:04:45.000 --> 00:04:48.000]  你喜歡的東西
[00:04:48.000 --> 00:04:50.000]  你喜歡跳舞就做跳舞
[00:04:50.000 --> 00:04:52.000]  你喜歡搞電腦就做電腦
[00:04:52.000 --> 00:04:55.000]  你喜歡拍拖結婚找對象
[00:04:55.000 --> 00:04:57.000]  他就找一些年輕人回來
[00:04:57.000 --> 00:05:02.000]  讓你選擇一下招募多一些年輕人
[00:05:02.000 --> 00:05:06.000]  這些做法其實是很不恰當的
[00:05:06.000 --> 00:05:09.000]  不過的而且確很多人是這樣的
[00:05:09.000 --> 00:05:14.000]  回到教會當他達到了自己的企圖和目的之後
[00:05:14.000 --> 00:05:17.000]  他真正那個人的本性就回歸了
[00:05:17.000 --> 00:05:20.000]  或者用一個俗套的說法
[00:05:20.000 --> 00:05:22.000]  狐狸終於露尾巴了
[00:05:22.000 --> 00:05:24.000]  然後怎樣呢?
[00:05:24.000 --> 00:05:27.000]  很多時候就會離開教會
[00:05:27.000 --> 00:05:30.000]  在今天我們所看的經文
[00:05:30.000 --> 00:05:32.000]  其實都不是今天的了
[00:05:32.000 --> 00:05:34.000]  其實前文都已經看到
[00:05:34.000 --> 00:05:36.000]  在第26章第14節裏面
[00:05:36.000 --> 00:05:39.000]  有一個人叫加勒人猶大
[00:05:39.000 --> 00:05:41.000]  他就是一個這樣的人物
[00:05:41.000 --> 00:05:46.000]  他隱藏了在耶穌這個十二門徒裏面
[00:05:46.000 --> 00:05:49.000]  已經三年有多的時間
[00:05:49.000 --> 00:05:51.000]  終於他露出了尾巴了
[00:05:51.000 --> 00:05:53.000]  在這個情況之下
[00:05:53.000 --> 00:05:58.000]  他想最後挖一筆三十塊銀錢
[00:05:58.000 --> 00:06:02.000]  可能就常常都說加勒人猶大
[00:06:02.000 --> 00:06:07.000]  說明是為財而去跟隨耶穌
[00:06:07.000 --> 00:06:12.000]  其他信徒難道他們就沒什麼問題嗎?
[00:06:12.000 --> 00:06:15.000]  今天我們會看一個人物
[00:06:15.000 --> 00:06:19.000]  這個人物叫做西門彼得
[00:06:19.000 --> 00:06:21.000]  在今天這段經文裏面
[00:06:21.000 --> 00:06:24.000]  我們會看到其實西門彼得
[00:06:24.000 --> 00:06:27.000]  和其他十個門徒
[00:06:27.000 --> 00:06:33.000]  與加勒人猶大是不是截然不同呢?
[00:06:33.000 --> 00:06:35.000]  如果是真的不同
[00:06:35.000 --> 00:06:37.000]  是什麼地方不同呢?
[00:06:37.000 --> 00:06:40.000]  還是他們都是一樣
[00:06:40.000 --> 00:06:41.000]  一模一樣
[00:06:41.000 --> 00:06:44.000]  是受到同樣的引誘試探
[00:06:44.000 --> 00:06:47.000]  不過在這些引誘試探裏面
[00:06:47.000 --> 00:06:51.000]  卻印證出原來他們的心痛
[00:06:51.000 --> 00:06:52.000]  或者他們的靈性
[00:06:52.000 --> 00:06:54.000]  是和加勒人猶大不同呢?
[00:06:54.000 --> 00:06:56.000]  所以今天我會和大家一起
[00:06:56.000 --> 00:06:57.000]  透過這段經文
[00:06:57.000 --> 00:06:59.000]  二十六章第三十一至三十五節
[00:06:59.000 --> 00:07:01.000]  很短的經文
[00:07:01.000 --> 00:07:04.000]  這段經文也是大家很熟悉的經文
[00:07:04.000 --> 00:07:07.000]  一起去看看我們怎樣可以
[00:07:07.000 --> 00:07:12.000]  破除靈性上的一種認知障礙症
[00:07:12.000 --> 00:07:14.000]  我給個英文題目
[00:07:14.000 --> 00:07:18.000]  叫做Overcome Our Spiritual Dementia
[00:07:18.000 --> 00:07:21.000]  很多時候我們有Dementia都不知道
[00:07:21.000 --> 00:07:22.000]  究竟是怎樣的情況呢?
[00:07:22.000 --> 00:07:24.000]  我們一起再次看看這段聖經
[00:07:24.000 --> 00:07:26.000]  剛才彭玲幫我們讀了一次
[00:07:26.000 --> 00:07:28.000]  不過即是如此
[00:07:28.000 --> 00:07:30.000]  我們自己再讀一次
[00:07:30.000 --> 00:07:33.000]  讓我們更加仔細一點
[00:07:33.000 --> 00:07:36.000]  去看看這段經文裏面的內容
[00:07:36.000 --> 00:07:37.000]  說些什麼
[00:07:37.000 --> 00:07:40.000]  我們一起打開馬太福音
[00:07:40.000 --> 00:07:43.000]  第二十六章三十一至三十五節
[00:07:43.000 --> 00:07:45.000]  我們一起讀這段經文
[00:07:46.000 --> 00:07:49.000]  那時耶穌對他們說
[00:07:49.000 --> 00:07:54.000]  今夜你們為我的緣故都要跌倒
[00:07:54.000 --> 00:07:57.000]  因為經上記著說
[00:07:57.000 --> 00:07:59.000]  我要擊打木人
[00:07:59.000 --> 00:08:01.000]  羊就分散了
[00:08:01.000 --> 00:08:04.000]  但我復活以後
[00:08:04.000 --> 00:08:08.000]  要在你們以先往加利利去
[00:08:08.000 --> 00:08:09.000]  彼得說
[00:08:09.000 --> 00:08:13.000]  眾人雖然為你的緣故跌倒
[00:08:13.000 --> 00:08:16.000]  我卻永不跌倒
[00:08:16.000 --> 00:08:17.000]  耶穌說
[00:08:17.000 --> 00:08:19.000]  我實在告訴你
[00:08:19.000 --> 00:08:21.000]  今夜雞叫已先
[00:08:21.000 --> 00:08:24.000]  你要三次不認我
[00:08:24.000 --> 00:08:25.000]  彼得說
[00:08:25.000 --> 00:08:28.000]  我就是必須和你同死
[00:08:28.000 --> 00:08:32.000]  也總不能不認你
[00:08:32.000 --> 00:08:35.000]  眾門徒都是這樣說
[00:08:35.000 --> 00:08:38.000]  這段聖經的上文說些什麼呢?
[00:08:38.000 --> 00:08:40.000]  我們簡單去說一下
[00:08:40.000 --> 00:08:44.000]  在猶太人的逾越節
[00:08:44.000 --> 00:08:48.000]  耶穌和眾門徒
[00:08:48.000 --> 00:08:52.000]  吃過逾越節晚餐
[00:08:52.000 --> 00:08:54.000]  上次我們也說到
[00:08:54.000 --> 00:08:57.000]  逾越節晚餐在聖經裡記載
[00:08:57.000 --> 00:08:59.000]  耶穌很特別的
[00:08:59.000 --> 00:09:03.000]  沒有喝最後的那杯
[00:09:03.000 --> 00:09:08.000]  因為那杯是留給新的那日子才喝
[00:09:08.000 --> 00:09:10.000]  唱完歌就完了
[00:09:10.000 --> 00:09:11.000]  不喝了
[00:09:11.000 --> 00:09:14.000]  和猶太人的傳統很不同
[00:09:14.000 --> 00:09:17.000]  猶太人的傳統是要喝完那杯
[00:09:17.000 --> 00:09:19.000]  和以利亞的那杯一起
[00:09:19.000 --> 00:09:25.000]  好像和以利亞享受在神的應許地之下的那份祝福
[00:09:25.000 --> 00:09:28.000]  真正的祝福原來在永恆的裡面
[00:09:28.000 --> 00:09:30.000]  而不是今天在地上的
[00:09:30.000 --> 00:09:33.000]  好像猶太人所指的巴勒斯坦地
[00:09:33.000 --> 00:09:35.000]  或者應許地裡面
[00:09:35.000 --> 00:09:39.000]  以色列人或者猶太人開新大太早
[00:09:39.000 --> 00:09:43.000]  於是他們以為他們的拯救已經完成
[00:09:43.000 --> 00:09:45.000]  但耶穌告訴我們
[00:09:45.000 --> 00:09:47.000]  其實還有一段時間
[00:09:47.000 --> 00:09:50.000]  門徒你要在這個時候有一個約定
[00:09:50.000 --> 00:09:51.000]  不是有個約會
[00:09:51.000 --> 00:09:52.000]  是有個約定
[00:09:52.000 --> 00:09:54.000]  我們在將來見面
[00:09:54.000 --> 00:09:58.000]  但在這個期間你們要一路去抓緊
[00:09:58.000 --> 00:09:59.000]  去努力
[00:09:59.000 --> 00:10:02.000]  不要以為自己已經搞定了
[00:10:02.000 --> 00:10:04.000]  進了天堂了
[00:10:04.000 --> 00:10:06.000]  進了天堂勸拿了
[00:10:06.000 --> 00:10:12.000]  所以這一點其實在耶穌的其中一個很重要的
[00:10:12.000 --> 00:10:14.000]  呼召的人物
[00:10:14.000 --> 00:10:18.000]  叫做仕途保羅說得很清楚
[00:10:18.000 --> 00:10:22.000]  在肥納比書第三章十二至十四節裡面
[00:10:22.000 --> 00:10:24.000]  他這樣說過
[00:10:24.000 --> 00:10:27.000]  他說:這不是說我已經得著了
[00:10:27.000 --> 00:10:29.000]  已經完全了
[00:10:29.000 --> 00:10:33.000]  我乃是要竭力追求
[00:10:33.000 --> 00:10:35.000]  或者可以得著基督耶穌
[00:10:35.000 --> 00:10:37.000]  所以得著我的
[00:10:37.000 --> 00:10:38.000]  弟兄們
[00:10:38.000 --> 00:10:41.000]  我不要以為自己已經得著了
[00:10:41.000 --> 00:10:43.000]  我只有一件事
[00:10:43.000 --> 00:10:45.000]  就是忘記背後努力
[00:10:45.000 --> 00:10:48.000]  面前向著標桿直跑
[00:10:48.000 --> 00:10:50.000]  要得神在基督耶穌裡
[00:10:50.000 --> 00:10:53.000]  從上面召我來得的獎賞
[00:10:53.000 --> 00:10:55.000]  一段很熟悉的經文
[00:10:55.000 --> 00:10:57.000]  不過在這裡有一個字眼
[00:10:57.000 --> 00:10:59.000]  我們要特別留心的
[00:10:59.000 --> 00:11:01.000]  就是保羅多次說到
[00:11:01.000 --> 00:11:05.000]  我以為得著了這個字眼
[00:11:05.000 --> 00:11:07.000]  得著了其實這個字
[00:11:07.000 --> 00:11:09.000]  是解釋為
[00:11:09.000 --> 00:11:13.000]  找緊Lombano這個希臘文
[00:11:13.000 --> 00:11:17.000]  很多人以為今天我只要回了教會
[00:11:17.000 --> 00:11:20.000]  回過教會甚至浸過禮
[00:11:20.000 --> 00:11:23.000]  或者舉過手試過意
[00:11:23.000 --> 00:11:25.000]  有些宏偉一點的
[00:11:25.000 --> 00:11:28.000]  我去大的報道會
[00:11:28.000 --> 00:11:30.000]  然後講完呼召
[00:11:30.000 --> 00:11:32.000]  我就走出去
[00:11:32.000 --> 00:11:36.000]  我就已經得了救恩的入場券
[00:11:36.000 --> 00:11:37.000]  搞定
[00:11:37.000 --> 00:11:39.000]  不需要做任何事
[00:11:39.000 --> 00:11:40.000]  但即是說
[00:11:40.000 --> 00:11:43.000]  耶穌基督所呼召的門徒
[00:11:43.000 --> 00:11:47.000]  這位保羅
[00:11:47.000 --> 00:11:50.000]  他自己親口在肥納比書裡
[00:11:50.000 --> 00:11:52.000]  介紹出他自己的心思
[00:11:52.000 --> 00:11:54.000]  不是像猶太人那樣說
[00:11:54.000 --> 00:11:56.000]  以為如節餐領受
[00:11:56.000 --> 00:11:57.000]  就等同於我已經享受了
[00:11:57.000 --> 00:11:59.000]  在上帝的祝福裡
[00:11:59.000 --> 00:12:01.000]  以後一無掛慮
[00:12:01.000 --> 00:12:02.000]  不是這樣
[00:12:02.000 --> 00:12:06.000]  其實是仍然需要努力
[00:12:06.000 --> 00:12:10.000]  向著標竿直跑
[00:12:10.000 --> 00:12:11.000]  直到遇主
[00:12:11.000 --> 00:12:14.000]  學新的那日子為止
[00:12:14.000 --> 00:12:17.000]  上帝藉著主耶穌成就了這個拯救
[00:12:17.000 --> 00:12:18.000]  沒錯是一個徹底
[00:12:18.000 --> 00:12:20.000]  而且永恆的本質
[00:12:20.000 --> 00:12:23.000]  但是這個聖經的介紹
[00:12:23.000 --> 00:12:25.000]  已經得著了這個陳述
[00:12:25.000 --> 00:12:26.000]  和保羅所說
[00:12:26.000 --> 00:12:29.000]  我仍然要竭力追求的陳述
[00:12:29.000 --> 00:12:34.000]  是用了一個很不同的時式去介紹
[00:12:34.000 --> 00:12:36.000]  當他說到要竭力追求的時候
[00:12:36.000 --> 00:12:40.000]  他所提到的是要現在進行式
[00:12:40.000 --> 00:12:42.000]  Person Continuous Tense
[00:12:42.000 --> 00:12:45.000]  繼續去努力
[00:12:45.000 --> 00:12:49.000]  而不是一個已完成的一個事項
[00:12:49.000 --> 00:12:50.000]  至於希臘文
[00:12:50.000 --> 00:12:55.000]  我覺得為什麼聖經要選用希臘文來寫呢
[00:12:55.000 --> 00:12:58.000]  因為希臘文的詞性的時態
[00:12:58.000 --> 00:13:00.000]  就能夠反映到這一點
[00:13:00.000 --> 00:13:02.000]  中文反映不到
[00:13:02.000 --> 00:13:03.000]  英文反映不到
[00:13:03.000 --> 00:13:06.000]  希伯來文都比較含糊
[00:13:06.000 --> 00:13:09.000]  但是希臘文就能夠很準確地告訴他
[00:13:09.000 --> 00:13:12.000]  這是一個繼續的時態
[00:13:12.000 --> 00:13:14.000]  是一件已完成
[00:13:14.000 --> 00:13:16.000]  但還沒有完全完成的局面
[00:13:16.000 --> 00:13:19.000]  是需要大家努力去爭取的
[00:13:19.000 --> 00:13:22.000]  這就是我們在上文所看到的題目
[00:13:22.000 --> 00:13:24.000]  來到這一段
[00:13:24.000 --> 00:13:27.000]  當耶穌說完這一番話
[00:13:27.000 --> 00:13:28.000]  唱完詩
[00:13:28.000 --> 00:13:33.000]  就和門徒一起往橄欖山去
[00:13:33.000 --> 00:13:36.000]  這幅圖畫再次告訴我們
[00:13:36.000 --> 00:13:42.000]  耶穌和他的門徒沒有在耶路撒冷裡過夜
[00:13:42.000 --> 00:13:46.000]  記不記得他們在哪裡進行這個如廚節餐
[00:13:46.000 --> 00:13:49.000]  耶穌和門徒說
[00:13:49.000 --> 00:13:53.000]  只需要進入城裡某人
[00:13:53.000 --> 00:13:55.000]  指定的某人
[00:13:55.000 --> 00:13:56.000]  我們認識的
[00:13:56.000 --> 00:14:00.000]  然後和其中一個家人說
[00:14:00.000 --> 00:14:03.000]  我在耶路撒冷裡吃這個如廚節餐
[00:14:03.000 --> 00:14:05.000]  門徒就這樣預備好了
[00:14:05.000 --> 00:14:08.000]  所以這個如廚節餐在耶路撒冷城裡準備好了
[00:14:08.000 --> 00:14:10.000]  進行了
[00:14:10.000 --> 00:14:15.000]  但是耶穌卻帶著門徒出去橄欖山
[00:14:15.000 --> 00:14:17.000]  橄欖山在哪個地方呢
[00:14:17.000 --> 00:14:22.000]  如果大家熟悉以色列的耶路撒冷城的結構
[00:14:22.000 --> 00:14:28.000]  耶路撒冷城是建在山頂上的一個山城
[00:14:28.000 --> 00:14:32.000]  是被兩個河谷夾住的
[00:14:32.000 --> 00:14:34.000]  其中一個河谷
[00:14:34.000 --> 00:14:36.000]  就是在東面的河谷
[00:14:36.000 --> 00:14:47.000]  大家很熟悉的就是耶路撒冷的聖殿山的東牆
[00:14:47.000 --> 00:14:51.000]  這個牆原本是有個出口的
[00:14:51.000 --> 00:15:00.000]  以前甚至可以直接登入耶路撒冷的聖殿山的位置
[00:15:00.000 --> 00:15:06.000]  但是後來因為種種原因就變成了一個墳場
[00:15:06.000 --> 00:15:08.000]  連門都封了
[00:15:08.000 --> 00:15:12.000]  為什麼呢
[00:15:12.000 --> 00:15:14.000]  因為有很多歷史因素
[00:15:14.000 --> 00:15:18.000]  但是為什麼要在那裡建一個門呢
[00:15:18.000 --> 00:15:21.000]  因為那裡正正就是一個河谷的地區
[00:15:21.000 --> 00:15:23.000]  叫做琴倫谷
[00:15:23.000 --> 00:15:28.000]  琴倫谷有很多歷史的考究
[00:15:28.000 --> 00:15:31.000]  在猶太人的歷史當中
[00:15:31.000 --> 00:15:33.000]  琴倫溪是一條河溪
[00:15:33.000 --> 00:15:35.000]  從北面流下來的
[00:15:35.000 --> 00:15:42.000]  本來那個地區以前是做很多生產娛樂等等的地區
[00:15:42.000 --> 00:15:51.000]  但是後來因為河水大量引入了耶路撒冷城
[00:15:51.000 --> 00:15:53.000]  因為打仗圍城的緣故
[00:15:53.000 --> 00:15:56.000]  於是就慢慢式微
[00:15:56.000 --> 00:16:01.000]  而在那裡出口正正走向東的方向
[00:16:01.000 --> 00:16:04.000]  就是這個鑒欖山
[00:16:04.000 --> 00:16:06.000]  所以基本上來算
[00:16:06.000 --> 00:16:10.000]  耶路撒冷城東邊的東牆
[00:16:10.000 --> 00:16:14.000]  其實是一個山谷叫琴倫谷
[00:16:14.000 --> 00:16:20.000]  琴倫谷是被鑒欖山和聖殿山夾住的
[00:16:20.000 --> 00:16:29.000]  可以說琴倫谷是把耶路撒冷舊城分割開來
[00:16:29.000 --> 00:16:38.000]  耶穌就在這個時候帶著門徒走出城門往鑒欖山去
[00:16:38.000 --> 00:16:39.000]  去到哪個地方呢?
[00:16:39.000 --> 00:16:41.000]  偷看了聖經
[00:16:41.000 --> 00:16:44.000]  然後去到三十六節的時候告訴我們
[00:16:44.000 --> 00:16:49.000]  耶穌和門徒去了一個叫做赫西瑪利園的地方
[00:16:49.000 --> 00:16:52.000]  今天赫西瑪利園還在那裡
[00:16:52.000 --> 00:16:54.000]  我二千年的時候讀書都在那裡
[00:16:54.000 --> 00:16:59.000]  那裡有大約三十棵樹
[00:16:59.000 --> 00:17:03.000]  那些樹很老很舊
[00:17:03.000 --> 00:17:06.000]  到底是不是真的放了一千多二千年呢?
[00:17:06.000 --> 00:17:07.000]  沒有人知道
[00:17:07.000 --> 00:17:08.000]  他說是吧
[00:17:08.000 --> 00:17:09.000]  因為是一個景點
[00:17:09.000 --> 00:17:14.000]  但是耶穌就要穿過琴倫谷
[00:17:14.000 --> 00:17:19.000]  然後才可以走到鑒欖山
[00:17:19.000 --> 00:17:22.000]  剛才你不是聽過我說的
[00:17:22.000 --> 00:17:28.000]  那裡是聖殿山東牆的方向
[00:17:28.000 --> 00:17:32.000]  所以如果大家今天去到聖殿的時候
[00:17:32.000 --> 00:17:36.000]  去到西牆或者現在叫做曲牆的地方
[00:17:36.000 --> 00:17:42.000]  在曲牆的角落口就有一個拱門
[00:17:42.000 --> 00:17:44.000]  那拱門是什麼呢?
[00:17:44.000 --> 00:17:46.000]  原來是一條橋
[00:17:46.000 --> 00:17:48.000]  因為有一個琴倫谷
[00:17:48.000 --> 00:17:50.000]  你要穿過這個琴倫谷
[00:17:50.000 --> 00:17:54.000]  就一定要不單純開了門
[00:17:54.000 --> 00:17:55.000]  簡單來說就是一條橋
[00:17:55.000 --> 00:17:58.000]  搭過去繞過琴倫溪
[00:17:58.000 --> 00:18:02.000]  才可以過到鑒欖山的地方
[00:18:02.000 --> 00:18:04.000]  這就是那幅圖畫
[00:18:04.000 --> 00:18:11.000]  耶穌和門徒走出去耶路撒冷城以外的
[00:18:11.000 --> 00:18:12.000]  以東的地方
[00:18:12.000 --> 00:18:15.000]  就是鑒欖山的地方
[00:18:15.000 --> 00:18:20.000]  就和門徒準備來一個禱告
[00:18:20.000 --> 00:18:23.000]  但是在這個禱告之前
[00:18:23.000 --> 00:18:27.000]  耶穌就說了一番這樣的說話
[00:18:27.000 --> 00:18:30.000]  這番說話是什麼呢?
[00:18:30.000 --> 00:18:34.000]  我們一起去看看第31和32節
[00:18:34.000 --> 00:18:36.000]  31和32節
[00:18:36.000 --> 00:18:38.000]  那時耶穌對他們說
[00:18:38.000 --> 00:18:43.000]  今夜你們為我的緣故都要跌倒
[00:18:43.000 --> 00:18:45.000]  因為經上記載說
[00:18:45.000 --> 00:18:47.000]  我要擊打木人
[00:18:47.000 --> 00:18:51.000]  羊就分散
[00:18:51.000 --> 00:18:52.000]  32節
[00:18:52.000 --> 00:18:53.000]  但我復活以後
[00:18:53.000 --> 00:18:58.000]  要在你們以先廣加利尼去
[00:18:58.000 --> 00:19:02.000]  耶穌說了另一次一番說話
[00:19:02.000 --> 00:19:06.000]  讓這班門徒覺得很惆悵
[00:19:06.000 --> 00:19:09.000]  為什麼呢?
[00:19:09.000 --> 00:19:11.000]  耶穌說了一件事
[00:19:11.000 --> 00:19:14.000]  你們這班門徒
[00:19:14.000 --> 00:19:18.000]  會因為我耶穌的緣故
[00:19:18.000 --> 00:19:24.000]  會在世人面前暴露出你們的軟弱
[00:19:24.000 --> 00:19:26.000]  你們會失敗
[00:19:26.000 --> 00:19:29.000]  因此你們會被打散
[00:19:29.000 --> 00:19:31.000]  所以我們仔細去看這段聖經
[00:19:31.000 --> 00:19:33.000]  很多時候我們看這段聖經跳得很快
[00:19:33.000 --> 00:19:35.000]  我們不要留意耶穌基督說的話
[00:19:35.000 --> 00:19:37.000]  耶穌對這班門徒說
[00:19:37.000 --> 00:19:39.000]  今夜
[00:19:39.000 --> 00:19:40.000]  今晚
[00:19:40.000 --> 00:19:41.000]  不是將來
[00:19:41.000 --> 00:19:42.000]  不是等幾時
[00:19:42.000 --> 00:19:45.000]  是我和你同在的時候
[00:19:45.000 --> 00:19:47.000]  今晚
[00:19:47.000 --> 00:19:51.000]  你們要為我的緣故
[00:19:51.000 --> 00:19:54.000]  不是為你的緣故
[00:19:54.000 --> 00:19:56.000]  不是為你個人的欲望緣故
[00:19:56.000 --> 00:19:58.000]  不是為誰的緣故
[00:19:58.000 --> 00:20:01.000]  是為我耶穌基督的緣故
[00:20:01.000 --> 00:20:03.000]  會跌倒
[00:20:03.000 --> 00:20:05.000]  這句話對於門徒來講
[00:20:05.000 --> 00:20:10.000]  是一件難以想像的事情
[00:20:10.000 --> 00:20:12.000]  我們作為跟隨了耶穌基督
[00:20:12.000 --> 00:20:15.000]  已經三年多的門徒
[00:20:15.000 --> 00:20:17.000]  為什麼耶穌在這個時候
[00:20:17.000 --> 00:20:20.000]  要說出我們會失敗的原因呢?
[00:20:20.000 --> 00:20:22.000]  如果你真的會被捕
[00:20:22.000 --> 00:20:24.000]  正如你的啟示所說
[00:20:24.000 --> 00:20:29.000]  你將會被釘死在十字架上
[00:20:29.000 --> 00:20:32.000]  你這個時候應該說些什麼呢?
[00:20:32.000 --> 00:20:34.000]  鼓勵性的說話
[00:20:34.000 --> 00:20:37.000]  其實這一點對於我們來講
[00:20:37.000 --> 00:20:40.000]  在加拿大的教育制度應該要改一改
[00:20:40.000 --> 00:20:43.000]  加拿大的制度經常說要讚
[00:20:43.000 --> 00:20:47.000]  你主要是在侍奉的裏面
[00:20:47.000 --> 00:20:49.000]  這個我自己個人領受
[00:20:49.000 --> 00:20:51.000]  我覺得作為目者
[00:20:51.000 --> 00:20:54.000]  理論上應該是
[00:20:54.000 --> 00:20:57.000]  你又愛又恨的一個人
[00:20:57.000 --> 00:21:00.000]  經常說出我的問題
[00:21:00.000 --> 00:21:02.000]  但他又不是不想我好
[00:21:02.000 --> 00:21:06.000]  態度就類似我們對父母
[00:21:06.000 --> 00:21:08.000]  不知道大家有沒有試過
[00:21:08.000 --> 00:21:11.000]  小時候父母被父母罵
[00:21:11.000 --> 00:21:14.000]  我不敢問Sandy了
[00:21:14.000 --> 00:21:16.000]  因為她媽媽在這裏
[00:21:16.000 --> 00:21:19.000]  但問問我們自己吧
[00:21:19.000 --> 00:21:22.000]  你小時候被父母罵的時候
[00:21:22.000 --> 00:21:25.000]  罵完之後被罰
[00:21:25.000 --> 00:21:27.000]  在我那個年代
[00:21:27.000 --> 00:21:29.000]  還有藤條炆豬肉
[00:21:29.000 --> 00:21:31.000]  你又知道了
[00:21:31.000 --> 00:21:33.000]  藤條炆豬肉
[00:21:33.000 --> 00:21:35.000]  炆完豬肉之後
[00:21:35.000 --> 00:21:37.000]  你回到房間
[00:21:37.000 --> 00:21:39.000]  或者很生氣
[00:21:39.000 --> 00:21:41.000]  屁股還很痛的時候
[00:21:41.000 --> 00:21:44.000]  還要坐在書桌面前繼續做功課
[00:21:44.000 --> 00:21:47.000]  你那個心怎麼想的?
[00:21:47.000 --> 00:21:50.000]  很生氣的
[00:21:50.000 --> 00:21:53.000]  還要罵父母
[00:21:53.000 --> 00:21:55.000]  有沒有搞錯?
[00:21:55.000 --> 00:21:57.000]  我已經很煩了
