
[00:00:00.000 --> 00:00:10.000]  在農曆新年,中國人通常有一句說話叫做
[00:03:25.000 --> 00:03:29.000]  有同事說過一句話
[00:03:29.000 --> 00:03:33.000]  做生不如做熟
[00:03:33.000 --> 00:03:38.000]  在商業世界裏面,是真的
[00:03:38.000 --> 00:03:42.000]  我們一直找工作,可能找到第二份工作
[00:03:42.000 --> 00:03:46.000]  薪金高一點,待遇好像好一點
[00:03:46.000 --> 00:03:50.000]  但如果老闆是懂得賞識你
[00:03:50.000 --> 00:03:54.000]  給你機會,也願意跟你一起工作
[00:03:54.000 --> 00:03:59.000]  很欣賞你為他的公司勞心勞力
[00:03:59.000 --> 00:04:04.000]  寧願像一家人一樣,繼續在那間公司工作
[00:04:04.000 --> 00:04:08.000]  錢不是最主要的考慮
[00:04:08.000 --> 00:04:11.000]  不是一個考慮
[00:04:11.000 --> 00:04:16.000]  為什麼人會這樣想呢?
[00:04:16.000 --> 00:04:20.000]  我相信有很多大型企業在你的工作環境裏面
[00:04:20.000 --> 00:04:24.000]  都會有類似的掙扎
[00:04:24.000 --> 00:04:28.000]  特別當你的老闆,對你的律師
[00:04:28.000 --> 00:04:33.000]  對你很不欣賞,或許有很多苛求
[00:04:33.000 --> 00:04:37.000]  根本不合理由,你就會想跳槽
[00:04:37.000 --> 00:04:43.000]  所以引發了一種思想,叫做「魚不過塘就不肥」
[00:04:43.000 --> 00:04:49.000]  我記得以前,過年一定會在家裏弄條鯉魚
[00:04:49.000 --> 00:04:53.000]  我很喜歡過年,因為過年一定會有魚給我玩
[00:04:53.000 --> 00:04:57.000]  買一條很大的鯉魚
[00:04:57.000 --> 00:05:00.000]  鯉魚肚子一定有很多魚卵
[00:05:00.000 --> 00:05:04.000]  在那裏游來游去,還沒宰牠之前
[00:05:04.000 --> 00:05:07.000]  我其實不喜歡吃鯉魚,因為那股味道很膩
[00:05:07.000 --> 00:05:10.000]  所以我不喜歡,不過很喜歡玩那條魚
[00:05:10.000 --> 00:05:13.000]  那條魚都說我很肥
[00:05:13.000 --> 00:05:16.000]  我媽通常會跟我說
[00:05:16.000 --> 00:05:19.000]  當然啦,不過塘的魚就不肥
[00:05:19.000 --> 00:05:22.000]  所以養鯉魚的人很懂得
[00:05:22.000 --> 00:05:25.000]  每次過了魚塘,就給新的魚糧給牠們吃
[00:05:25.000 --> 00:05:28.000]  那些魚就會變得更肥,就更好賣
[00:05:28.000 --> 00:05:31.000]  現在我有兩種思想
[00:05:31.000 --> 00:05:34.000]  一種是做生不如做熟
[00:05:34.000 --> 00:05:37.000]  一個好的老闆是我想追求的
[00:05:37.000 --> 00:05:40.000]  或者我最重要的是有錢
[00:05:40.000 --> 00:05:43.000]  那一刻賺得越多越好
[00:05:43.000 --> 00:05:46.000]  就代表我成功,今年我又發財
[00:05:46.000 --> 00:05:50.000]  為什麼我說這番話不是因為農曆新年
[00:05:50.000 --> 00:05:54.000]  而是因為今天我們去看這段聖經
[00:05:54.000 --> 00:05:57.000]  正正就有一班人
[00:05:57.000 --> 00:06:04.000]  他們在屬靈上想做得很卓越
[00:06:04.000 --> 00:06:10.000]  在這個情況下,我們看看耶穌如何回應他們
[00:06:10.000 --> 00:06:13.000]  今天首先我想和大家看的這段經文
[00:06:13.000 --> 00:06:17.000]  馬太福音第20章第20至28節
[00:06:17.000 --> 00:06:20.000]  是完全沒有歧視性的
[00:06:20.000 --> 00:06:24.000]  雖然那些人很歧視,我們一定會看
[00:06:24.000 --> 00:06:29.000]  但在記載中,耶穌完全沒有歧視性
[00:06:29.000 --> 00:06:35.000]  你追求一個在侍奉當中卓越,不是一件壞事
[00:06:35.000 --> 00:06:40.000]  信徒想靈性更加成長,不是壞事
[00:06:40.000 --> 00:06:46.000]  做傳道人,如果你想做更多主公,不是錯的想法
[00:06:46.000 --> 00:06:52.000]  甚至作為信徒,如果你想在侍奉上有更積極的參與
[00:06:52.000 --> 00:06:56.000]  甚至在慰訓上有參與,我鼓勵你
[00:06:56.000 --> 00:07:00.000]  你要這樣想,不過在這個思想過程中
[00:07:00.000 --> 00:07:06.000]  我們要有一個正確的態度,attitude
[00:07:06.000 --> 00:07:10.000]  而去追求,否則的話
[00:07:10.000 --> 00:07:14.000]  只是歪了一點點,就會出現一些問題
[00:07:14.000 --> 00:07:18.000]  而這些問題是可以很破壞性的
[00:07:18.000 --> 00:07:23.000]  英文叫做很毀滅性的
[00:07:23.000 --> 00:07:27.000]  我們一起去看看這段聖經
[00:07:27.000 --> 00:07:32.000]  如何給一個新的,或者整全一點的看法
[00:07:32.000 --> 00:07:37.000]  在農曆年,我們希望萬象更新的開始
[00:07:37.000 --> 00:07:41.000]  我們都有一個正確的動機
[00:07:41.000 --> 00:07:44.000]  在我們的靈性上有一個好的栽培
[00:07:44.000 --> 00:07:49.000]  我們一起再次打開聖經,馬太福音第20章第20至28節
[00:07:49.000 --> 00:07:51.000]  我們一起讀一次,好嗎?
[00:07:51.000 --> 00:07:58.000]  我們轉到20號的文章,從20號到28號的文章
[00:07:58.000 --> 00:08:00.000]  我們一起以和合本版本讀出
[00:08:00.000 --> 00:08:04.000]  如果你是用英語的,也可以用英語版本
[00:08:04.000 --> 00:08:08.000]  我先拿出大字聖經
[00:08:08.000 --> 00:08:10.000]  我們一起讀
[00:08:10.000 --> 00:08:18.000]  那時西比太兒子的母親和她兩個兒子上前來拜耶穌
[00:08:18.000 --> 00:08:20.000]  求他一件事
[00:08:20.000 --> 00:08:23.000]  耶穌說:你要什麼呢?
[00:08:23.000 --> 00:08:28.000]  她說:願你叫我這兩個兒子在你國裡
[00:08:28.000 --> 00:08:33.000]  一個坐在右邊,一個坐在你左邊
[00:08:33.000 --> 00:08:38.000]  耶穌回答說:你們不知道所求的是什麼
[00:08:38.000 --> 00:08:42.000]  我將要喝的杯,你們能喝嗎?
[00:08:42.000 --> 00:08:45.000]  他們說:我們能
[00:08:45.000 --> 00:08:49.000]  耶穌說:我所喝的杯,你們必要喝
[00:08:49.000 --> 00:08:54.000]  只要坐在我的左右,不是我可以賜的
[00:08:54.000 --> 00:08:58.000]  乃是我父為誰預備的,就賜給誰
[00:08:58.000 --> 00:09:04.000]  那十個門徒聽見,就擄擄他們弟兄二人
[00:09:04.000 --> 00:09:13.000]  耶穌叫了他們來說:你們知道外邦人有君王為主治理他們
[00:09:13.000 --> 00:09:16.000]  有大臣操權管束他們
[00:09:16.000 --> 00:09:20.000]  只是在你們中間不可這樣
[00:09:20.000 --> 00:09:25.000]  你們中間誰願為大,就必作你們的用人
[00:09:25.000 --> 00:09:30.000]  誰願為首,就必作你們的僕人
[00:09:30.000 --> 00:09:36.000]  正如人子來,不是要受人的服侍,乃是要服侍人
[00:09:36.000 --> 00:09:40.000]  並且要赦命,作多人的屬
[00:09:40.000 --> 00:09:43.000]  我讀一次新英文翻譯給大家聽
[00:09:43.000 --> 00:09:48.000]  然後,舊主子的母親,來到他和他的兒子
[00:09:48.000 --> 00:09:52.000]  靠近時,她要求他一件事
[00:09:52.000 --> 00:09:56.000]  他對她說:你想要什麼?
[00:09:56.000 --> 00:10:05.000]  她回答:允許我的兩位兒子坐在你的右邊,和你的左邊
[00:10:05.000 --> 00:10:10.000]  耶穌回答:你不知道自己在問什麼
[00:10:10.000 --> 00:10:14.000]  你能喝下我正在喝的酒嗎?
[00:10:14.000 --> 00:10:17.000]  他們對他說:我們可以
[00:10:17.000 --> 00:10:25.000]  他對她說:你能喝下我的酒,但坐在我的右邊和我的左邊,不是我的
[00:10:25.000 --> 00:10:31.000]  而是給我的父親準備的
[00:10:31.000 --> 00:10:37.000]  現在,當其他十位聽到這件事,他們對兩位兄弟生氣了
[00:10:37.000 --> 00:10:45.000]  但耶穌對他們說:你們知道,聖徒的主人在他們身上賭博
[00:10:45.000 --> 00:10:50.000]  而高位的使用他們的權力
[00:10:50.000 --> 00:10:53.000]  你們不應該這樣做
[00:10:53.000 --> 00:11:00.000]  而是誰想要在你們之中做得最高,就必須是你的使徒
[00:11:00.000 --> 00:11:06.000]  而誰想要在你們之中做得最高,就必須是你的使徒
[00:11:06.000 --> 00:11:12.000]  正如男子之子,他不來做使徒,而是為了做使徒
[00:11:12.000 --> 00:11:16.000]  為了給予他人的生命,是多人的懲罰
[00:11:16.000 --> 00:11:21.000]  在這段聖經裡,給了很多的題目字眼
[00:11:21.000 --> 00:11:28.000]  其實我們跟上文之前有一句話,是經常聽到的
[00:11:28.000 --> 00:11:33.000]  在後的反在前,在前的反在後
[00:11:33.000 --> 00:11:37.000]  其實這句話在這段聖經裡用了不同的形式去表達
[00:11:37.000 --> 00:11:42.000]  所以有些似曾相識的意思在裡面
[00:11:42.000 --> 00:11:48.000]  讓我做一個小小的回顧,上文裡我們剛剛說了些什麼
[00:11:48.000 --> 00:11:57.000]  在聖經裡,我們剛剛說了在聖經裡已經明顯展示了耶穌基督在歷史當中安插了
[00:11:57.000 --> 00:12:02.000]  安排了信徒的門徒,一個很重要的角色
[00:12:02.000 --> 00:12:09.000]  當他們參與在這個拯救救恩的宣揚和成就的過程裡
[00:12:09.000 --> 00:12:13.000]  他們都有一個很重要的位置去扮演
[00:12:13.000 --> 00:12:19.000]  現在他們正要上這條耶路撒冷的道路
[00:12:19.000 --> 00:12:24.000]  所以這一刻是真的來了的時間
[00:12:24.000 --> 00:12:29.000]  不是說一下,這一點是很重要的
[00:12:29.000 --> 00:12:34.000]  今天我們信徒經常只是留意說一下這個思想層面
[00:12:34.000 --> 00:12:42.000]  讓我們將我們所信的東西成為我們行事為人的基礎
[00:12:42.000 --> 00:12:44.000]  並且將它活出來
[00:12:44.000 --> 00:12:48.000]  耶穌要求每一個屬祂的子民都能夠在這個時候
[00:12:48.000 --> 00:12:52.000]  奮勇登場並且全情投入
[00:12:52.000 --> 00:12:57.000]  而不是臨陣退縮,退縮
[00:12:57.000 --> 00:13:00.000]  在這個時候不如算了,不做了
[00:13:00.000 --> 00:13:04.000]  或者從中可能自謀多福
[00:13:04.000 --> 00:13:07.000]  我們已經說過有一個人物叫加勒人猶大
[00:13:07.000 --> 00:13:13.000]  他是很懂得利用耶穌最後的機會
[00:13:13.000 --> 00:13:16.000]  都挖回一筆錢才走的
[00:13:16.000 --> 00:13:20.000]  在這個大前提之下
[00:13:20.000 --> 00:13:22.000]  我們來到這段聖經
[00:13:22.000 --> 00:13:29.000]  耶穌就有他的門徒和他一起上耶路撒冷
[00:13:29.000 --> 00:13:33.000]  上的時候就發生了一段插曲
[00:13:33.000 --> 00:13:37.000]  而這段插曲正正就讓我們看到
[00:13:37.000 --> 00:13:42.000]  其實門徒還沒有充分明白到
[00:13:42.000 --> 00:13:48.000]  在這位我們曾經說過的仁慈的君主上帝
[00:13:48.000 --> 00:13:53.000]  怎樣我們爭取最好最卓越的侍奉
[00:13:53.000 --> 00:13:54.000]  正如剛才所說
[00:13:54.000 --> 00:13:57.000]  耶穌安插了我們在這個救恩的發展裡面
[00:13:57.000 --> 00:13:59.000]  做一個很重要的角色
[00:13:59.000 --> 00:14:00.000]  不是做救恩的
[00:14:00.000 --> 00:14:05.000]  我們要怎樣在這位仁慈之君之下
[00:14:05.000 --> 00:14:08.000]  能夠帶著他的心思意念
[00:14:08.000 --> 00:14:13.000]  來追求一個最卓越的侍奉呢?
[00:14:13.000 --> 00:14:15.000]  所以今天我給了這段經文的題目
[00:14:15.000 --> 00:14:19.000]  Seeking for the foremost achievement
[00:14:19.000 --> 00:14:22.000]  in front of the benevolent monarch
[00:14:22.000 --> 00:14:25.000]  我們一起去看這段聖經
[00:14:25.000 --> 00:14:27.000]  兩個部分和大家一起去看
[00:14:27.000 --> 00:14:32.000]  第一個部分是從第20節至第23節
[00:14:32.000 --> 00:14:35.000]  在這段聖經裡面真正暴露出
[00:14:35.000 --> 00:14:40.000]  原來信主的人的動機是什麼
[00:14:40.000 --> 00:14:43.000]  The real intention to follow Christ
[00:14:43.000 --> 00:14:45.000]  The Lord exposed it
[00:14:45.000 --> 00:14:49.000]  我們一起去看這段聖經說什麼
[00:14:49.000 --> 00:14:55.000]  在這裏我簡單的提一提大約的前設
[00:14:55.000 --> 00:14:58.000]  在這個時候
[00:14:58.000 --> 00:15:01.000]  有一個人的母親
[00:15:01.000 --> 00:15:02.000]  不是一個人
[00:15:02.000 --> 00:15:04.000]  是兩兄弟
[00:15:04.000 --> 00:15:06.000]  他的母親
[00:15:06.000 --> 00:15:08.000]  他母親走來
[00:15:08.000 --> 00:15:09.000]  去找耶穌
[00:15:09.000 --> 00:15:13.000]  來到耶穌面前去拜耶穌
[00:15:13.000 --> 00:15:17.000]  在聖經裡面介紹到這個人物
[00:15:17.000 --> 00:15:19.000]  只是一個母親
[00:15:19.000 --> 00:15:22.000]  他們是哪兩個兒子呢?
[00:15:22.000 --> 00:15:27.000]  聖經故意不提及他們的名稱
[00:15:27.000 --> 00:15:34.000]  反而故意提出他們是西比太的兒子們
[00:15:34.000 --> 00:15:36.000]  這就很特別了
[00:15:36.000 --> 00:15:38.000]  當我們去看聖經的時候
[00:15:38.000 --> 00:15:41.000]  我們都很想找一些人版
[00:15:41.000 --> 00:15:44.000]  對不起這個字眼比較negative
[00:15:44.000 --> 00:15:47.000]  正面一點說是榜樣
[00:15:47.000 --> 00:15:49.000]  Same example
[00:15:49.000 --> 00:15:52.000]  我想找一些例子
[00:15:52.000 --> 00:15:55.000]  以前我記得有兩本書
[00:15:55.000 --> 00:15:59.000]  《聖經中的得勝者》和《聖經中的失敗者》
[00:15:59.000 --> 00:16:01.000]  這兩本書我看過都寫得不錯
[00:16:01.000 --> 00:16:04.000]  不過當我們去看的時候
[00:16:04.000 --> 00:16:06.000]  我們很想找些人版
[00:16:06.000 --> 00:16:07.000]  找些例子
[00:16:07.000 --> 00:16:08.000]  我們跟隨
[00:16:08.000 --> 00:16:09.000]  我跟著他
[00:16:09.000 --> 00:16:11.000]  他怎麼信我就怎麼信
[00:16:11.000 --> 00:16:14.000]  他講什麼我就跟著他
[00:16:14.000 --> 00:16:17.000]  我就會成為一個好的信徒
[00:16:17.000 --> 00:16:19.000]  不過大家請留意
[00:16:19.000 --> 00:16:21.000]  如果我們用這樣的信主方式
[00:16:21.000 --> 00:16:23.000]  我們很容易變成一隻鸚鵡
[00:16:23.000 --> 00:16:26.000]  鸚鵡是什麼呢?
[00:16:26.000 --> 00:16:28.000]  好像在模仿
[00:16:28.000 --> 00:16:31.000]  有時候我在家裡見到我的兔子
[00:16:31.000 --> 00:16:32.000]  我都很開心
[00:16:32.000 --> 00:16:33.000]  為什麼呢?
[00:16:33.000 --> 00:16:34.000]  因為我的兔子很有性格
[00:16:34.000 --> 00:16:36.000]  很有自我
[00:16:36.000 --> 00:16:38.000]  就算他喜歡吃橙
[00:16:38.000 --> 00:16:40.000]  撿一塊橙給他
[00:16:40.000 --> 00:16:42.000]  他不吃就不吃
[00:16:42.000 --> 00:16:44.000]  有些自我性格
[00:16:44.000 --> 00:16:47.000]  因為他知道自己那一刻想不想吃
[00:16:47.000 --> 00:16:49.000]  如果我們作為信徒
[00:16:49.000 --> 00:16:53.000]  找人版或者找些例子
[00:16:53.000 --> 00:16:56.000]  我們將它吸入我們自己的生命裡
[00:16:56.000 --> 00:17:01.000]  就很容易出現很多啼笑皆非
[00:17:01.000 --> 00:17:04.000]  並且沒有經過深思熟慮
[00:17:04.000 --> 00:17:11.000]  甚至經過靈性轉化出來的見證和侍奉
[00:17:11.000 --> 00:17:13.000]  我在教會活了這麼多年
[00:17:13.000 --> 00:17:16.000]  其實見過不少人來到教會
[00:17:16.000 --> 00:17:19.000]  其實都是類似這樣的信仰
[00:17:19.000 --> 00:17:21.000]  他們很多時候聲稱
[00:17:21.000 --> 00:17:22.000]  我是信主了
[00:17:22.000 --> 00:17:24.000]  我受了針
[00:17:24.000 --> 00:17:28.000]  我在教會還做了什麼什麼侍奉
[00:17:28.000 --> 00:17:32.000]  有些甚至告訴我他是傳道人
[00:17:32.000 --> 00:17:38.000]  大家不要覺得有些人在教會
[00:17:38.000 --> 00:17:40.000]  曾經跟我說過是傳道人
[00:17:40.000 --> 00:17:43.000]  以前是做傳道人的
[00:17:43.000 --> 00:17:49.000]  當他們陳述到這些背景的時候
[00:17:49.000 --> 00:17:54.000]  他們以為自己已經在上主的裡面很有確據
[00:17:54.000 --> 00:18:00.000]  但當他們來到教會
[00:18:00.000 --> 00:18:05.000]  其實本身是帶著另類的思想和尋求
[00:18:05.000 --> 00:18:09.000]  普遍的說是喜歡在教會做生意
[00:18:09.000 --> 00:18:11.000]  多不勝數
[00:18:11.000 --> 00:18:18.000]  我自己親耳或者轉接都聽過不少這樣的情況
[00:18:18.000 --> 00:18:25.000]  特別是最近我認識一位年青人
[00:18:25.000 --> 00:18:27.000]  我跟他說
[00:18:27.000 --> 00:18:30.000]  邀請他來我們教會聚會
[00:18:30.000 --> 00:18:32.000]  我說不來也不要緊
[00:18:32.000 --> 00:18:34.000]  去上網聽吧
[00:18:34.000 --> 00:18:36.000]  然後他說你教會有多大
[00:18:36.000 --> 00:18:38.000]  我沒什麼人
[00:18:38.000 --> 00:18:40.000]  他說我沒什麼事做
[00:18:40.000 --> 00:18:42.000]  你想做什麼
[00:18:42.000 --> 00:18:44.000]  你來教會想搞什麼
[00:18:44.000 --> 00:18:47.000]  很多人來教會是想搞什麼
[00:18:47.000 --> 00:18:49.000]  教會沒什麼事做
[00:18:49.000 --> 00:18:51.000]  你看看聖經
[00:18:51.000 --> 00:18:56.000]  有沒有見過耶穌搞什麼建堂委員會
[00:18:56.000 --> 00:18:57.000]  沒有
[00:18:57.000 --> 00:19:01.000]  耶穌有沒有搞什麼大型聚會
[00:19:01.000 --> 00:19:02.000]  報道聚會
[00:19:02.000 --> 00:19:03.000]  沒有
[00:19:03.000 --> 00:19:05.000]  每次都是人來找他
[00:19:05.000 --> 00:19:10.000]  我們作為教會的一份子
[00:19:10.000 --> 00:19:14.000]  其實教會是一群信徒聚在一起
[00:19:14.000 --> 00:19:17.000]  聖經說的只有兩三個
[00:19:17.000 --> 00:19:21.000]  走在一起尋求上帝的心思意念
[00:19:21.000 --> 00:19:24.000]  來遵行上帝的意念
[00:19:24.000 --> 00:19:26.000]  而不是為了做生意
[00:19:26.000 --> 00:19:29.000]  甚至有些人回來教會找配偶
[00:19:29.000 --> 00:19:31.000]  我曾經有親耳聽過
[00:19:31.000 --> 00:19:34.000]  有個媽媽跟我說
[00:19:34.000 --> 00:19:41.000]  Ellen你認識那位好女孩嗎
[00:19:41.000 --> 00:19:43.000]  我說什麼事
[00:19:43.000 --> 00:19:46.000]  她說她兒子還沒娶到老婆
[00:19:46.000 --> 00:19:48.000]  四十多歲了
[00:19:48.000 --> 00:19:51.000]  四十多歲娶不到老婆不是罪嗎
[00:19:51.000 --> 00:19:53.000]  我心想
[00:19:53.000 --> 00:19:55.000]  我叫她回教會
[00:19:55.000 --> 00:19:57.000]  有沒有教會介紹
[00:19:57.000 --> 00:19:59.000]  叫她回教會娶老婆
[00:19:59.000 --> 00:20:01.000]  教會的女孩乖一點
[00:20:01.000 --> 00:20:03.000]  教會的女孩乖一點
[00:20:03.000 --> 00:20:05.000]  是另一個題目
[00:20:05.000 --> 00:20:08.000]  但一定是下流
[00:20:08.000 --> 00:20:10.000]  我只能回答一句
[00:20:10.000 --> 00:20:15.000]  很多人回教會有很多其他原因
[00:20:15.000 --> 00:20:21.000]  甚至侍奉主也有不同目的
[00:20:21.000 --> 00:20:23.000]  走進教會
[00:20:23.000 --> 00:20:25.000]  我在神學院讀書的時候
[00:20:25.000 --> 00:20:27.000]  有同學跟我說
[00:20:27.000 --> 00:20:29.000]  畢業後去哪間教會侍奉
[00:20:29.000 --> 00:20:31.000]  我心想去哪間教會
[00:20:31.000 --> 00:20:33.000]  自己找教會侍奉
[00:20:33.000 --> 00:20:36.000]  如果教會還沒開
[00:20:36.000 --> 00:20:38.000]  就看看上帝有什麼安排
[00:20:38.000 --> 00:20:41.000]  在別的教會別人會來需要
[00:20:41.000 --> 00:20:43.000]  我們就會聯絡到
[00:20:43.000 --> 00:20:45.000]  她說不是啊
[00:20:45.000 --> 00:20:48.000]  我已經聯絡哪間教會了
[00:20:48.000 --> 00:20:50.000]  那間教會牧師很有名
[00:20:50.000 --> 00:20:54.000]  她還跟我說牧師的名字
[00:20:54.000 --> 00:21:00.000]  牧師的名字其實很特別
[00:21:00.000 --> 00:21:04.000]  不過她給我一個綽號
[00:21:04.000 --> 00:21:07.000]  我聽到也覺得很肉麻
[00:21:07.000 --> 00:21:13.000]  原來有很多人跟隨回教會
[00:21:13.000 --> 00:21:15.000]  有很多目的
[00:21:15.000 --> 00:21:20.000]  就算侍奉也可以進入這樣的狀態
[00:21:20.000 --> 00:21:23.000]  所以今天我們看這段聖經的時候
[00:21:23.000 --> 00:21:27.000]  耶穌一開始在聖經裡
[00:21:27.000 --> 00:21:33.000]  點出了很多地方值得我們思索
[00:21:33.000 --> 00:21:36.000]  在這段聖經裡
[00:21:36.000 --> 00:21:39.000]  故意不提及這兩個人
[00:21:39.000 --> 00:21:42.000]  這兩個門徒的名稱
[00:21:42.000 --> 00:21:44.000]  其實是想告訴我們
[00:21:44.000 --> 00:21:47.000]  馬太記載這段聖經
[00:21:47.000 --> 00:21:50.000]  不是希望把耶穌的門徒
[00:21:50.000 --> 00:21:56.000]  分開一些想有特別侍奉崗位的
[00:21:56.000 --> 00:22:01.000]  然後給其他還沒得到侍奉崗位的人
[00:22:01.000 --> 00:22:03.000]  進行一種對立的關係
[00:22:03.000 --> 00:22:05.000]  不是的
[00:22:05.000 --> 00:22:09.000]  所以我們首先要搞清楚這段聖經的站位
[00:22:09.000 --> 00:22:12.000]  耶穌透過馬太記載這段聖經
[00:22:12.000 --> 00:22:16.000]  馬太的目的也展示給我們知道
[00:22:16.000 --> 00:22:19.000]  不是要把這兩個門徒
[00:22:19.000 --> 00:22:22.000]  單獨展現出來
[00:22:22.000 --> 00:22:24.000]  然後被其他門徒去討厭
[00:22:24.000 --> 00:22:26.000]  不是的
[00:22:26.000 --> 00:22:29.000]  而是展現出原來信徒
[00:22:29.000 --> 00:22:33.000]  可能有各式各樣的動機在裡面侍奉
[00:22:33.000 --> 00:22:37.000]  跟隨耶穌的這12個門徒
[00:22:37.000 --> 00:22:38.000]  在這段聖經裡
[00:22:38.000 --> 00:22:43.000]  是刻意的把祂規限在12個門徒裡
[00:22:43.000 --> 00:22:45.000]  其實在前文我們已經說過
[00:22:45.000 --> 00:22:52.000]  耶穌說到有關於第三次預言受難和復活的時候
[00:22:52.000 --> 00:22:56.000]  刻意把這12個門徒規限起來
[00:22:56.000 --> 00:23:01.000]  在這時候展現出原來這12個人
[00:23:01.000 --> 00:23:06.000]  有一種特別追求侍奉主崗位的人
[00:23:06.000 --> 00:23:09.000]  和一些沒有特別追求的人
[00:23:09.000 --> 00:23:14.000]  他們之間的錯誤跟隨主的訊息
[00:23:14.000 --> 00:23:16.000]  這就是整段聖經的理解
[00:23:16.000 --> 00:23:19.000]  為什麼我們在這段聖經裡
[00:23:19.000 --> 00:23:23.000]  不明白這位仁慈之君的心思意念
[00:23:23.000 --> 00:23:26.000]  如果我不明白他的心思意念
[00:23:26.000 --> 00:23:29.000]  我追求的時候可能會出問題
[00:23:29.000 --> 00:23:30.000]  追求本身沒有問題
[00:23:30.000 --> 00:23:31.000]  做得更好
[00:23:31.000 --> 00:23:33.000]  有一個好的侍奉崗位
[00:23:33.000 --> 00:23:34.000]  不要說好
[00:23:34.000 --> 00:23:36.000]  有一個侍奉崗位不是錯
[00:23:36.000 --> 00:23:37.000]  很簡單
[00:23:37.000 --> 00:23:39.000]  我做牧師的
[00:23:39.000 --> 00:23:40.000]  我來港獨
[00:23:40.000 --> 00:23:43.000]  但不代表我這個崗位比你們高
[00:23:43.000 --> 00:23:44.000]  不是的
[00:23:44.000 --> 00:23:45.000]  我和你們一樣
[00:23:45.000 --> 00:23:46.000]  只不過上帝多給我
[00:23:46.000 --> 00:23:48.000]  我可以多學習
[00:23:48.000 --> 00:23:50.000]  然後和大家多分享
[00:23:50.000 --> 00:23:52.000]  你有你的位份
[00:23:52.000 --> 00:23:53.000]  第一姐妹
[00:23:53.000 --> 00:23:55.000]  你不是坐在這裡
[00:23:55.000 --> 00:23:58.000]  你接收了這些訊息的時候
[00:23:58.000 --> 00:24:02.000]  你就要在你的位份裡去做
[00:24:02.000 --> 00:24:04.000]  不是用你
[00:24:04.000 --> 00:24:05.000]  我聽完之後
[00:24:05.000 --> 00:24:06.000]  我走了
[00:24:06.000 --> 00:24:07.000]  散兵走了
[00:24:07.000 --> 00:24:09.000]  踏出教會完成
[00:24:09.000 --> 00:24:10.000]  今天崇拜
[00:24:10.000 --> 00:24:11.000]  我靈性很好
[00:24:11.000 --> 00:24:13.000]  因為牧師說得很精彩
[00:24:13.000 --> 00:24:14.000]  我說得精不精彩
