
[00:00:00.000 --> 00:00:08.000]  今天想跟大家分享路德記的經文
[00:04:10.000 --> 00:04:17.000]  如果今天說法就是她是一些所謂的乞丐,要求別人給她吃剩的東西
[00:04:17.000 --> 00:04:24.000]  所以納沃米回到鄉下,因為她不是女人,所以她也不能拿回地
[00:04:24.000 --> 00:04:29.000]  所以也是很悲哀的,不過為什麼納沃米要回鄉下呢?
[00:04:29.000 --> 00:04:38.000]  其實她大概也是想著回去死,因為那個時代的人覺得死也要死在故鄉
[00:04:38.000 --> 00:04:46.000]  所以很可能她在摩亞餓死,回到以色列也可能要餓死
[00:04:46.000 --> 00:04:50.000]  不過起碼死在以色列比死在異鄉摩亞好
[00:04:50.000 --> 00:04:54.000]  當然一說到這個故事,很多人就會問
[00:04:54.000 --> 00:05:03.000]  是不是他們最初做錯了事呢?是不是她老公伊利米娜離開這個英雄之地
[00:05:03.000 --> 00:05:08.000]  是不是因為她做錯了事,令到她的命運這麼悲哀呢?
[00:05:08.000 --> 00:05:13.000]  令到她老婆和她的兩個媳婦這麼悲哀的命運呢?
[00:05:13.000 --> 00:05:17.000]  其實我覺得經文完全沒有回答這個問題
[00:05:17.000 --> 00:05:23.000]  經文沒有任何指責納沃米做錯了事
[00:05:23.000 --> 00:05:29.000]  反而你可以知道後來是因為他們流浪到摩亞
[00:05:29.000 --> 00:05:33.000]  然後才娶到一個路德這麼好的媳婦
[00:05:33.000 --> 00:05:40.000]  到路德的終結的時候,周圍的古人就跟納沃米說
[00:05:40.000 --> 00:05:44.000]  有路德一個媳婦比有七個兒子好
[00:05:44.000 --> 00:05:47.000]  有媳婦比有兒子還要好
[00:05:47.000 --> 00:05:54.000]  其實就很強調納沃米能夠有路德是一個很大的祝福
[00:05:54.000 --> 00:05:58.000]  而路德能夠成為納沃米的媳婦對路德也是一個祝福
[00:05:58.000 --> 00:06:01.000]  因為後來他們成為了大衛的祖先
[00:06:01.000 --> 00:06:07.000]  所以你可以說這個故事是強調結尾比起初更加好
[00:06:07.000 --> 00:06:12.000]  雖然死了兩個兒子,但是有路德可以說得比較俗一點
[00:06:12.000 --> 00:06:18.000]  死了兩個兒子也是值得的,能夠得到路德這個媳婦
[00:06:18.000 --> 00:06:25.000]  所以故事沒有直接說納沃米去摩亞是好的
[00:06:25.000 --> 00:06:28.000]  也沒有說是不好的
[00:06:28.000 --> 00:06:32.000]  其實我想也反映人生一個實際的現實
[00:06:32.000 --> 00:06:34.000]  有時候我們看《聖經》
[00:06:34.000 --> 00:06:38.000]  一直要將人的行為分為好與不好
[00:06:38.000 --> 00:06:45.000]  這件事是值得讚賞的,或者我們不能學習的,是不好的
[00:06:45.000 --> 00:06:50.000]  但我覺得路德第一章強調的是人生的無奈
[00:06:50.000 --> 00:06:55.000]  我們現代人很喜歡規劃人生
[00:06:55.000 --> 00:07:00.000]  19年的事情,到現在的COVID-19
[00:07:00.000 --> 00:07:06.000]  忽然間讓我們感受到原來我們的人生是不能規劃的
[00:07:06.000 --> 00:07:13.000]  有些我們來了台灣的朋友,可能直至最近這幾個月
[00:07:13.000 --> 00:07:19.000]  可能年初的時候都沒有想過要移民去台灣
[00:07:19.000 --> 00:07:23.000]  現在你就來了台灣,或者有些人去了其他國家
[00:07:23.000 --> 00:07:27.000]  都不是你人生規劃得到的東西
[00:07:27.000 --> 00:07:31.000]  如果現代人如此,古代的人就更加如此
[00:07:31.000 --> 00:07:34.000]  其實《經文》一章開始就說饑荒發生了
[00:07:34.000 --> 00:07:37.000]  誰想饑荒發生呢?沒有的
[00:07:37.000 --> 00:07:41.000]  但饑荒發生,有時候就要走的
[00:07:41.000 --> 00:07:48.000]  其實當年納瓦米做的事,以撒和他的兒子都做過
[00:07:48.000 --> 00:07:53.000]  他的兒子去埃及買糧食,後來以撒自己也去了埃及買糧食
[00:07:53.000 --> 00:07:58.000]  你看到約瑟和以撒的故事
[00:07:58.000 --> 00:08:04.000]  這是古代社會一種,不要說經常
[00:08:04.000 --> 00:08:07.000]  因為古代的人不會無緣無故去旅行
[00:08:07.000 --> 00:08:11.000]  不會像我們這樣,太閒去遊歷的地方
[00:08:11.000 --> 00:08:14.000]  但起碼這些是無奈的選擇
[00:08:14.000 --> 00:08:17.000]  因為饑荒的緣故被逼遷徙
[00:08:17.000 --> 00:08:21.000]  其實是會發生的事情
[00:08:21.000 --> 00:08:26.000]  當饑荒來到,有時候你都不能問應不應該
[00:08:26.000 --> 00:08:31.000]  你要吃飯,找個地方有飯吃的地方
[00:08:31.000 --> 00:08:36.000]  故事其實不是很值得讚美的事情
[00:08:36.000 --> 00:08:38.000]  誰想做饑荒呢?
[00:08:38.000 --> 00:08:43.000]  但也沒有說他是錯的,只是表達人生的那種無奈
[00:08:43.000 --> 00:08:46.000]  我想我們人生很多時候都是這樣的
[00:08:46.000 --> 00:08:49.000]  做出一些選擇,不是我們很喜歡的選擇
[00:08:49.000 --> 00:08:54.000]  更加不需要給什麼很淑女的理由
[00:08:54.000 --> 00:08:58.000]  去移民台灣,為了將基督的福音帶到台灣
[00:08:58.000 --> 00:09:02.000]  光照台灣,不需要給這麼偉大的理由
[00:09:02.000 --> 00:09:05.000]  很多時候就是生活的需要
[00:09:05.000 --> 00:09:08.000]  我們就做了某些選擇
[00:09:08.000 --> 00:09:10.000]  不過故事的重點是
[00:09:10.000 --> 00:09:16.000]  有時候我們做了這些選擇,遇到困難又如何呢?
[00:09:16.000 --> 00:09:22.000]  在路德記的故事,三個丈夫都死了
[00:09:22.000 --> 00:09:29.000]  娜·奧米的選擇是死回家鄉
[00:09:29.000 --> 00:09:32.000]  那兩個媳婦的選擇就比較有趣
[00:09:32.000 --> 00:09:35.000]  他們可以選擇留在摩亞
[00:09:35.000 --> 00:09:39.000]  留在摩亞有什麼出路呢?
[00:09:39.000 --> 00:09:42.000]  其實都不太清楚,大概都是回娘家
[00:09:42.000 --> 00:09:44.000]  他們已經結過婚了
[00:09:44.000 --> 00:09:50.000]  大概是一些很好的丈夫
[00:09:50.000 --> 00:09:52.000]  他們應該不會找他
[00:09:52.000 --> 00:09:56.000]  但至少好處是,這始終是他的故鄉
[00:09:56.000 --> 00:10:00.000]  他有其他的親戚,大概是餓不死的
[00:10:00.000 --> 00:10:03.000]  有親戚,有人給他食物
[00:10:03.000 --> 00:10:08.000]  去到以色列,一個他完全不熟悉的地方
[00:10:08.000 --> 00:10:10.000]  雖然他的丈夫是以色列人
[00:10:10.000 --> 00:10:13.000]  但故事很明顯讓我們知道
[00:10:13.000 --> 00:10:17.000]  路德和另外一個媳婦,這個俄爾巴
[00:10:17.000 --> 00:10:20.000]  都應該沒有去過以色列
[00:10:20.000 --> 00:10:22.000]  完全不知道是什麼東西
[00:10:22.000 --> 00:10:24.000]  去到有什麼際遇呢?不知道
[00:10:24.000 --> 00:10:29.000]  所以俄爾巴選擇回到他的家鄉
[00:10:29.000 --> 00:10:31.000]  英文也沒有說錯
[00:10:31.000 --> 00:10:33.000]  娜·奧米跟他們說了一番話
[00:10:33.000 --> 00:10:36.000]  其實就是鼓勵他們回到家鄉
[00:10:36.000 --> 00:10:39.000]  娜·奧米不會覺得他們出賣家婆
[00:10:39.000 --> 00:10:42.000]  大家都是找飯吃而已
[00:10:42.000 --> 00:10:44.000]  其實是很自然的一件事
[00:10:44.000 --> 00:10:48.000]  不過路德選擇了另一個選擇
[00:10:48.000 --> 00:10:52.000]  他不是選擇一個所謂安全的選擇
[00:10:52.000 --> 00:10:54.000]  或者選擇一個他熟悉的選擇
[00:10:54.000 --> 00:10:57.000]  他選擇他的家人
[00:10:57.000 --> 00:11:02.000]  基本上就是說,總之用中國人的說法
[00:11:02.000 --> 00:11:05.000]  嫁雞隨雞,嫁狗隨狗
[00:11:05.000 --> 00:11:08.000]  我的老婆,我的媽媽經常在那裡
[00:11:08.000 --> 00:11:11.000]  以訛就說,我老婆嫁進了鄰家
[00:11:11.000 --> 00:11:13.000]  就是鄰家的人
[00:11:13.000 --> 00:11:16.000]  要幫鄰家的人賺錢
[00:11:16.000 --> 00:11:18.000]  諸如此類
[00:11:18.000 --> 00:11:22.000]  總之很強調,你嫁了就是那個家的人
[00:11:22.000 --> 00:11:24.000]  反過來說,女兒嫁出去
[00:11:24.000 --> 00:11:26.000]  就不是鄰家的人
[00:11:26.000 --> 00:11:29.000]  所以過往的習慣
[00:11:29.000 --> 00:11:31.000]  分遺產的女孩子是不能分的
[00:11:31.000 --> 00:11:34.000]  因為她嫁出去了,都不是那個家
[00:11:34.000 --> 00:11:39.000]  路德選擇,既然他成為了娜·奧米的媳婦
[00:11:39.000 --> 00:11:41.000]  可以這麼說
[00:11:41.000 --> 00:11:46.000]  他當時就沒有這個所謂的姓氏
[00:11:46.000 --> 00:11:50.000]  總之就是生是娜·奧米家的人
[00:11:50.000 --> 00:11:52.000]  死也是娜·奧米家的人
[00:11:52.000 --> 00:11:57.000]  所以他就選擇跟這個家婆回到以色列
[00:11:57.000 --> 00:11:59.000]  其實這個故事
[00:11:59.000 --> 00:12:01.000]  都給我們一些提醒
[00:12:01.000 --> 00:12:06.000]  固然,俄爾巴做的選擇不是錯
[00:12:06.000 --> 00:12:11.000]  不過故事就說有一個更好的選擇
[00:12:11.000 --> 00:12:15.000]  就是將家人放在第一位
[00:12:15.000 --> 00:12:19.000]  世上的事情很多都會過去
[00:12:19.000 --> 00:12:23.000]  家庭是我們生命中最寶貴的東西
[00:12:23.000 --> 00:12:25.000]  故事好像跟我們說
[00:12:25.000 --> 00:12:27.000]  人生是會有很多困難的
[00:12:27.000 --> 00:12:31.000]  有時會面對一些很困難的選擇
[00:12:31.000 --> 00:12:33.000]  當我們面對這些選擇的時候
[00:12:33.000 --> 00:12:36.000]  有沒有一些優先次序呢?
[00:12:36.000 --> 00:12:39.000]  路德的選擇就是以家人行事
[00:12:39.000 --> 00:12:41.000]  以關係行事
[00:12:41.000 --> 00:12:44.000]  其他東西就算了,冒險就踏出去吧
[00:12:44.000 --> 00:12:50.000]  這個我想當我們在這個世上流浪的日子
[00:12:50.000 --> 00:12:52.000]  就用希伯來書所說
[00:12:52.000 --> 00:12:53.000]  我們都是Burims
[00:12:53.000 --> 00:12:57.000]  我們都是朝向天家的人
[00:12:57.000 --> 00:13:00.000]  我們在世上都是流浪、寄居的人
[00:13:00.000 --> 00:13:01.000]  作為一個寄居的人
[00:13:01.000 --> 00:13:03.000]  這個經文好像提醒我們
[00:13:03.000 --> 00:13:07.000]  將家人放在我們做決定
[00:13:07.000 --> 00:13:10.000]  無論去哪裏做哪裏的優先
[00:13:10.000 --> 00:13:15.000]  其實當年我娶了我老婆
[00:13:15.000 --> 00:13:19.000]  然後終身人叫我回來香港
[00:13:19.000 --> 00:13:21.000]  首先老婆同意
[00:13:21.000 --> 00:13:23.000]  老婆說我不想離開美國
[00:13:23.000 --> 00:13:26.000]  好像她的大媳婦一樣
[00:13:26.000 --> 00:13:27.000]  不想離開她熟悉的地方
[00:13:27.000 --> 00:13:29.000]  我老婆八歲就去了美國
[00:13:29.000 --> 00:13:31.000]  不回香港
[00:13:31.000 --> 00:13:33.000]  不過說實話
[00:13:33.000 --> 00:13:35.000]  我還沒追求我老婆之前已經問她
[00:13:35.000 --> 00:13:37.000]  你想不想回香港
[00:13:37.000 --> 00:13:39.000]  那時候她不知道我這句話的意思
[00:13:39.000 --> 00:13:41.000]  我先問了她
[00:13:41.000 --> 00:13:43.000]  如果她說不想回香港
[00:13:43.000 --> 00:13:44.000]  她喜歡留在美國
[00:13:44.000 --> 00:13:46.000]  我就不追求她了
[00:13:46.000 --> 00:13:49.000]  OK,所以她知道回香港了
[00:13:49.000 --> 00:13:50.000]  回來了
[00:13:50.000 --> 00:13:52.000]  後來我博士出了問題
[00:13:52.000 --> 00:13:55.000]  事實上我去了英國讀三年
[00:13:55.000 --> 00:13:57.000]  拿回博士的博士生涯
[00:13:57.000 --> 00:14:00.000]  當我知道讀博士出了問題的時候
[00:14:00.000 --> 00:14:02.000]  忠臣願意支持我
[00:14:02.000 --> 00:14:04.000]  經濟上支持我去英國讀
[00:14:04.000 --> 00:14:07.000]  又願意等我停職留薪
[00:14:07.000 --> 00:14:09.000]  這些叫甚麼
[00:14:09.000 --> 00:14:10.000]  這些叫做
[00:14:10.000 --> 00:14:12.000]  總之停了職位
[00:14:12.000 --> 00:14:14.000]  不過留了一個位置給我
[00:14:14.000 --> 00:14:18.000]  但是忠臣對我這麼好也好
[00:14:18.000 --> 00:14:20.000]  我第一樣就回去問老婆
[00:14:20.000 --> 00:14:22.000]  老婆你願不願意
[00:14:22.000 --> 00:14:24.000]  又要越州了
[00:14:24.000 --> 00:14:26.000]  最初美國回來香港
[00:14:26.000 --> 00:14:28.000]  我當然是搬去英國了
[00:14:28.000 --> 00:14:30.000]  你做不做這件事
[00:14:30.000 --> 00:14:32.000]  因為那時候已經有三個女兒了
[00:14:32.000 --> 00:14:34.000]  她要帶著三個女兒
[00:14:34.000 --> 00:14:36.000]  由香港去到不熟悉的英國
[00:14:36.000 --> 00:14:38.000]  你做不做
[00:14:38.000 --> 00:14:40.000]  老婆說做啊
[00:14:40.000 --> 00:14:42.000]  這個老婆很好
[00:14:42.000 --> 00:14:44.000]  上天賜我一個好老婆
[00:14:44.000 --> 00:14:45.000]  那就去吧
[00:14:45.000 --> 00:14:47.000]  如果老婆說不做
[00:14:47.000 --> 00:14:48.000]  就回美國吧
[00:14:48.000 --> 00:14:50.000]  去回熟悉的環境
[00:14:50.000 --> 00:14:52.000]  我就真的會回去美國
[00:14:52.000 --> 00:14:53.000]  我不讀書的
[00:14:53.000 --> 00:14:55.000]  我想找個牧師公
[00:14:55.000 --> 00:14:57.000]  應該也找得到吧
[00:14:57.000 --> 00:15:00.000]  我的聲譽還沒到掃地的地步
[00:15:00.000 --> 00:15:02.000]  應該也找到工作的
[00:15:02.000 --> 00:15:04.000]  重點就是說
[00:15:04.000 --> 00:15:07.000]  我們做甚麼決定也好
[00:15:07.000 --> 00:15:10.000]  先看家人的關係
[00:15:10.000 --> 00:15:13.000]  特別當我們去到陌生的環境之中
[00:15:13.000 --> 00:15:15.000]  怎樣照顧家人
[00:15:15.000 --> 00:15:18.000]  就成為我們很重要的優先要想的東西
[00:15:18.000 --> 00:15:20.000]  我們去到第二章
[00:15:20.000 --> 00:15:22.000]  其實時間去得很快
[00:15:22.000 --> 00:15:26.000]  第二章開始的時候
[00:15:26.000 --> 00:15:29.000]  第一節說
[00:15:29.000 --> 00:15:31.000]  拿俄米有個親戚
[00:15:31.000 --> 00:15:33.000]  是她丈夫伊利米勒本族的人
[00:15:33.000 --> 00:15:35.000]  叫波阿斯
[00:15:35.000 --> 00:15:36.000]  這個介紹背景
[00:15:36.000 --> 00:15:38.000]  是個大財主
[00:15:38.000 --> 00:15:41.000]  波阿女子路德對拿俄米說
[00:15:41.000 --> 00:15:44.000]  讓我到田裡去拾取墨水
[00:15:44.000 --> 00:15:47.000]  我在誰的眼中蒙恩
[00:15:47.000 --> 00:15:50.000]  就跟在誰的身後吧
[00:15:50.000 --> 00:15:52.000]  拿俄米說
[00:15:52.000 --> 00:15:53.000]  女兒你去吧
[00:15:53.000 --> 00:15:55.000]  路德就去了
[00:15:55.000 --> 00:15:57.000]  經文輕描淡寫
[00:15:57.000 --> 00:15:59.000]  那兩句
[00:15:59.000 --> 00:16:02.000]  媳婦和家破的對話
[00:16:02.000 --> 00:16:06.000]  你可以想像當中的情況
[00:16:06.000 --> 00:16:08.000]  其實是很淒慘的
[00:16:08.000 --> 00:16:11.000]  當拿俄米
[00:16:11.000 --> 00:16:14.000]  或者當波阿斯還沒到十歲之前
[00:16:14.000 --> 00:16:15.000]  他們吃甚麼呢
[00:16:15.000 --> 00:16:17.000]  不知道經文有沒有交代
[00:16:17.000 --> 00:16:20.000]  不知道是不是拿俄米找那些舊親戚
[00:16:20.000 --> 00:16:22.000]  希望他們施捨一些食物
[00:16:22.000 --> 00:16:24.000]  回去施捨親戚
[00:16:24.000 --> 00:16:25.000]  施捨一兩餐
[00:16:25.000 --> 00:16:26.000]  OK的
[00:16:26.000 --> 00:16:28.000]  但是長貧難顧
[00:16:28.000 --> 00:16:30.000]  那怎麼辦呢
[00:16:30.000 --> 00:16:37.000]  所以路德就做了一件很勇敢的事
[00:16:37.000 --> 00:16:40.000]  路德其實如果套用今天的人的比喻
[00:16:40.000 --> 00:16:43.000]  就是他申請了當年的公援制度
[00:16:43.000 --> 00:16:44.000]  因為你知道
[00:16:44.000 --> 00:16:46.000]  根據舊約的律法
[00:16:46.000 --> 00:16:50.000]  當收割的人去收割穀物的時候
[00:16:50.000 --> 00:16:53.000]  所謂掉到地上的那些
[00:16:53.000 --> 00:16:56.000]  根據摩西律法應該留在地上
[00:16:56.000 --> 00:16:59.000]  給那些無依無靠的人撿
[00:16:59.000 --> 00:17:01.000]  這是舊約的福利制度
[00:17:01.000 --> 00:17:05.000]  當然舊約的福利制度就不像今天那樣
[00:17:05.000 --> 00:17:07.000]  今天政府的規矩很明顯
[00:17:07.000 --> 00:17:08.000]  你合資格
[00:17:08.000 --> 00:17:10.000]  政府就應該給你錢
[00:17:10.000 --> 00:17:12.000]  舊約就這樣寫
[00:17:12.000 --> 00:17:17.000]  但是地主的工人會不會這樣做呢
[00:17:17.000 --> 00:17:18.000]  其實不知道
[00:17:18.000 --> 00:17:23.000]  真的要看地主是否所謂敬畏神
[00:17:23.000 --> 00:17:29.000]  但是摩亞女子就選擇
[00:17:29.000 --> 00:17:33.000]  根據當時以色列的規矩
[00:17:33.000 --> 00:17:36.000]  去找一些食物去支持她的家婆
[00:17:36.000 --> 00:17:39.000]  這顯示了路德的勇氣
[00:17:39.000 --> 00:17:41.000]  他主動問婆婆
[00:17:41.000 --> 00:17:44.000]  婆婆就說好啊 你們去吧
[00:17:44.000 --> 00:17:46.000]  為甚麼需要勇氣呢
[00:17:46.000 --> 00:17:49.000]  其實如果你看回經文你都知道的
[00:17:49.000 --> 00:17:51.000]  第二章第九節那裡說到
[00:17:51.000 --> 00:17:56.000]  路德已經在波亞斯的地上撿了那些掉下來的東西
[00:17:56.000 --> 00:17:57.000]  撿了十堆
[00:17:57.000 --> 00:18:00.000]  接著波亞斯看到就問那些人
[00:18:00.000 --> 00:18:01.000]  這個女的是誰呢
[00:18:01.000 --> 00:18:02.000]  接著那些人就說
[00:18:02.000 --> 00:18:04.000]  這個就是摩亞尼的那個
[00:18:04.000 --> 00:18:07.000]  那個愛邦人女孩路德
[00:18:07.000 --> 00:18:12.000]  波亞斯就知道路德對他家婆的忠心
[00:18:12.000 --> 00:18:13.000]  所以就叫他來
[00:18:13.000 --> 00:18:16.000]  你在我的田裡十歲吧
[00:18:16.000 --> 00:18:18.000]  你這麼好的女人
[00:18:18.000 --> 00:18:20.000]  接著波亞斯說了這句
[00:18:20.000 --> 00:18:26.000]  你要看好我的僕人正在那塊田收割
[00:18:26.000 --> 00:18:28.000]  跟著女僕們去
[00:18:28.000 --> 00:18:33.000]  我已經吩咐僕人不可侵犯你
[00:18:33.000 --> 00:18:37.000]  經文有趣的是波亞斯告訴路德
[00:18:37.000 --> 00:18:42.000]  是要他吩咐僕人不要侵犯路德
[00:18:42.000 --> 00:18:48.000]  就是說其實一個女人在田裡十歲的時候
[00:18:48.000 --> 00:18:52.000]  被收割的工人侵犯欺負
[00:18:52.000 --> 00:18:56.000]  其實可能是很平常的事情
[00:18:56.000 --> 00:18:59.000]  所以波亞斯要特別跟僕人說
[00:18:59.000 --> 00:19:01.000]  你不可以欺負路德
[00:19:01.000 --> 00:19:03.000]  接著他就告訴路德
[00:19:03.000 --> 00:19:04.000]  這樣你就安全了
[00:19:04.000 --> 00:19:06.000]  因為我已經吩咐過他僕人了
[00:19:06.000 --> 00:19:11.000]  如果我們跳到第二章第二節那裡
[00:19:11.000 --> 00:19:14.000]  就拿我米跟路德說了一句話
[00:19:14.000 --> 00:19:16.000]  拿我米對媳婦路德說
[00:19:16.000 --> 00:19:19.000]  女兒啊你要跟著她的女僕出去
[00:19:19.000 --> 00:19:24.000]  免得你到別人的田間受人騷擾
[00:19:24.000 --> 00:19:26.000]  和修本就譯成了騷擾
[00:19:26.000 --> 00:19:31.000]  很輕描淡寫的
[00:19:31.000 --> 00:19:36.000]  但是郁金·彼得遜就直接一點
[00:19:36.000 --> 00:19:38.000]  So that you won't be raped
[00:19:38.000 --> 00:19:40.000]  你不會被人強姦
[00:19:40.000 --> 00:19:43.000]  其實這些女人去撿
[00:19:43.000 --> 00:19:46.000]  所謂撿下來的食物
[00:19:46.000 --> 00:19:51.000]  隨時被田野的人強姦或者性侵犯他們
[00:19:51.000 --> 00:19:55.000]  路德願意去做這件事
[00:19:55.000 --> 00:19:57.000]  因為他愛他的家婆
[00:19:57.000 --> 00:20:00.000]  他的家婆也愛路德
[00:20:00.000 --> 00:20:02.000]  為什麼不是拿我米去撿呢?
[00:20:02.000 --> 00:20:04.000]  可能因為他太老了
[00:20:04.000 --> 00:20:05.000]  做不到這些事
[00:20:05.000 --> 00:20:06.000]  我們不太清楚
[00:20:06.000 --> 00:20:10.000]  但是你看到路德為了他的家婆
[00:20:10.000 --> 00:20:12.000]  為了他的家
[00:20:12.000 --> 00:20:14.000]  他願意去冒險
[00:20:14.000 --> 00:20:19.000]  我想我們回到今天的場景
[00:20:19.000 --> 00:20:23.000]  希望我們很多時候為了家人
[00:20:23.000 --> 00:20:25.000]  遇到什麼困難
[00:20:25.000 --> 00:20:30.000]  有時候可能要為五斗米折腰
[00:20:30.000 --> 00:20:32.000]  那就是為五斗米折腰
[00:20:32.000 --> 00:20:35.000]  我不知道陶淵明那時候有沒有小孩
[00:20:35.000 --> 00:20:37.000]  有沒有查過陶淵明有沒有結婚
[00:20:37.000 --> 00:20:41.000]  總之陶淵明寫的文章
[00:20:41.000 --> 00:20:43.000]  看不到他考慮子女的問題
[00:20:43.000 --> 00:20:45.000]  我們人生就是這樣
[00:20:45.000 --> 00:20:47.000]  很多時候為了家人
[00:20:47.000 --> 00:20:49.000]  就要為五斗米折腰
[00:20:49.000 --> 00:20:53.000]  家人是先行的
[00:20:53.000 --> 00:20:58.000]  我們也不要看這是一件很羞愧的事
[00:20:58.000 --> 00:21:03.000]  路德也不會覺得他去田野間
[00:21:03.000 --> 00:21:06.000]  像乞丐那樣撿別人掉下來的東西
[00:21:06.000 --> 00:21:09.000]  他不會覺得羞愧
[00:21:09.000 --> 00:21:12.000]  因為他養活了他的家人
[00:21:12.000 --> 00:21:14.000]  他就做了
[00:21:14.000 --> 00:21:16.000]  要跪下就跪下
[00:21:16.000 --> 00:21:19.000]  其實我們很多時候
[00:21:19.000 --> 00:21:21.000]  一家人去到一個新環境
[00:21:21.000 --> 00:21:24.000]  可能都會遇到很多困難
[00:21:24.000 --> 00:21:28.000]  我們希望在遇到困難的時候
[00:21:28.000 --> 00:21:31.000]  都能夠像路德和拿和米那樣
[00:21:31.000 --> 00:21:34.000]  互相坦誠的分享
[00:21:34.000 --> 00:21:37.000]  我遇到真的很困難的
[00:21:37.000 --> 00:21:39.000]  譬如爸爸工作
[00:21:39.000 --> 00:21:42.000]  以前在香港的工作很多手下
[00:21:42.000 --> 00:21:43.000]  很威風的
[00:21:43.000 --> 00:21:45.000]  去到台灣就不是了
[00:21:45.000 --> 00:21:48.000]  做打份牛工的
[00:21:48.000 --> 00:21:50.000]  可能很多事情要重新適應
[00:21:50.000 --> 00:21:52.000]  很多的困難
[00:21:52.000 --> 00:21:56.000]  很多的激氣的事情
[00:21:56.000 --> 00:22:00.000]  希望爸爸如果有這些經歷
[00:22:00.000 --> 00:22:03.000]  可以和家人和老婆坦誠分享
[00:22:03.000 --> 00:22:05.000]  就像拿和米和路德
[00:22:05.000 --> 00:22:07.000]  大家有聊有說
[00:22:07.000 --> 00:22:09.000]  不需要覺得羞愧
[00:22:09.000 --> 00:22:13.000]  老婆說我打工沒試過這麼激氣
[00:22:13.000 --> 00:22:15.000]  跟老婆說
[00:22:15.000 --> 00:22:17.000]  這不是失去男人的威風
[00:22:17.000 --> 00:22:19.000]  反過來說
[00:22:19.000 --> 00:22:21.000]  如果有小孩
[00:22:21.000 --> 00:22:23.000]  我想做媽媽的
[00:22:23.000 --> 00:22:25.000]  來到一個新環境
[00:22:25.000 --> 00:22:27.000]  一定有很多事情很困難的
[00:22:27.000 --> 00:22:31.000]  當年其實我2011年回來香港的時候
[00:22:31.000 --> 00:22:33.000]  我三個女兒
