
[00:00:00.000 --> 00:00:04.560]  各位頂尖的朋友大家好
[00:02:34.560 --> 00:02:39.360]  更可怕的現象就是我會見到不少的人
[00:02:39.360 --> 00:02:42.560]  因為回了教會多做了教會的侍奉
[00:02:42.560 --> 00:02:47.040]  漸漸變得更加假冒偽善
[00:02:47.040 --> 00:02:52.160]  這個絕對不是上帝所希望見到的現象
[00:02:52.160 --> 00:02:56.160]  你看一個非常不理想的現象
[00:02:56.160 --> 00:02:59.360]  為什麼會做到這樣的結局呢?
[00:02:59.360 --> 00:03:02.800]  我歸納去可以這樣看的就是
[00:03:02.800 --> 00:03:06.560]  人特別是教會裏面的領袖
[00:03:06.560 --> 00:03:09.920]  因為他跌入了魔鬼撒旦的詭計
[00:03:09.920 --> 00:03:13.920]  他認為教會只需要多搞一些活動
[00:03:13.920 --> 00:03:16.480]  信徒多些參與
[00:03:16.480 --> 00:03:20.800]  他們的靈性就等同於越來越好
[00:03:20.800 --> 00:03:24.800]  曾經在教會有一位教會領袖
[00:03:24.800 --> 00:03:27.840]  曾經說過一句這樣的說話
[00:03:27.840 --> 00:03:30.640]  他說這句話的前設就是
[00:03:30.640 --> 00:03:35.680]  教會接下來在兩個月之後有一個報道聚會
[00:03:35.680 --> 00:03:39.040]  在開會的時候他說
[00:03:39.040 --> 00:03:44.160]  哎呀 剛剛那一天教會的報道聚會
[00:03:44.160 --> 00:03:46.480]  我有事要搞
[00:03:46.480 --> 00:03:50.320]  你有什麼事要搞?
[00:03:50.320 --> 00:03:53.120]  他說是個私人的事情
[00:03:53.120 --> 00:03:58.560]  私人的事情跟教會沒有關係
[00:03:58.560 --> 00:04:01.360]  他說教會的活動
[00:04:01.360 --> 00:04:03.760]  碰巧撞了我的旗
[00:04:03.760 --> 00:04:08.800]  不回來不是很好
[00:04:08.800 --> 00:04:13.600]  各位姐妹
[00:04:13.600 --> 00:04:18.400]  第一 教會不是你私人活動
[00:04:18.400 --> 00:04:23.120]  教會不是因為某一個人撞了旗
[00:04:23.120 --> 00:04:25.680]  於是那件事就不做
[00:04:25.680 --> 00:04:28.000]  或者當做的事情不做
[00:04:28.000 --> 00:04:31.520]  但他更加否白了一件事
[00:04:31.520 --> 00:04:37.200]  很多時候信徒只是因應任務參加聚會
[00:04:37.200 --> 00:04:42.640]  來表達自己是否升入一個靈性的狀態
[00:04:42.640 --> 00:04:47.600]  這種量度靈性的方式
[00:04:47.600 --> 00:04:51.920]  是一個很危險的異端思維
[00:04:51.920 --> 00:04:54.960]  因為很多異端
[00:04:54.960 --> 00:04:58.960]  正正是你越參加得多就代表你越敬虔
[00:04:58.960 --> 00:05:00.720]  上帝不是這樣看的
[00:05:00.720 --> 00:05:03.840]  上帝是一位鑒察人心的上帝
[00:05:03.840 --> 00:05:09.920]  他看人的敬虔不是因為你參加了教會的活動多了
[00:05:09.920 --> 00:05:12.400]  或者教會活動搞多了
[00:05:12.400 --> 00:05:15.360]  然後等同於你更敬虔
[00:05:15.360 --> 00:05:18.160]  很多時候很多人搞事工
[00:05:18.160 --> 00:05:23.680]  其實純粹是為了表揚自己好像敬虔的
[00:05:23.680 --> 00:05:25.600]  不敬虔的
[00:05:25.600 --> 00:05:29.200]  所以在這個情況之下
[00:05:29.200 --> 00:05:33.280]  信徒怎樣才可以走出這種類似的突破
[00:05:33.280 --> 00:05:36.640]  這種狀態而有所突破呢
[00:05:36.640 --> 00:05:39.680]  今天很多教會都是這樣做的
[00:05:39.680 --> 00:05:44.240]  教會每個人都說要參加聚會搞多點事
[00:05:44.240 --> 00:05:47.520]  就等同於大家的靈性會好
[00:05:47.520 --> 00:05:53.120]  但怎樣才走出一個錯誤的觀念呢
[00:05:53.120 --> 00:05:55.840]  首先不要走向極端
[00:05:55.840 --> 00:06:00.000]  不是教會完全不要搞事工不要搞聚會
[00:06:00.000 --> 00:06:02.000]  不要走向極端
[00:06:02.000 --> 00:06:05.200]  每一件事處理的時候要有一個平衡
[00:06:05.200 --> 00:06:10.480]  信徒需要長期在一些突破的上面
[00:06:10.480 --> 00:06:14.320]  能夠給我們有一對更準確的靈性眼睛
[00:06:14.320 --> 00:06:18.960]  來看清楚我今天當作的事是作成怎樣
[00:06:18.960 --> 00:06:21.520]  也帶著一個什麼心態去做
[00:06:21.520 --> 00:06:26.960]  因此今天我們回頭看一個很重要的人物
[00:06:26.960 --> 00:06:34.000]  這個人物他透過上帝給他一個在靈性上的大突破
[00:06:34.000 --> 00:06:37.360]  這個人物叫做尼泊爾夾尼沙王
[00:06:37.360 --> 00:06:42.400]  透過他自己的口親自來否罷出
[00:06:42.400 --> 00:06:48.720]  他整個信主的過程之後的體驗
[00:06:48.720 --> 00:06:53.200]  讓我們去明白到其實當每一個信徒
[00:06:53.200 --> 00:06:56.080]  他的靈性經過突破之後
[00:06:56.080 --> 00:07:00.880]  同樣應該歸入這種突破的表現裏面
[00:07:00.880 --> 00:07:06.480]  不然的話我們的靈性只會沉淪在一個
[00:07:06.480 --> 00:07:11.440]  仍然多做教會事工多做聚會的情況
[00:07:11.440 --> 00:07:14.000]  以為自己更虔誠
[00:07:14.000 --> 00:07:21.840]  這種這麼膚淺而不是聖經裏面所表達的一種靈性追求
[00:07:21.840 --> 00:07:26.320]  所以今天我給了這段經文一個標題叫做
[00:07:26.320 --> 00:07:28.400]  靈情突破
[00:07:28.400 --> 00:07:31.680]  Breaking point on spiritual journey
[00:07:31.680 --> 00:07:36.240]  每一個人在靈性上在屬靈的旅程當中
[00:07:36.240 --> 00:07:38.960]  都需要這些突破
[00:07:38.960 --> 00:07:43.200]  讓我們能夠重新準確地去瞄準認識
[00:07:43.200 --> 00:07:45.360]  上帝是怎樣的一位神
[00:07:45.360 --> 00:07:47.360]  需要不斷調教
[00:07:47.600 --> 00:07:52.480]  就好像很多時候一輛汽車一樣
[00:07:52.480 --> 00:07:58.720]  為什麼一輛車要做定期的維修檢查呢
[00:07:58.720 --> 00:08:00.880]  就是要去調節那輛車
[00:08:00.880 --> 00:08:04.080]  因為車行走就會走樣
[00:08:04.080 --> 00:08:07.440]  行走時螺絲就會走
[00:08:07.440 --> 00:08:09.520]  調整就會變
[00:08:09.520 --> 00:08:13.520]  你要更新一下調整一下
[00:08:13.520 --> 00:08:14.960]  怎樣調整
[00:08:14.960 --> 00:08:18.880]  靈性上可以在這段聖經裏看到
[00:08:18.880 --> 00:08:20.880]  我們再次打開這段聖經
[00:08:20.880 --> 00:08:22.400]  不是很長的
[00:08:22.400 --> 00:08:26.240]  我們看第四章34-37節
[00:08:26.240 --> 00:08:30.160]  我們透過但爾利書這段經文
[00:08:30.160 --> 00:08:34.160]  看看尼泊爾格尼撒王改變了之後
[00:08:34.160 --> 00:08:38.640]  他的自我陳述是什麼
[00:08:38.640 --> 00:08:40.640]  我們一起打開讀多一次
[00:08:40.640 --> 00:08:42.640]  一起讀
[00:08:42.640 --> 00:08:45.120]  日子滿足
[00:08:45.120 --> 00:08:48.640]  我尼泊爾格尼撒舉目
[00:08:48.640 --> 00:08:52.480]  我的聰明復歸於我
[00:08:52.480 --> 00:08:55.440]  我便稱頌至高者
[00:08:55.440 --> 00:08:59.280]  讚美尊敬活到永遠的神
[00:08:59.280 --> 00:09:02.160]  他的權柄是永有的
[00:09:02.160 --> 00:09:04.880]  他的國傳到萬代
[00:09:04.880 --> 00:09:09.120]  世上所有的居民都算為虛無
[00:09:09.120 --> 00:09:13.760]  在天上的萬軍和世上的居民中
[00:09:13.760 --> 00:09:17.040]  他都憑自己的旨意行事
[00:09:17.040 --> 00:09:20.000]  無人能攔住他手
[00:09:20.000 --> 00:09:21.600]  或問他說
[00:09:21.600 --> 00:09:23.200]  你做什麼呢
[00:09:23.200 --> 00:09:26.800]  那時我的聰明復歸於我
[00:09:26.800 --> 00:09:31.120]  為我的國榮耀威嚴和光榮
[00:09:31.120 --> 00:09:33.120]  也都復歸於我
[00:09:33.120 --> 00:09:37.840]  並且我的謀士和大臣也來朝見我
[00:09:37.840 --> 00:09:41.200]  我又得建立在國位上
[00:09:41.200 --> 00:09:44.480]  最大的權柄加增於我
[00:09:44.480 --> 00:09:49.360]  現在我尼泊爾格尼撒讚美尊崇
[00:09:49.360 --> 00:09:51.760]  敬敬天上的王
[00:09:51.760 --> 00:09:55.760]  因為他所做的全都誠實
[00:09:55.760 --> 00:09:58.960]  他所行的也都公平
[00:09:58.960 --> 00:10:04.080]  那行動驕傲的他能降為卑
[00:10:05.680 --> 00:10:07.680]  上文說什麼呢
[00:10:07.680 --> 00:10:12.240]  上文我們知道上帝做了一些事情
[00:10:12.240 --> 00:10:17.280]  在尼泊爾格尼撒王身上
[00:10:17.280 --> 00:10:19.040]  總結出來就是
[00:10:19.040 --> 00:10:24.240]  上帝縱使如果將我們放在他手裡的時候
[00:10:24.240 --> 00:10:28.080]  使我們遇到損失或不幸
[00:10:28.080 --> 00:10:31.120]  這不是一件壞事
[00:10:31.120 --> 00:10:34.720]  只要在上帝手上的時候
[00:10:34.720 --> 00:10:39.840]  反而上帝賜予人的不幸或損失
[00:10:39.840 --> 00:10:45.040]  是成為上帝給予一個人的靈性祝福的
[00:10:45.040 --> 00:10:47.040]  另一個新開始
[00:10:47.040 --> 00:10:50.560]  尼泊爾格尼撒王就有能夠從上帝
[00:10:50.560 --> 00:10:54.880]  從天而降下來的機會
[00:10:54.880 --> 00:10:59.360]  縱然他好像黑衣一樣
[00:10:59.360 --> 00:11:01.360]  活像野獸
[00:11:02.080 --> 00:11:06.480]  只是吃草來生活七年的時間
[00:11:06.480 --> 00:11:08.480]  但請大家留意
[00:11:08.480 --> 00:11:11.600]  上帝沒有使他完全摧毀
[00:11:11.600 --> 00:11:15.120]  上帝仍然有甘露滋潤他
[00:11:15.120 --> 00:11:20.880]  使他維持一個最簡單的生活狀態
[00:11:20.880 --> 00:11:25.680]  但這個狀態卻給他一雙真正的眼睛
[00:11:25.680 --> 00:11:33.120]  去看清楚誰才是主權的責備人
[00:11:33.120 --> 00:11:36.400]  他不單只掌管天上的權柄
[00:11:36.400 --> 00:11:38.880]  他並且掌管地上的權柄
[00:11:38.880 --> 00:11:40.880]  這位就叫做至高者實
[00:11:40.880 --> 00:11:48.080]  而當這個祝福來到尼泊爾格尼撒王身上之後
[00:11:48.080 --> 00:11:51.600]  就為他產生了翻天覆地的改變
[00:11:51.600 --> 00:11:57.120]  將開圍損失的事情也變成了祝福
[00:11:57.120 --> 00:12:00.080]  這就是今天我想和大家一起去看
[00:12:00.080 --> 00:12:02.080]  他改變了之後
[00:12:02.080 --> 00:12:04.800]  他對這份祝福的看法
[00:12:04.800 --> 00:12:09.040]  這段聖經我們可以分為兩個大部分
[00:12:09.040 --> 00:12:15.440]  第一個部分是在和合本第四章34至35節
[00:12:15.440 --> 00:12:19.520]  或者希伯來文聖經第四章31至32節
[00:12:19.520 --> 00:12:25.280]  以及第二個部分就是和合本第四章36至37節
[00:12:25.280 --> 00:12:30.560]  希伯來文聖經第四章33至34節
[00:12:30.560 --> 00:12:35.760]  將這兩部分解開的有一句很重要的話
[00:12:35.760 --> 00:12:41.920]  就是認知到福歸於我這個動詞
[00:12:41.920 --> 00:12:45.600]  所以大家可以在這段聖經裏面會看見
[00:12:45.600 --> 00:12:51.360]  第34節有一句叫做我的聰明福歸於我
[00:12:51.360 --> 00:12:53.360]  我一會兒再詳細解釋這句話
[00:12:53.360 --> 00:12:58.320]  以及到了第36節的時候
[00:12:58.320 --> 00:13:02.240]  同樣用我的聰明福歸於我
[00:13:02.240 --> 00:13:07.040]  將整段聖經的讚頌解開了兩部分
[00:13:07.040 --> 00:13:11.840]  我們就用聖經的介紹去理解這段聖經
[00:13:11.840 --> 00:13:15.840]  第一個部分我給了一個副題
[00:13:15.840 --> 00:13:18.880]  叫做有實質意義的信
[00:13:18.880 --> 00:13:24.400]  英文叫做Faith with Essence
[00:13:24.400 --> 00:13:27.600]  我很喜歡用英文這個字
[00:13:27.600 --> 00:13:29.600]  Essence這個字
[00:13:29.600 --> 00:13:33.200]  有質素的有實體的
[00:13:33.200 --> 00:13:36.480]  不是一件空洞的事情
[00:13:36.480 --> 00:13:39.600]  信不是一件空洞的事情
[00:13:39.600 --> 00:13:43.440]  今天很多基督徒的信其實是很空洞的
[00:13:43.440 --> 00:13:46.640]  他根本不知道自己基於什麼去相信
[00:13:46.640 --> 00:13:49.200]  只不過人叫你回家你就回家
[00:13:49.200 --> 00:13:51.200]  我女朋友我男朋友回家
[00:13:51.200 --> 00:13:52.080]  我喜歡他
[00:13:52.080 --> 00:13:54.080]  我覺得上帝帶領我
[00:13:54.080 --> 00:13:56.080]  祝福我就帶我回去
[00:13:56.080 --> 00:14:00.640]  讓我享受在這個所謂信主的裏面
[00:14:00.640 --> 00:14:03.120]  但是尼泊爾加利沙人王的信
[00:14:03.120 --> 00:14:07.760]  卻是真是一個有實實在在的意義
[00:14:07.760 --> 00:14:12.400]  有很多人批評基督教當中的靈恩派
[00:14:12.400 --> 00:14:16.720]  其中一個主要因素就是他們只會說
[00:14:16.720 --> 00:14:19.840]  聖靈啟示我什麼
[00:14:19.840 --> 00:14:21.840]  聖靈說什麼給我聽
[00:14:21.840 --> 00:14:29.520]  甚至說一些靈恩的謊言
[00:14:29.520 --> 00:14:35.120]  謊言其實原文的字眼只是外國語言
[00:14:35.120 --> 00:14:41.600]  等同於牧師講道時說的希臘文
[00:14:41.600 --> 00:14:43.600]  這些叫謊言
[00:14:43.600 --> 00:14:45.600]  如果這樣說我就常常說謊言
[00:14:45.600 --> 00:14:50.000]  你不明白就要有人解釋給你聽
[00:14:50.000 --> 00:14:52.000]  我做一個解釋的角色給你聽
[00:14:52.000 --> 00:14:54.000]  聖經有介紹的
[00:14:54.000 --> 00:14:58.480]  謊言不是一些虛無飄渺的語言
[00:14:58.480 --> 00:15:00.480]  天國的語言那麼簡單
[00:15:00.480 --> 00:15:03.920]  靈恩派的處理就是這樣去看法
[00:15:03.920 --> 00:15:11.600]  但是否只有靈恩派才有這種空口說白話的情況呢
[00:15:11.600 --> 00:15:13.600]  不見得是
[00:15:13.600 --> 00:15:20.720]  基督徒今天很多信主的狀態也只是說說而已
[00:15:20.720 --> 00:15:23.920]  距離靈恩派不是很遠
[00:15:23.920 --> 00:15:34.560]  很多人我留意到在上一屆教會的信仰狀態就像我祖母那種信主的狀態
[00:15:34.560 --> 00:15:36.560]  很類似
[00:15:36.560 --> 00:15:38.560]  我祖母是沒有信主的
[00:15:38.560 --> 00:15:40.560]  以我所知
[00:15:40.560 --> 00:15:44.560]  聽聞她臨死之前說她信了主
[00:15:44.560 --> 00:15:46.560]  我不知道我不在場
[00:15:46.560 --> 00:15:50.560]  我希望見到她在天國裏
[00:15:50.560 --> 00:15:52.560]  我希望見到大家
[00:15:52.560 --> 00:15:55.600]  但是否真的認罪悔改而信主呢
[00:15:55.600 --> 00:15:57.600]  這就要她才知道了
[00:15:57.600 --> 00:15:59.600]  神才知道
[00:15:59.600 --> 00:16:05.600]  不過我祖母以我認識她一生她都沒有信主的
[00:16:05.600 --> 00:16:07.600]  以我和她生活的時間
[00:16:07.600 --> 00:16:13.600]  她經常準時燒衣拜神拜祖先
[00:16:13.600 --> 00:16:17.600]  大家不知道你們家裏有沒有這樣的背景
[00:16:17.600 --> 00:16:19.600]  每逢她不拜神
[00:16:19.600 --> 00:16:23.600]  就像撞邪一樣
[00:16:23.600 --> 00:16:28.600]  她每次都裝香燒東西
[00:16:28.600 --> 00:16:30.600]  嘴巴裡都很暗沉沉
[00:16:30.600 --> 00:16:34.600]  我心想她在做什麼呢
[00:16:34.600 --> 00:16:36.600]  有時候就覺得很奇怪
[00:16:36.600 --> 00:16:43.600]  我就站近一點聽聽她說什麼
[00:16:43.600 --> 00:16:46.600]  阿媽你在做什麼呢
[00:16:46.600 --> 00:16:48.600]  她的聲音很陰沉
[00:16:48.600 --> 00:16:50.600]  不是不敬
[00:16:50.600 --> 00:16:56.600]  小朋友我們想知道大人在做什麼
[00:16:56.600 --> 00:16:58.600]  她說了這麼多
[00:16:58.600 --> 00:17:00.600]  她說什麼呢
[00:17:00.600 --> 00:17:04.600]  我就聽聽她是不是真心的說話
[00:17:04.600 --> 00:17:08.600]  我就聽她這樣說
[00:17:08.600 --> 00:17:10.600]  內容是
[00:17:10.600 --> 00:17:16.600]  神啊你在上
[00:17:16.600 --> 00:17:18.600]  如果你怎樣怎樣
[00:17:18.600 --> 00:17:20.600]  我就會怎樣怎樣
[00:17:20.600 --> 00:17:24.600]  她就點名禱告
[00:17:24.600 --> 00:17:29.600]  我叫阿富
[00:17:29.600 --> 00:17:32.600]  阿富生意興隆
[00:17:32.600 --> 00:17:37.600]  因為我爸爸做街邊賣海味
[00:17:37.600 --> 00:17:39.600]  生意興隆
[00:17:39.600 --> 00:17:41.600]  不錯
[00:17:41.600 --> 00:17:45.600]  我聽她說我的名字
[00:17:45.600 --> 00:17:48.600]  阿權讀書聰明伶俐
[00:17:48.600 --> 00:17:50.600]  聰明就不能說了
[00:17:50.600 --> 00:17:54.600]  伶俐都有點口吃
[00:17:54.600 --> 00:17:56.600]  不知道為什麼
[00:17:56.600 --> 00:17:59.600]  然後逐個說
[00:17:59.600 --> 00:18:01.600]  阿嫂怎樣怎樣
[00:18:01.600 --> 00:18:03.600]  連生季子
[00:18:03.600 --> 00:18:05.600]  我心想我媽都已經有兩個兒子
[00:18:05.600 --> 00:18:08.600]  我生個妹
[00:18:08.600 --> 00:18:10.600]  很多東西
[00:18:10.600 --> 00:18:12.600]  誰又怎樣
[00:18:12.600 --> 00:18:14.600]  誰又怎樣
[00:18:14.600 --> 00:18:16.600]  最後她才為自己禱告
[00:18:16.600 --> 00:18:18.600]  多不自私
[00:18:18.600 --> 00:18:20.600]  然後她說
[00:18:20.600 --> 00:18:22.600]  如果你怎樣怎樣
[00:18:22.600 --> 00:18:24.600]  能夠完成我的心願
[00:18:24.600 --> 00:18:26.600]  我就湯雞還神
[00:18:26.600 --> 00:18:28.600]  又怎樣怎樣
[00:18:28.600 --> 00:18:30.600]  有很多東西
[00:18:30.600 --> 00:18:32.600]  我聽了之後
[00:18:32.600 --> 00:18:34.600]  我就有種感覺
[00:18:34.600 --> 00:18:36.600]  就好像電視有個廣告
[00:18:36.600 --> 00:18:38.600]  不成功不收費
[00:18:38.600 --> 00:18:42.600]  如果不靈
[00:18:42.600 --> 00:18:44.600]  那就沒什麼
[00:18:44.600 --> 00:18:46.600]  不用給祭物
[00:18:46.600 --> 00:18:50.600]  靈才給祭物
[00:18:50.600 --> 00:18:52.600]  整個圖文
[00:18:52.600 --> 00:18:54.600]  好像一篇交易
[00:18:54.600 --> 00:18:56.600]  如果
[00:18:56.600 --> 00:19:03.600]  如果你不履行我的期望
[00:19:03.600 --> 00:19:05.600]  我就不做
[00:19:05.600 --> 00:19:07.600]  這是不是信呢
[00:19:07.600 --> 00:19:13.600]  其實信是什麼呢
[00:19:13.600 --> 00:19:17.600]  信是由認識這位至高者開始
[00:19:17.600 --> 00:19:23.600]  尤其是對他的主權的絕對的信服
[00:19:23.600 --> 00:19:25.600]  這個陳述不是我說的
[00:19:25.600 --> 00:19:27.600]  這個是在但以你書裏
[00:19:27.600 --> 00:19:31.600]  特別是但以你去為尼布加
[00:19:31.600 --> 00:19:33.600]  李沙皇解釋
[00:19:33.600 --> 00:19:35.600]  他第二個夢
[00:19:35.600 --> 00:19:37.600]  剛剛我們說的這個夢
[00:19:37.600 --> 00:19:39.600]  在第四章
[00:19:39.600 --> 00:19:43.600]  重複又重複說了同一句說話
[00:19:43.600 --> 00:19:45.600]  是什麼呢
[00:19:45.600 --> 00:19:47.600]  我們看一看
[00:19:47.600 --> 00:19:51.600]  第四章第25節
[00:19:51.600 --> 00:19:53.600]  最後他這樣說
[00:19:53.600 --> 00:19:59.600]  等你知道至高者在人的國中掌權
[00:19:59.600 --> 00:20:03.600]  要將國賜予誰就賜予誰
[00:20:03.600 --> 00:20:05.600]  也同樣說出
[00:20:05.600 --> 00:20:11.600]  我是整件事的成就者
[00:20:11.600 --> 00:20:14.600]  所以在第26節說
[00:20:14.600 --> 00:20:18.600]  守望者既吩咐將樹披留
[00:20:18.600 --> 00:20:20.600]  全留樹披
[00:20:20.600 --> 00:20:24.600]  等你知道諸天掌權
[00:20:24.600 --> 00:20:27.600]  以後你的國才歸於你
[00:20:27.600 --> 00:20:31.600]  這個說話重複又重複說給我們知道
[00:20:31.600 --> 00:20:35.600]  上帝是要他真正相信的人
[00:20:35.600 --> 00:20:40.600]  明白上帝才是至高掌權的人
[00:20:40.600 --> 00:20:43.600]  那個決定權不是你
[00:20:43.600 --> 00:20:45.600]  而是他
[00:20:45.600 --> 00:20:49.600]  你所提出的所有要求
[00:20:49.600 --> 00:20:53.600]  上帝有權去決定做不做的
[00:20:53.600 --> 00:20:57.600]  在這種陳述記載裏
[00:20:57.600 --> 00:20:59.600]  就開始讓我們看到
[00:20:59.600 --> 00:21:04.600]  如果一個人沒有這種心態
[00:21:04.600 --> 00:21:07.600]  去到在上帝的面前
[00:21:07.600 --> 00:21:10.600]  就算你有多漂亮的說話說也好
[00:21:10.600 --> 00:21:12.600]  天天讚頌神也好
[00:21:12.600 --> 00:21:15.600]  唱那些什麼齊唱啊
[00:21:15.600 --> 00:21:16.600]  什麼恩
[00:21:16.600 --> 00:21:19.600]  什麼Praise Worship啊
[00:21:19.600 --> 00:21:21.600]  就算你唱齊那些
[00:21:21.600 --> 00:21:24.600]  並且你口裏不斷說
[00:21:24.600 --> 00:21:26.600]  上帝你是最高者
[00:21:26.600 --> 00:21:29.600]  你是至高神等等這些說話
[00:21:29.600 --> 00:21:31.600]  其實你都不是真的相信
[00:21:31.600 --> 00:21:35.600]  而尼泊爾吉尼沙王先前就是這樣的信仰
[00:21:35.600 --> 00:21:38.600]  尤其是當尼泊爾吉尼沙王
[00:21:38.600 --> 00:21:41.600]  第一次的夢被解釋的時候
[00:21:41.600 --> 00:21:44.600]  他馬上就說到
[00:21:44.600 --> 00:21:47.600]  在第二章第36節這樣說
[00:21:47.600 --> 00:21:49.600]  我在王面前怎樣講解
[00:21:49.600 --> 00:21:51.600]  王就說
[00:21:51.600 --> 00:21:56.600]  書天的王 天上的神
[00:21:56.600 --> 00:22:00.600]  已經有國度權並臨去賜給你
[00:22:00.600 --> 00:22:04.600]  但你要讓尼泊爾吉尼沙王
[00:22:04.600 --> 00:22:07.600]  清楚認識到的真實面
[00:22:07.600 --> 00:22:09.600]  但尼泊爾吉尼沙王
[00:22:09.600 --> 00:22:11.600]  是不是真的這樣處理呢
[00:22:11.600 --> 00:22:13.600]  尼泊爾吉尼沙王卻不是這樣
[00:22:13.600 --> 00:22:15.600]  就算他口中說到
[00:22:15.600 --> 00:22:17.600]  但你所相信的神
[00:22:17.600 --> 00:22:21.600]  是多麼宏偉多麼漂亮都好
[00:22:21.600 --> 00:22:24.600]  他都不是真的相信
[00:22:24.600 --> 00:22:26.600]  只不過是既然你的神靈
[00:22:26.600 --> 00:22:28.600]  我就先相信
[00:22:28.600 --> 00:22:31.600]  讚他無妨
[00:22:31.600 --> 00:22:35.600]  我所說的這種叫利用神
[00:22:35.600 --> 00:22:37.600]  今天很多信徒的信主
[00:22:37.600 --> 00:22:40.600]  其實在利用上帝
[00:22:40.600 --> 00:22:42.600]  而今天我們看這段聖經
[00:22:42.600 --> 00:22:45.600]  當尼泊爾吉尼沙王知道了夢
[00:22:45.600 --> 00:22:48.600]  並且真正經歷了七年七期
[00:22:48.600 --> 00:22:53.600]  成為一個與獸同居吃草過日的時候
[00:22:53.600 --> 00:22:58.600]  他有一個截然不同的改變出現了
[00:22:58.600 --> 00:23:02.600]  而從這段聖經第34節
[00:23:02.600 --> 00:23:05.600]  我們就看到作者
[00:23:05.600 --> 00:23:09.600]  由先前第三身的記載
[00:23:09.600 --> 00:23:11.600]  轉入第一身的記載
[00:23:12.600 --> 00:23:14.600]  所以你會看到
[00:23:14.600 --> 00:23:18.600]  從34節至第37節
[00:23:18.600 --> 00:23:23.600]  整段經文的記載是用我
[00:23:23.600 --> 00:23:26.600]  用我
[00:23:26.600 --> 00:23:29.600]  第一身的獨白
[00:23:29.600 --> 00:23:32.600]  尼泊爾吉尼沙王在這裡自述
[00:23:32.600 --> 00:23:36.600]  這種自述差不多可以說
[00:23:36.600 --> 00:23:39.600]  是反映出一個人
[00:23:39.600 --> 00:23:44.600]  他經歷了一個連串的上帝賜予經驗之後
[00:23:44.600 --> 00:23:53.600]  他由心而發的一段事情
[00:23:53.600 --> 00:23:58.600]  網上有個弟兄問我
[00:23:58.600 --> 00:24:02.600]  牧師啊,那些獨白是不是一定是差的獨白
[00:24:02.600 --> 00:24:04.600]  是不是一個人靈性不好呢
[00:24:04.600 --> 00:24:07.600]  我說不一定的
[00:24:08.600 --> 00:24:11.600]  逢生聖經的獨白
[00:24:11.600 --> 00:24:14.600]  其實是讓我們認識那個人
