
[00:00:00.000 --> 00:00:07.000]  天父,我們懷著一個歡喜快樂的心來到你的話語面前
[00:03:57.000 --> 00:03:59.000]  就會幫他們換心會清潔他們
[00:03:59.000 --> 00:04:03.000]  36章第24節
[00:04:03.000 --> 00:04:08.000]  我必從各國收取你們
[00:04:08.000 --> 00:04:15.000]  這個是physically神會在世界各國將他們帶回去以色列那裡
[00:04:15.000 --> 00:04:21.000]  現在以色列人全世界大概有14000萬人
[00:04:21.000 --> 00:04:23.000]  14.2 million
[00:04:23.000 --> 00:04:26.000]  有600萬左右在以色列
[00:04:26.000 --> 00:04:34.000]  即是在以色列以外的以色列人猶太人是多過在以色列的
[00:04:34.000 --> 00:04:38.000]  但是已經差不多一半是回去了
[00:04:38.000 --> 00:04:44.000]  但是神的那個的允許是說以後每一個猶太人都會回去
[00:04:44.000 --> 00:04:46.000]  包括在美國這裡在內
[00:04:46.000 --> 00:04:51.000]  我不知道怎樣美國這裡所有的猶太人全部會回去
[00:04:51.000 --> 00:04:54.000]  這個是神很清楚在聖經裡面說的
[00:04:54.000 --> 00:04:58.000]  我必從各國收取你們從列邦聚集你們
[00:04:58.000 --> 00:05:05.000]  引導你回本地這個是physical restoration
[00:05:05.000 --> 00:05:10.000]  25節我必用清水灑在你們身上
[00:05:10.000 --> 00:05:11.000]  你們就潔淨了
[00:05:11.000 --> 00:05:15.000]  我要潔淨你們使你們脫離一切的污穢
[00:05:15.000 --> 00:05:17.000]  棄絕一切的偶像
[00:05:17.000 --> 00:05:21.000]  我也要賜給你們一個新的心
[00:05:21.000 --> 00:05:23.000]  將新的靈擺在你們裡面
[00:05:23.000 --> 00:05:27.000]  又從你們肉體中除掉石的心
[00:05:27.000 --> 00:05:29.000]  賜給你們一個肉的心
[00:05:29.000 --> 00:05:33.000]  27節我必將我的靈放在你們裡面
[00:05:33.000 --> 00:05:39.000]  使你們遵從我的律例遵守遵行我的典章
[00:05:39.000 --> 00:05:43.000]  然後28節又帶回原來的地方
[00:05:43.000 --> 00:05:47.000]  你們必住在我刺激你們列祖之地
[00:05:47.000 --> 00:05:48.000]  你們要作我的指紋
[00:05:48.000 --> 00:05:51.000]  我要作你的神壓
[00:05:51.000 --> 00:05:54.000]  這個是對以色列的應許
[00:05:54.000 --> 00:05:56.000]  physical restoration
[00:05:56.000 --> 00:05:59.000]  和spiritual restoration
[00:05:59.000 --> 00:06:02.000]  兩樣東西都一樣重要
[00:06:02.000 --> 00:06:06.000]  所以當耶穌和尼哥底母談到的時候說
[00:06:06.000 --> 00:06:11.000]  重生一定要從水和靈所生
[00:06:11.000 --> 00:06:14.000]  就是refer回這一段的經文
[00:06:14.000 --> 00:06:18.000]  這一段的經文尼哥底母一定明白的
[00:06:18.000 --> 00:06:22.000]  但是對尼哥底母的震撼原因
[00:06:22.000 --> 00:06:25.000]  就是因為尼哥底母作為一個法理賽人
[00:06:25.000 --> 00:06:30.000]  是想著遵守律法是靠自己的行為
[00:06:30.000 --> 00:06:33.000]  他手來手去都覺得自己不行
[00:06:33.000 --> 00:06:35.000]  所以他晚上要來找耶穌
[00:06:35.000 --> 00:06:38.000]  耶穌說不是你的努力
[00:06:38.000 --> 00:06:41.000]  而是神要用水來清潔你
[00:06:41.000 --> 00:06:46.000]  然後神的靈進入你裡面
[00:06:46.000 --> 00:06:48.000]  來幫你換一個心
[00:06:48.000 --> 00:06:51.000]  這是我們每一個得救的人
[00:06:51.000 --> 00:06:54.000]  都是因為這樣而得救的
[00:06:54.000 --> 00:06:57.000]  不是因為你幫我做了什麼
[00:06:57.000 --> 00:07:00.000]  完全是神的工作
[00:07:00.000 --> 00:07:07.000]  我們現在回到第37章
[00:07:07.000 --> 00:07:11.000]  第37章是相當容易明白的
[00:07:11.000 --> 00:07:13.000]  不是很難的
[00:07:13.000 --> 00:07:20.000]  所以我們可以相當快可以播出37章
[00:07:20.000 --> 00:07:24.000]  我希望今晚我們可以開始第38章
[00:07:24.000 --> 00:07:25.000]  只是開始而已
[00:07:25.000 --> 00:07:28.000]  因為38章還有很多東西
[00:07:28.000 --> 00:07:30.000]  我們今晚沒辦法可以cover的
[00:07:30.000 --> 00:07:32.000]  我們看37章
[00:07:32.000 --> 00:07:35.000]  當時被擄到巴比倫
[00:07:35.000 --> 00:07:39.000]  他們會在巴比倫有70年的時間
[00:07:39.000 --> 00:07:41.000]  但是他們是不知道的
[00:07:41.000 --> 00:07:45.000]  那個其實透過耶利米先知
[00:07:45.000 --> 00:07:48.000]  已經說了他們只是在那裡70年
[00:07:48.000 --> 00:07:50.000]  但是這幫人是不知道的
[00:07:50.000 --> 00:07:53.000]  他們只知道是亡國
[00:07:53.000 --> 00:07:58.000]  現在全部被擄到巴比倫那裡
[00:07:58.000 --> 00:08:00.000]  是前途茫茫
[00:08:00.000 --> 00:08:02.000]  是沒有希望的
[00:08:02.000 --> 00:08:07.000]  上面那章已經是剛才說的
[00:08:07.000 --> 00:08:09.000]  應許會將來讓他們回去
[00:08:09.000 --> 00:08:11.000]  又會給他們換一個新的心
[00:08:11.000 --> 00:08:16.000]  第37章是更加清楚的透過以色列
[00:08:16.000 --> 00:08:18.000]  要告訴他們
[00:08:18.000 --> 00:08:20.000]  神將來在他身上
[00:08:20.000 --> 00:08:21.000]  在以色列人身上
[00:08:21.000 --> 00:08:24.000]  會有什麼這麼奇妙的計劃
[00:08:24.000 --> 00:08:25.000]  第一節
[00:08:25.000 --> 00:08:29.000]  耶和華的靈降在我的身上
[00:08:29.000 --> 00:08:33.000]  耶和華藉著他的靈帶我出去
[00:08:33.000 --> 00:08:35.000]  將我放在平原那裡
[00:08:35.000 --> 00:08:37.000]  這個平原就遍滿骸骨
[00:08:37.000 --> 00:08:42.000]  首先我們發覺以色列是很多次
[00:08:42.000 --> 00:08:47.000]  是神的靈將他帶去某一個地方
[00:08:47.000 --> 00:08:49.000]  他人在巴比倫
[00:08:49.000 --> 00:08:53.000]  大家不用看我提醒大家
[00:08:53.000 --> 00:08:58.000]  在以色列書第二章的時候
[00:08:58.000 --> 00:09:02.000]  靈就進入我裡面使我站起來
[00:09:02.000 --> 00:09:05.000]  然後他就聽到神的聲音
[00:09:05.000 --> 00:09:07.000]  以色列書第三章
[00:09:07.000 --> 00:09:09.000]  靈將我舉起
[00:09:09.000 --> 00:09:15.000]  我就聽到在我後面有震動轟轟的聲音
[00:09:15.000 --> 00:09:17.000]  第三章第14節
[00:09:17.000 --> 00:09:20.000]  靈將他舉起帶他而去
[00:09:20.000 --> 00:09:23.000]  他說他心中甚苦靈性奮擊
[00:09:23.000 --> 00:09:29.000]  並且耶和華的靈在他身上大有能力
[00:09:29.000 --> 00:09:31.000]  第三章第24節
[00:09:31.000 --> 00:09:34.000]  靈進入我裡面使我站起來
[00:09:34.000 --> 00:09:40.000]  然後耶和華對我說你進房屋去將門關上
[00:09:40.000 --> 00:09:42.000]  第8章
[00:09:42.000 --> 00:09:44.000]  以色列書第8章
[00:09:44.000 --> 00:09:49.000]  神彷彿一隻手抓住他一束頭髮
[00:09:49.000 --> 00:09:52.000]  靈就將他舉到天地中間
[00:09:52.000 --> 00:09:54.000]  在神的意象當中
[00:09:54.000 --> 00:09:58.000]  神是將他帶回去耶路撒冷那裡
[00:09:58.000 --> 00:10:03.000]  在那裡他就看到當時聖殿的情況
[00:10:03.000 --> 00:10:05.000]  第11章
[00:10:05.000 --> 00:10:10.000]  靈將我舉起帶到耶和華殿向東的東門
[00:10:10.000 --> 00:10:14.000]  就在那裡看到有個25個長老在那裡拜偶像
[00:10:14.000 --> 00:10:19.000]  其實他人都是在巴比倫的
[00:10:19.000 --> 00:10:21.000]  所以當時我們有說
[00:10:21.000 --> 00:10:24.000]  到底是整個人帶了他
[00:10:24.000 --> 00:10:27.000]  還是只是帶了他的靈回去
[00:10:27.000 --> 00:10:29.000]  他的身體還在巴比倫
[00:10:29.000 --> 00:10:33.000]  似乎只是靈將他帶出去
[00:10:33.000 --> 00:10:35.000]  即是靈魂出殼
[00:10:35.000 --> 00:10:36.000]  我們當時有說過
[00:10:36.000 --> 00:10:39.000]  這件事出竅是有可能的
[00:10:39.000 --> 00:10:41.000]  以色列書第11章
[00:10:41.000 --> 00:10:46.000]  靈將我舉起在意象中藉著神的靈
[00:10:46.000 --> 00:10:51.000]  將我帶到迦勒底地到被擄的人那裡
[00:10:51.000 --> 00:10:55.000]  33章耶和華的靈降在我的身上
[00:10:55.000 --> 00:10:57.000]  開我的口
[00:10:57.000 --> 00:10:59.000]  到第二天早晨那個人來這裡
[00:10:59.000 --> 00:11:01.000]  我的口就開了
[00:11:01.000 --> 00:11:05.000]  所以一直以色列有十幾處
[00:11:05.000 --> 00:11:08.000]  他是講到神的靈是在他身上
[00:11:08.000 --> 00:11:10.000]  這個在舊約是比較特別的
[00:11:10.000 --> 00:11:13.000]  因為舊約聖靈
[00:11:13.000 --> 00:11:17.000]  三位一體的神聖靈不是那麼清楚的
[00:11:17.000 --> 00:11:20.000]  在舊約是叫做神的靈
[00:11:20.000 --> 00:11:22.000]  但是到新約我們就知道
[00:11:22.000 --> 00:11:25.000]  那個不單只是講聖靈
[00:11:25.000 --> 00:11:28.000]  並且是三位一體的神
[00:11:28.000 --> 00:11:30.000]  有他自己獨特的位格
[00:11:30.000 --> 00:11:32.000]  是三位一體
[00:11:32.000 --> 00:11:34.000]  所以在舊約
[00:11:34.000 --> 00:11:40.000]  以色列的先知特別多提到耶和華的靈
[00:11:40.000 --> 00:11:42.000]  在他身上工作
[00:11:42.000 --> 00:11:44.000]  所以當時我們有提到
[00:11:44.000 --> 00:11:46.000]  舊約三個先知
[00:11:46.000 --> 00:11:50.000]  耶利米是特別著重聖父
[00:11:50.000 --> 00:11:53.000]  以塞亞是特別注重聖子
[00:11:53.000 --> 00:11:57.000]  以塞亞講到僕人
[00:11:57.000 --> 00:12:02.000]  五十三章成章是講到耶穌的時公
[00:12:02.000 --> 00:12:06.000]  所以以塞亞是特別著重聖子
[00:12:06.000 --> 00:12:07.000]  毫無疑問
[00:12:07.000 --> 00:12:11.000]  以色列應該是舊約中先知當中
[00:12:11.000 --> 00:12:14.000]  是最多講關於聖靈的
[00:12:14.000 --> 00:12:19.000]  第37章靈將他帶到平原
[00:12:19.000 --> 00:12:24.000]  他在平原見到的遍地是骸骨
[00:12:24.000 --> 00:12:30.000]  所以第一節一直到第11節
[00:12:30.000 --> 00:12:35.000]  都是圍繞著他所見到的骸骨
[00:12:35.000 --> 00:12:37.000]  在第37章這裏
[00:12:37.000 --> 00:12:44.000]  神要以色列向人發出三個預言
[00:12:44.000 --> 00:12:48.000]  第一個預言就是與這些骸骨復活
[00:12:48.000 --> 00:12:51.000]  或者復活是有關的
[00:12:51.000 --> 00:12:53.000]  我們來看看第二節
[00:12:53.000 --> 00:12:57.000]  他使我從骸骨的四圍經過
[00:12:57.000 --> 00:12:59.000]  誰知在平原的骸骨
[00:12:59.000 --> 00:13:03.000]  就甚多而且極其枯乾
[00:13:03.000 --> 00:13:05.000]  這裏說誰知
[00:13:05.000 --> 00:13:08.000]  帶他去那裏誰知就好像一個很詫異
[00:13:08.000 --> 00:13:11.000]  為何會這裏有這麼多骸骨呢
[00:13:11.000 --> 00:13:13.000]  在平原那裏
[00:13:13.000 --> 00:13:15.000]  由於這些骸骨的量很多
[00:13:15.000 --> 00:13:17.000]  遍地都是
[00:13:17.000 --> 00:13:19.000]  而且質是怎樣呢
[00:13:19.000 --> 00:13:21.000]  這些骸骨已經全部枯乾了
[00:13:21.000 --> 00:13:25.000]  這些骸骨原來全部是被殺的
[00:13:25.000 --> 00:13:29.000]  這些骸骨不是人們自然死亡的
[00:13:29.000 --> 00:13:34.000]  很可能在那裏有一場仗
[00:13:34.000 --> 00:13:35.000]  死了很多人
[00:13:35.000 --> 00:13:38.000]  遍地都是這些骸骨
[00:13:38.000 --> 00:13:40.000]  然後第三節
[00:13:40.000 --> 00:13:42.000]  上帝對他說
[00:13:42.000 --> 00:13:43.000]  上帝問他一個問題
[00:13:43.000 --> 00:13:49.000]  人子呀,這些骸骨能復活嗎
[00:13:49.000 --> 00:13:52.000]  以世傑就沒有辦法答應了
[00:13:52.000 --> 00:13:56.000]  因為骸骨又多又乾
[00:13:56.000 --> 00:13:58.000]  怎樣能夠復活呢
[00:13:58.000 --> 00:14:02.000]  復活這件事不是在我們人的思維裏面
[00:14:02.000 --> 00:14:04.000]  因為沒有復活這件事
[00:14:04.000 --> 00:14:06.000]  我們見到的都是人死
[00:14:06.000 --> 00:14:07.000]  是不會有復活的
[00:14:07.000 --> 00:14:09.000]  上帝就問他
[00:14:09.000 --> 00:14:11.000]  你說這些骸骨能不能復活呢
[00:14:11.000 --> 00:14:15.000]  以世傑就心裏可能說
[00:14:15.000 --> 00:14:17.000]  有什麼可能呢
[00:14:17.000 --> 00:14:18.000]  骸骨有什麼可能復活呢
[00:14:18.000 --> 00:14:20.000]  但這個是上帝知道的
[00:14:20.000 --> 00:14:22.000]  上帝是無所不能的
[00:14:22.000 --> 00:14:25.000]  所以他的答案就很聰明
[00:14:25.000 --> 00:14:28.000]  他的答案就是你會知道的
[00:14:28.000 --> 00:14:30.000]  他的意思就是說
[00:14:30.000 --> 00:14:31.000]  如果你要他們復活
[00:14:31.000 --> 00:14:33.000]  你是做得到的
[00:14:33.000 --> 00:14:36.000]  但從我的思想當中
[00:14:36.000 --> 00:14:38.000]  從我所能夠想到的當中
[00:14:38.000 --> 00:14:39.000]  是不可能的
[00:14:39.000 --> 00:14:41.000]  但是我不敢說不可能
[00:14:41.000 --> 00:14:43.000]  哪裡有死人復活這回事呢
[00:14:43.000 --> 00:14:46.000]  他知道神是大有能力的
[00:14:46.000 --> 00:14:50.000]  所以他就說你是知道的
[00:14:50.000 --> 00:14:52.000]  第四節
[00:14:52.000 --> 00:14:53.000]  上帝又對他說了
[00:14:53.000 --> 00:14:57.000]  你向這些骸骨八欲言說
[00:14:57.000 --> 00:14:59.000]  枯乾的骸骨
[00:14:59.000 --> 00:15:01.000]  要聽耶和華的話
[00:15:01.000 --> 00:15:03.000]  這裏最大的問題就是
[00:15:03.000 --> 00:15:05.000]  如果上帝要這些骸骨復活的
[00:15:05.000 --> 00:15:08.000]  上帝可以吩咐這些骸骨復活
[00:15:08.000 --> 00:15:11.000]  為何要叫以西傑
[00:15:11.000 --> 00:15:13.000]  去吩咐這些骸骨復活呢
[00:15:13.000 --> 00:15:15.000]  還浪費時間
[00:15:15.000 --> 00:15:17.000]  是不是多此一舉呢
[00:15:17.000 --> 00:15:19.000]  因為叫骸骨復活的
[00:15:19.000 --> 00:15:21.000]  上帝不是以西傑
[00:15:21.000 --> 00:15:24.000]  為何要以西傑向這些骸骨
[00:15:24.000 --> 00:15:26.000]  來發語言呢
[00:15:26.000 --> 00:15:29.000]  這裏中間有甚麼意思呢
[00:15:29.000 --> 00:15:30.000]  這個呢
[00:15:30.000 --> 00:15:32.000]  我自己想就是
[00:15:32.000 --> 00:15:34.000]  神做事的方法
[00:15:34.000 --> 00:15:36.000]  其實神是無所不能
[00:15:36.000 --> 00:15:38.000]  今天神不用我們
[00:15:38.000 --> 00:15:39.000]  我們在這裏服侍他
[00:15:39.000 --> 00:15:40.000]  在這裏傳福音
[00:15:40.000 --> 00:15:42.000]  在這裏走來走去
[00:15:42.000 --> 00:15:44.000]  為神做很多的事
[00:15:44.000 --> 00:15:47.000]  其實神一說已經做到了
[00:15:47.000 --> 00:15:49.000]  而且我們做呢
[00:15:49.000 --> 00:15:51.000]  往往都做到火了
[00:15:51.000 --> 00:15:54.000]  但神都透過我們來做
[00:15:54.000 --> 00:15:56.000]  這裏的意思就是
[00:15:56.000 --> 00:15:58.000]  神是與人同工
[00:15:58.000 --> 00:16:01.000]  神要做一件大事的時候呢
[00:16:01.000 --> 00:16:03.000]  神往往
[00:16:03.000 --> 00:16:06.000]  神一
[00:16:06.000 --> 00:16:08.000]  神二
[00:16:08.000 --> 00:16:10.000]  神三
[00:16:10.000 --> 00:16:12.000]  神四
[00:16:12.000 --> 00:16:14.000]  神五
[00:16:14.000 --> 00:16:16.000]  神六
[00:16:16.000 --> 00:16:18.000]  神七
[00:16:18.000 --> 00:16:20.000]  神八
[00:16:20.000 --> 00:16:22.000]  神十
[00:16:22.000 --> 00:16:24.000]  是甚麼東西呢
[00:16:24.000 --> 00:16:26.000]  神一
[00:16:26.000 --> 00:16:28.000]  神十
[00:16:28.000 --> 00:16:30.000]  神十
[00:16:30.000 --> 00:16:32.000]  他話咁長啊
[00:16:32.000 --> 00:16:34.000]  Jennifer話咁短
[00:16:34.000 --> 00:16:36.000]  關上門不要讓他進來
[00:16:36.000 --> 00:16:38.000]  (記者:他進不來)
[00:16:38.000 --> 00:16:40.000]  (記者:他進不來)
[00:16:40.000 --> 00:16:42.000]  他進不來
[00:16:42.000 --> 00:16:44.000]  (記者:進不來)
[00:16:44.000 --> 00:16:46.000]  (記者:他進不來)
[00:16:46.000 --> 00:16:48.000]  (記者:關上門)
[00:16:48.000 --> 00:16:50.000]  關上門
[00:16:50.000 --> 00:16:52.000]  好了
[00:16:52.000 --> 00:16:54.000]  (記者:如果有甚麼話)
[00:16:54.000 --> 00:16:56.000]  (記者:你幫他講)
[00:16:56.000 --> 00:16:58.000]  (記者:關都黑都不知)
[00:16:58.000 --> 00:17:00.000]  (記者:關上門)
[00:17:00.000 --> 00:17:02.000]  好,咁我地而家返返嚟啦
[00:17:02.000 --> 00:17:04.000]  第四節
[00:17:04.000 --> 00:17:06.000]  我地係問緊就係話
[00:17:06.000 --> 00:17:08.000]  叫呢啲骸骨
[00:17:08.000 --> 00:17:10.000]  能夠復活嘅只有係
[00:17:10.000 --> 00:17:12.000]  上帝,上帝點解
[00:17:12.000 --> 00:17:14.000]  要多此一舉
[00:17:14.000 --> 00:17:16.000]  要叫以世傑嚟到
[00:17:16.000 --> 00:17:18.000]  發出呢啲嘅預言
[00:17:18.000 --> 00:17:20.000]  然後呢,呢啲骸骨
[00:17:20.000 --> 00:17:22.000]  就復活
[00:17:22.000 --> 00:17:24.000]  佢講嘅,全部嘅話
[00:17:24.000 --> 00:17:26.000]  係上帝吩咐佢講嘅
[00:17:26.000 --> 00:17:28.000]  以世傑自己唔識點講嘅
[00:17:28.000 --> 00:17:30.000]  所以第四節話
[00:17:30.000 --> 00:17:32.000]  你向呢啲骸骨發預言
[00:17:32.000 --> 00:17:34.000]  枯乾嘅骸骨,要聽耶和華嘅話
[00:17:34.000 --> 00:17:36.000]  耶和華如此說
[00:17:36.000 --> 00:17:38.000]  佢係覆述返耶和華所講嘅嘢嘅話
[00:17:38.000 --> 00:17:40.000]  佢話,我必使氣息進入你裏面
[00:17:40.000 --> 00:17:42.000]  你就要活了
[00:17:42.000 --> 00:17:44.000]  我要給你加上筋
[00:17:44.000 --> 00:17:46.000]  洗你掌肉,又將皮遮蔽你
[00:17:46.000 --> 00:17:48.000]  洗氣息進入你裏面
[00:17:48.000 --> 00:17:50.000]  你就活了
[00:17:50.000 --> 00:17:52.000]  你就知道我是耶和華
[00:17:52.000 --> 00:17:54.000]  第七節,於是我遵命
[00:17:54.000 --> 00:17:56.000]  絕預言
[00:17:56.000 --> 00:17:58.000]  神將話交畀以世傑
[00:17:58.000 --> 00:18:00.000]  由以世傑去
[00:18:00.000 --> 00:18:02.000]  吩咐呢啲骸骨復活
[00:18:02.000 --> 00:18:04.000]  然後真係呢啲骸骨
[00:18:04.000 --> 00:18:06.000]  第七節,係有響聲
[00:18:06.000 --> 00:18:08.000]  有地震,骨和骨互相聯絡
[00:18:08.000 --> 00:18:10.000]  即係真係開始復活
[00:18:10.000 --> 00:18:12.000]  呢個係神
[00:18:12.000 --> 00:18:14.000]  做事嘅法則呢,就係
[00:18:14.000 --> 00:18:16.000]  神透過人嚟
[00:18:16.000 --> 00:18:18.000]  服侍佢
[00:18:18.000 --> 00:18:20.000]  所以我哋服侍佢嘅時候,就唔好以為
[00:18:20.000 --> 00:18:22.000]  係我哋自己嘅能力
[00:18:22.000 --> 00:18:24.000]  自己嘅功勞
[00:18:24.000 --> 00:18:26.000]  其實係第一,神畀機會我哋
[00:18:26.000 --> 00:18:28.000]  神唔使用我哋嘅
[00:18:28.000 --> 00:18:30.000]  就算要用人
[00:18:30.000 --> 00:18:32.000]  都唔使一定用你嘅
[00:18:32.000 --> 00:18:34.000]  神用第二個人一樣得嘅
[00:18:34.000 --> 00:18:36.000]  甚至可能畀我哋做得更好添
[00:18:36.000 --> 00:18:38.000]  但係神用我哋呢度每一個人
[00:18:38.000 --> 00:18:40.000]  喺唔同嘅崗位上面
[00:18:40.000 --> 00:18:42.000]  服侍佢,乃係神與人同工
[00:18:42.000 --> 00:18:44.000]  神與人同工嘅時候
[00:18:44.000 --> 00:18:46.000]  神畀話語我哋
[00:18:46.000 --> 00:18:48.000]  神畀能力我哋
[00:18:48.000 --> 00:18:50.000]  我哋做咗
[00:18:50.000 --> 00:18:52.000]  有啲效果
[00:18:52.000 --> 00:18:54.000]  神仲要獎賞我哋
[00:18:54.000 --> 00:18:56.000]  呢個裏面係神好大嘅恩典
[00:18:56.000 --> 00:18:58.000]  好大嘅慈愛
[00:18:58.000 --> 00:19:00.000]  所以以世傑就照做
[00:19:00.000 --> 00:19:02.000]  照做呢
[00:19:02.000 --> 00:19:04.000]  就開始
[00:19:04.000 --> 00:19:06.000]  有響聲,有地震
[00:19:06.000 --> 00:19:08.000]  骨和骨之間呢
[00:19:08.000 --> 00:19:10.000]  就互相聯絡
[00:19:10.000 --> 00:19:12.000]  第八節,咁以世傑睇啦
[00:19:12.000 --> 00:19:14.000]  我觀看,見到鞋骨上面
[00:19:14.000 --> 00:19:16.000]  開始有筋,亦都長咗肉
[00:19:16.000 --> 00:19:18.000]  又有皮
[00:19:18.000 --> 00:19:20.000]  好似上帝所講嘅
[00:19:20.000 --> 00:19:22.000]  一樣,但係未有氣息
[00:19:22.000 --> 00:19:24.000]  係起咗身
[00:19:24.000 --> 00:19:26.000]  係有骨
[00:19:26.000 --> 00:19:28.000]  有筋骨
[00:19:28.000 --> 00:19:30.000]  有皮,變返個人
[00:19:30.000 --> 00:19:32.000]  就未有氣息
[00:19:32.000 --> 00:19:34.000]  第二個預言,第九節
[00:19:34.000 --> 00:19:36.000]  主對我説,人指眼,你
[00:19:36.000 --> 00:19:38.000]  要發預言
[00:19:38.000 --> 00:19:40.000]  第二個預言係乜嘢呢
[00:19:40.000 --> 00:19:42.000]  第二個預言話
[00:19:42.000 --> 00:19:44.000]  主要話如此說
[00:19:44.000 --> 00:19:46.000]  氣息要從四方
[00:19:46.000 --> 00:19:48.000]  而來,吹在
[00:19:48.000 --> 00:19:50.000]  呢啲被殺嘅人身上
[00:19:50.000 --> 00:19:52.000]  使佢哋就活了
[00:19:52.000 --> 00:19:54.000]  氣息呢個字係同
[00:19:54.000 --> 00:19:56.000]  靈,同性靈
[00:19:56.000 --> 00:19:58.000]  係同一個詞嘅
[00:19:58.000 --> 00:20:00.000]  呢度好似係叫性靈嚟到
[00:20:00.000 --> 00:20:02.000]  進入呢啲人裏面
[00:20:02.000 --> 00:20:04.000]  係比過生命佢
[00:20:04.000 --> 00:20:06.000]  如果冇性靈喺一個人嘅
[00:20:06.000 --> 00:20:08.000]  身體裏面呢一個
[00:20:08.000 --> 00:20:10.000]  係一個活嘅死人
[00:20:10.000 --> 00:20:12.000]  係冇用嘅
