
[00:00:00.000 --> 00:00:07.000]  我們的生命可以彰顯主的榮耀
[00:04:17.000 --> 00:04:21.000]  沒辦法在平常的時候可以學習得到
[00:04:21.000 --> 00:04:25.000]  這個叫起死回生的一個博士班
[00:04:25.000 --> 00:04:27.000]  就是經歷神的能力
[00:04:27.000 --> 00:04:30.000]  經歷神在他身上的恩惠
[00:04:30.000 --> 00:04:34.000]  而使寡婦的兒子從死裡復活
[00:04:34.000 --> 00:04:36.000]  在三個學院裡面
[00:04:36.000 --> 00:04:38.000]  我們看見有九個字
[00:04:38.000 --> 00:04:39.000]  昨晚
[00:04:39.000 --> 00:04:41.000]  王牧師都和我們溫習過
[00:04:41.000 --> 00:04:44.000]  今天不知道大家還記不記得
[00:04:44.000 --> 00:04:47.000]  那九個字大家一起念
[00:04:47.000 --> 00:04:51.000]  知天明,握天書,蒙天人
[00:04:51.000 --> 00:04:53.000]  以利亞他學習
[00:04:53.000 --> 00:04:56.000]  然後他學得不錯
[00:04:56.000 --> 00:04:59.000]  所以他出來了
[00:04:59.000 --> 00:05:01.000]  神覺得時候到了
[00:05:01.000 --> 00:05:04.000]  他要去見阿霞
[00:05:04.000 --> 00:05:08.000]  過了許久
[00:05:08.000 --> 00:05:10.000]  到了第三年的話
[00:05:10.000 --> 00:05:12.000]  林道以利亞說
[00:05:12.000 --> 00:05:16.000]  你去使阿哈得見你
[00:05:16.000 --> 00:05:18.000]  我要降雨在地上
[00:05:18.000 --> 00:05:21.000]  以利亞就去使阿哈得見他
[00:05:21.000 --> 00:05:26.000]  那時薩馬利亞大寄訪
[00:05:26.000 --> 00:05:30.000]  過了第三年
[00:05:30.000 --> 00:05:32.000]  其實如果我們看的時候
[00:05:32.000 --> 00:05:34.000]  我們會發現
[00:05:34.000 --> 00:05:36.000]  在三年過後
[00:05:36.000 --> 00:05:38.000]  阿哈有沒有悔改呢
[00:05:38.000 --> 00:05:40.000]  阿哈有沒有悔改
[00:05:40.000 --> 00:05:41.000]  沒有
[00:05:41.000 --> 00:05:42.000]  丁姐妹你要知道
[00:05:42.000 --> 00:05:43.000]  在舊約
[00:05:43.000 --> 00:05:46.000]  特別是在生命記28、29章
[00:05:46.000 --> 00:05:49.000]  說到如果順服神的命令
[00:05:49.000 --> 00:05:52.000]  神會使天降雨
[00:05:52.000 --> 00:05:55.000]  神會使氣候美好
[00:05:55.000 --> 00:05:59.000]  神會使土地和人合作
[00:05:59.000 --> 00:06:01.000]  而就會生出土殘
[00:06:01.000 --> 00:06:03.000]  但是如果一個人離棄神
[00:06:03.000 --> 00:06:05.000]  不聽神的話的時候
[00:06:05.000 --> 00:06:07.000]  神會使天不降雨
[00:06:07.000 --> 00:06:10.000]  然後地也不效力
[00:06:10.000 --> 00:06:14.000]  這個是神對於舊約的人
[00:06:14.000 --> 00:06:17.000]  的一種刑罰或者祝福
[00:06:17.000 --> 00:06:18.000]  但是過了三年
[00:06:18.000 --> 00:06:20.000]  阿哈也沒有悔改
[00:06:20.000 --> 00:06:24.000]  為什麼神仍然主動要降雨
[00:06:24.000 --> 00:06:29.000]  給以色列地呢
[00:06:29.000 --> 00:06:31.000]  為什麼神要以利亞去宣告
[00:06:31.000 --> 00:06:33.000]  要降雨在地上
[00:06:33.000 --> 00:06:35.000]  什麼原因呢
[00:06:36.000 --> 00:06:40.000]  其實我相信神不是顧念阿哈
[00:06:40.000 --> 00:06:41.000]  這麼簡單
[00:06:41.000 --> 00:06:43.000]  神是顧念那幫百姓
[00:06:43.000 --> 00:06:47.000]  他們在三年的乾旱裡面
[00:06:47.000 --> 00:06:49.000]  撒瑪利亞大饑荒
[00:06:49.000 --> 00:06:51.000]  你可以體會到一件事
[00:06:51.000 --> 00:06:54.000]  就是當時的民不聊生
[00:06:54.000 --> 00:06:58.000]  那時候的百姓他們是很痛苦
[00:06:58.000 --> 00:07:01.000]  我相信這個是因為神的憐憫
[00:07:01.000 --> 00:07:03.000]  不想這個旱災
[00:07:03.000 --> 00:07:05.000]  繼續延續下去
[00:07:05.000 --> 00:07:09.000]  所以以利亞他三年的學習畢業之後
[00:07:09.000 --> 00:07:13.000]  神就差派他去到工場
[00:07:13.000 --> 00:07:16.000]  而這個工場第一個使命就是什麼呢
[00:07:16.000 --> 00:07:19.000]  就是要去見阿哈王
[00:07:19.000 --> 00:07:24.000]  頂著他很多時候我們不知道
[00:07:24.000 --> 00:07:27.000]  神的時候是什麼時候
[00:07:27.000 --> 00:07:30.000]  有時候我們等候在神的面前
[00:07:30.000 --> 00:07:34.000]  其實等候不是一件容易的事
[00:07:34.000 --> 00:07:36.000]  時候到了
[00:07:36.000 --> 00:07:39.000]  神就要以利亞出來
[00:07:39.000 --> 00:07:43.000]  等候這個功課其實是很難學
[00:07:43.000 --> 00:07:45.000]  特別對於以利亞
[00:07:45.000 --> 00:07:49.000]  大家相信以利亞是一個烈火先知
[00:07:49.000 --> 00:07:51.000]  我相信他的脾氣
[00:07:51.000 --> 00:07:54.000]  他的性格都是有些烈火的性格
[00:07:54.000 --> 00:07:56.000]  他是一個急性的人
[00:07:56.000 --> 00:07:58.000]  要他等三年
[00:07:58.000 --> 00:08:00.000]  我想真的是多麼痛苦
[00:08:00.000 --> 00:08:03.000]  好像坐牢坐三年
[00:08:03.000 --> 00:08:06.000]  如果你一年多在基立契
[00:08:06.000 --> 00:08:09.000]  然後一年多在薩納法
[00:08:09.000 --> 00:08:11.000]  我想你都會悶得發慌
[00:08:11.000 --> 00:08:13.000]  會不會
[00:08:13.000 --> 00:08:15.000]  什麼叫無聊
[00:08:15.000 --> 00:08:16.000]  什麼叫無聊
[00:08:16.000 --> 00:08:18.000]  就是沒有人跟你聊天
[00:08:18.000 --> 00:08:20.000]  就叫無聊
[00:08:20.000 --> 00:08:23.000]  在基立契
[00:08:23.000 --> 00:08:26.000]  在基立契你跟烏鴉聊天
[00:08:26.000 --> 00:08:30.000]  然後在寡婦的家中你跟寡婦聊天
[00:08:30.000 --> 00:08:33.000]  你講來講去講得多少
[00:08:33.000 --> 00:08:35.000]  所以無聊
[00:08:35.000 --> 00:08:37.000]  對於以利亞來說
[00:08:37.000 --> 00:08:40.000]  三年除了祈禱之外
[00:08:40.000 --> 00:08:41.000]  就是祈禱
[00:08:41.000 --> 00:08:43.000]  除了默想之外
[00:08:43.000 --> 00:08:44.000]  就是默想
[00:08:44.000 --> 00:08:46.000]  除了等候之外
[00:08:46.000 --> 00:08:47.000]  就是等候
[00:08:47.000 --> 00:08:49.000]  沒有其他事情可以做
[00:08:49.000 --> 00:08:52.000]  當然祈禱、等候、默想都很重要
[00:08:52.000 --> 00:08:55.000]  但是要你三年在那裡
[00:08:55.000 --> 00:08:58.000]  真的是多麼痛苦
[00:08:58.000 --> 00:09:01.000]  我們中間有沒有人喜歡去坐Cruise的
[00:09:01.000 --> 00:09:02.000]  有沒有
[00:09:02.000 --> 00:09:06.000]  Cruise第一次坐那些郵輪
[00:09:06.000 --> 00:09:11.000]  我們試過結婚40週年
[00:09:11.000 --> 00:09:14.000]  和另外一對夫婦坐Cruise
[00:09:14.000 --> 00:09:16.000]  坐了15天
[00:09:16.000 --> 00:09:17.000]  15天
[00:09:17.000 --> 00:09:19.000]  我們不算長的
[00:09:19.000 --> 00:09:22.000]  在北美有些30天
[00:09:22.000 --> 00:09:24.000]  有些3個月
[00:09:24.000 --> 00:09:27.000]  有些可以環遊整個世界
[00:09:27.000 --> 00:09:29.000]  差不多一年才回來
[00:09:29.000 --> 00:09:32.000]  如果遇到一個急性的
[00:09:32.000 --> 00:09:34.000]  你問他在Cruise那裡
[00:09:34.000 --> 00:09:37.000]  你貼錢給他他都不會去
[00:09:37.000 --> 00:09:39.000]  悶到發慌
[00:09:39.000 --> 00:09:40.000]  沒事情做
[00:09:40.000 --> 00:09:42.000]  來來去去就是那些地方
[00:09:42.000 --> 00:09:44.000]  雖然他裡面好像造成一個
[00:09:44.000 --> 00:09:46.000]  好像小城市一樣
[00:09:46.000 --> 00:09:47.000]  但是來來去去
[00:09:47.000 --> 00:09:49.000]  如果有一年的時間在裡面
[00:09:49.000 --> 00:09:53.000]  真的是都很悶
[00:09:53.000 --> 00:09:57.000]  要他藏他就藏
[00:09:57.000 --> 00:10:02.000]  要他出來他就出來
[00:10:02.000 --> 00:10:04.000]  大家有沒有聽過一個
[00:10:04.000 --> 00:10:09.000]  叫做什麼英雄被困燒雞灣
[00:10:09.000 --> 00:10:11.000]  我是英雄
[00:10:11.000 --> 00:10:14.000]  因為我是燒雞灣主
[00:10:14.000 --> 00:10:17.000]  我被困燒雞灣20多年
[00:10:17.000 --> 00:10:20.000]  然後才去菲律賓
[00:10:20.000 --> 00:10:24.000]  來這裡4年然後就去菲律賓
[00:10:24.000 --> 00:10:27.000]  其實基律溪就是他的燒雞灣
[00:10:27.000 --> 00:10:32.000]  薩克拉法也是他的燒雞灣
[00:10:32.000 --> 00:10:34.000]  以利亞可能在那裡說
[00:10:34.000 --> 00:10:37.000]  大丈夫不出來就不出來
[00:10:37.000 --> 00:10:38.000]  不出來就不出來
[00:10:38.000 --> 00:10:39.000]  為什麼不出來呢
[00:10:39.000 --> 00:10:41.000]  因為他知天命
[00:10:41.000 --> 00:10:43.000]  因為他壓天樹
[00:10:43.000 --> 00:10:45.000]  因為神叫他不出來
[00:10:45.000 --> 00:10:47.000]  現在為什麼叫他出來呢
[00:10:47.000 --> 00:10:50.000]  因為神的話語叫他出來
[00:10:50.000 --> 00:10:53.000]  神說你去斯阿哈德見你
[00:10:53.000 --> 00:10:54.000]  神叫他出來
[00:10:54.000 --> 00:10:55.000]  他就出來
[00:10:55.000 --> 00:10:59.000]  所以以利亞那種的內心是驚人
[00:10:59.000 --> 00:11:02.000]  他的信服都是驚人
[00:11:02.000 --> 00:11:06.000]  神的作為神的時間神的以情
[00:11:06.000 --> 00:11:08.000]  有神的方法
[00:11:08.000 --> 00:11:12.000]  千萬不要走在神的面前
[00:11:12.000 --> 00:11:14.000]  不要走在神的面前
[00:11:14.000 --> 00:11:17.000]  有時我們會用我們的時間
[00:11:17.000 --> 00:11:20.000]  我們的以情來去斷定
[00:11:20.000 --> 00:11:23.000]  我們的人生應該怎麼走
[00:11:23.000 --> 00:11:25.000]  但是以利亞就是知天命
[00:11:25.000 --> 00:11:27.000]  然後他壓天樹
[00:11:27.000 --> 00:11:29.000]  神叫他出來
[00:11:29.000 --> 00:11:32.000]  他就出來了
[00:11:32.000 --> 00:11:35.000]  第一樣東西我們現在要看的就是
[00:11:35.000 --> 00:11:38.000]  在以利亞的生平裡面
[00:11:38.000 --> 00:11:41.000]  有一個小人物出現了
[00:11:41.000 --> 00:11:45.000]  這個小人物大家知道他叫什麼名字嗎
[00:11:45.000 --> 00:11:48.000]  俄巴底
[00:11:48.000 --> 00:11:50.000]  俄巴底
[00:11:50.000 --> 00:11:54.000]  阿哈將他的家載俄巴底第三節
[00:11:54.000 --> 00:11:59.000]  照料來俄巴底甚是敬畏耶和華
[00:11:59.000 --> 00:12:02.000]  耶西別撒耶和華種先知的時候
[00:12:02.000 --> 00:12:05.000]  俄巴底將一百個先知藏了
[00:12:05.000 --> 00:12:08.000]  每五十人藏在一個洞裡
[00:12:08.000 --> 00:12:13.000]  拿餅和水來供養他們
[00:12:13.000 --> 00:12:16.000]  大家知道這個俄巴底
[00:12:16.000 --> 00:12:19.000]  其實算是一個小人物
[00:12:19.000 --> 00:12:21.000]  他是一個小人物
[00:12:21.000 --> 00:12:23.000]  為什麼說他是一個小人物呢
[00:12:23.000 --> 00:12:27.000]  因為他出現了就是這段時間
[00:12:27.000 --> 00:12:29.000]  就是這個記載
[00:12:29.000 --> 00:12:31.000]  大家不要搞錯
[00:12:31.000 --> 00:12:33.000]  這個俄巴底和舊約小先知
[00:12:33.000 --> 00:12:36.000]  那個俄巴底亞是不同人
[00:12:36.000 --> 00:12:40.000]  所以中文特別翻少了個亞字
[00:12:40.000 --> 00:12:45.000]  就是說明他其實和俄巴底亞是不同
[00:12:45.000 --> 00:12:48.000]  其實英文希伯萊文都是同一個字
[00:12:48.000 --> 00:12:49.000]  Oberdier
[00:12:49.000 --> 00:12:52.000]  但是中文就將他翻少了
[00:12:52.000 --> 00:12:54.000]  他叫做俄巴底
[00:12:54.000 --> 00:12:56.000]  他忽然間出現
[00:12:56.000 --> 00:12:59.000]  也都完了之後就忽然間消失
[00:12:59.000 --> 00:13:02.000]  消失了之後就無影無蹤
[00:13:02.000 --> 00:13:06.000]  所以俄巴底算不算是一個小配角呢
[00:13:06.000 --> 00:13:07.000]  是不是
[00:13:07.000 --> 00:13:08.000]  小配角
[00:13:08.000 --> 00:13:11.000]  他在這段經文出現
[00:13:11.000 --> 00:13:15.000]  而是做以利亞的一個配角
[00:13:15.000 --> 00:13:17.000]  我們也可以這麼說
[00:13:17.000 --> 00:13:19.000]  他是另類的一個神部
[00:13:19.000 --> 00:13:22.000]  而是小人物
[00:13:22.000 --> 00:13:25.000]  不是那種光光烈烈
[00:13:25.000 --> 00:13:28.000]  然後很有名那種的人物
[00:13:28.000 --> 00:13:30.000]  丁卓文我今天要和大家
[00:13:30.000 --> 00:13:33.000]  講俄巴底的生平
[00:13:33.000 --> 00:13:36.000]  我們配合了以利亞的生平
[00:13:36.000 --> 00:13:38.000]  來去講俄巴底
[00:13:38.000 --> 00:13:41.000]  以利亞是那個走在前面的大人物
[00:13:41.000 --> 00:13:45.000]  但是他在背後聖經特別用很長的篇幅
[00:13:45.000 --> 00:13:48.000]  來給我們看見
[00:13:48.000 --> 00:13:53.000]  俄巴底他在以利亞的事工上面
[00:13:53.000 --> 00:13:55.000]  有一些的參與
[00:13:55.000 --> 00:14:01.000]  為什麼作者在加密山的大戰的前夕
[00:14:01.000 --> 00:14:05.000]  要用這麼長的篇幅去講俄巴底這一號人物
[00:14:05.000 --> 00:14:07.000]  目的在哪裡呢
[00:14:07.000 --> 00:14:09.000]  目的在哪裡呢
[00:14:09.000 --> 00:14:13.000]  丁卓文我們知道從第三節開始
[00:14:13.000 --> 00:14:16.000]  一直到第十六節
[00:14:16.000 --> 00:14:18.000]  都是講到俄巴底
[00:14:18.000 --> 00:14:21.000]  他和以利亞那種的對話
[00:14:21.000 --> 00:14:24.000]  和他怎樣藏十一百個先知
[00:14:24.000 --> 00:14:28.000]  然後怎樣他不怕被發現
[00:14:28.000 --> 00:14:30.000]  而勇敢的去做神
[00:14:30.000 --> 00:14:32.000]  要託付他的工作
[00:14:32.000 --> 00:14:34.000]  而他和以利亞的對話
[00:14:34.000 --> 00:14:38.000]  也都看見他心裏面的內心世界是怎樣的
[00:14:38.000 --> 00:14:44.000]  在這張裏面我們看以利亞
[00:14:44.000 --> 00:14:47.000]  其實我們可以從以利亞的角度來說
[00:14:47.000 --> 00:14:49.000]  第一到第十九節
[00:14:49.000 --> 00:14:53.000]  但是我選擇從俄巴底的角度去看
[00:14:53.000 --> 00:14:56.000]  而今天我們的題目是什麼呢
[00:14:56.000 --> 00:15:01.000]  是做神職場的大使
[00:15:01.000 --> 00:15:03.000]  我發現俄巴底
[00:15:03.000 --> 00:15:07.000]  他是一個職場的大使
[00:15:07.000 --> 00:15:11.000]  第一個他的特色是什麼呢
[00:15:11.000 --> 00:15:17.000]  他是活出生命力來去見證神
[00:15:17.000 --> 00:15:21.000]  作者描述俄巴底在第三節說什麼呢
[00:15:21.000 --> 00:15:24.000]  甚至敬畏耶和華
[00:15:24.000 --> 00:15:26.000]  俄巴底?
[00:15:26.000 --> 00:15:31.000]  他是阿哈皇宮裏面的家宰
[00:15:31.000 --> 00:15:33.000]  家宰大家知道是什麼嗎
[00:15:33.000 --> 00:15:37.000]  現在你看連續劇
[00:15:37.000 --> 00:15:39.000]  什麼大內總管
[00:15:39.000 --> 00:15:43.000]  全部他宮廷裏面很多事情
[00:15:43.000 --> 00:15:47.000]  差不多是一個general manager
[00:15:47.000 --> 00:15:49.000]  是一個總管
[00:15:49.000 --> 00:15:53.000]  管理阿哈家裏面的一切事情
[00:15:53.000 --> 00:15:55.000]  所以叫做家宰
[00:15:55.000 --> 00:15:59.000]  而在聖經裏面說俄巴底
[00:15:59.000 --> 00:16:03.000]  是甚至敬畏耶和華
[00:16:03.000 --> 00:16:07.000]  我看一些註釋書
[00:16:07.000 --> 00:16:09.000]  有些註釋書說
[00:16:09.000 --> 00:16:13.000]  俄巴底其實是一個妥協分子
[00:16:13.000 --> 00:16:20.000]  在阿哈這個大壞蛋的宮裏面做事
[00:16:20.000 --> 00:16:21.000]  好人都有閒
[00:16:21.000 --> 00:16:25.000]  大家同不同意嗎
[00:16:25.000 --> 00:16:29.000]  不同意嗎
[00:16:29.000 --> 00:16:31.000]  不同意
[00:16:31.000 --> 00:16:33.000]  他們說得真正有詞的
[00:16:33.000 --> 00:16:39.000]  有些時候又覺得好像是對的
[00:16:39.000 --> 00:16:42.000]  在一個這麼大的惡人的底下
[00:16:42.000 --> 00:16:45.000]  做他的整個general manager
[00:16:45.000 --> 00:16:48.000]  真是挺難
[00:16:48.000 --> 00:16:51.000]  但是我覺得如果要解經
[00:16:51.000 --> 00:16:53.000]  你就要忠於聖經
[00:16:53.000 --> 00:16:55.000]  聖經講了一句話
[00:16:55.000 --> 00:16:58.000]  就是他甚至敬畏耶和華
[00:16:58.000 --> 00:17:00.000]  俄巴底這個字
[00:17:00.000 --> 00:17:04.000]  其實是耶和華的僕人的意思
[00:17:04.000 --> 00:17:06.000]  誰給他這個名字
[00:17:06.000 --> 00:17:08.000]  我相信是他父母給他這個名字
[00:17:08.000 --> 00:17:10.000]  如果他父母給他這個名字
[00:17:10.000 --> 00:17:17.000]  我相信他父母都是神的百姓
[00:17:17.000 --> 00:17:22.000]  他希望俄巴底能夠成長成為耶和華的僕人
[00:17:22.000 --> 00:17:25.000]  我們有足夠的理由相信
[00:17:25.000 --> 00:17:27.000]  俄巴底是從小就認識神
[00:17:27.000 --> 00:17:30.000]  因為他後來的見證說
[00:17:30.000 --> 00:17:34.000]  他自幼就是敬畏耶和華
[00:17:34.000 --> 00:17:36.000]  他自幼敬畏耶和華
[00:17:36.000 --> 00:17:42.000]  我相信是因為他父母教導他帶領他去敬畏耶和華
[00:17:42.000 --> 00:17:45.000]  所以敬畏神在這裡
[00:17:45.000 --> 00:17:48.000]  我們看到兩個地方說他敬畏神
[00:17:48.000 --> 00:17:52.000]  在第九節說的是他自己的見證說他敬畏神
[00:17:52.000 --> 00:17:55.000]  如果他自己說他敬畏神
[00:17:55.000 --> 00:17:57.000]  你可以打折扣
[00:17:57.000 --> 00:17:59.000]  是不是
[00:17:59.000 --> 00:18:01.000]  有一個人告訴你他很愛主
[00:18:01.000 --> 00:18:03.000]  你信不信
[00:18:03.000 --> 00:18:06.000]  你有足夠的理由去懷疑
[00:18:06.000 --> 00:18:07.000]  因為你要看清楚
[00:18:07.000 --> 00:18:11.000]  到底他實際的生活是不是真的愛主
[00:18:11.000 --> 00:18:13.000]  但是如果聖經在第三節
[00:18:13.000 --> 00:18:16.000]  是作者說他甚是敬畏耶和華
[00:18:16.000 --> 00:18:18.000]  這個就另當別論了
[00:18:18.000 --> 00:18:20.000]  對不對
[00:18:20.000 --> 00:18:23.000]  作者說他甚是敬畏耶和華
[00:18:23.000 --> 00:18:29.000]  所以這個應該是不會錯得去變
[00:18:29.000 --> 00:18:33.000]  因為聖經的記載我們要相信
[00:18:33.000 --> 00:18:37.000]  我們以聖經所記載的來解釋聖經
[00:18:37.000 --> 00:18:42.000]  在這裡我們要解決兩個問題
[00:18:42.000 --> 00:18:47.000]  這兩個問題其實都是很需要來處理
[00:18:47.000 --> 00:18:49.000]  然後處理了之後
[00:18:49.000 --> 00:18:51.000]  我們才可以真是明白
[00:18:51.000 --> 00:18:55.000]  阿巴底怎樣能夠活出生命力來見證神
[00:18:55.000 --> 00:18:58.000]  第一個問題
[00:18:58.000 --> 00:19:00.000]  我問你了
[00:19:00.000 --> 00:19:02.000]  你去想
[00:19:02.000 --> 00:19:04.000]  為什麼一個敬畏神的人
[00:19:04.000 --> 00:19:06.000]  竟然願意在一個大惡人
[00:19:06.000 --> 00:19:10.000]  敵對神的老闆底下來做事呢
[00:19:10.000 --> 00:19:12.000]  這是不是一個問題
[00:19:12.000 --> 00:19:14.000]  是不是
[00:19:14.000 --> 00:19:16.000]  是啊
[00:19:16.000 --> 00:19:18.000]  為什麼呢
[00:19:18.000 --> 00:19:22.000]  如果你不解決這個問題
[00:19:22.000 --> 00:19:26.000]  你就很難繼續下去
[00:19:26.000 --> 00:19:28.000]  所以為什麼有人說
[00:19:28.000 --> 00:19:30.000]  阿巴底是軟弱妥協
[00:19:30.000 --> 00:19:36.000]  而不是真正的用生命力來見證神
[00:19:36.000 --> 00:19:38.000]  在阿哈的宮裏面
[00:19:38.000 --> 00:19:40.000]  既然拜偶像
[00:19:40.000 --> 00:19:45.000]  所以很多時候就會有一些拜偶像的禮儀
[00:19:45.000 --> 00:19:47.000]  而在拜偶像的中間
[00:19:47.000 --> 00:19:51.000]  也會加了一些不道德的行徑
[00:19:51.000 --> 00:19:55.000]  一些男女之間很亂倫
[00:19:55.000 --> 00:19:58.000]  不道德的事情
[00:19:58.000 --> 00:20:02.000]  所以如果要在阿哈的宮裏面擔當要職
[00:20:02.000 --> 00:20:05.000]  是不是都很困難呢
[00:20:05.000 --> 00:20:10.000]  要持守他的見證是不是很困難呢
[00:20:10.000 --> 00:20:12.000]  我相信是
[00:20:12.000 --> 00:20:15.000]  為什麼阿巴底仍然在那裏做事呢
[00:20:15.000 --> 00:20:20.000]  你有沒有想到一個好的答案呢
[00:20:20.000 --> 00:20:22.000]  有些人說
[00:20:22.000 --> 00:20:25.000]  可能他找不到另一份工作
[00:20:25.000 --> 00:20:28.000]  又或者這份工作挺好的
[00:20:28.000 --> 00:20:30.000]  又薪水挺高
[00:20:30.000 --> 00:20:33.000]  因為大內總管
[00:20:33.000 --> 00:20:40.000]  又或者他是神安排給他在這個地方來侍奉
[00:20:40.000 --> 00:20:43.000]  某個程度他是被迫的
[00:20:43.000 --> 00:20:45.000]  而他不甘願
[00:20:45.000 --> 00:20:47.000]  但是他也沒有辦法
[00:20:47.000 --> 00:20:51.000]  所以他在那裏來侍奉
