
[00:00:00.000 --> 00:00:08.280]  今天和大家分享的經文是約爾書第三章
[00:04:02.480 --> 00:04:08.480]  就是讓我們能夠成為神真正的以色列人的眾子
[00:04:08.480 --> 00:04:10.880]  除了這件事外
[00:04:10.880 --> 00:04:15.920]  更重要的就是讓我們學會如何辨認出
[00:04:15.920 --> 00:04:18.160]  真正屬神的子民
[00:04:18.160 --> 00:04:22.240]  哪些才是真正神以色列人的子民
[00:04:22.240 --> 00:04:23.440]  他們的兒子
[00:04:23.440 --> 00:04:30.400]  並且讓我們能夠一同去並肩行走這條屬靈的天路
[00:04:30.400 --> 00:04:35.360]  我們今天就透過這三樣東西一起去思想一下
[00:04:35.360 --> 00:04:40.880]  我們先從第三章第十四節來看
[00:04:40.880 --> 00:04:43.520]  我們在這段經文裡看到
[00:04:43.520 --> 00:04:49.120]  首先原來人多並不一定代表他們是對的
[00:04:49.120 --> 00:04:52.320]  在這段經文的一開始我們會看到
[00:04:52.320 --> 00:04:57.680]  作者在當時引述耶和華神吩咐他們要傳的信息
[00:04:57.680 --> 00:05:02.400]  就是說有很多很多的人在斷定谷
[00:05:02.400 --> 00:05:08.720]  原來當時有很多的人聚集在同一個地方地點裡
[00:05:08.720 --> 00:05:11.760]  這個地點叫做斷定谷
[00:05:11.760 --> 00:05:14.240]  其實斷定谷是什麼呢
[00:05:14.240 --> 00:05:17.280]  如果純粹是抽一段經文出來說
[00:05:17.280 --> 00:05:19.360]  當然不知道說什麼了
[00:05:19.360 --> 00:05:23.520]  所以讀聖經我們一定要從上文下理
[00:05:23.520 --> 00:05:29.600]  也要有連貫性地在成卷成經裡慢慢地逐一去看
[00:05:29.600 --> 00:05:33.440]  如果我們從上文去看所謂的斷定谷
[00:05:33.440 --> 00:05:37.920]  其實就在第三章十二節裡面
[00:05:37.920 --> 00:05:43.040]  其實就介紹了給我們聽那個地點叫做約沙伐谷
[00:05:43.040 --> 00:05:47.760]  是同一個地方英文就說得很不同的名字
[00:05:47.760 --> 00:05:50.320]  一個就說到是約沙伐谷
[00:05:50.320 --> 00:05:55.840]  一個就說到是一個決定事情的一個山谷
[00:05:55.840 --> 00:06:02.800]  那究竟這兩個山谷為什麼有一個改變了名稱
[00:06:02.800 --> 00:06:05.600]  來去陳述同一個地點呢
[00:06:05.600 --> 00:06:08.960]  這個就很值得我們在這段聖經去留意了
[00:06:08.960 --> 00:06:11.120]  在這段聖經的開始
[00:06:11.120 --> 00:06:14.320]  一開始說到這些很多很多的人
[00:06:14.320 --> 00:06:17.600]  本版本就用了群眾群眾
[00:06:17.600 --> 00:06:21.600]  連續用了同一個字眼去重疊使用
[00:06:21.600 --> 00:06:25.680]  去嘗試告訴我們聽有很多的人在那裡
[00:06:25.680 --> 00:06:28.000]  其實是指到什麼人
[00:06:28.000 --> 00:06:31.440]  其實從上文我們也可以知道的
[00:06:31.440 --> 00:06:34.640]  就在第十一節裡面第三章十一節
[00:06:34.640 --> 00:06:38.240]  所介紹到的關於在這個泰爾
[00:06:38.240 --> 00:06:42.720]  西頓和菲利士四景當中的人
[00:06:42.720 --> 00:06:48.160]  並且包括了另一類的人就是他們能夠和他們同盟
[00:06:48.160 --> 00:06:51.120]  一起同謀在這件事情上面
[00:06:51.120 --> 00:06:55.760]  我曾經和他說你找你的朋友你的同輩
[00:06:55.760 --> 00:06:58.480]  你的盟友來跟我打這場仗
[00:06:58.480 --> 00:07:02.240]  在這段聖經裡面就說到這些人
[00:07:02.240 --> 00:07:06.720]  全部都聚集在這個約沙法谷裡面
[00:07:06.720 --> 00:07:11.040]  留意在前文我們已經提過
[00:07:11.040 --> 00:07:14.960]  這個約沙法谷可以說是一場戰爭
[00:07:14.960 --> 00:07:18.400]  或者他們較力的一個角力場
[00:07:18.400 --> 00:07:21.920]  但是同時間我們也在前文看到的就是
[00:07:21.920 --> 00:07:25.040]  這個地方是上帝坐定在這裡
[00:07:25.040 --> 00:07:27.360]  等候來審判
[00:07:27.360 --> 00:07:31.440]  宣告他們這群人的錯謀
[00:07:31.440 --> 00:07:34.240]  他們怎樣在趁著耶和華神
[00:07:34.240 --> 00:07:37.680]  去教導南國猶太國的時候
[00:07:37.680 --> 00:07:41.680]  他們乘機去渾水摸魚
[00:07:41.680 --> 00:07:43.680]  希望在當中得到一些利益
[00:07:43.680 --> 00:07:45.360]  我們在前文已經說過了
[00:07:45.360 --> 00:07:51.120]  他們藉著去賣這些南國的子民的年輕的男女
[00:07:51.120 --> 00:07:54.480]  去到他們老家的希臘地區
[00:07:54.480 --> 00:07:57.360]  因為非利士人的原組織是希臘地區
[00:07:57.360 --> 00:08:02.800]  是屬於巴勒斯坦地以西北的遠遠的他方
[00:08:02.800 --> 00:08:04.400]  但後來上帝怎樣
[00:08:04.400 --> 00:08:08.720]  在一個很快閃電一樣那麼快的戰役裡面
[00:08:08.720 --> 00:08:10.720]  就讓他的子民
[00:08:10.800 --> 00:08:14.240]  把這些所有的人
[00:08:14.240 --> 00:08:17.520]  包括哈太爾西和非利士四警
[00:08:17.520 --> 00:08:19.040]  和他們盟友的人
[00:08:19.040 --> 00:08:21.120]  全部他們的年輕男女
[00:08:21.120 --> 00:08:22.560]  把他們賣掉
[00:08:22.560 --> 00:08:24.400]  這次就不是賣去家鄉
[00:08:24.400 --> 00:08:26.400]  是相反方向賣掉他們
[00:08:26.400 --> 00:08:30.560]  從西北把他們賣到西南最南的地方裡面
[00:08:30.560 --> 00:08:33.760]  在聖經裡面我們就會留意到
[00:08:33.760 --> 00:08:37.520]  上帝用一個那麼閃電快的方式
[00:08:37.520 --> 00:08:40.400]  就已經奠定了整個聖果
[00:08:40.400 --> 00:08:44.560]  為什麼在這個時候有一個名稱上改變呢
[00:08:44.560 --> 00:08:48.400]  這個地點從一個戰場叫做約沙發谷
[00:08:48.400 --> 00:08:52.560]  就把它改名叫做端定谷
[00:08:52.560 --> 00:08:56.400]  端定其實如果按照原文所說的
[00:08:56.400 --> 00:09:00.960]  就是說做出最終決定的山谷
[00:09:00.960 --> 00:09:01.920]  峽谷
[00:09:01.920 --> 00:09:03.840]  換句話來說
[00:09:03.840 --> 00:09:07.520]  同一個地方就有一個改變了
[00:09:07.520 --> 00:09:13.280]  在聖經裡面這種寫作技巧或者陳述技巧是非常普遍的
[00:09:13.280 --> 00:09:15.840]  如果我們留意到在聖經裡面
[00:09:15.840 --> 00:09:17.520]  無論人或者地點
[00:09:17.520 --> 00:09:20.960]  其實很多時候都會經過一個改名
[00:09:20.960 --> 00:09:23.440]  或者一個新的命名
[00:09:23.440 --> 00:09:27.040]  往往是只需要經過了一連串的事件
[00:09:27.040 --> 00:09:28.960]  或者發生了的事情
[00:09:28.960 --> 00:09:32.160]  那個進程完成了之後
[00:09:32.160 --> 00:09:35.520]  那個地或者那個人就會
[00:09:35.520 --> 00:09:37.760]  為他們的名字改變
[00:09:37.760 --> 00:09:40.880]  為這個人他自己的人生的取向
[00:09:40.880 --> 00:09:43.200]  立了一個不同的取向
[00:09:43.200 --> 00:09:46.000]  甚至為那個地方或者那個人
[00:09:46.000 --> 00:09:48.880]  去附上一個新一重的意義
[00:09:48.880 --> 00:09:52.400]  藉著他的名字去帶著他走他的人生
[00:09:52.400 --> 00:09:54.080]  這些例子很多的
[00:09:54.080 --> 00:09:56.640]  譬如我們最熟悉的其中一些例子
[00:09:56.640 --> 00:10:01.680]  譬如是創世紀裡面的其中一個人物叫做瓦國
[00:10:01.680 --> 00:10:04.080]  如果大家都知道瓦國
[00:10:04.080 --> 00:10:08.880]  其實後來他改了名叫做以色列
[00:10:08.880 --> 00:10:14.080]  這件事就發生了在創世紀第35章第10節裡面
[00:10:14.080 --> 00:10:18.800]  清楚介紹到原來上帝和瓦國
[00:10:18.800 --> 00:10:22.720]  在一個地方叫做瓦博渡口裡面
[00:10:22.720 --> 00:10:27.040]  相會並且後來有這個摔角
[00:10:27.040 --> 00:10:29.600]  然後在那件事情上後來
[00:10:29.600 --> 00:10:36.400]  瓦國似乎都好像和上帝打過和
[00:10:36.400 --> 00:10:39.600]  但是最後他都變成了瓦國的強盾
[00:10:39.600 --> 00:10:40.800]  但是在那個地方上帝說
[00:10:40.800 --> 00:10:43.440]  你自此又改名叫做以色列
[00:10:43.440 --> 00:10:47.600]  其實這件事件也都同時有一個引申
[00:10:47.600 --> 00:10:49.680]  就是同一個地點當中
[00:10:49.680 --> 00:10:53.440]  這個瓦博渡口後來也都改了名
[00:10:53.440 --> 00:10:56.560]  同時間改了名叫做比奴伊勒
[00:10:56.560 --> 00:10:59.280]  這個也是我們很熟悉的名字
[00:10:59.280 --> 00:11:01.600]  比奴伊勒本身的意思就是說
[00:11:01.600 --> 00:11:03.520]  上帝的面
[00:11:03.520 --> 00:11:06.960]  就是瓦國後來改了名叫做以色列
[00:11:06.960 --> 00:11:10.800]  在那裡和上帝有角力彼此見面
[00:11:10.800 --> 00:11:14.080]  但是他在這個過程當中
[00:11:14.080 --> 00:11:16.880]  他仍然和上帝可以打和
[00:11:16.880 --> 00:11:19.760]  或者甚至他覺得他自己好像贏了
[00:11:19.760 --> 00:11:24.640]  在這個地方裡面就改了名叫做比奴伊勒
[00:11:24.640 --> 00:11:26.640]  在那裡見上帝的面
[00:11:26.640 --> 00:11:29.520]  從這些例子裡面我們都看到
[00:11:29.520 --> 00:11:35.200]  原來聖經是很普遍地去為一個地方改名
[00:11:35.200 --> 00:11:38.800]  因為在那個地方發生過一些事情
[00:11:38.800 --> 00:11:43.360]  然後改變了那個地方原本的意義
[00:11:43.360 --> 00:11:46.880]  所以有個新的命名出現在裡面
[00:11:46.880 --> 00:11:51.600]  所以來到這段聖經裡面我們可以看到
[00:11:51.600 --> 00:11:54.640]  從第三章十四節裡面有很多人
[00:11:54.640 --> 00:11:57.920]  很多人包括那些所有來到
[00:11:57.920 --> 00:12:02.480]  原本想和耶和華一起去打這場戰爭
[00:12:02.480 --> 00:12:05.680]  想和上帝過兩招想贏上帝
[00:12:05.680 --> 00:12:10.240]  但是上帝怎樣?在那裡和這些所有的人會面之後
[00:12:10.240 --> 00:12:12.400]  上帝贏了他們
[00:12:12.400 --> 00:12:15.600]  於是怎麼樣?聖經就馬上說
[00:12:15.600 --> 00:12:18.080]  這幫人雖然輸了也好
[00:12:18.080 --> 00:12:21.280]  上帝仍然看到這幫人在那個地方裡面
[00:12:21.280 --> 00:12:28.320]  上帝就在那個地方準備去作出判詞或者裁決
[00:12:28.320 --> 00:12:31.600]  上帝在這個時候要告訴我們知道
[00:12:31.600 --> 00:12:37.200]  原來他在戰勝了這場和這些種種的外邦人
[00:12:37.200 --> 00:12:40.640]  其實當中還包括南國猶大國的子民
[00:12:40.640 --> 00:12:42.800]  都在當中一起參與了這場戰爭
[00:12:42.800 --> 00:12:45.600]  當這場戰爭打完之後
[00:12:45.600 --> 00:12:49.680]  上帝和南國的子民得勝
[00:12:49.680 --> 00:12:53.120]  上帝馬上進入下一個環節
[00:12:53.120 --> 00:12:57.360]  就是耶和華的日子進入到這個時間
[00:12:57.360 --> 00:13:01.520]  耶和華的日子來做什麼?作出宣判
[00:13:01.520 --> 00:13:07.600]  在這個時候要將戰果定定了之後
[00:13:07.600 --> 00:13:11.760]  那個後果要將它陳明出來
[00:13:11.760 --> 00:13:14.800]  並且這個陳明是不能改變的
[00:13:14.800 --> 00:13:19.360]  上帝已經在這個地方作了最終的決定
[00:13:19.360 --> 00:13:22.560]  所以從這段聖經裡面單從第三章十四節
[00:13:22.560 --> 00:13:23.920]  我們已經知道
[00:13:23.920 --> 00:13:27.520]  原來耶和華的日子這個字眼
[00:13:27.520 --> 00:13:32.640]  原來是和判決執行上帝的判詞
[00:13:32.640 --> 00:13:35.200]  是有直接的關聯的
[00:13:35.200 --> 00:13:39.680]  而且這個判決是馬上進行的
[00:13:39.680 --> 00:13:41.600]  所以這段聖經說的是什麼?
[00:13:41.600 --> 00:13:43.440]  和合本就用了臨近
[00:13:43.440 --> 00:13:47.360]  但是在希伯來文聖經裡面就用了另一個字眼
[00:13:47.360 --> 00:13:49.600]  就是非常之接近
[00:13:49.600 --> 00:13:52.800]  就是說是立時間進入的
[00:13:52.800 --> 00:13:56.400]  這個字眼其實是原本用在聖經裡面
[00:13:56.400 --> 00:13:58.800]  接近這個字眼通常是說到
[00:13:58.800 --> 00:14:03.840]  黑夜剛剛一個黎明即將進入
[00:14:03.840 --> 00:14:06.320]  這個轉折的時間
[00:14:06.320 --> 00:14:07.520]  真的是一刻而已
[00:14:07.520 --> 00:14:09.600]  如果大家看日出
[00:14:09.600 --> 00:14:14.560]  我以前最初來到加拿大真的沒有事情做
[00:14:14.560 --> 00:14:17.040]  晚上時差又沒搞定
[00:14:17.040 --> 00:14:18.240]  所以很早起床
[00:14:18.240 --> 00:14:19.360]  真的看日出
[00:14:19.360 --> 00:14:21.040]  原來日出是很特別的
[00:14:21.040 --> 00:14:22.560]  一刷一刷而已
[00:14:22.560 --> 00:14:25.040]  又很黑的天突然一下子
[00:14:25.040 --> 00:14:27.040]  哇整個天都亮了
[00:14:27.040 --> 00:14:29.120]  這種情況就是說
[00:14:29.120 --> 00:14:33.040]  上帝一打完這場仗得勝之後
[00:14:33.040 --> 00:14:35.440]  他怎麼樣?馬上作出裁判
[00:14:35.440 --> 00:14:36.880]  好像奧運會那樣
[00:14:36.880 --> 00:14:39.920]  那些運動員比賽完之後怎麼樣?
[00:14:39.920 --> 00:14:43.440]  馬上就宣告誰贏誰輸
[00:14:43.440 --> 00:14:44.800]  然後怎麼樣?
[00:14:44.800 --> 00:14:48.080]  馬上就立刻頒布獎牌
[00:14:48.080 --> 00:14:49.280]  所以大兄姐們
[00:14:49.280 --> 00:14:52.080]  我們從這段聖經裡面看見
[00:14:52.080 --> 00:14:59.200]  上帝其實是整件事的決策者
[00:14:59.200 --> 00:15:01.840]  雖然這幫人帶著一份心志
[00:15:01.840 --> 00:15:03.600]  我們人多
[00:15:03.600 --> 00:15:06.240]  我朋友多
[00:15:06.240 --> 00:15:07.840]  甚至以色列民
[00:15:07.840 --> 00:15:09.200]  我們從這段聖經裡面
[00:15:09.200 --> 00:15:11.120]  南國猶大剩下的是什麼?
[00:15:11.120 --> 00:15:13.040]  我們稱之為愚民
[00:15:13.040 --> 00:15:15.600]  剩下的人而已
[00:15:15.600 --> 00:15:17.680]  不是很多
[00:15:17.680 --> 00:15:19.680]  剩餘的
[00:15:19.680 --> 00:15:20.880]  但是怎麼樣?
[00:15:20.880 --> 00:15:23.280]  上帝也能夠得勝
[00:15:23.280 --> 00:15:25.840]  為什麼上帝要在這裡
[00:15:25.840 --> 00:15:28.880]  直接才要作這個宣布呢?
[00:15:28.880 --> 00:15:32.560]  因為他要告訴我們一件很重要的事
[00:15:32.560 --> 00:15:34.000]  你們人多
[00:15:34.000 --> 00:15:36.480]  不是代表你們是對的
[00:15:36.480 --> 00:15:39.040]  對錯的準則
[00:15:39.040 --> 00:15:47.360]  其實是在於事情的設定者和審判者的決定
[00:15:47.360 --> 00:15:49.760]  很可惜的是
[00:15:49.760 --> 00:15:53.360]  這種觀念在我們今天這個世界裡
[00:15:53.360 --> 00:15:55.840]  是漸漸被取締
[00:15:55.840 --> 00:15:58.240]  甚至我們作為基督徒也好
[00:15:58.240 --> 00:16:02.080]  我們漸漸在這方面看得很輕
[00:16:02.080 --> 00:16:08.960]  今天因為我們活在一個以人民主義為主導的世界當中
[00:16:08.960 --> 00:16:12.560]  每個人都高舉個人主義
[00:16:12.560 --> 00:16:14.880]  於是一百個人
[00:16:14.880 --> 00:16:18.880]  就會有一百種不同的準則
[00:16:18.880 --> 00:16:21.760]  來釐定同一件事
[00:16:21.760 --> 00:16:23.440]  結果造成什麼?
[00:16:23.440 --> 00:16:25.040]  造成一個混亂
[00:16:25.040 --> 00:16:28.560]  於是人為了解決這個混亂
[00:16:28.560 --> 00:16:31.520]  於是想出一個這樣的概念
[00:16:31.520 --> 00:16:33.040]  人多
[00:16:33.040 --> 00:16:35.040]  就一定是對的
[00:16:35.040 --> 00:16:36.320]  所以怎麼樣?
[00:16:36.320 --> 00:16:37.360]  選啊
[00:16:37.360 --> 00:16:40.400]  人認為對的事情就做啊
[00:16:40.400 --> 00:16:43.440]  但是在這個世界裡我們就會看到
[00:16:43.440 --> 00:16:45.840]  不是所有的事情
[00:16:45.840 --> 00:16:48.000]  都是人多就一定是對的
[00:16:48.000 --> 00:16:51.440]  反而我們看到很多人多認為的事情
[00:16:51.440 --> 00:16:55.840]  反而很多時候是一件錯誤的事情
[00:16:55.840 --> 00:16:57.840]  而這種看法
[00:16:57.840 --> 00:17:02.320]  卻是深深在我們今天每一天的生活裡去籠罩
[00:17:02.320 --> 00:17:04.800]  於是即使我們作為信徒的
[00:17:04.800 --> 00:17:07.360]  我們都將這種思維
[00:17:07.360 --> 00:17:09.440]  久而久之就潛移默化
[00:17:09.440 --> 00:17:11.840]  放在我們的信仰上面
[00:17:11.840 --> 00:17:14.960]  於是我們在教會當中我們又說
[00:17:14.960 --> 00:17:18.080]  總之每個人認為對的事情我們就去做
[00:17:18.080 --> 00:17:19.520]  就認為是對的
[00:17:19.520 --> 00:17:20.960]  弟兄姊妹不要漏了
[00:17:20.960 --> 00:17:22.400]  在聖經裡
[00:17:22.400 --> 00:17:24.880]  即是在新約聖經裡
[00:17:24.880 --> 00:17:30.480]  就算是眾人以為美的事情
[00:17:30.480 --> 00:17:32.800]  聖經怎麼教導我們?
[00:17:32.800 --> 00:17:35.200]  都要留心去做
[00:17:35.200 --> 00:17:36.880]  留心去做的意思
[00:17:36.880 --> 00:17:40.080]  他在當中沒有做過一個對錯的決定
[00:17:40.080 --> 00:17:43.760]  沒有做了一個對錯的判斷
[00:17:43.760 --> 00:17:45.360]  為什麼?
[00:17:45.360 --> 00:17:48.080]  因為當每個人認為對的時候
[00:17:48.080 --> 00:17:50.560]  而我們也還沒摸準神的心意的時候
[00:17:50.560 --> 00:17:51.520]  我們怎麼樣?
[00:17:51.520 --> 00:17:55.600]  我們就看看究竟那件事情發生進展如何
[00:17:55.600 --> 00:17:57.200]  去一亂尋找
[00:17:57.200 --> 00:18:01.120]  看看和上帝給我們的學習教導
[00:18:01.120 --> 00:18:02.480]  有沒有一些偏離
[00:18:02.960 --> 00:18:04.000]  而不是說
[00:18:04.000 --> 00:18:06.160]  總之人多的事情就一定是對的
[00:18:06.160 --> 00:18:09.520]  人多的事情就一定是對的
[00:18:09.520 --> 00:18:11.680]  弟兄姊妹
[00:18:11.680 --> 00:18:13.520]  這是一個很重要的信息
[00:18:13.520 --> 00:18:14.880]  在這段聖經裡說了
[00:18:14.880 --> 00:18:16.400]  這群人夠多了
[00:18:16.400 --> 00:18:19.680]  泰爾西頓、菲利士眾人和他們的盟友
[00:18:19.680 --> 00:18:22.000]  一定非常之多
[00:18:22.000 --> 00:18:23.840]  在這個世界裡
[00:18:23.840 --> 00:18:26.400]  不信主的人永遠都是最多的
[00:18:26.400 --> 00:18:28.080]  有沒有留意?
[00:18:28.080 --> 00:18:29.440]  我們是不是就
[00:18:29.440 --> 00:18:32.800]  所以這些人大部分的人做的決定就一定是對的
[00:18:32.800 --> 00:18:33.920]  不是的
[00:18:33.920 --> 00:18:35.840]  所以今天
[00:18:35.840 --> 00:18:37.680]  最大的問題就是
[00:18:37.680 --> 00:18:39.600]  很多時候我們以為
[00:18:39.600 --> 00:18:41.760]  跟大隊就是對的
[00:18:41.760 --> 00:18:43.360]  所以有些人回教會
[00:18:43.360 --> 00:18:45.120]  我回大教會
[00:18:45.120 --> 00:18:46.240]  去到教會那裡
[00:18:46.240 --> 00:18:47.840]  大眾認為對的事情
[00:18:47.840 --> 00:18:50.320]  那個對的事情就做的了
[00:18:50.320 --> 00:18:51.520]  就以為是
[00:18:51.520 --> 00:18:54.560]  甚至是以為是上帝的旨意
[00:18:54.560 --> 00:18:55.680]  但是弟兄姊妹
[00:18:55.680 --> 00:18:56.560]  留意
[00:18:56.560 --> 00:18:58.800]  在這個世界的上面
[00:18:59.760 --> 00:19:02.080]  究竟哪一個做主
[00:19:02.080 --> 00:19:04.240]  在這個世界上面
[00:19:04.240 --> 00:19:07.360]  真正的主其實只有一個
[00:19:07.360 --> 00:19:09.280]  就是耶和華神
[00:19:09.280 --> 00:19:10.640]  我們的上主
[00:19:10.640 --> 00:19:14.640]  所有的準則都是由他而定的
[00:19:14.640 --> 00:19:17.680]  因為這個世界就是由他所創造的
[00:19:17.680 --> 00:19:18.480]  所以接下來
[00:19:18.480 --> 00:19:20.880]  我們去看第十五十六節
[00:19:20.880 --> 00:19:22.640]  接著就會說到這個創造
[00:19:22.640 --> 00:19:25.120]  用創造來告訴他一些事情
[00:19:25.120 --> 00:19:26.800]  是上帝的心意
[00:19:26.800 --> 00:19:28.640]  但是從這段聖經裡
[00:19:28.640 --> 00:19:30.080]  我們已經可以看見
[00:19:30.080 --> 00:19:32.320]  當我們發現到
[00:19:32.320 --> 00:19:34.720]  當每個人都以為對的時候
[00:19:34.720 --> 00:19:36.800]  我們有沒有回想一下
[00:19:36.800 --> 00:19:38.800]  上帝你的標準
[00:19:38.800 --> 00:19:41.200]  是怎麼樣的一回事呢
[00:19:41.200 --> 00:19:44.960]  上帝你認為對的事情是什麼呢
[00:19:44.960 --> 00:19:46.480]  你對這件事的看法
[00:19:46.480 --> 00:19:48.160]  是怎麼處理呢
[00:19:48.160 --> 00:19:50.080]  我們有沒有可以這樣看
[00:19:50.080 --> 00:19:52.480]  總之每個人說對就對
[00:19:52.480 --> 00:19:54.160]  每個人說去做就做
[00:19:54.160 --> 00:19:56.240]  不是的 弟兄姊妹
[00:19:56.480 --> 00:19:58.880]  而我們更加重要的看見就是
[00:19:58.880 --> 00:20:01.600]  當上帝他的準則
[00:20:01.600 --> 00:20:04.400]  一顯明出來的時候
[00:20:04.400 --> 00:20:06.240]  他就馬上執行的了
[00:20:06.240 --> 00:20:09.520]  而且要讓我們清清楚楚
[00:20:09.520 --> 00:20:11.280]  在他的旨意裡面
[00:20:11.280 --> 00:20:12.960]  去跟從著他
[00:20:12.960 --> 00:20:15.200]  而我們根本沒有其他的選擇
[00:20:15.200 --> 00:20:16.320]  因為這個決定
[00:20:16.320 --> 00:20:18.320]  就是一個最終的決定
[00:20:18.320 --> 00:20:20.160]  所以為什麼這個地點叫做
[00:20:20.160 --> 00:20:21.760]  斷定谷
[00:20:21.760 --> 00:20:23.600]  聖經所說的
[00:20:23.600 --> 00:20:25.120]  不只是說一個地點
[00:20:25.120 --> 00:20:27.680]  是整個世界裡面
[00:20:27.680 --> 00:20:31.200]  當上帝進入到他的日子
[00:20:31.200 --> 00:20:33.440]  要作最終審判的時候
[00:20:33.440 --> 00:20:37.600]  這個項目或者這件事件
[00:20:37.600 --> 00:20:39.360]  用英文說這個event
[00:20:39.360 --> 00:20:40.560]  一出現的時候
