
[00:00:00.000 --> 00:00:13.000]  丁姐妹早晨,我們一起祈禱,多謝天父,讓你的話語再次成為我們生命的鼓勵
[00:08:01.000 --> 00:08:16.000]  經常思考著要起來,但你永遠都起不了身,除非什麼呢?除非你把心一環,把手指揮開,你會很冷的,冷你就會起來
[00:08:16.000 --> 00:08:27.000]  其實我們就會看到,起來其實就是面對失敗的一個關鍵,不然你永遠上學上班都會遲到
[00:08:27.000 --> 00:08:37.000]  第二,面對失敗其實我們要從失敗當中學習生命的功課,提升自己對慾望的免疫力,這是很重要的
[00:08:37.000 --> 00:08:48.000]  我們作為父母,我們很想我們的子女少一些失敗,多一些成功,我們很想他們能夠贏在起跑線
[00:08:48.000 --> 00:09:03.000]  我們真的很想他們不要那麼多失敗的經驗,建立多一些自信,不過我有另類的看法,我有另類的看法就是早些令到小孩的失敗是好的
[00:09:03.000 --> 00:09:20.000]  通常你看那些名人,成功人士,他樣子很帥,通常那些成功人士,你看他一刻的成功,其實他背後有很多失敗,才到達成功
[00:09:20.000 --> 00:09:37.000]  但是那個人的眼睛是很有趣的,人的眼睛只看到成功,你就以為這些成功人士,在他背後就永遠整個生命都是sure win,全部都是跑贏跑贏跑贏跑贏,以至你看到那麼成功
[00:09:37.000 --> 00:09:56.000]  誰不知通常成功人士,就是有十個失敗才有一個成功,我們不是要跑得贏,我們不是要經常贏,我們不是經常成功,我們是要跑得完,這是重點
[00:09:56.000 --> 00:10:09.000]  完成那項賽道,是重要過你在每個賽道的不同階段,是你要贏了的階段,跑得完,是重要過跑得贏的
[00:10:09.000 --> 00:10:23.000]  我們球主幫助我們能夠面對失敗,其實原來失敗是人生必經階段,你看看你旁邊的樣子,是不是在失敗,上訴你的
[00:10:23.000 --> 00:10:31.000]  我們人生就是失敗的,但是你休想成功,其實就是用失敗去累積的,大家知道這是誰吧
[00:10:31.000 --> 00:10:46.000]  他的名字叫馬雲,有一次他在一個演講對著一群年輕人,說了他失敗的觀點,他還沒信,但是他有一句話是當時的highlight
[00:10:46.000 --> 00:11:00.000]  他說他最大的財富其實就是失敗,經過無數的失敗,而他其實也經歷過無數的失敗,才會帶來那個成功
[00:11:00.000 --> 00:11:23.000]  我以前看不開,因有堂辭職,去了英國讀書,讀完書讀了三年,去見到神學院教了六年,不經不覺,離開因有堂九年了,大家知道嗎,其實大家已經老了
[00:11:23.000 --> 00:11:38.000]  我到了第一年的時候,我經歷了一個很大的失敗,就是我交了一份論文,一些寫作給我的老闆去看
[00:11:38.000 --> 00:11:56.000]  supervisor只說了一句話就趕走了,我用英文說一次,等下還有中文翻譯,那句話就是這樣說,your anguish is awkward,please upgrade your anguish before you come to see me
[00:11:56.000 --> 00:12:20.000]  中文的翻譯,你的英文實在太難了,請你提升你英文的水平,以至你能夠再來見我,其實我自問我的英文也ok的,不過去到當中就要學那些英國人寫一些academic style,就是學術的風格的一種這樣的英文
[00:12:20.000 --> 00:12:36.000]  而這樣的英文,原來我從小到大在填鴨式的教育是沒學過的,所以我就要提升我的英文水平,原來我去到英國的第一年就不是學希伯萊文的,原來是學英文的
[00:12:36.000 --> 00:12:57.000]  11月底的英國是下大雪的,晚上4點鐘,你覺得4點鐘不是晚上,但是4點鐘已經是晚上,因為4點鐘就已經下山,因為我住那裡是比較北近蘇格蘭那邊的
[00:12:57.000 --> 00:13:17.000]  然後早上8點鐘才天亮,所以整件事你就會想像是很單純、很憶屈的一種這樣的狀態,晚上就在讀英文,看著外面的大雪,然後你自己心想,我為什麼真的看不開離開了恩友堂呢?
[00:13:17.000 --> 00:13:37.000]  我就來了這裡,為什麼要讀這樣的東西呢?這樣的情況,你可以罵上帝的,你可以哭,你可以發洩,然後又可以好單,甚至你可以沖個涼,老婆也好,煲糖水給你喝
[00:13:37.000 --> 00:13:57.000]  但是你始終都要做那樣東西,那樣東西就是起來的,我始終都要找回那個英文,我始終都要修改我的論文,我始終都要踏實地,一步一步走完我的路
[00:13:57.000 --> 00:14:13.000]  這個是我們面對失敗一定要做的東西,我們面對失敗一定要做的東西,鄭志妹我們是不是現在正在面對失敗,很多時候我們沉淪在失敗的感受當中不能自拔,我們認定這個就是我的命運,就是我的命來的
[00:14:13.000 --> 00:14:33.000]  我認定這個是天跌下來,整個世界都玩完了,我們沒有任何翻身的機會,就好像現在的局勢一樣,我們覺得玩完了,我們面對失敗的時候會逃避,我們會藏起自己不敢去面對,甚至是會輕生的念頭
[00:14:33.000 --> 00:14:51.000]  但是今天的信息告訴我們,面對失敗最理想的做法是起來,就要更加積極去面對,不是逃避那個戰場,回到那個戰場裡面,面對同一個敵人,而那個敵人是曾經打敗過你的
[00:14:51.000 --> 00:15:07.000]  你就回到戰場裡面,起來去面對,進入那個戰場,和那位一生與你同在的主去奮戰,這是第一個要訣,就是面對失敗就要不要懼怕,和起來
[00:15:07.000 --> 00:15:21.000]  面對成功,這是第二點,就千萬不要過分自信,反過來說,我們要看到艾成的人怎麼面對自己的成功,因為他曾經打敗過以色列民
[00:15:21.000 --> 00:15:36.000]  當以色列民再次進攻艾成的時候,經文描述艾成的王的反應就在第十四節,就說艾成的王看到這個情況就全盛的人,清早急忙起來還是急忙那種
[00:15:36.000 --> 00:15:57.000]  就說按所定的時候,出到阿拉巴面前,要和以色列人去交戰,王卻不知道在城後就有伏定,艾成的王要出去和以色列人交戰,代表他就把本來那個防衛性的戰爭轉為攻擊性的戰爭
[00:15:57.000 --> 00:16:11.000]  他們因著上一次的獲勝而有過分的自信,這份自信令他們忘記了本來防守艾成的初心,他已經撤回了初心
[00:16:11.000 --> 00:16:23.000]  他們的貪心就起動了,情況就好像昔日亞光一樣,期望得到更大的勝利,有更進一步的成功,期望獲取更大的利益
[00:16:23.000 --> 00:16:36.000]  經文在第十七節就說艾成和伯特利成沒有一個人不出來去追趕以色列民,撇開那個闖開的城門,去追趕以色列民
[00:16:36.000 --> 00:16:42.000]  這樣的描述就說明其實艾成的人其實是有一種叫做不切實際的自信
[00:16:42.000 --> 00:16:56.000]  他們完完全全放棄了防守的任務,他們把所有人轉為攻擊以色列民,他們有愚昧的行為,是因為他們沒有意識到原來以色列民有伏兵
[00:16:56.000 --> 00:17:11.000]  在當時的戰略裡面,就算他們不知道有伏兵,也需要有保險的做法,在攻擊以色列民的同時,也都確保自己有一些士兵去到防守艾成才能夠兩全其美的做法
[00:17:11.000 --> 00:17:27.000]  但是他們因為過度的自信,卻沒有這樣做,他們自視過高,看不到需要有保險的必要,他們的自信令到他們看不到實際的情況,已經和之前的情況已經有所改變
[00:17:27.000 --> 00:17:52.000]  原來通常至高的人都是有不見存的視力,他只不過看到自己眼前的成功,他們的慾望令到他走得大前,跟車太貼,看不到自己可能有失敗的元素,總之至高的人就必降為低,情況就是這麼簡單
[00:17:52.000 --> 00:18:12.000]  有一位弟兄跟我分享,他分享他20年前也是一個成功人士,20年前是1997年度,當時他擁有三層樓收租,自己住一層樓
[00:18:12.000 --> 00:18:28.000]  因為當時通常都是炒賣,轉一轉彎,拿到幾十萬的進帳,又可以借一個很高成數的按鍵,然後你又摸一下貨,又可以賺到一個翻一翻的情況
[00:18:28.000 --> 00:18:45.000]  因此他將所有積蓄都玩這個遊戲,賣多一層,又賣多一層,又借一個很高成數的按鍵,又收更租,又見升值,然後又賣了他,他就在玩這個遊戲
[00:18:45.000 --> 00:19:08.000]  因為他慾望太多,他一次成功不夠就要有第二次成功,第二成功不夠就要有第三次成功,我們稱之為跟車太貼,我們就會看到他一下一下的成功,誰不知一夜之間,又或者在1998年金融風暴,令到他所有的樓宇都在進行負資產
[00:19:08.000 --> 00:19:23.000]  他又沒有能力還這麼多的貨幣,所以他就要賣光他,然後就要宣佈破產,宣佈破產,20年了,到現在他都沒有辦法買到一層樓,宣佈破產
[00:19:23.000 --> 00:19:39.000]  他就奉勸我,高全道你千萬不要這樣,我就跟他說,我一層樓都未必有,都未必會這樣,其實當時這樣,所以我看到成功是會上癮的,是會上癮的
[00:19:39.000 --> 00:19:59.000]  BBC一個主播叫Kathy Kay,職業生涯中訪問了很多名人,她就比較不同名人的經歷,才發現大部分具有影響力的女人,通常都不會炫耀自己的成功
[00:19:59.000 --> 00:20:22.000]  什麼人才會炫耀呢?譬如一個帥哥站在那裡,他不用經常說自己帥哥,經常說自己帥哥的通常都是不帥哥的,如果一個有錢的人,你有沒有留意,通常有錢的人,如果真正謙卑的話,他通常穿得很普通
[00:20:22.000 --> 00:20:38.000]  一個需要靠衣裝去提高他的身價的人,通常都是沒什麼錢的,很有趣,人是這樣的,我們就會看到成功你如何面對這個是重要的
[00:20:38.000 --> 00:20:55.000]  鼎姊妹,我們如何面對自己的成功,成功是一個誘惑人的東西,成功是沒有道德問題的,你不就是成功,OK的,沒問題的,但是成功是誘惑人的,成功感是會上癮的
[00:20:55.000 --> 00:21:17.000]  有一次的成功,就期望一次又一次的成功,成功讓人視力不健全,迷惑人的生命,讓人不敢面對失敗,求助幫助我們面對成功,千萬不要有過份的自信,保持自己踏實做人,這個是重要的
[00:21:17.000 --> 00:21:29.000]  忘記昔日防守的初心,這個是很危險的,忘記初心是很危險的,不要忘記起初的愛心,這個是重要的
[00:21:29.000 --> 00:21:40.000]  我拿到學位了,不倒葉,我仍然不要忘記初心,看到如何進行神學教育,這是我的初心
[00:21:40.000 --> 00:21:52.000]  求助幫助我們每一個兩點,今天的講道,面對失敗,就不要害怕,要起來,面對成功,不要過份有自信
[00:21:52.000 --> 00:21:56.000]  就是今天這段經文被我們教導,我們一起祈禱
[00:21:56.000 --> 00:22:03.000]  慈悲人愛的天父,求你教導我們如何處失敗,如何處成功
[00:22:03.000 --> 00:22:11.000]  讓我們能夠可以抓住你的同在的事實,我們不要懼怕也不要驚慌
[00:22:11.000 --> 00:22:24.000]  我們起來積極地去面對眼前同一個的敵人,同一方面,求主你幫助我們,能夠可以我們的眼界不會因為那個成功而變得軟弱無力
[00:22:24.000 --> 00:22:35.000]  求你讓我們有一個熟靈,或者生命的成熟度去駕馭到那個成功,以致我們踏實做人,謙卑處事,求你帶領
[00:22:35.000 --> 00:22:39.000]  我們的禱告是奉耶穌基督命求,阿門
[00:22:39.000 --> 00:22:41.000]  請問,您是否有任何意見?
[00:22:41.000 --> 00:22:46.000]  我沒有意見,我只是想問您,您有任何意見,我就是希望您能夠答應我,我只是想問您
[00:22:46.000 --> 00:22:47.000]  您是否有任何意見?
[00:22:47.000 --> 00:22:48.000]  我只是想問您,您是否有任何意見?
[00:22:48.000 --> 00:22:49.000]  我只是想問您,您是否有任何意見?
[00:22:49.000 --> 00:22:50.000]  我只是想問您,您是否有任何意見?
[00:22:50.000 --> 00:22:51.000]  我只是想問您,您是否有任何意見?
[00:22:51.000 --> 00:22:52.000]  我只是想問您,您是否有任何意見?
[00:22:52.000 --> 00:22:53.000]  我只是想問您,您是否有任何意見?

