
[00:00:00.000 --> 00:00:05.000]  今日是我們第二次的Monday Sabbath
[00:04:44.000 --> 00:04:48.000]  不知道是美容還是裝修
[00:04:48.000 --> 00:04:51.000]  譯得太漂亮這個名字
[00:04:51.000 --> 00:04:54.000]  就讓我們很容易忽略了
[00:04:54.000 --> 00:04:59.000]  在這一段短短兩節的經文當中
[00:04:59.000 --> 00:05:04.000]  其實這個名字應該帶來一個震撼
[00:05:04.000 --> 00:05:07.000]  這個名字的意思很簡單
[00:05:07.000 --> 00:05:09.000]  這個名字其實就是
[00:05:09.000 --> 00:05:14.000]  按照希伯來文「痛苦」這個動詞
[00:05:14.000 --> 00:05:16.000]  玩一個花樣
[00:05:16.000 --> 00:05:19.000]  調轉了兩個字母
[00:05:19.000 --> 00:05:21.000]  是這樣改的
[00:05:21.000 --> 00:05:25.000]  這個典故其實都在這段經文裏面
[00:05:25.000 --> 00:05:27.000]  很清楚重複的出現
[00:05:27.000 --> 00:05:29.000]  大家都一定留意到
[00:05:29.000 --> 00:05:31.000]  這個名字是怎樣來的
[00:05:31.000 --> 00:05:33.000]  是他母親替他改的
[00:05:33.000 --> 00:05:35.000]  他母親生他的時候
[00:05:35.000 --> 00:05:37.000]  在叫的當中
[00:05:37.000 --> 00:05:40.000]  就叫了他的名字出來
[00:05:40.000 --> 00:05:42.000]  是這樣來的
[00:05:42.000 --> 00:05:45.000]  所以雅比斯的禱告去到最後結束的時候
[00:05:45.000 --> 00:05:49.000]  他也提到他這個名字的意思
[00:05:49.000 --> 00:05:53.000]  是說「以免我受痛苦」
[00:05:53.000 --> 00:05:56.000]  這些重複一定要重複譯出來
[00:05:56.000 --> 00:05:59.000]  如果譯了變成「不受艱苦」
[00:05:59.000 --> 00:06:01.000]  那就不同了痛苦了
[00:06:01.000 --> 00:06:03.000]  那你就看不到那個重複
[00:06:03.000 --> 00:06:09.000]  你就不知道這個名字本來的意思
[00:06:09.000 --> 00:06:12.000]  其實不是一個好的名字
[00:06:12.000 --> 00:06:15.000]  這個名字是一個不好的名字
[00:06:15.000 --> 00:06:20.000]  這個名字是一個人一聽就皺眉頭的名字
[00:06:20.000 --> 00:06:22.000]  如果你改它做公司名
[00:06:22.000 --> 00:06:25.000]  就沒什麼生意了
[00:06:25.000 --> 00:06:29.000]  因此我們需要斟酌一下
[00:06:29.000 --> 00:06:31.000]  第一句介紹雅比斯的時候
[00:06:31.000 --> 00:06:33.000]  雅比斯在他的弟兄當中
[00:06:33.000 --> 00:06:39.000]  或者比他的重弟兄更加尊貴
[00:06:39.000 --> 00:06:40.000]  我們就有一個錯覺了
[00:06:40.000 --> 00:06:42.000]  這麼好的名字
[00:06:42.000 --> 00:06:44.000]  加上尊貴
[00:06:44.000 --> 00:06:46.000]  我們的印象就覺得
[00:06:46.000 --> 00:06:50.000]  這個人是含著銀匙羹出生的
[00:06:50.000 --> 00:06:52.000]  這個人一出生
[00:06:52.000 --> 00:06:55.000]  就已經從Cantville的幼稚園
[00:06:55.000 --> 00:06:57.000]  讀到拔萃小學
[00:06:57.000 --> 00:06:59.000]  接著直升哈佛
[00:06:59.000 --> 00:07:00.000]  的確有這樣的人
[00:07:00.000 --> 00:07:02.000]  來過忠臣演講
[00:07:02.000 --> 00:07:04.000]  不是
[00:07:04.000 --> 00:07:07.000]  這個尊貴這個字
[00:07:07.000 --> 00:07:08.000]  其實大家都認識的
[00:07:08.000 --> 00:07:10.000]  你學過一點希伯來文
[00:07:10.000 --> 00:07:12.000]  印第的榮耀
[00:07:12.000 --> 00:07:14.000]  Cavote這個字
[00:07:14.000 --> 00:07:16.000]  所以有人問是否應該譯為沉重呢
[00:07:16.000 --> 00:07:17.000]  這樣不行
[00:07:17.000 --> 00:07:22.000]  因為這是一個被動式的動詞
[00:07:22.000 --> 00:07:25.000]  比他的弟兄更加沉重
[00:07:25.000 --> 00:07:26.000]  不是
[00:07:26.000 --> 00:07:31.000]  是比他的弟兄更加受尊重
[00:07:31.000 --> 00:07:34.000]  歷代至另外的兩節經文
[00:07:34.000 --> 00:07:37.000]  介紹大衛的勇士
[00:07:37.000 --> 00:07:41.000]  在十一章二十一和二十五節
[00:07:41.000 --> 00:07:43.000]  提到大衛的勇士當中
[00:07:43.000 --> 00:07:45.000]  有兩個勇士
[00:07:45.000 --> 00:07:49.000]  是比其他的勇士更尊貴
[00:07:49.000 --> 00:07:50.000]  和諧本譯
[00:07:50.000 --> 00:07:51.000]  Consistent
[00:07:51.000 --> 00:07:52.000]  是這個字
[00:07:52.000 --> 00:07:53.000]  不過不是尊貴
[00:07:53.000 --> 00:07:55.000]  因為薩姆二記上二十二章第二節
[00:07:55.000 --> 00:07:57.000]  一開始就介紹清楚
[00:07:57.000 --> 00:08:00.000]  大衛那群英雄是什麼人
[00:08:00.000 --> 00:08:02.000]  是草蜢英雄
[00:08:02.000 --> 00:08:05.000]  是梁山伯一百零八個好漢
[00:08:05.000 --> 00:08:08.000]  是欠債消炭不死
[00:08:08.000 --> 00:08:09.000]  走去跟他
[00:08:09.000 --> 00:08:12.000]  心中有怨憤的
[00:08:12.000 --> 00:08:14.000]  放個膠袋在馬場
[00:08:14.000 --> 00:08:16.000]  失業
[00:08:16.000 --> 00:08:18.000]  是這群人走在一起
[00:08:18.000 --> 00:08:20.000]  他們不是出身尊貴
[00:08:20.000 --> 00:08:23.000]  不是背景尊貴
[00:08:23.000 --> 00:08:25.000]  不是
[00:08:25.000 --> 00:08:27.000]  他們是因為勇敢
[00:08:27.000 --> 00:08:32.000]  所以在勇士當中更受尊重
[00:08:32.000 --> 00:08:39.000]  亞比斯比他的眾兄弟更受尊重
[00:08:39.000 --> 00:08:41.000]  其實這句話很奇怪
[00:08:41.000 --> 00:08:44.000]  因為如果你將亞比斯這個名字
[00:08:44.000 --> 00:08:48.000]  翻譯成他原本帶著的stigma
[00:08:48.000 --> 00:08:50.000]  那個不好的意思
[00:08:50.000 --> 00:08:52.000]  中文大概要這樣說
[00:08:52.000 --> 00:08:56.000]  蘭島爾在團契當中
[00:08:56.000 --> 00:09:00.000]  比他所有的團友都更加受尊重
[00:09:00.000 --> 00:09:05.000]  杜有明在那個戒毒中心裡
[00:09:05.000 --> 00:09:10.000]  比他身邊所有的人都更受尊重
[00:09:10.000 --> 00:09:12.000]  你開始明白意思了
[00:09:12.000 --> 00:09:13.000]  這句話是結論
[00:09:13.000 --> 00:09:16.000]  這句話不是起點
[00:09:16.000 --> 00:09:21.000]  他本來不應該這麼受尊重
[00:09:21.000 --> 00:09:23.000]  因此為什麼
[00:09:23.000 --> 00:09:26.000]  為什麼他會受尊重
[00:09:26.000 --> 00:09:27.000]  一個這樣的出身
[00:09:27.000 --> 00:09:28.000]  一個這樣的名字
[00:09:28.000 --> 00:09:30.000]  他這個名字註定
[00:09:30.000 --> 00:09:32.000]  有人甚至說他這個名字是
[00:09:32.000 --> 00:09:35.000]  神使他受痛苦
[00:09:35.000 --> 00:09:36.000]  我們一會兒會看
[00:09:36.000 --> 00:09:38.000]  這個意思有可能
[00:09:38.000 --> 00:09:43.000]  為什麼由一個被鄙視的名字
[00:09:43.000 --> 00:09:46.000]  竟然經文一介紹亞比斯
[00:09:46.000 --> 00:09:51.000]  就說他最受尊重呢?
[00:09:51.000 --> 00:09:56.000]  很明顯答案就在祈禱上
[00:09:56.000 --> 00:10:01.000]  這兩節聖經裡集中介紹的是亞比斯的禱告
[00:10:01.000 --> 00:10:06.000]  他母親在極痛苦中呼叫他兒子的名字
[00:10:06.000 --> 00:10:08.000]  一生注定痛苦
[00:10:08.000 --> 00:10:11.000]  亞比斯長大了
[00:10:11.000 --> 00:10:14.000]  他不甘心認命
[00:10:14.000 --> 00:10:20.000]  他呼叫以色列的上帝
[00:10:20.000 --> 00:10:24.000]  他呼叫和母親的呼叫
[00:10:24.000 --> 00:10:27.000]  你可以說有一個相影
[00:10:27.000 --> 00:10:28.000]  不是成趣
[00:10:28.000 --> 00:10:32.000]  是前後的對照
[00:10:32.000 --> 00:10:37.000]  亞比斯的禱告求什麼?
[00:10:37.000 --> 00:10:41.000]  或者這是我們最容易抽出來
[00:10:41.000 --> 00:10:45.000]  然後逐句斷章取義的去應用
[00:10:45.000 --> 00:10:50.000]  那個陷阱所在
[00:10:50.000 --> 00:10:54.000]  亞比斯的呼叫是源自他母親的呼叫
[00:10:54.000 --> 00:10:58.000]  兩個動詞彼此對照
[00:10:58.000 --> 00:11:05.000]  亞比斯的呼叫是因為他母親的呼叫是一個神學的statement
[00:11:05.000 --> 00:11:08.000]  我生產痛苦
[00:11:08.000 --> 00:11:11.000]  這句話不是亞比斯的母親自己叫出來的
[00:11:11.000 --> 00:11:14.000]  這句話是上帝說的
[00:11:14.000 --> 00:11:19.000]  這句話是《創世記》第三章第十六節
[00:11:19.000 --> 00:11:25.000]  上帝追究人類的始祖犯罪的時候
[00:11:25.000 --> 00:11:32.000]  他對女人說:我必多多加增你懷胎的痛苦
[00:11:32.000 --> 00:11:34.000]  本譯「苦楚」同一個字
[00:11:34.000 --> 00:11:40.000]  你生產兒女必多受痛苦
[00:11:40.000 --> 00:11:42.000]  「苦楚」同一個字
[00:11:42.000 --> 00:11:47.000]  生產和痛苦的關係
[00:11:47.000 --> 00:11:50.000]  是一個神學的關係
[00:11:50.000 --> 00:11:53.000]  不是一個生理的關係
[00:11:53.000 --> 00:11:57.000]  這是上帝的奏訴
[00:11:57.000 --> 00:12:01.000]  因為人犯罪離開上帝
[00:12:01.000 --> 00:12:07.000]  因此你懷胎生產
[00:12:07.000 --> 00:12:15.000]  上帝說:我多多加增你的痛苦
[00:12:15.000 --> 00:12:22.000]  所以亞比斯的禱告是有這個背景
[00:12:22.000 --> 00:12:28.000]  他知道他生在罪孽當中
[00:12:28.000 --> 00:12:35.000]  他活在上帝公義的審判之下
[00:12:35.000 --> 00:12:38.000]  現在他決定
[00:12:38.000 --> 00:12:44.000]  他來向這位掌管他生死的上帝
[00:12:44.000 --> 00:12:47.000]  發出呼求
[00:12:47.000 --> 00:12:49.000]  所以你這樣看的時候
[00:12:49.000 --> 00:12:51.000]  你會立刻明白到
[00:12:51.000 --> 00:12:55.000]  他說:甚願你賜福於我
[00:12:55.000 --> 00:12:57.000]  我們很多時候的反應是
[00:12:57.000 --> 00:12:59.000]  他這麼自私
[00:12:59.000 --> 00:13:00.000]  只顧自己
[00:13:00.000 --> 00:13:03.000]  為何不是「甚願你賜福給我們」
[00:13:03.000 --> 00:13:05.000]  你捉錯用神了
[00:13:05.000 --> 00:13:06.000]  你試想像一下
[00:13:06.000 --> 00:13:09.000]  你去探望一個患了絕症的病人
[00:13:09.000 --> 00:13:12.000]  他仍然在一個不能接受的階段
[00:13:12.000 --> 00:13:13.000]  你跟他一起祈禱
[00:13:13.000 --> 00:13:19.000]  他會不會懂得為全醫院其他病人來祈禱
[00:13:19.000 --> 00:13:22.000]  人之常情是不會的
[00:13:22.000 --> 00:13:24.000]  主啊,求祢醫治我
[00:13:24.000 --> 00:13:25.000]  弟兄,等等
[00:13:25.000 --> 00:13:28.000]  你應該求祢醫治一切世界上有疾病的人
[00:13:28.000 --> 00:13:30.000]  這樣反而虛偽
[00:13:30.000 --> 00:13:32.000]  很多時候我們吃飯就是了
[00:13:32.000 --> 00:13:37.000]  求主紀念世界上所有貧窮飢餓的人
[00:13:37.000 --> 00:13:40.000]  公益金十元我們都吝嗇
[00:13:40.000 --> 00:13:43.000]  這個時候不是「我」還是「我們」
[00:13:43.000 --> 00:13:48.000]  對照不是一個人集中神正醫治我
[00:13:48.000 --> 00:13:49.000]  神正幫助我
[00:13:49.000 --> 00:13:54.000]  不是,這句話的對照是在「祝福」這個動詞上
[00:13:54.000 --> 00:13:58.000]  因為相對的是上帝的咒咒
[00:13:58.000 --> 00:14:00.000]  是上帝的刑罰
[00:14:00.000 --> 00:14:02.000]  是上帝的審判
[00:14:02.000 --> 00:14:06.000]  在他母親的呼喊當中
[00:14:06.000 --> 00:14:09.000]  所表達出來的真理
[00:14:09.000 --> 00:14:13.000]  就是上帝公義的審判
[00:14:13.000 --> 00:14:16.000]  生產痛苦
[00:14:16.000 --> 00:14:18.000]  是這樣的意思
[00:14:18.000 --> 00:14:20.000]  亞比斯說不是,是上帝
[00:14:20.000 --> 00:14:22.000]  我求祢
[00:14:22.000 --> 00:14:26.000]  我求祢不要咒咒我
[00:14:26.000 --> 00:14:28.000]  祝福我
[00:14:28.000 --> 00:14:31.000]  你說你這樣讀有沒有根據
[00:14:31.000 --> 00:14:35.000]  經文沒有這樣的意思吧
[00:14:35.000 --> 00:14:37.000]  在最後那句
[00:14:37.000 --> 00:14:40.000]  可能你留意到,可能你留意不到
[00:14:40.000 --> 00:14:44.000]  我的翻譯和和學本的翻譯
[00:14:44.000 --> 00:14:47.000]  最大的出入在第四句
[00:14:47.000 --> 00:14:49.000]  和學本的翻譯到最後的時候說
[00:14:49.000 --> 00:14:55.000]  「保佑我不遭患難,不受艱苦」
[00:14:55.000 --> 00:14:58.000]  兩個都是說亞比斯自己的
[00:14:58.000 --> 00:15:00.000]  上帝求祢保佑我
[00:15:00.000 --> 00:15:03.000]  叫我不要遭遇患難
[00:15:03.000 --> 00:15:06.000]  叫我不受痛苦
[00:15:06.000 --> 00:15:08.000]  我們已經指出了重複
[00:15:08.000 --> 00:15:10.000]  那不是最大的分別
[00:15:10.000 --> 00:15:12.000]  如果你打開希伯來文聖經
[00:15:12.000 --> 00:15:14.000]  你就會發覺這個翻譯
[00:15:14.000 --> 00:15:17.000]  是一個很大膽的翻譯
[00:15:17.000 --> 00:15:19.000]  這個翻譯不是跟著
[00:15:19.000 --> 00:15:22.000]  逐個字去翻譯
[00:15:22.000 --> 00:15:25.000]  這個翻譯是嘗試
[00:15:25.000 --> 00:15:28.000]  去將翻譯的人
[00:15:28.000 --> 00:15:33.000]  或者聖經學者一直以來的印象
[00:15:33.000 --> 00:15:36.000]  翻譯到這句話當中
[00:15:36.000 --> 00:15:39.000]  「不受痛苦」
[00:15:39.000 --> 00:15:41.000]  這句翻譯得對,下半句
[00:15:41.000 --> 00:15:45.000]  「使我不受痛苦,免得我受痛苦」
[00:15:45.000 --> 00:15:47.000]  這句翻譯沒錯
[00:15:47.000 --> 00:15:50.000]  但是前半句就有很大問題
[00:15:50.000 --> 00:15:53.000]  亞比斯的祈禱只有兩個字
[00:15:53.000 --> 00:15:55.000]  第一個是動詞
[00:15:55.000 --> 00:15:56.000]  不要passing了
[00:15:56.000 --> 00:16:01.000]  免得引起你很多痛苦的回憶
[00:16:01.000 --> 00:16:07.000]  「願你」或者「你」將要「行作」
[00:16:07.000 --> 00:16:10.000]  或者「你」將要「作」一件事
[00:16:10.000 --> 00:16:13.000]  這個動詞是「行動」
[00:16:13.000 --> 00:16:17.000]  You shall act
[00:16:17.000 --> 00:16:20.000]  然後第二個字就是
[00:16:20.000 --> 00:16:23.000]  From evil
[00:16:23.000 --> 00:16:28.000]  上帝由邪惡當中去行動
[00:16:28.000 --> 00:16:32.000]  大家可能記得from的preposition
[00:16:32.000 --> 00:16:33.000]  所以文法很重要
[00:16:33.000 --> 00:16:35.000]  為什麼總是要你背呢?
[00:16:35.000 --> 00:16:36.000]  就是這個原因
[00:16:36.000 --> 00:16:38.000]  雷牧師總是要第一年級同學背
[00:16:38.000 --> 00:16:41.000]  from的意思是
[00:16:41.000 --> 00:16:43.000]  Away from
[00:16:43.000 --> 00:16:45.000]  離開邪惡
[00:16:45.000 --> 00:16:47.000]  亞比斯的祈禱到最後一句話
[00:16:47.000 --> 00:16:50.000]  上帝願你的行動
[00:16:50.000 --> 00:16:54.000]  願你的作為離開邪惡
[00:16:54.000 --> 00:16:57.000]  不是亞比斯離開災難
[00:16:57.000 --> 00:17:00.000]  是上帝是主位
[00:17:00.000 --> 00:17:01.000]  Subject
[00:17:01.000 --> 00:17:04.000]  那個行動是上帝的行動
[00:17:04.000 --> 00:17:06.000]  上帝怎會行惡?
[00:17:06.000 --> 00:17:08.000]  聖經學者搞不定
[00:17:08.000 --> 00:17:12.000]  於是一定是上帝使我離開邪惡
[00:17:12.000 --> 00:17:13.000]  離開災難
[00:17:13.000 --> 00:17:15.000]  是這樣譯出來的
[00:17:15.000 --> 00:17:17.000]  上帝會不會行惡?
[00:17:17.000 --> 00:17:22.000]  我剛剛很高興見到我的《若拿書注釋》終於出版了
[00:17:22.000 --> 00:17:25.000]  《若拿書》裡面說上帝後悔
[00:17:25.000 --> 00:17:27.000]  三章第十節
[00:17:27.000 --> 00:17:36.000]  就不再降他所說要降的災給尼尼微城
[00:17:36.000 --> 00:17:39.000]  中文譯得很通順
[00:17:39.000 --> 00:17:43.000]  不過隱藏了在這一處希伯來文
[00:17:43.000 --> 00:17:44.000]  其實是說
[00:17:44.000 --> 00:17:51.000]  上帝就不再作他所說要作的惡
[00:17:51.000 --> 00:17:57.000]  這個惡字和尼尼微的人所行的惡是同一個字
[00:17:57.000 --> 00:18:00.000]  當然完全不同意思
[00:18:00.000 --> 00:18:01.000]  做個宣傳
[00:18:01.000 --> 00:18:02.000]  你要明白
[00:18:02.000 --> 00:18:04.000]  買本注釋書
[00:18:04.000 --> 00:18:06.000]  我們不是說《若拿書》
[00:18:06.000 --> 00:18:09.000]  上帝的審判
[00:18:09.000 --> 00:18:14.000]  《若拿書》好像開一個新的角度給我們看
[00:18:14.000 --> 00:18:20.000]  原來是上帝自己看來都覺得是惡的
[00:18:20.000 --> 00:18:23.000]  上帝不是喜歡就坐
[00:18:23.000 --> 00:18:29.000]  上帝不是歡喜行公義去刑罰惡人
[00:18:29.000 --> 00:18:30.000]  沒錯
[00:18:30.000 --> 00:18:31.000]  他惡
[00:18:31.000 --> 00:18:36.000]  但上帝不想以惡報惡
[00:18:36.000 --> 00:18:41.000]  「臣願以萬人得救,不願一個人沉淪」
[00:18:41.000 --> 00:18:42.000]  所以在這一處
[00:18:42.000 --> 00:18:46.000]  如果他母親的呼喊
[00:18:46.000 --> 00:18:49.000]  是說出了上帝的審判
[00:18:49.000 --> 00:18:52.000]  亞比斯的禱告去到最後一句
[00:18:52.000 --> 00:18:56.000]  不單止呼應這個痛苦的後果
[00:18:56.000 --> 00:19:00.000]  亦都其實亞比斯在那裡是祈求上帝
[00:19:00.000 --> 00:19:04.000]  願你離惡而行
[00:19:04.000 --> 00:19:06.000]  你不要就坐我
[00:19:06.000 --> 00:19:08.000]  你不要審判我
[00:19:08.000 --> 00:19:10.000]  我知道你是公正的
[00:19:10.000 --> 00:19:12.000]  我知道我是罪有應得的
[00:19:12.000 --> 00:19:18.000]  不過請你不要這樣做
[00:19:18.000 --> 00:19:20.000]  是因為這個禱告
[00:19:20.000 --> 00:19:27.000]  讓亞比斯的一生扭轉過來
[00:19:27.000 --> 00:19:29.000]  昨天父親節
[00:19:29.000 --> 00:19:34.000]  我們在教會裡面聽蔡依說報道會
[00:19:34.000 --> 00:19:39.000]  她提到最近他們突破一班童工
[00:19:39.000 --> 00:19:42.000]  和她一起去到懲教所
[00:19:42.000 --> 00:19:47.000]  對167個少年罪犯開報道會的經歷
[00:19:47.000 --> 00:19:49.000]  我覺得很能夠說明
[00:19:49.000 --> 00:19:50.000]  一個很好的例子
[00:19:50.000 --> 00:19:51.000]  一個illustration
[00:19:51.000 --> 00:19:53.000]  學講道一定要有好的illustration
[00:19:53.000 --> 00:19:55.000]  這個就是了
[00:19:55.000 --> 00:19:58.000]  蔡依去到報道會
[00:19:58.000 --> 00:20:01.000]  一班童工就一起去做話劇
[00:20:01.000 --> 00:20:02.000]  做什麼話劇?
[00:20:02.000 --> 00:20:05.000]  做浪子回頭的話劇
[00:20:05.000 --> 00:20:07.000]  現代版、當代版
[00:20:07.000 --> 00:20:08.000]  所以浪子不是看珠
[00:20:08.000 --> 00:20:10.000]  浪子想去燒炭
[00:20:10.000 --> 00:20:11.000]  不過不夠錢
[00:20:11.000 --> 00:20:16.000]  在那時候坐在地鐵站出口
[00:20:16.000 --> 00:20:17.000]  有個人走過
[00:20:17.000 --> 00:20:21.000]  這個是真人真事的見證
[00:20:21.000 --> 00:20:24.000]  走過來的弟兄
[00:20:24.000 --> 00:20:26.000]  一隻手是假的
[00:20:26.000 --> 00:20:29.000]  一隻腳是假的
[00:20:29.000 --> 00:20:30.000]  坐下來
[00:20:30.000 --> 00:20:32.000]  在戲裡面
[00:20:32.000 --> 00:20:37.000]  就和浪子分享他的見證
[00:20:37.000 --> 00:20:38.000]  蔡依說其實開會之前
[00:20:38.000 --> 00:20:40.000]  大家都很緊張
[00:20:40.000 --> 00:20:41.000]  為這個弟兄祈禱
[00:20:41.000 --> 00:20:44.000]  因為他是第一次公開
[00:20:44.000 --> 00:20:47.000]  來講他的見證
[00:20:47.000 --> 00:20:49.000]  他的背景很坎坷
[00:20:49.000 --> 00:20:50.000]  長話短說
[00:20:50.000 --> 00:20:54.000]  關鍵就是他曾經試過自殺
[00:20:54.000 --> 00:20:55.000]  所以在這個時候
[00:20:55.000 --> 00:20:58.000]  浪子自殺不遂
[00:20:58.000 --> 00:20:59.000]  就將這個人物帶進來
[00:20:59.000 --> 00:21:02.000]  這個見證帶進來
[00:21:02.000 --> 00:21:04.000]  這個人怎麼自殺呢?
[00:21:04.000 --> 00:21:07.000]  他跳地鐵
[00:21:07.000 --> 00:21:09.000]  車輾過他
[00:21:09.000 --> 00:21:13.000]  所以半身是沒有了
[00:21:13.000 --> 00:21:15.000]  但上帝有恩憐
[00:21:15.000 --> 00:21:17.000]  上帝的憐憫
[00:21:17.000 --> 00:21:19.000]  醒了
[00:21:19.000 --> 00:21:21.000]  信了主
[00:21:21.000 --> 00:21:24.000]  但他一直都不敢回頭看
[00:21:24.000 --> 00:21:27.000]  這一筆帳
[00:21:27.000 --> 00:21:29.000]  直到那一次
[00:21:29.000 --> 00:21:30.000]  蔡依生分享
[00:21:30.000 --> 00:21:32.000]  他說當他講見證的時候
[00:21:32.000 --> 00:21:35.000]  他不懂得說話
[00:21:35.000 --> 00:21:39.000]  他只是很平鋪直敘
[00:21:39.000 --> 00:21:44.000]  就將他的經歷一句一句地講出來
