
[00:00:00.000 --> 00:00:16.000]  今晚我們是以細傑書第十章第十一章,第八章到第十一章這四章都是神給以細傑看到的異象
[00:06:23.000 --> 00:06:27.000]  我們有說過我們相信那個曠野在哪裡
[00:06:27.000 --> 00:06:36.000]  我們就會保守這一群人,在啓示錄那裡也有144000個宣教士
[00:06:36.000 --> 00:06:41.000]  神揀選他們在最黑暗的時代在那裡傳福音
[00:06:41.000 --> 00:06:46.000]  神也在他們的額頭上擺了神的印記
[00:06:46.000 --> 00:06:53.000]  印記是代表什麼呢?印記是代表你屬於哪一個主人
[00:06:53.000 --> 00:06:59.000]  在啓示錄里屬於狄基督的有什麼印記?666的印記
[00:06:59.000 --> 00:07:03.000]  它是屬於狄基督的,但是我們有神的印記
[00:07:03.000 --> 00:07:07.000]  今天你和我的印記是什麼呢?印記是聖靈在我們裡面
[00:07:07.000 --> 00:07:13.000]  現在不是說額頭上有個印記,但是我們每一個人都有聖靈在我們裡面
[00:07:13.000 --> 00:07:17.000]  聖靈是告訴我們我們是屬於耶和華的
[00:07:17.000 --> 00:07:24.000]  那個是第九章,然後我們到第十章,今晚我們要查完十章和十一章
[00:07:24.000 --> 00:07:29.000]  十章是繼續看到審判的異象
[00:07:29.000 --> 00:07:39.000]  就是神會對這群人,耶路撒冷裡面的人來大開殺戒
[00:07:39.000 --> 00:07:43.000]  這個我們剛才說不是當時發生的
[00:07:43.000 --> 00:07:48.000]  當時的異象是預言將會五年之後發生的事
[00:07:48.000 --> 00:07:53.000]  我們看到時間是還有五年之後才發生
[00:07:53.000 --> 00:07:56.000]  第二樣東西,第十章和十一章給我們看到的
[00:07:56.000 --> 00:08:00.000]  就是那裡耶路撒冷有神的聖殿
[00:08:00.000 --> 00:08:03.000]  聖殿是神與人同在的地方
[00:08:03.000 --> 00:08:06.000]  但是因為那裡的人罪大惡極
[00:08:06.000 --> 00:08:11.000]  我們看到神的榮耀,也是祂的presence
[00:08:11.000 --> 00:08:15.000]  神的presence是逐步離開的
[00:08:15.000 --> 00:08:17.000]  神的presence不是一下離開的
[00:08:17.000 --> 00:08:20.000]  神要離棄一個人也不是一下的
[00:08:20.000 --> 00:08:23.000]  他是給很多警告你,給機會你回轉
[00:08:23.000 --> 00:08:28.000]  你一直都不回轉的時候,神的presence就逐步離開
[00:08:28.000 --> 00:08:34.000]  這個逐步離開有點我覺得好像是有點依依不捨的感覺
[00:08:34.000 --> 00:08:38.000]  就是神很不捨得那裡是祂和人同在的地方
[00:08:38.000 --> 00:08:41.000]  很想人們在那裡敬拜祂
[00:08:41.000 --> 00:08:44.000]  但是人們全部去拜偶像的時候
[00:08:44.000 --> 00:08:48.000]  祂就只有離開,人們都不看祂在眼內
[00:08:48.000 --> 00:08:51.000]  但是祂的離開我們看到是逐步逐步逐步
[00:08:51.000 --> 00:08:53.000]  然後去到第十一章尾的時候
[00:08:53.000 --> 00:08:58.000]  我們會看到神的榮耀是完全離開了聖殿
[00:08:58.000 --> 00:09:02.000]  去到東邊,東邊就是甲板山
[00:09:02.000 --> 00:09:06.000]  我們在那裡是真的向著西看到聖殿山
[00:09:06.000 --> 00:09:12.000]  所以方向位置是完全今天你可以回去看的
[00:09:12.000 --> 00:09:15.000]  審判神的榮耀離開
[00:09:15.000 --> 00:09:19.000]  但是我們查以塞阿蘇的時候也是
[00:09:19.000 --> 00:09:21.000]  我們查以細潔書也是
[00:09:21.000 --> 00:09:24.000]  當神說我要審判,我很生氣
[00:09:24.000 --> 00:09:26.000]  我不能夠容許這些罪惡
[00:09:26.000 --> 00:09:30.000]  但是神在審判之余除了留下余種之外
[00:09:30.000 --> 00:09:33.000]  還是會為他們帶來盼望
[00:09:33.000 --> 00:09:35.000]  就是總是有一個盼望的信息
[00:09:35.000 --> 00:09:39.000]  所以我們去到第十一章尾的時候
[00:09:39.000 --> 00:09:44.000]  我們看到當以細潔說神啊,你真的要趕盡殺絕嗎?
[00:09:44.000 --> 00:09:47.000]  神再一次將一個異象給他看到
[00:09:47.000 --> 00:09:51.000]  就是神會怎麼樣來拯救這群選民呢?
[00:09:51.000 --> 00:09:53.000]  神沒有放棄這些選民
[00:09:53.000 --> 00:09:56.000]  神會怎麼樣很徹底地來拯救他們呢?
[00:09:56.000 --> 00:09:58.000]  一會兒我們看到十一章尾的時候
[00:09:58.000 --> 00:10:00.000]  我們會看到
[00:10:00.000 --> 00:10:03.000]  以前我們查預言的時候
[00:10:03.000 --> 00:10:05.000]  我們也有說過
[00:10:05.000 --> 00:10:07.000]  是有重山重疊的現象
[00:10:07.000 --> 00:10:09.000]  重山重疊就是有緊的
[00:10:09.000 --> 00:10:11.000]  你現在才看到那座山
[00:10:11.000 --> 00:10:13.000]  但是你過了這座山
[00:10:13.000 --> 00:10:15.000]  你就看到後面又有山
[00:10:15.000 --> 00:10:17.000]  山後又有山
[00:10:17.000 --> 00:10:19.000]  所以預言的應驗
[00:10:19.000 --> 00:10:21.000]  是有近的應驗
[00:10:21.000 --> 00:10:23.000]  譬如像我們剛才說
[00:10:23.000 --> 00:10:25.000]  那個審判
[00:10:25.000 --> 00:10:27.000]  那個要攻入耶路撒冷
[00:10:27.000 --> 00:10:30.000]  那個預言五年之後就已經是實現了
[00:10:30.000 --> 00:10:34.000]  但是當你留心看神在這裡的預言的時候
[00:10:34.000 --> 00:10:36.000]  特別是說到
[00:10:36.000 --> 00:10:38.000]  他會拯救以色列
[00:10:38.000 --> 00:10:40.000]  以色列會回轉
[00:10:40.000 --> 00:10:44.000]  神的榮耀會再回到聖殿那裡
[00:10:44.000 --> 00:10:45.000]  我們是沒有看到的
[00:10:45.000 --> 00:10:46.000]  到今天都沒有看到的
[00:10:46.000 --> 00:10:48.000]  過了幾千年我們都沒有看到的
[00:10:48.000 --> 00:10:50.000]  就是說這些預言是沒有實現的
[00:10:50.000 --> 00:10:52.000]  沒有實現就是
[00:10:52.000 --> 00:10:55.000]  預言是近的實現了
[00:10:55.000 --> 00:10:57.000]  但是還有是沒有實現
[00:10:57.000 --> 00:11:00.000]  所以說那個預言要全部實現
[00:11:00.000 --> 00:11:02.000]  就有一些預言
[00:11:02.000 --> 00:11:04.000]  我們知道要等到主耶穌再回來
[00:11:04.000 --> 00:11:06.000]  在千禧年的時候
[00:11:06.000 --> 00:11:10.000]  然後我們才會看到全部是實現的
[00:11:10.000 --> 00:11:13.000]  好了,我們開始來看第十章
[00:11:13.000 --> 00:11:15.000]  十章一開始
[00:11:15.000 --> 00:11:16.000]  他說我觀看
[00:11:16.000 --> 00:11:17.000]  又看到東西
[00:11:17.000 --> 00:11:18.000]  看到異象
[00:11:18.000 --> 00:11:20.000]  他看到什麼異象呢
[00:11:20.000 --> 00:11:22.000]  他看到異象
[00:11:22.000 --> 00:11:24.000]  他說是基努柏
[00:11:24.000 --> 00:11:25.000]  這個突然間
[00:11:25.000 --> 00:11:28.000]  基努柏他見過這個異象沒有呢
[00:11:28.000 --> 00:11:29.000]  他見過
[00:11:29.000 --> 00:11:31.000]  因為他下面那裡
[00:11:31.000 --> 00:11:33.000]  是曾經在第十五節
[00:11:33.000 --> 00:11:35.000]  你看看第十章第十五節
[00:11:35.000 --> 00:11:41.000]  他說這是我在加巴魯河邊所見的活物
[00:11:41.000 --> 00:11:44.000]  就是這些基努柏是見過的
[00:11:44.000 --> 00:11:47.000]  我們查第一章的時候已經查過了
[00:11:47.000 --> 00:11:49.000]  第一章就叫做四活物
[00:11:49.000 --> 00:11:53.000]  第一章完全沒有提到這些是基努柏
[00:11:53.000 --> 00:11:55.000]  當時我們查第一章的時候
[00:11:55.000 --> 00:11:57.000]  就有拿第十章的資料
[00:11:57.000 --> 00:12:00.000]  就告訴大家那些四活物是什麼
[00:12:00.000 --> 00:12:02.000]  是基努柏天使
[00:12:02.000 --> 00:12:05.000]  但是現在是到第十章的時候
[00:12:05.000 --> 00:12:07.000]  以細傑才一開口就說
[00:12:07.000 --> 00:12:09.000]  在這裡沒有再叫四活物了
[00:12:09.000 --> 00:12:12.000]  他知道這些四活物是誰了
[00:12:12.000 --> 00:12:14.000]  那就是說在第一章的時候
[00:12:14.000 --> 00:12:16.000]  第一章是十四個月之前
[00:12:16.000 --> 00:12:19.000]  是他剛剛被選選
[00:12:19.000 --> 00:12:23.000]  是他去了巴比倫五年
[00:12:23.000 --> 00:12:25.000]  四月初五的時候
[00:12:25.000 --> 00:12:30.000]  那時候這些四個的東西出現
[00:12:30.000 --> 00:12:32.000]  他不知道那個是基努柏
[00:12:32.000 --> 00:12:35.000]  所以他只能夠叫他做四活物
[00:12:35.000 --> 00:12:37.000]  而他寫了四活物
[00:12:37.000 --> 00:12:39.000]  到他十四個月之後
[00:12:39.000 --> 00:12:42.000]  知道這四個活物的身份是什麼的時候
[00:12:42.000 --> 00:12:45.000]  他是沒有再上去改前面
[00:12:45.000 --> 00:12:46.000]  就是由得他
[00:12:46.000 --> 00:12:49.000]  那時候他不知道就叫他做四活物
[00:12:49.000 --> 00:12:51.000]  但是現在他知道了
[00:12:51.000 --> 00:12:53.000]  為什麼當時不知道呢
[00:12:53.000 --> 00:12:54.000]  現在又知道呢
[00:12:54.000 --> 00:12:56.000]  當時不知道不奇怪
[00:12:56.000 --> 00:12:58.000]  因為從來沒有向他顯現過的時候
[00:12:58.000 --> 00:12:59.000]  他不知道這個是什麼
[00:12:59.000 --> 00:13:00.000]  這麼怪的
[00:13:00.000 --> 00:13:02.000]  四個面孔
[00:13:02.000 --> 00:13:03.000]  又翅膀
[00:13:03.000 --> 00:13:05.000]  翅膀下面又有手
[00:13:05.000 --> 00:13:07.000]  又不用轉彎的
[00:13:07.000 --> 00:13:11.000]  是可以前後左右來行動的
[00:13:11.000 --> 00:13:12.000]  他不知道這些是什麼
[00:13:12.000 --> 00:13:14.000]  他只能夠叫他做四活物
[00:13:14.000 --> 00:13:17.000]  但是為什麼十四個月之後來到這裡
[00:13:17.000 --> 00:13:20.000]  他會知道他是基努柏呢
[00:13:20.000 --> 00:13:23.000]  不同的解經家都有不同的解釋
[00:13:23.000 --> 00:13:26.000]  最常見的解釋就是
[00:13:26.000 --> 00:13:28.000]  因為他現在來到聖殿那裡
[00:13:28.000 --> 00:13:30.000]  他可能在聖殿那裡
[00:13:30.000 --> 00:13:34.000]  他是看到那個藥櫃
[00:13:34.000 --> 00:13:36.000]  他可能是神讓他在那裡
[00:13:36.000 --> 00:13:39.000]  看到基努柏的形象
[00:13:39.000 --> 00:13:42.000]  因為基努柏是在藥櫃上面
[00:13:42.000 --> 00:13:44.000]  有兩個基努柏
[00:13:44.000 --> 00:13:45.000]  是大家對著的
[00:13:45.000 --> 00:13:47.000]  所以可能他看到那個象的時候
[00:13:47.000 --> 00:13:50.000]  他現在再看到這些東西的時候
[00:13:50.000 --> 00:13:52.000]  他知道這個是基努柏了
[00:13:52.000 --> 00:13:54.000]  又或者是神的靈來到這裡
[00:13:54.000 --> 00:13:55.000]  才讓他知道
[00:13:55.000 --> 00:13:57.000]  這些是基努柏天使
[00:13:57.000 --> 00:13:59.000]  但是無論什麼原因都好
[00:13:59.000 --> 00:14:01.000]  他現在就叫他做基努柏了
[00:14:01.000 --> 00:14:03.000]  所以在第一節
[00:14:03.000 --> 00:14:06.000]  一直到第九節
[00:14:06.000 --> 00:14:08.000]  每一節裡面都有基努柏
[00:14:08.000 --> 00:14:10.000]  因為他在這裡說那四個活物
[00:14:10.000 --> 00:14:12.000]  所以是一直基努柏
[00:14:12.000 --> 00:14:14.000]  基努柏 基努柏 基努柏出現
[00:14:14.000 --> 00:14:19.000]  還有他在第20節到第22節那裡
[00:14:19.000 --> 00:14:22.000]  再兩次說
[00:14:22.000 --> 00:14:26.000]  我現在14個月之後所看到的東西
[00:14:26.000 --> 00:14:28.000]  是我當時見過的
[00:14:28.000 --> 00:14:29.000]  第20節
[00:14:29.000 --> 00:14:33.000]  這是我在加巴魯河邊所見
[00:14:33.000 --> 00:14:36.000]  然後第22節去到尾那裡
[00:14:36.000 --> 00:14:37.000]  他再說
[00:14:37.000 --> 00:14:42.000]  是我從前在加巴魯河邊所看見的
[00:14:42.000 --> 00:14:43.000]  就是15節
[00:14:43.000 --> 00:14:44.000]  20節
[00:14:44.000 --> 00:14:45.000]  22節
[00:14:45.000 --> 00:14:47.000]  重復了三次說
[00:14:47.000 --> 00:14:50.000]  這些活物我是見過的
[00:14:50.000 --> 00:14:53.000]  現在我再看清楚
[00:14:53.000 --> 00:14:57.000]  所以他在這裡所形容的那四個活物
[00:14:57.000 --> 00:14:58.000]  基努柏
[00:14:58.000 --> 00:15:00.000]  是和第一章的那四個活物
[00:15:00.000 --> 00:15:02.000]  是一樣除了
[00:15:02.000 --> 00:15:03.000]  一會兒我們會說
[00:15:03.000 --> 00:15:06.000]  有兩個地方稍微有些不同
[00:15:06.000 --> 00:15:07.000]  一會兒我們會說
[00:15:07.000 --> 00:15:08.000]  但是其他
[00:15:08.000 --> 00:15:10.000]  他們旁邊有輪子
[00:15:10.000 --> 00:15:14.000]  基努柏的靈在輪子裡面
[00:15:14.000 --> 00:15:16.000]  那些形容
[00:15:16.000 --> 00:15:19.000]  是和第一章很相似的
[00:15:19.000 --> 00:15:20.000]  好了
[00:15:20.000 --> 00:15:26.000]  我們留意第一節
[00:15:26.000 --> 00:15:27.000]  第一節
[00:15:27.000 --> 00:15:31.000]  他說基努柏頭上的穹倉之中
[00:15:31.000 --> 00:15:33.000]  基努柏上面
[00:15:33.000 --> 00:15:35.000]  是有好像穹倉一樣
[00:15:35.000 --> 00:15:37.000]  穹倉上面
[00:15:37.000 --> 00:15:39.000]  是有寶座的形狀
[00:15:39.000 --> 00:15:41.000]  這個和第一節是吻合的
[00:15:41.000 --> 00:15:43.000]  和第一章是吻合的
[00:15:43.000 --> 00:15:45.000]  但是第一章
[00:15:45.000 --> 00:15:49.000]  我發現他用了很多彷彿這個詞
[00:15:49.000 --> 00:15:52.000]  這裡也會再用彷彿
[00:15:52.000 --> 00:15:55.000]  彷彿寶座的形狀
[00:15:55.000 --> 00:15:57.000]  究竟是寶座還是不是寶座呢
[00:15:57.000 --> 00:15:59.000]  如果是寶座為什麼叫彷彿呢
[00:15:59.000 --> 00:16:01.000]  如果不是寶座是什麼呢
[00:16:01.000 --> 00:16:03.000]  為什麼叫彷彿呢
[00:16:03.000 --> 00:16:06.000]  我相信這個彷彿
[00:16:06.000 --> 00:16:10.000]  他看得不是完全清楚
[00:16:10.000 --> 00:16:12.000]  因為這個很高
[00:16:12.000 --> 00:16:14.000]  在穹倉之上
[00:16:14.000 --> 00:16:17.000]  但是他能夠說到這個是寶座
[00:16:17.000 --> 00:16:19.000]  第一章甚至說寶座上面
[00:16:19.000 --> 00:16:21.000]  坐了那個他都能夠形容出來的時候
[00:16:21.000 --> 00:16:23.000]  就一定是有寶座的
[00:16:23.000 --> 00:16:25.000]  但是為什麼他說彷彿呢
[00:16:25.000 --> 00:16:28.000]  不要忘記這個是在意象裡面的
[00:16:28.000 --> 00:16:30.000]  在意象裡面所見到的東西
[00:16:30.000 --> 00:16:32.000]  你未必很確定
[00:16:32.000 --> 00:16:34.000]  所以他放彷彿
[00:16:34.000 --> 00:16:36.000]  也有可能性是
[00:16:36.000 --> 00:16:38.000]  寶座上面那個是上帝
[00:16:38.000 --> 00:16:40.000]  在舊約的時候他們
[00:16:40.000 --> 00:16:42.000]  是不敢正面看上帝
[00:16:42.000 --> 00:16:45.000]  連直接叫上帝
[00:16:45.000 --> 00:16:47.000]  他們都是很謹慎的
[00:16:47.000 --> 00:16:49.000]  所以放一個彷彿這裡
[00:16:49.000 --> 00:16:51.000]  可能就是有這樣的意思
[00:16:51.000 --> 00:16:53.000]  第二節
[00:16:53.000 --> 00:16:57.000]  第二節上帝就吩咐川世螞蟻
[00:16:57.000 --> 00:16:59.000]  第七個天使
[00:16:59.000 --> 00:17:02.000]  和他說你進去在旋轉的輪
[00:17:02.000 --> 00:17:04.000]  基路伯以下
[00:17:04.000 --> 00:17:06.000]  基路伯中間將火炭取換
[00:17:06.000 --> 00:17:08.000]  兩手殺在城裡
[00:17:08.000 --> 00:17:12.000]  原來在輪子轉的裡面是有火的
[00:17:12.000 --> 00:17:14.000]  火有火炭
[00:17:14.000 --> 00:17:16.000]  有炭又有火
[00:17:16.000 --> 00:17:19.000]  上帝吩咐這個
[00:17:19.000 --> 00:17:21.000]  川世螞蟻第七個天使
[00:17:21.000 --> 00:17:24.000]  是伸手去拿這些火
[00:17:24.000 --> 00:17:26.000]  拿這些火拿這些炭
[00:17:26.000 --> 00:17:27.000]  是來做什麼呢
[00:17:27.000 --> 00:17:29.000]  就是要殺在耶路撒冷那裡
[00:17:29.000 --> 00:17:30.000]  這個很明顯
[00:17:30.000 --> 00:17:32.000]  這個是審判的象徵
[00:17:32.000 --> 00:17:36.000]  這個在第六節第七節
[00:17:36.000 --> 00:17:39.000]  有重復說得比較詳細
[00:17:39.000 --> 00:17:43.000]  第六節他吩咐那川世螞蟻的
[00:17:43.000 --> 00:17:46.000]  這個和上面第二節不是兩回事
[00:17:46.000 --> 00:17:50.000]  我相信是這個再重復上面上帝
[00:17:50.000 --> 00:17:53.000]  對世螞蟻天使的吩咐
[00:17:53.000 --> 00:17:58.000]  他說要從旋轉的輪內基路伯中間取火
[00:17:58.000 --> 00:18:00.000]  上面是火炭
[00:18:00.000 --> 00:18:01.000]  這裡是火
[00:18:01.000 --> 00:18:03.000]  火炭和火都是一樣
[00:18:03.000 --> 00:18:08.000]  火由炭產生火
[00:18:08.000 --> 00:18:10.000]  火和炭在一起
[00:18:10.000 --> 00:18:13.000]  所以第七節他說有一個基路伯
[00:18:13.000 --> 00:18:17.000]  從基路伯伸手到基路伯中間的火那裡
[00:18:17.000 --> 00:18:22.000]  取些放在那川世螞蟻的人兩手之中
[00:18:22.000 --> 00:18:24.000]  那人就出去了
[00:18:24.000 --> 00:18:32.000]  連川世螞蟻之前第九章的時候
[00:18:32.000 --> 00:18:38.000]  他是負責去identify那些神要拯救的人
[00:18:38.000 --> 00:18:43.000]  現在輪到他拿著這些火殺到耶路撒冷那裡
[00:18:43.000 --> 00:18:47.000]  就是說這個審判現在要臨到耶路撒冷城
[00:18:47.000 --> 00:18:50.000]  這個是代表了審判
[00:18:50.000 --> 00:18:52.000]  第三節
[00:18:52.000 --> 00:18:54.000]  那個人進去的時候
[00:18:54.000 --> 00:18:58.000]  基路伯在殿的右邊雲彩充滿了內院
[00:18:58.000 --> 00:18:59.000]  第四節
[00:18:59.000 --> 00:19:01.000]  耶和華的榮耀從基路伯那裡上升
[00:19:01.000 --> 00:19:03.000]  停在門蓋那裡
[00:19:03.000 --> 00:19:07.000]  這個在第九章第三節已經有說了
[00:19:07.000 --> 00:19:11.000]  這裡重復說神的榮耀本來在致勝所裡面
[00:19:11.000 --> 00:19:14.000]  但是神的榮耀已經由聖殿那裡出來
[00:19:14.000 --> 00:19:20.000]  現在基路伯和神的榮耀是出來外出
[00:19:20.000 --> 00:19:24.000]  在內院那裡
[00:19:24.000 --> 00:19:26.000]  神的榮耀是停在門蓋
[00:19:26.000 --> 00:19:30.000]  門蓋就是聖殿一出來那裡
[00:19:30.000 --> 00:19:32.000]  就叫做門蓋
[00:19:32.000 --> 00:19:34.000]  殿裡面就充滿了雲彩
[00:19:34.000 --> 00:19:38.000]  殿宇也被神的榮耀光輝充滿
[00:19:38.000 --> 00:19:40.000]  有神同在的地方
[00:19:40.000 --> 00:19:44.000]  神的榮耀在這裡是最後一次
[00:19:44.000 --> 00:19:47.000]  在這個時候充滿了聖殿
[00:19:47.000 --> 00:19:49.000]  充滿了外院
[00:19:49.000 --> 00:19:51.000]  神的榮耀在那裡
[00:19:51.000 --> 00:19:56.000]  神的榮耀我們看下去第十章第十八節
[00:19:56.000 --> 00:19:58.000]  十八節
[00:19:58.000 --> 00:20:00.000]  神的榮耀
[00:20:00.000 --> 00:20:02.000]  第十八節
[00:20:02.000 --> 00:20:07.000]  耶和華的榮耀從殿的門蓋不是停留在那裡
[00:20:07.000 --> 00:20:13.000]  在那裡出去就停在基路伯以上
[00:20:13.000 --> 00:20:15.000]  即是上升了
[00:20:15.000 --> 00:20:17.000]  不再在殿那裡
[00:20:17.000 --> 00:20:19.000]  不再在內院那裡
[00:20:19.000 --> 00:20:22.000]  現在是上升到基路伯以上了
[00:20:22.000 --> 00:20:24.000]  然後你再看下去
[00:20:24.000 --> 00:20:28.000]  第十一章第22到23節
[00:20:28.000 --> 00:20:31.000]  十一章22到23節
[00:20:31.000 --> 00:20:37.000]  22於是基路伯展開賜旁
[00:20:37.000 --> 00:20:40.000]  論子都在他們旁邊
[00:20:40.000 --> 00:20:45.000]  在他們以上有以色列神的榮耀
[00:20:45.000 --> 00:20:47.000]  這個就是接著剛才所說的
[00:20:47.000 --> 00:20:53.000]  就是神的榮耀已經升高過基路伯天使在他之上了
[00:20:53.000 --> 00:20:55.000]  留意第23節
[00:20:55.000 --> 00:20:59.000]  耶和華的榮耀從城中上升
[00:20:59.000 --> 00:21:03.000]  停在城東的那座山上
[00:21:03.000 --> 00:21:05.000]  離開了聖殿
[00:21:05.000 --> 00:21:07.000]  離開了聖殿山
[00:21:07.000 --> 00:21:09.000]  向東邊
[00:21:09.000 --> 00:21:11.000]  升高之後向東邊移
[00:21:11.000 --> 00:21:14.000]  以色列看到神的榮耀
[00:21:14.000 --> 00:21:16.000]  離開了耶路撒冷
[00:21:16.000 --> 00:21:19.000]  當時叫耶路撒冷的就是我們今天的聖殿山
[00:21:19.000 --> 00:21:21.000]  已經離開了聖殿
[00:21:21.000 --> 00:21:23.000]  過了東邊
[00:21:23.000 --> 00:21:29.000]  我們在甲冷山向西看到聖殿
[00:21:29.000 --> 00:21:33.000]  神的榮耀是向東邊離開的
[00:21:33.000 --> 00:21:39.000]  但日後神的榮耀也是從東邊回來
[00:21:39.000 --> 00:21:41.000]  回到聖殿那裡
[00:21:41.000 --> 00:21:43.000]  但我們還沒看到
[00:21:43.000 --> 00:21:47.000]  我們看看神的榮耀第53頁
[00:21:47.000 --> 00:21:49.000]  你們的講義第53頁
[00:21:49.000 --> 00:21:52.000]  神的榮耀是先逐步的
[00:21:52.000 --> 00:21:56.000]  先到門禁那裡
[00:21:56.000 --> 00:21:58.000]  出來聖殿
[00:21:58.000 --> 00:22:00.000]  裡面是聖所和至聖所
[00:22:00.000 --> 00:22:01.000]  出來了
[00:22:01.000 --> 00:22:03.000]  然後向上升
[00:22:03.000 --> 00:22:05.000]  然後向東邊離開了
[00:22:05.000 --> 00:22:10.000]  即是神的榮耀已經離開了耶路撒冷
[00:22:10.000 --> 00:22:12.000]  離開了聖殿
