
[00:00:00.000 --> 00:00:04.500]  今天要和大家講的是
[00:01:53.300 --> 00:01:57.300]  教會開始是由耶路撒冷福音傳到
[00:01:57.300 --> 00:02:02.300]  撒瑪利亞到達大馬色到凱撒利亞
[00:02:02.300 --> 00:02:05.300]  接著是敘利亞的安提沃
[00:02:05.300 --> 00:02:06.300]  在《使徒行傳》裏面
[00:02:06.300 --> 00:02:11.300]  起碼是有告訴我們有40個不同的城市
[00:02:11.300 --> 00:02:14.300]  只是在13和14章裏面
[00:02:14.300 --> 00:02:20.300]  《使徒行傳》路加醫生已經說了有6個城市
[00:02:20.300 --> 00:02:22.300]  今天這個旅程
[00:02:22.300 --> 00:02:25.300]  《使徒行傳》的13章14章
[00:02:25.300 --> 00:02:27.300]  是保羅的第一個旅程
[00:02:27.300 --> 00:02:30.300]  開始是由敘利亞的安提沃
[00:02:30.300 --> 00:02:34.300]  而結束也是安提沃這個地方
[00:02:34.300 --> 00:02:38.300]  《使徒行傳》的13章是一個很大的轉捩點
[00:02:38.300 --> 00:02:40.300]  到目前為止
[00:02:40.300 --> 00:02:43.300]  所有的事公都是圍繞著耶路撒冷
[00:02:43.300 --> 00:02:45.300]  但是從13章開始
[00:02:45.300 --> 00:02:50.300]  安提沃就變成了外邦人聚會的中心
[00:02:50.300 --> 00:02:53.300]  耶路撒冷就退到後台
[00:02:53.300 --> 00:02:56.300]  從彼得是主角1至12章
[00:02:56.300 --> 00:03:00.300]  到保羅成為主角13至28章
[00:03:00.300 --> 00:03:03.300]  從蘇羅這個希伯來人的名字
[00:03:03.300 --> 00:03:07.300]  到保羅這個羅馬的名字
[00:03:07.300 --> 00:03:11.300]  名字的改變在《使徒行傳》的13章9節
[00:03:11.300 --> 00:03:13.300]  給我們看到
[00:03:13.300 --> 00:03:17.300]  身為猶太人的羅馬公民
[00:03:17.300 --> 00:03:21.300]  保羅的全名可能是保羅·蘇羅
[00:03:21.300 --> 00:03:24.300]  蘇羅是他的姓 保羅是他的名字
[00:03:24.300 --> 00:03:28.300]  而保羅這個名字的意思就是「細小」的意思
[00:03:28.300 --> 00:03:31.300]  哥倫多後書的第10章
[00:03:31.300 --> 00:03:35.300]  13章也是由巴拿巴和蘇羅
[00:03:35.300 --> 00:03:38.300]  去到保羅和巴拿巴
[00:03:38.300 --> 00:03:39.300]  有沒有看到這個改變?
[00:03:39.300 --> 00:03:41.300]  不單止是名字的改變
[00:03:41.300 --> 00:03:43.300]  由蘇羅變成保羅
[00:03:43.300 --> 00:03:46.300]  本來是巴拿巴帶頭
[00:03:46.300 --> 00:03:48.300]  現在是保羅帶頭
[00:03:48.300 --> 00:03:51.300]  從巴勒斯坦到地中海的國家
[00:03:51.300 --> 00:03:56.300]  從本地的宣教去到世界的宣教
[00:03:56.300 --> 00:04:01.300]  為什麼我今天講出了這個題目
[00:04:01.300 --> 00:04:04.300]  叫做「先知神跡和神的道」
[00:04:04.300 --> 00:04:07.300]  是因為一個首尾結構
[00:04:07.300 --> 00:04:09.300]  我很久沒有講首尾結構
[00:04:09.300 --> 00:04:11.300]  今天又要講首尾結構
[00:04:11.300 --> 00:04:14.300]  為什麼我們剛才讀經文
[00:04:14.300 --> 00:04:17.300]  是由第13章尾讀到第14章
[00:04:17.300 --> 00:04:19.300]  從第14章的頭你會看到
[00:04:19.300 --> 00:04:21.300]  「二人在爾戈廉」
[00:04:21.300 --> 00:04:24.300]  哪兩個呢?巴拿巴和蘇羅
[00:04:24.300 --> 00:04:27.300]  你要走到第13章才會看到
[00:04:27.300 --> 00:04:31.300]  所以第13章和第14章是完全連結在一起
[00:04:31.300 --> 00:04:34.300]  是有一個很精彩的首尾結構
[00:04:34.300 --> 00:04:37.300]  很久沒有講了所以重溫一下
[00:04:37.300 --> 00:04:40.300]  首尾結構如果有五節經文
[00:04:40.300 --> 00:04:44.300]  我經常說神學家說像三文治
[00:04:44.300 --> 00:04:47.300]  我就說像中國人的片皮鴨
[00:04:47.300 --> 00:04:49.300]  五節經文是怎樣的
[00:04:49.300 --> 00:04:52.300]  第一節和第五節是有連帶的關係
[00:04:52.300 --> 00:04:54.300]  就好像最外面那層的包
[00:04:54.300 --> 00:04:55.300]  有個包
[00:04:55.300 --> 00:04:59.300]  第二層和第四節又有關係
[00:04:59.300 --> 00:05:02.300]  是那些蔥花海鮮醬
[00:05:02.300 --> 00:05:03.300]  是吧?很美味
[00:05:03.300 --> 00:05:06.300]  去到中間這節經文就是最重要
[00:05:06.300 --> 00:05:07.300]  或者兩節的經文
[00:05:07.300 --> 00:05:09.300]  就是那個片皮鴨
[00:05:09.300 --> 00:05:13.300]  整個結構的中心也是最重要的經文
[00:05:13.300 --> 00:05:15.300]  第一個的首尾結構
[00:05:15.300 --> 00:05:17.300]  由安提阿開始
[00:05:17.300 --> 00:05:20.300]  這個旅程由安提阿來結束
[00:05:20.300 --> 00:05:24.300]  開始的時候是《史徒行傳》的13章1至3節
[00:05:24.300 --> 00:05:27.300]  結束的時候是14章21至28節
[00:05:27.300 --> 00:05:29.300]  都是安提阿
[00:05:29.300 --> 00:05:33.300]  開始的時候是有五個領袖
[00:05:33.300 --> 00:05:35.300]  有先知有教師
[00:05:35.300 --> 00:05:37.300]  他們都禁食禱告
[00:05:37.300 --> 00:05:40.300]  差派保羅和巴拿巴出去
[00:05:40.300 --> 00:05:41.300]  結尾的時候
[00:05:41.300 --> 00:05:44.300]  在雪國的教會安納長老
[00:05:44.300 --> 00:05:46.300]  又是領袖
[00:05:46.300 --> 00:05:48.300]  為他們禁食禱告
[00:05:48.300 --> 00:05:50.300]  返回安提阿
[00:05:50.300 --> 00:05:53.300]  第二層的蔥花和海鮮醬
[00:05:53.300 --> 00:05:55.300]  都說到有兩個神蹟
[00:05:55.300 --> 00:05:57.300]  都有一些錯誤的信仰
[00:05:57.300 --> 00:05:59.300]  都有一些錯誤的教導
[00:05:59.300 --> 00:06:03.300]  第一個就是在塞浦路斯遇到一個假先知
[00:06:03.300 --> 00:06:07.300]  是《史徒行傳》的13章4至12節
[00:06:07.300 --> 00:06:10.300]  假先知就是有錯誤的教導
[00:06:10.300 --> 00:06:12.300]  也有一個神蹟
[00:06:12.300 --> 00:06:14.300]  在路斯德呢
[00:06:14.300 --> 00:06:17.300]  保羅和巴拿巴顯了一個神蹟
[00:06:17.300 --> 00:06:19.300]  治好了一個腿腿的人
[00:06:19.300 --> 00:06:21.300]  路斯德的人以為他們是神
[00:06:21.300 --> 00:06:23.300]  錯誤的信仰
[00:06:23.300 --> 00:06:25.300]  一樣有神蹟
[00:06:25.300 --> 00:06:29.300]  這件事在《史徒行傳》的14章8至20節
[00:06:29.300 --> 00:06:32.300]  這個結構告訴我們甚麼呢?
[00:06:32.300 --> 00:06:34.300]  神蹟不能夠令人相信
[00:06:34.300 --> 00:06:36.300]  有很多人見了神蹟
[00:06:36.300 --> 00:06:38.300]  這不是真正的信心
[00:06:38.300 --> 00:06:41.300]  真正的信心是要加上神的話語
[00:06:41.300 --> 00:06:44.300]  所以這個結構最中心的地方
[00:06:44.300 --> 00:06:47.300]  就是保羅去到比西底的安提阿
[00:06:47.300 --> 00:06:49.300]  不是敘利亞的安提阿
[00:06:49.300 --> 00:06:52.300]  比西底來到港島
[00:06:52.300 --> 00:06:56.300]  這個《史徒行傳》的13章13至52節
[00:06:56.300 --> 00:07:00.300]  另外一篇是加拉泰的《以哥廉》
[00:07:00.300 --> 00:07:04.300]  《史徒行傳》的14章第8至20節
[00:07:04.300 --> 00:07:06.300]  整個結構是說出甚麼呢?
[00:07:06.300 --> 00:07:09.300]  昔日是有先知和使徒
[00:07:09.300 --> 00:07:11.300]  教會的領袖
[00:07:11.300 --> 00:07:15.300]  慢慢在所有的教會安納長老
[00:07:15.300 --> 00:07:17.300]  我們等下會見到長老
[00:07:17.300 --> 00:07:20.300]  其實是和牧師監督一樣的職位
[00:07:20.300 --> 00:07:22.300]  神蹟不能夠令人相信
[00:07:22.300 --> 00:07:25.300]  初期的教會使徒有神蹟騎士
[00:07:25.300 --> 00:07:28.300]  但一定要帶領人去到神的話語
[00:07:28.300 --> 00:07:31.300]  這個就是這個結構所指出
[00:07:31.300 --> 00:07:35.300]  我們先看第一層的首尾結構
[00:07:35.300 --> 00:07:37.300]  由安提阿開始出發
[00:07:37.300 --> 00:07:40.300]  差派保羅和巴拿巴出去
[00:07:40.300 --> 00:07:43.300]  我們見到一共有五個領袖
[00:07:43.300 --> 00:07:45.300]  不是只有一個
[00:07:45.300 --> 00:07:47.300]  這五個人是哪五個呢?
[00:07:47.300 --> 00:07:49.300]  第一個是巴拿巴
[00:07:49.300 --> 00:07:51.300]  在《史徒行傳》的四章
[00:07:51.300 --> 00:07:53.300]  我們見到他的出現
[00:07:53.300 --> 00:07:56.300]  他就是安慰之子 鼓勵之子
[00:07:56.300 --> 00:08:00.300]  第二個是西面一個黑人
[00:08:00.300 --> 00:08:04.300]  他的名稱被稱呼為尼傑
[00:08:04.300 --> 00:08:07.300]  尼傑就是黑色的意思
[00:08:07.300 --> 00:08:12.300]  在美國千萬不要隨意用尼傑這個英文字
[00:08:12.300 --> 00:08:14.300]  來跟人說話
[00:08:14.300 --> 00:08:17.300]  隨時被人以為你是種族歧視
[00:08:17.300 --> 00:08:19.300]  說你是歧視黑人
[00:08:19.300 --> 00:08:21.300]  要小心
[00:08:21.300 --> 00:08:26.300]  這個可能就是當年被羅馬士兵強迫
[00:08:26.300 --> 00:08:28.300]  背著耶穌基督的十字架上國
[00:08:28.300 --> 00:08:33.300]  割他在《馬太福音》的27章32節
[00:08:33.300 --> 00:08:36.300]  《馬可》的15章21節
[00:08:36.300 --> 00:08:39.300]  第三個是鼓勵內人路求
[00:08:39.300 --> 00:08:42.300]  這個也可能是一個黑人
[00:08:42.300 --> 00:08:46.300]  也可能是安提柯教會的始創人之一
[00:08:46.300 --> 00:08:49.300]  《史徒行傳》的11章20節
[00:08:49.300 --> 00:08:53.300]  這個也可能是在羅馬書的16章21節
[00:08:53.300 --> 00:08:55.300]  所說到的那個人
[00:08:55.300 --> 00:08:57.300]  第四個呢
[00:08:57.300 --> 00:08:59.300]  嘩 不得了
[00:08:59.300 --> 00:09:03.300]  這個是跟希律同樣的馬念
[00:09:03.300 --> 00:09:06.300]  這個人跟希律一起長大
[00:09:06.300 --> 00:09:08.300]  哪個希律呀?
[00:09:08.300 --> 00:09:09.300]  是安提柏
[00:09:09.300 --> 00:09:12.300]  就是處死施洗約翰的那個
[00:09:12.300 --> 00:09:15.300]  他是被希律大帝所收養
[00:09:15.300 --> 00:09:18.300]  和安提柏一起長大
[00:09:18.300 --> 00:09:20.300]  但是兩個人很不同
[00:09:20.300 --> 00:09:23.300]  希律就是壓迫迫迫教會
[00:09:23.300 --> 00:09:25.300]  但是馬念呢
[00:09:25.300 --> 00:09:27.300]  是教會的領袖
[00:09:27.300 --> 00:09:28.300]  兩個成為敵人
[00:09:28.300 --> 00:09:30.300]  但是一起長大
[00:09:30.300 --> 00:09:32.300]  最後一個是誰呀?
[00:09:32.300 --> 00:09:33.300]  是蘇羅
[00:09:33.300 --> 00:09:35.300]  現在他是排名最後
[00:09:35.300 --> 00:09:38.300]  但是很快他就會成為眾人的領袖
[00:09:38.300 --> 00:09:40.300]  成為保羅
[00:09:40.300 --> 00:09:43.300]  所有教會上歷史的復興
[00:09:43.300 --> 00:09:46.300]  都是由禱告會開始
[00:09:46.300 --> 00:09:50.300]  在公元46至47年間
[00:09:50.300 --> 00:09:53.300]  安提柏有一個很重要的禱告會
[00:09:53.300 --> 00:09:56.300]  當時是有五個人一齊來禱告
[00:09:56.300 --> 00:09:59.300]  就是我剛才所說的那五個人
[00:09:59.300 --> 00:10:01.300]  其中三個是先知
[00:10:01.300 --> 00:10:03.300]  兩個是教師
[00:10:03.300 --> 00:10:07.300]  早期教會還有先知這個職責
[00:10:07.300 --> 00:10:10.300]  能夠預言將來會發生的事
[00:10:10.300 --> 00:10:13.300]  在《使徒行傳》的十一章我們見過
[00:10:13.300 --> 00:10:16.300]  有個人能夠預料將有饑荒
[00:10:16.300 --> 00:10:18.300]  而在雪格魯雕的年間
[00:10:18.300 --> 00:10:20.300]  真的有饑荒出現
[00:10:20.300 --> 00:10:24.300]  但是去到哥倫多前書的十四章
[00:10:24.300 --> 00:10:27.300]  29至32節
[00:10:27.300 --> 00:10:32.300]  先知說的話已經是要人來辨別真假
[00:10:32.300 --> 00:10:35.300]  當時已經是有假先知
[00:10:35.300 --> 00:10:38.300]  我亦都說過這些的因次
[00:10:38.300 --> 00:10:41.300]  無論是使徒的神蹟奇事
[00:10:41.300 --> 00:10:43.300]  先知的預言
[00:10:43.300 --> 00:10:45.300]  早期教會還未結束
[00:10:45.300 --> 00:10:47.300]  就已經慢慢退去
[00:10:47.300 --> 00:10:49.300]  慢慢沒有了
[00:10:49.300 --> 00:10:51.300]  以不鎖書的二章二十節
[00:10:51.300 --> 00:10:53.300]  相信大家都已經很熟了
[00:10:53.300 --> 00:10:56.300]  使徒和先知是教會的根基
[00:10:56.300 --> 00:10:59.300]  我說過根基只有一個
[00:10:59.300 --> 00:11:01.300]  不需要繼續建根基
[00:11:01.300 --> 00:11:03.300]  所以今時今日是不再有
[00:11:03.300 --> 00:11:06.300]  使徒和先知的職責
[00:11:06.300 --> 00:11:10.300]  亦都沒有使徒和先知的因次
[00:11:10.300 --> 00:11:13.300]  我是準備了一篇道
[00:11:13.300 --> 00:11:17.300]  叫做神蹟醫治謊言的因次
[00:11:17.300 --> 00:11:19.300]  這篇道已經寫好了
[00:11:19.300 --> 00:11:23.300]  但是今年的講道很密切
[00:11:23.300 --> 00:11:25.300]  我沒有什麼時候會講這篇道
[00:11:25.300 --> 00:11:28.300]  起碼我想是要到下半年
[00:11:28.300 --> 00:11:31.300]  若果不是明年才會講這篇道
[00:11:31.300 --> 00:11:33.300]  所以我們看到現在已經
[00:11:33.300 --> 00:11:36.300]  全部有神的話語在我們手上
[00:11:36.300 --> 00:11:38.300]  是聖經
[00:11:38.300 --> 00:11:41.300]  聖經的正典已經關閉了
[00:11:41.300 --> 00:11:44.300]  再沒有新的啟示給我們
[00:11:44.300 --> 00:11:46.300]  不是說沒有啟示
[00:11:46.300 --> 00:11:49.300]  從聖經我們仍然可以有啟示
[00:11:49.300 --> 00:11:50.300]  但是沒有新的啟示
[00:11:50.300 --> 00:11:52.300]  是聖經以外的啟示
[00:11:52.300 --> 00:11:54.300]  我們所需要做的
[00:11:54.300 --> 00:11:56.300]  就是將聖經裡的啟示
[00:11:56.300 --> 00:11:58.300]  和人分享這是什麼
[00:11:58.300 --> 00:12:00.300]  傳福音
[00:12:00.300 --> 00:12:02.300]  所以我們看到
[00:12:02.300 --> 00:12:04.300]  這個首尾的結構第一層
[00:12:04.300 --> 00:12:08.300]  先講到早期教會有先知有教師
[00:12:08.300 --> 00:12:13.300]  然後去到下面的首尾結構
[00:12:13.300 --> 00:12:15.300]  第一層下面那裡
[00:12:15.300 --> 00:12:18.300]  是講到他們回去安提拉教會
[00:12:18.300 --> 00:12:20.300]  在回去之前
[00:12:20.300 --> 00:12:25.300]  他們在各個教會安立長老職責
[00:12:25.300 --> 00:12:27.300]  為他們禁食來禱告
[00:12:27.300 --> 00:12:31.300]  一間教會是有長老是有牧師
[00:12:31.300 --> 00:12:34.300]  其實長老牧師監督
[00:12:34.300 --> 00:12:36.300]  在英文都是bishop這個字
[00:12:36.300 --> 00:12:39.300]  都是同一個職責
[00:12:39.300 --> 00:12:41.300]  只是不同的名稱
[00:12:41.300 --> 00:12:43.300]  保羅在提摩太前書的三章
[00:12:43.300 --> 00:12:48.300]  一至七節講到監督的資格是什麼
[00:12:48.300 --> 00:12:51.300]  在提多書的一章六至九節
[00:12:51.300 --> 00:12:54.300]  保羅又講長老的資格是什麼
[00:12:54.300 --> 00:12:57.300]  如果你比較下兩個list
[00:12:57.300 --> 00:12:59.300]  你會發覺原來長老的資格
[00:12:59.300 --> 00:13:02.300]  和監督的資格是一模一樣
[00:13:02.300 --> 00:13:04.300]  長老就是監督
[00:13:04.300 --> 00:13:08.300]  也在提多書的一章五節和七節
[00:13:08.300 --> 00:13:12.300]  保羅用了長老和監督兩個字
[00:13:12.300 --> 00:13:15.300]  來形容同一個職位
[00:13:15.300 --> 00:13:20.300]  彼得在彼得前書的五章一至二節
[00:13:20.300 --> 00:13:24.300]  用了三個名稱來形容同一個職責
[00:13:24.300 --> 00:13:26.300]  我們一起來看看
[00:13:26.300 --> 00:13:30.300]  彼得說:我勸你們中間與我同作長老的人
[00:13:30.300 --> 00:13:32.300]  第一個職位出來了
[00:13:32.300 --> 00:13:34.300]  彼得是長老
[00:13:34.300 --> 00:13:36.300]  當時也有其他的長老
[00:13:36.300 --> 00:13:40.300]  務要牧養在你們中間神的群羊
[00:13:40.300 --> 00:13:43.300]  牧養這個字和牧師是一樣的職責
[00:13:43.300 --> 00:13:44.300]  長老
[00:13:44.300 --> 00:13:48.300]  還有按著神旨意照管他們
[00:13:48.300 --> 00:13:51.300]  監督照管監督是同一個字
[00:13:51.300 --> 00:13:54.300]  不是出於勉強乃是出於甘心
[00:13:54.300 --> 00:13:58.300]  也不是因為貪財乃是出於樂意
[00:13:58.300 --> 00:14:02.300]  做牧師做長老是要做得甘心
[00:14:02.300 --> 00:14:04.300]  是要做得樂意
[00:14:04.300 --> 00:14:06.300]  不要說勉強
[00:14:06.300 --> 00:14:10.300]  現在有很多教會的長老牧師
[00:14:10.300 --> 00:14:13.300]  做得很勉強最好就做少一點
[00:14:13.300 --> 00:14:16.300]  最好就直接不用做
[00:14:16.300 --> 00:14:18.300]  不是這樣的
[00:14:18.300 --> 00:14:19.300]  聖經說什麼?
[00:14:19.300 --> 00:14:22.300]  你做長老你做牧師
[00:14:22.300 --> 00:14:25.300]  你要樂意出於甘心
[00:14:25.300 --> 00:14:26.300]  不是勉強的
[00:14:26.300 --> 00:14:27.300]  沒有人勉強你
[00:14:27.300 --> 00:14:29.300]  你一定要樂意甘心
[00:14:29.300 --> 00:14:32.300]  在二弗所書的四章十一節
[00:14:32.300 --> 00:14:34.300]  又告訴我們
[00:14:34.300 --> 00:14:37.300]  他所賜的有使徒有先知
[00:14:37.300 --> 00:14:38.300]  剛才說過了
[00:14:38.300 --> 00:14:40.300]  這些已經是過去
[00:14:40.300 --> 00:14:41.300]  然後呢?
[00:14:41.300 --> 00:14:45.300]  有傳福音的有牧師有教師
[00:14:45.300 --> 00:14:47.300]  其實這一節的經文
[00:14:47.300 --> 00:14:51.300]  和我們今天這個首尾結構很相似
[00:14:51.300 --> 00:14:57.300]  由使徒先知去到長老牧師和監督
[00:14:57.300 --> 00:15:01.300]  這個正是我們今天第一個首尾結構
[00:15:01.300 --> 00:15:03.300]  離開第一個首尾結構之前
[00:15:03.300 --> 00:15:07.300]  我們見到他們都是禁食禱告
[00:15:07.300 --> 00:15:11.300]  差派保羅和巴拿巴出去之前
[00:15:11.300 --> 00:15:13.300]  幫他們禁食禱告
[00:15:13.300 --> 00:15:17.300]  在國教會按立長老之前禁食禱告
[00:15:17.300 --> 00:15:19.300]  而且他們所做的事
[00:15:19.300 --> 00:15:23.300]  一切都是為主作供
[00:15:23.300 --> 00:15:25.300]  一個真正屬靈的領袖
[00:15:25.300 --> 00:15:28.300]  他做的事是為主而做
[00:15:28.300 --> 00:15:31.300]  現在有很多教會的牧師長老
[00:15:31.300 --> 00:15:34.300]  就是為了名就是為了利
[00:15:34.300 --> 00:15:38.300]  而不是真真有心來侍奉主
[00:15:38.300 --> 00:15:40.300]  你看看經文怎麼說
[00:15:40.300 --> 00:15:42.300]  使徒行傳的十三章二節
[00:15:42.300 --> 00:15:45.300]  先知和教師他們侍奉主
[00:15:45.300 --> 00:15:47.300]  我們所侍奉的是主
[00:15:47.300 --> 00:15:49.300]  不是人
[00:15:49.300 --> 00:15:54.300]  有很多牧師長老很怕會眾的意見
[00:15:54.300 --> 00:15:56.300]  你所侍奉的是主
[00:15:56.300 --> 00:15:59.300]  當然你是要牧養你的群羊
[00:15:59.300 --> 00:16:02.300]  但不是說給會眾來帶領你
[00:16:02.300 --> 00:16:04.300]  我們是由主來帶領
[00:16:04.300 --> 00:16:07.300]  使徒行傳的十四章二十三節
[00:16:07.300 --> 00:16:11.300]  說他們選立了長老交託所信的主
[00:16:11.300 --> 00:16:16.300]  我們看到一切都是以主為中心
[00:16:16.300 --> 00:16:18.300]  這是很重要
[00:16:18.300 --> 00:16:24.300]  經文說巴拿巴和保羅帶著馬可一起出發
[00:16:24.300 --> 00:16:27.300]  其實以前在使徒行傳
[00:16:27.300 --> 00:16:29.300]  馬可的名字出現過
[00:16:29.300 --> 00:16:32.300]  但說到他的媽媽的家裡有個禱告會
[00:16:32.300 --> 00:16:35.300]  為彼得來設禱告
[00:16:35.300 --> 00:16:37.300]  現在說到馬可的事
[00:16:37.300 --> 00:16:40.300]  馬可是巴拿巴的表弟
[00:16:40.300 --> 00:16:44.300]  在哥羅西書的四章十節是這樣說
[00:16:44.300 --> 00:16:48.300]  可能馬可是由彼得帶領他信主
[00:16:48.300 --> 00:16:52.300]  所以馬可和彼得的關係一直都很密切
[00:16:52.300 --> 00:16:57.300]  馬可是幫助了保羅和巴拿巴很大的忙
[00:16:57.300 --> 00:17:02.300]  令他們可以將注意力放在重要的事工上
[00:17:02.300 --> 00:17:05.300]  講道和教道
[00:17:05.300 --> 00:17:11.300]  這樣的工作和在使徒行傳的第六章
[00:17:11.300 --> 00:17:13.300]  執事的工作是否很相似
[00:17:13.300 --> 00:17:18.300]  就是執事令使徒有時間做他們的工作
[00:17:18.300 --> 00:17:24.300]  第二層的結構要說到蔥花和海鮮醬
[00:17:24.300 --> 00:17:26.300]  都是和神蹟有關
[00:17:26.300 --> 00:17:31.300]  也是和錯誤的信仰和教導有關
[00:17:31.300 --> 00:17:36.300]  第一件事就是在塞浦路斯見到有個假仙子
[00:17:36.300 --> 00:17:40.300]  在使徒行傳的十三章四到十二節
[00:17:40.300 --> 00:17:42.300]  塞浦路斯是一個島
[00:17:42.300 --> 00:17:44.300]  是巴拿巴的家鄉
[00:17:44.300 --> 00:17:47.300]  使徒行傳的四章三十六節
[00:17:47.300 --> 00:17:51.300]  第一站他們去到的是薩拉米這個地方
[00:17:51.300 --> 00:17:55.300]  在島的東邊的一個商業中心
[00:17:55.300 --> 00:17:59.300]  盧家醫生沒有詳細告訴我們在那裡的事工是怎樣
[00:17:59.300 --> 00:18:05.300]  只是說他們在猶太人的國會堂講道
[00:18:05.300 --> 00:18:08.300]  相信有很多人是接受了福音
[00:18:08.300 --> 00:18:12.300]  然後他們向西走四五十里
[00:18:12.300 --> 00:18:15.300]  去到一個叫帕弗的地方
[00:18:15.300 --> 00:18:18.300]  就遇見了第一個敵對者
[00:18:18.300 --> 00:18:21.300]  帕弗是塞浦路斯的首都
[00:18:21.300 --> 00:18:25.300]  那裡有一個首席官員叫做方伯
[00:18:25.300 --> 00:18:27.300]  是求保羅
[00:18:27.300 --> 00:18:29.300]  他是一個很有見識的人
[00:18:29.300 --> 00:18:31.300]  這是聖經告訴我們
[00:18:31.300 --> 00:18:35.300]  他請了巴拿巴和索羅要聽神的道
[00:18:35.300 --> 00:18:39.300]  但是當時他身邊有一個叫做
[00:18:39.300 --> 00:18:43.300]  以裡瑪巴耶穌的人來阻止
[00:18:43.300 --> 00:18:45.300]  這個是誰來的
[00:18:45.300 --> 00:18:47.300]  他的名稱叫以裡瑪
[00:18:47.300 --> 00:18:51.300]  以裡瑪的名字的意思就是一個巫師
[00:18:51.300 --> 00:18:53.300]  是一個博士
[00:18:53.300 --> 00:18:55.300]  現在我們很高舉博士
[00:18:55.300 --> 00:18:59.300]  其實這個名字的意思是巫師
[00:18:59.300 --> 00:19:02.300]  這個就在馬太福音的第二章
[00:19:02.300 --> 00:19:04.300]  當耶穌基督出生的時候
[00:19:04.300 --> 00:19:06.300]  有博士來朝見
[00:19:06.300 --> 00:19:08.300]  是同一個字的字根
[00:19:08.300 --> 00:19:10.300]  這個人是甚麼
[00:19:10.300 --> 00:19:12.300]  是一個法術師
[00:19:12.300 --> 00:19:15.300]  他是假冒猶太人的先知
[00:19:15.300 --> 00:19:18.300]  所以他是一個假先知
[00:19:18.300 --> 00:19:21.300]  他想阻止方伯來接受福音
[00:19:21.300 --> 00:19:23.300]  相信真理
[00:19:23.300 --> 00:19:29.300]  這個正是耶穌基督在世的時候所教的
[00:19:29.300 --> 00:19:31.300]  馬太福音的十三章
[00:19:31.300 --> 00:19:34.300]  物質和敗子的比喻
[00:19:34.300 --> 00:19:36.300]  當神殺種
[00:19:36.300 --> 00:19:38.300]  殺物質的種
[00:19:38.300 --> 00:19:40.300]  這個就是真正的基督徒
[00:19:40.300 --> 00:19:42.300]  撒旦就會怎樣
[00:19:42.300 --> 00:19:44.300]  殺敗子的種子
[00:19:44.300 --> 00:19:46.300]  就是那些假的基督徒
[00:19:46.300 --> 00:19:49.300]  所以我們見到這個巴耶穌
[00:19:49.300 --> 00:19:51.300]  就是一個假的信徒
[00:19:51.300 --> 00:19:53.300]  是一個假的先知
[00:19:53.300 --> 00:19:56.300]  保羅納克就說你是魔鬼的兒子
[00:19:56.300 --> 00:19:58.300]  而且用神蹟的騎士
[00:19:58.300 --> 00:20:01.300]  令到他的眼睛瞎了
[00:20:01.300 --> 00:20:04.300]  在《使徒行傳》的十三章十二節
[00:20:04.300 --> 00:20:05.300]  我覺得是很重要的經文
