
[00:00:00.000 --> 00:00:05.500]  各位看影展會議的各位朋友,你們好!
[00:04:21.000 --> 00:04:23.000]  當Captain遇到Eddie的時候
[00:04:23.000 --> 00:04:24.000]  他就說
[00:04:24.000 --> 00:04:28.000]  你不知道為何我要射傷你
[00:04:28.000 --> 00:04:32.000]  你當時正要衝入這個危險的木屋裏面
[00:04:32.000 --> 00:04:34.500]  而我知道屋裏面是一個炸藥
[00:04:34.500 --> 00:04:36.000]  就要爆炸了
[00:04:36.000 --> 00:04:37.500]  你這樣去做
[00:04:37.500 --> 00:04:40.000]  簡直是等於尋死
[00:04:40.000 --> 00:04:42.000]  我學你叫你不要走
[00:04:42.000 --> 00:04:43.000]  不要進去
[00:04:43.000 --> 00:04:44.500]  你又聽不到
[00:04:44.500 --> 00:04:46.000]  為了救你的命
[00:04:46.000 --> 00:04:48.000]  我唯一能夠做的方法
[00:04:48.000 --> 00:04:50.000]  就是用開槍打傷你的腳
[00:04:50.000 --> 00:04:54.500]  但是你還記不記得
[00:04:54.500 --> 00:04:56.500]  我對你們幾個隊員說
[00:04:56.500 --> 00:04:59.500]  我會盡量保護你們
[00:04:59.500 --> 00:05:02.000]  讓你們平平安安
[00:05:02.000 --> 00:05:04.500]  回家和你家團聚
[00:05:04.500 --> 00:05:07.000]  所以當你的軍車正要
[00:05:07.000 --> 00:05:09.000]  駛入這個地雷陣的時候
[00:05:09.000 --> 00:05:11.000]  我就忿不顧身
[00:05:11.000 --> 00:05:13.000]  跳入這個地雷陣
[00:05:13.000 --> 00:05:15.000]  引爆地雷
[00:05:15.000 --> 00:05:18.000]  以致能夠挽救你的生命
[00:05:18.000 --> 00:05:21.000]  我為此而犧牲了我的生命
[00:05:21.000 --> 00:05:23.000]  Captain就對Eddie說
[00:05:23.000 --> 00:05:25.000]  人人都要犧牲的
[00:05:25.000 --> 00:05:28.000]  你犧牲你的腳就懷恨在心
[00:05:28.000 --> 00:05:30.000]  我犧牲了我的生命
[00:05:30.000 --> 00:05:32.000]  他就開開心心
[00:05:32.000 --> 00:05:35.000]  因為我做到我對你的承諾
[00:05:35.000 --> 00:05:37.000]  何樂而不為呢
[00:05:38.000 --> 00:05:41.000]  這就是人生的道理
[00:05:41.000 --> 00:05:45.000]  接著在他的天堂旅程裏
[00:05:45.000 --> 00:05:49.000]  竟然遇見Ruby碼頭的女主人Ruby
[00:05:49.000 --> 00:05:51.000]  Ruby就告訴他
[00:05:51.000 --> 00:05:53.000]  有關Eddie和她父親的
[00:05:53.000 --> 00:05:55.000]  關係的一個故事
[00:05:55.000 --> 00:05:59.000]  一提起她的父親
[00:05:59.000 --> 00:06:01.000]  Eddie就火滾了
[00:06:01.000 --> 00:06:03.000]  覺得她的爸爸
[00:06:03.000 --> 00:06:05.000]  毫無愛心毫無忍耐
[00:06:05.000 --> 00:06:07.000]  對子女粗暴
[00:06:07.000 --> 00:06:09.000]  就要告訴Eddie
[00:06:09.000 --> 00:06:11.000]  她的父親
[00:06:11.000 --> 00:06:13.000]  如何救了她母親
[00:06:13.000 --> 00:06:15.000]  如何檢警
[00:06:15.000 --> 00:06:18.000]  並追捕想傷害母親的壞人
[00:06:18.000 --> 00:06:20.000]  這個壞人
[00:06:20.000 --> 00:06:22.000]  是她的同事
[00:06:22.000 --> 00:06:25.000]  一直跑到碼頭裏
[00:06:25.000 --> 00:06:28.000]  Eddie的父親一直追她
[00:06:28.000 --> 00:06:31.000]  人走到碼頭的終點
[00:06:31.000 --> 00:06:33.000]  前無去路後有追兵
[00:06:33.000 --> 00:06:36.000]  被一把耳朵挑到大海
[00:06:36.000 --> 00:06:38.000]  怎料她不懂游泳
[00:06:38.000 --> 00:06:41.000]  跳到海上要淹的時候大聲喊救命
[00:06:41.000 --> 00:06:43.000]  Eddie的父親
[00:06:43.000 --> 00:06:45.000]  有見及此
[00:06:45.000 --> 00:06:46.000]  你都是她壞人好
[00:06:46.000 --> 00:06:47.000]  不是壞人好
[00:06:47.000 --> 00:06:49.000]  我一聲跳到海上
[00:06:49.000 --> 00:06:50.000]  救了她出來
[00:06:50.000 --> 00:06:52.000]  但因為海水太爛
[00:06:52.000 --> 00:06:53.000]  她受了汗
[00:06:53.000 --> 00:06:55.000]  染上了肺炎
[00:06:55.000 --> 00:06:58.000]  後來更加在醫院裏面逝世
[00:06:58.000 --> 00:07:00.000]  Ruby要Eddie學一個
[00:07:00.000 --> 00:07:02.000]  很重要的功課
[00:07:02.000 --> 00:07:04.000]  就是寬恕
[00:07:04.000 --> 00:07:07.000]  一個人不能夠完全是邪惡的
[00:07:07.000 --> 00:07:10.000]  她父親擁有人類最寶貴的東西
[00:07:10.000 --> 00:07:12.000]  就是寬恕
[00:07:12.000 --> 00:07:14.000]  寬恕了這個壞人
[00:07:14.000 --> 00:07:16.000]  拯救了她的生命
[00:07:16.000 --> 00:07:20.000]  她自己因此而喪失了生命
[00:07:20.000 --> 00:07:25.000]  這個就是她在天堂學到的真理
[00:07:25.000 --> 00:07:28.000]  她繼續去天堂的旅程的時候
[00:07:28.000 --> 00:07:30.000]  見到她太太Margaretty
[00:07:30.000 --> 00:07:33.000]  他們兩個人的婚姻非常美滿
[00:07:33.000 --> 00:07:35.000]  可惜妻子早逝
[00:07:35.000 --> 00:07:37.000]  雖然太太死了
[00:07:37.000 --> 00:07:39.000]  但她一直活在她的心中
[00:07:39.000 --> 00:07:41.000]  當他們相會的時候
[00:07:41.000 --> 00:07:43.000]  Margaretty就要告訴Eddie
[00:07:43.000 --> 00:07:46.000]  死亡絕對不能夠將他們隔絕
[00:07:46.000 --> 00:07:50.000]  這個也是跟天堂而來的一個真理
[00:07:50.000 --> 00:07:54.000]  最後在天堂的旅程裏面見到一個女孩子
[00:07:54.000 --> 00:07:57.000]  這個就是在菲律賓和日本人打仗的時候
[00:07:57.000 --> 00:08:01.000]  她奉命去炸毀一間的茅屋
[00:08:01.000 --> 00:08:04.000]  當時她見到屋裏面有些移動
[00:08:04.000 --> 00:08:06.000]  好像人影一樣
[00:08:06.000 --> 00:08:08.000]  本來她想去查究一下
[00:08:08.000 --> 00:08:10.000]  這是不是人
[00:08:10.000 --> 00:08:13.000]  但由於匆忙之際她沒有辦法辨認
[00:08:13.000 --> 00:08:17.000]  於是她逼不得已將這個茅廟炸毀了
[00:08:17.000 --> 00:08:20.000]  而這個床在屋裏面
[00:08:20.000 --> 00:08:23.000]  是一個菲律賓的女孩子
[00:08:23.000 --> 00:08:25.000]  因而被炸死
[00:08:25.000 --> 00:08:28.000]  在天堂Eddie見到這個女孩子的時候
[00:08:28.000 --> 00:08:31.000]  這個女孩子就把故事告訴她
[00:08:31.000 --> 00:08:34.000]  Eddie聽到就很內疚
[00:08:34.000 --> 00:08:37.000]  但這個小孩子就告訴她
[00:08:37.000 --> 00:08:39.000]  這是上帝的安排
[00:08:39.000 --> 00:08:42.000]  上帝是留下你的性命
[00:08:42.000 --> 00:08:45.000]  要你養千千萬萬的小蚊子
[00:08:45.000 --> 00:08:47.000]  是因為你的緣故
[00:08:47.000 --> 00:08:51.000]  得著安全、保障和歡樂
[00:08:51.000 --> 00:08:57.000]  這個就是天堂所帶來的真理
[00:08:57.000 --> 00:08:59.000]  看完Mitch Album這本書的時候
[00:08:59.000 --> 00:09:01.000]  我們不禁會問
[00:09:01.000 --> 00:09:02.000]  這就是天堂嗎?
[00:09:02.000 --> 00:09:04.000]  好像人間一樣
[00:09:04.000 --> 00:09:07.000]  她所描繪的似乎是天堂的角度
[00:09:07.000 --> 00:09:11.000]  去展示人間的痛苦
[00:09:11.000 --> 00:09:12.000]  環顧這個世界
[00:09:12.000 --> 00:09:16.000]  每天都發生很多天災、人禍、戰爭、死亡
[00:09:16.000 --> 00:09:19.000]  似乎是很真是不知所謂的
[00:09:19.000 --> 00:09:23.000]  譬如她男夫人為了避開這個側波的小蚊子
[00:09:23.000 --> 00:09:25.000]  結果心臟病發而死
[00:09:25.000 --> 00:09:28.000]  戰爭就令Eddie一身殘廢
[00:09:28.000 --> 00:09:31.000]  而Captain更加喪生了她的生命
[00:09:31.000 --> 00:09:33.000]  她父親為了拯救一個壞人
[00:09:33.000 --> 00:09:36.000]  而擇牙而染到肺炎而死
[00:09:36.000 --> 00:09:38.000]  太太又早逝
[00:09:38.000 --> 00:09:40.000]  結果她一人獨居
[00:09:40.000 --> 00:09:44.000]  五歲的女孩子在戰爭中無故被殺死
[00:09:44.000 --> 00:09:46.000]  一切一切看來都好像很荒謬
[00:09:46.000 --> 00:09:49.000]  令人沮喪、不安和憤怒
[00:09:49.000 --> 00:09:50.000]  但Album
[00:09:50.000 --> 00:09:53.000]  雖然Album不是一個基督徒
[00:09:53.000 --> 00:09:56.000]  但他看到一個非常重要的真理
[00:09:56.000 --> 00:10:00.000]  如果你是從天堂的角度
[00:10:00.000 --> 00:10:06.000]  去看現今世界的各種的荒謬
[00:10:06.000 --> 00:10:08.000]  各種的苦況
[00:10:08.000 --> 00:10:11.000]  你會得到一個很不同的結論
[00:10:11.000 --> 00:10:13.000]  一個很不同的圖畫
[00:10:13.000 --> 00:10:16.000]  聖經是強調一個真理
[00:10:16.000 --> 00:10:19.000]  我們必須是要用末世的眼光
[00:10:19.000 --> 00:10:22.000]  去看萬事萬物
[00:10:22.000 --> 00:10:24.000]  就好像你看打球的時候
[00:10:24.000 --> 00:10:26.000]  那場球才打到半場
[00:10:26.000 --> 00:10:27.000]  雖然輸了
[00:10:27.000 --> 00:10:29.000]  為什麼這麼快就沮喪呢?
[00:10:29.000 --> 00:10:33.000]  如果我們從一個天堂的角度去看
[00:10:33.000 --> 00:10:36.000]  從一個新天新地的角度去看
[00:10:36.000 --> 00:10:37.000]  今天這個世界
[00:10:37.000 --> 00:10:40.000]  可能我們會有很不同的領受
[00:10:40.000 --> 00:10:42.000]  難怪保羅就這樣說
[00:10:42.000 --> 00:10:43.000]  所以我們不喪膽
[00:10:43.000 --> 00:10:44.000]  外體雖然毀壞
[00:10:44.000 --> 00:10:46.000]  內心卻一天生子一天
[00:10:46.000 --> 00:10:49.000]  我們者自贊自輕的苦楚
[00:10:49.000 --> 00:10:51.000]  要為我們成就極寵無比
[00:10:51.000 --> 00:10:52.000]  永遠的榮耀
[00:10:52.000 --> 00:10:54.000]  原來我們不是故臨所見的
[00:10:54.000 --> 00:10:57.000]  乃是故臨所不見的
[00:10:57.000 --> 00:11:01.000]  所以今天我們看這段聖經
[00:11:01.000 --> 00:11:04.000]  有關新天新地的經文
[00:11:04.000 --> 00:11:08.000]  主要不是因為去讓我們滿足一些
[00:11:08.000 --> 00:11:10.000]  關於將來的世界
[00:11:10.000 --> 00:11:13.000]  是怎樣的一些要求
[00:11:13.000 --> 00:11:15.000]  一些好奇
[00:11:15.000 --> 00:11:16.000]  不是
[00:11:16.000 --> 00:11:19.000]  主要是教導我們用末世的眼光
[00:11:19.000 --> 00:11:22.000]  去看今天這個世界
[00:11:22.000 --> 00:11:23.000]  我們不是好奇
[00:11:23.000 --> 00:11:25.000]  想知道這個新天新地
[00:11:25.000 --> 00:11:28.000]  這個天堂是怎樣
[00:11:28.000 --> 00:11:29.000]  我們不是想想到
[00:11:29.000 --> 00:11:32.000]  在那裡有什麼享受
[00:11:32.000 --> 00:11:33.000]  不是
[00:11:33.000 --> 00:11:37.000]  是主要我們試試從一個末世的角度
[00:11:37.000 --> 00:11:39.000]  一個新天新地的角度
[00:11:39.000 --> 00:11:41.000]  去看現今這個世界
[00:11:41.000 --> 00:11:44.000]  一個荒謬、悲哀、痛楚
[00:11:44.000 --> 00:11:47.000]  不公不義的世界
[00:11:47.000 --> 00:11:53.000]  可能我們在這裡得到很不同的良綱和安慰
[00:11:53.000 --> 00:11:56.000]  所以我們詳細來看一看這段聖經
[00:11:56.000 --> 00:11:59.000]  首先我們看一看新舊交替
[00:11:59.000 --> 00:12:01.000]  第一節
[00:12:01.000 --> 00:12:05.000]  美國普林斯倫大學歷史系教授余英時
[00:12:05.000 --> 00:12:09.000]  他從中國人一句所謂人一人得道
[00:12:09.000 --> 00:12:11.000]  雞犬升天這個故事
[00:12:11.000 --> 00:12:13.000]  來展示中國人對天堂的看法
[00:12:13.000 --> 00:12:18.000]  根據先人唐公房碑所在的故事
[00:12:18.000 --> 00:12:24.000]  唐公房以長身藥給妻子吃
[00:12:24.000 --> 00:12:26.000]  希望可以一起升天
[00:12:26.000 --> 00:12:27.000]  因為他很疼愛妻子
[00:12:27.000 --> 00:12:29.000]  不想離開妻子
[00:12:29.000 --> 00:12:32.000]  所以要妻子和他一起升天
[00:12:32.000 --> 00:12:34.000]  但妻子不肯不願意
[00:12:34.000 --> 00:12:37.000]  因為很眷戀地上家庭
[00:12:37.000 --> 00:12:39.000]  他不想走
[00:12:39.000 --> 00:12:51.000]  於是這個丈夫不單將不死藥塗在家裡
[00:12:51.000 --> 00:12:53.000]  家具
[00:12:53.000 --> 00:12:58.000]  並且所有牛羊羊綠粥都吃了這個仙丹妙藥
[00:12:58.000 --> 00:13:00.000]  加上他和他的太太
[00:13:00.000 --> 00:13:03.000]  唐公房和他的妻子
[00:13:03.000 --> 00:13:06.000]  一起吃長身藥
[00:13:06.000 --> 00:13:08.000]  一陣風吹來
[00:13:08.000 --> 00:13:12.000]  就將他完全接到天上
[00:13:12.000 --> 00:13:16.000]  語音時從這個故事告訴你
[00:13:16.000 --> 00:13:18.000]  中國人所謂的天堂
[00:13:18.000 --> 00:13:22.000]  只不過是今世享受的延續
[00:13:22.000 --> 00:13:25.000]  所以有長身藥、升仙
[00:13:25.000 --> 00:13:28.000]  現今所謂死人燒股票
[00:13:28.000 --> 00:13:31.000]  燒Tesla、燒大屋
[00:13:31.000 --> 00:13:33.000]  其實中國人
[00:13:33.000 --> 00:13:35.000]  甚至西方的社會
[00:13:35.000 --> 00:13:37.000]  或者不同文化的社會
[00:13:37.000 --> 00:13:39.000]  都似乎有同樣的看法
[00:13:39.000 --> 00:13:41.000]  什麼叫天堂?
[00:13:41.000 --> 00:13:43.000]  就是這個世界上的好東西
[00:13:43.000 --> 00:13:44.000]  繼續能夠延續
[00:13:44.000 --> 00:13:45.000]  這個就是天堂
[00:13:45.000 --> 00:13:49.000]  所以有長身藥
[00:13:49.000 --> 00:13:52.000]  又有這些故事出現
[00:13:52.000 --> 00:13:54.000]  就是這個世界延續下去
[00:13:54.000 --> 00:13:58.000]  只有基督教是完全不同的看法
[00:13:58.000 --> 00:14:03.000]  基督教強調天堂是完全新的
[00:14:03.000 --> 00:14:05.000]  是新天新地
[00:14:05.000 --> 00:14:08.000]  舊的要過去
[00:14:08.000 --> 00:14:10.000]  這些不是舊的延續
[00:14:10.000 --> 00:14:12.000]  或者我們詳細來看看第一節
[00:14:12.000 --> 00:14:13.000]  我們就看到了
[00:14:13.000 --> 00:14:16.000]  我又看見一個新天新地
[00:14:16.000 --> 00:14:18.000]  因為先前的天地已經過去了
[00:14:18.000 --> 00:14:20.000]  海也不再有了
[00:14:20.000 --> 00:14:23.000]  首先我們看看新是什麼意思
[00:14:23.000 --> 00:14:26.000]  原來希臘版裡面有兩個字可以叫新的
[00:14:26.000 --> 00:14:27.000]  第一個字叫Nios
[00:14:27.000 --> 00:14:30.000]  這個字是指時間上的新
[00:14:30.000 --> 00:14:32.000]  今天是新二問
[00:14:32.000 --> 00:14:34.000]  第二就是老話橋
[00:14:34.000 --> 00:14:35.000]  今天是新婚夫婦
[00:14:35.000 --> 00:14:37.000]  第二就是老夫老妻
[00:14:37.000 --> 00:14:40.000]  除了時間的消逝
[00:14:40.000 --> 00:14:44.000]  最後就歸於無影無蹤
[00:14:44.000 --> 00:14:47.000]  有另外一個字叫Kynos
[00:14:47.000 --> 00:14:49.000]  這個字就完全不同了
[00:14:49.000 --> 00:14:51.000]  這個字不是時間而言
[00:14:51.000 --> 00:14:53.000]  而是每個質素的新
[00:14:53.000 --> 00:14:54.000]  是常新的
[00:14:54.000 --> 00:14:55.000]  是日日新的
[00:14:55.000 --> 00:14:56.000]  是久日新的
[00:14:56.000 --> 00:14:58.000]  是永遠不會久的
[00:14:58.000 --> 00:15:00.000]  新有聖經不會變成舊有聖經
[00:15:00.000 --> 00:15:03.000]  新耶路撒冷不會變成舊耶路撒冷
[00:15:03.000 --> 00:15:06.000]  聖經說若有人做基督女他就是新造的人
[00:15:06.000 --> 00:15:09.000]  這個新的造就是Kynos就是新
[00:15:09.000 --> 00:15:10.000]  不會變成舊的
[00:15:10.000 --> 00:15:14.000]  新天新地也是一個這樣的世界
[00:15:14.000 --> 00:15:17.000]  究竟這個新天新地不會舊之外
[00:15:17.000 --> 00:15:20.000]  還有什麼有趣的特性呢
[00:15:20.000 --> 00:15:22.000]  首先我們來看看聖經怎麼說
[00:15:22.000 --> 00:15:26.000]  先前的天地已經過去了
[00:15:26.000 --> 00:15:30.000]  先前這個字希臘版就是首先
[00:15:30.000 --> 00:15:33.000]  第一個First New Protoss
[00:15:33.000 --> 00:15:37.000]  先前這個字可以說是Kynos的相反
[00:15:37.000 --> 00:15:39.000]  它是會變舊的
[00:15:39.000 --> 00:15:42.000]  舊的會消滅的
[00:15:42.000 --> 00:15:46.000]  沒有舊的東西沒有舊的東西過去
[00:15:46.000 --> 00:15:48.000]  新的不會來的
[00:15:48.000 --> 00:15:51.000]  這個就是新天新地一個很重要的觀念
[00:15:51.000 --> 00:15:56.000]  但舊的往往是要消滅的
[00:15:56.000 --> 00:16:00.000]  原來這個觀念是有濃厚的舊約色彩
[00:16:00.000 --> 00:16:04.000]  《倚楚亞先之書》第65章17節就這樣說
[00:16:04.000 --> 00:16:10.000]  看吧我做新天新地從前的事不再被紀念也不再追想
[00:16:10.000 --> 00:16:13.000]  很明顯聖經裏面的新天新地觀念
[00:16:13.000 --> 00:16:17.000]  和中國人或者現代人的觀念截然不同
[00:16:17.000 --> 00:16:20.000]  這個絕對不是舊的延續
[00:16:20.000 --> 00:16:22.000]  不是現今世界的延續
[00:16:22.000 --> 00:16:25.000]  是完全新的
[00:16:25.000 --> 00:16:26.000]  不再有舊的
[00:16:26.000 --> 00:16:31.000]  舊的不再被紀念也不再被追想
[00:16:31.000 --> 00:16:33.000]  完全是一個新的世界
[00:16:33.000 --> 00:16:37.000]  換句話來說我們現在的世界
[00:16:37.000 --> 00:16:42.000]  用我們現在的世界去看新天新地是沒有意思的
[00:16:42.000 --> 00:16:45.000]  因為舊是已過去必變成新的了
[00:16:45.000 --> 00:16:49.000]  舊的一定要過去新才是
[00:16:49.000 --> 00:16:51.000]  第二個特點是非常有趣的
[00:16:51.000 --> 00:16:53.000]  它沒有海的
[00:16:53.000 --> 00:16:55.000]  為甚麼呢
[00:16:55.000 --> 00:16:58.000]  首先我們要明白在猶太人的啟示文學裏面
[00:16:58.000 --> 00:17:00.000]  海是象徵甚麼
[00:17:00.000 --> 00:17:06.000]  猶太人在他的啟示文學當中
[00:17:06.000 --> 00:17:12.000]  海往往是有邪惡的特點
[00:17:12.000 --> 00:17:15.000]  根據解經家如果雜單是從啟示的
[00:17:15.000 --> 00:17:19.000]  關於海裏面看我們可以歸納有五個特點
[00:17:19.000 --> 00:17:23.000]  第一它是象徵邪惡的源頭
[00:17:23.000 --> 00:17:25.000]  就好像啟示63章第一節
[00:17:25.000 --> 00:17:28.000]  我有看見手從海上來
[00:17:28.000 --> 00:17:32.000]  這個海就是邪惡的來源
[00:17:32.000 --> 00:17:34.000]  第二它是迫害信徒
[00:17:34.000 --> 00:17:38.000]  就好像啟示67章一節至六節
[00:17:38.000 --> 00:17:40.000]  它也是死人之處
[00:17:40.000 --> 00:17:42.000]  就好像啟示20章13節
[00:17:42.000 --> 00:17:45.000]  海就要交出其中的死人來
[00:17:45.000 --> 00:17:48.000]  還有它是世界貿易活躍的地方
[00:17:48.000 --> 00:17:51.000]  就好像啟示68章10節至19節
[00:17:51.000 --> 00:17:53.000]  它也是舊天地的一部分
[00:17:53.000 --> 00:17:55.000]  啟示5章13節
[00:17:55.000 --> 00:18:00.000]  在新天新地所有邪惡都會消失
[00:18:00.000 --> 00:18:02.000]  看完這個新天新地
[00:18:02.000 --> 00:18:05.000]  我們看看新耶路撒冷成又怎樣
[00:18:05.000 --> 00:18:07.000]  我們看看第二節
[00:18:07.000 --> 00:18:09.000]  我又看見聖城新耶路撒冷
[00:18:09.000 --> 00:18:11.000]  有神那裏從天而降
[00:18:11.000 --> 00:18:16.000]  預備好了就如新婦裝飾整齊等候丈夫
[00:18:16.000 --> 00:18:20.000]  這個新天新地不單是全新沒有邪惡的
[00:18:20.000 --> 00:18:24.000]  而且更有從天而降的聖城新耶路撒冷當中
[00:18:24.000 --> 00:18:26.000]  這是什麼意思呢
[00:18:26.000 --> 00:18:28.000]  未看這個新耶路撒冷之前
[00:18:28.000 --> 00:18:31.000]  我們首先要看看舊耶路撒冷是怎樣的
[00:18:31.000 --> 00:18:36.000]  不要忘記新天新地的特色就是舊的必須要過去
[00:18:36.000 --> 00:18:38.000]  若不過去新的不會來
[00:18:38.000 --> 00:18:40.000]  舊的耶路撒冷
[00:18:40.000 --> 00:18:42.000]  地上的耶路撒冷
[00:18:42.000 --> 00:18:44.000]  必須要過去
[00:18:44.000 --> 00:18:46.000]  新的耶路撒冷
[00:18:46.000 --> 00:18:48.000]  天上的耶路撒冷
[00:18:48.000 --> 00:18:50.000]  才會再降臨
[00:18:50.000 --> 00:18:52.000]  舊的耶路撒冷是什麼呢
