
[00:00:00.000 --> 00:00:05.000]  今天要開始一個新的系列
[00:03:35.400 --> 00:03:39.400]  只是摩西給他有更多的解釋
[00:03:39.400 --> 00:03:42.400]  所以有《生命記》這本書
[00:03:42.400 --> 00:03:43.400]  解釋是有些不同的
[00:03:43.400 --> 00:03:45.400]  我們稍後也會看到
[00:03:46.400 --> 00:03:49.400]  我在不同的教會都說過摩西五經
[00:03:49.400 --> 00:03:51.400]  我記得兩年前
[00:03:51.400 --> 00:03:53.400]  是和大家粵語堂的弟兄姊妹
[00:03:53.400 --> 00:03:56.400]  說的是《文素記》
[00:03:56.400 --> 00:03:58.400]  我看到摩西五經裏面
[00:03:58.400 --> 00:04:01.400]  有很多很多救贖的信息
[00:04:01.400 --> 00:04:03.400]  在《創世紀》裏面
[00:04:03.400 --> 00:04:06.400]  我叫《創世紀》做救贖的約
[00:04:06.400 --> 00:04:09.400]  因為大家知道《創世紀》有很多約
[00:04:09.400 --> 00:04:11.400]  有和亞當納的約
[00:04:11.400 --> 00:04:13.400]  有和羅亞納的約
[00:04:13.400 --> 00:04:16.400]  有和阿伯拉罕納的約
[00:04:16.400 --> 00:04:20.400]  尤其是和阿伯拉罕納的約是最重要
[00:04:20.400 --> 00:04:23.400]  因為也是和我們每一個基督徒納的約
[00:04:23.400 --> 00:04:25.400]  因為保羅說
[00:04:25.400 --> 00:04:28.400]  「逢是以信為本的人」
[00:04:28.400 --> 00:04:30.400]  都是誰的子孫呢?
[00:04:30.400 --> 00:04:32.400]  都是阿伯拉罕的子孫
[00:04:32.400 --> 00:04:34.400]  所以這個約也是和我們納的
[00:04:34.400 --> 00:04:36.400]  《出埃及記》
[00:04:36.400 --> 00:04:40.400]  我們知道本身就是一個救贖的預言
[00:04:40.400 --> 00:04:42.400]  是一個救贖的信息
[00:04:42.400 --> 00:04:46.400]  我們看到神救贖以色列人出埃及
[00:04:46.400 --> 00:04:49.400]  等於神救贖我們每一個罪人
[00:04:49.400 --> 00:04:51.400]  出罪的捆綁一樣
[00:04:51.400 --> 00:04:53.400]  在這裏出埃及記
[00:04:53.400 --> 00:04:57.400]  神要以色列人紀念如月節
[00:04:57.400 --> 00:05:00.400]  如月節有很多很多的律例
[00:05:00.400 --> 00:05:05.400]  由以準備羔羊是最有趣
[00:05:05.400 --> 00:05:07.400]  在這裏出埃及記十二章
[00:05:07.400 --> 00:05:10.400]  如果你留心讀經文的話
[00:05:10.400 --> 00:05:14.400]  你會發覺怎樣來準備如月節的羔羊
[00:05:14.400 --> 00:05:17.400]  所有的經文都是應驗
[00:05:17.400 --> 00:05:20.400]  全都承傳在耶穌基督的身上
[00:05:20.400 --> 00:05:24.400]  所以我叫出埃及記做救贖的主
[00:05:24.400 --> 00:05:28.400]  《利美記》是有關祭司的獻祭
[00:05:28.400 --> 00:05:30.400]  但是聖經告訴我們很清楚
[00:05:30.400 --> 00:05:33.400]  聽命是勝於獻祭
[00:05:33.400 --> 00:05:37.400]  順從是勝過供羊的自由
[00:05:37.400 --> 00:05:39.400]  所以我們知道
[00:05:39.400 --> 00:05:41.400]  最重要的是聽命
[00:05:41.400 --> 00:05:43.400]  順從神
[00:05:43.400 --> 00:05:45.400]  而《文素記》這條路
[00:05:45.400 --> 00:05:47.400]  我們兩年前都看過了
[00:05:47.400 --> 00:05:49.400]  這條路不是容易走
[00:05:49.400 --> 00:05:51.400]  以色列人和摩西
[00:05:51.400 --> 00:05:53.400]  他們都是死在曠野
[00:05:53.400 --> 00:05:55.400]  因為他們犯罪
[00:05:55.400 --> 00:05:59.400]  而《生命記》是和第二代的以色列人
[00:05:59.400 --> 00:06:01.400]  再一次和他們納藥
[00:06:01.400 --> 00:06:03.400]  叫他們遵守神的約
[00:06:03.400 --> 00:06:06.400]  這些話也是和我們說的話
[00:06:06.400 --> 00:06:08.400]  我們一起來看看《生命記》
[00:06:08.400 --> 00:06:12.400]  究竟有什麼話語這麼重要
[00:06:12.400 --> 00:06:17.400]  我一共納了七點重要
[00:06:17.400 --> 00:06:20.400]  第一點是認識神
[00:06:20.400 --> 00:06:23.400]  我們要知道什麼是為神所喜悅
[00:06:23.400 --> 00:06:25.400]  什麼是為神所憎恨
[00:06:25.400 --> 00:06:28.400]  這就成為了我們做人的標準
[00:06:28.400 --> 00:06:31.400]  成為了我們做人的準則
[00:06:31.400 --> 00:06:33.400]  我們要討神的喜悅
[00:06:33.400 --> 00:06:35.400]  所以祂喜歡的我們就做
[00:06:35.400 --> 00:06:37.400]  祂不喜歡的我們就不做
[00:06:37.400 --> 00:06:40.400]  第一點是認識神
[00:06:40.400 --> 00:06:44.400]  第二點是知道神話語的重要性
[00:06:44.400 --> 00:06:47.400]  剛才我們也讀過那三節經文
[00:06:47.400 --> 00:06:50.400]  《生命記》六章四至六節
[00:06:50.400 --> 00:06:53.400]  這是猶太人的信經
[00:06:53.400 --> 00:06:55.400]  是猶太人的信條
[00:06:55.400 --> 00:06:57.400]  出於《生命記》
[00:06:57.400 --> 00:07:00.400]  所以我們看到猶太人也知道《生命記》的重要性
[00:07:00.400 --> 00:07:03.400]  《生命記》就好像書名
[00:07:03.400 --> 00:07:05.400]  希伯來文的書名一樣
[00:07:05.400 --> 00:07:08.400]  是神的話所以很重要
[00:07:08.400 --> 00:07:13.400]  第三點是律法和恩典的關係
[00:07:13.400 --> 00:07:17.400]  律法是神的恩典
[00:07:17.400 --> 00:07:19.400]  不是神的誡命
[00:07:19.400 --> 00:07:21.400]  有很多人以為
[00:07:21.400 --> 00:07:24.400]  神給我們這麼多律法是要來限制我們
[00:07:24.400 --> 00:07:27.400]  是要來控制我們
[00:07:27.400 --> 00:07:29.400]  其實不是
[00:07:29.400 --> 00:07:32.400]  其實這一切都是神的恩典
[00:07:32.400 --> 00:07:35.400]  所以我們應該有喜樂的心
[00:07:35.400 --> 00:07:37.400]  來守神的律法
[00:07:37.400 --> 00:07:39.400]  第四點是神的愛
[00:07:39.400 --> 00:07:43.400]  經文裡頻頻說神愛以色列人
[00:07:43.400 --> 00:07:46.400]  神也一樣這麼愛我們
[00:07:46.400 --> 00:07:48.400]  因為神先愛我們
[00:07:48.400 --> 00:07:51.400]  以致我們可以回應
[00:07:51.400 --> 00:07:53.400]  可以愛神
[00:07:53.400 --> 00:07:56.400]  這正是《生命記》的主題
[00:07:56.400 --> 00:07:59.400]  第五點是神的藥
[00:07:59.400 --> 00:08:01.400]  剛才也說過
[00:08:01.400 --> 00:08:04.400]  摩西再次將神的藥
[00:08:04.400 --> 00:08:08.400]  給第二代的以色列人要他們守
[00:08:08.400 --> 00:08:10.400]  所以很明顯神的藥
[00:08:10.400 --> 00:08:14.400]  在《生命記》裡非常重要
[00:08:14.400 --> 00:08:16.400]  第六點就很有趣了
[00:08:16.400 --> 00:08:19.400]  我們知道《生命記》在舊約
[00:08:19.400 --> 00:08:23.400]  在摩西五經的第五部書
[00:08:23.400 --> 00:08:25.400]  是一部很古老的書
[00:08:25.400 --> 00:08:29.400]  我們其實已經在《生命記》能夠看得到
[00:08:29.400 --> 00:08:31.400]  神對新約的預言
[00:08:31.400 --> 00:08:35.400]  很多人以為新約是去到耶穌基督才有
[00:08:35.400 --> 00:08:38.400]  其實在《生命記》已經告訴我們
[00:08:38.400 --> 00:08:40.400]  是有新約的預言
[00:08:40.400 --> 00:08:45.400]  第七點是講歷史的重要性
[00:08:45.400 --> 00:08:47.400]  在以色列人的歷史當中
[00:08:47.400 --> 00:08:49.400]  甚至在我們自己的歷史
[00:08:49.400 --> 00:08:51.400]  我們自己的過去
[00:08:51.400 --> 00:08:53.400]  我們都能夠看到神的恩典
[00:08:53.400 --> 00:08:55.400]  看到神的信心
[00:08:55.400 --> 00:08:59.400]  這些就成為我們將來的指望
[00:08:59.400 --> 00:09:02.400]  所以我們看到我們的過去
[00:09:02.400 --> 00:09:04.400]  看到以色列人的歷史
[00:09:04.400 --> 00:09:08.400]  有很多事情是值得我們去學習的
[00:09:08.400 --> 00:09:11.400]  我們一起先來看看第一點
[00:09:11.400 --> 00:09:13.400]  要認識神
[00:09:13.400 --> 00:09:16.400]  其實《生命記》的主角不是摩西
[00:09:16.400 --> 00:09:19.400]  《生命記》的主角不是以色列人
[00:09:19.400 --> 00:09:23.400]  《生命記》的主角是神自己
[00:09:23.400 --> 00:09:27.400]  耶和華你們的神
[00:09:27.400 --> 00:09:31.400]  在《生命記》中出現了242次
[00:09:31.400 --> 00:09:33.400]  242次
[00:09:33.400 --> 00:09:37.400]  如果加上耶和華我們的神
[00:09:37.400 --> 00:09:40.400]  加上耶和華你們列祖的神
[00:09:40.400 --> 00:09:43.400]  一共出現了300多次
[00:09:43.400 --> 00:09:45.400]  在《生命記》中
[00:09:45.400 --> 00:09:47.400]  第二多的是尼微記
[00:09:47.400 --> 00:09:50.400]  只不過出現了24次
[00:09:50.400 --> 00:09:55.400]  第一和第二相距離的是十倍
[00:09:55.400 --> 00:09:57.400]  所以我們看到《生命記》的主角
[00:09:57.400 --> 00:09:58.400]  真的是神自己
[00:09:58.400 --> 00:10:03.400]  《生命記》是神的話語的一本書
[00:10:03.400 --> 00:10:06.400]  我們要認識這位神
[00:10:06.400 --> 00:10:08.400]  我們要知道什麼是祂的起源
[00:10:08.400 --> 00:10:10.400]  什麼是祂的真行
[00:10:10.400 --> 00:10:13.400]  這就變成了我們做人的準則
[00:10:13.400 --> 00:10:15.400]  做人的標準
[00:10:15.400 --> 00:10:18.400]  新疆有一個西人的牧師
[00:10:18.400 --> 00:10:20.400]  叫做Andy Stanley
[00:10:20.400 --> 00:10:22.400]  Andy Stanley是一個Mega Church
[00:10:22.400 --> 00:10:25.400]  是一個很大很大的教會的牧師
[00:10:25.400 --> 00:10:26.400]  他在新疆說了一句話
[00:10:26.400 --> 00:10:28.400]  令人很震驚
[00:10:28.400 --> 00:10:30.400]  他說我們現在是新約的人
[00:10:30.400 --> 00:10:34.400]  我們應該和舊約分家
[00:10:34.400 --> 00:10:37.400]  我們不需要再讀舊約
[00:10:37.400 --> 00:10:39.400]  也的確有很多人認為
[00:10:39.400 --> 00:10:42.400]  我們現在已經是新約的人
[00:10:42.400 --> 00:10:44.400]  舊約對我們毫無關係
[00:10:44.400 --> 00:10:46.400]  十戒對我們來說
[00:10:46.400 --> 00:10:48.400]  根本不需要再去守
[00:10:48.400 --> 00:10:50.400]  他們都說
[00:10:50.400 --> 00:10:53.400]  耶穌基督說最大的誡命是什麼?
[00:10:53.400 --> 00:10:57.400]  要盡心盡性盡義愛神
[00:10:57.400 --> 00:10:59.400]  其次是愛人如己
[00:10:59.400 --> 00:11:01.400]  耶穌基督說
[00:11:01.400 --> 00:11:05.400]  這就是律法和先知一切道理的總綱
[00:11:05.400 --> 00:11:08.400]  律法和先知就是舊約
[00:11:08.400 --> 00:11:09.400]  意思就是說
[00:11:09.400 --> 00:11:14.400]  所有的律法都是包含在這兩席經文裡
[00:11:14.400 --> 00:11:16.400]  這是真實的事實
[00:11:16.400 --> 00:11:19.400]  但是如果我們沒有舊約
[00:11:19.400 --> 00:11:22.400]  我們就少了很多的經文
[00:11:22.400 --> 00:11:25.400]  來知道神究竟是怎樣
[00:11:25.400 --> 00:11:27.400]  什麼是祂的喜悅
[00:11:27.400 --> 00:11:29.400]  什麼是祂的真行
[00:11:29.400 --> 00:11:32.400]  有一個女聽眾打電話進去無綫電台
[00:11:32.400 --> 00:11:34.400]  她和那個主持人說
[00:11:34.400 --> 00:11:38.400]  我們教會的牧師和其中一個弟兄的老婆
[00:11:38.400 --> 00:11:39.400]  走了老了
[00:11:39.400 --> 00:11:41.400]  私奔了
[00:11:41.400 --> 00:11:45.400]  這個主持人去問這個女聽眾
[00:11:45.400 --> 00:11:46.400]  她說
[00:11:46.400 --> 00:11:47.400]  走了老?
[00:11:47.400 --> 00:11:50.400]  你那個牧師不愛這個弟兄嗎?
[00:11:50.400 --> 00:11:52.400]  怎麼可以和他的太太走了?
[00:11:52.400 --> 00:11:55.400]  那個女聽眾怎麼回答?
[00:11:55.400 --> 00:11:58.400]  牧師說他很愛這個弟兄
[00:11:58.400 --> 00:12:01.400]  但他更加愛他的妻子
[00:12:01.400 --> 00:12:05.400]  他愛他的妻子如同愛自己一樣
[00:12:05.400 --> 00:12:08.400]  這個就出現問題了
[00:12:08.400 --> 00:12:10.400]  如果靠我們自己去想
[00:12:10.400 --> 00:12:13.400]  如何去愛人約己的時候
[00:12:13.400 --> 00:12:15.400]  你真的不知道
[00:12:15.400 --> 00:12:18.400]  但是舊約十誡裡面告訴我們什麼?
[00:12:18.400 --> 00:12:20.400]  不可奸人
[00:12:20.400 --> 00:12:22.400]  一句話一針見血
[00:12:22.400 --> 00:12:24.400]  所以沒有了舊約很多的經文
[00:12:24.400 --> 00:12:26.400]  我們就不知道神喜悅什麼
[00:12:26.400 --> 00:12:28.400]  神真行什麼
[00:12:28.400 --> 00:12:30.400]  其實我們剛才讀的經文
[00:12:30.400 --> 00:12:31.400]  如果你留意的話
[00:12:31.400 --> 00:12:34.400]  就是耶穌基督所說的最大誡命
[00:12:34.400 --> 00:12:36.400]  生命記錄章五節
[00:12:36.400 --> 00:12:38.400]  你要盡心盡性
[00:12:38.400 --> 00:12:40.400]  愛耶和華你的神
[00:12:40.400 --> 00:12:42.400]  這個就是最大的誡命
[00:12:42.400 --> 00:12:44.400]  原來是出於是舊約
[00:12:44.400 --> 00:12:47.400]  耶穌基督是引用舊約
[00:12:47.400 --> 00:12:49.400]  而第二誡命呢?
[00:12:49.400 --> 00:12:53.400]  第二誡命在尼米記十九章十八節
[00:12:53.400 --> 00:12:56.400]  說要愛人如己
[00:12:56.400 --> 00:12:58.400]  我是耶和華
[00:12:58.400 --> 00:13:01.400]  所以我們看到耶穌基督所說的
[00:13:01.400 --> 00:13:03.400]  最大誡命第二誡命
[00:13:03.400 --> 00:13:06.400]  其實都是引用舊約
[00:13:06.400 --> 00:13:07.400]  舊約早就出現了
[00:13:07.400 --> 00:13:09.400]  但是舊約沒有說
[00:13:09.400 --> 00:13:11.400]  要廢掉其他所有的經文
[00:13:11.400 --> 00:13:13.400]  沒有這樣說
[00:13:13.400 --> 00:13:15.400]  甚至耶穌基督自己也說
[00:13:15.400 --> 00:13:17.400]  我來不是要廢掉律法
[00:13:17.400 --> 00:13:20.400]  我才知道乃是要成全
[00:13:20.400 --> 00:13:22.400]  耶穌基督自己也說
[00:13:22.400 --> 00:13:24.400]  不會是廢除舊約
[00:13:24.400 --> 00:13:27.400]  所以我們看到第一點
[00:13:27.400 --> 00:13:29.400]  如果我們讀生命記的話
[00:13:29.400 --> 00:13:33.400]  我們就能夠更加深入地認識這位神
[00:13:33.400 --> 00:13:35.400]  什麼是祂的喜悅
[00:13:35.400 --> 00:13:36.400]  什麼是祂的憎恨
[00:13:36.400 --> 00:13:40.400]  這就成為了我們做人的標準
[00:13:40.400 --> 00:13:48.400]  第二點是生命記裡面的話語的重要性
[00:13:48.400 --> 00:13:52.400]  生命記是耶穌基督第二愛引用的經文
[00:13:52.400 --> 00:13:55.400]  耶穌基督最愛引用的是詩篇
[00:13:55.400 --> 00:13:58.400]  第二是生命記
[00:13:58.400 --> 00:14:00.400]  第三是以塞瓦書
[00:14:00.400 --> 00:14:02.400]  第四是出埃及記
[00:14:02.400 --> 00:14:05.400]  如果我們留意的話
[00:14:05.400 --> 00:14:08.400]  我們知道耶穌在曠野被撒旦
[00:14:08.400 --> 00:14:10.400]  是引用詩篇
[00:14:10.400 --> 00:14:12.400]  三次詩篇
[00:14:12.400 --> 00:14:14.400]  耶穌基督三次回答
[00:14:14.400 --> 00:14:18.400]  所引用的經文都是出於生命記
[00:14:18.400 --> 00:14:21.400]  生命記六章十三十六節
[00:14:21.400 --> 00:14:23.400]  生命記八章三節
[00:14:23.400 --> 00:14:26.400]  和生命記十章二十節
[00:14:26.400 --> 00:14:31.400]  而我們看到剛才我們所說最大的誡命
[00:14:31.400 --> 00:14:34.400]  也是出於生命記六章五節
[00:14:34.400 --> 00:14:37.400]  耶穌基督也說過
[00:14:37.400 --> 00:14:40.400]  做見證要多少人呢?
[00:14:40.400 --> 00:14:41.400]  要兩三個
[00:14:41.400 --> 00:14:46.400]  這也是出於生命記十七章六節
[00:14:46.400 --> 00:14:49.400]  和十九章十五節
[00:14:49.400 --> 00:14:54.400]  生命記被新約引用一共九十五次
[00:14:54.400 --> 00:14:57.400]  在摩西五經裡是第三
[00:14:57.400 --> 00:15:00.400]  最多被新約引用的是出埃及記
[00:15:00.400 --> 00:15:02.400]  一百十三次
[00:15:02.400 --> 00:15:04.400]  第二是創世紀
[00:15:04.400 --> 00:15:06.400]  一百零三次
[00:15:06.400 --> 00:15:09.400]  第三才是生命記
[00:15:09.400 --> 00:15:11.400]  是九十五次
[00:15:11.400 --> 00:15:15.400]  其實在生命記裡
[00:15:15.400 --> 00:15:19.400]  我們還看到有一個字是時時出現
[00:15:19.400 --> 00:15:23.400]  就是「要聽」或者是「你們要聽」
[00:15:23.400 --> 00:15:26.400]  「要聽」這個字的希伯來文是Shema
[00:15:26.400 --> 00:15:32.400]  Shema也是信經或者是信條的意思
[00:15:32.400 --> 00:15:34.400]  所以我們剛才看到
[00:15:34.400 --> 00:15:38.400]  我們讀的經文生命記六章四到六節
[00:15:38.400 --> 00:15:40.400]  就是猶太人的信經
[00:15:40.400 --> 00:15:41.400]  是他們的信條
[00:15:41.400 --> 00:15:43.400]  我再讀一次
[00:15:43.400 --> 00:15:46.400]  經文說:以色列啊!你要聽!
[00:15:46.400 --> 00:15:49.400]  耶和華我們神是獨一的神
[00:15:49.400 --> 00:15:52.400]  你要盡心盡性盡力
[00:15:52.400 --> 00:15:54.400]  愛耶和華你的神
[00:15:54.400 --> 00:15:56.400]  我今日吩咐你的
[00:15:56.400 --> 00:15:58.400]  都要記在心上
[00:15:58.400 --> 00:16:03.400]  生命記是很注重神的話語
[00:16:03.400 --> 00:16:06.400]  在生命記四章二節說甚麼?
[00:16:06.400 --> 00:16:08.400]  所以吩咐你們的話
[00:16:08.400 --> 00:16:11.400]  你們不可加添也不可刪減
[00:16:11.400 --> 00:16:14.400]  好叫你們遵守我所吩咐的
[00:16:14.400 --> 00:16:19.400]  就是耶和華你們神的命令
[00:16:19.400 --> 00:16:23.400]  另外同樣在生命記十二章三十二節
[00:16:23.400 --> 00:16:27.400]  經文說:我所吩咐你的
[00:16:27.400 --> 00:16:29.400]  你們都要謹守遵行
[00:16:29.400 --> 00:16:32.400]  不可加添也不可刪減
[00:16:32.400 --> 00:16:36.400]  這兩節的經文如果你留意啟示錄
[00:16:36.400 --> 00:16:39.400]  二十二章十八節
[00:16:39.400 --> 00:16:41.400]  你會發覺是一模一樣
[00:16:41.400 --> 00:16:43.400]  是一致的教導
[00:16:43.400 --> 00:16:45.400]  這也是原因
[00:16:45.400 --> 00:16:50.400]  我對有很多人說自己死了幾分鐘幾秒鐘
[00:16:50.400 --> 00:16:52.400]  上了天堂
[00:16:52.400 --> 00:16:54.400]  看完天堂又怎樣
[00:16:54.400 --> 00:16:58.400]  又回來作書又去拍電影
[00:16:58.400 --> 00:17:00.400]  我很為這些人擔心
[00:17:00.400 --> 00:17:04.400]  因為如果他們所說天堂的事
[00:17:04.400 --> 00:17:07.400]  比起啟示錄所說的多了些東西
[00:17:07.400 --> 00:17:08.400]  那又怎樣?
[00:17:08.400 --> 00:17:11.400]  你在聖經裏面加添了些東西
[00:17:11.400 --> 00:17:15.400]  如果他們減少了些東西又會怎樣?
[00:17:15.400 --> 00:17:17.400]  有後果的
[00:17:17.400 --> 00:17:19.400]  回去讀讀啟示錄二十二章十八節
[00:17:19.400 --> 00:17:21.400]  是很可怕的
[00:17:21.400 --> 00:17:24.400]  所以我很為這些人擔心
[00:17:24.400 --> 00:17:31.400]  第三點我們要讀生命記是甚麼原因?
[00:17:31.400 --> 00:17:35.400]  是因典和律法的關係
[00:17:35.400 --> 00:17:39.400]  律法是神的因典不是誡命
[00:17:39.400 --> 00:17:43.400]  很多時候我們守律法的時候會怎樣?
[00:17:43.400 --> 00:17:45.400]  板著臉
[00:17:45.400 --> 00:17:48.400]  愁眉苦臉地守神的律法
[00:17:48.400 --> 00:17:50.400]  完全沒有喜樂
[00:17:51.400 --> 00:17:56.400]  其實神給律法是因典不是誡命
[00:17:56.400 --> 00:18:00.400]  其實在十誡一開始頒發的時候
[00:18:00.400 --> 00:18:01.400]  神說甚麼?
[00:18:01.400 --> 00:18:03.400]  在出埃及記二十章二節
[00:18:03.400 --> 00:18:05.400]  生命記五章六節
[00:18:05.400 --> 00:18:07.400]  每逢頒十誡之前
[00:18:07.400 --> 00:18:09.400]  神都說同一樣的話
[00:18:09.400 --> 00:18:11.400]  「我是耶和華,你的神
[00:18:11.400 --> 00:18:15.400]  曾將你從埃及地圍爐之家領出來」
[00:18:15.400 --> 00:18:18.400]  是我救贖了你們
[00:18:18.400 --> 00:18:21.400]  你們現在應該守我的律法
[00:18:21.400 --> 00:18:24.400]  所以律法是神的因典
[00:18:24.400 --> 00:18:26.400]  因為祂救了我們之後
[00:18:26.400 --> 00:18:30.400]  是讓我們來守祂的律例典章
[00:18:30.400 --> 00:18:36.400]  第二個原因為何不是誡命
[00:18:36.400 --> 00:18:40.400]  我們看到其實有個很美麗的守美結構
[00:18:40.400 --> 00:18:43.400]  第一誡我們就看到有個守美結構
[00:18:43.400 --> 00:18:45.400]  第一誡說甚麼?
[00:18:45.400 --> 00:18:47.400]  「我是耶和華,你的神」
[00:18:47.400 --> 00:18:49.400]  這是開始
[00:18:49.400 --> 00:18:52.400]  「除了我以外,你不可有別的神」
[00:18:52.400 --> 00:18:54.400]  看到這個守美嗎?
[00:18:54.400 --> 00:18:56.400]  一個是你的神
[00:18:56.400 --> 00:18:58.400]  一個是別的神
[00:18:58.400 --> 00:18:59.400]  有個守美的結構
[00:18:59.400 --> 00:19:01.400]  每有守美的結構
[00:19:01.400 --> 00:19:03.400]  中間的經文就是最重要
[00:19:03.400 --> 00:19:05.400]  中間的經文說甚麼?
[00:19:05.400 --> 00:19:09.400]  「曾將你從埃及地圍爐之家領出來」
[00:19:09.400 --> 00:19:11.400]  再一次讓我們看到
[00:19:11.400 --> 00:19:13.400]  這個才是最重要
[00:19:14.400 --> 00:19:17.400]  有人說:你都亂說的,Sidney
[00:19:17.400 --> 00:19:19.400]  明明是誡命
[00:19:19.400 --> 00:19:21.400]  第一誡立即說「你不可有別的神」
[00:19:21.400 --> 00:19:23.400]  寫明不可的
[00:19:23.400 --> 00:19:25.400]  你還說不是誡命?
[00:19:25.400 --> 00:19:29.400]  但是原文的希伯來文原來不是這樣
[00:19:29.400 --> 00:19:31.400]  原來的希伯來文說
[00:19:31.400 --> 00:19:34.400]  「我曾將你從埃及地圍爐之家領出來」
[00:19:34.400 --> 00:19:37.400]  埃及的地是甚麼地方?
[00:19:37.400 --> 00:19:40.400]  是有別的主人
[00:19:40.400 --> 00:19:42.400]  有很多偶像
[00:19:42.400 --> 00:19:44.400]  有很多滿天神佛的地方
[00:19:44.400 --> 00:19:46.400]  將你從那裡救出來
[00:19:46.400 --> 00:19:48.400]  你們現在不再需要有神了
