
[00:00:00.000 --> 00:00:08.500]  早晨,我們繼續思想傳道書的訊息
[00:03:51.500 --> 00:03:56.500]  然後就做那些不喜歡的,慢慢熬,熬著熬著都沒心情做
[00:03:56.500 --> 00:04:02.500]  所以就爛頭爛尾,開頭就好,就爛尾
[00:04:02.500 --> 00:04:06.500]  醫生就突然間,我現在明白為什麼你會這樣
[00:04:06.500 --> 00:04:11.500]  不如你試一下反過來,你試一下做那些不喜歡做的
[00:04:11.500 --> 00:04:15.500]  熬頭幾個小時,然後留那些慢慢享受
[00:04:15.500 --> 00:04:19.500]  先苦後甜,先甜後苦
[00:04:19.500 --> 00:04:22.500]  聰明的女孩子馬上就會知道
[00:04:22.500 --> 00:04:26.500]  於是她就改變了習慣,做什麼都做那些不喜歡的
[00:04:26.500 --> 00:04:32.500]  做完就留那些喜歡的慢慢享受,享受世界
[00:04:32.500 --> 00:04:34.500]  辛苦得來,自在食,享受
[00:04:34.500 --> 00:04:37.500]  所以沒多久問題就解決了
[00:04:37.500 --> 00:04:43.500]  我看完這個故事之後,我也想了想
[00:04:43.500 --> 00:04:46.500]  很多時候我們都是這樣
[00:04:46.500 --> 00:04:51.500]  我們那些不喜歡的,我們就留到最後做
[00:04:51.500 --> 00:04:53.500]  喜歡的先做了
[00:04:53.500 --> 00:04:58.500]  啟發了現代人,我想都是有一個這樣的心態
[00:04:58.500 --> 00:05:05.500]  玩完再算,玩完先洗未來錢,洗了再算
[00:05:05.500 --> 00:05:11.500]  以前我們教會有很多新移民來我們學習英文
[00:05:11.500 --> 00:05:16.500]  或者希望英文好一點,出去找工作
[00:05:16.500 --> 00:05:20.500]  但我發覺很多很多新移民都沒興趣
[00:05:20.500 --> 00:05:24.500]  不想去讀的,他用不著去讀,在唐人範找工作
[00:05:24.500 --> 00:05:28.500]  用不著去學英文,在三華市其實不用學英文
[00:05:28.500 --> 00:05:31.500]  在唐人範找工作就行了
[00:05:31.500 --> 00:05:34.500]  就整天困在唐人範,我說這些就叫愚蠢人
[00:05:34.500 --> 00:05:38.500]  如果你真的眼光遠到的時候
[00:05:38.500 --> 00:05:42.500]  你寧願捱頭那幾年,用心學好英文
[00:05:42.500 --> 00:05:47.500]  能夠去一些西人公司或者大公司裡面做的時候
[00:05:47.500 --> 00:05:49.500]  你那時候就遠遠好過
[00:05:49.500 --> 00:05:55.500]  每天困在唐人範裡面,只能用中文去適應
[00:05:55.500 --> 00:06:00.500]  問題就是要看哪樣重要
[00:06:00.500 --> 00:06:05.500]  所羅門王首先要跟我們講一個問題
[00:06:05.500 --> 00:06:09.500]  聰明人和愚蠢人有什麼分別
[00:06:09.500 --> 00:06:14.500]  分別就是你的眼光有多少
[00:06:14.500 --> 00:06:17.500]  你的眼光是遠還是近
[00:06:17.500 --> 00:06:22.500]  所羅門王在傳道書第一章就說到
[00:06:22.500 --> 00:06:27.500]  他自己要找一件事,在人生裡面有什麼可以給我真正的滿足
[00:06:27.500 --> 00:06:30.500]  人生裡面有什麼意義,他就到處去找
[00:06:30.500 --> 00:06:35.500]  去尋求學問,會不會是功能上的享受呢
[00:06:35.500 --> 00:06:38.500]  純走美人呢,會不會是藝術作品呢
[00:06:38.500 --> 00:06:41.500]  會不會是日探夜探呢
[00:06:41.500 --> 00:06:46.500]  每個星期去遊覽,或者是每天去哪裡開心呢
[00:06:46.500 --> 00:06:51.500]  所羅門王試過所有的東西,然後就給出一個報告
[00:06:51.500 --> 00:06:55.500]  好像你現身報告,虛空的,虛空的,一切都是虛空的
[00:06:55.500 --> 00:06:59.500]  你怎麼去都是虛空的
[00:06:59.500 --> 00:07:04.500]  無論你以為拿到幾個學位,發覺也是虛空的
[00:07:04.500 --> 00:07:06.500]  拿到幾個博士學位,又是虛空的
[00:07:06.500 --> 00:07:09.500]  你以為去完克魯斯又回來,又是虛空的
[00:07:09.500 --> 00:07:12.500]  你以為吃什麼大餐,又是虛空的
[00:07:12.500 --> 00:07:16.500]  很多時候你會發覺,人生所羅門王虛空就是虛空
[00:07:16.500 --> 00:07:18.500]  日光之下並無新事
[00:07:18.500 --> 00:07:21.500]  好了,去到第二章,我們今天講到第二章
[00:07:21.500 --> 00:07:25.500]  第十二節的時候,他就講了一句很有趣的話
[00:07:25.500 --> 00:07:29.500]  他說我轉念觀看,自慰狂妄和愚昧
[00:07:29.500 --> 00:07:33.500]  在王以後來的人,還能作什麼呢
[00:07:33.500 --> 00:07:35.500]  什麼叫轉念呢
[00:07:35.500 --> 00:07:39.500]  他說我現在經常聊到這裡,一切都是虛空
[00:07:39.500 --> 00:07:41.500]  我試著想一下轉念
[00:07:41.500 --> 00:07:46.500]  轉念就是說,我試著用另外一副眼鏡來看人生
[00:07:46.500 --> 00:07:49.500]  我試著從另外一個角度去看人生
[00:07:49.500 --> 00:07:51.500]  這是一個什麼樣的轉念呢
[00:07:51.500 --> 00:07:54.500]  轉念什麼呢,是日光之下的眼光
[00:07:54.500 --> 00:07:57.500]  就是說我試著不要講神
[00:07:57.500 --> 00:07:59.500]  不要講宗教
[00:07:59.500 --> 00:08:01.500]  不要講永恆
[00:08:01.500 --> 00:08:04.500]  是日光之下來看看,做人有什麼意思
[00:08:04.500 --> 00:08:09.500]  記得,我在大學讀書的時候,我去教夜校
[00:08:09.500 --> 00:08:12.500]  我有一個學生,年紀比我還大
[00:08:12.500 --> 00:08:15.500]  他是象牙師傅,賺了點錢
[00:08:15.500 --> 00:08:20.500]  但是他很有眼光,晚上去讀英文
[00:08:20.500 --> 00:08:23.500]  我在他的學校教英文,於是就認識了他
[00:08:23.500 --> 00:08:27.500]  他每天陪我回到大學堂的宿舍
[00:08:27.500 --> 00:08:32.500]  有一天他就跟我說,蘇Sir,做人為了什麼
[00:08:32.500 --> 00:08:35.500]  我日夜做人為了什麼
[00:08:35.500 --> 00:08:40.500]  不過我要有一個答案,我不想你講上帝
[00:08:40.500 --> 00:08:45.500]  你不要跟我說道,你不要跟我說上帝,不要講基督教
[00:08:45.500 --> 00:08:49.500]  那你說,做人為了什麼
[00:08:49.500 --> 00:08:52.500]  我一聽到他這樣說,我就不想他講上帝
[00:08:52.500 --> 00:08:54.500]  那就是不知道做人為了什麼
[00:08:54.500 --> 00:08:57.500]  但我又不要這樣回答他,於是我說,不如你想想
[00:08:57.500 --> 00:09:02.500]  你回家想想,有些什麼東西是有永恆價值的
[00:09:02.500 --> 00:09:06.500]  第二天,我想了一整晚
[00:09:06.500 --> 00:09:12.500]  世上變幻原始永恆,一切都是變的
[00:09:12.500 --> 00:09:18.500]  事實上都是,你試一下從一個沒有神的眼光
[00:09:18.500 --> 00:09:21.500]  試一下從一個日光之後的眼光
[00:09:21.500 --> 00:09:24.500]  看這個世界是一個什麼樣的世界
[00:09:24.500 --> 00:09:28.500]  在第二章十二節開始,所羅門王就告訴你
[00:09:28.500 --> 00:09:33.500]  我試一下不講上帝,我試一下不講基督教
[00:09:33.500 --> 00:09:38.500]  我試一下不講永恆,是用日光之下的眼鏡來看看
[00:09:38.500 --> 00:09:40.500]  做人為了什麼
[00:09:40.500 --> 00:09:44.500]  這就是十二章以下所要講的
[00:09:44.500 --> 00:09:51.500]  人恨,其實事實上,我還沒講第二章十二節之前
[00:09:51.500 --> 00:09:53.500]  我已經明白一件事
[00:09:53.500 --> 00:09:56.500]  一個人幸福不幸福,往往是看你怎樣看
[00:09:56.500 --> 00:09:59.500]  往往是看你戴什麼眼鏡的看法
[00:09:59.500 --> 00:10:05.500]  舉個例子,我經常說你只有半杯水
[00:10:05.500 --> 00:10:09.500]  你的眼光說,只有半杯,不知道是誰呢
[00:10:09.500 --> 00:10:12.500]  你知道我說得這麼辛苦,你不應該給我半杯水
[00:10:12.500 --> 00:10:13.500]  那你就不開心了
[00:10:13.500 --> 00:10:16.500]  但如果另一方說,感謝神,我還有半杯
[00:10:16.500 --> 00:10:18.500]  那你會有很不同的看法
[00:10:18.500 --> 00:10:21.500]  就看你戴什麼眼鏡來看
[00:10:21.500 --> 00:10:24.500]  如果你戴著眼鏡,這個牧師這麼囉嗦
[00:10:24.500 --> 00:10:28.500]  我打算來唐人埠去教會,不用內疚一下
[00:10:28.500 --> 00:10:30.500]  回去喝茶,買菜
[00:10:30.500 --> 00:10:32.500]  現在這樣,你就不開心了
[00:10:32.500 --> 00:10:37.500]  你要說,難得,姓蘇的,四個月前一句話都說不出來
[00:10:37.500 --> 00:10:40.500]  現在可以說了,這是很難得的機會
[00:10:40.500 --> 00:10:42.500]  聽一下神的話語
[00:10:42.500 --> 00:10:46.500]  那你眼光不同,你戴著什麼眼鏡來看,就影響你
[00:10:46.500 --> 00:10:50.500]  所以所羅門王說,我試一下戴一個沒有神的眼鏡來看人生
[00:10:50.500 --> 00:10:52.500]  是一個什麼人生
[00:10:52.500 --> 00:10:55.500]  如果你戴著一個沒有眼鏡的人來看人生的時候
[00:10:55.500 --> 00:10:59.500]  然後第十三至十七節就說
[00:10:59.500 --> 00:11:02.500]  我試一下不從一個神的角度去看
[00:11:02.500 --> 00:11:05.500]  我就發覺世界上有兩種人
[00:11:05.500 --> 00:11:10.500]  第一種就叫智慧人,或者叫聰明仔
[00:11:10.500 --> 00:11:14.500]  第二種就是愚昧人,好像第二章十三節
[00:11:14.500 --> 00:11:19.500]  我便看出智慧勝過愚昧,如同光明勝過黑暗
[00:11:19.500 --> 00:11:23.500]  智慧人的眼目光明,愚昧
[00:11:23.500 --> 00:11:28.500]  這個愚文就是智慧人的光明在他頭上
[00:11:28.500 --> 00:11:32.500]  愚昧人就是黑暗裡行走
[00:11:32.500 --> 00:11:35.500]  首先我們看看,所羅門王說
[00:11:35.500 --> 00:11:38.500]  如果你不從神的角度去看,日光就是看這裡
[00:11:38.500 --> 00:11:41.500]  你會發覺有些是聰明人,聰明仔
[00:11:41.500 --> 00:11:43.500]  有些是愚昧人,愚昧仔
[00:11:43.500 --> 00:11:47.500]  那聰明人和愚昧人有什麼分別呢?
[00:11:47.500 --> 00:11:49.500]  分別就在於眼光
[00:11:49.500 --> 00:11:53.500]  聰明人就是眼目光明
[00:11:53.500 --> 00:11:55.500]  什麼叫眼目光明呢?
[00:11:55.500 --> 00:11:58.500]  在愚文的意思就是在頭上
[00:11:58.500 --> 00:12:00.500]  意思就是看得遠
[00:12:00.500 --> 00:12:03.500]  他不只是看在目前,他有眼光
[00:12:03.500 --> 00:12:07.500]  我們中國人說這個人很有眼光,這個人投資很有眼光
[00:12:07.500 --> 00:12:09.500]  他遠就能看到,有眼光
[00:12:09.500 --> 00:12:13.500]  聰明人看東西看得遠,不只是看在目前
[00:12:13.500 --> 00:12:16.500]  愚昧人就黑暗,如同黑暗行走
[00:12:16.500 --> 00:12:18.500]  只能看到前面
[00:12:18.500 --> 00:12:20.500]  你想想,開車
[00:12:20.500 --> 00:12:22.500]  開車只看前面就一定撞車
[00:12:22.500 --> 00:12:24.500]  我初學騎單車的時候
[00:12:24.500 --> 00:12:26.500]  朋友教我
[00:12:26.500 --> 00:12:30.500]  騎單車最重要不要只看著輪胎,看遠一點就定了
[00:12:30.500 --> 00:12:34.500]  如果騎單車只看前面輪胎就一定撞車
[00:12:34.500 --> 00:12:37.500]  聰明人和愚昧人分別在於
[00:12:37.500 --> 00:12:39.500]  聰明人眼光遠一點
[00:12:39.500 --> 00:12:44.500]  愚蠢人只看前面,蒙查查
[00:12:44.500 --> 00:12:46.500]  不計將來
[00:12:46.500 --> 00:12:49.500]  如果我們看日光之下這個世界
[00:12:49.500 --> 00:12:53.500]  聰明人看得通,看得透,看得遠
[00:12:53.500 --> 00:12:55.500]  不只是看在目前
[00:12:55.500 --> 00:12:57.500]  就像Dr. Peck所說
[00:12:57.500 --> 00:13:00.500]  先看遠一點
[00:13:00.500 --> 00:13:03.500]  他辛苦也不怕看遠一點,先苦後甜
[00:13:03.500 --> 00:13:06.500]  但是愚蠢人就死了再說
[00:13:06.500 --> 00:13:08.500]  玩了再說,還等什麼時候呢?
[00:13:08.500 --> 00:13:12.500]  正如我剛才所說
[00:13:12.500 --> 00:13:16.500]  今天我們很多移民來到美國
[00:13:16.500 --> 00:13:18.500]  事實上是很艱難的
[00:13:18.500 --> 00:13:20.500]  語言不通,什麼都不通
[00:13:20.500 --> 00:13:25.500]  很多人就不去用時間去克服這些困難
[00:13:25.500 --> 00:13:28.500]  眼光短小就只顧著賺錢
[00:13:28.500 --> 00:13:30.500]  賺到錢就去花
[00:13:30.500 --> 00:13:33.500]  所羅門王就說
[00:13:33.500 --> 00:13:36.500]  智慧勝過愚昧
[00:13:36.500 --> 00:13:38.500]  所以不少,事實上
[00:13:38.500 --> 00:13:40.500]  這裡不用基督教
[00:13:40.500 --> 00:13:43.500]  非基督徒,很多智者都會跟你說
[00:13:43.500 --> 00:13:45.500]  一個人最重要是有眼光
[00:13:45.500 --> 00:13:49.500]  看遠一點,不要只顧著目前
[00:13:49.500 --> 00:13:52.500]  但是所羅門王就看深一層
[00:13:52.500 --> 00:13:57.500]  沒錯,從目、眼、光的看來說
[00:13:57.500 --> 00:13:59.500]  智慧人是智慧人
[00:13:59.500 --> 00:14:02.500]  但是你看看十四至十六節怎麼說的
[00:14:02.500 --> 00:14:05.500]  他說我卻看明了一件事
[00:14:05.500 --> 00:14:09.500]  不者兩當人道別如見
[00:14:09.500 --> 00:14:12.500]  無論你是聰明人還是愚拙人
[00:14:12.500 --> 00:14:14.500]  都是一樣的
[00:14:14.500 --> 00:14:15.500]  一樣是什麼呢?
[00:14:15.500 --> 00:14:17.500]  愚昧人所見的,我也愚見
[00:14:17.500 --> 00:14:20.500]  我就是他最聰明
[00:14:20.500 --> 00:14:24.500]  聰明人也是這樣
[00:14:24.500 --> 00:14:26.500]  愚蠢人也是這樣
[00:14:26.500 --> 00:14:30.500]  那這是什麼呢?
[00:14:30.500 --> 00:14:32.500]  死
[00:14:32.500 --> 00:14:33.500]  聰明人也會死
[00:14:33.500 --> 00:14:35.500]  愚蠢人也會死
[00:14:35.500 --> 00:14:38.500]  死了之後,人們也不會記得你
[00:14:38.500 --> 00:14:40.500]  沒人紀念
[00:14:40.500 --> 00:14:44.500]  如果我將十四節到十六節
[00:14:44.500 --> 00:14:47.500]  用一個對話來說
[00:14:47.500 --> 00:14:50.500]  就好像一個世上的智者
[00:14:50.500 --> 00:14:51.500]  不信上帝的智者
[00:14:51.500 --> 00:14:53.500]  不是基督教的聰明人
[00:14:53.500 --> 00:14:56.500]  就跟所羅門王對話
[00:14:56.500 --> 00:14:58.500]  所羅門王說不如我們聊聊天吧
[00:14:58.500 --> 00:15:00.500]  做人有什麼意思?
[00:15:00.500 --> 00:15:01.500]  做人有什麼意義?
[00:15:01.500 --> 00:15:03.500]  世上的智人說
[00:15:03.500 --> 00:15:06.500]  做人最重要的是有眼光
[00:15:06.500 --> 00:15:08.500]  放遠一點
[00:15:08.500 --> 00:15:10.500]  不要只看目前
[00:15:10.500 --> 00:15:11.500]  世上有兩種人
[00:15:11.500 --> 00:15:13.500]  智慧人有眼光
[00:15:13.500 --> 00:15:15.500]  有聰明
[00:15:15.500 --> 00:15:18.500]  愚蠢人只顧著目前
[00:15:18.500 --> 00:15:20.500]  我有兩個兒子
[00:15:20.500 --> 00:15:21.500]  大兒子呢
[00:15:21.500 --> 00:15:22.500]  他一開始就來移民
[00:15:22.500 --> 00:15:23.500]  什麼都不懂
[00:15:23.500 --> 00:15:25.500]  但是他死讀
[00:15:25.500 --> 00:15:27.500]  結果他進了Low Hold
[00:15:27.500 --> 00:15:29.500]  結果就進了UC Berkeley
[00:15:29.500 --> 00:15:31.500]  就進了UCSF醫學院
[00:15:31.500 --> 00:15:33.500]  結果他現在做醫生
[00:15:33.500 --> 00:15:34.500]  他現在又結了婚
[00:15:34.500 --> 00:15:36.500]  又買了房子
[00:15:36.500 --> 00:15:37.500]  又有幾個兒女
[00:15:37.500 --> 00:15:38.500]  哇
[00:15:38.500 --> 00:15:39.500]  他真的挺開心
[00:15:39.500 --> 00:15:40.500]  我的小兒子
[00:15:40.500 --> 00:15:42.500]  來的時候就不肯讀書
[00:15:42.500 --> 00:15:43.500]  天天就打機
[00:15:43.500 --> 00:15:44.500]  打機打機打機
[00:15:44.500 --> 00:15:46.500]  不如在City讀
[00:15:46.500 --> 00:15:48.500]  讀了十年都沒人讀完City College
[00:15:48.500 --> 00:15:50.500]  結果就在唐人口餐館裡面
[00:15:50.500 --> 00:15:53.500]  不知道在做什麼
[00:15:53.500 --> 00:15:54.500]  我也不知道在做什麼
[00:15:54.500 --> 00:15:55.500]  整天在轉工
[00:15:55.500 --> 00:15:56.500]  轉完一樣做一樣
[00:15:56.500 --> 00:15:57.500]  現在怎麼樣?
[00:15:57.500 --> 00:15:59.500]  現在他也結了婚
[00:15:59.500 --> 00:16:00.500]  回大陸娶一個
[00:16:00.500 --> 00:16:01.500]  結婚怎麼樣?
[00:16:01.500 --> 00:16:02.500]  租一間散房住一下
[00:16:02.500 --> 00:16:04.500]  我也不知道
[00:16:04.500 --> 00:16:06.500]  總之一提起他
[00:16:06.500 --> 00:16:08.500]  就是愚昧人
[00:16:08.500 --> 00:16:10.500]  於是索隆王聽到
[00:16:10.500 --> 00:16:11.500]  哇
[00:16:11.500 --> 00:16:12.500]  你這個大兒子真聰明
[00:16:12.500 --> 00:16:14.500]  你這個小兒子真愚昧
[00:16:14.500 --> 00:16:15.500]  是啊
[00:16:15.500 --> 00:16:16.500]  所以我們世界就有兩種人
[00:16:16.500 --> 00:16:17.500]  這個字而已
[00:16:17.500 --> 00:16:19.500]  索隆王接著說
[00:16:19.500 --> 00:16:21.500]  那你這個大兒子
[00:16:21.500 --> 00:16:23.500]  然後又怎麼樣?
[00:16:23.500 --> 00:16:24.500]  他結了婚
[00:16:24.500 --> 00:16:26.500]  我大兒子啊
[00:16:26.500 --> 00:16:28.500]  結婚
[00:16:28.500 --> 00:16:29.500]  生小孩
[00:16:29.500 --> 00:16:31.500]  買房子
[00:16:31.500 --> 00:16:33.500]  退休
[00:16:33.500 --> 00:16:35.500]  那之後退休又怎麼樣?
[00:16:35.500 --> 00:16:36.500]  去世界
[00:16:36.500 --> 00:16:38.500]  每個月去Cruise
[00:16:38.500 --> 00:16:40.500]  然後又怎麼樣?
[00:16:40.500 --> 00:16:42.500]  然後就年紀大了
[00:16:42.500 --> 00:16:44.500]  之後又怎麼樣?
[00:16:44.500 --> 00:16:46.500]  去荔安
[00:16:46.500 --> 00:16:50.500]  那你這個小兒子又怎麼樣?
[00:16:50.500 --> 00:16:52.500]  我小兒子啊
[00:16:52.500 --> 00:16:53.500]  在這裡捱
[00:16:53.500 --> 00:16:54.500]  六十多歲還要捱
[00:16:54.500 --> 00:16:58.500]  因為不夠錢申請Medicare
[00:16:58.500 --> 00:17:00.500]  所以又要做
[00:17:00.500 --> 00:17:01.500]  那捱完怎麼樣?
[00:17:01.500 --> 00:17:02.500]  心臟就死了
[00:17:02.500 --> 00:17:03.500]  那怎麼辦?
[00:17:03.500 --> 00:17:04.500]  去荔安
[00:17:04.500 --> 00:17:05.500]  索隆王說
[00:17:05.500 --> 00:17:06.500]  哦
[00:17:06.500 --> 00:17:07.500]  聰明人智慧人
[00:17:07.500 --> 00:17:08.500]  所遇見的都是一樣
[00:17:08.500 --> 00:17:10.500]  往荔安去了
[00:17:10.500 --> 00:17:14.500]  你看不看到索隆王所說的是什麼?
[00:17:14.500 --> 00:17:17.500]  一個世上的人
[00:17:17.500 --> 00:17:18.500]  如果你不說上帝
[00:17:18.500 --> 00:17:20.500]  你不說永恆
[00:17:20.500 --> 00:17:21.500]  你不說永生
[00:17:21.500 --> 00:17:22.500]  你不說基督教
[00:17:22.500 --> 00:17:24.500]  他以為聰明人一個比世上好
[00:17:24.500 --> 00:17:25.500]  事實上是
[00:17:25.500 --> 00:17:26.500]  從一個世上人眼光
[00:17:26.500 --> 00:17:28.500]  你說大兒子有沒有比小兒子好?
[00:17:28.500 --> 00:17:29.500]  但是你看遠一點
[00:17:29.500 --> 00:17:30.500]  索隆王看遠一點
[00:17:30.500 --> 00:17:32.500]  我發覺也沒有分別
[00:17:32.500 --> 00:17:34.500]  大的遭遇是這樣
[00:17:34.500 --> 00:17:36.500]  小的遭遇是這樣
[00:17:36.500 --> 00:17:38.500]  沒有人紀念啊
[00:17:38.500 --> 00:17:41.500]  你怎麼捱都沒有人紀念啊
[00:17:41.500 --> 00:17:43.500]  我在香港
[00:17:43.500 --> 00:17:45.500]  就
[00:17:45.500 --> 00:17:47.500]  開了一間教會
[00:17:47.500 --> 00:17:48.500]  叫窩福堂
[00:17:48.500 --> 00:17:50.500]  後來我回來了美國
[00:17:50.500 --> 00:17:52.500]  嫁了之後
[00:17:52.500 --> 00:17:54.500]  我又回到窩福堂
[00:17:54.500 --> 00:17:56.500]  差不多有十年的時間了
[00:17:56.500 --> 00:17:58.500]  回去
[00:17:58.500 --> 00:18:00.500]  去到窩福堂的祖堂崇拜的時候
[00:18:00.500 --> 00:18:02.500]  有人請我去
[00:18:02.500 --> 00:18:03.500]  十點多港道
[00:18:03.500 --> 00:18:05.500]  我說不如去窩福堂
[00:18:05.500 --> 00:18:06.500]  祖堂去裝一下
[00:18:06.500 --> 00:18:08.500]  看一看周圍都沒有人認識
[00:18:08.500 --> 00:18:10.500]  有個知道來找我
[00:18:10.500 --> 00:18:11.500]  阿伯
[00:18:11.500 --> 00:18:13.500]  你第一次來啊
[00:18:13.500 --> 00:18:15.500]  沒有人紀念
[00:18:15.500 --> 00:18:16.500]  我真的想問
[00:18:16.500 --> 00:18:18.500]  這間教會是我開始的
[00:18:18.500 --> 00:18:20.500]  沒用的
[00:18:20.500 --> 00:18:21.500]  沒用的
[00:18:21.500 --> 00:18:23.500]  你不要這樣想
[00:18:23.500 --> 00:18:25.500]  你這樣想就是煩我
[00:18:25.500 --> 00:18:26.500]  所以
[00:18:26.500 --> 00:18:28.500]  沒有人紀念啊
[00:18:28.500 --> 00:18:30.500]  沒死都沒有人紀念啊
[00:18:30.500 --> 00:18:32.500]  死了之後更加了
[00:18:32.500 --> 00:18:34.500]  那你就想想金字塔
[00:18:34.500 --> 00:18:36.500]  有多少人去埃及看過金字塔
[00:18:36.500 --> 00:18:39.500]  只有一個
[00:18:39.500 --> 00:18:41.500]  金字塔呢
[00:18:41.500 --> 00:18:44.500]  我不知道大家知不知道歷史
[00:18:44.500 --> 00:18:47.500]  是一百五十五米高
[00:18:47.500 --> 00:18:49.500]  是由多少呢
[00:18:49.500 --> 00:18:56.500]  是由二百三十萬的大石頭組成的
[00:18:56.500 --> 00:19:00.500]  每塊石頭是重幾千斤的
[00:19:00.500 --> 00:19:04.500]  當拿破崙攻陷埃及的時候
[00:19:04.500 --> 00:19:05.500]  去數數看
[00:19:05.500 --> 00:19:08.500]  如果我將所有這些石頭運去法國
[00:19:08.500 --> 00:19:11.500]  可以足足圍住法國的邊境
[00:19:11.500 --> 00:19:12.500]  建一面牆
[00:19:12.500 --> 00:19:14.500]  就好像川普那樣
[00:19:14.500 --> 00:19:15.500]  建一面牆
[00:19:15.500 --> 00:19:17.500]  那面牆呢
[00:19:17.500 --> 00:19:19.500]  是三米高的
[00:19:19.500 --> 00:19:20.500]  哇
[00:19:20.500 --> 00:19:22.500]  真是厲害
[00:19:22.500 --> 00:19:23.500]  我想問問大家
[00:19:23.500 --> 00:19:27.500]  你知不知道金字塔裏面裝著一個皇帝叫什麼名字
[00:19:27.500 --> 00:19:30.500]  有多少人知道
