
[00:00:00.000 --> 00:00:08.440]  今天跟大家一起講一個題目是一個很基本的題目
[00:02:08.080 --> 00:02:11.480]  或者有一個很出名的人物
[00:02:11.480 --> 00:02:12.760]  什麼什麼博士
[00:02:12.760 --> 00:02:18.320]  走出來跟你說一大段信耶穌的事情
[00:02:18.320 --> 00:02:22.760]  然後就在這個時候去到最後播著音樂
[00:02:22.760 --> 00:02:25.560]  然後就跟大家說
[00:02:25.560 --> 00:02:28.000]  聽完我說這番話之後
[00:02:28.000 --> 00:02:32.480]  有誰你是決定相信耶穌基督的
[00:02:32.480 --> 00:02:34.600]  跟從耶穌基督的
[00:02:34.600 --> 00:02:36.320]  你願意的
[00:02:36.320 --> 00:02:39.720]  然後你就請舉手示意
[00:02:39.720 --> 00:02:45.880]  我們在場有很多的詩士已經站在後面的出入口那裡
[00:02:45.880 --> 00:02:47.880]  留意著看你是誰
[00:02:47.880 --> 00:02:51.520]  舉手他就會上前帶你出來
[00:02:51.520 --> 00:02:56.400]  然後在我台前我會為你們祝福
[00:02:56.400 --> 00:02:58.720]  一個場面很震撼
[00:02:58.720 --> 00:03:02.600]  然後有不少的人身邊有些朋友
[00:03:02.600 --> 00:03:04.040]  去吧 信主
[00:03:04.040 --> 00:03:05.960]  很重要的 信耶穌很重要的
[00:03:05.960 --> 00:03:07.600]  推動你去相信主
[00:03:07.600 --> 00:03:08.840]  示意舉手
[00:03:08.840 --> 00:03:11.080]  有些甚至托起你的手
[00:03:11.080 --> 00:03:12.040]  你有沒有見過
[00:03:12.040 --> 00:03:13.000]  托起你的手
[00:03:13.000 --> 00:03:15.560]  信啦 舉手啦
[00:03:15.560 --> 00:03:17.240]  然後在這個時候
[00:03:17.240 --> 00:03:19.440]  當大家都一起湧出去的時候
[00:03:19.440 --> 00:03:21.520]  有人陪著你走出去的時候
[00:03:21.520 --> 00:03:28.160]  然後台上的港元就會為你去作一個很詳細的禱告
[00:03:28.160 --> 00:03:29.120]  祝福你
[00:03:29.120 --> 00:03:32.120]  讓你的前程可以能夠繼續的
[00:03:32.120 --> 00:03:35.480]  在上帝耶穌基督的帶領之下
[00:03:35.480 --> 00:03:38.160]  可以更加的豐盛
[00:03:38.160 --> 00:03:41.080]  場面真的很感動
[00:03:41.080 --> 00:03:43.280]  很多的信徒都是這樣信主的
[00:03:43.280 --> 00:03:45.200]  不知道你會不會是其中一個
[00:03:45.200 --> 00:03:49.120]  因為他們要有一個很轟轟烈烈的信主的過程
[00:03:49.120 --> 00:03:53.600]  讓他感動到哭泣的流淚的
[00:03:53.600 --> 00:03:58.280]  那才可以開始他的基督徒人生的道路
[00:03:58.280 --> 00:04:00.400]  不過這種思維其實
[00:04:00.400 --> 00:04:02.160]  不少似乎好像
[00:04:02.160 --> 00:04:08.080]  今天不少人的他們的人生路的其中一個片段
[00:04:08.080 --> 00:04:09.480]  戀愛結婚
[00:04:09.480 --> 00:04:11.320]  要有轟轟烈烈的戀愛
[00:04:11.320 --> 00:04:14.320]  要有轟轟烈烈的婚禮
[00:04:14.320 --> 00:04:15.520]  但最可惜的就是
[00:04:15.520 --> 00:04:21.600]  可能到最後也會來一個很轟轟烈烈的離開
[00:04:21.600 --> 00:04:24.600]  不知道你的信主
[00:04:24.600 --> 00:04:28.760]  會不會也可能是走著這條同樣類同的路徑
[00:04:28.760 --> 00:04:31.960]  只不過還沒有到終點呢
[00:04:31.960 --> 00:04:35.160]  究竟信耶穌這件事
[00:04:35.160 --> 00:04:41.040]  是不是由人去決定去接受與否的呢
[00:04:41.040 --> 00:04:43.760]  而在聖經的裡面
[00:04:43.760 --> 00:04:45.920]  又介紹到信耶穌
[00:04:45.920 --> 00:04:49.120]  究竟那個過程是怎樣的呢
[00:04:49.120 --> 00:04:50.720]  我想很多時候
[00:04:50.720 --> 00:04:53.520]  在教會當中就很少提及這件事
[00:04:53.520 --> 00:04:55.360]  因為教會叫人信耶穌
[00:04:55.360 --> 00:04:57.880]  其實有時都很無無回复的
[00:04:57.880 --> 00:05:00.920]  希望你在這個誤會的裡面
[00:05:00.920 --> 00:05:02.840]  參加了教會
[00:05:02.840 --> 00:05:05.320]  正如剛才所說的那些報道會裡面
[00:05:05.320 --> 00:05:07.680]  當有些人舉手
[00:05:07.680 --> 00:05:08.920]  走出去決了志
[00:05:08.920 --> 00:05:09.520]  信了主
[00:05:09.520 --> 00:05:11.480]  有人陪你一起出去
[00:05:11.480 --> 00:05:12.880]  有牧師為你討告
[00:05:12.880 --> 00:05:15.880]  有傳道人為你討告之後
[00:05:15.880 --> 00:05:19.440]  下一步驟就是怎樣帶你回教會
[00:05:19.440 --> 00:05:24.120]  安置你進入附近的地方
[00:05:24.120 --> 00:05:27.160]  然後你展開你的教會生活
[00:05:27.160 --> 00:05:29.280]  而教會的生活就是一個模式
[00:05:29.280 --> 00:05:30.480]  讓大家踏下去
[00:05:30.480 --> 00:05:34.040]  然後你就會是一個好的信徒
[00:05:34.040 --> 00:05:36.320]  今天我們看這段經文
[00:05:36.320 --> 00:05:38.400]  《馬太福音》第八章
[00:05:38.400 --> 00:05:39.800]  我們很短的
[00:05:39.800 --> 00:05:42.640]  從第一節至到第四節裡面
[00:05:42.640 --> 00:05:45.760]  就打開了耶穌基督
[00:05:45.760 --> 00:05:50.040]  正正式式自己帶著門徒一起
[00:05:50.040 --> 00:05:54.200]  去一起參與救恩的工作
[00:05:54.200 --> 00:05:56.640]  耶穌每一開始就推出信徒出去
[00:05:56.640 --> 00:05:57.920]  你就去傳道
[00:05:57.920 --> 00:05:59.200]  你聽完我說道
[00:05:59.200 --> 00:06:00.720]  你就可以去傳福音了
[00:06:00.720 --> 00:06:01.960]  不是的
[00:06:01.960 --> 00:06:03.520]  耶穌相反的是
[00:06:03.520 --> 00:06:06.120]  他帶著這幫人
[00:06:06.120 --> 00:06:08.480]  你稱為門徒的人
[00:06:08.480 --> 00:06:11.280]  讓我們一起去看看
[00:06:11.280 --> 00:06:13.840]  傳道是一件什麼事情
[00:06:13.840 --> 00:06:15.360]  怎樣傳
[00:06:15.360 --> 00:06:19.840]  以及你傳的過程當中所面臨的遭遇
[00:06:19.840 --> 00:06:23.360]  這個就從第八章開始的記載
[00:06:23.360 --> 00:06:24.560]  而一開始
[00:06:24.560 --> 00:06:28.440]  第一個耶穌出來在《馬太福音》的記載
[00:06:28.440 --> 00:06:30.360]  就是告訴我們知道
[00:06:30.360 --> 00:06:33.320]  怎樣的信主的過程
[00:06:33.320 --> 00:06:34.840]  藉著一個人物
[00:06:34.840 --> 00:06:35.840]  在這段聖經裡面
[00:06:35.840 --> 00:06:36.840]  我們所看的
[00:06:36.840 --> 00:06:39.640]  原來是一個長大麻風的人
[00:06:39.640 --> 00:06:43.280]  透過耶穌和他的交談
[00:06:43.280 --> 00:06:45.920]  和耶穌在他身上所做的事情
[00:06:45.920 --> 00:06:48.520]  讓我們今天每一個信徒
[00:06:48.520 --> 00:06:50.840]  能夠更加準確去看見
[00:06:50.840 --> 00:06:53.360]  信耶穌其實應該是一回什麼事情
[00:06:53.360 --> 00:06:55.040]  如果盼望這段聖經
[00:06:55.040 --> 00:06:57.560]  可以幫助你和我
[00:06:57.560 --> 00:06:58.560]  信了主
[00:06:58.560 --> 00:07:00.160]  已經叫做
[00:07:00.160 --> 00:07:02.120]  重新去檢視一下
[00:07:02.120 --> 00:07:03.160]  我自己信主
[00:07:03.160 --> 00:07:05.640]  究竟是不是真的信了主
[00:07:05.640 --> 00:07:06.480]  如果不是的
[00:07:06.480 --> 00:07:08.320]  趕緊回頭
[00:07:08.320 --> 00:07:10.480]  要按照聖經的信主
[00:07:10.480 --> 00:07:11.800]  來去確決
[00:07:11.800 --> 00:07:15.680]  去重新在上帝帶領的道路當中
[00:07:15.680 --> 00:07:16.800]  繼續行走
[00:07:16.800 --> 00:07:18.800]  讓我們一起回到這段聖經
[00:07:18.800 --> 00:07:20.560]  剛才Karen姐妹說
[00:07:20.560 --> 00:07:21.760]  我們已經讀了一次
[00:07:21.760 --> 00:07:25.840]  不過我希望我們自己也讀一次
[00:07:25.840 --> 00:07:28.600]  讓我們先熟悉一下這段經文
[00:07:28.600 --> 00:07:31.080]  今天基本上我會把這段經文
[00:07:31.080 --> 00:07:31.960]  分為兩個部分
[00:07:31.960 --> 00:07:33.360]  和大家一起看
[00:07:33.360 --> 00:07:35.920]  不過我們再一起去讀一次
[00:07:35.920 --> 00:07:37.600]  從第八章
[00:07:37.600 --> 00:07:38.600]  第一節
[00:07:38.600 --> 00:07:39.760]  到第四節
[00:07:39.760 --> 00:07:40.320]  好
[00:07:40.320 --> 00:07:41.920]  找到之後我們一起讀
[00:07:41.920 --> 00:07:43.040]  慢慢讀
[00:07:43.040 --> 00:07:47.880]  很想我們可以消化一下當中的來龍去脈
[00:07:47.880 --> 00:07:48.160]  好
[00:07:48.160 --> 00:07:49.720]  我們一起讀
[00:07:49.720 --> 00:07:52.240]  耶穌下了山
[00:07:52.240 --> 00:07:55.520]  有許多人跟著祂
[00:07:55.520 --> 00:08:01.320]  有一個長大麻風的來拜祂說
[00:08:01.320 --> 00:08:06.120]  主若肯必能叫我結正了
[00:08:06.120 --> 00:08:09.800]  耶穌伸手摸祂說
[00:08:09.800 --> 00:08:11.080]  我肯
[00:08:11.080 --> 00:08:13.880]  你結正了吧
[00:08:13.880 --> 00:08:18.360]  祂的大麻風立刻就結正了
[00:08:18.360 --> 00:08:20.800]  耶穌對祂說
[00:08:20.800 --> 00:08:23.640]  你切不可告訴人
[00:08:23.640 --> 00:08:28.040]  只要去把身體給祭司拆罕
[00:08:28.040 --> 00:08:31.800]  獻上摩西所吩咐的禮物
[00:08:31.800 --> 00:08:35.880]  對眾人作證據
[00:08:35.880 --> 00:08:38.840]  第一部分我想和大家一起去看的
[00:08:38.840 --> 00:08:41.800]  從第一節到第三節的裡面
[00:08:41.800 --> 00:08:42.800]  祂給了一個副題
[00:08:42.800 --> 00:08:47.120]  祂叫做主若元兒
[00:08:47.120 --> 00:08:49.480]  由於在第八章的開始
[00:08:49.480 --> 00:08:50.120]  就說到
[00:08:50.120 --> 00:08:53.120]  耶穌下了山
[00:08:53.120 --> 00:08:55.920]  其實這節的說話
[00:08:55.920 --> 00:09:00.160]  不單只是承接剛剛在第七章裡面
[00:09:00.160 --> 00:09:01.720]  正式說得比較準確一點
[00:09:01.720 --> 00:09:04.640]  從第五章到第七章裡面
[00:09:04.640 --> 00:09:07.600]  耶穌在登山的裡面
[00:09:07.600 --> 00:09:14.520]  和眾門徒去宣講一連串的講道
[00:09:14.520 --> 00:09:17.080]  其實之前我已經用了很多星期去講到
[00:09:17.080 --> 00:09:19.800]  整個登山的部分
[00:09:19.800 --> 00:09:21.560]  第五章至第七章
[00:09:21.560 --> 00:09:23.480]  其實不是純粹說
[00:09:23.480 --> 00:09:26.280]  耶穌教我們如何成為信徒
[00:09:26.280 --> 00:09:27.760]  不是
[00:09:27.760 --> 00:09:29.000]  而是告訴我們
[00:09:29.000 --> 00:09:32.840]  當我們成為了神的門徒之後
[00:09:32.840 --> 00:09:33.960]  我們說了
[00:09:33.960 --> 00:09:36.320]  表示了
[00:09:36.320 --> 00:09:38.320]  重新檢視一下
[00:09:38.320 --> 00:09:42.960]  其實我們是否真的是神的子民
[00:09:42.960 --> 00:09:45.360]  這是一個很守意的部分
[00:09:45.360 --> 00:09:47.920]  如果我們說我們要跟從主
[00:09:47.920 --> 00:09:50.320]  甚至說得更偉大一點的
[00:09:50.320 --> 00:09:51.600]  去傳主導
[00:09:51.600 --> 00:09:53.360]  我們第一件事要明白就是
[00:09:53.360 --> 00:09:55.440]  我們是否真的是神的子民
[00:09:55.440 --> 00:09:57.960]  不是你覺得你是神的子民
[00:09:57.960 --> 00:09:59.680]  你就一定是神的子民
[00:09:59.680 --> 00:10:02.960]  不是你決定自己成為神的子民
[00:10:02.960 --> 00:10:04.480]  還是不是
[00:10:04.480 --> 00:10:06.280]  不是移民
[00:10:06.280 --> 00:10:07.920]  信主不是移民
[00:10:07.920 --> 00:10:09.880]  有些小木姐說信主
[00:10:09.880 --> 00:10:12.880]  其實就好像從地上的這個角度
[00:10:12.880 --> 00:10:14.960]  進入到神的角度移民
[00:10:14.960 --> 00:10:17.360]  不是
[00:10:17.360 --> 00:10:18.800]  你要有這樣的身份
[00:10:18.800 --> 00:10:20.320]  你才可以進入去
[00:10:20.320 --> 00:10:22.280]  不是說我自己決定
[00:10:22.280 --> 00:10:26.240]  選擇要成為這個身份
[00:10:26.240 --> 00:10:29.120]  當耶穌說了這段道理之後
[00:10:29.120 --> 00:10:30.120]  他就下山
[00:10:30.120 --> 00:10:32.480]  所以就發生這段事件
[00:10:32.480 --> 00:10:35.520]  但是其實這段聖經說到耶穌下山
[00:10:35.520 --> 00:10:37.680]  其實又連接上去
[00:10:37.680 --> 00:10:40.240]  先前登山部分
[00:10:40.240 --> 00:10:44.120]  最開頭的背景
[00:10:44.120 --> 00:10:45.840]  這個就是在第四章
[00:10:45.840 --> 00:10:49.480]  第23至25節裡面記載了
[00:10:49.480 --> 00:10:51.000]  如果我們有聖經的
[00:10:51.000 --> 00:10:52.360]  我們可以打開
[00:10:52.360 --> 00:10:54.960]  馬太福音第四章
[00:10:54.960 --> 00:10:57.280]  第23至25節
[00:10:57.280 --> 00:10:58.720]  我讀一次給大家聽
[00:10:58.720 --> 00:11:00.040]  如果大家是有聖經的
[00:11:00.040 --> 00:11:01.640]  也可以請打開
[00:11:01.640 --> 00:11:08.920]  Matthew chapter 4 verse 23 to 25
[00:11:08.920 --> 00:11:37.800]  (記載)
[00:11:37.800 --> 00:11:40.600]  耶穌就治好了他們
[00:11:40.600 --> 00:11:43.600]  當下有許多人
[00:11:43.600 --> 00:11:50.040]  從加利利、底加玻利、耶路撒冷、猶太
[00:11:50.040 --> 00:11:55.280]  約旦河外來跟著他
[00:11:55.280 --> 00:11:57.240]  從這段聖經的裡面
[00:11:57.240 --> 00:11:58.840]  給我們看見
[00:11:58.840 --> 00:12:03.440]  其實原來耶穌跟隨著他的群眾
[00:12:03.440 --> 00:12:04.720]  甚至上了山
[00:12:04.720 --> 00:12:07.280]  聽了耶穌說道的人
[00:12:07.280 --> 00:12:10.720]  裡面的人是非常多
[00:12:10.720 --> 00:12:12.400]  多的原因是
[00:12:12.400 --> 00:12:16.120]  因為很多人在過程當中
[00:12:16.120 --> 00:12:19.600]  受到一些抑處
[00:12:19.600 --> 00:12:22.040]  耶穌在這個過程當中
[00:12:22.040 --> 00:12:23.720]  醫治了很多人
[00:12:23.720 --> 00:12:26.680]  很多人有些奇難雜症、癱瘓
[00:12:26.680 --> 00:12:28.840]  基本上都沒得醫治的
[00:12:28.840 --> 00:12:30.280]  但很奇妙地
[00:12:30.280 --> 00:12:32.360]  這些人來到耶穌的裡面
[00:12:32.360 --> 00:12:35.600]  耶穌都一一醫治了他們
[00:12:35.600 --> 00:12:39.560]  在這個過程裡面
[00:12:39.560 --> 00:12:42.520]  我們就會問一個問題
[00:12:42.520 --> 00:12:44.360]  哇 挺好啊
[00:12:44.360 --> 00:12:50.400]  傳道有這麼大群人群
[00:12:50.400 --> 00:12:54.000]  願意跟隨著你走
[00:12:54.000 --> 00:12:55.800]  如果用今天的說法
[00:12:55.800 --> 00:12:58.200]  成功教會
[00:12:58.200 --> 00:12:59.200]  成功教會是什麼?
[00:12:59.200 --> 00:13:00.120]  今天的定義就是
[00:13:00.120 --> 00:13:01.800]  能夠諸多人來到
[00:13:01.800 --> 00:13:03.520]  然後教會很興旺
[00:13:03.520 --> 00:13:05.320]  我們的停車場不夠停
[00:13:05.320 --> 00:13:06.800]  我還要找很多校巴
[00:13:06.800 --> 00:13:08.200]  在不知道哪裡接送你們
[00:13:08.200 --> 00:13:09.960]  來到參加聚會
[00:13:09.960 --> 00:13:11.440]  走的時候又怎樣?
[00:13:11.440 --> 00:13:13.760]  又要按罪分派
[00:13:13.760 --> 00:13:16.040]  然後慢慢遣散你們走
[00:13:16.040 --> 00:13:17.680]  這就是成功的教會
[00:13:17.680 --> 00:13:19.840]  這就是今天教會很嚮往
[00:13:19.840 --> 00:13:24.680]  應該有的發展的成績
[00:13:24.680 --> 00:13:28.760]  耶穌看到這樣的情況的時候
[00:13:28.760 --> 00:13:32.000]  看到這麼多的人跟隨他
[00:13:32.000 --> 00:13:36.320]  那他是不是應該再多灑幾首神蹟
[00:13:36.320 --> 00:13:40.000]  來吸引人來跟隨他呢?
[00:13:40.000 --> 00:13:42.000]  我們首先要把這條問題
[00:13:42.000 --> 00:13:43.160]  放在這裡
[00:13:43.160 --> 00:13:44.680]  一直去問
[00:13:44.680 --> 00:13:45.840]  答案是怎樣?
[00:13:45.840 --> 00:13:47.560]  我們逐步去看
[00:13:47.560 --> 00:13:50.680]  不過在這裡第八章的第一節說到
[00:13:50.680 --> 00:13:53.080]  這幫人聽完耶穌基督說到
[00:13:53.080 --> 00:13:55.160]  還跟隨著他
[00:13:55.160 --> 00:13:58.200]  有許多的人跟著他
[00:13:58.200 --> 00:14:00.280]  在希臘文元文聖經裡面
[00:14:00.280 --> 00:14:03.480]  甚至說到這一大批的群眾
[00:14:03.480 --> 00:14:06.480]  雖然他們都稱為瞞袍
[00:14:06.480 --> 00:14:08.480]  但是元文聖經記載
[00:14:08.480 --> 00:14:11.560]  他只是一幫群眾
[00:14:11.560 --> 00:14:15.360]  普遍的人民
[00:14:15.360 --> 00:14:17.000]  所以換句話來講
[00:14:17.000 --> 00:14:19.440]  耶穌基督跟隨著他
[00:14:19.440 --> 00:14:24.200]  一起去周度去找的人呢?
[00:14:24.200 --> 00:14:28.120]  其實來源已經很多的地方了
[00:14:28.120 --> 00:14:28.880]  剛才我已經說過
[00:14:28.880 --> 00:14:31.280]  有加利利、底加波利、
[00:14:31.280 --> 00:14:34.160]  有尼路撒冷、猶太、約旦河外的
[00:14:34.160 --> 00:14:35.080]  都來了
[00:14:35.080 --> 00:14:36.800]  從地域上面可以說得
[00:14:36.800 --> 00:14:38.880]  各處都包含了
[00:14:38.880 --> 00:14:39.840]  成功了
[00:14:39.840 --> 00:14:41.840]  如果用今天來講
[00:14:41.840 --> 00:14:44.840]  哇 遍佈整個巴勒斯坦地
[00:14:44.840 --> 00:14:45.440]  用今天來講
[00:14:45.440 --> 00:14:46.440]  如果用多倫多
[00:14:46.440 --> 00:14:50.720]  哇 你的會友遍佈整個加拿大
[00:14:50.720 --> 00:14:51.920]  厲害了
[00:14:51.920 --> 00:14:52.960]  現在有些教會
[00:14:52.960 --> 00:14:55.520]  我覺得會友遍佈全世界
[00:14:55.520 --> 00:14:56.520]  厲害了
[00:14:56.520 --> 00:15:01.520]  但是原來都是普通人
[00:15:01.520 --> 00:15:04.520]  希臘人的記載很特別
[00:15:04.520 --> 00:15:07.520]  特別在馬太福音的前面
[00:15:07.520 --> 00:15:12.520]  一直講到這幫叫做門徒的人
[00:15:12.520 --> 00:15:13.520]  跟著他
[00:15:13.520 --> 00:15:15.520]  信了主 醫好病
[00:15:15.520 --> 00:15:18.520]  跟著他上山聽了講道
[00:15:18.520 --> 00:15:20.520]  現在又跟著他下來
[00:15:20.520 --> 00:15:22.520]  但是楊馬太對於他們的形容
[00:15:22.520 --> 00:15:25.520]  只是一幫群眾的
[00:15:25.520 --> 00:15:30.520]  一幫普遍的民眾
[00:15:30.520 --> 00:15:33.520]  居在這個地域的裡面
[00:15:33.520 --> 00:15:36.520]  這幫人做什麼事
[00:15:36.520 --> 00:15:40.520]  耶穌暫且將他們放在一邊
[00:15:40.520 --> 00:15:44.520]  但就在這個關鍵時刻
[00:15:44.520 --> 00:15:50.520]  第二節就有一個長大了的人來拜他
[00:15:50.520 --> 00:15:54.520]  在這麼多混混的群眾的裡面
[00:15:54.520 --> 00:15:59.520]  裡面有一個患了大麻瘋的人
[00:15:59.520 --> 00:16:02.520]  走到來到耶穌的面前
[00:16:02.520 --> 00:16:04.520]  原來是一個男人來的
[00:16:04.520 --> 00:16:06.520]  牧師你怎麼知道是男人來的
[00:16:06.520 --> 00:16:10.520]  因為希臘人用了男性的代名詞
[00:16:10.520 --> 00:16:13.520]  去介紹這個大麻瘋的人
[00:16:13.520 --> 00:16:16.520]  一個男士患了大麻瘋
[00:16:16.520 --> 00:16:19.520]  然後湧到耶穌的面前
[00:16:19.520 --> 00:16:21.520]  又做什麼事
[00:16:21.520 --> 00:16:24.520]  拜他
[00:16:24.520 --> 00:16:27.520]  拜這個動詞對於你和我
[00:16:27.520 --> 00:16:30.520]  不應該陌生
[00:16:30.520 --> 00:16:33.520]  拜這個動詞在希臘文的裡面
[00:16:33.520 --> 00:16:38.520]  原文叫Proskoel
[00:16:38.520 --> 00:16:43.520]  這個字眼其實由兩個字所組成
[00:16:43.520 --> 00:16:45.520]  就是Pros
[00:16:45.520 --> 00:16:47.520]  走到來
[00:16:47.520 --> 00:16:49.520]  向著你
[00:16:49.520 --> 00:16:51.520]  走向你
[00:16:51.520 --> 00:16:53.520]  Koel是什麼意思
[00:16:53.520 --> 00:16:57.520]  Koel這個字眼就說到是sake
[00:16:57.520 --> 00:17:00.520]  kiss
[00:17:00.520 --> 00:17:01.520]  Proskoel
[00:17:01.520 --> 00:17:03.520]  Koel這個字眼
[00:17:03.520 --> 00:17:05.520]  為什麼我說不是陌生
[00:17:05.520 --> 00:17:07.520]  其實因為在馬太福音的裡面
[00:17:07.520 --> 00:17:10.520]  曾經已經用過這個字眼的了
[00:17:10.520 --> 00:17:13.520]  這個字眼曾幾何時
[00:17:13.520 --> 00:17:15.520]  在馬太福音的第二章
[00:17:15.520 --> 00:17:17.520]  第二節的裡面
[00:17:17.520 --> 00:17:20.520]  就同樣用來去介紹到
[00:17:20.520 --> 00:17:25.520]  當時有幾位從東方而來的
[00:17:25.520 --> 00:17:27.520]  博士好
[00:17:27.520 --> 00:17:29.520]  軍王好
[00:17:29.520 --> 00:17:31.520]  有很多種處理方法
[00:17:31.520 --> 00:17:33.520]  或者智者
[00:17:33.520 --> 00:17:35.520]  甚至有些人
[00:17:35.520 --> 00:17:37.520]  更加說到他玩法術的
[00:17:37.520 --> 00:17:39.520]  法術師
[00:17:39.520 --> 00:17:41.520]  大家有興趣的
[00:17:41.520 --> 00:17:43.520]  聽回我在第二章裡面的講道
[00:17:43.520 --> 00:17:45.520]  我相信這幫人
[00:17:45.520 --> 00:17:47.520]  是一幫王族的人
[00:17:47.520 --> 00:17:49.520]  在東方
[00:17:49.520 --> 00:17:52.520]  有智慧地去尋索
[00:17:52.520 --> 00:17:55.520]  在現在巴勒斯坦地
[00:17:55.520 --> 00:17:57.520]  有一位新生的王
[00:17:57.520 --> 00:17:59.520]  已經誕生了
[00:17:59.520 --> 00:18:01.520]  他們來做什麼
[00:18:01.520 --> 00:18:03.520]  第二章第二節說
[00:18:03.520 --> 00:18:08.520]  他們來拜這位新生的王
[00:18:08.520 --> 00:18:11.520]  我當時用了這個字眼去形容
[00:18:11.520 --> 00:18:13.520]  這幫人是一幫
[00:18:13.520 --> 00:18:20.520]  色英雄中英雄的東方王族
[00:18:20.520 --> 00:18:23.520]  同樣用到這個拜的字眼
[00:18:23.520 --> 00:18:25.520]  來介紹這個字
[00:18:25.520 --> 00:18:28.520]  你就會說原來拜這個字眼
[00:18:28.520 --> 00:18:31.520]  是講到疼這個詞
[00:18:31.520 --> 00:18:33.520]  組合prose這個
[00:18:33.520 --> 00:18:35.520]  我們叫做petosition
[00:18:35.520 --> 00:18:37.520]  就是叫做介詞
[00:18:37.520 --> 00:18:40.520]  他前來去疼
[00:18:40.520 --> 00:18:42.520]  如果一會兒是直譯
[00:18:42.520 --> 00:18:45.520]  但是希臘人有些字眼不是這樣譯的
[00:18:45.520 --> 00:18:47.520]  這個字眼其實是用來
[00:18:47.520 --> 00:18:50.520]  很專誠地去到
[00:18:50.520 --> 00:18:53.520]  仰望和這位君王
[00:18:53.520 --> 00:19:00.520]  去進行一個有尊敬的行動
[00:19:00.520 --> 00:19:04.520]  今天我們經常用來講到崇拜
[00:19:04.520 --> 00:19:06.520]  拜這個字眼
[00:19:06.520 --> 00:19:08.520]  只是動詞
[00:19:08.520 --> 00:19:12.520]  不過當你看到馬太福音的時候
[00:19:12.520 --> 00:19:14.520]  講到拜和原來這個字眼
[00:19:14.520 --> 00:19:20.520]  和kiss接吻疼這個字詞有關係的時候
[00:19:20.520 --> 00:19:23.520]  你就會同樣想起另一個人物
[00:19:23.520 --> 00:19:25.520]  也都很出名的
[00:19:25.520 --> 00:19:29.520]  這個人物就是叫做加勒仁尤大
[00:19:29.520 --> 00:19:31.520]  大家還記得
[00:19:31.520 --> 00:19:33.520]  加勒仁尤大
[00:19:33.520 --> 00:19:35.520]  當他要出賣耶穌的時候
[00:19:35.520 --> 00:19:38.520]  他和當時的文士祭司
[00:19:38.520 --> 00:19:42.520]  和羅馬的一批擁護者
[00:19:42.520 --> 00:19:47.520]  就說今晚我會將耶穌交在你們的手上
[00:19:47.520 --> 00:19:50.520]  於是我就給你們一個記號
[00:19:50.520 --> 00:19:52.520]  哪一個是耶穌
[00:19:52.520 --> 00:19:54.520]  我去和他親嘴
[00:19:54.520 --> 00:19:57.520]  和合本的翻譯親嘴
[00:19:57.520 --> 00:20:00.520]  那個就是耶穌
[00:20:00.520 --> 00:20:02.520]  你們就去動手拉他
[00:20:02.520 --> 00:20:04.520]  這段的事件記載了
[00:20:04.520 --> 00:20:09.520]  在馬太福音的第26章第49節裏面
[00:20:09.520 --> 00:20:11.520]  不過
