
[00:00:00.000 --> 00:00:09.000]  各位訂閱者我們很感恩,再一次有機會實體和訂閱者一起去經拜
[00:04:04.000 --> 00:04:06.000]  太陽就變黑了
[00:04:06.000 --> 00:04:09.000]  說到在自然界裡面的一種突變
[00:04:09.000 --> 00:04:11.000]  月亮也不發光
[00:04:11.000 --> 00:04:13.000]  眾星從天墜落
[00:04:13.000 --> 00:04:16.000]  天上的萬象震動
[00:04:16.000 --> 00:04:19.000]  那時人質的徵兆要顯在天上
[00:04:19.000 --> 00:04:22.000]  地上的萬族都要哀哭
[00:04:22.000 --> 00:04:26.000]  明顯他們見到主回來的情況
[00:04:26.000 --> 00:04:28.000]  並且看見人質帶著能力
[00:04:28.000 --> 00:04:30.000]  滿有榮耀
[00:04:30.000 --> 00:04:33.000]  駕駛天上的雲降臨
[00:04:33.000 --> 00:04:37.000]  在一個很震撼的一種情況
[00:04:37.000 --> 00:04:40.000]  主會在大災難之後
[00:04:40.000 --> 00:04:43.000]  會淋到我們當中
[00:04:43.000 --> 00:04:45.000]  《聖經》接著再說
[00:04:45.000 --> 00:04:47.000]  當他回來的時候
[00:04:47.000 --> 00:04:49.000]  他會招聚他的選民
[00:04:49.000 --> 00:04:51.000]  來到他面前
[00:04:51.000 --> 00:04:53.000]  在31節就繼續有提
[00:04:53.000 --> 00:04:57.000]  《聖經》說了在招聚的期間
[00:04:57.000 --> 00:05:02.000]  主對所有自稱為認識主的人
[00:05:02.000 --> 00:05:06.000]  先作審判
[00:05:06.000 --> 00:05:09.000]  《聖經》就提到審判的事情
[00:05:09.000 --> 00:05:11.000]  當然《聖經》接著也了解
[00:05:11.000 --> 00:05:15.000]  當我們說到對屬神的人的審判的時候
[00:05:15.000 --> 00:05:17.000]  《聖經》說了兩個重點
[00:05:17.000 --> 00:05:19.000]  或者兩個方面
[00:05:19.000 --> 00:05:23.000]  第一就是那些誠實信靠主的人
[00:05:23.000 --> 00:05:26.000]  他們會進入神的角度
[00:05:26.000 --> 00:05:29.000]  神會審判哪些是真正信他的
[00:05:29.000 --> 00:05:32.000]  哪些是虛假的
[00:05:32.000 --> 00:05:34.000]  第二的審判就是
[00:05:34.000 --> 00:05:38.000]  所有蒙神恩典進入他的角度的人
[00:05:38.000 --> 00:05:41.000]  會按照他們在世上
[00:05:41.000 --> 00:05:42.000]  他們的生活
[00:05:42.000 --> 00:05:44.000]  他們如何敬畏主
[00:05:44.000 --> 00:05:46.000]  如何忠心於主的情況
[00:05:46.000 --> 00:05:49.000]  得到不同的賞賜
[00:05:49.000 --> 00:05:51.000]  是有賞賜的分別的
[00:05:51.000 --> 00:05:53.000]  有一些是僅僅得救
[00:05:53.000 --> 00:05:55.000]  有一些是豐豐富富
[00:05:55.000 --> 00:05:58.000]  進入神的角度
[00:05:58.000 --> 00:06:00.000]  所以一方面是審判
[00:06:00.000 --> 00:06:04.000]  是否真正得救進入神的角度
[00:06:04.000 --> 00:06:07.000]  另一方面是審判人
[00:06:07.000 --> 00:06:11.000]  得到多少賞賜
[00:06:11.000 --> 00:06:13.000]  當我們看到《馬太坊》中25章
[00:06:13.000 --> 00:06:16.000]  有三個比喻我們都知道
[00:06:16.000 --> 00:06:19.000]  裡面提到的這三類的人
[00:06:19.000 --> 00:06:22.000]  其中有五個愚絕的童女
[00:06:22.000 --> 00:06:24.000]  大家記得那個故事
[00:06:24.000 --> 00:06:26.000]  然後有提到三個僕人
[00:06:26.000 --> 00:06:29.000]  其中一個把銀錢放在哪裡
[00:06:29.000 --> 00:06:32.000]  埋藏在地裡面
[00:06:32.000 --> 00:06:34.000]  有提到一個綿羊山羊
[00:06:34.000 --> 00:06:36.000]  我們今天所看的比喻裡面
[00:06:36.000 --> 00:06:38.000]  那些稱為山羊的人
[00:06:38.000 --> 00:06:42.000]  發覺這三類的情況都有一個特點
[00:06:42.000 --> 00:06:46.000]  就是他們都認為他們認識主
[00:06:46.000 --> 00:06:50.000]  他們稱呼主主主主主
[00:06:50.000 --> 00:06:52.000]  但是相對來說
[00:06:52.000 --> 00:06:56.000]  主表示是不認識他們
[00:06:56.000 --> 00:06:57.000]  主要告訴他們
[00:06:57.000 --> 00:06:59.000]  我是不認識你們
[00:06:59.000 --> 00:07:04.000]  而你們要進入永恆的刑罰裡面
[00:07:04.000 --> 00:07:07.000]  好像《聖經》在《馬太坊》第十三章
[00:07:07.000 --> 00:07:08.000]  大家會記得
[00:07:08.000 --> 00:07:10.000]  《聖經》裡面同時有一個比喻
[00:07:10.000 --> 00:07:13.000]  提到有墨紙和什麼?
[00:07:13.000 --> 00:07:15.000]  記紙
[00:07:15.000 --> 00:07:18.000]  兩種東西一起在田裡面生長
[00:07:18.000 --> 00:07:20.000]  《聖經》解釋就是
[00:07:20.000 --> 00:07:25.000]  碑紙在撒旦放在田裡面
[00:07:25.000 --> 00:07:28.000]  當時的僕人就問主人
[00:07:28.000 --> 00:07:33.000]  需不需要把碑紙拔出來呢?
[00:07:33.000 --> 00:07:34.000]  主人就告訴他
[00:07:34.000 --> 00:07:37.000]  不要留下碑紙
[00:07:37.000 --> 00:07:39.000]  免得在拔出來的時候
[00:07:39.000 --> 00:07:41.000]  連墨紙都拔出來
[00:07:41.000 --> 00:07:44.000]  會傷害到其他的墨紙
[00:07:44.000 --> 00:07:46.000]  所以將它留下
[00:07:46.000 --> 00:07:49.000]  但是《聖經》跟著所說的話
[00:07:49.000 --> 00:07:52.000]  是需要我們很留心去記住的
[00:07:52.000 --> 00:07:55.000]  就是《聖經》十三章下面再說
[00:07:55.000 --> 00:07:56.000]  它說
[00:07:56.000 --> 00:07:58.000]  在世代終結的時候
[00:07:58.000 --> 00:08:01.000]  主要差遣他的天使
[00:08:01.000 --> 00:08:04.000]  把一切使人犯罪的事情
[00:08:04.000 --> 00:08:06.000]  和不法之徒
[00:08:06.000 --> 00:08:12.000]  從他的國中拔出
[00:08:12.000 --> 00:08:13.000]  在世上的時候
[00:08:13.000 --> 00:08:16.000]  主人未必會作這個審判
[00:08:16.000 --> 00:08:18.000]  但當他再回來的時候
[00:08:18.000 --> 00:08:20.000]  他會差遣天使
[00:08:20.000 --> 00:08:21.000]  把這些碑紙
[00:08:21.000 --> 00:08:24.000]  在他的國中拔出來
[00:08:24.000 --> 00:08:26.000]  這正是給我們思想到
[00:08:26.000 --> 00:08:28.000]  今天我們所讀的25章裡面
[00:08:28.000 --> 00:08:31.000]  一個分別綿羊山羊的比喻
[00:08:31.000 --> 00:08:34.000]  也在說同樣的事情
[00:08:34.000 --> 00:08:36.000]  在32節剛才我們讀過的
[00:08:36.000 --> 00:08:37.000]  我請大家再看一看
[00:08:37.000 --> 00:08:41.000]  25章的32節
[00:08:41.000 --> 00:08:42.000]  《聖經》裡面就說
[00:08:42.000 --> 00:08:43.000]  它說
[00:08:43.000 --> 00:08:46.000]  萬族要聚集在他面前
[00:08:46.000 --> 00:08:48.000]  他要把他們彼此分開
[00:08:48.000 --> 00:08:54.000]  好像牧羊人把綿羊和山羊分開一樣
[00:08:54.000 --> 00:08:58.000]  請提到萬族要聚集在主的面前
[00:08:58.000 --> 00:09:00.000]  這裡所說的萬族
[00:09:00.000 --> 00:09:05.000]  我相信是被認為神國的子民
[00:09:05.000 --> 00:09:10.000]  也是很多自己稱自己為認識主的人
[00:09:10.000 --> 00:09:12.000]  在英國的萬族當中
[00:09:12.000 --> 00:09:13.000]  也有這些人
[00:09:13.000 --> 00:09:18.000]  聖經把他們提到聚集到主的面前
[00:09:18.000 --> 00:09:22.000]  但主要做一件事情就是把他們分開
[00:09:22.000 --> 00:09:27.000]  有一個很明確的分類行動出現了
[00:09:27.000 --> 00:09:30.000]  這裡提到的綿羊和山羊
[00:09:30.000 --> 00:09:32.000]  當時的人一聽見他們很明白
[00:09:32.000 --> 00:09:34.000]  因為當時牧羊人
[00:09:34.000 --> 00:09:36.000]  他們去牧養羊群的時候
[00:09:36.000 --> 00:09:38.000]  綿羊山羊一起出外
[00:09:38.000 --> 00:09:40.000]  這裡去吃草
[00:09:40.000 --> 00:09:43.000]  到了晚上回到羊欄的時候
[00:09:43.000 --> 00:09:47.000]  牧羊人會把兩類羊分別出來
[00:09:47.000 --> 00:09:53.000]  綿羊就要把他們放在室外通風的地方
[00:09:53.000 --> 00:09:58.000]  山羊就要把牠放在室內有遮蔽的地方
[00:09:58.000 --> 00:10:00.000]  因為牠們怕冷
[00:10:00.000 --> 00:10:04.000]  你可以想像山羊多毛還是綿羊多毛
[00:10:04.000 --> 00:10:06.000]  所以牠們需要分別出來
[00:10:06.000 --> 00:10:10.000]  給牠們比較暖和的地方
[00:10:10.000 --> 00:10:15.000]  可能山羊整天都和綿羊一起吃草
[00:10:15.000 --> 00:10:18.000]  或者牠覺得我也是綿羊
[00:10:18.000 --> 00:10:19.000]  一起進去吧
[00:10:19.000 --> 00:10:22.000]  或者一起出去空曠的地方
[00:10:22.000 --> 00:10:25.000]  但是牧羊人很清楚知道
[00:10:25.000 --> 00:10:27.000]  哪些是綿羊哪些是山羊
[00:10:27.000 --> 00:10:30.000]  一看就知道
[00:10:30.000 --> 00:10:33.000]  所以牠會把牠們分別出來
[00:10:33.000 --> 00:10:38.000]  當主人分別了二者去向的時候
[00:10:38.000 --> 00:10:41.000]  你會發覺之間有很大的分別
[00:10:41.000 --> 00:10:44.000]  可以說是天淵之別
[00:10:44.000 --> 00:10:47.000]  看了34節
[00:10:47.000 --> 00:10:51.000]  你會看到,先看到34節
[00:11:01.000 --> 00:11:04.000]  這是對綿羊所講的
[00:11:04.000 --> 00:11:08.000]  然後看著山羊41節
[00:11:08.000 --> 00:11:13.000]  黃右對25章的41節
[00:11:13.000 --> 00:11:15.000]  請就看到
[00:11:29.000 --> 00:11:32.000]  當你小心看的時候,你會發現分別太大了
[00:11:32.000 --> 00:11:36.000]  這位主人,他以一個君王成形提到
[00:11:36.000 --> 00:11:37.000]  他是王
[00:11:37.000 --> 00:11:39.000]  一個君王的身份
[00:11:39.000 --> 00:11:43.000]  宣告這些綿羊是蒙福的
[00:11:43.000 --> 00:11:45.000]  山羊是被奏了的
[00:11:45.000 --> 00:11:47.000]  綿羊得到進入神的國
[00:11:47.000 --> 00:11:53.000]  但是綿羊,山羊卻要離開主的面
[00:11:53.000 --> 00:11:54.000]  離開主的同在
[00:11:54.000 --> 00:11:58.000]  進入永恆的火裡
[00:11:58.000 --> 00:12:02.000]  當主人所講到,我小時候都可以預兆的時候
[00:12:02.000 --> 00:12:05.000]  特別提到很多他的指紋
[00:12:05.000 --> 00:12:08.000]  你要去預備來見我
[00:12:08.000 --> 00:12:11.000]  在當中,剛才所講的三個比喻裏面
[00:12:11.000 --> 00:12:13.000]  同類的比喻,三瀑人的比喻
[00:12:13.000 --> 00:12:15.000]  和綿羊山羊的比喻
[00:12:15.000 --> 00:12:18.000]  都說明了一件事情
[00:12:18.000 --> 00:12:19.000]  在主在留的時候
[00:12:19.000 --> 00:12:23.000]  有一個很重大的分開的行動
[00:12:23.000 --> 00:12:26.000]  是要把人分開出來
[00:12:26.000 --> 00:12:28.000]  因此你要準備好
[00:12:28.000 --> 00:12:32.000]  到時你是能夠被分別出來
[00:12:32.000 --> 00:12:36.000]  是進入神的國
[00:12:36.000 --> 00:12:39.000]  我們看到24章的時候
[00:12:39.000 --> 00:12:42.000]  你會記得主講到很多不同的預兆
[00:12:42.000 --> 00:12:45.000]  很多人在近幾年的時候
[00:12:45.000 --> 00:12:49.000]  不斷都會講到活世的預兆是些什麼
[00:12:49.000 --> 00:12:52.000]  無論是哪一方面
[00:12:52.000 --> 00:12:55.000]  我想當你有機會聽到這些分析的時候
[00:12:55.000 --> 00:12:57.000]  你一定都會體會到
[00:12:57.000 --> 00:13:01.000]  主所講的那些活世的災難已經出現
[00:13:01.000 --> 00:13:04.000]  而且是越來越頻密
[00:13:04.000 --> 00:13:07.000]  在不同的世界地方出現
[00:13:07.000 --> 00:13:11.000]  饑荒、戰爭
[00:13:11.000 --> 00:13:15.000]  和很多地震等等的事情
[00:13:15.000 --> 00:13:19.000]  一直這樣看到在這個世界出現
[00:13:19.000 --> 00:13:21.000]  但當主講述到這些事情的時候
[00:13:21.000 --> 00:13:23.000]  他接著講
[00:13:23.000 --> 00:13:27.000]  你們要留心從無花果樹學習一個比方
[00:13:27.000 --> 00:13:29.000]  我們剛剛在這段時間
[00:13:29.000 --> 00:13:31.000]  神燈祈禱會也一直有提到
[00:13:31.000 --> 00:13:33.000]  就是你發覺如果你看到無花果樹
[00:13:33.000 --> 00:13:35.000]  它長出一些亂芽
[00:13:35.000 --> 00:13:39.000]  它開始有些樹葉開始新生出來
[00:13:39.000 --> 00:13:41.000]  你就知道什麼
[00:13:41.000 --> 00:13:45.000]  夏天近了
[00:13:45.000 --> 00:13:48.000]  當你看到這個世界
[00:13:48.000 --> 00:13:50.000]  出現了很多這些災難的時候
[00:13:50.000 --> 00:13:54.000]  你知道主快回來了
[00:13:54.000 --> 00:13:58.000]  我想回到兩三個月之前
[00:13:58.000 --> 00:14:02.000]  我在公園做運動的時候
[00:14:02.000 --> 00:14:04.000]  有一次停下來看
[00:14:04.000 --> 00:14:10.000]  真的多了很多綠色的亂芽出來
[00:14:10.000 --> 00:14:12.000]  當時有感覺
[00:14:12.000 --> 00:14:14.000]  春天又到了
[00:14:14.000 --> 00:14:18.000]  但其實我都不用等多久
[00:14:18.000 --> 00:14:20.000]  突然發覺非常熱
[00:14:20.000 --> 00:14:24.000]  不單是春天,夏天已經到了
[00:14:24.000 --> 00:14:26.000]  師兄就告訴我們
[00:14:26.000 --> 00:14:28.000]  你們要留意
[00:14:28.000 --> 00:14:30.000]  當看到這些事情的時候
[00:14:30.000 --> 00:14:34.000]  主已經在門口了
[00:14:34.000 --> 00:14:38.000]  你知道在門口是什麼意思嗎?
[00:14:38.000 --> 00:14:40.000]  已經在門口了
[00:14:40.000 --> 00:14:42.000]  意味著隨時一開門
[00:14:42.000 --> 00:14:46.000]  它就進入來了
[00:14:46.000 --> 00:14:48.000]  它說既然是這樣
[00:14:48.000 --> 00:14:50.000]  我們要好好準備
[00:14:50.000 --> 00:14:54.000]  因為主快會來
[00:14:54.000 --> 00:14:58.000]  以至我們在主分別二者的時候
[00:14:58.000 --> 00:15:00.000]  我們能夠進入神的國度
[00:15:00.000 --> 00:15:02.000]  另一方面我們再看
[00:15:02.000 --> 00:15:04.000]  就是有這樣的情形
[00:15:04.000 --> 00:15:06.000]  師兄就提醒我們
[00:15:06.000 --> 00:15:08.000]  就是上帝分別的時候
[00:15:08.000 --> 00:15:10.000]  用什麼準則呢?
[00:15:10.000 --> 00:15:12.000]  他的標準在哪裡呢?
[00:15:12.000 --> 00:15:14.000]  他的因素在哪裡呢?
[00:15:14.000 --> 00:15:18.000]  剛才我讀過的第35到36節
[00:15:18.000 --> 00:15:20.000]  你再看一看
[00:15:20.000 --> 00:15:22.000]  請看35節
[00:15:42.000 --> 00:15:45.000]  分別出來進入神的國
[00:15:45.000 --> 00:15:46.000]  是因為
[00:15:46.000 --> 00:15:48.000]  用一個很清晰的字眼
[00:15:48.000 --> 00:15:54.000]  因為當人在困難的處境裏面
[00:15:54.000 --> 00:15:56.000]  你去供應他的需要
[00:15:56.000 --> 00:15:58.000]  去幫助他
[00:15:58.000 --> 00:16:02.000]  以至你被分別出來
[00:16:02.000 --> 00:16:06.000]  這些綿羊已經稱為二人
[00:16:06.000 --> 00:16:08.000]  他們覺得很不明白
[00:16:08.000 --> 00:16:10.000]  他們說我們都沒有遇見你
[00:16:10.000 --> 00:16:12.000]  什麼時候見過你
[00:16:12.000 --> 00:16:16.000]  什麼時候你有飢餓的時候
[00:16:16.000 --> 00:16:18.000]  我們給你吃呢?
[00:16:18.000 --> 00:16:20.000]  一直問這些問題
[00:16:20.000 --> 00:16:22.000]  所以你看到在37節之下
[00:16:22.000 --> 00:16:24.000]  二人就不斷回答
[00:16:24.000 --> 00:16:26.000]  他說主啊
[00:16:26.000 --> 00:16:28.000]  我們什麼時候見你餓了
[00:16:28.000 --> 00:16:30.000]  就給你吃呢?
[00:16:30.000 --> 00:16:32.000]  見你渴了
[00:16:32.000 --> 00:16:34.000]  你口渴了
[00:16:34.000 --> 00:16:36.000]  你需要水就給你渴呢?
[00:16:36.000 --> 00:16:38.000]  他說我們都不知道這個事
[00:16:38.000 --> 00:16:40.000]  大家會留意
[00:16:40.000 --> 00:16:42.000]  當聖經這樣說的時候
[00:16:42.000 --> 00:16:46.000]  絕對不是說我們靠著行為得救
[00:16:46.000 --> 00:16:48.000]  我們做了某些善行
[00:16:48.000 --> 00:16:50.000]  所以就得救了
[00:16:50.000 --> 00:16:52.000]  聖經在說的是
[00:16:52.000 --> 00:16:54.000]  是藉著你愛心的行為
[00:16:54.000 --> 00:16:58.000]  表現出一個真實信靠主的心
[00:16:58.000 --> 00:17:00.000]  聖經在說的是
[00:17:00.000 --> 00:17:04.000]  你很多愛心的憐憫人的行動
[00:17:04.000 --> 00:17:06.000]  不是你得救的根據
[00:17:06.000 --> 00:17:10.000]  而是你屬於主的證據
[00:17:10.000 --> 00:17:12.000]  你的生命的本質
[00:17:12.000 --> 00:17:14.000]  是經屬神
[00:17:14.000 --> 00:17:16.000]  是經信主的
[00:17:16.000 --> 00:17:18.000]  因此你在行為當中表現出
[00:17:18.000 --> 00:17:20.000]  這種愛心的行動
[00:17:20.000 --> 00:17:22.000]  來證明你真實地
[00:17:22.000 --> 00:17:24.000]  來信靠主
[00:17:24.000 --> 00:17:26.000]  當然當你這樣看的時候
[00:17:26.000 --> 00:17:28.000]  你會發覺很多時候
[00:17:28.000 --> 00:17:30.000]  我們在生活上
[00:17:30.000 --> 00:17:32.000]  我們未必是
[00:17:32.000 --> 00:17:34.000]  做很多很多不同的
[00:17:34.000 --> 00:17:36.000]  慈善或者愛人的活動
[00:17:36.000 --> 00:17:38.000]  但是你發覺聖經特別提到
[00:17:38.000 --> 00:17:40.000]  在生活上你總會遇到
[00:17:40.000 --> 00:17:42.000]  一些有需要的人
[00:17:42.000 --> 00:17:44.000]  有需要的機會
[00:17:44.000 --> 00:17:46.000]  在這個情況之下
[00:17:46.000 --> 00:17:48.000]  這個屬神的人
[00:17:48.000 --> 00:17:50.000]  他會很自發
[00:17:50.000 --> 00:17:52.000]  很自然地
[00:17:52.000 --> 00:17:54.000]  去將那種愛的行動
[00:17:54.000 --> 00:17:56.000]  活出來
[00:17:56.000 --> 00:17:58.000]  是有所行動的
[00:17:58.000 --> 00:18:00.000]  是很自然地去回應出來
[00:18:00.000 --> 00:18:02.000]  甚至會願意
[00:18:02.000 --> 00:18:04.000]  去作出一些犧牲
[00:18:04.000 --> 00:18:06.000]  對應著不同的需要
[00:18:06.000 --> 00:18:08.000]  飢餓的
[00:18:08.000 --> 00:18:09.000]  渴的
[00:18:09.000 --> 00:18:10.000]  被捆綁的
[00:18:10.000 --> 00:18:12.000]  失去自由的
[00:18:12.000 --> 00:18:14.000]  在不同的情況之下對應著
[00:18:14.000 --> 00:18:16.000]  這些需要來作出幫助
[00:18:16.000 --> 00:18:18.000]  而且當你對做的時候
[00:18:18.000 --> 00:18:20.000]  甚至自己內心都不是
[00:18:20.000 --> 00:18:22.000]  意識到是為主
[00:18:22.000 --> 00:18:24.000]  做的
[00:18:24.000 --> 00:18:26.000]  他不是想
[00:18:26.000 --> 00:18:28.000]  積一些功德
[00:18:28.000 --> 00:18:30.000]  或者要積一些分
[00:18:30.000 --> 00:18:32.000]  將來有什麼好處
[00:18:32.000 --> 00:18:34.000]  是一個很真實的
[00:18:34.000 --> 00:18:36.000]  自然從
[00:18:36.000 --> 00:18:38.000]  生命當中
[00:18:38.000 --> 00:18:40.000]  活出來的一種表現
[00:18:40.000 --> 00:18:42.000]  而對方是誰
[00:18:42.000 --> 00:18:44.000]  聖經似乎很清楚地
[00:18:44.000 --> 00:18:46.000]  去說一件事情
[00:18:46.000 --> 00:18:48.000]  沒有說對象是什麼的人
[00:18:48.000 --> 00:18:50.000]  但是有需要的人
[00:18:50.000 --> 00:18:52.000]  無論這些人是否值得
[00:18:52.000 --> 00:18:54.000]  幫
[00:18:54.000 --> 00:18:56.000]  屬神的人
[00:18:56.000 --> 00:18:58.000]  會自然地願意
[00:18:58.000 --> 00:19:00.000]  回應他們的需要
[00:19:00.000 --> 00:19:04.000]  當我來讀這段經文的時候
[00:19:04.000 --> 00:19:06.000]  剛剛
[00:19:06.000 --> 00:19:08.000]  有一位智妹遇到
[00:19:08.000 --> 00:19:10.000]  跟我聊天分享
[00:19:10.000 --> 00:19:12.000]  她很主動地跟我講
[00:19:12.000 --> 00:19:14.000]  一位智妹她已經剛剛退休
[00:19:14.000 --> 00:19:16.000]  但有人請她去
[00:19:16.000 --> 00:19:18.000]  一間小學幫忙做
[00:19:18.000 --> 00:19:20.000]  代課
[00:19:20.000 --> 00:19:22.000]  她又說到當她去到的時候
[00:19:22.000 --> 00:19:24.000]  見到一間學校的學生
[00:19:24.000 --> 00:19:26.000]  都是
[00:19:26.000 --> 00:19:28.000]  比較大人去教導
[00:19:28.000 --> 00:19:30.000]  其中有一個學生
[00:19:30.000 --> 00:19:32.000]  特別是脾氣很暴躁
[00:19:32.000 --> 00:19:34.000]  到處罵同學
[00:19:34.000 --> 00:19:36.000]  對老師很不禮貌
[00:19:36.000 --> 00:19:40.000]  這位姐妹見到這種情況
[00:19:40.000 --> 00:19:42.000]  都留在心裏留意
[00:19:42.000 --> 00:19:44.000]  為她祈禱
[00:19:44.000 --> 00:19:46.000]  有一次見到她的時候
[00:19:46.000 --> 00:19:48.000]  她又在罵人
[00:19:48.000 --> 00:19:50.000]  她就走過去
[00:19:50.000 --> 00:19:52.000]  你過來我幫你祈禱
[00:19:52.000 --> 00:19:54.000]  這學生看著她
[00:19:54.000 --> 00:19:56.000]  不知道老師突然想做些什麼
[00:19:56.000 --> 00:19:58.000]  老師就說不是你祈禱
[00:19:58.000 --> 00:20:00.000]  我幫你祈禱
[00:20:00.000 --> 00:20:02.000]  她就看著老師
[00:20:02.000 --> 00:20:04.000]  一顆星都不出
[00:20:04.000 --> 00:20:06.000]  姐妹就說
[00:20:06.000 --> 00:20:08.000]  她當時就立刻
[00:20:08.000 --> 00:20:10.000]  牽著她的手為她祈禱
[00:20:10.000 --> 00:20:12.000]  但想不到
[00:20:12.000 --> 00:20:14.000]  當她為她祈禱的時候
[00:20:14.000 --> 00:20:16.000]  這位學生
[00:20:16.000 --> 00:20:18.000]  五六年級的時候
[00:20:18.000 --> 00:20:20.000]  突然就哭起來
[00:20:20.000 --> 00:20:22.000]  一直流眼淚
[00:20:22.000 --> 00:20:24.000]  之後
[00:20:24.000 --> 00:20:26.000]  老師有機會問她一些情況
[00:20:26.000 --> 00:20:28.000]  發現原來她的家庭很複雜
[00:20:28.000 --> 00:20:30.000]  從來沒有人去疼愛她
[00:20:30.000 --> 00:20:32.000]  家裡打打罵罵
[00:20:32.000 --> 00:20:36.000]  然後老師就告訴她
[00:20:36.000 --> 00:20:38.000]  她說你知道
[00:20:38.000 --> 00:20:40.000]  即使沒有人愛你
[00:20:40.000 --> 00:20:42.000]  有一位天父愛你
[00:20:42.000 --> 00:20:44.000]  老師也愛你
