
[00:00:00.000 --> 00:00:02.000]  打算讓薛牧師介紹一下
[00:02:34.000 --> 00:02:38.000]  可能有一點問題 或者最近心情不好 想自尋短見
[00:02:38.000 --> 00:02:43.000]  一般都是希望享受長一點 受苦短一點
[00:02:43.000 --> 00:02:47.000]  有些人如果我問你選哪一種 聰明人就說兩樣都不選
[00:02:47.000 --> 00:02:51.000]  為什麼呢 我想一輩子享福 永遠享福
[00:02:51.000 --> 00:02:55.000]  這個不是聰明 這是貪心 也是很正常的
[00:02:55.000 --> 00:03:00.000]  一般人都是這樣的 希望什麼 所謂相喜臨門
[00:03:00.000 --> 00:03:04.000]  都是希望這樣的 這個是聰明的
[00:03:04.000 --> 00:03:08.000]  但是可不可以這樣呢 就在乎我們的選擇是怎樣
[00:03:08.000 --> 00:03:13.000]  有些人一輩子為了這一輩子享受 不想到將來
[00:03:13.000 --> 00:03:17.000]  有些人為了短暫的享福 可能會一輩子後悔
[00:03:17.000 --> 00:03:19.000]  我想你明白這句話是什麼意思
[00:03:19.000 --> 00:03:23.000]  有些人為了短暫的快樂 可以後悔一生
[00:03:23.000 --> 00:03:28.000]  我聽我認識很多親戚和朋友 到今天都去到後悔
[00:03:28.000 --> 00:03:31.000]  我經常跟他說 其實後悔沒有用
[00:03:31.000 --> 00:03:36.000]  中國人有句話怎麼說 囂張不努力 老大徒傷悲
[00:03:36.000 --> 00:03:42.000]  到你老了 幾十歲了 沒可能回去讀回中學
[00:03:42.000 --> 00:03:46.000]  不是不可以回去 是你讀不來 你明不明
[00:03:46.000 --> 00:03:50.000]  你讀不來 有一次我太太給我看一篇文章
[00:03:50.000 --> 00:03:52.000]  叫做題目叫你點知你老
[00:03:52.000 --> 00:03:56.000]  裡面很簡單 其中有一句 有好幾句
[00:03:56.000 --> 00:03:58.000]  我不知道有沒有在團體上說過
[00:03:58.000 --> 00:04:01.000]  一個就是當你出去吃牛扒 你一口咬下去 牛扒沒有動
[00:04:01.000 --> 00:04:05.000]  不過棚架就留在這裡 這個真的很老
[00:04:05.000 --> 00:04:09.000]  另外一個就是坐在搖椅上 你搖都搖不動
[00:04:09.000 --> 00:04:12.000]  即是你很老了 第三天家裡點蠟燭沒有開燈
[00:04:12.000 --> 00:04:15.000]  不是為了浪漫剔黑 是為了省電
[00:04:15.000 --> 00:04:18.000]  那你真的很老了 因為你不懂什麼叫情調
[00:04:18.000 --> 00:04:21.000]  第四有很多 其中一個第四個說什麼
[00:04:21.000 --> 00:04:26.000]  當你走到人生的高峰的時候 發現你爬錯了山
[00:04:26.000 --> 00:04:31.000]  這個就很痛苦 是不是 走到最後發現走錯了
[00:04:31.000 --> 00:04:36.000]  沒得後悔的 人只有一個十七歲 只有一個二十歲
[00:04:36.000 --> 00:04:40.000]  沒得回頭 雖然你經常聽到有人說我永遠都二十五歲
[00:04:40.000 --> 00:04:43.000]  他可以說他永遠二十五歲 但你知道他不是二十五歲
[00:04:43.000 --> 00:04:47.000]  你說而已 但你知事實是不會這樣的
[00:04:47.000 --> 00:04:51.000]  不要為了一時的享受而一生的後悔
[00:04:51.000 --> 00:04:55.000]  不要為了一生的享受而忘記永遠的福樂
[00:04:55.000 --> 00:04:58.000]  這個是問題 人一世享福其實沒有錯的
[00:04:58.000 --> 00:05:01.000]  人望高處都沒有錯的 人享受沒有錯
[00:05:01.000 --> 00:05:05.000]  有一次我和一位女士說耶穌
[00:05:05.000 --> 00:05:08.000]  是她朋友叫我和她說的 說著說著的時候
[00:05:08.000 --> 00:05:11.000]  她突然問我一個問題 她說信了耶穌
[00:05:11.000 --> 00:05:14.000]  可不可以享福的 可不可以享受人生的
[00:05:14.000 --> 00:05:19.000]  我說為什麼不可以 她說聽聞基督徒很虛空的
[00:05:19.000 --> 00:05:23.000]  虛空虛空的傳道書 很可憐的
[00:05:23.000 --> 00:05:26.000]  好像要吃齋一樣的 我說你們到底搞什麼宗教呢
[00:05:26.000 --> 00:05:29.000]  我說基督徒不是的 我就問她
[00:05:29.000 --> 00:05:32.000]  你覺得我是不是很辛苦 你覺得我是不是很痛苦
[00:05:32.000 --> 00:05:35.000]  你覺得我是不是很空虛 她說看你又不像
[00:05:35.000 --> 00:05:38.000]  我說我根本就不是空虛 我又不是痛苦
[00:05:38.000 --> 00:05:42.000]  我又不是覺得很辛苦 我沒有這樣的東西
[00:05:42.000 --> 00:05:46.000]  其實基督徒信了耶穌之後 不是不可以享受人生
[00:05:46.000 --> 00:05:50.000]  但更重要的是人生之後我們有個盼望 有個確具
[00:05:50.000 --> 00:05:53.000]  這個才重要 人一世享福不是問題
[00:05:53.000 --> 00:05:56.000]  但不要不顧一切去享福
[00:05:56.000 --> 00:05:59.000]  很多人你聽過 他一世為了賺錢
[00:05:59.000 --> 00:06:02.000]  為了賺錢忘記了很多更重要的東西
[00:06:02.000 --> 00:06:05.000]  有時健康沒有了 有時家庭沒有了
[00:06:05.000 --> 00:06:08.000]  有時甚至道德都放棄
[00:06:08.000 --> 00:06:11.000]  他拿到的有時他都不能夠享受
[00:06:11.000 --> 00:06:13.000]  他拿到的有時他都很後悔
[00:06:13.000 --> 00:06:16.000]  這樣的人生我覺得是一個可悲的人生
[00:06:16.000 --> 00:06:20.000]  如果人生只有今世沒有來世 我覺得也是可悲的人生
[00:06:20.000 --> 00:06:24.000]  人不要為了享福 今生享福而忘記永恆
[00:06:24.000 --> 00:06:28.000]  人一世享福沒錯 但有些東西是不可以沒有的
[00:06:28.000 --> 00:06:30.000]  有些東西是不可以沒有的
[00:06:30.000 --> 00:06:33.000]  有一次我太太叫我去買東西 其實沒有什麼東西
[00:06:33.000 --> 00:06:36.000]  叫我去買麵包 說好啊好啊我去買麵包
[00:06:36.000 --> 00:06:39.000]  很聽話的 買麵包而已 去買麵包
[00:06:39.000 --> 00:06:44.000]  去到超市的時候突然發現那間超市是五週年大減價
[00:06:44.000 --> 00:06:47.000]  看到有很多的Banner寫著買二送一
[00:06:47.000 --> 00:06:50.000]  有些又怎樣怎樣 很多折頭
[00:06:50.000 --> 00:06:52.000]  你知道做老公經常被老婆罵什麼呢
[00:06:52.000 --> 00:06:55.000]  就是不懂買便宜的東西
[00:06:55.000 --> 00:06:58.000]  老公經常不明白老婆為什麼經常買便宜的東西
[00:06:58.000 --> 00:07:00.000]  無論有用沒用都要先買回來
[00:07:00.000 --> 00:07:03.000]  有時候我老婆買了東西回來 我說買來幹嘛 因為減價
[00:07:03.000 --> 00:07:06.000]  三折啊 你有沒有聽過三折
[00:07:06.000 --> 00:07:09.000]  他說三折的東西怎麼可以不買
[00:07:09.000 --> 00:07:13.000]  我問他有什麼用 他說總之減價就一定要買
[00:07:13.000 --> 00:07:16.000]  但他又不明白老公為什麼經常不懂買便宜的東西
[00:07:16.000 --> 00:07:19.000]  總是要用的時候就去買 不減價都買
[00:07:19.000 --> 00:07:21.000]  覺得老公很蠢 那次進到超市
[00:07:21.000 --> 00:07:25.000]  我記得老婆說過的東西 今次我要威風一次
[00:07:25.000 --> 00:07:29.000]  減價嘛 那我就買很多東西
[00:07:29.000 --> 00:07:32.000]  買了幾袋 拿回門口跟老婆說
[00:07:32.000 --> 00:07:35.000]  那間超市五週年大減價 你看買了多少
[00:07:35.000 --> 00:07:39.000]  有些買二送一 有些就四折 有些就六折 有些就八折
[00:07:39.000 --> 00:07:41.000]  我老婆說這麼厲害啊 這麼厲害啊
[00:07:41.000 --> 00:07:44.000]  然後他就問 麵包呢 我就說沒有買
[00:07:44.000 --> 00:07:47.000]  我什麼都買了就沒有買麵包
[00:07:47.000 --> 00:07:50.000]  我老婆說的話很正經的 她說減價的東西要買
[00:07:50.000 --> 00:07:54.000]  不過我叫你買的麵包就不可以不買
[00:07:54.000 --> 00:07:57.000]  你明不明白啊 那個是重要的使命啊
[00:07:57.000 --> 00:08:00.000]  那些是一些消遣而已 買便宜的東西
[00:08:00.000 --> 00:08:02.000]  便宜的東西不是不好買
[00:08:02.000 --> 00:08:05.000]  不過麵包一定要買 叫我回去買
[00:08:05.000 --> 00:08:07.000]  那我也回去買了
[00:08:07.000 --> 00:08:10.000]  人生是這樣的 你要讀書 你要工作 你要享福
[00:08:10.000 --> 00:08:12.000]  你要身體健康 這些沒有錯
[00:08:12.000 --> 00:08:15.000]  你要長壽 這些都沒有錯的
[00:08:15.000 --> 00:08:17.000]  有什麼問題呢 沒問題的
[00:08:17.000 --> 00:08:20.000]  有些人要名都沒有錯的 要地位都沒有錯的
[00:08:20.000 --> 00:08:24.000]  但是不要忘記 原來人生有一天會走完的
[00:08:24.000 --> 00:08:26.000]  我們經常聽電視劇的金句叫什麼
[00:08:26.000 --> 00:08:28.000]  人生有多少個十年
[00:08:28.000 --> 00:08:30.000]  其實有時候我反過來問
[00:08:30.000 --> 00:08:33.000]  不要說多少個十年 人生有多少個一年呢
[00:08:33.000 --> 00:08:35.000]  其實都真的不是很多的
[00:08:35.000 --> 00:08:38.000]  你知道什麼叫有限嗎 這些就叫有限
[00:08:38.000 --> 00:08:42.000]  比你再長命 我岳父92歲才離開世界
[00:08:42.000 --> 00:08:46.000]  我認識有一個人是我的書人生除不第一篇
[00:08:46.000 --> 00:08:48.000]  我沒有記錯是115歲
[00:08:48.000 --> 00:08:50.000]  不知是105歲還是115歲
[00:08:50.000 --> 00:08:52.000]  好像是105歲
[00:08:52.000 --> 00:08:55.000]  真的很長命 我媽媽跟我說什麼呢
[00:08:55.000 --> 00:08:58.000]  兒子呀 不要讓我這麼長命
[00:08:58.000 --> 00:09:00.000]  哇 這麼長命 不知道怎麼過
[00:09:00.000 --> 00:09:02.000]  太長了
[00:09:02.000 --> 00:09:05.000]  你明白人生有限 多長命都好
[00:09:05.000 --> 00:09:07.000]  都會走到最後的一步
[00:09:07.000 --> 00:09:10.000]  不要只想著今世好好做人
[00:09:10.000 --> 00:09:13.000]  都要來世好好繼續活下去才對
[00:09:13.000 --> 00:09:16.000]  所以我經常勸人們說 不是說信耶穌就沒有今世
[00:09:16.000 --> 00:09:18.000]  信耶穌是有今世有來世
[00:09:18.000 --> 00:09:20.000]  兩樣都有才對
[00:09:20.000 --> 00:09:22.000]  不要為享福而忘記永恆
[00:09:22.000 --> 00:09:24.000]  有一篇文章叫interview with God
[00:09:24.000 --> 00:09:27.000]  做人做到不像不會死
[00:09:27.000 --> 00:09:29.000]  死的時候就不要好像沒做過人
[00:09:29.000 --> 00:09:31.000]  其實英文就好聽一點
[00:09:31.000 --> 00:09:33.000]  不要live as you will never die
[00:09:33.000 --> 00:09:35.000]  and die as you have never lived
[00:09:35.000 --> 00:09:37.000]  有些人真的很可悲
[00:09:37.000 --> 00:09:39.000]  一輩子做完之後 哎呀我做完了
[00:09:39.000 --> 00:09:41.000]  是的 完了 完了
[00:09:41.000 --> 00:09:43.000]  沒得回頭 沒得rewind
[00:09:43.000 --> 00:09:45.000]  有齣叫做同夢奇緣
[00:09:45.000 --> 00:09:46.000]  不知道有沒有人看過呢
[00:09:46.000 --> 00:09:48.000]  劉德華很多人看過 劉德華做的
[00:09:48.000 --> 00:09:50.000]  他是有個科學家幫他長大了
[00:09:50.000 --> 00:09:52.000]  長大之後他後悔 想年輕一點
[00:09:52.000 --> 00:09:54.000]  科學家說了兩句話
[00:09:54.000 --> 00:09:56.000]  不知道你們記不記得
[00:09:56.000 --> 00:09:59.000]  人生可喜的 是不用重頭再來
[00:09:59.000 --> 00:10:02.000]  人生可悲的 是不可以重頭再來
[00:10:02.000 --> 00:10:04.000]  人生就是這樣的
[00:10:04.000 --> 00:10:07.000]  單程路 走完就完了
[00:10:07.000 --> 00:10:09.000]  沒得打U-turn的 沒得回頭
[00:10:09.000 --> 00:10:11.000]  有些移民過來加拿大的人
[00:10:11.000 --> 00:10:12.000]  我經常問他們
[00:10:12.000 --> 00:10:14.000]  來了一整年喜歡加拿大什麼
[00:10:14.000 --> 00:10:16.000]  他說加拿大最好是什麼呢
[00:10:16.000 --> 00:10:17.000]  你猜是什麼呢
[00:10:17.000 --> 00:10:19.000]  他們很多人都這樣說
[00:10:19.000 --> 00:10:21.000]  買東西可以退
[00:10:21.000 --> 00:10:23.000]  很多地方不行的
[00:10:23.000 --> 00:10:25.000]  所以他的朋友家裡見到
[00:10:25.000 --> 00:10:27.000]  坐的椅子牌沒有剪
[00:10:27.000 --> 00:10:29.000]  膠套沒有脫
[00:10:29.000 --> 00:10:31.000]  我說為什麼不脫 可能退的
[00:10:31.000 --> 00:10:33.000]  是不是 我們經常說以前
[00:10:33.000 --> 00:10:35.000]  有時候國內的同胞穿的衣服
[00:10:35.000 --> 00:10:37.000]  牌子沒有剪 我們現在都一樣
[00:10:37.000 --> 00:10:40.000]  吊著牌子 隨時退的
[00:10:40.000 --> 00:10:43.000]  人生沒得退的
[00:10:43.000 --> 00:10:45.000]  現在拍照 用電子相機拍
[00:10:45.000 --> 00:10:47.000]  可以慢拍 拍很多張
[00:10:47.000 --> 00:10:48.000]  亂拍都可以
[00:10:48.000 --> 00:10:50.000]  不要就delete
[00:10:50.000 --> 00:10:51.000]  再拍一次
[00:10:51.000 --> 00:10:53.000]  人生沒得再來
[00:10:53.000 --> 00:10:55.000]  所以人生不等於今世過得好
[00:10:55.000 --> 00:10:58.000]  而且要今世之後作出預備
[00:10:58.000 --> 00:11:00.000]  這段聲音裡說到兩個人
[00:11:00.000 --> 00:11:03.000]  其中有兩件事很重要
[00:11:03.000 --> 00:11:06.000]  有兩個重點在29節和31節
[00:11:06.000 --> 00:11:08.000]  16章29節
[00:11:08.000 --> 00:11:10.000]  這裡有一個字說什麼呢
[00:11:10.000 --> 00:11:12.000]  叫聽從
[00:11:12.000 --> 00:11:15.000]  然後31節30節有說一個字
[00:11:15.000 --> 00:11:17.000]  叫悔改
[00:11:17.000 --> 00:11:18.000]  兩個字很重要的
[00:11:18.000 --> 00:11:21.000]  聽話和去改
[00:11:21.000 --> 00:11:25.000]  人最慘就是不聽話和不肯改
[00:11:25.000 --> 00:11:27.000]  有些人不是不肯聽
[00:11:27.000 --> 00:11:28.000]  不過他不肯改
[00:11:28.000 --> 00:11:29.000]  有些人不是不肯改
[00:11:29.000 --> 00:11:30.000]  不過就不肯聽
[00:11:30.000 --> 00:11:32.000]  你明不明白有什麼不同
[00:11:32.000 --> 00:11:34.000]  不聽就去改 改錯了
[00:11:34.000 --> 00:11:37.000]  有些聽了不改 所以沒有改過
[00:11:37.000 --> 00:11:39.000]  兩樣都不好
[00:11:39.000 --> 00:11:40.000]  有些人就是這樣
[00:11:40.000 --> 00:11:41.000]  又不聽又不改
[00:11:41.000 --> 00:11:42.000]  人需要怎樣呢
[00:11:42.000 --> 00:11:44.000]  又聽又改
[00:11:44.000 --> 00:11:47.000]  我先講改後講聽
[00:11:47.000 --> 00:11:48.000]  先講改
[00:11:48.000 --> 00:11:54.000]  這裡說他們要悔改
[00:11:54.000 --> 00:11:57.000]  才主後悔因為他沒有悔改
[00:11:57.000 --> 00:11:59.000]  所以他叫拉薩路
[00:11:59.000 --> 00:12:01.000]  不如你去和阿伯拉罕說
[00:12:01.000 --> 00:12:04.000]  不如你叫拉薩路去和我的兄弟說
[00:12:04.000 --> 00:12:08.000]  讓他不用像我這樣將來後悔
[00:12:08.000 --> 00:12:09.000]  他為什麼後悔
[00:12:09.000 --> 00:12:10.000]  因為他沒有悔改
[00:12:10.000 --> 00:12:12.000]  要不後悔就要悔改
[00:12:12.000 --> 00:12:15.000]  但是悔改才要知錯才會悔改
[00:12:15.000 --> 00:12:17.000]  你不知錯怎會認錯
[00:12:17.000 --> 00:12:19.000]  你不知錯怎會改過
[00:12:19.000 --> 00:12:21.000]  有一次在家裡我下班遲
[00:12:21.000 --> 00:12:22.000]  我太太才回家
[00:12:22.000 --> 00:12:26.000]  回家看到我老婆坐在沙發上很不開心
[00:12:26.000 --> 00:12:28.000]  老公看到老婆不開心
[00:12:28.000 --> 00:12:30.000]  老公就很擔心
[00:12:30.000 --> 00:12:32.000]  擔心什麼就不知做錯什麼
[00:12:32.000 --> 00:12:34.000]  又不知說錯什麼
[00:12:34.000 --> 00:12:36.000]  最慘是你老婆很多時候
[00:12:36.000 --> 00:12:37.000]  我的老婆不要說這些老婆
[00:12:37.000 --> 00:12:39.000]  我的老婆很多時候不告訴你
[00:12:39.000 --> 00:12:41.000]  你做錯什麼
[00:12:41.000 --> 00:12:42.000]  那個才淒涼
[00:12:42.000 --> 00:12:44.000]  要你反省反思
[00:12:44.000 --> 00:12:46.000]  面壁思過想到就跟我說
[00:12:46.000 --> 00:12:48.000]  那天下班回去就回房
[00:12:48.000 --> 00:12:50.000]  看到老婆坐在沙發上不開心
[00:12:50.000 --> 00:12:51.000]  先回房
[00:12:51.000 --> 00:12:52.000]  換衣服換得很慢
[00:12:52.000 --> 00:12:54.000]  一路想昨天發生什麼事
[00:12:54.000 --> 00:12:55.000]  前天發生什麼事
[00:12:55.000 --> 00:12:57.000]  去年發生什麼事
[00:12:57.000 --> 00:12:58.000]  一路想
[00:12:58.000 --> 00:13:01.000]  一路想不到什麼地方得罪了老婆
[00:13:01.000 --> 00:13:03.000]  想了十分鐘都想不到
[00:13:03.000 --> 00:13:04.000]  沒辦法了
[00:13:04.000 --> 00:13:05.000]  衣服換完了
[00:13:05.000 --> 00:13:07.000]  再不下去老婆可能有古怪
[00:13:07.000 --> 00:13:08.000]  下去看到老婆
[00:13:08.000 --> 00:13:09.000]  她坐在沙發上
[00:13:09.000 --> 00:13:10.000]  我走過去
[00:13:10.000 --> 00:13:12.000]  跟她鞠了個躬
[00:13:12.000 --> 00:13:14.000]  老婆問我什麼事
[00:13:14.000 --> 00:13:15.000]  又不是拜年
[00:13:15.000 --> 00:13:16.000]  你鞠什麼躬
[00:13:16.000 --> 00:13:17.000]  我說老婆對不起
[00:13:17.000 --> 00:13:18.000]  老婆說對不起什麼
[00:13:18.000 --> 00:13:20.000]  我說我不知道
[00:13:20.000 --> 00:13:22.000]  總之我說對不起
[00:13:22.000 --> 00:13:23.000]  你不要生氣
[00:13:23.000 --> 00:13:26.000]  她說你都不知道對不起什麼
[00:13:26.000 --> 00:13:27.000]  你道什麼歉
[00:13:27.000 --> 00:13:29.000]  我說我真的想不到
[00:13:29.000 --> 00:13:30.000]  我想了很久
[00:13:30.000 --> 00:13:31.000]  我想不到對不起什麼
[00:13:31.000 --> 00:13:33.000]  老婆說其實不關你事
[00:13:33.000 --> 00:13:34.000]  我說早點說
[00:13:34.000 --> 00:13:36.000]  她說你都沒有問
[00:13:36.000 --> 00:13:37.000]  不關我的事
[00:13:37.000 --> 00:13:38.000]  原來不關我的事
[00:13:38.000 --> 00:13:39.000]  她說你生什麼氣
[00:13:39.000 --> 00:13:40.000]  她說沒有
[00:13:40.000 --> 00:13:42.000]  剛才我去剪頭髮剪得不好
[00:13:42.000 --> 00:13:44.000]  頭髮剪了不能補
[00:13:44.000 --> 00:13:46.000]  不可以駁回
[00:13:46.000 --> 00:13:47.000]  她說要等它長回
[00:13:47.000 --> 00:13:48.000]  她說真的很生氣
[00:13:48.000 --> 00:13:51.000]  跟著她說的話就很生氣
[00:13:51.000 --> 00:13:52.000]  她說不關你事
[00:13:52.000 --> 00:13:55.000]  不過你沒有留意到我剪了頭髮
[00:13:56.000 --> 00:13:59.000]  她說這個就真的是你的錯
[00:13:59.000 --> 00:14:00.000]  原來老婆剪了頭髮
[00:14:00.000 --> 00:14:02.000]  你不可以沒有注意到
[00:14:02.000 --> 00:14:04.000]  這個很大罪
[00:14:04.000 --> 00:14:06.000]  老婆頭髮是很重要
[00:14:06.000 --> 00:14:07.000]  怎麼會我剪了頭髮
[00:14:07.000 --> 00:14:08.000]  你都看不到
[00:14:08.000 --> 00:14:10.000]  人要知錯
[00:14:10.000 --> 00:14:11.000]  人要認錯
[00:14:11.000 --> 00:14:12.000]  人要悔改
[00:14:12.000 --> 00:14:14.000]  你才要知你什麼錯
[00:14:14.000 --> 00:14:16.000]  今天人很缺一樣東西
[00:14:16.000 --> 00:14:18.000]  就是沒有自知之明
[00:14:18.000 --> 00:14:20.000]  為什麼沒有自知之明
[00:14:20.000 --> 00:14:21.000]  我發現有些人
[00:14:21.000 --> 00:14:22.000]  有三個原因
[00:14:22.000 --> 00:14:23.000]  我先說出來給你聽
[00:14:23.000 --> 00:14:25.000]  為什麼他不懂得悔改
[00:14:25.000 --> 00:14:26.000]  沒有悔改
[00:14:26.000 --> 00:14:27.000]  一輩子都不用悔改
[00:14:27.000 --> 00:14:31.000]  第一他覺得錯是不能認的
[00:14:31.000 --> 00:14:33.000]  認錯有後果
[00:14:33.000 --> 00:14:36.000]  所以第一死都不認錯
[00:14:36.000 --> 00:14:38.000]  你試過開車超速
[00:14:38.000 --> 00:14:39.000]  人們都教你
[00:14:39.000 --> 00:14:40.000]  警察截停你
[00:14:40.000 --> 00:14:42.000]  第一件事我不知道我超速
[00:14:42.000 --> 00:14:44.000]  死都說我不知道
[00:14:44.000 --> 00:14:45.000]  死都不要認
[00:14:45.000 --> 00:14:46.000]  認了就完蛋了
[00:14:46.000 --> 00:14:50.000]  第二件事有一點不同
[00:14:50.000 --> 00:14:52.000]  就是我不覺得我錯
[00:14:52.000 --> 00:14:54.000]  一個是知但不認
[00:14:54.000 --> 00:14:56.000]  一個是不知道所以不能認
[00:14:56.000 --> 00:14:57.000]  第三個是什麼呢
[00:14:57.000 --> 00:14:58.000]  不是不想認
[00:14:58.000 --> 00:15:00.000]  不過不記得
[00:15:00.000 --> 00:15:02.000]  這個才絕
[00:15:02.000 --> 00:15:04.000]  三件事一個是不認得
[00:15:04.000 --> 00:15:05.000]  一個不覺得
[00:15:05.000 --> 00:15:07.000]  一個不記得
[00:15:07.000 --> 00:15:09.000]  我逐件說給你聽
[00:15:09.000 --> 00:15:11.000]  第一件事是什麼呢
[00:15:11.000 --> 00:15:13.000]  就是不認得
[00:15:13.000 --> 00:15:15.000]  因為凡是認錯
[00:15:15.000 --> 00:15:17.000]  都有後果
[00:15:17.000 --> 00:15:19.000]  所以人們死都不認錯
[00:15:19.000 --> 00:15:20.000]  死都不認錯
[00:15:20.000 --> 00:15:23.000]  認錯就已經下風了
[00:15:23.000 --> 00:15:25.000]  有一次我媽
[00:15:25.000 --> 00:15:27.000]  我不是說我老婆
[00:15:27.000 --> 00:15:31.000]  我媽有一次來我家吃飯
[00:15:31.000 --> 00:15:33.000]  那次我很少見我媽這麼開心
[00:15:33.000 --> 00:15:35.000]  她拿著張紙進來
[00:15:35.000 --> 00:15:37.000]  她說兒子很開心
[00:15:37.000 --> 00:15:38.000]  我說什麼事
[00:15:38.000 --> 00:15:40.000]  今天爸爸給我看些東西
[00:15:40.000 --> 00:15:41.000]  他讀給我聽
[00:15:41.000 --> 00:15:42.000]  我說太有道理了
[00:15:42.000 --> 00:15:43.000]  讀什麼這麼開心
[00:15:43.000 --> 00:15:44.000]  是一篇文章
[00:15:44.000 --> 00:15:45.000]  很出名的文章
[00:15:45.000 --> 00:15:48.000]  近期不知道去年還是前年
[00:15:48.000 --> 00:15:50.000]  馬英九總統都用過這篇文章
[00:15:50.000 --> 00:15:52.000]  叫做太太永遠沒有錯
[00:15:52.000 --> 00:15:55.000]  我媽讀給我聽
[00:15:55.000 --> 00:15:57.000]  她說太有道理了
[00:15:57.000 --> 00:15:59.000]  她說太有道理了
[00:15:59.000 --> 00:16:00.000]  然後她說
[00:16:00.000 --> 00:16:02.000]  我要你爸爸每天都讀一次給我聽
[00:16:02.000 --> 00:16:04.000]  太開心了
[00:16:04.000 --> 00:16:06.000]  這篇文章怎麼說呢
[00:16:06.000 --> 00:16:07.000]  太太永遠沒有錯
[00:16:07.000 --> 00:16:09.000]  如果發現太太有錯
[00:16:09.000 --> 00:16:10.000]  當然是你看錯
[00:16:10.000 --> 00:16:12.000]  如果你沒有看錯
[00:16:12.000 --> 00:16:13.000]  當然是你做錯
[00:16:13.000 --> 00:16:14.000]  才害到你太太犯錯
[00:16:14.000 --> 00:16:16.000]  如果是太太的錯
[00:16:16.000 --> 00:16:17.000]  只要太太不認錯
[00:16:17.000 --> 00:16:18.000]  她就沒有錯
[00:16:18.000 --> 00:16:20.000]  如果太太不認錯
[00:16:20.000 --> 00:16:21.000]  你還堅持她有錯
[00:16:21.000 --> 00:16:22.000]  那就是你的錯
[00:16:22.000 --> 00:16:24.000]  如果太太實在有錯
