
[00:00:00.000 --> 00:00:07.500]  今天我的題目是拒絕和危難
[00:02:03.380 --> 00:02:06.280]  看你的樣子 這樣的樣子都做人
[00:02:06.280 --> 00:02:10.340]  又看你的號碼是多少 你家裡人什麼什麼
[00:02:10.340 --> 00:02:15.420]  我只是看著那個鏡頭 拍著那個警察
[00:02:15.420 --> 00:02:17.220]  那個警察忍著的眼淚
[00:02:17.220 --> 00:02:19.220]  但是我心裡面究竟在想什麼?
[00:02:19.220 --> 00:02:20.340]  大家在想什麼?
[00:02:20.340 --> 00:02:22.920]  為什麼人要這樣去傷害對方?
[00:02:22.920 --> 00:02:25.020]  但是我也看過另外一個場面
[00:02:25.020 --> 00:02:29.980]  是一個女孩子流著血
[00:02:29.980 --> 00:02:32.120]  歇斯底里的跪在地上哭
[00:02:32.120 --> 00:02:37.020]  政府為什麼連一點點都不肯聽我們講話
[00:02:37.020 --> 00:02:38.780]  了解一下我們行不行
[00:02:38.780 --> 00:02:41.560]  她一邊哭一邊哭 哭到跌在地上
[00:02:41.560 --> 00:02:45.360]  這些場面是沒有人會忘記的
[00:02:45.360 --> 00:02:48.680]  我心裡面一直在想
[00:02:48.680 --> 00:02:50.680]  不單止香港是這樣
[00:02:50.680 --> 00:02:52.680]  我相信你和我在人生當中
[00:02:52.680 --> 00:02:55.080]  誰沒有受過人侮辱
[00:02:55.080 --> 00:02:57.920]  誰沒有試過被人拒絕
[00:02:57.920 --> 00:02:59.520]  誰沒有試過失望
[00:02:59.520 --> 00:03:04.520]  誰沒有試過面對這些很難面對的時刻
[00:03:04.520 --> 00:03:06.220]  於是我心裡面一直在想
[00:03:06.220 --> 00:03:09.220]  究竟面對這些時刻的時候
[00:03:09.220 --> 00:03:11.320]  如果是耶穌 他會怎麼做?
[00:03:11.320 --> 00:03:13.320]  這個就是我要問的問題
[00:03:13.320 --> 00:03:15.920]  我看回聖經 我選了今天這段聖經
[00:03:15.920 --> 00:03:17.920]  剛才我們讀了那段聖經
[00:03:17.920 --> 00:03:21.720]  就是路加福音的十三章三十一章三五節
[00:03:21.720 --> 00:03:22.920]  只有五節聖經
[00:03:22.920 --> 00:03:25.420]  所以今天很短的 只有五節聖經
[00:03:25.420 --> 00:03:26.920]  講來講去都是五節
[00:03:26.920 --> 00:03:29.920]  所以不會長的 不用擔心
[00:03:29.920 --> 00:03:33.720]  這五節的聖經我看完再看
[00:03:33.720 --> 00:03:35.920]  首先我想和大家說
[00:03:35.920 --> 00:03:39.920]  原來我們的耶穌基督並不是不吃人間煙火
[00:03:39.920 --> 00:03:41.720]  他也面對過這些情況
[00:03:41.720 --> 00:03:43.920]  他不是很利的
[00:03:43.920 --> 00:03:45.320]  他也是一樣的情況
[00:03:45.320 --> 00:03:46.320]  被人拒絕
[00:03:46.320 --> 00:03:50.720]  他也被人陷害
[00:03:50.720 --> 00:03:53.920]  甚至有危難 甚至有死亡的威脅
[00:03:53.920 --> 00:03:56.720]  所以今天我想從這段聖經
[00:03:56.720 --> 00:03:57.520]  一起看耶穌
[00:03:57.520 --> 00:03:58.520]  最重要我要問
[00:03:58.520 --> 00:04:01.120]  耶穌是怎麼面對的?
[00:04:01.120 --> 00:04:04.120]  我看他在他的態度上
[00:04:04.120 --> 00:04:05.520]  他所做的事情上
[00:04:05.520 --> 00:04:08.720]  我們能不能夠看到一些榜樣
[00:04:08.720 --> 00:04:09.920]  學到一些東西
[00:04:09.920 --> 00:04:12.520]  所以今天主要是我自己的功課
[00:04:12.520 --> 00:04:14.120]  我看自己 看耶穌
[00:04:14.120 --> 00:04:17.120]  然後當中領受到一些東西
[00:04:17.120 --> 00:04:18.920]  領會到一些東西和你們分享
[00:04:18.920 --> 00:04:20.320]  不是今天我講道
[00:04:20.320 --> 00:04:21.720]  我教你們怎麼做人
[00:04:21.720 --> 00:04:22.920]  不是我沒有資格
[00:04:22.920 --> 00:04:25.120]  但是我一起看耶穌
[00:04:25.120 --> 00:04:26.320]  如果你有聖經的話
[00:04:26.320 --> 00:04:27.520]  我很想你打開那段
[00:04:27.520 --> 00:04:29.320]  因為我們會比較仔細地看
[00:04:29.320 --> 00:04:30.320]  雖然是五節
[00:04:30.320 --> 00:04:32.920]  但是也值得你看完再看
[00:04:32.920 --> 00:04:35.920]  我們今天有一個大綱
[00:04:35.920 --> 00:04:37.520]  在程序單上
[00:04:37.520 --> 00:04:39.520]  我相信你也會找到
[00:04:39.520 --> 00:04:42.720]  這個大綱幫助我講得比較清楚
[00:04:42.720 --> 00:04:43.920]  首先我讀的時候
[00:04:43.920 --> 00:04:47.520]  我相信大家都會看過
[00:04:47.520 --> 00:04:49.920]  也記得大概講到些什麼
[00:04:49.920 --> 00:04:52.320]  這件事發生在耶穌
[00:04:52.320 --> 00:04:54.120]  就是他的服務
[00:04:54.120 --> 00:04:55.920]  最後最後的階段
[00:04:55.920 --> 00:04:56.520]  差不多
[00:04:56.520 --> 00:04:59.120]  還有幾天他就要上耶路撒冷
[00:04:59.120 --> 00:05:00.320]  大家知道上耶路撒冷之後
[00:05:00.320 --> 00:05:01.320]  只有一個星期
[00:05:01.320 --> 00:05:02.320]  他又要上十字架
[00:05:02.320 --> 00:05:03.520]  又釘十字架
[00:05:03.520 --> 00:05:04.520]  所以在這個時刻
[00:05:04.520 --> 00:05:06.320]  我們很相信耶穌
[00:05:06.320 --> 00:05:08.920]  他的心裡面都很心急
[00:05:08.920 --> 00:05:11.120]  因為他在哪裡說這些話呢
[00:05:11.120 --> 00:05:14.120]  在當天叫做比利亞那個區
[00:05:14.120 --> 00:05:15.320]  比利亞那個區
[00:05:15.320 --> 00:05:17.120]  就是約旦河東那個區
[00:05:17.120 --> 00:05:19.320]  在我們所看到的記載裡面
[00:05:19.320 --> 00:05:22.720]  耶穌他那三年的工作和傳道裡面
[00:05:22.720 --> 00:05:24.120]  是比較少去那個區
[00:05:24.120 --> 00:05:25.120]  因為那個區
[00:05:25.120 --> 00:05:28.920]  他經常在加利利或者耶路撒冷
[00:05:28.920 --> 00:05:31.520]  但是去到東岸那裡比較少
[00:05:31.520 --> 00:05:33.120]  所以他很想能夠
[00:05:33.120 --> 00:05:34.720]  爭取最後的機會
[00:05:34.720 --> 00:05:37.320]  將他的福音傳去這個區
[00:05:37.320 --> 00:05:38.920]  我曾經和大家說過一篇道理
[00:05:38.920 --> 00:05:39.920]  也提及
[00:05:39.920 --> 00:05:41.320]  差不多是同一個時間
[00:05:41.320 --> 00:05:42.520]  路加福音記載
[00:05:42.520 --> 00:05:44.520]  耶穌在這個區裡面
[00:05:44.520 --> 00:05:45.920]  派了72個門徒
[00:05:45.920 --> 00:05:47.520]  兩個兩個進入村莊
[00:05:47.520 --> 00:05:48.720]  大家還記得那件事
[00:05:48.720 --> 00:05:50.520]  耶穌說為什麼要這麼做
[00:05:50.520 --> 00:05:51.520]  你們要快點去
[00:05:51.520 --> 00:05:53.320]  因為要收莊家
[00:05:53.320 --> 00:05:54.920]  作供的人少
[00:05:54.920 --> 00:05:57.120]  所以這個時間很緊急
[00:05:57.120 --> 00:05:58.920]  希望最後那幾天
[00:05:58.920 --> 00:06:01.320]  有些時間給這個區的人
[00:06:01.320 --> 00:06:02.520]  聽到福音
[00:06:02.520 --> 00:06:05.320]  但是這個區其實就是
[00:06:05.320 --> 00:06:07.520]  今天我們這段時間已經告訴大家
[00:06:07.520 --> 00:06:10.320]  管治的最高的政治領袖
[00:06:10.320 --> 00:06:11.320]  就是希律
[00:06:11.320 --> 00:06:13.120]  或者比較全名來說
[00:06:13.120 --> 00:06:14.520]  希律安提柏
[00:06:14.520 --> 00:06:16.920]  這個希律安提柏是一個分封王
[00:06:16.920 --> 00:06:19.520]  他管治整個比利亞區
[00:06:19.520 --> 00:06:21.720]  也管治加利利區
[00:06:21.720 --> 00:06:26.120]  這個王當然很暴戾
[00:06:26.120 --> 00:06:28.720]  今天我們看到他會殺人
[00:06:28.720 --> 00:06:31.120]  在這個時間裡面
[00:06:31.120 --> 00:06:34.120]  發生了我們剛才所說的這幾句對話
[00:06:34.120 --> 00:06:36.120]  那句對話就是
[00:06:36.120 --> 00:06:38.920]  有幾個法利賽人來跟耶穌說
[00:06:38.920 --> 00:06:41.120]  剛才那裡所讀的你都看到了
[00:06:41.120 --> 00:06:42.720]  你快走了
[00:06:42.720 --> 00:06:44.520]  你離開這裡去吧
[00:06:44.520 --> 00:06:47.120]  因為希律想要殺你
[00:06:47.120 --> 00:06:48.520]  今天我定這個題目
[00:06:48.520 --> 00:06:49.720]  就是這兩句話
[00:06:49.720 --> 00:06:51.320]  作為一個起始點
[00:06:51.320 --> 00:06:53.120]  第一句話有人走到你面前
[00:06:53.120 --> 00:06:55.320]  好像法利賽人在耶穌面前
[00:06:55.320 --> 00:06:56.320]  你快走了
[00:06:56.320 --> 00:06:57.520]  這個不需要你
[00:06:57.520 --> 00:06:59.920]  是一個拒絕
[00:06:59.920 --> 00:07:01.320]  是一個拒絕
[00:07:01.320 --> 00:07:02.320]  你有什麼事
[00:07:02.320 --> 00:07:04.520]  我們根本不需要你快走
[00:07:04.520 --> 00:07:05.920]  我們不要你
[00:07:05.920 --> 00:07:09.720]  是被人拒絕的那種排斥
[00:07:09.720 --> 00:07:11.520]  然後再加上第二句
[00:07:11.520 --> 00:07:13.120]  如果你再不走的話
[00:07:13.120 --> 00:07:14.720]  希律要殺你
[00:07:14.720 --> 00:07:15.720]  希律要殺你
[00:07:15.720 --> 00:07:17.320]  這是一個危難
[00:07:17.320 --> 00:07:21.120]  要生命的威脅去恐嚇他
[00:07:21.120 --> 00:07:23.720]  可能頂姐妹我要稍微解釋兩句
[00:07:23.720 --> 00:07:24.920]  心裡面有些說
[00:07:24.920 --> 00:07:25.920]  不是啊
[00:07:25.920 --> 00:07:28.720]  好像這些法利賽人都好像很幫助耶穌
[00:07:28.720 --> 00:07:30.120]  叫他們快點走
[00:07:30.120 --> 00:07:31.120]  如果不是的話
[00:07:31.120 --> 00:07:33.120]  希律要殺你
[00:07:33.120 --> 00:07:34.520]  大家都知道
[00:07:34.520 --> 00:07:35.520]  這句話當然
[00:07:35.520 --> 00:07:37.520]  當年我們沒有錄音機
[00:07:37.520 --> 00:07:38.920]  沒有錄影機不知道
[00:07:38.920 --> 00:07:40.720]  這句話的語氣是怎樣
[00:07:40.720 --> 00:07:42.320]  但肯定這個語氣
[00:07:42.320 --> 00:07:43.720]  不會是想幫助耶穌
[00:07:43.720 --> 00:07:45.120]  和對他有好意
[00:07:45.120 --> 00:07:47.720]  在我們所見到的資料裡面
[00:07:47.720 --> 00:07:49.720]  法利賽人整個集團
[00:07:49.720 --> 00:07:50.920]  對耶穌來說
[00:07:50.920 --> 00:07:52.920]  都是很反抗的
[00:07:52.920 --> 00:07:54.120]  很不喜歡耶穌
[00:07:54.120 --> 00:07:56.320]  因為覺得耶穌是一個反叛者
[00:07:56.320 --> 00:07:58.120]  是一個猶太教的反叛者
[00:07:58.120 --> 00:07:59.720]  所以法利賽人
[00:07:59.720 --> 00:08:01.520]  一樣是想殺耶穌
[00:08:01.520 --> 00:08:02.920]  但這句話
[00:08:02.920 --> 00:08:07.720]  你說這樣也不能夠抹黑法利賽人
[00:08:07.720 --> 00:08:09.520]  但第二句你就知道了
[00:08:09.520 --> 00:08:10.720]  因為耶穌的回答是
[00:08:10.720 --> 00:08:12.120]  你告訴狐狸
[00:08:12.120 --> 00:08:14.520]  就是告訴希律
[00:08:14.520 --> 00:08:15.320]  我今天
[00:08:15.320 --> 00:08:17.120]  明天還要被人趕走
[00:08:17.120 --> 00:08:18.720]  第三天我才做完事情
[00:08:18.720 --> 00:08:20.720]  第三天我就走了
[00:08:20.720 --> 00:08:22.320]  這句話的意思是
[00:08:22.320 --> 00:08:24.520]  法利賽人你們認識希律
[00:08:24.520 --> 00:08:25.920]  並且和他們打龍通
[00:08:25.920 --> 00:08:26.920]  大家明白了嗎
[00:08:26.920 --> 00:08:27.720]  所以這句話
[00:08:27.720 --> 00:08:30.120]  耶穌的反應很直接
[00:08:30.120 --> 00:08:31.520]  就告訴我們
[00:08:31.520 --> 00:08:34.120]  其實法利賽人是站在希律那邊
[00:08:34.120 --> 00:08:36.520]  用希律的恐嚇
[00:08:36.520 --> 00:08:38.520]  來趕絕耶穌
[00:08:38.520 --> 00:08:39.720]  要趕絕耶穌
[00:08:39.720 --> 00:08:43.320]  我們發覺原來耶穌在人世間的時候
[00:08:43.320 --> 00:08:44.720]  一樣被人趕絕
[00:08:44.720 --> 00:08:46.920]  一樣被人拒絕
[00:08:46.920 --> 00:08:49.320]  剛才我們說在我們人生裡面
[00:08:49.320 --> 00:08:51.120]  我相信我們也碰見過
[00:08:51.120 --> 00:08:52.520]  我們被人恐嚇過
[00:08:52.520 --> 00:08:54.120]  我們被人拒絕過
[00:08:54.120 --> 00:08:55.520]  我們被人陷害過
[00:08:55.520 --> 00:08:56.720]  我們被人羞辱過
[00:08:56.720 --> 00:09:01.120]  我們被人有各種危險的日子
[00:09:01.120 --> 00:09:02.720]  在這個時刻裡面
[00:09:02.720 --> 00:09:03.720]  剛才我們說
[00:09:03.720 --> 00:09:04.720]  其實
[00:09:04.720 --> 00:09:06.120]  我想你們記住
[00:09:06.120 --> 00:09:08.120]  我們的耶穌也有
[00:09:08.120 --> 00:09:09.320]  他一樣的
[00:09:09.320 --> 00:09:10.720]  他是有血有肉的人
[00:09:10.720 --> 00:09:12.720]  今天我們當然要知道
[00:09:12.720 --> 00:09:15.320]  最重要的是他怎麼面對呢
[00:09:15.320 --> 00:09:17.520]  不過我想用一點點時間
[00:09:17.520 --> 00:09:19.120]  我們進入多一點
[00:09:19.120 --> 00:09:21.520]  耶穌這種被拒絕
[00:09:21.520 --> 00:09:25.120]  和危難的感覺是怎麼樣的
[00:09:25.120 --> 00:09:25.720]  好不好
[00:09:25.720 --> 00:09:27.720]  我們在聖經裡面
[00:09:27.720 --> 00:09:28.920]  看到第一句被拒絕
[00:09:28.920 --> 00:09:29.920]  剛才我們說
[00:09:29.920 --> 00:09:31.520]  法利昌對他說
[00:09:31.520 --> 00:09:32.520]  這裡有人走過來
[00:09:32.520 --> 00:09:33.520]  你在這裡做什麼
[00:09:33.520 --> 00:09:34.520]  你走啦
[00:09:34.520 --> 00:09:35.520]  你走啊
[00:09:35.520 --> 00:09:36.520]  意思就是說
[00:09:36.520 --> 00:09:37.720]  我們不要你
[00:09:37.720 --> 00:09:41.120]  耶穌當時帶著一個最大的希望
[00:09:41.120 --> 00:09:42.320]  一點點時間
[00:09:42.320 --> 00:09:43.520]  一點點機會
[00:09:43.520 --> 00:09:44.720]  都將這個福音
[00:09:44.720 --> 00:09:46.120]  神對他的愛
[00:09:46.120 --> 00:09:47.320]  給到這裡的人
[00:09:47.320 --> 00:09:48.520]  但是誰知道這些人
[00:09:48.520 --> 00:09:49.920]  不單不接受
[00:09:49.920 --> 00:09:53.520]  並且覺得很麻煩
[00:09:53.520 --> 00:09:55.520]  我相信這個就是一個
[00:09:55.520 --> 00:09:56.520]  被拒絕的時候
[00:09:56.520 --> 00:09:57.520]  最難過
[00:09:57.520 --> 00:09:58.520]  最傷心的地方
[00:09:58.520 --> 00:10:00.520]  我相信你也曾經試過
[00:10:00.520 --> 00:10:02.520]  你想付出你的貢獻
[00:10:02.520 --> 00:10:04.120]  你想幫人而已
[00:10:04.120 --> 00:10:05.520]  誰知道他不接受
[00:10:05.520 --> 00:10:06.520]  不得已
[00:10:06.520 --> 00:10:07.520]  還反過來
[00:10:07.520 --> 00:10:08.520]  以為你陷害他
[00:10:08.520 --> 00:10:10.520]  一種很冤枉的感覺
[00:10:10.520 --> 00:10:11.520]  你試過吧
[00:10:11.520 --> 00:10:13.520]  有時候甚至發生在你最好的朋友
[00:10:13.520 --> 00:10:15.520]  在你最珍惜的家人
[00:10:15.520 --> 00:10:19.120]  甚至在教會的弟兄姊妹身上的時候
[00:10:19.120 --> 00:10:20.520]  你感覺到很傷心
[00:10:20.520 --> 00:10:22.520]  因為你不要他
[00:10:22.520 --> 00:10:23.520]  感謝你
[00:10:23.520 --> 00:10:24.520]  但起碼
[00:10:24.520 --> 00:10:25.520]  你也知道你的好意
[00:10:25.520 --> 00:10:27.520]  誰知道原來那個人
[00:10:27.520 --> 00:10:29.520]  是這樣看我們中國人
[00:10:29.520 --> 00:10:30.520]  常常說
[00:10:30.520 --> 00:10:33.520]  是好心穿雷屏
[00:10:33.520 --> 00:10:36.520]  這種是耶穌當時的經驗
[00:10:36.520 --> 00:10:38.520]  所以耶穌接著說了幾句話
[00:10:38.520 --> 00:10:39.520]  耶路撒冷
[00:10:39.520 --> 00:10:40.520]  耶路撒冷
[00:10:40.520 --> 00:10:42.520]  你殺害先知
[00:10:42.520 --> 00:10:44.520]  又用石頭將鳳派尼
[00:10:44.520 --> 00:10:46.520]  對你們所說的話的人
[00:10:46.520 --> 00:10:47.520]  打死
[00:10:47.520 --> 00:10:49.520]  耶穌說的是先知
[00:10:49.520 --> 00:10:51.520]  當然在舊約裡面是先知
[00:10:51.520 --> 00:10:53.520]  但在這些事情裡面
[00:10:53.520 --> 00:10:56.520]  不單單是說一些歷史的事情
[00:10:56.520 --> 00:10:58.520]  耶穌很有感觸
[00:10:58.520 --> 00:11:00.520]  大家知道先知這句字
[00:11:00.520 --> 00:11:02.520]  不只是說預言的意思
[00:11:02.520 --> 00:11:05.520]  先知其實原來的意義是什麼呢
[00:11:05.520 --> 00:11:07.520]  神的代言人
[00:11:07.520 --> 00:11:09.520]  他只是代表神來和你說話
[00:11:09.520 --> 00:11:10.520]  他是鳳派
[00:11:10.520 --> 00:11:12.520]  所以耶穌說得很清楚
[00:11:12.520 --> 00:11:14.520]  他代表神來和我們說話
[00:11:14.520 --> 00:11:17.520]  為什麼你要這樣對他們呢
[00:11:17.520 --> 00:11:20.520]  他鳳派來到的時候
[00:11:20.520 --> 00:11:22.520]  神說我愛你
[00:11:22.520 --> 00:11:24.520]  我要把真理給你
[00:11:24.520 --> 00:11:27.520]  我希望你能夠好好地生活
[00:11:27.520 --> 00:11:30.520]  這就是他要做的事
[00:11:30.520 --> 00:11:32.520]  反正這不是他自己要說的
[00:11:32.520 --> 00:11:33.520]  是他鳳派來的
[00:11:33.520 --> 00:11:35.520]  但你們為什麼要殺他
[00:11:35.520 --> 00:11:36.520]  不單止拒絕他
[00:11:36.520 --> 00:11:38.520]  還要用石頭打死他
[00:11:38.520 --> 00:11:40.520]  其實耶穌說的時候
[00:11:40.520 --> 00:11:41.520]  心裡面有一個很大的感觸
[00:11:41.520 --> 00:11:43.520]  他自己也是先知
[00:11:43.520 --> 00:11:45.520]  他也是先知的意思就是說
[00:11:45.520 --> 00:11:46.520]  他也是鳳派
[00:11:46.520 --> 00:11:48.520]  他也是神自己來到人間
[00:11:48.520 --> 00:11:51.520]  他是有一個代言人
[00:11:51.520 --> 00:11:53.520]  代表神來和你們說話
[00:11:53.520 --> 00:11:55.520]  他想把最好的福音給你們
[00:11:55.520 --> 00:11:59.520]  但竟然你們可以這樣對他
[00:11:59.520 --> 00:12:01.520]  只不過因為他說的是真話
[00:12:01.520 --> 00:12:03.520]  只不過你們不喜歡
[00:12:03.520 --> 00:12:07.520]  這就是誤會裡面被拒絕
[00:12:07.520 --> 00:12:10.520]  那種很難過的感受
[00:12:10.520 --> 00:12:12.520]  第一不單止貢獻不被接受
[00:12:12.520 --> 00:12:15.520]  你的關懷被誤會
[00:12:15.520 --> 00:12:16.520]  認為你陷害他
[00:12:16.520 --> 00:12:18.520]  然後耶穌就用了一個例子
[00:12:18.520 --> 00:12:20.520]  他用了另外一個舉例
[00:12:20.520 --> 00:12:21.520]  一個比喻
[00:12:21.520 --> 00:12:24.520]  就說我多次想招聚你們的兒女
[00:12:24.520 --> 00:12:28.520]  好像母雞招聚小雞到雌婆
[00:12:28.520 --> 00:12:30.520]  只是你們不願意
[00:12:30.520 --> 00:12:33.520]  這一句說話
[00:12:33.520 --> 00:12:36.520]  是很清楚表達耶穌那種愛
[00:12:36.520 --> 00:12:38.520]  他說我好像耶路撒冷
[00:12:38.520 --> 00:12:40.520]  我愛你們
[00:12:40.520 --> 00:12:43.520]  我愛你們到你們像自己的兒女
[00:12:43.520 --> 00:12:48.520]  他就用了母雞去遮蓋小雞的比喻
[00:12:48.520 --> 00:12:50.520]  大家知道母雞為何要遮蓋小雞
[00:12:50.520 --> 00:12:52.520]  因為小雞有危險
[00:12:52.520 --> 00:12:54.520]  小雞是他的子女
[00:12:54.520 --> 00:12:56.520]  而且大家都知道
[00:12:56.520 --> 00:12:58.520]  當這個例子舉例的時候
[00:12:58.520 --> 00:13:01.520]  危險是因為有鷹要捉小雞
[00:13:01.520 --> 00:13:03.520]  所以母雞這樣伏在地上的時候
[00:13:03.520 --> 00:13:06.520]  他是用自己的犧牲
[00:13:06.520 --> 00:13:10.520]  去保護他最愛最愛的兒女
[00:13:10.520 --> 00:13:12.520]  耶穌就用了這個比喻
[00:13:12.520 --> 00:13:14.520]  說我是這樣對你的
[00:13:14.520 --> 00:13:17.520]  但你們竟然不願意
[00:13:17.520 --> 00:13:19.520]  我當你們像自己的兒女
[00:13:19.520 --> 00:13:22.520]  我相信這個就是我們被拒絕的時候
[00:13:22.520 --> 00:13:24.520]  心裏的那種難過
[00:13:24.520 --> 00:13:28.520]  不是單單我想付出的東西你不接受
[00:13:28.520 --> 00:13:32.520]  倒過來你竟然覺得我陷害你
[00:13:32.520 --> 00:13:34.520]  我對你這樣付出
[00:13:34.520 --> 00:13:35.520]  你還陷害我
[00:13:35.520 --> 00:13:36.520]  我相信你和我人生裏
[00:13:36.520 --> 00:13:39.520]  在這些日子有些程度淺一些
[00:13:39.520 --> 00:13:41.520]  有些程度比較深
[00:13:41.520 --> 00:13:42.520]  你發出一個邀請
[00:13:42.520 --> 00:13:44.520]  你想和他一個人做朋友
[00:13:44.520 --> 00:13:45.520]  他就說不好
[00:13:45.520 --> 00:13:47.520]  我對你沒什麼興趣
[00:13:47.520 --> 00:13:50.520]  一個很大的被拒絕的痛苦
[00:13:50.520 --> 00:13:52.520]  又或者你想找一份工作
[00:13:52.520 --> 00:13:55.520]  那份工作一直建建建建到差不多了
[00:13:55.520 --> 00:13:56.520]  剩下兩個人
[00:13:56.520 --> 00:13:57.520]  最後出的時候
[00:13:57.520 --> 00:13:58.520]  不是你
[00:13:58.520 --> 00:13:59.520]  他們不要你
[00:13:59.520 --> 00:14:01.520]  你覺得你自己已經付出了
[00:14:01.520 --> 00:14:03.520]  你自己一大半生
[00:14:03.520 --> 00:14:04.520]  為了這間公司
[00:14:04.520 --> 00:14:06.520]  為了工作已經付出了
[00:14:06.520 --> 00:14:08.520]  每個老闆都欣賞你
[00:14:08.520 --> 00:14:10.520]  老闆說要退休了
[00:14:10.520 --> 00:14:12.520]  要一個人繼承位置
[00:14:12.520 --> 00:14:14.520]  他想著一定是你
[00:14:14.520 --> 00:14:16.520]  誰知突然間來了一個
[00:14:16.520 --> 00:14:17.520]  大家都不認識的人
[00:14:17.520 --> 00:14:18.520]  坐在你頭上
[00:14:18.520 --> 00:14:20.520]  很大的失望
[00:14:20.520 --> 00:14:22.520]  覺得你一輩子就是這樣付出了
[00:14:22.520 --> 00:14:24.520]  對方都當你的東西是垃圾
[00:14:24.520 --> 00:14:26.520]  當你根本完全不懂得欣賞你
[00:14:26.520 --> 00:14:29.520]  不得已完全將你出賣
[00:14:29.520 --> 00:14:33.520]  這個就是那種拒絕
[00:14:33.520 --> 00:14:35.520]  耶穌基督一樣被人拒絕
[00:14:35.520 --> 00:14:37.520]  耶穌還剩下幾天
[00:14:37.520 --> 00:14:38.520]  就要上耶路撒冷
[00:14:38.520 --> 00:14:39.520]  沒有機會了
[00:14:39.520 --> 00:14:41.520]  他才可以將最好的
[00:14:41.520 --> 00:14:42.520]  最大的最後的機會
[00:14:42.520 --> 00:14:43.520]  給到這個地方
[00:14:43.520 --> 00:14:45.520]  誰知這個地方的人說你走
[00:14:45.520 --> 00:14:46.520]  因為你做什麼?
[00:14:46.520 --> 00:14:47.520]  你多事了
[00:14:47.520 --> 00:14:49.520]  我根本不要你
[00:14:49.520 --> 00:14:51.520]  你的東西根本沒有意思
[00:14:51.520 --> 00:14:53.520]  你再不走我殺你
[00:14:53.520 --> 00:14:55.520]  這種就是那種
[00:14:55.520 --> 00:14:59.520]  當面直接被拒絕的痛苦
[00:14:59.520 --> 00:15:00.520]  剛才我們說
[00:15:00.520 --> 00:15:02.520]  耶穌這種被拒絕
[00:15:02.520 --> 00:15:04.520]  不單是心境上
[00:15:04.520 --> 00:15:08.520]  情緒上被傷害
[00:15:08.520 --> 00:15:11.520]  這個痛苦是他帶來的
[00:15:11.520 --> 00:15:13.520]  繼續是一個危難
[00:15:13.520 --> 00:15:17.520]  因為他的命都會面對危機
[00:15:17.520 --> 00:15:18.520]  耶穌很清楚
[00:15:18.520 --> 00:15:20.520]  他講了好幾次
[00:15:20.520 --> 00:15:22.520]  耶穌的死亡意識很重
[00:15:22.520 --> 00:15:25.520]  你看幾次聖經都講到
[00:15:25.520 --> 00:15:27.520]  被石頭打死
[00:15:27.520 --> 00:15:28.520]  喊害
[00:15:28.520 --> 00:15:31.520]  那種要去殺害
[00:15:31.520 --> 00:15:32.520]  這些字眼
[00:15:32.520 --> 00:15:35.520]  充滿了死亡的危機
