
[00:00:00.000 --> 00:00:10.000]  各位朋友,你們好,歡迎大家參加我們三藩市播道會網上的五堂崇拜
[00:20:36.000 --> 00:20:56.000]  這就是秘訣,今天我們面對巨無霸哥里亞,無論是周圍的環境,無論是大大的問題,是迎面而來的時候,今天我們會問,我們是靠什麼
[00:20:56.000 --> 00:21:09.000]  我們不是靠刀,不是靠槍,但是靠萬軍之夜和華的命,方能戰勝,我們看看這個戰勝知道是怎樣的
[00:21:09.000 --> 00:21:31.000]  有四個非常寶貴的功課,值得我們一直要記住,第一個在我們的生命裡面,往往會遇到哥里亞,他表面上看來是大義難的,是一個巨人來的,他天天向我們罵戰的,恐嚇我們的,叫我們驚怕逃避
[00:21:31.000 --> 00:21:50.000]  或者你的生命的哥里亞是你的事業,或者是你的婚姻,或者是你的家庭,或者是你的健康的情況,或者是你自己的自卑,叫你跌倒,叫你放棄,叫你走路,面對這些巨人的時候,有一個非常重要的經歷
[00:21:50.000 --> 00:22:02.000]  就是不要怕他們會驚恐你,因為那些嚇不了你,因為有神在裡面的時候,我們是不必驚慌
[00:22:02.000 --> 00:22:25.000]  第二,我們要留意,這不是兩軍對陣,而是大為一個人去面對哥里亞這個巨人,今天你去面對哥里亞,別人不能代替你,你的牧師,你的輔導員不能代替你,是要你自己一個人去面對的,或者你會覺得孤單
[00:22:25.000 --> 00:22:44.000]  就好像我記得太太病的時候,每次去醫院探望她回家的時候,覺得很孤單,很孤單,是我自己一個人去面對生命中的哥里亞,但不用怕,只要相信,相信多一個神是沒有拋棄我們,相信多一個神是我們的力量
[00:22:44.000 --> 00:23:05.000]  我們不是靠刀,不是靠槍去爭戰,是靠惡話去爭戰,不要忘記過去的日子,神怎樣幫助大為去擊殺獅子和雄,把羊羔從他們的口中搶回來,神在過去豈不是積極拯救你,不然我們相信他吧
[00:23:05.000 --> 00:23:20.000]  最後不要忘記,這不是我們的爭戰,是上主的爭戰,the battle is the Lord's battle,我們一切的憂慮,恐懼,交給神
[00:23:20.000 --> 00:23:35.000]  我們就會看到這個微不足道的石頭竟然之間可以製造神跡,問題就是你信不信得過上帝是掌管宇宙萬物的神呢?
[00:23:35.000 --> 00:23:54.000]  求主幫助我們,明白這個得勝之道,願意籌身為基督,按著他的心意而行,這樣的時候我們就經歷了這場非常精彩,非常燦爛的爭戰
[00:23:54.000 --> 00:23:57.000]  好,我們同心低頭,我們討個
[00:23:57.000 --> 00:24:12.000]  天母的在此多謝你,大為給我們一個好的榜樣,雖然我們是軟弱,雖然我們裝備不足,我們的智慧不足,但我們有耶穌基督在我們裏面,叫我們能夠戰勝
[00:24:12.000 --> 00:24:19.000]  求你繼續帶領保守,幫助我們,祈禱奉耶穌基督命求,阿門
[00:24:19.000 --> 00:24:35.000]  我們要求你繼續帶領保守,幫助我們,祈禱奉耶穌基督命求,阿門

