
[00:00:00.000 --> 00:00:05.000]  我都很開心來到Edmonton
[00:02:15.000 --> 00:02:18.000]  從你的身上學習怎樣去愛
[00:02:18.000 --> 00:02:21.000]  怎樣去愛我們的神,愛我們身邊的人
[00:02:21.000 --> 00:02:24.000]  聽我們祈禱,奉耶穌的名祈禱
[00:02:24.000 --> 00:02:27.000]  我不知道有沒有人去過荷蘭這個地方
[00:02:27.000 --> 00:02:29.000]  可以打出來的
[00:02:29.000 --> 00:02:31.000]  荷蘭我剛剛去完
[00:02:31.000 --> 00:02:35.000]  就和一些當地的教會的目者分享
[00:02:35.000 --> 00:02:39.000]  我很少出外,我是要去旅遊
[00:02:39.000 --> 00:02:42.000]  但是他們就逼我去旅遊了半天
[00:02:42.000 --> 00:02:44.000]  他說徐弟兄你要休息一下
[00:02:44.000 --> 00:02:47.000]  帶我去這個地方叫聖John
[00:02:47.000 --> 00:02:50.000]  聖John教堂,不知道有沒有人認識
[00:02:50.000 --> 00:02:55.000]  裡面很漂亮,裡面有很多的窗是很漂亮的
[00:02:55.000 --> 00:02:59.000]  給你看看,見不見到,彩色玻璃,很漂亮
[00:02:59.000 --> 00:03:03.000]  再看下面那張,真的很漂亮,砌得很漂亮
[00:03:03.000 --> 00:03:07.000]  我在那裡看了很久,每一個彩色玻璃都有它的故事
[00:03:07.000 --> 00:03:11.000]  是講到挪威的故事,講到當地人的故事
[00:03:11.000 --> 00:03:14.000]  是很特別,當我看了留意很久
[00:03:14.000 --> 00:03:18.000]  為什麼這麼多一塊塊玻璃能夠黏在一起
[00:03:18.000 --> 00:03:22.000]  為什麼不會塌下來,為什麼不會爛掉
[00:03:22.000 --> 00:03:25.000]  原來它是一個很堅韌的架構
[00:03:25.000 --> 00:03:29.000]  和一些很有力的,有人說是罕
[00:03:29.000 --> 00:03:33.000]  就是將玻璃罕在一起,以致能夠拼在一起
[00:03:33.000 --> 00:03:37.000]  很穩固,有時候我常常想在教會當中
[00:03:37.000 --> 00:03:40.000]  我們大家都是來自不同地方,不同性格
[00:03:40.000 --> 00:03:43.000]  不同脾氣,不同喜好,不同飲食習慣
[00:03:43.000 --> 00:03:45.000]  不同起居飲食,各樣都不同
[00:03:45.000 --> 00:03:48.000]  但我們坐在一起成為一體是不容易的
[00:03:48.000 --> 00:03:52.000]  有什麼這麼堅韌,這麼有力量,能夠將我們黏在一起呢
[00:03:52.000 --> 00:03:55.000]  我今天講的題目是什麼呢
[00:03:55.000 --> 00:03:58.000]  就是不悔的愛,不變的愛
[00:03:58.000 --> 00:04:02.000]  就是神的愛將我們大家能夠黏在一起
[00:04:02.000 --> 00:04:06.000]  使徒約翰是除了保羅之外,寫新約書信最多的人
[00:04:06.000 --> 00:04:09.000]  他除了寫約翰呼音之外,還寫了約翰一二三書
[00:04:09.000 --> 00:04:12.000]  還有什麼呢,啟示錄
[00:04:12.000 --> 00:04:14.000]  有人稱約翰為愛的使徒
[00:04:14.000 --> 00:04:17.000]  我們嘗試看看和使徒約翰
[00:04:17.000 --> 00:04:20.000]  和這個愛的使徒學習怎樣去愛
[00:04:20.000 --> 00:04:23.000]  第一樣就是不悔的愛
[00:04:23.000 --> 00:04:26.000]  約翰被稱為愛的使徒,約翰福音裡面有五次
[00:04:26.000 --> 00:04:30.000]  說到耶穌所愛的那門徒
[00:04:30.000 --> 00:04:35.000]  但每一次都沒有說耶穌所愛的那門徒約翰
[00:04:35.000 --> 00:04:38.000]  為什麼呢,因為寫約翰呼音就是約翰
[00:04:38.000 --> 00:04:42.000]  一直他都沒有提自己,直至最後到21章24節
[00:04:42.000 --> 00:04:46.000]  他說記載這些事的就是這門徒
[00:04:46.000 --> 00:04:52.000]  才點出原來耶穌所愛的門徒就是他,就是約翰
[00:04:52.000 --> 00:04:58.000]  約翰書中三卷約翰一二三書提了超過三十次有關愛
[00:04:58.000 --> 00:05:00.000]  約翰是非常之注重愛
[00:05:00.000 --> 00:05:03.000]  是不是因為這個緣故被稱為愛的使徒呢
[00:05:03.000 --> 00:05:07.000]  是不是因為他很有愛心,因為他很可愛
[00:05:07.000 --> 00:05:09.000]  所以被稱為愛的使徒呢
[00:05:09.000 --> 00:05:13.000]  我預備這次的講章就看一看約翰的生平
[00:05:13.000 --> 00:05:16.000]  我越看越覺得他很討人厭
[00:05:16.000 --> 00:05:18.000]  我越看越覺得他不可愛
[00:05:18.000 --> 00:05:22.000]  但我不明白為什麼他在約翰福音裡面說自己是耶穌所愛的門徒
[00:05:22.000 --> 00:05:25.000]  我覺得他好像都不是很害羞
[00:05:25.000 --> 00:05:30.000]  自己這麼壞,為什麼說自己是耶穌所愛的門徒呢
[00:05:30.000 --> 00:05:33.000]  你看馬克思第三章告訴我們約翰有個別名
[00:05:33.000 --> 00:05:37.000]  和他哥哥亞各,別名叫雷子
[00:05:37.000 --> 00:05:40.000]  半離奇,即是雷子,the son of thunder
[00:05:40.000 --> 00:05:41.000]  你明白什麼意思嗎
[00:05:41.000 --> 00:05:44.000]  他脾氣很厲害,很暴躁
[00:05:44.000 --> 00:05:45.000]  怎樣暴躁呢
[00:05:45.000 --> 00:05:48.000]  你看到第九章三十八節馬克福音
[00:05:48.000 --> 00:05:51.000]  當有人奉主的名講鬼,但他們沒有跟約翰一起
[00:05:51.000 --> 00:05:54.000]  他和耶穌說禁止他們,不要讓他們講
[00:05:54.000 --> 00:05:56.000]  因為他不和我們一起的
[00:05:56.000 --> 00:05:58.000]  不要讓他做這件事
[00:05:58.000 --> 00:06:03.000]  他是容不下別人去做一些事情他不認同的
[00:06:03.000 --> 00:06:07.000]  羅格芬第九章五十一至五十六節,我覺得他更過份
[00:06:07.000 --> 00:06:11.000]  他和耶穌去到撒馬利亞的村莊,但那裡的人不接待他
[00:06:11.000 --> 00:06:12.000]  他有什麼想法呢
[00:06:12.000 --> 00:06:15.000]  就叫耶穌乾火燒了那條村子
[00:06:15.000 --> 00:06:17.000]  有沒有人這麼狠呢
[00:06:17.000 --> 00:06:21.000]  我今天住在一個劉弟兄的家,他外面有個trailer
[00:06:21.000 --> 00:06:23.000]  我很想住在trailer,他不給我
[00:06:23.000 --> 00:06:26.000]  我不會祈禱神,燒了他trailer
[00:06:26.000 --> 00:06:29.000]  沒有這麼兇的,約翰就是這樣的人
[00:06:29.000 --> 00:06:32.000]  所以我發覺為什麼他說自己是耶穌所愛
[00:06:32.000 --> 00:06:34.000]  他有什麼可愛呢
[00:06:34.000 --> 00:06:36.000]  他很忍不住自己道歉
[00:06:36.000 --> 00:06:39.000]  又不接受容不下別人,忍不住別人
[00:06:39.000 --> 00:06:42.000]  不單是人品不好,心態也不好
[00:06:42.000 --> 00:06:45.000]  為什麼耶穌臨死之前已經說好不止一次
[00:06:45.000 --> 00:06:47.000]  說他會死,他會死
[00:06:47.000 --> 00:06:49.000]  臨死前馬利亞分二十章二十節
[00:06:49.000 --> 00:06:51.000]  他找媽媽一起去
[00:06:51.000 --> 00:06:53.000]  做什麼呢
[00:06:53.000 --> 00:06:56.000]  不是和耶穌告別,是爭位坐
[00:06:56.000 --> 00:06:59.000]  將來你來的時候,讓我兩個兒子坐你左邊右邊
[00:06:59.000 --> 00:07:02.000]  耶穌就死了,拜託了
[00:07:02.000 --> 00:07:05.000]  他們很不體會耶穌的心情
[00:07:05.000 --> 00:07:09.000]  在兩本經書裡面,馬太馬可之前也提過
[00:07:09.000 --> 00:07:14.000]  他們不明白耶穌的受難是為了什麼
[00:07:14.000 --> 00:07:16.000]  路加分第九章二十八節
[00:07:16.000 --> 00:07:18.000]  耶穌登山變相
[00:07:18.000 --> 00:07:21.000]  和以利亞和摩西談論他去世的事
[00:07:21.000 --> 00:07:23.000]  很重要的事
[00:07:23.000 --> 00:07:27.000]  約翰和彼得和雅各睡著了
[00:07:27.000 --> 00:07:29.000]  你真的很佩服他
[00:07:29.000 --> 00:07:31.000]  應睡不睡不睡就去睡
[00:07:31.000 --> 00:07:32.000]  馬太二十六章三十七節
[00:07:32.000 --> 00:07:35.000]  哈西瑪利元,耶穌叫他警醒又睡了
[00:07:35.000 --> 00:07:37.000]  所以在講唐道叫他睡覺
[00:07:37.000 --> 00:07:39.000]  藝術的規則
[00:07:39.000 --> 00:07:41.000]  他選擇應該睡又不睡,不明白又不警醒
[00:07:41.000 --> 00:07:43.000]  約翰真的很不濟
[00:07:43.000 --> 00:07:45.000]  所以讀來讀去我就不明白
[00:07:45.000 --> 00:07:49.000]  為什麼約翰說自己是耶穌所愛的門徒
[00:07:49.000 --> 00:07:51.000]  約翰真的不行
[00:07:51.000 --> 00:07:53.000]  但他叫自己做耶穌所愛的門徒
[00:07:53.000 --> 00:07:55.000]  一直沒有說自己的名字
[00:07:55.000 --> 00:07:57.000]  我才看
[00:07:57.000 --> 00:07:59.000]  我有時覺得約翰這樣寫
[00:07:59.000 --> 00:08:01.000]  是想告訴我們
[00:08:01.000 --> 00:08:03.000]  他明白自己的不配
[00:08:03.000 --> 00:08:05.000]  但耶穌依然愛他
[00:08:05.000 --> 00:08:07.000]  當我讀到約翰,我是很有安慰
[00:08:07.000 --> 00:08:09.000]  因為我自己照鏡
[00:08:09.000 --> 00:08:11.000]  看回自己的以前
[00:08:11.000 --> 00:08:13.000]  真的發現我很多地方不是可愛
[00:08:13.000 --> 00:08:15.000]  甚至是很可悲
[00:08:15.000 --> 00:08:17.000]  或者是很討人厭
[00:08:17.000 --> 00:08:19.000]  但耶穌都愛我這個人
[00:08:19.000 --> 00:08:21.000]  所以剛才唱詩
[00:08:21.000 --> 00:08:23.000]  簡易詩歌非常好
[00:08:23.000 --> 00:08:25.000]  從第三首開始
[00:08:25.000 --> 00:08:27.000]  其實我是忍得住的,眼淚沒有流下來
[00:08:27.000 --> 00:08:29.000]  但真是心裏很感動
[00:08:29.000 --> 00:08:31.000]  耶穌為我這樣的人來死
[00:08:31.000 --> 00:08:33.000]  不是我值得
[00:08:33.000 --> 00:08:35.000]  不是我配,而是他肯為我而死
[00:08:35.000 --> 00:08:37.000]  神愛我們
[00:08:37.000 --> 00:08:39.000]  不是因為我們可愛,而是因為我們需要愛
[00:08:39.000 --> 00:08:41.000]  這句說話很重要
[00:08:41.000 --> 00:08:43.000]  我們愛人是怎樣的呢
[00:08:43.000 --> 00:08:45.000]  有時是因為他可愛
[00:08:45.000 --> 00:08:47.000]  但你愛人是因為他需要愛
[00:08:47.000 --> 00:08:51.000]  為什麼可以愛不配愛的人呢
[00:08:51.000 --> 00:08:53.000]  因為耶穌看見的不是約翰的現在
[00:08:53.000 --> 00:08:55.000]  耶穌看見的是他的將來
[00:08:55.000 --> 00:08:57.000]  一個人為何不是一個人呢
[00:08:57.000 --> 00:08:59.000]  因為他只看見他的現在
[00:08:59.000 --> 00:09:01.000]  他看不見他的將來
[00:09:01.000 --> 00:09:03.000]  常常我需要對我的朋友
[00:09:03.000 --> 00:09:05.000]  不要只看見我現在有什麼錯
[00:09:05.000 --> 00:09:07.000]  你可不可以告訴我呢
[00:09:07.000 --> 00:09:09.000]  我將來是改得到的
[00:09:09.000 --> 00:09:11.000]  我是需要這個肯定
[00:09:11.000 --> 00:09:13.000]  我需要這個信心
[00:09:13.000 --> 00:09:15.000]  人說人壞是很容易的
[00:09:15.000 --> 00:09:17.000]  誰不懂說呢
[00:09:17.000 --> 00:09:19.000]  人幫人好才難
[00:09:19.000 --> 00:09:21.000]  耶穌看見約翰的不行
[00:09:21.000 --> 00:09:23.000]  耶穌看見使徒彼得的衝動
[00:09:23.000 --> 00:09:25.000]  耶穌看見的是他們的將來
[00:09:25.000 --> 00:09:27.000]  神一直都沒有放棄
[00:09:27.000 --> 00:09:29.000]  我們都要看見人的現在
[00:09:29.000 --> 00:09:31.000]  都要看見人的將來
[00:09:31.000 --> 00:09:33.000]  不是人今天行不行
[00:09:33.000 --> 00:09:35.000]  而是人將來行不行
[00:09:35.000 --> 00:09:37.000]  我有次和我兒子去他大學走的時候
[00:09:37.000 --> 00:09:39.000]  他帶我去參觀他的校園
[00:09:39.000 --> 00:09:41.000]  他說爸爸你常常來
[00:09:41.000 --> 00:09:43.000]  都不看我的校園
[00:09:43.000 --> 00:09:45.000]  一路走的時候
[00:09:45.000 --> 00:09:47.000]  他介紹這個是
[00:09:47.000 --> 00:09:49.000]  醫學院
[00:09:49.000 --> 00:09:51.000]  這個是什麼院
[00:09:51.000 --> 00:09:53.000]  後來去到一座建築物前面
[00:09:53.000 --> 00:09:55.000]  外面圍了鐵絲網
[00:09:55.000 --> 00:09:57.000]  他叫我停一停
[00:09:57.000 --> 00:09:59.000]  我看了一看
[00:09:59.000 --> 00:10:01.000]  這座建築物沙塵滾滾
[00:10:01.000 --> 00:10:03.000]  有什麼好看的
[00:10:03.000 --> 00:10:05.000]  他說這是我的部門
[00:10:05.000 --> 00:10:07.000]  我說為什麼這麼破爛
[00:10:07.000 --> 00:10:09.000]  這麼凌亂
[00:10:09.000 --> 00:10:11.000]  他說你有沒有看見
[00:10:11.000 --> 00:10:13.000]  鐵絲網前面有個牌
[00:10:13.000 --> 00:10:15.000]  我看了一看又看見
[00:10:15.000 --> 00:10:17.000]  有兩個英文字
[00:10:17.000 --> 00:10:19.000]  Under construction
[00:10:19.000 --> 00:10:21.000]  即是在裝修中
[00:10:21.000 --> 00:10:23.000]  他跟我說
[00:10:23.000 --> 00:10:25.000]  你有沒有看他旁邊的照片
[00:10:25.000 --> 00:10:27.000]  他說這間不漂亮
[00:10:27.000 --> 00:10:29.000]  遲些會很漂亮
[00:10:29.000 --> 00:10:31.000]  他說你會很漂亮
[00:10:31.000 --> 00:10:33.000]  說完之後我就很有感觸
[00:10:33.000 --> 00:10:35.000]  我跟兒子說
[00:10:35.000 --> 00:10:37.000]  這個建築物遲些會很漂亮
[00:10:37.000 --> 00:10:39.000]  是在裝修中
[00:10:39.000 --> 00:10:41.000]  我跟兒子說你也是
[00:10:41.000 --> 00:10:43.000]  有一天你都會很漂亮
[00:10:43.000 --> 00:10:45.000]  我跟兒子說你也是
[00:10:45.000 --> 00:10:47.000]  有一天你都會很漂亮
[00:10:47.000 --> 00:10:49.000]  原來大家都在裝修中
[00:10:49.000 --> 00:10:51.000]  在施工或裝修中
[00:10:51.000 --> 00:10:53.000]  有一天會很漂亮
[00:10:53.000 --> 00:10:55.000]  要看到將來的圖畫
[00:10:55.000 --> 00:10:57.000]  不要只看一個人
[00:10:57.000 --> 00:10:59.000]  他現在錯了什麼
[00:10:59.000 --> 00:11:01.000]  要看到他將來可以怎樣
[00:11:01.000 --> 00:11:03.000]  說人壞容易幫人好
[00:11:03.000 --> 00:11:05.000]  才是難的
[00:11:05.000 --> 00:11:07.000]  我過去很多次
[00:11:07.000 --> 00:11:09.000]  當我發現自己壞的時候
[00:11:09.000 --> 00:11:11.000]  我真的告訴你
[00:11:11.000 --> 00:11:13.000]  真的很難看
[00:11:13.000 --> 00:11:15.000]  我記得有一次在多倫多
[00:11:15.000 --> 00:11:17.000]  也有搞一些營會
[00:11:17.000 --> 00:11:19.000]  我們有一次在八月份搞了一個營會
[00:11:19.000 --> 00:11:21.000]  一班都是國語的營會
[00:11:21.000 --> 00:11:23.000]  我們叫做滿分營
[00:11:23.000 --> 00:11:25.000]  來了很多人
[00:11:25.000 --> 00:11:27.000]  我們知道中國人一定要吃飯
[00:11:27.000 --> 00:11:29.000]  西餐又不行
[00:11:29.000 --> 00:11:31.000]  所以我們訂了很多飯盒
[00:11:31.000 --> 00:11:33.000]  我又懶謙卑
[00:11:33.000 --> 00:11:35.000]  我就要派飯盒
[00:11:35.000 --> 00:11:37.000]  同工說你不要派
[00:11:37.000 --> 00:11:39.000]  我說不行我要派
[00:11:39.000 --> 00:11:41.000]  派的時候我也不知道
[00:11:41.000 --> 00:11:43.000]  派完之後營會結束
[00:11:43.000 --> 00:11:45.000]  有同工發短片給我
[00:11:45.000 --> 00:11:47.000]  說這些手機很危險
[00:11:47.000 --> 00:11:49.000]  什麼都被他拍了
[00:11:49.000 --> 00:11:51.000]  我一看短片
[00:11:51.000 --> 00:11:53.000]  很難看
[00:11:53.000 --> 00:11:55.000]  我整身大汗在派
[00:11:55.000 --> 00:11:57.000]  但樣子都很醜
[00:11:57.000 --> 00:11:59.000]  短片拍什麼呢
[00:11:59.000 --> 00:12:01.000]  我又忘形
[00:12:01.000 --> 00:12:03.000]  派飯盒被人拿了
[00:12:03.000 --> 00:12:05.000]  有些老人家慢一點
[00:12:05.000 --> 00:12:07.000]  有些年輕人急一點
[00:12:07.000 --> 00:12:09.000]  我又說走走走
[00:12:09.000 --> 00:12:11.000]  年輕人說這麼急幹什麼
[00:12:11.000 --> 00:12:13.000]  不會給你嗎
[00:12:13.000 --> 00:12:15.000]  走走走
[00:12:15.000 --> 00:12:17.000]  我都看不到自己的醜樣
[00:12:17.000 --> 00:12:19.000]  那個同工發給我看
[00:12:19.000 --> 00:12:21.000]  這麼醜
[00:12:21.000 --> 00:12:23.000]  發給我看幹什麼
[00:12:23.000 --> 00:12:25.000]  因為這麼醜才發給你
[00:12:25.000 --> 00:12:27.000]  因為你看不到自己多醜
[00:12:27.000 --> 00:12:29.000]  原來知道自己醜
[00:12:29.000 --> 00:12:31.000]  真是很醜
[00:12:31.000 --> 00:12:33.000]  人有時看不到自己醜
[00:12:33.000 --> 00:12:35.000]  以為自己很好
[00:12:35.000 --> 00:12:37.000]  你看我多謙卑
[00:12:37.000 --> 00:12:39.000]  你明不明
[00:12:39.000 --> 00:12:41.000]  我是恩福總幹事
[00:12:41.000 --> 00:12:43.000]  我來派飯盒
[00:12:43.000 --> 00:12:45.000]  以為自己有光
[00:12:45.000 --> 00:12:47.000]  其實不是
[00:12:47.000 --> 00:12:49.000]  人家不告訴你
[00:12:49.000 --> 00:12:51.000]  你不知道
[00:12:51.000 --> 00:12:53.000]  有時自己都不想知道
[00:12:53.000 --> 00:12:55.000]  剛才詩歌一路唱
[00:12:55.000 --> 00:12:57.000]  我們真的不明白
[00:12:57.000 --> 00:12:59.000]  為什麼耶穌會愛我這個人
[00:12:59.000 --> 00:13:01.000]  一個人要明白自己不配
[00:13:01.000 --> 00:13:03.000]  才會謙卑
[00:13:03.000 --> 00:13:05.000]  說話才不會這麼尖銳
[00:13:05.000 --> 00:13:07.000]  很多人看不到自己不配
[00:13:07.000 --> 00:13:09.000]  以為自己真的
[00:13:09.000 --> 00:13:11.000]  不是不可一世
[00:13:11.000 --> 00:13:13.000]  福音堂沒有我
[00:13:13.000 --> 00:13:15.000]  怎麼會是福音堂
[00:13:15.000 --> 00:13:17.000]  傳賴有我
[00:13:17.000 --> 00:13:19.000]  很多光環
[00:13:19.000 --> 00:13:21.000]  不明白不配的愛
[00:13:21.000 --> 00:13:23.000]  我們真的不懂得去愛
[00:13:23.000 --> 00:13:25.000]  所以有時我常常
[00:13:25.000 --> 00:13:27.000]  都有少少介意
[00:13:27.000 --> 00:13:29.000]  但有少少歡迎
[00:13:29.000 --> 00:13:31.000]  別人點出我一些問題
[00:13:31.000 --> 00:13:33.000]  有一位同工我剛剛請
[00:13:33.000 --> 00:13:35.000]  他來我都幾開心
[00:13:35.000 --> 00:13:37.000]  但說話我就不太開心
[00:13:37.000 --> 00:13:39.000]  徐帝兄說十年前我就不會來了
[00:13:39.000 --> 00:13:41.000]  我說什麼意思
[00:13:41.000 --> 00:13:43.000]  你不知道十年前你怎樣
[00:13:43.000 --> 00:13:45.000]  我說我不知道
[00:13:45.000 --> 00:13:47.000]  他說你沒什麼人性
[00:13:47.000 --> 00:13:49.000]  因為我工作很急
[00:13:49.000 --> 00:13:51.000]  你聽我說話就知道
[00:13:51.000 --> 00:13:53.000]  相處易同工難
[00:13:53.000 --> 00:13:55.000]  出去飲下就沒問題
[00:13:55.000 --> 00:13:57.000]  一起工作什麼都會言出來
[00:13:57.000 --> 00:13:59.000]  他說你那時真的沒什麼人性
[00:13:59.000 --> 00:14:01.000]  只求成果
[00:14:01.000 --> 00:14:03.000]  不計代價
[00:14:03.000 --> 00:14:05.000]  真的這樣
[00:14:05.000 --> 00:14:07.000]  我以為自己熱心
[00:14:07.000 --> 00:14:09.000]  其實我傷了很多人
[00:14:09.000 --> 00:14:11.000]  我自己不知道
[00:14:11.000 --> 00:14:13.000]  這位姐妹跟我說
[00:14:13.000 --> 00:14:15.000]  一方面很難過
[00:14:15.000 --> 00:14:17.000]  一方面很開心
[00:14:17.000 --> 00:14:19.000]  我現在改了一點
[00:14:19.000 --> 00:14:21.000]  所以你才肯來
[00:14:21.000 --> 00:14:23.000]  多謝你肯來幫我一起服侍
[00:14:23.000 --> 00:14:25.000]  沒多久徐帝兄又跟我說
[00:14:25.000 --> 00:14:27.000]  幾年前我就不會找你
[00:14:27.000 --> 00:14:29.000]  但句句吉死人
[00:14:29.000 --> 00:14:31.000]  有時我改的東西
[00:14:31.000 --> 00:14:33.000]  完全平到
[00:14:33.000 --> 00:14:35.000]  以前你平我寫的東西
[00:14:35.000 --> 00:14:37.000]  平到我不想做
[00:14:37.000 --> 00:14:39.000]  可不可以安慰一點
[00:14:39.000 --> 00:14:41.000]  加些氣氛
[00:14:41.000 --> 00:14:43.000]  因為我給電郵很快
[00:14:43.000 --> 00:14:45.000]  做人時間人生很快過
[00:14:45.000 --> 00:14:47.000]  歲月無情快點做事
[00:14:47.000 --> 00:14:49.000]  所以寫電郵很快很簡短
[00:14:49.000 --> 00:14:51.000]  對就對錯就錯
[00:14:51.000 --> 00:14:53.000]  你可不可以包一包
[00:14:53.000 --> 00:14:55.000]  吃三文治都有塊麵包
[00:14:55.000 --> 00:14:57.000]  不要就這樣給我吃
[00:14:57.000 --> 00:14:59.000]  所以我現在學了改了
[00:14:59.000 --> 00:15:01.000]  前面寫下
[00:15:01.000 --> 00:15:03.000]  Thank you for your email
[00:15:03.000 --> 00:15:05.000]  後面寫下Please consider
[00:15:05.000 --> 00:15:07.000]  寫這些比較溫柔一點
[00:15:07.000 --> 00:15:09.000]  我發現一個人
[00:15:09.000 --> 00:15:11.000]  我再講剛才的說話很重要
[00:15:11.000 --> 00:15:13.000]  一個人不認識自己的不配
[00:15:13.000 --> 00:15:15.000]  你不懂得謙卑
[00:15:15.000 --> 00:15:17.000]  你不懂得溫柔
[00:15:17.000 --> 00:15:19.000]  以至教會產生很多紛爭
[00:15:19.000 --> 00:15:21.000]  覺得自己唯我獨尊
[00:15:21.000 --> 00:15:23.000]  任我行
[00:15:23.000 --> 00:15:25.000]  東方不敗
[00:15:25.000 --> 00:15:27.000]  真的這樣
[00:15:27.000 --> 00:15:29.000]  所以有時我讀約翰的新評
[00:15:29.000 --> 00:15:31.000]  我一直不明白為何約翰一路提他是耶穌所愛
[00:15:31.000 --> 00:15:33.000]  其實他在提醒自己
[00:15:33.000 --> 00:15:35.000]  提醒自己
[00:15:35.000 --> 00:15:37.000]  但他福音書是之後才寫的
[00:15:37.000 --> 00:15:39.000]  他回顧一下提醒自己
[00:15:39.000 --> 00:15:41.000]  我這樣的人居然是耶穌愛
[00:15:41.000 --> 00:15:43.000]  所以每一次服事
[00:15:43.000 --> 00:15:45.000]  真的要謙卑
[00:15:45.000 --> 00:15:47.000]  不是你碰是恩典
[00:15:47.000 --> 00:15:49.000]  是恩典
[00:15:49.000 --> 00:15:51.000]  從約翰我真的看得見一種不配的愛
[00:15:51.000 --> 00:15:53.000]  神愛不完全的人包括約翰
[00:15:53.000 --> 00:15:55.000]  包括你包括我
[00:15:55.000 --> 00:15:57.000]  所以求神真的幫我們能夠改變
[00:15:57.000 --> 00:15:59.000]  以至我們更配神愛我們
[00:15:59.000 --> 00:16:01.000]  也可以幫助那些需要神愛的人
[00:16:01.000 --> 00:16:03.000]  我需要不配的愛
[00:16:03.000 --> 00:16:05.000]  也要給人成長的空間
[00:16:05.000 --> 00:16:07.000]  給人改進的機會
[00:16:07.000 --> 00:16:09.000]  沒有溫柔
[00:16:09.000 --> 00:16:11.000]  因為看不到自己的過去
[00:16:11.000 --> 00:16:13.000]  看不見別人的將來
[00:16:13.000 --> 00:16:15.000]  我再講一次
[00:16:15.000 --> 00:16:17.000]  沒有溫柔
[00:16:17.000 --> 00:16:19.000]  因為看不見自己的過去
[00:16:19.000 --> 00:16:21.000]  看不見別人的將來
[00:16:21.000 --> 00:16:23.000]  有一次我在這間教會
[00:16:23.000 --> 00:16:25.000]  因為已經很多年前
[00:16:25.000 --> 00:16:27.000]  二十多年前所以現在講應該無事
