
[00:00:00.000 --> 00:00:05.440]  讓我們在聆聽主導耳先
[00:02:51.400 --> 00:02:56.720]  但是今天就可以看到它抱在身上 看到它的笑容
[00:02:56.720 --> 00:02:58.800]  真的令我很開心
[00:02:58.800 --> 00:03:03.680]  那份喜樂是很難以形容的一種喜樂
[00:03:03.680 --> 00:03:07.960]  我相信對於很多的農夫來說
[00:03:07.960 --> 00:03:10.960]  如果他們看到一些農作物
[00:03:10.960 --> 00:03:16.320]  能夠真的由他們落種 翻肚落種
[00:03:16.320 --> 00:03:19.120]  然後開始看到它長芽生長
[00:03:19.120 --> 00:03:20.880]  即是說是一條蔥
[00:03:20.880 --> 00:03:24.920]  或者只是簡單的一寸的墨水也好
[00:03:24.920 --> 00:03:27.960]  但是當他看到它成長的時候
[00:03:27.960 --> 00:03:31.480]  那份的喜悅是難以形容的
[00:03:31.480 --> 00:03:33.720]  不過很可惜的一件事
[00:03:33.720 --> 00:03:37.320]  人就有一個壞的情況
[00:03:37.320 --> 00:03:41.680]  就是我們經常都很容易變得習以為常
[00:03:41.680 --> 00:03:44.080]  英文叫做take it for granted
[00:03:44.080 --> 00:03:48.960]  當我們如果長期在一個祝福裡面的時候
[00:03:48.960 --> 00:03:53.280]  就會漸漸開始不是太過懂得珍惜這些祝福
[00:03:53.280 --> 00:03:57.640]  都不要再說那個施與這個祝福的人究竟是怎樣
[00:03:57.640 --> 00:03:58.800]  哪一個了
[00:03:58.800 --> 00:04:03.600]  忘記恩典可以說是普世的人
[00:04:03.600 --> 00:04:07.360]  很容易跌入的一個光景
[00:04:07.360 --> 00:04:10.160]  而我們更加發現當一個人
[00:04:10.160 --> 00:04:14.880]  如果他是忘記了恩典的時候
[00:04:14.880 --> 00:04:18.440]  他們就會漸漸開始有一個生命的改變
[00:04:18.440 --> 00:04:20.960]  就變成一種剝削者
[00:04:20.960 --> 00:04:23.200]  英文叫做exploiter
[00:04:23.560 --> 00:04:28.800]  開始每樣東西都只是向身邊的人去剝削
[00:04:28.800 --> 00:04:31.280]  認為所有人都要對他自己好
[00:04:31.280 --> 00:04:34.560]  而好處是理所當然的
[00:04:34.560 --> 00:04:39.240]  而今天我們所看的這個《若爾仙之書》
[00:04:39.240 --> 00:04:42.840]  裡面的猶大國的國民
[00:04:42.840 --> 00:04:48.800]  就是採取了一種這樣的態度去對待上帝
[00:04:48.800 --> 00:04:54.120]  當然我們已經明白到的一件事
[00:04:54.120 --> 00:04:58.440]  就是上帝其實不介意猶大國的子民
[00:04:58.440 --> 00:05:04.320]  究竟可以從他們的身上得到什麼
[00:05:04.320 --> 00:05:06.320]  因為我們可以明白到
[00:05:06.320 --> 00:05:11.600]  上帝從來都不是只是帶著一種心態期望
[00:05:11.600 --> 00:05:14.520]  如果我對猶大國的國民好
[00:05:14.520 --> 00:05:17.520]  那可以在他身上又套回多少利益
[00:05:17.520 --> 00:05:21.000]  上帝從來都沒有這樣的思想
[00:05:21.000 --> 00:05:24.680]  就好像上個星期的主日崇拜裡面
[00:05:24.680 --> 00:05:29.800]  我們也曾經引用過詩篇第40篇第6節
[00:05:29.800 --> 00:05:32.320]  後來更加在新約聖經
[00:05:32.320 --> 00:05:36.840]  希伯來書第10章5-6節裡面
[00:05:36.840 --> 00:05:40.760]  就引用過耶和華曾經很清楚
[00:05:40.760 --> 00:05:42.960]  直接私人去否白出
[00:05:42.960 --> 00:05:47.640]  上帝對神子民的心是什麼
[00:05:47.640 --> 00:05:51.680]  上帝其實從來都不是稀罕一些的
[00:05:51.680 --> 00:05:54.920]  我們所謂的獻祭或者
[00:05:54.920 --> 00:05:58.320]  燒一些的奉獻給上帝
[00:05:58.320 --> 00:06:02.800]  上帝不是要求獻祭的上帝
[00:06:02.800 --> 00:06:07.480]  但是上帝最不忍的就是看到
[00:06:07.480 --> 00:06:12.760]  他的子民漸漸發展成為一個越來越不像
[00:06:12.760 --> 00:06:14.760]  有神生命的人
[00:06:14.760 --> 00:06:19.160]  這個是上帝覺得很痛心的地方
[00:06:19.160 --> 00:06:24.400]  而且發現到人不單止對上帝越來越麻木
[00:06:24.400 --> 00:06:30.360]  而且進入了一種彼此剝削彼此摧毀的狀態
[00:06:30.360 --> 00:06:35.480]  這一群屬靈生命上變得麻木的人
[00:06:35.480 --> 00:06:41.320]  越來越不像上帝原本所創造的人的原有樣式
[00:06:41.320 --> 00:06:45.360]  更加不要說他們還像不像上帝
[00:06:45.360 --> 00:06:48.800]  就好像我很小的時候
[00:06:48.800 --> 00:06:51.600]  我父母曾經都很經常這樣說
[00:06:51.600 --> 00:06:55.920]  他說你做我兒子千萬不要做一些羞家的事情
[00:06:55.920 --> 00:06:58.320]  上帝看到他的子民
[00:06:58.320 --> 00:07:00.400]  上帝所創造的子民
[00:07:00.400 --> 00:07:05.520]  屬於他的一家屬於另一家的神的子民
[00:07:05.520 --> 00:07:07.920]  但是越來越不像樣
[00:07:08.120 --> 00:07:12.120]  做到甚至可以說是羞辱神的家的現象
[00:07:12.120 --> 00:07:17.120]  上帝最不忍的就是看到他的子民變成這樣的樣式
[00:07:17.120 --> 00:07:22.280]  因此上帝一方面他不介意
[00:07:22.280 --> 00:07:27.240]  猶太國究竟怎樣去任務奉獻
[00:07:27.240 --> 00:07:30.080]  所以在上一堂主日崇拜的裏面
[00:07:30.080 --> 00:07:33.200]  可以看到上帝已經說
[00:07:33.200 --> 00:07:38.200]  連祭司你都不需要繼續在我的面前去獻祭
[00:07:38.200 --> 00:07:45.200]  這些所謂的凡祭 數祭 奠祭
[00:07:45.200 --> 00:07:47.720]  這些不需要再獻上了
[00:07:47.720 --> 00:07:53.320]  因為免得你們繼續在獻祭裏面去犯罪
[00:07:53.320 --> 00:07:59.800]  上帝這樣的心態其實是為了提醒他的子民
[00:07:59.800 --> 00:08:02.520]  這些不是主要的核心
[00:08:02.520 --> 00:08:05.360]  核心是你對我的心如何
[00:08:05.360 --> 00:08:07.760]  我們的關係是如何
[00:08:07.760 --> 00:08:10.600]  不過很可惜的一件事就是
[00:08:10.600 --> 00:08:14.880]  神的子民他不理解上帝這樣的心思意念
[00:08:14.880 --> 00:08:17.200]  相反他還倒過來認為
[00:08:17.200 --> 00:08:20.680]  只要我多奉獻 多獻祭
[00:08:20.680 --> 00:08:24.400]  就等同於代表我的屬靈生命好
[00:08:24.400 --> 00:08:30.200]  那就代表我對上帝的關係是沒有問題
[00:08:30.200 --> 00:08:35.800]  所以他們還誤會上帝 以為上帝很喜歡獻祭這件事
[00:08:35.800 --> 00:08:40.480]  用獻祭來嘗試討好上帝
[00:08:40.480 --> 00:08:43.320]  但上帝其實不是這樣想
[00:08:43.320 --> 00:08:47.920]  這種思維其實在我們今天這個世界裏面
[00:08:47.920 --> 00:08:55.000]  很多人特別我所談論的專注是針對基督教會的情況
[00:08:55.000 --> 00:08:57.400]  就更加值得我們去反思
[00:08:57.400 --> 00:09:02.080]  因為今天很多基督徒以為只要自己多奉獻
[00:09:02.080 --> 00:09:05.000]  或者多參與神的工作
[00:09:05.000 --> 00:09:08.800]  就等同於自己很敬虔愛神
[00:09:08.800 --> 00:09:13.840]  其實相反來計他們的思維
[00:09:13.840 --> 00:09:19.600]  是漸漸走向於普世一般人對宗教的想法
[00:09:19.600 --> 00:09:23.280]  以為只要拜得神多 神就庇佑
[00:09:23.280 --> 00:09:27.600]  那我和神的關係 神就不能不對我好
[00:09:27.600 --> 00:09:30.640]  但其實反而讓我們看到
[00:09:30.640 --> 00:09:34.120]  原來很多情況反而跌入一個現象
[00:09:34.120 --> 00:09:37.200]  就是當你越做多神的工作
[00:09:37.200 --> 00:09:40.840]  原來更加成為了你包裝自己
[00:09:40.840 --> 00:09:44.560]  是一個沒有對神有愛心 對神的關係
[00:09:44.560 --> 00:09:47.480]  其實本身是很冷漠的情況
[00:09:47.480 --> 00:09:51.400]  這種包裝反而誤導了我們自己
[00:09:51.400 --> 00:09:54.680]  以為自己的靈性是非常之好
[00:09:54.680 --> 00:09:59.080]  今天我們就是要看一下這個現象
[00:09:59.080 --> 00:10:02.840]  來到尼加約爾書
[00:10:02.840 --> 00:10:05.880]  它給我們看到的就是
[00:10:05.880 --> 00:10:08.280]  當我們作為神的子民
[00:10:08.280 --> 00:10:15.600]  怎樣才不會做到一種羞辱神的一個淑女的狀態
[00:10:15.600 --> 00:10:20.280]  更加教導我們怎樣重新歸入於一個
[00:10:20.280 --> 00:10:24.880]  能夠升任成為神家的一份子這個角色
[00:10:24.880 --> 00:10:29.960]  我們今天就來到上帝所出的第三招
[00:10:29.960 --> 00:10:33.280]  而這第三招其實仍然的目的
[00:10:33.280 --> 00:10:37.640]  就是希望讓猶太國當中的神的子民
[00:10:37.640 --> 00:10:42.280]  提供一個復甦他們的靈性的動力
[00:10:42.280 --> 00:10:47.360]  我相信這個經文同樣可以對你和我
[00:10:47.360 --> 00:10:51.520]  產生一種呼喚喚醒的作用
[00:10:51.520 --> 00:10:54.240]  所以讓我們回到這段經文
[00:10:54.240 --> 00:10:57.480]  去看一下這段經文所說的什麼
[00:10:57.480 --> 00:11:01.840]  我們已經說過今天我們來到的已經是
[00:11:01.840 --> 00:11:06.600]  為神的子民提供的第三個方案
[00:11:06.600 --> 00:11:08.600]  第三個招數
[00:11:08.600 --> 00:11:11.200]  怎樣去讓神的子民
[00:11:11.200 --> 00:11:13.480]  他們的屬靈生命蘇醒
[00:11:13.480 --> 00:11:15.080]  這一招是什麼呢
[00:11:15.080 --> 00:11:20.600]  就是要讓他們嘗過失去喜樂的滋味
[00:11:20.600 --> 00:11:23.840]  我們先看一下第一部分
[00:11:23.840 --> 00:11:27.600]  第一部分是第一章的第十一節
[00:11:27.600 --> 00:11:30.520]  在這一段的經文裡面我們會發現到
[00:11:30.520 --> 00:11:34.280]  原來以色列的子民
[00:11:34.280 --> 00:11:38.560]  神的子民特別是這段經文說的猶太國的子民
[00:11:38.560 --> 00:11:44.920]  他們當中的農夫發現到一切不似預期
[00:11:44.920 --> 00:11:47.160]  我們看一下這段經文說什麼
[00:11:47.160 --> 00:11:50.120]  第一章第十一節這樣說的
[00:11:50.120 --> 00:11:53.680]  農夫啊你們要慚愧
[00:11:53.680 --> 00:11:57.960]  收你葡萄園的你們要哀號
[00:11:57.960 --> 00:12:04.760]  因為大麥小麥與田間的莊稼都滅絕了
[00:12:04.760 --> 00:12:09.120]  英許地本來是一片怎樣的土地呢
[00:12:09.120 --> 00:12:12.880]  在聖經裡面其實有一個很詳細的介紹
[00:12:12.880 --> 00:12:20.280]  如果當我們去打開在生命記第八章第六至第十節裡面
[00:12:20.280 --> 00:12:25.640]  就介紹給我們聽這是一片很特別的土地
[00:12:25.640 --> 00:12:29.160]  如果不信的我們先回到這段經文看一下
[00:12:29.160 --> 00:12:33.080]  生命記第八章第六至第十節
[00:12:33.080 --> 00:12:34.440]  這裡這樣說的
[00:12:34.440 --> 00:12:39.640]  你要謹守耶和華你上帝的誡命
[00:12:39.640 --> 00:12:43.120]  遵行他的道敬畏他
[00:12:43.120 --> 00:12:47.840]  因為耶和華你上帝領你進入美地
[00:12:47.840 --> 00:12:54.480]  那地有河有泉有源從山谷中流出來
[00:12:54.480 --> 00:13:01.120]  那地有小麥大麥葡萄樹無花果樹
[00:13:01.120 --> 00:13:05.320]  石榴樹橄欖樹和蜜
[00:13:05.320 --> 00:13:10.560]  你在那地不缺食物一無所缺
[00:13:10.560 --> 00:13:15.320]  那地的石頭是鐵山內可以挖銅
[00:13:15.320 --> 00:13:21.200]  你吃得飽足就要稱頌耶和華你的神
[00:13:21.200 --> 00:13:25.320]  因他將那美地賜給你了
[00:13:25.320 --> 00:13:28.360]  從這段聖經裡面我們看到
[00:13:28.360 --> 00:13:33.960]  上帝給這片土地不單單是流奶與麥
[00:13:33.960 --> 00:13:35.960]  四個字講完
[00:13:35.960 --> 00:13:41.960]  其實在裡面充滿了很豐富的農產作物
[00:13:41.960 --> 00:13:48.000]  在這片土地上面有很多專業的農夫
[00:13:48.000 --> 00:13:50.840]  可以在上面去做耕作
[00:13:50.840 --> 00:13:53.080]  而在這樣的環境裡面
[00:13:53.080 --> 00:13:54.360]  更加可以這麼說
[00:13:54.360 --> 00:13:59.920]  他們可以說十拿九穩非常有把握
[00:13:59.920 --> 00:14:03.200]  種出什麼種出什麼
[00:14:03.200 --> 00:14:06.400]  用廣東話來說非常有渣拿
[00:14:06.400 --> 00:14:09.000]  最近我和一位姐妹聊了一天
[00:14:09.000 --> 00:14:12.760]  她住在加利福尼亞州的美國州份
[00:14:12.760 --> 00:14:14.280]  我自己也去過
[00:14:14.280 --> 00:14:18.840]  她分享了後院種出的花
[00:14:18.840 --> 00:14:20.640]  真的非常漂亮
[00:14:20.640 --> 00:14:23.200]  我們在加拿大真的很嚮往
[00:14:23.200 --> 00:14:27.160]  能夠像她一樣種出這麼漂亮的花
[00:14:27.160 --> 00:14:28.720]  為什麼呢
[00:14:28.720 --> 00:14:31.720]  因為加利福尼亞州陽光夠
[00:14:31.720 --> 00:14:35.320]  你不會說沒有陽光
[00:14:35.320 --> 00:14:37.160]  那個地方經常有陽光
[00:14:37.160 --> 00:14:39.800]  只要你水分足夠的時候
[00:14:39.800 --> 00:14:42.000]  植物就很容易生長
[00:14:42.000 --> 00:14:44.840]  而且他們的泥土也很肥沃
[00:14:44.840 --> 00:14:46.440]  因為我自己也去過
[00:14:46.440 --> 00:14:49.240]  發現他們所有土地的泥土上面
[00:14:49.240 --> 00:14:51.240]  顏色要麼深黑色
[00:14:51.240 --> 00:14:55.600]  要麼深啡色
[00:14:55.600 --> 00:14:57.320]  代表它鐵質夠
[00:14:57.320 --> 00:14:58.720]  養分夠
[00:14:58.720 --> 00:15:00.480]  這樣的環境種出來的
[00:15:00.480 --> 00:15:04.720]  難怪我們經常要吃加利福尼亞州的橙
[00:15:04.720 --> 00:15:05.640]  就是這個原因
[00:15:05.640 --> 00:15:07.440]  又甜又多汁
[00:15:07.440 --> 00:15:10.600]  養分夠一定種出的東西非常漂亮
[00:15:10.600 --> 00:15:13.160]  在這段聖經裡面
[00:15:13.160 --> 00:15:14.760]  讓我們看到
[00:15:14.760 --> 00:15:18.640]  明白到上帝賜給以色列民
[00:15:18.640 --> 00:15:20.240]  這片土地
[00:15:20.240 --> 00:15:22.800]  是一片非常美麗的土地
[00:15:22.800 --> 00:15:24.600]  不過請大家留意
[00:15:24.600 --> 00:15:26.160]  《生命記》裡面
[00:15:26.160 --> 00:15:29.560]  第八章第六至十節這裡的記載
[00:15:29.560 --> 00:15:32.560]  不是一種交易的規矩
[00:15:32.560 --> 00:15:35.400]  很多時候我們作為信徒看聖經
[00:15:35.400 --> 00:15:37.440]  我們會有一個錯誤理解
[00:15:37.440 --> 00:15:40.240]  說到舊約聖經特別是摩西五經
[00:15:40.240 --> 00:15:41.240]  是律法書
[00:15:41.240 --> 00:15:42.680]  Torah
[00:15:42.680 --> 00:15:45.840]  他們說它就是一些律法規矩
[00:15:45.840 --> 00:15:49.640]  於是上帝和以色列民
[00:15:49.640 --> 00:15:53.920]  就有一些交易條件一樣
[00:15:53.920 --> 00:15:55.320]  其實弟兄姊妹
[00:15:55.320 --> 00:15:58.520]  這不是一個交易條件
[00:15:58.520 --> 00:16:00.640]  交易條件是什麼?
[00:16:00.640 --> 00:16:02.560]  如果列了規矩之後
[00:16:02.560 --> 00:16:03.800]  你履行不了
[00:16:03.800 --> 00:16:05.400]  就交易取消了
[00:16:05.400 --> 00:16:06.920]  就作廢了
[00:16:06.920 --> 00:16:10.920]  但是我們可以看到這段聖經其實不是
[00:16:10.920 --> 00:16:13.680]  聖經其實在舊約裡面
[00:16:13.680 --> 00:16:17.440]  當我們看到這些特別的律法書的部分
[00:16:17.440 --> 00:16:19.840]  我們要有一個糾正的思維
[00:16:19.840 --> 00:16:22.840]  其實這段聖經是談論對一個
[00:16:22.840 --> 00:16:26.360]  權利與義務的關係
[00:16:26.360 --> 00:16:30.720]  Right and obligations relationship
[00:16:30.720 --> 00:16:32.840]  是一個關係
[00:16:32.840 --> 00:16:35.400]  上帝其實和以色列民是
[00:16:35.400 --> 00:16:38.720]  享受著上帝所提供給他們
[00:16:38.720 --> 00:16:41.080]  一片這麼美麗的土地
[00:16:41.080 --> 00:16:45.000]  其實上帝不只是給巴勒斯坦地
[00:16:45.000 --> 00:16:46.080]  是一片美地
[00:16:46.080 --> 00:16:48.240]  其實上帝給整個世界
[00:16:48.240 --> 00:16:50.360]  其實都是一個美地
[00:16:50.360 --> 00:16:55.920]  不過問題就是人當罪存留在他裡面的時候
[00:16:55.920 --> 00:16:57.680]  結局連地都被詛咒了
[00:16:57.680 --> 00:16:59.320]  這個我們不多說了
[00:16:59.320 --> 00:17:02.720]  在創世紀已經說過給我們知道的了
[00:17:02.720 --> 00:17:09.080]  所以如果是一個權利與義務的關係的時候
[00:17:09.080 --> 00:17:11.880]  當如果猶大國的國民
[00:17:11.880 --> 00:17:15.760]  不維持到這份關係裡面
[00:17:15.760 --> 00:17:20.880]  所提醒到的一些要求的話
[00:17:20.880 --> 00:17:22.880]  上帝會怎麼做?
[00:17:22.880 --> 00:17:25.720]  如果是一個交易規條就取消了
[00:17:25.720 --> 00:17:27.640]  不過上帝不是這麼看的
[00:17:27.640 --> 00:17:30.280]  我們發覺到上帝反而
[00:17:30.280 --> 00:17:34.600]  嘗試再次去鞏固他們這個關係
[00:17:34.600 --> 00:17:37.440]  英文叫做re-consolidate
[00:17:37.440 --> 00:17:40.400]  重新鞏固這個關係
[00:17:40.400 --> 00:17:42.720]  怎麼去修復這個關係
[00:17:42.720 --> 00:17:45.920]  讓雙方能夠仍然在這個關係裡面
[00:17:45.920 --> 00:17:47.920]  上帝所提供的恩典
[00:17:47.920 --> 00:17:51.440]  他的神的子民也都繼續可以去享用
[00:17:51.440 --> 00:17:53.440]  所以弟兄姊妹
[00:17:53.440 --> 00:18:00.040]  上帝在這裡就要希望去重新修補這個關係
[00:18:00.040 --> 00:18:04.440]  但是修補這個關係要怎麼做呢?
[00:18:04.440 --> 00:18:10.200]  怎麼樣才能夠讓神的子民
[00:18:10.200 --> 00:18:13.880]  真的看到這份關係是怎麼建立
[00:18:13.880 --> 00:18:17.760]  怎麼誘導他們能夠重歸這個關係裡面呢?
[00:18:17.760 --> 00:18:21.360]  上帝於是乎就利用了一個方法
[00:18:21.360 --> 00:18:25.360]  將原本給他們的一些祝福
[00:18:25.360 --> 00:18:27.360]  供應
[00:18:27.360 --> 00:18:28.880]  在這個關係裡面
[00:18:28.880 --> 00:18:31.760]  原本他們有權利去享用的東西
[00:18:31.760 --> 00:18:33.080]  上帝怎樣呢?
[00:18:33.080 --> 00:18:36.480]  先將這些物資
[00:18:36.480 --> 00:18:39.160]  將它逐一的撤走
[00:18:39.160 --> 00:18:41.040]  那你說撤走不就是取消?
[00:18:41.040 --> 00:18:42.640]  不是 撤走不是取消
[00:18:42.640 --> 00:18:44.280]  上帝會回來給他們
[00:18:44.280 --> 00:18:46.280]  不過是什麼時候給他們呢?
[00:18:46.280 --> 00:18:48.800]  是當猶大國的國民
[00:18:48.800 --> 00:18:53.280]  重拾這份當盡的義務的時候
[00:18:53.280 --> 00:19:00.520]  上帝就會將這些原本撤走的一些祝福
[00:19:00.520 --> 00:19:02.520]  又會給他們
[00:19:02.520 --> 00:19:05.000]  所以我們看到原來在舊約聖經裡面
[00:19:05.000 --> 00:19:09.240]  上帝從來沒有帶著一種交易的心態
[00:19:09.240 --> 00:19:10.200]  不過很可惜
[00:19:10.200 --> 00:19:13.640]  今天很多的信徒隨著其他的宗教思維
[00:19:13.640 --> 00:19:15.160]  其實那些神呢
[00:19:15.160 --> 00:19:16.280]  其他的宗教呢
[00:19:16.280 --> 00:19:17.920]  那些神要收買他的
[00:19:17.920 --> 00:19:19.360]  你不收買他
[00:19:19.360 --> 00:19:21.040]  他就不會聽你的
[00:19:21.040 --> 00:19:22.320]  譬如我以前小時候
[00:19:22.320 --> 00:19:23.360]  我都不明白的
[00:19:23.360 --> 00:19:27.000]  一到真的哀年近晚的時候
[00:19:27.000 --> 00:19:30.440]  就有一天叫做年廿八洗邋遢
[00:19:30.440 --> 00:19:34.200]  就有一個行動叫做去造君
[00:19:34.200 --> 00:19:35.200]  祭造君
[00:19:35.200 --> 00:19:35.920]  那我不明白
[00:19:35.920 --> 00:19:39.480]  那我看到我家的奶奶
[00:19:39.480 --> 00:19:41.480]  就去買一大塊肥豬肉
[00:19:41.480 --> 00:19:43.720]  就放在廚房上面
[00:19:43.720 --> 00:19:45.360]  有個叫造君老爺的位置
[00:19:45.360 --> 00:19:46.600]  就放在那裡
[00:19:46.600 --> 00:19:47.600]  要討好他
[00:19:47.600 --> 00:19:49.200]  相傳原來呢
[00:19:49.200 --> 00:19:51.560]  他每年因為在廚房聽著聽著
[00:19:51.560 --> 00:19:53.520]  這個造君老爺呢
[00:19:53.520 --> 00:19:57.040]  聽著聽著要回去報告給他的老闆
[00:19:57.040 --> 00:19:58.320]  天上的大神
[00:19:58.320 --> 00:20:00.800]  最大的那個神
[00:20:00.800 --> 00:20:02.000]  於是怎麼樣呢
[00:20:02.000 --> 00:20:04.840]  為了想他回去說話含糊其詞
[00:20:04.840 --> 00:20:07.240]  於是那個人就買一塊肥豬肉
[00:20:07.240 --> 00:20:09.440]  撒到他口甜舌滑
[00:20:09.440 --> 00:20:11.400]  然後又吱吱叫叫
[00:20:11.400 --> 00:20:12.240]  說不出
[00:20:12.240 --> 00:20:14.680]  這普世的神的思維
[00:20:14.680 --> 00:20:16.840]  當然我說神不是這樣
[00:20:16.840 --> 00:20:18.600]  不是要你去收買他
[00:20:18.600 --> 00:20:21.760]  不是要去找些方法去餵飽他
[00:20:21.760 --> 00:20:22.920]  祭飽他
[00:20:22.920 --> 00:20:25.480]  然後用祭物去討好他
[00:20:25.480 --> 00:20:27.560]  然後他才對你好
[00:20:27.560 --> 00:20:29.360]  耶和華神不是這樣的
[00:20:29.360 --> 00:20:32.000]  不過很可惜今天很多基督徒
[00:20:32.000 --> 00:20:34.520]  卻是帶著這種屬世的
[00:20:34.520 --> 00:20:36.840]  其他的別樣的信仰
[00:20:36.840 --> 00:20:39.160]  帶進去相信耶和華神
[00:20:39.160 --> 00:20:40.840]  以為耶和華神都是這樣
[00:20:40.840 --> 00:20:42.880]  昔日的猶大國的
[00:20:42.880 --> 00:20:44.720]  當中的祭司都是這樣
[00:20:44.720 --> 00:20:46.080]  猶大國裡面的子民
[00:20:46.080 --> 00:20:47.320]  也是這樣想
[00:20:47.320 --> 00:20:49.960]  以為只要我討好上帝
[00:20:49.960 --> 00:20:51.360]  祭好上帝
[00:20:51.360 --> 00:20:53.920]  上帝就一定會對我好的了
[00:20:53.920 --> 00:20:55.000]  大兄姐妹
[00:20:55.000 --> 00:20:57.560]  從這一節的經文裡面
[00:20:57.560 --> 00:20:59.160]  就給我們看見
[00:20:59.160 --> 00:21:02.960]  作者先知若已
[00:21:02.960 --> 00:21:05.280]  第一句就在這裡說什麼
[00:21:05.280 --> 00:21:09.120]  農夫啊你們要慚愧
[00:21:09.120 --> 00:21:11.120]  這裡所說的農夫
[00:21:11.120 --> 00:21:12.400]  包括什麼農夫呢
[00:21:12.400 --> 00:21:14.280]  其實我們從這段經文裡面
[00:21:14.280 --> 00:21:15.600]  可以看見的
[00:21:15.600 --> 00:21:17.600]  第一可以包括一些
[00:21:17.600 --> 00:21:21.800]  修理葡萄園的農夫
[00:21:21.800 --> 00:21:24.880]  就是種葡萄樹的農夫
[00:21:24.880 --> 00:21:31.120]  我們叫做修葡萄樹栽種的人士
[00:21:31.120 --> 00:21:34.760]  第二就包括種大麥小麥
[00:21:34.760 --> 00:21:40.200]  和各式各類田耕耕種的農夫
[00:21:40.200 --> 00:21:42.440]  在這裡這段聖經裡面
[00:21:42.640 --> 00:21:46.360]  同時向這些農夫
[00:21:46.360 --> 00:21:49.440]  或者農耕專業人員
[00:21:49.440 --> 00:21:50.560]  用我這樣說
[00:21:50.560 --> 00:21:53.240]  你們要慚愧
[00:21:53.240 --> 00:21:55.320]  慚愧這個字
[00:21:55.320 --> 00:21:57.800]  希伯來文叫做Borscht
[00:21:57.800 --> 00:21:59.520]  這個字是什麼意思
[00:21:59.520 --> 00:22:02.080]  其實這個字出現過很多次
[00:22:02.080 --> 00:22:03.600]  在這段聖經裡面
[00:22:03.600 --> 00:22:06.480]  特別在第十一和十二節裡面
[00:22:06.480 --> 00:22:10.240]  總共已經出現了三次
[00:22:10.800 --> 00:22:13.000]  我們其實可以看見
[00:22:13.000 --> 00:22:14.720]  這裡說慚愧
[00:22:14.720 --> 00:22:17.960]  其實接著我們在第十二節裡面
[00:22:17.960 --> 00:22:19.680]  連續用了兩次慚愧
[00:22:19.680 --> 00:22:22.800]  不過和合本聖經的翻譯就不同了
[00:22:22.800 --> 00:22:28.080]  第一在和合本版本上所說到的慚愧
[00:22:28.080 --> 00:22:31.880]  另外兩次就會用了
[00:22:31.880 --> 00:22:36.080]  在這個談論到葡萄樹
[00:22:36.080 --> 00:22:39.360]  十二節葡萄樹枯乾
[00:22:39.360 --> 00:22:41.360]  和這個字也是慚愧
