
[00:00:00.000 --> 00:00:10.400]  每年五月我會有個空檔休息和旅行
[00:01:48.600 --> 00:01:51.200]  其實我很想跟大家講傳道書
[00:01:51.200 --> 00:01:54.600]  不過已經定了算了
[00:01:54.600 --> 00:01:58.000]  還有機會
[00:01:58.000 --> 00:02:01.200]  墨牧師安排了一個part
[00:02:01.200 --> 00:02:02.000]  星期日
[00:02:02.000 --> 00:02:04.200]  星期日就可以分享一下
[00:02:04.200 --> 00:02:08.200]  這兩星期去三個不同的教會
[00:02:08.200 --> 00:02:09.200]  實在是
[00:02:09.200 --> 00:02:10.200]  對我來說
[00:02:10.200 --> 00:02:12.800]  今天是最快樂的
[00:02:12.800 --> 00:02:14.400]  很開心的
[00:02:14.400 --> 00:02:16.800]  有機會和大家姐妹一起
[00:02:16.800 --> 00:02:19.200]  其實是一個最快樂的日子
[00:02:19.200 --> 00:02:21.600]  今天我想和大家看這段經文
[00:02:21.600 --> 00:02:25.000]  《但以利書》
[00:02:25.000 --> 00:02:30.400]  叫做在二邦文化裏面的出世和入世
[00:02:30.400 --> 00:02:32.800]  剛才的經文讀完我不再讀了
[00:02:32.800 --> 00:02:34.400]  大家很熟悉這個故事
[00:02:34.400 --> 00:02:35.800]  聖經所記載
[00:02:35.800 --> 00:02:38.800]  就是但以利和他三個朋友
[00:02:38.800 --> 00:02:42.200]  他們被擄的時候
[00:02:42.200 --> 00:02:44.200]  巴勒比倫打敗了猶太國
[00:02:44.200 --> 00:02:45.600]  把他們俘虜了過去
[00:02:45.600 --> 00:02:46.600]  不單止他們
[00:02:46.600 --> 00:02:49.800]  皇帝和貴重器皿都被俘虜了
[00:02:49.800 --> 00:02:53.800]  所以在民族感情上是非常憤恨的
[00:02:53.800 --> 00:02:54.800]  打敗了我們
[00:02:54.800 --> 00:02:56.800]  還把我們聖殿的最寶貴的東西
[00:02:56.800 --> 00:02:59.000]  擄了他們
[00:02:59.000 --> 00:03:02.000]  這幾個年輕人
[00:03:02.000 --> 00:03:04.400]  被巴比倫王選
[00:03:04.400 --> 00:03:06.200]  因為他們要人才
[00:03:06.200 --> 00:03:10.800]  這幫人可能在猶太國很聰明很厲害
[00:03:10.800 --> 00:03:12.000]  所以就被選
[00:03:12.000 --> 00:03:14.400]  是武殘疾 相貌俊美
[00:03:14.400 --> 00:03:16.000]  通達各樣學問
[00:03:16.000 --> 00:03:17.600]  知識聰明俱備
[00:03:17.600 --> 00:03:18.200]  很厲害
[00:03:18.200 --> 00:03:19.800]  全部都是A級學生
[00:03:19.800 --> 00:03:22.400]  就試立在皇宮裏面
[00:03:22.400 --> 00:03:25.600]  去學加勒底的文字和語言
[00:03:25.600 --> 00:03:27.200]  接著我們讀到
[00:03:27.200 --> 00:03:29.400]  王就預備他的膳食
[00:03:29.400 --> 00:03:30.400]  優待他
[00:03:30.400 --> 00:03:31.600]  王吃什麼他吃什麼
[00:03:31.600 --> 00:03:32.600]  很厲害
[00:03:32.600 --> 00:03:34.400]  喝的酒 吃的東西
[00:03:34.400 --> 00:03:37.200]  不過反應很奇怪
[00:03:37.200 --> 00:03:39.800]  他們三個不肯
[00:03:39.800 --> 00:03:41.200]  後面這樣說
[00:03:41.200 --> 00:03:42.200]  就不肯了
[00:03:42.200 --> 00:03:45.600]  不要玷污自己
[00:03:45.600 --> 00:03:47.800]  很快就有一個印象
[00:03:47.800 --> 00:03:49.400]  這四個
[00:03:49.400 --> 00:03:52.200]  但他們和三個朋友很有骨氣
[00:03:52.200 --> 00:03:53.800]  去到這樣的地方
[00:03:53.800 --> 00:03:56.800]  王的飲食是世俗的
[00:03:56.800 --> 00:03:57.800]  不好的
[00:03:57.800 --> 00:03:59.800]  是一種拒絕
[00:03:59.800 --> 00:04:02.200]  不和他們一起
[00:04:02.200 --> 00:04:04.800]  是一種很高尚的情操
[00:04:04.800 --> 00:04:05.800]  不單在民族上
[00:04:05.800 --> 00:04:07.200]  在宗教上
[00:04:07.200 --> 00:04:09.800]  他們是很謹守自己
[00:04:09.800 --> 00:04:11.800]  不讓他招摸
[00:04:11.800 --> 00:04:14.400]  不和他來往
[00:04:14.400 --> 00:04:16.400]  後來我再讀經後發現
[00:04:16.400 --> 00:04:18.600]  不是這樣的
[00:04:18.600 --> 00:04:20.000]  為什麼不是這樣呢?
[00:04:20.000 --> 00:04:23.000]  我發現這四個人
[00:04:23.000 --> 00:04:26.200]  不是不和巴菲倫交往
[00:04:26.200 --> 00:04:28.400]  而且還交往得很深
[00:04:28.400 --> 00:04:29.800]  為什麼呢?
[00:04:29.800 --> 00:04:31.400]  因為你看聖經就看到
[00:04:31.400 --> 00:04:34.200]  第一 他們改名
[00:04:34.200 --> 00:04:36.200]  你知道改名是很重要的
[00:04:36.200 --> 00:04:38.400]  改名是表示投入的
[00:04:38.400 --> 00:04:41.000]  我們來到外國也要改英文名
[00:04:41.000 --> 00:04:42.400]  以前我沒有英文名字
[00:04:42.400 --> 00:04:43.400]  楊興求
[00:04:43.400 --> 00:04:44.400]  在英國讀書
[00:04:44.400 --> 00:04:45.400]  Mr.Cowl
[00:04:45.400 --> 00:04:46.400]  不是Mr.Cowl
[00:04:46.400 --> 00:04:48.400]  是最後的名字
[00:04:48.400 --> 00:04:49.400]  寫在上面
[00:04:49.400 --> 00:04:50.400]  Mr.Hing
[00:04:50.400 --> 00:04:51.400]  也不是
[00:04:51.400 --> 00:04:53.400]  很難解釋
[00:04:53.400 --> 00:04:55.400]  結果可憐你們
[00:04:55.400 --> 00:04:56.800]  改名為Jason
[00:04:56.800 --> 00:04:58.400]  看Jason就知道
[00:04:58.400 --> 00:04:59.400]  就叫Jason
[00:04:59.400 --> 00:05:01.400]  他不會叫錯名字
[00:05:01.400 --> 00:05:03.400]  宗教成立在中國也是
[00:05:03.400 --> 00:05:04.400]  譬如馬利遜
[00:05:04.400 --> 00:05:05.400]  不是馬利遜
[00:05:05.400 --> 00:05:06.400]  戴德森
[00:05:06.400 --> 00:05:08.400]  克森·凱納
[00:05:08.400 --> 00:05:10.400]  他改中文不會叫
[00:05:10.400 --> 00:05:12.400]  改了戴德森很聽
[00:05:12.400 --> 00:05:14.400]  馬上很有同感
[00:05:14.400 --> 00:05:16.400]  所以你看到
[00:05:16.400 --> 00:05:18.400]  他們去學他們的語言
[00:05:18.400 --> 00:05:20.400]  當他們學他們的語言
[00:05:20.400 --> 00:05:23.400]  就已經是進入文化的投入
[00:05:23.400 --> 00:05:26.400]  我們來到加拿大也會學英文
[00:05:26.400 --> 00:05:28.400]  溝通
[00:05:28.400 --> 00:05:29.400]  改名字
[00:05:29.400 --> 00:05:32.400]  所以我岳母改名叫什麼名字?
[00:05:32.400 --> 00:05:34.400]  Nancy
[00:05:34.400 --> 00:05:36.400]  真是好聽
[00:05:36.400 --> 00:05:38.400]  60多70多歲的人
[00:05:38.400 --> 00:05:40.400]  Nancy
[00:05:40.400 --> 00:05:42.400]  很有同感
[00:05:42.400 --> 00:05:43.400]  改名
[00:05:43.400 --> 00:05:45.400]  西人也改了中文名
[00:05:45.400 --> 00:05:46.400]  也很有同感
[00:05:46.400 --> 00:05:50.400]  不會叫很長的文字
[00:05:50.400 --> 00:05:52.400]  所以是一種很投入的
[00:05:52.400 --> 00:05:53.400]  還有呢
[00:05:53.400 --> 00:05:54.400]  他們學語言文字
[00:05:54.400 --> 00:05:56.400]  做什麼?
[00:05:56.400 --> 00:05:58.400]  學簽卦
[00:05:58.400 --> 00:06:00.400]  因為他們是哲士
[00:06:00.400 --> 00:06:01.400]  第三章說
[00:06:01.400 --> 00:06:03.400]  他們是管理哲士
[00:06:03.400 --> 00:06:05.400]  不是哲學家
[00:06:05.400 --> 00:06:07.400]  哲士是觀星象
[00:06:07.400 --> 00:06:09.400]  為國家占卜
[00:06:09.400 --> 00:06:10.400]  打仗
[00:06:10.400 --> 00:06:11.400]  好不好打?
[00:06:11.400 --> 00:06:12.400]  問一問他
[00:06:12.400 --> 00:06:13.400]  不就占占卦
[00:06:13.400 --> 00:06:14.400]  看星象
[00:06:14.400 --> 00:06:16.400]  這次不是出生
[00:06:16.400 --> 00:06:18.400]  你一定輸
[00:06:18.400 --> 00:06:20.400]  哲士是做這些事
[00:06:20.400 --> 00:06:22.400]  哲士就是
[00:06:22.400 --> 00:06:24.400]  把拜訪給你
[00:06:24.400 --> 00:06:25.400]  宗教很多的東西
[00:06:25.400 --> 00:06:27.400]  你要很熟悉他們
[00:06:27.400 --> 00:06:29.400]  所以我發現這四個人
[00:06:29.400 --> 00:06:31.400]  他們是入世的
[00:06:31.400 --> 00:06:33.400]  不是跟我們拒絕的
[00:06:33.400 --> 00:06:37.400]  基督徒有時候我們也很害怕
[00:06:37.400 --> 00:06:38.400]  信了耶穌
[00:06:38.400 --> 00:06:40.400]  很容易會斷六親
[00:06:40.400 --> 00:06:42.400]  為什麼會斷六親呢?
[00:06:42.400 --> 00:06:43.400]  因為信了耶穌之後
[00:06:43.400 --> 00:06:45.400]  就不跟外面的人來往了
[00:06:45.400 --> 00:06:46.400]  社區又不去了
[00:06:46.400 --> 00:06:47.400]  以前打麻將
[00:06:47.400 --> 00:06:48.400]  現在不打了
[00:06:48.400 --> 00:06:50.400]  我不是叫他打麻將
[00:06:50.400 --> 00:06:53.400]  我們看不起打麻將的人
[00:06:53.400 --> 00:06:55.400]  不跟我們來往
[00:06:55.400 --> 00:06:57.400]  於是我們就經常
[00:06:57.400 --> 00:06:58.400]  有生命之道
[00:06:58.400 --> 00:07:00.400]  我不是批評
[00:07:00.400 --> 00:07:03.400]  經常看聖經
[00:07:03.400 --> 00:07:06.400]  結果我們越來越內聚了
[00:07:06.400 --> 00:07:08.400]  最後就斷六親了
[00:07:08.400 --> 00:07:09.400]  沒有外面的朋友了
[00:07:09.400 --> 00:07:10.400]  又不認識外面的人
[00:07:10.400 --> 00:07:11.400]  外面又不認識你
[00:07:11.400 --> 00:07:15.400]  教會就越來越熟悉
[00:07:15.400 --> 00:07:16.400]  越愛主
[00:07:16.400 --> 00:07:17.400]  但是在世界上
[00:07:17.400 --> 00:07:20.400]  就越來越沒有交往
[00:07:20.400 --> 00:07:21.400]  基督徒
[00:07:21.400 --> 00:07:23.400]  當你斷六親之後
[00:07:23.400 --> 00:07:25.400]  你不知道向誰傳福音
[00:07:25.400 --> 00:07:26.400]  沒有朋友
[00:07:26.400 --> 00:07:27.400]  沒有外面的人
[00:07:27.400 --> 00:07:29.400]  沒有同事
[00:07:29.400 --> 00:07:31.400]  所以我在香港
[00:07:31.400 --> 00:07:33.400]  我經常勸教會
[00:07:33.400 --> 00:07:36.400]  要維持跟外面的人來往
[00:07:36.400 --> 00:07:38.400]  同學生日去吃飯
[00:07:38.400 --> 00:07:41.400]  打麻將就早點去
[00:07:41.400 --> 00:07:43.400]  你要維持
[00:07:43.400 --> 00:07:45.400]  你要有對象
[00:07:45.400 --> 00:07:47.400]  不要全部走回教會之後
[00:07:47.400 --> 00:07:48.400]  就沒有朋友了
[00:07:48.400 --> 00:07:50.400]  親戚又不去
[00:07:50.400 --> 00:07:52.400]  還有我們說話很怪
[00:07:52.400 --> 00:07:54.400]  越來越怪
[00:07:54.400 --> 00:07:55.400]  外面的人聽不明白
[00:07:55.400 --> 00:07:57.400]  為什麼成靈成高
[00:07:57.400 --> 00:07:59.400]  又怎樣
[00:07:59.400 --> 00:08:01.400]  外面的人不知道你說什麼
[00:08:01.400 --> 00:08:02.400]  我們越來越說
[00:08:02.400 --> 00:08:04.400]  說外星人的太空話
[00:08:04.400 --> 00:08:05.400]  沒有交往
[00:08:05.400 --> 00:08:06.400]  外面的人不知道
[00:08:06.400 --> 00:08:08.400]  這樣就很糟糕
[00:08:08.400 --> 00:08:09.400]  所以教會
[00:08:09.400 --> 00:08:11.400]  我們看這四個人
[00:08:11.400 --> 00:08:14.400]  其實他們是很進入文化的
[00:08:14.400 --> 00:08:17.400]  還有我查過書
[00:08:17.400 --> 00:08:19.400]  他們穿的衣服
[00:08:19.400 --> 00:08:20.400]  是跟他們一樣的
[00:08:20.400 --> 00:08:22.400]  待會有圖片
[00:08:22.400 --> 00:08:23.400]  有圖片你看到
[00:08:23.400 --> 00:08:24.400]  他們穿的衣服
[00:08:24.400 --> 00:08:25.400]  等等
[00:08:25.400 --> 00:08:26.400]  這麼快
[00:08:26.400 --> 00:08:28.400]  他們的衣服和戒指
[00:08:28.400 --> 00:08:29.400]  是完全一樣的
[00:08:29.400 --> 00:08:30.400]  跟著那些人一樣的
[00:08:30.400 --> 00:08:32.400]  好,我先說一下名字
[00:08:32.400 --> 00:08:36.400]  他們原來叫什麼名字
[00:08:36.400 --> 00:08:37.400]  就是丹爾利
[00:08:37.400 --> 00:08:38.400]  那叫什麼名字呢
[00:08:38.400 --> 00:08:40.400]  丹爾利是什麼意思呢
[00:08:40.400 --> 00:08:42.400]  「以利」「以利」就是上帝
[00:08:42.400 --> 00:08:44.400]  耶穌在十字架說
[00:08:44.400 --> 00:08:45.400]  「以利」「以利」
[00:08:45.400 --> 00:08:47.400]  「拉瑪撒達」「各大利」
[00:08:47.400 --> 00:08:48.400]  「以利」就是上帝
[00:08:48.400 --> 00:08:51.400]  丹爾利就是上帝施行審判
[00:08:51.400 --> 00:08:52.400]  很危險的
[00:08:52.400 --> 00:08:54.400]  所以這個名字很敬虔的
[00:08:54.400 --> 00:08:55.400]  很屬靈的
[00:08:55.400 --> 00:08:57.400]  哈拿尼亞是什麼意思呢
[00:08:57.400 --> 00:08:58.400]  尼亞是什麼意思呢
[00:08:58.400 --> 00:08:59.400]  就是「丫維」的意思
[00:08:59.400 --> 00:09:00.400]  就是耶和華
[00:09:00.400 --> 00:09:02.400]  就是耶和華以恩慈代他
[00:09:02.400 --> 00:09:03.400]  很屬靈的
[00:09:03.400 --> 00:09:04.400]  很愛主的
[00:09:04.400 --> 00:09:05.400]  很敬虔
[00:09:05.400 --> 00:09:06.400]  很猶太人的名字
[00:09:06.400 --> 00:09:08.400]  「以利沙」呢
[00:09:08.400 --> 00:09:09.400]  「以利」就是上帝
[00:09:09.400 --> 00:09:11.400]  就是丹爾利
[00:09:11.400 --> 00:09:12.400]  後面就是「以利」
[00:09:12.400 --> 00:09:14.400]  這個支持「以利沙」
[00:09:14.400 --> 00:09:15.400]  就是誰像上帝呢
[00:09:15.400 --> 00:09:18.400]  就是上帝這麼尊敬
[00:09:18.400 --> 00:09:19.400]  這麼偉大
[00:09:19.400 --> 00:09:21.400]  有誰像上帝呢
[00:09:21.400 --> 00:09:22.400]  所以一說名字
[00:09:22.400 --> 00:09:23.400]  大家肅然起敬
[00:09:23.400 --> 00:09:25.400]  亞撒尼亞
[00:09:25.400 --> 00:09:26.400]  就是耶和華
[00:09:26.400 --> 00:09:28.400]  層次下幫助
[00:09:28.400 --> 00:09:29.400]  就是丫維
[00:09:29.400 --> 00:09:31.400]  所以「以利」上帝和耶和華這兩字
[00:09:31.400 --> 00:09:33.400]  都貫穿在這四個名字裏面
[00:09:33.400 --> 00:09:35.400]  很猶太的
[00:09:35.400 --> 00:09:36.400]  很敬虔的
[00:09:36.400 --> 00:09:38.400]  但是改名字
[00:09:38.400 --> 00:09:40.400]  他沒有拒絕
[00:09:40.400 --> 00:09:41.400]  改什麼名字呢
[00:09:41.400 --> 00:09:43.400]  丹爾利改了名字
[00:09:43.400 --> 00:09:45.400]  就說「巴提沙撒」
[00:09:45.400 --> 00:09:46.400]  「巴提沙撒」是什麼意思呢
[00:09:46.400 --> 00:09:48.400]  就是巴力
[00:09:48.400 --> 00:09:49.400]  巴提那個字就是巴力
[00:09:49.400 --> 00:09:51.400]  願巴力保護他的生命
[00:09:51.400 --> 00:09:56.400]  這個名字真的很不敬虔
[00:09:56.400 --> 00:09:57.400]  完全
[00:09:57.400 --> 00:10:00.400]  不過你要人家會叫你的名字
[00:10:00.400 --> 00:10:03.400]  那你就改了人家會說你的名字
[00:10:03.400 --> 00:10:05.400]  他改名字
[00:10:05.400 --> 00:10:06.400]  第二個呢
[00:10:06.400 --> 00:10:10.400]  哈拿尼亞就改為沙德拉
[00:10:10.400 --> 00:10:11.400]  沙德拉呢
[00:10:11.400 --> 00:10:15.400]  那個沙德就是巴比倫大神
[00:10:15.400 --> 00:10:17.400]  馬爾道克那個字
[00:10:17.400 --> 00:10:19.400]  他的意思就是
[00:10:19.400 --> 00:10:21.400]  我很敬畏
[00:10:21.400 --> 00:10:23.400]  很害怕這個神
[00:10:23.400 --> 00:10:24.400]  敬畏這個神
[00:10:24.400 --> 00:10:25.400]  敬畏什麼神呢
[00:10:25.400 --> 00:10:26.400]  不是耶和華
[00:10:26.400 --> 00:10:28.400]  是外邦的神
[00:10:28.400 --> 00:10:30.400]  這個名字是這樣
[00:10:30.400 --> 00:10:32.400]  第三個改名
[00:10:32.400 --> 00:10:35.400]  米利沙就改為米薩
[00:10:35.400 --> 00:10:37.400]  米薩就是我一無是處
[00:10:37.400 --> 00:10:38.400]  沒有價值
[00:10:38.400 --> 00:10:39.400]  他的意思就是
[00:10:39.400 --> 00:10:40.400]  面對著這個神
[00:10:40.400 --> 00:10:42.400]  我毫無益處
[00:10:42.400 --> 00:10:43.400]  我毫無用處
[00:10:43.400 --> 00:10:45.400]  就是很謙卑
[00:10:45.400 --> 00:10:46.400]  在這個神面前
[00:10:46.400 --> 00:10:47.400]  我一無是處
[00:10:47.400 --> 00:10:49.400]  就是有點害怕
[00:10:49.400 --> 00:10:51.400]  是這樣的意思
[00:10:51.400 --> 00:10:52.400]  第四個名字呢
[00:10:52.400 --> 00:10:57.400]  阿撒尼亞就改為阿伯尼哥
[00:10:57.400 --> 00:10:58.400]  阿伯尼哥呢
[00:10:58.400 --> 00:10:59.400]  尼波尼波呢
[00:10:59.400 --> 00:11:02.400]  就是巴比倫神的名字
[00:11:02.400 --> 00:11:05.400]  就是作為尼波的神的僕人
[00:11:05.400 --> 00:11:06.400]  那你會發現
[00:11:06.400 --> 00:11:08.400]  這四個人猶太人
[00:11:08.400 --> 00:11:09.400]  從猶太出來
[00:11:09.400 --> 00:11:11.400]  懷著民族感情
[00:11:11.400 --> 00:11:13.400]  懷著很宗教的
[00:11:13.400 --> 00:11:14.400]  他進入到這個地方
[00:11:14.400 --> 00:11:16.400]  他要在那裡生活
[00:11:16.400 --> 00:11:18.400]  他在皇后服侍
[00:11:18.400 --> 00:11:20.400]  他們改名
[00:11:20.400 --> 00:11:21.400]  當他們改名
[00:11:21.400 --> 00:11:23.400]  他就可以進入他們的文化裏面
[00:11:23.400 --> 00:11:25.400]  如果不進入文化裏面
[00:11:25.400 --> 00:11:29.400]  他怎能夠向這個王見證呢
[00:11:29.400 --> 00:11:31.400]  怎會有以下的故事呢
[00:11:31.400 --> 00:11:33.400]  早就被他們淘汰了
[00:11:33.400 --> 00:11:34.400]  但他們願意
[00:11:34.400 --> 00:11:36.400]  所以這個改名呢
[00:11:36.400 --> 00:11:40.400]  是成為了一種身份的認同
[00:11:40.400 --> 00:11:43.400]  是改換一種生活的方式
[00:11:43.400 --> 00:11:45.400]  是和當地人的文化
[00:11:45.400 --> 00:11:46.400]  生活認同
[00:11:46.400 --> 00:11:47.400]  和當地的生活
[00:11:47.400 --> 00:11:49.400]  所以這個是入世
[00:11:49.400 --> 00:11:51.400]  這個入世呢
[00:11:51.400 --> 00:11:53.400]  就是讓他們可以
[00:11:53.400 --> 00:11:54.400]  在世俗
[00:11:54.400 --> 00:11:55.400]  在這個外邦的地方
[00:11:55.400 --> 00:11:59.400]  在一個不信上帝的人面前
[00:11:59.400 --> 00:12:00.400]  做他的本份
[00:12:00.400 --> 00:12:01.400]  做他的工作
[00:12:01.400 --> 00:12:03.400]  而且他還做很重要的工作
[00:12:03.400 --> 00:12:06.400]  好像早期宣教士
[00:12:06.400 --> 00:12:07.400]  來到落後地方
[00:12:07.400 --> 00:12:08.400]  或者來到中國
[00:12:08.400 --> 00:12:10.400]  講中國的說話
[00:12:10.400 --> 00:12:11.400]  穿中國的衣服
[00:12:11.400 --> 00:12:13.400]  改中國的名字
[00:12:14.400 --> 00:12:16.400]  而且還講得很動聽
[00:12:16.400 --> 00:12:19.400]  穿的衣服是一樣的
[00:12:19.400 --> 00:12:21.400]  只要在這樣的情況
[00:12:21.400 --> 00:12:23.400]  你不會覺得他是外人
[00:12:23.400 --> 00:12:25.400]  他就可以進入文化
[00:12:25.400 --> 00:12:27.400]  當時的中人交往
[00:12:27.400 --> 00:12:30.400]  並且是因為他們見證
[00:12:30.400 --> 00:12:32.400]  甚至因為他們水土不服
[00:12:32.400 --> 00:12:33.400]  吃東西不習慣
[00:12:33.400 --> 00:12:34.400]  都繼續留在那裏
[00:12:34.400 --> 00:12:36.400]  宣教士大部分很短命
[00:12:36.400 --> 00:12:38.400]  四十多歲就死了
[00:12:38.400 --> 00:12:41.400]  不是因為他不做運動
[00:12:41.400 --> 00:12:42.400]  因為他吃我們中國的東西
[00:12:42.400 --> 00:12:43.400]  吃不下
[00:12:43.400 --> 00:12:44.400]  吃蝦膏和鹹魚
[00:12:44.400 --> 00:12:48.400]  早就死了
[00:12:48.400 --> 00:12:53.400]  雖然如此
[00:12:53.400 --> 00:12:54.400]  如此入世
[00:12:54.400 --> 00:12:58.400]  如此願意成為當地人的一部分
[00:12:58.400 --> 00:13:01.400]  同時他又出世
[00:13:01.400 --> 00:13:02.400]  我就問
[00:13:02.400 --> 00:13:05.400]  為何他不吃皇的飯
[00:13:05.400 --> 00:13:08.400]  不吃不喝皇的酒呢?
[00:13:08.400 --> 00:13:10.400]  原來他們都有身份
[00:13:10.400 --> 00:13:13.400]  他們都有底線
[00:13:13.400 --> 00:13:15.400]  雖然如此認同
[00:13:15.400 --> 00:13:16.400]  進入文化裏
[00:13:16.400 --> 00:13:18.400]  他要繼續侍奉人家的皇
[00:13:18.400 --> 00:13:20.400]  要繼續在那裏見證
[00:13:20.400 --> 00:13:21.400]  但他有些身份
[00:13:21.400 --> 00:13:23.400]  即是有些不同
[00:13:23.400 --> 00:13:25.400]  為何不吃呢?
[00:13:25.400 --> 00:13:29.400]  《釋經》學者研究
[00:13:29.400 --> 00:13:32.400]  大概可能有不潔之物
[00:13:32.400 --> 00:13:34.400]  因為他不像猶太人
[00:13:34.400 --> 00:13:37.400]  他會有豬肉、馬肉、製藕醬之物
[00:13:37.400 --> 00:13:40.400]  原來《聖經》裏有很多不潔的物質
[00:13:40.400 --> 00:13:42.400]  不單是宗教性的
[00:13:42.400 --> 00:13:47.400]  並且有些是健康的
[00:13:47.400 --> 00:13:51.400]  例如豬肉有很多寄生蟲
[00:13:51.400 --> 00:13:53.400]  魚如果沒有鱗
[00:13:53.400 --> 00:13:54.400]  有很多細菌
[00:13:54.400 --> 00:13:56.400]  血亦有很多細菌
[00:13:56.400 --> 00:14:01.400]  上帝為了保存這麼細小的民族
[00:14:01.400 --> 00:14:02.400]  是要他們遵守的
[00:14:02.400 --> 00:14:05.400]  是對他們有好處的
[00:14:05.400 --> 00:14:07.400]  吃皇的膳食
[00:14:07.400 --> 00:14:11.400]  又代表了和皇建立親密關係的特權
[00:14:11.400 --> 00:14:12.400]  他們不想
[00:14:12.400 --> 00:14:14.400]  因為他們知道他們屬於上帝
[00:14:14.400 --> 00:14:16.400]  真正的老闆不是皇
[00:14:16.400 --> 00:14:17.400]  是上帝
[00:14:17.400 --> 00:14:18.400]  所以他們不想用這個
[00:14:18.400 --> 00:14:21.400]  作為他們的特殊身份
[00:14:21.400 --> 00:14:23.400]  所以他們要求不吃
[00:14:23.400 --> 00:14:25.400]  他們要求不吃
[00:14:25.400 --> 00:14:27.400]  但有個條件
[00:14:27.400 --> 00:14:31.400]  派膳食的官說
[00:14:31.400 --> 00:14:33.400]  如果他們瘦了怎麼辦?
[00:14:33.400 --> 00:14:35.400]  他們說
[00:14:35.400 --> 00:14:36.400]  如果他們不吃
[00:14:36.400 --> 00:14:37.400]  喝清水
[00:14:37.400 --> 00:14:38.400]  吃素菜
[00:14:38.400 --> 00:14:40.400]  如果他們健康一樣好
[00:14:40.400 --> 00:14:41.400]  就可以放心了
[00:14:41.400 --> 00:14:43.400]  目的是達到的
[00:14:43.400 --> 00:14:44.400]  就算他們不吃
[00:14:44.400 --> 00:14:46.400]  也可以健康
[00:14:46.400 --> 00:14:47.400]  的確是
[00:14:47.400 --> 00:14:49.400]  現在最健康的食物
[00:14:49.400 --> 00:14:51.400]  是以前畜生吃的
[00:14:51.400 --> 00:14:53.400]  那些什麼的
[00:14:53.400 --> 00:14:54.400]  我不懂得說
[00:14:54.400 --> 00:14:56.400]  最難吃的米
[00:14:56.400 --> 00:14:58.400]  給雞吃的
[00:14:58.400 --> 00:14:59.400]  又硬又硬
[00:14:59.400 --> 00:15:00.400]  煮的都不軟
[00:15:00.400 --> 00:15:03.400]  我最近吃到嘴都歪了
[00:15:03.400 --> 00:15:07.400]  還吃那些不知道什麼菜
[00:15:07.400 --> 00:15:09.400]  有蒜頭
[00:15:09.400 --> 00:15:11.400]  總之現在我們健康的食品
[00:15:11.400 --> 00:15:12.400]  全部都不好吃的
[00:15:12.400 --> 00:15:13.400]  如果你跟我說
[00:15:13.400 --> 00:15:14.400]  有些健康食物好吃
[00:15:14.400 --> 00:15:15.400]  麻煩你跟我說
[00:15:15.400 --> 00:15:18.400]  釋放一下我這個不胃食的人
[00:15:18.400 --> 00:15:20.400]  這個就是問題
[00:15:20.400 --> 00:15:24.400]  原來上帝保守他們
