
[00:00:00.000 --> 00:00:07.120]  很感恩在今天很隆重的日子裡
[00:01:34.720 --> 00:01:36.560]  一個叫神學專題探討
[00:01:36.560 --> 00:01:38.480]  特別我看到很多特殊姊妹
[00:01:38.480 --> 00:01:41.200]  對一些神學課題很困惑
[00:01:41.200 --> 00:01:43.200]  例如如何解釋三維一體
[00:01:43.200 --> 00:01:45.680]  基督如何神人異性
[00:01:45.680 --> 00:01:48.800]  靈因運動如何影響教會
[00:01:48.800 --> 00:01:51.760]  這些問題可能困擾教會不少特殊姊妹
[00:01:51.760 --> 00:01:56.080]  我們用一個普及課程的形式進行
[00:01:56.080 --> 00:01:57.520]  如果你有興趣的話
[00:01:57.520 --> 00:01:59.760]  星期三晚上會上六課
[00:01:59.760 --> 00:02:02.640]  請留意我們的其他資料
[00:02:02.640 --> 00:02:04.160]  今天時間關係
[00:02:04.160 --> 00:02:05.840]  我知道有很多程序
[00:02:05.840 --> 00:02:10.480]  所以我決定將今天的講章
[00:02:10.480 --> 00:02:12.320]  盡量地精簡
[00:02:12.320 --> 00:02:15.840]  同時間希望信息能夠帶出來
[00:02:15.840 --> 00:02:17.760]  今天跟大家看的是
[00:02:17.760 --> 00:02:21.440]  獵王記下六章8到23節
[00:02:21.440 --> 00:02:24.720]  題目是讓我們看見
[00:02:24.720 --> 00:02:27.200]  這段經文我將它分成三段
[00:02:27.200 --> 00:02:28.880]  剛才主席也讀出了
[00:02:28.880 --> 00:02:32.960]  第一段經文是由第八節到第十四節
[00:02:32.960 --> 00:02:34.880]  主要講這段經文的背景
[00:02:34.880 --> 00:02:35.760]  為什麼會發生
[00:02:35.760 --> 00:02:38.720]  原來大約2800年前
[00:02:38.720 --> 00:02:39.920]  有一場戰爭
[00:02:39.920 --> 00:02:42.560]  這場就像現在的中東戰爭一樣
[00:02:42.560 --> 00:02:45.760]  幾千年來都是戰火的地方
[00:02:45.760 --> 00:02:47.120]  一場戰爭發生
[00:02:47.120 --> 00:02:48.080]  這場戰爭很特別
[00:02:48.080 --> 00:02:51.120]  上帝介入了這場戰爭裏面
[00:02:51.120 --> 00:02:53.120]  一個叫阿蘭國的地方
[00:02:53.120 --> 00:02:55.600]  和以色列國打仗
[00:02:55.600 --> 00:02:57.760]  有少許交代背景
[00:02:57.760 --> 00:03:02.000]  也突出了阿蘭王的取態
[00:03:02.000 --> 00:03:06.160]  第十五節到第十八節
[00:03:06.160 --> 00:03:08.400]  主要在這場戰爭裏面
[00:03:08.400 --> 00:03:11.360]  神人先知以利沙
[00:03:11.360 --> 00:03:15.440]  和他的僕人學生之間的對話
[00:03:15.440 --> 00:03:18.400]  在《聖經》的一個事蹟裏面
[00:03:18.400 --> 00:03:19.600]  如果講對話
[00:03:19.600 --> 00:03:20.800]  對話的特別重要性
[00:03:20.800 --> 00:03:22.560]  因為這個對話是講
[00:03:22.560 --> 00:03:24.480]  他對這件事的解讀
[00:03:24.480 --> 00:03:25.920]  他對這件事的理解
[00:03:25.920 --> 00:03:29.280]  所以第二段十五到十八節
[00:03:29.280 --> 00:03:34.400]  就講先知以利沙和僕人的對話
[00:03:34.400 --> 00:03:36.640]  第三段就是以利沙
[00:03:36.640 --> 00:03:38.800]  將阿蘭的軍隊
[00:03:38.800 --> 00:03:40.240]  從他所住的地方
[00:03:40.240 --> 00:03:43.840]  帶進去首都薩馬尼亞城
[00:03:43.840 --> 00:03:45.760]  在那裏見到當時以色列的
[00:03:45.760 --> 00:03:49.280]  皇帝和以利沙的對話
[00:03:49.280 --> 00:03:53.120]  第三段經文第十九到二十三節
[00:03:53.120 --> 00:03:55.040]  時間關係我今天只能夠
[00:03:55.040 --> 00:03:56.960]  很精簡地解釋一下
[00:03:56.960 --> 00:03:59.760]  我們簡單看看當時的
[00:03:59.760 --> 00:04:03.040]  二千多年前的以色列的地圖
[00:04:03.040 --> 00:04:05.040]  當時以色列已經分開了
[00:04:05.040 --> 00:04:08.240]  以色列國在左邊黃色的地方
[00:04:08.240 --> 00:04:10.400]  和猶大國兩個地方
[00:04:10.400 --> 00:04:13.760]  薩馬尼亞城就是當時
[00:04:13.760 --> 00:04:15.760]  以色列國的首都
[00:04:15.760 --> 00:04:16.960]  我們叫北邊
[00:04:16.960 --> 00:04:18.240]  我們叫北角
[00:04:18.240 --> 00:04:21.440]  以色列國的首都薩馬尼亞城
[00:04:21.440 --> 00:04:24.000]  而阿蘭國就在這裏
[00:04:24.000 --> 00:04:25.920]  阿蘭國就在約旦河
[00:04:25.920 --> 00:04:28.480]  中間的約旦河的東邊
[00:04:28.480 --> 00:04:31.920]  即是以色列國的東北的地方
[00:04:31.920 --> 00:04:36.480]  即是現在敘利亞的東北邊的地方
[00:04:36.480 --> 00:04:41.040]  阿蘭國和以色列國發生這場戰爭
[00:04:41.040 --> 00:04:44.800]  就是阿蘭王上來攻打以色列國
[00:04:44.800 --> 00:04:48.080]  如果我們再把這幅地圖擴大一點
[00:04:48.080 --> 00:04:50.640]  這邊就是阿蘭
[00:04:50.640 --> 00:04:55.680]  這邊就是剛才看的薩馬尼亞城
[00:04:55.680 --> 00:04:57.600]  大概這個地方
[00:04:57.600 --> 00:04:58.880]  而多丹
[00:04:58.880 --> 00:05:00.640]  這件事發生在多丹城
[00:05:00.640 --> 00:05:02.400]  多丹是一個古城
[00:05:02.400 --> 00:05:06.080]  比薩馬尼亞這個首都的城市更早建立
[00:05:06.080 --> 00:05:10.480]  多丹大概在薩馬尼亞城的
[00:05:10.480 --> 00:05:12.720]  北邊的地方
[00:05:12.720 --> 00:05:14.560]  一個這樣的城市
[00:05:14.560 --> 00:05:16.160]  多丹城已經提及不多
[00:05:16.160 --> 00:05:19.040]  不知大家熟不熟悉這個背景
[00:05:19.040 --> 00:05:21.040]  除了這段經文提到
[00:05:21.040 --> 00:05:23.520]  以利沙當時住在多丹之外
[00:05:23.520 --> 00:05:25.520]  還有一段經文提到多丹
[00:05:25.520 --> 00:05:28.000]  這段經文就在《創世紀》第37章
[00:05:28.000 --> 00:05:32.480]  約瑟去找他那十個哥哥
[00:05:32.480 --> 00:05:36.000]  那個哥哥當時在牧羊放羊
[00:05:36.000 --> 00:05:37.600]  放羊當然需要很多草
[00:05:37.600 --> 00:05:38.880]  所以多丹
[00:05:38.880 --> 00:05:40.800]  今天我們見到現在多丹
[00:05:40.800 --> 00:05:43.760]  都一樣是一個比較山谷的地方
[00:05:43.760 --> 00:05:48.880]  雨水和花草比較茂盛的地方
[00:05:48.880 --> 00:05:51.440]  到今天為止都是這樣
[00:05:51.440 --> 00:05:53.760]  希望打仗不會破壞這些地方
[00:05:53.760 --> 00:05:57.600]  這個大概發生的背景
[00:05:57.600 --> 00:05:59.120]  就是薩馬尼亞城
[00:05:59.120 --> 00:06:02.000]  以利沙這個先知在多丹
[00:06:02.000 --> 00:06:04.000]  阿蘭就上來攻打
[00:06:04.000 --> 00:06:06.000]  和這幾個地方有關係
[00:06:06.000 --> 00:06:07.440]  我們看看經文的內容
[00:06:07.440 --> 00:06:09.440]  這段經文說
[00:06:09.440 --> 00:06:12.720]  阿蘭王與以色列人爭戰
[00:06:12.720 --> 00:06:14.720]  很奇怪的是
[00:06:14.720 --> 00:06:16.720]  當爭戰的時候
[00:06:16.720 --> 00:06:18.720]  每次想有策略
[00:06:18.720 --> 00:06:20.720]  如何埋伏軍隊
[00:06:20.720 --> 00:06:22.720]  走哪條路去打仗
[00:06:22.720 --> 00:06:24.720]  這些計謀
[00:06:24.720 --> 00:06:26.720]  軍事秘密
[00:06:26.720 --> 00:06:28.720]  竟然被人知道
[00:06:28.720 --> 00:06:30.720]  就是神人知道之後
[00:06:30.720 --> 00:06:35.760]  告訴當時準備迎戰的以色列國家的皇帝
[00:06:35.760 --> 00:06:36.720]  要小心
[00:06:36.720 --> 00:06:38.720]  不要從某處某處經過
[00:06:38.720 --> 00:06:40.720]  因為阿蘭人要打你
[00:06:40.720 --> 00:06:42.720]  所以以色列王聽了之後
[00:06:42.720 --> 00:06:46.720]  準備避開了戰爭的陷阱
[00:06:46.720 --> 00:06:50.720]  當然阿蘭王就很奇怪
[00:06:50.720 --> 00:06:55.760]  為什麼軍事的秘密會洩漏出去呢
[00:06:55.760 --> 00:06:57.760]  他的反應就是說
[00:06:57.760 --> 00:06:59.760]  在第十一節
[00:06:59.760 --> 00:07:04.240]  我們當中有誰幫助以色列王
[00:07:04.240 --> 00:07:06.240]  你們不告訴我嗎
[00:07:06.240 --> 00:07:08.240]  他很自然想到
[00:07:08.240 --> 00:07:10.240]  一定是我們當中有奸細
[00:07:10.240 --> 00:07:12.240]  在阿蘭國裏面有奸細
[00:07:12.240 --> 00:07:16.240]  就去告訴以色列的敵人
[00:07:16.240 --> 00:07:18.240]  所以他的結論就是這樣
[00:07:18.240 --> 00:07:20.240]  但是他的神僕
[00:07:20.240 --> 00:07:22.240]  他可能有從其他途徑知道
[00:07:22.240 --> 00:07:24.240]  他說不是啊
[00:07:24.240 --> 00:07:26.240]  原來是一個神人
[00:07:26.240 --> 00:07:28.240]  將皇帝的秘密
[00:07:28.240 --> 00:07:30.240]  甚至形容為
[00:07:30.240 --> 00:07:32.240]  在皇帝臥房裏面的一種形容的方法
[00:07:32.240 --> 00:07:34.240]  好像密室裏面說的話
[00:07:34.240 --> 00:07:36.240]  這個無所不知的神
[00:07:36.240 --> 00:07:38.240]  告訴這個神人
[00:07:38.240 --> 00:07:40.240]  神人就警告以色列王
[00:07:40.240 --> 00:07:42.240]  所以有這樣的結果
[00:07:42.240 --> 00:07:44.240]  這裏的內容大概是這樣
[00:07:44.240 --> 00:07:46.240]  我想大家留意幾件事情
[00:07:46.240 --> 00:07:52.240]  當阿蘭王知道這個情況
[00:07:52.240 --> 00:07:54.240]  他信不信呢
[00:07:54.240 --> 00:07:56.240]  我再請大家停一停
[00:07:56.240 --> 00:08:00.240]  阿蘭王聽到神僕這樣說
[00:08:00.240 --> 00:08:02.240]  他信不信這個神僕說
[00:08:02.240 --> 00:08:04.240]  原來一個神人
[00:08:04.240 --> 00:08:06.240]  有一個無所不知的神的力量
[00:08:06.240 --> 00:08:08.240]  告訴我們
[00:08:08.240 --> 00:08:10.240]  你心裏面
[00:08:10.240 --> 00:08:12.240]  臥室裏面所說的秘密
[00:08:12.240 --> 00:08:14.240]  我想問阿蘭王信不信呢
[00:08:14.240 --> 00:08:18.240]  這個問題很難回答的
[00:08:18.240 --> 00:08:20.240]  如果他不信
[00:08:20.240 --> 00:08:22.240]  他就不會有以下的行動
[00:08:22.240 --> 00:08:24.240]  他不會說生氣這件事
[00:08:24.240 --> 00:08:26.240]  他不會叫神僕來
[00:08:26.240 --> 00:08:30.240]  我要除滅了以色列這個神人
[00:08:30.240 --> 00:08:32.240]  如果他不信的話
[00:08:32.240 --> 00:08:34.240]  無稽之談
[00:08:34.240 --> 00:08:36.240]  我不用信你
[00:08:36.240 --> 00:08:38.240]  他信的
[00:08:38.240 --> 00:08:40.240]  從這個角度說
[00:08:40.240 --> 00:08:42.240]  他信這件事發生的
[00:08:42.240 --> 00:08:44.240]  不過這個問題很難回答
[00:08:44.240 --> 00:08:46.240]  如果你真的信這個無所不知的神
[00:08:46.240 --> 00:08:48.240]  能夠這樣做
[00:08:48.240 --> 00:08:50.240]  你竟敢去抓這個神人
[00:08:50.240 --> 00:08:52.240]  是不是很矛盾
[00:08:52.240 --> 00:08:54.240]  我信上帝會幫他
[00:08:54.240 --> 00:08:56.240]  同時間我會攻擊他
[00:08:56.240 --> 00:08:58.240]  一個很矛盾的做法
[00:08:58.240 --> 00:09:00.240]  結果這個皇帝就是這樣
[00:09:00.240 --> 00:09:02.240]  他信這件事真的發生
[00:09:02.240 --> 00:09:04.240]  不過他以為
[00:09:04.240 --> 00:09:06.240]  他用他的計謀
[00:09:06.240 --> 00:09:08.240]  軍事的力量
[00:09:08.240 --> 00:09:10.240]  可以將神人甚至神人背後的神
[00:09:10.240 --> 00:09:12.240]  可以解決這個難題
[00:09:12.240 --> 00:09:14.240]  所以他說
[00:09:14.240 --> 00:09:16.240]  你告訴我他在哪裏
[00:09:16.240 --> 00:09:18.240]  是多丹
[00:09:18.240 --> 00:09:24.240]  結果他就派了居馬大軍往那裏去
[00:09:24.240 --> 00:09:28.240]  將那個城圍攻
[00:09:28.240 --> 00:09:30.240]  我再說
[00:09:30.240 --> 00:09:32.240]  這個正正就是代表了
[00:09:32.240 --> 00:09:36.240]  很多世人的想法
[00:09:36.240 --> 00:09:38.240]  你問他信不信
[00:09:38.240 --> 00:09:40.240]  有時很難回答
[00:09:40.240 --> 00:09:42.240]  我記得
[00:09:42.240 --> 00:09:46.240]  在我默會的過程裏
[00:09:46.240 --> 00:09:50.240]  我有段時間在美國讀神學
[00:09:50.240 --> 00:09:52.240]  參加當地的教會
[00:09:52.240 --> 00:09:54.240]  認識一個家庭
[00:09:54.240 --> 00:09:56.240]  這個家庭原來在香港新界
[00:09:56.240 --> 00:09:58.240]  姓鄧的家族
[00:09:58.240 --> 00:10:00.240]  大家知道四大家族之一
[00:10:00.240 --> 00:10:02.240]  他們就去到美國讀書
[00:10:02.240 --> 00:10:04.240]  然後慢慢認識主
[00:10:04.240 --> 00:10:06.240]  參加教會
[00:10:06.240 --> 00:10:08.240]  成為教會的會族
[00:10:08.240 --> 00:10:10.240]  他告訴我他怎樣信主
[00:10:10.240 --> 00:10:12.240]  他信主就是
[00:10:12.240 --> 00:10:14.240]  他爸爸叫他回教會
[00:10:14.240 --> 00:10:18.240]  他爸爸是鄧氏家族裏的其中一個鄉親
[00:10:18.240 --> 00:10:20.240]  他不信的
[00:10:20.240 --> 00:10:22.240]  他不回教會
[00:10:22.240 --> 00:10:24.240]  他甚至說
[00:10:24.240 --> 00:10:28.240]  那些蠢蠢的人就信耶穌
[00:10:28.240 --> 00:10:30.240]  我這麼聰明不用信耶穌
[00:10:30.240 --> 00:10:32.240]  所以你們回教會好
[00:10:32.240 --> 00:10:34.240]  因為教會對你們有幫助
[00:10:34.240 --> 00:10:36.240]  教會教的東西
[00:10:36.240 --> 00:10:38.240]  教會的上帝耶穌會幫你們
[00:10:38.240 --> 00:10:40.240]  問題是
[00:10:40.240 --> 00:10:42.240]  他信不信呢
[00:10:42.240 --> 00:10:44.240]  如果他完全不信的話
[00:10:44.240 --> 00:10:48.240]  他根本不會將子女送到教會裏
[00:10:48.240 --> 00:10:52.240]  他對上帝有一點的愛慕
[00:10:52.240 --> 00:10:54.240]  一點的信任
[00:10:54.240 --> 00:10:56.240]  甚至對教會有好感
[00:10:56.240 --> 00:10:58.240]  所以他會有以下的行動
[00:10:58.240 --> 00:11:00.240]  類似的情況
[00:11:00.240 --> 00:11:02.240]  好像是對上帝有回應
[00:11:02.240 --> 00:11:04.240]  不過實際上
[00:11:04.240 --> 00:11:06.240]  他會攻擊上帝
[00:11:06.240 --> 00:11:08.240]  到他們真的認真信主
[00:11:08.240 --> 00:11:10.240]  真的回教會的時候
[00:11:10.240 --> 00:11:12.240]  他爸爸就很不高興
[00:11:12.240 --> 00:11:16.240]  這個代表了很多世人的眼光
[00:11:16.240 --> 00:11:20.240]  我認為上帝都是好的
[00:11:20.240 --> 00:11:22.240]  甚至我認為上帝是真的
[00:11:22.240 --> 00:11:26.240]  不過我可以用我的方法去解決他
[00:11:26.240 --> 00:11:30.240]  我不用誠心跟從他
[00:11:30.240 --> 00:11:34.240]  今天我們當中有十位弟兄姊妹
[00:11:34.240 --> 00:11:38.240]  包括了本堂成長的
[00:11:38.240 --> 00:11:40.240]  包括了鴻福村的一班街坊
[00:11:40.240 --> 00:11:42.240]  包括了講廣東話的
[00:11:42.240 --> 00:11:44.240]  也有講普通話的
[00:11:44.240 --> 00:11:48.240]  我的普通話真的很普通
[00:11:48.240 --> 00:11:54.240]  我都在主人面前透過水利見證他們的信仰
[00:11:54.240 --> 00:11:56.240]  其實見證信仰的意思
[00:11:56.240 --> 00:11:58.240]  差不多像代入這段經文所說
[00:11:58.240 --> 00:12:02.240]  就從我以前用我自己的方法
[00:12:02.240 --> 00:12:06.240]  或者好像順順的上帝
[00:12:06.240 --> 00:12:08.240]  但都用自己的方法
[00:12:08.240 --> 00:12:12.240]  進到去我以耶穌基督為主
[00:12:12.240 --> 00:12:14.240]  是我一生的主人
[00:12:14.240 --> 00:12:16.240]  那你就跟從他
[00:12:16.240 --> 00:12:20.240]  我希望這段經文不單止在聖經裏面寫
[00:12:20.240 --> 00:12:22.240]  也成為我們的經歷
[00:12:22.240 --> 00:12:28.240]  看見原來我們很容易說我們相信
[00:12:28.240 --> 00:12:34.240]  但實際上做的方法不是上帝所希願的
[00:12:34.240 --> 00:12:36.240]  第二段經文去到第十五節
[00:12:36.240 --> 00:12:43.240]  這段經文剛才說的是神人和他的僕人
[00:12:43.240 --> 00:12:47.240]  或者一個年輕的門生的對話
[00:12:47.240 --> 00:12:53.240]  當阿蘭的軍隊圍住他們所住的多丹城之後
[00:12:53.240 --> 00:12:57.240]  神人的僕人清早起來看見的時候
[00:12:57.240 --> 00:13:01.240]  原來有車馬軍兵圍困了
[00:13:01.240 --> 00:13:03.240]  所以他的反應是怎樣呢
[00:13:03.240 --> 00:13:06.240]  他對神人說不好了
[00:13:06.240 --> 00:13:08.240]  如果你看看和盤的翻譯
[00:13:08.240 --> 00:13:10.240]  他就說哀哉 慘了
[00:13:10.240 --> 00:13:13.240]  如果用廣東話說就慘了
[00:13:13.240 --> 00:13:17.240]  我主啊 我們應該做些什麼好呢
[00:13:17.240 --> 00:13:24.240]  你看到這個神人的僕人
[00:13:24.240 --> 00:13:28.240]  當他看見有問題有困難的時候
[00:13:28.240 --> 00:13:32.240]  他第一個反應就是死了 怎麼辦呢
[00:13:32.240 --> 00:13:37.240]  這個阿蘭的皇帝他看見困難的時候
[00:13:37.240 --> 00:13:41.240]  他就說我用軍事力量去解決
[00:13:41.240 --> 00:13:45.240]  但是這個神人的僕人看見困難的時候
[00:13:45.240 --> 00:13:49.240]  他同樣的說 死了 怎麼辦呢
[00:13:49.240 --> 00:13:57.240]  同樣的問題是究竟這個神人的僕人信不信神呢
[00:13:57.240 --> 00:13:59.240]  如果他不相信神
[00:13:59.240 --> 00:14:02.240]  他就會去問他的老師
[00:14:02.240 --> 00:14:05.240]  伊麗莎神人怎樣去解決
[00:14:05.240 --> 00:14:09.240]  他仍然覺得伊麗莎或有其他方法可以解決
[00:14:09.240 --> 00:14:12.240]  不過如果他真的相信神
[00:14:12.240 --> 00:14:16.240]  他就說不好了 今次死定了
[00:14:16.240 --> 00:14:19.240]  他也不應該有這樣的反應
[00:14:19.240 --> 00:14:24.240]  你看到這個神人的僕人
[00:14:24.240 --> 00:14:27.240]  很明顯他是跟從神的人
[00:14:27.240 --> 00:14:31.240]  如果跟從神的話他也不會做神學家
[00:14:31.240 --> 00:14:35.240]  不過到了遇見困難的時候
[00:14:35.240 --> 00:14:37.240]  考驗來到的時候
[00:14:37.240 --> 00:14:40.240]  其實的反應跟不信耶穌的
[00:14:40.240 --> 00:14:45.240]  不跟從神的阿蘭皇其實也類似
[00:14:45.240 --> 00:14:49.240]  有什麼辦法可以解決呢
[00:14:49.240 --> 00:14:52.240]  但你看到伊麗莎的反應很不同
[00:14:52.240 --> 00:14:55.240]  伊麗莎這位神人說不要懼怕
[00:14:55.240 --> 00:14:59.240]  因為與我們同在的比與他們同在更多
[00:14:59.240 --> 00:15:02.240]  這句話真的很難接受
[00:15:02.240 --> 00:15:04.240]  明明只有幾個人
[00:15:04.240 --> 00:15:07.240]  他們有軍隊圍攻城
[00:15:07.240 --> 00:15:11.240]  怎可以說我們的人比他們多呢
[00:15:11.240 --> 00:15:13.240]  伊麗莎就吐了一句話
[00:15:13.240 --> 00:15:18.240]  耶穌說求你開他的眼目
[00:15:18.240 --> 00:15:21.240]  讓這個神人的僕人
[00:15:21.240 --> 00:15:24.240]  有一個神跡發生在他身上
[00:15:24.240 --> 00:15:26.240]  讓他看見 看見什麼呢
[00:15:26.240 --> 00:15:31.240]  結果耶穌說開了這個年輕人的眼目
[00:15:31.240 --> 00:15:34.240]  他就看見了滿山有火車
[00:15:34.240 --> 00:15:39.240]  火馬火焰車圍繞著伊麗莎
[00:15:39.240 --> 00:15:42.240]  大家記不記得這段經文的上文
[00:15:42.240 --> 00:15:47.240]  在聶王記下的第二章早幾章的經文
[00:15:47.240 --> 00:15:50.240]  伊麗莎的師父伊麗亞
[00:15:50.240 --> 00:15:54.240]  當他乘船風歸天的時候
[00:15:54.240 --> 00:15:59.240]  火車火馬將伊麗莎和伊麗亞分開了
[00:15:59.240 --> 00:16:02.240]  這個火車火馬代表上帝的同在和能力
[00:16:02.240 --> 00:16:06.240]  再一次在伊麗莎有困難的時間
[00:16:06.240 --> 00:16:10.240]  被人圍攻的時間出現
[00:16:10.240 --> 00:16:13.240]  當然啦 他們看見當然不怕
[00:16:13.240 --> 00:16:15.240]  不看見當然怕
[00:16:15.240 --> 00:16:17.240]  這是神跡
[00:16:17.240 --> 00:16:20.240]  上帝有時透過神跡的方法
[00:16:20.240 --> 00:16:23.240]  來成就事情
[00:16:23.240 --> 00:16:27.240]  我今天沒太多時間
[00:16:27.240 --> 00:16:29.240]  因為我想和大家分享一些見證
[00:16:29.240 --> 00:16:31.240]  上帝用神跡的方法
[00:16:31.240 --> 00:16:33.240]  近乎神跡的方法
[00:16:33.240 --> 00:16:35.240]  來成就事情
[00:16:35.240 --> 00:16:38.240]  但是那個屬靈原則
[00:16:38.240 --> 00:16:42.240]  無論有神跡發生和沒有神跡發生
[00:16:42.240 --> 00:16:45.240]  那個屬靈原則
[00:16:45.240 --> 00:16:49.240]  無論伊麗莎的時代或今天
[00:16:49.240 --> 00:16:51.240]  屬靈原則都一樣
[00:16:51.240 --> 00:16:55.240]  你看見 無論真正看見
[00:16:55.240 --> 00:16:58.240]  或用信心的眼睛看見
[00:16:58.240 --> 00:17:02.240]  當你看見上帝同在的時間
[00:17:02.240 --> 00:17:05.240]  你的生命 你的決定
[00:17:05.240 --> 00:17:08.240]  你面對困難 整個有所不同
[00:17:08.240 --> 00:17:14.240]  我再問 究竟這個神人的僕人
[00:17:14.240 --> 00:17:16.240]  有沒有信心呢
[00:17:16.240 --> 00:17:19.240]  這個先知的僕人
[00:17:19.240 --> 00:17:21.240]  雖然屬於上帝 很明顯
[00:17:21.240 --> 00:17:23.240]  否則他不會這樣將生命擺上
[00:17:23.240 --> 00:17:24.240]  做神學生
[00:17:24.240 --> 00:17:27.240]  這樣和先知一起服侍他
[00:17:27.240 --> 00:17:29.240]  但是當遇見困難的時間
[00:17:29.240 --> 00:17:31.240]  仍用熟悉的方法
[00:17:31.240 --> 00:17:35.240]  哀哉我主呀 我可以怎樣做呢
[00:17:35.240 --> 00:17:37.240]  同樣的弟兄姊妹
[00:17:37.240 --> 00:17:42.240]  像不像我們面對困難的時候
[00:17:42.240 --> 00:17:45.240]  你想想上一次你面對困難的時候
[00:17:45.240 --> 00:17:47.240]  你的反應是怎樣呢
[00:17:47.240 --> 00:17:50.240]  你見到與我們同在的
[00:17:50.240 --> 00:17:54.240]  遠超過困難的力量嗎
[00:17:54.240 --> 00:17:57.240]  還是當你遇見困難的時候
[00:17:57.240 --> 00:17:59.240]  其實你和不信耶穌的人
[00:17:59.240 --> 00:18:00.240]  分別不大
[00:18:00.240 --> 00:18:03.240]  慘了 搞不定了
[00:18:03.240 --> 00:18:05.240]  一定不行了
[00:18:05.240 --> 00:18:08.240]  要想辦法 想想辦法
[00:18:08.240 --> 00:18:13.240]  我們如果說未信主的人
[00:18:13.240 --> 00:18:16.240]  他們沒有上帝作主
[00:18:16.240 --> 00:18:18.240]  可能提醒我們
[00:18:18.240 --> 00:18:21.240]  我們人生總會遇見考驗
[00:18:21.240 --> 00:18:23.240]  總會遇見困難
[00:18:23.240 --> 00:18:25.240]  當然困難的時候
[00:18:25.240 --> 00:18:27.240]  我們會不會和不信耶穌的人
[00:18:27.240 --> 00:18:29.240]  沒有分別呢
[00:18:29.240 --> 00:18:34.240]  第三條經文第19至23節
[00:18:34.240 --> 00:18:42.240]  當以利沙將圍攻軍隊的人
[00:18:42.240 --> 00:18:47.240]  上文說將他們眼睛模糊了
[00:18:47.240 --> 00:18:51.240]  然後將他們引進到他們的首都
[00:18:51.240 --> 00:18:52.240]  撒瑪利亞城
[00:18:52.240 --> 00:18:55.240]  這個很奇妙很偉大的神蹟
[00:18:55.240 --> 00:18:57.240]  很明顯他們不是完全看不到的
[00:18:57.240 --> 00:18:59.240]  看不到就走不了路
[00:18:59.240 --> 00:19:01.240]  可能是模糊了
[00:19:01.240 --> 00:19:05.240]  不過去到撒瑪利亞城的時間
[00:19:05.240 --> 00:19:07.240]  聖經記載
[00:19:07.240 --> 00:19:10.240]  聖經說去到撒瑪利亞城之後
[00:19:10.240 --> 00:19:12.240]  20節
[00:19:12.240 --> 00:19:14.240]  他們進去撒瑪利亞城
[00:19:14.240 --> 00:19:15.240]  以利沙說
[00:19:15.240 --> 00:19:19.240]  耶穌說求你開這些人的眼目
[00:19:19.240 --> 00:19:21.240]  使他們能看見
[00:19:21.240 --> 00:19:25.240]  這句話和剛才的說話差不多嗎
[00:19:25.240 --> 00:19:27.240]  剛才是為先知的僕人
[00:19:27.240 --> 00:19:32.240]  讓他們看到滿山都有火車
[00:19:32.240 --> 00:19:36.240]  現在看到的是為這班敵人
[00:19:36.240 --> 00:19:38.240]  要攻擊他們的
[00:19:38.240 --> 00:19:39.240]  要捉他們的
[00:19:39.240 --> 00:19:40.240]  甚至要殺他們的
[00:19:40.240 --> 00:19:41.240]  這班亞蘭軍隊
[00:19:41.240 --> 00:19:42.240]  同樣有類似的祈禱
[00:19:42.240 --> 00:19:44.240]  求你開這些人的眼目
