
[00:00:00.000 --> 00:00:07.000]  今天我們講到的題目就是「生命之道」
[00:02:56.000 --> 00:02:58.000]  那我也無謂叫你們舉手
[00:02:58.000 --> 00:03:00.000]  免得尷尬
[00:03:00.000 --> 00:03:02.000]  大家也很現實
[00:03:02.000 --> 00:03:04.000]  很多時候讀經
[00:03:04.000 --> 00:03:06.000]  創世紀也好
[00:03:06.000 --> 00:03:07.000]  奇怪一點
[00:03:07.000 --> 00:03:08.000]  不過也有些變化
[00:03:08.000 --> 00:03:10.000]  讀到埃及
[00:03:10.000 --> 00:03:11.000]  然後去到西乃山
[00:03:11.000 --> 00:03:13.000]  通常就停在那裡
[00:03:13.000 --> 00:03:15.000]  一讀到一些回末
[00:03:15.000 --> 00:03:17.000]  有多長、多短、多闊
[00:03:17.000 --> 00:03:18.000]  甚麼顏色的布
[00:03:18.000 --> 00:03:20.000]  我們就開始腦子混淆障礙
[00:03:20.000 --> 00:03:22.000]  然後就停在那裡
[00:03:22.000 --> 00:03:23.000]  讀經的偉大夢想
[00:03:23.000 --> 00:03:24.000]  你還沒記那些
[00:03:24.000 --> 00:03:26.000]  不知道做甚麼事
[00:03:26.000 --> 00:03:29.000]  所以很多時候
[00:03:29.000 --> 00:03:30.000]  不是不想
[00:03:30.000 --> 00:03:31.000]  只是困難
[00:03:31.000 --> 00:03:33.000]  每天都讀經
[00:03:33.000 --> 00:03:34.000]  想不想?
[00:03:34.000 --> 00:03:35.000]  想的
[00:03:35.000 --> 00:03:36.000]  我也知道的
[00:03:36.000 --> 00:03:38.000]  我也覺得很guilty
[00:03:38.000 --> 00:03:40.000]  應該每天凌晨
[00:03:40.000 --> 00:03:41.000]  早上凌晨
[00:03:41.000 --> 00:03:43.000]  晨光的時候最好
[00:03:43.000 --> 00:03:45.000]  看到清晨起來的太陽
[00:03:45.000 --> 00:03:46.000]  讀經很好
[00:03:46.000 --> 00:03:47.000]  不過對不起
[00:03:47.000 --> 00:03:49.000]  今天又遲了起床
[00:03:49.000 --> 00:03:50.000]  按了鬧鐘
[00:03:50.000 --> 00:03:52.000]  然後又睡多了
[00:03:52.000 --> 00:03:54.000]  所以明天凌晨
[00:03:54.000 --> 00:03:56.000]  明天又很不幸
[00:03:56.000 --> 00:03:58.000]  又不知道甚麼事
[00:03:58.000 --> 00:03:59.000]  要早點上班
[00:03:59.000 --> 00:04:00.000]  所以很多時候
[00:04:00.000 --> 00:04:01.000]  我們很想做的
[00:04:01.000 --> 00:04:02.000]  不是不想做的
[00:04:02.000 --> 00:04:03.000]  不過
[00:04:03.000 --> 00:04:05.000]  心靈願意
[00:04:05.000 --> 00:04:07.000]  不過肉體很軟弱
[00:04:07.000 --> 00:04:09.000]  這個都是事實
[00:04:09.000 --> 00:04:13.000]  不過今天希望給大家一些鼓勵
[00:04:13.000 --> 00:04:16.000]  希望當我們真的
[00:04:16.000 --> 00:04:20.000]  心裡面有這種盼望的時候
[00:04:20.000 --> 00:04:22.000]  就自然做得到
[00:04:22.000 --> 00:04:25.000]  好像我兒女
[00:04:25.000 --> 00:04:26.000]  她吃很少東西
[00:04:26.000 --> 00:04:28.000]  她不吃飯又不吃麵
[00:04:28.000 --> 00:04:29.000]  因為她很容易飽
[00:04:29.000 --> 00:04:31.000]  她說吃飯這些東西
[00:04:31.000 --> 00:04:33.000]  吃了肚子要吃好吃的東西
[00:04:33.000 --> 00:04:35.000]  她吃很少東西
[00:04:35.000 --> 00:04:36.000]  不過唯一的例外
[00:04:36.000 --> 00:04:37.000]  就是吃雪糕
[00:04:37.000 --> 00:04:40.000]  她可以一整桶雪糕吃完
[00:04:40.000 --> 00:04:41.000]  她有兩個胃
[00:04:41.000 --> 00:04:43.000]  一個胃是吃普通的食物
[00:04:43.000 --> 00:04:45.000]  一個胃是吃甜品
[00:04:45.000 --> 00:04:48.000]  所以如果我們對聖經
[00:04:48.000 --> 00:04:50.000]  真的有渴慕的心
[00:04:50.000 --> 00:04:53.000]  我們應該有兩個時間表
[00:04:53.000 --> 00:04:54.000]  去到聖經的時候
[00:04:54.000 --> 00:04:55.000]  沒有時間
[00:04:55.000 --> 00:04:57.000]  都會找到時間
[00:04:57.000 --> 00:04:59.000]  心靈真的渴慕的時候
[00:04:59.000 --> 00:05:03.000]  一定找到時間去做這件事
[00:05:03.000 --> 00:05:06.000]  我們希望今天藉著神的話語
[00:05:06.000 --> 00:05:08.000]  鼓勵給大家覺得
[00:05:08.000 --> 00:05:13.000]  不要覺得看聖經是一個很重的責任
[00:05:13.000 --> 00:05:15.000]  好像去當兵一樣
[00:05:15.000 --> 00:05:17.000]  要背著四十磅的東西
[00:05:17.000 --> 00:05:19.000]  走過山那樣
[00:05:19.000 --> 00:05:23.000]  應該看這件事是人生一種的享受
[00:05:23.000 --> 00:05:24.000]  做基督徒
[00:05:24.000 --> 00:05:27.000]  我們應該有時間和神聊天
[00:05:27.000 --> 00:05:28.000]  是一種享受
[00:05:28.000 --> 00:05:30.000]  正如你提到
[00:05:30.000 --> 00:05:32.000]  你記住了聖經是甚麼呢?
[00:05:32.000 --> 00:05:38.000]  聖經應該是一封神給我們的愛的書信
[00:05:38.000 --> 00:05:40.000]  好像我的女兒
[00:05:40.000 --> 00:05:42.000]  大女兒去了美國讀書
[00:05:42.000 --> 00:05:45.000]  前兩天已經回來
[00:05:45.000 --> 00:05:47.000]  她在美國的時候
[00:05:47.000 --> 00:05:49.000]  人不在那裡
[00:05:49.000 --> 00:05:50.000]  那怎麼辦呢?
[00:05:50.000 --> 00:05:51.000]  看看Facebook
[00:05:51.000 --> 00:05:52.000]  你知道現在這個世代的人
[00:05:52.000 --> 00:05:54.000]  沒有人寫信的
[00:05:54.000 --> 00:05:56.000]  游簡那些Aerogram
[00:05:56.000 --> 00:05:58.000]  不知道郵局還有沒有賣的呢?
[00:05:58.000 --> 00:06:00.000]  我都沒有試過問過
[00:06:00.000 --> 00:06:01.000]  現在不記信了
[00:06:01.000 --> 00:06:02.000]  看看Facebook
[00:06:02.000 --> 00:06:04.000]  好像我的大女兒
[00:06:04.000 --> 00:06:06.000]  喜歡裝扮漂亮
[00:06:06.000 --> 00:06:08.000]  看看Facebook
[00:06:08.000 --> 00:06:09.000]  看看有沒有漂亮了
[00:06:09.000 --> 00:06:10.000]  女兒這樣
[00:06:10.000 --> 00:06:12.000]  人不在的時候
[00:06:12.000 --> 00:06:13.000]  都要看看那些東西
[00:06:13.000 --> 00:06:15.000]  在Facebook發兩句
[00:06:15.000 --> 00:06:16.000]  點讚她兩句
[00:06:16.000 --> 00:06:17.000]  弄弄手指
[00:06:17.000 --> 00:06:19.000]  你覺得這是很自然
[00:06:19.000 --> 00:06:21.000]  很享受的東西
[00:06:21.000 --> 00:06:23.000]  我不會覺得
[00:06:23.000 --> 00:06:25.000]  我要定一個discipline
[00:06:25.000 --> 00:06:26.000]  每個月看一次Facebook
[00:06:26.000 --> 00:06:27.000]  糟了
[00:06:27.000 --> 00:06:28.000]  又忘記看女兒的Facebook
[00:06:28.000 --> 00:06:30.000]  不會有這樣的感覺
[00:06:30.000 --> 00:06:32.000]  經常想看
[00:06:32.000 --> 00:06:34.000]  很自然就會經常看
[00:06:34.000 --> 00:06:36.000]  因為我想看
[00:06:36.000 --> 00:06:38.000]  希望你讀聖經
[00:06:38.000 --> 00:06:41.000]  都是出於一種盼望
[00:06:41.000 --> 00:06:43.000]  一種享受
[00:06:43.000 --> 00:06:44.000]  所以很自然
[00:06:44.000 --> 00:06:46.000]  你會很享受
[00:06:46.000 --> 00:06:48.000]  每天有一點點時間
[00:06:48.000 --> 00:06:50.000]  來讀聖經
[00:06:50.000 --> 00:06:53.000]  聖經是什麼呢?
[00:06:53.000 --> 00:06:57.000]  提摩太后書的經文提醒我們
[00:06:57.000 --> 00:07:00.000]  聖經都是神所默示的
[00:07:00.000 --> 00:07:02.000]  於教訓督澤使人歸正
[00:07:02.000 --> 00:07:04.000]  教導人學而都是有益的
[00:07:04.000 --> 00:07:07.000]  其實這個經文前半段很簡單
[00:07:07.000 --> 00:07:10.000]  保羅介紹了聖經有什麼特別
[00:07:10.000 --> 00:07:12.000]  聖經和世界上所有其他的書
[00:07:12.000 --> 00:07:14.000]  有什麼分別
[00:07:14.000 --> 00:07:15.000]  是神所默示的
[00:07:15.000 --> 00:07:17.000]  然後下面就說
[00:07:17.000 --> 00:07:18.000]  目的是什麼呢?
[00:07:18.000 --> 00:07:21.000]  神給聖經給我們的目的是什麼呢?
[00:07:21.000 --> 00:07:26.000]  我們首先從神所默示開始看
[00:07:26.000 --> 00:07:29.000]  神所默示這件事
[00:07:29.000 --> 00:07:33.000]  其實都不是容易明白的
[00:07:33.000 --> 00:07:35.000]  只是中文已經不容易明白
[00:07:35.000 --> 00:07:37.000]  什麼叫默示呢?
[00:07:37.000 --> 00:07:39.000]  如果我告訴你
[00:07:39.000 --> 00:07:43.000]  剛剛我的老闆李思敬院長
[00:07:43.000 --> 00:07:45.000]  默示了一些東西給我
[00:07:45.000 --> 00:07:47.000]  你就會在那裡爭論
[00:07:47.000 --> 00:07:50.000]  什麼叫默示了一些東西給我呢?
[00:07:50.000 --> 00:07:52.000]  不過不要理會我的中文
[00:07:52.000 --> 00:07:53.000]  我的中文太差
[00:07:53.000 --> 00:07:56.000]  我不是很知道默示這兩個字從何而來
[00:07:56.000 --> 00:08:01.000]  希臘文神所默示的
[00:08:01.000 --> 00:08:04.000]  這五個字其實希臘文是一個字
[00:08:04.000 --> 00:08:06.000]  希臘文這個字
[00:08:06.000 --> 00:08:10.000]  如果直接翻譯
[00:08:10.000 --> 00:08:15.000]  這個字其實是由兩個希臘文合在一起的
[00:08:15.000 --> 00:08:17.000]  Fios就是神
[00:08:17.000 --> 00:08:20.000]  Neutros就是靈
[00:08:20.000 --> 00:08:23.000]  所以如果照字面翻譯
[00:08:23.000 --> 00:08:27.000]  保羅是說聖經都是神明的
[00:08:27.000 --> 00:08:30.000]  當然神明的不知道是什麼
[00:08:30.000 --> 00:08:33.000]  比神所默示更加不知所謂
[00:08:33.000 --> 00:08:37.000]  所以俗話合本就譯成神所默示的
[00:08:37.000 --> 00:08:42.000]  其實這個字本身在希臘文都是一個新字
[00:08:42.000 --> 00:08:45.000]  保羅將兩個字串在一起
[00:08:45.000 --> 00:08:46.000]  神這個字有
[00:08:46.000 --> 00:08:48.000]  靈這個字有
[00:08:48.000 --> 00:08:51.000]  但是神靈這個字在希臘文是沒有的
[00:08:51.000 --> 00:08:53.000]  保羅自己串在一起
[00:08:53.000 --> 00:08:55.000]  什麼意思呢?
[00:08:55.000 --> 00:08:58.000]  所以也可以有心究的
[00:08:58.000 --> 00:09:00.000]  學者又會去討論
[00:09:00.000 --> 00:09:02.000]  學者就不理會了
[00:09:02.000 --> 00:09:04.000]  不過我相信神靈這個字
[00:09:04.000 --> 00:09:06.000]  起碼有兩重的意義
[00:09:06.000 --> 00:09:08.000]  聖經都是神明的
[00:09:08.000 --> 00:09:10.000]  什麼意思呢?
[00:09:10.000 --> 00:09:12.000]  第一重意義就是告訴我們
[00:09:12.000 --> 00:09:14.000]  聖經是怎麼來的呢?
[00:09:14.000 --> 00:09:17.000]  就是神的靈呼出來的東西
[00:09:17.000 --> 00:09:20.000]  就好像神透氣
[00:09:20.000 --> 00:09:23.000]  靈這個字也可以解為氣
[00:09:23.000 --> 00:09:24.000]  在希臘文
[00:09:24.000 --> 00:09:26.000]  就像神吞了一口氣
[00:09:26.000 --> 00:09:28.000]  就凝結了聖經
[00:09:28.000 --> 00:09:30.000]  或者可以想像
[00:09:30.000 --> 00:09:32.000]  你在冬天的日子
[00:09:32.000 --> 00:09:36.000]  對著很冷的玻璃窗
[00:09:36.000 --> 00:09:37.000]  (含氣)
[00:09:37.000 --> 00:09:41.000]  於是那個玻璃窗就凝結了水晶氣
[00:09:41.000 --> 00:09:44.000]  你知道小孩子還幾歲的時候
[00:09:44.000 --> 00:09:45.000]  (含氣)
[00:09:45.000 --> 00:09:47.000]  然後就畫一個笑臉
[00:09:47.000 --> 00:09:49.000]  畫什麼東西在玻璃上
[00:09:49.000 --> 00:09:51.000]  於是你可以說
[00:09:51.000 --> 00:09:53.000]  玻璃上的水晶氣
[00:09:53.000 --> 00:09:54.000]  是人靈的
[00:09:54.000 --> 00:09:56.000]  就是人的靈吹出一口氣
[00:09:56.000 --> 00:09:58.000]  就形成了這些水晶氣
[00:09:58.000 --> 00:09:59.000]  聖經也是
[00:09:59.000 --> 00:10:01.000]  神的靈吹出一口氣
[00:10:01.000 --> 00:10:03.000]  凝結了
[00:10:03.000 --> 00:10:06.000]  成為了我們有的聖經
[00:10:06.000 --> 00:10:08.000]  保羅所強調的東西
[00:10:08.000 --> 00:10:12.000]  就是聖經是八分之八是神寫的
[00:10:12.000 --> 00:10:15.000]  當然聖經也是八分之八是人寫的
[00:10:15.000 --> 00:10:17.000]  不過一會兒我們會回來
[00:10:17.000 --> 00:10:18.000]  人寫的一部分
[00:10:18.000 --> 00:10:20.000]  這裡保羅所強調的
[00:10:20.000 --> 00:10:23.000]  就是聖經也是八分之八是神寫的
[00:10:23.000 --> 00:10:24.000]  是神的作品
[00:10:24.000 --> 00:10:26.000]  親自寫的作品
[00:10:26.000 --> 00:10:27.000]  所以
[00:10:27.000 --> 00:10:29.000]  聖經有的特質
[00:10:29.000 --> 00:10:31.000]  就是和神有的特質一樣
[00:10:31.000 --> 00:10:33.000]  譬如神是絕對可靠的
[00:10:33.000 --> 00:10:35.000]  所以聖經也是絕對可靠的
[00:10:35.000 --> 00:10:39.000]  神的心意是要祝福我們
[00:10:39.000 --> 00:10:41.000]  所以聖經是滿載祝福的
[00:10:41.000 --> 00:10:42.000]  神是愛
[00:10:42.000 --> 00:10:44.000]  所以聖經是滿載愛的語言
[00:10:44.000 --> 00:10:46.000]  你想到神有什麼特質
[00:10:46.000 --> 00:10:49.000]  聖經也具備這些特質
[00:10:49.000 --> 00:10:51.000]  因為它是神的靈
[00:10:51.000 --> 00:10:52.000]  吹出來的
[00:10:52.000 --> 00:10:54.000]  所結出來的果子
[00:10:54.000 --> 00:10:56.000]  另一個層面
[00:10:56.000 --> 00:10:58.000]  更加有趣的
[00:10:58.000 --> 00:11:00.000]  這裡是所謂被動的
[00:11:00.000 --> 00:11:02.000]  是神靈呼出來結出
[00:11:02.000 --> 00:11:04.000]  這是強調被動的一方面
[00:11:04.000 --> 00:11:06.000]  但也是主動的
[00:11:06.000 --> 00:11:07.000]  我相信這裡也是說
[00:11:07.000 --> 00:11:10.000]  聖經是神靈的意思
[00:11:10.000 --> 00:11:14.000]  就是說聖經是神的靈活在當中的
[00:11:14.000 --> 00:11:19.000]  是神的靈會透過聖經和我們說話的
[00:11:19.000 --> 00:11:22.000]  所以聖經不是一本死的書
[00:11:22.000 --> 00:11:24.000]  不是單單白紙黑字一堆的東西
[00:11:24.000 --> 00:11:26.000]  而是一個途徑
[00:11:26.000 --> 00:11:27.000]  一個channel
[00:11:27.000 --> 00:11:29.000]  可以說是一道門
[00:11:29.000 --> 00:11:30.000]  或者一個窗
[00:11:30.000 --> 00:11:33.000]  神的靈是透過聖經
[00:11:33.000 --> 00:11:36.000]  不斷在我們生命中工作的
[00:11:36.000 --> 00:11:39.000]  以致我們可以看得明白那本聖經
[00:11:39.000 --> 00:11:42.000]  這個其實對我們有很大的鼓勵
[00:11:42.000 --> 00:11:45.000]  你說聖經難不難明白呢?
[00:11:45.000 --> 00:11:48.000]  從某個角度看也挺難明白的
[00:11:48.000 --> 00:11:50.000]  二千年前的書
[00:11:50.000 --> 00:11:52.000]  不要理會那本書
[00:11:52.000 --> 00:11:55.000]  隨便你撿起一本二千年前的書
[00:11:55.000 --> 00:11:57.000]  也不容易明白的
[00:11:57.000 --> 00:11:59.000]  始終時移世易
[00:11:59.000 --> 00:12:00.000]  很多東西都不同了
[00:12:00.000 --> 00:12:02.000]  但是從另一個角度來看
[00:12:02.000 --> 00:12:04.000]  是容易明白的
[00:12:04.000 --> 00:12:05.000]  為什麼容易明白呢?
[00:12:05.000 --> 00:12:08.000]  因為聖靈幫助我們明白
[00:12:08.000 --> 00:12:10.000]  這個不是IQ的問題
[00:12:10.000 --> 00:12:12.000]  聖靈親自幫助我們明白
[00:12:12.000 --> 00:12:14.000]  有時候有些東西也很有趣
[00:12:14.000 --> 00:12:15.000]  什麼叫明白?
[00:12:15.000 --> 00:12:18.000]  什麼叫看不看得到呢?
[00:12:18.000 --> 00:12:21.000]  我大女兒剛從外國回來
[00:12:21.000 --> 00:12:22.000]  我剛才提過
[00:12:22.000 --> 00:12:26.000]  我發覺女人和男人留意的東西很不同
[00:12:26.000 --> 00:12:30.000]  譬如當年我女兒六、七歲的時候
[00:12:30.000 --> 00:12:32.000]  我在廣播道住
[00:12:32.000 --> 00:12:36.000]  我們經常坐免費巴士去樂富商場吃東西、買東西
[00:12:36.000 --> 00:12:38.000]  於是乎經常坐巴士
[00:12:38.000 --> 00:12:41.000]  那時候也是一個姨姨開的
[00:12:41.000 --> 00:12:43.000]  你知道旅遊巴士
[00:12:43.000 --> 00:12:46.000]  門就在司機位的右邊
[00:12:46.000 --> 00:12:49.000]  你一上來就看到司機轉左
[00:12:49.000 --> 00:12:51.000]  然後走進你的位置
[00:12:51.000 --> 00:12:53.000]  所以…
[00:12:53.000 --> 00:12:54.000]  算有的
[00:12:54.000 --> 00:12:58.000]  總之就是看到司機然後轉進去
[00:12:58.000 --> 00:13:04.000]  所以你一天一定會看到司機
[00:13:04.000 --> 00:13:05.000]  包括我在內
[00:13:05.000 --> 00:13:06.000]  但是看不看得到呢?
[00:13:06.000 --> 00:13:08.000]  有時候也很難去…
[00:13:08.000 --> 00:13:10.000]  其實也是一個哲學的問題
[00:13:10.000 --> 00:13:12.000]  你能不能看見一些你看得到的東西
[00:13:12.000 --> 00:13:14.000]  我舉一個例子
[00:13:14.000 --> 00:13:16.000]  有一次我和我的女兒
[00:13:16.000 --> 00:13:18.000]  記得那時候她七歲左右
[00:13:18.000 --> 00:13:20.000]  上了車之後
[00:13:20.000 --> 00:13:21.000]  我女兒就說
[00:13:21.000 --> 00:13:23.000]  「姨姨你剪了頭髮」
[00:13:23.000 --> 00:13:24.000]  然後我才看一看
[00:13:24.000 --> 00:13:27.000]  「對,姨姨剪了頭髮」
[00:13:27.000 --> 00:13:30.000]  照道理一個七歲的女孩子
[00:13:30.000 --> 00:13:34.000]  智商應該不會比她四十歲的爸爸高
[00:13:34.000 --> 00:13:37.000]  但是為什麼一個七歲的女孩子看到的東西
[00:13:37.000 --> 00:13:40.000]  四十歲的爸爸看不見呢?
[00:13:40.000 --> 00:13:41.000]  也很難解釋
[00:13:41.000 --> 00:13:43.000]  有些東西是視而不見的
[00:13:43.000 --> 00:13:45.000]  有些東西是等於沒看到的
[00:13:45.000 --> 00:13:48.000]  廣東話有一句叫「水過鴨背」
[00:13:48.000 --> 00:13:50.000]  很多時候看書也是
[00:13:50.000 --> 00:13:52.000]  「水過鴨背」看完就不知道有什麼了
[00:13:52.000 --> 00:13:55.000]  希望你剛才唱歌的時候不是這樣
[00:13:55.000 --> 00:13:57.000]  記不記得我們剛才唱了哪三首歌
[00:13:57.000 --> 00:13:59.000]  希望你不是「水過鴨背」
[00:13:59.000 --> 00:14:02.000]  有時候你看完之後
[00:14:02.000 --> 00:14:03.000]  你不知道…
[00:14:03.000 --> 00:14:04.000]  不上心的
[00:14:04.000 --> 00:14:06.000]  為什麼上心呢?
[00:14:06.000 --> 00:14:07.000]  有時候很難解釋的
[00:14:07.000 --> 00:14:09.000]  有些東西就是上心就上心
[00:14:09.000 --> 00:14:11.000]  我的女兒就會留意別人的髮型
[00:14:11.000 --> 00:14:14.000]  她的爸爸看完就不記得了
[00:14:14.000 --> 00:14:16.000]  我都考考老公們
[00:14:16.000 --> 00:14:19.000]  老公們你記不記得
[00:14:19.000 --> 00:14:23.000]  你太太昨天穿的衣服是什麼顏色的呢?
[00:14:23.000 --> 00:14:25.000]  能不能說出來呢?
[00:14:25.000 --> 00:14:27.000]  很多時候我們這些男人
[00:14:27.000 --> 00:14:29.000]  看完就沒有了
[00:14:29.000 --> 00:14:30.000]  無論如何
[00:14:30.000 --> 00:14:33.000]  這個就是說神靈的意思
[00:14:33.000 --> 00:14:36.000]  神的靈在聖經裏面
[00:14:36.000 --> 00:14:37.000]  當我們看聖經的時候
[00:14:37.000 --> 00:14:40.000]  神的靈是會工作的
[00:14:40.000 --> 00:14:42.000]  以致我們看聖經的時候
[00:14:42.000 --> 00:14:43.000]  不會像我看別人的髮型
[00:14:43.000 --> 00:14:45.000]  看完就沒有了
[00:14:45.000 --> 00:14:48.000]  這是很大的鼓勵
[00:14:48.000 --> 00:14:51.000]  所以每個人看的東西都有困難
[00:14:51.000 --> 00:14:53.000]  好像我看不到髮型
[00:14:53.000 --> 00:14:55.000]  我老婆看不到別的東西
[00:14:55.000 --> 00:14:57.000]  女人看不到別的東西
[00:14:57.000 --> 00:14:58.000]  譬如我們新屋入伙
[00:14:58.000 --> 00:15:01.000]  現在入伙了一年
[00:15:01.000 --> 00:15:04.000]  新屋入伙很多家具
[00:15:04.000 --> 00:15:08.000]  你知道現在的家具
[00:15:08.000 --> 00:15:11.000]  家庭電器越來越複雜
[00:15:11.000 --> 00:15:12.000]  洗衣機有十多個程序
[00:15:12.000 --> 00:15:14.000]  焗爐有十個程序
[00:15:14.000 --> 00:15:18.000]  微波爐也不知道有多少個程序
[00:15:18.000 --> 00:15:21.000]  然後有一個LED屏幕
[00:15:21.000 --> 00:15:22.000]  一排制
[00:15:22.000 --> 00:15:24.000]  也不知道那排制是用來做什麼的
[00:15:24.000 --> 00:15:26.000]  總之你看著LED屏幕
[00:15:26.000 --> 00:15:28.000]  你才知道發生什麼事
[00:15:28.000 --> 00:15:30.000]  於是就弄了一本書
[00:15:30.000 --> 00:15:34.000]  我發覺我老婆看這些東西
[00:15:34.000 --> 00:15:35.000]  看得很不明白
[00:15:35.000 --> 00:15:37.000]  雖然她每個字都看得明白
[00:15:37.000 --> 00:15:39.000]  不過也要老公幫她翻譯
[00:15:39.000 --> 00:15:42.000]  原來按這個按鈕就是這個後果
[00:15:42.000 --> 00:15:44.000]  說完她就不記得了
[00:15:44.000 --> 00:15:47.000]  下次問老公這個標誌是什麼意思
[00:15:47.000 --> 00:15:51.000]  發覺我老婆一看菜單
[00:15:51.000 --> 00:15:53.000]  就有讀寫障礙
[00:15:53.000 --> 00:15:54.000]  一看這些菜單
[00:15:54.000 --> 00:15:57.000]  但是神的英許
[00:15:57.000 --> 00:16:00.000]  其他東西有讀寫障礙也好
[00:16:00.000 --> 00:16:01.000]  不要緊的
[00:16:01.000 --> 00:16:05.000]  神的靈在我們讀經的時候會工作
[00:16:05.000 --> 00:16:07.000]  以致我們讀聖經的時候
[00:16:07.000 --> 00:16:09.000]  不會有讀寫障礙
[00:16:09.000 --> 00:16:11.000]  我們可以真的看得明白聖經
[00:16:11.000 --> 00:16:13.000]  你怎麼知道呢?
[00:16:13.000 --> 00:16:14.000]  你看過你就知道了
[00:16:14.000 --> 00:16:17.000]  這些東西你看過就能夠經驗了
[00:16:17.000 --> 00:16:22.000]  對我來說很大的一個鼓勵
[00:16:22.000 --> 00:16:27.000]  我爸爸信主是在他八十多歲
[00:16:27.000 --> 00:16:30.000]  開始老人癡呆的時候才信主
[00:16:30.000 --> 00:16:33.000]  現在叫老退化性才信主
[00:16:33.000 --> 00:16:37.000]  我爸爸是當年大學教授
[00:16:37.000 --> 00:16:40.000]  不過高坤也老退化
[00:16:40.000 --> 00:16:43.000]  你要退化就不能逞強
[00:16:43.000 --> 00:16:45.000]  你的腦要退化就退化
[00:16:45.000 --> 00:16:47.000]  到我爸爸信主的時候
[00:16:47.000 --> 00:16:49.000]  什麼都不記得了
[00:16:49.000 --> 00:16:51.000]  雖然他當年是教化學的
