
[00:00:00.000 --> 00:00:07.680]  好 感謝神再給我機會在大型節目當中宣講神的話
[00:03:54.400 --> 00:03:55.520]  有沒有感謝你?
[00:03:55.520 --> 00:03:57.760]  有沒有心裡感激?
[00:03:57.760 --> 00:04:01.600]  有沒有說 沒有了你 我沒有今天這個地位?
[00:04:01.600 --> 00:04:03.440]  好怪
[00:04:03.440 --> 00:04:05.600]  我們不感謝政府
[00:04:05.600 --> 00:04:09.440]  當我們的人品差 靈性低
[00:04:09.440 --> 00:04:11.520]  但保羅不是這樣的人
[00:04:11.520 --> 00:04:15.200]  他為什麼來到第四章這封信的最後一章
[00:04:15.200 --> 00:04:17.040]  沒有什麼機會感謝人了
[00:04:17.040 --> 00:04:18.240]  你還不感謝他
[00:04:18.240 --> 00:04:21.760]  而且他三番四次已經實言實語地說過
[00:04:21.760 --> 00:04:23.680]  真的是別人給他東西
[00:04:23.680 --> 00:04:27.120]  不是他那些真金白銀給了肥勒比人
[00:04:27.120 --> 00:04:28.800]  然後肥勒比人還給他
[00:04:28.800 --> 00:04:31.680]  是真真正正肥勒比人給他的
[00:04:31.680 --> 00:04:33.040]  為什麼他不感謝呢?
[00:04:33.040 --> 00:04:36.560]  我覺得保羅不是一個沒本心的人
[00:04:36.560 --> 00:04:41.760]  我相信他刻意在這裡用這十節聖經文
[00:04:41.760 --> 00:04:44.960]  他想教肥勒比人一個功課
[00:04:44.960 --> 00:04:48.560]  可能透過教肥勒比人 教你和我一個功課
[00:04:48.560 --> 00:04:49.520]  就是怎樣呢?
[00:04:49.520 --> 00:04:50.800]  起碼有兩方面
[00:04:50.800 --> 00:04:56.480]  第一 就是你給了人 你奉獻了
[00:04:56.480 --> 00:04:59.520]  你不要以為別人沒有你就不行
[00:04:59.520 --> 00:05:02.160]  上帝會看顧他
[00:05:02.160 --> 00:05:06.080]  第二 就是你給了人
[00:05:06.080 --> 00:05:08.000]  不要以為別人是你的債
[00:05:08.000 --> 00:05:12.880]  你的錢不是跟那個人 是跟上帝的
[00:05:12.880 --> 00:05:15.600]  第一 就是你給了人
[00:05:15.600 --> 00:05:18.240]  你不要以為別人沒有你就不行
[00:05:18.240 --> 00:05:20.160]  上帝會看顧他
[00:05:20.160 --> 00:05:21.520]  第二 你給了人
[00:05:21.520 --> 00:05:24.480]  不要以為那個人做了你的債
[00:05:24.480 --> 00:05:28.320]  你的錢不是跟那個人 是跟上帝的
[00:05:28.320 --> 00:05:30.880]  我們先看第一點
[00:05:30.880 --> 00:05:32.480]  第一點你看到的時候
[00:05:32.480 --> 00:05:37.120]  保羅在第四章第十節開始到十三節
[00:05:37.120 --> 00:05:38.720]  他講了一樣東西
[00:05:38.720 --> 00:05:40.160]  剛才你讀過
[00:05:40.160 --> 00:05:45.520]  他說第十節 你一向都是掛念我的
[00:05:45.520 --> 00:05:47.760]  現在又掛念了
[00:05:47.760 --> 00:05:49.680]  你一向都是掛念我 但沒有機會
[00:05:49.680 --> 00:05:52.240]  意思就是說 你一向都是掛念我的
[00:05:52.240 --> 00:05:54.880]  但你沒有機會經常給我
[00:05:54.880 --> 00:05:56.240]  一有機會你就給我
[00:05:56.240 --> 00:05:57.200]  可能有種種原因
[00:05:57.200 --> 00:05:59.280]  你給不了我過往那麼多時間
[00:05:59.280 --> 00:06:00.640]  所以有時你的東西來得到
[00:06:00.640 --> 00:06:02.160]  有時你的東西來不到
[00:06:02.160 --> 00:06:03.600]  不過保羅接著說
[00:06:03.600 --> 00:06:08.320]  我這樣說不是因為我缺乏
[00:06:08.320 --> 00:06:10.000]  你不要誤會以為我
[00:06:10.000 --> 00:06:12.880]  說你對我很好 你們掛念我
[00:06:12.880 --> 00:06:15.360]  是因為我現在收不夠
[00:06:15.360 --> 00:06:16.720]  多說兩句讓你覺得
[00:06:16.720 --> 00:06:19.680]  原來我們沒有什麼機會給他
[00:06:19.680 --> 00:06:20.720]  所以應該再給他
[00:06:20.720 --> 00:06:23.360]  你不要以為我是沒有
[00:06:23.360 --> 00:06:27.120]  有些像我們
[00:06:27.120 --> 00:06:29.360]  我不知道現在會不會
[00:06:29.360 --> 00:06:31.040]  那些子女
[00:06:31.040 --> 00:06:33.120]  子女夠不夠突然之間失機無神
[00:06:33.120 --> 00:06:34.560]  跟父母說
[00:06:34.560 --> 00:06:37.600]  他父母我知道你一向都疼我的
[00:06:37.600 --> 00:06:40.240]  小時候你又供書教學
[00:06:40.240 --> 00:06:42.960]  接著我結婚你又怎樣怎樣
[00:06:42.960 --> 00:06:46.080]  我讀書你又怎樣怎樣
[00:06:46.080 --> 00:06:48.480]  你做父母聽一下你養大他
[00:06:48.480 --> 00:06:49.680]  知道他的
[00:06:49.680 --> 00:06:51.680]  無緣無故說這些
[00:06:51.680 --> 00:06:52.880]  你便會問
[00:06:52.880 --> 00:06:53.840]  兒子
[00:06:53.840 --> 00:06:55.280]  是不是你們兩個
[00:06:55.280 --> 00:06:58.400]  供首期不夠錢
[00:06:58.400 --> 00:06:59.680]  保羅就在這裡寫
[00:06:59.680 --> 00:07:01.840]  我不是供首期不夠錢
[00:07:01.840 --> 00:07:02.960]  我說你們掛念我
[00:07:02.960 --> 00:07:04.400]  有時給得到有時給不到
[00:07:04.400 --> 00:07:07.280]  不是我現在沒有
[00:07:07.280 --> 00:07:10.400]  他不單不感謝人
[00:07:10.400 --> 00:07:13.680]  他還說我不是沒有
[00:07:13.680 --> 00:07:15.360]  不單是這樣
[00:07:15.360 --> 00:07:17.680]  他還加多一些說
[00:07:17.680 --> 00:07:19.040]  他說什麼呢
[00:07:19.040 --> 00:07:22.880]  我知道怎樣可以知足
[00:07:22.880 --> 00:07:24.960]  我可以學到
[00:07:24.960 --> 00:07:26.320]  是不是
[00:07:26.320 --> 00:07:28.400]  好像說他很厲害
[00:07:28.400 --> 00:07:30.240]  而且跟著他說
[00:07:30.240 --> 00:07:32.000]  隨時隨在
[00:07:32.000 --> 00:07:34.000]  我都得到秘訣
[00:07:34.000 --> 00:07:37.120]  這些全部都是希臘哲學的字眼
[00:07:37.120 --> 00:07:40.160]  給人一個印象好像說
[00:07:40.160 --> 00:07:42.880]  我不單不感謝你
[00:07:42.880 --> 00:07:46.000]  以我的哲學操守
[00:07:46.000 --> 00:07:47.920]  我懂得廣東人那句說話
[00:07:47.920 --> 00:07:50.480]  心靜自然涼
[00:07:50.480 --> 00:07:52.800]  沒有風扇沒有冷氣都不要緊
[00:07:52.800 --> 00:07:55.520]  只要我覺得舒服就ok
[00:07:55.520 --> 00:07:57.360]  好像保羅是這樣
[00:07:57.360 --> 00:07:59.120]  最後他說得更厲害
[00:07:59.120 --> 00:08:01.920]  我凡事都能作
[00:08:01.920 --> 00:08:03.280]  你厲害
[00:08:03.280 --> 00:08:05.840]  你想像一下
[00:08:05.840 --> 00:08:06.960]  人家給了他
[00:08:06.960 --> 00:08:08.800]  交一二再三給他
[00:08:08.800 --> 00:08:11.600]  雖然不是常常供應到
[00:08:11.600 --> 00:08:13.520]  給了你
[00:08:13.520 --> 00:08:15.680]  你不感謝也不說一聲
[00:08:15.680 --> 00:08:17.360]  還說我不是沒有
[00:08:17.360 --> 00:08:18.880]  我自己可以的
[00:08:18.880 --> 00:08:20.560]  我可以搞定的
[00:08:20.560 --> 00:08:22.160]  我什麼都可以的
[00:08:22.160 --> 00:08:25.520]  你給服侍你的人
[00:08:25.520 --> 00:08:28.560]  心裡很酸
[00:08:28.560 --> 00:08:30.800]  他為什麼要這樣
[00:08:30.800 --> 00:08:32.720]  有些像我們年輕的時候
[00:08:32.720 --> 00:08:33.680]  我不知道你們會不會
[00:08:33.680 --> 00:08:34.960]  我可能會
[00:08:34.960 --> 00:08:36.320]  年輕的時候
[00:08:36.320 --> 00:08:37.280]  去街
[00:08:37.280 --> 00:08:38.320]  出街
[00:08:38.320 --> 00:08:41.040]  或者晚一點回來才吃飯
[00:08:41.040 --> 00:08:41.840]  說而已
[00:08:41.840 --> 00:08:43.440]  通常都不回家吃飯
[00:08:43.440 --> 00:08:45.520]  說晚一點就是不回家
[00:08:45.680 --> 00:08:47.280]  爸爸媽媽知道你
[00:08:47.280 --> 00:08:48.720]  媽媽特別認識你
[00:08:48.720 --> 00:08:50.320]  回來喝湯
[00:08:50.320 --> 00:08:51.520]  最近天氣涼
[00:08:51.520 --> 00:08:52.960]  喝點湯好
[00:08:52.960 --> 00:08:55.440]  回來喝湯
[00:08:55.440 --> 00:08:57.280]  結果你去
[00:08:57.280 --> 00:08:58.960]  真的不會回來喝湯
[00:08:58.960 --> 00:09:00.880]  也不會回來吃飯
[00:09:00.880 --> 00:09:01.920]  不過你回來
[00:09:01.920 --> 00:09:03.440]  你爸媽對你好的時候
[00:09:03.440 --> 00:09:04.960]  你回來看到桌子上
[00:09:04.960 --> 00:09:06.640]  有個暖水壺
[00:09:06.640 --> 00:09:08.560]  你知道什麼事
[00:09:08.560 --> 00:09:10.000]  我們那個年代
[00:09:10.000 --> 00:09:11.200]  就不會說熱他
[00:09:11.200 --> 00:09:12.400]  我們叫他熱他
[00:09:12.400 --> 00:09:14.960]  湯要熱他
[00:09:14.960 --> 00:09:18.000]  但年輕人怎麼會興奮熱湯
[00:09:18.000 --> 00:09:21.040]  你不停倒了他已經很好
[00:09:21.040 --> 00:09:23.280]  你喝了他媽媽給你
[00:09:23.280 --> 00:09:25.600]  你以為已經很乖
[00:09:25.600 --> 00:09:27.840]  第二天起床你媽媽就會問你
[00:09:27.840 --> 00:09:29.040]  有沒有喝湯
[00:09:29.040 --> 00:09:30.000]  你喝了
[00:09:30.000 --> 00:09:31.280]  第二句就問
[00:09:31.280 --> 00:09:33.520]  有沒有興奮熱
[00:09:33.520 --> 00:09:34.640]  你就開始煩
[00:09:34.640 --> 00:09:35.760]  做年輕人都是這樣
[00:09:35.760 --> 00:09:37.200]  不懂得孝順父母
[00:09:37.200 --> 00:09:38.240]  你開始煩
[00:09:38.240 --> 00:09:40.160]  他媽媽
[00:09:40.160 --> 00:09:41.600]  我有湯喝就行
[00:09:41.600 --> 00:09:43.760]  沒有湯喝就行
[00:09:43.760 --> 00:09:44.720]  你做你媽媽
[00:09:44.720 --> 00:09:46.320]  你是不是很生氣
[00:09:46.320 --> 00:09:47.280]  我這麼辛苦
[00:09:47.280 --> 00:09:48.880]  煲完你不來喝熱湯
[00:09:48.880 --> 00:09:49.920]  你已經擺暖壺了
[00:09:49.920 --> 00:09:51.040]  現在跟你說兩句
[00:09:51.040 --> 00:09:51.840]  你就說
[00:09:51.840 --> 00:09:53.040]  我又有又行
[00:09:53.040 --> 00:09:54.240]  我沒有又行
[00:09:54.240 --> 00:09:55.440]  他說我什麼都行
[00:09:55.440 --> 00:09:56.160]  差不多這樣
[00:09:56.160 --> 00:09:57.840]  這個保羅就是這樣
[00:09:57.840 --> 00:10:00.400]  不過保羅不是說他自己什麼都行
[00:10:00.400 --> 00:10:01.440]  保羅說什麼
[00:10:01.440 --> 00:10:05.040]  靠著那家給我力量的
[00:10:05.040 --> 00:10:06.800]  凡事都能做
[00:10:06.800 --> 00:10:08.480]  這是我們的金句
[00:10:08.480 --> 00:10:10.240]  四章十三節
[00:10:10.240 --> 00:10:12.160]  金句很多時候有個危機
[00:10:12.160 --> 00:10:14.080]  就是抽出來
[00:10:14.080 --> 00:10:15.520]  背得很熟
[00:10:15.520 --> 00:10:18.080]  就將它到處都可以用
[00:10:18.080 --> 00:10:19.600]  如果只是背四章十三節
[00:10:19.600 --> 00:10:20.480]  你誤會保羅
[00:10:20.480 --> 00:10:21.440]  說我什麼都行
[00:10:21.440 --> 00:10:22.800]  我就算去清馬地球跳下去
[00:10:22.800 --> 00:10:24.640]  我都沒事
[00:10:24.640 --> 00:10:26.080]  保羅不是這樣說
[00:10:26.080 --> 00:10:27.360]  因為保羅在上面
[00:10:27.360 --> 00:10:28.480]  他怎麼說
[00:10:28.480 --> 00:10:29.600]  他說過一句話
[00:10:29.600 --> 00:10:31.920]  他說我懂得處豐富
[00:10:31.920 --> 00:10:34.400]  又可以處卑賤
[00:10:34.400 --> 00:10:35.840]  飽足又行
[00:10:35.840 --> 00:10:37.200]  飢餓又行
[00:10:37.200 --> 00:10:38.640]  有餘又行
[00:10:38.640 --> 00:10:40.320]  缺乏又行
[00:10:40.320 --> 00:10:44.800]  在這兩行六件事情上面
[00:10:44.800 --> 00:10:46.480]  什麼我都可以做
[00:10:46.480 --> 00:10:49.120]  只要給我力量就行
[00:10:49.120 --> 00:10:51.280]  就是說我可以吃就行
[00:10:51.280 --> 00:10:52.640]  我不吃又行
[00:10:52.640 --> 00:10:54.240]  我吃得好又行
[00:10:54.240 --> 00:10:55.600]  吃得差又行
[00:10:55.600 --> 00:10:57.280]  我多些收入又行
[00:10:57.280 --> 00:10:58.960]  我少些收入又行
[00:10:58.960 --> 00:11:00.960]  中間任何情況
[00:11:00.960 --> 00:11:02.400]  只要主與我同在
[00:11:02.400 --> 00:11:04.160]  給力量我都行
[00:11:04.160 --> 00:11:05.280]  這樣又不同
[00:11:05.280 --> 00:11:06.960]  原來他不感謝菲律賓人
[00:11:07.040 --> 00:11:08.240]  我想告訴你
[00:11:08.240 --> 00:11:10.240]  菲律賓人
[00:11:10.240 --> 00:11:12.240]  我不是只靠你生存
[00:11:12.240 --> 00:11:13.600]  雖然是所有教會中
[00:11:13.600 --> 00:11:15.040]  唯一你的教會支持我
[00:11:15.040 --> 00:11:17.040]  他自己這樣說
[00:11:17.040 --> 00:11:20.400]  不過我還有第二個源頭
[00:11:20.400 --> 00:11:22.640]  就是我的上帝
[00:11:22.640 --> 00:11:23.680]  透過這樣
[00:11:23.680 --> 00:11:24.800]  他想跟我們說
[00:11:24.800 --> 00:11:25.760]  弟兄姊妹
[00:11:25.760 --> 00:11:27.200]  你奉獻的時候
[00:11:27.200 --> 00:11:29.200]  不要那麼囂張
[00:11:29.200 --> 00:11:30.640]  不要以為沒有他
[00:11:30.640 --> 00:11:31.600]  沒有你
[00:11:31.600 --> 00:11:35.840]  對方就不會有今時今日的地位
[00:11:35.840 --> 00:11:37.360]  我昨天說
[00:11:37.360 --> 00:11:39.360]  今天又說
[00:11:39.360 --> 00:11:41.360]  今早張樂成在中間
[00:11:41.360 --> 00:11:43.760]  不過我事先單一聲跟他說
[00:11:43.760 --> 00:11:45.760]  我要把你放上枱
[00:11:45.760 --> 00:11:49.600]  張樂成是我很多年的朋友
[00:11:49.600 --> 00:11:51.360]  我年輕讀書的時候
[00:11:51.360 --> 00:11:52.160]  我們的小組
[00:11:52.160 --> 00:11:52.880]  他是我的組長
[00:11:52.880 --> 00:11:54.080]  我知道他的脾性
[00:11:54.080 --> 00:11:55.520]  他不會那麼容易火爆
[00:11:55.520 --> 00:11:57.520]  不會那麼容易生氣
[00:11:57.520 --> 00:11:59.520]  我就用他做比方
[00:11:59.520 --> 00:12:03.760]  說說保羅現在的心態和解釋
[00:12:03.760 --> 00:12:07.520]  張樂成在你們的擴建上
[00:12:07.520 --> 00:12:09.520]  下了很多功夫
[00:12:09.520 --> 00:12:11.520]  大家都承認
[00:12:11.520 --> 00:12:13.520]  如果張樂成這樣說
[00:12:13.520 --> 00:12:15.520]  他說
[00:12:15.520 --> 00:12:17.520]  如果不是因為我
[00:12:17.520 --> 00:12:22.320]  將我退休之後
[00:12:22.320 --> 00:12:24.320]  一兩年的青春
[00:12:24.320 --> 00:12:27.280]  浪費在這個事情上
[00:12:27.280 --> 00:12:29.280]  你們怎能擴建得那麼好
[00:12:29.280 --> 00:12:31.280]  如果不是我的冷氣
[00:12:31.280 --> 00:12:32.560]  怎會弄得那麼好
[00:12:32.560 --> 00:12:34.560]  如果不是我們哪有升降台
[00:12:34.560 --> 00:12:36.560]  就算有那麼多人
[00:12:36.560 --> 00:12:38.560]  也不是我勞心勞力
[00:12:38.560 --> 00:12:40.560]  統籌得好
[00:12:40.560 --> 00:12:42.560]  你怎能在暑假期內施工
[00:12:42.560 --> 00:12:45.520]  令學校可以順暢運作
[00:12:45.520 --> 00:12:47.520]  如果張樂成是這樣說
[00:12:47.520 --> 00:12:49.520]  張樂成肯定不會這樣說
[00:12:49.520 --> 00:12:51.520]  他不是這樣的人
[00:12:51.520 --> 00:12:53.520]  真的
[00:12:53.520 --> 00:12:55.520]  如果他這樣說
[00:12:55.520 --> 00:12:57.520]  保羅就會說
[00:12:57.520 --> 00:12:59.520]  張樂成你不要那麼囂張
[00:12:59.520 --> 00:13:01.520]  我們一浸
[00:13:01.520 --> 00:13:03.520]  有升降台
[00:13:03.520 --> 00:13:05.520]  我們又可以
[00:13:05.520 --> 00:13:07.520]  沒有升降台
[00:13:07.520 --> 00:13:09.520]  硬樓梯
[00:13:09.520 --> 00:13:11.520]  我們也可以崇拜
[00:13:11.520 --> 00:13:13.520]  我們一浸
[00:13:13.520 --> 00:13:15.520]  有冷氣舒服
[00:13:15.520 --> 00:13:17.520]  我們又感謝
[00:13:17.520 --> 00:13:19.520]  沒有冷氣我們也會回來
[00:13:19.520 --> 00:13:21.520]  敬拜
[00:13:21.520 --> 00:13:23.520]  張樂成
[00:13:23.520 --> 00:13:25.520]  我們擴大不到不夠位
[00:13:25.520 --> 00:13:27.520]  三堂不夠
[00:13:27.520 --> 00:13:29.520]  四堂我們回來
[00:13:29.520 --> 00:13:31.520]  也會開
[00:13:31.520 --> 00:13:33.520]  隨時隨在
[00:13:33.520 --> 00:13:35.520]  靠著加級的力量的主
[00:13:35.520 --> 00:13:37.520]  我們一浸什麼都可以
[00:13:37.520 --> 00:13:41.520]  也不只是張樂成的問題
[00:13:41.520 --> 00:13:43.520]  原來我們世人的算盤
[00:13:43.520 --> 00:13:45.520]  就是這樣打的
[00:13:45.520 --> 00:13:47.520]  我幫了你那麼久
[00:13:47.520 --> 00:13:49.520]  你也要多謝我一句
[00:13:49.520 --> 00:13:51.520]  如果不是我
[00:13:51.520 --> 00:13:53.520]  你哪有今時今日的地位
[00:13:53.520 --> 00:13:55.520]  我奉獻給這個機構那麼久
[00:13:55.520 --> 00:13:57.520]  這個機構也明白我們
[00:13:57.520 --> 00:13:59.520]  也給我們一點面子
[00:13:59.520 --> 00:14:01.520]  不然我們怎麼能熬到
[00:14:01.520 --> 00:14:03.520]  也不是平信徒
[00:14:03.520 --> 00:14:05.520]  和一般基督徒
[00:14:05.520 --> 00:14:07.520]  都有這樣的情況
[00:14:07.520 --> 00:14:09.520]  牧者也會有
[00:14:09.520 --> 00:14:11.520]  帶領人也會有
[00:14:11.520 --> 00:14:13.520]  我服侍了你那麼久
[00:14:13.520 --> 00:14:15.520]  那麼辛苦
[00:14:15.520 --> 00:14:17.520]  一點回報
[00:14:17.520 --> 00:14:19.520]  一點鼓勵也沒有
[00:14:19.520 --> 00:14:21.520]  如果不是我你們教會
[00:14:21.520 --> 00:14:23.520]  倒閉了很久
[00:14:23.520 --> 00:14:25.520]  也會有
[00:14:25.520 --> 00:14:27.520]  一個人這樣說
[00:14:27.520 --> 00:14:29.520]  記住無論你給錢也好
[00:14:29.520 --> 00:14:31.520]  侍奉也好
[00:14:31.520 --> 00:14:33.520]  裝修也好,做什麼也好
[00:14:33.520 --> 00:14:35.520]  沒有了你
[00:14:35.520 --> 00:14:37.520]  靠著加級的力量的主
[00:14:37.520 --> 00:14:39.520]  我的人都可以經過
[00:14:39.520 --> 00:14:41.520]  都可以行的
[00:14:41.520 --> 00:14:43.520]  有頂耶斯防賽也可以行的
[00:14:43.520 --> 00:14:47.520]  隨便吃個麥當勞漢堡包也可以
[00:14:47.520 --> 00:14:49.520]  甚至乎兩餐不吃禁食也可以的
[00:14:49.520 --> 00:14:51.520]  不是他們厲害
[00:14:51.520 --> 00:14:53.520]  因為上帝給他們力量
[00:14:53.520 --> 00:14:55.520]  這樣就不一樣了
[00:14:55.520 --> 00:14:57.520]  這樣就把人和人相交
[00:14:57.520 --> 00:14:59.520]  教會裡面的服侍和奉獻
[00:14:59.520 --> 00:15:01.520]  不是停留在平面上
[00:15:01.520 --> 00:15:03.520]  是上面那位
[00:15:03.520 --> 00:15:05.520]  給力量我們
[00:15:05.520 --> 00:15:07.520]  所以下面那些人
[00:15:07.520 --> 00:15:09.520]  不要那麼沙塵
[00:15:09.520 --> 00:15:11.520]  不要以為地球沒有了
[00:15:11.520 --> 00:15:13.520]  它會停止轉動
[00:15:13.520 --> 00:15:15.520]  因為仍然有主掌管著世界
[00:15:15.520 --> 00:15:17.520]  看顧屬於他的樣子
[00:15:17.520 --> 00:15:19.520]  屬於他的教會
[00:15:19.520 --> 00:15:21.520]  保祿好像沒有停
[00:15:21.520 --> 00:15:23.520]  他不滿足是這樣
[00:15:23.520 --> 00:15:25.520]  他還要說多一件事
[00:15:25.520 --> 00:15:27.520]  他還要說
[00:15:27.520 --> 00:15:29.520]  你不要以為給了我
[00:15:29.520 --> 00:15:31.520]  我就是你的債
[00:15:31.520 --> 00:15:33.520]  我和你不數
[00:15:33.520 --> 00:15:35.520]  不是我和你
[00:15:35.520 --> 00:15:37.520]  是你和上帝
[00:15:37.520 --> 00:15:39.520]  這個很重要
[00:15:39.520 --> 00:15:41.520]  這個對於我們待會要奉獻
[00:15:41.520 --> 00:15:43.520]  今天我看到一群大兄姐妹
[00:15:43.520 --> 00:15:45.520]  第一堂是他唱
[00:15:45.520 --> 00:15:47.520]  第二堂也是他
[00:15:47.520 --> 00:15:49.520]  我跟他說你很辛苦
[00:15:49.520 --> 00:15:51.520]  他跟我說你更辛苦
[00:15:51.520 --> 00:15:53.520]  三堂我也想不起
[00:15:53.520 --> 00:15:55.520]  這件事
[00:15:55.520 --> 00:15:57.520]  對於我們侍奉的人
[00:15:57.520 --> 00:15:59.520]  對於我們奉獻的人
[00:15:59.520 --> 00:16:01.520]  接下來這件事很重要
[00:16:01.520 --> 00:16:03.520]  我和大家看看第十四至二十節
[00:16:03.520 --> 00:16:05.520]  十四至二十節
[00:16:05.520 --> 00:16:07.520]  保祿說了幾件事
[00:16:07.520 --> 00:16:09.520]  是事實
[00:16:09.520 --> 00:16:11.520]  由十四節開始
[00:16:11.520 --> 00:16:13.520]  他和同壽患難
[00:16:13.520 --> 00:16:15.520]  新海益館分擔我困苦
[00:16:15.520 --> 00:16:17.520]  你們教會一向和我分享
[00:16:17.520 --> 00:16:19.520]  和我分享我的困難
[00:16:19.520 --> 00:16:21.520]  我不夠的時候
[00:16:21.520 --> 00:16:23.520]  你們儘量節省
[00:16:23.520 --> 00:16:25.520]  不過公認我大家都分
[00:16:25.520 --> 00:16:27.520]  而且當我來到馬其頓
[00:16:27.520 --> 00:16:29.520]  論到受授的事
[00:16:29.520 --> 00:16:31.520]  四章十五節
[00:16:31.520 --> 00:16:33.520]  除了你們之外
[00:16:33.520 --> 00:16:35.520]  沒有其他教會供給我
[00:16:35.520 --> 00:16:37.520]  保祿說了事實
[00:16:37.520 --> 00:16:39.520]  是真實的
[00:16:39.520 --> 00:16:41.520]  是你的教會
