
[00:00:00.000 --> 00:00:04.120]  還在啊?應該走了
[00:03:10.380 --> 00:03:13.380]  可能你聽完之後就發覺證據各座
[00:03:13.380 --> 00:03:15.380]  找到一些東西
[00:03:15.380 --> 00:03:17.380]  我們看第一章
[00:03:17.380 --> 00:03:21.380]  我一定要解釋給你聽一件事
[00:03:21.380 --> 00:03:23.380]  明白一個小朋友
[00:03:23.380 --> 00:03:25.380]  第一件事要馬上看
[00:03:25.380 --> 00:03:30.380]  就是他被媽媽影響了多少東西
[00:03:30.380 --> 00:03:34.380]  影響最大就是左腦
[00:03:34.380 --> 00:03:38.380]  媽媽很容易影響小朋友
[00:03:38.380 --> 00:03:42.380]  比較容易傾向用右腦
[00:03:42.380 --> 00:03:44.380]  右腦是什麼呢
[00:03:44.380 --> 00:03:46.380]  想像力
[00:03:46.380 --> 00:03:48.380]  媽媽一直靠猜測
[00:03:48.380 --> 00:03:52.380]  不是很喜歡說實牙實齒
[00:03:52.380 --> 00:03:54.380]  多數都說 或者啦 差不多啦
[00:03:54.380 --> 00:03:57.380]  所以小朋友是比較輕鬆的
[00:03:57.380 --> 00:04:02.380]  爸爸就不是那麼喜歡對一些不肯定的東西
[00:04:02.380 --> 00:04:06.380]  所以小朋友被媽媽影響慣的小朋友
[00:04:06.380 --> 00:04:10.380]  他的傾向就喜歡用想像力
[00:04:10.380 --> 00:04:12.380]  第二個特點就是
[00:04:12.380 --> 00:04:14.380]  因為靠近媽媽比較多
[00:04:14.380 --> 00:04:16.380]  黏著媽媽
[00:04:16.380 --> 00:04:18.380]  又有個情況
[00:04:18.380 --> 00:04:22.380]  如果媽媽年紀很年輕
[00:04:22.380 --> 00:04:25.380]  20歲還沒生小朋友
[00:04:25.380 --> 00:04:28.380]  情緒化程度是高很多
[00:04:28.380 --> 00:04:30.380]  所以那種小朋友
[00:04:30.380 --> 00:04:32.380]  反應比較大
[00:04:32.380 --> 00:04:34.380]  生氣比人還要厲害
[00:04:34.380 --> 00:04:38.380]  但媽媽年紀大一點
[00:04:38.380 --> 00:04:40.380]  例如30歲
[00:04:40.380 --> 00:04:42.380]  生小朋友
[00:04:42.380 --> 00:04:44.380]  那些小朋友比較定
[00:04:44.380 --> 00:04:46.380]  因為媽媽可以多見十年
[00:04:46.380 --> 00:04:48.380]  看東西 說話都文雅一點
[00:04:48.380 --> 00:04:50.380]  成熟一點
[00:04:50.380 --> 00:04:52.380]  有時這些因素一定要看的
[00:04:52.380 --> 00:04:56.380]  不過我有興趣看的是抑鬱的問題
[00:04:56.380 --> 00:04:58.380]  最早期的小朋友
[00:04:58.380 --> 00:05:02.380]  如果媽媽不開心
[00:05:02.380 --> 00:05:06.380]  胎兒的神經系統是接駁著的
[00:05:06.380 --> 00:05:10.380]  如果媽媽經常想著炒股票 打麻將
[00:05:10.380 --> 00:05:12.380]  很刺激的事
[00:05:12.380 --> 00:05:16.380]  小朋友的汗流很多
[00:05:16.380 --> 00:05:20.380]  容易到滿頭都是汗
[00:05:20.380 --> 00:05:22.380]  你看到這些小朋友
[00:05:22.380 --> 00:05:24.380]  哭得很用力
[00:05:24.380 --> 00:05:28.380]  有時那些神經系統很活躍的小朋友
[00:05:28.380 --> 00:05:30.380]  但因為活躍比較容易
[00:05:30.380 --> 00:05:32.380]  內向一點
[00:05:32.380 --> 00:05:34.380]  人是容易抑鬱一點
[00:05:34.380 --> 00:05:36.380]  所以很容易看到眼眉
[00:05:36.380 --> 00:05:38.380]  很容易皺眉頭
[00:05:38.380 --> 00:05:40.380]  好像兩個人接近
[00:05:40.380 --> 00:05:42.380]  所以你看到
[00:05:42.380 --> 00:05:44.380]  與他無關 是他模仿了很多東西
[00:05:44.380 --> 00:05:46.380]  所以在第一個
[00:05:46.380 --> 00:05:48.380]  我會問
[00:05:48.380 --> 00:05:50.380]  左腦活動量是怎樣
[00:05:50.380 --> 00:05:52.380]  決定他的理性程度是怎樣
[00:05:52.380 --> 00:05:54.380]  這有多重要
[00:05:54.380 --> 00:05:56.380]  如果讀幼稚園
[00:05:56.380 --> 00:05:58.380]  你看到小朋友
[00:05:58.380 --> 00:06:00.380]  對於答問題感覺很辛苦
[00:06:00.380 --> 00:06:02.380]  不排除是因為他較為感性
[00:06:02.380 --> 00:06:04.380]  他覺得要答得人滿意
[00:06:04.380 --> 00:06:06.380]  他會覺得很辛苦的感覺
[00:06:06.380 --> 00:06:08.380]  所以很容易
[00:06:08.380 --> 00:06:10.380]  這個小朋友很快就去黏著媽媽
[00:06:10.380 --> 00:06:12.380]  媽媽是他的安全感
[00:06:12.380 --> 00:06:14.380]  但太黏著安全感不是好事
[00:06:14.380 --> 00:06:16.380]  因為沒有了安全感就完了
[00:06:16.380 --> 00:06:18.380]  所以有時我們看到脾氣大
[00:06:18.380 --> 00:06:20.380]  其實不是他頑皮的意思
[00:06:20.380 --> 00:06:22.380]  他不夠安全感
[00:06:22.380 --> 00:06:24.380]  我想今晚儘量消化
[00:06:24.380 --> 00:06:26.380]  你不喜歡小朋友的原因
[00:06:26.380 --> 00:06:28.380]  我相信這裡在在有很多高手
[00:06:28.380 --> 00:06:30.380]  打麻將的朋友
[00:06:30.380 --> 00:06:32.380]  雖然關上門
[00:06:32.380 --> 00:06:34.380]  聽不到聲音
[00:06:34.380 --> 00:06:36.380]  但有時你覺得
[00:06:36.380 --> 00:06:38.380]  為何要這樣做呢
[00:06:38.380 --> 00:06:40.380]  因為你沒有方法
[00:06:40.380 --> 00:06:42.380]  你只會用暴力
[00:06:42.380 --> 00:06:44.380]  特別你想早些令他不出聲
[00:06:44.380 --> 00:06:46.380]  當然要按著他的口
[00:06:46.380 --> 00:06:48.380]  你一定要用很多力
[00:06:48.380 --> 00:06:50.380]  但我想反問你
[00:06:50.380 --> 00:06:52.380]  你成功過嗎
[00:06:52.380 --> 00:06:54.380]  下次一樣你都要用力
[00:06:54.380 --> 00:06:56.380]  到最後最可怕的
[00:06:56.380 --> 00:06:58.380]  他們都要用暴力
[00:06:58.380 --> 00:07:00.380]  去對周圍的人
[00:07:00.380 --> 00:07:02.380]  他從來都沒有在你身上
[00:07:02.380 --> 00:07:04.380]  見過方法
[00:07:04.380 --> 00:07:06.380]  所以他都沒有方法對未來
[00:07:06.380 --> 00:07:08.380]  即是你的孫子都很可憐
[00:07:08.380 --> 00:07:10.380]  所以你想想
[00:07:10.380 --> 00:07:12.380]  真是作孽
[00:07:12.380 --> 00:07:14.380]  自己搞成這樣
[00:07:14.380 --> 00:07:16.380]  自己都很可憐
[00:07:16.380 --> 00:07:18.380]  你說我媽媽是這樣
[00:07:18.380 --> 00:07:20.380]  所以希望今天我們做這個時代的父母
[00:07:20.380 --> 00:07:22.380]  我們講方法
[00:07:22.380 --> 00:07:24.380]  不是講鬥力
[00:07:24.380 --> 00:07:26.380]  這是很大的分別
[00:07:26.380 --> 00:07:28.380]  家庭只有兩種
[00:07:28.380 --> 00:07:30.380]  一種叫壓力家庭
[00:07:30.380 --> 00:07:32.380]  一種叫輕鬆家庭
[00:07:32.380 --> 00:07:34.380]  所以你進人家的家
[00:07:34.380 --> 00:07:36.380]  你很容易感覺到氣氛
[00:07:36.380 --> 00:07:38.380]  五秒鐘就感覺到
[00:07:38.380 --> 00:07:40.380]  如果你看到那些人
[00:07:40.380 --> 00:07:42.380]  欲言又止不想說話
[00:07:42.380 --> 00:07:44.380]  或者眼神很慌張
[00:07:44.380 --> 00:07:46.380]  你知道這是緊張家庭
[00:07:46.380 --> 00:07:48.380]  緊張家庭的不好處
[00:07:48.380 --> 00:07:50.380]  就是那些新聞
[00:07:50.380 --> 00:07:52.380]  全部都是那些
[00:07:52.380 --> 00:07:54.380]  有些新聞
[00:07:54.380 --> 00:07:56.380]  全部都是那些
[00:07:56.380 --> 00:07:58.380]  壓力荷爾蒙
[00:07:58.380 --> 00:08:00.380]  用得很盡
[00:08:00.380 --> 00:08:02.380]  所以你經常見到他們很容易失控
[00:08:02.380 --> 00:08:04.380]  即是哭
[00:08:04.380 --> 00:08:06.380]  有時你想不到
[00:08:06.380 --> 00:08:08.380]  那麼小事
[00:08:08.380 --> 00:08:10.380]  傷心得那麼厲害
[00:08:10.380 --> 00:08:12.380]  但輕鬆家庭又不是
[00:08:12.380 --> 00:08:14.380]  父母永遠講話都是
[00:08:14.380 --> 00:08:16.380]  嘿嘿嘿
[00:08:16.380 --> 00:08:18.380]  有時氣氛
[00:08:18.380 --> 00:08:20.380]  你自己都喜歡坐久一點
[00:08:20.380 --> 00:08:22.380]  所以有時我覺得看這些
[00:08:22.380 --> 00:08:24.380]  很準確的
[00:08:24.380 --> 00:08:26.380]  你不想坐那麼久
[00:08:26.380 --> 00:08:28.380]  一出家門
[00:08:28.380 --> 00:08:30.380]  氣氛很緊張
[00:08:30.380 --> 00:08:32.380]  那些空氣很好
[00:08:32.380 --> 00:08:34.380]  你便知道剛才那間是甚麼
[00:08:34.380 --> 00:08:36.380]  原來人
[00:08:36.380 --> 00:08:38.380]  情緒氣氛
[00:08:38.380 --> 00:08:40.380]  比你裝修的錢還要緊
[00:08:40.380 --> 00:08:42.380]  只要你的情緒氣氛
[00:08:42.380 --> 00:08:44.380]  不好其實家居多好
[00:08:44.380 --> 00:08:46.380]  你都不想入去住
[00:08:46.380 --> 00:08:48.380]  所以你就看到那個小錢
[00:08:48.380 --> 00:08:50.380]  不能留多久
[00:08:50.380 --> 00:08:52.380]  跟你分享一樣東西
[00:08:52.380 --> 00:08:54.380]  一切在乎你對小錢的期望
[00:08:54.380 --> 00:08:56.380]  出了事
[00:08:56.380 --> 00:08:58.380]  期望出了事
[00:08:58.380 --> 00:09:00.380]  你期望他怎樣呢
[00:09:00.380 --> 00:09:02.380]  我講了兩件事已經欺負到你
[00:09:02.380 --> 00:09:04.380]  每半年
[00:09:04.380 --> 00:09:06.380]  就有一個大反轉
[00:09:06.380 --> 00:09:08.380]  小錢是
[00:09:08.380 --> 00:09:10.380]  譬如說兩歲很靜
[00:09:10.380 --> 00:09:12.380]  三歲半惡得很可怕
[00:09:12.380 --> 00:09:14.380]  三歲又休息一下
[00:09:14.380 --> 00:09:16.380]  好像很合作
[00:09:16.380 --> 00:09:18.380]  三歲半惡得很可怕
[00:09:18.380 --> 00:09:20.380]  你不是很習慣對小錢
[00:09:20.380 --> 00:09:22.380]  因為半年半年半年的變化度
[00:09:22.380 --> 00:09:24.380]  很高
[00:09:24.380 --> 00:09:26.380]  如果股市讓你猜到波幅
[00:09:26.380 --> 00:09:28.380]  你就發達了
[00:09:28.380 --> 00:09:30.380]  但想真的猜到
[00:09:30.380 --> 00:09:32.380]  所以看兒童心學
[00:09:32.380 --> 00:09:34.380]  他用半年做單位
[00:09:34.380 --> 00:09:36.380]  一年已經有兩番
[00:09:36.380 --> 00:09:38.380]  所以你看著他
[00:09:38.380 --> 00:09:40.380]  好像跟你拿拖鞋很好
[00:09:40.380 --> 00:09:42.380]  為什麼半年後
[00:09:42.380 --> 00:09:44.380]  又是另一個人
[00:09:44.380 --> 00:09:46.380]  你猜他是不是作怪
[00:09:46.380 --> 00:09:48.380]  他不是
[00:09:48.380 --> 00:09:50.380]  他是在試驗你
[00:09:50.380 --> 00:09:52.380]  為什麼他在試驗你呢
[00:09:52.380 --> 00:09:54.380]  因為對他來說
[00:09:54.380 --> 00:09:56.380]  這個世界的人為何他不知道
[00:09:56.380 --> 00:09:58.380]  他在後面
[00:09:58.380 --> 00:10:00.380]  弄你下背
[00:10:00.380 --> 00:10:02.380]  原來這麼惡的樣子
[00:10:02.380 --> 00:10:04.380]  下次就不要搞那麼多事
[00:10:04.380 --> 00:10:06.380]  但可能
[00:10:06.380 --> 00:10:08.380]  他不惡
[00:10:08.380 --> 00:10:10.380]  這個實驗證明了什麼
[00:10:10.380 --> 00:10:12.380]  證明這個世界很怪
[00:10:12.380 --> 00:10:14.380]  所以要多弄幾個證明
[00:10:14.380 --> 00:10:16.380]  你就發現
[00:10:16.380 --> 00:10:18.380]  人其實我們都是這樣
[00:10:18.380 --> 00:10:20.380]  當我們不知道的時候
[00:10:20.380 --> 00:10:22.380]  你最穩陣
[00:10:22.380 --> 00:10:24.380]  就是去測試一些東西
[00:10:24.380 --> 00:10:26.380]  所以小朋友天天都在試
[00:10:26.380 --> 00:10:28.380]  你就說他很頑皮
[00:10:28.380 --> 00:10:30.380]  但問題是
[00:10:30.380 --> 00:10:32.380]  他不知道這個世界的人怎樣反應
[00:10:32.380 --> 00:10:34.380]  他有時會扔東西在地上
[00:10:34.380 --> 00:10:36.380]  看你樣子
[00:10:36.380 --> 00:10:38.380]  你這麼惡叫他撿
[00:10:38.380 --> 00:10:40.380]  他發現原來那些東西不能扔
[00:10:40.380 --> 00:10:42.380]  但他扔別的東西
[00:10:42.380 --> 00:10:44.380]  可能別的東西扔得到
[00:10:44.380 --> 00:10:46.380]  所以他扔了全部證明
[00:10:46.380 --> 00:10:48.380]  哪些可以扔哪些不可以
[00:10:48.380 --> 00:10:50.380]  但他發覺有時你都扔垃圾
[00:10:50.380 --> 00:10:52.380]  很奇怪
[00:10:52.380 --> 00:10:54.380]  為什麼你扔又不打人
[00:10:54.380 --> 00:10:56.380]  我扔又打人
[00:10:56.380 --> 00:10:58.380]  你都解不開
[00:10:58.380 --> 00:11:00.380]  你就明白了
[00:11:00.380 --> 00:11:02.380]  勞氣做什麼
[00:11:02.380 --> 00:11:04.380]  因為你的期望出了事
[00:11:04.380 --> 00:11:06.380]  你期望他像你一樣有道理
[00:11:06.380 --> 00:11:08.380]  看電視
[00:11:08.380 --> 00:11:10.380]  他怎會懂
[00:11:10.380 --> 00:11:12.380]  所以你看到他日搞夜搞
[00:11:12.380 --> 00:11:14.380]  他找了全部的實驗結果
[00:11:14.380 --> 00:11:16.380]  但做不完
[00:11:16.380 --> 00:11:18.380]  所以多數人
[00:11:18.380 --> 00:11:20.380]  都是做不完
[00:11:20.380 --> 00:11:22.380]  才有好結果
[00:11:22.380 --> 00:11:24.380]  被人打到魂飛魄散
[00:11:24.380 --> 00:11:26.380]  最後結果是甚麼呢
[00:11:26.380 --> 00:11:28.380]  糟了
[00:11:28.380 --> 00:11:30.380]  你叫他讀書
[00:11:30.380 --> 00:11:32.380]  叫他試試寫字
[00:11:32.380 --> 00:11:34.380]  他不想試那麼多東西
[00:11:34.380 --> 00:11:36.380]  試都沒有結果
[00:11:36.380 --> 00:11:38.380]  所以你經常說
[00:11:38.380 --> 00:11:40.380]  他沒有膽量
[00:11:40.380 --> 00:11:42.380]  甚麼都不肯做
[00:11:42.380 --> 00:11:44.380]  他不肯去以前試的東西
[00:11:44.380 --> 00:11:46.380]  沒有好結果
[00:11:46.380 --> 00:11:48.380]  但有些甚麼都肯很大膽
[00:11:48.380 --> 00:11:50.380]  就因為他爸媽
[00:11:50.380 --> 00:11:52.380]  看到他扔東西之後
[00:11:52.380 --> 00:11:54.380]  他爸又扔了一份
[00:11:54.380 --> 00:11:56.380]  又和他一起扔
[00:11:56.380 --> 00:11:58.380]  所以他覺得有些東西
[00:11:58.380 --> 00:12:00.380]  其實都不一定不好
[00:12:00.380 --> 00:12:02.380]  他們用方法
[00:12:02.380 --> 00:12:04.380]  教他試完之後
[00:12:04.380 --> 00:12:06.380]  下一步怎樣
[00:12:06.380 --> 00:12:08.380]  教他
[00:12:08.380 --> 00:12:10.380]  所以他知道何時掉東西就何時撿回
[00:12:10.380 --> 00:12:12.380]  那個人就不生氣
[00:12:12.380 --> 00:12:14.380]  所以每一次覺得人滿意
[00:12:14.380 --> 00:12:16.380]  他的實驗
[00:12:16.380 --> 00:12:18.380]  他長大了嘗試精神很高
[00:12:18.380 --> 00:12:20.380]  這個分別很大
[00:12:20.380 --> 00:12:22.380]  所以你看到
[00:12:22.380 --> 00:12:24.380]  為何有些學生那麼惡教那麼義教
[00:12:24.380 --> 00:12:26.380]  在嘗試階段
[00:12:26.380 --> 00:12:28.380]  你就看到家裏
[00:12:28.380 --> 00:12:30.380]  很認真過份
[00:12:30.380 --> 00:12:32.380]  很輕鬆
[00:12:32.380 --> 00:12:34.380]  輕描淡寫解決了
[00:12:34.380 --> 00:12:36.380]  差很遠
[00:12:36.380 --> 00:12:38.380]  有些人說
[00:12:38.380 --> 00:12:40.380]  大兒子大女兒
[00:12:40.380 --> 00:12:42.380]  因為我們太緊張
[00:12:42.380 --> 00:12:44.380]  第一個生
[00:12:44.380 --> 00:12:46.380]  所以做錯甚麼
[00:12:46.380 --> 00:12:48.380]  你都發瘋那麼緊張
[00:12:48.380 --> 00:12:50.380]  所以造成
[00:12:50.380 --> 00:12:52.380]  對自己做的事都很擔心
[00:12:52.380 --> 00:12:54.380]  所以自我壓力都很大
[00:12:54.380 --> 00:12:56.380]  所以看香港紀錄
[00:12:56.380 --> 00:12:58.380]  90%的男性
[00:12:58.380 --> 00:13:00.380]  患精神病
[00:13:00.380 --> 00:13:02.380]  都是大兒子
[00:13:02.380 --> 00:13:04.380]  大兒子多數是瘋的
[00:13:04.380 --> 00:13:06.380]  因為他壓力很大
[00:13:06.380 --> 00:13:08.380]  阿二阿三很少瘋的
[00:13:08.380 --> 00:13:10.380]  因為他爸爸看慣了
[00:13:10.380 --> 00:13:12.380]  所以他不想罵他
[00:13:12.380 --> 00:13:14.380]  所以有時你會想
[00:13:14.380 --> 00:13:16.380]  我的期望
[00:13:16.380 --> 00:13:18.380]  我經常覺得我教不到他
[00:13:18.380 --> 00:13:20.380]  就是我的失敗
[00:13:20.380 --> 00:13:22.380]  所以你將很多東西
[00:13:22.380 --> 00:13:24.380]  分享了緊張
[00:13:24.380 --> 00:13:26.380]  所以家裏就很緊張
[00:13:26.380 --> 00:13:28.380]  第三張就是思想遲鈍問題
[00:13:28.380 --> 00:13:30.380]  你家裏應該怎樣做
[00:13:30.380 --> 00:13:32.380]  很簡單改觀點
[00:13:32.380 --> 00:13:34.380]  為何要看心理
[00:13:34.380 --> 00:13:36.380]  或者聽書或者在教會裏
[00:13:36.380 --> 00:13:38.380]  聽品格訓練
[00:13:38.380 --> 00:13:40.380]  就是改我們的觀點
[00:13:40.380 --> 00:13:42.380]  甚麼叫改觀點
[00:13:42.380 --> 00:13:44.380]  你這樣看可能不止這樣
[00:13:44.380 --> 00:13:46.380]  你多個看法
[00:13:46.380 --> 00:13:48.380]  你就沒有看東西那麼糟糕
[00:13:48.380 --> 00:13:50.380]  譬如舉個例
[00:13:50.380 --> 00:13:52.380]  你兒子跟你說
[00:13:52.380 --> 00:13:54.380]  我的衣服很醜
[00:13:54.380 --> 00:13:56.380]  別人的衣服說很漂亮
[00:13:56.380 --> 00:13:58.380]  別人說那件衣服在哪裏很貴
[00:13:58.380 --> 00:14:00.380]  你就趕著買幾件很貴的衣服給他
[00:14:00.380 --> 00:14:02.380]  其實不是的
[00:14:02.380 --> 00:14:04.380]  你應該教他
[00:14:04.380 --> 00:14:06.380]  如果一件衣服
[00:14:06.380 --> 00:14:08.380]  是齊整
[00:14:08.380 --> 00:14:10.380]  這件衣服就是漂亮的衣服
[00:14:10.380 --> 00:14:12.380]  不一定很貴
[00:14:12.380 --> 00:14:14.380]  但它是齊整
[00:14:14.380 --> 00:14:16.380]  譬如像媽媽那樣
[00:14:16.380 --> 00:14:18.380]  燙一下
[00:14:18.380 --> 00:14:20.380]  學掛衣服的時候
[00:14:20.380 --> 00:14:22.380]  掛得不要那麼歪
[00:14:22.380 --> 00:14:24.380]  不要側了一塊
[00:14:24.380 --> 00:14:26.380]  這件衣服穿在身上
[00:14:26.380 --> 00:14:28.380]  都是一件漂亮的衣服
[00:14:28.380 --> 00:14:30.380]  後來他就懂了
[00:14:30.380 --> 00:14:32.380]  他知道不是鬥貴的衣服
[00:14:32.380 --> 00:14:34.380]  是齊整的
[00:14:34.380 --> 00:14:36.380]  這個新的觀點
[00:14:36.380 --> 00:14:38.380]  所以從此
[00:14:38.380 --> 00:14:40.380]  這個孩子可能在基層家庭長大
[00:14:40.380 --> 00:14:42.380]  但他沒有自卑感
[00:14:42.380 --> 00:14:44.380]  因為他父母的觀點
[00:14:44.380 --> 00:14:46.380]  不是鬥貴的
[00:14:46.380 --> 00:14:48.380]  是齊整的
[00:14:48.380 --> 00:14:50.380]  所以他買一件
[00:14:50.380 --> 00:14:52.380]  十塊錢的衣服
[00:14:52.380 --> 00:14:54.380]  仍然穿得很好
[00:14:54.380 --> 00:14:56.380]  他沒有自卑感
[00:14:56.380 --> 00:14:58.380]  所以有時候
[00:14:58.380 --> 00:15:00.380]  一句說話說錯了
[00:15:00.380 --> 00:15:02.380]  孩子就會變了
[00:15:02.380 --> 00:15:04.380]  如果說我們窮
[00:15:04.380 --> 00:15:06.380]  我們不夠別人來
[00:15:06.380 --> 00:15:08.380]  沒辦法了 要不偷 要不搶
[00:15:08.380 --> 00:15:10.380]  要不穿衣服 衣服不可能
[00:15:10.380 --> 00:15:12.380]  那就慘了
[00:15:12.380 --> 00:15:14.380]  孩子都不知道跟誰的答案好
[00:15:14.380 --> 00:15:16.380]  要小心我們的觀點
[00:15:16.380 --> 00:15:18.380]  很窄
[00:15:18.380 --> 00:15:20.380]  引導錯了孩子
[00:15:20.380 --> 00:15:22.380]  跟了這個就糟了
[00:15:22.380 --> 00:15:24.380]  所以有時候你會看到孩子最怕的不是行為
[00:15:24.380 --> 00:15:26.380]  是心理
[00:15:26.380 --> 00:15:28.380]  他跟錯了方式
[00:15:28.380 --> 00:15:30.380]  第四件事
[00:15:30.380 --> 00:15:32.380]  這個統計
[00:15:32.380 --> 00:15:34.380]  七萬五千本教孩子的書
[00:15:34.380 --> 00:15:36.380]  在
[00:15:36.380 --> 00:15:38.380]  二十一年來出版了
[00:15:38.380 --> 00:15:40.380]  為什麼這麼多人寫
[00:15:40.380 --> 00:15:42.380]  發現原來最好的題材
[00:15:42.380 --> 00:15:44.380]  寫的就是寫新人
[00:15:44.380 --> 00:15:46.380]  大人沒什麼寫
[00:15:46.380 --> 00:15:48.380]  老實說
[00:15:48.380 --> 00:15:50.380]  小孩子的神秘性很高
[00:15:50.380 --> 00:15:52.380]  很高 比如今天
[00:15:52.380 --> 00:15:54.380]  你看到有
[00:15:54.380 --> 00:15:56.380]  創意的智能
[00:15:56.380 --> 00:15:58.380]  有最寬的多元智能
[00:15:58.380 --> 00:16:00.380]  到近來說的社交智能
[00:16:00.380 --> 00:16:02.380]  全部都是
[00:16:02.380 --> 00:16:04.380]  跟新人起源
[00:16:04.380 --> 00:16:06.380]  做一個好的基礎
[00:16:06.380 --> 00:16:08.380]  這個人將來
[00:16:08.380 --> 00:16:10.380]  他就可以應變
[00:16:10.380 --> 00:16:12.380]  任何東西
[00:16:12.380 --> 00:16:14.380]  甚至少了很多麻煩
[00:16:14.380 --> 00:16:16.380]  甚至有些人計算
[00:16:16.380 --> 00:16:18.380]  EQ好小孩子
[00:16:18.380 --> 00:16:20.380]  他的工作成效
[00:16:20.380 --> 00:16:22.380]  是一比一百二十七
[00:16:22.380 --> 00:16:24.380]  一個人的工作
[00:16:24.380 --> 00:16:26.380]  那個效果
[00:16:26.380 --> 00:16:28.380]  是頂得住一百二十七個人
[00:16:28.380 --> 00:16:30.380]  真還是假
[00:16:30.380 --> 00:16:32.380]  真是真的
