
[00:00:00.000 --> 00:00:05.000]  各位靈姐妹 平安
[00:06:55.000 --> 00:06:58.000]  意思是不是這樣做的呢?
[00:06:58.000 --> 00:07:00.000]  我們問這個問題
[00:07:00.000 --> 00:07:03.000]  他們不是這樣做又會怎樣呢?
[00:07:03.000 --> 00:07:07.000]  我們接著看看新命記28章15節開始
[00:07:07.000 --> 00:07:09.000]  必就座之路
[00:07:09.000 --> 00:07:11.000]  神就對他們說
[00:07:11.000 --> 00:07:15.000]  如果你不聽耶和華你神的話
[00:07:15.000 --> 00:07:19.000]  不謹守遵行他一切的誡命律例典章
[00:07:19.000 --> 00:07:21.000]  就是我今天吩咐你的
[00:07:21.000 --> 00:07:25.000]  下面一大堆一切的奏助
[00:07:25.000 --> 00:07:28.000]  是必臨到你的身上
[00:07:28.000 --> 00:07:30.000]  必就是一定
[00:07:30.000 --> 00:07:33.000]  你在城裏在田間
[00:07:33.000 --> 00:07:35.000]  無論去到什麼地方
[00:07:35.000 --> 00:07:36.000]  必受奏助
[00:07:36.000 --> 00:07:38.000]  你用的你吃的必受奏助
[00:07:38.000 --> 00:07:41.000]  你身所生地所產
[00:07:41.000 --> 00:07:43.000]  和你的生畜
[00:07:43.000 --> 00:07:46.000]  和他們所生的必受奏助
[00:07:46.000 --> 00:07:49.000]  你無論去到什麼地方都受奏助
[00:07:49.000 --> 00:07:52.000]  直到你被除邪
[00:07:52.000 --> 00:07:54.000]  然後
[00:07:54.000 --> 00:07:57.000]  耶和華還要使到瘟疫緊貼你
[00:07:57.000 --> 00:08:02.000]  勞病、熱病、發炎、高燒、刀劍、焚風、焙爛
[00:08:02.000 --> 00:08:05.000]  一切的事情會臨到你直到你滅亡
[00:08:05.000 --> 00:08:09.000]  然後你頭上的天要變成銅
[00:08:09.000 --> 00:08:10.000]  換句話來說
[00:08:10.000 --> 00:08:15.000]  就好像一隻鑊燒到熱了
[00:08:15.000 --> 00:08:17.000]  罩在你的頭上一樣
[00:08:17.000 --> 00:08:21.000]  另外下面的地要化成鐵
[00:08:21.000 --> 00:08:23.000]  你要種什麼都種
[00:08:23.000 --> 00:08:28.000]  又說要使地上降在你地上的雨變成灰塵
[00:08:28.000 --> 00:08:30.000]  不是雨是灰塵
[00:08:30.000 --> 00:08:33.000]  灰塵在天落在你的身上
[00:08:33.000 --> 00:08:35.000]  直到你被除滅
[00:08:35.000 --> 00:08:37.000]  另外在你仇敵的面前
[00:08:37.000 --> 00:08:40.000]  你要被顯擺、被打敗
[00:08:40.000 --> 00:08:44.000]  你的屍首被飛了作為食物
[00:08:44.000 --> 00:08:48.000]  另外你會生瘡、背陽、閃忌、不得已治
[00:08:48.000 --> 00:08:51.000]  癲狂、眼黑、心驚
[00:08:51.000 --> 00:08:53.000]  一切的事情會攻擊你
[00:08:53.000 --> 00:08:56.000]  肉體的各樣不同的災難
[00:08:56.000 --> 00:09:01.000]  心靈裏面的災難會繼續不斷纏著你
[00:09:01.000 --> 00:09:05.000]  另外在五間你都要摸索
[00:09:05.000 --> 00:09:06.000]  因為你盲了
[00:09:06.000 --> 00:09:08.000]  道路不亨通
[00:09:08.000 --> 00:09:11.000]  日日受人欺壓、搶奪、無人搭救
[00:09:11.000 --> 00:09:15.000]  你的妻子別人會搶了她和她同走
[00:09:15.000 --> 00:09:17.000]  你的房屋不得住
[00:09:17.000 --> 00:09:18.000]  人家住
[00:09:18.000 --> 00:09:20.000]  你栽種的東西不得享受
[00:09:20.000 --> 00:09:21.000]  人家享受
[00:09:21.000 --> 00:09:24.000]  你的牛宰了也好
[00:09:24.000 --> 00:09:25.000]  你是吃不到
[00:09:25.000 --> 00:09:26.000]  是給人吃
[00:09:27.000 --> 00:09:31.000]  然後你的牢在你眼前被人搶奪
[00:09:31.000 --> 00:09:33.000]  但是你拿不回來
[00:09:33.000 --> 00:09:36.000]  你的羊被人拿走
[00:09:36.000 --> 00:09:38.000]  沒有人能夠幫你
[00:09:38.000 --> 00:09:41.000]  你的女兒被交給滅國
[00:09:41.000 --> 00:09:44.000]  做什麼?
[00:09:44.000 --> 00:09:47.000]  做人法事的工人
[00:09:47.000 --> 00:09:49.000]  甚至失明
[00:09:49.000 --> 00:09:52.000]  你的手無能無力
[00:09:52.000 --> 00:09:54.000]  你日日被欺壓
[00:09:54.000 --> 00:09:55.000]  受壓制
[00:09:56.000 --> 00:09:57.000]  另外
[00:09:57.000 --> 00:09:58.000]  耶和華要攻擊你
[00:09:58.000 --> 00:10:00.000]  令你七上腿上
[00:10:00.000 --> 00:10:03.000]  到頭頂掌門獨創
[00:10:03.000 --> 00:10:04.000]  無法預知
[00:10:04.000 --> 00:10:06.000]  當我們留意看到新應記
[00:10:06.000 --> 00:10:09.000]  如果你不聽神的話的時候
[00:10:09.000 --> 00:10:12.000]  那些走狀
[00:10:12.000 --> 00:10:14.000]  出現過沒有呢?
[00:10:14.000 --> 00:10:16.000]  告訴大家
[00:10:16.000 --> 00:10:19.000]  是屢次出現過
[00:10:19.000 --> 00:10:21.000]  在舊約聖經
[00:10:21.000 --> 00:10:23.000]  甚至到新約
[00:10:23.000 --> 00:10:25.000]  仍然出現
[00:10:25.000 --> 00:10:27.000]  在哪個地方出現過呢?
[00:10:27.000 --> 00:10:31.000]  你會看到先後亡給巴比倫
[00:10:31.000 --> 00:10:35.000]  亡給霍氏
[00:10:35.000 --> 00:10:37.000]  亡給希臘
[00:10:37.000 --> 00:10:39.000]  亡給羅馬帝國
[00:10:39.000 --> 00:10:42.000]  甚至二次大戰的時候
[00:10:42.000 --> 00:10:45.000]  希特勒怎樣對待他
[00:10:45.000 --> 00:10:47.000]  我相信這些對猶太人來說
[00:10:47.000 --> 00:10:49.000]  既應猶新
[00:10:49.000 --> 00:10:51.000]  但是可惜
[00:10:51.000 --> 00:10:54.000]  他們忘記了神的教導
[00:10:54.000 --> 00:10:56.000]  只是自己受苦的時候
[00:10:56.000 --> 00:10:58.000]  就問神你在哪裏
[00:10:58.000 --> 00:11:01.000]  但當人家眼巴巴被你欺壓
[00:11:01.000 --> 00:11:03.000]  至受苦的時候
[00:11:03.000 --> 00:11:05.000]  他忘記了
[00:11:05.000 --> 00:11:07.000]  神一定會報應
[00:11:07.000 --> 00:11:09.000]  我們就問
[00:11:09.000 --> 00:11:10.000]  是誰報應他呢?
[00:11:10.000 --> 00:11:11.000]  誰執行呢?
[00:11:11.000 --> 00:11:14.000]  從歷史裏我們看得見
[00:11:14.000 --> 00:11:15.000]  第一
[00:11:15.000 --> 00:11:18.000]  神是會用其他人來執行
[00:11:18.000 --> 00:11:19.000]  這個禮物
[00:11:19.000 --> 00:11:23.000]  但如果沒有人可以執行這個命令的時候
[00:11:23.000 --> 00:11:27.000]  他自己會親自執行
[00:11:27.000 --> 00:11:29.000]  現在我們就試一試
[00:11:29.000 --> 00:11:31.000]  看一看將來
[00:11:31.000 --> 00:11:35.000]  神的子民會發生什麼事
[00:11:35.000 --> 00:11:38.000]  我們今天很多人都在問
[00:11:38.000 --> 00:11:40.000]  神啊!你在哪裏?
[00:11:40.000 --> 00:11:42.000]  神就告訴我們
[00:11:42.000 --> 00:11:45.000]  睜大眼睛看清楚
[00:11:45.000 --> 00:11:48.000]  神是會預備這些東西
[00:11:48.000 --> 00:11:53.000]  是等待未來以色列的子民
[00:11:53.000 --> 00:11:55.000]  他要去面對
[00:11:55.000 --> 00:11:57.000]  但是對信他的、跟從他的
[00:11:57.000 --> 00:11:59.000]  他會保守
[00:11:59.000 --> 00:12:03.000]  他首先提到大巴比倫要復興
[00:12:03.000 --> 00:12:06.000]  神的子民是會遭殃
[00:12:06.000 --> 00:12:09.000]  聖經不提其他國家
[00:12:09.000 --> 00:12:11.000]  大巴比倫復興
[00:12:11.000 --> 00:12:14.000]  他沒有提到其他國家的子民
[00:12:14.000 --> 00:12:17.000]  他唯獨提到神的子民
[00:12:17.000 --> 00:12:21.000]  而神的子民在最後七年大災難
[00:12:21.000 --> 00:12:23.000]  不會有教會的份
[00:12:23.000 --> 00:12:25.000]  教會已經被提了
[00:12:25.000 --> 00:12:27.000]  那是什麼人呢?
[00:12:27.000 --> 00:12:29.000]  就是猶太人
[00:12:29.000 --> 00:12:33.000]  我們現在看一看經濟的大罷柱
[00:12:33.000 --> 00:12:36.000]  在士祿十七章一到六節
[00:12:36.000 --> 00:12:40.000]  就提到經濟的大罷柱
[00:12:40.000 --> 00:12:44.000]  他會迫害以色列
[00:12:44.000 --> 00:12:47.000]  他會喝醉第六節
[00:12:47.000 --> 00:12:49.000]  喝醉聖徒的血
[00:12:49.000 --> 00:12:52.000]  和那些為耶穌作見證之人的血
[00:12:52.000 --> 00:12:54.000]  但你要記得
[00:12:54.000 --> 00:12:57.000]  在士祿十七章的時候
[00:12:57.000 --> 00:13:00.000]  六日的災難已經完了
[00:13:00.000 --> 00:13:03.000]  六號的災難已經完了
[00:13:03.000 --> 00:13:07.000]  甚至七碗的災難
[00:13:07.000 --> 00:13:08.000]  就是最後一期
[00:13:08.000 --> 00:13:11.000]  一七之半最大的災難
[00:13:11.000 --> 00:13:15.000]  哈米吉多頓大戰都完了
[00:13:15.000 --> 00:13:18.000]  我們看到在那個時候
[00:13:18.000 --> 00:13:21.000]  特別在哈米吉多頓大戰之前
[00:13:21.000 --> 00:13:23.000]  一段短短的時間裏
[00:13:23.000 --> 00:13:28.000]  神說女人大巴比娘
[00:13:28.000 --> 00:13:31.000]  喝醉了聖徒的血
[00:13:31.000 --> 00:13:34.000]  和那些為耶穌作見證之人的血
[00:13:34.000 --> 00:13:39.000]  明顯這些人是大災難期間才順主
[00:13:39.000 --> 00:13:43.000]  最主要是猶太人
[00:13:43.000 --> 00:13:46.000]  其次亦都有一些外邦
[00:13:46.000 --> 00:13:51.000]  他們說到底這個大巴比娘是誰呢
[00:13:51.000 --> 00:13:55.000]  我們要明白
[00:13:55.000 --> 00:14:03.000]  很多人就以為這個會不會是美國呢
[00:14:03.000 --> 00:14:07.000]  但我們今天一定要看
[00:14:07.000 --> 00:14:12.000]  你要看到他的特徵
[00:14:12.000 --> 00:14:15.000]  在這個地方和聖經裏面
[00:14:15.000 --> 00:14:18.000]  非常明顯說到他是誰
[00:14:18.000 --> 00:14:20.000]  你都要做決定
[00:14:20.000 --> 00:14:22.000]  首先看到他的道德
[00:14:22.000 --> 00:14:25.000]  是地上的君王與他行人
[00:14:25.000 --> 00:14:28.000]  住在地上的人喝醉了他淫亂的時候
[00:14:28.000 --> 00:14:29.000]  換句話來說
[00:14:29.000 --> 00:14:33.000]  他的道德大亂淫亂
[00:14:33.000 --> 00:14:37.000]  招呼外國的領袖
[00:14:37.000 --> 00:14:39.000]  用淫亂來招呼
[00:14:39.000 --> 00:14:42.000]  用淫亂的酒來招呼
[00:14:42.000 --> 00:14:46.000]  第二他的權勢非常大
[00:14:46.000 --> 00:14:49.000]  甚至可以騎在朱紅色的獸上
[00:14:49.000 --> 00:14:53.000]  這個朱紅色的獸是甚麼呢
[00:14:53.000 --> 00:14:55.000]  就是七頭十角獸
[00:14:55.000 --> 00:14:58.000]  遍體有詩俗的名號
[00:14:58.000 --> 00:15:00.000]  這個七頭十角獸
[00:15:00.000 --> 00:15:05.000]  其實就是世界末日
[00:15:05.000 --> 00:15:08.000]  就是一七之半的時候
[00:15:08.000 --> 00:15:11.000]  整個世界的大霸主
[00:15:11.000 --> 00:15:14.000]  他要駕馭這個大霸主
[00:15:14.000 --> 00:15:17.000]  第三他的富有
[00:15:17.000 --> 00:15:18.000]  富有到一個地步
[00:15:18.000 --> 00:15:24.000]  他穿的是一些最貴的紫色和朱紅色的衣服
[00:15:24.000 --> 00:15:30.000]  他用的是寶石金珍珠為裝飾
[00:15:30.000 --> 00:15:34.000]  連飲的聖器都是金杯
[00:15:34.000 --> 00:15:38.000]  另外我們現在就看看
[00:15:38.000 --> 00:15:41.000]  到底他的名字是甚麼呢
[00:15:41.000 --> 00:15:43.000]  原來他不是一個淫婦
[00:15:43.000 --> 00:15:44.000]  不是一個女人
[00:15:44.000 --> 00:15:46.000]  第五節
[00:15:46.000 --> 00:15:50.000]  在他的額上寫著很高卑的名字
[00:15:50.000 --> 00:15:52.000]  雪大巴比雷
[00:15:52.000 --> 00:15:57.000]  是世上淫婦和一切可憎之女
[00:15:57.000 --> 00:15:59.000]  他不是一個女人
[00:15:59.000 --> 00:16:02.000]  他的名字叫做大巴比雷
[00:16:02.000 --> 00:16:04.000]  然後我們看到第四
[00:16:04.000 --> 00:16:08.000]  他對神的指紋是喝醉聖徒的血
[00:16:08.000 --> 00:16:12.000]  和為耶穌作見證之人的血
[00:16:12.000 --> 00:16:16.000]  聖經絕對不隱瞞
[00:16:16.000 --> 00:16:19.000]  非常清楚地說出
[00:16:19.000 --> 00:16:22.000]  大巴比雷是甚麼
[00:16:22.000 --> 00:16:26.000]  在第六十四章第八節
[00:16:26.000 --> 00:16:30.000]  說到大巴比雷會傾覆
[00:16:30.000 --> 00:16:33.000]  會被拆毀
[00:16:33.000 --> 00:16:36.000]  會被打散
[00:16:36.000 --> 00:16:38.000]  換句話來說
[00:16:38.000 --> 00:16:39.000]  他不是一個女人
[00:16:39.000 --> 00:16:43.000]  十六章的十九節
[00:16:43.000 --> 00:16:46.000]  那大石列為三點
[00:16:46.000 --> 00:16:50.000]  這個石列也是說大巴比雷
[00:16:50.000 --> 00:16:55.000]  然後神記起大巴比雷的石列
[00:16:55.000 --> 00:16:57.000]  說得清清楚楚
[00:16:57.000 --> 00:16:58.000]  是石
[00:16:58.000 --> 00:17:00.000]  然後十七到十八章
[00:17:00.000 --> 00:17:02.000]  每次出現的時候
[00:17:02.000 --> 00:17:04.000]  都說得非常清楚
[00:17:04.000 --> 00:17:06.000]  十八章第二節也說
[00:17:06.000 --> 00:17:08.000]  這是大石
[00:17:08.000 --> 00:17:10.000]  到底是甚麼呢
[00:17:10.000 --> 00:17:15.000]  就是去到七年大災難的時候
[00:17:15.000 --> 00:17:18.000]  他有一個帝國的首都
[00:17:18.000 --> 00:17:25.000]  也有可能是一個同盟國的首府
[00:17:25.000 --> 00:17:28.000]  最重要的都會
[00:17:28.000 --> 00:17:32.000]  我們現在跟大家來看一看
[00:17:32.000 --> 00:17:38.000]  大巴比雷是甚麼呢
[00:17:38.000 --> 00:17:41.000]  耶利米斯五十到五十一章
[00:17:41.000 --> 00:17:44.000]  和啟示錄十七到十八章
[00:17:44.000 --> 00:17:46.000]  你可以這樣說
[00:17:46.000 --> 00:17:49.000]  是逐字出現
[00:17:49.000 --> 00:17:51.000]  耶利米斯是預言
[00:17:51.000 --> 00:17:53.000]  啟示錄是應言
[00:17:53.000 --> 00:18:00.000]  逐字應驗了耶利米斯五十到五十一章的預言
[00:18:00.000 --> 00:18:03.000]  巴比倫蘇萊希說手中有金杯
[00:18:03.000 --> 00:18:05.000]  啟示錄說手拿金杯
[00:18:05.000 --> 00:18:08.000]  然後住在重水之上
[00:18:08.000 --> 00:18:11.000]  啟示錄說坐在重水之上
[00:18:11.000 --> 00:18:16.000]  耶利米斯說萬國喝了他的酒就堅強
[00:18:16.000 --> 00:18:20.000]  啟示錄說住在地上的人喝醉他人的酒
[00:18:20.000 --> 00:18:22.000]  他的名字叫巴比倫
[00:18:22.000 --> 00:18:26.000]  啟示錄說他的名字仍然叫巴比倫
[00:18:26.000 --> 00:18:33.000]  耶利米斯說巴比倫是忽然顛覆毀壞的
[00:18:33.000 --> 00:18:39.000]  而啟示錄說是一天之內他的災殃要一切抵禦
[00:18:39.000 --> 00:18:46.000]  耶利米斯說巴比倫的住處有火著火
[00:18:46.000 --> 00:18:49.000]  他如何毀壞的呢?
[00:18:49.000 --> 00:18:53.000]  而啟示錄就非常清楚說出
[00:18:53.000 --> 00:18:57.000]  他是被火燒盡來滅亡的
[00:18:57.000 --> 00:19:00.000]  耶利米斯說他將來會永無人煙
[00:19:00.000 --> 00:19:02.000]  世世代代無人居住
[00:19:02.000 --> 00:19:08.000]  啟示錄說以後再不能夠再見到大白天
[00:19:08.000 --> 00:19:15.000]  耶利米斯說照著他所做的一切來報應他
[00:19:15.000 --> 00:19:18.000]  他如何待人神都要如何待他
[00:19:18.000 --> 00:19:21.000]  但去到啟示錄同樣這句話
[00:19:21.000 --> 00:19:24.000]  他如何待人人都要如何待他
[00:19:24.000 --> 00:19:25.000]  完全出現
[00:19:25.000 --> 00:19:31.000]  耶利米斯說神要透過天使拿起一塊石頭
[00:19:31.000 --> 00:19:36.000]  將石頭掉到河中來啟示錄
[00:19:36.000 --> 00:19:39.000]  聖經一樣這樣說
[00:19:39.000 --> 00:19:42.000]  他如何待人人都要如何待他
[00:19:42.000 --> 00:19:46.000]  天使要舉起這塊石頭掉到海中來
[00:19:46.000 --> 00:19:51.000]  說大巴比倫大蛇必好像這塊蛇一樣
[00:19:51.000 --> 00:19:55.000]  被掉下去以後永遠再見
[00:19:55.000 --> 00:20:02.000]  耶利米斯說你們要記住在巴比倫逃婚走出來
[00:20:02.000 --> 00:20:04.000]  為何要逃婚呢?
[00:20:04.000 --> 00:20:08.000]  原來有很多信主的人、神的選民
[00:20:08.000 --> 00:20:13.000]  因為巴比倫成為整個世界最富有的地方
[00:20:13.000 --> 00:20:17.000]  一個個走到那個地方打工
[00:20:17.000 --> 00:20:26.000]  最好的勞工全球各地都會去到巴比倫打工
[00:20:26.000 --> 00:20:31.000]  神呼籲他們有這麼快得這麼快要走出來
[00:20:31.000 --> 00:20:33.000]  來啟示錄
[00:20:33.000 --> 00:20:37.000]  神一樣做出同樣的吩咐
[00:20:37.000 --> 00:20:40.000]  其實就是一個異議的形容
[00:20:40.000 --> 00:20:42.000]  你們要從那塊石頭出來
[00:20:42.000 --> 00:20:44.000]  免得你與他一樣受罪
[00:20:44.000 --> 00:20:47.000]  受他所受的災殃
[00:20:47.000 --> 00:20:49.000]  這個災殃是甚麼呢?
[00:20:49.000 --> 00:20:53.000]  全塊地被火燒盡
[00:20:53.000 --> 00:20:57.000]  另外耶利米斯說的一章四十八字
[00:20:57.000 --> 00:21:03.000]  天地及其中所有的必因巴比倫的滅亡而歡呼
[00:21:03.000 --> 00:21:07.000]  而啟示六十八章二十字同樣的一句話
[00:21:07.000 --> 00:21:12.000]  天啊、眾星圖啊、眾師圖啊、眾仙之啊
[00:21:12.000 --> 00:21:16.000]  你們都要因為他的毀滅而歡呼
[00:21:16.000 --> 00:21:19.000]  現在我們再看一看
[00:21:19.000 --> 00:21:26.000]  未來以色列將會有甚麼災難出來
[00:21:26.000 --> 00:21:28.000]  各位頂尖的姐妹
[00:21:28.000 --> 00:21:30.000]  當我們看到這些的時候
[00:21:30.000 --> 00:21:32.000]  我們心寒
[00:21:32.000 --> 00:21:36.000]  我們要為以色列來禱告
[00:21:36.000 --> 00:21:39.000]  早一點迴轉
[00:21:39.000 --> 00:21:42.000]  不要再做現在正在做的事
[00:21:42.000 --> 00:21:47.000]  撒加利亞書十三章第七節開始
[00:21:47.000 --> 00:21:53.000]  萬軍的耶和華說:都喊:興起攻擊我的部隊
[00:21:53.000 --> 00:21:57.000]  攻擊我的同伴(就是他的同工)
[00:21:57.000 --> 00:22:01.000]  要擊打木人,揚袖分副
[00:22:01.000 --> 00:22:05.000]  我用反手攻擊那微小人
[00:22:05.000 --> 00:22:08.000]  第八、第九節更加嚴厲
[00:22:08.000 --> 00:22:11.000]  在這個全地上
[00:22:11.000 --> 00:22:14.000]  就是以色列這個全地上
[00:22:14.000 --> 00:22:19.000]  三分之二的人將會被剪除而死
[00:22:19.000 --> 00:22:22.000]  三分之一的人必流傳
[00:22:22.000 --> 00:22:24.000]  這是耶和華說的
[00:22:24.000 --> 00:22:27.000]  我要使這三分之一的人經過火熬煉他們
[00:22:27.000 --> 00:22:30.000]  就好像熬煉銀紙試煉他們
[00:22:30.000 --> 00:22:32.000]  又好像試煉金紙
[00:22:32.000 --> 00:22:34.000]  你們要求告我的名
[00:22:34.000 --> 00:22:36.000]  我就必應允他們
[00:22:36.000 --> 00:22:38.000]  我說:你們是我的子民
[00:22:38.000 --> 00:22:42.000]  你們都要說:耶和華是我的子民
[00:22:42.000 --> 00:22:44.000]  所以我們看到這件事
[00:22:44.000 --> 00:22:50.000]  很早前,起碼二千五百年前
[00:22:50.000 --> 00:22:53.000]  已經預言是將會發生
[00:22:53.000 --> 00:22:55.000]  我們今天就問
[00:22:55.000 --> 00:22:57.000]  是不是已經發生了呢?
[00:22:57.000 --> 00:23:02.000]  巴比倫滅亡以色列是發生過
[00:23:02.000 --> 00:23:07.000]  巴比倫是比撒加尼亞書更早
[00:23:07.000 --> 00:23:13.000]  所以撒加尼亞書不會是預言巴比倫
