
[00:00:00.000 --> 00:00:02.000]  今日的題目是很有趣
[00:05:06.160 --> 00:05:08.160]  經文說什麼
[00:05:08.160 --> 00:05:10.160]  耶和華對撒姆爾說
[00:05:10.160 --> 00:05:12.160]  百姓向你說的一切話
[00:05:12.160 --> 00:05:14.160]  你只管依從
[00:05:14.160 --> 00:05:17.160]  因為他們不是厭棄你
[00:05:17.160 --> 00:05:18.160]  乃是厭棄我
[00:05:18.160 --> 00:05:21.160]  不要我作他們的王
[00:05:21.160 --> 00:05:23.160]  你在這裏見到
[00:05:23.160 --> 00:05:26.160]  神是不是很開心要為以色列人立一位王
[00:05:26.160 --> 00:05:28.160]  神說不是
[00:05:28.160 --> 00:05:31.160]  神說和撒姆爾說
[00:05:31.160 --> 00:05:32.160]  他們不是厭棄你
[00:05:32.160 --> 00:05:34.160]  他們是厭棄我
[00:05:34.160 --> 00:05:37.160]  他們不要我作他們的王
[00:05:37.160 --> 00:05:40.160]  在聖經裏我們見到
[00:05:40.160 --> 00:05:42.160]  頻頻神和以色列人說
[00:05:42.160 --> 00:05:44.160]  要他們分別為聖
[00:05:44.160 --> 00:05:48.160]  你們千萬不要學其他國家一樣
[00:05:48.160 --> 00:05:52.160]  現在以色列人要學其他國家要有一個王
[00:05:52.160 --> 00:05:55.160]  你想一下是不是神的心意
[00:05:55.160 --> 00:05:56.160]  當然不是
[00:05:56.160 --> 00:05:58.160]  好像利美記二十章二十六節
[00:05:58.160 --> 00:06:01.160]  神叫他們要分別為聖
[00:06:01.160 --> 00:06:04.160]  不要學其他國家一樣
[00:06:04.160 --> 00:06:10.160]  神甚至去叫摩西警告以色列人
[00:06:10.160 --> 00:06:12.160]  你們要王
[00:06:12.160 --> 00:06:15.160]  你知不知道這個王將來會怎樣
[00:06:15.160 --> 00:06:17.160]  他會管轄你們
[00:06:17.160 --> 00:06:20.160]  他會搶奪你們的兒女
[00:06:20.160 --> 00:06:22.160]  你們的田園
[00:06:22.160 --> 00:06:23.160]  你們的瀑皮
[00:06:23.160 --> 00:06:26.160]  你們的畜生
[00:06:26.160 --> 00:06:30.160]  他會收很重的稅
[00:06:30.160 --> 00:06:33.160]  他甚至會當你們是奴隸
[00:06:33.160 --> 00:06:35.160]  到那時候你們回來求我
[00:06:35.160 --> 00:06:38.160]  神說我不會管你們
[00:06:38.160 --> 00:06:42.160]  這些經文都記載在撒姆爾上第八章
[00:06:42.160 --> 00:06:44.160]  講得很清楚
[00:06:44.160 --> 00:06:47.160]  相信最好的證明
[00:06:47.160 --> 00:06:50.160]  立一位王不是神的旨意
[00:06:50.160 --> 00:06:53.160]  是在賀西亞書第十三章第十一節
[00:06:53.160 --> 00:06:55.160]  神怎樣說
[00:06:55.160 --> 00:06:58.160]  我在怒氣中將神賜禮
[00:06:58.160 --> 00:07:02.160]  又在獵驢中將王廢去
[00:07:02.160 --> 00:07:03.160]  很清楚
[00:07:03.160 --> 00:07:07.160]  立一位王不是神所贊同
[00:07:07.160 --> 00:07:09.160]  有很多人都會說
[00:07:09.160 --> 00:07:12.160]  聖經有說的就是神贊同的
[00:07:12.160 --> 00:07:15.160]  尤其是在律例典章裏面
[00:07:15.160 --> 00:07:18.160]  我記得我超過二十年前
[00:07:18.160 --> 00:07:21.160]  和我的前姐夫有一個辯論
[00:07:21.160 --> 00:07:23.160]  為什麼是前姐夫
[00:07:23.160 --> 00:07:26.160]  因為他已經和我的姐姐離婚
[00:07:26.160 --> 00:07:29.160]  二十年前他要和我姐姐離婚
[00:07:29.160 --> 00:07:31.160]  我姐姐又要和他離婚
[00:07:31.160 --> 00:07:33.160]  我們兩個人就有一個辯論
[00:07:33.160 --> 00:07:34.160]  究竟聖經
[00:07:34.160 --> 00:07:37.160]  究竟神是否贊同離婚
[00:07:37.160 --> 00:07:40.160]  我的姐夫是很熟悉聖經
[00:07:40.160 --> 00:07:41.160]  他和我說
[00:07:41.160 --> 00:07:44.160]  他說在神的律例典章當中
[00:07:44.160 --> 00:07:47.160]  在摩西的律法已經說了
[00:07:47.160 --> 00:07:51.160]  當你離婚的時候應該要怎樣做
[00:07:51.160 --> 00:07:53.160]  在律例典章裏面
[00:07:53.160 --> 00:07:57.160]  絕對是神贊同離婚
[00:07:57.160 --> 00:07:59.160]  我怎樣回答
[00:07:59.160 --> 00:08:02.160]  我說在神的律例典章當中
[00:08:02.160 --> 00:08:04.160]  都有說人謀殺之後
[00:08:04.160 --> 00:08:07.160]  應該要怎樣處理
[00:08:07.160 --> 00:08:09.160]  但是否神贊同
[00:08:09.160 --> 00:08:12.160]  甚至是鼓勵人去謀殺
[00:08:12.160 --> 00:08:14.160]  絕對不是
[00:08:14.160 --> 00:08:16.160]  所以我們要很小心
[00:08:16.160 --> 00:08:19.160]  尤其是對這些是自由派的神學家
[00:08:19.160 --> 00:08:21.160]  他們的神學
[00:08:21.160 --> 00:08:23.160]  說到《新命記》第十八章
[00:08:23.160 --> 00:08:25.160]  不妨再看多一個例子
[00:08:26.160 --> 00:08:29.160]  《新命記》第十八章第十八節
[00:08:29.160 --> 00:08:31.160]  那些自由的神學家
[00:08:31.160 --> 00:08:33.160]  又有他們獨特的見解
[00:08:33.160 --> 00:08:35.160]  《新命記》第十八章第十八節
[00:08:35.160 --> 00:08:37.160]  是說甚麼呢?
[00:08:37.160 --> 00:08:38.160]  經文說
[00:08:38.160 --> 00:08:40.160]  「我要在他們弟兄中間
[00:08:40.160 --> 00:08:44.160]  給他們興起一位先知將來
[00:08:44.160 --> 00:08:47.160]  我要將當說的話傳給他
[00:08:47.160 --> 00:08:49.160]  他要將我一切所吩咐的
[00:08:49.160 --> 00:08:51.160]  都傳給他們」
[00:08:51.160 --> 00:08:53.160]  這裡說
[00:08:53.160 --> 00:08:56.160]  神將會興起一位先知
[00:08:56.160 --> 00:08:58.160]  這個問題就在這裡
[00:08:58.160 --> 00:09:01.160]  我們知道先知從來不是一位
[00:09:01.160 --> 00:09:04.160]  我們知道有很多先知
[00:09:04.160 --> 00:09:05.160]  有以塞亞先知
[00:09:05.160 --> 00:09:06.160]  有耶利米先知
[00:09:06.160 --> 00:09:07.160]  以西傑
[00:09:07.160 --> 00:09:08.160]  但以尼
[00:09:08.160 --> 00:09:10.160]  小先知都十二位了
[00:09:10.160 --> 00:09:12.160]  你不要說還有
[00:09:12.160 --> 00:09:13.160]  以利亞
[00:09:13.160 --> 00:09:14.160]  以尼沙先知
[00:09:14.160 --> 00:09:16.160]  還有很多很多先知
[00:09:16.160 --> 00:09:18.160]  為甚麼這裡突然間說
[00:09:18.160 --> 00:09:19.160]  要興起一位先知
[00:09:19.160 --> 00:09:21.160]  好像摩西一樣
[00:09:21.160 --> 00:09:25.160]  自由派的神學家就會說
[00:09:25.160 --> 00:09:27.160]  很簡單
[00:09:27.160 --> 00:09:29.160]  你看看前面經文第十七章
[00:09:29.160 --> 00:09:30.160]  是說甚麼呢?
[00:09:30.160 --> 00:09:32.160]  是說王的
[00:09:32.160 --> 00:09:34.160]  所以這裡其實一位先知
[00:09:34.160 --> 00:09:35.160]  是說王
[00:09:35.160 --> 00:09:37.160]  王只有一位
[00:09:37.160 --> 00:09:39.160]  曾幾何時
[00:09:39.160 --> 00:09:41.160]  王變了先知?
[00:09:41.160 --> 00:09:43.160]  就算大衛都需要有一位
[00:09:43.160 --> 00:09:45.160]  拿丹先知
[00:09:45.160 --> 00:09:49.160]  來將神的話語說給自己聽
[00:09:49.160 --> 00:09:51.160]  所以這裡絕對不是說
[00:09:51.160 --> 00:09:53.160]  一位王
[00:09:53.160 --> 00:09:55.160]  那是說甚麼呢?
[00:09:55.160 --> 00:09:57.160]  你看看耶穌基督
[00:09:57.160 --> 00:09:58.160]  祂自己有說的
[00:09:58.160 --> 00:10:00.160]  在約翰福音五章四十六節
[00:10:00.160 --> 00:10:02.160]  你們如果信摩西
[00:10:02.160 --> 00:10:04.160]  也必信我
[00:10:04.160 --> 00:10:07.160]  因為他書上有子著我寫的話
[00:10:07.160 --> 00:10:09.160]  耶穌基督說
[00:10:09.160 --> 00:10:11.160]  摩西的律法書上
[00:10:11.160 --> 00:10:13.160]  是有子著字
[00:10:13.160 --> 00:10:15.160]  我相信
[00:10:15.160 --> 00:10:17.160]  生命記十八章十八節
[00:10:17.160 --> 00:10:19.160]  就是這一節的經文
[00:10:19.160 --> 00:10:21.160]  但你說摩西五經裏面
[00:10:21.160 --> 00:10:23.160]  有很多有關耶穌基督的預言
[00:10:23.160 --> 00:10:25.160]  為甚麼你一定要說
[00:10:25.160 --> 00:10:27.160]  生命記十八章十八節?
[00:10:27.160 --> 00:10:29.160]  如果你再看
[00:10:29.160 --> 00:10:31.160]  約翰福音四章二十五節
[00:10:31.160 --> 00:10:33.160]  撒瑪利亞婦人都知道
[00:10:33.160 --> 00:10:35.160]  記不記得耶穌基督
[00:10:35.160 --> 00:10:37.160]  和撒瑪利亞婦人說話?
[00:10:37.160 --> 00:10:39.160]  撒瑪利亞怎麼回答?
[00:10:39.160 --> 00:10:41.160]  他說我知道尼塞亞
[00:10:41.160 --> 00:10:43.160]  有個括弧括著
[00:10:43.160 --> 00:10:45.160]  就是那稱為基督的要來
[00:10:45.160 --> 00:10:47.160]  他來了
[00:10:47.160 --> 00:10:49.160]  必將一切的事告訴我們
[00:10:49.160 --> 00:10:51.160]  你比較一下
[00:10:51.160 --> 00:10:53.160]  兩節的經文
[00:10:53.160 --> 00:10:55.160]  他來了要將一切的事告訴我們
[00:10:55.160 --> 00:10:57.160]  你看看生命記
[00:10:57.160 --> 00:10:59.160]  第十八章第八節
[00:10:59.160 --> 00:11:01.160]  他要將一切的吩咐
[00:11:01.160 --> 00:11:03.160]  都傳給你們
[00:11:03.160 --> 00:11:05.160]  所以我們看到
[00:11:05.160 --> 00:11:07.160]  這裏絕對是
[00:11:07.160 --> 00:11:09.160]  耶穌基督的預言
[00:11:09.160 --> 00:11:11.160]  但是自由派的神學家
[00:11:11.160 --> 00:11:13.160]  就會說不是預言
[00:11:13.160 --> 00:11:15.160]  因為他們不相信有預言
[00:11:15.160 --> 00:11:17.160]  將很多的預言
[00:11:17.160 --> 00:11:19.160]  都有其他解釋
[00:11:19.160 --> 00:11:21.160]  我們要很小心
[00:11:21.160 --> 00:11:23.160]  我們看一看
[00:11:23.160 --> 00:11:25.160]  回到我們今天的經文
[00:11:25.160 --> 00:11:27.160]  做君王
[00:11:27.160 --> 00:11:29.160]  既然神是容許
[00:11:29.160 --> 00:11:31.160]  以色列人有君王
[00:11:31.160 --> 00:11:33.160]  君王是有三個不可
[00:11:33.160 --> 00:11:35.160]  我們首先看看
[00:11:35.160 --> 00:11:37.160]  生命記第十七章第十六節
[00:11:37.160 --> 00:11:39.160]  經文說
[00:11:39.160 --> 00:11:41.160]  只是王不可為自己
[00:11:41.160 --> 00:11:43.160]  加添馬匹
[00:11:43.160 --> 00:11:45.160]  也不可使百姓回埃及去
[00:11:45.160 --> 00:11:47.160]  為要加添他們的馬匹
[00:11:47.160 --> 00:11:49.160]  因耶和華
[00:11:49.160 --> 00:11:51.160]  曾吩咐你們說
[00:11:51.160 --> 00:11:53.160]  不可再回那條路去
[00:11:53.160 --> 00:11:55.160]  在中東的古代
[00:11:55.160 --> 00:11:57.160]  馬匹
[00:11:57.160 --> 00:11:59.160]  是很少用作
[00:11:59.160 --> 00:12:01.160]  其他的用途
[00:12:01.160 --> 00:12:03.160]  除了戰爭以外
[00:12:03.160 --> 00:12:05.160]  很少有人說騎馬走去玩
[00:12:05.160 --> 00:12:07.160]  或者用馬車
[00:12:07.160 --> 00:12:11.160]  載運物件
[00:12:11.160 --> 00:12:13.160]  通常馬車
[00:12:13.160 --> 00:12:15.160]  都是用在那裡打仗
[00:12:15.160 --> 00:12:17.160]  如果我們記得
[00:12:17.160 --> 00:12:19.160]  詩篇第十二十篇第七節
[00:12:19.160 --> 00:12:21.160]  就很清楚
[00:12:21.160 --> 00:12:23.160]  人是靠車 有人是靠馬
[00:12:23.160 --> 00:12:25.160]  但我們要提到
[00:12:25.160 --> 00:12:27.160]  耶和華 我們神的命
[00:12:27.160 --> 00:12:29.160]  所以車馬
[00:12:29.160 --> 00:12:31.160]  都是代表軍事的力量
[00:12:33.160 --> 00:12:35.160]  那為什麼不可以回埃及
[00:12:35.160 --> 00:12:37.160]  經文說
[00:12:37.160 --> 00:12:39.160]  如果你看完
[00:12:39.160 --> 00:12:41.160]  以塞亞書
[00:12:41.160 --> 00:12:43.160]  三十一章一節
[00:12:43.160 --> 00:12:45.160]  你就知道為什麼不可以回埃及
[00:12:45.160 --> 00:12:47.160]  經文說
[00:12:47.160 --> 00:12:49.160]  何在那些下埃及
[00:12:49.160 --> 00:12:51.160]  求幫助的
[00:12:51.160 --> 00:12:53.160]  是因仗賴馬匹
[00:12:53.160 --> 00:12:55.160]  倚靠甚多的車馬
[00:12:55.160 --> 00:12:57.160]  並倚靠
[00:12:57.160 --> 00:12:59.160]  強壯的馬兵
[00:12:59.160 --> 00:13:01.160]  卻不仰望
[00:13:01.160 --> 00:13:03.160]  以色列聖者也不求
[00:13:03.160 --> 00:13:05.160]  問耶和華
[00:13:05.160 --> 00:13:07.160]  原來埃及
[00:13:07.160 --> 00:13:09.160]  是出產兵馬
[00:13:09.160 --> 00:13:11.160]  是供應兵馬的地方
[00:13:11.160 --> 00:13:13.160]  每個國家要招兵買馬
[00:13:13.160 --> 00:13:15.160]  都走去埃及
[00:13:15.160 --> 00:13:17.160]  神說你不可以
[00:13:17.160 --> 00:13:19.160]  將百姓送去埃及
[00:13:19.160 --> 00:13:21.160]  帶些金銀財寶
[00:13:21.160 --> 00:13:23.160]  去換取馬匹
[00:13:23.160 --> 00:13:25.160]  回來
[00:13:25.160 --> 00:13:27.160]  鞏固你自己的勢力
[00:13:27.160 --> 00:13:29.160]  當然也有人說
[00:13:29.160 --> 00:13:31.160]  另外一個原因
[00:13:31.160 --> 00:13:33.160]  為什麼不可以回埃及
[00:13:33.160 --> 00:13:35.160]  就是我們知道
[00:13:35.160 --> 00:13:37.160]  以色列人一有一點點挫折
[00:13:37.160 --> 00:13:39.160]  就怎樣
[00:13:39.160 --> 00:13:41.160]  收拾書包
[00:13:41.160 --> 00:13:43.160]  回埃及
[00:13:43.160 --> 00:13:45.160]  我們見過很多次在埃及
[00:13:45.160 --> 00:13:47.160]  十四章四節
[00:13:47.160 --> 00:13:49.160]  其中一個例子是文素記
[00:13:49.160 --> 00:13:51.160]  小小事就回去了
[00:13:51.160 --> 00:13:53.160]  當一個君王將所有的錢
[00:13:53.160 --> 00:13:55.160]  放在軍事上
[00:13:55.160 --> 00:13:57.160]  徵很重的稅
[00:13:57.160 --> 00:13:59.160]  當國民不聊生的時候
[00:13:59.160 --> 00:14:01.160]  那些以色列人會怎樣
[00:14:01.160 --> 00:14:03.160]  不如回埃及
[00:14:03.160 --> 00:14:05.160]  所以這又是另一個解釋
[00:14:05.160 --> 00:14:07.160]  兩個解釋都解得通
[00:14:07.160 --> 00:14:09.160]  我相信兩個解釋都是很好的解釋
[00:14:09.160 --> 00:14:11.160]  我們再看看
[00:14:11.160 --> 00:14:17.160]  以前的軍事
[00:14:17.160 --> 00:14:19.160]  是靠兵馬
[00:14:19.160 --> 00:14:21.160]  現在是靠什麼
[00:14:21.160 --> 00:14:23.160]  現在是靠戰車
[00:14:23.160 --> 00:14:25.160]  靠坦克
[00:14:25.160 --> 00:14:27.160]  核子彈頭
[00:14:27.160 --> 00:14:29.160]  神說
[00:14:29.160 --> 00:14:31.160]  你不要多積兵馬
[00:14:31.160 --> 00:14:33.160]  神不是說
[00:14:33.160 --> 00:14:35.160]  你不要有兵馬
[00:14:35.160 --> 00:14:37.160]  你記不記得
[00:14:37.160 --> 00:14:39.160]  就算機電
[00:14:39.160 --> 00:14:41.160]  神叫機電去打
[00:14:41.160 --> 00:14:43.160]  迷電
[00:14:43.160 --> 00:14:45.160]  機電怎樣
[00:14:45.160 --> 00:14:47.160]  將他的軍隊減少
[00:14:47.160 --> 00:14:49.160]  減少到只剩下300人
[00:14:49.160 --> 00:14:51.160]  為什麼
[00:14:51.160 --> 00:14:53.160]  因為他要依靠的是神的力量
[00:14:53.160 --> 00:14:55.160]  他要有自己的兵馬
[00:14:55.160 --> 00:14:57.160]  和我們這裡所說的一樣
[00:14:57.160 --> 00:14:59.160]  不是說要你完全沒有兵馬
[00:14:59.160 --> 00:15:01.160]  但是當你將你的依靠力
[00:15:01.160 --> 00:15:03.160]  放在兵馬那裡的時候
[00:15:03.160 --> 00:15:05.160]  你就是做錯了
[00:15:05.160 --> 00:15:07.160]  如果我們將我們的依靠
[00:15:07.160 --> 00:15:09.160]  放在兵馬
[00:15:09.160 --> 00:15:11.160]  多多都不夠
[00:15:11.160 --> 00:15:13.160]  隔離的國家有5匹馬
[00:15:13.160 --> 00:15:15.160]  你要6匹
[00:15:15.160 --> 00:15:17.160]  隔離的國家有10匹馬
[00:15:17.160 --> 00:15:19.160]  你要11匹
[00:15:19.160 --> 00:15:21.160]  隔離的國家有100個
[00:15:21.160 --> 00:15:23.160]  核子彈頭你要多少個
[00:15:23.160 --> 00:15:25.160]  你要101個
[00:15:25.160 --> 00:15:27.160]  這個就叫做
[00:15:27.160 --> 00:15:29.160]  叫做Arms Race
[00:15:29.160 --> 00:15:31.160]  是軍備的競爭
[00:15:31.160 --> 00:15:33.160]  在Safety Journal
[00:15:33.160 --> 00:15:37.160]  最新出版了一篇文章
[00:15:37.160 --> 00:15:39.160]  這篇文章是
[00:15:39.160 --> 00:15:41.160]  Michigan Technology University
[00:15:41.160 --> 00:15:43.160]  和Tennessee State University
[00:15:43.160 --> 00:15:45.160]  是一起來做一個實驗
[00:15:45.160 --> 00:15:47.160]  來公佈他們的結果
[00:15:47.160 --> 00:15:49.160]  他們說如果有一個國家
[00:15:49.160 --> 00:15:51.160]  去攻擊別的國家
[00:15:51.160 --> 00:15:53.160]  用到100個核子彈頭
[00:15:53.160 --> 00:15:57.160]  就會開始連自己都不行了
[00:15:57.160 --> 00:16:01.160]  那些核子層會吹回自己那裡
[00:16:01.160 --> 00:16:05.160]  你知不知道全世界有多少個核子彈頭
[00:16:05.160 --> 00:16:09.160]  有15000個
[00:16:09.160 --> 00:16:11.160]  100個彈頭已經很不行了
[00:16:11.160 --> 00:16:13.160]  你去攻擊別人
[00:16:13.160 --> 00:16:15.160]  攻擊到自己都不行
[00:16:15.160 --> 00:16:17.160]  100個已經做成這樣
[00:16:17.160 --> 00:16:19.160]  有15000個
[00:16:19.160 --> 00:16:23.160]  90%的核子彈頭都在哪裏
[00:16:23.160 --> 00:16:25.160]  在俄羅斯和美國
[00:16:25.160 --> 00:16:27.160]  90%
[00:16:27.160 --> 00:16:29.160]  我們真的很需要為美國
[00:16:29.160 --> 00:16:35.160]  俄羅斯和為了他們的領袖來禱告
[00:16:35.160 --> 00:16:39.160]  如果我們將我們的實力
[00:16:39.160 --> 00:16:43.160]  將我們的依賴放在自己身上
[00:16:43.160 --> 00:16:45.160]  多多都不夠
[00:16:45.160 --> 00:16:49.160]  我們應該將我們的依賴放在耶和華身上
[00:16:49.160 --> 00:16:53.160]  第二樣有何不可
[00:16:53.160 --> 00:16:55.160]  在《聖明紀》17章17節
[00:16:55.160 --> 00:16:59.160]  他也不可為自己多納妃嬪
[00:16:59.160 --> 00:17:01.160]  恐怕她的心偏斜
[00:17:01.160 --> 00:17:03.160]  不可以多納妃嬪
[00:17:03.160 --> 00:17:05.160]  她的心會偏斜
[00:17:05.160 --> 00:17:07.160]  這裏不是說
[00:17:07.160 --> 00:17:11.160]  做皇帝不可以娶妻
[00:17:11.160 --> 00:17:13.160]  一定要做和尚
[00:17:13.160 --> 00:17:15.160]  你可以納妻
[00:17:15.160 --> 00:17:17.160]  甚至可以有妾侍
[00:17:17.160 --> 00:17:21.160]  但你不可以有太多
[00:17:21.160 --> 00:17:23.160]  有人會說傻的
[00:17:23.160 --> 00:17:25.160]  中國人的後宮3000
[00:17:25.160 --> 00:17:29.160]  什麼時候有心偏斜才行
[00:17:29.160 --> 00:17:31.160]  你看看為什麼心偏斜
[00:17:31.160 --> 00:17:35.160]  你看出埃及記34章14節你就知道
[00:17:35.160 --> 00:17:39.160]  神叫以色列人不要和外邦人通婚
[00:17:39.160 --> 00:17:41.160]  他怎麼說
[00:17:41.160 --> 00:17:43.160]  你的兒子娶他們的女兒為妻
[00:17:43.160 --> 00:17:47.160]  他們的女兒隨從他們的神行邪淫
[00:17:47.160 --> 00:17:53.160]  使你的兒子也隨從他們的神行邪淫
[00:17:53.160 --> 00:17:55.160]  你去娶外邦的媳婦回來
[00:17:55.160 --> 00:17:57.160]  你打算多個女兒
[00:17:57.160 --> 00:18:01.160]  誰知道這個是拜邪教的
[00:18:01.160 --> 00:18:03.160]  拜偶像的
[00:18:03.160 --> 00:18:05.160]  連兒子都沒有了
[00:18:05.160 --> 00:18:07.160]  你兒子去拜偶像
[00:18:07.160 --> 00:18:13.160]  那你說和君王娶妻有什麼關係
[00:18:13.160 --> 00:18:19.160]  如果你看聶王紀相第11章3-4節你就知道
[00:18:19.160 --> 00:18:21.160]  所羅門王有多少個妃
[00:18:21.160 --> 00:18:23.160]  700個妃子
[00:18:23.160 --> 00:18:25.160]  妃就是太太
[00:18:25.160 --> 00:18:27.160]  殯就是妾侍
[00:18:27.160 --> 00:18:31.160]  為什麼有700個太太
[00:18:31.160 --> 00:18:33.160]  原來每個太太都是公主
[00:18:33.160 --> 00:18:37.160]  娶了很多公主
[00:18:37.160 --> 00:18:39.160]  為什麼700個是太太
