
[00:00:00.000 --> 00:00:06.600]  今天又要繼續我們的針研系列
[00:01:56.700 --> 00:01:58.700]  那個牧師和童子軍說
[00:01:58.700 --> 00:02:00.700]  你年紀還小
[00:02:00.700 --> 00:02:02.700]  我已經活了大半世了
[00:02:02.700 --> 00:02:04.700]  他說神一直都很保守
[00:02:04.700 --> 00:02:05.700]  祝福我
[00:02:05.700 --> 00:02:08.700]  他說我也是一個得救的人
[00:02:08.700 --> 00:02:09.700]  所以我知道我死了之後
[00:02:09.700 --> 00:02:10.700]  我會去哪裡
[00:02:10.700 --> 00:02:13.700]  我也知道我死了之後
[00:02:13.700 --> 00:02:15.700]  神會照顧我的家
[00:02:15.700 --> 00:02:17.700]  我一點都沒有掛累
[00:02:17.700 --> 00:02:20.700]  所以你不如拿最後的降落傘
[00:02:20.700 --> 00:02:22.700]  來救你自己
[00:02:22.700 --> 00:02:25.700]  我就和這架飛機來到共存亡
[00:02:25.700 --> 00:02:28.700]  童子軍和牧師說
[00:02:28.700 --> 00:02:30.700]  牧師你不用怕
[00:02:30.700 --> 00:02:33.700]  剛才那個說自己智商超過200
[00:02:33.700 --> 00:02:35.700]  全世界最聰明的他
[00:02:35.700 --> 00:02:37.700]  沒有他不行的那個
[00:02:37.700 --> 00:02:40.700]  抱著我的背包就跳出去了
[00:02:40.700 --> 00:02:43.700]  他說現在還有兩個降落傘
[00:02:43.700 --> 00:02:44.700]  一個給你一個給我
[00:02:44.700 --> 00:02:46.700]  剛剛好
[00:02:46.700 --> 00:02:48.700]  《針言》十六章十八節
[00:02:48.700 --> 00:02:50.700]  說驕傲在敗
[00:02:50.700 --> 00:02:51.700]  壞已先
[00:02:51.700 --> 00:02:53.700]  狂心在跌倒之前
[00:02:53.700 --> 00:02:57.700]  這節的經文真的比剛才那個電腦專家
[00:02:57.700 --> 00:02:58.700]  真的很對
[00:02:58.700 --> 00:03:00.700]  雖然那是一個笑話
[00:03:00.700 --> 00:03:01.700]  但是真的
[00:03:01.700 --> 00:03:02.700]  我們看到
[00:03:02.700 --> 00:03:05.700]  驕傲是真的會令人跌倒
[00:03:05.700 --> 00:03:09.700]  驕傲而且是一個非常危險的罪
[00:03:09.700 --> 00:03:12.700]  不單止能夠毀滅一個人
[00:03:12.700 --> 00:03:14.700]  還能夠毀滅一個家庭
[00:03:14.700 --> 00:03:16.700]  能夠毀滅一個國家
[00:03:16.700 --> 00:03:19.700]  連基督徒都不例外
[00:03:19.700 --> 00:03:22.700]  有很多時一個驕傲的人
[00:03:22.700 --> 00:03:25.700]  他就不能夠知道自己是驕傲
[00:03:25.700 --> 00:03:27.700]  一個殺人犯
[00:03:27.700 --> 00:03:30.700]  他都知道自己是殺了人
[00:03:30.700 --> 00:03:31.700]  一個小偷
[00:03:31.700 --> 00:03:34.700]  他都知道自己是偷了別人的東西
[00:03:34.700 --> 00:03:37.700]  一個作假見證的人
[00:03:37.700 --> 00:03:40.700]  我上次和大家說過這個舌頭的智慧
[00:03:40.700 --> 00:03:41.700]  如果你作假見證
[00:03:41.700 --> 00:03:43.700]  如果你是說人的是非
[00:03:43.700 --> 00:03:47.700]  你自己都知道自己是做了不應該做的事
[00:03:47.700 --> 00:03:49.700]  但是一個驕傲的人
[00:03:49.700 --> 00:03:52.700]  不單止他未必是承認他自己是驕傲
[00:03:52.700 --> 00:03:56.700]  他可能直接不知道自己是一個驕傲的人
[00:03:56.700 --> 00:03:58.700]  而且有很多驕傲的人
[00:03:58.700 --> 00:04:02.700]  他們的外表都是非常非常謙卑
[00:04:02.700 --> 00:04:05.700]  所以可以說驕傲是
[00:04:05.700 --> 00:04:10.700]  這麼多罪當中最隱蔽的一種罪
[00:04:10.700 --> 00:04:14.700]  一個人可能完全不知道他自己是驕傲
[00:04:14.700 --> 00:04:16.700]  直至他跌倒為止
[00:04:16.700 --> 00:04:20.700]  就好像《針研》十六章十八節今天的經文所說
[00:04:20.700 --> 00:04:22.700]  驕傲在敗壞已先
[00:04:22.700 --> 00:04:25.700]  狂心在跌倒之前
[00:04:25.700 --> 00:04:27.700]  有一個主要學的老師
[00:04:27.700 --> 00:04:31.700]  他講到法利塞人和瑞利的故事
[00:04:31.700 --> 00:04:35.700]  就是在《路加福音》第十八章
[00:04:35.700 --> 00:04:39.700]  瑞利在神的面前戰戰兢兢
[00:04:39.700 --> 00:04:42.700]  他拼命地說自己是一個罪人
[00:04:42.700 --> 00:04:44.700]  求神憐憫
[00:04:44.700 --> 00:04:48.700]  法利塞人拼命在神的面前炫耀自己的行為
[00:04:48.700 --> 00:04:52.700]  耶穌基督說那天有兩個人去聖殿討告
[00:04:52.700 --> 00:04:54.700]  一個是自以為意
[00:04:54.700 --> 00:04:56.700]  另外一個才是疑人
[00:04:56.700 --> 00:04:58.700]  就是講瑞利
[00:04:58.700 --> 00:05:02.700]  主要學老師立刻笑笑口說
[00:05:02.700 --> 00:05:03.700]  感謝神啊
[00:05:03.700 --> 00:05:06.700]  我們都不像法利塞人一樣
[00:05:06.700 --> 00:05:08.700]  但是很可惜
[00:05:08.700 --> 00:05:11.700]  當主要學老師這樣講的時候
[00:05:11.700 --> 00:05:14.700]  其實他自己也是犯了驕傲的罪
[00:05:14.700 --> 00:05:18.700]  《針研》叫我們要謙卑
[00:05:18.700 --> 00:05:19.700]  不要驕傲
[00:05:19.700 --> 00:05:21.700]  在看什麼是謙卑
[00:05:21.700 --> 00:05:23.700]  什麼是驕傲之前
[00:05:23.700 --> 00:05:25.700]  我們先看看什麼不是謙卑
[00:05:25.700 --> 00:05:27.700]  什麼不是驕傲
[00:05:27.700 --> 00:05:34.700]  謙卑不是故意貶低自己的地位
[00:05:34.700 --> 00:05:37.700]  耶穌基督為門徒洗腳
[00:05:37.700 --> 00:05:40.700]  原因是因為他是謙卑
[00:05:40.700 --> 00:05:43.700]  不是因為他故意貶低自己的地位
[00:05:43.700 --> 00:05:47.700]  他是想教門徒來彼此相愛
[00:05:47.700 --> 00:05:49.700]  彼此服侍
[00:05:49.700 --> 00:05:52.700]  驕傲又不是什麼呢
[00:05:52.700 --> 00:05:56.700]  如果一個人對自己的工作滿意
[00:05:56.700 --> 00:06:00.700]  例如有一個領師
[00:06:00.700 --> 00:06:01.700]  他唱得好
[00:06:01.700 --> 00:06:04.700]  例如有一個詩琴他彈得好
[00:06:04.700 --> 00:06:06.700]  有人贊美他們
[00:06:06.700 --> 00:06:09.700]  有人認同他們的侍奉
[00:06:09.700 --> 00:06:12.700]  因此你會覺得有喜樂
[00:06:12.700 --> 00:06:16.700]  這不是《針研》所講的驕傲
[00:06:16.700 --> 00:06:20.700]  《針研》所講的驕傲又是什麼呢
[00:06:20.700 --> 00:06:22.700]  我們不妨看看
[00:06:22.700 --> 00:06:26.700]  驕傲原來有三個特徵
[00:06:26.700 --> 00:06:30.700]  我們剛才講到驕傲是非常隱蔽的罪
[00:06:30.700 --> 00:06:32.700]  所以察覺不到
[00:06:32.700 --> 00:06:34.700]  很多人自己不知道
[00:06:34.700 --> 00:06:36.700]  所以我們要講出三個特徵
[00:06:36.700 --> 00:06:38.700]  讓我們監察一下自己
[00:06:38.700 --> 00:06:41.700]  看看自己是否一個驕傲的人
[00:06:41.700 --> 00:06:42.700]  第一點
[00:06:42.700 --> 00:06:46.700]  一個驕傲的人就是不依靠神能力的人
[00:06:46.700 --> 00:06:48.700]  第二點就是一個驕傲的人
[00:06:48.700 --> 00:06:51.700]  他看自己比別人強
[00:06:51.700 --> 00:06:53.700]  看自己比別人高
[00:06:53.700 --> 00:06:54.700]  第三點
[00:06:54.700 --> 00:06:58.700]  就是一個驕傲的人不承認自己的罪
[00:06:58.700 --> 00:07:01.700]  我們先來看看第一點
[00:07:01.700 --> 00:07:05.700]  一個驕傲的人是不依靠神能力的人
[00:07:05.700 --> 00:07:10.700]  我相信大部份的大兄姐妹都不會承認自己不依靠神的能力
[00:07:10.700 --> 00:07:12.700]  你說我是絕對依靠神
[00:07:12.700 --> 00:07:15.700]  但是你有沒有不住禱告呢?
[00:07:15.700 --> 00:07:18.700]  你有沒有覺得你自己缺少禱告呢?
[00:07:18.700 --> 00:07:19.700]  有很多人說
[00:07:19.700 --> 00:07:20.700]  那倒是
[00:07:20.700 --> 00:07:22.700]  我都可以多些禱告
[00:07:22.700 --> 00:07:24.700]  那為什麼你不多些禱告呢?
[00:07:24.700 --> 00:07:27.700]  原因其實不是說你缺少禱告
[00:07:27.700 --> 00:07:32.700]  真正的原因是你認為你自己不需要去禱告
[00:07:32.700 --> 00:07:34.700]  你認為靠你自己的能力
[00:07:34.700 --> 00:07:36.700]  你都能夠應付一切
[00:07:36.700 --> 00:07:38.700]  所以你才不禱告
[00:07:38.700 --> 00:07:41.700]  其實缺少禱告是反映出一件事
[00:07:41.700 --> 00:07:44.700]  就是你是一個驕傲的人
[00:07:44.700 --> 00:07:47.700]  你覺得自己不需要神
[00:07:47.700 --> 00:07:49.700]  你能夠應付一切
[00:07:49.700 --> 00:07:52.700]  一個驕傲的人
[00:07:52.700 --> 00:07:55.700]  也是不將榮耀歸給神的人
[00:07:55.700 --> 00:07:56.700]  而相反地
[00:07:56.700 --> 00:07:59.700]  一個謙卑謙虛的人
[00:07:59.700 --> 00:08:01.700]  就會將榮耀歸給神
[00:08:01.700 --> 00:08:06.700]  以前當林肯做總統的時候
[00:08:06.700 --> 00:08:09.700]  有一個客人住在白宮裡面
[00:08:09.700 --> 00:08:12.700]  這個客人見到林肯總統
[00:08:12.700 --> 00:08:13.700]  他就說
[00:08:13.700 --> 00:08:15.700]  我們家鄉的人都知道
[00:08:15.700 --> 00:08:18.700]  美國的命運、美國的興衰
[00:08:18.700 --> 00:08:23.700]  都是操縱在神和林肯總統你的手上
[00:08:23.700 --> 00:08:25.700]  林肯總統立刻回答
[00:08:25.700 --> 00:08:28.700]  他說你們只說對了一半
[00:08:28.700 --> 00:08:32.700]  這一半就是操縱在神的手裡面
[00:08:32.700 --> 00:08:35.700]  我們見到林肯總統是很謙虛
[00:08:35.700 --> 00:08:38.700]  將榮耀歸給神
[00:08:38.700 --> 00:08:41.700]  相反地有很多人很驕傲
[00:08:41.700 --> 00:08:42.700]  不僅不感恩
[00:08:42.700 --> 00:08:44.700]  他們還忘恩負義
[00:08:44.700 --> 00:08:46.700]  神給他們那麼多的祝福
[00:08:46.700 --> 00:08:47.700]  那麼多的保守
[00:08:47.700 --> 00:08:49.700]  他們不僅不感恩
[00:08:49.700 --> 00:08:51.700]  還說這些都是功勞
[00:08:51.700 --> 00:08:53.700]  都是出自我自己
[00:08:53.700 --> 00:08:55.700]  都是自己的功勞
[00:08:55.700 --> 00:08:57.700]  大人不說
[00:08:57.700 --> 00:09:00.700]  什麼是將功勞攬上身
[00:09:00.700 --> 00:09:02.700]  我真是身水身汗
[00:09:02.700 --> 00:09:05.700]  真金白銀賺回來的
[00:09:05.700 --> 00:09:08.700]  哥林多前書的四章七節
[00:09:08.700 --> 00:09:11.700]  說你有什麼不是領受的呢?
[00:09:11.700 --> 00:09:12.700]  若是領受的
[00:09:12.700 --> 00:09:16.700]  為何自誇彷彿不是領受的呢?
[00:09:16.700 --> 00:09:18.700]  保羅說
[00:09:18.700 --> 00:09:21.700]  所有的東西你都是領受回來的
[00:09:21.700 --> 00:09:23.700]  包括你的精神、你的能力
[00:09:23.700 --> 00:09:26.700]  你有什麼不是從神那裡得來的呢?
[00:09:26.700 --> 00:09:28.700]  如果每一件事都是從神那裡得來的
[00:09:28.700 --> 00:09:32.700]  你有什麼是值得你自誇的呢?
[00:09:32.700 --> 00:09:34.700]  我們看到第一點
[00:09:34.700 --> 00:09:36.700]  就是不依靠神能力
[00:09:36.700 --> 00:09:38.700]  就是一個驕傲的人
[00:09:38.700 --> 00:09:41.700]  也都是從哪裡反映出來呢?
[00:09:41.700 --> 00:09:43.700]  就是他缺少禱告
[00:09:43.700 --> 00:09:45.700]  我們看看第二點
[00:09:45.700 --> 00:09:48.700]  第二點就是一個驕傲的人
[00:09:48.700 --> 00:09:51.700]  覺得自己比別人強
[00:09:51.700 --> 00:09:53.700]  你說這個當然了
[00:09:53.700 --> 00:09:56.700]  一個人驕傲當然覺得自己比別人強
[00:09:56.700 --> 00:10:00.700]  但是相信有兩點我們沒有注意到
[00:10:00.700 --> 00:10:03.700]  不僅是這麼簡單
[00:10:03.700 --> 00:10:07.700]  一個驕傲的人不僅覺得自己比別人強
[00:10:07.700 --> 00:10:10.700]  他可能就是太重視自己的能力
[00:10:10.700 --> 00:10:12.700]  就是剛才所說的
[00:10:12.700 --> 00:10:15.700]  他認為靠自己的能力能夠做到比別人更好
[00:10:15.700 --> 00:10:17.700]  比別人更強
[00:10:17.700 --> 00:10:20.700]  所以是靠自己而不是依靠神
[00:10:20.700 --> 00:10:22.700]  回到我們第一點
[00:10:22.700 --> 00:10:24.700]  另外還有一點
[00:10:24.700 --> 00:10:26.700]  就是一個驕傲的人
[00:10:26.700 --> 00:10:29.700]  很喜歡和別人比較
[00:10:29.700 --> 00:10:33.700]  一個驕傲的人不是因為自己得到更好的東西
[00:10:33.700 --> 00:10:34.700]  更多的東西
[00:10:34.700 --> 00:10:36.700]  他就開心
[00:10:36.700 --> 00:10:39.700]  他開心是因為他得到比別人更多
[00:10:39.700 --> 00:10:41.700]  比別人更好
[00:10:41.700 --> 00:10:43.700]  他才開心
[00:10:43.700 --> 00:10:46.700]  C.S. Lewis 他是看見這一點
[00:10:46.700 --> 00:10:51.700]  他說一個驕傲的人不是因為自己得到任何東西而喜樂
[00:10:51.700 --> 00:10:56.700]  而是他希望自己所得到的比別人更多更好
[00:10:56.700 --> 00:10:58.700]  有人會說
[00:10:58.700 --> 00:11:00.700]  咦?這樣也是罪嗎?
[00:11:00.700 --> 00:11:03.700]  我覺得我自己比別人好?
[00:11:03.700 --> 00:11:05.700]  因為這樣而喜樂
[00:11:05.700 --> 00:11:07.700]  原來這樣也是驕傲這樣也是罪嗎?
[00:11:07.700 --> 00:11:09.700]  當然了
[00:11:09.700 --> 00:11:12.700]  原因是因為一個真正謙卑的人
[00:11:12.700 --> 00:11:15.700]  他覺得別人比自己高
[00:11:15.700 --> 00:11:17.700]  如果是這樣的話
[00:11:17.700 --> 00:11:19.700]  他絕對不會和別人比較
[00:11:19.700 --> 00:11:23.700]  我們見到最好的辦法來謙卑的
[00:11:23.700 --> 00:11:26.700]  就好像耶穌基督教我們這樣
[00:11:26.700 --> 00:11:28.700]  去服侍人
[00:11:28.700 --> 00:11:31.700]  就好像耶穌基督為門徒洗腳
[00:11:31.700 --> 00:11:33.700]  是一個謙卑的例子
[00:11:33.700 --> 00:11:36.700]  所以我們從這一點見到
[00:11:36.700 --> 00:11:38.700]  有很多人很多時候
[00:11:38.700 --> 00:11:42.700]  我們以為人以為自己有財富就開心
[00:11:42.700 --> 00:11:44.700]  以為自己有美貌
[00:11:44.700 --> 00:11:46.700]  以為自己有聰明
[00:11:46.700 --> 00:11:48.700]  其實不是的
[00:11:48.700 --> 00:11:50.700]  原來一個驕傲的人
[00:11:50.700 --> 00:11:52.700]  是因為自己比別人更富有
[00:11:52.700 --> 00:11:55.700]  自己比別人更帥或者更美
[00:11:55.700 --> 00:11:59.700]  自己比別人更加聰明而開心
[00:11:59.700 --> 00:12:01.700]  所以我們見到
[00:12:01.700 --> 00:12:03.700]  第二點就是
[00:12:03.700 --> 00:12:07.700]  一個驕傲的人是看自己比別人強
[00:12:07.700 --> 00:12:09.700]  而反映出來的
[00:12:09.700 --> 00:12:12.700]  就是一個很喜歡和別人比較的人
[00:12:12.700 --> 00:12:14.700]  除了一個驕傲的人
[00:12:14.700 --> 00:12:16.700]  他是不依靠神
[00:12:16.700 --> 00:12:18.700]  他是覺得自己比別人強
[00:12:18.700 --> 00:12:22.700]  還有第三點就是他不承認自己的錯誤
[00:12:22.700 --> 00:12:24.700]  一個驕傲的人
[00:12:24.700 --> 00:12:27.700]  因為自己犯了錯而覺得很不耐煩
[00:12:27.700 --> 00:12:29.700]  他會給你很多的藉口
[00:12:29.700 --> 00:12:30.700]  很多的原因
[00:12:30.700 --> 00:12:32.700]  為什麼他這樣做
[00:12:32.700 --> 00:12:35.700]  原因他想是遮掩他自己的錯誤
[00:12:35.700 --> 00:12:37.700]  他不會是道歉
[00:12:37.700 --> 00:12:38.700]  也不會是認錯
[00:12:38.700 --> 00:12:40.700]  一個驕傲的人
[00:12:40.700 --> 00:12:42.700]  是一個很要面子的人
[00:12:42.700 --> 00:12:44.700]  林肯總統
[00:12:44.700 --> 00:12:47.700]  我今天講了很多林肯總統的故事
[00:12:47.700 --> 00:12:49.700]  當林肯做總統之前
[00:12:49.700 --> 00:12:51.700]  他原來是一個律師
[00:12:51.700 --> 00:12:53.700]  他有一次有一個有錢人來
[00:12:53.700 --> 00:12:56.700]  請他幫自己打官司
[00:12:56.700 --> 00:12:58.700]  有人欠了他兩個半
[00:12:58.700 --> 00:13:02.700]  他想叫林肯總統來幫他告對方
[00:13:02.700 --> 00:13:05.700]  咦?你說兩個半?
[00:13:05.700 --> 00:13:06.700]  那麼少錢?
[00:13:06.700 --> 00:13:09.700]  我們現在講的是差不多200年前
[00:13:09.700 --> 00:13:11.700]  這兩個半當然不是兩個半
[00:13:11.700 --> 00:13:13.700]  可能是250元、2500元
[00:13:13.700 --> 00:13:15.700]  但是林肯跟他說
[00:13:15.700 --> 00:13:17.700]  你怎麼都好不怕算
[00:13:17.700 --> 00:13:20.700]  我收你的律師費都更貴了
[00:13:20.700 --> 00:13:25.700]  但是這個人堅持要林肯幫他來告對方
[00:13:25.700 --> 00:13:26.700]  所以林肯說好
[00:13:26.700 --> 00:13:27.700]  我收你10元
[00:13:27.700 --> 00:13:28.700]  這個人很開心
[00:13:28.700 --> 00:13:30.700]  好 10元就10元
[00:13:30.700 --> 00:13:32.700]  我們見到有問題了
[00:13:32.700 --> 00:13:35.700]  你給10元去拿回兩個半
[00:13:35.700 --> 00:13:37.700]  結果林肯怎麼做
[00:13:37.700 --> 00:13:39.700]  他去找被告
[00:13:39.700 --> 00:13:42.700]  他說我給你5元
[00:13:42.700 --> 00:13:45.700]  你把兩個半給原告
[00:13:45.700 --> 00:13:46.700]  你認罪
[00:13:46.700 --> 00:13:48.700]  把兩個半給原告
[00:13:48.700 --> 00:13:52.700]  然後其餘兩個半你代代平安
[00:13:52.700 --> 00:13:54.700]  那個被告說
[00:13:54.700 --> 00:13:56.700]  哪裡這麼大只蟑螂在街上跳
[00:13:56.700 --> 00:13:58.700]  我在哪裡簽名?
[00:13:58.700 --> 00:14:00.700]  他說一口就答應了
[00:14:00.700 --> 00:14:02.700]  於是就打贏了這場官司
[00:14:02.700 --> 00:14:05.700]  那個原告開心到不得了
[00:14:05.700 --> 00:14:09.700]  但是最有趣的就是林肯是一個很誠實的人
[00:14:09.700 --> 00:14:13.700]  他最後也是告訴原告發生了什麼事
[00:14:13.700 --> 00:14:15.700]  他說我把5元給了被告
[00:14:15.700 --> 00:14:17.700]  他收了你兩個半
[00:14:17.700 --> 00:14:19.700]  還給了你兩個半
[00:14:19.700 --> 00:14:21.700]  啊
[00:14:21.700 --> 00:14:24.700]  很多人認為這個原告會很生氣
[00:14:24.700 --> 00:14:26.700]  不是的
[00:14:26.700 --> 00:14:27.700]  他很開心
[00:14:27.700 --> 00:14:28.700]  他一樣這麼開心
[00:14:28.700 --> 00:14:29.700]  原因是什麼?
[00:14:29.700 --> 00:14:32.700]  因為他罪憂之意不在酒
[00:14:32.700 --> 00:14:36.700]  他根本不是因為那些錢銀的問題
[00:14:36.700 --> 00:14:38.700]  所以他根本不自在
[00:14:38.700 --> 00:14:39.700]  他要的是什麼?
[00:14:39.700 --> 00:14:41.700]  他要的是打贏那場官司
[00:14:41.700 --> 00:14:43.700]  他要讓人看到他是對的
[00:14:43.700 --> 00:14:44.700]  他贏了
[00:14:44.700 --> 00:14:47.700]  這個是面子的問題
[00:14:47.700 --> 00:14:53.700]  我們說了三點是驕傲的特徵
[00:14:53.700 --> 00:14:54.700]  如果你記得的話
[00:14:54.700 --> 00:14:58.700]  一個驕傲的人就是一個不依靠神能力的人
[00:14:58.700 --> 00:15:01.700]  他反映出來就是缺少土稿
[00:15:01.700 --> 00:15:05.700]  一個驕傲的人就覺得自己比別人強
[00:15:05.700 --> 00:15:08.700]  反映出來他喜歡和別人比較
[00:15:08.700 --> 00:15:12.700]  一個不承認自己錯誤的人也是驕傲
[00:15:12.700 --> 00:15:16.700]  反映出來的行為就是他很要面子
[00:15:16.700 --> 00:15:21.700]  說完之後我會說五個有關驕傲的因果
[00:15:21.700 --> 00:15:23.700]  為什麼會是因果呢?
[00:15:23.700 --> 00:15:26.700]  頭頭那兩個是一個驕傲的原因
[00:15:26.700 --> 00:15:29.700]  一個驕傲的人是藐視神的人
[00:15:29.700 --> 00:15:33.700]  一個驕傲的人的驕傲是出於他的內心
[00:15:33.700 --> 00:15:40.700]  然後我們會說三點是驕傲的結果
[00:15:40.700 --> 00:15:43.700]  一個驕傲會使別人分裂
[00:15:43.700 --> 00:15:47.700]  驕傲會使別人招致羞恥
[00:15:47.700 --> 00:15:51.700]  驕傲可能會使人招致滅亡
[00:15:51.700 --> 00:15:54.700]  我們一起來看看第一點
[00:15:54.700 --> 00:15:57.700]  就是驕傲是藐視神
[00:15:57.700 --> 00:16:00.700]  在《針言》的六章十六至十九節
[00:16:00.700 --> 00:16:03.700]  「惟耶和華所恨惡的是有六樣
[00:16:03.700 --> 00:16:06.700]  連他所憎惡的共有七樣
[00:16:06.700 --> 00:16:11.700]  就是高傲的眼、煞方的舌、流無辜人血的手
[00:16:11.700 --> 00:16:15.700]  圖謀惡計的心、非跑恨惡的腳、
[00:16:15.700 --> 00:16:20.700]  吐謊言的假見證、並帝興宗、暴散紛爭的人」
[00:16:20.700 --> 00:16:24.700]  我們上一次講舌頭的智慧的時候
[00:16:24.700 --> 00:16:25.700]  我們也說過
[00:16:25.700 --> 00:16:27.700]  在這七樣東西當中
[00:16:27.700 --> 00:16:30.700]  有三樣是神所憎恨的
[00:16:30.700 --> 00:16:32.700]  都是與我們的舌頭有關
[00:16:32.700 --> 00:16:35.700]  但今天所講的是高傲的眼
[00:16:35.700 --> 00:16:40.700]  是一個驕傲的人居然排在第一位
[00:16:40.700 --> 00:16:44.700]  也就是說這一樣是神所最憎惡
[00:16:44.700 --> 00:16:46.700]  在《針言》的十六章五節
[00:16:46.700 --> 00:16:51.700]  「凡心裡驕傲的惟耶和華所憎惡」
[00:16:51.700 --> 00:16:54.700]  這是非常非常嚴厲的話
[00:16:54.700 --> 00:16:55.700]  也就是告訴你
[00:16:55.700 --> 00:16:57.700]  如果你是驕傲的話
[00:16:57.700 --> 00:16:58.700]  神是抵擋你
[00:16:58.700 --> 00:17:00.700]  神是憎恨你
[00:17:00.700 --> 00:17:04.700]  為什麼神是這麼憎恨驕傲的人
[00:17:04.700 --> 00:17:05.700]  原因很簡單
[00:17:05.700 --> 00:17:09.700]  因為當罪進入這個世界
[00:17:09.700 --> 00:17:11.700]  當撒旦墮落的時候
[00:17:11.700 --> 00:17:14.700]  原因就是因為驕傲
[00:17:14.700 --> 00:17:17.700]  撒旦本來是美麗的天使
[00:17:17.700 --> 00:17:19.700]  他是明亮之星
[00:17:19.700 --> 00:17:20.700]  他是祖神之子
[00:17:20.700 --> 00:17:21.700]  但很可惜
[00:17:21.700 --> 00:17:24.700]  他要高舉自己的寶座
[00:17:24.700 --> 00:17:26.700]  在眾星而上
[00:17:26.700 --> 00:17:28.700]  他要和神來比較
[00:17:28.700 --> 00:17:30.700]  他要成為神
[00:17:30.700 --> 00:17:32.700]  所以他墮落了
[00:17:32.700 --> 00:17:38.700]  這件事是記載在《異賽亞書》的十四章
[00:17:38.700 --> 00:17:40.700]  而撒旦墮落之後
[00:17:40.700 --> 00:17:41.700]  他的罪惡的世界
[00:17:41.700 --> 00:17:45.700]  也都是建立在驕傲的上高
[00:17:45.700 --> 00:17:49.700]  他也希望所有的人都和他一樣驕傲
[00:17:49.700 --> 00:17:51.700]  以致他們都會一樣墮落
[00:17:51.700 --> 00:17:54.700]  他就是因為這樣
[00:17:54.700 --> 00:17:57.700]  引入亞當和夏娃
[00:17:57.700 --> 00:18:01.700]  在創世紀的二章四節至三章二十四節
[00:18:01.700 --> 00:18:03.700]  我們見到人類的墮落
[00:18:03.700 --> 00:18:06.700]  亞當和夏娃吃了禁果
[00:18:06.700 --> 00:18:09.700]  但問題不是在禁果的上高
[00:18:09.700 --> 00:18:11.700]  而是在背後
[00:18:11.700 --> 00:18:13.700]  撒旦和夏娃說
[00:18:13.700 --> 00:18:15.700]  你吃了禁果
[00:18:15.700 --> 00:18:17.700]  你的眼睛就會明亮
[00:18:17.700 --> 00:18:20.700]  你就會像神一樣知道善惡
[00:18:20.700 --> 00:18:22.700]  這才是最重要的
