
[00:00:00.000 --> 00:00:04.000]  聽著 各位早安
[00:07:12.000 --> 00:07:16.000]  不能夠做正常人做的事
[00:07:16.000 --> 00:07:18.000]  他反而很正氣
[00:07:18.000 --> 00:07:22.000]  但是就將大衛的計劃
[00:07:22.000 --> 00:07:27.000]  一盤水潑在大衛的頭上
[00:07:27.000 --> 00:07:29.000]  大衛又要再想辦法
[00:07:29.000 --> 00:07:30.000]  再進一步
[00:07:30.000 --> 00:07:31.000]  原先是掩蓋的
[00:07:31.000 --> 00:07:33.000]  然後就殺了
[00:07:33.000 --> 00:07:39.000]  約克亞調大衛 叫烏尼亞上前線
[00:07:39.000 --> 00:07:41.000]  攻城牆的時候
[00:07:41.000 --> 00:07:43.000]  就走到城牆下面
[00:07:43.000 --> 00:07:44.000]  表彰他成功了
[00:07:44.000 --> 00:07:45.000]  讓他立功
[00:07:45.000 --> 00:07:47.000]  約克亞當然知道大衛想做什麼
[00:07:47.000 --> 00:07:51.000]  約克亞其實是知道了大衛所有的秘密
[00:07:51.000 --> 00:07:55.000]  所以後來約克亞的下場
[00:07:55.000 --> 00:07:57.000]  都是到了所羅門的時候
[00:07:57.000 --> 00:07:59.000]  不是大衛的時候
[00:07:59.000 --> 00:08:02.000]  結果烏尼亞就做了戰豬
[00:08:02.000 --> 00:08:04.000]  死了
[00:08:04.000 --> 00:08:09.000]  上帝就差遣先知拿丹
[00:08:09.000 --> 00:08:10.000]  你可以問的
[00:08:10.000 --> 00:08:11.000]  其實我們讀聖經
[00:08:11.000 --> 00:08:14.000]  你讀《撒慕爾的下》
[00:08:14.000 --> 00:08:15.000]  你永遠可以問
[00:08:15.000 --> 00:08:18.000]  為什麼上帝不制止大衛
[00:08:18.000 --> 00:08:21.000]  為什麼做了發生了這些事之後
[00:08:21.000 --> 00:08:27.000]  先知拿丹去說故事給你聽
[00:08:27.000 --> 00:08:29.000]  指出他所犯的罪
[00:08:29.000 --> 00:08:31.000]  我們永遠都可以問這些問題
[00:08:31.000 --> 00:08:33.000]  也都沒有答案
[00:08:33.000 --> 00:08:36.000]  也不是完全沒有
[00:08:36.000 --> 00:08:38.000]  我們所做的事
[00:08:38.000 --> 00:08:40.000]  始終人都是要負責
[00:08:40.000 --> 00:08:42.000]  大衛自己明白的
[00:08:42.000 --> 00:08:47.000]  所以剛才我們讀的經文裡面
[00:08:47.000 --> 00:08:48.000]  第十一節
[00:08:48.000 --> 00:08:50.000]  51篇的第十一節
[00:08:50.000 --> 00:08:51.000]  不要刁棄我
[00:08:51.000 --> 00:08:53.000]  使我離開你的面
[00:08:53.000 --> 00:08:57.000]  不要從我那裡收回你的聖靈
[00:08:57.000 --> 00:09:00.000]  不要從我那裡收回上帝你的靈
[00:09:00.000 --> 00:09:02.000]  其實大衛明白一點
[00:09:02.000 --> 00:09:04.000]  當他做的時候
[00:09:04.000 --> 00:09:05.000]  他在想什麼
[00:09:05.000 --> 00:09:06.000]  他要掩蓋的時候
[00:09:06.000 --> 00:09:08.000]  他在想其實他上面看到的時候
[00:09:08.000 --> 00:09:10.000]  將拔士巴接過來的時候
[00:09:10.000 --> 00:09:12.000]  他在想什麼
[00:09:12.000 --> 00:09:14.000]  發生事情之後
[00:09:14.000 --> 00:09:16.000]  他想掩蓋又在想什麼
[00:09:16.000 --> 00:09:17.000]  然後他想殺人
[00:09:17.000 --> 00:09:18.000]  動殺機
[00:09:18.000 --> 00:09:20.000]  吊阿烏尼亞上前線
[00:09:20.000 --> 00:09:21.000]  他又在想什麼
[00:09:21.000 --> 00:09:23.000]  他在想的過程裡面
[00:09:23.000 --> 00:09:26.000]  他有沒有掙扎呢
[00:09:26.000 --> 00:09:28.000]  我懷疑他是有的
[00:09:28.000 --> 00:09:29.000]  起碼在這裡說
[00:09:29.000 --> 00:09:34.000]  求你不要從我那裡收回你的聖靈
[00:09:34.000 --> 00:09:38.000]  大衛認為人能夠向善
[00:09:38.000 --> 00:09:41.000]  其中一個很主要的原因
[00:09:41.000 --> 00:09:42.000]  都是因為上帝的靈
[00:09:42.000 --> 00:09:45.000]  在我們當中和我們角力
[00:09:45.000 --> 00:09:49.000]  不是說人完全沒有善的可能
[00:09:49.000 --> 00:09:52.000]  而是人是一個很複雜的東西
[00:09:52.000 --> 00:09:53.000]  我們可以
[00:09:53.000 --> 00:09:56.000]  如果你看你自己是走錯路
[00:09:56.000 --> 00:10:00.000]  不只是說你坐地鐵不讓位
[00:10:00.000 --> 00:10:03.000]  那些我也不理會
[00:10:03.000 --> 00:10:07.000]  而是你真的明顯的犯錯
[00:10:07.000 --> 00:10:12.000]  你看看你內心裡面的過程是怎麼樣
[00:10:12.000 --> 00:10:13.000]  不是你沒有掙扎
[00:10:13.000 --> 00:10:15.000]  我懷疑如果你是我這樣
[00:10:15.000 --> 00:10:16.000]  怎麼也會有掙扎
[00:10:16.000 --> 00:10:19.000]  有些意識是不應該做
[00:10:19.000 --> 00:10:24.000]  或者是你也想拖延一下
[00:10:24.000 --> 00:10:25.000]  想清楚一下
[00:10:25.000 --> 00:10:29.000]  但是當你把意識放下的時候
[00:10:29.000 --> 00:10:32.000]  敲了槌 打了槌 砰一聲
[00:10:32.000 --> 00:10:33.000]  意識就不在了
[00:10:33.000 --> 00:10:35.000]  你就去做了
[00:10:35.000 --> 00:10:37.000]  人其實很複雜
[00:10:37.000 --> 00:10:40.000]  但是大衛理解成
[00:10:40.000 --> 00:10:42.000]  裡面內心的掙扎
[00:10:42.000 --> 00:10:44.000]  其中一個很重要的元素
[00:10:44.000 --> 00:10:48.000]  是上帝的靈在我們生命當中提醒我們
[00:10:48.000 --> 00:10:51.000]  上帝的靈的聲音警惕我們
[00:10:51.000 --> 00:10:53.000]  很多時候上帝靈的聲音
[00:10:53.000 --> 00:10:55.000]  和我們自己的良心的掙扎
[00:10:55.000 --> 00:10:57.000]  我們自己有成長背景
[00:10:57.000 --> 00:10:59.000]  我們有upbringing
[00:10:59.000 --> 00:11:00.000]  會被社會化
[00:11:00.000 --> 00:11:06.000]  對某些事情會有敏感度
[00:11:06.000 --> 00:11:08.000]  未必一定是和上帝的靈有關
[00:11:08.000 --> 00:11:11.000]  我之前也用過這個例子
[00:11:11.000 --> 00:11:13.000]  內地人來香港
[00:11:13.000 --> 00:11:15.000]  看到香港人最留意到的
[00:11:15.000 --> 00:11:17.000]  就是香港人喜歡排隊
[00:11:17.000 --> 00:11:19.000]  香港人如果你不排隊
[00:11:19.000 --> 00:11:20.000]  你問我自己
[00:11:20.000 --> 00:11:22.000]  如果我不排隊
[00:11:22.000 --> 00:11:24.000]  如果我是打尖的話
[00:11:24.000 --> 00:11:26.000]  我是需要一個很大的動力
[00:11:26.000 --> 00:11:27.000]  說服自己
[00:11:27.000 --> 00:11:29.000]  我明顯知道自己是不對的
[00:11:29.000 --> 00:11:31.000]  如果我打尖的話
[00:11:31.000 --> 00:11:33.000]  我側側膊這樣
[00:11:33.000 --> 00:11:35.000]  然後嘿嘿嘿
[00:11:35.000 --> 00:11:36.000]  嘿嘿嘿
[00:11:36.000 --> 00:11:38.000]  那就是你自己有事
[00:11:38.000 --> 00:11:39.000]  小朋友最厲害
[00:11:39.000 --> 00:11:41.000]  你網上的片
[00:11:41.000 --> 00:11:43.000]  連狗都會這樣
[00:11:43.000 --> 00:11:45.000]  狗咬爛你的東西
[00:11:45.000 --> 00:11:47.000]  你回來就這樣
[00:11:47.000 --> 00:11:49.000]  對著牠好像是這樣的
[00:11:49.000 --> 00:11:51.000]  動物都會這樣
[00:11:51.000 --> 00:11:53.000]  這我們不知道
[00:11:53.000 --> 00:11:54.000]  但無論如何
[00:11:54.000 --> 00:11:56.000]  你知道的
[00:11:56.000 --> 00:11:59.000]  你都要跨過一個高峰
[00:11:59.000 --> 00:12:02.000]  你要做某件錯事
[00:12:02.000 --> 00:12:03.000]  都要跨過一個高峰
[00:12:03.000 --> 00:12:05.000]  然後下去容易了
[00:12:05.000 --> 00:12:06.000]  你過了一個位置
[00:12:06.000 --> 00:12:08.000]  你就會做的
[00:12:08.000 --> 00:12:09.000]  那掙扎位置
[00:12:09.000 --> 00:12:11.000]  你要上山的掙扎位置
[00:12:11.000 --> 00:12:14.000]  未必一定是上帝的靈和我們角力
[00:12:14.000 --> 00:12:15.000]  很多時候我們upbringing
[00:12:15.000 --> 00:12:17.000]  打不打尖上帝的靈
[00:12:17.000 --> 00:12:19.000]  我懷疑照理說不會管的
[00:12:19.000 --> 00:12:20.000]  不管了
[00:12:20.000 --> 00:12:21.000]  我懷疑而已
[00:12:21.000 --> 00:12:23.000]  但很明顯是和我們的社會化
[00:12:23.000 --> 00:12:25.000]  和我們upbringing有關係
[00:12:25.000 --> 00:12:27.000]  因為換了另一個地方
[00:12:27.000 --> 00:12:29.000]  想都不想就擠過去
[00:12:29.000 --> 00:12:30.000]  根本沒有排隊
[00:12:30.000 --> 00:12:32.000]  自然就沒有打尖的了
[00:12:32.000 --> 00:12:33.000]  是不是
[00:12:33.000 --> 00:12:35.000]  所以有些東西是混在一起
[00:12:35.000 --> 00:12:36.000]  分不開
[00:12:36.000 --> 00:12:38.000]  但是大衛仍然
[00:12:38.000 --> 00:12:39.000]  我們也不能忽略
[00:12:39.000 --> 00:12:42.000]  上帝的靈在我們身邊的角力
[00:12:42.000 --> 00:12:43.000]  上帝的提醒
[00:12:43.000 --> 00:12:45.000]  有些東西和我們的成長
[00:12:45.000 --> 00:12:47.000]  沒有什麼關係
[00:12:47.000 --> 00:12:49.000]  但是仍然是
[00:12:49.000 --> 00:12:51.000]  刺著我們
[00:12:51.000 --> 00:12:53.000]  提醒我們
[00:12:53.000 --> 00:12:55.000]  所以在創世紀的時候
[00:12:55.000 --> 00:12:56.000]  當上帝說
[00:12:56.000 --> 00:12:57.000]  從那天開始
[00:12:57.000 --> 00:12:59.000]  我再不和人爭持
[00:12:59.000 --> 00:13:01.000]  人的情況就每況愈下了
[00:13:01.000 --> 00:13:06.000]  巴別塔的事情的前後
[00:13:06.000 --> 00:13:08.000]  人的情況到了一個地步
[00:13:08.000 --> 00:13:09.000]  惡劣到一個地步
[00:13:09.000 --> 00:13:11.000]  上帝就要毀滅世界
[00:13:11.000 --> 00:13:15.000]  起碼大衛
[00:13:15.000 --> 00:13:18.000]  你知道大衛是三部曲的
[00:13:18.000 --> 00:13:19.000]  他犯的罪
[00:13:19.000 --> 00:13:21.000]  最終去到殺人
[00:13:21.000 --> 00:13:23.000]  那丹說的故事
[00:13:23.000 --> 00:13:24.000]  那丹的故事
[00:13:24.000 --> 00:13:25.000]  很簡單
[00:13:25.000 --> 00:13:26.000]  他說的故事
[00:13:26.000 --> 00:13:27.000]  那丹要叛君如叛婦
[00:13:27.000 --> 00:13:29.000]  都不能直接說皇帝下
[00:13:29.000 --> 00:13:30.000]  你犯罪
[00:13:30.000 --> 00:13:32.000]  都不能直接這麼說
[00:13:32.000 --> 00:13:36.000]  上帝有大衛這樣做
[00:13:36.000 --> 00:13:37.000]  我們可以問這個問題
[00:13:37.000 --> 00:13:38.000]  但是
[00:13:38.000 --> 00:13:40.000]  最終我們都相信
[00:13:40.000 --> 00:13:41.000]  上帝的靈
[00:13:41.000 --> 00:13:44.000]  在大衛心中是有覺歷過的
[00:13:44.000 --> 00:13:46.000]  不過大衛是一意孤行
[00:13:46.000 --> 00:13:48.000]  所以他詩歌裏面
[00:13:48.000 --> 00:13:49.000]  就說
[00:13:49.000 --> 00:13:50.000]  你和我覺歷過
[00:13:50.000 --> 00:13:51.000]  我知道的
[00:13:51.000 --> 00:13:53.000]  我一意孤行
[00:13:53.000 --> 00:13:56.000]  你不要因為我一意孤行了三次
[00:13:56.000 --> 00:13:58.000]  你就不再和我覺歷
[00:13:58.000 --> 00:14:00.000]  將你的靈收走
[00:14:00.000 --> 00:14:02.000]  我懷疑大衛是知道
[00:14:02.000 --> 00:14:03.000]  所以這裡加一句
[00:14:03.000 --> 00:14:06.000]  是這樣的祈求
[00:14:06.000 --> 00:14:07.000]  所以我們又不能夠說
[00:14:07.000 --> 00:14:08.000]  去到最後
[00:14:08.000 --> 00:14:09.000]  什麼都做了
[00:14:09.000 --> 00:14:11.000]  才找那丹去
[00:14:11.000 --> 00:14:12.000]  和他說個故事
[00:14:12.000 --> 00:14:13.000]  指出他有罪
[00:14:13.000 --> 00:14:17.000]  我懷疑應該不能夠完全這麼說
[00:14:17.000 --> 00:14:18.000]  那丹說的故事
[00:14:18.000 --> 00:14:20.000]  就是說一個有錢人
[00:14:20.000 --> 00:14:21.000]  一個城市裏面一個有錢人
[00:14:21.000 --> 00:14:22.000]  一個窮人
[00:14:22.000 --> 00:14:23.000]  很簡單
[00:14:23.000 --> 00:14:24.000]  窮人一隻羊
[00:14:24.000 --> 00:14:25.000]  從小到大睡覺
[00:14:25.000 --> 00:14:27.000]  都和他女兒一起睡
[00:14:27.000 --> 00:14:28.000]  一起長大的
[00:14:28.000 --> 00:14:29.000]  有錢人
[00:14:29.000 --> 00:14:30.000]  有客人
[00:14:30.000 --> 00:14:32.000]  但是一意孤行
[00:14:32.000 --> 00:14:34.000]  見到隔壁窮人
[00:14:34.000 --> 00:14:35.000]  有一隻羊
[00:14:35.000 --> 00:14:36.000]  就搶了一隻羊
[00:14:36.000 --> 00:14:38.000]  就來宰了
[00:14:38.000 --> 00:14:40.000]  自己的大把牛羊
[00:14:40.000 --> 00:14:41.000]  就不厭
[00:14:41.000 --> 00:14:43.000]  就搶了窮人的羊
[00:14:43.000 --> 00:14:44.000]  就來厭客
[00:14:44.000 --> 00:14:46.000]  大衛都還沒聽完故事
[00:14:46.000 --> 00:14:47.000]  就已經說
[00:14:47.000 --> 00:14:48.000]  誰?這是誰?
[00:14:48.000 --> 00:14:50.000]  抓他們打三十大板
[00:14:50.000 --> 00:14:51.000]  那丹就說
[00:14:51.000 --> 00:14:53.000]  那就是你
[00:14:53.000 --> 00:14:57.000]  大衛馬上就醒覺
[00:14:57.000 --> 00:14:59.000]  那丹還沒完的
[00:14:59.000 --> 00:15:02.000]  大衛知道是在說他
[00:15:02.000 --> 00:15:03.000]  他認罪了
[00:15:03.000 --> 00:15:04.000]  那一刻就認罪了
[00:15:04.000 --> 00:15:07.000]  上帝還沒直接說完
[00:15:07.000 --> 00:15:09.000]  那丹就說
[00:15:09.000 --> 00:15:10.000]  既然你認了
[00:15:10.000 --> 00:15:11.000]  好
[00:15:11.000 --> 00:15:12.000]  我就繼續打釘子
[00:15:12.000 --> 00:15:14.000]  把你的棺材打掉
[00:15:14.000 --> 00:15:16.000]  上帝說了兩次
[00:15:16.000 --> 00:15:18.000]  為什麼你做這樣的事
[00:15:18.000 --> 00:15:20.000]  藐視我的律法
[00:15:20.000 --> 00:15:23.000]  你做皇帝
[00:15:23.000 --> 00:15:24.000]  你要女人
[00:15:24.000 --> 00:15:25.000]  你女人很多
[00:15:25.000 --> 00:15:29.000]  上帝直接說
[00:15:29.000 --> 00:15:30.000]  你的主人
[00:15:30.000 --> 00:15:31.000]  以前的蘇羅
[00:15:31.000 --> 00:15:32.000]  蘇羅是他的老闆
[00:15:32.000 --> 00:15:33.000]  對上的皇帝
[00:15:33.000 --> 00:15:34.000]  他服侍蘇羅
[00:15:34.000 --> 00:15:37.000]  你的主人的老婆
[00:15:37.000 --> 00:15:38.000]  都給了你
[00:15:38.000 --> 00:15:40.000]  他自己做皇帝之後
[00:15:40.000 --> 00:15:42.000]  打敗變雅敏之派
[00:15:42.000 --> 00:15:43.000]  猶大之派
[00:15:43.000 --> 00:15:45.000]  取締變雅敏之派之後
[00:15:45.000 --> 00:15:46.000]  你要的
[00:15:46.000 --> 00:15:47.000]  難道我不會給你嗎
[00:15:47.000 --> 00:15:48.000]  你是皇帝
[00:15:48.000 --> 00:15:50.000]  你想要什麼就有什麼
[00:15:50.000 --> 00:15:53.000]  為什麼你要做這樣的惡事
[00:15:53.000 --> 00:15:54.000]  你藐視我的律法
[00:15:54.000 --> 00:15:56.000]  然後再說多一次
[00:15:56.000 --> 00:15:57.000]  第二次
[00:15:57.000 --> 00:15:58.000]  第一次是藐視律法
[00:15:58.000 --> 00:16:00.000]  用藐視這個字
[00:16:00.000 --> 00:16:01.000]  你是皇帝
[00:16:01.000 --> 00:16:02.000]  你不懂律法
[00:16:02.000 --> 00:16:03.000]  你要抄死一份
[00:16:03.000 --> 00:16:05.000]  為什麼你藐視我的律法
[00:16:05.000 --> 00:16:07.000]  姦淫殺人
[00:16:07.000 --> 00:16:08.000]  第二
[00:16:08.000 --> 00:16:10.000]  為什麼你藐視我
[00:16:10.000 --> 00:16:13.000]  藐視律法是一件事
[00:16:13.000 --> 00:16:15.000]  藐視我就是關係上的事
[00:16:15.000 --> 00:16:18.000]  就是他直接和上帝的關係
[00:16:18.000 --> 00:16:20.000]  極大的破裂
[00:16:20.000 --> 00:16:22.000]  接著就說後果
[00:16:22.000 --> 00:16:25.000]  從此以後都建不會離開你的家
[00:16:25.000 --> 00:16:29.000]  沒辦法
[00:16:29.000 --> 00:16:30.000]  結果就是這樣
[00:16:30.000 --> 00:16:32.000]  大衛在傳統上的詩篇
[00:16:32.000 --> 00:16:34.000]  大衛的詩篇就寫了這篇詩篇
[00:16:34.000 --> 00:16:35.000]  我懷疑
[00:16:35.000 --> 00:16:37.000]  我懷疑應該是大衛寫的
[00:16:37.000 --> 00:16:40.000]  雖然標題往往是後加的
[00:16:40.000 --> 00:16:43.000]  不是聖經的一部分
[00:16:43.000 --> 00:16:46.000]  大衛就在這裡很明顯是認罪
[00:16:46.000 --> 00:16:48.000]  這篇詩篇你讀的時候
[00:16:48.000 --> 00:16:50.000]  我不知道你讀的時候有什麼感覺
[00:16:50.000 --> 00:16:51.000]  當然說到認罪
[00:16:51.000 --> 00:16:55.000]  我們都是要認的
[00:16:55.000 --> 00:16:59.000]  原則性地我們全部都是罪人
[00:16:59.000 --> 00:17:03.000]  你說自己不是完全的
[00:17:03.000 --> 00:17:04.000]  總是沒有錯的
[00:17:04.000 --> 00:17:06.000]  你說自己不是完全的
[00:17:06.000 --> 00:17:07.000]  總是願意
[00:17:07.000 --> 00:17:09.000]  都說得出來的
[00:17:09.000 --> 00:17:11.000]  和人吵架的時候
[00:17:11.000 --> 00:17:13.000]  我就不是最厲害的那個
[00:17:13.000 --> 00:17:14.000]  不過你都沒有這樣
[00:17:14.000 --> 00:17:15.000]  我們都會認的
[00:17:15.000 --> 00:17:17.000]  認我不是最厲害的那個
[00:17:17.000 --> 00:17:19.000]  都不是完全的
[00:17:19.000 --> 00:17:21.000]  但是我讀的時候
[00:17:21.000 --> 00:17:24.000]  我自己很深刻的感受
[00:17:24.000 --> 00:17:26.000]  是有兩方面
[00:17:26.000 --> 00:17:28.000]  第一方面是牽涉到我們現在這個社會的
[00:17:28.000 --> 00:17:31.000]  我們現在這個社會是不喜歡認錯的
[00:17:31.000 --> 00:17:34.000]  高官都知道的
[00:17:34.000 --> 00:17:37.000]  我們這個社會是問責的社會
[00:17:37.000 --> 00:17:40.000]  但是問責下卻不認錯的
[00:17:40.000 --> 00:17:43.000]  問責又不認錯是什麼意思呢
