
[00:00:00.000 --> 00:00:09.000]  我回到CCAC之後,我發現自己是很偏心的
[00:09:00.000 --> 00:09:06.000]  他們在台階上越來越接近神,來唱出的詩歌
[00:09:06.000 --> 00:09:16.000]  還有一個可能性就是以色列百姓的漁民,他們在被擄回歸的時候所唱的詩歌
[00:09:16.000 --> 00:09:23.000]  這個也有根據,就是C篇126篇,就是這個意思
[00:09:23.000 --> 00:09:32.000]  當這班漁民越來越接近耶路撒冷,越來越接近聖殿,他們不斷地唱這些詩歌
[00:09:32.000 --> 00:09:42.000]  今天要和大家說,C篇128篇,怎樣能夠做一個好的爸爸
[00:09:42.000 --> 00:09:48.000]  要做一個好人不是容易,要做一個好的丈夫更加難
[00:09:48.000 --> 00:09:54.000]  要做一個好的爸爸是難上加難,非常之困難
[00:09:54.000 --> 00:10:03.000]  但是不用怕,C篇128篇是教我們怎樣能夠做一個好的爸爸,一個夢神喜悅的爸爸
[00:10:03.000 --> 00:10:13.000]  一開始經文就說有福,福這個字原文是偶數,偶數的意思就是多於一個祝福
[00:10:13.000 --> 00:10:21.000]  我在說登山寶墳的時候,說八福也說過,福這個字是代表喜樂
[00:10:21.000 --> 00:10:29.000]  所以這裏讓我們看到,就是有雙重的福氣,是有雙重的喜樂
[00:10:29.000 --> 00:10:37.000]  中國人也很喜歡雙重的喜樂,我們時時都說什麼?雙喜臨門
[00:10:37.000 --> 00:10:43.000]  我以前很喜歡打乒乓球,為什麼以前喜歡,現在不喜歡?
[00:10:43.000 --> 00:10:49.000]  不是說現在不喜歡,我中了風之後,眼和手的correlation出現了問題
[00:10:49.000 --> 00:10:55.000]  所以現在打乒乓球是廢了,打不成,以前我打得很好
[00:10:55.000 --> 00:11:03.000]  我以前很喜歡打乒乓球的時候,有一種乒乓球的用具叫做紅雙喜,是大陸做的
[00:11:03.000 --> 00:11:09.000]  你看到中國人真的很喜歡雙喜,雙喜臨門紅雙喜
[00:11:09.000 --> 00:11:20.000]  C篇128篇告訴我們,我們怎樣能夠做爸爸,怎樣能夠得到雙重的福氣,怎樣能夠得到雙重的喜樂
[00:11:20.000 --> 00:11:28.000]  但是如果我們做得不好的時候,可能會有雙重的悲哀,雙重的痛苦
[00:11:28.000 --> 00:11:34.000]  今天讓我們看到經文告訴我們,一共有五點
[00:11:34.000 --> 00:11:43.000]  第一點就是一個屬靈的爸爸的品格,第二點就是一個屬靈的爸爸要知足
[00:11:43.000 --> 00:11:48.000]  第三點告訴我們,這個屬靈的爸爸的妻子是怎樣的
[00:11:48.000 --> 00:11:54.000]  而第四點告訴我們,一個屬靈的爸爸的子女是怎樣的
[00:11:54.000 --> 00:12:01.000]  最後告訴我們,一個屬靈的爸爸是會得到神的祝福,得到從神而來的福氣
[00:12:01.000 --> 00:12:05.000]  我們先看第一點,就是屬靈的品格
[00:12:05.000 --> 00:12:14.000]  在C篇128篇的第一節,說犯敬畏惹禍,說遵行他道的人便為有福
[00:12:14.000 --> 00:12:19.000]  一個好的爸爸,要成為一個喜樂的爸爸
[00:12:19.000 --> 00:12:25.000]  一個好的爸爸,喜樂的爸爸,為什麼能夠得到喜樂呢?
[00:12:25.000 --> 00:12:32.000]  他是一個敬畏神的人,所以喜樂的源頭是從敬畏神而來
[00:12:32.000 --> 00:12:37.000]  很多時候我們都會說,喜樂的源頭是什麼?
[00:12:37.000 --> 00:12:42.000]  有一段好的婚姻,一段好的婚姻便能夠喜樂
[00:12:42.000 --> 00:12:48.000]  有人說是前才,也有人說是健康
[00:12:48.000 --> 00:12:51.000]  就算今時今日有很多的基督徒都會這樣說
[00:12:51.000 --> 00:12:55.000]  每一件都是假的,健康才是最重要的
[00:12:55.000 --> 00:13:01.000]  但是聖經不是這樣說的,也不是名利,也不是成功
[00:13:01.000 --> 00:13:06.000]  聖經說什麼?喜樂的源頭是敬畏神
[00:13:06.000 --> 00:13:10.000]  我們要愛神,我們要敬畏神
[00:13:10.000 --> 00:13:16.000]  有人說,咦?你又說要愛神,那怎麼可以敬畏神?
[00:13:16.000 --> 00:13:21.000]  愛神和敬畏神絕對不是互相有抵觸
[00:13:21.000 --> 00:13:25.000]  我爸爸在生的時候,我很怕我爸爸,我非常害怕
[00:13:25.000 --> 00:13:31.000]  但是我很愛我爸爸,兩者是可以並存的
[00:13:31.000 --> 00:13:36.000]  我是一個讀科學的人,所以我想不通的東西
[00:13:36.000 --> 00:13:41.000]  我很喜歡想回我的背景,我的科學,我做太空工程的
[00:13:41.000 --> 00:13:51.000]  所以我想到愛神和敬畏神就好像地心吸力和離心力
[00:13:51.000 --> 00:13:57.000]  什麼叫地心吸力和離心力?地球可以圍繞著太陽來運行
[00:13:57.000 --> 00:14:01.000]  因為有地心吸力,也因為有離心力
[00:14:01.000 --> 00:14:09.000]  我們知道地球和太陽中間是有吸力的,就是地心吸力,因為有重量
[00:14:09.000 --> 00:14:17.000]  如果地球停止行走的時候,肯定被太陽吸進去撞太陽,這就大件事
[00:14:17.000 --> 00:14:21.000]  但是有離心力,因為它不斷地在運行
[00:14:21.000 --> 00:14:26.000]  就好像你將石頭綁著它,然後你在旋轉的時候
[00:14:26.000 --> 00:14:33.000]  你會發覺石頭是一個圓圈,就好像地球圍繞著太陽
[00:14:33.000 --> 00:14:42.000]  那條繩是拉到全都走的,為什麼會拉到全都走?因為不是拉著的話,石頭就飛出去了
[00:14:42.000 --> 00:14:50.000]  你看到一件事在運行,在旋轉的時候,有一個離心力使它離開中間
[00:14:50.000 --> 00:15:00.000]  但是也有地心吸力吸回來,這就好像愛神和敬畏神
[00:15:00.000 --> 00:15:04.000]  神的屬性有很多屬性,使我們很敬畏它
[00:15:04.000 --> 00:15:12.000]  例如神的聖潔是不可侵犯,例如祂是公義的,最一定要得到審判
[00:15:12.000 --> 00:15:17.000]  例如神是怒氣的,這一切都是使我們卻而遠之
[00:15:17.000 --> 00:15:20.000]  我們看到神就害怕了,敬畏神
[00:15:20.000 --> 00:15:28.000]  但是神的屬性也有吸引我們的地方,就是祂的愛,就是祂的憐憫
[00:15:28.000 --> 00:15:32.000]  祂愛我們,愛到連祂的獨身子也賜給我們
[00:15:32.000 --> 00:15:43.000]  就是這兩股力量平衡著,就好像地心吸力和離心力的平衡,以至地球可以圍繞著太陽來行走
[00:15:43.000 --> 00:15:52.000]  我們就是因為有愛神的心和敬畏神的心,兩者在平衡著,以至我們能夠走在神的道路上高
[00:15:52.000 --> 00:16:01.000]  能夠走在神的旨意上高,兩者是平衡著,你越是愛神的時候,你越會敬畏它
[00:16:01.000 --> 00:16:07.000]  你越是敬畏它的時候,你越是會愛神,兩者不可缺一
[00:16:07.000 --> 00:16:12.000]  一個屬靈的爸爸,他是有敬畏神的心
[00:16:12.000 --> 00:16:21.000]  我講敬畏神,我不是說要做一個完美的爸爸,世界上沒有人是完美的爸爸
[00:16:21.000 --> 00:16:29.000]  我兩個女兒就最清楚我,知道我所有的弱點,知道我所有的死穴在哪
[00:16:29.000 --> 00:16:34.000]  這個穴道你按下去,爸爸就立刻一觸即發,立刻就發脾氣
[00:16:34.000 --> 00:16:40.000]  他們全部都知道,做一個敬畏神的人,不是做一個完美的人
[00:16:40.000 --> 00:16:47.000]  我們要是敬畏神才能夠走在祂的旨意,走在祂的道路上高
[00:16:47.000 --> 00:16:52.000]  我很感謝神,我兩個女兒還在英文堂聚會
[00:16:52.000 --> 00:16:58.000]  我這次回來CCAC,有一個很大的原因就是為了我兩個女兒
[00:16:58.000 --> 00:17:04.000]  我希望能夠和我兩個女兒一起敬拜世上唯一的真神
[00:17:04.000 --> 00:17:13.000]  除非我們做父母是有敬畏神的心,我們不能夠真真正正培養出屬靈的子女
[00:17:13.000 --> 00:17:21.000]  因為如果我們沒有自己屬靈的品格,我們怎能夠培養出我們子女有屬靈的品格
[00:17:21.000 --> 00:17:26.000]  是不可能的事,這個就是第一點,我們要敬畏神
[00:17:26.000 --> 00:17:34.000]  第二點呢,第二點我們要知足,詩篇128篇的第二節說
[00:17:34.000 --> 00:17:46.000]  "你要吃勞碌得來的,你要享福,事情順利。"一個好爸爸不單有屬靈的品格,敬畏神,他也是一個知足的人
[00:17:46.000 --> 00:17:56.000]  我們要為我們所勞碌得來的享福,剛才已經說了福這個字為什麼呢?就是喜樂
[00:17:56.000 --> 00:18:11.000]  我們要為我們勞碌得來的而喜樂,而滿足。無論我們在世上有什麼工作,藍領工作,白領工作,甚至已經退休的人
[00:18:11.000 --> 00:18:21.000]  我們都應該為我們辛勞而得到的,來到喜樂,來到感到滿足。一個爸爸能夠腳踏實地來的都是養家
[00:18:21.000 --> 00:18:34.000]  其實是一個非常有意思的工作,他應該是享受神所給他的一切,他應該是享受他的生活,以他的生活感到滿足
[00:18:34.000 --> 00:18:48.000]  在肥納比書的四章十九節說"我的神必照他榮耀的豐富,在基督耶穌裡使你們一切所需用的都充足"
[00:18:48.000 --> 00:18:55.000]  我們看到一個走在神的旨意裡的人,神一定會祝福保守
[00:18:55.000 --> 00:19:02.000]  但是不要忘記,在鐵薩羅尼加後書的三章十節,保羅也提醒我們
[00:19:02.000 --> 00:19:11.000]  保羅說"我們在你們那裡的時候,曾吩咐你們若有人不肯作功,就不可吃飯"
[00:19:11.000 --> 00:19:23.000]  有沒有看到這裡亦是互相平衡,有兩樣東西是平衡的,你走在神的旨意,神是會祝福你,但是你亦需要願意去工作
[00:19:23.000 --> 00:19:29.000]  保羅說"你不去工作的話,你沒有飯吃,你不可以吃飯"
[00:19:29.000 --> 00:19:40.000]  我們看到神的確是會祝福、賜福給我們,不等於說祂會使我們大富大貴,但是祂會供應、充足給我們
[00:19:40.000 --> 00:19:53.000]  這亦是原因提摩泰前書的六章六節,"為然而敬賢加上知足的心,便是大利了"
[00:19:53.000 --> 00:20:03.000]  這就是我們今天所說的,一個敬賢的人、一個敬威神的人,加上知足,便是大利
[00:20:03.000 --> 00:20:17.000]  問題是,很多現在的爸爸都不滿足他們所得到,有了一份工作,他們希望賺更多的錢,有了一輛車,希望有另一輛
[00:20:17.000 --> 00:20:25.000]  買了一間屋,是希望能夠有另一間,他們都不能夠為自己所有的感到滿足
[00:20:25.000 --> 00:20:38.000]  很多這些爸爸的確是為生活而來工作,但是他們忘記了享受他們的生活,享受他們的家人
[00:20:38.000 --> 00:20:50.000]  我剛剛在說一個天堂的系列,我也不斷地提醒大家,在這個世界上一切的東西都不能夠帶走
[00:20:50.000 --> 00:20:59.000]  神可能在這個世界上會祝福你很多物質上的東西,但是這一切的東西都不是屬於你,是屬於神
[00:20:59.000 --> 00:21:09.000]  你只不過是做一個管家,千萬不要將所有這些東西都用在自己身上,因為你只不過是一個管家
[00:21:09.000 --> 00:21:17.000]  我在說這個天堂的系列也說過,你在地上有多少忠心,你在天上就能夠得到多少的基業
[00:21:17.000 --> 00:21:23.000]  你就能夠得到多少的賞賜,還有我們在地上是不是一個好管家成正比
[00:21:23.000 --> 00:21:32.000]  千萬不要以為物質上一切的東西都是屬於我們,因為沒有一件事我們是能夠帶走
[00:21:32.000 --> 00:21:40.000]  一個屬靈的爸爸,他是有好的品格,他是敬畏神,他也是一個知足的人
[00:21:40.000 --> 00:21:48.000]  第三點我們來看看,一個屬靈的爸爸他的妻子又是怎樣
[00:21:48.000 --> 00:21:59.000]  在《樹屍篇》的128篇第三節,他說你妻子在你的內室,好像多結果子的葡萄樹
[00:21:59.000 --> 00:22:14.000]  葡萄樹是爬藤、爬欄的,它是會爬在藍干的上高,葡萄樹和藍干的關係就好像一個屬靈的丈夫和他太太的關係
[00:22:14.000 --> 00:22:22.000]  這個藍干是會支持著這個葡萄樹,這個葡萄樹也會依靠著這個藍干
[00:22:22.000 --> 00:22:32.000]  兩者是非常美麗的圖畫,就好像一個丈夫支持他的太太,但他的太太也依靠著他的丈夫
[00:22:32.000 --> 00:22:40.000]  另外這個太太也會多結果子,就是新養眾多的意思
[00:22:40.000 --> 00:22:48.000]  我們今天讀詩篇128篇,不妨回頭看看127篇第三節
[00:22:48.000 --> 00:22:56.000]  "兒女是耶和華所賜的產業,所懷的胎是他所賞賜的"
[00:22:56.000 --> 00:23:05.000]  我們看到我們的子女是我們的產業,是我們的賞賜,我們的子女不是化骨龍
[00:23:05.000 --> 00:23:19.000]  有很多父母都稱子女為化骨龍,有很多不是基督徒的父母都會說,我的子女前世欠了他們的債,今世走來追債
[00:23:19.000 --> 00:23:32.000]  所以有很多夫妻都不願意有小孩,他們覺得真的要花太多精神,要花太多力量財力來養大小孩
[00:23:32.000 --> 00:23:37.000]  不如我自己享受生活,賺多些錢用在自己身上
[00:23:37.000 --> 00:23:50.000]  這些夫妻一想起如果有子女要送子女入大學,果不開銷,大到不得了,別搞我,我還是不要有小孩過好
[00:23:50.000 --> 00:24:02.000]  其實聖經不是這樣教我們,聖經告訴我們,我們的子女是從神而來的賞賜,是從神而來的產業
[00:24:02.000 --> 00:24:10.000]  很多人說,有了子女,有錢人都變成窮人,其實剛剛相反
[00:24:10.000 --> 00:24:23.000]  經文告訴我們,是我們的產業,是我們的賞賜靈,我剛剛說,地上所有的財寶你都不能帶走,沒有一樣你能帶走
[00:24:23.000 --> 00:24:31.000]  但是有一樣產業你是能夠帶走,這個產業是神說的,不是我說的,子女是我們的產業
[00:24:31.000 --> 00:24:41.000]  我們做父母做得好,我們能夠教我們子女教得好,如果他們也是跟著我們一起接受耶穌基督
[00:24:41.000 --> 00:24:49.000]  我們就能夠帶我們的子女去天堂,這個就等於我們能夠帶走的產業
[00:24:49.000 --> 00:24:59.000]  世上沒有產業我們能夠帶走,除了我們的子女,這個才是真正屬於我們的產業
[00:24:59.000 --> 00:25:08.000]  我們不妨看看,第一點我們說過,一個有屬靈品格的爸爸是敬畏神
[00:25:08.000 --> 00:25:20.000]  一個好爸爸是知足,他的妻子好像葡萄樹一樣,依靠著自己,她也是新養眾多
[00:25:20.000 --> 00:25:25.000]  我們看看一個屬靈的爸爸的子女又是怎樣
[00:25:25.000 --> 00:25:34.000]  《詩篇128篇》的第三節說你兒女圍繞你的卓子,好像橄欖栽子
[00:25:34.000 --> 00:25:41.000]  一個屬靈的爸爸的子女是好像橄欖樹一樣,圍著爸爸的枱
[00:25:41.000 --> 00:25:51.000]  我們看到猶太人和中國人都很相似,我們都認為有大群的子女圍繞著自己,這個是福氣
[00:25:51.000 --> 00:26:00.000]  《聖經》中讓我們看到橄欖樹是代表正義,是代表多結果子,我們怎知道
[00:26:00.000 --> 00:26:11.000]  看看詩篇的52篇第8節,第52篇要有一點點的背景,是大衛和倚東人多益的關體
[00:26:11.000 --> 00:26:19.000]  我們看到多益這個人是鬼詐的人,大衛在詩篇52篇第8節
[00:26:19.000 --> 00:26:27.000]  他說:至於我,就像神殿中的青橄欖樹,我永遠遠遠依靠神的慈愛
[00:26:27.000 --> 00:26:38.000]  大衛說:我比起多益,我是好像青橄欖樹,我是正義的,我不像多益那麼鬼詐,我是多結果子
[00:26:38.000 --> 00:26:46.000]  一棵青橄欖樹是真是多結果子,可以有二十年的果子,是非常豐盛
[00:26:46.000 --> 00:26:58.000]  大衛說:我是依靠神的憐憫,依靠神的慈愛,我是公義的人,我是多結果子
[00:26:58.000 --> 00:27:11.000]  今天的經文告訴我們,一個屬靈的爸爸的妻子是像葡萄樹,他的子女是像橄欖樹
[00:27:11.000 --> 00:27:19.000]  無論是葡萄樹也好,橄欖樹也好,都是需要我們去栽種,需要我們去培養
[00:27:19.000 --> 00:27:30.000]  今天最大的家庭問題,不是青少年犯罪,不是女權運動,不是媽媽出去找工作
[00:27:30.000 --> 00:27:38.000]  今天家庭很大的問題,是不負責任的爸爸,所有做爸爸的都應該負起責任
[00:27:38.000 --> 00:27:44.000]  我們不負責任的爸爸是現在美國家庭最大的問題
[00:27:44.000 --> 00:27:54.000]  根據2016年的調查報告,35%的美國家庭都是單親家庭
[00:27:54.000 --> 00:28:09.000]  25%的美國家庭沒有爸爸,也就是說35%的單親家庭10%沒有媽媽,但是25%沒有爸爸
[00:28:09.000 --> 00:28:22.000]  每年美國都有一千八百萬的弟弟,在他們成長的生命當中,沒有爸爸在他們的旁邊照顧他們
[00:28:22.000 --> 00:28:32.000]  根據調查的數字,全部所有兒童自殺,有63%是出自單親家庭
[00:28:32.000 --> 00:28:40.000]  所有是因為罪被拘留的少年,70%是出自單親家庭
[00:28:40.000 --> 00:28:55.000]  未讀完高中就絕學的71%、吸毒的弟弟和長大成為強姦犯的75%是出自單親家庭
[00:28:55.000 --> 00:29:05.000]  行為有問題的弟弟85%是單親家庭,離家出走的90%
[00:29:05.000 --> 00:29:19.000]  我們看到父母在兒女成長的生命當中是很重要的,尤其是沒有爸爸,更加是一件很可惜的事
[00:29:19.000 --> 00:29:27.000]  我們看看缺少父愛的家庭,他們的子女有什麼影響
[00:29:27.000 --> 00:29:46.000]  這些兒子外表上看來是很堅強,但是內心是很軟弱,因為他們自小沒有爸爸的保護,是很沒有安全感
[00:29:46.000 --> 00:30:01.000]  他們從來不認識父愛,也不能有爸爸做他們的榜樣,很多時候根據調查的數字,很多這些兒子都會變得比較女性化
[00:30:01.000 --> 00:30:11.000]  另外有一個危機就是他們缺少父愛,所以他們很希望有爸爸的愛,有爸爸的關心,照顧
[00:30:11.000 --> 00:30:20.000]  他們得不到的時候,他們可能會去其他男士身上,希望得到這個愛和關心
[00:30:20.000 --> 00:30:27.000]  也根據調查數字,有很多人變成了有同性戀的傾向
[00:30:27.000 --> 00:30:41.000]  另外也有可能他們會娶一個女強人來做太太,因為他們的家庭的媽媽沒有兼負職,變得很堅強
[00:30:41.000 --> 00:30:52.000]  所以他們自小所見到的就是一個很堅強的媽媽,所以當他們長大之後,也可能希望娶一個女強人來做自己的太太
[00:30:52.000 --> 00:30:58.000]  這些都是根據調查數字,當然也不是絕對的
[00:30:58.000 --> 00:31:05.000]  有人說,對女兒來說,缺少父愛的影響力應該沒那麼大吧?
[00:31:05.000 --> 00:31:10.000]  不是的,根據調查,對女兒的影響力也很大
[00:31:10.000 --> 00:31:27.000]  很多女兒,因為他們自小沒有爸爸的愛,他們會覺得自己是被人拒絕,被人遺棄,他們甚至會覺得爸爸離開這個家庭是因為自己的緣故,是有內疚的心
[00:31:27.000 --> 00:31:35.000]  在他們所有的關係當中,他們都可能覺得自己是被人遺棄,是被人拒絕
[00:31:35.000 --> 00:31:45.000]  也有另外一個可能性,就是因為他們沒有爸爸的愛,他們尋求從異性的身上能夠得到
[00:31:45.000 --> 00:31:56.000]  所以他們很可能很早就有性生活,也很有可能很早就會成為未婚的媽媽,這個也是很可惜
[00:31:56.000 --> 00:32:05.000]  另外有一個可能性,就是缺少父愛的女兒會比較喜歡年紀大的男人,因為有爸爸的形象
[00:32:05.000 --> 00:32:11.000]  所以他們很可能會嫁給年紀大很多的人
[00:32:11.000 --> 00:32:21.000]  但我們看到一個缺少爸爸的家庭,真的會產生很多錯綜複雜的關係,甚至是不正常的關係
[00:32:21.000 --> 00:32:29.000]  但最可惜的是,缺少父愛的子女很難能夠明白天父的愛
[00:32:29.000 --> 00:32:36.000]  因為我們都是由我們地上的爸爸能夠看到天父的愛的影子
[00:32:36.000 --> 00:32:44.000]  當我們在這個世上是缺少爸爸的愛的時候,這些子女就會比較難明白天父的愛
[00:32:44.000 --> 00:32:49.000]  也會比較難接受神,成為他們個人的救主
[00:32:49.000 --> 00:32:55.000]  我再說一次,這些只是調查的數字,不是絕對的
[00:32:55.000 --> 00:33:02.000]  但是有一樣很重要的,就是我們做爸爸的責任是非常非常重要的
[00:33:02.000 --> 00:33:10.000]  有很多家庭,就算爸爸不是缺席,有爸爸,但是不等於爸爸就會負責任
[00:33:10.000 --> 00:33:15.000]  有很多不負責任的爸爸,他們只顧著拼命的賺錢
[00:33:15.000 --> 00:33:23.000]  他們希望賺到很多錢,給子女有好的屋子住,風衣足食,這樣就夠了
[00:33:23.000 --> 00:33:31.000]  但是也有人說,牧師不是你剛才說的嗎?就是你剛才說的
[00:33:31.000 --> 00:33:40.000]  你要栽培你的子女好像橄欖樹一樣,不然我們就應該培養好環境給他們成長
[00:33:40.000 --> 00:33:46.000]  但是我相信聖經用到橄欖樹也有它的理由
[00:33:46.000 --> 00:33:50.000]  橄欖樹是出什麼?出橄欖油
[00:33:50.000 --> 00:33:55.000]  橄欖油在聖經裡面代表什麼?代表聖靈
[00:33:55.000 --> 00:34:04.000]  好像私人提醒我們,不要只顧外表四周圍的環境,怎樣來栽培我們的子女
[00:34:04.000 --> 00:34:10.000]  很重要的就是我們自己的教導,我們要教他們有屬靈的質素
[00:34:10.000 --> 00:34:16.000]  這個只有爸爸才能夠教,不可以假手於人
[00:34:16.000 --> 00:34:24.000]  有很多爸爸自己不能夠陪子女讀書,就去請很好的補習老師
[00:34:24.000 --> 00:34:27.000]  自己說我不懂教,我請補習老師來教
[00:34:27.000 --> 00:34:35.000]  自己沒時間陪子女打球,來運動,就買最好的運動器材,最好的體育器材給子女
[00:34:35.000 --> 00:34:44.000]  爸爸沒時間陪子女唱歌,來欣賞音樂,就買最好的音響器材給子女
[00:34:44.000 --> 00:34:49.000]  甚至請音樂老師來教子女唱歌彈琴
