
[00:00:00.000 --> 00:00:04.800]  今天我們講題來到一個新的系列
[00:01:45.280 --> 00:01:48.840]  當我待會大家一直去想《藥室》的故事時
[00:01:48.840 --> 00:01:50.960]  你可能會被他評語
[00:01:50.960 --> 00:01:54.240]  哎呀 這個人真是慘了
[00:01:54.240 --> 00:01:58.440]  起碼在他上半生很慘 很坎坷
[00:01:58.440 --> 00:01:59.760]  他這麼坎坷
[00:01:59.760 --> 00:02:02.960]  最主要我覺得可能有五個原因
[00:02:02.960 --> 00:02:04.840]  令到他人生坎坷
[00:02:04.840 --> 00:02:07.280]  我先說頭四個
[00:02:07.280 --> 00:02:10.800]  第一個就是他有一個偏心
[00:02:10.800 --> 00:02:15.400]  很偏心 極度偏心的爸爸
[00:02:15.400 --> 00:02:16.800]  為什麼說他偏心呢
[00:02:16.800 --> 00:02:20.200]  其實說回一點點他爸爸就是雅各
[00:02:20.200 --> 00:02:22.480]  《藥室》的爸爸就是雅各
[00:02:22.480 --> 00:02:25.120]  雅各本來是一個小孩
[00:02:25.120 --> 00:02:26.800]  他還有一個哥哥
[00:02:26.800 --> 00:02:31.120]  一般哥哥有長子的名分
[00:02:31.120 --> 00:02:34.640]  長子的名分有很多好的地方
[00:02:34.640 --> 00:02:36.840]  有祝福 有爸爸的祝福
[00:02:36.840 --> 00:02:39.200]  也可以繼承爸爸很多東西
[00:02:39.200 --> 00:02:43.200]  所以雅各以前是用了一些計
[00:02:43.200 --> 00:02:44.600]  出了一些狡猾
[00:02:44.600 --> 00:02:49.240]  去騙了哥哥長子的名分
[00:02:49.240 --> 00:02:51.840]  結果之後他被哥哥追殺
[00:02:51.840 --> 00:02:53.440]  他要逃跑
[00:02:53.440 --> 00:02:57.000]  然後去投靠舅父拉班
[00:02:57.000 --> 00:02:58.800]  結果去投靠舅父的時候
[00:02:58.800 --> 00:03:00.160]  寄人籬下
[00:03:00.160 --> 00:03:03.240]  見到一個很美麗的女孩子
[00:03:03.240 --> 00:03:04.680]  叫拉潔
[00:03:04.680 --> 00:03:07.200]  就是他舅父的小女兒
[00:03:07.200 --> 00:03:10.960]  然後他說我想娶你的女兒拉潔
[00:03:10.960 --> 00:03:12.200]  舅父說好啊
[00:03:12.200 --> 00:03:14.520]  我的女兒能夠嫁給你也是好的
[00:03:14.520 --> 00:03:17.000]  你幫我做七年工作
[00:03:17.000 --> 00:03:18.240]  打七年工
[00:03:18.240 --> 00:03:20.760]  我就將我的女兒許配給你
[00:03:20.760 --> 00:03:22.480]  哇 這樣好啊 馬上答應
[00:03:22.480 --> 00:03:23.960]  聖經就形容
[00:03:23.960 --> 00:03:27.040]  說他因為深愛拉潔
[00:03:27.040 --> 00:03:30.920]  他就看七年如同幾天
[00:03:30.920 --> 00:03:33.120]  哇 很愛他
[00:03:33.120 --> 00:03:34.320]  七年這麼長
[00:03:34.320 --> 00:03:36.200]  他都當是等幾天
[00:03:36.200 --> 00:03:39.760]  然後約瑟和拉潔生了第一個兒子
[00:03:39.760 --> 00:03:41.320]  就是他們的大兒子
[00:03:41.320 --> 00:03:46.280]  就是我們今天所說的約瑟
[00:03:46.280 --> 00:03:50.920]  聖經就說約瑟是雅各年老所生的
[00:03:50.920 --> 00:03:54.520]  是他九十歲才生的約瑟
[00:03:54.520 --> 00:03:58.520]  所以聖經提到他很愛這個兒子
[00:03:58.520 --> 00:04:01.120]  在37章三節創世紀裏面說
[00:04:01.120 --> 00:04:06.400]  以色列原來愛約瑟過於愛他的眾子
[00:04:06.400 --> 00:04:09.960]  因為約瑟是他年老生的
[00:04:09.960 --> 00:04:12.400]  其實不止約瑟是他年老生
[00:04:12.400 --> 00:04:13.280]  其實我們還想
[00:04:13.280 --> 00:04:14.280]  因為第一
[00:04:14.280 --> 00:04:17.040]  他和拉潔生的第一個大兒子
[00:04:17.040 --> 00:04:20.000]  和當拉潔生第二個小朋友的時候
[00:04:20.000 --> 00:04:22.120]  其實是難產而死的
[00:04:22.120 --> 00:04:26.960]  所以可能將這些感覺都投射在大兒子身上
[00:04:26.960 --> 00:04:28.560]  所以最重要這一句
[00:04:28.560 --> 00:04:32.680]  就是他給約瑟做了一件彩衣
[00:04:32.680 --> 00:04:36.000]  一件七彩很漂亮的衣服
[00:04:36.000 --> 00:04:39.480]  雅各就有四位妻妾
[00:04:39.480 --> 00:04:41.200]  其實如果大家看這個表
[00:04:41.200 --> 00:04:44.760]  約瑟是排第十一的
[00:04:44.760 --> 00:04:47.640]  但是雅各心目中就視他為長子
[00:04:47.640 --> 00:04:50.760]  所以解釋到為什麼給他一件彩衣
[00:04:50.760 --> 00:04:52.640]  可能看一些書
[00:04:52.640 --> 00:04:56.120]  很多人爭拗說這件衣服未必是彩色的
[00:04:56.120 --> 00:04:57.840]  但是當我們看聖經原文
[00:04:57.840 --> 00:05:00.760]  那個字都是解一些特別的衣服
[00:05:00.760 --> 00:05:04.000]  是長袖和長到及膝的
[00:05:04.000 --> 00:05:07.560]  所以這件衣服一定是特別一點的
[00:05:07.560 --> 00:05:11.360]  而且肯定是因為當時猶太人的規矩
[00:05:11.360 --> 00:05:14.680]  就是長子才有一件最特別的衣服
[00:05:14.680 --> 00:05:20.600]  所以昔日他都是穿了哥哥那件很漂亮的衣服
[00:05:20.600 --> 00:05:23.480]  然後去見爸爸
[00:05:23.480 --> 00:05:26.400]  既然你說如果長子
[00:05:26.400 --> 00:05:27.560]  如果你看這個表
[00:05:27.560 --> 00:05:30.440]  第一應該都是留殮先
[00:05:30.440 --> 00:05:31.840]  然後還有其他哥哥
[00:05:31.840 --> 00:05:34.920]  起碼怎麼排都未輪到第十一個
[00:05:34.920 --> 00:05:37.600]  但是因為頭三個哥哥
[00:05:37.600 --> 00:05:39.160]  都因為做了不好的事
[00:05:39.160 --> 00:05:41.480]  沒有了長子的名分
[00:05:41.480 --> 00:05:43.600]  理應是到猶太
[00:05:43.600 --> 00:05:47.040]  但是我們看到極度偏心的雅各
[00:05:47.040 --> 00:05:48.960]  都是給了一件最漂亮的衣服
[00:05:48.960 --> 00:05:52.120]  最特別的位置給了約瑟
[00:05:52.120 --> 00:05:55.560]  所以就令到哥哥更加憎恨他
[00:05:55.560 --> 00:05:57.560]  在第37章4節說
[00:05:57.560 --> 00:06:01.440]  約瑟的哥哥見父親愛約瑟
[00:06:01.440 --> 00:06:05.000]  過於他們就恨約瑟
[00:06:05.000 --> 00:06:07.720]  不與他說和睦的話
[00:06:07.720 --> 00:06:11.120]  恨約瑟不與他說和睦的話
[00:06:11.120 --> 00:06:13.760]  除了他有一個偏心的爸爸
[00:06:13.760 --> 00:06:18.400]  另一個原因可能是出於約瑟的性格
[00:06:18.400 --> 00:06:21.240]  令到他哥哥不喜歡約瑟
[00:06:21.240 --> 00:06:24.680]  在《創世紀》第37章2節下
[00:06:24.680 --> 00:06:25.680]  你特別會看到
[00:06:25.680 --> 00:06:31.360]  因為約瑟將他哥哥的惡行告訴爸爸
[00:06:31.360 --> 00:06:33.080]  不知道你有沒有兒女
[00:06:33.080 --> 00:06:35.760]  有時來跟你打小報告
[00:06:35.760 --> 00:06:38.600]  一般人都不喜歡打小報告
[00:06:38.600 --> 00:06:41.360]  那些叫什麼?三個字
[00:06:41.360 --> 00:06:43.480]  就是「篤背脊」
[00:06:43.480 --> 00:06:44.840]  那你哥哥已經不喜歡他了
[00:06:44.840 --> 00:06:47.280]  你篤我背脊?
[00:06:47.280 --> 00:06:50.840]  還有他是一個很直率的人
[00:06:50.840 --> 00:06:52.320]  說得好聽很直率
[00:06:52.320 --> 00:06:54.840]  有碗話碗有碟話碟
[00:06:54.840 --> 00:06:57.360]  有一天約瑟就發了一個夢
[00:06:57.360 --> 00:07:00.280]  在《創世紀》第37章6至8節就這樣說
[00:07:01.280 --> 00:07:04.960]  約瑟就叫了所有哥哥和弟弟來
[00:07:04.960 --> 00:07:09.040]  請你聽我說一下我發的一個夢
[00:07:09.040 --> 00:07:12.000]  他說我們在田裡
[00:07:12.000 --> 00:07:14.840]  在那裡種了一些和桿和架
[00:07:14.840 --> 00:07:16.800]  然後突然間約瑟說
[00:07:16.800 --> 00:07:19.200]  我的和桿就站起來
[00:07:19.200 --> 00:07:21.440]  哇 那個和桿草自己站起來
[00:07:21.440 --> 00:07:26.800]  然後其他和桿草向我的和桿草下拜
[00:07:26.800 --> 00:07:30.520]  哇 那些哥哥聽到之後就很生氣
[00:07:30.520 --> 00:07:33.440]  然後他說你現在是不是要管轄我們
[00:07:33.440 --> 00:07:34.680]  在第8節那裡
[00:07:34.680 --> 00:07:36.000]  你是不是要管轄我們
[00:07:36.000 --> 00:07:38.400]  是不是就是因為他的夢
[00:07:38.400 --> 00:07:43.760]  他說因為他的夢而約瑟就恨他
[00:07:43.760 --> 00:07:46.560]  這個人可以說是直率
[00:07:46.560 --> 00:07:47.400]  因為很老實說
[00:07:47.400 --> 00:07:50.280]  如果有一天大家發了這樣的夢
[00:07:50.280 --> 00:07:52.080]  你說我突然間發夢
[00:07:52.080 --> 00:07:53.480]  使命浸信會
[00:07:53.480 --> 00:07:57.560]  全部弟兄姊妹來我家向我下拜
[00:07:57.560 --> 00:07:58.800]  你會不會跟我說
[00:07:58.800 --> 00:07:59.480]  女傳道
[00:07:59.480 --> 00:08:00.480]  一會兒報告事項
[00:08:00.480 --> 00:08:02.240]  你可不可以給我一點時間
[00:08:02.240 --> 00:08:04.080]  我想報告一個夢
[00:08:04.080 --> 00:08:06.000]  我想你也不會這樣做
[00:08:06.000 --> 00:08:06.880]  說得簡單一點
[00:08:06.880 --> 00:08:09.320]  你也不敢這樣做
[00:08:09.320 --> 00:08:13.160]  但約瑟一點都不懂得看人的眉頭眼
[00:08:13.160 --> 00:08:14.400]  說完第一次
[00:08:14.400 --> 00:08:17.520]  我想哥哥們已經掌摑他了
[00:08:17.520 --> 00:08:20.080]  還不懂得聰明
[00:08:20.080 --> 00:08:21.720]  第二個夢又再說
[00:08:21.720 --> 00:08:24.320]  這次不僅叫了所有哥哥來
[00:08:24.320 --> 00:08:26.200]  他還叫了爸爸來
[00:08:26.200 --> 00:08:27.320]  說的夢是什麼呢
[00:08:27.320 --> 00:08:29.200]  在37章9-11節
[00:08:29.200 --> 00:08:30.840]  後來他又做了一個夢
[00:08:30.840 --> 00:08:33.160]  也都告訴了他的哥哥們
[00:08:33.160 --> 00:08:34.000]  他說你看
[00:08:34.000 --> 00:08:34.920]  我發了一個夢
[00:08:34.920 --> 00:08:36.440]  夢見太陽
[00:08:36.440 --> 00:08:38.280]  夢見月亮
[00:08:38.280 --> 00:08:40.040]  還夢見11顆星
[00:08:40.040 --> 00:08:41.320]  哇很清楚
[00:08:41.320 --> 00:08:42.680]  11顆星
[00:08:42.680 --> 00:08:45.320]  還不是他所有兄弟姊妹
[00:08:45.320 --> 00:08:47.320]  那太陽是誰呢
[00:08:47.320 --> 00:08:48.600]  他爸爸懂得聽
[00:08:48.600 --> 00:08:49.640]  所以第10節
[00:08:49.640 --> 00:08:52.840]  約瑟就將這個夢告訴爸爸和哥哥的時候
[00:08:52.840 --> 00:08:54.480]  他爸爸就責備他
[00:08:54.480 --> 00:08:56.960]  可能是人生唯一一次責備他
[00:08:56.960 --> 00:08:59.280]  就說你做的是什麼夢
[00:08:59.280 --> 00:09:01.320]  你發什麼夢
[00:09:01.320 --> 00:09:03.320]  難道我跟你媽媽
[00:09:03.320 --> 00:09:04.680]  跟你弟弟
[00:09:04.680 --> 00:09:07.440]  哥哥都要拜你
[00:09:07.440 --> 00:09:09.840]  接著他哥哥都責備他
[00:09:09.840 --> 00:09:13.560]  爸爸就將這句話傳在心裏面
[00:09:13.560 --> 00:09:14.760]  大家有沒有留意到
[00:09:14.760 --> 00:09:16.440]  也是責備
[00:09:16.440 --> 00:09:18.560]  如果你還記得有一次我講到
[00:09:18.560 --> 00:09:20.440]  第一宗的謀殺案
[00:09:20.440 --> 00:09:22.040]  就是這個歷史上
[00:09:22.040 --> 00:09:23.560]  第一宗謀殺案
[00:09:23.560 --> 00:09:26.680]  都是因為疾盜而起的
[00:09:26.680 --> 00:09:28.360]  大家可能都幻想到
[00:09:28.360 --> 00:09:32.160]  約瑟的下場未必太好
[00:09:32.160 --> 00:09:35.360]  第三個可能的原因令他這麼悲慘
[00:09:35.360 --> 00:09:38.800]  就是世人都有私慾的
[00:09:38.800 --> 00:09:42.040]  每個人心裏面都有私慾
[00:09:42.040 --> 00:09:43.120]  聖經說有一天
[00:09:43.120 --> 00:09:46.160]  當約瑟的哥哥就去視劍牧羊
[00:09:46.160 --> 00:09:47.880]  因為他們是牧羊人來的
[00:09:47.880 --> 00:09:50.480]  那阿葛 即是他爸爸就打發約瑟
[00:09:50.480 --> 00:09:53.440]  你去看哥哥牧羊牧得怎麼樣
[00:09:53.440 --> 00:09:54.440]  平不平安
[00:09:54.440 --> 00:09:56.240]  回來報信給我聽
[00:09:56.240 --> 00:09:59.400]  然後聖經就說約瑟又穿著他的彩衣
[00:09:59.400 --> 00:10:01.440]  他真的很喜歡穿那件漂亮的衣服
[00:10:01.440 --> 00:10:02.640]  又穿著彩衣
[00:10:02.640 --> 00:10:06.800]  然後去找哥哥完成爸爸的任務
[00:10:06.800 --> 00:10:09.800]  約瑟那時 聖經說是17歲
[00:10:09.800 --> 00:10:12.840]  但是他和他爸爸都猜不到
[00:10:12.840 --> 00:10:14.480]  這次的別離
[00:10:14.480 --> 00:10:18.280]  一去就是22年
[00:10:18.280 --> 00:10:20.440]  之後才再相見
[00:10:20.440 --> 00:10:24.760]  約瑟就從希伯倫谷去視劍找哥哥
[00:10:24.760 --> 00:10:26.160]  如果是地圖
[00:10:26.160 --> 00:10:28.720]  你只看粉藍色的箭咀
[00:10:28.720 --> 00:10:32.080]  他就是想去視劍找他哥哥
[00:10:32.080 --> 00:10:33.720]  但走到一半的時候
[00:10:33.720 --> 00:10:34.640]  他們迷路
[00:10:34.640 --> 00:10:36.120]  即是約瑟迷路
[00:10:36.120 --> 00:10:37.160]  然後他迷路的時候
[00:10:37.160 --> 00:10:39.040]  可能有人看到他很徬徨
[00:10:39.040 --> 00:10:40.360]  然後就問這個年輕人
[00:10:40.360 --> 00:10:42.200]  喂 你做什麼事這麼徬徨
[00:10:42.200 --> 00:10:43.120]  然後約瑟就說
[00:10:43.120 --> 00:10:45.720]  因為我要找我的哥哥
[00:10:45.720 --> 00:10:46.320]  然後他們就說
[00:10:46.320 --> 00:10:48.280]  哦 你的哥哥走了
[00:10:48.280 --> 00:10:52.000]  他去了多灘的一個地方
[00:10:52.000 --> 00:10:53.040]  去了多灘
[00:10:53.040 --> 00:10:54.320]  如果我是約瑟
[00:10:54.320 --> 00:10:55.000]  可能我就說
[00:10:55.000 --> 00:10:57.080]  哦 那我就回家了
[00:10:57.080 --> 00:10:57.720]  為什麼呢
[00:10:57.720 --> 00:11:00.640]  因為原來由那裡再去多灘
[00:11:00.640 --> 00:11:04.400]  有聖經研究的學者就說要63公里
[00:11:04.400 --> 00:11:06.280]  即是要多幾天的路程
[00:11:06.280 --> 00:11:07.920]  如果給我 我就回去跟爸爸說
[00:11:07.920 --> 00:11:09.120]  哎呀 他們去到這麼遠
[00:11:09.120 --> 00:11:11.080]  我還去不去
[00:11:11.080 --> 00:11:15.080]  結果約瑟就追去找哥哥
[00:11:15.080 --> 00:11:17.520]  亦都是這個追去找哥哥
[00:11:17.520 --> 00:11:20.640]  令到他一生都改變
[00:11:20.640 --> 00:11:22.640]  去到多灘的時候
[00:11:22.640 --> 00:11:26.280]  約瑟的哥哥遠遠見到約瑟
[00:11:26.280 --> 00:11:27.400]  發生什麼事呢
[00:11:27.400 --> 00:11:29.640]  當然不是熱烈歡迎他
[00:11:29.640 --> 00:11:31.960]  哇 弟弟你來真好
[00:11:31.960 --> 00:11:33.880]  接著他一見到
[00:11:33.880 --> 00:11:36.960]  聖經37章18至20節這樣說
[00:11:36.960 --> 00:11:39.400]  他們遠遠看見他
[00:11:39.400 --> 00:11:42.280]  趁他還沒走到跟前
[00:11:42.280 --> 00:11:45.600]  大家就說不如殺了他
[00:11:45.600 --> 00:11:49.240]  哇 你說他這班哥哥都算是很毒
[00:11:49.240 --> 00:11:51.320]  突然間想到第一件事
[00:11:51.320 --> 00:11:52.880]  就是說殺了他
[00:11:52.880 --> 00:11:54.040]  然後他還說
[00:11:54.040 --> 00:11:57.640]  你看 發夢哥來了
[00:11:57.640 --> 00:12:00.640]  哇 挺鄙視的
[00:12:00.640 --> 00:12:02.840]  以前有些人不喜歡我的時候
[00:12:02.840 --> 00:12:04.120]  我去講講座
[00:12:04.120 --> 00:12:07.520]  他說 看 會考零分哥來了
[00:12:07.520 --> 00:12:10.000]  哇 他真的挺憎恨我
[00:12:10.000 --> 00:12:13.120]  結果他們就彼此議論什麼呢
[00:12:13.120 --> 00:12:14.120]  到第20節說
[00:12:14.120 --> 00:12:15.640]  不如這樣 殺了他
[00:12:15.640 --> 00:12:16.880]  扔在坑裡
[00:12:16.880 --> 00:12:19.360]  然後任由他被野獸吃掉
[00:12:19.360 --> 00:12:21.760]  接著那句顯示他們很憎恨他
[00:12:21.760 --> 00:12:25.600]  就是說看他的夢將來發成怎樣
[00:12:25.600 --> 00:12:26.920]  我扔了你進坑裡
[00:12:26.920 --> 00:12:29.320]  看你還能不能做夢
[00:12:29.320 --> 00:12:31.520]  在《雅各書》4章1至2節
[00:12:31.520 --> 00:12:33.400]  都對我們有很好的提醒
[00:12:33.400 --> 00:12:36.600]  他說你們中間很多時候有爭戰鬥毆
[00:12:36.600 --> 00:12:38.840]  是從哪裡來的呢
[00:12:38.840 --> 00:12:43.000]  就是從你白體裡的私慾而來
[00:12:43.000 --> 00:12:46.560]  其實所有所有我們的爭鬥爭吵
[00:12:46.560 --> 00:12:48.120]  原來你一直追一直追一直追
[00:12:48.120 --> 00:12:50.400]  追到一個點解呢
[00:12:50.400 --> 00:12:52.600]  其實可能就是你自己
[00:12:52.600 --> 00:12:55.080]  有你自己的私慾
[00:12:55.080 --> 00:12:57.720]  以致破壞了很多東西
[00:12:57.720 --> 00:13:01.360]  的確他們很憎恨弱勢
[00:13:01.360 --> 00:13:04.120]  的確他們很憎恨爸爸那麼偏心
[00:13:04.120 --> 00:13:07.880]  所以很想除掉這一顆眼中釘
[00:13:07.880 --> 00:13:09.480]  但是也應該是感恩的
[00:13:09.480 --> 00:13:11.080]  因為弱勢十個哥哥裡
[00:13:11.080 --> 00:13:14.840]  只有大哥劉變想救他那一刻
[00:13:14.840 --> 00:13:17.840]  在《藏世紀》37章21至22節這樣說
[00:13:17.840 --> 00:13:21.120]  劉變就聽了他們說要去害他的時候
[00:13:21.120 --> 00:13:23.640]  就要救他脫離他們的手
[00:13:23.640 --> 00:13:26.520]  就說我們不要害他的性命
[00:13:26.520 --> 00:13:29.640]  又說不可以流他的血
[00:13:29.640 --> 00:13:32.400]  可以將他丟在這個野地坑裡
[00:13:32.400 --> 00:13:33.720]  但是不要害他
[00:13:33.720 --> 00:13:36.600]  其實劉變的意思是想救他
[00:13:36.600 --> 00:13:40.360]  脫離他們的手歸還給父親
[00:13:40.360 --> 00:13:41.760]  對弱勢來說
[00:13:41.760 --> 00:13:44.160]  這個也不知道是幸運還是不幸
[00:13:44.160 --> 00:13:47.160]  他們真的聽了大哥的主意
[00:13:47.160 --> 00:13:49.120]  真的把他那件外衣
[00:13:49.120 --> 00:13:50.840]  也就是那件彩衣
[00:13:50.840 --> 00:13:52.880]  然後丟在坑裡
[00:13:52.880 --> 00:13:54.560]  那個坑是空的
[00:13:54.560 --> 00:13:56.720]  裡頭連水都沒有
[00:13:56.720 --> 00:13:57.920]  接著更恐怖
[00:13:57.920 --> 00:13:58.920]  丟完之後
[00:13:58.920 --> 00:14:01.880]  他們一群哥哥一起吃飯
[00:14:01.880 --> 00:14:03.480]  坐在那裡吃飯
[00:14:03.480 --> 00:14:07.640]  繼續商議怎麼害這個弟弟
[00:14:07.640 --> 00:14:09.080]  結果當一邊吃飯的時候
[00:14:09.080 --> 00:14:10.480]  《藏世紀》繼續說
[00:14:10.480 --> 00:14:13.000]  37章25至27節
[00:14:13.000 --> 00:14:14.920]  當他們坐下來吃飯的時候
[00:14:14.920 --> 00:14:16.360]  他們看一看
[00:14:16.360 --> 00:14:17.960]  看到一群人來
[00:14:17.960 --> 00:14:20.880]  原來這群人就叫以實馬利人
[00:14:20.880 --> 00:14:22.320]  其實他們就是路過
[00:14:22.320 --> 00:14:24.720]  因為到埃及做生意
[00:14:24.720 --> 00:14:26.000]  做買賣
[00:14:26.000 --> 00:14:28.680]  猶大就跟眾兄弟說
[00:14:28.680 --> 00:14:30.840]  如果我們殺了我們的兄弟
[00:14:30.840 --> 00:14:32.440]  藏了他的血
[00:14:32.440 --> 00:14:34.160]  是沒有益處的
[00:14:34.160 --> 00:14:35.560]  接下來2月19日
[00:14:35.560 --> 00:14:38.240]  我會講一篇道是關於憲制
[00:14:38.240 --> 00:14:40.600]  你就知道原來流人血
[00:14:40.600 --> 00:14:43.440]  在聖經特別舊約的角度
[00:14:43.440 --> 00:14:45.040]  是很大件事
[00:14:45.040 --> 00:14:46.320]  所以他就說對我們來說
[00:14:46.320 --> 00:14:47.600]  是沒有益處的
[00:14:47.600 --> 00:14:48.680]  然後在27節
[00:14:48.680 --> 00:14:50.960]  他說我們不如將他賣給
[00:14:50.960 --> 00:14:53.640]  這幫做生意的人
[00:14:53.640 --> 00:14:55.080]  我們不要害他
[00:14:55.080 --> 00:14:57.000]  因為他始終是我們的兄弟
[00:14:57.000 --> 00:14:58.840]  我們的骨肉
[00:14:58.840 --> 00:15:00.640]  好像也有點良心
[00:15:00.640 --> 00:15:01.720]  突然間知道了
[00:15:01.720 --> 00:15:03.240]  原來他是我們的兄弟
[00:15:03.240 --> 00:15:04.360]  是我們的骨肉
[00:15:04.360 --> 00:15:05.200]  那些人聽到
[00:15:05.200 --> 00:15:05.760]  好吧
[00:15:05.760 --> 00:15:06.840]  又不用流他的血
[00:15:06.840 --> 00:15:08.320]  還有錢收
[00:15:08.320 --> 00:15:09.600]  收多少錢呢
[00:15:09.600 --> 00:15:10.800]  原來聖經就說
[00:15:10.800 --> 00:15:14.120]  是20赦克勒的銀子
[00:15:14.120 --> 00:15:15.880]  原來就是等於當時
[00:15:15.880 --> 00:15:18.200]  一個奴隸的公價
[00:15:18.200 --> 00:15:19.040]  差不多
[00:15:19.040 --> 00:15:22.120]  就是20赦克勒的銀子
[00:15:22.120 --> 00:15:23.840]  然後約瑟的去向
[00:15:23.840 --> 00:15:24.680]  去了哪裡呢
[00:15:24.680 --> 00:15:26.080]  被人誤賣了
[00:15:26.080 --> 00:15:27.560]  在37章最後一節
[00:15:27.560 --> 00:15:29.080]  和39章第一節
[00:15:29.080 --> 00:15:30.640]  都有交代
[00:15:30.640 --> 00:15:32.360]  你看到兩節的經文
[00:15:32.360 --> 00:15:33.120]  你都看到
[00:15:33.120 --> 00:15:34.440]  在36節最後
[00:15:34.440 --> 00:15:36.840]  就說賣了給一個護衛長
[00:15:36.840 --> 00:15:39.400]  叫做波提弗
[00:15:39.400 --> 00:15:41.040]  下面第一節都說
[00:15:41.040 --> 00:15:43.840]  他是法老的內臣
[00:15:43.840 --> 00:15:45.240]  就是一些官裡面
[00:15:45.240 --> 00:15:47.360]  去做一個工人
[00:15:47.360 --> 00:15:49.000]  被人賣了
[00:15:49.000 --> 00:15:50.440]  說完三個原因
[00:15:50.440 --> 00:15:52.040]  第四個原因是什麼呢
[00:15:52.040 --> 00:15:55.240]  就是關於約瑟的外貌
[00:15:55.240 --> 00:15:56.800]  他的悲慘遭遇
[00:15:56.800 --> 00:15:59.080]  都關於約瑟的外貌事
[00:15:59.080 --> 00:16:01.800]  你猜他是壞帥
[00:16:01.800 --> 00:16:03.840]  還是壞樣子壞呢
[00:16:03.840 --> 00:16:05.720]  壞帥是不是
[00:16:05.720 --> 00:16:07.000]  看下去了
[00:16:07.000 --> 00:16:10.560]  感恩耶和華和約瑟同在
[00:16:10.560 --> 00:16:12.720]  在《創世紀》39章二節五節
[00:16:12.720 --> 00:16:14.080]  我們現在看第二節
[00:16:14.080 --> 00:16:17.000]  就是約瑟住在主人埃及人的家
[00:16:17.000 --> 00:16:18.800]  因為奴隸是沒有自己的家
[00:16:18.800 --> 00:16:21.320]  一定是住在主人那裡
[00:16:21.320 --> 00:16:23.440]  那麼耶和華和他同在
[00:16:23.440 --> 00:16:26.120]  他就百事順利
[00:16:26.120 --> 00:16:27.520]  怎麼看呢
[00:16:27.520 --> 00:16:28.920]  相信那時候
[00:16:28.920 --> 00:16:32.600]  他的主人波提弗的日子過得很舒服
[00:16:32.600 --> 00:16:34.800]  當他有了這個工人之後
[00:16:34.800 --> 00:16:39.200]  因為在《創世紀》39章六節這樣說
[00:16:39.200 --> 00:16:42.120]  他說波提弗將一切
[00:16:42.120 --> 00:16:43.720]  所有的
[00:16:43.720 --> 00:16:47.320]  都交在約瑟的手中
[00:16:47.320 --> 00:16:49.760]  除了自己所吃的飯
[00:16:49.760 --> 00:16:51.880]  別的事一概不知
[00:16:51.880 --> 00:16:52.560]  哇
[00:16:52.560 --> 00:16:53.680]  這樣也挺好的
[00:16:53.680 --> 00:16:56.120]  完全相信約瑟
[00:16:56.120 --> 00:16:58.280]  除了他自己什麼時候吃飯
[00:16:58.280 --> 00:17:00.080]  他知道吃了什麼下肚之外
[00:17:00.080 --> 00:17:01.960]  其他什麼都不知道
[00:17:01.960 --> 00:17:03.440]  他很相信他
