
[00:00:00.000 --> 00:00:06.320]  今天繼續講亞哥的系列
[00:05:14.040 --> 00:05:18.040]  在這個我在天堂的系列已經和大家說過
[00:05:18.040 --> 00:05:22.040]  我講過天堂之城新耶路撒冷
[00:05:22.040 --> 00:05:29.040]  就是講過這篇道究竟羔羊的婚禮和猶太人的婚禮有什麼相似的地方
[00:05:29.040 --> 00:05:32.040]  所以我在這裡不會再重複
[00:05:32.040 --> 00:05:36.040]  如果大家想知道究竟有什麼相似的地方
[00:05:36.040 --> 00:05:39.040]  可以回去聽那篇道
[00:05:39.040 --> 00:05:45.040]  我們看到索羅門王是來到和舒拉密舉行婚禮
[00:05:45.040 --> 00:05:49.040]  他是帶著他媽媽為他做的一頂冠冕
[00:05:49.040 --> 00:05:52.040]  這一頂不是他的皇冠
[00:05:52.040 --> 00:05:55.040]  這是新郎所戴的帽子
[00:05:55.040 --> 00:06:01.040]  在古代猶太人的傳統就是他媽媽會為新郎做一頂帽子
[00:06:01.040 --> 00:06:05.040]  是專門在結婚的禮儀上戴的
[00:06:05.040 --> 00:06:10.040]  這個傳統一直到主后七十年才被廢除
[00:06:10.040 --> 00:06:14.040]  究竟主后七十年發生了什麼事
[00:06:14.040 --> 00:06:18.040]  令到猶太人會廢掉這個傳統
[00:06:18.040 --> 00:06:25.040]  主后七十年就是我們知道羅馬帝國佔領了、征服了猶大國
[00:06:25.040 --> 00:06:30.040]  連聖殿都毀壞了、滅了猶大國
[00:06:30.040 --> 00:06:33.040]  猶太人是痛定思痛
[00:06:33.040 --> 00:06:36.040]  所以廢除了這個傳統
[00:06:36.040 --> 00:06:39.040]  今時今日猶太人結婚的時候
[00:06:39.040 --> 00:06:41.040]  他們都會舉起一隻酒杯
[00:06:41.040 --> 00:06:44.040]  然後將這隻酒杯打碎
[00:06:44.040 --> 00:06:49.040]  來紀念他們的亡國、紀念他們的聖殿被毀
[00:06:49.040 --> 00:06:52.040]  在人生最開心最快樂的日子
[00:06:52.040 --> 00:06:54.040]  他們結婚的時候
[00:06:54.040 --> 00:06:58.040]  他們都不忘他們的國仇、他們的家恨
[00:06:58.040 --> 00:07:04.040]  我們看到索羅門王和舒拉密行完婚禮之後
[00:07:04.040 --> 00:07:07.040]  應該是講到婚宴
[00:07:07.040 --> 00:07:10.040]  其實在雅歌的一章
[00:07:10.040 --> 00:07:12.040]  我們已經看到這個婚宴
[00:07:12.040 --> 00:07:15.040]  但是是從舒拉密的觀點
[00:07:15.040 --> 00:07:19.040]  他是想像他和索羅門王舉行婚禮
[00:07:19.040 --> 00:07:22.040]  然後被送入新房是怎樣的情形
[00:07:22.040 --> 00:07:25.040]  雅歌的一章十六至十七節
[00:07:25.040 --> 00:07:28.040]  就是他的想像進入新房
[00:07:28.040 --> 00:07:33.040]  所以第一章是舒拉密見到這個婚禮從他的觀點
[00:07:33.040 --> 00:07:37.040]  但是第四章是真正舉行婚禮的時候
[00:07:37.040 --> 00:07:39.040]  是索羅門王的觀點
[00:07:39.040 --> 00:07:42.040]  索羅門王怎麼看這個婚禮
[00:07:42.040 --> 00:07:49.040]  其實全章的第四章都可以說是索羅門王在說話
[00:07:49.040 --> 00:07:51.040]  除了四章六節
[00:07:51.040 --> 00:07:54.040]  等一會我們會回來看四章六節
[00:07:54.040 --> 00:07:57.040]  究竟是誰在說話
[00:07:57.040 --> 00:08:02.040]  現代的婚禮我們看到新娘是主角
[00:08:02.040 --> 00:08:05.040]  個個都喜歡看新娘漂亮不漂亮
[00:08:05.040 --> 00:08:09.040]  看她的婚紗漂亮不漂亮,看她的妝扮漂亮不漂亮
[00:08:09.040 --> 00:08:14.040]  但是索羅門王所注意的是舒拉密本身的美麗
[00:08:14.040 --> 00:08:18.040]  不是她的外表,不是她的婚紗,不是她的打扮
[00:08:18.040 --> 00:08:21.040]  在今天的經文第四章
[00:08:21.040 --> 00:08:27.040]  大家會看到索羅門王五次讚美舒拉密說她美麗
[00:08:27.040 --> 00:08:33.040]  兩次在四章一節,兩次在四章十節,一次在四章七節
[00:08:33.040 --> 00:08:36.040]  就好像有一個首尾結構
[00:08:36.040 --> 00:08:39.040]  四章一節兩次,四章十節兩次
[00:08:39.040 --> 00:08:42.040]  但是中間四章七節是一次
[00:08:42.040 --> 00:08:45.040]  主要的部分就在四章七節
[00:08:45.040 --> 00:08:48.040]  我們等一會會回來看這一點
[00:08:48.040 --> 00:08:52.040]  我們看到索羅門王描述舒拉密的美麗
[00:08:52.040 --> 00:08:54.040]  頭頭是一般性的美麗
[00:08:54.040 --> 00:08:59.040]  然後慢慢慢慢說到舒拉密的特徵,她的美貌
[00:08:59.040 --> 00:09:06.040]  我們看到索羅門王一開始讚舒拉密的眼睛很美麗
[00:09:06.040 --> 00:09:08.040]  好像夾子一樣
[00:09:08.040 --> 00:09:15.040]  索羅門王透過面紗都能夠看到舒拉密的眼睛是很美
[00:09:15.040 --> 00:09:19.040]  你說為什麼洞房帶著面紗做什麼
[00:09:19.040 --> 00:09:24.040]  現在現代的新娘結婚都有面紗
[00:09:24.040 --> 00:09:27.040]  牧師和她正完婚之後打開面紗
[00:09:27.040 --> 00:09:31.040]  新郎就可以和新娘親吻
[00:09:31.040 --> 00:09:35.040]  這是根據古時的傳統習慣
[00:09:35.040 --> 00:09:39.040]  我們看到就算在古代在聖經裡面
[00:09:39.040 --> 00:09:42.040]  當利伯加看到以撒的時候
[00:09:42.040 --> 00:09:44.040]  在創世紀的二十四章
[00:09:44.040 --> 00:09:48.040]  他第一件事就是拿個拍子走來遮住自己的臉
[00:09:48.040 --> 00:09:51.040]  在創世紀的二十九章我們又看到
[00:09:51.040 --> 00:09:57.040]  雅各他的舅舅拉班想叫他為自己做工
[00:09:57.040 --> 00:10:02.040]  就說你做滿七年工我將我的婿女拉結嫁給你
[00:10:02.040 --> 00:10:08.040]  結果洞房花竹之夜是偷龍轉鳳變了利雅
[00:10:08.040 --> 00:10:12.040]  你說雅各這麼大懵
[00:10:12.040 --> 00:10:15.040]  被人換了個新娘都不知道
[00:10:15.040 --> 00:10:18.040]  猶太人洞房是帶著一個面紗
[00:10:18.040 --> 00:10:23.040]  所以他不能夠知道原來這個利雅不是拉結
[00:10:23.040 --> 00:10:27.040]  結果要為拉班再多做七年的工
[00:10:27.040 --> 00:10:33.040]  跟著索羅門王就形容舒拉密
[00:10:33.040 --> 00:10:39.040]  說他的頭髮好像山羊躺在基列山旁
[00:10:39.040 --> 00:10:43.040]  我們知道在以色列或者是敘利亞
[00:10:43.040 --> 00:10:46.040]  那些羊都是大部分都是黑色的
[00:10:46.040 --> 00:10:50.040]  而且他們的毛很漂亮好像絲一樣
[00:10:50.040 --> 00:10:54.040]  說到山羊在基列山旁
[00:10:54.040 --> 00:10:58.040]  基列山是咖啡色就好像舒拉密
[00:10:58.040 --> 00:11:01.040]  我們說舒拉密的皮膚曬得很黑
[00:11:01.040 --> 00:11:05.040]  因為他要幫他的哥哥來打理他們的葡萄園
[00:11:05.040 --> 00:11:08.040]  說好像山羊在基列山旁
[00:11:08.040 --> 00:11:15.040]  舒拉密的頭髮一直從頭到脖子去到肩膀是很漂亮的
[00:11:15.040 --> 00:11:20.040]  其實保羅在哥倫多前書的十一章十五節
[00:11:20.040 --> 00:11:24.040]  也說女士的頭髮是他的榮耀
[00:11:24.040 --> 00:11:28.040]  跟著索羅門王就形容舒拉密的牙
[00:11:28.040 --> 00:11:30.040]  是好像綿羊一樣
[00:11:30.040 --> 00:11:35.040]  現在我相信沒有人會形容女人的牙齒好像綿羊一樣
[00:11:35.040 --> 00:11:38.040]  最多說漂亮到像珍珠一樣
[00:11:38.040 --> 00:11:41.040]  其實綿羊是很雪白的
[00:11:41.040 --> 00:11:44.040]  所以形容牙齒是很雪白
[00:11:44.040 --> 00:11:47.040]  而且上顎和下顎是一對
[00:11:47.040 --> 00:11:49.040]  是孖山的經文話
[00:11:49.040 --> 00:11:53.040]  就是說上顎和下顎的牙齒是配成對
[00:11:53.040 --> 00:11:57.040]  而沒有缺少非常整齊
[00:11:57.040 --> 00:12:02.040]  但我們知道古代的人是不懂得打理自己的牙齒
[00:12:02.040 --> 00:12:06.040]  所以你說沒有少到牙齒是很少有
[00:12:06.040 --> 00:12:11.040]  舒拉密是有整齊的牙齒有潔白的牙齒
[00:12:11.040 --> 00:12:17.040]  我們看到一個人牙齒的健康是會影響他口腔的氣味
[00:12:17.040 --> 00:12:21.040]  在《樹語雅歌》七章八節索羅門王說
[00:12:21.040 --> 00:12:25.040]  你的鼻子的氣味香如蘋果
[00:12:25.040 --> 00:12:29.040]  這裡不是說索羅門王只是聞舒拉密的鼻歌
[00:12:29.040 --> 00:12:35.040]  這裡是說舒拉密噴出來的氣是香到好像蘋果的氣味一樣
[00:12:37.040 --> 00:12:43.040]  然後經文說舒拉密的嘴唇好像一條珠紅色的線一樣
[00:12:43.040 --> 00:12:46.040]  就是說他的嘴唇是很薄很薄
[00:12:46.040 --> 00:12:48.040]  而且他的血氣是很好
[00:12:48.040 --> 00:12:51.040]  是珠紅色非常健康
[00:12:51.040 --> 00:12:55.040]  他的太陽穴是好像石榴一樣
[00:12:55.040 --> 00:12:59.040]  這裡不是金庸的武俠小說
[00:12:59.040 --> 00:13:03.040]  金庸的武俠小說就是說那些武林高手
[00:13:03.040 --> 00:13:07.040]  內宮胸口的太陽穴就高高鼓起
[00:13:07.040 --> 00:13:10.040]  這裡不是說舒拉密是武林高手
[00:13:10.040 --> 00:13:16.040]  這裡是說太陽穴就是眼睛和耳朵中間的部分
[00:13:16.040 --> 00:13:20.040]  包括面珠是好像石榴一樣的顏色
[00:13:20.040 --> 00:13:23.040]  非常好的血氣
[00:13:23.040 --> 00:13:29.040]  這個太陽穴這個字在《雅歌》四章三節六章七節都有出現
[00:13:29.040 --> 00:13:32.040]  其實索羅門王是很喜歡石榴
[00:13:32.040 --> 00:13:38.040]  他在聖殿的柱子那裡都雕刻了很多石榴
[00:13:38.040 --> 00:13:41.040]  根據猶太人的傳統
[00:13:41.040 --> 00:13:48.040]  他的皇冠就是照著石榴尾部這個形狀來設計
[00:13:48.040 --> 00:13:54.040]  我們看到的確舒拉密不單止他的嘴唇
[00:13:54.040 --> 00:13:57.040]  他的膚色都是非常好
[00:13:57.040 --> 00:13:59.040]  好像是塗了胭脂一樣
[00:13:59.040 --> 00:14:06.040]  跟著索羅門王就是描述舒拉密的頭項他的項項
[00:14:06.040 --> 00:14:13.040]  在《雅歌》四章四節說你的項項好像大衛建造收藏軍器的高台
[00:14:13.040 --> 00:14:19.040]  旗上懸掛一千盾牌都是勇士的藤牌
[00:14:19.040 --> 00:14:26.040]  我們看到索羅門王是用大衛的高台來形容舒拉密的項
[00:14:26.040 --> 00:14:28.040]  大衛的高台是什麼
[00:14:28.040 --> 00:14:38.040]  我相信是在《雅歌》四章四節和《尼西米記》三章十六節和三章二十五節所提到
[00:14:38.040 --> 00:14:42.040]  是大衛收藏兵器的地方
[00:14:42.040 --> 00:14:46.040]  他不單止是收藏兵器在高台
[00:14:46.040 --> 00:14:52.040]  他還在高台的塔上懸掛著那些盾牌和藤牌
[00:14:52.040 --> 00:14:54.040]  要來做什麼
[00:14:54.040 --> 00:14:56.040]  要來是耀武揚威
[00:14:56.040 --> 00:15:01.040]  讓敵人看到他的武器充足
[00:15:01.040 --> 00:15:03.040]  他的國勢強盛
[00:15:03.040 --> 00:15:06.040]  和敵人說你不要來攻擊我
[00:15:06.040 --> 00:15:08.040]  我們是很強盛的
[00:15:08.040 --> 00:15:13.040]  在《尼西米記》二十七章十節正是這樣說
[00:15:13.040 --> 00:15:20.040]  懸掛、盾牌和頭盔的意思就是彰顯尊榮
[00:15:20.040 --> 00:15:24.040]  令人感到驕傲、感到自豪
[00:15:24.040 --> 00:15:28.040]  高台就是令人感到驕傲的意思
[00:15:28.040 --> 00:15:31.040]  就是說朱拉麥的頸非常直
[00:15:31.040 --> 00:15:33.040]  好像大衛高台
[00:15:33.040 --> 00:15:35.040]  很有高傲的氣質
[00:15:35.040 --> 00:15:41.040]  我記得我很久以前曾經和我的媽媽去看房子
[00:15:41.040 --> 00:15:44.040]  那時候我們想買一間房子
[00:15:44.040 --> 00:15:48.040]  去到那裡那個經紀賣房子的經紀
[00:15:48.040 --> 00:15:50.040]  指著我的媽媽說
[00:15:50.040 --> 00:15:55.040]  太太你的頸很直,你很有質素
[00:15:55.040 --> 00:15:58.040]  你的頸就好像皇后的頸一樣
[00:15:58.040 --> 00:16:01.040]  非常有高傲的氣質
[00:16:01.040 --> 00:16:06.040]  我不知道這個經紀是不是每次見到人家來看房子
[00:16:06.040 --> 00:16:07.040]  都是說一樣的話
[00:16:07.040 --> 00:16:09.040]  但是有一樣東西是真的
[00:16:09.040 --> 00:16:12.040]  就是女皇的頭頸真的很直
[00:16:12.040 --> 00:16:15.040]  很有高傲的氣質
[00:16:15.040 --> 00:16:17.040]  我相信這裡的朱拉麥皇
[00:16:17.040 --> 00:16:23.040]  就是用大衛的高台來描述朱拉麥的頸就是這個原因
[00:16:23.040 --> 00:16:25.040]  另外有一個可能性
[00:16:25.040 --> 00:16:29.040]  就是現在我們結婚的時候
[00:16:29.040 --> 00:16:33.040]  都是新郎和新娘交換結婚戒指
[00:16:33.040 --> 00:16:35.040]  但是在古代
[00:16:35.040 --> 00:16:40.040]  一個未婚夫會將一條頸鏈送給他的未婚妻
[00:16:40.040 --> 00:16:42.040]  而在這條頸鏈的上高
[00:16:42.040 --> 00:16:44.040]  是有很多的裝飾
[00:16:44.040 --> 00:16:46.040]  而且是有很多的錢幣
[00:16:46.040 --> 00:16:48.040]  非常之耀眼
[00:16:48.040 --> 00:16:50.040]  為什麼這麼耀眼
[00:16:50.040 --> 00:16:53.040]  就是要讓所有的狂風浪蝶知道
[00:16:53.040 --> 00:16:56.040]  這個女士已經是名花有主
[00:16:56.040 --> 00:16:58.040]  心有所屬
[00:16:58.040 --> 00:17:00.040]  你們不需要痴心妄想
[00:17:00.040 --> 00:17:02.040]  不要去追求
[00:17:02.040 --> 00:17:04.040]  就好像大衛的高台
[00:17:04.040 --> 00:17:06.040]  將那些盾牌掛出來
[00:17:06.040 --> 00:17:08.040]  和敵人說
[00:17:08.040 --> 00:17:10.040]  你們不要打算來攻擊我們
[00:17:10.040 --> 00:17:12.040]  我們是非常之強盛
[00:17:12.040 --> 00:17:17.040]  兩者是有相同的意思在裡面
[00:17:17.040 --> 00:17:22.040]  我們也可以解釋另外有一節經文
[00:17:22.040 --> 00:17:25.040]  就是在路加福音的第十五章
[00:17:25.040 --> 00:17:28.040]  我們知道那裡有一個婦人
[00:17:28.040 --> 00:17:31.040]  有十個錢幣是不見了一個
[00:17:31.040 --> 00:17:32.040]  她就怎麼樣
[00:17:32.040 --> 00:17:34.040]  她是非常之傷心
[00:17:34.040 --> 00:17:36.040]  她怎樣都要找到這個錢幣
[00:17:36.040 --> 00:17:38.040]  你說一個錢幣而已
[00:17:38.040 --> 00:17:40.040]  有什麼這麼緊張
[00:17:40.040 --> 00:17:42.040]  她就一定要去找
[00:17:42.040 --> 00:17:44.040]  找到了之後她開心到
[00:17:44.040 --> 00:17:46.040]  和她的朋友和她的鄰舍
[00:17:46.040 --> 00:17:48.040]  一起來慶祝
[00:17:48.040 --> 00:17:50.040]  你說為了一個錢幣
[00:17:50.040 --> 00:17:52.040]  值不值得大排延續
[00:17:52.040 --> 00:17:56.040]  相信這條項鏈就是她丈夫
[00:17:56.040 --> 00:17:59.040]  當年送給她的定情信物
[00:17:59.040 --> 00:18:01.040]  在上高有十個錢幣
[00:18:01.040 --> 00:18:03.040]  不見了一個
[00:18:03.040 --> 00:18:05.040]  你說她有多傷心
[00:18:05.040 --> 00:18:07.040]  一定要去找到為止
[00:18:07.040 --> 00:18:12.040]  其實耶穌基督都有給定情信物
[00:18:12.040 --> 00:18:14.040]  給她的薪糧給教會
[00:18:14.040 --> 00:18:19.040]  我們每一個真正接受耶穌基督的人
[00:18:19.040 --> 00:18:21.040]  我們身上都有她的靈
[00:18:21.040 --> 00:18:23.040]  有聖靈
[00:18:23.040 --> 00:18:25.040]  從聖靈我們可以知取
[00:18:25.040 --> 00:18:27.040]  從神而來的力量
[00:18:27.040 --> 00:18:29.040]  從聖靈我們可以知取
[00:18:29.040 --> 00:18:31.040]  從神而來的保護
[00:18:31.040 --> 00:18:36.040]  我曾經和大家說過很多次
[00:18:36.040 --> 00:18:41.040]  我不相信基督徒能夠被鬼上身
[00:18:41.040 --> 00:18:46.040]  因為有魔鬼上基督徒的身
[00:18:46.040 --> 00:18:48.040]  他去拍門的時候
[00:18:48.040 --> 00:18:50.040]  是誰應門呢?
[00:18:50.040 --> 00:18:52.040]  是聖靈來應門
[00:18:52.040 --> 00:18:55.040]  聖靈說這裏已經是我居住的地方
[00:18:55.040 --> 00:18:58.040]  你不用想進入這個人的身上
[00:18:58.040 --> 00:19:02.040]  就好像我說的未婚妻的項鏈
[00:19:02.040 --> 00:19:06.040]  那些狂風浪跌見到都退避三舍
[00:19:06.040 --> 00:19:08.040]  魔鬼都是一樣
[00:19:08.040 --> 00:19:10.040]  見到我們有從基督
[00:19:10.040 --> 00:19:13.040]  耶穌基督而來的定情信物
[00:19:13.040 --> 00:19:14.040]  就是聖靈
[00:19:14.040 --> 00:19:19.040]  她是不敢入住或上基督徒的身
[00:19:19.040 --> 00:19:23.040]  一個真正接受耶穌基督的人
[00:19:23.040 --> 00:19:25.040]  魔鬼是可以去試探她
[00:19:25.040 --> 00:19:28.040]  但是不可以上她的身
[00:19:28.040 --> 00:19:33.040]  但是我也聽過很多牧師朋友說
[00:19:33.040 --> 00:19:38.040]  Sylvia,我真的見過有基督徒被鬼上身
[00:19:38.040 --> 00:19:41.040]  我相信這裏所謂的基督徒
[00:19:41.040 --> 00:19:44.040]  就是他們自己以為成為了基督徒
[00:19:44.040 --> 00:19:47.040]  他們自己以為有聖靈在他們的身上
[00:19:47.040 --> 00:19:49.040]  但其實他們是沒有
[00:19:49.040 --> 00:19:52.040]  以至魔鬼是可以上他們的身
[00:19:52.040 --> 00:19:56.040]  其實耶穌基督自己也說過
[00:19:56.040 --> 00:19:57.040]  在馬太福音的七章
[00:19:57.040 --> 00:20:03.040]  不是每個人在末世說主也能夠得救
[00:20:03.040 --> 00:20:07.040]  所以不是所有自己說是基督徒的
[00:20:07.040 --> 00:20:09.040]  都是真正的基督徒
[00:20:09.040 --> 00:20:12.040]  那你說怎樣才能夠真正得救
[00:20:12.040 --> 00:20:16.040]  我相信羅馬書的七章第四節是告訴我們
[00:20:16.040 --> 00:20:19.040]  叫你們歸於別人
[00:20:19.040 --> 00:20:22.040]  我們已經嫁給了耶穌基督
[00:20:22.040 --> 00:20:23.040]  我們是耶穌基督的新娘
[00:20:23.040 --> 00:20:25.040]  我們不再屬於自己
[00:20:25.040 --> 00:20:28.040]  就是屬於那從死裡復活的
[00:20:28.040 --> 00:20:30.040]  我們是屬於耶穌基督
[00:20:30.040 --> 00:20:33.040]  如果我們真是屬於耶穌基督
[00:20:33.040 --> 00:20:35.040]  再是屬於自己的話
[00:20:35.040 --> 00:20:38.040]  我們就應該為耶穌基督而活
[00:20:38.040 --> 00:20:40.040]  而經文告訴我們
[00:20:40.040 --> 00:20:43.040]  我們應該是結出果子給神
[00:20:43.040 --> 00:20:47.040]  一個真正是屬於耶穌基督的人
[00:20:47.040 --> 00:20:49.040]  不再是為自己而活
[00:20:49.040 --> 00:20:52.040]  而是要能夠結出果子來給神
[00:20:52.040 --> 00:20:55.040]  等一會我們結束的時候
[00:20:55.040 --> 00:20:58.040]  我們會回來看這一節的經文
[00:20:58.040 --> 00:21:03.040]  接著索羅門王就形容舒拉蜜的雙魚
[00:21:03.040 --> 00:21:08.040]  說你的兩魚很像百合花中吃草的一對小鹿
[00:21:08.040 --> 00:21:10.040]  就是母鹿相伸的
[00:21:10.040 --> 00:21:12.040]  非常生動的形容
[00:21:12.040 --> 00:21:15.040]  索羅門王是用小鹿來形容
[00:21:15.040 --> 00:21:17.040]  還是孖生的
[00:21:17.040 --> 00:21:18.040]  舒拉蜜的雙魚
[00:21:18.040 --> 00:21:21.040]  他們的形狀大小都是一樣
[00:21:21.040 --> 00:21:24.040]  而且是在百合花中的意思
[00:21:24.040 --> 00:21:28.040]  就是發出有向微芬芳的氣味
[00:21:28.040 --> 00:21:33.040]  我們知道針賢和雅歌都是索羅門王所作
[00:21:33.040 --> 00:21:36.040]  在屬於針賢的五章十九節
[00:21:36.040 --> 00:21:39.040]  索羅門王是用一樣的形容詞
[00:21:39.040 --> 00:21:41.040]  來形容女士的胸部
[00:21:41.040 --> 00:21:43.040]  就是用鹿
[00:21:43.040 --> 00:21:44.040]  我們看到
[00:21:44.040 --> 00:21:50.040]  所以這個真的是索羅門王所喜愛的形容詞
[00:21:50.040 --> 00:21:57.040]  來到這裡我又要為那些用字面解經的解經家來平反一下
[00:21:57.040 --> 00:22:00.040]  有很多寓意的解經家
[00:22:00.040 --> 00:22:03.040]  他們會笑字面解經的解經家
[00:22:03.040 --> 00:22:07.040]  他們會說你就是用字面來解經的了
[00:22:07.040 --> 00:22:11.040]  他們還會說如果你真的用字面解經
[00:22:11.040 --> 00:22:14.040]  你解出來的舒拉蜜很醜樣的
[00:22:14.040 --> 00:22:18.040]  大家看到我剛才形容的舒拉蜜漂亮嗎
[00:22:18.040 --> 00:22:20.040]  很漂亮
[00:22:20.040 --> 00:22:22.040]  但是他們會怎樣
[00:22:22.040 --> 00:22:26.040]  他們會真的將石榴貼在一個女人的頭上
[00:22:26.040 --> 00:22:28.040]  畫兩隻白鴿就是她的眼
[00:22:28.040 --> 00:22:31.040]  然後真的畫山羊在她的頭上
[00:22:31.040 --> 00:22:33.040]  畫綿羊在她的口上
[00:22:33.040 --> 00:22:38.040]  他們會形容出一個很噁心的舒拉蜜
[00:22:38.040 --> 00:22:43.040]  我們那些用字面解經的人
[00:22:43.040 --> 00:22:45.040]  不是說沒有想像力的
