
[00:00:00.000 --> 00:00:13.000]  主持人:今天跟大家繼續講約翰上一次和撒瑪利亞婦人的交談的下半部
[00:06:23.000 --> 00:06:25.000]  我很喜歡讀Kingdom Version
[00:06:25.000 --> 00:06:27.000]  因為很古老
[00:06:27.000 --> 00:06:31.000]  Kingdom Version很原文
[00:06:31.000 --> 00:06:33.000]  但這裡出現一個問題
[00:06:33.000 --> 00:06:36.000]  Kingdom Version用心靈
[00:06:36.000 --> 00:06:40.000]  你留意是用世草
[00:06:40.000 --> 00:06:43.000]  這個心靈是指人的心靈
[00:06:43.000 --> 00:06:47.000]  用我們真正投入的心靈去敬拜神
[00:06:47.000 --> 00:06:49.000]  我們明白了
[00:06:49.000 --> 00:06:51.000]  投入我們的心靈
[00:06:51.000 --> 00:06:52.000]  不要睡覺
[00:06:52.000 --> 00:06:57.000]  不要吃什麼 乾酒牛河
[00:06:57.000 --> 00:06:59.000]  不要想那些事
[00:06:59.000 --> 00:07:02.000]  我們心靈投入去敬拜
[00:07:02.000 --> 00:07:06.000]  但NIV 現代的英文譯管
[00:07:06.000 --> 00:07:10.000]  它是用大草 Spirit
[00:07:10.000 --> 00:07:13.000]  這個就是在上帝的靈裡面敬拜
[00:07:13.000 --> 00:07:16.000]  不是用我自己的自由意志去敬拜
[00:07:16.000 --> 00:07:18.000]  而是在上帝的靈裡面
[00:07:18.000 --> 00:07:23.000]  這個就是按上帝的心意去敬拜
[00:07:23.000 --> 00:07:25.000]  你是不是看到
[00:07:25.000 --> 00:07:27.000]  當耶穌說的時候
[00:07:27.000 --> 00:07:29.000]  當時用希臘文
[00:07:29.000 --> 00:07:32.000]  每一個文字都不足以將上帝啟示
[00:07:32.000 --> 00:07:34.000]  完全呈現出來
[00:07:34.000 --> 00:07:36.000]  這是我們語言的限制
[00:07:36.000 --> 00:07:38.000]  不是說他錯
[00:07:38.000 --> 00:07:41.000]  因為人類的語言是有限制的
[00:07:41.000 --> 00:07:43.000]  當耶穌說的時候
[00:07:43.000 --> 00:07:44.000]  你會發現他看的時候
[00:07:44.000 --> 00:07:48.000]  他可以說我們要真心用心靈去敬拜
[00:07:48.000 --> 00:07:50.000]  但這個就偏重了
[00:07:50.000 --> 00:07:52.000]  就按我的意思
[00:07:52.000 --> 00:07:54.000]  很舒服我今天去敬拜
[00:07:54.000 --> 00:07:56.000]  我們領受很多
[00:07:56.000 --> 00:07:58.000]  我們會覺得很悶的崇拜
[00:07:58.000 --> 00:08:00.000]  不合我心意的
[00:08:00.000 --> 00:08:02.000]  或者我們用很多方法
[00:08:02.000 --> 00:08:04.000]  讓大家敬拜的時候很開心
[00:08:04.000 --> 00:08:06.000]  不是錯 全部都是對的
[00:08:06.000 --> 00:08:13.000]  但同時靈要按上帝的心意
[00:08:13.000 --> 00:08:15.000]  上帝怎麼看呢?
[00:08:15.000 --> 00:08:17.000]  聖經怎麼教導呢?
[00:08:17.000 --> 00:08:19.000]  有一個張力的
[00:08:23.000 --> 00:08:29.000]  這兩個是要彼此互動的
[00:08:29.000 --> 00:08:31.000]  首先我們說
[00:08:31.000 --> 00:08:35.000]  如果我們用人的敬拜
[00:08:35.000 --> 00:08:38.000]  有時候我們就會發現
[00:08:38.000 --> 00:08:40.000]  是以人做中心
[00:08:40.000 --> 00:08:42.000]  因為當我們回到教會的時候
[00:08:42.000 --> 00:08:44.000]  我們就會問
[00:08:44.000 --> 00:08:47.000]  我怎麼可以得到滿足
[00:08:47.000 --> 00:08:48.000]  我們今天回來教會
[00:08:48.000 --> 00:08:50.000]  我們都會問自己
[00:08:50.000 --> 00:08:51.000]  我怎麼可以得到滿足
[00:08:51.000 --> 00:08:53.000]  我怎麼可以得到領受
[00:08:53.000 --> 00:08:55.000]  是不是都要從我們開始
[00:08:55.000 --> 00:08:58.000]  這個不是錯的
[00:08:58.000 --> 00:09:00.000]  意思就是
[00:09:00.000 --> 00:09:03.000]  我們不要將這個走到極端
[00:09:03.000 --> 00:09:05.000]  因為走到極端就變成
[00:09:05.000 --> 00:09:07.000]  我今天回來敬拜
[00:09:07.000 --> 00:09:09.000]  就是以我為中心
[00:09:09.000 --> 00:09:11.000]  當然我們敬拜上帝
[00:09:11.000 --> 00:09:13.000]  上帝是會給我們心靈滿足的
[00:09:13.000 --> 00:09:14.000]  對不對?
[00:09:14.000 --> 00:09:15.000]  是恩典
[00:09:15.000 --> 00:09:17.000]  還有
[00:09:17.000 --> 00:09:19.000]  當我們敬拜的時候
[00:09:19.000 --> 00:09:21.000]  我們是可以投入參與的
[00:09:21.000 --> 00:09:23.000]  所以今天唱的詩
[00:09:23.000 --> 00:09:24.000]  這麼開心
[00:09:24.000 --> 00:09:25.000]  快樂頌
[00:09:25.000 --> 00:09:27.000]  很容易唱
[00:09:27.000 --> 00:09:28.000]  很開心
[00:09:28.000 --> 00:09:29.000]  但是有時候那些詩
[00:09:29.000 --> 00:09:30.000]  真的糟糕了
[00:09:30.000 --> 00:09:31.000]  是新歌
[00:09:31.000 --> 00:09:33.000]  還沒學會就唱完了
[00:09:33.000 --> 00:09:35.000]  有時候唱得很古老
[00:09:35.000 --> 00:09:37.000]  或者很不熟悉
[00:09:37.000 --> 00:09:38.000]  很難投入的
[00:09:38.000 --> 00:09:39.000]  所以我們發現
[00:09:39.000 --> 00:09:40.000]  崇拜小祖
[00:09:40.000 --> 00:09:42.000]  他是有些新歌
[00:09:42.000 --> 00:09:43.000]  有些舊歌
[00:09:43.000 --> 00:09:45.000]  有些很容易唱的
[00:09:45.000 --> 00:09:47.000]  我們也要學一些
[00:09:47.000 --> 00:09:49.000]  很深度
[00:09:49.000 --> 00:09:50.000]  很高級的
[00:09:50.000 --> 00:09:52.000]  要多唱幾次才能領受
[00:09:52.000 --> 00:09:54.000]  但也要用各種方法
[00:09:54.000 --> 00:09:56.000]  因為我們是需要投入的
[00:09:56.000 --> 00:09:57.000]  好
[00:09:57.000 --> 00:09:59.000]  這個是inspired(靈性)
[00:09:59.000 --> 00:10:00.000]  小祖的
[00:10:00.000 --> 00:10:01.000]  我們的心靈
[00:10:01.000 --> 00:10:03.000]  但是同時
[00:10:03.000 --> 00:10:06.000]  我們也在上帝的靈裡面
[00:10:06.000 --> 00:10:10.000]  約翰就沒有說
[00:10:10.000 --> 00:10:13.000]  完全按照你的需要
[00:10:13.000 --> 00:10:15.000]  因為我們今天來
[00:10:15.000 --> 00:10:17.000]  是敬拜上帝
[00:10:17.000 --> 00:10:22.000]  我們在詩篇第二章十一節
[00:10:22.000 --> 00:10:23.000]  那裡怎麼說呢
[00:10:23.000 --> 00:10:26.000]  他當傳畏懼
[00:10:26.000 --> 00:10:28.000]  侍奉耶和華
[00:10:28.000 --> 00:10:29.000]  又當傳
[00:10:29.000 --> 00:10:32.000]  戰經而快樂
[00:10:32.000 --> 00:10:34.000]  戰經而快樂
[00:10:34.000 --> 00:10:36.000]  不是矛盾的
[00:10:36.000 --> 00:10:37.000]  是真正快樂
[00:10:37.000 --> 00:10:39.000]  因為我們戰經心
[00:10:39.000 --> 00:10:41.000]  就是一個敬畏
[00:10:41.000 --> 00:10:42.000]  敬畏上帝
[00:10:42.000 --> 00:10:44.000]  上帝很莊嚴
[00:10:44.000 --> 00:10:48.000]  上帝在今天崇拜裡面
[00:10:48.000 --> 00:10:50.000]  是做什麼角色呢
[00:10:50.000 --> 00:10:53.000]  崇拜的主角
[00:10:53.000 --> 00:10:54.000]  我記得我說過了
[00:10:54.000 --> 00:10:56.000]  是誰呢
[00:10:56.000 --> 00:10:58.000]  崇拜的觀眾
[00:10:58.000 --> 00:11:00.000]  是誰呢
[00:11:00.000 --> 00:11:01.000]  我不是主角
[00:11:01.000 --> 00:11:03.000]  你不是觀眾
[00:11:03.000 --> 00:11:05.000]  崇拜的主角
[00:11:05.000 --> 00:11:07.000]  是你們
[00:11:07.000 --> 00:11:09.000]  崇拜只有一個觀眾
[00:11:09.000 --> 00:11:11.000]  是上帝
[00:11:11.000 --> 00:11:13.000]  大家記住
[00:11:13.000 --> 00:11:15.000]  為什麼呢
[00:11:15.000 --> 00:11:18.000]  觀眾是要買票進場
[00:11:18.000 --> 00:11:20.000]  看人演戲的
[00:11:20.000 --> 00:11:24.000]  上帝是付足他的錢
[00:11:24.000 --> 00:11:25.000]  救贖你們
[00:11:25.000 --> 00:11:28.000]  讓你們來到上帝面前
[00:11:28.000 --> 00:11:30.000]  去敬拜他
[00:11:30.000 --> 00:11:32.000]  上帝在天上
[00:11:32.000 --> 00:11:35.000]  享受人被他敬拜
[00:11:35.000 --> 00:11:38.000]  那你是不是主角呢
[00:11:38.000 --> 00:11:39.000]  你的祈禱
[00:11:39.000 --> 00:11:40.000]  你的眼神
[00:11:40.000 --> 00:11:41.000]  你的心靈
[00:11:41.000 --> 00:11:43.000]  是不是崇拜的主角
[00:11:43.000 --> 00:11:45.000]  今天真正的觀眾在天上
[00:11:45.000 --> 00:11:49.000]  甚至享受我們被他的敬拜
[00:11:49.000 --> 00:11:52.000]  所以我不是主角
[00:11:52.000 --> 00:11:54.000]  我是引導大家
[00:11:54.000 --> 00:11:55.000]  和你一樣
[00:11:55.000 --> 00:11:58.000]  將最好呈獻給上帝
[00:11:58.000 --> 00:12:02.000]  因為上帝救贖我們
[00:12:02.000 --> 00:12:04.000]  付足代價
[00:12:04.000 --> 00:12:06.000]  買足票
[00:12:06.000 --> 00:12:08.000]  請我們來
[00:12:08.000 --> 00:12:09.000]  將敬拜給他
[00:12:09.000 --> 00:12:13.000]  所以我們要真心誠心祈禱
[00:12:13.000 --> 00:12:15.000]  我們唱詩是要誠心
[00:12:15.000 --> 00:12:17.000]  真心去唱詩
[00:12:17.000 --> 00:12:19.000]  去讚美
[00:12:19.000 --> 00:12:20.000]  是不是
[00:12:20.000 --> 00:12:22.000]  不是只是師班小組去讚美
[00:12:22.000 --> 00:12:23.000]  師班小組是帶領你
[00:12:23.000 --> 00:12:26.000]  將讚美呈獻給上帝
[00:12:26.000 --> 00:12:28.000]  在上帝的靈裡面
[00:12:28.000 --> 00:12:29.000]  所以我們尊重上帝
[00:12:29.000 --> 00:12:31.000]  我們愛上帝
[00:12:31.000 --> 00:12:33.000]  我們是真正的崇拜
[00:12:33.000 --> 00:12:34.000]  不單止第一行
[00:12:34.000 --> 00:12:35.000]  最後那一行也是
[00:12:35.000 --> 00:12:37.000]  不要以為最後一行不關你的事
[00:12:37.000 --> 00:12:39.000]  我們都是一樣的
[00:12:39.000 --> 00:12:41.000]  去敬拜我們的主
[00:12:41.000 --> 00:12:46.000]  因為上帝正在享受我們的敬拜
[00:12:46.000 --> 00:12:50.000]  所以在上帝的靈裡面
[00:12:50.000 --> 00:12:54.000]  當你傳一個敬畏的心
[00:12:54.000 --> 00:12:57.000]  我們在主面前
[00:12:57.000 --> 00:12:59.000]  將心靈獻上
[00:12:59.000 --> 00:13:01.000]  我們安靜
[00:13:01.000 --> 00:13:03.000]  因此在崇拜裡面
[00:13:03.000 --> 00:13:05.000]  我們不會走來走去
[00:13:05.000 --> 00:13:07.000]  我也明白
[00:13:07.000 --> 00:13:09.000]  有些人很需要洗手間
[00:13:09.000 --> 00:13:11.000]  如果有這樣的需要
[00:13:11.000 --> 00:13:13.000]  就不要坐第一行
[00:13:13.000 --> 00:13:15.000]  不是歧視你
[00:13:15.000 --> 00:13:17.000]  第一行慢慢走出去
[00:13:17.000 --> 00:13:19.000]  這樣會影響其他人
[00:13:19.000 --> 00:13:21.000]  我們就坐後面
[00:13:21.000 --> 00:13:22.000]  不要緊的
[00:13:22.000 --> 00:13:23.000]  我們每個人需要不同
[00:13:23.000 --> 00:13:25.000]  我們去考慮
[00:13:25.000 --> 00:13:27.000]  是考慮上帝
[00:13:27.000 --> 00:13:29.000]  不是考慮我
[00:13:29.000 --> 00:13:30.000]  也不是考慮主席
[00:13:30.000 --> 00:13:31.000]  不是考慮牧師
[00:13:31.000 --> 00:13:33.000]  是考慮上帝
[00:13:33.000 --> 00:13:35.000]  我們在敬拜上
[00:13:35.000 --> 00:13:36.000]  我們需要安靜
[00:13:36.000 --> 00:13:37.000]  為什麼呢?
[00:13:37.000 --> 00:13:39.000]  因為當我們安靜的時候
[00:13:39.000 --> 00:13:43.000]  聖靈就有空間去觸摸你
[00:13:43.000 --> 00:13:45.000]  去感動你
[00:13:45.000 --> 00:13:48.000]  將你提升到上帝的面前
[00:13:48.000 --> 00:13:51.000]  感受到主的愛
[00:13:51.000 --> 00:13:55.000]  所以那個敬畏就帶來真正的快樂
[00:13:55.000 --> 00:13:57.000]  在崇拜裡面
[00:13:57.000 --> 00:13:59.000]  我們是滿足和開心
[00:13:59.000 --> 00:14:02.000]  因為我們是和上帝交流
[00:14:02.000 --> 00:14:04.000]  不是唱歌好聽
[00:14:04.000 --> 00:14:06.000]  四個小組很開心
[00:14:06.000 --> 00:14:08.000]  帶我去廣道
[00:14:08.000 --> 00:14:10.000]  今天不是很悶
[00:14:10.000 --> 00:14:13.000]  給他一點樂分
[00:14:13.000 --> 00:14:14.000]  不是
[00:14:14.000 --> 00:14:16.000]  因為今天我們滿足
[00:14:16.000 --> 00:14:20.000]  是因為我們在上帝的靈裡面
[00:14:20.000 --> 00:14:22.000]  我們感受到滿足
[00:14:22.000 --> 00:14:24.000]  我們只是工具
[00:14:24.000 --> 00:14:25.000]  中介
[00:14:25.000 --> 00:14:27.000]  帶你到上帝面前
[00:14:27.000 --> 00:14:30.000]  一方面我們要投入我們的心靈
[00:14:30.000 --> 00:14:33.000]  一方面要在上帝的靈裡面
[00:14:33.000 --> 00:14:36.000]  所以這兩個是互動的
[00:14:36.000 --> 00:14:41.000]  而這兩個也是在《悟音》裡面
[00:14:41.000 --> 00:14:45.000]  是兩個在我們的心靈
[00:14:45.000 --> 00:14:49.000]  在上帝的靈裡面的一個整合
[00:14:49.000 --> 00:14:51.000]  下面那個
[00:14:51.000 --> 00:14:53.000]  我就不說了
[00:14:53.000 --> 00:14:55.000]  這個就是現代崇拜反思
[00:14:55.000 --> 00:14:57.000]  字很小就算了
[00:14:57.000 --> 00:15:01.000]  In spirit和in spirit互動
[00:15:01.000 --> 00:15:04.000]  就是剛才我一直強調的
[00:15:04.000 --> 00:15:07.000]  我們說完這個之後
[00:15:07.000 --> 00:15:09.000]  還有
[00:15:09.000 --> 00:15:11.000]  在真理裡面敬拜
[00:15:11.000 --> 00:15:12.000]  誠實
[00:15:12.000 --> 00:15:14.000]  心靈和誠實
[00:15:14.000 --> 00:15:17.000]  心靈和誠實
[00:15:17.000 --> 00:15:19.000]  誠實是什麼意思呢?
[00:15:19.000 --> 00:15:20.000]  時後將到
[00:15:20.000 --> 00:15:22.000]  如今就是了
[00:15:22.000 --> 00:15:24.000]  真正敬拜符的
[00:15:24.000 --> 00:15:28.000]  就是心靈和誠實敬拜
[00:15:28.000 --> 00:15:31.000]  誠實其實這個字就是truth
[00:15:31.000 --> 00:15:33.000]  也是真理的意思
[00:15:33.000 --> 00:15:36.000]  因此有些中文的聖經
[00:15:36.000 --> 00:15:38.000]  它就不譯誠實了
[00:15:38.000 --> 00:15:43.000]  就說是用心靈和真理敬拜
[00:15:43.000 --> 00:15:47.000]  如果加上英文的前置詞
[00:15:47.000 --> 00:15:53.000]  就是在心靈中和在真理中敬拜
[00:15:53.000 --> 00:15:58.000]  這樣就比較符合原來的意思
[00:15:58.000 --> 00:16:01.000]  在心靈裡面的敬拜
[00:16:01.000 --> 00:16:02.000]  剛才說過
[00:16:02.000 --> 00:16:03.000]  除了我們的心靈
[00:16:03.000 --> 00:16:05.000]  也都是上帝的靈
[00:16:05.000 --> 00:16:07.000]  除了我們得到滿足
[00:16:07.000 --> 00:16:10.000]  我們最重要是享受到上帝的愛
[00:16:10.000 --> 00:16:13.000]  和尊重上帝、愛上帝
[00:16:13.000 --> 00:16:15.000]  但是在真理中是什麼意思呢?
[00:16:15.000 --> 00:16:19.000]  在真理中就比較難解釋
[00:16:19.000 --> 00:16:21.000]  剛才我們說
[00:16:21.000 --> 00:16:23.000]  心靈的敬拜
[00:16:23.000 --> 00:16:27.000]  就是我們裡頭面對上帝
[00:16:27.000 --> 00:16:28.000]  但是真理這個
[00:16:28.000 --> 00:16:33.000]  就是要行在真理中
[00:16:33.000 --> 00:16:34.000]  行在真理中
[00:16:34.000 --> 00:16:38.000]  這個就是指我們整個人的行為
[00:16:38.000 --> 00:16:43.000]  我們的肉身、心靈和肉體
[00:16:43.000 --> 00:16:49.000]  我們的肉身要行在真理中去敬拜
[00:16:49.000 --> 00:16:51.000]  我們知道
[00:16:51.000 --> 00:16:55.000]  聖經裡面一直在重複一個意思
[00:16:55.000 --> 00:17:00.000]  就是在當時的迦南地方的人
[00:17:00.000 --> 00:17:02.000]  不單止是迦南地方
[00:17:02.000 --> 00:17:05.000]  甚至是其他的宗教
[00:17:05.000 --> 00:17:10.000]  人是很容易將宗教和道德分開的
[00:17:10.000 --> 00:17:11.000]  所以有些人
[00:17:11.000 --> 00:17:14.000]  縱然他做不好
[00:17:14.000 --> 00:17:16.000]  又貪污又什麼的
[00:17:16.000 --> 00:17:20.000]  但是他捐了很多錢給關帝
[00:17:20.000 --> 00:17:23.000]  或者是做善事
[00:17:23.000 --> 00:17:27.000]  他認為就算是黑社會也好
[00:17:27.000 --> 00:17:29.000]  賣毒品也好
[00:17:29.000 --> 00:17:32.000]  但是他又拜神的
[00:17:32.000 --> 00:17:33.000]  拜偶像的
[00:17:33.000 --> 00:17:36.000]  他認為我雖然做這些事
[00:17:36.000 --> 00:17:41.000]  但是如果我在宗教上很誠心的去敬拜的時候
[00:17:41.000 --> 00:17:45.000]  神靈就可以寬免了他
[00:17:45.000 --> 00:17:48.000]  這種有些賄賂的情況
[00:17:48.000 --> 00:17:50.000]  正正是這樣
[00:17:50.000 --> 00:17:52.000]  迦南地當時的人
[00:17:52.000 --> 00:17:54.000]  都是有這樣的想法
[00:17:54.000 --> 00:17:56.000]  一方面在宗教上很敬虔
[00:17:56.000 --> 00:17:58.000]  但是一方面在道德行為上
[00:17:58.000 --> 00:18:00.000]  我做得不夠好
[00:18:00.000 --> 00:18:03.000]  做得不夠好就用宗教敬虔去答救他
[00:18:03.000 --> 00:18:06.000]  使他良心安樂
[00:18:06.000 --> 00:18:07.000]  縱然做得不好
[00:18:07.000 --> 00:18:09.000]  回教會奉獻了錢之後
[00:18:09.000 --> 00:18:11.000]  安樂了
[00:18:11.000 --> 00:18:14.000]  聖經是最針對這件事
[00:18:14.000 --> 00:18:17.000]  撒姆爾和蘇羅怎麼說
[00:18:17.000 --> 00:18:19.000]  信服是很重要
[00:18:19.000 --> 00:18:22.000]  單單獻祭是不夠的
[00:18:22.000 --> 00:18:29.000]  因為在心靈和在真理不能夠分開
[00:18:29.000 --> 00:18:32.000]  在這裡我們都明白
[00:18:32.000 --> 00:18:35.000]  聖經裡面提醒
[00:18:35.000 --> 00:18:40.000]  就算一個人用很多的時間
[00:18:40.000 --> 00:18:45.000]  用很多的錢去敬拜上帝
[00:18:45.000 --> 00:18:49.000]  但是他身體不在真理上
[00:18:49.000 --> 00:18:51.000]  不對付的罪
[00:18:51.000 --> 00:18:55.000]  不好的來行在真理當中
[00:18:55.000 --> 00:18:59.000]  那個敬拜就不是真正的敬拜
[00:18:59.000 --> 00:19:02.000]  那個敬拜也都沒有意思
[00:19:02.000 --> 00:19:05.000]  因此你就會看到亞摩斯書
[00:19:05.000 --> 00:19:07.000]  很嚴厲的說話
[00:19:07.000 --> 00:19:11.000]  亞摩斯書對當時的猶太人說
[00:19:11.000 --> 00:19:14.000]  他說我厭惡你們的節旗
[00:19:14.000 --> 00:19:16.000]  不喜悅你們的嚴肅會
[00:19:16.000 --> 00:19:18.000]  你雖然向我獻授祭
[00:19:18.000 --> 00:19:20.000]  獻飯祭和授祭
[00:19:20.000 --> 00:19:22.000]  但我不悅立
[00:19:22.000 --> 00:19:23.000]  為什麼呢?
[00:19:23.000 --> 00:19:25.000]  不是因為他獻得不夠好
[00:19:25.000 --> 00:19:28.000]  是因為他們行得不夠好
[00:19:28.000 --> 00:19:32.000]  你上帝在上面享受人的敬拜就行了
[00:19:32.000 --> 00:19:34.000]  你理他那麼多幹什麼呢?
[00:19:34.000 --> 00:19:39.000]  不是,上帝除了看我們心靈的敬拜
[00:19:39.000 --> 00:19:44.000]  還要看我們肉身、身體是否在真理裡面
[00:19:44.000 --> 00:19:46.000]  當身體不在真理裡面
[00:19:46.000 --> 00:19:50.000]  所做的在上帝看來就沒有意思
[00:19:50.000 --> 00:19:52.000]  這是很嚴厲的
[00:19:52.000 --> 00:19:54.000]  23節
[00:19:54.000 --> 00:19:57.000]  要使你們的歌唱聲音遠離我
[00:19:57.000 --> 00:20:00.000]  因為我不聽你們彈琴的響聲
[00:20:00.000 --> 00:20:04.000]  惟願公平如大水滾滾
[00:20:04.000 --> 00:20:07.000]  公義如江河滔滔
[00:20:07.000 --> 00:20:14.000]  這就是聖經一個很明顯的教導
[00:20:14.000 --> 00:20:18.000]  在北美洲有一個很出名的牧師
[00:20:18.000 --> 00:20:20.000]  也有二百年前的
[00:20:20.000 --> 00:20:26.000]  叫做Jonathan Edwards
[00:20:26.000 --> 00:20:28.000]  寫中文
