
[00:00:00.000 --> 00:00:02.000]  (字幕:Stanley)
[00:04:25.560 --> 00:04:26.920]  幾個星期之前
[00:04:26.920 --> 00:04:30.040]  我們講到天使的徵戰
[00:04:30.040 --> 00:04:31.520]  靈界的徵戰
[00:04:31.520 --> 00:04:35.800]  原來天使來安慰彈爾利的途中
[00:04:35.800 --> 00:04:40.240]  是被邪靈魔鬼的使者擋住
[00:04:40.240 --> 00:04:44.760]  後來天使長Michael來幫他
[00:04:44.760 --> 00:04:47.640]  所以他21天就來到彈爾利那裡
[00:04:47.640 --> 00:04:48.680]  這是第十章
[00:04:49.160 --> 00:04:52.360]  第十章、第十一章、第十二章
[00:04:52.360 --> 00:04:56.520]  是講到神給彈爾利第四個異象
[00:04:56.520 --> 00:04:58.240]  也是最後一個異象
[00:04:58.240 --> 00:05:01.600]  第十章是講到introduction
[00:05:01.600 --> 00:05:05.960]  講到天使阻遲了21天才來到
[00:05:05.960 --> 00:05:09.000]  第十一章我們一會兒會看的
[00:05:09.000 --> 00:05:12.400]  就是天使將寓言
[00:05:12.400 --> 00:05:16.640]  就是由彈爾利時代一直到世界的終結
[00:05:16.640 --> 00:05:19.520]  是將它揭露給彈爾利看
[00:05:19.520 --> 00:05:20.600]  讓他看到
[00:05:20.600 --> 00:05:21.400]  沒錯
[00:05:21.400 --> 00:05:23.120]  神的心意是要猶太人
[00:05:23.120 --> 00:05:25.440]  還有很長時期的苦難
[00:05:25.440 --> 00:05:26.880]  但是到最終
[00:05:26.880 --> 00:05:28.440]  神都會拯救他們
[00:05:28.440 --> 00:05:30.840]  他就將世界的終結
[00:05:30.840 --> 00:05:33.160]  是很詳細地講給他聽
[00:05:33.160 --> 00:05:35.000]  這是第十章、第十一章
[00:05:35.000 --> 00:05:38.120]  然後到第十二章最後的時候
[00:05:38.120 --> 00:05:41.240]  彈爾利再一次見到
[00:05:41.240 --> 00:05:44.600]  未降世為人之前的人子主耶穌
[00:05:44.880 --> 00:05:47.840]  然後有一些結尾的說話
[00:05:47.840 --> 00:05:49.280]  神是要告訴他聽的
[00:05:49.280 --> 00:05:51.840]  所以今天我們是十一章、十二章
[00:05:51.840 --> 00:05:52.680]  一起來看
[00:05:52.680 --> 00:05:57.400]  這個是彈爾利最後看到的異象和異言
[00:05:57.400 --> 00:05:59.400]  不過在講之前
[00:05:59.400 --> 00:06:02.000]  我也想大家瞭解一下
[00:06:02.000 --> 00:06:04.240]  整個世界的走向
[00:06:04.240 --> 00:06:06.720]  這一幅我以前給大家看過了
[00:06:06.720 --> 00:06:08.040]  這個世界的走向
[00:06:08.040 --> 00:06:09.840]  我們由新約開始來看
[00:06:09.840 --> 00:06:12.520]  新約大家都知道是由主耶穌降生
[00:06:12.520 --> 00:06:13.000]  是嗎?
[00:06:13.000 --> 00:06:13.720]  新約
[00:06:13.960 --> 00:06:16.440]  舊約是主耶穌降生之前的
[00:06:16.440 --> 00:06:20.320]  主耶穌降生聖經的下半部
[00:06:20.320 --> 00:06:21.680]  二十七卷書
[00:06:21.680 --> 00:06:24.000]  就是新約時代
[00:06:24.000 --> 00:06:28.320]  我們在看第九章的時候
[00:06:28.320 --> 00:06:33.040]  你記不記得我們有神給彈爾利看到
[00:06:33.040 --> 00:06:34.400]  七十個七
[00:06:34.400 --> 00:06:36.520]  總共四百九十年
[00:06:36.520 --> 00:06:38.600]  神說不是七十年
[00:06:38.600 --> 00:06:40.960]  猶太人的苦難不是七十年
[00:06:40.960 --> 00:06:43.360]  猶太人的苦難是七十個七
[00:06:43.360 --> 00:06:44.880]  是四百九十年
[00:06:44.880 --> 00:06:47.160]  但是後來我們才知道
[00:06:47.160 --> 00:06:48.680]  原來四百九十年當中
[00:06:48.680 --> 00:06:50.520]  還有一個很闊的闊
[00:06:50.520 --> 00:06:54.320]  這四百九十年開頭的六十二個七
[00:06:54.320 --> 00:06:55.520]  是什麼呢?
[00:06:55.520 --> 00:06:56.880]  那六十二個七
[00:06:56.880 --> 00:06:59.000]  就是四百八十三年
[00:06:59.000 --> 00:07:01.040]  開頭的第一個七
[00:07:01.040 --> 00:07:02.040]  就是四十九年
[00:07:02.040 --> 00:07:03.000]  第一個七的七
[00:07:03.000 --> 00:07:05.960]  四十九年就是重建耶路撒冷
[00:07:05.960 --> 00:07:07.320]  那個已經成為歷史了
[00:07:07.320 --> 00:07:09.080]  我們已經看到已經是實現了
[00:07:09.080 --> 00:07:10.520]  然後呢
[00:07:10.520 --> 00:07:14.840]  四百八十三年後尾的四百多年
[00:07:14.840 --> 00:07:16.600]  最後的四百多年
[00:07:16.600 --> 00:07:19.200]  四百三十四年
[00:07:19.200 --> 00:07:21.840]  就是由他們重建耶路撒冷
[00:07:21.840 --> 00:07:26.320]  一直到主耶穌在世界最後的那個星期
[00:07:26.320 --> 00:07:28.400]  騎著驢驅進入耶路撒冷
[00:07:28.400 --> 00:07:31.520]  所以前面的四百八十三年
[00:07:31.520 --> 00:07:35.120]  都已經是因為主耶穌騎驢驅進入耶路撒冷
[00:07:35.120 --> 00:07:36.760]  都已經成為歷史了
[00:07:36.760 --> 00:07:38.600]  還有那個七年
[00:07:38.600 --> 00:07:41.480]  那七年沒有接著那四百八十三年
[00:07:41.480 --> 00:07:43.280]  原來那七年
[00:07:43.280 --> 00:07:47.320]  但你看不到神這個奧秘到保羅的時候
[00:07:47.320 --> 00:07:51.000]  然後才在《耳書》揭露出來是什麼呢?
[00:07:51.000 --> 00:07:52.560]  原來神的心意是說
[00:07:52.560 --> 00:07:55.800]  四百八十三年和最後的七年不是連著的
[00:07:55.800 --> 00:07:58.920]  歷史不只是四百九十年的
[00:07:58.920 --> 00:08:01.120]  原來中間有一個gap在那裡
[00:08:01.120 --> 00:08:02.440]  有一段很長的時間
[00:08:02.440 --> 00:08:05.320]  那段長的時間就是這個新約的時間
[00:08:05.320 --> 00:08:08.280]  這個新約的時間也是教會的時間
[00:08:08.280 --> 00:08:10.280]  是教會被設立
[00:08:10.280 --> 00:08:12.280]  神揀選外邦人
[00:08:12.280 --> 00:08:14.560]  教會成為基督的身體
[00:08:14.560 --> 00:08:17.200]  可以說是第二班的選民
[00:08:17.200 --> 00:08:18.800]  你和我都是神所揀選的
[00:08:18.800 --> 00:08:19.760]  我們不是猶太人
[00:08:19.760 --> 00:08:21.200]  但神都揀選我們
[00:08:21.200 --> 00:08:23.200]  我們大家信主的
[00:08:23.200 --> 00:08:24.040]  信耶穌的
[00:08:24.040 --> 00:08:25.720]  我們成為基督的身體
[00:08:25.720 --> 00:08:27.320]  所以在這個時候就是
[00:08:27.320 --> 00:08:30.440]  五旬節聖靈降臨之後
[00:08:30.440 --> 00:08:31.960]  教會時代開始
[00:08:31.960 --> 00:08:33.960]  今天你和我都在教會時代
[00:08:33.960 --> 00:08:35.560]  我又叫做恩典時代
[00:08:35.560 --> 00:08:37.400]  因為這個實際上是神的恩典
[00:08:37.400 --> 00:08:40.600]  讓你和我這班不是猶太人的
[00:08:40.600 --> 00:08:42.600]  都同盟揀選
[00:08:42.600 --> 00:08:45.960]  同成為神國裡面的一份子
[00:08:45.960 --> 00:08:47.960]  還成為基督的身體
[00:08:47.960 --> 00:08:49.960]  神給我們這班人
[00:08:49.960 --> 00:08:51.560]  還有更大的恩典
[00:08:51.560 --> 00:08:52.560]  一會兒你會看到
[00:08:52.560 --> 00:08:56.360]  我們是不需要受到七年的大災難
[00:08:56.360 --> 00:08:58.360]  但在這裡你看到
[00:08:58.360 --> 00:09:01.800]  2014年今天你和我都仍然在綠色那裡
[00:09:01.800 --> 00:09:03.400]  仍然還在新約的時代
[00:09:03.400 --> 00:09:05.400]  這個時期有多長呢?
[00:09:05.400 --> 00:09:07.400]  沒有人知道
[00:09:07.400 --> 00:09:09.400]  這個時期是一直下去
[00:09:09.400 --> 00:09:11.400]  所以我在下面打一個大問號
[00:09:11.400 --> 00:09:16.280]  不知道什麼時候教會恩典的時代終結
[00:09:16.280 --> 00:09:18.280]  但它會突然間終結
[00:09:18.280 --> 00:09:20.280]  事先你和我都不知道
[00:09:20.280 --> 00:09:23.160]  你和我知道我們已經在末期
[00:09:23.160 --> 00:09:25.160]  我們知道主耶穌回來的日子
[00:09:25.160 --> 00:09:26.440]  是越來越近了
[00:09:26.440 --> 00:09:28.440]  但主耶穌什麼時候回來呢?
[00:09:28.440 --> 00:09:30.440]  主耶穌說祂自己作為人子都不知道
[00:09:30.440 --> 00:09:32.440]  只有父知道
[00:09:32.440 --> 00:09:34.440]  所以這個教會的時代不知道有多長
[00:09:34.440 --> 00:09:36.440]  但是終結在哪裡呢?
[00:09:36.440 --> 00:09:38.440]  有一天會終結的
[00:09:38.440 --> 00:09:40.440]  你記得我說過嗎?
[00:09:40.440 --> 00:09:42.440]  終結就是教會被提
[00:09:42.440 --> 00:09:48.440]  被提就是突然間人們都會不見了
[00:09:48.440 --> 00:09:50.440]  但在這個之前
[00:09:50.440 --> 00:09:52.440]  還有一件事會發生的
[00:09:52.440 --> 00:09:54.440]  在被提之前
[00:09:54.440 --> 00:09:58.440]  是在基督裡面死了或者碎了
[00:09:58.440 --> 00:10:00.440]  是會先復活的
[00:10:00.440 --> 00:10:02.440]  這個是根據哪裡呢?
[00:10:02.440 --> 00:10:04.440]  我們可以打出來
[00:10:04.440 --> 00:10:06.440]  主必親自從天降臨
[00:10:06.440 --> 00:10:08.440]  有呼叫的聲音和天使掌的聲音
[00:10:08.440 --> 00:10:10.440]  又有神的號吹響
[00:10:10.440 --> 00:10:12.440]  突然間會出現的
[00:10:12.440 --> 00:10:14.440]  記住耶穌不是在地上
[00:10:14.440 --> 00:10:16.440]  是在半空
[00:10:16.440 --> 00:10:18.440]  從天降臨
[00:10:18.440 --> 00:10:20.440]  然後在基督裡面死了的人
[00:10:20.440 --> 00:10:22.440]  基督裡面死的人是誰呢?
[00:10:22.440 --> 00:10:24.440]  是教會時代裡面信耶穌而死的
[00:10:24.440 --> 00:10:26.440]  是基督裡面死的人
[00:10:26.440 --> 00:10:28.440]  是基督裡面死的人
[00:10:28.440 --> 00:10:30.440]  是基督裡面死的人
[00:10:30.440 --> 00:10:32.440]  是教會時代裡面信耶穌而死的人
[00:10:32.440 --> 00:10:34.440]  你和我都有很多親戚
[00:10:34.440 --> 00:10:36.440]  有很多弟兄姊妹
[00:10:36.440 --> 00:10:38.440]  是屬於那一群的
[00:10:38.440 --> 00:10:40.440]  你和我可能將來都會屬於那一群
[00:10:40.440 --> 00:10:42.440]  因為不知道基督何時回來
[00:10:42.440 --> 00:10:44.440]  不知道你和我有多長命
[00:10:44.440 --> 00:10:46.440]  如果基督這個被提
[00:10:46.440 --> 00:10:48.440]  是還有五百年之後或者一千年之後才發生
[00:10:48.440 --> 00:10:50.440]  肯定你和我都不會還在地上
[00:10:50.440 --> 00:10:54.440]  你和我都會在基督裡面碎了
[00:10:54.440 --> 00:10:56.440]  我希望我們當中
[00:10:56.440 --> 00:10:58.440]  每一個都是在裡面
[00:10:58.440 --> 00:11:00.440]  我不希望我們當中有人
[00:11:00.440 --> 00:11:02.440]  來到這裡聽到福音
[00:11:02.440 --> 00:11:04.440]  而空手回去
[00:11:04.440 --> 00:11:06.440]  你不成為在基督裡面的人
[00:11:06.440 --> 00:11:08.440]  他們會先復活
[00:11:08.440 --> 00:11:10.440]  復活有次序的
[00:11:10.440 --> 00:11:12.440]  這是所謂第一次的復活
[00:11:12.440 --> 00:11:14.440]  第一次復活是什麼呢?
[00:11:14.440 --> 00:11:16.440]  基督裡面死的人必先復活
[00:11:16.440 --> 00:11:18.440]  先過什麼呢?先過被提
[00:11:18.440 --> 00:11:20.440]  原來當被提的時候
[00:11:20.440 --> 00:11:22.440]  開始了
[00:11:22.440 --> 00:11:24.440]  主耶穌在半空出現了
[00:11:24.440 --> 00:11:26.440]  所有是在教會時代
[00:11:26.440 --> 00:11:28.440]  信主的信徒
[00:11:28.440 --> 00:11:30.440]  先會復活
[00:11:30.440 --> 00:11:32.440]  復活是身體的復活
[00:11:32.440 --> 00:11:34.440]  他們的靈魂
[00:11:34.440 --> 00:11:36.440]  由他離開世界那一刻
[00:11:36.440 --> 00:11:38.440]  已經和主耶穌在一起
[00:11:38.440 --> 00:11:40.440]  但當他復活的時候
[00:11:40.440 --> 00:11:42.440]  是身體重新被復活
[00:11:42.440 --> 00:11:44.440]  有些人就說他火化了又如何
[00:11:44.440 --> 00:11:46.440]  在大海被大魚吃了又如何
[00:11:46.440 --> 00:11:48.440]  他坐飛機
[00:11:48.440 --> 00:11:50.440]  撞機了,屍身都找不到
[00:11:50.440 --> 00:11:52.440]  那怎麼復活呢?
[00:11:52.440 --> 00:11:54.440]  保羅在哥林多前書十五章
[00:11:54.440 --> 00:11:56.440]  說神不是用你的舊身體
[00:11:56.440 --> 00:11:58.440]  做一個新的身體
[00:11:58.440 --> 00:12:00.440]  神可以為你做一個舊的身體
[00:12:00.440 --> 00:12:02.440]  神一樣可以為你
[00:12:02.440 --> 00:12:04.440]  做一個全新的身體
[00:12:04.440 --> 00:12:06.440]  不用靠找到以前的身體
[00:12:06.440 --> 00:12:08.440]  以前的身體已經腐爛了
[00:12:08.440 --> 00:12:10.440]  沒有了,那個是不需要的
[00:12:10.440 --> 00:12:12.440]  神會給我們一個新的身體
[00:12:12.440 --> 00:12:14.440]  這個是在哥林多前書
[00:12:14.440 --> 00:12:16.440]  第十五章那裡
[00:12:16.440 --> 00:12:18.440]  他說以後
[00:12:18.440 --> 00:12:20.440]  在基督裡面死的人先復活
[00:12:20.440 --> 00:12:22.440]  以後是什麼呢?
[00:12:22.440 --> 00:12:24.440]  活著還全流的人
[00:12:24.440 --> 00:12:26.440]  不知道你和我有沒有份
[00:12:26.440 --> 00:12:28.440]  但是這一群人
[00:12:28.440 --> 00:12:30.440]  信主還在地上
[00:12:30.440 --> 00:12:32.440]  主耶穌在半空出現的人
[00:12:32.440 --> 00:12:34.440]  是不需要經過死的
[00:12:34.440 --> 00:12:36.440]  雖然說人人都有一死
[00:12:36.440 --> 00:12:38.440]  死後才有審判
[00:12:38.440 --> 00:12:40.440]  但是這群人是特別的
[00:12:40.440 --> 00:12:42.440]  他們是不需要經過死
[00:12:42.440 --> 00:12:44.440]  他們直接被提到半空
[00:12:44.440 --> 00:12:46.440]  在半空的時候
[00:12:46.440 --> 00:12:48.440]  他們的身體就在暫時改變
[00:12:48.440 --> 00:12:50.440]  在哥林多前書第十五章
[00:12:50.440 --> 00:12:52.440]  那些生物在眨眼之間
[00:12:52.440 --> 00:12:54.440]  眨眼你想想多快
[00:12:54.440 --> 00:12:56.440]  這個是一刻
[00:12:56.440 --> 00:12:58.440]  那個身體就完全被改變
[00:12:58.440 --> 00:13:00.440]  因為這個身體不可以
[00:13:00.440 --> 00:13:02.440]  去到半空
[00:13:02.440 --> 00:13:04.440]  不可以在永恆
[00:13:04.440 --> 00:13:06.440]  不可以和主耶穌永遠在一起
[00:13:06.440 --> 00:13:08.440]  神要給我們一個新的身體
[00:13:08.440 --> 00:13:10.440]  這一個被提
[00:13:10.440 --> 00:13:12.440]  先在主裡面
[00:13:12.440 --> 00:13:14.440]  死了的人復活
[00:13:14.440 --> 00:13:16.440]  這兩件事就是
[00:13:16.440 --> 00:13:18.440]  世界這個
[00:13:18.440 --> 00:13:20.440]  聖地時代因典時代的終結
[00:13:20.440 --> 00:13:22.440]  因為整個教會被提
[00:13:22.440 --> 00:13:24.440]  地上再沒有教會
[00:13:24.440 --> 00:13:26.440]  教會的時代就完結了
[00:13:26.440 --> 00:13:28.440]  三件事在那時候開始
[00:13:28.440 --> 00:13:30.440]  第一就是說到
[00:13:30.440 --> 00:13:32.440]  按次序來說基督裡面
[00:13:32.440 --> 00:13:34.440]  睡了的人才復活
[00:13:34.440 --> 00:13:36.440]  第二在地上信主的人被提
[00:13:36.440 --> 00:13:38.440]  第三短時間之內
[00:13:38.440 --> 00:13:40.440]  不知道中間的時間是多久
[00:13:40.440 --> 00:13:42.440]  可能馬上
[00:13:42.440 --> 00:13:44.440]  可能一個月可能兩個月
[00:13:44.440 --> 00:13:46.440]  大災難就開始
[00:13:46.440 --> 00:13:48.440]  被提是
[00:13:48.440 --> 00:13:50.440]  大災難的開始
[00:13:50.440 --> 00:13:52.440]  當然也有些神學家說
[00:13:52.440 --> 00:13:54.440]  被提是在
[00:13:54.440 --> 00:13:56.440]  災難當中或者是災難的尾段
[00:13:56.440 --> 00:13:58.440]  但是按我們研究
[00:13:58.440 --> 00:14:00.440]  我們這群信主的人
[00:14:00.440 --> 00:14:02.440]  教會神給我們
[00:14:02.440 --> 00:14:04.440]  有特別的因典
[00:14:04.440 --> 00:14:06.440]  我們是不需要經過那個大災難的
[00:14:06.440 --> 00:14:08.440]  好了
[00:14:08.440 --> 00:14:10.440]  約翰福音第24章
[00:14:10.440 --> 00:14:12.440]  主耶穌自己說的不是約翰福音
[00:14:12.440 --> 00:14:14.440]  馬太福音24章36節
[00:14:14.440 --> 00:14:16.440]  但那日子那時辰
[00:14:16.440 --> 00:14:18.440]  沒有人知道
[00:14:18.440 --> 00:14:20.440]  連天上的使者都不知道
[00:14:20.440 --> 00:14:22.440]  耶穌自己作為人子
[00:14:22.440 --> 00:14:24.440]  都不知道
[00:14:24.440 --> 00:14:26.440]  唯獨父之道被提
[00:14:26.440 --> 00:14:28.440]  復活是事先
[00:14:28.440 --> 00:14:30.440]  沒有任何預兆
[00:14:30.440 --> 00:14:32.440]  但是如果你
[00:14:32.440 --> 00:14:34.440]  未信耶穌的話
[00:14:34.440 --> 00:14:36.440]  你被提沒有份
[00:14:36.440 --> 00:14:38.440]  你留在地上
[00:14:38.440 --> 00:14:40.440]  和其他未信的人在地上
[00:14:40.440 --> 00:14:42.440]  什麼人大部分會留在地上呢?
[00:14:42.440 --> 00:14:44.440]  猶太人
[00:14:44.440 --> 00:14:46.440]  猶太人到現在
[00:14:46.440 --> 00:14:48.440]  大部分都不信耶穌
[00:14:48.440 --> 00:14:50.440]  他們不相信耶穌是尼賽亞
[00:14:50.440 --> 00:14:52.440]  因為他們印象
[00:14:52.440 --> 00:14:54.440]  心目當中的尼賽亞
[00:14:54.440 --> 00:14:56.440]  不是像耶穌那麼卑微
[00:14:56.440 --> 00:14:58.440]  還要被人拉被人釘死
[00:14:58.440 --> 00:15:00.440]  不是的
[00:15:00.440 --> 00:15:02.440]  所以他們沒有辦法接受耶穌基督
[00:15:02.440 --> 00:15:04.440]  做救主、做尼賽亞
[00:15:04.440 --> 00:15:06.440]  不要緊,我們繼續看下去
[00:15:06.440 --> 00:15:08.440]  那個大災難的時候
[00:15:08.440 --> 00:15:10.440]  就是我們看下一章
[00:15:10.440 --> 00:15:12.440]  大災難的時候
[00:15:12.440 --> 00:15:14.440]  那裡為什麼會有這個東西
[00:15:14.440 --> 00:15:16.440]  搬開它
[00:15:16.440 --> 00:15:20.440]  大災難就是藍色那段時間
[00:15:20.440 --> 00:15:22.440]  大概七年的時間
[00:15:22.440 --> 00:15:24.440]  七年的時間
[00:15:24.440 --> 00:15:26.440]  在大災難出現在地上
[00:15:26.440 --> 00:15:28.440]  即是教會已經被提
[00:15:28.440 --> 00:15:32.440]  就還有一個人要出現
[00:15:32.440 --> 00:15:34.440]  那個人在但爾里書
[00:15:34.440 --> 00:15:36.440]  我們一直已經有查
[00:15:36.440 --> 00:15:38.440]  一直以前在歷史上
[00:15:38.440 --> 00:15:44.440]  有兩個人預表將來的狄基督來到
[00:15:44.440 --> 00:15:46.440]  你記得嗎?
[00:15:46.440 --> 00:15:48.440]  第一個是亞歷山大大帝
[00:15:48.440 --> 00:15:50.440]  顯示他的軍力很厲害
[00:15:50.440 --> 00:15:52.440]  狄基督的軍力
[00:15:52.440 --> 00:15:54.440]  第二個是主前大概150年
[00:15:54.440 --> 00:15:58.440]  有一個皇帝叫安提阿哥
[00:15:58.440 --> 00:16:02.440]  Antiquus Epiphany
[00:16:02.440 --> 00:16:06.440]  他是哄了以色列人成為他的盟友
[00:16:06.440 --> 00:16:08.440]  到差不多時候就進入聖殿
[00:16:08.440 --> 00:16:10.440]  佔污聖殿
[00:16:10.440 --> 00:16:12.440]  你記得我提過嗎?
[00:16:12.440 --> 00:16:14.440]  他將豬殺了
[00:16:14.440 --> 00:16:16.440]  在聖殿里殺了
[00:16:16.440 --> 00:16:18.440]  是要給祭司來吃的
[00:16:18.440 --> 00:16:20.440]  這兩個就是預表將來的狄基督來到
[00:16:20.440 --> 00:16:22.440]  狄基督在世界沒了
[00:16:22.440 --> 00:16:24.440]  大災難沒出現之前
[00:16:24.440 --> 00:16:26.440]  其實都已經在這裡
[00:16:26.440 --> 00:16:28.440]  但是當教會被提之後
[00:16:28.440 --> 00:16:32.440]  魔鬼在地上橫行
[00:16:32.440 --> 00:16:34.440]  這個狄基督是魔鬼的使者
[00:16:34.440 --> 00:16:36.440]  到時他掌管了世界
[00:16:36.440 --> 00:16:38.440]  這個狄基督
[00:16:38.440 --> 00:16:40.440]  你如果以前在這裡
