
[00:00:00.000 --> 00:00:04.320]  活型都不敢扮 因為大家覺得好像那份刺激
[00:07:22.000 --> 00:07:26.680]  經常上電視的港大法律系的首席教師
[00:07:26.680 --> 00:07:28.680]  是一個很好的弟兄
[00:07:28.680 --> 00:07:33.720]  他就呼籲一些人成立了叫緩衝和討論區
[00:07:33.720 --> 00:07:38.280]  所以那些人去聊聊天 去理性地分析一下
[00:07:38.280 --> 00:07:41.640]  去服侍一下有些輔導和有些教務的關心
[00:07:41.640 --> 00:07:44.280]  所以呼籲一些教務出來幫忙
[00:07:44.280 --> 00:07:45.960]  而且那天晚上想著
[00:07:45.960 --> 00:07:48.720]  很大機會 上個星期很大機會清場
[00:07:48.720 --> 00:07:50.080]  所以當他們走的時候
[00:07:50.080 --> 00:07:52.200]  可能他們很害怕 不知道怎麼辦的時候
[00:07:52.200 --> 00:07:55.560]  我們在那裡可以支援一些有需要的人
[00:07:55.560 --> 00:07:58.320]  結果我們去了兩晚
[00:07:58.320 --> 00:08:00.080]  其實接下來這個星期五、六、日
[00:08:00.080 --> 00:08:02.600]  這三天他們都繼續會有的
[00:08:02.600 --> 00:08:05.160]  我就見到這些正正就是
[00:08:05.160 --> 00:08:08.320]  我很想學習去做的事情
[00:08:08.320 --> 00:08:10.840]  我希望當你們討論這些問題的時候
[00:08:10.840 --> 00:08:12.040]  或者你們有疑惑的問題的時候
[00:08:12.040 --> 00:08:14.440]  你想清楚 用信仰的角度去看這個問題
[00:08:14.440 --> 00:08:17.440]  多於從社會裡面誰對誰錯
[00:08:17.440 --> 00:08:20.600]  應該怎樣 不應該怎樣 或者誰有什麼負責任
[00:08:20.600 --> 00:08:22.840]  你最好再多一層想一下
[00:08:22.840 --> 00:08:26.440]  基督徒這個時間會不會是有作炎作光
[00:08:26.440 --> 00:08:28.680]  是能夠在政治中立裡面
[00:08:28.680 --> 00:08:30.760]  同樣顯出公義和愛心
[00:08:30.760 --> 00:08:33.080]  這個我希望給大家繼續
[00:08:33.080 --> 00:08:36.080]  可以有討論的一些地方
[00:08:36.080 --> 00:08:38.920]  我想回來 今晚和大家看的
[00:08:38.920 --> 00:08:40.920]  這幾天和大家看的李希米記
[00:08:40.920 --> 00:08:44.160]  我一會兒完的時候
[00:08:44.160 --> 00:08:47.320]  都會回來我們香港這個社會的問題上
[00:08:47.320 --> 00:08:50.400]  不過我想問一下 大家有沒有看過李希米記
[00:08:50.400 --> 00:08:53.480]  13章聖經有沒有看過 很多人看過了
[00:08:53.480 --> 00:08:57.160]  有多少人覺得基本上你都熟習李希米記
[00:08:57.160 --> 00:08:59.520]  還是很陌生的呢?
[00:08:59.520 --> 00:09:02.880]  你覺得都是熟還是很陌生的呢?
[00:09:02.880 --> 00:09:05.920]  李希米記裡面有些內容比較難一點
[00:09:05.920 --> 00:09:07.560]  特別是那裡的家譜 那些人名
[00:09:07.560 --> 00:09:10.800]  你覺得都暈倒了
[00:09:10.800 --> 00:09:12.880]  除了那些之外 基本上都很容易看的
[00:09:12.880 --> 00:09:15.120]  就好像故事一樣很容易看的
[00:09:15.120 --> 00:09:16.880]  但是我想最難的是什麼呢?
[00:09:16.880 --> 00:09:21.280]  李希米記的背景 那些年代是很混亂的
[00:09:21.280 --> 00:09:23.560]  我坦白說 我講李希米記講了幾次
[00:09:23.560 --> 00:09:25.960]  每一次我重新再研究一下
[00:09:25.960 --> 00:09:29.840]  那些年份是誰搞誰 誰先誰後 是很複雜的
[00:09:29.840 --> 00:09:31.480]  你試一下不要看那些筆記 好不好?
[00:09:31.480 --> 00:09:32.920]  試一下不要看那些筆記
[00:09:32.920 --> 00:09:34.520]  我以前不喜歡發筆記就是這樣
[00:09:34.520 --> 00:09:37.720]  發筆記之後大家不聽我說的
[00:09:37.720 --> 00:09:42.600]  就是我問一下你 在你的認知裡面
[00:09:42.600 --> 00:09:52.200]  李希米、以斯拉、以斯帖 誰先的呢?
[00:09:52.200 --> 00:09:59.360]  是起聖殿先還是起城牆先的呢?
[00:09:59.360 --> 00:10:05.040]  你開始知道有些混亂出現了 是吧?
[00:10:05.040 --> 00:10:08.520]  聖殿先還是城牆先呢?
[00:10:08.520 --> 00:10:15.920]  聖殿就是以斯拉 城牆就是李希米 誰先呢?
[00:10:15.920 --> 00:10:17.920]  以斯拉先的 OK?
[00:10:17.920 --> 00:10:21.800]  以斯帖在哪個時期呢?
[00:10:21.800 --> 00:10:25.800]  以斯帖再早一點 再早一點就是以斯拉 OK?
[00:10:25.800 --> 00:10:30.360]  好了 我說Yes、No 等一下我看一看
[00:10:30.360 --> 00:10:34.520]  還有當時有幾個先知 其實很容易記的
[00:10:34.520 --> 00:10:40.080]  以斯拉、李希米、以斯帖就是舊約歷史的最後三個人
[00:10:40.080 --> 00:10:42.720]  是吧? 舊約歷史書的最後三本書
[00:10:42.720 --> 00:10:45.280]  接著舊約的先知詩最後的三卷
[00:10:45.280 --> 00:10:51.600]  又是最後的三卷 就是哈蓋、撒加利亞和馬拉基
[00:10:51.600 --> 00:10:55.560]  原來這三個先知和剛才說的三個歷史人物
[00:10:55.560 --> 00:11:00.240]  都有關係的 怎麼陷進去呢?
[00:11:00.240 --> 00:11:05.240]  這個我是挺難的 我坦白說我每次都要重新再看書
[00:11:05.240 --> 00:11:08.120]  再組織一下 弄一些圖表弄出來
[00:11:08.120 --> 00:11:11.240]  所以今晚我主要想和你搞定那個歷史的背景
[00:11:11.240 --> 00:11:12.920]  就是那個框架在那裡
[00:11:12.920 --> 00:11:15.160]  接著今晚如果有時間的話
[00:11:15.160 --> 00:11:17.760]  我就開始和大家看李希米的第一章
[00:11:17.760 --> 00:11:22.040]  明天上午三個小時 晚上我們就過幾兩個小時
[00:11:22.040 --> 00:11:27.440]  希望大概會抽出李希米的主要內容和大家分享
[00:11:27.440 --> 00:11:30.840]  到星期天我就有一篇講道 就是李希米的講道
[00:11:30.840 --> 00:11:36.280]  大概是這樣去處理這幾天的時間
[00:11:36.280 --> 00:11:38.920]  我知道大家手頭上有這份講義的
[00:11:38.920 --> 00:11:43.320]  我今天也決定給大家講的原因是比較資料性的
[00:11:43.320 --> 00:11:45.400]  所以不如這方面我就給了
[00:11:45.400 --> 00:11:51.200]  接著那幾天的PowerPoint我就未必會這樣給大家
[00:11:51.200 --> 00:11:52.680]  因為那些是經文比較多
[00:11:52.680 --> 00:11:55.160]  所以我相信不需要這樣給大家
[00:11:55.160 --> 00:11:57.800]  但是資料性的時間等等
[00:11:57.800 --> 00:12:01.200]  我相信你以後拿著 或者你現在拿著來看
[00:12:01.200 --> 00:12:04.800]  可能比較容易 做一些筆記比較容易
[00:12:04.800 --> 00:12:08.040]  我們比較遠一點 或者全面地看一下
[00:12:08.040 --> 00:12:11.560]  以色列國 以色列的國家 它的歷史資料
[00:12:11.560 --> 00:12:14.440]  我相信這個大家大部分都知道的 溫故知新
[00:12:14.440 --> 00:12:17.640]  不過年份可能我們有時候沒有什麼去留意的
[00:12:17.640 --> 00:12:21.360]  以色列人正式有王國 第一個皇帝叫做蘇羅
[00:12:21.360 --> 00:12:26.280]  他大概在公元前是一千年的時間 大約
[00:12:26.280 --> 00:12:30.520]  有些人說是一千零四十年 比較正確的說
[00:12:30.520 --> 00:12:35.640]  蘇羅只是做了任 他的兒子就沒有傳下去了
[00:12:35.640 --> 00:12:38.440]  接著大家都知道第二個皇帝就是大衛
[00:12:38.440 --> 00:12:42.200]  大衛成為了所謂以色列國的正宗
[00:12:42.200 --> 00:12:45.440]  也成為了後來神的子民
[00:12:45.440 --> 00:12:48.360]  甚至是尼塞亞的主線
[00:12:48.360 --> 00:12:50.480]  他的兒子所羅門就連任王國
[00:12:50.480 --> 00:12:57.360]  接著他的兒子是耶羅邦還是羅邦
[00:12:57.360 --> 00:13:00.160]  耶羅邦是兒子還是將軍呢
[00:13:00.160 --> 00:13:04.960]  耶羅邦是兒子還是將軍呢
[00:13:04.960 --> 00:13:06.880]  有沒有人不知道我講什麼 我不知道大家的背景
[00:13:06.880 --> 00:13:09.400]  大家都知道我講什麼的
[00:13:09.400 --> 00:13:12.320]  很容易記 耶羅邦多一個字
[00:13:12.320 --> 00:13:14.480]  後來分出來十個支派多一點的
[00:13:14.480 --> 00:13:17.360]  多一點的 那個叫耶羅邦
[00:13:17.360 --> 00:13:20.600]  所羅門的兒子就是羅邦
[00:13:20.600 --> 00:13:26.600]  所以其實真正聯合的王國是到羅邦為止
[00:13:26.600 --> 00:13:28.800]  接著耶羅邦的將軍反叛之後
[00:13:28.800 --> 00:13:32.560]  就成為了北面十個支派就叫以色列
[00:13:32.560 --> 00:13:36.520]  南面就是猶大的支派
[00:13:36.520 --> 00:13:39.160]  就有一個分裂的局面
[00:13:39.160 --> 00:13:41.960]  北面最後在公元前720年
[00:13:41.960 --> 00:13:45.080]  其實不是很久 加起來也只是二百多年
[00:13:45.080 --> 00:13:48.160]  就亡於亞述國
[00:13:48.160 --> 00:13:51.880]  然後南面就久一點就586年
[00:13:51.880 --> 00:13:57.560]  公元前586年南國就亡於巴比倫
[00:13:57.560 --> 00:14:01.880]  我相信大家這個應該不會太陌生
[00:14:01.880 --> 00:14:04.560]  不過可能有一點底
[00:14:04.560 --> 00:14:07.920]  我們現在討論的問題就是這裡
[00:14:07.920 --> 00:14:13.720]  南國亡於巴比倫之後發生的所謂秘魯歸回的一段時間
[00:14:13.720 --> 00:14:17.040]  秘魯歸回是比較複雜的
[00:14:17.040 --> 00:14:22.560]  王國的歷史是主要根據列王記和歷代字
[00:14:22.560 --> 00:14:25.680]  很多地方可以很一致的說
[00:14:25.680 --> 00:14:27.680]  或者很平衡的說
[00:14:27.680 --> 00:14:32.080]  但是秘魯歸回就沒有一卷書是這樣說的
[00:14:32.080 --> 00:14:35.000]  這裡說一些 那裡說一些 這裡自己整合的
[00:14:35.000 --> 00:14:37.440]  加上先知書的信息 怎麼加在一起
[00:14:37.440 --> 00:14:40.160]  所以最低限度有六七本不同的書
[00:14:40.160 --> 00:14:42.280]  都有不同的資料分散在不同的地方
[00:14:42.280 --> 00:14:44.640]  然後把它們合在一起 是有困難的
[00:14:44.640 --> 00:14:46.640]  所以一般來說
[00:14:46.640 --> 00:14:51.240]  信徒對秘魯歸回的那段歷史是比較陌生的
[00:14:51.240 --> 00:14:53.040]  你覺得是不是
[00:14:53.040 --> 00:14:54.640]  是不是
[00:14:54.640 --> 00:14:56.320]  OK 好
[00:14:56.320 --> 00:14:57.960]  我先說大的方向
[00:14:57.960 --> 00:15:02.640]  那裡就有巴比倫 接著到馬代波斯
[00:15:02.640 --> 00:15:05.440]  馬代波斯是一個聯合的國家
[00:15:05.440 --> 00:15:08.600]  在歷史上 一般的歷史只知道波斯
[00:15:08.600 --> 00:15:11.480]  但後來我們發現馬代是一個比較小的國家
[00:15:11.480 --> 00:15:14.040]  和他聯合一起攻打巴比倫的
[00:15:14.040 --> 00:15:16.400]  接著希臘 接著到羅馬
[00:15:16.400 --> 00:15:18.400]  年份大概是這樣的
[00:15:18.400 --> 00:15:23.560]  這裡移了位置
[00:15:23.560 --> 00:15:26.040]  年份就是
[00:15:26.040 --> 00:15:28.520]  回過頭來 馬代波斯是這個
[00:15:28.520 --> 00:15:29.840]  希臘是這個
[00:15:29.840 --> 00:15:32.400]  然後羅馬是公元前27年
[00:15:32.400 --> 00:15:34.600]  一直到公元後非常長的時間
[00:15:34.600 --> 00:15:36.280]  公元後的1400
[00:15:36.280 --> 00:15:40.440]  就是到15世紀的時間 很長的時間
[00:15:40.440 --> 00:15:43.280]  現在我們處理的主要是這段時間
[00:15:43.280 --> 00:15:45.760]  就是說秘魯歸回就是紅色這裡
[00:15:45.760 --> 00:15:48.720]  馬代波斯這個地方
[00:15:48.720 --> 00:15:51.600]  然後再複雜一點
[00:15:51.600 --> 00:15:54.440]  就是原來以色列亡國
[00:15:54.440 --> 00:15:55.880]  特別是猶大那邊
[00:15:55.880 --> 00:15:59.200]  猶大那邊亡國是分了三個時期的
[00:15:59.200 --> 00:16:02.040]  三次秘魯
[00:16:02.040 --> 00:16:08.400]  第一個是約克勁
[00:16:08.400 --> 00:16:10.680]  他秘魯的時間都是巴比倫
[00:16:10.680 --> 00:16:12.560]  三次都是巴比倫擄走的
[00:16:12.560 --> 00:16:15.960]  就拿走了其中一個丹尼尼
[00:16:15.960 --> 00:16:18.040]  不是他唯一一個 其中一個丹尼尼
[00:16:18.040 --> 00:16:20.920]  然後再多幾年約克勁又不聽
[00:16:20.920 --> 00:16:24.040]  又想反叛 又想去投靠埃及
[00:16:24.040 --> 00:16:26.400]  結果又被巴比倫王懲罰
[00:16:26.400 --> 00:16:29.800]  被抓到巴比倫去
[00:16:29.800 --> 00:16:32.080]  當中有以色列
[00:16:32.080 --> 00:16:34.040]  當時他們很喜歡這樣
[00:16:34.040 --> 00:16:38.720]  攻打完之後還會將他們當中的貴族皇室
[00:16:38.720 --> 00:16:42.160]  和一些比較年輕有為的擄走
[00:16:42.160 --> 00:16:43.520]  原因就很簡單
[00:16:43.520 --> 00:16:44.280]  你擄走這些人之後
[00:16:44.280 --> 00:16:46.680]  你造反的機會很小的
[00:16:46.680 --> 00:16:50.960]  作為一種懲罰和作為一種保險
[00:16:50.960 --> 00:16:53.880]  最後一次就是完全的滅亡
[00:16:53.880 --> 00:16:56.400]  包括沒有了皇帝
[00:16:56.400 --> 00:16:57.480]  聖殿被毀
[00:16:57.480 --> 00:17:00.040]  然後主要的人民都被擄走
[00:17:00.040 --> 00:17:02.760]  就是西帝革586年
[00:17:02.760 --> 00:17:06.720]  當中有耶利米不是真的擄走巴比倫
[00:17:06.720 --> 00:17:11.280]  耶利米是在混亂當中被迫去埃及的
[00:17:11.280 --> 00:17:13.680]  這個三次被擄
[00:17:13.680 --> 00:17:15.920]  你大概看到就是先知的分佈
[00:17:15.920 --> 00:17:19.520]  丹尼尼第一次被擄的時間帶走
[00:17:19.520 --> 00:17:21.480]  以色列第二次
[00:17:21.480 --> 00:17:26.040]  耶利米在那段時間去到埃及
[00:17:26.040 --> 00:17:31.080]  今天晚上比較多這些數據的東西
[00:17:31.080 --> 00:17:33.320]  同樣三次回歸
[00:17:33.320 --> 00:17:37.640]  就是說從巴比倫後來亡於波斯之後
[00:17:37.640 --> 00:17:41.720]  波斯在古列王之下
[00:17:41.720 --> 00:17:42.920]  古列王很多時候也做
[00:17:42.920 --> 00:17:45.600]  其他的書也做
[00:17:45.600 --> 00:17:49.160]  居路士 普路士也做這樣的名字
[00:17:49.160 --> 00:17:51.520]  就Cyprus
[00:17:51.520 --> 00:17:55.120]  就是這位古列王帶領之下
[00:17:55.120 --> 00:17:58.880]  在波斯的時間就被以色列人分批
[00:17:58.880 --> 00:18:00.160]  分開幾次回去
[00:18:00.160 --> 00:18:02.520]  分開幾個時段回去
[00:18:02.520 --> 00:18:04.520]  第一個就是536年
[00:18:04.520 --> 00:18:06.720]  就是索羅伯伯做帶領的
[00:18:06.720 --> 00:18:09.240]  這件事記在以色列記的第一章
[00:18:09.240 --> 00:18:14.280]  所以聖殿是先過城牆的
[00:18:14.280 --> 00:18:18.840]  第一次回歸就是536年的時間
[00:18:18.840 --> 00:18:21.760]  當中有索羅伯伯做省長
[00:18:21.760 --> 00:18:25.120]  接著第二次就是以色列
[00:18:25.120 --> 00:18:26.960]  以色列這個時間才出現的
[00:18:26.960 --> 00:18:30.360]  就是4、5、8年那時候回去
[00:18:30.360 --> 00:18:33.360]  就幫忙再一次重建聖殿
[00:18:33.360 --> 00:18:34.920]  因為第一次不成功的
[00:18:34.920 --> 00:18:38.640]  第二次去得成功 重建聖殿
[00:18:38.640 --> 00:18:41.320]  第三次回歸才是尼西米
[00:18:41.320 --> 00:18:44.120]  所以相隔一段很長的時間
[00:18:44.120 --> 00:18:46.440]  就是重建城牆 我再說
[00:18:46.440 --> 00:18:48.880]  重建聖殿先 雖然第一次失敗
[00:18:48.880 --> 00:18:51.120]  但真真正正第二次成功的時候
[00:18:51.120 --> 00:18:52.720]  都沒有城牆的
[00:18:52.720 --> 00:18:55.680]  第三次回去才有城牆的 行不行
[00:18:55.680 --> 00:18:57.120]  接下來的問題
[00:18:57.120 --> 00:18:59.080]  你記得特別是耶利米蘇
[00:18:59.080 --> 00:19:03.000]  預言他們亡國之後
[00:19:03.000 --> 00:19:05.320]  漁民 不是打魚的那些漁民
[00:19:05.320 --> 00:19:06.920]  就是淨漁的人民
[00:19:06.920 --> 00:19:10.160]  他們會70年之後回去
[00:19:10.160 --> 00:19:11.320]  那70年怎麼算的呢
[00:19:11.320 --> 00:19:15.320]  你看 你很難算出來的
[00:19:15.320 --> 00:19:20.800]  怎麼算到70年呢
[00:19:20.800 --> 00:19:28.800]  其中一個方法就是計第一次秘魯606
[00:19:28.800 --> 00:19:30.680]  和第一次回歸536
[00:19:30.680 --> 00:19:33.600]  這樣就剛好70年
[00:19:33.600 --> 00:19:34.880]  這是第一個計法
[00:19:34.880 --> 00:19:35.800]  就是下一張的PowerPoint
[00:19:35.800 --> 00:19:37.480]  想給大家看到的
[00:19:37.480 --> 00:19:38.760]  有一個計法呢
[00:19:38.760 --> 00:19:41.560]  在你那裡沒有顏色分就當然一樣
[00:19:41.560 --> 00:19:42.920]  如果我弄出來的原因
[00:19:42.920 --> 00:19:44.000]  就是雙倍的原因
[00:19:44.000 --> 00:19:47.320]  就是因為這裡是這樣計70年出來的
[00:19:47.320 --> 00:19:48.480]  不過這個不是唯一的計法
[00:19:48.480 --> 00:19:51.160]  平時我覺得這個不是最好的計法
[00:19:51.160 --> 00:19:53.240]  有第二個計法的
[00:19:53.240 --> 00:19:56.880]  大家知不知道怎麼算的
[00:19:56.880 --> 00:20:00.120]  第一次和什麼
[00:20:00.120 --> 00:20:01.880]  第三次
[00:20:01.880 --> 00:20:04.000]  這裡第三次
[00:20:04.000 --> 00:20:05.160]  那還差很遠
[00:20:05.160 --> 00:20:07.840]  不止70年
[00:20:07.840 --> 00:20:09.640]  這裡剛剛相距70年
[00:20:09.640 --> 00:20:11.320]  就是大家都1
[00:20:11.320 --> 00:20:14.640]  但為什麼這個方法不是最理想的計法呢
