
[00:00:00.000 --> 00:00:09.000]  在今早的崇拜,我們一起繼續思想亞國書的第三個主題
[00:03:14.000 --> 00:03:19.000]  剛才你所讀的那一段聖經,第一章一直讀到第九節
[00:03:19.000 --> 00:03:22.000]  這個貧富的問題就出來了,第一次
[00:03:22.000 --> 00:03:28.000]  那裡出現了兩句經文,大家讀的時候可能不會覺得有什麼特別
[00:03:28.000 --> 00:03:32.000]  或者你以為你很明白這兩句
[00:03:32.000 --> 00:03:38.000]  第九節說卑微的弟兄應當以高聲為榮
[00:03:38.000 --> 00:03:42.000]  第十節,富足的也是弟兄
[00:03:42.000 --> 00:03:48.000]  也不應該以降卑為庸,你覺得也很合適
[00:03:48.000 --> 00:03:55.000]  其實我想告訴你,這兩節是很難理解的聖經
[00:03:55.000 --> 00:03:59.000]  因為中文幫他翻譯的時候,他下了手腳
[00:03:59.000 --> 00:04:03.000]  這句就翻了,比較容易了解
[00:04:03.000 --> 00:04:11.000]  元文,如果你讀雅各那個元文,你就會發覺是很顛覆性的
[00:04:11.000 --> 00:04:18.000]  很革命性的,很令人覺得,為什麼會剛剛倒轉地說
[00:04:18.000 --> 00:04:23.000]  究竟這個元文的直譯是怎樣呢?我上次也給大家聽
[00:04:23.000 --> 00:04:27.000]  第九節、第十節應該是這樣的本來的意思
[00:04:27.000 --> 00:04:33.000]  中文的翻譯是比較接近元文的,因為是用中文跟大家說
[00:04:33.000 --> 00:04:41.000]  第九節應該那個意思是,你們應該以卑微的弟兄高聲為榮
[00:04:41.000 --> 00:04:47.000]  為榮這個字,本來聖經常說的那個誇口
[00:04:47.000 --> 00:04:53.000]  很牙刷,很威風,這樣的心境
[00:04:53.000 --> 00:04:58.000]  這也比較明顯,高聲就是為榮
[00:04:58.000 --> 00:05:04.000]  然後第十節,直譯本來的意思就是,富足的弟兄
[00:05:04.000 --> 00:05:08.000]  也以降卑為榮
[00:05:08.000 --> 00:05:12.000]  以降卑誇口,這就真的很難明白
[00:05:12.000 --> 00:05:17.000]  降卑有沒有很誇口?降卑很悲哀的嘛
[00:05:17.000 --> 00:05:21.000]  怎麼會誇口,為什麼降卑都可以為榮呢?
[00:05:21.000 --> 00:05:25.000]  升高就有一點點為榮,不過其實再想下去也不是好事
[00:05:25.000 --> 00:05:29.000]  如果你用回我們的理解
[00:05:29.000 --> 00:05:33.000]  是,卑微的升高,本來經濟很不妙的
[00:05:33.000 --> 00:05:39.000]  然後突然間有一個意外之才,甚至突然間升了職,那就很開心
[00:05:39.000 --> 00:05:44.000]  這個是感恩,沒有說不好,不過你不應該以這個為榮
[00:05:44.000 --> 00:05:47.000]  就是你自己的誇口,誇什麼呢?
[00:05:47.000 --> 00:05:51.000]  作為基督徒神的恩典給你,不值得誇的嘛
[00:05:51.000 --> 00:05:55.000]  這個誇口不是因為你可以這樣升高
[00:05:55.000 --> 00:05:59.000]  然後剛才我們說的第十節高就更加不明白了
[00:05:59.000 --> 00:06:04.000]  被人抖下來誇什麼口呢?有什麼值得誇口的,悲哀的嘛
[00:06:04.000 --> 00:06:08.000]  所以在這裏我們發覺,剛才我們說
[00:06:08.000 --> 00:06:13.000]  亞國書說貧富問題,劈頭那兩句就很難理解
[00:06:13.000 --> 00:06:19.000]  因為它太顛覆性了,太能夠引起我們的注意
[00:06:19.000 --> 00:06:23.000]  為什麼會這樣說呢?顛覆性基本上就差不多可以說
[00:06:23.000 --> 00:06:30.000]  跟我們一般人在常識對於貧窮和富裕的理解是相反的
[00:06:30.000 --> 00:06:36.000]  我一般的理解,貧窮就是一種奏作來的嘛
[00:06:36.000 --> 00:06:40.000]  你貧窮的時候不是奏作嗎?如果你富裕的時候
[00:06:40.000 --> 00:06:44.000]  或者富有的時候,基本上都是一種幸福來的嘛
[00:06:44.000 --> 00:06:48.000]  但聖經這兩句就剛剛相反的跟你說
[00:06:48.000 --> 00:06:55.000]  貧窮可以是成為祝福的,值得你誇口的
[00:06:55.000 --> 00:07:02.000]  富裕反而可以是成為一個悲哀來的
[00:07:02.000 --> 00:07:07.000]  如果你富裕的人,抖下來,其實才值得誇口的
[00:07:07.000 --> 00:07:11.000]  不是爬上去,一路升上去才是誇口的
[00:07:11.000 --> 00:07:17.000]  這兩個很明顯跟我們的常理,我們所了解的不同
[00:07:17.000 --> 00:07:22.000]  如果我們這樣要明白聖經,這就是一個入手點
[00:07:22.000 --> 00:07:26.000]  明白這兩句說話為什麼剛剛相反跟我們的常理
[00:07:26.000 --> 00:07:29.000]  和我們了解的相反呢?我們就肯定知道
[00:07:29.000 --> 00:07:34.000]  神這兩句說話,亞國這兩句說話,就不是從一個常理來說
[00:07:34.000 --> 00:07:39.000]  是從另外一個角度來說,另外一個層面來說
[00:07:39.000 --> 00:07:44.000]  那這個什麼角度,什麼層面呢?我們可以用一個字眼就是說
[00:07:44.000 --> 00:07:53.000]  聖經提醒我們,在我們人生面對這些經濟的觀點和經驗之外
[00:07:53.000 --> 00:07:59.000]  我們可以從一個永恆和終極的角度
[00:07:59.000 --> 00:08:06.000]  看回你現在所面對的經濟問題,這個才是最重要和精彩
[00:08:06.000 --> 00:08:10.000]  因為如果在接下來的日子裏,我們基督徒和其他人一樣
[00:08:10.000 --> 00:08:17.000]  都是在這個經濟的風浪裏面浮浮沉沉,高高低低
[00:08:17.000 --> 00:08:22.000]  有時慶幸,有時悲哀,有時甚至絕望的話
[00:08:22.000 --> 00:08:26.000]  那我們作為基督徒,有什麼不同呢?
[00:08:26.000 --> 00:08:30.000]  亞國好事的地方就是,我們個個都會面對這些經濟問題
[00:08:30.000 --> 00:08:36.000]  不過我們基督徒就應該用一個不同的眼光和視野去看
[00:08:36.000 --> 00:08:41.000]  這樣的時候,我們不單止可以不讓它淹沒
[00:08:41.000 --> 00:08:47.000]  並且我們可以在一個新的層面過一個得勝的生命
[00:08:47.000 --> 00:08:52.000]  但這個才是最重要亞國書那種深刻的意思
[00:08:52.000 --> 00:08:58.000]  好了,不如你說回頭,為什麼可以從一個基督徒永恆的
[00:08:58.000 --> 00:09:03.000]  所謂的永恆的終極角度去看,可以看到剛剛相反的呢?
[00:09:03.000 --> 00:09:08.000]  接著我們感謝神,正如我們經常說,正經不會說
[00:09:08.000 --> 00:09:13.000]  那你這樣看,那就算了,它一定有根據的,它跟著說給你聽
[00:09:13.000 --> 00:09:17.000]  我們再看亞國書下去的時候,發覺真的有
[00:09:17.000 --> 00:09:23.000]  原來它想強調的,就是我們基督徒才能夠因為要這樣看
[00:09:23.000 --> 00:09:27.000]  或者能夠這樣看,是因為原來
[00:09:27.000 --> 00:09:32.000]  這種顛覆性是來自神自己的性格
[00:09:32.000 --> 00:09:37.000]  它那種逆向的性格和原則,原來神自己根本就是這麼顛覆性的
[00:09:37.000 --> 00:09:43.000]  所以如果我們跟神的角度去看的時候,我們會看到一幅不同的圖畫
[00:09:43.000 --> 00:09:48.000]  好了,那究竟神是怎樣顛覆性的呢?我們會詳細一點講一講
[00:09:48.000 --> 00:09:53.000]  不過這個是我們需要學習操練
[00:09:53.000 --> 00:09:57.000]  除非你不是基督徒,如果你願意跟隨神的人
[00:09:57.000 --> 00:10:01.000]  你又想面對這個風浪,這些經濟的時候
[00:10:01.000 --> 00:10:06.000]  我們就不斷要操練,雖然這個人都很難完全擺脫
[00:10:06.000 --> 00:10:12.000]  周圍的世界給我們這種常識,但是我們一定要努力去越過這些
[00:10:12.000 --> 00:10:17.000]  去嘗試從神自己的視野去看自己怎樣相處
[00:10:17.000 --> 00:10:22.000]  這樣的視野去看我們跟貧富不同的人怎樣相處的時候
[00:10:22.000 --> 00:10:29.000]  這個就是一個真正的學習,操練,結果就是一種不同的祝福
[00:10:29.000 --> 00:10:34.000]  好,那我們講到這裡,設定一個方向
[00:10:34.000 --> 00:10:41.000]  當然要講到神那種顛覆性,令我們有一種顛覆性對財富的了解
[00:10:41.000 --> 00:10:47.000]  這個我們一定會講,不過亞角在這裡我們就順著他的設定
[00:10:47.000 --> 00:10:54.000]  首先他一講完這個這麼令人覺得是顛覆性的一個看法的時候
[00:10:54.000 --> 00:11:01.000]  他接著給了兩個今生的事實提醒我們
[00:11:01.000 --> 00:11:06.000]  不要像一般人那樣把財富貧富看得這麼死
[00:11:06.000 --> 00:11:11.000]  這兩個其實都是有幫助的,不過最重要當然是來自神自己的角度
[00:11:11.000 --> 00:11:15.000]  我們一定會講,不過我們先交代了亞角說
[00:11:15.000 --> 00:11:21.000]  還有兩個你看這個現實今生的世界,你都看到有兩個事實提醒我們
[00:11:21.000 --> 00:11:27.000]  不要將貧富這種觀點或者這樣的理解看得這麼死
[00:11:27.000 --> 00:11:31.000]  剛才我們讀的時候可能你沒有留意,現在我再給大家看
[00:11:31.000 --> 00:11:40.000]  其實第十節跟著他就講,第一,為什麼貧富不是像我們剛才一般人
[00:11:40.000 --> 00:11:46.000]  看得這麼死,一定貧富就是這種就助富,一定幸福呢
[00:11:46.000 --> 00:11:56.000]  是因為人生是有變幻的,你所擁有的東西是會失去的
[00:11:56.000 --> 00:12:01.000]  他舉了一個簡單的比喻的說法,大家記得
[00:12:01.000 --> 00:12:09.000]  他說我們的生命就好像草上的花,剛才他讀的時候
[00:12:09.000 --> 00:12:15.000]  必要過去,太陽一出,熱風一吹,草別故乾
[00:12:15.000 --> 00:12:20.000]  花必凋謝,它的美容就消失
[00:12:20.000 --> 00:12:28.000]  你手頭所有的美容,你手頭所有擁有的東西,在我們的印象和希望裏面
[00:12:28.000 --> 00:12:35.000]  真的不會消失的,但是會消失的,但這個不是悲觀,這是講一個事實
[00:12:35.000 --> 00:12:40.000]  就好像草上的花一樣,今天很美,突然間會沒有的
[00:12:40.000 --> 00:12:46.000]  我相信在一個經濟變幻的日子裏面,我們更多人會經驗到這件事
[00:12:46.000 --> 00:12:50.000]  當然不希望你自己會碰到,但是可能你都會碰到
[00:12:50.000 --> 00:12:54.000]  你今天以為我們的經濟很穩定的,突然間可能沒有了
[00:12:54.000 --> 00:13:01.000]  突然間想都沒有想過,甚至是不關你的事的,沒有了
[00:13:01.000 --> 00:13:05.000]  所以亞哥在不同的地方,他繼續都講的
[00:13:05.000 --> 00:13:10.000]  第四章十四節那裏說,其實明天怎樣你們並不知道
[00:13:10.000 --> 00:13:16.000]  你們的生命是甚麼呢?本來就是過眼雲煙轉瞬之間就消失了
[00:13:16.000 --> 00:13:23.000]  亞哥不斷提醒我們,如果看得你以為有的錢,你有的財富
[00:13:23.000 --> 00:13:29.000]  是你的安全感保障的話,你其實很危險的
[00:13:29.000 --> 00:13:34.000]  你知道裏面其實可以是空的,可以是變幻的,有一天就會熱風一吹
[00:13:34.000 --> 00:13:40.000]  美容就沒有了,所以你要預料到有這樣的事實
[00:13:40.000 --> 00:13:48.000]  這種變幻和有限的財富,因為無論如何,錢、財富和你的安全感
[00:13:48.000 --> 00:13:51.000]  不是完全掛鉤的,這是第一點
[00:13:51.000 --> 00:13:57.000]  第二個今生的事實,跟著那句話所講的聖經裏面
[00:13:57.000 --> 00:14:04.000]  他們說,那些富有的人在他奔波的經營當中
[00:14:04.000 --> 00:14:11.000]  是這樣的衰落,意思就是說,富有的時候你覺得很棒
[00:14:11.000 --> 00:14:16.000]  我擁有很多,於是我就很安全,很快樂很幸福
[00:14:16.000 --> 00:14:22.000]  這個不是悲觀,又不是奏撞這件事,不過我想講出另外的第二個事實
[00:14:22.000 --> 00:14:28.000]  當我們越富有的時候,我們當然想越來越多,越來越安全感
[00:14:28.000 --> 00:14:34.000]  但是他指出另外一個事實,當我們越來越多的時候,我們的生命是越來越虛耗的
[00:14:34.000 --> 00:14:39.000]  但不是宣蒲土,也不是阿Q這樣講,這是事實
[00:14:39.000 --> 00:14:42.000]  如果有經驗的人,你會看到,你會明白的了
[00:14:42.000 --> 00:14:47.000]  這個世界沒有免費午餐,沒有免費午餐
[00:14:47.000 --> 00:14:54.000]  他給你這麼多錢,要你做這麼多事情,你擁有這麼多事情的時候
[00:14:54.000 --> 00:15:00.000]  你又有這麼多敵人要搶你的東西,你就很辛苦要擋這個擋那個
[00:15:00.000 --> 00:15:06.000]  你說,哎呀,真是太好了,炒了旁邊幾個都被人炒了,公司搞成這樣
[00:15:06.000 --> 00:15:13.000]  幸好剩下我不炒,跟著你會發覺那幾個被人炒了的工,就是你來做的
[00:15:13.000 --> 00:15:20.000]  他給你這麼多錢,你要拿回你這麼多東西,你的生命是要招號的
[00:15:20.000 --> 00:15:29.000]  這個不是說要就坐擁有,不過你知道擁有背後那種的,那種空洞性,那種變幻性的時候
[00:15:29.000 --> 00:15:35.000]  你就起碼,我相信雅哥在部署我們的心境,就是你不要看得那麼死
[00:15:35.000 --> 00:15:40.000]  有錢沒錢,擁有和缺乏
[00:15:40.000 --> 00:15:49.000]  首先你不要看得那麼死,那你才可以轉化他,才可以有革命性的顛覆性的了解
[00:15:49.000 --> 00:15:55.000]  OK,這是第一樣,這是一個基礎,簡單的起始點
[00:15:55.000 --> 00:16:02.000]  不過剛才我們說,最重要的根據,當然就不是說這些人生裏面我們發覺的事實
[00:16:02.000 --> 00:16:11.000]  更加重要就是剛才我們說,我們試一下現在,用神自己的永恆和終極的角度
[00:16:11.000 --> 00:16:17.000]  再看回我們的財富和貧富的問題,那神怎樣看呢?
[00:16:17.000 --> 00:16:25.000]  我們剛才說,之所以能夠這麼顛覆性來看這個問題,因為神自己就是這麼顛覆性
[00:16:25.000 --> 00:16:34.000]  那我想說兩個神,在這裏我們可以稱它為逆轉的,逆向的性格,或者顛覆性的性格
[00:16:34.000 --> 00:16:42.000]  我相信你可能都知道的,不過可能沒那麼留意,我講出來你們發覺,真是很不同我們人的想法
[00:16:42.000 --> 00:16:50.000]  神真是神,和我們人的想法真是很不同,神的標準和神的原則真是和我們很不同
[00:16:50.000 --> 00:16:57.000]  如果我們作為一個跟隨神的人,我們怎樣都要努力去操練,去試一下,學一下神這樣看
[00:16:57.000 --> 00:17:04.000]  我相信我們就會幸福了,真正長遠的祝福就是我們能夠和神的角度去看
[00:17:04.000 --> 00:17:09.000]  這個我們就要去試一下,看看神這樣怎麼看
[00:17:09.000 --> 00:17:15.000]  我們經常說,神顛覆性的,那種性格究竟是什麼呢?現在開估了
[00:17:15.000 --> 00:17:26.000]  不是我開估,在聖經裏面說的,神有兩樣東西,是和我們的常識,和我們一般人很以為是的東西是不同的
[00:17:26.000 --> 00:17:38.000]  第一樣,神顛覆性的,逆向性的性格,它是特別願意看重那些貧乏的人
[00:17:38.000 --> 00:17:46.000]  貧窮的,缺乏的,神是特別疼愛他的
[00:17:46.000 --> 00:17:52.000]  但這個在聖經裏面,讓我們看見,是神自己多次強調的
[00:17:52.000 --> 00:18:01.000]  那你說神是偏心的,專門偏心那些貧窮的缺乏的人,是啊,神是偏心的,那為什麼神這麼偏心呢?
[00:18:01.000 --> 00:18:10.000]  因為這個世界已經是一個不公平的世界,很多人被人剝削受苦
[00:18:10.000 --> 00:18:16.000]  他已經是令到他貧窮的時候,很多時候是因為他已經是受害者
[00:18:16.000 --> 00:18:25.000]  所以神那個慈愛就去願意為這些已經缺乏的,不足夠的,無辜的,甚至是
[00:18:25.000 --> 00:18:34.000]  就算他做錯一點點事給別人,總之他落在一個這樣的缺乏和貧賤的環境當中的人
[00:18:34.000 --> 00:18:42.000]  神是特別判估他,保住他,讓他能夠在神的慈愛當中
[00:18:42.000 --> 00:18:48.000]  是啊,這個世界還沒有結束,所以這個不公義的世界,不公平的世界,有人被剝削的世界
[00:18:48.000 --> 00:18:56.000]  有人受苦的世界,是必須會存在的,接下來的日子會更多
[00:18:56.000 --> 00:19:09.000]  但是我們記住神說,在這個不完美的世界裡面,我是特別關顧看著那些是缺乏的,是真的嗎?
[00:19:09.000 --> 00:19:18.000]  你說的,不是我說的,我溫惠堯哪有資格說這些,哪有膽量說這些,甚至想不到這些,是神自己的
[00:19:18.000 --> 00:19:28.000]  你看看聖經裡面有沒有這樣的意思,有,有啊
[00:19:28.000 --> 00:19:35.000]  亞國書先,我們先從二章五節說什麼呢?他說我親愛的弟兄們,請聽
[00:19:35.000 --> 00:19:41.000]  神不是揀選了世上被認為貧窮的人嗎?他故意去揀那些貧窮的人
[00:19:41.000 --> 00:19:47.000]  因為這些人在信心上的付諸,他才能夠成為神的國的人
[00:19:47.000 --> 00:19:52.000]  神的國是允許賜給愛他的人的,剛才我們讀過那段
[00:19:52.000 --> 00:20:02.000]  第二章,就是說神是特別去揀選那些貧窮的,以至在他的國裡面成為他所看重的
[00:20:02.000 --> 00:20:12.000]  這個就是明白,所以剛才那一節經文,第九節它說,卑微的弟兄能夠升高是值得瓜口
[00:20:12.000 --> 00:20:18.000]  這個升高,有沒有留意剛才我們說,怎麼升高又可以瓜口,就是了,其實你不明白
[00:20:18.000 --> 00:20:24.000]  因為這些是認性,我們剛才我們的時候,還在用一個人的世界裡面
[00:20:24.000 --> 00:20:31.000]  在財富上升高,職位上升高,本來很不行,現在搞得到的升高,這個是實質生活上升高
[00:20:31.000 --> 00:20:38.000]  這個所講的升高其實是最重要的,第九節所講的升高是在屬靈上面的升高
[00:20:38.000 --> 00:20:48.000]  不是物質上面的升高,就是說你是貧賤的,卑微的,在神的眼中,在神的國裡面
[00:20:48.000 --> 00:20:57.000]  被神重視,這個才是真正值得是瓜口的地方,就是說神是特別看重你
[00:20:57.000 --> 00:21:06.000]  這句說話都明白的,都接受的,不過好像沒有更多根據,你看整個聖經都是這樣
[00:21:06.000 --> 00:21:15.000]  甚至站在貧窮人那邊,但是特別關顧,其中一個最明顯的例子,我們如果看路加福音第一章
[00:21:15.000 --> 00:21:31.000]  路加福音第一章,大家還記得,當天使告訴馬尼亞,你要生一個從神而來的兒子
[00:21:31.000 --> 00:21:40.000]  這個將來會成為尼塞亞的拯救者,當天使離開之後,路加福音特別記載了一段
[00:21:40.000 --> 00:21:53.000]  馬尼亞心裡面充滿了一種對神的青縱,然後他就唱了一段我們通常叫做我心尊主偉大的縱歌
[00:21:53.000 --> 00:22:04.000]  記載在第一章,路加福音第一章,那裡說我心尊主偉大,我寧願救主,然後他就數出來
[00:22:04.000 --> 00:22:13.000]  將來這位救主,我生出來的救主是一位怎樣的救主,其中你有沒有留意,可能你都記得,其中有幾句話是這樣說的
[00:22:13.000 --> 00:22:26.000]  他說代表神自己的一個標準,他是會使到有權位的,全能的失位,叫卑微的升高
[00:22:26.000 --> 00:22:43.000]  讓飢餓的得飽未食,使富足的空手回去,有沒有看見,但是特別傾斜,讓那些缺乏的卑微的,讓他升高,讓他得到,本來他得不到的東西
[00:22:43.000 --> 00:22:55.000]  所以神是站在這樣的角度去看朋友,這個是不是跟我們今天的世界,甚至有時我們自己很不同
[00:22:55.000 --> 00:23:06.000]  這是第一個提醒我們,我們一些貧寒的弟兄姊妹,你對自己當然,你發覺到處的世界很看不起你
[00:23:06.000 --> 00:23:14.000]  到處的世界對你覺得很沒用,甚至你都覺得自己很沒價值,心很困難
[00:23:14.000 --> 00:23:29.000]  在這個時間,我想告訴你,如果你有從神的角度去看的時候,你知不知道,也會提醒自己,神看你,他看你為特別值得他所看重的
[00:23:29.000 --> 00:23:43.000]  在他的國裡面,他要令你成為富足的,如果是這樣的話,卑微的弟兄就懂得什麼叫做真正的升高
[00:23:43.000 --> 00:23:55.000]  這個升高是他自己知道,在神的眼中看他為寶,看重他,他不會再這樣去悲觀,不會再放棄自己
[00:23:55.000 --> 00:24:03.000]  這種不是阿Q精神,也不是自我安慰,這個是神不斷告訴你,他是這樣的
[00:24:03.000 --> 00:24:14.000]  如果你是基督徒,你在經濟的困惑當中的時候,請你試試用神的角度再看自己,這樣看自己
[00:24:14.000 --> 00:24:26.000]  神說我愛你,你看看我,我特意傾斜在這些缺乏需要的人,請你不要用世人的眼光看自己
[00:24:26.000 --> 00:24:36.000]  雖然生活都是很大的困難,仍然有掙扎,但心裡面有這種熟靈上的知道的祝福,你就繼續走下去
[00:24:36.000 --> 00:24:50.000]  因為神是知道,令自己神是看顧,而且神是看重在他的國裡面,我是他自己特別所愛的人
[00:24:50.000 --> 00:24:58.000]  這是第一個,很重要的不同的角度,這是沒有信仰的人,沒有基督教信仰的人,不明白神的人,沒辦法有的
[00:24:58.000 --> 00:25:08.000]  但這個不容易,我們要向著方向不斷提醒自己,這個神自己是這樣看,我們不斷告訴自己,是這樣的
[00:25:08.000 --> 00:25:17.000]  於是去操練了解這種這樣的角度,去看自己的價值和生命的制度
[00:25:17.000 --> 00:25:31.000]  第二個蝙蝠性的了解,就是對於富有擁有的人,你富有擁有的時候,沒錯,神從來不會仇富
[00:25:31.000 --> 00:25:45.000]  聖經裡面有很多富裕的人,都是神所喜愛的,阿伯拉罕,他很富裕,都是神自己所喜愛,他可以是很好的,神不是仇富的
[00:25:45.000 --> 00:25:56.000]  新約聖經裡面,很多很愛主的弟兄姊妹,他們背景也很有錢的,雖然不多,但也很多很有錢的,神沒有周助他們
[00:25:56.000 --> 00:26:10.000]  所以我們首先要明白,神不是說有錢的,故意打擊你,不是,神不是這樣,神的蝙蝠性在哪裡呢?對富有的,神特別要強調
[00:26:10.000 --> 00:26:29.000]  他們一定要學習一件事,就是降卑,真正的祝福,是一定要透過降卑,然後才神讓他升高,這個升高才是真正在神眼中寶貴的升高
[00:26:29.000 --> 00:26:42.000]  但這個跟世上的觀點不同,我們總是想到我們擁有的時候,當然還要繼續升,是不是?有了這麼多錢,當然要再投資,這個沒錯的,心裡面總是覺得越多越好
[00:26:42.000 --> 00:27:04.000]  但我們不斷去做的時候,我們提著自己,在神的角度來講,神是更加看重我們生命裡面的降卑,這個降卑可能有時候是真正的具體地,在實質地生活上,或者在經濟上,在能力上,甚至我們說投資上,突然間降卑
[00:27:04.000 --> 00:27:18.000]  當我們降卑的時候,我們覺得這個真是就座,不過我們希望在這個時間裡面提醒自己,就算不是這樣,實質上降卑,就算我們自己本身繼續過日子的時候,我們心裡面預備一種降卑的心境
[00:27:18.000 --> 00:27:42.000]  或者我比較明白一點點的字,是一個謙卑的心境,因為神是最討厭那些有了自己的財富,以為自己是不可一世,有了自己的權力,富裕目空一切,自大驕傲的人,會不會?會,很容易會,為什麼?因為是人性
[00:27:42.000 --> 00:28:10.000]  當一個人擁有的時候,如果他不是時常提醒自己,他就很容易覺得,這個是我自己的,是不是?我找回來的,那些窮人他不碰,我碰,我努力的,但是神經常提醒你,你知不知道,你看看,今天有這樣的背景,有這樣的財富在你手裡,你發覺很多不是你的
[00:28:10.000 --> 00:28:32.000]  等於我們記住這件事,BBC電台曾經做過一個50年的追蹤研究,在1964年一直追蹤14個小孩,追蹤到2015年50年之後,他們發覺原來很多人,本來開始是貧窮的,後來還是讓人繼續貧窮
[00:28:32.000 --> 00:28:50.000]  不是因為貧窮,不是一定是因為他們懶,你不要以為貧窮是因為懶,你不要以為今天你有成就,財富是因為你勤力,你不勤力,你懶就死定了,但是你勤力不一定,你看到當日,我也是
[00:28:50.000 --> 00:29:10.000]  當日跟我一樣,都是貧寒的人,他們蠢不蠢,一點都不蠢,基因呢,那些人的基因差一點,不是,他們多麼聰明,勤力嗎,他們有很多人很勤力的,但是今天仍然在社會底層裏面浮浮沉沉,為什麼,因為他們沒有機會
[00:29:10.000 --> 00:29:19.000]  突然間你發覺原來你今天所擁有的東西,是很多的因素組成,這個機會這些東西,全部很多的,今天不是你的
[00:29:19.000 --> 00:29:34.000]  一個人如果有拿著財富,你就在這裏自誇,放空一切,以為是可以驕傲的話,是因為很容易就會有這樣的傾向神,說我最討厭這樣的人
[00:29:34.000 --> 00:29:49.000]  所以他一定要提醒我們,如果你今天擁有的時候,你一定要學習一件事,你要學習降卑,你說是不是這麼誇張,擁有的東西是不是一定要降卑,是,真的
[00:29:49.000 --> 00:30:18.000]  亞國書直接這樣說,他說你們應該親近神,你們要怎樣呢,你親近神的人要學習什麼呢,能夠去受苦悲哀哭泣,把歡笑變為傷痛,真是越來越慘,把快樂變為憂愁,那時候你便在主面前可以學到謙卑,他便使你們升高
[00:30:18.000 --> 00:30:41.000]  先降卑,然後才有真正的升降,這個是神的規律,剛才我們說,亞國書是這樣說,我們不是很服,不是真的,誇張,一定要先降卑嗎,再舉一個很重要的根據給你,菲律比書第二章
[00:30:41.000 --> 00:31:09.000]  大家如果讀菲律比書第二章,知道是很重要的一個篇章,說到第五節,我們當以耶穌基督的心為心,大家知道這句心句嗎,教會不是說你以我的心為心,或者我以你的心為心,而是大家放下自己的心,以耶穌基督的心作為心,那我們教會便合一了,我們的生命團契便美麗了,OK
