
[00:00:00.000 --> 00:00:10.560]  但你記得但爾利書第一和第二章的主角人物都是但爾利
[00:03:18.920 --> 00:03:21.560]  有三十次在《彈以來書》
[00:03:21.560 --> 00:03:26.760]  但是有六十次在其他的書卷里
[00:03:26.760 --> 00:03:28.920]  所以這是一個很特別的王
[00:03:28.920 --> 00:03:35.000]  神特別用他三次稱他為我的僕人
[00:03:35.000 --> 00:03:38.600]  這個尼泊爾革命沙大家記得在第二章
[00:03:38.600 --> 00:03:41.480]  彈以來為他解了夢之後
[00:03:41.480 --> 00:03:44.560]  他曾經稱重以色列的王
[00:03:44.560 --> 00:03:48.600]  說是萬神之神、萬王之王
[00:03:48.600 --> 00:03:54.200]  但是其實當時這是一個很直覺的反應
[00:03:54.200 --> 00:03:56.680]  但是沒有信仰的根基
[00:03:56.680 --> 00:04:00.040]  他只不過是彈以來為他行一個實跡
[00:04:00.040 --> 00:04:02.640]  他就說你的實質是偉大
[00:04:02.640 --> 00:04:06.520]  但是他完全沒有相信這個事實
[00:04:06.520 --> 00:04:12.680]  所以他之後不僅沒有接受耶和華
[00:04:12.680 --> 00:04:16.840]  而且他的狂妄的本性也露出來了
[00:04:16.840 --> 00:04:19.720]  我相信彈以來的解釋就是
[00:04:19.720 --> 00:04:22.360]  他發動的那個像
[00:04:22.360 --> 00:04:26.320]  那個金像的頭就是代表尼泊爾革命沙
[00:04:26.320 --> 00:04:29.600]  他聽到這裡一定很瘋瘋瘋的
[00:04:29.600 --> 00:04:31.640]  他沒有聽下去
[00:04:31.640 --> 00:04:35.640]  就是說金的頭下面還有銀的臂部和手臂
[00:04:35.640 --> 00:04:38.760]  還有銅還有鐵一直下去
[00:04:38.760 --> 00:04:40.960]  就是說尼泊爾革命沙
[00:04:40.960 --> 00:04:45.400]  你那個巴比倫的角度將會被取代的
[00:04:45.400 --> 00:04:46.440]  你會亡國的
[00:04:46.440 --> 00:04:47.680]  他沒有聽到這些
[00:04:47.680 --> 00:04:50.160]  因為他這個人很驕傲、很狂妄
[00:04:50.160 --> 00:04:52.920]  他只聽到的是那個金像
[00:04:52.920 --> 00:04:56.000]  所以很可能這個就給了他靈感
[00:04:56.000 --> 00:04:57.400]  他就要建一個金像
[00:04:57.400 --> 00:04:59.160]  所以彌撒莊第一戰
[00:04:59.160 --> 00:05:03.440]  是彌布加彌撒王做了一個金像
[00:05:03.440 --> 00:05:05.800]  高六十肘、寬六肘
[00:05:05.800 --> 00:05:09.600]  就是今天的九十英尺
[00:05:09.600 --> 00:05:14.480]  寬度的身就是十分之一
[00:05:14.480 --> 00:05:18.240]  這個和人的比例是不相同的
[00:05:18.240 --> 00:05:20.440]  這個像是很高的
[00:05:20.440 --> 00:05:22.200]  是九十尺高
[00:05:22.200 --> 00:05:25.000]  但是打橫只是九尺
[00:05:25.000 --> 00:05:28.800]  所以這個像是沒有辦法自己站在這裡的
[00:05:28.800 --> 00:05:33.400]  這個像一定是有一個平台
[00:05:33.400 --> 00:05:40.160]  然後才可以立在巴比倫的杜拉平原
[00:05:40.160 --> 00:05:43.080]  為什麼我們知道一定要有平台呢?
[00:05:43.080 --> 00:05:48.240]  除了是你根據數沒有辦法這個像自己站在這裡之外
[00:05:48.240 --> 00:05:50.880]  杜拉這個平原在今天的伊拉克
[00:05:50.880 --> 00:05:56.360]  他們在伊拉克這個平原發掘考古學家
[00:05:56.360 --> 00:05:59.120]  找到一個很大的線索出來的
[00:05:59.120 --> 00:06:07.120]  他們相信就是當時彌布加彌撒金像的線索
[00:06:07.120 --> 00:06:08.800]  他是挖出來的
[00:06:08.800 --> 00:06:14.160]  第二節彌布加彌撒的警察將所有的領袖
[00:06:14.160 --> 00:06:16.320]  拿去他們的機櫃
[00:06:16.320 --> 00:06:22.480]  而且不僅是第二節講了哪個官哪個官哪個官全體
[00:06:22.480 --> 00:06:29.440]  第三節再重復說這些官哪個官哪個官哪個官都出席
[00:06:29.440 --> 00:06:32.440]  就是說沒有一個人敢出席
[00:06:32.440 --> 00:06:35.120]  原因就是彌布加彌撒說
[00:06:35.120 --> 00:06:39.920]  誰不出席誰不向這個金像下拜就要死
[00:06:39.920 --> 00:06:42.080]  就要下到火藥里
[00:06:42.080 --> 00:06:46.720]  所以沒有一個人敢出席的
[00:06:46.720 --> 00:06:49.240]  不僅僅是這些官員
[00:06:49.240 --> 00:06:51.280]  是所有的百姓都要出來
[00:06:51.280 --> 00:06:56.880]  由這些官長帶領著這些人聚集起來做什麼呢?
[00:06:56.880 --> 00:07:00.520]  做這個叫做開光之禮
[00:07:00.520 --> 00:07:03.400]  英文的翻譯很簡單 Dedication
[00:07:03.400 --> 00:07:05.560]  就是獻這個像
[00:07:05.560 --> 00:07:11.680]  但是原文中文翻譯很絕雜
[00:07:11.680 --> 00:07:14.560]  開光之禮是什麼呢?
[00:07:14.560 --> 00:07:17.200]  開光之禮就是以前的道教
[00:07:17.200 --> 00:07:19.880]  道教他們建了一個像
[00:07:19.880 --> 00:07:23.320]  有一個儀式就要將這個像所謂開光
[00:07:23.320 --> 00:07:29.360]  就是將天地宇宙那些能量那些精力那些光
[00:07:29.360 --> 00:07:31.960]  來獻給這個像
[00:07:31.960 --> 00:07:36.320]  然後這個像是有無比的能力
[00:07:36.320 --> 00:07:37.960]  那是很可笑的
[00:07:37.960 --> 00:07:41.400]  就是一個像要靠人去開光
[00:07:41.400 --> 00:07:44.080]  將宇宙的力量交給它
[00:07:44.080 --> 00:07:46.880]  這些就是偶像的荒謬
[00:07:46.880 --> 00:07:49.400]  好了 這裡中文翻譯也很全神
[00:07:49.400 --> 00:07:51.720]  叫做開光之禮
[00:07:51.720 --> 00:07:54.120]  好了 第四節
[00:07:54.120 --> 00:07:56.280]  有人大聲呼叫
[00:07:56.280 --> 00:07:58.840]  國光國國國族
[00:07:58.840 --> 00:08:02.680]  這六個字在第七節也會重復的
[00:08:02.680 --> 00:08:07.160]  就是說這個典禮所有的人
[00:08:07.160 --> 00:08:12.280]  當時尼泊爾革命時已經征服了周圍的國家
[00:08:12.280 --> 00:08:13.760]  是一個霸主
[00:08:13.760 --> 00:08:15.480]  他征服了其他的國家
[00:08:15.480 --> 00:08:17.800]  有些就留在那裡
[00:08:17.800 --> 00:08:19.880]  有些就會樓立在巴比倫
[00:08:19.880 --> 00:08:21.720]  好像猶太人那樣
[00:08:21.720 --> 00:08:24.200]  所以巴比倫國的人民
[00:08:24.200 --> 00:08:28.200]  是包括國光國國國族的
[00:08:28.200 --> 00:08:31.400]  就是有很多不是巴比倫的人民
[00:08:31.400 --> 00:08:34.800]  是包括在他那個國裡面的
[00:08:34.800 --> 00:08:36.920]  他做這個像
[00:08:36.920 --> 00:08:39.600]  當然一方面是他的自豪
[00:08:39.600 --> 00:08:41.400]  這個像是代表他
[00:08:41.400 --> 00:08:44.400]  全國的人民要向他下拜
[00:08:44.400 --> 00:08:45.840]  另一個原因
[00:08:45.840 --> 00:08:47.320]  我相信他要做的
[00:08:47.320 --> 00:08:49.080]  就是和他很工於心計
[00:08:49.080 --> 00:08:51.800]  如何來管理他這個帝國
[00:08:51.800 --> 00:08:54.560]  有這麼多不同的人在裡面
[00:08:54.560 --> 00:08:57.160]  不同的國 不同的文化背景
[00:08:57.160 --> 00:09:00.920]  他要為他們做一個共同的宗教
[00:09:00.920 --> 00:09:02.600]  就是要拜這個像
[00:09:02.600 --> 00:09:03.640]  其實就是拜他
[00:09:03.640 --> 00:09:05.640]  其實就是搞個人崇拜
[00:09:05.640 --> 00:09:08.960]  來讓所有的人都能夠齊心
[00:09:08.960 --> 00:09:11.760]  這一招是很厲害的
[00:09:11.760 --> 00:09:14.800]  這一招是可以讓他
[00:09:14.800 --> 00:09:17.840]  可以治理很多不同的民族
[00:09:17.840 --> 00:09:20.760]  而有很長的國違
[00:09:20.760 --> 00:09:22.840]  他就
[00:09:22.840 --> 00:09:24.720]  這個是一個治國的手段
[00:09:24.720 --> 00:09:26.080]  所以他就重復說
[00:09:26.080 --> 00:09:29.800]  所有的人全部都會出席
[00:09:29.800 --> 00:09:31.920]  全部的音樂一響
[00:09:31.920 --> 00:09:33.720]  就向這個像下拜了
[00:09:33.720 --> 00:09:35.120]  如果不下拜的話
[00:09:35.120 --> 00:09:36.840]  第六戰就是他的威脅
[00:09:36.840 --> 00:09:38.920]  這些獨裁者
[00:09:38.920 --> 00:09:40.960]  用各種的手段
[00:09:40.960 --> 00:09:42.560]  來威脅人們
[00:09:42.560 --> 00:09:43.560]  你不做的時候
[00:09:43.560 --> 00:09:45.080]  這個就是你的後果
[00:09:45.080 --> 00:09:45.640]  好了
[00:09:45.640 --> 00:09:49.560]  果然第七戰因此
[00:09:49.560 --> 00:09:51.120]  因為有這樣的威脅
[00:09:51.120 --> 00:09:52.800]  生命的威脅
[00:09:52.800 --> 00:09:54.880]  所以當這些音樂一響
[00:09:54.880 --> 00:09:56.000]  人們聽到
[00:09:56.000 --> 00:09:57.960]  各方各國各族的人
[00:09:57.960 --> 00:09:59.880]  就俯伏敬拜
[00:09:59.880 --> 00:10:03.640]  尼泊爾加彌撒王所立的金像
[00:10:03.640 --> 00:10:05.480]  這個是開光之禮
[00:10:05.480 --> 00:10:07.160]  那麼就so far so good
[00:10:07.160 --> 00:10:08.920]  接著我們看第二樣
[00:10:08.920 --> 00:10:10.880]  第二樣就是這些加勒比人
[00:10:10.880 --> 00:10:13.240]  來到王的面前告狀
[00:10:13.240 --> 00:10:15.280]  第五戰就是第十二戰
[00:10:15.280 --> 00:10:17.400]  那時候有幾個加勒比人
[00:10:17.400 --> 00:10:19.200]  加勒比人就是巴比倫人
[00:10:19.200 --> 00:10:21.080]  上次我們說的加勒比人
[00:10:21.080 --> 00:10:23.160]  他們是研究星象的
[00:10:23.160 --> 00:10:24.920]  他們是本國的人
[00:10:24.920 --> 00:10:27.480]  在各個各方各族裡面
[00:10:27.480 --> 00:10:30.160]  這些是最純正的巴比倫人
[00:10:30.160 --> 00:10:32.640]  他們就進來到王面前
[00:10:32.640 --> 00:10:33.920]  來告狀
[00:10:33.920 --> 00:10:37.960]  大家留意他們告狀的用詞
[00:10:37.960 --> 00:10:40.480]  他來到是控告什麼呢?
[00:10:40.480 --> 00:10:44.480]  不是控告有人不拜這個像
[00:10:44.480 --> 00:10:46.520]  他來控告猶太人
[00:10:46.520 --> 00:10:47.520]  這個猶太人
[00:10:47.520 --> 00:10:49.120]  特別提到猶太人
[00:10:49.120 --> 00:10:51.200]  也在第十二戰重復的
[00:10:51.200 --> 00:10:53.520]  現在有幾個猶太人
[00:10:53.520 --> 00:10:55.120]  猶太人
[00:10:55.120 --> 00:10:56.000]  猶太人
[00:10:56.000 --> 00:11:01.200]  這個有一個種族的歧視的意思
[00:11:01.200 --> 00:11:03.440]  就是挑起種族的仇恨
[00:11:03.440 --> 00:11:06.000]  這群猶太人
[00:11:06.000 --> 00:11:08.040]  猶太人是什麼呢?
[00:11:08.040 --> 00:11:08.960]  第十戰
[00:11:08.960 --> 00:11:11.320]  王雁李將曾經告子說
[00:11:11.320 --> 00:11:13.360]  英明島的惡戲是這樣升的
[00:11:13.360 --> 00:11:15.200]  就要俯伏敬拜了
[00:11:15.200 --> 00:11:18.360]  現在不俯伏敬拜的就要下火藥了
[00:11:18.360 --> 00:11:20.120]  那群皇帝說的
[00:11:20.120 --> 00:11:24.480]  皇帝是不可以不遵從
[00:11:24.480 --> 00:11:25.720]  現在他十二戰
[00:11:25.720 --> 00:11:28.120]  他說現在有幾個猶太人
[00:11:28.120 --> 00:11:29.320]  猶太人還不止
[00:11:29.320 --> 00:11:30.680]  他特別要指出
[00:11:30.680 --> 00:11:33.480]  這些猶太人是皇帝派去管理
[00:11:33.480 --> 00:11:37.320]  巴比倫省事務的這三個人
[00:11:37.320 --> 00:11:38.840]  這三個人
[00:11:38.840 --> 00:11:40.640]  然後這三個人做什麼呢?
[00:11:40.640 --> 00:11:43.200]  他不只是說他們不拜
[00:11:43.200 --> 00:11:47.080]  他們是演繹了他不拜的意思是什麼呢?
[00:11:47.080 --> 00:11:48.480]  他說他不拜的意思
[00:11:48.480 --> 00:11:49.120]  第一
[00:11:49.120 --> 00:11:50.800]  不理你
[00:11:50.800 --> 00:11:52.120]  只要尊重你
[00:11:52.120 --> 00:11:54.680]  不當你所說的一回事
[00:11:54.680 --> 00:11:55.200]  第二
[00:11:55.200 --> 00:11:56.800]  他不侍奉你的實
[00:11:56.800 --> 00:11:59.600]  在宗教上背叛你
[00:11:59.600 --> 00:12:00.400]  第三
[00:12:00.400 --> 00:12:02.760]  他也不敬拜你所下的詔
[00:12:02.760 --> 00:12:04.640]  即違背你的命令
[00:12:04.640 --> 00:12:06.880]  違背你所定的宗教
[00:12:06.880 --> 00:12:10.920]  並且他這樣做是尊重你
[00:12:10.920 --> 00:12:13.440]  這個我叫三不反
[00:12:13.440 --> 00:12:16.640]  用來煽動王的情緒
[00:12:16.640 --> 00:12:17.320]  好了
[00:12:17.320 --> 00:12:20.240]  然後我們看第十三至第十八節
[00:12:20.240 --> 00:12:23.800]  王就立刻召山人進來
[00:12:23.800 --> 00:12:25.800]  十三章十三節說
[00:12:25.800 --> 00:12:28.960]  當時尼泊爾·加尼山衝衝大怒
[00:12:28.960 --> 00:12:31.840]  尼泊爾·加尼山是很快的
[00:12:31.840 --> 00:12:33.760]  在下面第十九節
[00:12:33.760 --> 00:12:36.800]  你會看到他是怒氣鐵鋪
[00:12:36.800 --> 00:12:40.680]  是一個很衝動的人
[00:12:40.680 --> 00:12:43.800]  他就吩咐將這三個人帶過來
[00:12:43.800 --> 00:12:45.200]  然後第十四節
[00:12:45.200 --> 00:12:48.040]  尼泊爾·加尼山就說他們三個人
[00:12:48.040 --> 00:12:48.840]  三個人的名字
[00:12:48.840 --> 00:12:50.240]  你們不侍奉我的實
[00:12:50.240 --> 00:12:52.200]  也不敬拜我的金像
[00:12:52.200 --> 00:12:54.320]  是不是你故意的呢?
[00:12:54.320 --> 00:12:56.000]  然後第十五節
[00:12:56.000 --> 00:12:58.440]  王再給一次機會他
[00:12:58.440 --> 00:13:01.240]  可以看到這個王其實很喜愛他們
[00:13:01.240 --> 00:13:03.000]  連同但爾利
[00:13:03.000 --> 00:13:05.520]  王都很喜歡這幾個年輕人
[00:13:05.520 --> 00:13:06.680]  所以在這裡
[00:13:06.680 --> 00:13:08.800]  這麼狂暴的王
[00:13:08.800 --> 00:13:10.880]  這麼生氣的情況下
[00:13:10.880 --> 00:13:12.760]  都給一次機會他
[00:13:12.760 --> 00:13:15.840]  他說你再聽這些音樂響聲
[00:13:15.840 --> 00:13:18.760]  如果你供奉敬拜就可以了
[00:13:18.760 --> 00:13:19.960]  你不敬拜
[00:13:19.960 --> 00:13:23.000]  我就要扔你到烈火裡面
[00:13:23.000 --> 00:13:23.720]  好了
[00:13:23.720 --> 00:13:26.280]  再給一次機會他
[00:13:26.280 --> 00:13:28.320]  那麼
[00:13:28.320 --> 00:13:32.400]  王親自給多一次機會他
[00:13:32.400 --> 00:13:35.000]  是殺身之禍他也會做
[00:13:35.000 --> 00:13:38.560]  應該人人都會做的
[00:13:38.560 --> 00:13:40.440]  但是這三個年輕人怎麼樣呢?
[00:13:40.440 --> 00:13:41.560]  第十六節
[00:13:41.560 --> 00:13:44.360]  他說他對王說尼泊爾·加尼山
[00:13:44.360 --> 00:13:47.560]  這件事我們不必回答你
[00:13:47.560 --> 00:13:49.480]  他連辯護都不辯護了
[00:13:49.480 --> 00:13:50.920]  因為明知道
[00:13:50.920 --> 00:13:53.760]  是改變不了王的心意的
[00:13:53.760 --> 00:13:54.640]  所以他說
[00:13:54.640 --> 00:13:58.920]  我就不做任何的辯護
[00:13:58.920 --> 00:14:00.400]  即使如此
[00:14:00.400 --> 00:14:02.280]  我們所侍奉的神
[00:14:02.280 --> 00:14:07.000]  能夠將我們從烈火的窯當中救出來
[00:14:07.000 --> 00:14:11.040]  王說他必然救我們脫離的手
[00:14:11.040 --> 00:14:13.840]  這三個年輕人很大的信心
[00:14:13.840 --> 00:14:16.680]  說我們的神會拯救我們
[00:14:16.680 --> 00:14:24.160]  我們知道我們的神不會讓我們落在殺身的災禍裡面
[00:14:24.160 --> 00:14:26.600]  第十八節他說
[00:14:26.600 --> 00:14:29.960]  即或不然
[00:14:29.960 --> 00:14:32.880]  即或不然的意思就是
[00:14:32.880 --> 00:14:35.760]  神有權可以救我們
[00:14:35.760 --> 00:14:38.680]  我們很相信神會救我們
[00:14:38.680 --> 00:14:41.200]  但是主權在神那裡
[00:14:41.200 --> 00:14:44.000]  不是我們來指揮神要怎麼做
[00:14:44.000 --> 00:14:45.280]  神有祂的主權
[00:14:45.280 --> 00:14:47.760]  神可以選擇救我們
[00:14:47.760 --> 00:14:49.640]  所以即或不然
[00:14:49.640 --> 00:14:51.120]  他們對王說
[00:14:51.120 --> 00:14:53.760]  你知道我們缺不侍奉你的神
[00:14:53.760 --> 00:14:56.520]  也不敬拜你所立的金像
[00:14:56.520 --> 00:14:58.440]  就算神不救我們
[00:14:58.440 --> 00:15:01.080]  我們也不會敬拜這個金像
[00:15:01.080 --> 00:15:07.240]  我們完全是信服在神的意義底下
[00:15:07.240 --> 00:15:09.400]  大家聽過那首歌
[00:15:09.400 --> 00:15:10.880]  信教信福
[00:15:10.880 --> 00:15:12.600]  Trust and obey
[00:15:12.600 --> 00:15:14.360]  兩者是並行的
[00:15:14.360 --> 00:15:16.080]  如果你只是信心
[00:15:16.080 --> 00:15:17.480]  你只是信靠
[00:15:17.480 --> 00:15:18.920]  你只是信靠
[00:15:18.920 --> 00:15:20.920]  但是你沒有信服的時候
[00:15:20.920 --> 00:15:23.760]  這個是不夠的
[00:15:23.760 --> 00:15:25.760]  因為我們信靠
[00:15:25.760 --> 00:15:26.960]  請問大家
[00:15:26.960 --> 00:15:30.280]  信教容易些還是信服容易些呢?
[00:15:30.280 --> 00:15:32.520]  這三個年輕人說
[00:15:32.520 --> 00:15:35.560]  我們有信心上帝會救我們
[00:15:35.560 --> 00:15:37.640]  所以我們對他有信靠
[00:15:37.640 --> 00:15:40.320]  但是如果神選擇不救我們
[00:15:40.320 --> 00:15:42.040]  我們是信服
[00:15:42.040 --> 00:15:44.880]  信教容易些還是信服容易些呢?
[00:15:44.880 --> 00:15:47.240]  我相信信靠容易些
[00:15:47.240 --> 00:15:49.840]  你在絕境里
[00:15:49.840 --> 00:15:51.840]  你沒有路走
[00:15:51.840 --> 00:15:53.600]  你自己搞不定
[00:15:53.600 --> 00:15:55.800]  你唯有信教
[00:15:55.800 --> 00:15:58.040]  你沒有別的可以做
[00:15:58.040 --> 00:16:01.160]  你只有將你的信心放在那裡
[00:16:01.160 --> 00:16:03.960]  但是如果神不答應你的要求
[00:16:03.960 --> 00:16:08.760]  祂的旨意和你想的不同的時候
[00:16:08.760 --> 00:16:10.520]  你就要信服
[00:16:10.520 --> 00:16:13.200]  信服就很辛苦了
[00:16:13.200 --> 00:16:14.840]  信靠最容易
[00:16:14.840 --> 00:16:18.600]  信服神的旨意就不容易了
[00:16:18.600 --> 00:16:21.760]  這三個人
[00:16:21.760 --> 00:16:24.320]  我們又要再來問這個問題
[00:16:24.320 --> 00:16:28.040]  我後面在筆記上加了這個問題
[00:16:28.040 --> 00:16:30.640]  我想這個問題都是值得我們深思
[00:16:30.640 --> 00:16:33.080]  尤其是在今天這個環境
[00:16:33.080 --> 00:16:38.480]  他們三個人是公開抵抗他王的命令
[00:16:38.480 --> 00:16:40.600]  這個是不是違反了聖經的教導呢?
[00:16:40.600 --> 00:16:44.400]  聖經有兩處是講得很清楚的
[00:16:44.400 --> 00:16:48.840]  羅馬書十三章和彼得後書第二章
[00:16:48.840 --> 00:16:49.840]  是講得很清楚
[00:16:49.840 --> 00:16:51.320]  都是同一個教導
[00:16:51.320 --> 00:16:53.080]  我讀給大家聽
[00:16:53.080 --> 00:16:57.000]  「在上有權柄的人日當信服他
[00:16:57.000 --> 00:16:59.920]  因為沒有權柄不是出於實
[00:16:59.920 --> 00:17:02.480]  凡掌權的都是神所明
[00:17:02.480 --> 00:17:06.000]  所以抗拒掌權的就是抗拒實
[00:17:06.000 --> 00:17:09.200]  抗拒的必自取盈佛
[00:17:09.200 --> 00:17:12.640]  因為這個領袖是神的僕人
[00:17:12.640 --> 00:17:13.960]  神的用人
[00:17:13.960 --> 00:17:15.360]  是與你有益的人
[00:17:15.360 --> 00:17:17.560]  你們作惡應該是明白的
[00:17:17.560 --> 00:17:19.640]  但他不是空空的配件
[00:17:19.640 --> 00:17:21.440]  他是神的用人
[00:17:21.440 --> 00:17:23.760]  是神的新冤人
[00:17:23.760 --> 00:17:25.600]  他的劍是用來伸冤人
[00:17:25.600 --> 00:17:28.000]  是代神來行使的
[00:17:28.000 --> 00:17:29.480]  盈佛作惡的人
[00:17:29.480 --> 00:17:31.480]  所以你們必須信服
[00:17:31.480 --> 00:17:34.120]  不但是因為直盈佛
[00:17:34.120 --> 00:17:35.920]  也是因為良心
[00:17:35.920 --> 00:17:37.440]  這個講得很清楚
[00:17:37.440 --> 00:17:42.240]  就是人是要信服掌權者
[00:17:42.240 --> 00:17:46.000]  這三個人是公開抗拒王的命令
[00:17:46.000 --> 00:17:51.200]  這是不是不合乎聖經呢?
[00:17:51.200 --> 00:17:53.200]  大家都知道答案了
[00:17:53.200 --> 00:17:55.120]  我都在這裡列出來了
[00:17:55.120 --> 00:17:58.000]  《史詩大論》第29節說
[00:17:58.000 --> 00:17:59.840]  彼得和眾師道答說
[00:17:59.840 --> 00:18:01.560]  信從神
[00:18:01.560 --> 00:18:04.680]  不信從人是應當的
[00:18:04.680 --> 00:18:06.560]  這兩者有沒有矛盾呢?
[00:18:06.560 --> 00:18:08.720]  一度是叫我們要信服
[00:18:08.720 --> 00:18:11.000]  一度是說我們不應該信服
[00:18:11.000 --> 00:18:13.040]  分別在哪裡呢?
[00:18:13.040 --> 00:18:17.040]  分別就是如果人在上的命令
[00:18:17.040 --> 00:18:20.480]  是與神的命令違背的時候
[00:18:20.480 --> 00:18:21.960]  我們是信服神
[00:18:21.960 --> 00:18:23.400]  而不是信服人
[00:18:23.400 --> 00:18:25.720]  唯一在這些情況下
[00:18:25.720 --> 00:18:27.520]  我們就不用信服
[00:18:27.520 --> 00:18:29.720]  但是在大多數情況下
[00:18:29.720 --> 00:18:34.200]  如果上面所定義為拜登聖經
[00:18:34.200 --> 00:18:35.960]  我們是一定會信服的
[00:18:35.960 --> 00:18:38.440]  這個就在這裡了
[00:18:38.440 --> 00:18:41.000]  今天下午我在想
[00:18:41.000 --> 00:18:42.560]  現在在疫情當中
[00:18:42.560 --> 00:18:44.720]  在隔離和封鎖的時候
[00:18:44.720 --> 00:18:47.000]  封鎖包括教會不可以聚會
[00:18:47.000 --> 00:18:50.040]  在拉斯維加斯教會不可以聚會
[00:18:50.040 --> 00:18:52.960]  很多很多教會都不可以聚會
[00:18:52.960 --> 00:18:57.040]  但是在羅陝有兩間很大的教會
[00:18:57.040 --> 00:18:58.880]  是照常聚會的
[00:18:58.880 --> 00:19:00.400]  他們會注意
[00:19:00.400 --> 00:19:01.840]  他們會遠一點
[00:19:01.840 --> 00:19:03.120]  去加勒比亞
[00:19:03.120 --> 00:19:04.680]  他們會坐得更開一點
[00:19:04.680 --> 00:19:09.720]  但是他們是沒有服從家居隔離令
[00:19:09.720 --> 00:19:13.400]  是堅持聚會已經做了很多年了
[00:19:13.400 --> 00:19:16.160]  一間就是巴塞羅伯特·阿瑟的
[00:19:16.160 --> 00:19:18.320]  Grace Community Church
[00:19:18.320 --> 00:19:21.080]  另外一間就是巴塞羅伯特·皮克斯的
[00:19:21.080 --> 00:19:36.520]  在羅陝有很大的教會
[00:19:36.520 --> 00:19:40.560]  這兩間教會是堅持聚會的
[00:19:40.560 --> 00:19:45.200]  就是定義這個家居隔離令的
[00:19:45.200 --> 00:19:49.000]  這兩個都是比較保守的教會
[00:19:49.000 --> 00:19:55.400]  但是他們認為政府是沒有權干預教會聚會
[00:19:55.400 --> 00:19:58.640]  教會聚會是不需要政府批准的
[00:19:58.640 --> 00:20:03.040]  他們是根據聖經不可停止聚會的
[00:20:03.040 --> 00:20:05.240]  他們初初的時候
