
[00:00:00.000 --> 00:00:05.000]  我們多謝敬拜小組為我們預備這麼美好的詩歌
[00:02:34.000 --> 00:02:40.000]  我們首先來看一看 耶穌基督說的領受聖靈這句說話
[00:02:40.000 --> 00:02:44.000]  這句說話是有預言性的 什麼叫預言性呢
[00:02:45.000 --> 00:02:49.000]  當他說了之後 將來會應驗的
[00:02:49.000 --> 00:02:56.000]  應驗在五旬節 聖靈的降臨在教會裏面
[00:02:56.000 --> 00:03:02.000]  當盧家醫生他複述這件事的時候
[00:03:02.000 --> 00:03:05.000]  在《船郎行傳》第一章第三節 他說
[00:03:05.000 --> 00:03:09.000]  他受害之後 用許多的憑據
[00:03:09.000 --> 00:03:12.000]  將自己活活的顯給信徒看
[00:03:13.000 --> 00:03:17.000]  四十日之久 向他們顯現 講說神過的事
[00:03:17.000 --> 00:03:20.000]  當時講到這四十日 耶穌基督復活之後
[00:03:20.000 --> 00:03:24.000]  和門徒一起 有十次之多在不同的場景
[00:03:24.000 --> 00:03:29.000]  向他們顯現 在二馬五司的路上
[00:03:29.000 --> 00:03:34.000]  在提比利亞的海邊 在楊剎冷的門關上
[00:03:34.000 --> 00:03:37.000]  向門徒顯現 向婦人顯現
[00:03:38.000 --> 00:03:41.000]  向一個人的 甚至最多的時候
[00:03:41.000 --> 00:03:43.000]  有五百人的 向他們顯現
[00:03:43.000 --> 00:03:46.000]  講述到神過的事情
[00:03:46.000 --> 00:03:50.000]  耶穌和他們聚集的時候 祝福他們
[00:03:50.000 --> 00:03:52.000]  在《船郎行傳》第一章第四節說
[00:03:52.000 --> 00:03:57.000]  不要離開耶路撒冷 要等候父所應許的
[00:03:57.000 --> 00:04:00.000]  就是你們聽見我說過的
[00:04:00.000 --> 00:04:02.000]  父所應許的是什麼呢
[00:04:02.000 --> 00:04:05.000]  在《船郎行傳》第一章第八節就說
[00:04:06.000 --> 00:04:09.000]  聖靈降臨在你們身上 你們就必得著能力
[00:04:09.000 --> 00:04:14.000]  在耶路撒冷 猶太全地 撒瑪利亞 直到地極
[00:04:14.000 --> 00:04:16.000]  作我的見證
[00:04:16.000 --> 00:04:22.000]  所以神所應許的 聖靈在五旬節的時候
[00:04:22.000 --> 00:04:24.000]  降臨在他們中間
[00:04:24.000 --> 00:04:27.000]  果然在《船郎行傳》第二章
[00:04:27.000 --> 00:04:30.000]  講到五旬節的時候 門徒聚集
[00:04:30.000 --> 00:04:34.000]  在耶路撒冷的時候 忽然之間天上有響聲
[00:04:35.000 --> 00:04:40.000]  又有一陣大風吹過 每一個人都充滿住在屋內
[00:04:40.000 --> 00:04:44.000]  又有蝨頭 好像火焰 顯現出來
[00:04:44.000 --> 00:04:46.000]  分別落在他們個人頭上
[00:04:46.000 --> 00:04:48.000]  他們就被聖靈充滿
[00:04:48.000 --> 00:04:53.000]  按著聖靈所賜的口才 說出別國的話來
[00:04:53.000 --> 00:04:57.000]  這就應驗了在五旬節的裡面
[00:04:57.000 --> 00:05:02.000]  聖靈的降臨 當然在舊約裡面都有提述
[00:05:03.000 --> 00:05:05.000]  在舊約的信徒 都有領受聖靈
[00:05:05.000 --> 00:05:09.000]  特別是在摩西 出埃及的時候 建造會幕
[00:05:09.000 --> 00:05:13.000]  當時聖靈降臨 充滿每一個的技工
[00:05:13.000 --> 00:05:17.000]  使他們按照神的樣式 神的心意
[00:05:17.000 --> 00:05:20.000]  來將會幕建造起來
[00:05:20.000 --> 00:05:24.000]  但聖靈在舊約裡面 沒有永久的住在他們中間
[00:05:24.000 --> 00:05:28.000]  當這群人沒有聖靈 完成工作的時候
[00:05:29.000 --> 00:05:33.000]  他們就沒有聖靈的同在的經歷
[00:05:33.000 --> 00:05:36.000]  但在新約的時候
[00:05:36.000 --> 00:05:41.000]  一個新的時代 新的紀元 新的開始
[00:05:41.000 --> 00:05:45.000]  臨到神要做一群新造的人
[00:05:45.000 --> 00:05:48.000]  這群人領受了耶穌基督的救恩
[00:05:48.000 --> 00:05:50.000]  有屬神的生命之後
[00:05:50.000 --> 00:05:55.000]  聖靈降臨 住在我們每一個人的裡面
[00:05:56.000 --> 00:05:58.000]  聖靈內住在我們裡面
[00:05:58.000 --> 00:06:01.000]  與舊約的時候很明顯的不同
[00:06:01.000 --> 00:06:03.000]  舊約有一個使命 有一個工作
[00:06:03.000 --> 00:06:05.000]  完成之後 就沒有了
[00:06:05.000 --> 00:06:09.000]  但在新約 你和我每一個人的裡面
[00:06:09.000 --> 00:06:12.000]  當我們信主的那一刻的時候
[00:06:12.000 --> 00:06:15.000]  聖靈就住在我們裡面
[00:06:15.000 --> 00:06:20.000]  保羅在《羅馬書》 幾個地方有提到
[00:06:20.000 --> 00:06:24.000]  第五章一開始 講到恩順 清義 與神和好
[00:06:25.000 --> 00:06:29.000]  然後講到恩順 進入現在所站的恩典裡面
[00:06:29.000 --> 00:06:31.000]  歡歡喜喜的有盼望神的榮耀
[00:06:31.000 --> 00:06:34.000]  不斷在患難裡面歡歡喜喜
[00:06:34.000 --> 00:06:38.000]  知道患難身忍耐 忍耐身老練 老練身盼望
[00:06:38.000 --> 00:06:40.000]  盼望不自收攜
[00:06:40.000 --> 00:06:43.000]  然後保羅就說 因為所賜給我們的聖靈
[00:06:43.000 --> 00:06:47.000]  將神的愛囂 灌在我們心裡面
[00:06:47.000 --> 00:06:50.000]  神的靈住在我們裡面
[00:06:51.000 --> 00:06:55.000]  讓我們能夠感受到神的愛
[00:06:55.000 --> 00:06:58.000]  體會到這個愛的真實
[00:06:58.000 --> 00:07:01.000]  我是一個很理性的人
[00:07:01.000 --> 00:07:04.000]  但我也是一個很有感情的人
[00:07:04.000 --> 00:07:07.000]  很多時候我唱詩歌 我會有感動 我會流淚
[00:07:07.000 --> 00:07:12.000]  譬如昨天禮拜六的敬拜讚美裡面
[00:07:12.000 --> 00:07:16.000]  裡面的詩歌很感動 我多次的充滿淚水
[00:07:16.000 --> 00:07:19.000]  今早敬拜小一大的詩歌
[00:07:20.000 --> 00:07:23.000]  還有剛才這班特別的青年人唱出來的詩歌
[00:07:23.000 --> 00:07:25.000]  都很觸動我的心
[00:07:25.000 --> 00:07:28.000]  我不其然就會充滿眼淚
[00:07:28.000 --> 00:07:32.000]  這個就是 我在感性方面也很充滿
[00:07:32.000 --> 00:07:35.000]  這裡說聖靈住在我們裡面
[00:07:35.000 --> 00:07:38.000]  將神的愛囂 灌是甚麼呢
[00:07:38.000 --> 00:07:41.000]  湧流出來 傾倒在我們身上
[00:07:41.000 --> 00:07:44.000]  讓我們不單是在頭腦上認識神的愛
[00:07:44.000 --> 00:07:47.000]  我們在感性裡面 在內心裡面
[00:07:48.000 --> 00:07:50.000]  耶穌基督 神原來是這麼愛我們
[00:07:50.000 --> 00:07:52.000]  當我們是一個罪人的時候
[00:07:52.000 --> 00:07:56.000]  耶穌基督就來為我們釘十字架
[00:07:56.000 --> 00:07:58.000]  除去我們的罪
[00:07:58.000 --> 00:08:01.000]  神的愛就在這裡顯明 古羅漢
[00:08:01.000 --> 00:08:03.000]  古羅漢在《羅馬書》第八章說
[00:08:03.000 --> 00:08:08.000]  聖靈和我們的心同座見證我們是神的兒女
[00:08:08.000 --> 00:08:11.000]  聖靈現在住在我們裡面 這個印記
[00:08:11.000 --> 00:08:15.000]  印在我們裡面 表明我們是屬於神的
[00:08:16.000 --> 00:08:21.000]  我們內心裡面一齊見證出神的救恩
[00:08:21.000 --> 00:08:23.000]  我們是屬於神的
[00:08:23.000 --> 00:08:27.000]  在《格林多傳說》第六章 應該是十九節
[00:08:27.000 --> 00:08:29.000]  我寫錯了 不是第九節
[00:08:29.000 --> 00:08:31.000]  第六章十九節 保羅這樣說
[00:08:31.000 --> 00:08:35.000]  「豈不知我們的身體」這個軀殼
[00:08:35.000 --> 00:08:37.000]  「就是聖靈的殿」
[00:08:37.000 --> 00:08:43.000]  意思就是說 我們的身體不單是出於父母
[00:08:44.000 --> 00:08:47.000]  更加是聖靈住在我們裡面
[00:08:47.000 --> 00:08:50.000]  是一個聖殿
[00:08:50.000 --> 00:08:54.000]  是神的靈在我們裡面 充滿著榮耀
[00:08:54.000 --> 00:09:00.000]  這就是聖靈從神而來 住在我們裡面
[00:09:00.000 --> 00:09:03.000]  並且你們不是自己的人
[00:09:03.000 --> 00:09:07.000]  我們整個人 當我們信主的時候
[00:09:07.000 --> 00:09:09.000]  我們就屬於主
[00:09:10.000 --> 00:09:14.000]  我們就不再屬於世界 不再屬於魔鬼
[00:09:14.000 --> 00:09:16.000]  不再屬於自己
[00:09:16.000 --> 00:09:19.000]  我們的眼、我們的口、我們的手、我們的腳
[00:09:19.000 --> 00:09:24.000]  我們整個人 完完全全的 全面的 是屬於神的
[00:09:24.000 --> 00:09:27.000]  所以這個領受聖靈
[00:09:27.000 --> 00:09:31.000]  你要明白 當耶穌基督發出這個預言的時候
[00:09:31.000 --> 00:09:34.000]  在五聖節的成就 應驗出來的時候
[00:09:34.000 --> 00:09:37.000]  就是我們每一個在新約裡面的信徒
[00:09:38.000 --> 00:09:41.000]  讓我們打開我們的心 讓耶穌基督進入我們心靈裡的時候
[00:09:41.000 --> 00:09:45.000]  聖靈就住在我們裡面
[00:09:45.000 --> 00:09:48.000]  內住在我們裡面
[00:09:48.000 --> 00:09:52.000]  當小徒約翰記述這件事的時候
[00:09:52.000 --> 00:09:55.000]  他用的用詞很講究 很特別
[00:09:55.000 --> 00:09:59.000]  他說 說完這番話就吹一口氣
[00:09:59.000 --> 00:10:04.000]  熟習舊約聖經的人 特別是新約的時候
[00:10:04.000 --> 00:10:07.000]  他們那些熟習舊約希伯來文的聖經
[00:10:07.000 --> 00:10:09.000]  當時已經翻譯成希臘文
[00:10:09.000 --> 00:10:14.000]  因為在希臘的時代 羅馬的時代已經通行希臘文
[00:10:14.000 --> 00:10:17.000]  等於我們下一代都是熟習英文一樣
[00:10:17.000 --> 00:10:20.000]  所以他們對舊約的希臘文的聖經
[00:10:20.000 --> 00:10:23.000]  叫做七十事
[00:10:23.000 --> 00:10:25.000]  這個聖經很熟習
[00:10:25.000 --> 00:10:29.000]  它的用詞講述到 創世紀第二章第七節
[00:10:29.000 --> 00:10:35.000]  那個用詞 也就是說神用地上的塵土做人
[00:10:36.000 --> 00:10:40.000]  然後創世紀第二章又說
[00:10:40.000 --> 00:10:43.000]  將生氣吹在他們的鼻孔裡面
[00:10:43.000 --> 00:10:46.000]  氣息吹進他們的裡面
[00:10:46.000 --> 00:10:51.000]  他就成了有靈的活人 名叫亞當
[00:10:51.000 --> 00:10:54.000]  原來當神這個生命的主
[00:10:54.000 --> 00:10:58.000]  不單止將軀殼給人 而且將一個氣息給人
[00:10:58.000 --> 00:11:02.000]  而這個氣息不單止和動物的呼吸氣息一樣
[00:11:02.000 --> 00:11:05.000]  而且成為一個有靈的活人
[00:11:05.000 --> 00:11:08.000]  人和動物的分別就在這裡
[00:11:08.000 --> 00:11:11.000]  不單止有一個軀體 有一個活動
[00:11:11.000 --> 00:11:14.000]  而且是有一個靈性 有一個靈魂
[00:11:14.000 --> 00:11:19.000]  我們可以和這位神有一個溝通
[00:11:19.000 --> 00:11:22.000]  在這個宇宙之外 還有一位超越的神
[00:11:22.000 --> 00:11:24.000]  他可以灌輔在人的裡面
[00:11:24.000 --> 00:11:26.000]  他可以和人建立一個關係
[00:11:26.000 --> 00:11:28.000]  我們稱他為阿巴夫
[00:11:28.000 --> 00:11:31.000]  剛才勁拔小組帶領我們這首詩歌
[00:11:31.000 --> 00:11:33.000]  我們呼叫阿巴夫
[00:11:34.000 --> 00:11:37.000]  我們叫他為天父的一個親密的爸爸
[00:11:37.000 --> 00:11:39.000]  阿爹 這麼親密的關係
[00:11:39.000 --> 00:11:46.000]  當耶穌吹一口氣
[00:11:46.000 --> 00:11:48.000]  他有一個含義在裡面
[00:11:48.000 --> 00:11:52.000]  就是這位神的靈不單止創造我們全能者
[00:11:52.000 --> 00:11:55.000]  他的氣不單止進入我們裡面
[00:11:55.000 --> 00:11:59.000]  使我們有永生 更加復甦我們的靈魂
[00:12:00.000 --> 00:12:03.000]  使我們在靈裡面能夠醒悟過來
[00:12:03.000 --> 00:12:05.000]  使我們眼睛能夠得開
[00:12:05.000 --> 00:12:07.000]  不是所關注的地上的東西
[00:12:07.000 --> 00:12:09.000]  我們物慾的東西 物質的東西
[00:12:09.000 --> 00:12:15.000]  我們被物慾物質支配著 籠罩著我們 核制著我們
[00:12:15.000 --> 00:12:17.000]  使我們一生所追求的
[00:12:17.000 --> 00:12:20.000]  只是今生 只是地上的東西
[00:12:20.000 --> 00:12:24.000]  他讓我們眼睛得開 抬頭看看
[00:12:24.000 --> 00:12:27.000]  人世間以外 還有這個神
[00:12:28.000 --> 00:12:30.000]  而且人所追求的
[00:12:30.000 --> 00:12:33.000]  不單止是地上物質的東西
[00:12:33.000 --> 00:12:36.000]  有時我們活在軟弱的裡面
[00:12:36.000 --> 00:12:40.000]  被自己的肉體 少年人的私慾來控制
[00:12:40.000 --> 00:12:42.000]  支配 核制著我們
[00:12:42.000 --> 00:12:44.000]  甚至不能自拔
[00:12:44.000 --> 00:12:48.000]  甚至我們有不同的習慣 不同的嗜好
[00:12:48.000 --> 00:12:52.000]  有些人喝酒 有些人試毒
[00:12:52.000 --> 00:12:57.000]  有些人賭博 有些人毒品 有些人色情
[00:12:57.000 --> 00:13:01.000]  各樣的事情都像一個網一樣
[00:13:01.000 --> 00:13:04.000]  把我們籠罩著 把我們綑綁著
[00:13:04.000 --> 00:13:09.000]  好像枷鎖一樣 把我們上了木狗 上了枷鎖
[00:13:09.000 --> 00:13:11.000]  沒有辦法爭脫出來
[00:13:11.000 --> 00:13:14.000]  沒有辦法得到自由 得到釋放
[00:13:14.000 --> 00:13:16.000]  落在這種光景裡面
[00:13:16.000 --> 00:13:19.000]  正如保羅在《諾馬書》第七章
[00:13:19.000 --> 00:13:23.000]  他講到有一個律在裡面 核制著我
[00:13:23.000 --> 00:13:25.000]  我願意做個善 我不去做
[00:13:26.000 --> 00:13:28.000]  我不願意做個壞事 我做出來
[00:13:28.000 --> 00:13:30.000]  我真是苦啊 保羅說
[00:13:30.000 --> 00:13:34.000]  誰能夠救我脫離這個取死的身體呢
[00:13:34.000 --> 00:13:36.000]  當我們活在這個肉體裡面的時候
[00:13:36.000 --> 00:13:39.000]  就有這個律 這種的核制
[00:13:39.000 --> 00:13:43.000]  來控制我們 支配我們
[00:13:43.000 --> 00:13:45.000]  但是福音是什麼呢
[00:13:45.000 --> 00:13:47.000]  福音就是把我們釋放出來
[00:13:47.000 --> 00:13:49.000]  真的讓我們得到一個自由
[00:13:49.000 --> 00:13:53.000]  讓我們不再沉迷在這種物欲裡面
[00:13:54.000 --> 00:13:56.000]  被這種肉體支配著
[00:13:56.000 --> 00:13:59.000]  讓我們這個鎖鏈能夠釋放出來
[00:13:59.000 --> 00:14:01.000]  能夠得到一個解脫
[00:14:01.000 --> 00:14:03.000]  這就是一個福音
[00:14:03.000 --> 00:14:07.000]  你可能聽過中國有一個很出名的人
[00:14:07.000 --> 00:14:09.000]  惡名遠播的一個人
[00:14:09.000 --> 00:14:11.000]  以前住在溫哥華
[00:14:11.000 --> 00:14:13.000]  叫做賴昌星
[00:14:13.000 --> 00:14:16.000]  大家聽過吧
[00:14:16.000 --> 00:14:19.000]  以前他在廈門做過小官
[00:14:19.000 --> 00:14:21.000]  尖華綠斗的官仔 做海關
[00:14:22.000 --> 00:14:24.000]  串連上上下下
[00:14:24.000 --> 00:14:27.000]  可以貪污不知道多少錢
[00:14:27.000 --> 00:14:29.000]  如果你有去過他家
[00:14:29.000 --> 00:14:31.000]  或者你在溫哥華的時候
[00:14:31.000 --> 00:14:33.000]  指過他家給你看的話
[00:14:33.000 --> 00:14:36.000]  你真的看到他那種豪華奢侈
[00:14:36.000 --> 00:14:40.000]  你知道中國各種不同的景點
[00:14:40.000 --> 00:14:44.000]  比如長城 故宮 或者是怡和園
[00:14:44.000 --> 00:14:49.000]  把這些景點複製一個縮影
[00:14:49.000 --> 00:14:51.000]  叫做小小世界
[00:14:51.000 --> 00:14:52.000]  深圳的小小世界
[00:14:52.000 --> 00:14:54.000]  一個小型的縮影
[00:14:54.000 --> 00:14:56.000]  這個不是玩具仔
[00:14:56.000 --> 00:14:58.000]  建造一些庭院
[00:14:58.000 --> 00:15:00.000]  放在前院後院
[00:15:00.000 --> 00:15:02.000]  把世界的七大奇景
[00:15:02.000 --> 00:15:04.000]  也是縮影放在那裡
[00:15:04.000 --> 00:15:06.000]  這麼有錢的 這麼厲害
[00:15:06.000 --> 00:15:08.000]  但是
[00:15:08.000 --> 00:15:11.000]  你知道他現在回到中國
[00:15:11.000 --> 00:15:13.000]  印度回到中國
[00:15:13.000 --> 00:15:15.000]  為什麼他願意決定回中國呢
[00:15:15.000 --> 00:15:17.000]  有很多原因
[00:15:17.000 --> 00:15:19.000]  其中一個原因
[00:15:20.000 --> 00:15:21.000]  就是他很想去
[00:15:21.000 --> 00:15:23.000]  他怎麼能夠信主呢
[00:15:23.000 --> 00:15:25.000]  就是他認識了一個朋友
[00:15:25.000 --> 00:15:27.000]  這個朋友我認識他
[00:15:27.000 --> 00:15:29.000]  很多年前我在溫哥華
[00:15:29.000 --> 00:15:31.000]  有一個門訓練的時候
[00:15:31.000 --> 00:15:33.000]  他在裡面很受感動
[00:15:33.000 --> 00:15:36.000]  他和他太太一起來做見證
[00:15:36.000 --> 00:15:39.000]  他這個朋友姓李
[00:15:39.000 --> 00:15:41.000]  就是在遼寧省
[00:15:41.000 --> 00:15:46.000]  在瀋陽市那裡住 做官
[00:15:47.000 --> 00:15:50.000]  他好賭 賭到什麼地步呢
[00:15:50.000 --> 00:15:53.000]  賭到他坐飛機
[00:15:53.000 --> 00:15:57.000]  從中國北京飛到洛杉磯
[00:15:57.000 --> 00:16:00.000]  洛杉磯那裡已經有一部
[00:16:00.000 --> 00:16:03.000]  噴射機的私人飛機等著他
[00:16:03.000 --> 00:16:06.000]  是拉斯維加斯的賭場
[00:16:06.000 --> 00:16:09.000]  派過去去接他
[00:16:09.000 --> 00:16:11.000]  專程去接他
[00:16:11.000 --> 00:16:14.000]  在那裡送他去到拉斯維加斯
[00:16:14.000 --> 00:16:16.000]  就在那裡賭
[00:16:16.000 --> 00:16:19.000]  他一天賭注的上落
[00:16:19.000 --> 00:16:21.000]  可以一百萬美金
[00:16:21.000 --> 00:16:23.000]  一天之內
[00:16:23.000 --> 00:16:25.000]  這麼厲害
[00:16:25.000 --> 00:16:28.000]  一個賭王 一個賭神 賭聖
[00:16:28.000 --> 00:16:30.000]  香港的片集是這麼說的
[00:16:30.000 --> 00:16:38.000]  但是當他在這種賭博的捆綁裡面
[00:16:38.000 --> 00:16:40.000]  不能夠解脫
[00:16:40.000 --> 00:16:43.000]  當他面對耶穌基督
[00:16:43.000 --> 00:16:45.000]  聽到這個福音
[00:16:45.000 --> 00:16:47.000]  當他知道耶穌基督
[00:16:47.000 --> 00:16:49.000]  怎麼為他釘十字架
[00:16:49.000 --> 00:16:51.000]  可以將他釋放出來
[00:16:51.000 --> 00:16:53.000]  又從水裡面復活
[00:16:53.000 --> 00:16:55.000]  帶給他新的生命
[00:16:55.000 --> 00:16:57.000]  他願意接受主生命的改變
[00:16:57.000 --> 00:17:00.000]  從這種鎖鏈捆綁囚所
[00:17:00.000 --> 00:17:03.000]  在牢房裡面的生活
[00:17:03.000 --> 00:17:05.000]  來解脫出來
[00:17:05.000 --> 00:17:07.000]  當他生命改變之後
[00:17:07.000 --> 00:17:10.000]  當時他認識了賴昌星
[00:17:10.000 --> 00:17:13.000]  跟他做朋友 因為大家背景很近
[00:17:14.000 --> 00:17:16.000]  做朋友向他傳福音
[00:17:16.000 --> 00:17:19.000]  有一次在阮志明的報道會裡帶他去
[00:17:19.000 --> 00:17:21.000]  當呼召的時候
[00:17:21.000 --> 00:17:24.000]  親自陪著他一起走到前面
[00:17:24.000 --> 00:17:28.000]  來將生命放上來相信主
[00:17:28.000 --> 00:17:31.000]  就是這樣來得到一個新的生命
[00:17:31.000 --> 00:17:33.000]  於是他相信了之後
[00:17:33.000 --> 00:17:37.000]  他決定要引渡回中國
[00:17:37.000 --> 00:17:41.000]  你知道回中國雖然不簡單一回事
[00:17:42.000 --> 00:17:44.000]  雖然朱鎔基當時做總理的時候
[00:17:44.000 --> 00:17:48.000]  曾經答應過不會來判刑
[00:17:48.000 --> 00:17:50.000]  不會槍斃他
[00:17:50.000 --> 00:17:53.000]  但你知道他坐牢的時候
[00:17:53.000 --> 00:17:57.000]  因為他弟弟跟他一起做勾當
[00:17:57.000 --> 00:18:01.000]  他出來的時候弟弟沒有出來
[00:18:01.000 --> 00:18:03.000]  被抓了坐牢
[00:18:03.000 --> 00:18:06.000]  在牢裡面其他的監犯殺他
[00:18:06.000 --> 00:18:08.000]  弟弟死了
[00:18:08.000 --> 00:18:10.000]  政府說不殺他
[00:18:11.000 --> 00:18:14.000]  他知道他的命運可能會這樣
[00:18:14.000 --> 00:18:16.000]  如果他坐牢的話
[00:18:16.000 --> 00:18:18.000]  可能會遇到這樣的情形
[00:18:18.000 --> 00:18:20.000]  但他相信主之後
[00:18:20.000 --> 00:18:22.000]  生命有了改變
[00:18:22.000 --> 00:18:24.000]  他知道自己的生命在神的手中
[00:18:24.000 --> 00:18:26.000]  如果需要接受裁判
[00:18:26.000 --> 00:18:29.000]  他願意去面對這件事
[00:18:29.000 --> 00:18:33.000]  包括監獄裡的監犯將他殺了
[00:18:33.000 --> 00:18:35.000]  他現在回去了
[00:18:35.000 --> 00:18:37.000]  這兩年回中國
[00:18:37.000 --> 00:18:39.000]  前面為何不知道
[00:18:40.000 --> 00:18:42.000]  當一個人的生命改變的時候
[00:18:42.000 --> 00:18:48.000]  那些綑綁、囚鎖、鎖鏈可以脫落
[00:18:48.000 --> 00:18:50.000]  耶穌基督復活的大能
[00:18:50.000 --> 00:18:53.000]  可以將一個人甦醒過來
[00:18:53.000 --> 00:18:56.000]  脫離罪的綑綁
[00:18:56.000 --> 00:18:59.000]  我們所需要的就是這個復活的大能
[00:18:59.000 --> 00:19:02.000]  在我們今天的身體裡
[00:19:02.000 --> 00:19:04.000]  在我們的生命裡
[00:19:04.000 --> 00:19:06.000]  彰顯他的能力
[00:19:06.000 --> 00:19:08.000]  讓我們感受到、體會到
[00:19:09.000 --> 00:19:13.000]  我們過往多年來沉積的罪
[00:19:13.000 --> 00:19:15.000]  這些壞的習慣
[00:19:15.000 --> 00:19:20.000]  等到可以靠主的復活大能來升國
[00:19:20.000 --> 00:19:22.000]  繼續我們講下去的時候
[00:19:22.000 --> 00:19:24.000]  當耶穌說要領受聖靈
[00:19:24.000 --> 00:19:28.000]  然後他講了一番很不尋常的一句話
[00:19:28.000 --> 00:19:33.000]  他說你們赦免誰的罪
[00:19:33.000 --> 00:19:36.000]  誰的罪就赦免了
[00:19:36.000 --> 00:19:38.000]  你們留下誰的罪
[00:19:38.000 --> 00:19:40.000]  誰的罪就留下了
[00:19:40.000 --> 00:19:43.000]  如何理解這句話呢
[00:19:43.000 --> 00:19:47.000]  這句話不是一個方程式
[00:19:47.000 --> 00:19:50.000]  不是一個人念念有詞
[00:19:50.000 --> 00:19:52.000]  我赦免你
[00:19:52.000 --> 00:19:54.000]  你就得到赦免
[00:19:54.000 --> 00:19:56.000]  你這麼壞,不要孫
[00:19:56.000 --> 00:19:58.000]  就留下他的罪
[00:19:58.000 --> 00:20:02.000]  是不是一個濫用的權力呢
[00:20:02.000 --> 00:20:04.000]  或者一種方程式呢
[00:20:04.000 --> 00:20:06.000]  不是
[00:20:07.000 --> 00:20:09.000]  是給了少數的特權人士
[00:20:09.000 --> 00:20:13.000]  在舊歷史書中所謂的神職人士
[00:20:13.000 --> 00:20:16.000]  一個人去告解
[00:20:16.000 --> 00:20:20.000]  在一個告解的密房裡隔著一個窗簾
[00:20:20.000 --> 00:20:22.000]  把你的壞事說出來
[00:20:22.000 --> 00:20:25.000]  裡面的神職人士把你的罪
[00:20:25.000 --> 00:20:28.000]  吸收了進去
[00:20:28.000 --> 00:20:30.000]  叫absorb,absolution
[00:20:30.000 --> 00:20:32.000]  這個神學用詞是這樣的
[00:20:32.000 --> 00:20:34.000]  吸收了進去
[00:20:35.000 --> 00:20:37.000]  就把恩典
[00:20:37.000 --> 00:20:40.000]  dispense出來給你
[00:20:40.000 --> 00:20:42.000]  不是這樣的
[00:20:42.000 --> 00:20:44.000]  給少數的特權人士
[00:20:44.000 --> 00:20:46.000]  有這種權柄
[00:20:46.000 --> 00:20:48.000]  來吸收你的罪
[00:20:48.000 --> 00:20:50.000]  付出恩典給你
[00:20:50.000 --> 00:20:56.000]  當耶穌說了這番話的時候
[00:20:56.000 --> 00:20:59.000]  究竟是什麼意思呢
[00:20:59.000 --> 00:21:01.000]  你要明白
[00:21:01.000 --> 00:21:04.000]  這種赦罪在主耶穌基督裡面
[00:21:04.000 --> 00:21:06.000]  登山部份裡面
