
[00:00:00.000 --> 00:00:06.000]  我想和大家今天分享的是聖靈的真理
[00:02:03.500 --> 00:02:05.500]  是聖靈來了
[00:02:05.500 --> 00:02:09.500]  這個次生命的聖靈釋放了你
[00:02:09.500 --> 00:02:12.500]  第三節我覺得和合本譯不到味道
[00:02:12.500 --> 00:02:13.500]  新譯本也好一點
[00:02:13.500 --> 00:02:17.500]  新譯本說 律法因為肉體你和我的軟弱
[00:02:17.500 --> 00:02:19.500]  所做不到的
[00:02:19.500 --> 00:02:21.500]  上帝做到了
[00:02:21.500 --> 00:02:23.500]  這個很重要這句話漏了液
[00:02:23.500 --> 00:02:25.500]  這句話很重要
[00:02:25.500 --> 00:02:27.500]  就是說你和我做不到
[00:02:27.500 --> 00:02:29.500]  因為我們覺得雖然我們信了耶穌
[00:02:29.500 --> 00:02:32.500]  但是為什麼你和我還在這麼軟弱的生活裡面呢
[00:02:32.500 --> 00:02:34.500]  很多時候有些罪某一些罪
[00:02:34.500 --> 00:02:36.500]  經常纏繞著你和我
[00:02:36.500 --> 00:02:38.500]  每個人有不同
[00:02:38.500 --> 00:02:40.500]  有些人纏繞在一些情慾裡面
[00:02:40.500 --> 00:02:43.500]  有些基督徒仍然纏繞在冷淡裡面
[00:02:43.500 --> 00:02:45.500]  有些纏繞在脾氣裡面
[00:02:45.500 --> 00:02:46.500]  有些纏繞在驕傲裡面
[00:02:46.500 --> 00:02:48.500]  有些纏繞在妒忌裡面
[00:02:48.500 --> 00:02:50.500]  有些纏繞在放縱裡面
[00:02:50.500 --> 00:02:51.500]  有些纏繞在貪婪裡面
[00:02:51.500 --> 00:02:52.500]  我不知道剛才數的時候
[00:02:52.500 --> 00:02:53.500]  突然間某一句話
[00:02:53.500 --> 00:02:54.500]  打中你
[00:02:54.500 --> 00:02:56.500]  如果是的話你就要很小心了
[00:02:56.500 --> 00:02:58.500]  就是說那些東西一出現的時候
[00:02:58.500 --> 00:03:00.500]  你發覺你根本無可
[00:03:00.500 --> 00:03:02.500]  無可抵抗的又掉回去
[00:03:02.500 --> 00:03:04.500]  又掉回去
[00:03:04.500 --> 00:03:05.500]  看到那個人又生氣過
[00:03:05.500 --> 00:03:07.500]  看到那個人又妒忌過他
[00:03:07.500 --> 00:03:08.500]  笑都笑得難看一點
[00:03:08.500 --> 00:03:10.500]  不知道為什麼不想這樣
[00:03:10.500 --> 00:03:11.500]  又要這樣
[00:03:11.500 --> 00:03:12.500]  你感覺到這樣的話
[00:03:12.500 --> 00:03:14.500]  這句話就宣佈給你聽
[00:03:14.500 --> 00:03:17.500]  你可以不需要再這樣過日子
[00:03:17.500 --> 00:03:19.500]  因為它可以釋放你
[00:03:19.500 --> 00:03:20.500]  不是你聰明
[00:03:20.500 --> 00:03:24.500]  是聖靈 生命的靈去釋放了你
[00:03:24.500 --> 00:03:25.500]  還加多一句話
[00:03:25.500 --> 00:03:27.500]  你本來靠著肉體做不到的事
[00:03:27.500 --> 00:03:28.500]  現在神做到了
[00:03:28.500 --> 00:03:30.500]  不過更重要
[00:03:30.500 --> 00:03:31.500]  因為神這樣做的時候
[00:03:31.500 --> 00:03:33.500]  付了很大的代價
[00:03:33.500 --> 00:03:34.500]  什麼代價
[00:03:34.500 --> 00:03:36.500]  就是因為他要猜險自己的兒子
[00:03:36.500 --> 00:03:38.500]  釘死在十字架
[00:03:38.500 --> 00:03:40.500]  來換這個禮物回來
[00:03:40.500 --> 00:03:41.500]  這個禮物就是
[00:03:41.500 --> 00:03:43.500]  聖靈不是就這樣給的
[00:03:43.500 --> 00:03:46.500]  用神用自己的性命去換
[00:03:46.500 --> 00:03:48.500]  聖靈賜給你
[00:03:48.500 --> 00:03:50.500]  為了去釋放你
[00:03:50.500 --> 00:03:54.500]  以致你可以不需要再做罪的奴隸
[00:03:54.500 --> 00:03:56.500]  明白這個多麼重要的宣佈
[00:03:56.500 --> 00:03:58.500]  你不要給神再騙你
[00:03:58.500 --> 00:04:00.500]  不行的 我都是軟弱的
[00:04:00.500 --> 00:04:01.500]  我都做不到德性的基督徒
[00:04:01.500 --> 00:04:03.500]  不是的 行的
[00:04:03.500 --> 00:04:05.500]  因為已經有解藥了
[00:04:06.500 --> 00:04:08.500]  以前以為是絕症
[00:04:08.500 --> 00:04:10.500]  現在絕症有解藥了
[00:04:10.500 --> 00:04:12.500]  是非常昂貴的解藥
[00:04:12.500 --> 00:04:14.500]  不過你不要你就糟糕了
[00:04:14.500 --> 00:04:15.500]  為什麼
[00:04:15.500 --> 00:04:17.500]  我記得幾年前
[00:04:17.500 --> 00:04:20.500]  我有機會去青海省
[00:04:20.500 --> 00:04:21.500]  青海省很遠的
[00:04:21.500 --> 00:04:22.500]  大家知道
[00:04:22.500 --> 00:04:24.500]  最大的市就叫西寧市
[00:04:24.500 --> 00:04:26.500]  去探訪教會
[00:04:26.500 --> 00:04:27.500]  神學院
[00:04:27.500 --> 00:04:29.500]  第一次去到西寧市
[00:04:29.500 --> 00:04:31.500]  第二天早上起來就去吃早餐
[00:04:31.500 --> 00:04:33.500]  走出去酒店門口旁邊
[00:04:33.500 --> 00:04:34.500]  走過去找找看哪裡有早餐
[00:04:34.500 --> 00:04:37.500]  旁邊有一間藥材店
[00:04:37.500 --> 00:04:38.500]  很大的藥材店
[00:04:38.500 --> 00:04:40.500]  我走過去沒有留意
[00:04:40.500 --> 00:04:41.500]  我看一看
[00:04:41.500 --> 00:04:42.500]  有個大牌寫著
[00:04:42.500 --> 00:04:45.500]  有天山雪蓮賣
[00:04:45.500 --> 00:04:46.500]  嘩
[00:04:46.500 --> 00:04:47.500]  我說很厲害
[00:04:47.500 --> 00:04:49.500]  那時候看武俠小說才有的
[00:04:49.500 --> 00:04:52.500]  天山雪蓮
[00:04:52.500 --> 00:04:54.500]  冒著生命危險
[00:04:54.500 --> 00:04:55.500]  都要上天山
[00:04:55.500 --> 00:04:57.500]  找到一棵這麼多
[00:04:57.500 --> 00:04:58.500]  回去救師妹
[00:04:58.500 --> 00:04:59.500]  就是那一種
[00:04:59.500 --> 00:05:00.500]  天山雪蓮
[00:05:00.500 --> 00:05:01.500]  嘩 很厲害
[00:05:01.500 --> 00:05:02.500]  真的看一看
[00:05:02.500 --> 00:05:04.500]  一包一包看不出很貴
[00:05:04.500 --> 00:05:06.500]  一個多兩元一包
[00:05:06.500 --> 00:05:08.500]  後來再走過去
[00:05:08.500 --> 00:05:10.500]  原來整條街都是
[00:05:10.500 --> 00:05:13.500]  到處都是天山雪蓮
[00:05:13.500 --> 00:05:17.500]  後來我臨走都沒有買
[00:05:17.500 --> 00:05:19.500]  因為天山雪蓮
[00:05:19.500 --> 00:05:20.500]  我回到香港
[00:05:20.500 --> 00:05:22.500]  人家說你沒有買天山雪蓮
[00:05:22.500 --> 00:05:23.500]  很厲害的
[00:05:23.500 --> 00:05:24.500]  可以治百病的
[00:05:24.500 --> 00:05:25.500]  可以解毒的
[00:05:25.500 --> 00:05:26.500]  我說是呀沒有買
[00:05:26.500 --> 00:05:27.500]  因為太多
[00:05:27.500 --> 00:05:28.500]  反而沒有買
[00:05:28.500 --> 00:05:29.500]  是不是該死
[00:05:29.500 --> 00:05:31.500]  人就是這麼壞
[00:05:31.500 --> 00:05:33.500]  反而多了就覺得不值錢
[00:05:33.500 --> 00:05:35.500]  你明白嗎
[00:05:35.500 --> 00:05:37.500]  多辛苦才爬上去
[00:05:37.500 --> 00:05:39.500]  拿到一棵就值錢
[00:05:39.500 --> 00:05:41.500]  其實聖靈根本就已經
[00:05:41.500 --> 00:05:43.500]  給了你和我
[00:05:43.500 --> 00:05:45.500]  那種力量可以勝過罪惡
[00:05:45.500 --> 00:05:47.500]  不過我們聽得太多了
[00:05:47.500 --> 00:05:49.500]  都不覺得一回事
[00:05:49.500 --> 00:05:51.500]  始終自己就在罪裡面
[00:05:51.500 --> 00:05:52.500]  打滾打滾
[00:05:52.500 --> 00:05:53.500]  失敗又失敗
[00:05:53.500 --> 00:05:55.500]  都不知道原來解藥已經來了
[00:05:55.500 --> 00:05:57.500]  和神用了多貴的代價
[00:05:57.500 --> 00:05:59.500]  給了你一個解藥
[00:05:59.500 --> 00:06:01.500]  今天我想和聖經
[00:06:01.500 --> 00:06:03.500]  和你說說這個解藥的重要
[00:06:03.500 --> 00:06:05.500]  和怎樣可以得到
[00:06:05.500 --> 00:06:07.500]  懂得這種解藥
[00:06:07.500 --> 00:06:11.500]  這個就是得聖生活的秘訣
[00:06:11.500 --> 00:06:13.500]  首先第一件事
[00:06:13.500 --> 00:06:15.500]  為什麼我們會搞成這樣
[00:06:15.500 --> 00:06:19.500]  為什麼我們會這麼不正常
[00:06:19.500 --> 00:06:20.500]  聖經告訴我們
[00:06:20.500 --> 00:06:23.500]  其實我們每個人都已經有了聖靈
[00:06:23.500 --> 00:06:25.500]  並且可以經歷聖靈
[00:06:25.500 --> 00:06:26.500]  第九節很重要
[00:06:26.500 --> 00:06:27.500]  第九節那裡
[00:06:27.500 --> 00:06:31.500]  他說如果神的靈住在你們心裡面
[00:06:31.500 --> 00:06:33.500]  你們就不屬肉體
[00:06:33.500 --> 00:06:35.500]  乃屬聖靈
[00:06:35.500 --> 00:06:37.500]  這裡有兩個不同的字眼
[00:06:37.500 --> 00:06:39.500]  第一 聖靈住在你裡面
[00:06:39.500 --> 00:06:41.500]  Spirit dwells in you
[00:06:41.500 --> 00:06:43.500]  在你裡面 住在裡面
[00:06:43.500 --> 00:06:47.500]  那你就應該屬於聖靈
[00:06:47.500 --> 00:06:49.500]  屬於聖靈就是in the spirit
[00:06:49.500 --> 00:06:53.500]  就是一種過聖靈充滿你的生活
[00:06:53.500 --> 00:06:55.500]  第一部分
[00:06:55.500 --> 00:06:58.500]  聖靈住在你裡面
[00:06:58.500 --> 00:07:00.500]  這是一個事實
[00:07:00.500 --> 00:07:02.500]  後面那裡說
[00:07:02.500 --> 00:07:05.500]  你在聖靈的生活所充滿當中
[00:07:05.500 --> 00:07:06.500]  in the spirit
[00:07:06.500 --> 00:07:08.500]  就是一個真實的經歷
[00:07:08.500 --> 00:07:10.500]  但很多基督徒有了這個事實
[00:07:10.500 --> 00:07:12.500]  就並沒有這個經歷
[00:07:12.500 --> 00:07:13.500]  你明不明
[00:07:13.500 --> 00:07:15.500]  事實就是每一個人
[00:07:15.500 --> 00:07:17.500]  當你回歸神的時候
[00:07:17.500 --> 00:07:18.500]  決志信主的時候
[00:07:18.500 --> 00:07:20.500]  你重新得救的時候
[00:07:20.500 --> 00:07:22.500]  你受浸的時候
[00:07:22.500 --> 00:07:24.500]  聖靈已經賜了給你了
[00:07:24.500 --> 00:07:26.500]  在你裡面
[00:07:26.500 --> 00:07:27.500]  這是神的應許
[00:07:27.500 --> 00:07:28.500]  無論你驚現得到
[00:07:28.500 --> 00:07:30.500]  你知道不知道都給了你
[00:07:30.500 --> 00:07:32.500]  因為數目已經過了
[00:07:32.500 --> 00:07:34.500]  你沒有打保
[00:07:34.500 --> 00:07:36.500]  你明不明
[00:07:36.500 --> 00:07:38.500]  和你打保和沒有打保沒有關係
[00:07:38.500 --> 00:07:40.500]  還和你拿不拿錢出來沒有關係
[00:07:40.500 --> 00:07:42.500]  總之錯了數就給了你
[00:07:42.500 --> 00:07:44.500]  聖靈已經在你裡面
[00:07:44.500 --> 00:07:46.500]  不過聖靈給了你
[00:07:46.500 --> 00:07:48.500]  就好像錢進了你的銀行
[00:07:48.500 --> 00:07:49.500]  不過你不拿出來用
[00:07:49.500 --> 00:07:51.500]  你仍然可以是黑色的
[00:07:51.500 --> 00:07:53.500]  你知不知道
[00:07:53.500 --> 00:07:55.500]  這就是問題
[00:07:55.500 --> 00:07:57.500]  很多基督徒就是已經聖靈住在他裡面
[00:07:57.500 --> 00:07:59.500]  但是他從來沒有經歷過
[00:07:59.500 --> 00:08:01.500]  在聖靈充滿的生活裡面
[00:08:01.500 --> 00:08:03.500]  那個德性的生命
[00:08:03.500 --> 00:08:05.500]  你說多不正常
[00:08:05.500 --> 00:08:07.500]  我說你不正常
[00:08:07.500 --> 00:08:09.500]  絕對沒有委屈你的意思
[00:08:09.500 --> 00:08:11.500]  聖經是說你這樣
[00:08:11.500 --> 00:08:13.500]  是不正常的
[00:08:13.500 --> 00:08:15.500]  一來你笨
[00:08:15.500 --> 00:08:17.500]  二來是不正常
[00:08:17.500 --> 00:08:19.500]  為什麼會搞成這樣呢
[00:08:19.500 --> 00:08:21.500]  聖經這裡很有意思
[00:08:21.500 --> 00:08:23.500]  他用了一些文學的手法
[00:08:23.500 --> 00:08:25.500]  在文化上你看到很簡單的
[00:08:25.500 --> 00:08:27.500]  一個平衡的對比
[00:08:27.500 --> 00:08:29.500]  如果你留心
[00:08:29.500 --> 00:08:31.500]  剛才我們讀聖經的時候
[00:08:31.500 --> 00:08:33.500]  你一定看到那個對比
[00:08:33.500 --> 00:08:35.500]  對比什麼呢
[00:08:35.500 --> 00:08:37.500]  就是肉體和聖靈
[00:08:37.500 --> 00:08:39.500]  第四節說我們隨從肉體的人
[00:08:39.500 --> 00:08:41.500]  那就隨從聖靈的人
[00:08:41.500 --> 00:08:43.500]  第五節又再說一次
[00:08:43.500 --> 00:08:45.500]  隨從肉體的就隨從聖靈的
[00:08:45.500 --> 00:08:47.500]  很明顯的
[00:08:47.500 --> 00:08:49.500]  完全是一個平衡的對比
[00:08:49.500 --> 00:08:51.500]  結構是一樣的
[00:08:51.500 --> 00:08:53.500]  接著不單止隨從
[00:08:53.500 --> 00:08:55.500]  還再說一次第五節和第六節
[00:08:55.500 --> 00:08:57.500]  又說兩次
[00:08:57.500 --> 00:08:59.500]  體貼肉體的怎樣怎樣
[00:08:59.500 --> 00:09:01.500]  體貼聖靈的怎樣怎樣
[00:09:01.500 --> 00:09:03.500]  體貼肉體的死
[00:09:03.500 --> 00:09:05.500]  體貼聖靈的就是生命平安
[00:09:05.500 --> 00:09:07.500]  體貼體貼肉體聖靈
[00:09:07.500 --> 00:09:09.500]  還有剛才我說的第九節
[00:09:09.500 --> 00:09:11.500]  如果神的靈在裡面
[00:09:11.500 --> 00:09:13.500]  就不屬肉體
[00:09:13.500 --> 00:09:15.500]  乃屬聖靈屬肉體屬聖靈
[00:09:15.500 --> 00:09:17.500]  第十三節又再說一次
[00:09:17.500 --> 00:09:23.500]  看來我們不是欠肉體的活著
[00:09:23.500 --> 00:09:25.500]  但是順從肉體的
[00:09:25.500 --> 00:09:27.500]  就必定要死
[00:09:27.500 --> 00:09:29.500]  靠著聖靈自死生的惡行
[00:09:29.500 --> 00:09:31.500]  必要活著
[00:09:31.500 --> 00:09:33.500]  順從肉體靠著聖靈
[00:09:33.500 --> 00:09:35.500]  又是一個對比你明白嗎
[00:09:35.500 --> 00:09:37.500]  說了這麼多你很清楚了
[00:09:37.500 --> 00:09:39.500]  這個根本是有意平衡對比
[00:09:39.500 --> 00:09:41.500]  平衡對比背後
[00:09:41.500 --> 00:09:43.500]  除了一個文學的手法和文化之外
[00:09:43.500 --> 00:09:45.500]  最重要的是什麼
[00:09:45.500 --> 00:09:47.500]  最重要的真理
[00:09:47.500 --> 00:09:49.500]  就是如果你經驗到肉體的
[00:09:49.500 --> 00:09:51.500]  那種真實和拉力這麼清楚的話
[00:09:51.500 --> 00:09:53.500]  那你同樣應該經歷
[00:09:53.500 --> 00:09:55.500]  聖靈這麼真實
[00:09:55.500 --> 00:09:57.500]  和拉力同樣這麼清楚
[00:09:57.500 --> 00:09:59.500]  你明白嗎
[00:09:59.500 --> 00:10:01.500]  是平衡的
[00:10:01.500 --> 00:10:03.500]  如果我這樣說的時候
[00:10:03.500 --> 00:10:05.500]  很多人如果你真的苦心自問
[00:10:05.500 --> 00:10:07.500]  你會發覺是不平衡的
[00:10:07.500 --> 00:10:09.500]  在你的心裡面
[00:10:09.500 --> 00:10:11.500]  我們很多弟兄姊妹很多人
[00:10:11.500 --> 00:10:13.500]  我相信你都經驗過肉體那種拉力
[00:10:13.500 --> 00:10:15.500]  是多麼的真實
[00:10:15.500 --> 00:10:17.500]  試過了
[00:10:17.500 --> 00:10:19.500]  貪婪出來的時候
[00:10:19.500 --> 00:10:21.500]  我不知道有沒有說中你
[00:10:21.500 --> 00:10:23.500]  那種鼓聲聲下聲下的時候
[00:10:23.500 --> 00:10:25.500]  那種心動動的
[00:10:25.500 --> 00:10:27.500]  早上起床就在按按按
[00:10:27.500 --> 00:10:29.500]  電腦去看
[00:10:29.500 --> 00:10:31.500]  然後下午吃飯的時候
[00:10:31.500 --> 00:10:33.500]  心思思又按一下這個位置多少的時候
[00:10:33.500 --> 00:10:35.500]  那種拉力拉到你
[00:10:35.500 --> 00:10:37.500]  你很清楚的
[00:10:37.500 --> 00:10:39.500]  發脾氣的時候那種拉力拉到你
[00:10:39.500 --> 00:10:41.500]  要爆的你不發不行
[00:10:41.500 --> 00:10:43.500]  拉力多強
[00:10:43.500 --> 00:10:45.500]  剛才說你妒忌的人在你前面一走過的時候
[00:10:45.500 --> 00:10:47.500]  你的火就起了
[00:10:47.500 --> 00:10:49.500]  那種面孔一看的時候
[00:10:49.500 --> 00:10:51.500]  為什麼那個人又走出來
[00:10:51.500 --> 00:10:53.500]  為什麼又在笑笑什麼
[00:10:53.500 --> 00:10:55.500]  想不做都不行
[00:10:55.500 --> 00:10:57.500]  拉著你的
[00:10:57.500 --> 00:10:59.500]  那些弟兄那些情慾那些
[00:10:59.500 --> 00:11:01.500]  意念情慾那些圖片
[00:11:01.500 --> 00:11:03.500]  一出來腦裡面的時候
[00:11:03.500 --> 00:11:05.500]  拉著你走都走不掉
[00:11:05.500 --> 00:11:07.500]  你經歷過這個肉體的拉力沒有
[00:11:07.500 --> 00:11:09.500]  經歷過是不是很真實
[00:11:09.500 --> 00:11:11.500]  拉到你很癢的時候
[00:11:11.500 --> 00:11:13.500]  聖經就問你
[00:11:13.500 --> 00:11:15.500]  如果聖經的看法就是要平衡一樣的話
[00:11:15.500 --> 00:11:17.500]  那聖靈有沒有同樣那麼真實的拉力
[00:11:17.500 --> 00:11:19.500]  因為聖靈只不過是
[00:11:19.500 --> 00:11:21.500]  你主日學的時候讀過一下
[00:11:21.500 --> 00:11:23.500]  那些理論
[00:11:23.500 --> 00:11:25.500]  而已
[00:11:25.500 --> 00:11:27.500]  有沒有經歷過那個真實
[00:11:27.500 --> 00:11:29.500]  如果你沒有經歷和肉體
[00:11:29.500 --> 00:11:31.500]  同樣那麼強烈的
[00:11:31.500 --> 00:11:33.500]  聖靈那種真實和拉力
[00:11:33.500 --> 00:11:35.500]  我問你聖經都問你
[00:11:35.500 --> 00:11:37.500]  怎麼可以和肉體
[00:11:37.500 --> 00:11:39.500]  來較量呢
[00:11:39.500 --> 00:11:41.500]  你說是嗎?難怪你輸定了
[00:11:41.500 --> 00:11:43.500]  你搭地鐵都試過
[00:11:43.500 --> 00:11:45.500]  一錯的時候
[00:11:45.500 --> 00:11:47.500]  你當然要拉著
[00:11:47.500 --> 00:11:49.500]  你紮馬都不行你都要跌下去
[00:11:49.500 --> 00:11:51.500]  一定要平衡拉才行
[00:11:51.500 --> 00:11:53.500]  我們日常生活裡面
[00:11:53.500 --> 00:11:55.500]  肉體是這樣那麼清楚地拉著我們
[00:11:55.500 --> 00:11:57.500]  聖靈那邊都沒有
[00:11:57.500 --> 00:11:59.500]  根本那條柱都沒有
[00:11:59.500 --> 00:12:01.500]  又不經歷它又不真實
[00:12:01.500 --> 00:12:03.500]  難怪你整天都跌
[00:12:03.500 --> 00:12:05.500]  聖經說難怪你
[00:12:05.500 --> 00:12:07.500]  沒有平衡
[00:12:07.500 --> 00:12:09.500]  如果你要對付肉體的話
[00:12:09.500 --> 00:12:11.500]  你要整天
[00:12:11.500 --> 00:12:13.500]  隨從肉體
[00:12:13.500 --> 00:12:15.500]  那你就要隨從聖靈去對抗它
[00:12:15.500 --> 00:12:17.500]  如果時時都體貼肉體的人
[00:12:17.500 --> 00:12:19.500]  你要時時都體貼聖靈去對抗它
[00:12:19.500 --> 00:12:21.500]  你明不明意思
[00:12:21.500 --> 00:12:23.500]  肉體要管著你的時候
[00:12:23.500 --> 00:12:25.500]  你要時常被聖靈去管著你
[00:12:25.500 --> 00:12:27.500]  才可以和它對抗
[00:12:27.500 --> 00:12:29.500]  如果你沒有這種平衡你感覺到
[00:12:29.500 --> 00:12:31.500]  你經歷過在你過去的基督徒生活裡面
[00:12:31.500 --> 00:12:33.500]  到今天你都沒有這種平衡的拉力
[00:12:33.500 --> 00:12:35.500]  我告訴你你肯定輸
[00:12:35.500 --> 00:12:37.500]  肯定不是正常的
[00:12:37.500 --> 00:12:39.500]  聖經不是這樣說的
[00:12:39.500 --> 00:12:41.500]  難怪你一定輸
[00:12:41.500 --> 00:12:43.500]  好了
[00:12:43.500 --> 00:12:45.500]  我相信心裡面就問
[00:12:45.500 --> 00:12:47.500]  我怎樣才可以
[00:12:47.500 --> 00:12:49.500]  有了聖靈在裡面我知道
[00:12:49.500 --> 00:12:51.500]  但我怎樣才可以經歷到那種拉力
[00:12:51.500 --> 00:12:53.500]  聖靈那種真實呢
[00:12:53.500 --> 00:12:55.500]  聖經很有意思的
[00:12:55.500 --> 00:12:57.500]  它用了四個不同的字眼
[00:12:57.500 --> 00:12:59.500]  幫助我們怎樣去操練
[00:12:59.500 --> 00:13:01.500]  如果好像做運動一步一步操練
[00:13:01.500 --> 00:13:03.500]  剛才我們說過這幾個字眼
[00:13:03.500 --> 00:13:05.500]  不過我想挑出來再提一提
[00:13:05.500 --> 00:13:07.500]  第一個字眼
[00:13:07.500 --> 00:13:09.500]  剛才說過了
[00:13:09.500 --> 00:13:11.500]  第九至上半節
[00:13:11.500 --> 00:13:13.500]  你知道聖靈住在你裡面
[00:13:13.500 --> 00:13:15.500]  這是一個事實很重要的
[00:13:15.500 --> 00:13:17.500]  剛才說無論你感覺到有什麼特別
[00:13:17.500 --> 00:13:19.500]  不感覺到什麼特別
[00:13:19.500 --> 00:13:21.500]  不在乎你知不知道或者感覺不感覺到
[00:13:21.500 --> 00:13:23.500]  當你願意回歸耶穌基督
[00:13:23.500 --> 00:13:25.500]  和神的生命有結連的時候
[00:13:25.500 --> 00:13:27.500]  聖靈已經在你裡面
[00:13:27.500 --> 00:13:29.500]  這個事實很重要
[00:13:29.500 --> 00:13:31.500]  事實還是事實剛才說的
[00:13:31.500 --> 00:13:33.500]  果數還是果數
[00:13:33.500 --> 00:13:35.500]  但是你能不能用到那筆錢呢
[00:13:35.500 --> 00:13:37.500]  就仍然要慢慢慢慢
[00:13:37.500 --> 00:13:39.500]  要將它成為一個真實的經歷
[00:13:39.500 --> 00:13:41.500]  於是有第二句
[00:13:41.500 --> 00:13:43.500]  第二個字眼和聖靈的關係
[00:13:43.500 --> 00:13:45.500]  剛才所說的第四和第五次
[00:13:45.500 --> 00:13:47.500]  隨從聖靈
[00:13:47.500 --> 00:13:49.500]  隨從聖靈
[00:13:49.500 --> 00:13:53.500]  Walking according to the Holy Spirit
[00:13:53.500 --> 00:13:55.500]  英文也譯了
[00:13:55.500 --> 00:13:57.500]  Walking
[00:13:57.500 --> 00:13:59.500]  原文就是Walking
[00:13:59.500 --> 00:14:01.500]  Peripetual這個字是Walking的意思
[00:14:01.500 --> 00:14:03.500]  Walking就是說
[00:14:03.500 --> 00:14:05.500]  走路
[00:14:05.500 --> 00:14:07.500]  為什麼用這個字呢?我覺得很有意思
[00:14:07.500 --> 00:14:09.500]  走在我日常生活最普通
[00:14:09.500 --> 00:14:11.500]  時常最平常的事
[00:14:11.500 --> 00:14:13.500]  我們起床就要走
[00:14:13.500 --> 00:14:15.500]  走去洗手間
[00:14:15.500 --> 00:14:17.500]  刷牙洗臉
[00:14:17.500 --> 00:14:19.500]  我們要走
[00:14:19.500 --> 00:14:21.500]  走在日常最普通的事
[00:14:21.500 --> 00:14:23.500]  意思就是說我們和聖靈的關係
[00:14:23.500 --> 00:14:25.500]  不是一年一次慶祝聖靈降臨節
[00:14:25.500 --> 00:14:27.500]  才想想它
[00:14:27.500 --> 00:14:29.500]  是天天的
[00:14:29.500 --> 00:14:31.500]  我們說天天都是母親節
[00:14:31.500 --> 00:14:33.500]  雖然我們稍後會特別表示送花
[00:14:33.500 --> 00:14:35.500]  不過天天都是母親節
[00:14:35.500 --> 00:14:37.500]  到母親節才請她吃飯就多餘了
[00:14:37.500 --> 00:14:39.500]  平日不理她不理她
[00:14:39.500 --> 00:14:41.500]  電話也不聽電話也不打過
[00:14:41.500 --> 00:14:43.500]  到母親節才
[00:14:43.500 --> 00:14:45.500]  都比沒有好
[00:14:45.500 --> 00:14:47.500]  不過這些不是真的
[00:14:47.500 --> 00:14:49.500]  天天的
[00:14:49.500 --> 00:14:51.500]  我們和聖靈的關係就是最平常的日子
[00:14:51.500 --> 00:14:53.500]  貼上我們《加持書》第五章說得最好
[00:14:53.500 --> 00:14:55.500]  很簡單的不要消滅聖靈的感動
[00:14:55.500 --> 00:14:57.500]  因為聖靈經常有東西提醒你
[00:14:57.500 --> 00:14:59.500]  和大家一起走
[00:14:59.500 --> 00:15:01.500]  什麼叫和大家一起走?
