
[00:00:00.000 --> 00:00:13.840]  耶和華永要不要歸於我們 永要不要歸於我們
[00:02:16.480 --> 00:02:19.760]  所以我一直都不知道他是誰
[00:02:19.760 --> 00:02:23.200]  我只記得蘇先生和光管
[00:02:23.200 --> 00:02:27.120]  我不知道多少錢
[00:02:27.120 --> 00:02:29.120]  不過我相信
[00:02:29.120 --> 00:02:32.240]  正如剛才蘇太說
[00:02:32.240 --> 00:02:36.240]  奉獻一本聖經
[00:02:36.240 --> 00:02:40.240]  還是整個冷氣系統
[00:02:40.240 --> 00:02:44.240]  上帝紀念
[00:02:44.240 --> 00:02:48.240]  留在下一代的心中
[00:02:48.240 --> 00:02:52.240]  希伯倫堂的傳奇
[00:02:52.240 --> 00:02:54.240]  就是這樣
[00:02:54.240 --> 00:02:58.240]  我又相信做希伯倫堂的弟兄姊妹
[00:02:58.240 --> 00:03:02.240]  如果你在這裏夠久的話
[00:03:02.240 --> 00:03:10.240]  街尾腳踵的主題
[00:03:10.240 --> 00:03:16.240]  最少應該有三次出現過
[00:03:16.240 --> 00:03:18.240]  夏令會
[00:03:18.240 --> 00:03:20.240]  不知道你當時在不在
[00:03:20.240 --> 00:03:24.240]  七全年會
[00:03:24.240 --> 00:03:26.240]  又不知道你在不在
[00:03:26.240 --> 00:03:28.240]  但你做的四個字
[00:03:28.240 --> 00:03:36.240]  第三次是何懿思教士回來
[00:03:36.240 --> 00:03:40.240]  感恩的崇拜
[00:03:40.240 --> 00:03:46.240]  台上街尾腳踵四個字
[00:03:46.240 --> 00:03:50.240]  所以今天為何我要選這個題目呢?
[00:03:50.240 --> 00:03:54.240]  這個題目和希伯倫堂的歷史
[00:03:54.240 --> 00:03:58.240]  有很密切的關係
[00:03:58.240 --> 00:04:04.240]  當然如果你讀聖經小心的話
[00:04:04.240 --> 00:04:07.240]  我想以後的師班會很小心的了
[00:04:07.240 --> 00:04:12.240]  你會留意到其實羅馬書第十章
[00:04:12.240 --> 00:04:16.240]  第十五節
[00:04:16.240 --> 00:04:23.240]  當保羅引用這句舊約的經文的時候
[00:04:23.240 --> 00:04:29.240]  跟我們中文聖經的翻譯是多了兩個字的
[00:04:29.240 --> 00:04:33.240]  看你手上的聖經是不是和合本
[00:04:33.240 --> 00:04:35.240]  因為和合本翻譯聖經的時候
[00:04:35.240 --> 00:04:37.240]  他很小心的
[00:04:37.240 --> 00:04:39.240]  他加上去的字
[00:04:39.240 --> 00:04:41.240]  你知道他旁邊會怎樣做嗎?
[00:04:41.240 --> 00:04:43.240]  他有小點的
[00:04:43.240 --> 00:04:48.240]  所以在羅馬書第十章第十五節那一段
[00:04:48.240 --> 00:04:51.240]  如經上所記
[00:04:51.240 --> 00:04:55.240]  那個經字旁邊有小點的
[00:04:55.240 --> 00:04:57.240]  因為如果你讀英文聖經
[00:04:57.240 --> 00:04:59.240]  你知道as it is written
[00:04:59.240 --> 00:05:02.240]  沒有提聖經的
[00:05:02.240 --> 00:05:04.240]  但中文就不行了
[00:05:04.240 --> 00:05:07.240]  中文就要加上如經上所記
[00:05:07.240 --> 00:05:10.240]  但是中文聖經很負責任
[00:05:10.240 --> 00:05:13.240]  翻譯聖經真的要很謹慎小心
[00:05:13.240 --> 00:05:15.240]  所以那個經字旁邊有小點
[00:05:15.240 --> 00:05:18.240]  但另一個字我們從來都不察覺
[00:05:18.240 --> 00:05:20.240]  你看不看到?
[00:05:20.240 --> 00:05:22.240]  你有沒有打開聖經看看
[00:05:22.240 --> 00:05:26.240]  第二個字是中文和合本一百年前加上去的
[00:05:26.240 --> 00:05:28.240]  是什麼字?
[00:05:28.240 --> 00:05:31.240]  原來是個腳中的中字
[00:05:31.240 --> 00:05:33.240]  你說咬文嚼字
[00:05:33.240 --> 00:05:35.240]  做什麼呀?
[00:05:35.240 --> 00:05:37.240]  很大分別的
[00:05:37.240 --> 00:05:41.240]  報福音傳喜訊的人
[00:05:41.240 --> 00:05:45.240]  他們的腳中何等皆美
[00:05:45.240 --> 00:05:47.240]  我們都明白的
[00:05:47.240 --> 00:05:49.240]  中 中跡
[00:05:49.240 --> 00:05:51.240]  腳印
[00:05:51.240 --> 00:05:56.240]  在歷史上留下了一個一個的腳印
[00:05:56.240 --> 00:05:59.240]  我們有個Poster說Footprint
[00:05:59.240 --> 00:06:01.240]  足印
[00:06:01.240 --> 00:06:05.240]  我們明白這是留下來的一個痕跡
[00:06:05.240 --> 00:06:07.240]  腳中皆美
[00:06:07.240 --> 00:06:09.240]  但原來聖經不是這樣說
[00:06:09.240 --> 00:06:14.240]  原來聖經本來不是說皆美腳中
[00:06:14.240 --> 00:06:16.240]  是說什麼呢?
[00:06:16.240 --> 00:06:19.240]  是說美麗的腳
[00:06:19.240 --> 00:06:21.240]  奇怪
[00:06:21.240 --> 00:06:27.240]  當然今天我們看了那個廣告
[00:06:27.240 --> 00:06:29.240]  拍廣告
[00:06:29.240 --> 00:06:32.240]  我相信我們當中有各樣技能的人
[00:06:32.240 --> 00:06:34.240]  有各樣專業人士
[00:06:34.240 --> 00:06:39.240]  大概你都會知道要找模特兒拍廣告
[00:06:39.240 --> 00:06:41.240]  看你拍什麼
[00:06:41.240 --> 00:06:43.240]  很難找的
[00:06:43.240 --> 00:06:45.240]  你要找到一個模特兒
[00:06:45.240 --> 00:06:48.240]  不是她的樣子上鏡
[00:06:48.240 --> 00:06:51.240]  是她的腳上鏡
[00:06:51.240 --> 00:06:54.240]  我們都見過很漂亮的腳
[00:06:54.240 --> 00:06:56.240]  很羨慕的
[00:06:56.240 --> 00:06:59.240]  怎麼保養得這麼好
[00:06:59.240 --> 00:07:01.240]  美麗的腳
[00:07:01.240 --> 00:07:03.240]  找得到的
[00:07:03.240 --> 00:07:08.240]  但這裡說的是誰的腳
[00:07:08.240 --> 00:07:10.240]  報福音
[00:07:10.240 --> 00:07:13.240]  傳喜訊的人
[00:07:13.240 --> 00:07:16.240]  他們的腳很美
[00:07:16.240 --> 00:07:19.240]  如果你回到以賽亞書
[00:07:19.240 --> 00:07:22.240]  剛才我們讀舊約的時候
[00:07:22.240 --> 00:07:28.240]  它說這人的腳登山
[00:07:28.240 --> 00:07:30.240]  羅馬書沒有登山
[00:07:30.240 --> 00:07:32.240]  是七十事譯本
[00:07:32.240 --> 00:07:34.240]  希臘文的翻譯
[00:07:34.240 --> 00:07:36.240]  希伯來文原本說
[00:07:36.240 --> 00:07:39.240]  這個人向耶路撒冷奔跑
[00:07:39.240 --> 00:07:42.240]  他登上石安山
[00:07:42.240 --> 00:07:46.240]  這人的腳登山
[00:07:46.240 --> 00:07:49.240]  何等皆美
[00:07:49.240 --> 00:07:51.240]  我們就明不明腳踪
[00:07:51.240 --> 00:07:56.240]  不是說上山的路上
[00:07:56.240 --> 00:08:00.240]  留下的腳印、足印、痕跡
[00:08:00.240 --> 00:08:01.240]  不是
[00:08:01.240 --> 00:08:06.240]  是說一個有很重要的消息
[00:08:06.240 --> 00:08:07.240]  好消息
[00:08:07.240 --> 00:08:09.240]  福音
[00:08:09.240 --> 00:08:10.240]  這個字保羅借了過來
[00:08:10.240 --> 00:08:12.240]  因為希臘文翻譯了
[00:08:12.240 --> 00:08:14.240]  就是福音這個字
[00:08:14.240 --> 00:08:17.240]  這個人跑上石安山
[00:08:17.240 --> 00:08:21.240]  去報信的時候
[00:08:21.240 --> 00:08:28.240]  他就說他的腳很美
[00:08:28.240 --> 00:08:31.240]  我們就覺得更加奇怪
[00:08:31.240 --> 00:08:33.240]  因為我們知道
[00:08:33.240 --> 00:08:36.240]  這個人是甚麼人
[00:08:36.240 --> 00:08:41.240]  這個人是一個專業報信的人
[00:08:41.240 --> 00:08:42.240]  不是郵差
[00:08:42.240 --> 00:08:43.240]  對不起
[00:08:43.240 --> 00:08:46.240]  是在戰場上
[00:08:46.240 --> 00:08:48.240]  打贏仗之後
[00:08:48.240 --> 00:08:52.240]  他要負責用最短的時間
[00:08:52.240 --> 00:08:57.240]  來將勝利的好消息
[00:08:57.240 --> 00:09:00.240]  你們的神作王了
[00:09:00.240 --> 00:09:02.240]  石安就歡呼
[00:09:02.240 --> 00:09:04.240]  耶路撒冷就高興
[00:09:04.240 --> 00:09:06.240]  所以這個使者
[00:09:06.240 --> 00:09:08.240]  他從戰場的前線
[00:09:08.240 --> 00:09:11.240]  用最快的速度
[00:09:11.240 --> 00:09:14.240]  直奔耶路撒冷
[00:09:14.240 --> 00:09:16.240]  為什麼不騎馬呢
[00:09:16.240 --> 00:09:22.240]  我們看多了清朝的電視劇
[00:09:22.240 --> 00:09:23.240]  都知道
[00:09:23.240 --> 00:09:25.240]  在驛道換馬
[00:09:25.240 --> 00:09:26.240]  馬就滾下來
[00:09:26.240 --> 00:09:27.240]  口吐白沫
[00:09:27.240 --> 00:09:29.240]  人就繼續跑下去
[00:09:29.240 --> 00:09:31.240]  為什麼要跑呢
[00:09:31.240 --> 00:09:32.240]  你又要明白
[00:09:32.240 --> 00:09:37.240]  耶路撒冷是山上所建造的城
[00:09:37.240 --> 00:09:42.240]  馬只能夠在平地上跑
[00:09:42.240 --> 00:09:46.240]  上山不騎馬
[00:09:46.240 --> 00:09:49.240]  所以大衛王只能騎著驢
[00:09:49.240 --> 00:09:51.240]  所羅門接任的時候
[00:09:51.240 --> 00:09:53.240]  沒有人認識他小朋友
[00:09:53.240 --> 00:09:54.240]  大衛很聰明
[00:09:54.240 --> 00:09:56.240]  拉著驢出來
[00:09:56.240 --> 00:09:58.240]  讓他騎上去
[00:09:58.240 --> 00:10:00.240]  上個星期
[00:10:00.240 --> 00:10:01.240]  宗樹主人
[00:10:01.240 --> 00:10:04.240]  主耶穌為什麼要騎驢
[00:10:04.240 --> 00:10:06.240]  進入耶路撒冷
[00:10:06.240 --> 00:10:10.240]  典故是大衛所羅門
[00:10:10.240 --> 00:10:13.240]  所以最快的不是騎馬
[00:10:13.240 --> 00:10:15.240]  是走
[00:10:15.240 --> 00:10:16.240]  不是走
[00:10:16.240 --> 00:10:18.240]  是奔跑
[00:10:18.240 --> 00:10:19.240]  九秒九
[00:10:19.240 --> 00:10:20.240]  不止了
[00:10:20.240 --> 00:10:22.240]  再減低一點
[00:10:22.240 --> 00:10:26.240]  這樣的一個使者
[00:10:26.240 --> 00:10:30.240]  他從前線跑到耶路撒冷
[00:10:30.240 --> 00:10:31.240]  還要上山
[00:10:31.240 --> 00:10:33.240]  沒有鞋穿
[00:10:33.240 --> 00:10:36.240]  沒有跑步鞋
[00:10:36.240 --> 00:10:39.240]  這是很後的發明
[00:10:39.240 --> 00:10:43.240]  所以他是赤腳跑這段路
[00:10:43.240 --> 00:10:54.240]  這條路不是四季跑道
[00:10:54.240 --> 00:10:57.240]  有彈力的
[00:10:57.240 --> 00:10:58.240]  不是
[00:10:58.240 --> 00:11:01.240]  沒有柏油路
[00:11:01.240 --> 00:11:03.240]  甚至不是石仔路
[00:11:03.240 --> 00:11:05.240]  是沒有路
[00:11:05.240 --> 00:11:06.240]  魯迅先生說得好
[00:11:06.240 --> 00:11:09.240]  路是人走出來的
[00:11:09.240 --> 00:11:11.240]  是走得多
[00:11:11.240 --> 00:11:12.240]  就有條路
[00:11:12.240 --> 00:11:14.240]  但如果要快
[00:11:14.240 --> 00:11:16.240]  用GPS
[00:11:16.240 --> 00:11:18.240]  有兩個選擇
[00:11:18.240 --> 00:11:21.240]  一個是最短的路
[00:11:21.240 --> 00:11:23.240]  一個是最快的路
[00:11:23.240 --> 00:11:25.240]  今日摩登的城市
[00:11:25.240 --> 00:11:27.240]  兩樣東西不等於一樣
[00:11:27.240 --> 00:11:30.240]  但以前最快的路
[00:11:30.240 --> 00:11:32.240]  要走小路
[00:11:32.240 --> 00:11:33.240]  最近的路
[00:11:33.240 --> 00:11:34.240]  最直接的路
[00:11:34.240 --> 00:11:37.240]  往往是沒有路的
[00:11:37.240 --> 00:11:38.240]  是石頭
[00:11:38.240 --> 00:11:40.240]  是荊棘
[00:11:40.240 --> 00:11:41.240]  你要跑下去
[00:11:41.240 --> 00:11:43.240]  你要堅持
[00:11:43.240 --> 00:11:45.240]  你要用最快的時間
[00:11:45.240 --> 00:11:50.240]  將勝利的消息帶回耶路撒冷
[00:11:50.240 --> 00:11:51.240]  看啊
[00:11:51.240 --> 00:11:55.240]  這個人的腳多漂亮
[00:11:55.240 --> 00:11:57.240]  怎麼可能
[00:11:57.240 --> 00:11:59.240]  不可能的
[00:11:59.240 --> 00:12:04.240]  這個人的腳帶著傷痕
[00:12:04.240 --> 00:12:08.240]  充滿泥板
[00:12:08.240 --> 00:12:10.240]  污垢
[00:12:10.240 --> 00:12:13.240]  他的十隻腳趾的腳趾甲
[00:12:13.240 --> 00:12:17.240]  不會像賣廣告的那雙腳
[00:12:17.240 --> 00:12:19.240]  做什麼manicure
[00:12:19.240 --> 00:12:21.240]  我都不懂那兩個字
[00:12:21.240 --> 00:12:23.240]  應該不是拉丁文
[00:12:23.240 --> 00:12:24.240]  很難記
[00:12:24.240 --> 00:12:26.240]  沒有修甲服務
[00:12:26.240 --> 00:12:29.240]  這樣的一雙腳
[00:12:29.240 --> 00:12:32.240]  可能又腫又起疹
[00:12:32.240 --> 00:12:35.240]  還可能流血
[00:12:35.240 --> 00:12:37.240]  以賽亞仙之書說
[00:12:37.240 --> 00:12:42.240]  這人的腳很漂亮
[00:12:42.240 --> 00:12:45.240]  我們就要問
[00:12:45.240 --> 00:12:49.240]  這個和我們一直以來的印象
[00:12:49.240 --> 00:12:52.240]  很不同
[00:12:52.240 --> 00:12:54.240]  我們覺得漂亮的腳
[00:12:54.240 --> 00:12:57.240]  是不用落地走的
[00:12:57.240 --> 00:13:01.240]  漂亮的腳是慢慢可以浸熱水
[00:13:01.240 --> 00:13:08.240]  用橄欖油或磨砂修剪
[00:13:08.240 --> 00:13:11.240]  聖經都有這樣的典故
[00:13:11.240 --> 00:13:18.240]  那些在戰爭受苦的女孩
[00:13:18.240 --> 00:13:20.240]  平時兩隻腳不用碰地
[00:13:20.240 --> 00:13:22.240]  那些漂亮
[00:13:22.240 --> 00:13:24.240]  聖經原來不是這樣說
[00:13:24.240 --> 00:13:27.240]  聖經說的美
[00:13:27.240 --> 00:13:36.240]  這雙腳不是完美的時刻
[00:13:36.240 --> 00:13:39.240]  人生很快就過去
[00:13:39.240 --> 00:13:41.240]  趁著年輕
[00:13:41.240 --> 00:13:45.240]  留下最完美的形象
[00:13:45.240 --> 00:13:50.240]  這完全不是聖經所說的
[00:13:50.240 --> 00:13:53.240]  這雙腳的美
[00:13:53.240 --> 00:13:57.240]  不是在它的形象
[00:13:57.240 --> 00:14:02.240]  是在它的奔走
[00:14:02.240 --> 00:14:06.240]  是在它走的時候
[00:14:06.240 --> 00:14:11.240]  它帶著的消息
[00:14:11.240 --> 00:14:14.240]  令你看下去
[00:14:14.240 --> 00:14:16.240]  從什麼角度
[00:14:16.240 --> 00:14:18.240]  國字告訴我
[00:14:18.240 --> 00:14:20.240]  有一對攝影師在拍攝
[00:14:20.240 --> 00:14:21.240]  所以你小心一點
[00:14:21.240 --> 00:14:23.240]  睡覺也不要漏口水
[00:14:23.240 --> 00:14:26.240]  你用什麼角度去拍攝這雙腳
[00:14:26.240 --> 00:14:28.240]  都不漂亮
[00:14:28.240 --> 00:14:29.240]  所以可見
[00:14:29.240 --> 00:14:34.240]  漂亮不在表面
[00:14:34.240 --> 00:14:37.240]  街尾腳中
[00:14:37.240 --> 00:14:40.240]  不是一對很整齊
[00:14:40.240 --> 00:14:42.240]  很對稱
[00:14:42.240 --> 00:14:43.240]  楊慕高牧師
[00:14:43.240 --> 00:14:44.240]  可能是牧師當中
[00:14:44.240 --> 00:14:47.240]  唯一說過什麼叫漂亮的腳
[00:14:47.240 --> 00:14:49.240]  十隻腳趾的長短
[00:14:49.240 --> 00:14:51.240]  沒有一隻高過另一隻
[00:14:51.240 --> 00:14:53.240]  突然間凸出來
[00:14:53.240 --> 00:14:55.240]  我們心目中的漂亮是這樣的
[00:14:55.240 --> 00:14:58.240]  聖經心目中的美
[00:14:58.240 --> 00:15:02.240]  不是一個靜態完美
[00:15:02.240 --> 00:15:03.240]  完美
[00:15:03.240 --> 00:15:04.240]  不是
[00:15:04.240 --> 00:15:06.240]  聖經所說的美
[00:15:06.240 --> 00:15:11.240]  是這雙腳在走的時候
[00:15:11.240 --> 00:15:20.240]  是這雙腳為上帝的福音奔跑的時候
[00:15:20.240 --> 00:15:25.240]  這人的腳何等美
[00:15:25.240 --> 00:15:30.240]  我們始終認為
[00:15:30.240 --> 00:15:32.240]  五十年了
[00:15:32.240 --> 00:15:39.240]  你記得最深印象的是什麼時候
[00:15:39.240 --> 00:15:41.240]  我記得
[00:15:41.240 --> 00:15:46.240]  是我爸爸為我洗禮的那張照片
[00:15:46.240 --> 00:15:48.240]  你有沒有見過
[00:15:48.240 --> 00:15:50.240]  多謝宣道會區聯會
[00:15:50.240 --> 00:15:52.240]  將它放大了
[00:15:52.240 --> 00:15:55.240]  所以我以後要很小心
[00:15:55.240 --> 00:15:56.240]  因為就算我不在
[00:15:56.240 --> 00:15:58.240]  那張照片也在
[00:15:58.240 --> 00:15:59.240]  免得人家說
[00:15:59.240 --> 00:16:01.240]  這個李思敬
[00:16:01.240 --> 00:16:05.240]  我記得那一刻
[00:16:05.240 --> 00:16:08.240]  你也會有你記得的
[00:16:08.240 --> 00:16:16.240]  在希伯倫堂畫牆畫短的那一刻
[00:16:16.240 --> 00:16:18.240]  最美的那一刻
[00:16:18.240 --> 00:16:22.240]  如果我們能夠回到那時候就好了
[00:16:22.240 --> 00:16:23.240]  不止一次
[00:16:23.240 --> 00:16:26.240]  我聽見教會定英姊妹不是在希伯倫堂
[00:16:26.240 --> 00:16:29.240]  也會這樣說
[00:16:29.240 --> 00:16:34.240]  以前我們很好的
[00:16:34.240 --> 00:16:37.240]  下面那句有時說下去有時不說
[00:16:37.240 --> 00:16:39.240]  有時會搖頭
[00:16:39.240 --> 00:16:41.240]  你說過這句話沒有
[00:16:41.240 --> 00:16:45.240]  你也可能說過
[00:16:45.240 --> 00:16:51.240]  我們以為上帝所欣賞的美
[00:16:51.240 --> 00:16:55.240]  就是將一個完美的時刻
[00:16:55.240 --> 00:16:59.240]  凝固在歷史上
[00:16:59.240 --> 00:17:01.240]  要回到那個時候
[00:17:01.240 --> 00:17:03.240]  我們那個團契
[00:17:03.240 --> 00:17:05.240]  我們那個師班
[00:17:05.240 --> 00:17:07.240]  我們那個小組
[00:17:07.240 --> 00:17:09.240]  我們那個時候的主學
[00:17:09.240 --> 00:17:11.240]  我們那個時候的導師
[00:17:11.240 --> 00:17:13.240]  我們那個時候的目者
[00:17:13.240 --> 00:17:15.240]  不是的
[00:17:15.240 --> 00:17:20.240]  這只不過是希臘文明的雕刻
[00:17:20.240 --> 00:17:21.240]  畫畫
[00:17:21.240 --> 00:17:23.240]  藝術
[00:17:23.240 --> 00:17:29.240]  將歷史的其中一個完美點
[00:17:29.240 --> 00:17:31.240]  將它凝固下來
[00:17:31.240 --> 00:17:35.240]  凝固下來的就不是歷史了
[00:17:35.240 --> 00:17:39.240]  凝固下來的就是人工
[00:17:39.240 --> 00:17:41.240]  聖經教我們看的
[00:17:41.240 --> 00:17:47.240]  不是人工裝飾之後的完美
[00:17:47.240 --> 00:17:55.240]  而是上帝在不完美的人和事當中
[00:17:55.240 --> 00:18:00.240]  福音如何臨到
[00:18:00.240 --> 00:18:03.240]  報福音傳喜訊的人
[00:18:03.240 --> 00:18:07.240]  他那雙雙痕累累的腳
[00:18:07.240 --> 00:18:11.240]  才說美
[00:18:11.240 --> 00:18:14.240]  誰掌管明天還沒開始賣
[00:18:14.240 --> 00:18:18.240]  好像說四月開始了
[00:18:18.240 --> 00:18:20.240]  這次的封面
[00:18:20.240 --> 00:18:25.240]  和過去兩個版本都很不同
[00:18:25.240 --> 00:18:29.240]  又要說一個五十金禧不會記載的歷史
[00:18:29.240 --> 00:18:32.240]  你不知道封面的照片是誰拍的嗎?
[00:18:32.240 --> 00:18:33.240]  不知道嗎?
[00:18:33.240 --> 00:18:37.240]  請拍照的弟兄站起來
[00:18:37.240 --> 00:18:40.240]  我也不知道你在哪裡拍的
[00:18:40.240 --> 00:18:43.240]  聽說很遠的
[00:18:43.240 --> 00:18:46.240]  第一版有條勒扇
[00:18:46.240 --> 00:18:50.240]  第二版真的漂亮
[00:18:50.240 --> 00:18:54.240]  第三版的封面沒有這兩張照片
[00:18:54.240 --> 00:18:55.240]  不是的
[00:18:55.240 --> 00:18:59.240]  有更漂亮的何教士的照片
[00:18:59.240 --> 00:19:00.240]  是真的漂亮
[00:19:00.240 --> 00:19:02.240]  選了一張很漂亮的照片
[00:19:02.240 --> 00:19:04.240]  當然年輕的照片更漂亮
[00:19:04.240 --> 00:19:07.240]  但那張照片沒有人知道是何教士
[00:19:07.240 --> 00:19:13.240]  但其實何義師教士的美
[00:19:13.240 --> 00:19:16.240]  不在照片上
[00:19:16.240 --> 00:19:19.240]  你和我都可以見證
[00:19:19.240 --> 00:19:21.240]  是他的一生
[00:19:21.240 --> 00:19:23.240]  是他肯來中國
[00:19:23.240 --> 00:19:27.240]  所以我們誰掌管榮天的封面內頁
[00:19:27.240 --> 00:19:31.240]  就說了十九歲寫的時候
[00:19:31.240 --> 00:19:35.240]  我們沒有何教士的履歷
[00:19:35.240 --> 00:19:37.240]  沒有人敢問
[00:19:37.240 --> 00:19:43.240]  後來我們才發覺他是1892年
[00:19:43.240 --> 00:19:50.240]  十九世紀1892年12月2日出生
[00:19:50.240 --> 00:20:00.240]  所以當他說他在1913年11月坐船來中國旅行
[00:20:00.240 --> 00:20:04.240]  嚴格來說是20歲
[00:20:04.240 --> 00:20:06.240]  不是19歲
[00:20:06.240 --> 00:20:08.240]  我們計算多了一年
[00:20:08.240 --> 00:20:12.240]  再版的時候
[00:20:12.240 --> 00:20:15.240]  如何更正這件事
[00:20:15.240 --> 00:20:17.240]  你們要買一本來看看
[00:20:17.240 --> 00:20:21.240]  這是廣告時候
[00:20:21.240 --> 00:20:23.240]  改得真好
[00:20:23.240 --> 00:20:25.240]  19歲不能改
[00:20:25.240 --> 00:20:27.240]  你一拿起歷史榮譽獎
[00:20:27.240 --> 00:20:29.240]  看20歲
[00:20:29.240 --> 00:20:31.240]  沒有改
[00:20:31.240 --> 00:20:33.240]  加了一行
[00:20:33.240 --> 00:20:35.240]  加得真好
[00:20:35.240 --> 00:20:37.240]  不過有另一個對稿
[00:20:37.240 --> 00:20:39.240]  都要更正
[00:20:39.240 --> 00:20:41.240]  因為在這本書裏
[00:20:41.240 --> 00:20:45.240]  不知道誰將我按了牧師
[00:20:45.240 --> 00:20:47.240]  多謝你們
[00:20:47.240 --> 00:20:49.240]  我很樂意接受
[00:20:49.240 --> 00:20:51.240]  不過你欠我一個按牧禮
[00:20:51.240 --> 00:20:57.240]  何教士來中國
[00:20:57.240 --> 00:21:01.240]  留在中國的一生
[00:21:01.240 --> 00:21:05.240]  其實很多艱難
[00:21:05.240 --> 00:21:07.240]  很多苦難
[00:21:07.240 --> 00:21:13.240]  整個抗日戰爭的時期
[00:21:13.240 --> 00:21:15.240]  我們都聽
[00:21:15.240 --> 00:21:17.240]  但我相信
[00:21:17.240 --> 00:21:19.240]  對我爸爸對簡牧師
[00:21:19.240 --> 00:21:21.240]  那些是他們親身經歷
[00:21:21.240 --> 00:21:27.240]  美其實是苦
[00:21:27.240 --> 00:21:31.240]  但是上帝的恩典
[00:21:31.240 --> 00:21:35.240]  一個20歲的女孩子
[00:21:35.240 --> 00:21:37.240]  在大學
[00:21:37.240 --> 00:21:39.240]  如果今天我的女兒
[00:21:39.240 --> 00:21:41.240]  不要說去中國
[00:21:41.240 --> 00:21:43.240]  去英國
[00:21:43.240 --> 00:21:45.240]  我都不放心
[00:21:45.240 --> 00:21:51.240]  何況是20世紀初的中國
[00:21:51.240 --> 00:21:53.240]  所以我說
[00:21:53.240 --> 00:21:57.240]  我沒有見過何教士婆婆的媽媽
[00:21:57.240 --> 00:21:59.240]  因為如果見到她
[00:21:59.240 --> 00:22:01.240]  我會叫她太婆
[00:22:01.240 --> 00:22:03.240]  但將來有一天
[00:22:03.240 --> 00:22:05.240]  在天上我一定會見到她
[00:22:05.240 --> 00:22:07.240]  我想用中國人的禮節
[00:22:07.240 --> 00:22:09.240]  我要向她跪下
[00:22:09.240 --> 00:22:11.240]  我要多謝她
[00:22:11.240 --> 00:22:13.240]  是這個母親
[00:22:13.240 --> 00:22:15.240]  勇敢的眼淚
[00:22:15.240 --> 00:22:17.240]  將她的女兒
[00:22:17.240 --> 00:22:19.240]  放在上帝的手中
[00:22:19.240 --> 00:22:21.240]  成就一段
[00:22:21.240 --> 00:22:23.240]  極美的歷史
[00:22:23.240 --> 00:22:27.240]  希伯倫堂50年
[00:22:27.240 --> 00:22:29.240]  不是1913年
[00:22:29.240 --> 00:22:31.240]  不是1913年
[00:22:31.240 --> 00:22:33.240]  1962年4月14日
[00:22:33.240 --> 00:22:35.240]  你在嗎?
[00:22:35.240 --> 00:22:37.240]  我不敢叫在場的站起來
[00:22:37.240 --> 00:22:39.240]  因為我爸爸不站起來
[00:22:39.240 --> 00:22:41.240]  我不敢叫他舉手
[00:22:41.240 --> 00:22:43.240]  不過大部分人不在
[00:22:43.240 --> 00:22:45.240]  我在嗎?
[00:22:45.240 --> 00:22:47.240]  前晚我說我六歲
[00:22:47.240 --> 00:22:49.240]  一年級
[00:22:49.240 --> 00:22:51.240]  我六歲
[00:22:51.240 --> 00:22:53.240]  我六歲
