
[00:00:00.000 --> 00:00:16.720]  講到馬太這個人物 大家不可不知他是一個瑞利 羅馬當中的政府公務員
[00:13:08.920 --> 00:13:28.920]  這是很普遍廣泛的信徒看法 如果你是這樣看這段聖經 你的信也是因為這樣而去信呢? 我可以很肯定地告訴你 你的信和信其他宗教沒有分別
[00:13:28.920 --> 00:13:49.920]  即使你信基督教會也不行 因為這段聖經的主旨不是叫我們專注於神蹟本身 我再重申多次 我們在看聖經的時候都以為每逢神蹟出現
[00:13:49.920 --> 00:14:01.920]  其實就是要告訴信徒和普世世界的人 我們的神有多強大 信他會有無邊的法力幫助你解決你的當前問題
[00:14:01.920 --> 00:14:28.920]  不是的 這段聖經其實是要讓我們學會如何做一個屬靈的抉擇 我再重申多次 這段聖經是教導你和我作為神的子民 如何在每一天你的生命當中作合適的選擇
[00:14:28.920 --> 00:14:41.920]  我們看看吧 第一部分第十三十四節 第十三十四節說什麼呢? 我們再讀一次給大家聽 大家留心聽
[00:14:41.920 --> 00:15:06.920]  耶穌聽見了就上船從那裡獨自退到野地裡去 眾人聽見就從各城裡步行 跟隨他 耶穌出來見有許多的人就憐憫他們 治好了他們的病人
[00:15:06.920 --> 00:15:25.920]  在這部分我給了一個副題 叫做用聆聽去收聽值得參與的事情 在這兩節經文裡記載了兩次有關聆聽的事情
[00:15:25.920 --> 00:15:48.920]  第一個聆聽的聆聽者是誰? 耶穌 聽見了 耶穌聽了什麼呢? 在聖經的研究上對於這句話有兩種解釋
[00:15:48.920 --> 00:16:04.920]  其中一個解釋就是連接之前第十二節裡所說的約翰的門徒來把屍首領去埋葬了 就去告訴耶穌
[00:16:04.920 --> 00:16:21.920]  一般的解經按照聖經的發展結構是指耶穌聽見了施洗約翰被慘遭殺害的事件
[00:16:21.920 --> 00:16:24.920]  施洗約翰怎麼死的呢? 重複一點吧
[00:16:24.920 --> 00:16:35.920]  施洗約翰因為經常向希臘王安提帕 安提帕 經常說他為什麼要娶了他的兄弟的太太
[00:16:35.920 --> 00:16:42.920]  於是這樣做是不對的 摩西的律法是錯的
[00:16:42.920 --> 00:16:55.920]  於是希臘王就憤怒把他關了 關了他幹什麼的呢? 其實有一樣最重要的目的 討好他喜歡的女人
[00:16:55.920 --> 00:17:00.920]  我們不詳細再說了 如果想聽 請聽回上一堂講道
[00:17:00.920 --> 00:17:19.920]  耶穌聽見這個訊息就是因為施洗約翰經常指出希臘王的不善 他的錯誤 最終惹來殺身之禍
[00:17:19.920 --> 00:17:22.920]  這個殺身之禍很戲劇性
[00:17:22.920 --> 00:17:31.920]  這裡是不是指耶穌聽見施洗約翰的死訊呢? 我相信有可能
[00:17:31.920 --> 00:17:37.920]  如果不是編寫馬太福音的人不會這樣安排
[00:17:37.920 --> 00:17:48.920]  另一個陳述解釋就是 整整段十四章從第一節到第十二節成為一個備註
[00:17:48.920 --> 00:17:59.920]  插在其中 演繹出耶穌的侍奉過程中 還有很多的枝節在發生
[00:17:59.920 --> 00:18:09.920]  其中一樣就是在皇宮政治層面上發生了驚人的兇殺案
[00:18:09.920 --> 00:18:16.920]  所以耶穌所聽到的其實是回應十四章第一節所說的
[00:18:16.920 --> 00:18:28.920]  希律亞提柏收到他的官員向他報告收集的情報
[00:18:28.920 --> 00:18:40.920]  關於耶穌所作過的一切神蹟奇事 以及施洗約翰仍然被認為是復活的事件
[00:18:40.920 --> 00:18:48.920]  兩者我會較為取選擇後的解釋合理一點
[00:18:48.920 --> 00:19:00.920]  因為當我們從內文發展的時候 一直沿著脈絡說到一個人和上帝有緊密的接觸
[00:19:00.920 --> 00:19:08.920]  明白上帝的心思意念 於是在世界的路程中不斷去監察怎樣去參與
[00:19:08.920 --> 00:19:12.920]  怎樣按照上帝的心思去決定要不要做呢?
[00:19:12.920 --> 00:19:20.920]  我相信這個陳述很貼近13節連接於耶穌聽到施洗約翰的死訊
[00:19:20.920 --> 00:19:26.920]  耶穌聽到施洗約翰的死訊之後 他的回應是什麼呢?
[00:19:26.920 --> 00:19:38.920]  我們回到聖經 聖經說 耶穌聽見之後就上船從那裡獨自推到野地裡去
[00:19:38.920 --> 00:19:45.920]  很多信徒在作弄 傳道人在作大 推測估計
[00:19:45.920 --> 00:19:53.920]  耶穌又來搞退休會 退到曠野地裡
[00:19:53.920 --> 00:20:03.920]  他的情況就像昔日的摩西一樣 當他面對當前政治上的打壓
[00:20:03.920 --> 00:20:13.920]  例如摩西受到埃及的法老的追殺的時候 就跑去曠野地
[00:20:13.920 --> 00:20:21.920]  有一派這樣的解釋 這個推測是過分地去揣測聖經
[00:20:21.920 --> 00:20:30.920]  耶穌似乎想模仿摩西的做法 耶穌沒有需要模仿 做就做吧
[00:20:30.920 --> 00:20:36.920]  所以我相信這不是模仿舊約的摩西去到曠野
[00:20:36.920 --> 00:20:47.920]  而是反映我們一直所看見的 肅神的子民有天國運作的一個很重要的特色
[00:20:47.920 --> 00:21:07.920]  運作模式是甚麼呢? 傳送 天國的子民做事不是打鑼打鼓 大叫大讓 語不驚人 誓不休 不是這樣的
[00:21:07.920 --> 00:21:18.920]  今天的教會就喜歡這樣 今天的西人就喜歡這樣 但是天國的子民做事是含蓄的
[00:21:18.920 --> 00:21:25.920]  不是喜歡去打鑼打鼓 耶穌承接了這個屬性
[00:21:25.920 --> 00:21:38.920]  這個屬性讓我們仔細看 耶穌去到這個野地是一個故意的安排
[00:21:38.920 --> 00:21:51.920]  這個安排是不想和當時的政治進入一個更直接的彼此對壘的狀態
[00:21:51.920 --> 00:21:56.920]  換句話來說 耶穌聽到施洗約翰被殺之後
[00:21:56.920 --> 00:22:04.920]  他不會在這個時候 因為你殺了一個這麼重要的人物 是我們天國的其中一份子
[00:22:04.920 --> 00:22:13.920]  於是我就去和你捏過 耶穌不是這樣的 耶穌不是這樣做事的
[00:22:13.920 --> 00:22:23.920]  耶穌做事是按照他的時間表和應該要參與與否的事情去做一個決定
[00:22:23.920 --> 00:22:35.920]  他不是去搞政治的一個爭鬥 所以我很怕信徒解釋聖經 用政治的角度去解釋聖經
[00:22:35.920 --> 00:22:48.920]  是很危險的一件事 在西方神學界有一個很出名的神學教授叫做Walter Buchmann
[00:22:48.920 --> 00:22:57.920]  就很喜歡做這樣的做法 專門找政治套入聖經去解釋聖經 是一件危險的事
[00:22:57.920 --> 00:23:09.920]  耶穌不是故意要和政治拉上關係 因為他不想和政治拉上關係
[00:23:09.920 --> 00:23:16.920]  已經不是一個適合的時間 就算耶穌最後死在十字架上的審判
[00:23:16.920 --> 00:23:24.920]  也是由猶太人帶耶穌去到政治層面去被審判 比拉多的審判
[00:23:24.920 --> 00:23:35.920]  耶穌於是推去曠野地的最重要的目的是想參與政治的爭鬥
[00:23:35.920 --> 00:23:47.920]  因為在耶穌的十二個門徒裏面也有政治的不同主張的門
[00:23:47.920 --> 00:23:56.920]  其中一個大家應該聽過的就是粉瑞黨的細門徒
[00:23:56.920 --> 00:24:07.920]  如果耶穌要來搞政治 那這個門徒應該成為最好的衣膀的門徒
[00:24:07.920 --> 00:24:19.920]  但是耶穌沒有 因為耶穌不是來搞政治的 但聽到之後推去曠野地有一個獨特的意思
[00:24:19.920 --> 00:24:27.920]  我一會兒去看看 第二個又在聽到的就是中人
[00:24:27.920 --> 00:24:36.920]  我們看完第十三節下半節 中人聽見就從郭成呂步行跟隨他
[00:24:36.920 --> 00:24:50.920]  原來第二批的人是群眾 他們聽到耶穌來了 因為推到曠野地 動了 耶穌移動了
[00:24:50.920 --> 00:25:02.920]  這班人於是乎怎樣 也從郭成鎮那裏走出來跟隨耶穌去到曠野地
[00:25:02.920 --> 00:25:12.920]  不過這裏有個很特別的移動模式 耶穌的移動就是坐船
[00:25:12.920 --> 00:25:28.920]  群眾的移動就是要走 大家在這樣的情緒裏面覺得有些特別嗎?
[00:25:28.920 --> 00:25:39.920]  耶穌沒有試過坐船 耶穌去加大拉的時候也是坐船去的
[00:25:39.920 --> 00:25:53.920]  那裏有兩個人被鬼附在墳營裏面 為什麼那些人不一起上船呢?
[00:25:53.920 --> 00:26:01.920]  因為耶穌要獨自自己上船 為什麼? 其他人每個人都要走路
[00:26:01.920 --> 00:26:12.920]  是不是要給船票 所以耶穌給不起? 不是的 聖經裏面從來沒有說過耶穌在這裏要交船票的
[00:26:12.920 --> 00:26:26.920]  這裏反映了一件事 跟隨主的人不是順便的 我再重申多次
[00:26:26.920 --> 00:26:41.920]  跟隨主的人不是順便的 而是特別地作出主動的跟從
[00:26:41.920 --> 00:26:49.920]  因此他們從各城鎮裏面一聽見耶穌要往到曠野地的時候
[00:26:49.920 --> 00:27:01.920]  他們馬上起行進到耶穌將要去的地方 而船去哪裏呢? 他們就不斷收拾消息
[00:27:01.920 --> 00:27:11.920]  看到這過程嗎? 船去哪裏? 船準備去哪裏? 船在哪裏上岸? 我們要走到那裏
[00:27:11.920 --> 00:27:20.920]  還有加利利海 不是說走就走的 如果耶穌過對面海那怎麼辦呢?
[00:27:20.920 --> 00:27:27.920]  要繞過湖 或者叫加利利海 繞過海的 兄弟姐妹
[00:27:27.920 --> 00:27:40.920]  從這段聖經裏面一開始已經告訴我們 原來耶穌基督是在這個安排之下
[00:27:40.920 --> 00:27:55.920]  將有心追求跟從祂的人帶到曠野地裏面 跟他們在曠野地接觸
[00:27:55.920 --> 00:28:10.920]  看到這個特點嗎? 耶穌安排了一個場地 心目中已經知道只有這些有心人才可以跟他們聚會
[00:28:10.920 --> 00:28:17.920]  今天回教會的人是不是有這份主動的心呢?
[00:28:17.920 --> 00:28:27.920]  當耶穌看到這些人這麼有心的時候 十四時說 這麼多人都在跟隨他
[00:28:27.920 --> 00:28:36.920]  當他上岸的時候 看到早在他上岸的地方有大堆人的裏面已經聚集了
[00:28:36.920 --> 00:28:46.920]  於是耶穌就憐憫他們 治好了他們當中的病
[00:28:46.920 --> 00:28:50.920]  你們還不是講實跡? 又講實跡? 不是的
[00:28:50.920 --> 00:29:01.920]  這是想告訴我們 耶穌整個侍奉的主要的因素是憐憫
[00:29:01.920 --> 00:29:13.920]  為什麼上帝容許了生兒子耶穌基督來到這個世界 死在十字架上拯救你我呢?
[00:29:13.920 --> 00:29:18.920]  因為一根原因 憐憫
[00:29:18.920 --> 00:29:32.920]  而這個屬性是出埃及的說法 上帝是一個有真典有憐憫的神
[00:29:32.920 --> 00:29:41.920]  因此他見到人的犯罪不輕易發怒 忍耐讓你可以改過
[00:29:41.920 --> 00:29:59.920]  希伯來文:上帝用憐憫去對待以色列人
[00:29:59.920 --> 00:30:11.920]  耶穌基督以憐憫成為他去侍奉上主或與父神同居的原因
[00:30:11.920 --> 00:30:23.920]  今天教會的信徒是怎樣來參與教會?
[00:30:23.920 --> 00:30:32.920]  耶穌有一群有心追求的人走來與他相遇
[00:30:32.920 --> 00:30:41.920]  耶穌也從上帝主動降臨到這個世界降生為人與人相遇
[00:30:41.920 --> 00:30:50.920]  當這些有心的人與有心的神走在一起就成就了一個完美的人
[00:30:50.920 --> 00:30:53.920]  救恩就是這樣成就
[00:30:53.920 --> 00:31:09.920]  回教會很多時候成為一個讓人表明他是不是信主的一個量度的指數
[00:31:09.920 --> 00:31:12.920]  但其實是不對的
[00:31:12.920 --> 00:31:23.920]  有些人以為帶了人回教會 人家回了教會 我又回了教會 那我就一定是得救
[00:31:23.920 --> 00:31:28.920]  你有沒有一個主動追求主的心呢?
[00:31:28.920 --> 00:31:40.920]  或者是順便回家 家裡近一點 或者我有個女朋友有個男朋友 我老公我老婆 甚至有個鄰居回家 載我一起去
[00:31:40.920 --> 00:31:42.920]  是不是這樣呢?
[00:31:42.920 --> 00:31:48.920]  我不是說那些錯的 住得近你 又載你回家 沒問題的
[00:31:48.920 --> 00:31:59.920]  你有沒有主動想見上帝 與上帝走在一起 與上帝的子民一起見證 一起去敬拜這份心呢?
[00:31:59.920 --> 00:32:03.920]  這才是得救的基礎
[00:32:03.920 --> 00:32:10.920]  因此今天這段聖經讀到這裡為止 我們應該要問一個問題
[00:32:10.920 --> 00:32:19.920]  弟兄姊妹 我是不是一個主動去迎接這位主動來拯救我的上帝呢?
[00:32:19.920 --> 00:32:31.920]  你如果帶著這份心智來敬拜 帶著這份心智活你每一天生活的時候 你的決定就能夠合乎上帝的心思而定
[00:32:31.920 --> 00:32:36.920]  不過今天教會真的做得不好
[00:32:36.920 --> 00:32:41.920]  很多信徒回教會有很多的諮詢
[00:32:41.920 --> 00:32:50.920]  教會有沒有什麼問題? 人夠不夠多? 幕後隊強不強? 教會的空調夠不夠涼?
[00:32:50.920 --> 00:32:55.920]  我們這裡涼得要死了 還病了
[00:32:55.920 --> 00:33:01.920]  教會說這裡的空氣不適合我們 這裡沒有WIFI
[00:33:01.920 --> 00:33:06.920]  所以上網的弟兄姊妹聽聽 為什麼會斷線呢?
[00:33:06.920 --> 00:33:13.920]  因為我們要靠數據嘛 連線沒那麼好
[00:33:13.920 --> 00:33:19.920]  很多因素很瘋狂的 今天很多信徒 滿足了我所有十項要求
[00:33:19.920 --> 00:33:26.920]  雖然清單很長 有百多項要求 至少領受了十項之後我就回教會
[00:33:26.920 --> 00:33:33.920]  你做不到這十項我就不回教會 教會又怎樣呢? 教會又抓緊就命
[00:33:33.920 --> 00:33:45.920]  向人屈服 搞很多東西 搬出很多假道理
[00:33:45.920 --> 00:33:51.920]  我們要有貼身的模樣 追得上時代的需要
[00:33:51.920 --> 00:33:57.920]  你知不知道有一個牧者說 如果教會沒有投射器 我不能講道
[00:33:57.920 --> 00:34:05.920]  我去教會講道 人家邀請我 經常問我有沒有powerpoint
[00:34:05.920 --> 00:34:11.920]  我說我從來不用powerpoint 教書我會用 講道我不用
[00:34:11.920 --> 00:34:20.920]  為什麼? 講道不是一個表演 講道是將上帝的說話傳給你
[00:34:20.920 --> 00:34:24.920]  然後你去回應上帝 否則你教書
[00:34:24.920 --> 00:34:36.920]  造成了今天很多教會的信徒 種種教會的縱容
[00:34:36.920 --> 00:34:40.920]  不要說教會 我覺得準確一點
[00:34:40.920 --> 00:34:48.920]  那些沒有腰骨的教會領袖 縱容信徒
[00:34:48.920 --> 00:34:59.920]  結果教會是一個充滿生骨大頭菜的刁蠻教友組成的聚會地點
[00:34:59.920 --> 00:35:10.920]  提供給這些扭扭捏捏的信徒 在這裡作威作福的一個機遇
[00:35:10.920 --> 00:35:13.920]  其實縱容應該是犯罪
[00:35:13.920 --> 00:35:20.920]  第一次末 上帝的屬性在這裡充分直證耶穌的說明給我們看
[00:35:20.920 --> 00:35:28.920]  他帶著憐憫的心 將那些真正有心的人追求 貼近尋求的人
[00:35:28.920 --> 00:35:31.920]  向他們作出接觸
[00:35:31.920 --> 00:35:39.920]  這種慈心就是我們和上帝交通的過程中 我們得到安慰的源
[00:35:39.920 --> 00:35:48.920]  而我們作為屬神的子民 我們就必須有一個主動的心智來追求認識神
[00:35:48.920 --> 00:35:51.920]  所以一個真信徒和一個假信徒很容易分別
[00:35:51.920 --> 00:35:54.920]  假信徒就要經常追著他
[00:35:54.920 --> 00:36:00.920]  你們的目者會回教會 如果不回教會一段時間 我會找你的
[00:36:00.920 --> 00:36:10.920]  如果一個星期不回教會 我就會用月明追魂課 第二個星期不回教會 我就會作出神秘的出現
[00:36:10.920 --> 00:36:15.920]  第三個星期不回教會 我就會用蓮珠炮發 找眾會友來炮轟
[00:36:15.920 --> 00:36:19.920]  我不會的 我不會做這些事的 為什麼呢?
[00:36:19.920 --> 00:36:23.920]  因為我和你同為肢體主動去追求上帝
[00:36:23.920 --> 00:36:30.920]  我用這個方式可以認證你和我是否在上帝裡面有一個共同的心思
[00:36:30.920 --> 00:36:35.920]  第二個部分 從第15至21節
[00:36:35.920 --> 00:36:41.920]  這個部分就告訴了一個很重要的道理
[00:36:41.920 --> 00:36:49.920]  當有主動追求上帝的人 他選擇了主動追求和上主在一起的時候
[00:36:49.920 --> 00:36:55.920]  那種滿足就會隨之而來
[00:36:55.920 --> 00:36:59.920]  那這種什麼滿足呢?我們就看看吧
[00:36:59.920 --> 00:37:05.920]  我們一起讀吧 從第15至21節
[00:37:05.920 --> 00:37:11.920]  天將晚的時候門徒進前來說
[00:37:11.920 --> 00:37:17.920]  這是野地 時候已經過了 請叫眾人散開
[00:37:17.920 --> 00:37:21.920]  他們好往村子裡去 自己買吃的
[00:37:21.920 --> 00:37:26.920]  耶穌說 不用他們去 你們給他們吃吧
[00:37:26.920 --> 00:37:31.920]  門徒說 我們這裡只有五個餅 兩條魚
[00:37:31.920 --> 00:37:34.920]  耶穌說 拿過來給我
[00:37:34.920 --> 00:37:41.920]  於是吩咐眾人坐在草地上 就拿著這五個餅 兩條魚
[00:37:41.920 --> 00:37:46.920]  望著天祝福 張開餅 遞給門徒
[00:37:46.920 --> 00:37:52.920]  門徒又遞給眾人 他們都吃 並且吃飽了
[00:37:52.920 --> 00:37:58.920]  把剩下的零碎收拾起來 裝滿了十二個籃子
[00:37:58.920 --> 00:38:04.920]  吃的人除了婦人 女婿子 還有五千
[00:38:04.920 --> 00:38:11.920]  所以聖經裡 多數信徒一看就是佛神即是怎樣發生
[00:38:11.920 --> 00:38:17.920]  怎樣將五個餅 兩條魚轉變成很多人都吃飽了
[00:38:17.920 --> 00:38:21.920]  再弄多十二籃 可以再剩下八 再倒出來
[00:38:21.920 --> 00:38:26.920]  很多信徒都想研究究竟這件事情怎樣發生
[00:38:26.920 --> 00:38:35.920]  甚至將這個神蹟 將它成為一種常態化
[00:38:35.920 --> 00:38:40.920]  信徒要有這樣的經歷 就證明你是與神同在
[00:38:40.920 --> 00:38:43.920]  上帝與你同在
[00:38:43.920 --> 00:38:50.920]  對不起 聖經不是說這件事
[00:38:50.920 --> 00:38:57.920]  第一 五個餅 兩條魚 怎樣變呢
[00:38:57.920 --> 00:39:07.920]  聖經沒有說 但聖經裡說了很多其他的東西
[00:39:07.920 --> 00:39:14.920]  我們要留心 我們一起去看看重點
[00:39:14.920 --> 00:39:28.920]  第一 到了晚上 入夜了 天漲晚的時候
[00:39:28.920 --> 00:39:39.920]  黃昏快要來臨了 門徒主動跟耶穌說
[00:39:39.920 --> 00:39:52.920]  父子 你好選不選 就選這裡 荒蕪遍野 沒東西賣 野地
[00:39:52.920 --> 00:40:00.920]  希臘文原本的字眼解釋為荒地
[00:40:00.920 --> 00:40:07.920]  另一個解釋是一個被隔開的地方
[00:40:07.920 --> 00:40:12.920]  這裡沒東西的 時候已經到了
[00:40:12.920 --> 00:40:15.920]  他也這樣說
[00:40:15.920 --> 00:40:24.920]  請眾人散開 我們看看英文聖經的陳述
[00:40:24.920 --> 00:40:29.920]  我先拿英文聖經出來
[00:40:29.920 --> 00:40:34.920]  冷靜一點
[00:40:34.920 --> 00:40:41.920]  英文聖經是這樣說的 14 15 節
[00:40:41.920 --> 00:40:45.920]  晚上到來 他的徒弟對他說
[00:40:45.920 --> 00:40:52.920]  這裡是一個被隔開的地方 時間已經到了
[00:40:52.920 --> 00:41:00.920]  請眾人散開 他們可以進去村子裡買食物
[00:41:00.920 --> 00:41:05.920]  這班門徒真厲害
[00:41:05.920 --> 00:41:12.920]  在這個時候 叫他們的領袖 叫他們的老師 耶穌
[00:41:12.920 --> 00:41:20.920]  我們給你建議 現在入黑了 這裡沒東西賣
[00:41:20.920 --> 00:41:25.920]  吃飯時間到了 一日出而昨日入而息
[00:41:25.920 --> 00:41:28.920]  就快日落了 黑了走不了
[00:41:28.920 --> 00:41:33.920]  你最好現在叫人們散開
[00:41:33.920 --> 00:41:40.920]  然後叫他們回到村子裡 自己買自己吃
[00:41:40.920 --> 00:41:51.920]  簡單來說 廣東人常說自己自己 自己買自己吃
[00:41:51.920 --> 00:41:56.920]  這班門徒 門徒是這樣想的
[00:41:56.920 --> 00:42:02.920]  什麼 門徒 神的 耶穌基督的門徒 為什麼這樣想
[00:42:02.920 --> 00:42:05.920]  他們不是沒經歷過神蹟的
[00:42:05.920 --> 00:42:11.920]  不過他們用一個很常有的日常現象
[00:42:11.920 --> 00:42:15.920]  不過有主同在 但他們都沒有想過
[00:42:15.920 --> 00:42:19.920]  在這個時候問一下夫子想怎樣
