
[00:00:00.000 --> 00:00:08.760]  多謝施班現唱一首我很喜歡的歌
[00:02:55.360 --> 00:02:58.360]  這等人不是從血氣生的
[00:02:58.360 --> 00:03:01.360]  不是從情慾生的
[00:03:01.360 --> 00:03:03.360]  也不是從仁義生的
[00:03:03.360 --> 00:03:06.360]  乃是從神生的
[00:03:06.360 --> 00:03:08.360]  道成了肉身
[00:03:08.360 --> 00:03:10.360]  住在我們中間
[00:03:10.360 --> 00:03:12.360]  充充滿滿地有恩典
[00:03:12.360 --> 00:03:14.360]  有真理
[00:03:14.360 --> 00:03:16.360]  我們也見過他的榮光
[00:03:16.360 --> 00:03:19.360]  正是複讀生子的榮光
[00:03:19.360 --> 00:03:22.360]  約翰為他作見證
[00:03:22.360 --> 00:03:24.360]  喊著說
[00:03:24.360 --> 00:03:26.360]  這就是我曾說
[00:03:26.360 --> 00:03:28.360]  那在我以後來的
[00:03:28.360 --> 00:03:30.360]  反成了在我以前的
[00:03:30.360 --> 00:03:33.360]  因他本來在我以前
[00:03:33.360 --> 00:03:36.360]  從他豐滿的恩典裡
[00:03:36.360 --> 00:03:38.360]  我們都領受了
[00:03:38.360 --> 00:03:40.360]  而且恩上加恩
[00:03:40.360 --> 00:03:44.360]  律法本是藉著摩西傳的
[00:03:44.360 --> 00:03:46.360]  恩典和真理
[00:03:46.360 --> 00:03:48.360]  都是由耶穌基督來的
[00:03:48.360 --> 00:03:52.360]  從來沒有人看見神
[00:03:52.360 --> 00:03:55.360]  只有在乎孩女的獨生子
[00:03:55.360 --> 00:03:57.360]  將祂表明出來
[00:03:57.360 --> 00:03:59.360]  我們低頭做個禱告
[00:03:59.360 --> 00:04:02.360]  主耶穌你是世界的光
[00:04:02.360 --> 00:04:03.360]  在這個世界裡
[00:04:03.360 --> 00:04:06.360]  我們見到很多黑暗的事情
[00:04:06.360 --> 00:04:09.360]  我們感謝你來到這個世界
[00:04:09.360 --> 00:04:11.360]  照亮我們的生命
[00:04:11.360 --> 00:04:13.360]  願今天的講道
[00:04:13.360 --> 00:04:17.360]  你的真光也照亮我們每人的內心
[00:04:17.360 --> 00:04:19.360]  以致我們的生命
[00:04:19.360 --> 00:04:21.360]  都能成為一點點的光
[00:04:21.360 --> 00:04:23.360]  去照亮我們周圍的人
[00:04:23.360 --> 00:04:25.360]  求你祝福一段聽道的時間
[00:04:25.360 --> 00:04:27.360]  禱告奉耶穌基督的名
[00:04:27.360 --> 00:04:28.360]  阿們
[00:04:28.360 --> 00:04:31.360]  我們今天就去到說
[00:04:31.360 --> 00:04:34.360]  所謂道成肉身或基督論的開始
[00:04:34.360 --> 00:04:36.360]  當然我們都作為基督徒的
[00:04:36.360 --> 00:04:38.360]  我們都知道
[00:04:38.360 --> 00:04:40.360]  說主耶穌是誰
[00:04:40.360 --> 00:04:41.360]  Who is Jesus
[00:04:41.360 --> 00:04:43.360]  主耶穌是誰的時候
[00:04:43.360 --> 00:04:45.360]  就是說到我們信仰的核心
[00:04:45.360 --> 00:04:48.360]  基督的宗教或我們說的基督的信仰
[00:04:48.360 --> 00:04:50.360]  信耶穌
[00:04:50.360 --> 00:04:52.360]  和其他宗教不一樣
[00:04:52.360 --> 00:04:53.360]  有一個很明顯的分別
[00:04:53.360 --> 00:04:56.360]  因為信耶穌的核心
[00:04:56.360 --> 00:04:58.360]  不是信一套道理
[00:04:58.360 --> 00:05:01.360]  中國傳統修身齊家
[00:05:01.360 --> 00:05:02.360]  治國平天下
[00:05:02.360 --> 00:05:04.360]  其實都是教你一套道理
[00:05:04.360 --> 00:05:06.360]  孔子教做人的道理
[00:05:06.360 --> 00:05:09.360]  但你不需要和孔子有什麼個人的關係
[00:05:09.360 --> 00:05:11.360]  你不需要愛上孔子
[00:05:11.360 --> 00:05:13.360]  孔子已經死了
[00:05:13.360 --> 00:05:14.360]  你沒有辦法和他有關係
[00:05:14.360 --> 00:05:15.360]  同樣地
[00:05:15.360 --> 00:05:17.360]  釋迦牟尼佛教
[00:05:17.360 --> 00:05:20.360]  你也不需要愛釋迦牟尼
[00:05:20.360 --> 00:05:22.360]  釋迦牟尼說過
[00:05:22.360 --> 00:05:24.360]  比喻他只是一隻手指
[00:05:24.360 --> 00:05:26.360]  釋迦牟尼就像一隻手指
[00:05:26.360 --> 00:05:28.360]  他會指向月光
[00:05:28.360 --> 00:05:30.360]  真正你要明白的是
[00:05:30.360 --> 00:05:32.360]  佛教的道理
[00:05:32.360 --> 00:05:34.360]  不是要愛上釋迦牟尼這個師兄
[00:05:34.360 --> 00:05:36.360]  也是離開了世界
[00:05:36.360 --> 00:05:38.360]  你說盤庚還是什麼都好
[00:05:38.360 --> 00:05:40.360]  總之不是在世上的人
[00:05:40.360 --> 00:05:42.360]  同樣地伊斯蘭教
[00:05:42.360 --> 00:05:44.360]  莫斯林都告訴你
[00:05:44.360 --> 00:05:46.360]  穆罕默德已經死了
[00:05:46.360 --> 00:05:48.360]  所以你也不可以和穆罕默德
[00:05:48.360 --> 00:05:51.360]  或穆罕默德有什麼個人的交往
[00:05:51.360 --> 00:05:53.360]  也是信一套律法
[00:05:53.360 --> 00:05:56.360]  可蘭經所說的那套律法
[00:05:56.360 --> 00:05:58.360]  你就應該要遵守
[00:05:58.360 --> 00:06:00.360]  根據伊斯蘭教
[00:06:00.360 --> 00:06:03.360]  你就會得到所謂的阿拉
[00:06:03.360 --> 00:06:05.360]  即是上主的喜悅
[00:06:05.360 --> 00:06:07.360]  唯有基督教強調的
[00:06:07.360 --> 00:06:10.360]  不是一套做人道理
[00:06:10.360 --> 00:06:12.360]  雖然基督教有做人道理
[00:06:12.360 --> 00:06:14.360]  雖然跟隨耶穌的人
[00:06:14.360 --> 00:06:16.360]  我們都要按照神的心意
[00:06:16.360 --> 00:06:18.360]  去過我們的生活
[00:06:18.360 --> 00:06:20.360]  但這些做人的道理
[00:06:20.360 --> 00:06:22.360]  不是信仰最核心的部分
[00:06:22.360 --> 00:06:24.360]  最核心的部分是
[00:06:24.360 --> 00:06:26.360]  我們和耶穌的關係
[00:06:26.360 --> 00:06:28.360]  我們是否真的體驗到
[00:06:28.360 --> 00:06:31.360]  經歷到耶穌對我們的愛呢?
[00:06:31.360 --> 00:06:34.360]  我們是否願意將我們的生命
[00:06:34.360 --> 00:06:37.360]  用我們的生命去回饋
[00:06:37.360 --> 00:06:40.360]  用我們的生命去愛耶穌
[00:06:40.360 --> 00:06:42.360]  好像兩個夫妻之間
[00:06:42.360 --> 00:06:45.360]  我愛我老婆
[00:06:45.360 --> 00:06:47.360]  我老婆也用她的生命
[00:06:47.360 --> 00:06:50.360]  去展示她對我的愛
[00:06:50.360 --> 00:06:51.360]  同樣地
[00:06:51.360 --> 00:06:53.360]  我們有沒有經歷上主的愛
[00:06:53.360 --> 00:06:54.360]  耶穌的愛
[00:06:54.360 --> 00:06:56.360]  我們有沒有將我們的生命
[00:06:56.360 --> 00:07:00.360]  看為顯露或活出
[00:07:00.360 --> 00:07:02.360]  我們對耶穌的愛
[00:07:02.360 --> 00:07:04.360]  這就是我們生命的實際目的
[00:07:04.360 --> 00:07:06.360]  有沒有這種心智呢?
[00:07:06.360 --> 00:07:09.360]  這反而是基督教
[00:07:09.360 --> 00:07:12.360]  或基督信仰最核心的思想
[00:07:12.360 --> 00:07:15.360]  所以當我們要講基督論的時候
[00:07:15.360 --> 00:07:17.360]  其實要明白
[00:07:17.360 --> 00:07:19.360]  我們愛的這位主耶穌
[00:07:19.360 --> 00:07:22.360]  到底祂是哪一個呢?
[00:07:22.360 --> 00:07:24.360]  所謂Foolish
[00:07:24.360 --> 00:07:26.360]  中文是哪一個都有點怪
[00:07:26.360 --> 00:07:29.360]  應該說祂有什麼特別
[00:07:29.360 --> 00:07:31.360]  我們怎樣可以愛祂
[00:07:31.360 --> 00:07:34.360]  或用什麼方法去過生活
[00:07:34.360 --> 00:07:37.360]  才能表達我們對祂的愛呢?
[00:07:37.360 --> 00:07:39.360]  這份福音很特別
[00:07:39.360 --> 00:07:41.360]  其他三卷福音
[00:07:41.360 --> 00:07:43.360]  我們通常其他三卷
[00:07:43.360 --> 00:07:45.360]  馬太、馬可、路加
[00:07:45.360 --> 00:07:48.360]  我們稱之為對觀福音
[00:07:48.360 --> 00:07:52.360]  他們的內容相對比較近
[00:07:52.360 --> 00:07:54.360]  他們講耶穌的秩序
[00:07:54.360 --> 00:07:55.360]  有什麼事情
[00:07:55.360 --> 00:07:57.360]  很多都比較重複一些
[00:07:57.360 --> 00:07:59.360]  類似的
[00:07:59.360 --> 00:08:01.360]  所以其他三卷福音
[00:08:01.360 --> 00:08:03.360]  特別馬太、路加
[00:08:03.360 --> 00:08:07.360]  會講耶穌出生的故事
[00:08:07.360 --> 00:08:12.360]  所以聖誕節就紀念耶穌出生的故事
[00:08:12.360 --> 00:08:14.360]  約翰福音比較特別
[00:08:14.360 --> 00:08:17.360]  沒有講耶穌出生的故事
[00:08:17.360 --> 00:08:20.360]  馬利亞怎樣跟精女懷孕
[00:08:20.360 --> 00:08:21.360]  跳了一段
[00:08:21.360 --> 00:08:22.360]  約翰福音沒有講
[00:08:22.360 --> 00:08:24.360]  約翰反而強調是講
[00:08:24.360 --> 00:08:26.360]  「道成肉身」
[00:08:26.360 --> 00:08:30.360]  不是講耶穌怎樣在媽媽的肚子裡捐出來
[00:08:30.360 --> 00:08:31.360]  講得比較俗一點
[00:08:31.360 --> 00:08:33.360]  約翰福音強調
[00:08:33.360 --> 00:08:38.360]  是講耶穌怎樣從天上來到地上
[00:08:38.360 --> 00:08:42.360]  所以約翰所謂的耶穌出生的故事
[00:08:42.360 --> 00:08:44.360]  是用另一個方法去表達
[00:08:44.360 --> 00:08:48.360]  不是講一般出生的故事
[00:08:48.360 --> 00:08:51.360]  是講他怎樣從天上來到地上
[00:08:51.360 --> 00:08:54.360]  所以就有剛才讀的約翰福音
[00:08:54.360 --> 00:08:56.360]  一章一到十八節的故事
[00:08:56.360 --> 00:09:00.360]  其實約翰福音所謂的序言
[00:09:00.360 --> 00:09:01.360]  一章一到十八節
[00:09:01.360 --> 00:09:03.360]  已經講出了
[00:09:03.360 --> 00:09:04.360]  Who is Jesus
[00:09:04.360 --> 00:09:05.360]  一個最核心的東西
[00:09:05.360 --> 00:09:06.360]  耶穌是誰呢
[00:09:06.360 --> 00:09:08.360]  就是祂是百分之百神
[00:09:08.360 --> 00:09:10.360]  祂也是百分之百人
[00:09:10.360 --> 00:09:13.360]  這可以說是大公教會的標準答案
[00:09:13.360 --> 00:09:15.360]  你問耶穌是誰
[00:09:15.360 --> 00:09:17.360]  祂就是百分之百的神
[00:09:17.360 --> 00:09:19.360]  也是百分之百的人
[00:09:19.360 --> 00:09:24.360]  我們環繞這兩個題目去了解一下
[00:09:24.360 --> 00:09:26.360]  我們應該怎樣去理解
[00:09:26.360 --> 00:09:28.360]  耶穌是百分之百的神
[00:09:28.360 --> 00:09:30.360]  也是百分之百的人呢
[00:09:30.360 --> 00:09:34.360]  首先約翰就由百分之百的神
[00:09:34.360 --> 00:09:36.360]  即是完全的神開始
[00:09:36.360 --> 00:09:37.360]  太初有道
[00:09:37.360 --> 00:09:39.360]  我們稍後會回來
[00:09:39.360 --> 00:09:42.360]  因為約翰要講耶穌
[00:09:42.360 --> 00:09:45.360]  怎樣從天上來到地上
[00:09:45.360 --> 00:09:49.360]  所以當然耶穌還未到成肉身的時候
[00:09:49.360 --> 00:09:51.360]  祂就還未是耶穌
[00:09:51.360 --> 00:09:52.360]  雖然祂已經在
[00:09:52.360 --> 00:09:57.360]  但祂還未到成肉身的耶穌
[00:09:57.360 --> 00:09:59.360]  應該怎樣形容祂呢
[00:09:59.360 --> 00:10:03.360]  約翰就用了道這個字去形容
[00:10:03.360 --> 00:10:04.360]  很有趣的
[00:10:04.360 --> 00:10:06.360]  道這個字我待會會回來
[00:10:06.360 --> 00:10:07.360]  但無論如何
[00:10:07.360 --> 00:10:09.360]  頭兩節就告訴你
[00:10:09.360 --> 00:10:14.360]  道或者教會傳統很多時候叫聖子
[00:10:14.360 --> 00:10:15.360]  Holiest
[00:10:15.360 --> 00:10:17.360]  Only begotten son
[00:10:17.360 --> 00:10:20.360]  聖子是一開始已經與神同在
[00:10:20.360 --> 00:10:23.360]  太初已經與神同在
[00:10:23.360 --> 00:10:25.360]  這個開始的意思
[00:10:25.360 --> 00:10:27.360]  不是指時間的開始
[00:10:27.360 --> 00:10:31.360]  譬如今天八點半來到教會
[00:10:31.360 --> 00:10:33.360]  開始在教會出現就八點半
[00:10:33.360 --> 00:10:35.360]  這是一個時間的開始
[00:10:35.360 --> 00:10:38.360]  這裡其實不是指一個開始
[00:10:38.360 --> 00:10:42.360]  而是指一種永恆的意思
[00:10:42.360 --> 00:10:44.360]  你可以這樣說
[00:10:44.360 --> 00:10:46.360]  你去到多早都好
[00:10:46.360 --> 00:10:48.360]  其實道已經與神同在
[00:10:48.360 --> 00:10:50.360]  從來可以這樣說
[00:10:50.360 --> 00:10:52.360]  用一個中文的字
[00:10:52.360 --> 00:10:53.360]  從來來說
[00:10:53.360 --> 00:10:57.360]  耶穌這個道已經與神同在
[00:10:57.360 --> 00:10:59.360]  約翰要這樣表達
[00:10:59.360 --> 00:11:03.360]  其實要對比道與萬物的分別
[00:11:03.360 --> 00:11:06.360]  道不是一個受造之物
[00:11:06.360 --> 00:11:07.360]  你與我
[00:11:07.360 --> 00:11:09.360]  或者萬物
[00:11:09.360 --> 00:11:10.360]  包括太陽
[00:11:10.360 --> 00:11:12.360]  甚至整個宇宙
[00:11:12.360 --> 00:11:14.360]  科學告訴我們
[00:11:14.360 --> 00:11:19.360]  宇宙有多少萬光年的長寬
[00:11:19.360 --> 00:11:24.360]  甚至整個宇宙都是被造之物
[00:11:24.360 --> 00:11:26.360]  都有一個開始
[00:11:26.360 --> 00:11:29.360]  都是在時空裏開始存在
[00:11:29.360 --> 00:11:32.360]  曾經如果你讀科學
[00:11:32.360 --> 00:11:34.360]  你會知道Big Bang Theory
[00:11:34.360 --> 00:11:37.360]  這個宇宙應該是由大爆炸開始
[00:11:37.360 --> 00:11:39.360]  大爆炸之前是什麼呢
[00:11:39.360 --> 00:11:42.360]  科學家沒辦法告訴我們
[00:11:42.360 --> 00:11:44.360]  科學告訴我們
[00:11:44.360 --> 00:11:46.360]  宇宙有一個起點
[00:11:46.360 --> 00:11:48.360]  透過大爆炸
[00:11:48.360 --> 00:11:51.360]  我們可以推演宇宙
[00:11:51.360 --> 00:11:55.360]  不知道多少億萬年前
[00:11:55.360 --> 00:11:57.360]  它爆出來
[00:11:57.360 --> 00:11:58.360]  有一個起點
[00:11:58.360 --> 00:12:02.360]  但是紙或道是沒有起點的
[00:12:02.360 --> 00:12:04.360]  所以約翰首先要強調
[00:12:04.360 --> 00:12:07.360]  耶穌是神是什麼意思呢
[00:12:07.360 --> 00:12:08.360]  告訴我們
[00:12:08.360 --> 00:12:11.360]  耶穌與萬物是完全不同的
[00:12:11.360 --> 00:12:13.360]  祂是沒有起點的
[00:12:13.360 --> 00:12:17.360]  祂是從等古已經與神一樣
[00:12:17.360 --> 00:12:19.360]  所以我們所信的耶穌
[00:12:19.360 --> 00:12:21.360]  從一個角度來看
[00:12:21.360 --> 00:12:24.360]  與我們有一個不可跨越的鴻溝
[00:12:24.360 --> 00:12:29.360]  所以基督教與佛教不一樣
[00:12:29.360 --> 00:12:31.360]  佛教至少小成佛教
[00:12:31.360 --> 00:12:34.360]  本來是說放下屠刀立地成佛
[00:12:34.360 --> 00:12:39.360]  其實佛是一種人修煉可以去到的境界
[00:12:39.360 --> 00:12:42.360]  所以釋迦牟尼不是唯一的佛
[00:12:42.360 --> 00:12:46.360]  你與我修煉理論上都可以成為佛
[00:12:46.360 --> 00:12:48.360]  但基督教就不是
[00:12:48.360 --> 00:12:51.360]  你與我怎樣修煉都不可以變成耶穌
[00:12:51.360 --> 00:12:55.360]  只有耶穌一個從等古已經在
[00:12:55.360 --> 00:12:57.360]  我們是受造之物
[00:12:57.360 --> 00:13:00.360]  是在時空之間出現的
[00:13:00.360 --> 00:13:03.360]  他除了強調這一點之外
[00:13:03.360 --> 00:13:09.360]  今天說到有少少理念強一點
[00:13:09.360 --> 00:13:11.360]  大家沒有問題的
[00:13:11.360 --> 00:13:13.360]  因為大家都是很聰明的人
[00:13:13.360 --> 00:13:17.360]  但約翰有些叫做Dialectical Thinking
[00:13:17.360 --> 00:13:20.360]  即是有些辯證想法
[00:13:20.360 --> 00:13:26.360]  他一方面想強調道與我們完全不一樣
[00:13:26.360 --> 00:13:28.360]  他是永恆的
[00:13:28.360 --> 00:13:29.360]  我們是有開始
[00:13:29.360 --> 00:13:31.360]  我們是被他所做
[00:13:31.360 --> 00:13:33.360]  但他永恆已經存在
[00:13:33.360 --> 00:13:38.360]  但他又會強調道與我們有緊密的關係
[00:13:38.360 --> 00:13:40.360]  既有不可跨越的鴻溝
[00:13:40.360 --> 00:13:44.360]  但又連結在一起
[00:13:44.360 --> 00:13:45.360]  怎樣連結呢?
[00:13:45.360 --> 00:13:48.360]  他就說生命在他裡頭
[00:13:48.360 --> 00:13:50.360]  生命就是人的光
[00:13:50.360 --> 00:13:53.360]  光照在黑暗裡黑暗不必接受
[00:13:53.360 --> 00:13:56.360]  如果你看和修本
[00:13:56.360 --> 00:13:59.360]  通常就譯為黑暗卻不能勝過光
[00:13:59.360 --> 00:14:01.360]  現在多數新的譯本都認為
[00:14:01.360 --> 00:14:05.360]  那個字應該是勝過或蓋過
[00:14:05.360 --> 00:14:06.360]  比譯做接受好
[00:14:06.360 --> 00:14:08.360]  這一點都不說了
[00:14:08.360 --> 00:14:11.360]  所以作者又強調
[00:14:11.360 --> 00:14:14.360]  雖然道與我們完全不一樣
[00:14:14.360 --> 00:14:17.360]  但道又與我們連結在一起
[00:14:17.360 --> 00:14:22.360]  因為我們需要在道裡尋找到這個The Word
[00:14:22.360 --> 00:14:26.360]  這個道我們才能生命中有亮光
[00:14:26.360 --> 00:14:29.360]  到了這一點你又開始明白
[00:14:29.360 --> 00:14:34.360]  想說一下約翰福音的十八節
[00:14:34.360 --> 00:14:38.360]  其實都藏了很多複雜的觀念
[00:14:38.360 --> 00:14:43.360]  剛才說過約翰用了道這個字
[00:14:43.360 --> 00:14:44.360]  派出有道
[00:14:44.360 --> 00:14:47.360]  道這個字在希臘文就是Logos
[00:14:47.360 --> 00:14:51.360]  Logos這個字在希臘文裡
[00:14:51.360 --> 00:14:53.360]  都可以有複雜的意義
[00:14:53.360 --> 00:14:56.360]  Logos在希臘文裡最簡單
[00:14:56.360 --> 00:14:59.360]  其實就是一些說話的意思
[00:14:59.360 --> 00:15:01.360]  一些話語的意思
[00:15:01.360 --> 00:15:04.360]  我們英文Logic這個字
[00:15:04.360 --> 00:15:07.360]  都是來自Logos這個字的字根
[00:15:07.360 --> 00:15:10.360]  所以其實如果你看英文譯本
[00:15:10.360 --> 00:15:11.360]  你就會知道
[00:15:11.360 --> 00:15:13.360]  In the beginning is the word
[00:15:13.360 --> 00:15:16.360]  差不多所有英文譯本都是這樣翻譯的
[00:15:16.360 --> 00:15:18.360]  一章一節的
[00:15:18.360 --> 00:15:19.360]  In the beginning is the word
[00:15:19.360 --> 00:15:26.360]  因為Logos最普通的用法就是一些話語
[00:15:26.360 --> 00:15:32.360]  但另一方面Logos在希臘哲學思想裡
[00:15:32.360 --> 00:15:34.360]  特別在一個叫Stoicism
[00:15:34.360 --> 00:15:37.360]  斯多噶派裡
[00:15:37.360 --> 00:15:45.360]  Logos是指帶領萬物變化的一種原則
[00:15:45.360 --> 00:15:51.360]  或者推動萬物變化的力量運作的原則
[00:15:51.360 --> 00:15:53.360]  這個就叫做Logos
[00:15:53.360 --> 00:15:58.360]  Stoicism都是用Logos這個字去形容這種變化的原則
[00:15:58.360 --> 00:16:01.360]  去到這裡你會明白
[00:16:01.360 --> 00:16:04.360]  寫約翰福音的時候
[00:16:04.360 --> 00:16:06.360]  約翰福音是最後一卷
[00:16:06.360 --> 00:16:08.360]  四福音書最後一卷
[00:16:08.360 --> 00:16:12.360]  其實那時候福音已經開始進入
[00:16:12.360 --> 00:16:14.360]  所謂希臘文化的世界
[00:16:14.360 --> 00:16:18.360]  我們相信約翰也可能和那個文化有些對話
[00:16:18.360 --> 00:16:22.360]  希臘人其實和古代的中國人一樣
[00:16:22.360 --> 00:16:28.360]  都很想尋求這個世界變化的原則在哪裡
[00:16:28.360 --> 00:16:32.360]  無論希臘人或中國古代的先賢
[00:16:32.360 --> 00:16:36.360]  他們會覺得如果我們能夠明白
[00:16:36.360 --> 00:16:39.360]  這個世界變化的原則在哪裡
[00:16:39.360 --> 00:16:43.360]  我們可以掌握這個世界變化的時候
[00:16:43.360 --> 00:16:48.360]  我們就可以不受命運所驅動
[00:16:48.360 --> 00:16:51.360]  我們反而可以成為命運的主人
[00:16:51.360 --> 00:16:53.360]  說得比較俗一點
[00:16:53.360 --> 00:16:58.360]  假如你有諸葛亮的預測未來
[00:16:58.360 --> 00:16:59.360]  算一算
[00:16:59.360 --> 00:17:02.360]  說宏福院十二月哪天火警
[00:17:02.360 --> 00:17:04.360]  宏福院十二月哪天火警
[00:17:04.360 --> 00:17:07.360]  你算出來十一月的時候已經計算到
[00:17:07.360 --> 00:17:09.360]  你有個朋友住在宏福院
[00:17:09.360 --> 00:17:10.360]  你姐姐打電話告訴你
[00:17:10.360 --> 00:17:13.360]  快點走佬 那天你的建築物會火警
[00:17:13.360 --> 00:17:17.360]  無論中國人也好 希臘人也好
[00:17:17.360 --> 00:17:23.360]  覺得我們要掌握到這個世界幻變的原則的時候
[00:17:23.360 --> 00:17:27.360]  我們生命中就可以勝算在握
[00:17:27.360 --> 00:17:30.360]  可以去計劃我們的生命
[00:17:30.360 --> 00:17:32.360]  約翰是很有趣的
[00:17:32.360 --> 00:17:38.360]  他說原來我們生命或這個世界變化的原則
[00:17:38.360 --> 00:17:44.360]  不是一些客觀的原則或定律
[00:17:44.360 --> 00:17:51.360]  原來掌管世界的歷史變化的原則不是一些定律
[00:17:51.360 --> 00:17:55.360]  而是一個有慧格的道
[00:17:55.360 --> 00:17:59.360]  慧格這個字中文就怪了一點
[00:17:59.360 --> 00:18:02.360]  其實上翻英文的字就是person
[00:18:02.360 --> 00:18:08.360]  原來掌管這個世界變化的不是一些無情的道理
[00:18:08.360 --> 00:18:11.360]  而是一個有情的主
[00:18:11.360 --> 00:18:12.360]  就是我們的主耶穌
[00:18:12.360 --> 00:18:17.360]  是一個有情的主掌管著歷史演進
[00:18:17.360 --> 00:18:19.360]  掌管著我們生命的路途
[00:18:19.360 --> 00:18:24.360]  所以我們能夠和主建立關係的話
[00:18:24.360 --> 00:18:26.360]  我們生命就有把握了
[00:18:26.360 --> 00:18:29.360]  否則的話你多有智慧
[00:18:29.360 --> 00:18:35.360]  你其實也計算不到生命變化的原則到底在哪裡
[00:18:35.360 --> 00:18:42.360]  其實到這裡又要講一下中文聖經的翻譯
[00:18:42.360 --> 00:18:45.360]  其實中文聖經的翻譯也很掙扎
[00:18:45.360 --> 00:18:51.360]  太初有道應該是易言還是易道呢?
[00:18:51.360 --> 00:18:53.360]  其實馬禮信譯本
[00:18:53.360 --> 00:18:58.360]  容忍一下再講多一點理念的東西
[00:18:58.360 --> 00:19:00.360]  無論如何馬禮信譯本
[00:19:00.360 --> 00:19:03.360]  基督新教第一本中文聖經
[00:19:03.360 --> 00:19:07.360]  其實馬禮信是譯了「起初有言」
[00:19:07.360 --> 00:19:08.360]  這樣翻譯的
[00:19:08.360 --> 00:19:09.360]  「言」語的「言」
[00:19:09.360 --> 00:19:12.360]  因為他翻譯成類似英文的翻譯
[00:19:12.360 --> 00:19:13.360]  In the beginning is the word
